0.00425694-0.00126994j -0.00133161-0.00438279j -0.00201923+0.00157277j -0.00152818-0.00243466j -0.00138448+0.00079535j -0.00130298-0.000682034j 0.0020267+0.0014443j 0.000227439-0.00237097j -0.000553144+0.00100759j 0.000445418+0.000375257j -0.000222701+0.00111743j -0.00104852-0.00191932j -0.00163929+0.00166746j 0.000503571-0.0018509j 8.45636e-05+0.00025907j 0.00118855-9.36781e-05j 0.000639637-0.00074195j -0.000475257+0.000329425j 0.000338072+0.000209608j 0.000326304-0.000446276j 0.00080891-0.00173124j 0.000655646+0.000610878j -0.000265641+0.00160026j -0.000440211-0.000615761j 0.000306037+9.24487e-05j 0.000190313-0.000112955j -0.000618401+0.000469265j 0.00183553-0.000843275j -0.00172434+0.000482482j 0.000158628-0.000312817j -0.000247956+0.000861717j -0.00107582+0.000569496j 0.000350254+0.00167907j -0.000451809-0.00100136j 0.000913337-0.000604791j 0.000294273-8.12649e-06j 0.00207034-0.000347777j -8.30709e-05+0.0011726j 0.000687077-0.000331297j -0.000774518+5.99157e-05j -0.000770961+0.00044384j -0.000104842-0.00052795j -0.00153249+0.000921256j 0.00124001-0.000952906j -0.0008148+0.0012926j -0.000902023-0.000601064j 0.00108792-0.000376041j -0.000616395+3.96066e-05j -0.00227308-0.000392892j -0.000358275-0.00159481j -6.40958e-05+0.000829112j 0.00104156+0.000264921j -0.00132683-0.0013894j -0.000290776-0.00122936j 0.00139333+0.000266337j -0.00125396+0.000803418j 0.000906426+0.000625019j -0.00188845-0.000567547j -0.00158239+1.01291e-05j -0.000280489-0.000899404j 0.000307124+0.00102565j -0.00103964-9.37054e-05j 0.000994183+0.000738529j -0.000631554+0.00165949j 0.000783986+0.000270067j -0.00136271+3.64845e-06j 0.000335049+0.000994822j 0.00240511+0.00087608j 0.000827437+0.00332286j 0.000783752-0.00091565j 0.00139518+0.00091193j 0.000766054-0.0034119j 0.00277141-0.000102231j -0.00227608-0.00178011j -0.00155997+0.00181216j 0.00630337-0.00728717j 0.00722562+0.00637915j 
0.000521229-0.000182591j 2.51327e-05-0.000611773j 0.000329867+0.000704246j -0.000860619+0.000680608j 0.00123045+0.00412937j -0.00387978-0.00109265j -0.00401222+0.00204821j 0.00108889+0.0022769j -0.00162619-0.00362174j -0.00278709+0.000174431j 0.00197049-0.00178869j 0.0027693-0.00320439j -2.31283e-05-0.000888752j 0.00224186+0.00414068j -0.000533587+0.00101475j -0.00198743+0.000499097j 0.000734884-0.000605531j -0.000415768-0.00257932j 0.00127509-0.00113141j 0.00356768-9.64589e-05j -0.002197+0.000131641j -0.00262858-0.00300924j 0.00129951+3.98757e-05j -0.00120509+0.000158595j 0.000726834-0.00118492j 0.000468423-0.000348673j -0.00190638-0.00143485j 0.000357343+0.00116927j -0.00185118-0.000719762j 0.000706629+0.000737413j 0.00052962+0.00191604j -0.00041368-0.000899417j -0.00187038-0.00138342j -0.000292863+0.00254924j 0.000321787-0.00391775j -0.00143348-0.000496869j -0.00103192-0.000393759j -0.00154353-0.000133706j -0.00130095+0.00299425j 0.00136885+4.64874e-05j -0.00220158+0.00133605j -0.000767615+0.000854007j -0.00251016+0.00249545j -0.00242972-0.000190154j 0.000121542-0.00206844j 0.00252108-0.000451555j 0.000110721+0.000296517j 0.000117449-0.000423425j -0.00036204-0.000968769j 0.000412285+0.000128617j 9.80744e-05-0.00106429j -0.000831297-0.00156138j 0.000371558-0.00140482j -0.000662705+0.00200911j -3.93598e-05-0.000158186j 0.0031245-0.000725311j -0.00105675+0.00388604j -0.00071278-0.000667441j 0.000987221+0.000262008j 0.00175283+0.00223479j 0.00028956+0.00223292j -0.00314848+0.00140935j -0.000523861-0.000585351j 0.00158776-0.000597283j -0.00134401-0.00275075j -0.00368354+0.000607374j 0.00105459+0.00012922j -0.000665745-0.000829341j 0.00181894+0.000496508j -0.000556353+0.000278875j 0.000792929+0.00236185j 0.00213686-0.000275524j -0.00103826+0.000759837j 0.000542211+0.000790407j 0.000709292-0.000645085j -9.5905e-06+0.000114531j -0.000292578-2.78704e-05j 
0.00375513-0.000742351j -0.000871122-0.00362797j -0.00580896+0.000956781j -0.00121256-0.00630431j 0.00132904+0.00260414j -0.00456338+0.00441568j 0.0040607+0.0024274j 0.000263922+1.82613e-05j 0.00197011+0.00250466j -0.000537747+0.00357145j -0.00419369+0.000200423j -0.00108678+0.000110239j -0.00307141+0.00195106j 0.00151065+0.00107374j 0.00170164+0.00205383j 0.00186438+0.00510326j -0.00133021+0.00105302j -0.000882024-0.000126971j -0.000702908+0.00234542j 0.000531084-4.73628e-05j 0.00134999+0.000971246j -0.00157507+0.00426255j -0.000189027+0.00307493j 0.00495539+0.00154165j 0.00216296-0.00180864j -0.000425831-0.000360003j 0.00335639-0.00292379j 0.000517821-0.00177319j -0.00180675-8.88288e-05j -0.00168285+0.00137147j 0.00316262-0.000125718j 0.00231989+0.00167464j -0.00304846+0.00142756j -0.00134367-0.00202883j 0.000426852-0.000363728j -0.00230536-0.000679356j 0.00158169+0.00219532j -0.00281884-0.00262495j 0.000748119-0.000858903j -0.00214803-0.00109499j -0.000573326-0.00051513j -0.00201424-0.000533155j 0.000142404-0.000939737j 0.000959428+0.00102095j 0.0013398-0.00336269j 0.00171789-0.00307921j -0.000989734-0.00262827j -0.000252815+0.000818211j -0.000249216+0.00100097j 0.00250858+0.00282706j 0.000188115-0.000945736j -0.000742791+0.00116318j -0.000456092+0.00102797j 0.000768433-0.00039634j 2.19045e-05+0.000290758j -0.000236319-0.00140099j 0.0024808-0.00154218j 3.16282e-05-0.00074295j -0.00101448+0.000592387j 0.000791569-0.00131422j 0.00217971-0.000780258j 0.000969989+0.00207483j -0.000591409+0.000257679j -0.000891865-0.000942773j 0.00076347+0.00220478j 0.00282504-5.03397e-05j -0.000848808+0.000132125j 0.00085945-0.000631959j 0.00111938-0.00064152j -0.000556688-0.00161109j -0.000588985+0.00071584j 0.0021498-0.00142671j 0.00248871+0.00260135j 4.48668e-05-0.00371317j -0.00378478+0.00022228j 0.00102411-0.0026088j 0.0027318+0.00104947j 
0.000914753-0.000739592j -0.000828649-0.000947857j -0.00112429+0.000748527j -0.000584932-0.00149931j 0.000389355-0.0029502j 0.00260858+0.00111417j 0.000424193-0.00196994j -0.00196669+0.000422942j 6.64686e-05+0.00202156j -0.00121564+0.00135126j -0.00021403-0.000533312j -6.03752e-05-0.00545736j -0.00455131-0.000290167j 0.00404224-0.000269966j -2.86555e-05+0.000939375j 0.00132651-0.00132598j -0.00323062+0.0023171j 0.00272152+0.000151928j -0.00077044+0.00125675j -0.00105211+0.00183177j 0.000246971+0.00118515j 4.88485e-05+0.0016456j 0.000688379-7.02788e-05j 0.000174549+0.000360303j 0.00186839-0.00189027j -0.0022552-0.000840639j 0.00115409-0.000734475j 0.000606076-0.00154355j 0.000135874-0.000156571j 0.000634917-0.00025872j 0.00133331-0.000475104j 0.00174321+0.000721128j -3.76308e-05+0.00174016j 0.000878313-0.00014572j -0.000972041+0.00204078j -0.00115495-0.000309524j -0.000107056+0.000587086j -0.0019977-0.00256441j 0.00170078-0.00155817j 0.000652592+0.000866321j -0.000390557+4.68738e-05j -0.000504416+0.000482278j 0.00288884-0.000441589j -0.000974835+0.000849878j -2.5766e-05-0.000205519j -0.000606803-0.00130564j -0.000634382-0.00141348j 0.00137916-0.000463953j -0.000106315-0.000377645j 0.00230319+0.00260805j 0.000247139-6.22048e-05j -0.00076427-0.000276115j -9.82589e-05-0.00148883j -0.000447917+0.000740501j 0.000300232-0.000407169j -0.00147662-0.00230441j -0.00172373-0.00189087j -8.20237e-06+0.00170531j -0.00152444+0.00073534j -0.00106407+0.00134187j 0.000542246-0.000326993j 0.000228087-0.00145643j 0.000558662-0.000929987j -0.00080527+0.00169323j -0.00177931+0.00095693j 0.000997612+0.0028076j 0.00177873-0.000242452j 0.000149979+0.00122029j -0.00232007+0.000179314j -0.000422306+5.48693e-05j -0.00046592-0.000477318j -0.00136685-0.000575289j 0.00141436-0.00095946j 3.82019e-05+0.000508574j 0.000728105-0.000118604j -0.000659166-2.41504e-05j 6.41936e-05-0.00060185j 
-0.00587594+0.00303508j 0.00282543+0.00586445j 0.004641-0.00081512j 0.000396402+0.00542137j 0.00554237-0.00317035j 0.00292215+0.00388641j -0.000783951+0.00112715j 0.00343676+0.00198256j -0.00138965-0.0032311j 0.00279816+0.000910339j 0.00277453+0.0019737j -0.00319008-0.00381596j -8.25832e-05-0.00188246j 0.000686884-0.00364566j 0.00111599+3.7329e-05j -0.00339993-0.00296594j -0.00308618-0.000368553j 0.000523232+0.00129044j -0.00206464-0.000810155j -0.00434027-0.00357631j 0.000186622+0.00068165j -0.00188935-0.000182733j -0.00158716-0.00414786j -0.00362546-7.16569e-05j -0.00135679+0.00174773j -0.0002129-0.000672934j -0.00316229+0.00266074j -0.00086554+0.00151326j 0.00312733+0.00210487j 0.00306276-5.94546e-05j -0.00178503-0.00162974j 0.00047353+0.00205032j 0.000690422-2.33678e-05j 0.00468868+0.00182129j -0.00466476+0.00226055j 0.00188223+0.00101433j -0.00327529+0.00177739j 0.00301502+0.00275132j 0.00353293+0.000377734j 0.00221388-0.00067836j 0.00322157-0.00103568j 0.00215687+0.000804831j 0.00388586+0.00143923j -9.48082e-05+0.00119893j -0.00151423+0.00226191j 8.2451e-05+0.000966808j 0.00088421+0.00189976j 0.00101034-0.000294287j -3.10391e-05-0.000114761j -0.00149384+0.000563157j -0.00181513+0.00180568j -0.000935922+0.000976384j 0.000687415-0.000974931j 0.00120997+0.00156214j -0.000852856-0.0022157j -0.000305589+0.000333094j -0.00136593-0.000887969j -0.000718815+0.00435236j 0.00158102-0.000572136j -0.000456922+0.000856286j -0.000227699-0.00141212j 0.00167328-3.83999e-05j -0.000301374+0.00165388j -0.00187601+0.000979783j -0.00197262-0.000864081j 3.49592e-05+0.00326939j 0.000523859+0.00080502j -8.09369e-05+0.00113129j -0.00391656-0.00338945j 6.19626e-05+0.00346345j 0.00204969-0.00283172j -0.00191024+0.00105122j -0.00139855+0.000575445j -0.0010054+0.00407167j 0.00376527+0.00146846j -0.000360096+0.00365474j -0.00347675-0.000203831j 
-0.00287417-0.00251834j -0.0023636+0.00279837j 0.000520805+0.000311593j 0.000472316+0.00123015j -0.00109663-0.00247499j 0.00229569-0.00407832j -0.00262969+0.000233297j 0.000615054-0.00194528j -0.00705288+0.000584604j 0.00180455+0.00142944j -0.000990475-0.00152496j 0.000978077+0.00480035j 0.0040448-0.0021435j -0.000890431+0.000718599j -0.00306475-0.00195994j 0.000345801+0.000848222j 0.000361299-0.00266371j -0.00172471-0.000874622j 0.0032747-0.00099606j -0.00223595-0.00121205j -0.00277174-0.0053213j 0.00269766-0.00120783j 0.000341467-0.00156708j -0.00071633-0.00109301j -0.00281929+0.00180325j -0.000775649-0.000964969j -0.00109182+0.00265316j 0.0021657-0.000615868j -0.00098842+0.00103135j 9.97385e-05+0.00150383j -0.000528874-0.00105637j -0.00418094-0.0035024j 0.00289355+0.000910543j -0.000532064+0.000164228j 0.000362825-0.00131169j 0.000115459+0.0021909j 0.00123459-0.00262396j 0.00135473+0.00120946j -0.00133083-0.000637684j 0.00115105+0.00233401j 0.00323765+0.00287773j 0.000113904+0.000567014j 0.000259858+0.000822308j 9.34895e-05-0.00022834j -0.00319621+0.00149628j -0.00260517+0.00200008j 0.000215726-0.000535832j -0.00079998+0.00166663j -3.77237e-05-0.000732885j -0.00187009-0.00490514j 0.000710336-0.000687564j 0.00217009-0.00317221j -0.000390209+0.000281803j -0.000373741-0.000251589j 0.000843251+0.00102192j 0.000517479-0.00197586j 0.00140332-0.00233124j 0.0023512-0.00268188j -0.00275293-0.000411201j -0.00148744-0.000227233j -0.00112771+0.00136566j -0.000970095+0.000711201j 0.00168447+0.000387582j 0.000741807+0.000606856j 0.000976098-0.00108609j -0.00115832-0.00112697j -0.000763098-0.00101741j -0.00212458+0.000266893j 0.00116042-0.00122284j -0.000450783-0.000825598j -0.000369417+0.00102607j 0.000469025+0.000545617j -0.00143676-0.000562813j -0.000788606-0.000383301j -0.000401242+0.000635637j 0.00126984-0.000838975j 0.000712448+0.00120165j 
-0.00286818+0.00202741j 0.00195798+0.00298359j -0.00211005+0.001026j -0.00188223-0.00255495j 0.00197332+0.000860163j 0.00213042+0.00292341j 0.000753147-0.00674518j -0.00460322+0.0012232j 0.00165837-0.0035474j -0.00444193+0.00567423j -0.00319728+0.000888996j 0.00353406-0.000539215j -0.000244987+0.000208368j 0.000227403+0.00408266j 0.00108086+0.000433668j -0.00029187+0.000128624j -0.000757198+0.000311729j 0.00267476-0.000146028j -0.000530375-0.000816755j -0.00198339-0.00016409j -0.00243056-0.0016756j 0.00104266-0.00277794j -0.001046+0.00137435j 0.00304316-0.00313716j 0.00324983-0.000895363j -0.000765866-0.00209319j 0.0038118-0.000285963j -0.000155611+0.000648526j -0.000358772+0.000111859j 0.000548074+0.00212407j 0.00051029-0.000413491j 0.00104114+0.00166443j 0.000148441-0.000354447j -0.00297351-0.00105621j 0.00260296-0.000860908j -0.00134097+0.000936515j 0.00204227-0.000275042j -0.00101925-0.00225654j -0.00145959+0.000684626j -0.000829711+0.0018533j -0.0014975-0.00130952j -0.00132151-0.00217279j -0.00160327-0.00107967j 0.000610605-0.00122528j 0.000527258-7.36139e-05j 0.00222839+0.000208828j 0.000492474-0.0038111j 0.000652248+0.00127703j 0.000399033-0.00136009j -0.000764268+0.00278415j 0.00175422-0.000320135j 0.000664479-0.000351292j -0.00101241-0.000657755j -0.000467413-0.000937222j 0.000248036-4.0932e-07j 0.00126642+0.00136327j -0.00182069-0.00367035j 0.000767882-0.00108398j -0.00101356+0.0018048j -0.0013171+0.00153158j 0.000180257+0.000608934j 0.000572873+0.0010011j -7.69799e-05+0.000475393j -0.00163532+0.00131337j 0.001393-0.00324992j -0.000677345+0.000293516j -0.000331523-0.0010312j -0.00127985+0.000461573j 0.00114917-0.00137797j -0.000123695-0.000369327j 0.000249618-0.00113023j -0.00149111+0.000191396j -0.0010767-0.000751229j -0.000685883+0.00138648j 0.000922641+0.000466636j -0.000592726+0.00110646j -0.00108873-0.000600343j 
0.00442614-0.00195644j -0.0019969-0.00432436j -0.00397257+0.00149961j -0.00171947-0.00406962j -0.0024225+0.00233194j -0.00198201-0.000555298j 0.00210818-0.00122346j -0.00219255-0.00226785j -0.00107869+0.000737805j -0.00124864+0.00025915j 0.00162583-0.000359222j 0.000466126-0.00394306j -0.00493788-0.000293201j 0.00153841+0.000975262j -0.000200823+0.00189029j 0.00135831+0.00126042j -0.000589933+0.000280145j 0.000945199-0.00109016j -0.00103612+0.0019807j 0.000652412+0.0025246j 0.00220416-5.39352e-05j -0.000231285+0.00403138j 0.00102977+0.00124877j 0.00135633+0.00135072j 0.00105725-0.00252442j -0.000870155+0.00193109j 0.000902055-0.00167838j 0.00045287-0.00101021j -0.00111869-0.00185672j -0.00016143+0.000648655j 0.000872738-0.00070968j 0.000689739+0.000879719j -0.0020228+0.000716053j 0.00132737-0.00037777j -7.29729e-05+0.000818521j -0.00275242-0.00109073j 0.000218852+0.00140606j -0.00239326-0.0010463j 0.000164157-0.00132113j 5.97079e-05+0.000571606j -0.00136886-0.000872121j -0.000928559+4.57108e-05j 0.000719168-0.00103738j -0.00143468+0.00179291j 0.000237703-0.00379145j 0.000918468-0.00227428j -0.00107204-0.00111001j 0.000500597+0.000582266j -3.51445e-05+0.000796639j 0.00246556+0.00174553j -0.000313605-0.000829209j -0.00187864-2.15272e-05j 0.000879921-0.000557031j 0.000517811+0.0010012j 3.88737e-05-0.000198622j -0.00116214-0.00298878j -0.000180088-0.000847284j 0.000797169-0.000492448j -0.00103129+0.000980729j 0.000981808+0.000490247j 0.000247044+0.000269543j -0.000562096+0.000178122j 9.54109e-06-0.000183943j 0.000206153-0.00102008j -0.000147728+0.00203226j 0.00197594-0.000384986j -0.000203014+0.0013294j 0.00147691-0.00116799j -1.03285e-05-0.00014751j -0.000742018-0.00172472j -0.00177528+0.00063043j 0.00152387-0.000997788j 0.00328356+0.00176711j 0.00199799-0.00467087j -0.00440438-0.00156394j 0.000913415-0.00218182j 0.00230199+0.000893285j 
0.00249827+0.00279367j 0.00274537-0.00244372j 0.000311446+0.000745634j -0.00104925-0.000313555j -0.000211133+0.00225252j -0.00245369+0.00149712j 0.0010193+9.34667e-05j -0.000798101+0.00155113j 0.00535885+0.00112055j 0.000296406-0.00167975j -0.000643449+0.0035336j 0.00378476+0.000236676j -0.0005336+0.000126198j -0.00189357+0.00188219j 0.00184935+0.000187783j 0.00152311-0.00198443j -0.000641709+0.00252696j 0.00191271+0.00257161j -0.000807221-3.10242e-05j 0.000856504+0.00195225j 0.00158967+0.00406517j -0.0012879+0.000600718j 0.000462836+0.0022071j 0.000216844-0.000295793j 0.00367792-0.000109686j 0.000476192-0.000144477j 0.00141696-0.00260162j -0.00158351-5.7979e-05j 0.00113836-0.00147525j -0.000355462-0.00100442j 4.09014e-05+0.00134647j 0.00304013+0.00220161j -0.00151908-0.00109442j -0.00140728+0.000647897j -0.000329188+0.000111611j 0.00117682-0.00278907j -0.000470994+0.000949413j -0.000923997-0.00242689j -0.000213616+0.0005007j -0.000693899-0.000957866j -0.0028801-0.00268207j -0.000171246-0.000210581j -0.000652649-0.000643715j -0.000204163-0.00217425j 0.00310708-0.000269015j 0.00180008-0.00052502j -0.000115827+0.00089762j 0.000284641-0.00085591j 9.94171e-05+0.000335838j 0.000777546+0.00376054j 0.000463043+0.000329143j -0.00120364+0.00109871j 0.00131548-0.000334187j -0.000820642-0.000468394j 8.40434e-06-0.000683481j 0.000327961+0.0020401j -0.00140041+0.00141231j -0.00272475+0.0017257j 0.00223446+0.000766694j -0.000234608-0.000402902j 0.000249707-0.000790242j 0.000902018-0.000908305j -1.3811e-05-0.00116997j -0.000121408-0.000664309j 0.000598044-0.000584861j -9.68516e-05-0.00141886j -0.0016543+0.000359509j 0.000682241+0.0022059j -0.00202023+0.001166j 0.000580494+0.000514365j -0.000204037-0.00125558j -0.00138717+1.92907e-06j 0.000590911-0.000888902j -0.000138084+0.000463123j 0.000546706+9.3516e-05j -0.000950245+0.000201907j -0.000167806-0.000946511j 
0.00076797+0.0016131j 0.0016464-0.000846919j -0.00188816-0.000166071j 0.000789228-0.00191368j 0.00131339-0.000568095j -0.000537049+0.000988906j 0.000476342+0.00076184j -0.000660447-0.000421j -0.00194247+0.00155943j -0.00348084+0.00103269j -0.00321995-0.00508636j -0.00119132+0.00160064j -0.00119534-0.00095051j 0.000646167+0.000432192j -0.00108604+0.00134171j -0.000972205+0.00203628j -0.00161189-0.000152759j -0.00143127-0.000631628j -0.000148753-0.000341854j 2.55335e-05-0.000596178j -0.0012628-0.000929207j 0.000551325-0.000682327j -0.00110748+0.000141919j 9.7924e-06+0.00178699j 0.00225483-0.000241463j -5.56506e-05-0.00136142j 0.00175156+0.00220074j 0.00110297+0.00171411j -0.000952884-0.001639j -0.000613356-0.00145443j 0.00132463+0.00109938j 0.000628263+0.00180061j 0.000312811+0.000194425j 0.000316869-0.0029224j -0.000317542+2.65018e-05j -0.00075753-0.00141978j 0.000597153+0.000495217j 0.00365884-0.00169279j -0.000531982-0.000454087j 0.00062563-0.000958675j -0.000990039+0.00176732j -0.000178789-0.00237165j 0.00136043+0.000364916j 6.58465e-05+2.23255e-05j -0.000632273+0.000494844j 0.00145085-0.000935618j 0.00043903-0.00232488j 0.00103122+0.000671889j -0.000829611+0.000708168j -0.000513811+0.000658124j 0.0018943+0.000511968j -0.00112481-0.000812974j -0.0016709-0.000794566j 0.0027546-0.000305327j 0.00028025-5.13715e-05j 0.000657998-0.00117202j 0.00227659+0.00116287j 9.06739e-05+0.000175603j -0.000645396+0.00114298j 0.00166482-0.000292784j 0.000586337+0.00111196j -0.00113035+0.00195985j 0.000767541+0.00130693j -0.000796621-0.000909654j -0.000207149-0.000244914j -0.00153998+0.00173432j 0.00175148-0.000358656j -0.00310653-0.000849337j 0.000196822-0.00269698j -0.00173684-0.000641353j -0.00023143+0.00117782j 0.000429806-0.000608065j 0.000617751-9.92433e-05j 0.000569952+0.000610907j 0.000810339-0.000569603j -0.00124892-0.00142344j 0.00138021-0.00124739j 
0.00395932-0.00401233j -0.00353233-0.00379481j -0.00516687-0.00180348j 0.00294735-0.00430445j 0.00238888+0.000144237j -0.00151857+0.000359093j -0.00399733+0.00137369j -0.000270034+0.00122725j -0.00329675+0.0046635j 0.0058763-0.00468274j 0.00454643+0.000208447j 0.00315298+0.000388331j -0.000592476+0.000199737j 0.0014291+0.0042396j 4.68122e-05-0.00199415j 0.00216039+0.00124906j -0.00499621+0.000610193j 0.00253853-0.00053443j 0.0013082+0.00181161j 0.00258837+0.00339384j 0.000373739+0.0040983j 0.00104801+0.00256255j 0.00120134-0.00034496j 0.000822649+0.00320339j -0.00149231+0.00127182j -0.000206358-0.00175646j -0.00273415-0.000819663j 6.48969e-05-0.00464413j 0.00119748-0.000266193j -0.00126813-0.00289033j 0.000267466+0.000841753j -0.0016167-0.00182964j 0.00200913-1.4331e-05j 0.000839052+0.00334353j -0.000518512+0.00176322j 0.000216908-0.00198451j -0.000168946-0.00123992j -0.00192029-7.14908e-05j -0.000518214-0.000508709j -0.00138398-0.000404002j -0.000563846+0.00177047j -0.000362514+0.00199j -0.00031592+1.99373e-05j -0.00198628+0.000883024j -0.000180007-0.00156737j -0.0019823+0.00152204j -0.000573181+0.00180354j 0.000819451+0.000524364j 0.00153628+0.000494708j -0.00060724-0.000143415j -0.00146181-0.00198648j -0.000490155+0.0012998j 0.000833692-0.000394792j -0.00369276+0.000675716j -0.000314628+0.000409211j -0.000108029-0.00326635j 0.000637762-0.00211398j -0.000357845-0.0011111j 0.000141153-0.00211359j -0.000333576-0.000467141j 0.00223097+0.00242037j 0.00174138-0.00302695j 0.00186524-0.00149562j 0.000435903+0.00150303j -0.00149354+0.00215867j 0.00125058-0.00312868j 0.0016178+0.00275594j 0.000784957-0.000795465j -0.00102103+0.00266872j -0.00159263-0.00385728j -0.00456442+0.00345107j 0.00195923-0.00308091j 0.00619346-0.00071049j 0.00373796-0.00173986j -0.000635596-0.00354271j -0.000277921-0.00173769j 0.00156045-0.000685963j 
-0.00386689-0.000947955j -0.000838389+0.00419404j -0.00375233-0.00451966j 0.00402599-0.00272323j 0.00862716+0.000747532j 0.000176341+0.0073353j -0.00235391-0.00258602j -0.00110278+0.00426128j -0.00147808-0.00212653j 0.00279574+0.00406597j 0.000915884+0.000515423j -0.00208196-0.00117729j -0.000745281+0.00119102j 0.00187952+0.00100524j 0.00288004-0.000623264j -0.000730924+0.00252863j -0.00581139+0.0011046j 0.00133192-0.000546746j -0.000341211+0.000832166j -0.00312878-0.00229562j -0.00112213+0.0040008j -0.00113652+0.0013729j -0.00278105-0.000737783j 0.00247637-0.000755566j -0.000293921+0.00013513j -0.00119211-0.00354803j -0.000763959+0.000695853j -0.00180392-0.00203766j 0.00332745+0.00173071j 0.00157614-0.00031765j 0.000246767-0.000874677j 0.00167873+0.00152875j 0.000392491+7.82178e-06j 0.00168389+0.000724488j -0.000840572+0.00127647j 0.000878648+1.09731e-05j 0.000356186+0.0016153j -0.000103106+0.00113515j 0.00121905-0.000944581j -0.00109519-0.000892677j -0.000321388-0.00116054j 0.000387701-0.000720938j 0.000589265+0.000294692j 0.000156741+0.0020108j -0.000511699+0.000205962j 0.00181406+0.00125819j -1.22736e-05-0.00145214j 0.000390856+0.00170355j 0.000985695-0.00108272j -0.000874879+0.00256392j -0.000784644-0.000110154j -0.00052533+0.00271376j -0.00128142-0.000408484j 0.000442756+0.00126813j -0.00122607-0.00128249j 0.00137907-0.000508863j -9.41279e-05-0.00333624j 0.000343035+0.000728711j 0.0002887+0.000177006j 0.00144335+0.00114781j 0.0036154-7.16199e-05j 0.00317301+0.00233195j -0.000176784+0.00273973j -0.00131919+0.00310409j 0.00105849+0.000462995j 0.00404739-0.000643817j 0.00166494-0.000739117j -0.00120257-0.00101076j -0.00219946-0.0020662j -0.00120635+7.05283e-05j -0.0015227-0.00076301j -0.00140418-0.000413106j 0.0018637-0.000915632j -0.000749885+0.00178815j 0.00178301+0.00112351j 0.00098232+0.00131385j -0.00121382+0.000764225j 
-0.001201+6.29845e-05j -0.000233782+0.00147945j -0.00521291+0.0073294j -0.0083848-0.00431079j -0.0061769+0.00384935j -0.00333181-0.00424109j 0.00421861+0.00259061j 0.00406898-0.00622716j -0.00571014-0.00459198j 0.00304388+0.00232539j 0.00302275+0.00385579j -0.00123536-0.00073967j -0.00308429-0.0035894j -0.00352395-0.00126641j -0.000436671+0.00174712j -0.00411224+0.00480666j 0.00262757-0.00240181j -0.0016571-0.0031141j -0.000285636+0.0042819j -0.00336003+0.000563601j 0.0021212-0.00674908j -0.00153498+0.00394086j -0.000642971-0.000356265j 0.00124623+0.00184178j -0.00239497+0.000831202j 0.00180802+0.00684867j 0.000332853-0.00179543j 0.00115476+0.00104059j 0.00032148-0.00165541j 0.00182748+0.00481339j -0.00387098-0.00355222j -0.000162368+0.000503177j -0.00431869-0.000995016j 0.00398379+1.23627e-05j -0.000717764+0.000482923j -0.000861546+0.00142274j -0.00315337+0.00385024j -0.000791201+0.00120205j 0.0011123-0.00237188j 0.00217474+0.00050127j 0.00428454-0.00451715j -0.0018073+0.00326982j 0.000846607-0.0028283j -0.00100688+0.0029351j -0.00062154-0.00393436j 0.002356-0.00132892j -0.00327038+0.00243973j -2.48502e-05+0.000301988j 0.00190284+0.00198859j 0.00345951+0.00108479j -0.00241684+0.000611202j -0.000763766-0.00187013j 0.00499072+0.00265958j 0.000532085+0.00202743j -0.000351515-0.00145129j -0.00151648-0.00128171j -0.00180519+0.00069048j 0.00315336+0.000169517j -0.000466247-0.000596348j 0.000606309+0.000781877j -0.00280072-0.000669047j -0.00318147-0.000725858j 0.000165985+0.00108301j 0.000185859-0.00404414j 0.00135916+0.00100852j 0.000866593-0.00259363j -0.00440912+0.00365672j 0.00235408-0.00112461j -0.00201076-0.00225465j 0.00142522+3.81366e-05j -0.00134274-0.00192654j 0.00443703+0.0013714j 0.0024042+0.00678921j 0.000297398-0.0042789j -0.00426528+0.00115648j 0.00192129-0.00389571j 0.00434945+0.00201092j 
