0.000129485-0.00200773j 0.0019156+7.5291e-05j -0.000922946-0.000420515j -0.000557603+0.00089599j -0.000142193-0.0010599j 0.000162121+0.000779087j 0.000190404-0.00146609j -0.00129684+0.000534922j -0.000917179-0.000419954j -3.64676e-05+0.000301245j 0.00076749-0.000508704j -0.000139566+0.000933567j -0.001472+0.000244314j 6.39038e-05-0.000570385j -0.000511075+0.000264939j -0.000236028-0.000167133j 0.000975266+7.46301e-05j 0.000208513+0.000129478j -0.000691042-0.000501738j -0.000778102+0.000515856j -0.000323644-0.000362014j 0.000127772-0.000363501j -0.000816119+0.000290113j -0.000605673-0.00107198j 0.000502962-0.000122159j 0.000583374+0.000402074j 5.03544e-05+0.000273089j 0.000514925+0.000676663j 0.000157026-0.000113747j 0.00106031+0.000269291j -0.000759968+0.000296491j 6.44901e-05-0.000495892j 0.000231543-0.000378222j -0.000238562+0.000389782j 0.000402086+0.000836883j 0.000213282-1.48427e-05j 0.000422709+0.00130789j 0.000303167-2.27636e-05j 0.000371001+0.000935683j -0.000270601-0.000688031j 0.000513881+0.000334801j -0.000503591-0.000871387j 0.000542437-5.97427e-05j -0.000750661-0.000161313j -0.00086094+0.000605869j -0.000337657-0.00219872j 0.000419134-8.82345e-05j -0.000608032-0.000346831j -0.00033229+4.47642e-05j 0.000989706-3.03263e-05j 0.000174148-0.000109922j 6.79642e-05-0.000668175j 0.000641586-0.000537198j -0.00117625+0.00118111j 0.000190008+0.00086925j -0.000816759+0.000970426j -0.000333612+0.00031034j -0.000482709+0.000219267j -0.000456154+0.000951163j -0.000226155+0.000178661j -2.17028e-05+8.5606e-05j -0.000953386-0.000220176j 0.00043321-2.55431e-05j -0.000458597-0.000465707j -0.00066874+0.000226853j -0.000402361-5.40664e-05j 0.000929742-0.00105569j 0.000768182-0.000695218j -0.00165258+6.78649e-06j -0.000835903-0.000405152j 0.00118738-0.000533004j -0.00178247-0.0007343j 0.000702511+0.00112531j -0.000785246+0.00066524j -0.000487702-0.000698743j 0.00443871+0.00382522j 0.00373486-0.00441132j 
-0.000538352-0.00124476j 0.00115998-0.000412424j -0.000402115-0.00166302j -0.00224957+0.000353251j 0.000291225-0.00257707j -0.000316699-0.00110884j -0.000913405-0.000258598j -0.000240727-0.00124825j 0.000472066+0.00084607j -0.000344465+0.00114427j 0.000500334-0.00120081j -0.00179091+0.00188007j -0.00132136-0.000450368j 0.000286067+0.000348288j 0.000664707-0.000848995j -0.000456396+6.32618e-05j 9.06068e-05+0.000728923j -0.000464048-0.000122212j -0.000945571-0.000766797j -0.000363061+0.000160143j 0.0012568+0.000265351j 0.000798953+0.000951533j -0.00134533-0.00125503j 0.000544519+0.00045207j -0.00146576-0.000158739j -0.00125053+0.000715955j 0.00102635+0.000227788j 0.000559222-0.000218281j 0.000155306+0.000443719j 0.000418413+0.00167562j 0.000439607-0.000127176j -0.00128976-0.000521626j 0.000171528+0.00119383j 0.000382433+0.00133593j -0.00073199-0.00163802j -0.000318445-0.000688498j -3.55063e-05+0.000868882j 0.00267061-3.7786e-05j 0.000893413-0.00155272j 0.00181097+0.00181815j -0.000270246-0.00155795j -0.000548904+0.000222816j 0.000327511-0.00218785j 0.00120467-0.00100721j -0.000520081+0.000781852j 0.000804485-0.000651127j -0.000410808+0.000690516j 0.00188267+0.000807392j 0.000772992-5.89787e-06j 0.000603058+0.00111041j -0.000121274+0.000141117j -5.75058e-05-0.000633116j -0.0011776+0.000152895j 0.00167036-0.000168844j 0.000217923+0.000337691j 5.14007e-05-0.00191722j 0.00120481-0.000232327j -0.000537195-0.00115489j 0.000935861+0.00126184j 0.000325197-0.00110356j 2.41672e-06-0.000158085j 0.00101525-0.000293192j 0.000958716-0.000556248j -0.000907432+0.00185694j 0.000736365+0.000227483j 0.00185762-0.00288414j 0.0016001-0.00133762j 0.000526195-0.000722905j -0.000238702+0.00117032j -0.00130854+0.000312316j -0.000873952+0.000989568j 0.00217747+0.00267962j 0.00139553-0.00294615j 0.0015081+0.00132143j -0.00104765+0.00106424j -0.00368762-0.00225071j -0.00218027+0.00384723j 
-0.000336807-0.00152495j 0.00162725-0.000454044j 0.000484029+0.000545454j 0.00113814-0.000397018j -0.000201479+0.00263735j 0.00118213+0.00120652j 0.00178664-0.000627762j -0.000156821-0.000497808j 0.000155193-0.000575345j 0.000469443-0.000477193j 0.000511309+0.00136441j 0.000510725-0.000129553j 0.000693029-0.000521962j 0.000856742-0.000981851j -0.000379739+0.000106946j 0.000541152+0.000211671j 0.000649978+0.000446494j -0.000217831+0.000263996j 0.0011036-0.000325917j 0.000106267-9.91662e-05j -0.000219672+4.65215e-05j 0.000746512-4.94057e-05j -0.000816295-0.000677114j 0.00113693-0.00042484j 0.000394632+0.000638717j 0.00023127+0.000436706j -0.00108317-0.000879624j -0.000224382+0.000957361j 0.000695557+0.000727451j -2.95773e-06+0.00063663j -0.00105005-0.000986443j 0.00102189+0.000720217j 0.00107374-0.000318171j -0.000447342+0.000599489j 3.63164e-05-0.000173428j 0.00116113-0.000702935j -0.000889956+0.00147875j -0.000545102-0.00106361j -0.00112129+0.00207913j 0.000505009-0.000546761j -0.000431005+0.00112267j -6.03235e-05-0.00195338j 0.00099986+0.000477828j -0.000264859-0.000753542j -0.00185555-0.00104808j 0.00232697-0.00192858j 0.000570955+0.000248333j -0.00118359-0.0013173j 0.000596513-0.00101889j -0.000313506+0.000777597j 0.00106877-0.00143763j 0.000546622-7.2039e-05j 0.000925924+6.56363e-05j -0.00142578-0.000561671j -0.000249884+0.000571992j -0.00114395-0.000939123j 0.000102811-0.00035584j -4.35041e-05+0.00118577j -0.00245948-0.000130682j -0.000302401+0.000401105j 0.000581253+0.000683181j -0.000347784+3.9336e-06j 0.000521176+0.000855705j -0.000531639-0.00100933j -0.00160601+0.00134695j -0.00138068+0.00113303j 0.00251752+0.00215169j -0.00134455+0.000730822j -0.00124829-0.00114054j 0.000205683-0.00111823j 0.00112824-0.00117774j -0.00428251-0.00221609j 0.000263106+0.00552434j -0.00247585+0.000425178j -0.000297545-0.0015193j -0.00601961+0.00102583j 0.000894131+0.00582146j 
-0.00273315-0.00115236j 0.00146638-0.00305286j -0.00038888-0.00166499j -0.000773395+0.000647446j 0.000858766+0.00375126j 0.000758225-0.00023702j 0.00241093-0.000233584j 0.00077065-0.00183667j 0.00233178+0.000542223j 0.00187828-0.00177706j 0.00218419+0.000760766j 0.00212914+0.000256783j 0.000149616+4.58031e-06j 0.00114964-0.000660726j 0.00140999-0.000299035j 0.00281696+0.000591383j -0.000489737+0.000469583j 0.00138902-9.59946e-05j -0.000357427-0.000429157j -0.000160899-0.000729056j -7.4414e-07+0.00106413j 0.00120761+0.00164633j -0.00200791-0.00240079j 0.000801671+0.000751449j 0.00130532+0.00208445j 0.000656628+0.000884738j -0.000945818-0.000417362j -0.00183925-0.000689444j 4.33874e-05+0.00145282j -0.000491911-0.000573245j 0.000145719-0.00193881j -0.00144469+0.000815668j 0.000579244+0.0019754j 4.66828e-05-0.000464884j -0.000583345+0.000929882j 0.00230772+0.0027251j -9.6342e-05+0.001524j 0.000510757-0.00198141j -0.00410122+0.0010597j 0.00182171-0.00157234j -0.00116478+0.0013054j 0.00236611-0.00289759j -0.000952226+0.00113111j -0.000400006-0.000229956j 0.000374413-0.00215358j 0.00318625-0.000468682j -0.000212454+0.00138135j -0.0022907-0.00416452j 0.000808276-0.000104373j -0.00222289-0.000246719j 0.00125095-0.00270265j -0.000455166-0.000705833j 0.00028401+0.00068068j -8.83122e-05-0.00217415j -0.00291438+0.00170542j -0.000686493-0.00309716j 0.00112374-0.00263263j -0.000911461+0.00173994j -0.00252634-0.00111162j 0.000496687+0.000736032j -0.000419279+0.0027106j 0.00100322+0.000914729j 0.000427462+0.000665907j 0.00147627-0.000447366j -0.00212205+0.00110553j -0.00484001+0.00140554j 0.00233112+0.00220599j -0.00250804+0.000986223j 0.00109821+0.000251026j -0.000676925+0.00277035j 0.00170171+0.00314621j -0.000821148-0.00130473j 0.0016537+0.00471155j -0.00265266-0.00674305j 0.00709203-0.00183814j -0.00635438+0.00126559j 0.000885148+0.00597432j 
-0.00302993+0.00104337j -0.000838162-0.00268927j 0.00164032+0.00255574j 0.00199577-0.0010771j -0.00173605+0.000529579j 0.00133746-0.00116383j -0.0014334-0.000290508j -0.00121482+0.00107915j 0.00024579+0.000610121j 0.00143602+0.00121224j -0.00246849-0.000486543j 0.00273814+0.00160629j -0.000122386+0.000402239j 9.69308e-05+0.000609574j -0.00095783-0.000315647j 0.000503221+0.00147083j 0.000368726-0.00231086j 0.000160426+0.00179052j 0.00239578-0.000156743j 0.000934458+0.00176981j 0.000554999-0.000294918j 0.00106968+0.00120394j 0.000755098-0.000416236j -0.000188705+0.000399956j -0.000143692-0.000275961j 0.000484178-0.000702559j -0.0004813-0.00240104j 0.000595033-0.00105278j -0.00122078-0.000242418j 0.000177914-0.000742416j 0.000214212+0.00412322j 0.00104604+0.000502187j -0.00109168+0.00135245j -0.00299324+0.000837323j 0.00166675+0.00281377j 5.68663e-06+0.000200696j -0.00246376-0.000838847j -0.000547569-0.00323422j -0.00127737-0.000550662j -0.000309851-0.00225276j -0.00368511+0.0027976j 0.00517852+0.000852567j -0.00210369+0.00309254j 0.00155009-0.000789565j -0.0019168-0.00146349j -0.00158296+0.00298477j -0.00137969-0.00322118j 0.000615827-0.00201362j -0.00037008-0.00132988j 0.00271958-0.00179395j 0.00278679+0.0017597j -0.000502506+0.00250302j 0.000514321-0.000856862j -0.00214097-0.00168179j 0.00129865-8.4575e-05j -0.000116209+0.00125336j 0.000216024-0.000699806j -0.00184457-1.72541e-05j 0.00234154-0.00348878j 0.000455894-4.30021e-06j -0.00210193-0.00252613j -0.00104364-0.00109345j -0.000334949+0.000356706j 0.00275935-0.00166565j -0.00204645-0.00134933j -0.00436607-0.00186519j -0.00331605+0.00238227j -0.0014231-0.00147791j -0.0011409-0.00253088j 0.000293796-0.00328374j -0.00601217+0.000688146j 0.000230494-9.30551e-06j -0.00360426+0.00517462j 0.00274122+0.000737524j -0.00148557+0.00393884j 0.00836625+0.00548812j 0.00599479-0.00891106j 
-0.00132886+0.00506772j -0.00531085-0.00123943j 0.00165015+0.00443673j 0.00449793-0.00224606j 0.00282288+0.00208898j 0.00249247-0.00373322j -0.00375925-0.000277809j 0.00273331-0.000355204j 0.00302811+0.000751283j -0.0035229-0.00277236j -0.000700018-0.00473793j 0.000821846-0.00313255j 0.00150893-0.00295855j -0.000913976+0.000244191j -0.000277075-0.00200213j -0.000855783-0.00098454j -0.00103509+0.00215628j -0.00349238+0.000259093j -0.000396307+0.00315516j 0.00257598-0.00107504j 0.000769504+0.00137699j 0.000556288+0.00021745j 0.000721985+0.00238584j 0.00352309+0.00207017j 0.000979318-0.000643975j -0.000465041-0.00126655j 0.000122033+2.40363e-05j -0.000905005+0.00115659j 0.00188185-0.00156656j -0.00138871-0.000749392j -0.00288554-0.00117154j -0.000718491+0.00339927j 0.000366306-0.000298753j -0.000667708+2.4688e-05j -0.00398552-0.00180695j 0.00128978-0.0035012j -0.000402158-0.00083495j -0.00171187-0.000690217j 0.000127039+0.000710964j -0.00014874+0.000955719j 0.000316741-0.00197442j -0.00110511+0.00456164j 0.000746868-0.00283107j 0.000650028+0.000844794j 0.00105965-0.00142813j 0.000485811+0.000987215j 0.00197889+0.00110364j -0.00276859+0.00113118j 0.00119661-0.000231062j -0.00180471+0.00245052j -0.000831654-0.000299832j -0.00172674+0.00028135j -0.000706242-0.000258166j 0.00188937-0.00255544j 0.0019007+2.37763e-05j -0.00151266-0.00148025j 0.00128743-0.000417667j 0.00242164+0.000765054j 0.000343845-0.00189539j -0.000326508-0.000885408j 0.00143255-0.00103811j 0.0011544+0.000409162j 0.000319969+0.00242161j -0.000725545-0.000714765j 0.00424575-0.00231502j 0.00230029+0.00246617j -0.00457222-0.00044666j -0.0017185+0.000957169j 0.00410899+0.000708958j 0.00494428-0.000443068j 0.000331652-0.00576776j 0.00103265-0.000819011j -0.00387422-0.00742963j 0.00543739+0.0044038j -0.00526625+0.00396285j -0.0099994+0.00119612j 0.00144863+0.0103924j 
0.000146644+0.000275604j -0.000419117+0.000298608j -0.00024334+0.000293059j -5.92857e-05-6.21545e-05j 0.000233486-0.00109374j 0.000502057+6.29024e-05j 0.000522971-0.000448185j -0.000561458-0.00248741j 0.00148599-0.000163087j -0.00115332+0.000265459j -0.000743726-0.000936582j -0.00197712+0.000432141j 0.00141628-0.00143578j -0.000101593+0.00150138j 0.00174169-0.00151183j -0.000541994+0.0003209j 0.000204926+0.000799282j -0.00177313+0.000335614j 0.000408274+0.000679515j -0.000384533+0.000175197j 0.00199628+0.00089774j 0.0014067+0.000455837j 0.000509328+0.00130423j 0.00124262+0.00148228j -0.000486559-0.00040425j -0.000673298-0.00141121j 0.00150562+0.000640056j -0.000439715-0.000213324j 0.000915199-1.42554e-05j -0.00106064-0.000200015j 0.000721213-0.00128265j -0.000683948+0.00194716j 0.00171358-4.67919e-05j -0.000334929-0.0024673j 0.00107312-0.00054355j 0.00103481+0.00130051j -0.00112411-0.00441578j -0.00140428-0.000743387j 0.00118413-0.00037072j 0.00160633+0.000955437j -0.00164128-0.00184224j -0.000364935+0.000344321j -0.00203718+0.0011117j 0.00184544+0.0011691j 0.00245444-0.00328411j 0.000795604+0.0050329j 0.000995856+0.000384249j 0.00218296+0.00168568j 0.000793156-0.000407914j -0.00130039+0.00224989j -0.00143085+0.000892811j -0.00192882+0.00146833j 1.69046e-05+0.00235901j 0.00164868-0.00208535j -0.000308087+0.000391074j 0.00154992-0.000640407j -0.000190138-0.000652204j 0.000140759+8.27201e-05j 0.00158246-0.000148534j 0.0016398-0.00207404j 0.000869649-0.000479868j 0.00209311-0.00158034j -0.00113537-0.000633361j 0.00288631+0.000188038j 0.000109434+8.23487e-05j 0.000455289-0.00149619j -0.00245335+0.000706781j -0.000800947+0.000780609j 0.00367989-0.00242708j 0.00334252-0.00224055j -0.00401038-0.0002739j 0.00396996+0.000591888j -0.0068532-0.00142881j -0.0085792-0.00211408j 0.000423569-0.00865162j -0.000672531-0.00504478j -0.00462119+0.000987835j 
0.00205329+0.00728319j -0.00729751+0.00217763j -0.000965833+0.00933988j 0.0103701+0.00103595j 0.00148226+0.00934724j 0.0054196-0.00524071j -0.00388838+0.00286429j 0.0100453-0.00316766j 0.009796+0.00570584j -0.0016197-0.00336024j -0.00597309-0.00682824j 0.000673208-0.00761395j 0.0039257-0.00257003j -0.00159208+0.00750715j 0.00495454-0.00506814j -0.000170635+0.00527543j -0.000616002-0.000689001j -0.00419677+0.00503723j -0.00212044+0.00868842j 0.00654864-0.00278423j 0.00515538+0.00134844j 0.0034329+0.00147634j 0.0051949+0.00045818j 0.00382747+0.00565124j -0.00187294+0.000941011j -0.000785748-0.00375893j 0.00245279+0.00174409j 0.000849602+0.000954492j 0.00227797-0.000744275j -0.00366049+0.00157786j -0.00160695-0.000267255j -0.00529155+0.00459814j -0.00440635-0.000588275j 0.000682055+0.00105444j -0.00537423-0.00700625j 0.00498119-0.000560296j -0.00399957-0.00057546j -0.00711001-0.0005729j -0.00395721-0.0029424j -0.000747333+0.00179853j -0.0024563-0.0060084j 0.00176934+0.00493251j 0.00281858-0.00436521j 0.00163973+0.00516382j -0.00116759-0.00268043j 0.00437544+0.00654332j 0.000682559+3.62615e-05j -0.000429197-0.000587997j 0.000163271-0.00034017j -0.00201811+0.00102551j 0.000701433-0.00250951j 0.000422565+0.00275817j 0.00024201+0.00193484j 0.00569993-0.00542558j 0.00249526-0.000531707j 0.00491092-0.00366166j 0.00474056+0.000514815j 0.00796481+0.00245731j -0.00361115-0.00809652j -0.000991707-0.0044553j -0.000263264-0.00110738j 0.000738626-0.00269309j 0.00291498+0.00359041j 0.000190582-0.00589675j 0.00234243-0.000164297j -0.000779602+0.0060266j -0.0067133+0.00817873j -0.00159127+0.00672565j 0.0146156-0.00744081j 0.00976285+0.00297495j -0.00642171-0.00234786j 0.00640779+0.00426435j -0.00371595-0.00751157j 0.0112985+0.00140377j -0.00314158+0.0105786j -0.0119066-0.00369036j -0.0032696+0.0118904j 
0.000865921+0.00817063j -0.00819725+0.000821386j 0.00100591+0.0110125j 0.0124123-0.00146963j 0.00463096+0.0108006j 0.00466035-0.00714173j -0.00523827+0.00392048j 0.0112974-0.00121887j 0.00881893+0.00594176j -0.00110706-0.00433752j -0.00504705-0.00753634j 0.00309927-0.00895496j 0.0046216-0.00100855j -0.00299411+0.0067831j 0.0038503-0.00496916j 0.000187079+0.00281085j -0.000655157-0.00203778j -0.00264473+0.00366179j -0.00168686+0.00722896j 0.00616986-0.00387923j 0.00365051+0.000649346j 0.00144934+0.000517319j 0.00471541-0.000258911j 0.00221291+0.00481872j -0.00200475+0.000981787j 0.000167488-0.00333847j 0.00169879+0.00198968j 0.00130099+0.000813579j 0.00332116-0.00110589j -0.00447843+0.000571075j -0.0017648+0.000358702j -0.00449658+0.00258146j -0.0041539-0.00132233j 0.00285737+0.00223925j -0.00600915-0.00642535j 0.00343597-0.00410574j -0.000880107-0.000442132j -0.0105054+0.000836414j -0.00215413-0.00269892j -0.00217261+0.00122416j -0.00176858-0.00559747j -0.000775516+0.00524786j 0.00389361-0.00443174j 0.000365266+0.00315216j -0.00306665+0.000751844j 0.00277404+0.00232604j -0.00222418-0.00164776j -0.00244087+0.00074918j -0.00271445-0.00331687j -0.000507176-0.000845657j -0.00285135-0.00428381j -0.000201059+0.00409701j -0.00251107+0.000236591j 0.00582862-0.00474404j 0.00275925-0.0036018j 0.00222205-0.000926637j 0.00297609-0.00174817j 0.0092508+0.00449757j -0.00217422-0.00487127j -0.00277031-0.00479206j 0.00277928-0.000127597j 0.00213897-0.00182142j 0.00204197+0.00300237j -0.00235999-0.00155554j 0.00212274+0.00539912j 0.0017881+0.00849038j -0.00248026+0.00644215j -0.00535193+0.00613825j 0.00842558-0.00190522j 0.00730891-0.000234923j -0.0102896+0.00139272j 0.00915776+0.0135099j 0.00958086-0.0117651j 0.0125589+0.00896638j -0.00798105+0.0111217j -0.012521+0.00550664j 0.00549802+0.0124928j 
-0.00161402+0.00199834j -0.00198016-0.00176603j -0.00195303+0.00100893j 0.00112847+0.0019994j 6.81377e-05-0.000147791j -0.00148552+0.000325262j 0.000562873+0.000386933j -0.000587525+0.000137302j 0.000790187-0.00101565j 0.000544653-0.00133311j -0.000364801-0.00035069j 0.00181477-0.000830546j 0.000221845+0.000730319j 0.000154914+6.30263e-05j -0.000698061-0.000279283j 0.00101808-0.000398673j -0.000743803+0.000126443j 0.00069039-0.000408269j -0.000210522+0.00138317j 0.000241243-0.000248j -0.000900143-0.000324337j -0.00043971-0.00032071j -0.000133927+0.00143976j 0.000141698+0.000615765j 0.00150146+0.00082136j 0.000915259-0.00040072j -0.000201229-7.04009e-05j -0.00133918-0.000724962j -0.000391395-0.000675165j 0.000201957-0.00118757j 2.26623e-05-0.000735558j -0.00102644+0.00105628j 0.000118862+0.000107679j -0.000136892-0.00210884j 0.000475739+0.00183424j 0.000832101+0.000856497j 1.40802e-05-0.00112295j -0.00153854-0.000302521j -0.00240874+0.000825377j -0.000646643-0.00245959j -0.000334467+0.0017944j 0.000549654-1.14763e-05j -0.000987372+0.00223261j -0.00105964+0.000389247j 0.00171126-0.000298701j -0.000856118+0.000736499j 7.87653e-05+0.000563479j -0.00181925-0.0015084j -0.000906889+0.000734216j -0.000866721-0.00162245j -0.000560488+0.000895549j -0.00024848-1.57443e-05j 0.000758848+0.000828089j -0.00127033-0.000536745j -0.000220708+0.000826206j -0.000952629+0.00107522j -0.00174292-0.000462873j 0.000338177+0.00103793j 7.3715e-05-0.00176201j -0.00076478+0.000464729j -0.000412241+0.000585138j -0.000651118-0.000388354j -0.00155838+0.000158225j 0.00276479-0.0012681j 0.000443504-0.000621068j -0.00296562+0.00177254j -0.00175812-0.00104277j 0.000452698+0.000811938j 0.00107389-0.0011615j 0.000662308+0.00137616j 0.0030287+0.00255525j 0.00308289-0.00426942j -0.00257037-0.00120175j -0.000720574-0.00139598j 0.000920521-0.000872551j 0.00257892+0.00349384j 0.00342676-0.00264008j 
-0.00079056+0.0116879j -0.0117493-0.00101644j 0.00145618+0.0128918j 0.0145087-0.0023549j 0.00693953+0.0111831j 0.00447651-0.00722559j -0.00370256+0.00251793j 0.00895515-0.00265969j 0.00837307+0.00406428j -0.00175192-0.00408696j -0.00385667-0.00770868j 0.00288775-0.00956363j 0.00339698-0.00245204j -0.00423258+0.00551008j 0.00440935-0.0062116j 0.000527667+0.00115974j -0.00249642-0.000568319j -0.00379064+0.00217661j -0.00100057+0.0072663j 0.0085897-0.00523169j 0.00492945+0.000329494j 0.00279584-0.00069479j 0.00501535+0.00130658j 0.0055808+0.00428056j -0.000809434-0.00108417j -0.00108302-0.00347925j 0.00187576+0.00256869j 0.000184824+0.00252124j 0.00310278-7.58354e-05j -0.0058244+0.00124514j -0.00189566+0.000177296j -0.00250433+0.00114913j -0.00363217-0.00127812j 0.00160873+0.00284362j -0.0014971-0.00874678j 0.00625628-0.00501251j -0.00456203-0.000518713j -0.010552-0.0023805j -0.00436613-1.70777e-05j -0.00520257+0.000262312j -0.000544302-0.00197913j -0.000556968+0.00175259j 0.00608244+0.00028637j 0.00110858+0.00334944j -0.00598664-0.0019056j 0.00543185+0.00495256j -0.0027334-0.00264421j -0.00336685+0.00354722j -0.00156781-0.00192121j -0.00185058-0.000699856j -0.00119428-0.00444847j 0.00300516+0.00485195j 0.000289236+0.00325857j 0.00144222-0.00529246j 0.00750947+0.000676659j 0.00025949-0.0029057j -0.000657831-0.000522673j 0.00923402+0.00640495j -0.00525363-0.00851104j -0.000926664-0.00452671j 0.000760541-0.00116506j 0.00234376-0.0052166j 0.00394731+0.0023583j -0.00213947-0.00717385j -0.000426872+0.00303227j 3.89656e-05+0.0135614j -0.00349605+0.0121878j -0.0023517+0.00575141j 0.00972808-0.0148419j 0.0204724+0.000142929j -0.005816-0.00241934j 0.0102812+0.00488054j 0.00303847-0.0130327j 0.0113257+0.00552338j -0.0058092+0.0101792j -0.00317823-0.00514188j -0.00514976+0.00302503j 
-0.000760097+0.00252767j -0.00223658-0.000434347j 0.00379433+0.00605714j 0.0064739-0.00283674j -0.0022521+0.00609985j 0.00365238-0.00414922j -0.00521727+0.00240931j 0.00543505+0.00199922j 0.00413707+0.00399464j -0.000414205-0.00252709j -0.00260327-0.00168538j 0.00148219-0.00342971j 0.00300027-0.00184648j 0.000187448+0.00295885j 0.00195771-0.00223924j 0.00122358+0.00235339j -0.00121737+6.98956e-05j -0.00151998+0.00274849j -0.00110778+0.00416224j 0.0052355-0.00211308j 0.00180992+0.00187866j 0.00120672+0.00188045j 0.00408997+4.05941e-07j 0.00262442+0.00310299j -0.000813662+0.0010585j -0.00180177-0.00203054j -0.000513793+0.00150958j -0.00256788-0.00194203j 0.000247813-0.00106275j -0.00345273-0.00179846j 0.000212879-0.000386584j -0.00335427+0.00409796j -0.00202455+0.000820298j -0.000675602+0.000625698j -0.00408423-0.00386874j -0.000915134+0.00147054j -0.00337315-0.000801014j -0.0037167-0.000313189j -0.00194207-0.00567305j 0.00111488-9.15748e-05j -0.00218568-0.0024041j 0.00370247+0.00737793j 0.000465561-0.00236617j 0.000180313-0.000483126j 0.00257095-0.00141334j 0.00149061+0.00571942j -5.1203e-05+0.000651678j 0.00191341-0.00138697j -0.00106523-0.00110485j 0.000233119+8.67409e-06j -1.33132e-05+0.00180287j -0.00120837+0.00314509j -0.000316709+0.00118319j 0.00589513-0.00523003j -0.000452309-0.00290895j 0.00357338-0.00148516j 0.00421231-0.000462207j 0.00290411+0.000235907j 0.000466106-0.00496354j -0.00303174-0.00208669j 0.00165401-0.000694365j 0.00144459-0.000207368j -7.59356e-05+0.00312632j 0.000553275-0.000167765j 0.00287225+0.00100555j -0.00112273+0.00284654j -0.00699065+0.00455527j -0.00434644+0.000430647j 0.00553574-0.000463834j 0.00142237+0.000730935j -0.0064507+0.00284705j 0.00625993+0.00360644j -0.00324265-0.00156346j 0.00297584-0.00301661j 0.00213436+0.00319353j -0.0139286-0.00293202j -0.00245526+0.0136843j 
0.000226066-0.0122385j 0.0118861+0.000357373j -0.00279167-0.0123873j -0.0147905+0.0026325j -0.00427107-0.0165477j -0.00688581+0.00945342j 0.00708508-0.00520838j -0.0148796-0.000581007j -0.0116579-0.00725791j 0.00068578+0.00731226j 0.00556306+0.00681043j -0.00551568+0.0121971j -0.00466148+0.00250888j 0.00213745-0.00749781j -0.00373807+0.00507743j -0.00133727-0.00565127j 0.00420454+0.00115006j 0.00353439-0.00589079j 0.00194825-0.00957122j -0.0113009+0.00505749j -0.00338509-0.001058j -0.00199032-0.000894552j -0.00740854+0.000939238j -0.00476481-0.00594063j 0.000909253-0.000794405j 0.0007422+0.00468116j 0.000916973-0.0015466j -0.00142766-0.000316702j -0.00134041+0.00105208j 0.00492803-0.000269797j 0.00176211-0.00222517j 0.00647442-0.000992615j 0.00783657+0.000424874j -0.00112327-0.00589356j 0.00510579+0.00986284j -0.00469789+0.00406302j 0.00430413-0.00427423j 0.0109718+0.00137177j 0.00630724+0.00171682j 0.00586562-0.000458496j -0.000817504+0.00259445j -0.00405482-0.00510634j -0.00789879+0.00294191j -6.92149e-05-0.00444965j 0.00557069-0.000888902j -0.00557853-0.005004j 0.00392395+0.00130127j 0.00482663+0.00142008j 0.00188497+5.43847e-05j 0.00118818+0.00423555j -0.0032549+0.00404157j -0.00299284-0.00352445j -1.86051e-05+0.000309266j -0.00393972+0.00498314j -0.005591+0.00215246j -0.0035672+0.00280879j -0.00440797-0.000141115j -0.00950412-0.0039395j 0.00637661+0.0127077j 0.0032385+0.00342455j 0.00241258-0.000423268j 0.00113517+0.00208003j -0.00363682-0.00562632j 0.00325797+0.00944775j -0.00208823-0.000114146j -0.000383705-0.0135547j 0.00687674-0.0134659j 0.00275463-0.00676968j -0.0121187+0.00729038j -0.0136019-0.00459636j 0.00527256+0.00380758j -0.00316906-0.00650035j -0.00672568+0.00877457j -0.0239197+0.000327209j -0.00108761-0.0230955j 0.0100899+0.00354281j 0.00376381-0.0094647j 
