0.000129485-0.00200773j 0.0019156+7.5291e-05j -0.000922946-0.000420515j -0.000557603+0.00089599j -0.000142193-0.0010599j 0.000162121+0.000779087j 0.000190404-0.00146609j -0.00129684+0.000534922j -0.000917179-0.000419954j -3.64676e-05+0.000301245j 0.00076749-0.000508704j -0.000139566+0.000933567j -0.001472+0.000244314j 6.39038e-05-0.000570385j -0.000511075+0.000264939j -0.000236028-0.000167133j 0.000975266+7.46301e-05j 0.000208513+0.000129478j -0.000691042-0.000501738j -0.000778102+0.000515856j -0.000323644-0.000362014j 0.000127772-0.000363501j -0.000816119+0.000290113j -0.000605673-0.00107198j 0.000502962-0.000122159j 0.000583374+0.000402074j 5.03544e-05+0.000273089j 0.000514925+0.000676663j 0.000157026-0.000113747j 0.00106031+0.000269291j -0.000759968+0.000296491j 6.44901e-05-0.000495892j 0.000231543-0.000378222j -0.000238562+0.000389782j 0.000402086+0.000836883j 0.000213282-1.48427e-05j 0.000422709+0.00130789j 0.000303167-2.27636e-05j 0.000371001+0.000935683j -0.000270601-0.000688031j 0.000513881+0.000334801j -0.000503591-0.000871387j 0.000542437-5.97427e-05j -0.000750661-0.000161313j -0.00086094+0.000605869j -0.000337657-0.00219872j 0.000419134-8.82345e-05j -0.000608032-0.000346831j -0.00033229+4.47642e-05j 0.000989706-3.03263e-05j 0.000174148-0.000109922j 6.79642e-05-0.000668175j 0.000641586-0.000537198j -0.00117625+0.00118111j 0.000190008+0.00086925j -0.000816759+0.000970426j -0.000333612+0.00031034j -0.000482709+0.000219267j -0.000456154+0.000951163j -0.000226155+0.000178661j -2.17028e-05+8.5606e-05j -0.000953386-0.000220176j 0.00043321-2.55431e-05j -0.000458597-0.000465707j -0.00066874+0.000226853j -0.000402361-5.40664e-05j 0.000929742-0.00105569j 0.000768182-0.000695218j -0.00165258+6.78649e-06j -0.000835903-0.000405152j 0.00118738-0.000533004j -0.00178247-0.0007343j 0.000702511+0.00112531j -0.000785246+0.00066524j -0.000487702-0.000698743j 0.00443871+0.00382522j 0.00373486-0.00441132j 
-0.000861434-0.00298631j 0.00301579-0.000823385j -0.000479884+0.00368081j 0.00392013+0.00122794j -0.00288045-0.000435934j -0.000302307+0.00166656j 0.000246751-0.00185471j -0.00564586-0.00017644j 0.00251917-0.00478864j -0.000228857-0.00266863j -0.00332209+0.0040201j -0.00133188-0.00159649j 0.00122233+0.00131789j 0.00300076+0.00197069j 0.00304863+0.000485263j 0.000287918+0.00415865j -0.0010191-0.000842888j -0.000351384-0.000725636j 0.0021769+0.00168105j 0.00366639+0.00039364j -0.00163236-0.000135645j -0.00134996-0.000975252j 0.000302984+0.00264432j 0.0019059+0.0008849j -0.000944971+0.00435937j 0.000342099-0.00323968j -0.0044775-0.00264305j -0.00146509+0.000255893j 0.000179593-0.00044995j 0.000943026-0.000495857j -0.00443113-7.49297e-05j 0.000525825-0.00471613j 0.000261612+0.00209766j 0.002945-0.000308114j 0.00600842+0.00234848j 0.00202054-0.00647866j 0.00196577-0.00127799j 0.00150826-0.000660593j -0.00216206+0.000512525j 0.00192579-0.00203927j -0.00464499+0.00148746j -0.0019985+0.00100139j -0.00565994+0.0023622j -0.000454209-0.00297872j -0.00356405-0.00136511j 0.00326101-0.00377142j -0.00454454-0.00355629j -0.00551723+0.00120861j -0.00128141-0.000407244j 0.000977019-0.00318177j -0.00510051+0.0010913j -0.000263439+0.00210231j -0.000319022+0.00260661j 0.00213468+0.0010127j -1.80196e-05+0.00211446j -0.00326023-0.00431056j -0.00187047-0.00866071j -0.00253798+0.00391301j -0.000232925+0.00332198j -0.00579411-4.53764e-05j -0.00472735+0.00323179j -7.47274e-06-0.00482368j 0.00573019-0.00177024j -0.00101382-0.00099602j -0.00479201-0.00427956j 0.000824248+0.0051989j -0.00583854+0.0056724j 9.82918e-05+0.000258004j 0.00421136-0.0017502j -0.00241782+0.00590301j 0.000738457+0.00265506j -0.00121591+0.00121182j 0.00189404+0.00664588j -0.00303531-0.00102112j 0.000625149-0.00149301j -0.00126921+0.00280947j 0.0028479+0.00109873j 
-0.00211504+0.0061701j -0.0060241-0.00207975j 0.00404928+0.00167874j 0.00230658-0.00392935j 0.000607142+0.00332j 0.00321074-0.00265368j -0.00322037-0.00233008j -0.00221248+0.00396629j -0.00386513-0.00371519j -0.00220715+0.00140055j -0.00149908+0.00345979j 0.00116121-0.0017494j 0.00307928+0.000307922j 0.000480288-0.00566437j -0.00418657-0.00225189j 0.00646776-0.00379098j -0.00281345-0.00214983j 0.000845825-0.00129839j 0.00152657+0.00176806j -0.000339937-0.0045088j 0.00144057+0.00544801j -0.00181456+0.00121892j 0.000463254+0.00203795j 0.00476343-0.00274774j -0.000620164+0.00104856j -0.00401042-0.0028459j -0.00333986-7.41488e-05j -0.00358682-0.00464644j 0.00029441-0.00133189j -0.00165049-0.000729534j -0.00291736-0.00018329j 0.00272098-0.00147935j -0.00144547+0.00150685j 0.00316377-0.00236959j 0.00619773-0.0038357j -0.000790058-0.00190568j -0.000841768+0.00132773j -0.0040167+0.00146573j 0.000518185+0.00135857j -0.0014425-0.00226001j 0.000347065+0.00544606j -0.000231738-0.00114488j 0.00104613+0.00242951j -0.00328521-0.00591022j 0.000501943+9.64875e-05j -0.00222255+0.00285552j -0.00627489-0.00279151j -0.000649263+0.00318235j -0.00574519-0.00191468j -0.00167365-0.00366585j -0.00248501+0.00115331j 0.00127996+0.00461531j 0.00216336+0.00501402j -0.00226743+0.00153076j 0.00329226-0.00315115j -0.000252755-0.00179858j -0.00102056-0.00468343j -0.0022133+0.00114067j -0.00360241-0.00258308j -0.00186378+0.00214842j 0.0018488-0.00641953j 0.00893248-0.00205552j -0.00251777+0.00570104j 0.00486318+0.00278765j 0.00674674+0.00346043j 0.000276786+0.00700685j -0.00268925-0.002535j -0.00422181-0.00274838j -0.00895974+0.00177673j 0.00303436-0.00557297j -0.00597728+0.00229783j 0.00331747+0.00629298j 0.00659728-0.0018389j -0.00156428+0.000632614j 0.000744945-0.00117234j -0.00174318-0.00166789j -0.00181334+0.00156943j 
0.00104568+0.00958843j -0.00966074+0.00107592j 0.00246886+0.0113788j 0.0116495-0.0025793j 0.00369019+0.00189461j -0.00340461-0.00807756j -0.00799374+0.00546617j 0.00349953+0.00130894j 0.00617214-0.000611184j -0.000305194-0.00852375j -0.00307071-1.68017e-05j 0.00272149-0.00505829j 0.00746078+0.00374591j 0.00358607+0.00264686j -0.00204318-0.00178684j -0.000825694-0.000428809j 0.00328697+0.00227888j -0.00052836-0.000380068j -0.00107611+0.00771105j 0.00487841+0.00339538j -0.000309693+0.00131243j -0.00200705+0.00438905j 0.00458676+0.00021702j -0.00164083+0.00175987j 0.00251242-0.00498057j -0.00150044+0.000784162j -0.000531866+0.00180242j -0.00547288+0.00221952j -0.00394776+0.00241455j -0.0032255+0.000233706j 0.00379273-0.000306857j -0.00198674+0.00621476j -0.000659548-0.00116481j -0.00563909-0.000475866j -0.00263091-0.00058407j 0.004001+0.000722215j -0.000330696-0.00402435j -2.17576e-06+0.00268004j -0.000156944-0.00284091j -0.00419524-0.000184108j 0.00328739+0.00168929j 0.00420934+0.0066102j 0.00480224-0.000646661j 0.00255755+0.00326349j 0.000305997+0.0013997j 0.000727619+0.00516905j 0.00365196+0.00228676j 0.00131286-0.000906974j 0.00333942+0.00142278j -0.00240585+0.00183421j -0.00156506+0.0016773j -0.000592339-0.00153818j -0.000107638-0.00606606j 0.00397364+0.000190065j 0.0014421-0.000576173j 0.00223724-0.00135998j 0.00214021+0.00469922j 0.00898638-0.0035704j -0.0018794-0.00853796j -0.0014926-0.00224411j -0.000175452+0.00435683j -0.00472242+0.000419078j -0.00442364+0.00271338j 0.00306957-0.00320834j 0.00429758+0.0021762j 0.00130498+0.00278689j 0.000603384+0.00310272j 0.00139459+0.0114584j 0.0115816-0.00397741j 0.00213509+0.00104312j -0.00820716-0.00227647j -0.00122094+0.00823433j 0.00275938+0.000105741j 0.00470042+0.00153584j -0.00184827+0.00483276j -0.00894408-0.00052916j -0.000427503+0.00889651j 
0.00218225-0.00571867j 0.00550058+0.0021992j 0.00188664+0.00140974j 0.00143416-0.00285101j 0.00457191+0.000135015j 0.000358719-0.0011579j 0.00140757+0.000743942j 0.00320953-0.00436262j 0.00274055+0.000909646j -0.000401532-0.00212122j 0.000965041-0.0018425j 0.00133665-0.000115991j 0.0024527-0.000199505j 0.00152062-0.000254081j 0.00155713+0.00116967j 6.02977e-05+0.0015162j -0.000505686-0.000426884j -0.000990921-0.00172873j 0.00285232+9.52134e-05j -0.000902141+0.00329429j -0.000408734+0.00392656j 0.000486404+0.00535903j -0.00108499-0.00426646j 0.000680172+0.00485434j 8.3472e-05+0.000849504j 3.15699e-05-0.00287089j 0.00165019-0.00240986j 0.00247433-4.17052e-05j -0.00175424+0.00096623j -0.000479674+0.00213788j -0.00420231+0.00085688j -0.00106028-0.000359686j -0.00275288-0.000325185j -0.00196679+0.000444282j 0.00575744-2.50805e-05j 0.00172916-0.000777271j -0.00200437+0.000482622j 0.00459701+0.00275773j -0.000793558+0.00191579j 0.00163218+0.00227849j -0.00333941-0.00186686j 0.00136461-0.00153424j 0.00219875-0.00179879j 0.000328149+0.000845646j -0.00308358-0.00269514j -0.000527669-0.00335947j -0.00102992-0.00257075j -0.000570692+0.00095187j -0.000120308+0.00142772j -0.000803638-3.38237e-05j 0.000553979+0.0033943j -0.000236535+0.00144676j -0.00248896+0.00263849j 0.000506459-0.00185064j -0.00322986+0.00393559j 0.00378429-0.00016564j 0.00152456+0.000215054j 0.00223555-0.00114618j -0.000543516+0.0012156j -0.00266247+0.00305397j 0.0054412-0.00053274j 0.00263412-0.000154753j 0.00188378+0.00455859j 0.00264437+0.00318961j 0.000127675+0.00616034j 0.00374118-0.000542139j 0.00477112+0.00295451j -0.00486015+0.00383248j 0.00129351+0.00404578j -0.00327148-0.000470556j 0.00105077-0.000305708j -0.00213847+4.20841e-06j 0.000550755+0.00101172j -0.000219973+0.00186382j -0.00192056-2.65229e-05j 0.00201545-0.0034279j -0.00352385-0.0018397j 
0.000832153+0.00261762j -0.00276869+0.000801012j 0.000758266+0.00382758j 0.00396804-0.000776404j 0.000929015+0.00103873j 0.00310975-0.00116785j -0.00136232-0.00353711j -0.0011911-0.000108013j 0.000741381-7.06675e-05j 0.000781202-0.000635976j 0.00314857+0.000436355j -0.00260108+0.00401964j -0.00359099-0.00203716j 0.00234656-0.000551083j -0.00101279+0.000682612j -0.000827312+0.00188771j 0.000108448+0.00331502j -0.000701126+0.00106963j 0.000934397+0.0010395j 0.00274648-0.00107435j 0.000290153+5.01773e-05j 0.0029964-0.000296408j -0.000735101+0.00163671j 0.00236238+0.00126414j -1.80835e-05-0.00161894j -0.00165671-0.00192731j 0.00120776+0.00300461j -0.00123939+0.00151068j -0.000597099-0.000366111j 0.00153324+0.00157714j 0.00177616+0.000592124j -0.00337322-0.000350945j 0.000254285-0.000440583j 0.000637535+0.00234663j 0.00637895-0.00178467j 0.000134521+0.000933329j -0.00170647+0.00103612j -0.00231877+0.000315395j -0.000681295-0.000206817j -0.000950131-0.000820292j 0.00180995+0.00303131j -0.000638903-0.00343927j 0.00109493+0.00168097j -0.00199807-0.00235256j 0.0011315+0.00178272j -0.000788407+0.00261439j -0.0007592+5.19546e-05j 0.0016306+0.00134337j -0.000690982+0.00254238j 0.000460638-0.00281498j -7.55827e-05+0.00285146j 0.002004+3.56298e-06j -0.000433504+0.00425842j -0.00103299+0.00054599j 0.000959759+0.000678391j 0.00177894+0.000695339j -0.00136648+0.000413342j -4.98793e-05+0.00127719j 0.000467553+0.00193505j 0.000385624+0.00114914j 0.000475479-0.000837395j 0.000817903+0.000578093j 0.00178014-0.00178177j 0.000198085-0.00179684j 0.0011286+0.00256816j -0.000281182+0.00348244j -0.000246844-0.00103159j 0.00150704-0.000993099j -0.00417891-0.00100373j -0.00240538+6.21687e-05j -0.000560063+0.00309525j -0.00107721+0.00181636j 0.00287351+0.004276j -0.00129428-0.00233735j 0.00260424+0.000144959j 0.00378986+0.000641228j 0.000476751-0.00386882j 
0.000147386-0.00850459j 0.00853462+0.000216397j -0.000124544-0.0100635j -0.011481+0.000164578j -0.0017378-0.0110015j -0.00788134+0.000328401j -0.00262368+0.00026943j -0.00988237+0.00648531j -0.0103952-0.00628306j 0.00102825+0.00104843j 0.00632158+0.0149061j -0.00754498+0.00738147j 0.00484539-6.80488e-05j 0.00736563-0.00418478j -0.00550045+0.00303363j -0.00031921-0.0031894j 0.00189191+0.00286664j 0.00350412-0.00490553j 0.00576873-0.0037459j -0.00764844-0.001995j -0.00786482+0.00216294j -0.00763742+0.00290681j -0.00143436-0.00670918j -0.00209599-0.00914755j -7.17123e-05+0.00228773j -0.00292706+0.00683197j -0.0018932-0.00488519j -0.00236044-0.00205607j -0.00401202+0.00122502j 0.00289165-0.00197381j -0.00406964-0.00215151j 0.00272818+0.000332119j 0.000374103-0.000467372j 0.00164552-0.00942536j -0.00134036+0.00749304j -0.0122312-0.00037021j 0.00597398-0.00696135j 0.0119684+0.00253099j 0.00318384+0.00250799j 0.00437032+0.00111531j 0.00068388+0.00320669j -0.00187624+0.00109473j -0.00386477+0.00176095j -0.00309303-0.00646405j 0.00272971-0.00062287j -0.00396197-0.00634745j 0.000170879-0.000490123j 0.00155444+0.00250177j 0.00274262+0.000766921j -0.00516+0.00238554j -0.00368914+0.00715559j -0.0041424-0.00373918j -0.00234174+0.0011056j -0.000399902+0.00639578j -0.00733125+0.000242923j -0.00511469+0.00334109j -0.00600099-0.000532468j -0.00624326+0.00257583j 0.00351691+0.00562358j -0.000316728+0.00690031j 0.00459145+0.00507229j 0.00195393+0.00478989j -0.0059174+0.000635324j 0.0041513+0.00954631j -0.00585534+0.00251922j -0.00589543-0.00971263j 0.00292894-0.00704253j -0.00496981-0.00883959j -0.0087253+0.00969681j -0.00847422-0.000831676j 0.0019685-0.000571412j -0.00477182-0.00110957j -0.000646408+0.00665311j -0.0107218+0.00313411j -0.00308187-0.0102113j 0.00448227+0.00379763j 0.00394303-0.00432307j 
0.00543809-0.00411733j 0.00410353+0.00529386j -0.00101184-0.000600348j -0.00044143+0.00128851j -0.000169839-0.000824627j -0.00185748-0.000490569j -0.00191526+0.000564725j -0.000122301+0.00316428j -0.0010715+0.000486527j 0.00239866-0.00116005j 0.000365526+0.00151659j 0.00111139+0.000843379j 0.000274082+0.00391673j 0.00154723-0.000483053j -0.00247007+0.00283234j -0.00152595-0.000407368j 0.000567867-0.000541591j 0.00218227-0.00277947j 0.00280948+0.00270284j -0.00313391+0.000782702j -0.00224509+0.00122263j -0.0022899+0.00191935j 0.000145704-0.003658j -0.00423649+0.000768037j -0.0017231-0.00113701j 0.000793241-0.00118854j -4.82826e-05-5.17991e-05j -0.00150973+0.00121434j -0.00128661-0.000233951j -0.00430216+0.00425119j -0.00163667+0.000682239j 0.000166848-0.000857901j -0.00265769+0.00175733j -0.00244291+0.000449079j 0.00276147+0.00734246j 0.00230875+0.00270999j -0.00411051-0.000666083j 0.00337365+0.00181461j -0.00357031-0.00357909j 1.57416e-05+0.00115728j -0.000755644+0.00111462j 0.00598062+0.000946767j 0.00134196+0.00290254j -0.000955124-0.00303022j -0.00132178-0.00139974j 0.000126818-0.00245486j 0.00175445-0.0020571j 0.00161846-0.00220253j -0.00154583-0.000274807j 0.0045276+0.000551848j -0.00307867+0.00581913j 0.00308231+0.00268895j -0.00115747-0.000455142j -0.00201351-0.0006081j -0.0020818+0.00267045j -0.000466109+0.000580142j -0.000563885+0.00382454j -0.00279611-0.00177031j -0.00153287-0.00216353j -0.00133447-0.00193967j 0.00176005-0.0021236j -0.00131051-0.00166134j -0.00157632+0.00272146j 0.000715124-0.000858245j 0.00015039-0.000302469j -0.00163671+0.00266025j -0.00351462+0.00232906j -0.00275171-0.00054739j 0.00137286-0.00104548j 0.000315323-0.00234937j -0.000240379+0.00098657j 0.000589209-0.00305142j -0.00430975+0.00211419j -0.0102196-0.00436545j 0.00341165-0.0102355j 0.00160839-0.0064408j -0.00645564-0.00165973j 
0.00600142+0.000508177j -0.000504085+0.00615708j 0.00352037+0.00128187j 0.00149486-0.00292471j -0.0020455+0.00254037j 0.00192303-0.00175816j -0.00578023+0.00115471j 0.00432892+0.00658172j -0.00162405+0.00509769j 2.41545e-05+0.000781935j -0.00047575-0.00382923j 0.00136085-0.00222772j -0.00245554+0.00171833j -0.00275863+0.00149357j 0.000101316+1.34044e-06j -0.000898146+0.00129196j 0.000683932-0.00106376j 0.00245384+0.000718754j -0.00354907+0.0022983j 0.0038557+0.000514168j -0.00356328-0.00281902j -0.00300439-0.00337483j 0.0011423+0.00232399j -0.00627358-0.000692217j -0.00214323-0.00200205j 0.00339256-0.000662211j -0.00182586-0.000976166j -0.00230583-0.0052766j 0.00128244+0.00184546j -0.0027293-0.00650839j 0.000108578+0.000417232j 0.000161995-0.000878505j -0.00270508-0.00052982j -0.00054105-0.00158807j -0.000820773+0.00238247j 0.0014461+0.00235155j 0.00293546-0.00695208j -0.000792515-0.00192124j 0.00681518-0.00496804j -0.000926035+0.00180029j -0.00217194+8.7984e-05j -0.00757217+6.67578e-05j -0.00203816+5.09811e-05j 0.00467606-0.000919533j 0.000561472+0.000541677j -0.00280769+0.000537355j -0.00100335-0.00211905j 0.00363242+0.00313641j 0.00234743-0.000472665j -0.00137326+0.00136781j -0.00144113-0.00309608j -0.00106325-0.00334116j -0.00209678+9.27898e-06j 0.00135589+0.00646948j 0.000324344+0.00142222j 0.000961555-0.00206498j 0.000836966+0.000517074j -0.0010474+0.000189447j -0.00166687+0.00670645j -0.000698578-0.000169344j -0.000211086+0.000945804j 0.000139846+0.000598891j 0.00187146+0.00129849j 0.000428066+0.000667635j -0.00151765+0.00631954j -0.00233262-0.00105713j 0.00726283+0.00179777j -0.00138445+0.00424933j 0.000888037-0.0040987j -0.0014321-0.00237568j -0.00115299+0.00389547j 0.00245863-0.00215523j -0.00333385+0.00357538j -0.00538341-0.00214154j 0.00158864-0.00425615j -0.00418268+0.000882332j 0.000994467+0.00411398j 
0.00475539-0.000999701j 0.000952058+0.0047173j -0.00214351+0.000145838j -0.000103596+0.00233814j 0.000878703-0.00224578j -0.00344075-0.00443948j -0.00591388+0.00254773j 0.00149053+0.00300654j 0.00160097+0.000391245j 0.00130412-0.00299333j -0.00250143-0.000170489j 0.00138005-0.00221124j 0.00196294+0.00329647j 0.00320928+0.00282524j -0.000470852-0.000593647j -0.00028108+0.00222968j 0.000552053-0.00142255j 0.00136561-0.00145127j -0.000308571+0.00273277j -6.38102e-05+0.00139449j -0.00114733+0.00061754j 0.00141472+0.00221519j 0.000233156-0.00223945j -0.0040026+0.00135699j -0.00410862-0.00187613j 0.00375026-0.00165981j 9.50197e-05-7.05958e-05j -0.000342505+0.000398906j 0.00116642+0.0019592j -0.00436978-0.000316805j -0.00186201+0.00197872j -0.00218364+0.00362922j -0.000694502+0.00176784j -0.00298467+0.0049741j 0.000754722+0.00328727j 0.000592733+0.00253299j -0.000925288-0.00267659j 0.00161312-0.00571555j 2.08319e-05-0.00131439j -0.00311987+0.00506195j 0.00186031-0.00439624j 0.00467815-0.000984037j 0.00223458-0.000118499j 0.00240667-0.00164938j -0.000275921-0.0031922j -0.00208663-0.00152269j 0.00113978-0.0008334j 0.00170167-2.80212e-05j 0.00423113+0.00113683j -0.000489389+0.000667362j 0.00400801+0.00200324j -0.00376739-0.000286803j -0.00450616-0.00245995j 0.00232687+0.0013382j 0.000535156-0.000531875j 0.00173753+0.00181822j 0.00394334+0.00218255j -0.00366646-0.00315074j -0.000321256+0.0017746j -0.000524094+0.000153562j 0.00158109+0.00191556j -0.000927912+0.0040365j 0.000549974+0.00223672j -0.00415845-0.00245094j -0.00293206-0.000522979j 0.00215531+0.00287693j -0.00325599+0.0031263j -0.00172753-0.00468717j -0.00230962+0.00270371j 0.00100731+0.00373887j 0.0120821-0.00314276j -0.00400008-0.0119941j -0.00444809+0.000952791j 0.00179471-0.00238024j 0.00248079+0.00175979j -0.00125107+0.000466825j 0.000358474+0.00121664j 
-0.00171416+0.00535628j -0.00554624-0.0017937j -0.00250229+0.00530487j 0.00491554+0.00241969j 0.00106163-0.00119251j 0.00167375-0.00267231j -0.0033835-0.00497108j -0.00525151+0.00147663j -0.000950381-0.00207024j 0.00107668-0.0033737j 0.00276421+0.000842233j 0.00242188+0.00208801j 0.00261877+0.00133676j 0.000540047-0.00179897j 0.000536754+0.00438717j -0.00228342-0.00284807j -0.000888229+0.00207662j 0.000213672-0.00351462j 0.00613298+0.000378458j 0.00135016-0.00268615j -0.000376002+0.000329878j 0.00118048+0.00218972j 0.00220414-0.00273384j 0.00375956+0.00515216j 0.00082903-0.000270703j 0.000434532-1.60411e-05j 0.00579833+0.00101635j -0.0009757+0.00394j -0.000257801-0.0016333j -0.00154535+0.0009916j 0.000811526-0.000738042j -0.00267428+0.00154214j 0.00402789-0.00444895j -0.000803586+0.00454791j 0.00364131-0.00145885j 0.00224375-0.00438044j -0.002842-0.00122975j -0.00300007+0.000383512j -0.00487241+0.00409016j 0.00165233+0.000936052j 0.00446028-0.00154649j 0.00344899-0.000777464j 0.00157762-0.000615409j -0.00142734+0.00203963j -0.000697115-0.00231495j 0.00388445+0.00315449j 0.00254814+0.00117056j -0.00451071-0.00182157j 0.000284752+0.00244004j 0.00025145+0.000284401j 0.00107859+0.00162117j -0.00221821+0.00112202j -0.00605624-0.00201282j 0.000400084-0.0053313j 0.000697017-0.000941749j 0.000216107+0.0016348j -0.000903121-0.000740205j 0.00454692+0.00302101j -0.00131195-0.00186542j 0.00424346-0.00343881j -0.000612653+0.00267667j -0.00534326+0.00515751j -0.00064427-0.00340679j -0.00332152-0.00631303j -0.000138981-0.00135344j 0.0033369+0.000140203j 0.000470515+0.00592744j -0.00169011+0.00309423j 0.00106774+4.45937e-05j 0.000730497-0.00510477j -0.00259217+0.000883864j 0.0010536-0.00108069j -0.00386776-0.000908403j 0.00228825-0.00162593j 0.000778114+0.00241183j 0.00207269-0.00224662j -0.00228865-0.00209121j 
0.00193913-0.00103508j 0.00111164+0.00191702j -0.000845875+0.00220847j 0.00241221+0.00177293j -0.00213483+4.87035e-05j -0.000278774-0.00117468j -0.00227171-0.000750868j -0.00234769+0.00121147j 0.000399558-0.000770887j 0.00134941-0.000347605j -0.0017143+0.0036078j -0.00219143+0.000100666j 0.00158842+0.00159419j 0.00170373+0.000799222j 0.00129591+0.00145507j -0.000871181+0.00118951j 0.000733195-0.00103935j 0.00104284+5.01664e-05j 0.00152681+0.00223234j 0.00117453+0.00082006j 0.00144053-0.00150899j 0.00272382+0.000814621j -0.000825273-0.0015864j -0.00183951+0.00198295j 0.000393912-0.0012126j 0.00101859+0.00116615j 0.000780892+0.000412657j 0.000167949+0.00272988j -0.00174711+0.00255782j 0.00121052+0.00350294j 0.00348934+0.00103254j -0.00026656+0.00172511j -0.00039492+0.00133248j -0.00139256+0.000510671j 0.00143541-0.000829862j 0.00210865+0.00546422j -0.000949904+0.0028928j 0.00107175-0.000360597j -0.00569163+0.000851603j -0.00106841-0.000649832j -0.000921939+0.00040205j 0.00419657-0.00373056j 0.00156474+0.000708218j -0.00205805+0.00162225j -0.000135326-0.000256841j -0.00010128+0.00110002j 0.00120863-0.00119202j 0.00343341-0.00433846j 0.000232139+0.000797586j 0.00151007-0.00255705j 0.00268833+0.00167282j 0.00417489-0.000385222j 0.00367381-0.000740173j -0.00231734-0.00241849j -0.00302069-0.000354524j 0.00504915+0.000810685j 0.0023871+0.00296655j -1.62083e-06-0.00106157j -0.000990205-0.00247271j -0.000604308+0.0014189j 0.000697841-0.00165204j -0.00278796-0.00375151j 0.00129186-0.0015351j 0.000744977-0.000182865j -0.00529222+0.00307642j -0.0014545-0.000819316j -0.000140011+0.00554762j -0.000905455-0.00308932j 0.000659623-0.00348181j 0.00151778+0.00327356j 0.00157371+0.002411j 0.00107843-0.00114606j 0.000164281+0.00340514j -0.00458198-0.00316238j 0.00296629-0.00366648j -0.00469899-0.00389123j -0.00391991+0.0044565j 
0.0041137-0.00673368j 0.0066741+0.00412728j -0.00377627-0.0135152j -0.0145376+0.00439986j -0.0045956-0.00856212j -0.000409445+0.00611246j 0.00435206-0.00722852j -0.0104628+0.0010637j -0.0103532-0.00513609j 5.9195e-05+0.0115283j -0.000940619+0.00390939j -0.0039274+0.00664731j -0.00750465+0.000504514j 0.000338275-0.00596378j -0.00297585+0.00195921j 0.000754033-0.00173539j -0.003139-0.00183185j 0.0019628-0.00404171j 0.00376161-0.00497475j -0.0105988-0.0013326j 0.000979813-0.00227571j 0.00382348-0.00475608j -0.00899312-0.00233652j -0.000591155-0.00571319j -0.00350019+0.00166939j -0.00115276+0.0010471j 0.00224914-0.00664919j 0.00186955-0.00152897j -0.00024599-0.000443667j 0.00484788+0.00463134j -0.000239897+0.00240098j 0.00296323-0.00300865j -0.0005214+0.00505867j 0.00697934-0.0024674j 0.0025285+0.00553059j -0.000120565+0.00364752j 0.00440662+0.00417034j 0.0105921+0.000590167j -0.000792233+0.00126053j 0.00350532-0.000232185j -0.000208003+0.00338364j -0.00244963-0.0104899j -0.00640569+0.00161533j -0.00288318-0.00515501j 0.0020339-0.000379552j -0.00607939-0.0019909j -0.000763291-0.00150003j 0.000731599-0.00202402j -0.000414713+0.00276216j 0.00126775-0.0022155j -0.00148517+0.00463025j 0.00345055-0.00262684j 3.17773e-05+0.00288115j -0.00726862+0.0065172j -0.00458355+0.00448009j -0.00116468-0.00185965j -0.00256356-0.000862294j -0.0113685-0.000916827j 0.00170292+0.00703638j 0.00482998+0.00334283j -0.00203542-0.00676781j 0.00237649+0.0027587j -0.000888694-0.00342659j 0.00350638+0.00358063j 0.00398985-0.00293708j -0.00812149-0.00297439j -0.00246963-0.0140731j -0.00150175-0.0070914j -0.0111579+0.0106624j -0.0127934-0.00240215j 0.00183341+0.00401514j -0.00376544-0.00218026j -0.00196833+0.00750852j -0.00850339-0.00352262j 0.00315855-0.00766122j 0.00671989-0.000966413j -0.00107173-0.00663195j 
