0.0344366+0.0181263j 0.0376841-0.0317632j 0.025128+0.0307908j 0.0182615+0.0188747j 0.00473373+0.0324469j 0.0671849+0.00935475j -0.0020367+0.00816595j -0.000487265-0.0750842j 0.0551792+0.0485185j 0.0046338+0.0412266j 0.0385306+0.021274j 0.0103716-0.00547508j 0.0226396+0.022561j 0.0267945-0.0185654j 0.0141839-0.0160611j 0.0186346+0.0163239j -0.0173675+0.0176753j -0.0434946-0.00947539j 0.00173381+0.00499924j 0.039754+0.0124909j 0.0188517+0.00898992j 0.00710313+0.0073593j 0.00782438-0.0214725j -0.0385774+0.0346206j 0.00414269+0.0259641j -0.0389716-0.0309123j 0.066458+0.00647368j -0.0748843+0.061473j -0.0441967+0.0482013j 0.0533975-0.0384506j -0.0180578-0.0663841j -0.00175311-0.0174229j 0.024955-0.00247498j -0.0702389-0.0153507j 0.0181013-0.0555361j -0.0489618-0.0209732j -0.00570961+0.0289924j 0.0198151-0.0172811j -0.0341817+0.0154272j -0.0137393-0.0173422j -0.00624648-0.0487526j -0.00556297+2.9558e-05j -0.011626-0.00578759j -0.032842+0.0187149j 0.0225679-0.0198689j -0.0104765-0.0349048j 0.0149234+0.00262211j 0.0181525-0.0453496j 0.0256034+0.000406297j 0.0100937-0.0419832j -0.0477363-0.00950813j -0.0182729+0.0282989j -0.00407384-0.0347382j -0.0132672+0.0386597j -0.00119428+0.029484j -0.00862312-0.00538205j -0.0281466-0.0294811j -0.000864884-0.00776349j -0.020633+0.000907501j 0.0696737+0.0823735j -0.00476558-0.0110746j 0.0595871+0.00513375j 0.0368842-0.0470621j 0.06144+0.0349133j 0.040234+0.000324631j 0.0225201-0.00621055j 0.0145145-0.0280371j -0.0584718-0.0166812j -0.00672666-0.00245095j -0.0433347-0.0210572j -0.0192773-0.0174135j -0.00632591-0.0272713j 0.018959-0.0128996j 0.00294861-0.00178584j -0.02962+0.00911766j 0.0421173-0.00842521j -0.0489862-0.0252934j -0.0485906+0.0135004j 0.00584746+0.0224096j -0.0441055-0.0185242j -0.0346145+0.0302662j 0.036824+0.0153955j 0.0538049-0.0161407j -0.0303968-0.00479324j 0.0186648+0.00312861j 0.0343224-0.0106706j -0.15454+0.0543426j 0.0286363-0.0584675j -0.0121927+0.0192703j -0.0735867-0.0303088j 0.057778+0.0377768j -0.0192817+0.0449988j 
-0.0031466-0.000487534j 0.00371562+0.00481256j -0.00127034+0.00242806j 0.000990033-0.00293329j 0.00554767-0.00237138j 0.00780366-0.00236477j -0.0026174+0.00794724j 0.00130168-0.000735094j 0.0057383-0.00868775j -0.00244462-0.00038491j -0.00896602-0.00172787j -0.00330602-0.00344452j -0.000490003-0.007236j 0.00362689+0.00293347j -0.00510384-0.00399321j 0.000751664-0.00299438j 0.00484521+0.00287219j 0.00256509-0.00191619j 0.00578206-0.00635029j 0.00140249+0.00521887j 0.00106596-0.00605611j -0.00357598-0.00215988j -0.00183051-0.00381942j 0.00218002-0.00218393j 0.00359186+0.00101012j 0.0088834-0.000215614j -0.00656753-0.00159111j -0.00028143+0.00389108j 0.00204284-0.00223979j -0.00176521-0.00110571j -0.0015437+0.00290048j -0.0017317+0.00067459j 0.000984596-0.00604931j 0.00255511+0.00198456j 0.000575276+0.00172321j 0.0037027+0.000773136j -0.00800473-0.00185191j 0.00241552-0.00129913j -0.00581009-0.000192157j 0.000769503+0.000399824j 0.00526892+0.00189571j 0.000815122-0.0016529j -0.00302627-0.00253035j -0.00579689+0.0012642j -0.00121154-0.00175722j 0.00302519-0.00208416j 0.00170866-6.07385e-05j -0.00115545-0.00198733j 0.000520201+0.000256634j 0.00282782+0.000898606j -0.00875311+0.00129105j 0.000252481-0.00161684j -0.000914825+0.00423785j -0.00230917-0.00641456j 0.00188935-0.00408092j -0.000352809-0.00086498j 0.00230445+0.000552197j -0.0031082+0.00624257j 0.00216718+0.00136242j -0.00535609+0.000430114j 0.00343947-0.00584883j -0.00112134-0.00648506j 0.00304675+0.00495446j 0.00230189+0.00123291j 4.98171e-05+0.00378508j 0.0027402+0.00238811j 0.000366625+0.00132343j 7.89506e-05-0.00319459j -0.0027425-0.00260568j 0.000912937+0.00263898j -0.00181982+1.64967e-05j -0.000812201+0.00104752j 0.00529887+0.000560086j 0.00345858-0.000713856j -0.00443096-0.00112949j 0.000489396+0.00228648j 0.00378672+0.0027142j 0.00189589-0.00545748j 0.00152093+0.000140627j 0.000195329+0.00365465j 0.000870001+0.00330027j -0.00480442-0.000760586j 0.00332069+0.0018972j 0.000164068+0.000537631j 0.000813584-0.00361903j 0.00021575+0.00273644j 0.00052025+0.000257659j -0.00440816-0.000111274j 0.00386769+0.000479584j -0.000121015+0.00359062j -0.00217764+0.00217736j -0.00210263-0.00314424j 
-0.00614435+0.00104796j -0.0017567-0.00605086j -0.00470416+0.00133781j 0.00206234-0.00679659j -0.000115664-0.00271204j -0.000752607-0.00172376j 0.000755763-0.00513442j 0.00149554+0.00351669j -0.0014055-0.00475265j 0.00488714-0.0040117j 0.00148249-0.00142474j -0.00444465-0.00045018j 0.0026364+0.00608137j -0.000610738-0.00219169j -0.00132623-0.00182065j -0.0023613-0.00187989j 0.000181525-0.00374871j 0.00573421-0.00325957j 0.000549955-0.00393531j -0.00552739-0.00252748j -0.000431497-0.00186019j -0.00101215+0.00156231j -0.00254854+0.000436536j 0.00363579-0.000144085j 0.00490628+0.00171687j -0.000393709-0.00175796j -0.000565581-0.000741835j 0.00300681-0.00162829j -0.00101189+0.00102354j -0.00464096+0.00485048j 0.00181528+0.00176452j -0.00233312+0.00121069j -0.00090905-0.00338459j 0.00543391-0.000162911j -0.00199472+0.00119119j 0.000494274-0.00258186j -0.0036248+9.40466e-05j -0.00117928+0.000781498j 0.00331648-0.00105431j 0.00322594-0.000886425j -0.00610592+0.00473216j -0.000478713+0.000782109j 0.000467232-0.000950315j 0.00603438-0.00303707j -0.00128854+0.000225574j 0.000822073-0.00165329j -0.00195716+0.00348775j 0.00290439+0.00241357j -0.000137744+0.00120642j -0.00249462-0.00364089j 0.00509431-0.00325598j 0.00227211+0.000464262j 0.000248054+0.00146405j -0.00291673+0.00200053j 0.00145074-0.00518485j 0.000509623-0.00147171j 0.00237167+0.00120341j -0.00136393-0.00152348j -0.00168961+0.00438629j -0.00831267-0.00326124j -0.00256515-0.00105512j -0.00327919-0.00185801j -0.000468657+0.00539923j -0.00120892-0.00373761j -0.00443358+0.00512033j 0.000605887-0.000632455j -0.000839226+0.00276284j -0.00371692+0.0025135j 0.00044317+0.000173122j 0.00184203+0.0011926j -0.000452801+0.00493135j -0.000384588+0.00337224j -0.000397596+0.00113847j -0.00134429+0.00396142j -0.00173099-0.00465564j -0.00682795-0.00204004j 0.000977533-0.00165687j -0.00175097-0.00800669j 0.00010242-0.00201066j 0.00120834+0.00261221j 0.00217535-0.000295591j -1.39886e-05-0.0019279j -0.00529534+0.00177691j 0.00134267-0.000116834j -5.08532e-05+0.000913312j 0.00325469-0.00214182j 0.00177897+0.00260376j -0.00380534-0.00104933j 0.004369-0.00432181j 0.00294418+0.00407652j -0.00342648-0.00110596j 7.62294e-05-0.00273216j 
0.00388782-0.00671495j 0.00605179+0.00650093j -0.00208575+0.00087061j -0.000657137+0.00492139j 0.00257221+0.00565402j -0.00154218-0.00344305j -0.00673531+0.0019087j 0.00178103+0.00402717j 0.00480354+0.00569275j -0.00407529+0.00308239j -0.0044206-0.000376387j 0.0040605+0.00133032j -0.00671928-0.00486297j -0.00447653-0.000718982j 0.00229481+0.00847608j 0.00168854+0.00220215j 0.00215081+0.00367077j -0.00305788-0.00280352j 0.00163226+0.00636139j 0.00396869+0.00253195j -0.00383515-0.00183383j -0.00161892-0.00129348j -0.00358806+0.00285411j -0.00115409+0.00346973j -0.0046082-0.00198626j 0.00246342+0.00458565j 0.000594806-0.00243811j -0.00138149+1.02681e-05j 0.0017259+0.00336049j 0.0049969+0.00205074j 0.000904961+0.00346889j 0.0045124+0.00319257j 0.00443289+0.00195604j -0.00498465+0.00200903j -0.00102472-0.00130674j -0.00154855+0.00260462j 0.00310462-0.00232654j 0.00158469-0.00143449j -0.00828946-0.000114244j -0.00104393-0.000882659j 0.00735014-0.00220379j -0.000769003+0.00337395j 1.80768e-05-0.00140181j -0.00217175+0.00334551j -0.000125446-0.00202323j 0.000144644+0.00170194j 0.000955693-0.00276987j -0.00260986-0.00423854j -0.000873711-0.00515398j 0.001643+0.00266351j -0.00271818+0.00201392j -0.00199756+0.00161439j -0.00148634+0.00311522j -0.000608266+0.00237539j -0.00181527+0.00298682j 0.000654339+0.000748771j 0.00221606-0.00332977j 0.00402598+0.00151175j 0.00678929-0.000950582j 0.00758744-5.77299e-05j 0.00199312+0.00129424j 0.0044693+0.000326698j 0.00553574-0.00117017j 0.00113833+0.00208879j 0.000237937-0.00142591j 9.96407e-05-0.000487453j -0.00711745+0.00067799j 0.00600121+0.00160486j -0.000582264+0.000346836j -0.00060313-0.000978024j -0.00322739-0.00241242j -0.000777695+0.000706439j -0.00051172+0.00133675j 0.00378185-0.000467365j -0.00047927-0.000186072j 0.00115085+0.00046316j 0.000151916-0.000637699j -0.00353542-0.0022574j -0.00397731+0.00138435j 0.00133779+0.00166647j -0.00544269+0.00204638j 0.00210347+4.79654e-05j -0.00144473+0.000836592j -0.00424644-0.00115439j 0.00191761-0.00111143j -0.00375586+0.00431611j -0.00280063+0.00177479j -0.00213645-0.00116374j -0.00182301+0.00286761j -0.00171668-0.00342288j 0.00307305+0.000771907j 0.0014818+0.000871873j 
0.00450935+0.0075481j -0.00948288+0.00336468j 0.00107679-0.00951264j -0.0119498-0.00285715j -0.00512484-0.00981662j 0.00464384-0.00391952j 0.000957164-0.0045184j -0.00250019-0.000320005j -0.00411712-0.0102036j 0.00324601-0.0006116j 0.00421787+0.000253859j 0.00154929-0.000835963j 0.000793132-0.00397617j -0.00287868+0.0162493j -0.00450237-0.0116078j 0.00296615-0.000203539j -0.0070827-0.00186471j 0.000546065+0.0146558j -0.000609067+0.00113188j -0.00494132+0.00656322j -0.00155229-0.00122101j -0.00107423-0.00242142j 0.00695076-0.00353611j -0.00369606-0.00433806j 0.00269212-3.92886e-05j 0.00123629-0.00287184j -0.00372795+0.00293901j -0.00928492+0.00673596j -0.00305015-0.0040656j -0.00189116-0.00576988j -8.20153e-05-0.00506857j 0.00621875-0.000740848j -0.00219993+0.00119796j -0.00212676+0.000940015j 0.0060811+0.00295615j 0.000177694+0.00426015j -0.0015843+0.00181803j -0.00397968-0.000285139j 0.00578248+0.0032545j 0.000467058+0.000401382j -0.000617386-0.00242025j -0.00219779+0.00798475j 0.00107773+0.00341689j -0.00110129-0.00970061j -0.00133368-0.00133638j -0.00532314+0.00964468j 0.00123482-0.0059205j -0.00490216+0.0047116j -0.00327007+0.00451802j -0.000654901-0.00151079j -0.0055903-0.00531993j 0.00111438+0.00543893j -0.000550577-0.00124783j 0.00290472+0.00193972j -0.00627547-0.00560586j -0.00214467+0.00375231j 0.00313716+0.00091643j -0.00121146-0.000247686j -0.00136076-0.00255743j -0.0058365+0.00619707j 0.00353005+2.84228e-05j 0.010229-0.00193707j -0.000791945-1.60629e-05j -0.0034207-0.000582652j 0.00466969-0.00341316j -0.00222873-0.00619067j -0.00756886-0.00528834j 0.00244266-0.00062872j -0.00153034-0.000138294j -0.000159111-0.00346114j 0.00322198-0.0026383j 0.00789689+0.00668423j -0.0026363+0.00251061j -0.00260165-0.00171478j -0.00541428+0.00178982j 0.000133849-0.00247657j -0.00502685+0.00399008j -0.000322758-0.00626895j 0.000335149-0.00447224j -0.00327589+0.00509485j 5.59329e-05+0.00793574j 0.000591331-0.00344087j 0.00380442+0.000711964j 0.0017493+0.00661533j 0.0020386-0.00537624j -0.00233846-0.00127372j 0.00315142+0.00682316j -0.00424003-0.00246084j 0.000249232-0.0021787j 0.000413773+0.00388647j -0.00562332+0.00229723j -0.00170881-0.00370585j 
0.0016856-0.000350227j -0.00500828+0.00505571j -0.000916521-0.0103085j -0.00574085+0.0007751j -0.00052257+0.000516091j 0.000432667+0.00267647j -0.000442498+0.000277071j 0.000680364+0.00404243j 0.000181755-0.0113052j 0.000731661-0.00122992j 0.00107251-0.00146997j 0.00122898+0.00146554j -0.0013728-0.00389802j -0.00215135+0.00680982j -0.00295763-0.00402554j 0.0027699-0.00228389j -0.00297183-0.000649054j 0.000255918+0.00187139j -0.00130234-0.00211126j 1.67192e-05-0.000501105j -0.00229401+0.00187032j -0.00426443-0.000409278j 0.00316504-0.0037667j 0.00196541-0.00513544j -0.000499301+0.000568357j 0.00109734-0.00105696j -0.00515646+0.00103933j -0.000358424+0.00348894j -0.00218027-0.0019381j -0.0017839-0.00353878j 0.0037114+0.00310811j 0.00460591+0.00470995j -0.00451159+0.00269082j 0.00467269+0.00151366j 0.000849343+0.00478535j 0.00354619+0.009391j -0.00222047+0.000584626j -0.00285668-0.00129119j 1.9036e-05-0.00188278j 0.00180455+0.000200035j 0.00356011+0.00098187j -0.00142888+0.00412078j -0.000291709-0.000443774j -0.00336328-0.00578677j -0.000320874+0.000118753j -0.000297545+0.00954224j -0.0020648-0.00578352j -0.00102212+0.00193177j -0.00287985+0.00155168j 0.0010398+0.0023665j -0.00233726-0.00072043j 0.000171861+0.00506932j 0.00082634+0.00644805j 0.00405833+0.000499024j -0.00256874-0.00168881j -0.00215886+0.0019705j 0.00256024+0.0018873j -0.00128163-0.00203741j 0.00039422-0.00312273j 0.000836054-0.000301259j 0.00433661+0.000415126j -0.00122965-0.00307883j -0.00123334+0.00349937j -0.00586741-0.00472451j 0.00135183-0.00611039j -0.00121631-0.00274183j -0.00764765+0.000801045j 0.00469647-0.00216948j 0.000294128+9.07706e-05j 0.0058154+0.000364356j 0.000196397-0.00339828j 0.00253188+0.00576484j 0.000986685+0.00326731j -0.00104593-0.00140404j -0.000678567+0.00381778j 0.000100282-0.00187112j 0.00665225+0.00253384j 0.00073862-0.0020001j -0.00028247-0.00378466j 0.0031312+0.00346823j -0.00245698+0.00209707j 0.00342844-0.0025244j -0.00185425+0.00244644j -0.00181584+0.00635299j 0.000587928-0.00134238j -0.00394596-0.00126598j 0.0118807-0.0011415j -0.00327303-0.00109359j -0.00482371+0.00430342j 0.00225655-0.000994934j -0.00393543-0.00275215j 0.00195142-0.00445682j 
-0.00266887+0.00395837j -0.00506154-0.00216081j 0.000605119+0.00124255j 0.0092801+0.0015754j -0.00115962-0.000732787j 0.00153938+0.00607679j -0.00223659+0.00194969j -0.00621218-0.00523361j 0.00236718+0.00387488j 0.00305806-0.000515922j 0.00397232+0.00709691j 0.00205117-0.00162282j 0.00466304+0.00189504j 0.00188249-0.00281747j 0.000489351+0.00046531j 0.00154638-0.00190379j 0.00206956-0.00415895j 0.00556763+0.000309029j 0.00279713+0.000340423j -0.000592462+0.00243814j -0.00619287+0.000603045j -0.00277909+0.00381814j 0.00351608-0.000230292j -0.00685468+0.00131926j 0.00276954-3.13492e-05j -0.00141649-0.00175797j 0.00615653-0.00176139j 0.00435493+0.00433381j -1.22295e-05+0.00166488j 0.00320696+0.000427723j 0.00328924-0.000662829j 1.07665e-05-0.0010434j 0.00147987+0.00198917j -0.00559546-0.000592245j 0.00414281-0.00682028j -0.000989927-0.00467897j -0.000758651+0.000939134j -0.000915141-0.00063576j 0.00138409-0.00128507j -0.000409811-0.00375435j -0.000107863-0.00250636j -0.00028626+0.00297376j -0.000388476+0.000620257j 0.00289691-0.00139754j 0.00159586+0.00603037j -0.00226654-0.0023128j 0.00384259+4.10387e-05j 0.000915257+0.00148621j -0.00149772-0.00105534j -0.000790723-0.00397751j -0.00495087-0.00232004j 0.000619987-0.00138206j -0.00465718-0.00290136j -0.00266002+0.000161958j -0.00720154-0.000308363j 0.000535789+0.00540013j 0.00177455+0.00337927j 0.0023953-0.00284067j 0.0041385+0.00113038j 0.00598918+0.00029636j -0.00215783-0.00239958j -0.00255688+0.00330444j -0.00253464-0.00021304j 0.000806259+0.00182754j 0.00279596+0.000804979j -3.80768e-05+0.00025189j -0.00293261+0.00466149j 0.00400224-0.00339703j -0.000116835+0.0007794j 0.00209935-0.00511213j 0.000783842+0.00290898j -0.00208927+0.000132504j 0.00216666+0.000644471j 0.000609168+0.00244666j 0.0016888+0.00175633j 0.00220799-0.00330852j 3.96571e-05-0.00387841j -0.00432611+0.000532699j -0.00313146+0.00375184j 0.00250542-0.00414612j -0.00672603-0.000846565j 0.000380577+0.00191531j 0.00092874-0.00230173j -0.00113677-0.000138128j -0.0038955+5.91792e-05j -0.000588374+0.00834284j -0.00471308+0.00101083j -0.00750834-0.00823566j -0.00442942+0.00495109j -0.00580538-0.0109073j 0.00236801+0.000172678j 0.0016844+0.00380026j 
-0.00460055+0.00376472j -0.00419813-0.00285192j 0.00276236-0.00222858j 0.00159317-0.00111049j -9.20028e-06-0.00243196j 0.00107281+0.00534317j 0.00483996-0.00166012j -0.00213745-0.000488467j 0.00447203-0.000443491j 0.00401621+0.00114105j 0.00730574-0.000191482j -0.0013599+0.00503272j 0.00227187+0.00574927j 0.00183516-0.000651735j 0.00286084-0.00223134j -4.53105e-05-0.00258856j -0.00306224+0.000267594j 0.00157324-0.000266838j -0.00121049-0.0020847j -0.000377333-0.00219944j -0.00202208+0.00371336j -0.000402329-0.00187392j 0.00582039-0.00269677j -0.00208808-0.00214757j 0.00242268+0.00238908j -0.0069193-0.000449804j 0.00610523-0.00527883j -0.00033846+0.0023378j -0.00419194+0.00564929j 0.00107791-0.00728534j 0.00573803-0.00322967j -0.00449924+0.000986087j -0.000741017+0.00115073j -0.00276467-0.00127368j -0.00155913-0.000415281j 0.000461833+0.00188068j 1.52595e-05+0.0016635j 0.000889021-0.00290046j 0.00481099-0.00298877j -4.34653e-07-0.00234934j 0.000313029-0.00411924j 0.00437592+0.000132253j -0.000697369+0.00166858j -0.00287136+9.47608e-05j 0.0011365+0.00513733j 0.00168553-0.00329061j 0.00145279+0.00218559j 0.00156931+0.00117194j 0.000129236+0.000577738j 0.000223242-0.00479524j -0.00477137-0.00269624j -0.003369+0.00235391j 0.000623066-0.00464157j 0.000945387+0.00360559j -0.0037712+0.0008638j -0.00200126+0.0036298j -0.00139326+0.00401619j -0.000725349-0.00221724j -0.00340226-0.00197062j 0.00331706+0.00552073j 0.00280673-0.00495007j 0.00288685+0.00121968j -0.00380004+0.000841035j 0.00233846-8.20634e-05j 0.0076305-0.00428473j 4.11764e-05-0.00098623j -0.00277452-0.00195073j 0.000193879-0.0066088j -0.00239197-0.000255339j 0.00244671-0.006506j 0.0030131+0.000912746j -0.000227944+0.0033512j -0.000208102-0.000638371j -0.00299417-0.00173207j 0.00207417+0.00371614j 0.00469295-0.00667409j 0.00110225+0.00473073j -0.00263848+0.00182474j -0.00024396-0.00048382j -0.000898292+0.00129186j -0.00490457+0.000955767j 0.00174448+0.00163163j 0.00465717-0.00231521j -0.00180896+0.0027102j -0.00148257+0.000519402j 0.00286378-0.00203313j -0.00158002+0.00230971j 0.00278589-0.00293789j -0.00460528+0.00452733j -0.0045009-0.00401109j 0.000107193+0.000774227j -0.00115447-0.000105758j 
0.00300177-0.000133056j -0.00333852+0.00280739j 0.00433023-0.00235483j -0.00257383+0.00275208j 0.00292822+0.00410373j -0.00451837+0.00246377j -0.00249429-0.00266791j 0.0054272-0.00182403j -0.000879162+0.00200987j -0.00293469+0.00255099j -3.82817e-05-0.00285995j 0.00393707-0.00525135j 0.00306888+0.00257535j -0.000875804+0.00115248j 8.06406e-05-0.00223937j 0.00147642+0.00109379j 0.00124547-0.000576445j -0.00395514+0.00393713j 0.00284095-0.00561244j 0.00509939+0.000503829j -0.00259842+0.00475768j -0.000182546+0.0021111j -0.00413402+0.00222469j -0.000597274+0.000433656j 0.000440408-0.00544509j 0.00209674-0.00326194j -0.00288881+0.00609011j 0.000736252-0.00214975j 0.00423248-0.000422251j 0.00217043+0.000328883j -0.00236776+0.000938331j 0.00464584-0.00392045j -0.00350285+0.00551837j -0.00116734+0.000306411j 0.00402029+0.000506679j -0.00115137+0.00248863j 0.00138312+0.00184808j 0.000383405+0.00155088j -0.00548979+0.000926436j 0.00272636+0.00506392j -0.00665909+0.000613913j -0.000108294+0.00208729j 0.00910047+0.00173288j 0.00279837-0.00254522j -0.00163199-0.0110942j -0.00761496+0.00997404j -0.00294166-0.00194993j -0.00139036-0.00125944j -0.0011853+0.00377256j 0.000354752+0.0084301j 0.00241438+0.000543102j 0.00288574+0.00604393j -0.00193347+0.00039083j 0.00751541-0.00157623j 0.00768468-0.000471541j -0.00259798-0.00607686j -0.000869974-0.00182188j -0.00370898+0.000869786j 0.00260707+0.00204416j 0.00103376-0.00663128j -0.00192724+0.000964193j -0.000677678+0.00195609j 0.00568738-0.00305405j -0.000303607-0.00260101j 0.00052548-0.00313236j 0.000200954-0.0032801j -0.00434292+0.00235068j 0.00363612+0.0016758j 0.00355049-0.000528855j 0.000760359+0.00135673j 0.00140463-0.00124029j 0.00055477+0.000633919j -0.000250848-0.00154005j -0.00229173-0.00166654j 0.00238335+0.00317313j -0.00254128+0.00316704j 0.0032786-0.00501737j -0.00095841+0.00409023j -0.000965855-0.000181302j 0.00233404-0.00323398j -0.00269062-0.00120376j 0.00119535-0.00194766j -0.00573304+0.000914951j -0.00092927+0.000628705j -0.00287985-0.000447356j -0.00349411+0.00443383j 0.00327777-0.00555952j -0.0034666-0.0021083j -0.0042297+0.00215434j -0.000700428-0.00626043j 0.0026098-0.00239699j 0.00279199+0.00431314j 
0.00669596-0.00227334j -0.000714898+0.00344972j -0.00303976-0.00285513j -0.00281246+0.00131768j -0.00869704+0.00261553j -0.00391746-0.000916353j -0.00342047+0.00113916j 0.000480682-0.000638176j -0.0050718-0.000291003j 0.000533279+4.70895e-05j -0.00341636+0.00290076j 0.0016231-4.08434e-05j -0.00313918-0.0079404j -0.00414369+0.00374238j -0.0060612+0.00133036j -0.000420922+0.000665362j -0.000752867-0.00378361j 0.00239777-0.000321909j -0.00161536+0.00415924j -0.00301289-0.000172563j 0.0031883-0.00167158j -0.00155409+0.000724853j -0.00231651+0.00102664j 0.00227111+0.000674017j -0.00292037-0.000942201j 0.00404825+0.0010998j -0.00354624+0.00555844j -0.000136997-0.00446437j 0.000159268-0.00479842j -0.000980096+0.00178584j -0.001716+0.00407215j 0.00487408-0.000960307j -0.00147625+0.00214629j 0.00349862+0.00229572j -0.00070376+0.00268045j -0.000972463+0.0027705j 0.00213174+0.00101757j -0.00241441+0.00251246j 0.00104674+0.00369592j 0.0018393-8.65325e-05j 0.00303714+0.0037872j -0.0050953+0.000195896j -0.00446734-0.00303159j 0.00568826-0.000858253j -0.00366379-0.000865889j -0.0017119+0.00819478j 0.000377909-0.00476683j 0.00121705+0.00331245j -0.000631586-0.000753436j -0.00131437-0.000601782j 0.00540481+0.00500769j 0.00253301-0.000268243j -0.0020648+0.00305812j 0.000631084-0.00164505j -0.00432822-0.00287216j -0.0015586+0.00355175j -0.000112314-0.00166684j -0.000540365-0.00159472j 0.00192994-0.00269263j 0.00283764-0.0034077j 0.00183086+0.00316515j -0.00217005+0.000132499j -0.001853-0.000965958j -0.0053593-0.00502966j -0.00332418-0.0010476j -0.00127356-0.0016526j -0.00228932+0.000760821j 0.00255726+0.00140415j 0.0020829-3.85503e-05j 0.00212336+0.00369443j -0.000686645-0.00164168j 0.00162673-0.00206368j -0.00155444+0.00313247j 0.00133685+0.00187184j 0.00302083-0.00261134j -0.00339469+0.00287044j 0.00271666+0.000768032j 0.00349249+0.00371521j 0.000298406-0.00105089j 0.00240522-0.00152085j 0.00287638+0.00149761j 0.00085307-0.000530134j -0.00579175+0.00207965j 0.00121311-0.000200912j -0.00109211+7.2049e-05j -0.00376257+0.00107908j 0.00614339-0.00390691j -0.00160068+0.0032861j -0.00199218-0.00211044j 0.00479202-0.00102376j -0.000123011-0.00314166j 0.00312757+0.000407605j 
-0.000447873-0.000701987j 0.00059205-0.000623401j 0.00195463+0.00253536j 0.00259679-0.00105785j -0.00123765+0.00209779j 5.04851e-05+0.000281654j 0.000893219+0.000842571j -0.00331033-0.000853281j 0.0016725+0.00577838j 0.0060197+0.00374482j 0.000275815-0.00483661j -0.000815474+0.0100676j -0.00277699-0.00141731j 0.0032231+0.00486451j 0.00101382-0.00224657j -0.000491806-0.00386668j 0.0010338-0.000827126j 0.00731778-0.00993131j 0.00302119-0.00727697j -0.00366367-0.000211168j 0.00522734+0.000853153j -0.00398335-0.00247301j 0.000917228-0.000257897j 0.00342125+0.00529899j 0.000709263-0.00206514j 0.00112845+0.00198449j 0.00558619-0.00375494j -0.00179435+0.00190492j -0.000205926-0.00169173j 0.00249575+0.00268521j 0.00197521-0.00202305j 0.00294878-0.00303104j 0.00132655+0.00337491j 0.00164667-0.00136498j 0.00312344-0.00189604j -0.00512663-0.00204874j 0.00270009-0.00255993j 1.81537e-05-0.000525023j 0.00623545-0.000312211j 0.00436091+0.00607703j 0.00207398-0.00262365j 0.000166399+0.000268518j -0.00675531-0.00311314j 0.00413506+0.00111134j -0.00747588-0.00411137j -0.00381935+0.00149257j -0.00372047+0.00615274j 0.00145108-0.000309704j -0.00224617-0.0037217j 0.0022894-0.00220633j 0.0019788+0.00432098j -0.000642597-0.00394135j -0.00137198-0.00145216j 0.00312908+0.00236508j -0.00340058-0.00220913j -0.000100918+0.00616749j -0.00294408-0.00149749j -0.000215544-0.000914622j -0.00280227-0.00199334j 0.00497064+0.0017751j -0.00147502-0.00112738j 9.36346e-05+0.00121907j 5.99636e-05+0.000370229j 0.000356713-0.00130933j 5.08492e-06+0.00424165j 0.000870147+0.00106494j 0.000416743+0.000168725j 0.000159088-0.00380778j 0.000687947+0.000810337j -0.000980411-0.000177713j 0.00152418-0.00258039j -0.00157709-0.0070088j -0.0013358+0.00660926j 7.5054e-05+0.00992954j 7.03828e-05-0.00632407j 0.00144841-0.00306374j -0.0017783+0.00266582j -0.00140145+0.00232813j -0.000454521+0.00283526j -5.45162e-05-1.16282e-05j -0.000145034+0.00115542j -0.000121963+0.00148814j -0.00016906-0.000424225j -0.00210518-0.00259812j -0.000486145+0.00185434j 0.000697842+0.00199771j -0.00220304-0.000535112j -0.00126623-0.00135109j 0.000158872-0.000321097j -0.000855905-0.00206153j 0.00166995+5.32161e-05j 0.000195997+0.000855848j 
