0.0113492+0.0182502j 0.0488738-0.0196268j -0.03002-0.0691049j 0.023707-0.0143672j -0.0252157+0.0268818j -0.0244031-0.00239096j -0.0219505-0.00254271j -0.0390877-0.0197354j 0.0137302+0.0214884j 0.0602385-0.0153909j 0.0842029-0.0083555j -0.0478581+0.0548488j 0.0177968-0.054565j -0.000270364+0.0665226j -0.044942+0.0387742j -0.0702543-0.017314j -0.038093-0.0236139j 0.00762269-0.0394802j 0.0513104-0.0441012j -0.00639149+0.0304629j 0.0534511+0.00113951j -0.0224441-0.0580385j 0.0280958+0.0412367j 0.0677405+0.0146652j 0.0425624+0.00357563j -0.0695364+0.0715395j -0.0530451-0.120733j -0.0223538+0.0318774j 0.0595863+0.0394887j -0.0669446-0.0369325j 0.0450175-0.0207035j -0.0332068-0.012932j 0.0319908+0.0227584j 0.0100904+0.0138633j 0.044985+0.0324969j 0.0232838+0.0335888j -0.0131046+0.0167441j 0.12521+0.0151133j 0.0148159+0.0148407j 0.0599274-0.0261005j 0.0117672+0.0094755j -0.0214636-0.0151125j -0.0352788-0.0153933j 0.0514164-0.0207777j -0.0522888+0.00291102j -0.15213+0.0673849j 0.0332262-0.0349844j 0.0628637-0.0648577j 0.00355773-0.0216482j 0.0838721+0.0176159j 0.0279235+0.06201j 0.0398086-0.0157694j 
0.00393259+0.000245765j 0.000190844-0.000896932j 0.00208333-5.69642e-05j 0.000149636-0.00968264j 0.0115834+0.00390619j 0.00447393-0.0100962j 0.00318735+0.00116825j 0.00286043+0.00731784j 0.00484181-0.00933668j 0.00890915+0.00300335j 0.0123675+0.00479781j -0.00583175+0.00171982j 0.00366989+0.0042612j 0.0150299-0.0120158j -0.0105039+0.00717171j 0.00564637+0.00307048j -0.00816781-0.00731895j 0.00912756+0.00411193j -0.000199854+0.00712693j -0.0134877-0.00514104j 0.00432112-0.00815961j 0.00516987-0.00246527j 0.00153426+0.00236508j -0.00879961-0.000357992j 0.0105917+0.00273746j 0.00476463-0.00457547j -0.00539402+0.00214168j 0.00448029+0.0129687j -0.000681194+0.00243428j -0.00840378-0.00502522j -0.00367561+0.00029916j -0.00113501-0.00257725j 0.00268767+0.00846524j 0.0165415+0.0121641j -0.00347756-0.00312474j 0.00248446-0.00220573j 0.00169491+0.000109105j 0.00694872-0.0052345j 0.00330842+0.00137594j 0.0024096+0.00419444j -0.00160833-0.00503401j -0.00579113-0.00735014j 0.00393345+0.00147098j 0.00244561-0.00145193j -0.00657767+0.000746643j -0.00666283-0.0022076j 0.00773647-0.00379517j 0.000514595-0.000468308j 0.00750809-0.00616554j 0.00261126-0.00338991j 0.00147063-0.000601649j -0.000219322+0.00286293j 
0.00013076+0.00169088j -0.00123189+0.00145674j -0.00633416+0.00277563j -0.00486297-0.00310563j 0.00278499+0.00325208j -0.000482644-0.00443886j 0.00291939-0.000936295j 0.0109839-0.00117726j -0.00386327-0.00933953j 0.00987498+0.00585149j 0.00533798+3.71015e-05j -0.00384822+0.00338781j 0.00605881+0.00208296j 0.001689-0.00964853j -0.000263794-0.000249528j 0.00751112+0.00309482j 0.00679714+0.000681521j 0.002664-0.00284054j 0.00291964+0.000246942j 0.000912906-0.00509871j 0.00434917-0.00574911j 0.00543965-0.00160578j 0.000446173-0.00128982j -0.0017132+0.00836035j 0.0108538-0.00253652j 0.000444753-0.000111133j -0.0024882+0.00423097j 0.00530361+0.0097281j 0.00277693-0.00215818j -0.0078716-0.00149628j 0.000767501+0.00272687j 0.00530261-0.00205149j -0.00172304+0.00313929j 0.00972986+0.0115555j -0.000624812-0.00546062j 0.00144424+0.00504664j -0.000186585+0.00604084j 0.00161574-0.00895633j 0.00507145-0.00801419j -0.000945829+0.000777345j 0.000261543-0.00753462j -0.00823786-0.00473801j 0.00304433-0.003938j -0.00258619+6.76245e-05j -0.00630499-0.000385601j -0.00519625-0.00222121j 0.000419153-0.00158295j -0.00271871-0.000989844j 0.00413393-0.00356055j 0.00117611+0.000387362j 0.00214986+0.000437524j -0.000382414+0.00115101j 
-0.00540801-0.000306901j 0.0006228-0.00132317j -0.00302578-0.00131768j -0.0017587+0.00615191j 0.00283789-0.00012443j -0.00463086-0.00171204j 0.00536648+0.00531544j 0.0033994-0.00265512j 0.0014399-0.00274164j -0.000405088+0.000745409j 0.00159825-0.00862558j 0.00582672+0.00384677j 0.00570048+0.0019254j -0.0116234+0.00278909j 0.000824158-0.00909383j 0.0104017-0.00530775j 0.00331277-0.000354888j 0.000304117-0.00494742j 0.0118054-0.00201443j 0.00343094+0.0063804j -0.0026554+0.00190089j -0.00102258+0.000560187j 0.00685652+0.000657838j -0.0060783+0.00343949j 0.00956335+0.00116691j -0.00462426+0.00142563j 0.000233288-0.00527271j 0.00547765+0.00863748j -0.00737608+0.0103885j 0.00672367-0.00338045j 0.000688418-0.00396283j 0.000315626+0.00309841j -0.00178416-0.00207114j -0.00144967-0.00210707j 0.0100768+0.0012522j 0.00229843+0.00330513j 0.00124632+0.00545152j -0.00246784-0.00329109j 0.00257538-0.000666858j 0.000508057+0.000135712j -0.00269651-0.00584999j 0.00186392-0.0014258j -0.00219757-0.00131874j 5.54023e-05-0.000679663j -0.00222609-0.00337583j -0.0050795+0.00548007j 0.00344905+0.00536694j -0.00107632-0.00047346j -0.00343604-0.00267545j 0.00113268-0.00842109j -0.00152801+0.00316826j 0.00105227+0.00764183j 
-0.000171396+0.000111638j -0.00138046-0.000215157j -0.0119487+0.00267826j -0.0109917+0.00795688j -3.45614e-06+0.0030011j -0.0106691+0.00548917j -0.00490106+0.00388391j 0.00669204-0.00306181j -0.00323638+0.00297955j 0.00188695+0.00936036j -0.00788636-0.00713872j -0.000458475+0.0051214j 0.00371563-0.00757606j -0.00628229+0.0015115j 0.00447033-0.010301j 0.00453467+0.00617532j 0.0172753+0.0168662j 0.00160865-0.0110087j 0.0103644-0.00521953j 0.00855158+0.00780765j 0.00587206+0.00305983j 0.000585056-0.0048346j 0.00426108-0.00238229j 0.00437757+0.00390577j 0.00690815-0.00278838j -0.00401258+0.00125818j -0.00277084+0.00149146j 0.00275618-0.000352534j 0.00710027+0.00150806j 0.000970557-0.000502185j 0.00424369+0.0151147j 0.010404-2.26137e-05j 0.000505857-0.00719948j -0.0011698+0.0026718j -0.00264534-0.00619861j -0.00318444+0.0182908j -0.0088284+0.0198024j 0.00338051-0.0041367j 0.000386708-0.0148854j -0.00562218-0.00735464j 0.00142915-0.00380323j -0.00258353+0.00102934j 0.00113644-0.00153501j -0.00220168+0.00916109j -0.0040004-0.0032532j -0.00273947+0.00258799j -0.0090297-0.000788491j -0.0023382+0.000660801j -0.00202262+0.00343089j -0.000977552+0.00107093j 0.00289211+0.00117636j 0.00074233-0.000586077j 
0.00139646-0.00314665j 0.00194415+0.00160814j -0.00472834+0.00108019j -0.00746925+0.00117815j 0.00817678+0.0046819j -0.00353848+0.00231764j -0.01228-0.00440534j -0.0015706+0.00581831j 0.00540406+0.0020298j 0.00231046+0.00898921j -0.00165322+0.00113069j -0.0142606-0.00360965j -0.00239913-0.00796638j 0.00777387-0.000161586j -0.00353978+0.0124544j -0.00594514+0.0090751j 0.00233868+0.00407272j 0.00242882-0.00121583j -0.00796075+0.00643755j -0.00849274-0.000157924j 0.0108483+0.00398577j -0.00219565+0.00228189j 0.00625471-0.00529968j 0.00688218-0.00562909j -0.00206982+0.0032096j 0.0069556-0.00188552j 0.00219614+0.00192544j -0.00917572-0.00649447j -0.00355569-0.00536362j -0.00400047+0.00201578j 0.00152421+0.01136j 0.00382011+0.00508917j 0.0133572+0.00355395j 0.000866879+0.00880164j -0.00968803-0.00901758j -0.00734969+0.00599783j -0.00767628+0.0121063j 0.0075736-0.00821568j -0.00585806-0.00486794j -0.00541873-0.00256332j 0.00435536+0.00716119j 0.00720922+0.00449004j 0.00224774-0.00304474j 0.00696978+0.00691671j -0.00352338-0.00508564j 0.00829293+0.00225371j 0.00312216-0.00369728j 0.0082603+6.23553e-05j 0.00678604-0.00167389j 0.000955314+0.00305096j -0.00174457-0.00168747j 0.00239737-0.000747043j 
0.00493422+0.00252058j -0.00558891+0.00533901j 0.00116645+0.00067314j -0.00439453-0.00242558j 0.000728889+0.00678599j 0.0102169+0.00226306j -0.00556144-0.00617696j -0.00273279-0.00185474j -0.00399309-0.00104983j 0.000537051+7.98378e-05j -0.00195761+0.0109904j -0.00346025-0.000922872j -0.00721973+0.00012577j 0.00230185-0.00281369j 0.00506536+0.00241235j -0.0017871-0.00142931j -0.00357743-0.000425074j -0.00456567+0.00145438j -0.00314966-0.00548894j 0.00176194-0.00307623j 0.00648711+0.00166421j 0.00437189-0.00920731j -0.00446017-0.00838912j 0.00532563+0.00674681j 0.00432604-0.00327184j -0.00171868+0.00253889j 0.0020958+0.0030304j 0.00525086-0.00773733j 0.0112395-0.0143309j -0.00637242+0.00501704j 0.00472562-0.00338875j -0.00257608-0.00257265j -0.00119212-0.00276753j 0.00219913-0.00913081j -0.00756151-0.00606046j 0.00215838-0.000660486j 0.00775182+0.000548609j -0.0024116+0.00200894j 0.00450998-0.00721997j -0.00298831+0.00664946j 0.00375606-0.00466133j -0.00633426+0.00227327j -0.000966594+0.00202644j -0.00962759-0.00279015j 0.00283439+0.00813862j -0.0020397-0.0054589j -0.0105953-0.00292029j -0.000565558+0.00459189j 0.000508737+0.00374604j -0.00584567+0.00288487j 0.0047146+0.00106077j 0.000850857-0.0021639j 
-0.000338785-0.00163488j 0.000926696-2.17219e-05j -0.000970437+0.00168116j 0.00408115+0.000406116j 0.00201196-0.000864885j 0.000621466-0.00381885j 9.30603e-05-0.000973325j 0.00159812-0.00128023j -0.000432416+0.000556598j 0.00128632-0.00152172j -0.00121877-0.00266698j 0.00187625+0.0024904j 0.00328823+0.000645819j -4.64816e-05-0.000423428j -0.00331666+1.0763e-05j -0.00171741+0.00166425j 0.00025675-0.000506571j -0.00163048+0.00103785j -0.00178931+0.00329228j -0.000776413+0.00108443j -0.00288905-0.000247745j 0.000226236+0.00332437j -0.000361115+0.00297336j 3.8303e-05-0.000700434j -0.000174662+0.0013204j 0.00116142-0.00184168j 0.0010376-5.0631e-05j -0.00205009+0.00281272j -0.00396591+0.00216121j 0.00322062+0.00222498j 0.000291056-0.00145267j -0.00217554+0.00514328j 0.00229162-0.000412769j -0.00062212+0.00475001j 0.00111877+0.00149417j 4.07894e-05-0.00121504j -0.00153033-0.00287726j -0.00264091-0.00254247j -0.000950743+0.00381225j 0.000200824-0.000985806j -0.000528018+0.000989323j 0.00208142-4.7118e-05j 8.49989e-05-0.000235387j 0.00238344-0.000103027j -3.58553e-05-0.00308557j 0.00194456+0.00120141j 0.00384721+8.75629e-05j 0.00233397-0.000676602j 0.00144869-0.00240957j 0.00156625-0.000293087j -0.00152277-0.000919298j -0.00122959+0.000346571j 
0.00110659-0.00179005j 0.00414091-0.00187494j -0.0036978+0.00580894j 0.0136346-0.0061731j -0.0147887-0.00839836j -0.00836673-0.00691629j 0.00818414-0.00550011j 0.0118992-0.0115001j -0.0151973-0.000463259j 0.00149853-0.00709262j -0.00455341-0.00928369j 0.00713592+0.0103528j 0.0132919+0.00547452j 0.00419756-0.00359431j -0.00844056-0.00748703j -0.000293336+0.00543845j 0.00897131+0.00404536j -0.00369466-0.00212198j 0.0015034+0.0053498j 0.00525883-0.000885754j -0.0125781-0.00755536j -0.00183238+0.00805179j -0.00727313+0.00796822j -0.00627117+0.00324916j -0.00190828-0.000256476j 0.0025887-0.00432564j 0.00253902+0.00267059j -0.00642674+0.0077552j 0.000506631-0.000855068j 0.000395518+0.00680816j -0.000834223-0.000387077j -0.00779288+0.0003935j -0.000144262+0.000416506j -0.0032203+0.0127353j 0.00473311+0.00687933j 0.00332666-0.00393798j -0.00376965-0.0140079j -0.00635644+0.00447993j 0.00203986+0.00696678j 0.00216501-0.000500961j -0.00393663+0.000779456j -0.00585026-0.00143882j 0.00171958-0.000963938j 0.00286921-0.00076831j -0.00332772-0.00439166j -0.00121762-0.000515295j 0.00212332+0.00525101j 0.00334171-0.00668696j -0.000519691-0.00204101j 0.00114826+0.00240553j -1.69028e-05-0.00247924j -0.00323343-0.0043308j 
0.00437327-0.00263713j 0.00840791-0.00315897j 0.00971684-0.000250854j 0.00267489-0.00404735j 0.00762915-0.0132673j -0.00982984+0.00780433j -0.00191094+0.0147079j -0.00978635+0.00122741j 0.0069471+0.014903j -0.00559053+0.00133528j 0.00575243-0.000491991j -0.00259247-0.0055603j -0.00412765-0.00955249j 0.00102102-0.00266364j -0.00169938-0.00766157j -0.00124048+0.00530368j -0.0109016+0.00365194j -0.00212824-0.00796091j 0.00294815-0.00386512j -0.000376509+0.00652215j 0.00818959-0.000787594j 0.011065-0.017614j -0.000139041-0.00504673j 0.00399067-0.00569889j 0.00127742-0.000424493j -0.000257088+0.0109108j 0.00164721-0.0123682j -0.000606552+0.00483323j 0.00185464+0.00850901j -0.00305223-0.00227152j 0.00107469-0.00150116j -0.00212365+0.00154103j 0.000719976-0.000801596j 0.000202674+0.00117009j -0.000373615+0.00250236j 0.00195447+0.00876579j 0.00209308+0.0064899j 0.00628492-0.000954136j -0.000220893-0.00753162j 0.0063974-0.00363519j 0.000467268-0.0027909j -0.00458308-0.00285624j -0.00236526-0.00286933j 0.00134987-0.00323376j -0.00387402+0.00135448j -0.00784399-0.00129763j -0.0030732-0.00340063j 0.00656274+0.00556956j 0.00305718+0.00381247j -0.00096201-0.00100308j 0.00817439+0.00401681j 0.00413531-0.00370138j 
0.000448135+0.00322273j 0.00547693-0.00551546j 0.0065244-0.00678122j -0.00572654-0.00487794j -0.0140108-0.0086652j -0.0110774+0.0136198j 0.00176157-0.00346214j 0.00515139-0.000517104j -0.00689543-0.00332653j -0.0134001+0.00309507j 0.00381543+0.00401942j -0.00183598-0.0066532j -0.0032777+0.00110343j 0.00860289+0.00127022j 0.00545549-0.00649874j 0.00722686-0.00280042j 0.00751991+0.00446636j 0.00567347-0.00525994j 0.00167197+0.0006594j 0.000949393-0.00461539j 0.0008937-0.00282108j -0.00413414-0.00403917j -0.00685376-0.00423583j -0.00181624+0.00253857j -0.00703997-0.00624153j 0.00818218-0.00131804j 0.00498525+0.00170042j -0.00549589-0.00148299j 0.000871377-0.0121517j -0.000710354-0.000376545j 0.00115902+0.0124743j -0.00389623-0.0173936j 0.00164027+0.00773509j -0.00289061+0.00394449j -0.0104524-0.00483958j 0.00554589-0.00576405j 0.00358875+0.00114647j -0.00122465+0.00705421j 0.00513108-0.00702393j -0.00249866+0.00306704j 0.00329619-0.00247205j -0.00932906-0.00360287j 0.00642062-0.0018106j -0.00477283-0.000714871j 0.00267845+0.00136561j 0.000275253-0.00910429j -8.13268e-05-0.00558195j 0.00116746+0.000656299j -0.00533236+0.00907105j -0.00413506-0.00969618j 0.000721262-0.00115406j 0.00372746+0.00186989j 
0.00271142-0.00202143j -0.00406667+0.00130359j 0.00030779+0.00254533j 0.00316815+0.00292255j 0.0122771+0.00305069j 0.0085226-0.0047722j -0.00102493+0.0109104j -0.00940257+0.00408948j 0.00656287+0.00682678j 0.00602889-0.00321168j -0.00133855-0.000664858j 0.00174593+0.000307293j -0.00390357-0.000378445j -0.00829932-0.00204387j -0.000179702-0.000212633j -0.00139956-0.000846453j -0.0076502-0.00289896j -0.00273907+0.00239137j 0.000136719-0.00260408j -0.00212458+0.00425696j 0.000593089+0.0019438j 0.00741416-0.00267111j 0.0034033+0.000719862j 0.000994122-0.00325544j 0.00518235+0.00315274j -0.00478115+0.00245944j -0.00463802-0.00244282j 0.009342+0.00286186j 0.00384974+0.0123466j 0.000481659-0.00471354j -0.000928243-0.0087361j 0.00416682+0.00965931j -0.00274223-0.008024j 0.00225281-0.00487582j 0.00511795+0.00463021j -0.0014778+0.00700726j -0.000574225+0.000359339j 0.00537507-0.00412531j -0.00174928+0.00158644j -8.37557e-05-0.00516402j -0.00205494+0.000887879j 0.00103281-0.002622j -0.0049785+0.00111209j 0.00169612-0.00229953j 0.000257748+0.00406167j -0.00268499+0.00320497j -0.00377895-0.000934513j -0.00419428+0.00399241j -0.000282551-0.000744579j 0.00120493+0.000519858j 0.0016281+0.00162097j -0.00144579+0.000220524j 
-0.00767508+0.00222003j 0.00165624-0.00200209j 0.00253394-0.00713573j -0.00806719+0.00221535j -0.0048122+0.000670986j -0.00565739+0.00769863j 0.00158703+0.000541546j 0.00186024+0.00407586j 0.00659189-0.00721703j 0.00110856+0.00229971j 0.00506321-0.00514903j -0.00105062-0.000427467j -0.000580252-0.00201847j -0.00155513+0.00552065j 0.00279257+0.00088232j 0.0034661-0.0062932j -0.00215014-0.0076759j 0.00078544-0.000483847j 0.00208866-2.53416e-05j 0.00107169+0.00363142j 0.00298306+0.000491124j -0.00215744+0.000746995j 0.0030976+0.00178972j -0.00179272+0.000823488j -0.000813708+0.00140642j -0.00402934-0.000540356j -0.00268471-0.00180559j -0.000585461+0.00125512j -0.00376647+0.00288444j -7.65676e-05-0.00507775j -0.00117386+0.00299804j -6.14797e-05-0.00704293j -0.00276133+0.00793767j -0.000372212-0.00308879j 0.00100022-0.000362037j -0.00115266-0.00406626j 0.00025386+0.00256954j 0.00128609+0.000649336j -0.000570474+0.00339952j 0.00555012+0.000136815j 0.00170675-0.00130465j 0.00478554+0.000899696j -0.00252435+0.000407211j 0.00227348-0.000285669j -0.000960093+0.00114141j -0.00260394+0.00330133j 0.00565643+0.00186091j -0.0015359-0.00191664j -0.00138148-0.00282048j 0.00522376-0.00347077j -0.00359573+0.00337414j 0.000561007+0.00337211j 
0.0100523-0.00277887j 0.00186896-0.00168856j 0.00484094+0.00581959j 0.00685236-0.00237533j 0.00106681-0.0044396j 0.000906287-0.00266725j 0.000249082+0.00600773j -0.00308713-0.00702148j -0.0109178+0.00775327j -0.00958566-0.00015638j -0.00586945+0.00387083j 0.00410468-0.00420757j -0.000792465+0.00442615j 0.00722417-0.00856744j 0.000225555-0.0063962j -0.00207504+0.00615055j 0.00289386+0.00916603j 0.00469379-0.00275163j -0.000909332-0.0020822j 0.00198518-0.00400415j -0.00478592-0.000308989j 0.00381683-0.00326786j -0.00748358-0.00622466j -0.00169525-0.0025061j -0.000754303-0.00402079j 0.00607024+0.00160801j 0.010244+0.00133151j -0.00065229+0.00131437j 0.00270619-0.00508762j 3.01026e-06+0.00531163j 0.000452934-0.000356187j -0.000451264+0.00154123j 0.00586977-0.0107023j -0.00162075+0.00137603j -0.00467408-0.00133773j 0.00709474+0.0024147j 0.0018178-0.0042998j -0.00266059+0.00481594j 0.00357178-0.00578305j -0.00578578-1.52474e-05j -0.00123949+0.000679015j -0.00982602-0.000151189j 0.00707474-0.00251882j -0.00706831+0.000678315j 0.00141497+0.000108459j 0.000524368-0.00557482j -0.00565534-0.00135756j 0.000844827+0.00350541j -0.0029023+0.010149j -0.00887091-0.00223033j 0.00532517-0.00326586j 0.000472192-0.00313324j 
0.000814115+0.00205772j -0.00447308+0.00257972j -0.00803753-0.00107871j 0.00322827+0.00441662j 0.00578378+0.00510516j 0.00431096-0.0115838j -0.00148708-0.012039j -0.00338187-0.00233913j -0.00112075-0.0016362j 0.0069323-0.00312568j 0.00424558+0.00640337j -0.00483476+0.0030282j 0.00319771-0.00212769j -0.00423879+0.0041672j -3.69033e-05+0.00764423j -0.00413232-0.00414398j -0.00117729+0.00182557j 0.00172099-0.00127016j 0.00586425-0.00245575j -0.00241206-0.00219873j 0.00334495+0.00478339j -0.00613252-0.00116606j 0.00316752+0.000857398j 0.00889422+0.00656117j 0.00514717+0.000390051j -0.00152061+8.00456e-05j -0.00746215-0.00782949j 0.00281692-0.00091258j 0.00186496-0.00352764j -0.00248417+0.0009331j 0.00241359-0.00293926j -0.00120251-0.0023329j 0.00302593+0.00280346j 0.00480368-0.00299145j 0.00262447-0.0019971j -0.000447085-0.00230069j 0.00602349+0.0049972j 0.00455341-0.000917688j -2.97005e-06+0.00089841j 6.31225e-05+0.00542029j 0.00171205-0.00159408j 0.00238817+0.00242629j -0.00481741-0.00468414j -0.00102102+0.000448239j -0.000750242-0.00460765j -0.00573753+0.00272385j 0.00100715-0.00301899j 0.00347803-0.00465504j 0.00358986-0.00556811j 0.00353373+0.00619996j 0.000504251+0.00221767j 0.00122304+0.000651298j 
-0.00520956+0.00276039j -0.000551829-0.00254324j -0.00679595-0.00996838j -0.00446519+0.00985902j 0.00362611+0.00661426j -0.00520908-0.00733425j 0.000803962-0.0101696j -0.00466015-0.00361831j 0.00381987-0.00491667j 0.00681709-0.00318573j 0.00842559+0.0015561j -0.0057619+0.00184669j 0.00362727-0.00413966j -0.00211308+0.011074j 0.00432347+0.0102173j -0.00479765-0.0150261j -0.00561021-0.00477269j 0.00685001-0.00740709j 0.0112664-0.00227965j 0.00321643+0.00711324j 0.00524598+0.00918547j -0.00866416-0.00218344j 0.00832389-0.00037414j 0.00986314+0.00845127j 0.00688916+0.00101674j -0.00411897-0.0037733j -0.00442095-0.0202479j -0.000984478-0.00117975j -0.00382735-0.000138196j -0.00272988-0.00552188j 0.00465786-0.00130747j -0.00668677-0.0113227j 0.00978544+0.00765239j -9.62692e-05-0.00986597j 0.00179988-0.00286013j 0.00406803-0.00668205j 0.0085909+0.0123932j 0.0115864+0.00781281j -0.0013395+0.00231347j 0.00698749+0.0104749j 0.00519433-0.00396812j 0.00863649+0.00532771j -0.00616787-0.00806217j 0.000194764-0.000727431j -0.00378757-0.00751242j -0.0123975+0.0109419j 0.00929972-0.000836441j 0.00574714-0.00819913j -0.00107491-0.00494434j 0.0114056+0.00208142j -0.0029781+0.00773485j 0.00136388+0.00351347j 
-0.00423828-0.00309254j 0.00506668-0.00508589j 0.00705549-0.00670226j -0.0105898+0.00334256j -0.00187289-0.00678717j -0.0008185+0.00888821j 0.0069021+0.00981377j 0.00589231-0.002148j 0.00583605+0.00239897j 0.00452062+0.00353599j -0.00527143-0.00341774j -0.000447677+0.000711304j 0.000233372-0.00372728j 0.00713978-0.00385593j 0.00385147-0.000330079j -0.00364584-0.0040744j -0.00609651-0.00529765j 0.00480719-7.00136e-05j -0.00379194+0.0039484j 0.0111518+0.0131712j -0.000257579-0.0053016j 0.0115488-0.00579464j -0.000812859-0.00436066j 0.00236308-0.00314117j -0.0046469+0.00361979j 0.0019588-0.00125351j 0.00249105-0.00438795j -0.00488384+0.00264641j -0.00219892+0.00846269j 0.00385576+0.00371444j -0.0011725+0.000193367j -0.00167563-0.00204498j 0.00299928+0.00491885j -0.00155424-0.00131735j -0.00403773+0.00172182j -0.00147952-0.00125543j -0.00160214+0.0057877j -0.0065976+0.004444j -0.00283546-0.00523236j 0.00368568+0.00137774j 0.000133991-0.000332896j 0.00383638-0.0030155j -7.96436e-05+0.00140598j -0.00111898-0.00517155j 0.000946766-0.00108265j 0.000580276+0.00561335j 0.0022756+0.00644512j -0.000221712+0.00431046j 0.00457731-0.00263402j 0.00588523+0.00724127j 0.00381265+0.000879875j -0.00297733-0.00834697j 
-0.00055654+0.00724393j 0.00391708+0.00490765j -0.00781901+0.00359135j 0.00294438-0.00818829j -0.000782114+0.00946655j 0.00012108-0.00405924j -0.00968019-0.00602485j -0.00574157-0.00603078j -0.00498012-0.00466328j -0.010852+0.00227386j 0.00445178+0.00112443j 0.00527848+0.00331202j -0.00494968+0.0130227j -0.0147469+0.00289689j 0.0120754-0.000293248j 0.00110563-0.00108385j -0.00478617+0.0069956j -0.0114232-0.00574734j 0.00414771-0.0118281j -0.0109201-0.0078934j -0.00548212+0.0079354j -0.00282701-0.00101914j -0.0071142+0.00544818j -0.0156995+0.00143955j 0.0111486+0.00354424j -0.00501851-0.00211249j -0.00293557+0.000208406j -0.00910874+0.00514865j -0.004173-0.00942109j -0.00549238-0.00801384j 0.0019536-0.000783553j -0.00419682+0.00666283j -0.000946593-0.00951938j -0.000211937+0.00268882j -0.00335647-0.0158795j 0.00293342+0.00596559j -0.00220591-0.0151908j 0.00764142-0.00340549j -0.0010605+0.00729762j 0.00122641+0.00165925j 0.00513466-0.00919471j -0.00504791+0.00770902j 0.00307508-4.71558e-05j 0.00152574-0.00327326j -0.000409119+0.000872782j -0.00650758-0.0128947j 0.00307148+0.00723741j 0.00549169-0.00279095j -0.00880739+0.00442013j -0.00357791-0.0126235j -0.00255212+0.00386293j 0.00186167+0.00330581j 
0.00524739-3.04444e-07j -0.00578197+0.00339915j -0.00169713+0.00954151j 0.0195013-0.00122717j 0.00532943+0.00676616j -0.00408908-0.00758439j -0.00516837-0.00739974j -0.00737856+0.00239915j -0.00410125-0.00718004j -0.00518808-0.00187608j 0.00575824-0.00233987j -0.00137074-0.00262774j 0.00292165-0.00728584j 0.000288817+0.00342154j -0.0178413+0.00408767j 0.00579571+0.00420863j 0.0118418-0.00222845j 0.0005652+0.00794654j 0.00187251+0.00471369j -0.00571226-0.0106347j 0.00351705+0.00380919j -0.02199+0.00971811j 0.00480856+0.00216413j 0.00473819+0.00414618j 0.00297321-0.0077625j -0.00547147+0.00572975j 0.000325225+0.00453233j 0.0142834-0.0040587j -0.00141598-0.00594975j -0.00129408+0.00240483j 0.00122997-0.00136396j -0.00151424-0.000615113j 0.00313355-8.19675e-05j 0.00117292+0.00182155j 0.00902257+0.0122132j 0.00131745-0.00258968j 0.00198779-0.000409553j 0.00506342-0.00802374j 0.00386646+0.00135125j -0.00247957-0.00353923j -0.00122972+0.00955712j -0.00173532+0.00219272j -0.00299701-0.000374459j 0.00409803+0.010591j -0.00586769+0.00437228j -0.000134465+0.00311106j 0.00346659-0.0135476j 0.00345229-0.00439597j -0.00557151+0.00296888j -0.00601313-0.0102808j -0.00723229+5.60778e-05j 0.00443415+0.0130311j 
-0.00142042+0.00224789j 0.000570831-0.000271406j 0.00043736+0.00449929j 0.00753479+0.000780564j 0.000426168-0.00213411j 0.00442999+0.00207768j -0.00547015-0.000977828j -0.00851453-0.00681098j -0.00173664+0.00109545j 0.00369737-0.00238682j 0.00314952-0.00519984j -0.00818343-0.00234384j -0.00250353-0.00663523j -0.0111977+0.0117062j 0.010842-0.00823841j 0.00357404-0.00418853j 0.00385573-0.00676702j -0.00530579+0.0085378j -0.00655389+0.00556035j -0.00658533-0.0160867j -0.00708706-0.00320806j 0.00546774-0.00316043j -0.0117259-0.00194946j 0.00850205+0.00284038j -0.00203947-0.00163602j 0.00387676-0.00302373j -0.00409955+0.00199926j 0.0116685+0.0100438j -0.00856678+0.00575964j -0.0065994+0.0111918j -0.00428041+0.00500452j 0.00234022-0.00491806j 0.00817474-0.00593033j 0.0175505+0.000632974j 0.00032079-0.000848492j -0.0010539+0.0018036j -0.00224835-0.00346855j -0.00202101-0.00560814j 0.00170634+0.00248169j -0.00366312-0.00338828j 0.00398084+0.00295123j -0.00682211+0.00677664j -0.0190029-0.00621086j -0.00138702-0.00202954j -0.00139559+0.0115669j -0.00177485-0.00324703j 0.00198672-0.00638504j 0.00154127+0.000969076j -0.0014931-0.00474967j -0.000885036-0.00366757j -0.00247961+0.000882137j 0.00143091+0.00277071j 
