0.0113492+0.0182502j 0.0488738-0.0196268j -0.03002-0.0691049j 0.023707-0.0143672j -0.0252157+0.0268818j -0.0244031-0.00239096j -0.0219505-0.00254271j -0.0390877-0.0197354j 0.0137302+0.0214884j 0.0602385-0.0153909j 0.0842029-0.0083555j -0.0478581+0.0548488j 0.0177968-0.054565j -0.000270364+0.0665226j -0.044942+0.0387742j -0.0702543-0.017314j -0.038093-0.0236139j 0.00762269-0.0394802j 0.0513104-0.0441012j -0.00639149+0.0304629j 0.0534511+0.00113951j -0.0224441-0.0580385j 0.0280958+0.0412367j 0.0677405+0.0146652j 0.0425624+0.00357563j -0.0695364+0.0715395j -0.0530451-0.120733j -0.0223538+0.0318774j 0.0595863+0.0394887j -0.0669446-0.0369325j 0.0450175-0.0207035j -0.0332068-0.012932j 0.0319908+0.0227584j 0.0100904+0.0138633j 0.044985+0.0324969j 0.0232838+0.0335888j -0.0131046+0.0167441j 0.12521+0.0151133j 0.0148159+0.0148407j 0.0599274-0.0261005j 0.0117672+0.0094755j -0.0214636-0.0151125j -0.0352788-0.0153933j 0.0514164-0.0207777j -0.0522888+0.00291102j -0.15213+0.0673849j 0.0332262-0.0349844j 0.0628637-0.0648577j 0.00355773-0.0216482j 0.0838721+0.0176159j 0.0279235+0.06201j 0.0398086-0.0157694j 
-0.042292+0.042454j 0.0776253-0.019169j -0.164963-0.0228921j -0.089981+0.0182281j 0.0217135-0.0121002j -0.204077-0.0514872j -0.0939265-0.000234463j 0.0106166+0.0576999j 0.0625159+0.0474222j -0.0475106+0.00338484j 0.0895439-0.0727933j 0.160796-0.127603j 0.038677+0.111836j 0.0468979+0.0540651j 0.0857034-0.12698j -0.0666693-0.0297127j -0.0482329-0.121829j -0.09881-0.0821566j -0.00634013-0.0676696j -0.128183-0.22302j 0.0142825+0.166717j -0.0684964+0.0109546j -0.0341325-0.0078349j -0.0701985-0.0616601j 0.027274-0.0475023j 0.0513639-0.0130666j 0.0929663+0.0434225j 0.00813324+0.10297j -0.0631026-0.046089j 0.0774978-0.0283091j 0.0388511+0.121824j -0.0122723+0.0140195j -0.031406+0.0661363j -0.00895067-0.0606955j 0.130978-0.158469j 0.188496-0.205855j -0.129188+0.0547479j -0.071797+0.01955j 0.11988+0.294747j -0.0328498+0.0944529j -0.0774812-0.199174j -0.036872+0.00610125j 0.0421113-0.0760852j 0.0610413+0.0910322j 0.00822541-0.0469441j 0.00913978-0.0281852j 0.0728304-0.0709736j 0.0189645+0.00116508j -0.0483568+0.0348235j -0.0616024-0.0699165j -0.0430004+0.00405463j 0.0147779+0.0683538j 
-0.00357521-0.0347604j 0.0207097+0.0393303j -0.0956785-0.0254182j -0.157011+0.025578j 0.00118232-0.0676472j -0.0583052-0.0348561j 0.0234399+0.0628015j 0.0492541+0.0179783j 0.0666492+0.147192j 0.118725+0.0636074j -0.0544516-0.0223045j 0.038028-0.0409914j 0.020099+0.0387577j 0.0675343-0.0234554j 0.0493584-0.0187034j -0.108122+0.0142633j -0.0614455-0.0798361j 0.00596942-0.0780989j -0.0089114-0.0789004j 0.010599-0.0185257j 0.00583875+0.0271284j 0.160848-0.0745953j -0.0161214-0.0493832j 0.0717271-0.0583533j -0.000239595+0.0284951j 0.0136565-0.0435735j 0.0155286+0.00777795j -0.0411069+0.0475424j 0.105877+0.0195182j 0.0222029+0.0298386j 0.0324433+0.0257518j -0.0172198+0.0759887j -0.00969833+0.020262j 0.00169344-0.043327j 0.0771134-0.111274j 0.101319-0.117993j -0.057133+0.0756705j -0.0783554+0.0745361j 0.0447289+0.162396j 0.0145422+0.0614061j -0.118989-0.136462j 0.011113-0.0438674j 0.0229415-0.0595455j -0.0331802+0.00486637j -0.00515791-0.0622048j -0.0159717+0.104296j -0.0496792+0.0611583j -0.0328625+0.0447004j 0.0925965-0.0829545j 0.0658361+0.144167j 0.0777837-0.0181516j -0.0401584-0.0876313j 
0.0106662-0.0159281j -0.0232995-0.00480401j 0.00443525+0.00462316j 0.00565832+0.00850443j -0.00307707-0.0164111j 0.0418735-0.00377162j 0.0236133-0.0252877j 0.00737589-0.0233868j -0.0252161+0.0115266j -0.00474729+0.000165949j -0.0314702+0.0524203j -0.0317862+0.0268148j -0.01685+0.0119459j 0.0021674-0.00730153j -0.016503-0.0161639j 0.0444795+0.00610253j -0.00568679+0.0182208j 0.0277218+0.00467241j -0.0111526-0.00527075j 0.00945767+0.043609j -0.0101385-0.00467647j 0.0118801+0.00358748j 0.0114323+0.00916719j -0.00729206+0.00121513j -0.00166099+0.00612628j 0.0256655+0.00963289j -0.00641188-0.00824644j -0.00774113-0.00883657j 0.0126472+0.00381536j 0.00324184+0.0258483j -0.000855258-0.0181354j 0.0128545+0.0188436j 0.0114876-0.0231929j -0.00592868-0.00243095j 0.00620934+0.0150406j -0.0210708+0.0238004j 0.0198392+0.0110896j -0.00687064-0.00240748j 0.00728641-0.0317036j -0.00498224-0.0199562j -0.000498928+0.00306935j -0.022211-0.00497103j -0.00402132+9.67858e-05j -0.0125215-0.00701153j 0.00753839+0.00179672j 0.00798994+0.00348951j -0.0234175+0.00363189j -0.00483349-0.0106162j 0.0171036+3.26341e-05j 0.00722435+0.0171654j 0.00872321-0.00712237j -0.00759432-0.00957616j 
0.00670914-0.0115233j -0.0151854+0.000119123j -0.016026+0.00205574j 0.000969456+0.0036117j 0.0085126-0.0133641j 0.00440887+0.0139111j -0.00898194-0.00280293j 0.00396569-0.00354165j -0.00235815+0.0145326j 0.004385+0.000639224j -0.00584817+0.0141716j -0.00327028+0.0271274j -0.0159923-0.0143651j -0.0308488-0.0031678j -0.0148913-0.00141113j 0.00299821-0.00152493j -0.00671648-0.0191523j 0.0294183+0.0177554j -0.00639683+0.0185955j 0.024638+0.0344222j -0.00642762-0.0287045j 0.0189513-0.0271196j -0.00589839-1.28692e-05j -0.00599495+0.00290587j 0.0124328+0.00235255j 0.0107593-0.00892357j -0.0225906-0.0385154j 0.000837278-0.0179337j 0.0413769+0.00657706j -0.0098531+0.0150653j 0.0135013-0.0221416j -0.0200305+0.0245735j 0.0232083-0.0197146j -0.0178062+0.0168941j -0.0070665+0.0225362j 0.00531847+0.0183988j -0.00299544+0.0143007j 0.0334259+0.0207036j 0.000520009-0.0260814j -0.000984872-0.00216286j -0.000704056+0.00387189j -0.0187984-0.0223526j 0.0128851+0.0124708j -0.00310794-0.0181912j -0.0145879-0.00711902j -0.0149146+0.00617094j -0.00590926-0.00970528j 0.00627396+0.0079513j 0.0103932+7.66778e-05j 0.0220353+0.0141911j 0.00973986+0.00388099j 0.00265315-0.00768445j 
-0.0161123+0.0374143j 0.00827231-0.0235328j 0.0226934+0.0118854j 0.0529274-0.0179761j 0.00612503+0.0450134j -0.0139131+0.00787781j -0.0203093-0.0327157j -0.0115321-0.00383214j -0.0208881-0.0848015j -0.072409-0.0330446j 0.0463197-0.0316676j 0.0255816-0.0246098j -0.0124517+0.0158726j -0.00627377+0.0301575j 0.0146532-0.0145433j 0.0472746+0.000156475j 0.0320209+0.0127561j -0.0395919+0.0200541j -0.00118553+0.012764j -0.0222135-0.0642393j 0.00907349+0.0222662j -0.0895844+0.0511467j 0.00800039+0.0453705j -0.0445794-0.00922968j 0.0214842-0.017221j -0.0292382+0.0155859j 0.0294547+0.0115849j 0.0315372-0.0095357j -0.0688115-0.00466557j 0.0133479-0.0122425j -0.0137144+0.034255j 0.0123981-0.0174446j -0.0243341+0.019461j 0.00416241+0.000993041j -0.00357903-0.00519082j 0.0136096-0.0110976j -0.00928502-0.0411049j 0.0183065-0.0452685j 0.0193699+0.00419702j -0.0176993-0.00957471j 0.0331397+0.0259448j -0.0205646+0.0385314j 0.00650719+0.0101131j 0.039945+0.0481308j -0.00662415+0.0389081j -0.0160616-0.0556673j 0.0453331-0.0308713j 0.0181693-0.0358307j -0.0560183+0.0486174j -0.0406398-0.0721191j -0.05671+0.0192245j 0.019919+0.0569449j 
0.0114391-0.00526077j -0.00361247+0.0123792j -0.00152676-0.0075502j -0.0122579+0.00690119j -0.00209151-0.0193468j 0.00998647+0.0100146j -0.00185704+0.0347853j 0.0198643+0.0136954j 0.0179254+0.0282011j 0.0186414+0.0171504j -0.00745507-0.00626973j -0.00380501+0.00931246j 0.00682734+0.00131115j 0.00715993-0.0269189j -0.00247196+0.0138387j -0.0197383+0.00198335j -0.00725551+0.00136325j 0.0074576-0.000124952j -0.0191182-0.00649646j 0.0264135+0.0246222j -0.00838269-0.0117813j 0.0521037-0.029127j -0.0182428+0.000538326j 0.0348051-0.00643041j -0.00659669-0.00288173j -0.000755258-0.0134663j -0.00774633-0.00453572j -0.0228056+0.00438253j 0.0428949+0.0266424j 0.00639012-0.00334497j 0.0105725-0.00477464j -0.00948452+0.0126594j 0.038428-0.0132102j -0.00545017-0.00299493j -0.00378589-0.000235962j 0.00208753-0.0182496j 0.00922806+0.00786963j -0.0050552+0.0050229j -0.00993557+0.0152935j -0.00306894-0.0140907j -0.00284842-0.0106144j -0.00600421-0.021525j -0.0136647+0.000620471j -0.0160449-0.0151535j 0.000593303-0.000398089j -0.0142637+0.0305483j 0.00146324+0.00771314j 0.0149697+0.0197284j 0.0283114-0.0210746j 0.0280991+0.0146314j 0.0170562+0.0012746j -0.00969807-0.0122534j 
-0.0115477+0.0118597j 0.00338543+0.000484532j 0.00595535+0.000329842j 0.0204858+0.000917541j 0.0121657+0.00827298j -0.00310438-0.00051318j -0.0148121-0.0190527j -0.00839572+0.00165815j -0.0032168-0.038958j -0.0145798+0.0070054j 0.0404818+0.00398829j -0.00493875-0.00623669j 0.00569546-0.0210675j -0.00487467-0.00356912j -0.0146153-0.0105863j 0.00569365+0.00911598j 0.0123626+0.00539741j 0.000886141+0.0074797j 0.000422771-0.000229085j -0.00543816+0.0026866j -0.0044617+0.0170377j -0.00677266+0.0127398j -0.0167219+0.0163172j -0.00124749+0.0143352j -0.00119531-0.00042329j -0.0224816+0.00256633j 0.00418941+0.00648477j 0.0126308+0.00696987j -0.0276426+0.0332779j 0.022908-0.0112998j -0.00702451+0.0028734j -0.00359523-0.00633744j -0.00208923+0.0175598j 0.00615137+0.0149067j -0.0159566-0.0103884j 0.00913797-0.0200492j -0.00836583-0.0355882j 0.00367975-0.0186184j 0.0259646+0.0147267j -0.0236109-0.0169658j -0.00751644+0.0162001j -0.0285413+0.0122958j 0.00861112+0.0209812j -0.00527568+0.0150388j 0.014829+0.0225272j 0.00526263+0.00329081j 0.0209887+0.00142825j 0.0257962-0.0118376j 0.00477066+0.0109995j 0.00713843-0.0217438j -0.0204915+0.019663j 0.00680518+0.0353022j 
0.00159709-0.00600154j -0.00135971+0.00879861j 0.0155212-0.00576885j -0.0073626+0.0125328j 0.0130497-0.0111858j 0.0231537+0.0121282j 0.0056801-0.00123748j 0.0145445-0.0144062j -0.00244423-0.00278462j 0.00390657+0.0111192j 0.0118221+0.00466308j -0.0131418+0.00064463j -0.0107082-0.0249214j -0.0141415+0.0150566j -0.0231076+0.0205594j -0.00171877+0.00706594j -0.0139709-0.000877093j 0.0022185-0.000222771j -0.0082534-0.0142705j 0.00515763+0.011254j 0.0151121-0.0256868j 0.0352544-0.00222907j -0.00386217+0.00463264j 0.00397607+0.0147812j -0.0114537-0.0054554j 0.00285789-0.0108015j -0.00655139-0.00671827j -0.0172183-0.00311175j 0.00390967+0.00532305j -0.00540665+0.00170412j 0.0169227-0.0093129j 0.012567+0.0148591j -0.00134242+0.0011435j 0.0141188-0.0110876j -0.0127094+0.0116778j -0.00813088+0.0211641j 0.00428374-0.0194548j -0.00184974+0.00272107j 0.00145228+0.00953288j 0.0172948-0.0170313j 0.00739503+0.0121302j 0.00136848+0.00916652j 0.00367012+0.0215726j -0.0194233-0.00153554j -0.00222182+0.00335299j 0.00705341+0.0241185j 0.00349665-0.00127833j 0.00309244+0.0149451j 0.0124887-0.0155885j 0.0101645+0.00334168j 0.00157166+0.00149549j -0.000701109-0.001679j 
0.00529125+0.0057325j 0.0134677-0.00366622j -0.00701435-0.0209426j -0.000294127+0.000248904j 0.00565812+0.0118046j -0.00201902-0.00348355j -0.0104784+0.0108522j -0.022286-0.0253258j -0.00785749+0.0106817j 0.00805377-0.0187584j 0.024142-0.00568567j -0.0105126-0.00584967j 0.0128153-0.001063j 0.00235061+0.00410532j 0.00198706+0.0218723j -0.0105961-0.0206909j 0.0153517-0.0179824j 0.00721288-0.0216069j 0.00450249+0.01356j 0.0140256+0.00182336j 0.00762014+0.00281364j -0.015031-0.0123831j 0.0179689+0.0159446j -0.000733965+0.00119114j 0.00336738+0.0025897j -0.0183618+0.0147864j -0.0134725-0.0352773j -0.00284406-0.00416708j 0.0170563+0.0131661j -0.03613-0.0194323j 0.0042494-0.0194898j 0.00321205-0.00597432j 0.0167221+0.00218806j 0.00364257-0.0277075j 0.0153498+0.0107914j -0.00563158+0.00830282j -0.00394185+0.00720525j 0.0314306+0.00788081j -0.00151815-0.00503991j 0.0150188-0.000666571j 0.0124819-0.000748492j -0.00174714+0.00296074j -0.00306178+0.0172798j 0.0197098-0.00175669j -0.0305+0.0134142j -0.0373168+0.0120644j 0.00886734-0.000677919j 0.0214221-0.00707084j -0.0212277+0.00821514j 0.0186041+0.00959967j -0.000835247+0.026854j 0.00912529-0.00557853j 
0.000895158-0.00412023j -0.00647602-0.00107459j 0.0164544-0.0107683j 0.0153855+0.00747717j -0.00253066+0.00141472j 0.0113076-0.00650695j 0.00799172-0.00505393j 0.00979083+0.00851177j 9.15769e-06-0.00878194j -0.00941635-0.00132625j 0.0119375-0.0122587j -0.00329702+0.0175515j -0.0124736-0.00342336j -0.0177337+0.0199506j -0.0217576-0.00210281j -0.00435881+0.00665078j -0.0135852+5.17435e-05j -0.0056899-0.0122726j 0.00740001-0.00388282j -0.00671449+0.00638094j 0.00659186-0.0123321j 0.0186791+0.00505879j 0.000960086+0.0205457j 0.013609-0.00230615j -0.00149468+0.00613243j 0.00105026+0.000721616j 0.000666503-0.0253838j 0.0256653+0.00989251j 0.0144964-0.00738047j 0.00869551+0.0157199j 0.0303866+0.00979692j 0.0092589+0.016607j -0.0109848+0.00461734j -0.00613454+0.0272051j -0.00861347+0.000840165j 0.00980869+0.0180966j 0.0105253-0.0237709j -0.000306554-0.00469632j 0.0188178+0.0212948j 0.0116705-0.0334529j 0.0247442+0.0164585j 0.00177818+0.010141j 0.00128698-0.0224057j -0.0143552-0.000847174j 0.0082633-0.0113685j -0.0188766-0.00167802j -0.0053967-0.0030776j 0.00386258-0.0049552j -0.0126178+0.00104088j 0.00617287+0.0105473j -0.00322646+0.00849456j 0.0030627-0.00414558j 
0.000331118-0.00267613j -0.000478228-0.00271653j 0.00507804+0.0111423j -0.00193144+0.00908985j 0.00380099-0.0158338j 0.0099743+0.016251j 0.000423731-0.0197172j -0.00317913-0.00508868j 0.0117436+0.0032727j 0.00259329+0.00795025j 0.00671702-0.0102686j 0.00493543-0.00768051j 0.00011574-0.00430166j -0.00839548+0.0047328j 0.00622173+0.00555838j 0.0115116+0.00865654j -0.00489372-0.00269884j -0.00269903+0.0156251j -0.00551213-0.0133323j 0.016341-0.0222065j 0.0207348-0.0180284j 0.0144175+0.0123104j 0.0133914-0.0122281j -0.0229744+0.000508521j 0.0163834-0.0137789j 0.00838335-0.00714659j 0.00254709+0.000776015j -0.0291756-0.0234124j -0.014685-0.00196503j -0.0196902+0.00479436j 0.00072004+0.0025778j 0.0157594+0.0171772j -0.00125941-0.015658j 0.00731094-0.0407987j -0.0069358-0.018445j 0.0118332+0.0109908j 0.0115379-0.00875577j 0.00102434+0.0275983j 0.0107948+0.0041119j -0.00337406+0.00896021j 0.00206253+0.00369793j -0.00818429+0.0262057j 0.0197129+0.0235937j -0.0113614+0.0166411j -0.00964252-7.4168e-05j 0.00776702-0.000620653j 0.012571-0.011891j -0.015351+0.00537176j 0.0125473+0.0051283j -0.006587+0.00149059j 0.000650451-0.00854543j -0.0025405+0.00149063j 
0.00490756-0.00135488j 0.00705489-0.000884223j -0.00109383-0.0097417j 0.0077847+0.00397384j -0.0123217-0.011837j 0.00376559-0.0196382j 0.00482879-0.00163211j -0.017574+0.0242921j 0.0178435+0.0347835j 0.0126027-0.00380569j 0.01648-0.0153059j 0.00784499+0.0158082j 0.0133082+0.0346428j -0.00172514-0.00966398j 0.0183659-0.0101579j -0.0211691-0.00075998j 0.0435664-0.00633586j 0.0310196-0.00506445j -0.00131155+0.0206516j -0.00890651-0.0142252j 0.00895662+0.000591615j 0.00107375+0.0208465j 0.0160902+0.0158701j 0.00427947-0.0121762j 0.00808605+0.00437608j -0.00268158-0.00160305j -0.00810345-0.010656j -0.00913836-0.0074139j 0.00261885+0.00105848j -0.00547498+0.00907625j 0.0164448+0.0182315j -0.00276971+0.000699579j -0.00575696+0.00501682j 0.00175924+0.00133083j -0.00235072-0.0319432j 0.0183593-0.0301699j 0.0051456+0.00999022j -0.0192077+0.014971j 0.0163242-0.00377838j 0.00481124-0.0145241j 0.00871462+0.0156838j 0.00126782+0.00666536j 0.0021075-0.0152328j -0.0223141-0.00214912j 0.00670544-0.0122509j -0.00115892+0.00536136j 0.00433487-0.00550556j 0.00381862-0.000819611j -0.00343874+0.000146788j 0.000641511-0.00615401j 0.00225014+0.000639607j 0.000758263+0.00224502j 
0.00211672+0.000575832j 0.00726168+0.00491071j -0.00963454-0.0139675j 0.00165791-0.0134259j -0.0120451-0.00860848j -0.00454577-0.00328325j 0.00455056-0.000843678j 0.000471912+0.00560059j 0.0107662+0.0122904j 0.0246332+0.0216529j -0.00472989-0.00257192j -0.0124227+0.0223658j 0.0137345-0.0148667j -0.00133399-0.006615j -0.00735722-0.00445023j -0.0153036+0.00252184j -0.0141612+0.00495539j 0.00778229+0.00875739j 0.00594141-0.00264268j 0.0088661+0.00209779j 0.00674713+0.00898828j 0.00603458-0.0209225j 0.0125795-0.00934012j 0.0224596-0.00574295j 0.0112451-0.00292583j -0.0155125+0.0164878j -0.0246406-0.0177728j -0.00758116+0.00269112j 0.0151128+0.0209246j -0.00381633-0.000348509j 0.007429+0.00458803j -0.0158294+0.00424472j 0.00716299-0.00766525j -0.0113931+0.0119913j -0.00416587-0.0064202j 0.00344907-0.00317921j -0.0022411+0.00981786j 0.0148876+0.00488475j 0.000983648-0.00580708j -0.0141628+0.00841042j -0.00358192-0.000991732j -0.00577533-0.0163624j -0.00403144-0.000763205j 0.000236304-0.014503j -0.0102593-0.00740506j -0.0104777+0.0158172j -0.00541815-0.000109484j 0.00757209+0.00460046j 0.000326606-0.0110096j 0.0157191+0.0345007j 0.0090429+0.00819959j 0.00270899-0.0213744j 
0.0020294-0.0066884j -0.00608626-0.00426202j -0.00243166+0.00119119j 0.00220066+0.000766993j -0.00117809-0.00756725j 0.00845338-0.0112288j 0.00743009-0.00305849j -0.00187213-0.00928677j 0.0042371+0.00798433j 0.00731511-0.0097006j -0.00490572+0.00399474j 0.00210439-0.00718864j 0.00374587-0.00743731j -0.00106494-0.0115727j 0.00813524-0.00159997j -0.0104947+0.00533858j -0.00989107+0.000886771j 3.84139e-05-0.0135385j 0.000910507+0.00467856j 0.00473084+0.00010015j -0.00542041+0.0126795j -0.00191021-0.00728672j -0.000244439-0.0148005j -0.0020964+0.00157865j 0.00315072+0.0194765j 0.0030734+0.00934113j -0.011795-0.0125075j 0.00755739-8.99711e-05j 0.00823445+0.00362479j -0.0112313+0.0221618j -0.00189654-0.0142579j 0.0127721+0.0118767j -0.0157239+0.00642261j 0.00479759-0.00512568j -0.00370004-0.00492457j 0.00561814+0.00115389j 0.0071827+0.00344869j -0.00309529+0.0129295j 0.00638706-0.00344265j -2.446e-05+0.00227785j -3.39495e-05+0.00273423j -0.00483478-0.00377052j 0.00339811-0.0016229j -0.00220168-0.000698056j 0.00989193-0.00856866j -0.0186969-0.000329915j -0.0129473+0.0157767j -0.0171502-0.0101628j 0.014269-0.0126365j -0.00157215+0.0464908j 0.0125114-0.00638067j 0.00109385-0.0267352j 
-0.00264584+0.00709241j 0.00723386-0.00445587j -0.00163364-0.00215948j 0.00545183-0.00256807j -0.00833337+0.00903858j -0.00931646+0.00494119j -0.0056539-0.00802975j 0.00233718+0.0108536j 0.002027-0.00743376j 0.00998507-0.00195428j 0.00771103-0.00465442j 0.00579735+0.0113876j 0.00450152+0.00217578j 0.00278924+0.0143964j -0.00422274-0.00659258j -0.0155161-0.00314056j -0.00139601+0.00242207j -0.00163064+0.00665012j 0.00429361-0.009166j 0.00544448-0.0107276j 0.00477375-0.0138313j -0.00822274-0.00536242j 0.00753089+0.0115204j 0.000979483-0.00908064j 0.0121872-0.00811901j -0.00821262+0.0183295j 0.00919472-0.0117818j 0.00819957+0.00817987j 0.00451289+0.00448999j 0.00144121-0.00231557j 0.00609304+0.00947491j -0.00601217-0.0020605j -0.00518781-0.00482185j -0.00350503+0.00648419j 0.00443568-0.00496674j 0.00242897+0.00364337j -0.00373749-0.00351288j 0.0111798-0.0063613j 0.00525096+0.00461131j -0.00171938+0.00443519j 0.00409429+0.0022735j -0.00437301+0.0109398j 0.000148249-0.00728451j 0.0115587+0.00569232j -0.00532212+0.00371723j -0.0209098-0.0141058j 0.000319345-0.00796438j 0.00802528-0.00724546j -0.00349972+0.010846j 0.0100649+0.00857898j -0.000460705+0.0112216j 0.000479341-0.00105705j 
-0.00444997+0.00460967j 0.00354755+0.0018621j -0.00137884+0.000100945j 0.00426259-0.00522293j 0.00177742-0.0017814j 0.00163167-0.000595838j 0.00297019-0.00718298j 0.00905875+0.00326035j -0.000261901-0.00852716j 0.00279337+0.00324417j 0.0031912+0.00879416j -0.00225838+0.00449778j 0.0041653-0.00249201j -0.000533633+0.00389309j 0.0009016-0.00209419j -0.0137067+0.00722285j -0.00185142-5.24118e-05j -0.000465509+0.0108486j -0.0042906-0.00260436j 0.00267149-0.00369447j -0.00583162-0.0087907j -0.00572488-0.00818649j -0.000611784+0.00708065j 0.00306518+0.00266866j 0.00422486-0.00353555j -0.0071497+0.00831718j -0.00216998-0.00197443j 0.00131613+0.00208824j -0.00446343+0.0023085j 0.0110212+0.00435041j -0.00516252+0.00264182j -0.00439198-0.00176743j -0.0069129+0.00308612j 0.00664804+0.00673255j -0.000654297-0.00161553j -0.00963548-0.00203105j -0.00980971+0.00128903j -0.00734651-0.0148987j -0.00392446-0.00795419j -0.00696311-0.00140789j -0.0050165+0.00680493j -0.0020174-0.00578107j 4.80005e-05+0.00923789j 0.010546-0.00099144j 0.00593906+0.00639208j -0.00649054-0.00579073j -0.00427051-0.00159894j 0.00302659-0.00113349j 0.0100529-0.00522049j 0.0026369+0.00543279j 0.00144016+0.000499935j 0.000915494-0.00178274j 
0.00711986-0.00306177j 0.000381206+0.00279166j 0.00384632-0.00529286j -0.00761393-0.00174136j 0.00957308-0.00789396j 0.0112719+0.00379483j 0.00306718+0.00225061j 0.0061157-0.0041273j 0.00484818+0.0111873j 0.0116258+0.00771412j -0.00536684+0.00583444j -0.00133259+0.00684227j 0.0171332-0.00614815j 0.000802194-0.0094573j 0.00317743+0.00601339j -0.0226368-0.00651208j -0.00811583-0.00219653j -0.000749795-0.00124647j 0.00161794-0.00848514j 0.0207858+0.00202574j 0.000684626-0.0172408j 0.00615378-0.0256042j 0.00757571+0.00428323j 0.00623836-0.0084854j 0.00849358-0.000722571j -0.00114519+0.0196359j -0.0175029-0.00865656j -0.00172308+0.00669186j 0.0218467+0.00894342j -0.0056689+0.00926304j -0.000257571-0.00996684j 0.00010684+0.00720278j 0.00394544-0.00365747j 0.00126925-0.012641j 0.000678779-0.0036573j -0.00134636+0.00101971j 0.00279625+0.00885652j -0.00096905+0.0130411j -0.000934738-0.00507622j -0.0017276+0.00485418j -0.000304071-0.00812812j -0.00457868-0.00103349j 0.00255303+0.00309534j 0.00233979-0.00270174j -0.00277684-0.00650385j -0.00933989+0.00512166j 0.00138219-0.000465119j -0.00130439+0.00839085j 0.0112102-0.0173703j 0.00561858+0.0534649j 0.0157269+0.000759655j 0.000388966-0.0325046j 
-0.00542088+0.00140605j 0.00013691+0.00407482j 0.00160577+0.00632006j -0.00580393+0.0027043j -0.000299466+0.00616162j 0.00461972+0.00352173j 0.00110991+0.00843912j -0.00162277-0.00420934j -0.00508053-0.00684275j 0.0024575+0.00740892j -0.00138281+0.00102411j -0.00734051-0.000764423j 0.000863157-0.0037419j 0.0116413-0.00639136j -0.00523886+0.00698388j -0.00830559-0.00333648j 0.0111856-0.00353783j 0.00174756+0.00382604j -0.00294575-0.00340441j 0.00815624+0.00749048j -0.00170856-0.00811784j 0.0168239+0.00655124j 0.00338231+0.0116686j -0.0110407-0.0100801j 0.00149698+0.00640755j -0.00313075+0.000644202j 0.0093885+0.0123399j -0.00561027+0.00482419j 0.00376601+0.00618688j 0.000256703-0.00769255j -0.00868339+0.000427985j 0.00773744-0.00142871j -0.00141506+0.000853364j 0.00248175+0.00153454j 0.00660558-0.000435224j -0.00603263-0.00300432j -0.00965505-0.00695483j 0.0102529-0.00402838j -0.000240783+0.00342865j -0.00207059+0.00280436j -0.00202217+0.00637355j 0.00266976+0.010651j -0.0023788+0.00352804j 2.625e-05-0.000633502j -0.0118004+0.00528333j 0.00615986-0.00141286j 0.000503215+0.0121892j 0.00514359+0.00217147j 0.00415996-0.00220154j 0.0085092+0.00576908j -0.00228024+0.00422643j -0.00325756-0.00360685j 
-0.00522099+0.00586073j 0.00523273-0.00132617j -0.00406524-0.00167322j 0.0118396-0.00149256j -0.00378981+0.00225919j -0.00277558-0.00472515j -0.0017371-0.00881461j -0.00627235-0.00227784j 0.000952303-0.00952114j 0.00120268+0.00213751j 0.0121645-0.00399141j -0.00708032+0.00357594j -0.000376292-0.00254558j -0.00586249+0.00310488j -0.00275334+0.00929944j 0.00743665+0.00753672j 0.00184788-0.00293872j 0.000495579+0.000259755j 0.00111572+0.000403898j -0.00692578+0.001357j 0.00921064+0.0078443j -0.00331308-0.00194887j -0.00329905+0.00239184j 0.00367578+0.00858174j 9.17837e-06-0.00493881j -0.00600789-0.00163907j -0.00675614-0.00459395j -0.0031032-0.00523892j -0.0115951-0.00515394j -0.00159195-0.00665954j 0.00131953+0.00931677j 0.0043141-0.00215188j -0.00363728-0.000928543j 0.00657113-0.000511916j 0.00161562-0.000880084j -0.00561098+0.00806991j -0.00614205-0.00092377j -0.0014347-0.01187j 0.00210017+0.00200486j 0.00173765+0.00291868j 0.0112565+0.00843839j 0.00232044+0.000802277j 0.00203762+0.0044844j 0.00636453-0.000226933j -0.00674716+0.00372158j -0.0107893-0.010858j 0.00327567-0.00364936j 0.0061428+0.00060981j -0.000541708+0.00897363j 0.00256195-0.0232372j -0.0052957+0.00368533j 0.00401884+0.0108854j 
