0.00425875+8.50015e-17j -0.00866424+8.79902e-06j 0.0090355+0.00142028j -0.0122932-0.00184978j -0.00546928-0.000181518j -0.0139227+0.000858835j 0.0127715+0.00411156j 0.0115444+0.00190962j 0.00356629+0.00196258j -0.011212-0.00315855j 0.025473-0.00152758j -0.0188698-0.00466162j 0.0153663+0.00305724j -0.00761009+0.00366957j -0.0151639-0.00101717j -0.00428134+0.000414392j 0.0156406+0.00306803j 0.00621995-0.00245595j 0.0134949-0.00098809j -0.0105483-0.00195931j 0.00120503-0.00201878j -0.0116094-0.00213298j 0.000194455+0.00203856j 0.0132378-0.000667945j -0.0158542-0.00177022j -0.00168268-0.00160886j 0.00563123+0.00183599j -0.0147733-0.00227322j 0.000644385-0.000760507j 0.00257812+0.00478827j 0.00564159+0.000642971j 0.00970075-0.000780251j 0.000155552+0.00219678j 0.00401836+0.00179967j 0.00150642-0.00213206j 0.0086602+0.000641982j 0.0110353+0.00124973j 0.00251186+0.000381668j 0.00116359-0.00287752j 0.00489983+0.000383394j 0.00150992-0.000117304j -0.0036462-0.00188516j -0.0025693+0.00106962j -0.00826842+0.00341236j -0.0123913-1.78763e-05j 0.00224402+0.00010048j -0.00588904+0.000186716j -0.00323448+0.0020939j 0.0106821-0.000623674j 0.0061078-0.00222112j -0.00445068-0.00312449j 0.0139173+0.0049626j 0.0104621+0.00578987j 0.0148715+0.00100915j 0.00489362-0.000231693j 0.0102674-0.00101013j 0.00845313-0.00182416j 0.00474483+0.00328865j 0.00370728-0.0033374j -0.0169252-0.000152451j 0.0171214-0.00183343j -0.000349247+0.00121621j -0.00533529-0.00115224j 0.00481343+0.00177058j -0.00710278-0.00167687j -0.0037152+0.00726538j 0.000234633-0.000687623j 0.0170776+0.00403973j 0.000959257-0.00819018j -0.0227738-0.00300814j 0.00392202+0.00546961j -0.0183652-0.00088974j -0.0046601-0.00232255j 0.0188707+0.00750961j 0.0233758+0.00568486j -0.00931922+0.00718658j -0.0605736-2.16669e-05j -0.0152686-0.00372638j -0.014974-0.00918463j -0.0145024-0.0223985j 0.0128242+0.00227074j 0.0144939+0.00510558j -0.133832-0.0111621j 0.0267347-0.0270465j 0.0517646+0.0123918j 0.0297769+0.000268713j 0.00676863-0.0099515j -0.0363425+0.00216937j 0.0168346+0.0128527j 0.0269223-0.00373355j 0.0146776-0.000633008j -0.0152327-0.010913j -0.025896+0.0053409j -0.0203994-0.010431j -0.0143557-0.0109606j -0.0648854+0.00690604j -0.00266164-0.00320287j -0.118761+0.0136988j 
0.000194455-0.00203856j -0.00697765+0.000390976j 0.0114191-0.00132455j -0.0211624+0.00230197j -0.0119702-0.000910015j 0.00360562+0.000231353j 0.0200113+0.00227008j -0.00129081-0.00150761j 0.0373423+0.00136304j 0.00879949-0.00238638j 0.0224944-0.00297576j -0.0450822+0.00236931j 0.00868669-0.00204479j -0.0220484-0.00223645j -0.0242708+0.00237718j -0.00467987+0.00365372j 0.0133462-0.000317927j 0.0287942-0.000467036j -0.0131153-0.00287682j -0.0262476-0.000818136j 0.0359235-0.000448341j -0.0481993+0.00361511j 0.0170127+1.65926e-15j -0.0169042-0.00556038j 0.0348531-0.000953481j 0.00341988-0.00263801j 0.0196886+0.00185889j -0.00321133-0.00210264j -0.165104+0.00165377j -0.109233+0.00179259j 0.0515126-0.00107114j 0.0294047-0.00164915j -0.0858291-0.00257663j -0.0252705+0.00100798j -0.0935704-0.00382895j -0.0278349-3.79758e-05j 0.0632306-0.00108915j -0.0312629-0.00404416j -0.137831-0.00251602j 0.121767+0.00437976j 0.158255+0.00385265j -0.0997355+0.000116251j 0.0959697-0.000918171j -0.0619139+0.00300809j -0.0436343+0.00153666j 0.170801+0.00766355j 0.176625-4.8418e-05j 0.281848+0.00510388j -0.196982-2.53061e-05j 0.01929+0.00178011j 0.134856+0.00325234j 0.236649+0.000530054j 0.0920154-0.00165295j -0.124559+0.00537643j -0.00585989-0.00208324j -0.0824386+0.00193836j 0.0978107+0.000141761j -0.269497+0.000391257j 0.0457467+0.00172725j 0.00114691+0.00390033j 0.0943297+0.000500693j 0.153645-0.00215092j 0.063751-0.00100232j -0.0492984-0.000483075j 0.10593+0.00620767j -0.086144+0.000278191j -0.0436901+0.00605563j -0.069138+0.00475772j 0.103186+0.00910519j -0.0493812+0.00205753j -0.0626691+0.00554231j 0.0799904+0.00177435j -0.124091+0.00181059j 0.0612702-0.00773698j -0.0723189+0.00420088j -0.0489937-0.00145954j -0.0789781-0.00431679j 0.0482654+0.0012987j -0.00490423-0.00628111j -0.0203706+0.00586377j -0.0169089-0.0139092j -0.00532065-0.00045449j -0.0737949-6.68523e-05j 0.0243127-0.0130684j -0.0372278-0.0029646j -0.0707949+0.000785044j 0.0179765+0.000436849j -0.0409925+0.00271883j -0.0222644+0.00241511j 0.00290954+0.00450948j -0.00362718-0.00378063j -0.0195542+0.00153952j -0.0191837-0.0121774j -0.0334906-0.00583334j -0.0161158+0.00410719j 0.00565643+0.00389593j -0.00268155-0.00264279j 0.00838683-0.00178979j 
0.0132378+0.000667945j 0.00915234-0.00255549j -0.00819674-2.23533e-06j -0.00898818+0.00104834j 0.0133215+0.0032577j -0.0104438+0.00426192j 0.00982591-0.00282708j 0.00864108-0.00221279j -0.0106644-0.00253198j -0.0493291+0.000209472j -0.020852+0.00128641j -0.0345712-0.00157891j 0.00463093-0.00192725j -0.0365864+0.00536888j -0.00266338+0.00150434j 0.0120518-0.00152279j 0.0677869-0.00342884j -0.00919377+0.00363066j -0.0112687-0.00291421j -0.0598299-0.0014151j -0.0740875-0.00214934j 0.0700209-0.00337948j -0.0169042+0.00556038j -0.111193+2.10769e-16j -0.000270978+0.0021688j -0.0554189+0.00242262j 0.0426933+0.0027603j 0.027902+0.00380409j -0.0123316+0.000974116j 0.023594+0.000665142j -0.0255561-0.000273659j -0.0197046-0.00212165j -0.0139655-0.000885993j 0.071716+0.00307127j -0.0693045-0.00146202j 0.13159-0.000312099j 0.310142+0.00419515j 0.270614+0.00149748j -0.0801958+0.00272006j -0.140076-0.00135551j -0.255749-0.00461661j -0.0375153-0.00166341j 0.169698+0.0045006j 0.162514-0.00414093j 0.236728-0.00186896j -0.0443876+0.000481416j 0.104143-0.00591979j -0.130059+0.00192018j -0.111782+2.32317e-05j 0.0911199-0.00182684j 0.103033+0.00424014j -0.0386761+0.0016137j -0.0434965+0.00321344j -0.210327-0.00186075j 0.236137+0.000899487j 0.150998+0.00859792j 0.0305159-0.00186166j 0.0164419+0.00510523j -0.0299095-0.00306702j 0.0347487+0.0016831j 0.0511654+0.000195662j 0.0414811+0.000776127j -0.0776717-0.001434j -0.0832541-0.00813563j 0.132322+0.00363158j -0.079566-0.00120914j 0.0382966+0.00306002j -0.0410582-0.00290507j 0.0419797+0.00404631j -0.057826+0.000247534j 0.0227563+0.00215002j -0.0462935+0.00100045j -0.0122426+0.000811817j 0.0283427+0.0102705j -0.00700053+0.00122924j 0.0308696+0.0154469j 0.0397943+0.00169663j 0.0403561-0.00417628j -0.0594767-0.0058367j 0.0416018+0.00126606j 0.0128126-0.00323325j 0.0849109-0.00337256j -0.0116929+0.00158281j -0.0555509+0.00316422j -0.0429275-0.00281372j -0.0674168+0.00377468j -0.024628-0.00663575j -0.0272444-0.00127144j -0.0160643-0.000428924j -0.0353367+0.00542981j -0.0156272-0.00570713j 0.0148517+0.00725584j -0.00427593-0.00323607j -0.00405863-0.00158493j 0.0128548+0.00910246j 0.0365424+0.00251832j 0.00746903+0.00462014j -0.00619976-8.53472e-05j 
-0.0158542+0.00177022j 0.00378803+0.00449078j 0.00325781-0.00195585j 0.000325922+0.00313062j -0.0142615+0.00547722j 0.0209296+0.00156699j -0.0192601+0.00198737j 0.0119218-0.000850924j -0.0150396-0.00404532j -0.0147911-0.00240962j -0.0506758+0.00170645j -0.0254048-0.00185315j -0.0486248-0.00105484j -0.0443209+0.00239829j -0.0122988+0.0022979j -0.0242033-0.00326539j 0.0207484-0.00242607j -0.0138691-0.000225543j -0.0616069-0.000499883j -0.0156142-0.000331364j 0.00207136+0.00116115j 0.0575901-0.000814405j 0.0348531+0.000953481j -0.000270978-0.0021688j 0.0899173+4.79196e-15j -0.0453451-0.00117382j 0.0151879-0.00303969j 0.103147+0.000812951j -0.0520005+0.00266341j 0.0292399-0.00178865j -0.0549432+2.68378e-05j -0.0402611-0.000406793j -0.00732555+0.000296032j 0.0229101+0.00293152j 0.123446+0.00491582j -0.0410609-0.00122411j -0.109436+0.00162707j 0.0346085+0.000219896j -0.000155598+0.0018087j -0.185797-0.00301843j -0.0275487+0.000461045j 0.147264+0.00179645j 0.00193374+0.000429974j -0.128492+0.000102527j -0.174947-0.00150144j -0.317074+0.00251805j 0.122678+0.0007318j 0.101675-0.00105486j 0.183765+0.00469581j 0.0446075+0.000320619j -0.0832186-0.00149063j -0.0724831+0.00266979j -0.128406-0.00300654j -0.0882939-0.00445087j 0.265773-0.00567326j 0.0587533-0.0027641j 0.050071-0.00111237j -0.13999+0.000555792j 0.108086-0.00217886j -0.190044+0.00810912j 0.120263-0.00242762j 0.0888392+0.00137843j 0.150594-0.00186199j 0.0825996-0.00568709j 0.0544485-0.00151085j -0.118901-0.00243054j 0.0857429+0.00213817j -0.161105-0.00358371j -0.181377-0.00558446j 0.0453879+0.00140546j -0.0491518+0.00556549j 0.231777-0.00219624j -0.0313124-0.00448413j -0.026294-0.00507499j -0.0103718-0.00595833j -0.0329546-0.00272539j 0.016451+0.0122778j -0.00964671-0.00281427j -0.0380207+0.00216511j -0.0103406-0.00485831j -0.0666519-0.00655345j -0.0651168+0.00879663j 0.0257899-0.00255716j -0.0317728+0.00524704j -0.0979505-0.0123048j -0.0447655-0.00499146j 0.0169595+0.00930564j -0.0569492+0.00610113j 0.00180738+0.00146762j -0.048125-0.000436778j -0.0861143-0.00539573j -0.0259465-0.00858929j 0.0148967-0.013881j -0.0423381+0.00466274j -0.025669-0.00523643j -0.000700167+0.00824457j -0.00731058+0.00435843j -0.0183198-0.00756154j 
-0.00168268+0.00160886j 0.00604083-5.01777e-05j -0.00339753-0.00134003j 0.00412403-0.000274097j -0.00343239+0.00244745j 0.0163059+0.000990364j -0.00405543-0.000606206j 0.000411941-0.000873798j -0.0247483-0.00368183j -0.0376658+0.0020477j -0.0138757-0.000789864j 0.000910176-8.96379e-05j 0.00918546+0.00106412j 0.00918539+0.00199248j 0.0388133+0.001701j 0.0282446-0.00310584j 0.0297697+0.00114947j 0.0289747-0.00166057j -0.0453901-0.00126649j 0.0455532-0.00110957j -0.0274807+0.00507435j -0.0209925-0.000819723j 0.00341988+0.00263801j -0.0554189-0.00242262j -0.0453451+0.00117382j -0.118952+1.74123e-15j -0.0101921+8.23614e-05j -0.0265388+0.0045721j -0.0391694-0.00114088j 0.0546667-0.000483601j 0.0327272+0.0011367j -0.112282+0.00137918j 0.0543889-0.00116491j 0.0746813-0.00353578j -0.0864506+0.000718448j -0.00321788+0.00121811j 0.0705953+0.000948584j -0.0933533+0.00626029j 0.143835+0.00223878j -0.000273626-0.00293739j -0.181751-0.00189959j 0.0229462+0.00107044j -0.233913+0.000810647j -0.128324-0.00013825j 0.251453+0.00627803j -0.216551-5.12488e-05j -0.0971338+0.0011921j 0.0128095+0.0044668j -0.059299+0.00377686j -0.211401-0.000515773j 0.143512-0.00217891j -0.0302453+0.000769321j -0.159118+0.00545071j 0.113831+0.00537427j -0.00598622+0.000227075j -0.194286-0.00303493j 0.163378-0.0070311j -0.21734+0.00923582j 0.16465-0.00604821j 0.15461+0.00739759j -0.0251656+0.00674211j 0.0820808-5.45496e-05j 0.154354-0.00219131j -0.156991+0.000872532j -0.0686505+0.00286997j -0.0525139-0.00154812j 0.0687571-0.00318219j 0.109258-0.00814538j -0.0202359+0.00567712j -0.139439-0.00475756j -0.0525269-0.00137164j 0.0164047-0.00026111j -0.0304157-0.000921838j 0.0850881+0.00379601j 0.00197049+0.0039366j 0.0402766+0.00358374j -0.0113719+0.0020208j 0.0179047+0.00590457j 0.0446267-0.000723247j -0.00370393-0.00299397j -0.0132112-0.00697559j -0.0387614-0.00664798j 0.019805-0.000866948j -0.0225812-0.00289909j -0.00564485+0.00192016j -0.0359667-0.00797779j 0.0649096-0.00133215j 0.061747-8.06371e-05j 0.061669-0.000506657j 0.0343512+0.00356705j -0.0180652+0.0110585j -0.0263548+0.00381169j -0.0224984-0.00543207j 0.00171705+0.00475271j -0.00825536+0.00268676j -9.5047e-05+0.00289263j 0.00213504+0.00546899j -0.0115399-0.00113699j 
0.00563123-0.00183599j -0.00618546-0.00049882j 0.0090664+0.00161418j -0.0116369+0.00322276j -0.0164273+0.00136772j 0.00125194+0.00103145j -0.00243001-0.00300178j 0.0161435-0.000564905j 0.00253439-0.00143158j 0.00433127+0.000938059j 0.000130106-0.00179228j 0.00531421+0.00325039j -0.0173249+0.000699994j 0.0184999-0.00350691j -0.0583923-0.000342659j 0.0132397-0.000494322j -0.0130848-0.000908217j -0.000766579+0.00104365j -0.0672085-0.00161941j 0.0275972-0.000252144j -0.00683699+0.000914257j 0.0196794-7.63394e-05j 0.0196886-0.00185889j 0.0426933-0.0027603j 0.0151879+0.00303969j -0.0101921-8.23614e-05j -0.0229109+3.17146e-14j -0.0387684+0.0046953j -0.0679621-0.00103506j -0.0913453-0.00229827j 0.193259+0.00274962j -0.0737777+0.000350084j 0.0074029-0.00151684j 0.0742922-0.00142021j -0.0273377+0.0020076j 0.0682393+0.000188479j 0.110371+7.44823e-05j -0.0573332+0.00185852j 0.198156-0.00099188j 0.145468-0.000784335j -0.027927+0.00354357j -0.153485+0.00243473j -0.26889+0.00280897j 0.201339+0.00359227j 0.0455571+0.00524875j -0.10017-0.00135028j -0.089923+2.45437e-05j 0.0130691+0.00500336j 0.0452064-0.000900229j 0.133981-0.000473316j -0.00383611-0.00609645j -0.142279+0.00237617j 0.114984+0.00367797j 0.0464713+0.00484146j 0.0202709-0.000301397j -0.00150541+0.00110088j -0.211318+0.000314581j -0.060238-0.00338244j 0.108959+0.00543148j -0.224351-0.00256941j 0.166419+0.000283495j 0.0660096-0.00251002j -0.0224513+0.00525807j 0.169208+0.0037455j 0.0534134-0.00103995j -0.103131+0.00253835j -0.14002-0.000368967j -0.137483-0.00419184j -0.0905348-0.00534926j -0.0048409+0.00657123j 0.0503346+0.00725892j -0.0863494-0.00184554j -0.0750074+0.00510476j 0.0374353-0.00458297j -0.0375061-0.00782549j -0.045419+0.00104775j -0.0356796+0.00203887j 0.0154855-0.00475787j -0.0198136-0.0013755j -0.0027437+0.00287955j -0.0533567-0.00838974j 0.033822-0.00414389j -0.0341232-0.00107707j 0.0493329+7.08053e-05j -0.0620708+0.00300321j 0.0268645+0.00342792j -0.0373035+0.00336517j -0.0936721+0.0064163j -0.0633665+0.00370423j 0.00242351-0.00119485j 0.00957789-0.00913436j -0.0253149-0.00317684j 0.0103713-0.00325773j -0.0184445-0.0144445j 0.00363404+0.00620669j 0.0198641+0.00597374j -0.0109253-0.00765717j 0.0161839-0.0022536j 
-0.0147733+0.00227322j 0.0111055+0.00231563j 0.00159352-0.0012876j -0.00703525+0.00184222j -0.0114543+0.00173024j 0.00850717-0.000390623j 0.0102704+0.00112016j 0.0141259-0.00277099j 0.0215625-0.00242694j -0.00613081-0.0038263j 0.00834702+0.00336682j -0.0532352+0.00174941j -0.0422971+0.000747926j -0.0308186-0.000152706j -0.0233119+0.000688112j -0.0362018-0.00153241j 0.0310583-0.000797605j 0.0159632-0.000245476j 0.00755716-0.000589496j -0.0221998+0.00153598j 0.0528977+0.0007782j -0.0519809+0.000534697j -0.00321133+0.00210264j 0.027902-0.00380409j 0.103147-0.000812951j -0.0265388-0.0045721j -0.0387684-0.0046953j 0.089753-6.94722e-14j -0.187597-5.5726e-06j -0.167892-0.0028039j 0.0990771+0.00121136j -0.0304767+0.00268068j 0.0388586+0.00294822j 0.131298+0.00330352j 0.103292+0.00253149j -0.0218015+7.47598e-05j -0.0550026+0.00288675j 0.195631-0.00269729j 0.0957526+0.00133934j -0.0923362-0.00328009j 0.0990082+0.00590112j -0.0750376-0.000236234j -0.0708407-0.00145643j 0.000905194+0.00238048j -0.0955441-0.00141557j 0.109027+0.00373506j -0.158986-0.00160315j -0.178655-0.00281848j -0.00456683+0.00214571j -0.264723-1.37106e-05j 0.0133519-0.00389475j -0.0729539+0.00805423j 0.097797+0.00623129j 0.0143383+0.0048391j 0.0731407-0.00167271j -0.224231-0.000271173j 0.000316847-0.00304942j 0.0406029-0.000814144j -0.152071+0.00438887j 0.200181+0.00175479j 0.0331193-0.00212328j 0.0358508-0.00503117j -0.0646809+0.0032573j 0.00348378+0.00308509j 0.0519384+0.00806688j 0.148223-0.000476983j -0.0552376+0.00971868j -0.133136-0.0103063j 0.030215-0.00193637j -0.0112898+0.0050829j 0.0675714-0.0018468j 0.0791428+0.00177174j 0.0532745+0.000886388j 0.028962-0.00207054j -0.0579611-0.00633239j -0.0854121+0.00254949j -0.0284782+0.00712597j 0.0327444-0.00371765j 0.00374641+0.00380148j 0.0682637+0.00223687j 0.0151733+0.00231363j 0.0531884-0.00221374j 0.0721793-0.0113017j 0.0308414+0.00140601j -0.0123681+0.00378653j -0.146084+0.00134137j -0.0421842-0.00399071j -0.0134889-0.00421385j -0.0418525-0.00766108j -0.00239163+7.32194e-05j 0.0070529-0.0102525j 0.0366924+0.0131344j -0.00938251-0.00197684j -0.00520955-0.000297361j -0.0283604+0.00585372j 0.0344842+0.00538237j -0.00537159+0.00413299j -0.0134894-0.0037676j 
0.000644385+0.000760507j -0.00375045+5.21623e-05j -0.000723974+0.00448956j -0.00847242-0.00121395j -0.00116653+0.00329158j -0.0129064+0.00153158j 0.00274337-0.000813916j -0.00253382+0.00564479j -0.0374483+0.000139522j -0.00964603-0.00208936j 0.0351601-0.000398413j -0.00213511+0.00128885j 0.0107549+0.000589539j -0.0295943+5.03652e-05j 0.00786558-0.002843j 0.0647711+0.00144109j 0.0246888-6.17229e-05j -0.0162855+0.00422119j -0.0353352-0.00216318j -0.0660361-0.00318447j -0.101529-0.00808613j 0.0833413-0.00315446j -0.165104-0.00165377j -0.0123316-0.000974116j -0.0520005-0.00266341j -0.0391694+0.00114088j -0.0679621+0.00103506j -0.187597+5.5726e-06j 0.186559-6.39896e-15j 0.0819177+0.00246878j 0.0203043-0.000269123j 0.122755+0.000115885j 0.0934733-0.00397179j 0.165478+5.61338e-05j 0.0581754-0.00140232j 0.111723+0.000858459j 0.080094+0.00320981j -0.180913-0.000727699j 0.0830396-0.00300087j -0.2783-0.00210933j 0.230733-0.00272891j 0.103374+0.00144015j 0.20274+0.00196717j -0.044672+0.000690344j -0.0110758+3.1416e-05j -0.000613909-0.00171624j -0.121737-0.00385309j -0.125084+0.00132294j -0.162901+0.00281115j -0.179072-0.00575088j 0.211857-0.00015209j -0.100997+0.00497088j 0.156919-0.00393742j -0.250005-0.0012654j -0.161213+0.00358559j 0.0305401+0.000106335j -0.0908836-0.00243378j -0.0100242+0.00351744j -0.0551424+0.000947008j -0.133544-0.00959981j 0.0481493+0.000200308j 0.100123+0.00148869j 0.0565787-0.00411855j -0.00469203+0.00234438j 0.0380807-0.00566877j -0.014292+0.000640625j -0.0589683-0.0063261j 0.0205872+0.000338342j -0.0343436-0.00102334j -0.1048+0.00155619j -0.0933664-0.00656383j -0.0298371-0.00613517j -0.0132426+0.00451829j -0.088715-0.000422552j 0.0210716+0.0011072j 0.108775-0.00609889j -0.0300292+0.00530886j -0.0528687+0.006347j -0.0191902-0.0071926j 0.0894153-0.00401863j 0.0193624+0.00155922j -0.0260116-0.00655662j -0.0387481-0.00844762j -0.012433-0.00351356j -0.0120402-0.00783306j -0.0045087-0.000296214j 0.0204557+0.00184975j -0.0222325+0.0066486j -0.0208807+0.00300543j 0.00596381+0.00448068j -0.0398366+0.00116416j -0.0234088-0.00257883j -0.018909-0.00212845j 0.0238586+0.0034151j -0.0106066+0.0019293j 0.00372904+0.00633815j 0.000765971-0.000733505j 0.00555642+0.00129446j 
0.00257812-0.00478827j -0.020026+0.001584j 0.00906283+0.00121519j 0.0128932-0.000537165j -0.000415582-8.59374e-05j -0.0342063+0.00598408j -0.0362276-0.00251205j 0.00602616+0.000543918j -0.0133108+0.00159726j 0.00556046-0.00165171j 0.025185-0.00189963j 0.0645193+7.40466e-05j 0.00654276+0.000535082j -0.024559-0.00227149j 0.00703305-0.000321204j 0.0481592+0.000288406j -0.0476847+0.000955305j 0.0325175+0.00419486j 0.0084267+0.00120126j 0.0139524-0.0023148j -0.0166351-0.00491143j 0.0437985-0.00540185j -0.109233-0.00179259j 0.023594-0.000665142j 0.0292399+0.00178865j 0.0546667+0.000483601j -0.0913453+0.00229827j -0.167892+0.0028039j 0.0819177-0.00246878j -0.300917-1.31092e-13j 0.0484814-0.00172275j 0.132355+0.00225491j 0.172845-0.00505592j 0.16766-0.00310935j 0.0179249-0.00272501j 0.147388-0.00230238j 0.0678437+0.00874265j 0.199869-0.00169709j -0.0592698+0.00198413j 0.0322846-0.00134121j 0.05853+0.000219174j -0.179995+0.0031087j 0.0827494+0.00107094j 0.00178512-0.00425196j -0.190209+0.00125366j -0.0611822+0.00430168j -0.108616-0.00180153j 0.0310157-0.000814627j -0.0695251-0.000986392j -0.0853356+0.000680036j 0.0518302+0.00631218j 0.130683-0.00283891j -0.149927+0.00483047j 0.135286-0.00238946j 0.0890537+0.00134833j -0.111751-0.000668969j 0.0354297+1.61152e-05j -0.04518+0.00581164j 0.146763+0.00171414j -0.187266+0.00411438j -0.148927+0.007665j -0.0469855+0.00841845j 0.0693931+0.00100918j 0.144413-0.000524006j -0.0706764-0.00748342j -0.0927536+0.00010407j 0.154797-0.00508718j 0.0259174-0.00608226j -0.0335166+0.00214053j 0.207494+0.0079073j -0.0665667+0.0069441j -0.0702661-0.00292684j 0.0252612+0.00851364j -0.0425898-0.00288205j 0.151736-0.00456987j 0.0379635-0.000656353j 0.0232025-0.00402434j 0.0393971+0.00449123j -0.014157-0.000797637j -0.0108124-0.00350963j -0.0935177-0.00655915j -0.0374983+0.00810367j 0.0433539+0.00424419j 0.0811835+0.0116684j 0.00279132+0.00399701j 0.0887496+0.00186239j 0.0404864+0.0124645j 0.0371226+0.00109094j 0.0236919+0.00796092j -0.0303472-0.00576634j -0.0382403+0.00271503j -0.00118952-0.0149356j 0.0556478+0.0030713j -0.000268874-0.00245958j 0.0231516-0.00609368j -0.0244309-0.00730394j -0.021295-0.00597027j 0.0067756-0.00469761j 
0.00564159-0.000642971j 0.00611064-0.00187897j -0.00912551-0.000306567j -0.00469661-0.00010541j -0.0206801-0.00386851j 0.00595687+0.00463996j -0.00224923-0.000538719j 0.0189356-0.0013918j 0.0288017-0.00263528j -0.0249557+0.00407609j -0.0352639-8.36287e-05j 0.00850295-0.00194833j 0.00976911-0.00114572j 0.00251784-5.70421e-05j 0.0116222+0.00140787j 0.0271592-0.000784444j 0.00441018-0.00259537j 0.0621595-8.1772e-06j 0.0297375-0.00266844j 0.0535821+0.00146097j -0.00054276+0.00386999j -0.0553813-0.00217496j 0.0515126+0.00107114j -0.0255561+0.000273659j -0.0549432-2.68378e-05j 0.0327272-0.0011367j 0.193259-0.00274962j 0.0990771-0.00121136j 0.0203043+0.000269123j 0.0484814+0.00172275j -0.0418191+3.25304e-15j -0.0651627+0.00197342j 0.039888+0.000803641j 0.0753048-0.00020933j -0.123263-0.000580299j -0.0296794-0.000720159j -0.234629+0.000117801j 0.260003+0.00187802j 0.0789597+0.0055453j -0.278081-0.00228261j 0.267466-0.000538645j -0.084791-0.000634297j -0.157059+0.00141042j 0.0725134-0.002809j -0.0382799-0.00152079j -0.0173727-0.00144344j 0.134247+0.00175442j 0.0629192-0.000876697j -0.168831+0.00290019j 0.18864-0.00283974j 0.225813-0.00506644j 0.0713268+0.00212292j -0.0225638+0.00134401j 0.046437-0.00546905j -0.243084+0.00317947j 0.0764634+0.00493943j 0.00077005-0.00268048j -0.127793+0.000490725j 0.0149561-0.000581393j 0.0111832+0.00034393j 0.179962+0.00011916j -0.122598+0.00190718j -0.0228393-0.00105165j 0.112996-0.00652879j -0.0689068-0.00136627j 0.039589+0.00667946j -0.0688642+0.00243259j -0.0117419-0.00696648j 0.00449874-0.000331828j 0.00544945-0.000296746j 0.0567052-0.00202393j 0.0483544+0.00472866j -0.0611621-0.00196665j 0.105933-0.00546867j -0.0167045+0.00183827j -0.0962099+0.00216171j -0.0135114-0.00473649j -0.0331591-0.00414656j -0.0191527-0.00372407j -0.0480557-0.000470662j -0.0611698-0.00265779j -0.059905-0.00117567j 0.0369801+0.00393516j 0.0174712+0.000530008j 0.0449391+0.00714973j 0.00911552-0.00341951j 0.0102177+0.00359418j -0.0156056-0.00273783j -0.000394087-0.011563j 0.032519-0.00771048j 0.0245237+0.000512865j -0.00799562-0.00628421j 0.0224664-0.000840833j -0.0184317-0.00820993j -0.00938786-0.00253618j -0.00534245+0.00133479j 0.00202145-0.00150406j -0.00101775+0.0008303j 
0.00970075+0.000780251j 0.00512999-0.00251661j -0.00637623+0.00408908j -0.0133331-0.00128523j -0.00216181+0.000314852j -0.0407592-0.00027599j 0.0132125-0.00545696j 0.0306852+0.00301847j -0.0134319-0.00354928j 0.0161986-0.00285054j 0.0241034+0.00156725j -0.028624+0.00119137j -0.0378336+0.001072j -0.000789434+0.00181847j 5.17543e-05-0.000443392j -0.00658824-0.00317069j 0.00337317-0.000385354j -0.0189659+0.0042243j 0.0310705-0.00140424j -0.0634818+0.004272j 0.00824208+0.000817043j 0.0792838-0.00177607j 0.0294047+0.00164915j -0.0197046+0.00212165j -0.0402611+0.000406793j -0.112282-0.00137918j -0.0737777-0.000350084j -0.0304767-0.00268068j 0.122755-0.000115885j 0.132355-0.00225491j -0.0651627-0.00197342j -0.0548914+1.02314e-14j 0.0236817+0.00175512j 0.0217458+0.00304935j 0.239572-0.000266352j -0.0466491+0.000408283j 0.0990894+0.000736547j -0.183956-0.00425297j -0.105404+0.00286292j 0.102555-0.000729839j -0.136169-0.00353425j -0.196193-0.000677479j 0.165873+0.00456045j -0.0751503-0.00169675j 0.0466458-0.00319786j -0.198785-0.00268994j -0.0091581+0.00360708j 0.0924434-0.00191191j -0.0758338-1.64606e-05j 0.0051869+0.00292203j 0.0842945-0.00213168j -0.0287612-0.00556906j 0.234267+0.00304389j 0.249211-0.00515851j -0.049166-0.00294797j -0.0766776+0.00337425j -0.0308189+0.00185608j -0.192397-0.00482902j -0.134943-0.00801584j -0.0683489+0.00562714j 0.110265-0.000123897j -0.101874+0.00300589j -0.0826529-0.00377487j 0.0652441-0.00234758j 0.0287465-0.00495457j 0.136365+0.0063206j -0.10616-0.00170615j -0.00841+0.00077722j -0.0481284+0.00203354j 0.14792+0.00981111j 0.0408097-0.00591574j -0.0204195-0.00674422j -0.051667-0.00463028j 0.0184924+0.00416588j 0.0128578+0.00217506j 0.0706268-0.0083144j 0.000166962+0.00220102j -0.0439225-0.00800224j -0.0607966-0.00266355j -0.0314549+0.00397436j -0.084679+0.0091j 0.0368823+0.00343026j -0.017795+0.00275639j 0.0486528-0.00137409j 0.0581698+0.0074499j -0.0342046+0.000393876j -0.0543483+0.00787413j -0.0425498-0.000297762j -0.000315124-0.00544586j 0.0444956+0.00085788j -0.0233984-0.00335804j -0.000488778-0.00374114j 0.0387046+0.0112114j 0.0075605-0.00599447j 0.00652513+0.00320243j 0.0156962+0.00265171j 0.0113504-0.00280774j 0.0130689+0.0068899j 
