0.00425875+8.50015e-17j -0.00866424+8.79902e-06j 0.0090355+0.00142028j -0.0122932-0.00184978j -0.00546928-0.000181518j -0.0139227+0.000858835j 0.0127715+0.00411156j 0.0115444+0.00190962j 0.00356629+0.00196258j -0.011212-0.00315855j 0.025473-0.00152758j -0.0188698-0.00466162j 0.0153663+0.00305724j -0.00761009+0.00366957j -0.0151639-0.00101717j -0.00428134+0.000414392j 0.0156406+0.00306803j 0.00621995-0.00245595j 0.0134949-0.00098809j -0.0105483-0.00195931j 0.00120503-0.00201878j -0.0116094-0.00213298j 0.000194455+0.00203856j 0.0132378-0.000667945j -0.0158542-0.00177022j -0.00168268-0.00160886j 0.00563123+0.00183599j -0.0147733-0.00227322j 0.000644385-0.000760507j 0.00257812+0.00478827j 0.00564159+0.000642971j 0.00970075-0.000780251j 0.000155552+0.00219678j 0.00401836+0.00179967j 0.00150642-0.00213206j 0.0086602+0.000641982j 0.0110353+0.00124973j 0.00251186+0.000381668j 0.00116359-0.00287752j 0.00489983+0.000383394j 0.00150992-0.000117304j -0.0036462-0.00188516j -0.0025693+0.00106962j -0.00826842+0.00341236j -0.0123913-1.78763e-05j 0.00224402+0.00010048j -0.00588904+0.000186716j -0.00323448+0.0020939j 0.0106821-0.000623674j 0.0061078-0.00222112j -0.00445068-0.00312449j 0.0139173+0.0049626j 0.0104621+0.00578987j 0.0148715+0.00100915j 0.00489362-0.000231693j 0.0102674-0.00101013j 0.00845313-0.00182416j 0.00474483+0.00328865j 0.00370728-0.0033374j -0.0169252-0.000152451j 0.0171214-0.00183343j -0.000349247+0.00121621j -0.00533529-0.00115224j 0.00481343+0.00177058j -0.00710278-0.00167687j -0.0037152+0.00726538j 0.000234633-0.000687623j 0.0170776+0.00403973j 0.000959257-0.00819018j -0.0227738-0.00300814j 0.00392202+0.00546961j -0.0183652-0.00088974j -0.0046601-0.00232255j 0.0188707+0.00750961j 0.0233758+0.00568486j -0.00931922+0.00718658j -0.0605736-2.16669e-05j -0.0152686-0.00372638j -0.014974-0.00918463j -0.0145024-0.0223985j 0.0128242+0.00227074j 0.0144939+0.00510558j -0.133832-0.0111621j 0.0267347-0.0270465j 0.0517646+0.0123918j 0.0297769+0.000268713j 0.00676863-0.0099515j -0.0363425+0.00216937j 0.0168346+0.0128527j 0.0269223-0.00373355j 0.0146776-0.000633008j -0.0152327-0.010913j -0.025896+0.0053409j -0.0203994-0.010431j -0.0143557-0.0109606j -0.0648854+0.00690604j -0.00266164-0.00320287j -0.118761+0.0136988j 
0.000155552-0.00219678j -0.00583557-1.51761e-05j -0.00526536-0.00214703j 0.00285434-0.00047653j -0.000622356-0.00383894j -0.0238775+0.00354907j -0.0207701-0.00387179j -0.000639009+0.000902112j 0.0186106-0.0019299j -0.0427607-0.00259283j -0.0246342-0.003107j -0.0150679-0.00448978j 0.0291989-0.00345046j -0.0224549+0.00189044j -0.0595092+0.00500236j -0.0194185-0.00160757j 0.106842+0.000929249j -0.0982353+0.000132119j 0.0317953+0.00106448j 0.0779149-0.00162238j -0.0232364+0.00238002j 0.0524913-0.0012483j -0.0858291+0.00257663j -0.0139655+0.000885993j -0.00732555-0.000296032j 0.0543889+0.00116491j 0.0074029+0.00151684j 0.0388586-0.00294822j 0.0934733+0.00397179j 0.172845+0.00505592j 0.039888-0.000803641j 0.0236817-0.00175512j -0.280918+7.25982e-15j 0.00538875+0.00437506j 0.351277-0.000984353j 0.163185+0.00321179j 0.0519249+0.00214969j 0.204112+0.00638603j -0.101176-0.000836418j 0.0714566+0.000124104j 0.075578-0.00277274j 0.0139937-0.00137589j -0.0789219-0.00193673j 0.270757+0.00268094j 0.0541093+0.00256035j 0.182703+0.00605639j 0.13796+0.00263075j -0.221917-6.04455e-05j 0.0934976+0.00500679j -0.138592+0.00202975j 0.0612985-0.00299593j -0.122063+0.00378631j -0.0641782-0.00330802j 0.133396+0.00348696j -0.0419217-0.00202787j -0.0604133-0.00499287j 0.0262565-0.000229477j -0.164305-0.00234478j -0.0184983+0.000884964j 0.0165613+0.00292783j 0.0536574+0.00157855j 0.021421-0.00269527j 0.0596432-0.00240697j 0.0382628-0.003826j -0.0483933-0.0087389j 0.00468973+0.00858294j 0.0511518-0.0017382j 0.0457169-0.00221526j 0.117729+0.00607089j 0.0479584+0.00390318j -0.0201816-0.00473654j 0.0248127-0.00333409j 0.0435438+0.00160673j 0.120774+0.00373376j 0.0130463-0.000210715j -0.0377911+0.00093074j 0.0117572-0.00351431j -0.0111066+0.000183091j 0.0304536+0.00197789j 0.0121654-0.00477924j -0.0250778-0.00951485j -0.0485937+0.00343353j -5.20668e-05+0.00233836j 0.0227+0.00050164j -0.0281504+0.00837397j 0.0250119-0.000918014j 0.0410186+0.00501597j 0.0140464-0.00250434j 0.0221028-0.00250791j 0.0130947+0.00330954j 0.0122232+0.00512273j 0.0156449-0.00163351j 0.0113526-0.000237512j -0.00167435+6.26628e-05j -0.00433729-0.00116128j -0.0127639-0.000164721j -0.00944441-0.00135266j 0.000475076-0.00260577j 
0.00401836-0.00179967j 0.000463157-0.000544689j 0.0015693+0.000994178j -0.00161505+0.00326669j -0.0148434+0.00031035j 0.00196286+0.00334134j -0.00362296-0.00138541j 0.0480151+0.00282213j 0.00960796-0.00130171j -0.000647428+0.00071895j -0.0259591-0.00284966j -0.0174147-0.00507608j -0.0316859-0.00567037j -0.0529097-0.00224291j -0.130002-0.000784132j 0.0409369-0.00107095j 0.0212478+0.000123422j 0.0259954+0.000224174j 0.0268942-0.00245066j -0.0520414-0.00247914j -0.16633+0.00069624j 0.0335653-0.00318976j -0.0252705-0.00100798j 0.071716-0.00307127j 0.0229101-0.00293152j 0.0746813+0.00353578j 0.0742922+0.00142021j 0.131298-0.00330352j 0.165478-5.61338e-05j 0.16766+0.00310935j 0.0753048+0.00020933j 0.0217458-0.00304935j 0.00538875-0.00437506j -0.112454-3.00125e-14j 0.17772+3.77405e-05j 0.0714991-0.00075633j -0.0581028+0.000343629j -0.199903+0.00141093j 0.408926+0.00408539j 0.0443015-0.0015963j 0.139487-0.00499793j -0.176283-0.000216753j 0.0226522+0.00250217j 0.0219385-0.00921033j -0.00455983+0.00581671j 0.135636+0.00413085j -0.0446994-0.00474581j 0.115289-0.000428958j -0.0212329+0.00457119j -0.123148+0.00364696j -0.20566+0.00865993j 0.191746-0.00296643j -0.0468387+0.00163864j -0.0301762+0.00163344j 0.155332-0.00296106j 0.173628+0.00250707j 0.0696332-0.00034763j -0.0641423-0.00169038j -0.0110862-0.00210956j -0.00661053-0.00209332j -0.0999772-0.00556747j 0.0604408-0.000718383j 0.0383511+0.00107754j -0.0249301-0.00323798j -0.0844747+0.00503607j -0.0305572+0.00891363j -0.0381538-0.00387023j -0.115173-0.00257122j 0.00232849+0.00423041j -0.0595154-0.0017038j -0.00610141-0.00323068j 0.0238821-0.00129605j 0.0410775-0.00237745j -0.0296576-0.00829849j -0.0540488-0.0011239j -0.0140022-0.000584898j -0.0437608+0.00125234j 0.0816671-0.00185072j -0.0307987-0.00740301j 0.000472654-0.000974087j 0.00190934+0.00128691j -0.00766911-0.00115694j -0.000867423-0.00197159j 0.0166583+0.0080529j -0.0190535-0.00158429j 0.00177034-0.00127726j 0.0117557-0.00715172j 0.0182581+0.00547831j -0.0337872+0.005111j -0.0299078-0.00414444j 0.00770938-0.000935626j -0.00124554+0.002022j 0.00404049-0.0072938j -0.00853757-0.000887483j -0.00950767+0.00287106j 0.0133628+0.00351885j -0.0046478-0.00382979j 0.00710787-0.00203086j 
0.00150642+0.00213206j 0.0117978-0.000823245j -0.012153+0.00166669j -0.0175844-0.000109877j -0.0149302+0.000430218j 0.00849147+0.00235479j 0.0103631-0.000991157j 0.00655067+0.00228009j -0.00480029-0.00333344j -0.0285016-0.00248909j -0.00245114+0.00112345j -0.0291417+0.00198015j -0.0252102-0.00369128j -0.0584352+0.00155823j -0.0258844+0.00199015j 0.0462036+6.07342e-05j 0.0705825-0.00169475j 0.0262643+0.00288751j 0.00203118-0.00122721j 0.0566809+0.00106712j -0.124585+0.000756906j 0.0342147+0.00376453j -0.0935704+0.00382895j -0.0693045+0.00146202j 0.123446-0.00491582j -0.0864506-0.000718448j -0.0273377-0.0020076j 0.103292-0.00253149j 0.0581754+0.00140232j 0.0179249+0.00272501j -0.123263+0.000580299j 0.239572+0.000266352j 0.351277+0.000984353j 0.17772-3.77405e-05j -0.00692124-8.20828e-15j -0.145322+0.00378073j -0.268653+0.0036783j 0.110168-0.000169167j 0.137886+0.00375557j 0.337686+0.00270599j -0.260124-0.000500271j 0.046177+0.000401233j 0.140367-0.00322308j 0.161877+0.00498481j 0.0876012-0.00771053j 0.192497+0.00223331j -0.0607816+0.00334514j -0.0594083-0.000262846j 0.0354378+0.000850064j -0.0245116+0.00215452j 0.0751532+0.004061j 0.0921778+0.00196704j -0.0633646-0.00493179j -0.0408199+0.0025925j -0.106369+0.00017394j -0.0270559-0.00224785j 0.101483+0.00985332j 0.0548619+0.00950935j 0.0672101+0.00141323j -0.0404529-0.00524985j 0.137417+0.00362176j 0.00891582-0.00245269j -0.0492043+0.00398139j 0.0247491-0.00296448j 0.0460778+0.00241532j -0.0319987+0.00293215j -0.132351-0.00334382j -0.0449559-0.0029855j -0.094115+0.000633606j 0.0489126+0.00440472j -0.00832474+0.00202028j 0.116687+0.0083259j -0.0125194+0.00161673j 0.100503-0.0029154j -0.0748644+0.00452958j 0.0273532+0.00330697j 0.0167703-0.00231244j 0.000967255-0.00057857j -0.0516389-0.00116093j -0.00133043+8.45004e-05j -0.0207215-0.0059667j 0.000580226+0.00132303j 0.00586898+0.00262766j -0.0240969+0.000876767j -0.0099026-0.00164227j -0.0378444-4.01967e-05j -0.0143154+0.00504466j -0.0138064+0.00302551j 0.00612413-0.00320989j 0.0252853+0.00176277j -0.0306611-0.00180696j -0.0147613-0.00506518j 0.0213401+0.000404749j -0.00841483-0.000573333j -0.0179561+0.00189413j 0.0177274+0.00669801j 0.00919169+0.00294801j -0.00694785+0.00178946j 
0.0086602-0.000641982j -0.00168996-0.00168167j -0.00114285+0.00220818j -0.0138467+0.00204586j 0.00172336-0.000204557j -0.00440404-0.000339199j 0.00720021-0.00417658j -0.00145666+0.00397843j -0.00975632-0.00076331j 0.0224436-0.00278661j -0.0199147-0.00293674j -0.00778626+0.00205921j -0.0051351-0.00505167j -0.0444192-0.0015637j -0.0881627-0.00148424j 0.0561259+0.00189735j 0.0296225+0.0025652j 0.0177407+0.00178761j -0.0840128-0.00192269j 0.0122841-0.000721698j -0.132984+0.00060836j 0.121778+0.0021715j -0.0278349+3.79758e-05j 0.13159+0.000312099j -0.0410609+0.00122411j -0.00321788-0.00121811j 0.0682393-0.000188479j -0.0218015-7.47598e-05j 0.111723-0.000858459j 0.147388+0.00230238j -0.0296794+0.000720159j -0.0466491-0.000408283j 0.163185-0.00321179j 0.0714991+0.00075633j -0.145322-0.00378073j 0.0106986+3.87928e-16j -0.0239853-0.00321001j 0.0450913-0.00150202j -0.100482-0.00227044j 0.0113712+0.000337827j 0.263355-0.00391361j 0.331557-0.00195699j -0.120049-0.00033916j -0.157774-0.00258599j 0.047192+0.00395438j 0.00752199+0.00389108j -0.0124529-0.00139639j 0.052709+0.00079747j 0.224556-0.00537834j -0.00835508-0.00108022j 0.0915888+0.0095241j -0.165843-0.00121221j 0.0718828-0.000910548j 0.229947+0.00280068j 0.0343278-0.00443762j -0.0955303+0.00136836j 0.13143+0.000659961j 0.0126786-0.00414671j 0.0818869-5.02148e-05j -0.00950978-0.00489193j -0.0152229+0.00135359j 0.170608-0.000334986j -0.122679-0.0029323j 0.108454+0.000674202j 0.0562616-0.00567431j 0.0472637+0.00515601j -0.0445089+0.00115378j 0.00076685-0.000732214j -0.00561763+0.00282327j 0.0290122-0.00175926j 0.0373492+0.00662207j -0.00689767-0.000241848j -0.0981775+0.00234788j 0.0339044-0.00485762j 0.00456188+0.00654827j 0.0367725-0.000545931j -0.00438572-0.00430768j -0.0402377-0.00300497j 0.0482741+0.00124261j 0.00369953+0.00798067j -0.0101902-0.0103579j 0.0721296-0.00436769j -0.0631761+0.0080345j 0.0225052-0.00810152j -0.0317828+0.00402531j -0.000600182+0.00411049j -0.0380733-0.00100669j -0.018977-0.00357597j 0.0115818+0.00923562j 0.0090586+0.0100854j -0.00817394-0.00165796j -0.0115419+0.00102929j 0.00157625+0.00284404j -0.000260334-0.00310437j 0.00331402+0.00502919j 0.0130654+0.00436179j 6.81928e-05-0.00389613j 0.0144821+0.00139884j 
0.0110353-0.00124973j 0.00558325-0.00395238j 0.0157938+0.00497364j -0.0312037+0.00524445j -0.0331172-0.00176362j -0.00346214+0.00107068j 0.0405731-0.00283435j 0.0549303+0.00656303j 0.0186713-0.00634482j 0.00973626+0.00157679j 0.0548138-0.00553708j -0.0691622-0.00236902j -0.0491243-0.00152729j 0.0506333-0.00535498j -0.0882254-0.00201097j -0.0298383-0.0030659j 0.0500814+0.00368325j 0.00323656-0.00194263j 0.11983-0.00323554j -0.0461218+0.000905434j 0.0840612+0.00460095j 0.016123-0.00147665j 0.0632306+0.00108915j 0.310142-0.00419515j -0.109436-0.00162707j 0.0705953-0.000948584j 0.110371-7.44823e-05j -0.0550026-0.00288675j 0.080094-0.00320981j 0.0678437-0.00874265j -0.234629-0.000117801j 0.0990894-0.000736547j 0.0519249-0.00214969j -0.0581028-0.000343629j -0.268653-0.0036783j -0.0239853+0.00321001j 0.118779+7.76094e-15j 0.112884+0.00343852j -0.0629356+0.000393791j -0.12503+0.00190162j 0.0701374+0.00102611j 0.0189095+0.00525152j -0.0166453-0.00552149j 0.247417-0.00159692j 0.0951633+0.00278087j -0.0919516+0.00509889j -0.11332+0.00205659j -0.0128469+0.00272344j -0.176857+0.00419766j -0.0573386+0.0044651j -0.256841-0.00448806j 0.0457471-0.00914326j 0.0129963-0.0018619j 0.0016484-0.00223845j 0.0902754-0.00109203j -0.0306356-0.00354097j 0.1229+0.00259831j -0.135736-0.00578607j -0.0565383-0.000585183j -0.116143-0.00082726j -0.0802675+0.00272313j -0.0152362+0.00164668j -0.10586-0.00533053j 0.0669447-0.00417034j -0.0472284-0.000596899j -0.0162497+0.000367292j -0.023175-0.00300889j -0.107286+0.00155149j -0.0148676+0.00373385j 0.0525898+0.00434758j 0.0611916+0.00284742j 0.00597378-0.0015057j 0.00514599+0.00565094j 0.0797092+0.00120052j -0.0320033-0.00125976j 0.0204153+0.00734054j -0.0310587-0.00467632j 0.0330889-0.00452797j -0.0981706+0.00563219j 0.0254389-0.00133026j -0.0402824+0.00591114j 0.0306837+0.00387303j -0.0622634-0.00130194j 0.0336207+0.00337884j -0.00428662+0.00089123j -0.0149339-0.00222173j -0.00992728+0.00201752j -0.00818388+0.00667962j -0.0137418+0.00446403j 0.00937111-0.00174396j -0.0134597-0.00578005j 0.0143438-0.00393061j 0.030808+0.000907189j -0.0145837-0.00579727j -0.0121595+0.00441969j 0.0308636+0.00732377j 0.0102728-0.00598463j 0.0229834+0.00554602j 
0.00251186-0.000381668j 0.00394751-0.00142875j 0.0097876-0.00114656j -0.00223941+0.00333276j 0.00353182-0.00301552j -0.0134711+0.00128449j -0.00339611-0.00313901j -0.00434952-0.00187667j 0.0362733-0.00108155j -0.0139594-0.00248069j 0.0235162+0.00104553j 0.01073+0.00197356j 0.0252311-0.00276228j 0.00864069-0.00328223j -0.0883387+0.000289035j 0.00255818+0.00537136j 0.0486124+0.00441232j 0.00106256+0.00457043j 0.0648574+0.000272945j 0.0882179+0.000697555j -0.0674269+0.000246276j 0.037043-0.00105299j -0.0312629+0.00404416j 0.270614-0.00149748j 0.0346085-0.000219896j -0.0933533-0.00626029j -0.0573332-0.00185852j 0.195631+0.00269729j -0.180913+0.000727699j 0.199869+0.00169709j 0.260003-0.00187802j -0.183956+0.00425297j 0.204112-0.00638603j -0.199903-0.00141093j 0.110168+0.000169167j 0.0450913+0.00150202j 0.112884-0.00343852j 0.115879-1.74106e-14j -0.0834106-0.00106515j 0.0984393-0.00853454j -0.0507754+0.000799649j 0.159686-0.0035017j -0.02054+0.000693258j -0.124501+0.00345506j -0.0590615+0.00453343j 0.142922+0.00192456j -0.123117-0.00187122j -0.0381843+0.00474285j -0.0526351+0.00750435j 0.160365-0.00703042j 0.138274-0.00855112j 0.125935+0.000744264j -0.0275624-0.00209469j -0.0453577-0.00733548j 0.0354291-0.00334257j 0.111756+0.00321909j -0.0247001-0.00105576j -0.125612-0.00322012j -0.0113471-0.00134246j -0.0703017-0.00304847j -0.225483-0.00179737j -0.0751945-0.00577234j 0.0135229+0.00391062j 0.00762025-0.00352143j 0.120411+0.00322941j 0.0892717+0.00036451j 0.0236029-0.00767783j -0.040972-0.00117995j -0.0440261-0.00037923j 0.050835+0.00604934j 0.0336982+0.00145601j -0.0250021-0.000702578j 0.0122234-0.00110836j 0.0519001-0.00673729j 0.0399827+0.00349226j 0.0235809+0.00298112j 0.00250097+0.00190449j 0.0345219+0.00153289j -0.054177-0.00526103j 0.0483882-0.000648569j -0.0170026+0.00472484j 0.0277017+0.00151042j -0.00834841-0.00330314j 0.0385858+0.00361375j 0.0264243+0.000935078j 0.0111132+8.25942e-05j 0.0103513+0.00888517j 0.00526706+0.000213315j 0.0320069+0.00260598j -0.00477735+0.000963388j -0.0370818-0.00427193j 0.0251923-0.00628272j 0.0255567+0.00949724j 0.0023898+0.00159232j 0.0017898+0.000281616j 0.0130265-0.000407166j -0.00566825-0.00188677j 0.00807252+0.000171595j 
0.00116359+0.00287752j 0.00970428-0.0016098j 0.000178525-0.00216309j 0.000902573-0.000617319j 0.0349447-0.00113071j -0.00916914-0.00666177j 0.0172683-8.58683e-05j -0.046127+0.00150202j -0.0193751+0.00169296j 0.0346884-0.00188084j 0.0363321-0.00141128j -0.0526821+0.00329573j 0.0170884-0.00150763j -0.0218112-0.00480077j -0.0267429+0.00267224j -0.0434613+0.00193957j 0.0161806+0.0048652j -0.0490977+0.00121928j -0.0356153+0.00382551j -0.0287271+0.00292028j -0.0453888-0.00013921j 0.111175+0.00606042j -0.137831+0.00251602j -0.0801958-0.00272006j -0.000155598-0.0018087j 0.143835-0.00223878j 0.198156+0.00099188j 0.0957526-0.00133934j 0.0830396+0.00300087j -0.0592698-0.00198413j 0.0789597-0.0055453j -0.105404-0.00286292j -0.101176+0.000836418j 0.408926-0.00408539j 0.137886-0.00375557j -0.100482+0.00227044j -0.0629356-0.000393791j -0.0834106+0.00106515j 0.130465-1.46693e-15j -0.180275+0.00012236j -0.0797312-0.00113346j 0.012964-0.00211433j -0.11497-0.00534575j 0.0878853+0.00456803j -0.0139697-0.00298238j -0.0604532+0.000699974j 0.180529-0.002072j 0.0969976-0.00436512j -0.0346552+0.000394431j 0.0575939+0.00214966j 0.079442-0.00142625j 0.222833+0.0010448j 0.0626324-0.000451031j 0.0850009-0.000692931j 0.0573472-0.00258488j -0.0231175+0.00134777j 0.00520728+0.00323557j 0.0467677+0.002024j 0.0872136+0.00350776j -0.00756445+0.00300304j -0.225349-0.00181419j 0.0574199-0.000760166j -0.112289+0.00609073j -0.050425-0.00153669j 0.0042232-0.00414642j 0.0837789-0.000562092j -0.0611421+0.000334665j 0.03087-0.00513788j -0.0129289+0.0020415j -0.00180568-0.0048633j 0.016811-0.0035879j -0.067049+0.00239215j 0.0736129-0.00105263j 0.0315404-0.00170549j 0.0642764+0.00312607j 0.0631373+0.00529765j 0.0505609-0.00118444j 0.0222568+0.00188385j -0.0411853+0.00193337j 0.0470739+0.0042043j -0.00414661+0.00616544j 0.052128+0.00372186j -0.0170627-0.00119407j -0.00681591+0.00012518j 0.00908601+0.00292683j 0.00596337+0.00433959j -0.0211833+0.0046018j 0.0204988+0.00551755j 0.0145528+0.0034372j 0.0129694+0.00586628j -0.0216523-0.000518518j 0.0184611+0.000502748j 0.00537935+0.0108299j 0.0310871+0.0052811j 0.0143704+0.00681862j 0.0154715-0.001905j 0.00538473+0.00169938j 0.000446396+0.00331277j 
0.00489983-0.000383394j -0.00142723-0.000671436j -0.0137618+0.00216329j -0.00358879-0.00246109j -0.00375942+0.000961784j -0.00926088-0.00131376j -0.00159982-0.00348864j 0.0073623-0.000254285j -0.0149437+0.00295503j 0.00345703+0.000132327j 0.0359433+0.000129926j 0.033081+0.0023865j -0.042461+0.000796874j 0.0287612-0.00114511j -0.0695104-0.0012369j 0.0829581-0.00155226j -0.00999713-0.00178037j 0.057151+0.00234884j -0.146085-0.00207287j 0.0546464+0.000863333j 0.0255116+0.00288305j 0.122816-0.00207866j 0.121767-0.00437976j -0.140076+0.00135551j -0.185797+0.00301843j -0.000273626+0.00293739j 0.145468+0.000784335j -0.0923362+0.00328009j -0.2783+0.00210933j 0.0322846+0.00134121j -0.278081+0.00228261j 0.102555+0.000729839j 0.0714566-0.000124104j 0.0443015+0.0015963j 0.337686-0.00270599j 0.0113712-0.000337827j -0.12503-0.00190162j 0.0984393+0.00853454j -0.180275-0.00012236j -0.0593317+1.12381e-14j 0.0940244-0.000598677j 0.105618+0.00192342j 0.135236+0.00759981j -0.180255+0.00363955j 0.00632222+0.00838234j 0.107316-0.00548302j -0.0862045+0.000786422j 0.0738191+0.00172342j -0.154526+0.00213172j 0.0410557+0.000786509j -0.144708-0.00229509j 0.037299+0.00111784j 0.0316927-0.00116652j 0.0948709+0.00932351j 0.164105+0.00274608j 0.00825269+0.00670481j -0.0523254-0.00497113j 0.0507762-0.00561855j 0.0321202-0.000674596j 0.0329085-0.000106727j 0.0734508+0.00087696j 0.0556776-0.000345259j 0.081447+0.000658766j 0.0200881+0.000733171j -0.0824599-0.000862386j 0.0448295+0.00589104j -0.00387002+0.00396403j -0.0186673-0.00389681j 0.0432297+3.58351e-05j -0.0073952+0.000262034j 0.0181658-0.000838584j 0.0164116-0.00321803j -0.0252795+0.00380705j -0.0255533-0.000922341j -0.00858738-0.0044081j -0.0306176-0.00379375j -0.0417551+0.000648573j 0.0353376-0.00306854j -0.00394415-0.00209744j -0.028608-0.000136068j 0.0152346-0.000465079j 0.00687272-0.00215062j -0.0096456+0.000841121j -0.00360556+0.00168678j 0.0107878+0.00145214j -0.0204222+0.000874302j -0.0164264-0.00564349j 0.00395074+0.00253911j -0.0104324+0.00113666j 0.00255175-0.00602655j 0.0196487-0.000820917j -0.00993032+0.00394055j 0.00255501+0.000741061j -0.00937448-0.00317839j 0.00461011+0.000882719j -0.000410109-0.00109251j 0.00383761-0.00171959j 0.00561079+0.00154757j 
0.00150992+0.000117304j -0.00182271-1.52135e-05j -0.0192886+0.000232852j 4.53734e-05-0.00760731j -0.00024607-0.000280395j -0.0188806-0.00416034j -0.00709055-0.000480493j -0.0220371+0.00106201j -0.0487246+0.00394574j 0.0439492-0.000229027j 0.06567+0.00104567j -0.000907951+0.00386098j -0.00633999+0.00367081j -0.0207167+0.00219405j 0.0544246+0.00158013j -0.0231325-0.00489125j 0.0134957-0.00383802j 0.0129187-0.000178303j 0.0113703-0.000211839j 0.0839484+0.000226925j 0.190316+0.00125217j 0.207561-0.000304755j 0.158255-0.00385265j -0.255749+0.00461661j -0.0275487-0.000461045j -0.181751+0.00189959j -0.027927-0.00354357j 0.0990082-0.00590112j 0.230733+0.00272891j 0.05853-0.000219174j 0.267466+0.000538645j -0.136169+0.00353425j 0.075578+0.00277274j 0.139487+0.00499793j -0.260124+0.000500271j 0.263355+0.00391361j 0.0701374-0.00102611j -0.0507754-0.000799649j -0.0797312+0.00113346j 0.0940244+0.000598677j -0.0306523+8.30933e-16j 0.168106+0.00227558j 0.0556098+0.000510883j -0.035048+0.0014793j -0.131821-0.00079259j 0.0428313-0.00419005j 0.0988136+0.00172304j 0.0182643-0.0075032j -0.0468678-0.00043921j -0.0336381+0.00537605j -0.156515-0.00276299j 0.121919+0.00326629j -0.0128004-0.00289945j -0.0521158+0.00816324j 0.0320182+0.00621141j 0.000796705+0.00850506j 0.0343534-0.00161907j -0.0814099-0.00239598j -0.129043-0.00328539j 0.155435+0.00601638j 0.0640592+0.000412447j -0.027148+0.000615336j 0.0067445+0.00776613j 0.216896+0.000977835j -0.188783-0.000675635j -0.0481915+0.00442204j -0.0895926-0.00356783j -0.00981421+0.00612459j 0.012908+0.0059856j 0.0789175+0.00650584j -0.0410021+0.00838786j 0.00940926+0.00375853j -0.00252431+0.00133862j -0.0235034-0.00113649j -0.00122255-0.000546507j -0.0158225-0.00209872j -0.0189642-0.00558157j 0.0297116+0.000442006j -0.00518317+0.00852368j -0.0567983-7.254e-05j 0.00105394+0.00212855j -0.0193414+0.00399406j 0.00980374+0.000986801j -0.0288619+0.00389755j -0.0107201+0.0052165j -0.0150149+0.00168004j -0.00961683-0.00325658j 0.0174062+0.00805588j -0.0380364-0.00794853j 0.0240627-0.00864517j 0.0323065+0.00213739j -0.0108887+0.00175002j 0.0212666+0.00125296j 0.000491731-0.00352732j 0.0128189+0.000919366j -0.0152268-0.00590045j 0.00886588+0.000356123j -0.00337972+0.00307762j 
-0.0036462+0.00188516j 0.00677771+0.0011644j -0.00443268-0.000155079j 0.0033302+0.000191213j -0.00755443+0.00359077j 0.0333274-0.00148693j -0.000827368+0.000933393j 0.0247365+0.0030553j -0.0590333-0.00459295j -0.00686305-0.000343957j -0.0289325-0.00122583j -0.0183396+0.00298462j -0.105205-0.000931441j -0.0239033+0.00116175j 0.0264522+0.00160271j 0.113888-0.00181853j 0.0713267+0.00179853j 0.0554471+0.00131902j 0.0430316-0.000471182j 0.0110567+0.000199796j -0.212593+0.00627295j 0.12836+0.00228909j -0.0997355-0.000116251j -0.0375153+0.00166341j 0.147264-0.00179645j 0.0229462-0.00107044j -0.153485-0.00243473j -0.0750376+0.000236234j 0.103374-0.00144015j -0.179995-0.0031087j -0.084791+0.000634297j -0.196193+0.000677479j 0.0139937+0.00137589j -0.176283+0.000216753j 0.046177-0.000401233j 0.331557+0.00195699j 0.0189095-0.00525152j 0.159686+0.0035017j 0.012964+0.00211433j 0.105618-0.00192342j 0.168106-0.00227558j -0.210149+4.41593e-15j 0.0555312+0.00100698j 0.0343091+3.35439e-05j 0.0902481+0.00449625j -0.104862-0.000321496j -0.0289584+0.00313575j 0.167392-0.00563936j 0.104935+0.00418207j 0.192095-0.0030913j 0.0456129+0.00643922j 0.0233015+0.00255686j -0.00872807-0.00923807j 0.00931434+0.00115875j 0.0241749+0.00283218j -0.0498477-7.86792e-05j -0.034942-0.0065905j 0.040888-0.0060559j -0.101683+0.00237587j 0.0895183-0.00332471j 0.0664679-0.000152926j 0.145961+0.00795813j -0.00478002+0.00118947j -0.0401815-0.000947684j -0.0235621-0.000843332j 0.0401112-0.00909552j 0.0216146+0.00610122j 0.0384926-0.00257662j -0.0406535-0.000584198j 0.040789-0.00154339j 0.0483465-0.00292487j 0.00287285+0.00463589j -0.0395351-0.00343869j -0.0206632+0.00689261j -0.0537765-0.00105361j -0.0228545-0.000744314j 0.0241917+0.000647364j -0.00907125-0.00355313j 0.0045721+0.0036801j -0.00235426+0.00189167j 0.0359513-0.000974151j 0.0207935-0.00289982j 0.0189859+0.00472839j -0.0323312-0.000611393j 0.0150568-0.000364585j -0.0374849+0.00283628j -0.0340289-0.00430116j 0.0145208-0.00185791j 0.0168975-0.00162556j 0.0288482+0.00172725j 0.00777107+0.00175567j -0.0208467+0.00145172j -0.00445607-0.00115049j -0.00423935-0.00065042j -0.00619645+0.00128806j 0.00928811+0.00299387j 0.00437173+0.00258686j -0.0081168+0.000432875j 
