-0.0140405-1.97758e-16j -0.00354831+2.47485e-06j -0.00736325-0.00061008j 0.0133875+0.000753935j -0.00457238+2.26233e-07j 0.00131778+0.000401488j 0.0152849+0.000749634j 0.00547703+0.000637404j 0.00460081+0.000683783j -0.00171112+0.000423344j -0.00674979-0.0007465j -0.0129931-0.000633936j -0.000356448-0.000222507j 0.00941814+0.000445866j 0.00180223+0.000105976j -0.000835774-5.70295e-05j -0.000489136+0.000306151j 0.00114118-6.73884e-05j -0.00654462-0.000672898j -0.00408689+0.000122726j -0.000489044-0.000958787j 0.012376+0.000650395j 0.000196876+0.000201248j -0.00538823-0.000227814j -0.00292073-0.000750386j 0.00625759+0.000502688j -0.00307428+0.00026039j 0.0113386+0.00129078j -0.00341598-0.000190531j 0.00973182+0.000847644j -0.00971176-0.0012625j -0.000754556-9.15335e-05j 0.00165933-3.09218e-07j 0.00027488-0.000715791j 0.00564139+0.000834625j -0.00799491-0.00094244j -0.00733544+0.000143339j 0.0082726-1.0853e-05j -6.05281e-05+0.00104955j 0.00121511-4.04721e-06j -0.00865337-0.000405885j -0.0039333-0.000915961j -0.00109564+0.000347284j 0.00377647-0.00032758j 0.0191424+0.000648314j -0.0106451-0.000389303j -0.000574774-0.00166682j -0.0100298-0.00210408j -0.0116297+0.000129171j -0.00227665+0.000171145j 0.0354109+0.00123897j -0.011776+0.00100452j 0.0200436-0.00876061j -0.0679196-0.00526833j -0.0112646+0.000272442j -0.842364+0.00841554j 
-0.0129931+0.000633936j -0.000708032-4.57018e-06j -0.00317529-0.000337462j 0.0120039-6.14438e-05j -0.000678295+0.000178792j -0.00108184-8.1907e-05j 0.00741283+0.000116047j 0.00169713+0.000118427j -0.00218861+7.35852e-05j -0.00534464+5.93439e-05j 0.00250392-0.000160079j -0.00551518-8.86444e-16j -0.00208172-0.000213067j 0.00983134-0.0005094j 0.0125248-0.000118381j 0.00571458+0.000132756j -0.00136331-2.89767e-05j 0.000768521-0.000352505j 0.0193105-0.000459494j -0.000568943-0.000268865j 0.0228944-0.000644276j 0.0174419-0.000235148j -0.0120544-0.000332415j -0.0102208+0.000451068j -0.0185514-0.00115988j -0.0223083+0.000251588j -0.00441295-0.000572027j -0.00482282-0.00100767j -0.00216436-0.000660091j -0.0467697-0.00182191j 0.052427+0.000381739j -0.00176942+0.000281293j 0.0542314+0.000667751j 0.0645989+0.000848521j -0.0285235-0.00260762j 0.0794361-0.000927882j 0.0375683-0.000317359j 0.00581346+7.47829e-05j -0.120752-0.000749797j -0.0320598+0.00149364j 0.0275412-0.000249304j -0.0651986-0.00185384j 0.0435941-0.00096187j 0.235016+4.72413e-05j -0.49381+0.00524064j -0.61299+0.00735251j -0.259286+0.00646746j -0.0449936+0.000213614j -0.00430097+0.00300994j -0.0545358+0.0040441j 0.0200529-0.00332049j 0.00345397-0.00301695j 0.0112492-0.000281569j -0.000588211+0.00163079j -0.000888458+0.000737491j -0.00406608-0.000347141j 
-0.000356448+0.000222507j 0.0135507-0.00103173j 0.0092326-0.000721601j -0.00693486+0.00076596j -0.00837373+0.000391243j -0.00559184+0.000192907j 0.00290695+0.000289867j 0.00690114-0.000266764j -0.00681947+0.000134658j -0.0069991+0.000614286j -0.0273943+0.00110612j -0.00208172+0.000213067j -0.0191813+9.19609e-15j 0.00463528+0.000298068j 0.00293175+0.000148445j 0.00776511-0.00110628j -0.0610911+0.000377403j -0.0109294+0.000337563j 0.0410378+0.000326547j -0.048822+5.27754e-05j 0.00940393+6.23144e-05j -0.0562964+0.000416448j -0.00900975+0.000629699j -0.0786523-0.00022425j 0.0246139+0.00168679j -0.0228188+0.000739804j -0.00656615+0.000856096j -0.00168682+0.000127802j -0.0302782+0.00110656j 0.0616464-0.00058536j 0.0581326-0.000683562j 0.100088-0.00203985j 0.0407552-1.72429e-05j -0.0838023+0.000938852j 0.0699096+0.000564709j 0.0989585-0.000253011j 0.0956444-0.000300562j 0.0884838+0.000100272j -0.0352225-0.000192394j -0.0166476+3.97353e-05j 0.00630166-0.000516066j 0.115005+0.000232137j 0.222142+0.000310386j 0.796597-8.72924e-05j 0.20245-0.00179082j 0.107575-0.00069917j 0.0149056+0.00105104j -0.0138156-0.00156692j 0.00863664-0.00293237j -0.0262706+0.000884594j 0.0002369+0.00155936j 0.0081537+0.000428008j -0.000910446-0.000200431j -0.00118346-0.000889778j 0.00371498+0.000844174j -0.00226956+0.000609504j 
0.00941814-0.000445866j -0.0091962+0.000978805j 0.00985461-0.000365891j 0.00206118-0.000413575j 0.0144401+0.000402723j -0.00577568+0.000579639j 0.00272558-0.000473141j 0.0152691-0.000995003j 0.0389156-0.00124437j 0.0259218-0.00128602j -0.0124131+0.000274767j 0.00983134+0.0005094j 0.00463528-0.000298068j 0.0287787-2.52619e-17j -0.0694387-0.000564684j -0.00164647-0.00102128j -0.019388-2.36026e-05j -0.00899486-0.000922481j -0.00234457-4.54155e-05j -0.039516-0.00246658j 0.0158242+0.00279833j -0.00103087-0.000419247j 0.0718925-0.000616619j 0.0191317+0.000753061j 0.0951553-0.000323009j 0.0871958-0.00143157j -0.132741+0.00133796j -0.0887786-0.000464656j 0.00100811+0.00152523j -0.0636638-0.000166576j 0.00871635+0.000261016j -0.00113745+0.000182476j 0.0556374-6.37697e-05j -0.0306403-0.00100451j 0.0280557+0.000156808j -0.0784569-0.00380947j -0.0173733-0.00247517j 0.0114092-0.000744184j -0.0412693+0.000931482j 0.0137906-0.000621252j 0.271968+0.000301372j 0.116681+0.00453984j 0.751928-0.00153826j -0.177419+0.00121804j -0.189127+0.000719397j 0.167303-0.00104892j -0.0259582+0.00249358j -0.130979-0.00310468j -0.0169451+0.00360683j 0.0161215-0.00200405j 0.00158902-0.00101236j 0.0152624+0.000198538j 0.00484449-0.00441625j 0.00637064+0.00254106j 0.000762885+0.0010222j 9.16347e-05-0.000336905j 
0.00180223-0.000105976j 0.00196768-0.000209699j -0.00691289+0.00101167j -0.00410494-0.000480292j 0.0046625-0.000735155j -0.0110308-7.38719e-05j -0.0183945-0.000345868j -0.0160832+0.000376933j -0.0389872+0.000303928j -0.025547+4.66905e-05j 0.0163246-0.000498069j 0.0125248+0.000118381j 0.00293175-0.000148445j -0.0694387+0.000564684j 0.0461376+5.41234e-16j 0.0516037+0.000753674j 0.0289492+0.000142372j 0.0105316+0.000674635j 0.0127151-1.33445e-05j -0.0122047+0.00157241j -0.0622734-0.00168862j 0.01346-0.000112733j 0.0206223+0.000540957j 0.0165978-0.000278863j -0.0466179-0.00124914j -0.0148293-0.000320197j 0.133456-6.75857e-05j 0.0548359+0.00151624j -0.01204+0.000221201j 0.104265+0.00124991j -0.114205+0.000126822j 0.0809787+0.000100433j 0.033799-0.00112615j -0.0379322+0.00245349j -0.050857-0.000429288j -0.0918819+0.00229552j 0.101526+0.0026267j -0.292124+0.000857383j 0.100603+0.000388974j 0.299763-0.0016579j -0.651156+0.00444317j 0.226897-0.0017703j 0.304713+0.000244489j -0.0472436-0.000260835j -0.00176036+0.00025422j -0.127313+0.00217712j 0.0585051-0.000468059j 0.0671047+0.00187479j -0.0122574-0.000669387j -0.00935447+0.000500973j -0.00741579+0.000702504j -0.0121857-0.000309452j -0.00995998+0.00328304j -0.00764491-0.000153602j -0.00106758-0.000488511j 0.00081809-0.000636652j 
-0.000835774+5.70295e-05j 0.00551889-0.000477374j -0.00754863+0.0007797j -0.00178968-0.000565427j -0.00690382-0.000724666j 0.00992163-0.000829187j -0.0180204-0.000204343j -0.0090869+0.000224264j -0.0277019-0.000747021j -0.0114286+0.000197586j 0.0307144-0.000228637j 0.00571458-0.000132756j 0.00776511+0.00110628j -0.00164647+0.00102128j 0.0516037-0.000753674j -0.029126+1.25811e-15j -0.00184279-0.00106392j 0.0029037+0.000401233j 0.041122+0.000713029j 0.00221597+0.000326316j 0.0618519+0.000660432j -0.0275975-0.00161485j -0.014808+0.00126288j 0.0047607+0.000151284j -0.0248456+0.00217972j -0.046312-0.000584868j 0.0781791+0.000691231j 0.0723503-0.000551623j 0.0330465-8.59762e-05j -0.0577339+0.00161225j 0.0587168-0.00087196j -0.0479087+0.00144985j -0.0180308-0.0010017j 0.0496016+0.00115792j 0.0454358+0.000673851j 0.156565+0.00149722j 0.0375089-0.00178717j -0.285844-0.00123766j -0.147751+0.000504649j -0.288888-0.000584094j -0.194799-0.00106414j -0.698811+0.00521313j 0.223969-0.00383872j -0.0249311+0.00035265j 0.0831045+0.000910465j 0.0450852-0.00390647j 0.0407649-0.000185957j 0.0178345+0.00100185j 0.0100153+0.000317854j 0.0183505-0.00304092j 0.0219209+0.00111191j -0.00537069-0.00220143j 0.00261473-0.000901045j -0.00270302+0.00276689j 0.00122938+0.00141329j -0.00364499-0.000391553j 
-0.000489136-0.000306151j 0.00315961-0.000343327j -0.00624884+0.000179211j 0.0085713+9.93696e-06j 0.00674273-0.000478503j 0.00406241-1.09582e-05j -0.000737057-0.000113992j 0.0123859+0.000885159j 0.0191668+0.000679266j -0.0261651+0.000204732j -0.0083878-0.000991327j -0.00136331+2.89767e-05j -0.0610911-0.000377403j -0.019388+2.36026e-05j 0.0289492-0.000142372j -0.00184279+0.00106392j -0.0234476-7.62411e-16j -0.0184388+0.000320905j 0.0347751+0.00024803j -0.0188353+0.00112162j 0.0336294-0.000764424j -0.0543579+0.00058604j 0.0396541+0.000512371j -0.040817-0.000248044j -0.00430369-0.000834393j -0.0683807-0.000201003j 0.000688162-0.00025362j 0.0554439-0.000204229j 0.0801061+8.06038e-06j -0.0127377+0.000595816j -0.0664444-0.000498816j -0.0123706-0.000162398j 0.133243+0.000336176j -0.0249531-0.0002107j 0.0926401+0.000942507j 0.0619129+0.00232721j 0.198651+0.000889711j 0.0563047+0.00041021j -0.28608-0.000924728j -0.679471+0.00215472j -0.18523+0.000134749j 0.391656-0.00281821j -0.0142583+0.00201466j -0.136668-0.000903944j 0.0212348+0.00120476j 0.00822123+0.00296713j -0.00598856-0.00114973j -0.00620761+0.00219808j -0.0214178+0.000790473j -0.0229601+0.000653753j 0.0149067-0.00172303j 0.0098239+0.00128659j -0.00282+0.000848635j -0.000911125-0.00189932j 0.000792884-0.000429407j 0.000376765+0.000450893j 
0.00114118+6.73884e-05j -0.00508889-4.28646e-05j -0.00821508-2.29001e-07j -0.00769198-0.000263653j -0.00809824-9.63363e-05j -0.01938-1.62885e-05j -0.00790552-0.000288799j 0.00377178+0.000132482j -0.0286853-0.000518986j -0.00775487-1.2856e-05j 0.0179315-0.000156463j 0.000768521+0.000352505j -0.0109294-0.000337563j -0.00899486+0.000922481j 0.0105316-0.000674635j 0.0029037-0.000401233j -0.0184388-0.000320905j -0.0612909+1.78373e-15j 0.0108592+0.000762193j -0.00193936-0.0004092j 0.029929-7.0442e-05j 0.0445679-0.000239949j 0.0605985-0.000340179j -0.0154645+0.000522705j -0.0414103-0.00134934j 0.0200665+0.000817875j 0.0473521+0.00149484j 0.0687789+0.000365008j -0.00960348+9.78029e-05j -0.0951137+0.000120279j -0.11789-0.000752187j 0.0533205+3.2801e-05j -0.0447886+0.00292433j -0.163478-0.000390389j -0.275196-9.90928e-05j 0.0549843+0.000270261j 0.212404-0.00224654j -0.633787+0.00283246j -0.346553+0.00130343j 0.107848-0.000191646j 0.344671-0.00208057j 0.128927-0.00139831j -0.0877042+0.00150333j 0.027215-0.000713031j 0.0488105-0.00105646j -0.0210703-0.000329453j 0.0177435-0.00153195j 0.0156453+0.000573424j 0.00406854-0.000314379j 0.00317056-6.37107e-05j 0.00147893+0.00187874j -0.00548901+0.000175937j 0.00217594-5.40774e-05j -0.00681934-5.63686e-05j 0.000676044+0.000227235j 0.00174781+0.000891863j 
-0.00654462+0.000672898j -0.0105001+0.000454429j -0.00886861-0.000356503j 0.000575712-0.000519416j -0.00252134+0.000211206j -0.00379932+0.000188872j -0.0173577-0.000155995j 0.00914901-0.000274648j -0.0032533-0.000541122j 0.00706972-0.000347416j 0.022475+0.000153919j 0.0193105+0.000459494j 0.0410378-0.000326547j -0.00234457+4.54155e-05j 0.0127151+1.33445e-05j 0.041122-0.000713029j 0.0347751-0.00024803j 0.0108592-0.000762193j 0.0463802+8.90781e-16j 0.0528062-0.00186247j -0.0418999+0.000338323j -0.000301069-0.00108832j 0.0641057+0.00069795j 0.0916835+0.000636019j 0.0106046-0.000924496j -0.00147243-0.000504362j 0.173278+0.000924478j -0.0188756-2.95413e-05j -0.0167148+0.000637973j -0.0430264-0.000969765j -0.0111258-0.000852339j -0.123489-0.00141828j 0.0253696+0.0019981j 0.0652884+0.000500853j -0.00817262-0.00112523j -0.118998-0.00146246j 0.0737557-0.00136195j -0.308671+0.00184152j 0.702069-0.00378283j -0.30364+0.00406024j 0.171291-0.0013239j 0.0888226-0.00210817j 0.00409849+0.00221963j 0.0797305+1.59483e-05j 0.042067+8.9791e-06j -0.0459318+0.00275686j 0.0175198+0.000183097j -0.00474469+0.000924735j -0.0260717+0.00177203j 0.00833037-0.000244621j 0.0185768-0.00144823j -0.00914274+0.000682992j -0.00295974-0.000887069j -0.000508207+0.000369222j -0.00332797+0.000524904j -0.00193335-0.000978886j 
-0.00408689-0.000122726j 0.0023736-0.000330775j -0.0106839+0.000809849j 0.00828935-0.000766536j -0.00646422-0.000600209j -0.0204521-0.0005057j 0.0130752-0.00114744j -0.00444248+0.000626117j -0.0461742-0.000896511j -0.00565068-0.000291712j -0.00622709-6.10928e-05j -0.000568943+0.000268865j -0.048822-5.27754e-05j -0.039516+0.00246658j -0.0122047-0.00157241j 0.00221597-0.000326316j -0.0188353-0.00112162j -0.00193936+0.0004092j 0.0528062+0.00186247j -0.0755389+4.6831e-15j 0.0600561+0.001739j -0.0109668-0.00118321j -0.0289808+0.000316462j -0.0031643-0.000150139j 0.0584165+0.000403963j -0.119963-0.00121228j 0.0937806+0.000957926j -0.148943+0.00247235j 0.0061053-0.000204074j 0.0340538+0.00165797j -0.0361294-0.00104054j 0.102939+0.00191237j 0.0687618+0.000587919j 0.074821-0.00136295j -0.0760328-0.000198373j 0.167768-0.00221529j 0.745448-0.00282768j 0.254455-0.000400591j 0.124311-4.86346e-05j 0.146531-0.000657013j 0.079472-0.00297451j -0.0743367+0.00180737j 0.00163989-0.00182613j -0.138761+9.26742e-05j 0.0759259-0.00231077j -0.0357124-0.000648787j 0.0292494+0.00197642j -0.0358517+0.0026457j 0.0021339+0.000877992j -0.00752402-0.00364033j 0.00384148+0.00107208j -0.00209541-0.00429778j 0.0114987-0.000841074j -0.00431273+0.00388282j 0.000759603+0.00092405j -0.00209033+0.000135632j 
-0.000489044+0.000958787j -0.00483806+0.000508664j 0.024177-0.00157104j -0.0153396+0.000698885j 0.01037+0.00114595j -0.0187747+0.000927709j 0.000589604+0.000271144j -0.00342719-0.000926085j 0.0231357+0.000731214j 0.00418575+0.000552014j -0.00863467+0.00130189j 0.0228944+0.000644276j 0.00940393-6.23144e-05j 0.0158242-0.00279833j -0.0622734+0.00168862j 0.0618519-0.000660432j 0.0336294+0.000764424j 0.029929+7.0442e-05j -0.0418999-0.000338323j 0.0600561-0.001739j -0.0811164-2.19833e-15j -0.00745824-0.000315436j 0.131748+0.000263624j -0.0253718+0.00201902j 0.0279657+0.00193194j -0.0684109+0.00304096j -0.0527729-0.00123739j -0.0471673-0.00214609j 0.0996314+0.000483727j -0.0525775-0.00285907j -0.0206089-0.000269842j -0.0399786-0.001148j 0.0149499+0.00130719j -0.153349+5.87026e-05j 0.263291-0.000107202j -0.751136+0.000760996j 0.25571+0.000257043j 0.00249375+0.00145897j -0.161598+0.00190263j 0.00589529+0.000597659j -0.0147131+0.000738838j -0.141144+0.00121094j -0.0717268-0.00052902j 0.0518557+0.00112224j -0.0332982-0.00110378j 0.00156915+0.000693381j 0.0101858+0.000513992j 0.00859031-0.00314321j -0.0223292-0.00153167j 0.000719533+0.00143062j -0.0101068-0.00220883j -0.00300007-0.000151097j -0.0126226-0.000133438j 0.000746254-0.00117286j -0.00142231+0.00075027j -0.00152532-0.00118048j 
0.012376-0.000650395j -0.00296142+0.00041697j -0.000145641+0.000765475j -0.00682159-0.000574968j 0.00782185-0.000974627j 0.00358769-0.000106609j 0.00530371-0.00119974j -0.00337273+0.00101184j 0.0196831+0.000291475j -0.00652003+5.61128e-05j -0.00127643-0.00130902j 0.0174419+0.000235148j -0.0562964-0.000416448j -0.00103087+0.000419247j 0.01346+0.000112733j -0.0275975+0.00161485j -0.0543579-0.00058604j 0.0445679+0.000239949j -0.000301069+0.00108832j -0.0109668+0.00118321j -0.00745824+0.000315436j -0.151871+5.9913e-15j 0.0365005+0.00121707j 0.00533135+0.000792023j -0.0712942-0.00117333j -0.0526447-0.000721071j -0.0711117-0.00132434j -0.0432376-0.000112078j -0.0667027-3.95008e-05j -0.102706+0.000887073j 0.149621+0.000336433j 0.0147726+0.000922273j 0.167375-0.000804562j -0.178852-0.000734535j 0.726003-0.00201363j 0.264856-0.000694023j 0.0072363-0.000430176j -0.207541+0.0011368j 0.0444155-0.00123402j 0.168078-0.00203616j 0.0469149-0.00109013j 0.0740551-0.00118571j -0.0900019-0.00025974j -0.0602053-0.000728996j 0.000872149+0.000669373j -0.0209852+0.00231454j -0.030492+0.000285899j 0.00239576+0.00126275j -0.0101588+0.00131132j 0.00671889+0.000138363j -0.00201898-0.000744114j -0.00181828-0.00115504j -0.0031558-0.000496917j -0.00313769+0.000697587j 0.00113087+0.000814966j 0.000503984-0.000179484j 
0.000196876-0.000201248j 0.0107482-0.000830774j 0.00192344-0.000449018j 0.0052931+0.000182617j 0.00495817-0.000603821j 0.00307409+0.000464448j -0.0184173+0.000833765j 0.0175609+0.00020336j -0.00836253+0.00023774j -0.000816079+0.00012429j -0.0256691-0.000491646j -0.0120544+0.000332415j -0.00900975-0.000629699j 0.0718925+0.000616619j 0.0206223-0.000540957j -0.014808-0.00126288j 0.0396541-0.000512371j 0.0605985+0.000340179j 0.0641057-0.00069795j -0.0289808-0.000316462j 0.131748-0.000263624j 0.0365005-0.00121707j -0.0626129-2.83627e-16j 0.0556946+0.000237062j -0.10086-0.00117317j -0.0592902+0.000769658j -0.170191+0.00215094j -0.024738+0.000734274j 0.0868148+0.000804774j 0.0595292+0.00155595j 0.166794-0.00194189j -0.170888+0.000436358j -0.0332274+0.000436359j 0.789059-0.000860674j 0.138751-9.03392e-09j -0.0920681-0.000274943j 0.0563859-0.00163427j -0.149468+0.000619506j -0.0855214+0.001125j 0.0834117-0.000479641j 0.00807904-0.00113445j 0.11449-0.000987816j -0.00744686+0.00193346j 0.0253171+0.000961591j 0.0323097-0.00111835j 0.0214452-0.000130374j -0.000316072-0.000677331j -0.0235035+0.000931869j 0.00852659-0.000701751j 0.0054654-0.000757405j 0.00630292+0.00178229j 0.0107483-9.56662e-05j 0.00409319-0.000384496j -0.000496907-0.000475321j 0.00326978-5.43711e-05j 0.000414016+0.00117375j 
-0.00538823+0.000227814j 0.00414073-0.000336794j 0.0116686-0.000919158j 0.00523345+0.00077254j 0.00560597+0.00067463j -0.0185685+4.29356e-05j 0.0224957+0.000754084j -0.000798995+0.00012461j 0.0114144+0.000657403j -0.00779324+0.000701528j 0.00835536-3.31607e-05j -0.0102208-0.000451068j -0.0786523+0.00022425j 0.0191317-0.000753061j 0.0165978+0.000278863j 0.0047607-0.000151284j -0.040817+0.000248044j -0.0154645-0.000522705j 0.0916835-0.000636019j -0.0031643+0.000150139j -0.0253718-0.00201902j 0.00533135-0.000792023j 0.0556946-0.000237062j -0.0688838+2.82972e-14j 0.0717007+0.000355358j -0.124488-0.000874886j -0.0894714-0.000253183j 0.0298359-0.00127154j -0.0465798-0.000975709j -0.0229376-0.00089379j 0.193435+0.00125011j -0.0075855+0.000945526j 0.828923-0.00287363j 0.00502456-0.000358213j -0.218483-0.000557736j -0.059086-0.000225912j -0.0810911+0.00210778j -0.0533146-0.00167285j 0.0463802+0.000782992j 0.053136-0.00117847j -0.00605031+0.00210309j -0.0622625+0.00113482j -0.0455649-0.00100811j -0.0363707+0.000416145j 0.0308393-0.00180121j 0.0365904-0.00137714j -0.0138274-5.95096e-05j 0.0133247-0.000204337j -0.0108507-0.000899731j -0.0187053+0.00136276j -0.0023475+7.83239e-05j 0.00339365-0.000438156j -0.00157636+0.000874555j -0.00150613-0.00135429j 0.000702032-9.84012e-05j -0.000498247+0.000427569j 
-0.00292073+0.000750386j -0.00293008-2.07345e-05j 0.00880648-0.00130585j -0.00772108+0.000217186j 0.0109028-0.000720015j -0.00800811+0.000764997j -0.0152067+0.000436752j 0.0191352+0.000375849j 0.0211654+0.000677775j -0.0281978+0.00206245j -0.0244584+5.63121e-05j -0.0185514+0.00115988j 0.0246139-0.00168679j 0.0951553+0.000323009j -0.0466179+0.00124914j -0.0248456-0.00217972j -0.00430369+0.000834393j -0.0414103+0.00134934j 0.0106046+0.000924496j 0.0584165-0.000403963j 0.0279657-0.00193194j -0.0712942+0.00117333j -0.10086+0.00117317j 0.0717007-0.000355358j 0.0566394+4.83576e-15j 0.0323702+0.00186541j -0.147642+0.000448912j 0.0324129+0.00229873j 0.0430889+0.000189405j -0.19772-0.000579719j 0.238526-0.000186108j -0.745699-0.000551577j -0.071131-2.09191e-05j -0.245241-0.00127539j -0.145176+0.000417966j 0.0970535-0.0015985j 0.10481-0.000248663j 0.0292339+0.00104941j -0.00257279+0.000696892j 0.0627997-0.000359512j -0.128418+0.000591021j 0.05879+0.000610299j 0.00710908-0.00125885j 0.0172725+0.00237616j -0.000709999-0.00228527j 0.00659135+0.00172584j 0.0170104-0.000535463j -0.0212968-0.000136305j -0.0088908-0.00246818j 0.00941997-0.000596242j 0.000259997+0.000675464j 0.00600723-0.00124418j -0.000415918-0.000475372j -0.00288928-0.000936505j 0.000986501+0.00039217j 0.000298992+0.000740707j 
0.00625759-0.000502688j -0.0066068+0.00054118j -0.00323618+0.000334377j -0.0011135-0.000156098j 0.00430287-0.000909595j 0.00488724-2.77544e-05j 0.0199423-0.000537927j 0.00425907+0.00117873j 0.019543+0.000626703j 0.00015838+0.00074964j -0.0328857-0.00145197j -0.0223083-0.000251588j -0.0228188-0.000739804j 0.0871958+0.00143157j -0.0148293+0.000320197j -0.046312+0.000584868j -0.0683807+0.000201003j 0.0200665-0.000817875j -0.00147243+0.000504362j -0.119963+0.00121228j -0.0684109-0.00304096j -0.0526447+0.000721071j -0.0592902-0.000769658j -0.124488+0.000874886j 0.0323702-0.00186541j 0.102512-1.59052e-15j -0.171236+0.00127571j -0.086573+0.00121598j 0.0899496+0.0010178j -0.0415294-0.000646214j 0.696711+0.0010158j 0.360311+0.000655612j -0.213261+0.00279089j -0.0798451-0.00089032j -0.130678+0.000346055j -0.0806766+0.00101161j 0.0756253-0.000991612j -0.0879531+0.0022342j 0.0845806-0.000899416j -0.08708+0.00207437j -0.0895641+5.9187e-06j 0.0115119-0.00155186j -0.0335505+0.000438858j -0.0454425-0.00154375j -0.00445488-0.000970701j 0.0101094+0.00104889j 0.00621684-0.00280536j -0.0153797+0.000503133j -0.00738172-0.000708126j -0.00395588+0.000413448j -0.00495245+7.38365e-05j 0.00834528-0.000785665j 0.0038267+0.000288557j -0.00193031-0.00100368j 0.000384755-0.000708574j 0.00304339+0.00105351j 
-0.00307428-0.00026039j 0.00563606-0.000979447j -0.0154654-0.000413914j 0.0045121-0.000208033j -0.0237124+0.000868967j -0.0269866+0.000543701j -0.0333396+0.00100937j 0.0183925-0.000622793j -0.0536061-0.000386151j -0.0430116-0.00132179j 0.0827708+0.00121909j -0.00441295+0.000572027j -0.00656615-0.000856096j -0.132741-0.00133796j 0.133456+6.75857e-05j 0.0781791-0.000691231j 0.000688162+0.00025362j 0.0473521-0.00149484j 0.173278-0.000924478j 0.0937806-0.000957926j -0.0527729+0.00123739j -0.0711117+0.00132434j -0.170191-0.00215094j -0.0894714+0.000253183j -0.147642-0.000448912j -0.171236-0.00127571j 0.695836+2.16559e-15j 0.0707171-0.000469627j 0.0400654+0.000600033j -0.193237+0.000166042j 0.267129+0.00218609j -0.0483993+0.000538256j -0.0419712-0.000445735j 0.011643-0.000323449j 0.0395343-0.0013312j -0.100951-0.00026983j -0.0872022-0.000328067j 0.106035-0.00107796j -0.0898371+0.00147095j 0.0437016-0.000409234j 0.106388+0.00133406j 0.0596875+0.0015426j 0.0815557+0.00174286j -0.039379-8.12284e-05j 0.0216987+0.000542717j -0.0132494-0.0010125j 0.00758437+0.00113941j 0.0168247-0.00177261j -0.00112952+0.000864178j -0.0136687+0.000869112j 0.0120048+0.000108204j -0.0110405+0.00139313j -0.000645536+5.89877e-05j -0.00840884-0.000328738j 0.00131779+0.00100502j -0.000838075+0.000636386j 
0.0113386-0.00129078j 0.00421505+0.000238059j -0.00697738+0.00158898j 0.0108998-0.000854248j 0.00531397+0.000227691j -0.00415379+0.000426464j -0.00609401-0.000931091j -0.00736655-0.000877601j -0.0296246-0.00125758j 0.00706278-0.00246115j -0.0147834+0.000335218j -0.00482282+0.00100767j -0.00168682-0.000127802j -0.0887786+0.000464656j 0.0548359-0.00151624j 0.0723503+0.000551623j 0.0554439+0.000204229j 0.0687789-0.000365008j -0.0188756+2.95413e-05j -0.148943-0.00247235j -0.0471673+0.00214609j -0.0432376+0.000112078j -0.024738-0.000734274j 0.0298359+0.00127154j 0.0324129-0.00229873j -0.086573-0.00121598j 0.0707171+0.000469627j 0.0780484+1.06698e-14j 0.0420087+0.000251185j 0.821861-0.00042136j 0.177097-6.21353e-05j -0.212486+0.000375188j 0.0134226-8.14062e-05j -0.135674+0.000534512j 0.0155713-6.76938e-05j -0.0151998+0.00141681j -0.0135963-0.00074547j -0.0429046+0.000343847j -0.0574534+0.000371648j -0.0266859+0.000447731j 0.113581-0.000666673j -0.0391976+0.000845226j 0.00296001+0.00149908j -0.0273769-0.00167601j -0.0246854+0.00255841j -0.0195311+0.000205712j 0.00793069+0.000808434j -0.00734289+0.000487554j 0.00342+0.00283487j -0.00896037-0.000157815j -0.00192101-0.00078642j -0.00283482+0.000488076j 0.00110566-2.13139e-05j 0.00266014+0.00195416j 0.000115072-0.000184507j 0.000526977-0.000839042j 
-0.00341598+0.000190531j -0.00340985+0.000175025j -0.000717367-0.000338682j 0.00994516-0.000283964j 0.0208999-0.000507075j -0.0132511+0.00084637j -0.00818373-1.23439e-05j 0.00993307+0.000378122j 0.00824804+0.000869808j -0.0305539+0.000189078j -0.017299-0.000598432j -0.00216436+0.000660091j -0.0302782-0.00110656j 0.00100811-0.00152523j -0.01204-0.000221201j 0.0330465+8.59762e-05j 0.0801061-8.06038e-06j -0.00960348-9.78029e-05j -0.0167148-0.000637973j 0.0061053+0.000204074j 0.0996314-0.000483727j -0.0667027+3.95008e-05j 0.0868148-0.000804774j -0.0465798+0.000975709j 0.0430889-0.000189405j 0.0899496-0.0010178j 0.0400654-0.000600033j 0.0420087-0.000251185j 0.880426+3.19594e-13j -0.0193651+7.99299e-06j -0.0781153+0.000751911j 0.0375569-0.000140726j 0.0490836-0.00182993j -0.0268638+0.000593747j 0.0270714+5.97425e-05j 0.0907801-0.00113624j -0.0613928+0.00104654j -0.0059863-0.000793798j 0.060768-0.000121318j 0.076785-0.000700132j 0.0288736+0.000406301j -0.019186+0.000372942j -0.0118665+0.00140058j 0.0311816+0.00100552j -0.000938085+1.76359e-05j 0.00131682+0.00135352j 0.0159753+0.000418421j -0.00560524-0.00088009j -0.00879645-0.000507319j -0.00828061+0.000315399j 0.00460024-0.000942057j 0.0046592-0.000725624j -0.000264345+0.000386767j 0.000520461-0.00028499j -0.000785756-0.000251089j 0.000134234+1.83743e-05j 
