-0.00594764-1.58727e-16j -0.0118732+2.17782e-05j 0.0107453+0.000846015j 0.016422+0.00256158j -0.00731306-0.000594111j -0.0171496+0.00162976j -0.0198589-0.00505197j 0.0150178+0.00156106j -0.000609001-0.00401023j -0.0179474-0.00284699j 0.0238068-0.000476842j -0.0192537-0.00441169j -0.00848745-0.00288445j 0.0275562-0.000871446j -0.0024354+8.25661e-05j 0.0144923+0.00516641j 0.00193042-0.00125698j -0.00499121-0.00265226j -0.00630837-0.00308006j -0.00397456-0.00185621j -0.0111586-0.000992534j 0.00830281+0.000237886j 0.0109009-0.000544278j 0.0120444-0.00157876j -0.011151-0.00246065j 0.00209062-0.0021439j 0.00543351-0.00437148j -0.00621735-0.00146688j -0.00837028+0.00105737j -0.0287318-0.00167547j -0.00276399+0.00203712j 0.00622617+0.000206627j 8.80787e-05-0.000368215j -0.00407834-0.000962321j 0.0127671+0.00797454j 0.0147328+0.00220966j 0.00233372+0.00127328j 0.00743916+0.00326113j -0.0298507+0.00181238j 0.0256441+0.00578245j -0.0154999-0.000694394j 0.0201323+0.00132795j -0.0093478+0.00223512j 0.0201664-0.00244416j -0.00177581-0.00119569j -0.0117434+0.00697744j 0.0331735+0.00643064j -0.00944077-0.00352245j 0.0327865-0.00638105j -0.00983198+0.00471158j -0.0398558-0.0057185j 0.0393673+0.0126484j 0.016291+0.00905819j -0.0845316+0.00749023j 0.0161638+0.0170796j -0.0706467-0.0216827j 0.0527267-0.00658198j -0.0917333-0.00570523j 0.0839298+0.00634561j 0.00662731-0.0139743j -0.0412514+0.00380249j 0.012757+0.0131872j 0.00783095+0.00885148j 0.0342045-0.0021968j 0.0207005-0.00173812j 0.019135+0.0113491j 0.031436-0.00440127j -0.0263998-0.0102208j 0.016279+0.00969853j -0.0678358+0.00789378j 0.00459717+0.0042796j -0.104427+0.0144524j 
0.00209062+0.0021439j -0.00526207+0.00038973j 0.0137191-0.00108789j -0.0101498+0.00108607j -0.0122637-0.00294742j -0.00585907-0.000188933j 0.0307575+0.00179388j -0.0389542+0.000857719j 0.0189508-0.00115538j 0.0388927-0.00191961j 0.0701175+0.000965086j 0.0665592+0.0022163j 0.0433244+0.000592112j 0.119479-0.000578652j -0.0506128+0.0025794j -0.0517459+0.00171474j 0.0928957+0.00406982j -0.153655+0.00296163j 0.250385-0.000240842j 0.417656+0.00133585j -0.045248+0.00373091j -0.0950092+0.00125287j -0.0231532-0.00119507j -0.188839+0.00250488j -0.401831+0.000169917j 0.232525-1.03149e-13j -0.187866+0.00206539j -0.0252218-0.00393936j 0.083744+0.0012638j -0.191726-0.00178127j 0.0719746-0.00173912j -0.0387457-0.00100832j -0.0727672+0.0030997j -0.0136675+0.00275704j -0.0120395-0.0055658j -0.0921345+0.00647015j -0.119206-0.00532698j 0.0201617+0.00598261j 0.0169777-0.00125118j 0.219814-0.00342892j -0.142894-0.00124078j -0.0290653+0.00399922j -0.0286847-0.00611131j -0.00778587+0.000464033j 0.0679517-0.00113212j 0.0806487+9.92626e-05j -0.210237-0.00271136j 0.0246932+0.00569641j 0.0494654+0.00247996j 0.0163291-0.00931823j -0.0276801+0.00171939j -0.0215523-0.000916332j 0.00246996+0.00110822j 0.124142+0.00301226j -0.0315728-0.00223598j 0.0273006+0.00158895j -0.02196+0.00395712j -0.014796+0.00502348j 0.0577166+0.00670138j 0.0268439+0.0062582j -0.00850927-0.0068812j 0.0134407-0.00706404j 0.0091876+0.000985691j -0.0090442-0.00368241j -0.0159975-0.00112218j -0.00838577+0.00909444j -0.0534302-0.00708053j -0.00819063-0.00180568j -0.0172696+0.00401965j -0.0137768-0.00655132j 0.00764576+0.00254127j 0.00154887-0.0002927j 
0.00543351+0.00437148j -0.0187747+0.0028267j 0.00357233+0.00141912j -0.00649574-0.00212316j -0.0130463-0.00127304j -0.0374074+0.0108895j 0.0487107-0.000434441j 0.0672676-0.000291817j -0.123279-0.000801172j -0.0542641-0.00333573j 0.046495+0.00412229j 0.0518934-0.000618662j 0.229536-0.000344059j 0.131001-0.004125j -0.0918182-0.000479587j -0.0568723-0.000613196j -0.210717-0.00495446j -0.0242524-0.00216345j 0.113363-0.00109407j -0.0198083-0.00890416j -0.0946464-0.000898417j 0.0946108+0.00502121j 0.143208-0.00351471j 0.222953-0.00277159j -0.283699+0.00217679j -0.187866-0.00206539j -0.024001+9.33758e-15j -0.0581671-0.00826284j -0.216778-0.00539162j 0.214563-0.00645476j 0.137305+0.00365627j 0.0618884+0.00308572j -0.030354-0.0109876j -0.294985+0.000494927j -0.0532045+0.0002074j -0.106673+0.000939791j -0.21439-0.00790243j -0.00831209+0.00561719j 0.0485445+0.00358852j -0.0370631+0.000374478j 0.0981853-0.000595173j -0.0577639-0.000274035j -0.050554-0.000267398j 0.150561+0.00138895j -0.016088+0.00155263j -0.0291713-0.00436556j -0.119162-0.00318905j -0.0985154+0.00106629j 0.0966281-0.000330764j -0.0943382-0.00412337j 0.0357379+0.00593814j 0.025983+0.000861201j -0.0469908-0.00155371j -0.0678862+0.00282152j -0.0562937+4.00954e-05j 0.0581171-0.00429931j -0.0120929-0.00369274j 0.0220545-0.00254573j -0.0319173+0.00362222j 0.0260056+0.0140728j -0.0375098+0.00059834j -0.00991692+0.00376161j 0.00434678+0.00231626j -0.0561613-0.00157521j -0.0266744-0.00602572j -0.0265183+0.0028413j -0.00415015+0.0109344j -0.0187274+0.00254202j 0.0184808+0.00683965j -0.0150757+0.000945715j 0.0213929+0.00319851j 9.12487e-05-0.00762071j 
-0.00621735+0.00146688j -0.00102369-0.00245702j 0.037556-0.00101194j -0.0192846-0.0026373j -0.000373765-0.00025936j -0.000918695-0.00508053j -0.0194155-0.00080305j 0.0278028+0.00294153j 0.036722-0.00456197j 0.0747051+0.00233427j 0.104393+1.82415e-05j -0.0133952-0.00215971j -0.0641981+0.00753702j 0.0711553+0.0021587j -0.135608+0.00485656j -0.00843039+1.06832e-05j -0.112662+0.00533219j 0.150984-0.000201833j -0.10496-0.000944177j -0.203953+0.0036983j 0.121355+0.00147143j 0.278065+0.00227076j 0.276395-0.000213244j -0.05014+0.000179334j 0.0373951+0.00384843j -0.0252218+0.00393936j -0.0581671+0.00826284j -0.00310208-2.09487e-14j 0.169978-0.00466686j -0.173476+0.000452204j -0.0217824-0.0052538j -0.0816504-0.0087928j 0.0837994-0.00436922j -0.135488+0.00858291j 0.215204-0.00442233j -0.0706302+0.00258984j -0.100145+0.00592827j -0.199508-0.000861514j 0.0541987+1.5525e-05j 0.0122013-0.00376348j 0.101822+0.00327988j -0.0753147-0.00036417j 0.228549+0.00261014j 0.170069+0.00229125j 0.164696-0.000381043j -0.0495308-0.00368782j 0.00854631+0.00310015j 0.0715751+0.00344218j -0.0939119-0.00141907j -0.00654728+0.000653177j -0.0700065-0.00375974j 0.0376552+0.00359757j -0.0656923+0.00144087j 0.0518882-0.00504569j 0.000272184+0.000352804j 0.00551608+0.00850698j 0.0156738+0.00705086j -0.0127756+0.00284702j 0.0979668+0.00534425j 0.0248676-0.00103821j 0.029533+0.00429441j -0.00826879+0.00147832j 0.0134104+0.0100927j -0.0200637+0.00202623j 0.00189875+0.00349041j -0.00913768-0.000145418j -0.0138442-0.00658959j 0.0216832+0.00166577j -0.030088-0.00430789j 0.00839724-0.00593834j 0.000414291+0.00440801j 0.017149+0.00291323j 
-0.00837028-0.00105737j 0.00796406-0.00226426j 0.0209753-0.00366173j -0.0172145-0.00187495j 0.00477956-0.000585587j 0.0262522+0.000406152j 0.00691376-0.00174392j 0.00367277-0.00219818j 0.00725866+0.0024707j -0.0632101+0.00487251j -0.105902-0.000880708j 0.0484694-0.00394886j 0.0119633+0.00187827j -0.0414943+0.00235027j 0.187088+0.000978341j -0.0196226+0.00424833j -0.442449+0.00362776j 0.0380102+0.00171316j 0.234941-0.00222715j 0.0580532+0.000796515j -0.119765-0.0018828j 0.0744231+0.00306094j 0.206192+0.00176903j 0.116925-0.00186125j 0.223011-0.00116255j 0.083744-0.0012638j -0.216778+0.00539162j 0.169978+0.00466686j -0.165989-6.29062e-14j -0.131356+0.00302564j 0.127696-0.000907246j -0.0979124+0.00474188j 0.00626491+0.00507685j 0.0874591-0.00732964j -0.0798923-0.00256071j 0.0367293+0.00422083j 0.0304018+8.66052e-05j 0.122523+0.0144553j -0.110262+0.00218637j 0.0132186-0.00447485j 0.00260976+0.00890503j 0.0701632+0.00639632j 0.137651+0.00455832j 0.0753341-0.000988513j 0.145599-0.00536519j 0.0555331-0.00322233j -0.0099079-0.00383792j -0.100467-0.00479116j -0.0821322+0.00525348j 0.00788674+0.010714j -0.0283069-0.00342389j -0.0290398+0.00257158j -0.00959545-0.00073497j 0.0780784+0.00430756j -0.0141633+0.00166445j 0.0626359+0.00243909j -0.0386769+0.00605284j -0.0316265-1.29089e-05j 0.0745466+0.00293978j -0.0266009-0.00130997j 0.00990218+0.000994312j -0.0100006-0.00682451j 0.0400316+7.85737e-05j 0.0163191+0.00521081j -0.0287892+0.00570955j -0.00303312+0.00734786j -0.00833852-0.00648441j 0.0186957+0.00412568j -0.0183109+0.000209641j -0.00547893-0.00407073j 0.00048157-0.00239242j -0.00484451+0.00108574j 
-0.0287318+0.00167547j 0.00387976-0.00676512j 0.00973062+0.00711365j 0.0321312-0.00591487j -0.0413291-0.00276791j -0.0233519+0.00668413j -0.0105463+0.00414801j 0.140883+0.00493764j -0.00392072+0.00154142j -0.0884961+0.00381527j 0.0427651-0.000377714j 0.055644-0.00543736j -0.168236+0.0048776j 0.0692386-0.000715069j -0.315239+0.00082375j 0.414776-0.00274675j -0.150924+0.00565631j -0.00553566-0.00326969j 0.170552-0.00212684j -0.0324147-0.00458117j -0.000237005-0.00300287j -0.0470308+0.0061431j -0.22835-0.00250023j -0.210967-0.000470192j 0.0485864+0.00136744j -0.191726+0.00178127j 0.214563+0.00645476j -0.173476-0.000452204j -0.131356-0.00302564j -0.0624159+2.21437e-15j -0.0557288+0.00245344j -0.0143393-0.00634357j 0.0541853-0.00526181j 0.0914041-0.00189724j -0.127007-0.0033696j -0.0872339-0.00514182j 0.0718019+0.00716223j -0.0274997+0.0108704j -0.0259287-0.00264186j 0.285531+0.00400147j 0.064707+0.00493844j -0.0424697+0.00627393j 0.0427439+0.00457956j 0.122771-0.00738644j 0.0377304+0.00254438j -0.0491958-0.00664594j -0.0101174+0.00180775j -0.0824634-0.000525097j -0.122461-0.00282386j 0.0658117-0.00393219j 0.0201176+0.00252563j 0.0259517+0.00817136j 0.0455871-0.00451083j -0.0304936+0.00427564j -0.0102999-0.00194824j -0.04149+0.00338284j -0.00612211-0.00878681j -0.0456037-0.00168344j 0.101707+0.00426677j 0.0247161+0.00254039j -0.0169236+0.00249936j 0.0167299-0.001674j -0.00741672+0.00736687j 0.0112954+0.00505841j -0.0503711-0.0035768j 0.00499521+0.00997982j -0.023865-0.00278992j -0.00224329-0.00100752j -0.00938269-0.00159353j 0.0218205+0.00534766j -0.0124494+0.0053665j 0.0288621+0.00629129j 
-0.00276399-0.00203712j 0.00245136+0.000157881j -0.00964244-0.00298484j -0.0316078+0.00238001j 0.0600229+0.00460048j 0.0284449-0.00572481j 0.0426676-0.00507456j -0.121071-0.00761832j 0.139903-0.00601597j 0.0594114+0.00504561j -0.123065+0.00491593j 0.0812134+0.00390321j -0.0322345+0.00497142j 0.0393611+0.00655786j -0.0888526-0.00378584j -0.229093+0.000646036j -0.0803048-0.00291033j -0.488162+0.0050424j -0.109706-0.000495576j -0.0332329-0.00196733j -0.0581073+0.00118276j -0.0654698+0.000427934j -0.0329557-0.00350945j -0.0179917-0.00356921j 0.150195+0.00114904j 0.0719746+0.00173912j 0.137305-0.00365627j -0.0217824+0.0052538j 0.127696+0.000907246j -0.0557288-0.00245344j 0.00864539-5.87811e-15j 0.114482-0.000631395j -0.145357+0.00478565j -0.0444162+0.00376824j -0.115587-0.00319275j 0.0398502-0.00290754j -0.0573308-3.54787e-05j 0.135465+0.00535366j 0.232313+0.00480862j 0.0383363+0.00855628j -0.0371704-0.00156062j -0.101223-0.00800471j 0.0638344+0.00205167j 0.304334+0.00653308j 0.0956531-0.00674485j 0.00119173+0.00319433j 0.133712+0.00615131j -0.0522415-0.0055462j -0.0386444-0.00136303j 0.00548661-0.0071778j -0.062456+0.00762017j -0.0340041+0.00806934j -0.0767079-0.00559642j -0.0245174-0.00715942j 0.114318-0.000777475j 0.0667224+0.00363657j -0.0258726-0.0117402j 0.037215+0.00753696j 0.0246565+0.00432798j -0.00904509+0.00658337j -0.00583852+0.00727121j -0.00285967+0.00610692j 0.00679472+0.00685932j -0.0336364+0.0030853j -0.00442493+0.00358031j 0.0183608-0.00150405j 0.0304868-0.000868808j 0.0311844+0.00381557j -0.0309704+0.000146859j -0.01761-0.00743438j 0.00438468-0.0028192j -0.0101609-0.00189465j 
0.00622617-0.000206627j -0.000874627+0.00113627j 0.00565991-0.00369555j -0.0205505+0.00143917j 0.0242333-0.00104678j -0.0142307-0.00152087j 0.0338557+0.000648757j -0.103911-0.00521054j 0.0250371-0.000100439j -0.0628553-0.00260411j 0.0256402+0.00308075j 0.289652+0.00489878j 0.028988-0.000791798j 0.0592583+0.00305955j -0.0642831-0.00167278j 0.0827894+0.00411727j 0.2019+0.0020609j 0.138147-0.00214574j -0.361779+0.00411196j -0.0651321-0.000569508j -0.228298+0.00225193j -0.119594+0.00199865j 0.248861-0.00424375j -0.225473+0.00533206j -0.166096+0.00196979j -0.0387457+0.00100832j 0.0618884-0.00308572j -0.0816504+0.0087928j -0.0979124-0.00474188j -0.0143393+0.00634357j 0.114482+0.000631395j 0.00278471-4.57322e-15j 0.0421418-0.00603716j 0.0759702-0.0117413j -0.0185102+0.000375213j -0.0348089-0.00762742j 0.0874348+0.00357946j -0.17335-0.00200801j 0.0473974-0.00191737j -0.0368767-0.00020473j -0.110607+0.00104345j -0.0605491-0.00579339j 0.106861-0.000266081j -0.0522778-0.00186884j 0.089899+0.00255127j 0.0382437-0.00110568j -0.0638452-0.00289503j -0.0234153+0.00177443j -0.0317221+0.00211565j -0.0242416+0.00158594j -0.0390135-0.00334275j 0.0186425+0.000333621j -0.00414359+0.0012801j 0.0528945-0.00122844j -0.0281294+0.00104766j 0.0318101-0.00198067j 0.02072+0.00154228j -0.00177435-0.000447775j 0.0204577+0.00121423j -0.0157362+0.00190678j 0.000992997-0.00478858j 0.00194806-0.00743985j 0.0346461-0.00327828j 0.00618783-0.00138062j -0.0219003-0.000264807j -0.014973+0.00412411j -0.0242193-0.0102209j 0.00764+0.00183386j -0.0177755+0.00302747j -0.0122775-0.00756032j 0.00776755-0.00178154j -0.00536961-0.000870641j 
8.80787e-05+0.000368215j 0.00104988-0.000879515j 0.028968-0.000968731j 0.00697374-0.000646646j -0.0313946-0.00149159j 0.0576309-0.0014194j -0.0692196-0.00224986j 0.00372475+0.00421546j 0.038646+0.00106457j 0.00956956+0.00557648j 0.132055-0.00691286j -0.0717909-0.00542155j -0.196752+0.00461481j -0.0979159+0.0073231j 0.0019443+0.00375083j 0.0537874-0.00335331j 0.220601+0.000175808j -0.214633-0.00369796j 0.202379-0.00368808j 0.139178+0.00459971j 0.12965-0.000840755j 0.0374758+0.0019295j 0.0364495+0.00163655j 0.083807-0.000449395j 0.0264212-0.000678548j -0.0727672-0.0030997j -0.030354+0.0109876j 0.0837994+0.00436922j 0.00626491-0.00507685j 0.0541853+0.00526181j -0.145357-0.00478565j 0.0421418+0.00603716j 0.315701-1.1408e-15j -0.00249131-0.00358258j 0.0658223+0.00061124j -0.228378-0.00234186j -0.0103487+0.000226353j 0.0565674-0.00541109j 0.0910468+0.00336464j 0.064662+0.00160238j -0.0232011+0.0037844j 0.0562817-0.00631168j 0.106897-0.00362059j -0.0148997+0.00331916j -0.171768-0.00128026j -0.047243-0.00237529j 0.0332262+0.00590125j 0.0429501-0.00377081j 0.0310686+0.000330297j -0.0397476-0.00167621j 0.0107526+0.00839455j 0.0544087+0.00480088j -0.0121981-0.00840637j 0.00673894+2.51862e-05j -0.0216866+0.00628626j -0.0117309+0.000937032j -0.0118597+0.00519739j 0.00144519-0.00944437j 0.00593212-0.00346262j -0.0191137-3.50678e-06j 0.000457133+0.00164221j -0.0277843-0.00196962j -0.0194278-0.00463861j -0.00228082-0.0113395j 0.0298399-0.000373564j 0.00577123-0.000330718j 0.002436+0.00387916j -0.0055703-0.00309746j 0.0076072-0.0030289j 0.0118599+0.000810444j -0.00713629+0.00183528j 0.00428137+0.0021974j 
-0.00407834+0.000962321j -0.0114465-0.00204336j -0.001523+0.000558942j 0.0119748+0.00236585j 0.0641405-0.00324786j -0.100442-0.00278054j -0.0718973+0.00278538j -0.0642198-0.00218876j 0.113682-0.00678554j 0.0964881-0.00549636j -0.0967547+0.00380172j -0.256527+0.00197773j -0.176724+0.00379298j 0.245126+0.00106793j 0.0913541+0.000979821j 0.0155872-0.00261041j 0.0593423-0.00192769j 0.107041-0.0053182j -0.0477678+0.00237817j -0.0380036-0.00377683j -0.292576+0.00143778j -0.0868434+0.00375678j -0.371422-0.00111831j 0.124969-0.00446808j 0.173527+0.00423648j -0.0136675-0.00275704j -0.294985-0.000494927j -0.135488-0.00858291j 0.0874591+0.00732964j 0.0914041+0.00189724j -0.0444162-0.00376824j 0.0759702+0.0117413j -0.00249131+0.00358258j 0.0212974+5.69553e-15j 0.0285544+0.00190415j 0.022125+5.45698e-05j -0.168531-0.00178874j -0.132989+0.00740644j 0.00177923-0.00378464j 0.0818968-0.00420744j -0.0768605-0.00193944j 0.0600374+0.00447425j 0.157332+0.00174197j 0.0541403+0.00340882j 0.103302+0.00505668j -0.0590307+0.00173726j -0.0904224-0.00501171j -0.0573284+0.00697825j -0.0762779-0.00520478j -0.0403066-0.00528586j -0.0213366+0.00149975j 0.077238+0.00526745j 0.00879428-0.00333299j 0.00574308-0.00412576j -0.044982+0.00797241j -0.019501-0.00455419j 0.028897+0.00833739j -0.0248659+0.00282778j 0.0336132+0.00175152j 0.00436855+0.00243891j -0.0136173-0.0028161j -0.00156645-0.00277936j 0.0118765+0.00357796j -0.0245103-0.00202139j -0.0161362-0.00343216j -0.0363483+0.000554731j -0.0143665-0.00806297j 0.0164661+0.00108749j -0.0220694-0.000161606j -0.000295685-0.00484775j -0.00462467+0.00129604j 0.013076+0.00345321j 
0.0127671-0.00797454j 0.0170599+0.00060841j -0.0443333+0.0103086j 0.0283642+0.00422951j 0.0377847+0.00583694j -0.042345-0.00375865j -0.151558+0.00481965j 0.077514+0.00184525j 0.0445795+0.00401404j -0.0617481-0.00536083j 0.097888+0.00126939j 0.106966+0.00133796j 0.0213265-0.00491303j -0.234544+0.00811545j 0.0306616-0.0055913j -0.201665-0.00227518j -0.190151-0.00142165j -0.160851-0.00781635j 0.103711+0.00422176j -0.113174-0.00283558j -0.02323-0.00301995j -0.0688303+0.00244211j -0.03166+0.000302416j -0.127757-0.00766644j -0.118326-0.00141265j -0.0120395+0.0055658j -0.0532045-0.0002074j 0.215204+0.00442233j -0.0798923+0.00256071j -0.127007+0.0033696j -0.115587+0.00319275j -0.0185102-0.000375213j 0.0658223-0.00061124j 0.0285544-0.00190415j 0.118667-1.95558e-13j 0.0658201+0.00718268j 0.0431387+0.00651801j 0.0263853-0.00215381j 0.146501-0.0029093j 0.159941-0.00261414j 0.150361+0.00749745j 0.0424135-0.000110171j -0.0186933+0.00238651j -0.066554+0.00171394j 0.0659162+0.00278839j 0.0604608-0.00191634j -0.00645825+0.00154773j 0.0571132-0.00360383j -0.111093-0.00110183j 0.0397855-0.00367685j 0.0344715+0.000489458j 0.0393803+0.00104738j 0.052362+0.00296005j 0.0225176-0.00456881j -0.0154076+0.00381432j -0.0655537+0.00247585j 0.0296862+0.00350456j -0.00227224+0.00220966j -0.000815534-0.00128771j -0.00500883-0.00180769j 0.0228287+0.000515557j 0.0306967-0.0015463j -0.0149312+0.0018115j 0.0204037+0.000674999j -0.049052-0.00745097j -0.0159258-0.00255702j -0.0108369-0.00863269j 0.0144448+0.00334408j 0.00893074-0.00417292j 0.0374214+0.00616617j -0.0239816-0.00484011j -0.000853193+0.00658083j 
0.0147328-0.00220966j 0.00805297+0.00384894j -0.0149919+0.00342279j -0.00898225-0.00193669j -0.0253362+0.00448243j 0.108679-0.000192127j -0.0106213+0.0012441j 0.155467+0.00391486j -0.010585+0.00249223j 0.0836348-0.00437138j -0.0644036-0.000759016j 0.0108354+0.00309778j 0.271421-0.00349806j 0.20233-0.00605188j -0.130581-0.00122225j 0.0662038-0.00345905j 0.109231+0.00282839j 0.13422-0.000428718j 0.246259-0.000110001j 0.0282149+0.00299899j 0.0451007-0.00216951j -0.120094+0.000542629j 0.0778844+0.00465809j -0.0539884-0.0060628j 0.204858+0.00258541j -0.0921345-0.00647015j -0.106673-0.000939791j -0.0706302-0.00258984j 0.0367293-0.00422083j -0.0872339+0.00514182j 0.0398502+0.00290754j -0.0348089+0.00762742j -0.228378+0.00234186j 0.022125-5.45698e-05j 0.0658201-0.00718268j 0.0783588-1.20935e-15j -0.076519-0.00699415j -0.01119-0.000525622j 0.0425073-0.00283267j -0.0753634+0.00118401j 0.0696926+0.00136616j 0.0380088+0.00229844j -0.158744-0.00340873j -0.0659744+0.00766451j -0.0228946-0.00846563j 0.0421931+0.00163221j -0.00311669-0.00557738j -0.00344802-0.00404799j -0.0414457+0.000731406j 0.0134329+0.00774796j 0.0399916+0.00298258j -0.0349232-0.00171187j 0.0206685+0.00244813j -0.0207442+0.00114929j -0.0131065-0.00179797j -0.0297478+0.00370087j 0.0243976-0.000731984j 0.0207369+0.000979559j -0.0278303-0.00285805j -0.0101027-0.00181125j 0.0310742-0.00243408j 0.0247243+0.0031398j -0.00330747-0.000413023j 0.0104989+0.00378084j -0.00970013-0.00380923j 0.00966733-0.00326406j 0.011672+0.0025417j -0.0164+0.000998225j 0.0238671+0.000538131j 0.0143786+0.00747332j 0.00159041-0.00163516j -0.00609569-0.00194762j 
0.00233372-0.00127328j -0.00114547-2.46203e-05j 0.00962706+0.000534871j 0.00517357+0.00270584j -0.0351294+0.00202529j 0.0388187+0.00130913j -0.0437214-0.00381262j -0.018402-0.00170231j 0.251715-0.00164798j -0.00794638+0.00641185j -0.208095+0.00335789j 0.301618-0.0061099j -0.0450421+0.00178069j 0.190305+0.00825207j 0.135282-0.00350501j 0.106125-0.00277042j 0.125954-0.00771264j -0.0201081-0.00704898j 0.111648-0.00365434j -0.100925-0.00645173j -0.0279324-0.00074078j -0.0891123-0.00381309j 0.096466+0.000135537j -0.183855-0.00410925j 0.107587+0.000173202j -0.119206+0.00532698j -0.21439+0.00790243j -0.100145-0.00592827j 0.0304018-8.66052e-05j 0.0718019-0.00716223j -0.0573308+3.54787e-05j 0.0874348-0.00357946j -0.0103487-0.000226353j -0.168531+0.00178874j 0.0431387-0.00651801j -0.076519+0.00699415j 0.238273-1.09938e-15j 0.17364-0.00134677j -0.0644877-0.00216059j 0.00258654-0.000712005j -0.0715344+0.00621189j -0.0221876-0.000170989j 0.101352-0.00162219j 0.10157+0.00124868j -0.0435855-0.00298589j 0.00225996+0.000867833j -0.0420239-0.0019416j 0.0477915+0.00104308j 0.0752047+0.00257935j -0.0496574+0.00328479j -0.0184602+0.000878373j -0.0107537+0.00299248j -0.0150276-0.000390015j 0.0350332-0.00482122j 0.0240153+0.00108501j 0.0357277+0.00379296j -0.0330841+0.00137036j -0.00472268-0.00291638j -0.0262382+0.00120068j -0.0127573+0.00227457j 0.00209837+0.00715885j -0.0282164+0.000228629j -0.0463441-0.00508984j 7.16271e-05-0.0069667j 0.0162216+0.00299368j 0.0305667+0.00313878j -0.00212142+0.00434709j 0.0123167-0.00454083j -0.00862502-0.000385712j -0.0149625-0.00221702j -0.00134986-8.15099e-05j -0.00873868+0.00071763j 
0.00743916-0.00326113j 0.0113834+0.000160143j -0.0392323+0.00292291j -0.0124629+0.00630447j -0.00559826+0.00121381j -0.124072+0.00348913j 0.108558+0.00375586j 0.0684561-0.00186868j 0.138992+0.00408871j -0.0326788+0.000695704j -0.18183+0.00518192j 0.149152-0.00485527j -0.0812212-0.00386504j -0.0868662+0.00231733j -0.0211617-0.00221257j -0.00137614+0.000106931j -0.227909-0.00290236j 0.0898349-3.60402e-06j -0.0342806+0.00375145j -0.0315124-0.00365475j -0.0242289-0.00158089j -0.128763-0.000778748j -0.127631+0.000815324j 0.0523506-0.00237472j -0.0796492-0.000149715j 0.0201617-0.00598261j -0.00831209-0.00561719j -0.199508+0.000861514j 0.122523-0.0144553j -0.0274997-0.0108704j 0.135465-0.00535366j -0.17335+0.00200801j 0.0565674+0.00541109j -0.132989-0.00740644j 0.0263853+0.00215381j -0.01119+0.000525622j 0.17364+0.00134677j 0.199901-2.18937e-13j -0.0860603-0.00144124j -0.00829528-0.00736227j 0.00630417-0.00376471j -0.0298033+0.00597032j 0.0548822+0.00273394j -0.0258118-0.00981792j -0.0108668-0.000845926j -0.0209573-0.00258717j -0.0292997-0.00260369j 0.00439444+0.00404955j 0.0765405+0.00113666j 0.000579629-0.00687899j -0.0201189-0.00104699j -0.0300948-0.00194287j -0.0237935-0.000154952j 0.0491081+0.00300955j 0.0141444-0.00500002j 0.00307115+0.00120177j -0.0323772+0.00299055j 0.0224952-0.00314977j -0.013133+0.00593175j -0.00508964-0.00402154j 0.0280119+0.00456655j -0.0199886-0.0058974j -0.0335281-0.0059865j 0.0276059-0.00467316j 0.0239886+0.00560299j 0.0203824-0.00171125j -0.0184593+0.000175755j 0.015884-0.00273401j -0.0133087-0.00372488j -0.0154545-0.000690867j -0.000128531-0.000544377j -0.00977986+0.000948255j 
-0.0298507-0.00181238j 0.0191875-0.00781569j -0.0134101-0.00300538j 0.0121133+0.000419377j 0.0718455-0.0123355j 0.0137752-0.00300165j -0.202649+0.00529449j -0.0245532+0.00232534j -0.124751-0.00055398j 0.027436+0.00042433j -0.0891722-0.000523168j 0.243522-0.0059201j 0.206126-0.00262934j -0.0745694-0.00610367j 0.147312+0.00111572j 0.0840566+0.00387892j 0.196612+0.0020533j -0.20724-0.00336095j 0.133553+0.00518948j -0.332099-0.0057469j -0.010919+0.0022206j -0.233292-0.0046276j -0.0367883+0.00368436j 0.0853745-0.00456736j -0.0635185+0.00202031j 0.0169777+0.00125118j 0.0485445-0.00358852j 0.0541987-1.5525e-05j -0.110262-0.00218637j -0.0259287+0.00264186j 0.232313-0.00480862j 0.0473974+0.00191737j 0.0910468-0.00336464j 0.00177923+0.00378464j 0.146501+0.0029093j 0.0425073+0.00283267j -0.0644877+0.00216059j -0.0860603+0.00144124j -0.0114318+5.49842e-15j 0.0958806-0.0133095j -0.0455563+0.00766406j 0.0535541+0.00752837j 0.00427538+0.00736964j -0.0448604-0.00325678j -0.0845982+0.00570625j -0.0345793-0.00162662j 0.0471923+0.0111008j -0.064203+0.00217243j -0.00818332+0.00256087j 0.0432214-0.000859735j 0.00673129+0.00127153j 0.0295461+0.00150982j 0.00591565-0.00210921j 0.00617445+0.00596989j 0.00483604-0.000445891j -0.0170014-0.00347949j -0.018194-0.00169359j -0.00718392-0.000102496j 0.0656464+0.0014651j 0.0212279-0.000612261j -0.0215513+0.000869568j -0.00210814-0.00277729j -0.00235259+0.00479081j -0.000320081-4.70984e-05j 0.0145695-0.000125252j -0.014494+0.00349638j -0.00220107-0.000808123j 0.0005604-0.00158494j 0.0046788-0.00264281j 0.0161654+0.002248j -0.0184909+0.000272267j 0.00392446+0.00439879j 
