-0.01787+0.0375118j 0.0362537+0.020902j 0.0215107-0.0321028j -0.0305102-0.0143558j -0.0034603+0.00247533j -0.00598334-0.00323766j 0.00184531-0.00323835j -0.0127596-0.0118219j 0.0021335-0.00569163j 0.000101313-0.00809281j 0.00113257-0.00579359j 0.0110751-0.00642286j -0.00993361+0.00660943j -0.00472299+0.000126357j -0.00549501-0.00235813j 0.00511263+0.00726475j 0.0114254-0.000221668j -0.00668588+0.004823j -0.0057648-0.00194865j -0.00254829-0.0145864j -0.00608344-0.000298455j 0.00697782+0.00520973j 0.00756164-0.00158795j 0.00109378+0.00251649j -0.00622865-0.00408743j -0.0029223+0.00230621j 0.00906377-0.0027569j -0.000789827+0.00930228j -0.00765999+0.00285378j 0.00544524-0.0112004j -0.00856345+0.00104058j -0.00475078-0.00231978j -0.00421186-0.00285918j 0.00807619-0.00528588j 0.00352375+0.00508889j 0.00377886-0.00223708j -0.00489343+0.00263984j 0.00488264+0.00283461j 0.00675934+0.00231301j 0.00065101+0.00546514j -0.00721667-0.00382326j -0.00482994-0.000236612j -0.00164928+0.00370766j 0.00579287+0.00521381j -0.00140468-0.00132241j -0.00242453-0.00224396j 0.0102202+0.00457482j 0.00276465-0.00026356j -0.000654604-0.00217729j -0.00115038+0.00403408j -0.00146041-0.00179103j 0.00111635+0.0038029j 0.010425+0.00302622j -0.00101426-0.00160606j 0.00467205+0.00413531j 0.00385422+8.95512e-05j 0.00268071-0.00148753j -0.00283224+0.00554891j -0.00351613-0.0038494j 0.00976822+0.00165859j 0.00414243-0.00781221j -0.00473382-0.00689932j -0.00323612+0.0037429j 0.00836293-0.0006256j 0.00442389+0.00174234j 0.0157658+0.00147657j -0.00275805-0.00215564j -0.00477121-0.00481996j -0.0016576-0.00523953j -0.001048+0.00686203j 0.00138538-0.00493726j -0.00135305+0.00747736j 0.00654159+0.00321804j -0.00119019+0.00460296j 0.00861517-0.00522121j 0.000852684-0.0146464j 0.00948516+0.00232152j -0.000680164-0.0109022j 0.00818821-0.00642126j 0.00510164-0.00484497j 0.014978+0.00493721j -0.0152873+0.00152645j -0.00070235+0.00820836j -0.0057898-0.017761j -0.0025606+0.0215601j 0.00239852-0.000412371j 0.0014157+0.0109652j -0.00935662+0.00408888j -0.0190169+0.0240915j -0.0240888-0.0229935j -0.0401864+0.000676311j 0.000972234-0.0407251j 
-0.00137189+0.00654445j 0.00384363+0.00243326j 0.00333082+0.000178188j 0.00325344-0.00200713j 0.00378696-0.00202845j -0.00011026-0.00192676j -8.26491e-05+0.00956914j 0.00444316+0.00094568j 0.00475738-0.00256115j 0.000263009+0.00346968j -0.00111675-0.00379896j 0.00183773-0.00394022j -0.00103469+0.00841619j -0.000436033-0.0016051j 0.00245426-0.00328799j -0.0056813-0.00235354j -0.00232943-0.00166389j -0.00777202+0.00256503j -0.00205713-0.00337916j -0.000201104-0.00294141j -0.00272838+0.00507831j -0.000433294+0.00179391j 0.00622093+0.00101663j -0.00350752-0.0048501j -0.000431095-0.00255113j -0.0080368+0.00245482j -0.00039973+0.00870255j 0.00335203-0.00218643j 0.00311589+0.000397492j 0.0031551-0.000495016j 0.00533474+0.000115355j -0.000220653-0.00157699j 0.000892022-0.00343096j -6.98077e-05-0.00221249j 0.00759371+0.00149932j -0.00160493-0.0031408j -0.00200501+0.0015759j -0.00188399-0.00166528j 0.000584715+0.00329563j 0.00360476+0.00640448j -0.000151069+0.00118305j 8.44383e-05-0.00657846j 0.00176913-0.00103678j 0.00508766+0.00161283j -0.00184423-0.00194374j 8.96596e-05-0.00158999j 0.000122793-0.000593326j -0.00463945+0.00175324j 0.00103433+0.00337255j -0.00184861+0.00279325j -0.00369638-0.00101789j -0.00128593-0.00214356j 0.00245773-0.000341224j 0.00356837-0.00215379j 0.000961095-0.00180148j 0.00334103+0.00199594j -0.00121414-0.00324994j -0.00140337-0.000283359j -0.000469723+0.00259657j 0.000739695+0.00075884j -0.00272904-0.00250288j -0.000683573-0.00125032j 0.0015162-0.00352747j -0.000933828+0.000679828j 0.000316105-0.000605322j 0.00883036+0.000106251j -0.00423178-0.000351213j 0.00367335+0.00742099j -0.00290181-0.00369017j -0.00144191+0.00388576j 0.000430974+0.000578804j 0.00576093+0.00367003j -0.00182265+0.0026681j 0.00176203+0.00072158j 9.27486e-05-0.00408889j -0.001613-0.00764368j 0.00498857-0.0055342j -0.00306252-0.00156533j -0.000253763+7.65267e-06j 0.00333245-0.00237488j -0.00112186+0.00257022j -0.0015712-0.000870459j -0.00457785+0.00262744j -0.00135615-0.000458191j -0.000219625+0.00481978j -0.00276683-0.000651352j -1.5503e-05-0.0050478j 0.00339268-0.00173375j -0.00369425-0.000135481j 0.000988379-0.00330386j -0.00300717+0.00375299j -0.00330201-0.00429693j 
-0.00409243+0.0044099j 0.00573102+0.00560356j 0.00342508-0.00287507j -0.00731481-0.00224168j -0.00675828-0.000608935j 0.000115767+0.00177156j -0.0013397-0.0107913j -0.00489168+0.00120935j 0.0026585+0.0107431j -0.0065219-0.00209224j 0.001968+0.00214608j 0.00387491+0.00135336j 0.00100453+0.00851857j -0.000166549-0.00220198j 0.000819748+0.00218489j 0.00390843-0.00461132j 0.000347527+0.000915778j 0.000994603-0.00652683j -0.000580294+0.000253783j 0.000793348-0.000813891j 0.00160344+0.00547421j -0.00637552+0.00491551j 0.00227885-0.00823247j -0.000578364-0.00168389j -0.00267677+0.00241809j -0.00848561+0.00511656j 0.00453627-0.0022751j -0.00288546-8.9117e-06j -0.0072836-0.0022894j -0.00449059+0.00174686j -0.0024987+0.000237641j -0.00374386-0.00400408j -0.008099-0.00238217j -0.000620841-0.00422366j -0.00537188+0.0023729j 0.000600009-0.00378193j -0.00406121-0.000237866j -0.00550018+0.00321139j -5.73012e-05-0.00156133j 0.00028663-0.00658075j -0.00505918-0.00238593j -0.00773359+0.00247399j -0.00303516-0.00288583j 0.00134454+0.00115162j 0.00180435+0.00450453j -0.00443592-0.0015157j -0.00242896+0.00247324j -0.00179601-0.00372144j -0.0026586-0.00176485j -0.00544142+0.00133607j -0.0001545+0.00456902j -0.00601403+2.07702e-05j 0.00581693-0.00153621j -0.00240061-0.00231716j 0.00465408-0.00181328j -0.00174672-0.00244884j -0.000433279+0.00258054j 0.000317321+0.00579476j 0.0012147+0.00132975j 0.000296927+0.00398533j 0.000307664+0.00271946j -0.0038509+0.00358827j -0.00215094-0.00249836j -0.000806592+0.000275311j 0.00056169+0.00115151j -0.00561627+0.0044445j 0.00503773-0.00215226j 0.00056846-0.000746292j -0.001701-0.00232517j 0.00511749-0.00451029j -0.00292726+0.00104428j 0.00296905+0.00329532j 0.00236506-0.000617791j 0.00467182+0.00387004j 0.00450275-0.00252839j 0.00275034+0.000374075j -0.004596+0.000289577j 0.00329717-0.00211224j -0.00169358-0.00441987j 0.00264021+0.00159108j 0.00556078-0.000113444j -0.000312876-0.00180773j -0.00114369+0.00717768j 0.00292393-0.00253213j 0.00416529+0.00297012j 0.00306952-0.0034629j 0.00383242+0.00524505j -0.00378313+0.000762824j -3.60561e-05+0.00755386j -0.00475575-0.000977568j -0.00600304-0.001867j 0.00258155-0.0039769j 
0.00035913-0.00356498j -0.00530249+0.000923392j -0.0124347+0.00218049j 0.000968369+0.00332387j -0.0113338-0.00888408j 0.00293083+0.00710175j 0.00830622-0.00278594j -0.00376467+0.0100828j -0.00243028+0.00905052j -0.00504371+0.00870745j -0.00274537-0.00583277j -0.00842891+0.000256308j 0.00285677+0.00346038j 0.00611213+0.00709738j 6.04035e-05-0.00215073j 0.00326234+0.00950309j 0.00209065+0.00665637j -0.00705469+0.00651552j 0.00203005-0.0101012j 0.00248289-4.83817e-05j -0.00763136+0.00504128j -0.00152703+0.00201187j -0.00304558+0.00341504j -0.0018835-0.00987447j -0.000824842+0.000923658j -0.00533282+0.00109461j 0.00190668+0.00451795j -0.00155311+0.00184598j -0.00227106-0.001074j -0.00450601+0.00379834j 0.00708554+0.000799025j 0.00501263+0.00206677j -0.00583427+0.00281796j -0.000673444-0.000746739j 0.00306783-0.00106189j -0.00272001-0.00665068j 0.00331552-0.00412878j -0.00277895+0.00608558j -0.00040732+0.000119833j -0.00154907+0.000852892j 0.00316-0.00216872j 0.00936614+0.00083273j -0.00102343-0.00159376j 0.00289812-0.00366699j 0.00253061-0.00233381j 0.00361685+0.00489831j -0.00329193+0.0045653j -0.00237738+0.00865455j -0.000782145-0.00272714j 0.00135409-0.000676514j -8.48066e-05+0.00338958j 0.00190755+0.00501743j -0.00396036-0.000894647j 0.00332341-0.00142352j -0.00150138-0.00693738j 0.00323594+0.00420703j -0.0059424-0.00357746j 0.00147988+0.000270569j 0.00290255+0.00280557j -0.00325407-0.000885729j -0.000394063+0.00141747j -0.00536716+0.00114913j 0.00579546-0.00163392j 0.00140148+0.00459657j 0.000757098-0.00407589j -0.000769285-0.00241343j -0.00458143-0.00475214j 0.00337254+0.00535733j -0.0035049+0.00523813j -0.00159571-0.00094055j -0.00749296+0.00016353j -0.00128157+0.000540721j -0.00245769+0.00189499j 0.00146256-0.00305836j -0.000972771+0.00265123j -0.000498005-0.000823866j -0.00472719+0.00250506j 0.00336378-0.000891718j 0.00114286-0.000458694j -0.00220323+0.00344276j 0.000616172-0.00485025j -0.00115101-0.00206492j 0.00803953+4.61096e-05j -0.00483409+0.000589986j 0.00251458+0.0021918j -0.00543153+0.00391359j -0.00377585+0.00404102j -0.00570636-0.00411779j 0.00727142-0.00340748j 0.00237313+0.00346918j 0.00394842-0.00674028j 0.00512635+0.00264835j 
-0.00148182-0.00287144j -0.00517255-0.000566452j -0.00999799+0.00543082j 0.00864889+0.0111286j -0.000136565-0.0146425j 0.00941652-0.00100218j 0.00163828+0.00675337j 0.00561169+0.000167443j 0.00238602-0.00362839j -0.000733202+0.0134641j -4.92352e-08-0.00111529j 0.00330266-0.00010282j -0.002338-0.00611586j -0.00598763-0.00531217j -0.00350859+0.000340219j -0.00376961+0.00741369j 0.00656422-0.00606566j -0.00140116-0.00789777j -0.00301913-0.000717115j -0.0132044+0.00553853j -0.00239977-0.00158153j -0.00109915-0.00182082j -0.00755911+0.00173006j 0.00164041+0.0102103j 0.000425953-0.00978916j -0.0043156-0.00398557j 0.000693741+0.00262986j -0.00349694-0.00218907j 0.00562949-0.00272648j 0.00470786-0.00515851j 0.00144394+0.00254419j 0.000514548-0.00190909j -0.00179213+0.00257208j -0.00280383-0.00238139j 0.0018379-0.00662151j 0.000741184+0.0024058j 0.000299909+0.000828814j 0.000408147-0.00137666j -0.00500606+0.00251495j -0.00283905+0.00567533j 0.000439338+0.00111766j -0.00206559+0.00344402j 0.00514993+0.00224952j 0.000308761+0.000514922j 0.00262682+0.0037662j 0.00224768-0.000155362j 0.000801812-0.00861846j 0.00575418-0.00175667j -0.000181676-0.00143856j 0.00196269+0.00408632j -0.00236208+0.00305526j -0.00357536-0.00181316j -0.00233496-0.00430454j -0.00152672+0.00529844j 0.00125802+0.00147086j -0.00551699+0.000807706j 0.00350781+0.000337539j -0.00194303+0.00210457j -0.000170375+0.00719397j 0.0029104+0.00140114j -0.00160876+0.0058216j 0.00734961+0.00450749j -0.0111788-0.00124958j -0.00423212-0.00117303j -0.00940232+0.00572291j -0.0062714-0.0019843j -0.00592291-0.00446407j 0.00532408+0.000216594j 0.00191953+0.00542392j -9.01673e-05-0.00262145j 0.00613439+0.00300992j 0.00151384-0.00592365j -0.00363714-0.0010216j -0.00412821-0.00121986j -0.00591017+0.00640694j -0.004011+0.002353j 0.00669866-0.00117624j 0.00433545-0.00623415j 0.00514598+0.00175691j 0.00144989+0.0010427j -0.00369184+0.00236442j -0.000488213-0.000258495j -0.00510391-0.0054637j -0.00613969+0.00011877j 0.000871843+0.00395632j -0.00481834+0.00250521j -0.0121163-0.00182298j -0.00176272-0.00866385j 0.00809955-0.00221185j 0.00885647+0.00988523j 0.00509728-0.00145513j 0.00070785+0.00642096j 
0.00888481-0.0103261j -0.00879481-0.00831059j -0.00653953+0.00427398j 0.00508372+0.00830581j 0.00295093+0.0018087j 0.00224892+0.00201648j 0.00574869-0.00468515j -0.0079402+0.0127652j -0.000397672+0.000824798j 0.0101608+0.00208615j -0.00605263+0.0063756j 0.00067333+0.0102023j 0.00250951+0.000480196j 0.00919198+0.000938226j 0.00794781+0.00310107j -0.00314397-0.00434651j -0.0102488-0.00291768j 0.00240783+0.00186537j 0.00231543+0.00705424j 0.0116276+0.00579813j -0.000587998-0.00418685j -0.00338854-0.00057093j 0.00423227-0.00358209j -0.00408952-0.00399342j -0.00302603-0.00643153j 0.00416833+0.00154691j -0.0081561-0.00127069j -0.00248864-0.00321498j 0.00169196+0.00352965j 0.00196326+0.00774612j -0.00364837-0.008448j 0.0062164+0.00685749j 0.00465839-0.00295913j -0.00458572+0.00650194j -0.00249223+0.00375897j -0.00651547+0.0030422j 0.00304184-0.00285192j 0.0020049-0.00533664j -0.00545743-0.000666597j 0.00319964-0.00684969j 0.00499805+0.0075173j 0.00611528-0.0039878j -0.00573877-0.00559817j -0.00163467-0.00516818j -0.00440434+0.00227251j 0.00171632+0.00239465j -0.00389331+0.00143217j -0.00165778-0.00338499j -0.000886512+0.00113013j 0.00143196+0.0035073j -0.00128499-0.00398695j 0.00295543-0.000100022j -0.0016765-0.00257688j 0.0017835+0.00358318j -0.00349922-0.00397709j -0.00229792-0.000428584j -0.00203208-0.000457894j 0.00121171-0.00432632j 0.00334456+0.00121129j -0.00206711+0.000604275j -0.00184907+0.00264799j -0.00336195+0.000534083j 0.00438991+0.00394191j -0.0100713+0.00171329j 0.00369801+0.00288546j -0.00298467-0.00122053j 0.00195731+0.00617784j -0.00182722+0.0018574j -0.00132725-0.00153587j 0.000969358-0.00613645j -0.00362459+0.00399637j -0.00191185-0.00525106j 0.000501227-0.000473201j -0.0046022+0.00090678j -0.00098338-0.00128563j 0.000204112+0.00234593j -0.00358648-0.00182623j -0.00402758+0.00517122j -0.00146129-0.00445769j -0.0117526+0.0041673j -0.0062732-0.0032199j 0.0026136-0.00138415j 0.00387167-0.00567275j 0.00105647+0.00281861j -0.00669293-0.00628845j -0.00271333-0.00298954j 0.00119967+0.00264119j -0.00159868+0.00157946j 0.00771376-0.00687911j 0.00875172+0.00275084j 0.0105766-0.00729728j 0.00567534+0.0112097j 
-0.00233089-0.00834083j -0.00943316+0.0019787j -0.0110987+0.00113625j -0.00939143+0.00490084j -0.00213429-0.000667224j 0.000726851-0.00441304j 0.00588687+0.0118515j -0.00850994-0.00470903j -0.00878901+0.00781021j -0.00730804+0.0102168j 0.000158507+0.00439405j -0.00324453-0.000806774j 0.00635339-0.0010202j 0.00927883-0.000104857j -0.00202705+0.00703872j 0.00394283+0.0144314j 0.00635616-0.00750349j 0.00824943-0.00575412j -0.00143131+0.0103671j 0.000689693-0.00313241j 0.00241938-0.0108572j 0.00476566+0.00534954j -0.00526293+0.000677448j 0.00251486+0.00386144j -0.00670089-0.00673548j 0.000727406-0.00226583j -0.0024623-0.000397715j 0.00311579-0.00102091j 0.00439368+0.0082493j 0.00210039+0.00130174j -0.0106673+0.00550863j 0.00616959-0.00374182j 0.00100137+0.000544421j 0.00435731+0.00269986j -0.00153246+0.002499j -0.000258925+0.00469043j -0.0029522-0.00606378j 0.00738302-0.00117937j -0.00289455+0.00492351j 0.000457869-0.006705j 0.00881531+0.00503075j -0.00300928-0.00426502j -0.00103857-0.00740135j -0.00544832-0.00102736j 0.00390358+0.00453675j 0.00414782-0.00126823j 0.000532879+0.000119956j 0.00470036-0.00421511j -0.00673041+0.00261114j 0.00369767+0.00794071j 0.00604506-0.00270044j 0.000859556+0.00346355j -0.00565949-0.00523747j 0.00100533-0.00302719j -0.00518182+0.00758693j -0.00470813-0.000439639j 0.000955921-0.00186402j -0.00161896-0.00476351j -0.00336132-0.00528761j -0.00125302+0.000229434j 0.000225922+0.000185695j 0.00653512-0.00351705j -0.00453686+0.00593217j -0.0017258-0.00139574j -0.00297893+0.00197916j -0.00494171-0.00499952j -0.00305739-0.0031408j -0.00257292-0.00410965j 0.00344107+0.00214297j -0.000611603-0.00169689j 0.000886212-0.00626048j -0.000782379-0.00291119j 0.00345141+0.00220767j -0.00177027-0.00371973j -0.00318318+0.00591917j -0.00078517-0.00230109j -0.00376347+0.00368633j 0.00330104-0.000248666j 0.000869577+0.00423751j -0.00497089-0.00104205j -0.000588779-0.00504484j 0.00076104+0.00107298j 3.24244e-05-0.00403112j -0.00519121+0.000837481j 0.0044583-0.00226724j 0.00347673+0.00739958j -0.00534288+0.0073441j -0.00777286-0.00232268j 0.010159+0.000497442j 0.000370826+0.010343j 0.00342257-0.00581819j 0.00625116+0.00363631j 
-0.00238201-0.00152347j -0.000366653+0.000801346j 0.00304341+0.00221965j -0.00234908+0.00181926j -5.69385e-05+0.00989064j -0.00875875-0.000844114j 0.00088476-0.0123599j 0.00326602-0.000393432j -0.0108194+0.00614869j -0.00937625-0.00288889j 0.000456822+0.000876656j 0.008095-0.00769513j -0.0101276+0.00263508j 0.00410885-0.000718774j -0.0036206+0.00397518j -0.000604844+4.89533e-05j -0.00194313+0.00393142j 0.00104472+0.00464614j -0.00376812+0.0046194j 0.0046711+0.00285223j 0.000465028+0.00022642j 0.00609436+0.00164705j -0.00269771+0.000470249j -0.00304633+0.00673996j -0.00595291+0.00927445j -0.00219472-0.00134195j -0.00176311+0.00305906j -0.00287569+0.00596834j 0.0029414+0.00344357j 0.00631328-0.00302602j -0.00163764-0.00411103j -0.00759385+0.00012516j -0.000128038-0.00236986j -0.00461574+0.0014996j 0.00105649+0.00324717j -0.000268218-0.00174989j 0.00446903-0.0087893j -0.000381018+0.00536905j 0.00382911-0.0013977j -0.00105352+0.00415563j 0.00451282+0.00368471j 0.00517106+0.00082744j 0.0035449-0.00276961j -0.00455155+0.000435787j 0.0031975-0.000549493j 0.00144246+0.000559876j -0.00373403-0.00172586j 0.00325605-0.00156823j -0.00294578+0.000384465j 0.00237537-0.00220943j 0.00386545-0.00119454j 0.00120762-0.000573138j 0.00432861-0.00181771j 0.00419965-0.00571059j -0.00324575-0.000805194j -0.00264512-0.00393141j 0.00428462-0.000209212j -0.0065647-0.00331897j 0.00263114+0.00350861j 0.000158608+0.000502795j -0.000307519-0.00228143j 0.00260451-0.00811986j 0.00207791-0.000401545j -0.00296202+0.00293121j 0.00226496+0.000486825j 0.00890194-0.000805419j -0.00382789+0.00174074j 0.00143182+0.000890701j -0.000970613-0.00124682j 0.00356969-0.00344523j -0.00147782-0.00128864j 0.00280509-0.00100224j 0.0045696+0.000360815j -0.00125403-0.000656289j 0.00157755+0.000634252j -0.00274879+0.0013983j -0.00203592+0.00559242j 0.000227753+0.000393886j -0.00364174-0.000161403j 0.00134697-0.000348864j 0.0013554-0.000459842j 0.00356963-0.0039318j 0.00380528+0.00157718j 0.00530865+0.000906853j 0.00432883-0.00113049j 0.00141709+0.00161013j -0.000529475+0.00137101j -0.000683975+6.02363e-05j 0.00231629+0.00257769j -0.0047734+0.0040866j 0.000125445-0.0015517j 0.00247042+0.000287424j 
-0.00319583+0.000301632j -0.00193635+0.00245872j -0.00422928-0.00424895j 0.00826857-0.00248634j 0.00456605-0.0123605j -0.00575173+0.00259212j -0.00760723+0.000279941j -0.00168283-0.00769505j 0.00243637-0.00604156j 0.00146461+0.00676727j -0.000676667+0.000218431j -0.00704173-0.0020186j 0.00158466+0.0035718j 0.00239075+0.000812981j -7.58184e-05-0.00604769j -0.00218357+0.00385679j 0.00348325-0.00408027j -0.0020424+0.0017747j -0.00325531-0.00784643j -0.000517409+0.00124293j 0.000226785-0.000222674j 0.00132836-0.000937057j -0.00137854+0.00318151j -0.000375608+0.00091248j 0.000266186-0.00327815j 0.00104896-0.00436274j -0.00147816+0.000379343j 0.00223505-0.00578357j 0.00282829+0.00127805j 0.000134856+0.00437023j 0.00686128+0.00529233j -0.00131543-0.00525339j 0.00297933+0.00204375j -0.000806935+0.000937042j -0.00358317-0.00167771j 0.0010601+0.0015964j -0.00102484+0.00833792j -0.00166423-0.00260711j 0.000476845-0.000412192j -0.00118456-0.000549298j -0.000925501-0.000935963j -0.0010308-0.00329584j 0.00571664-0.000660852j -0.00338106+0.000505327j -0.00245043-0.00363329j 0.00222062-0.00111464j 0.00109943-0.0013105j 0.00149684+0.000748368j 0.00126021+0.00357703j 0.00432385-0.00473639j -0.00245745-0.00111965j 0.00244923-0.000329974j -0.00373723+0.000930329j 0.00157081-0.00214559j 0.000893984-0.000146912j -0.000849056-0.00361972j -0.00504668-0.000134959j 0.000881553-0.00325262j -0.00433849+0.00135298j -0.00513701+0.00161218j -0.000469742+0.00148879j 0.000430137-0.00134527j 0.000955911-0.00122125j 0.005934-0.0025269j 0.00175649-0.00166989j -0.000203-0.00186629j -0.00320169-0.00143851j 0.00203748+0.0017508j 0.00587496+0.00281853j -0.000858952+0.00854169j -5.98131e-05-0.000202523j -0.00382385+0.00242907j -0.00702535+0.00100825j 0.00485807-0.00292945j -0.00497453+0.00114253j 0.000665168-0.00197962j 0.00195313-0.00531817j -0.0033304-0.00331199j 0.000592416+0.00389031j 0.00448914-0.000700516j -0.00117358-0.0013691j -0.00196486+0.00316219j -0.00108675-0.00312981j -0.00543948-0.00152183j -0.00493043+0.00322801j -0.00355229-0.00110788j -0.0023502+0.00135916j -0.00260053-0.00187898j 0.00194905-0.00136134j -0.0009811+0.000552746j 0.00279992-0.00107798j 0.00106269+0.0019531j 
0.00715255-0.0120496j -0.00850853-0.0091101j -0.00179482+0.0132702j 0.0121025+0.00982139j -0.000208395+0.00396259j 0.0101684+0.00340857j -0.00747252-0.00464259j 0.000205882+0.00808594j -0.00042852+0.00288076j 0.00687662+0.00117264j -0.00104522+0.010137j -5.54465e-05+0.00047535j -0.00482966-0.00159511j 0.00204829+0.00955333j 6.02936e-05-0.000216009j -0.00332482-0.00415992j -0.00730226+0.00684135j 0.00416901+0.00301836j -0.00127305+0.00148247j -0.000480889+0.00518143j 0.00282214-0.00164555j -0.00636022-0.005802j -0.000146641-9.77019e-05j -0.00105269-0.00298389j 0.00171838+0.00449554j 0.0054096-0.000966023j -0.000680891+5.97544e-05j 0.00504848-0.00113176j -0.00194863-0.00245197j -0.00364329+0.00266601j 0.00191089+0.000120912j 0.00157669+7.11182e-05j 0.00237386+0.00125369j -0.00153979+0.00320104j -0.00481063-0.00145228j 0.000367732+0.00249167j 0.00512213-0.00384101j -0.000459642-0.00334032j 0.000852459-0.00319589j 0.000428591-0.00297188j -0.000516088+0.00682085j 0.00113434+0.00241785j -0.000717056-0.00319271j -0.00461125-0.00356661j -0.000443842-0.00168506j -0.0028195+0.00398312j -0.00263223+0.00180005j -0.00223161-0.000785837j 0.00183952-0.00294017j 0.00348691-0.00616046j 0.00193397-0.000171138j -0.00114471-0.00449986j -0.0020177+0.00149826j 0.00134826+0.000293583j -0.000886599-0.00538342j 0.00126486-0.00649059j -0.00284663+0.000795915j 0.00183815-0.000234119j 0.000980631+0.00294228j -0.00298488+0.00100804j -0.000522199-0.000610894j -0.00365754+0.000466137j 0.000906878-6.42513e-05j 0.00162661+0.000525763j 0.00152402-0.00130514j -0.00612847+0.00197016j 0.0017443+0.00165718j -0.000175719+0.000782637j -0.00234237+0.00234596j 0.00182619-0.00166265j -0.00180365+0.00626328j -0.000734721+0.000817082j -0.00115478-0.00466483j 0.00236732+0.00156497j -0.00418182-0.00267029j 0.00444948+0.00753876j -0.00802599-0.00393842j -0.00580131+0.00390636j -0.00274634-0.000195933j -0.00250847+0.00211117j -0.00169329-0.00193131j 0.00264247-0.00280607j 0.00172245-0.00156731j 0.00392492+0.00490911j -0.00346055-0.00683385j -0.00329054-0.00166485j 0.00224785-0.00132302j -0.000319724+0.00311282j 0.00715244-0.00808034j 0.00915052+0.00514472j 0.0117228-0.00322772j 0.00287333+0.012269j 
-0.00312266-0.00492323j -0.00587047-0.00238619j -0.00396126-0.00346584j 0.000382416+0.00346521j -0.00592173+0.00425446j 0.00527799-0.0064554j -0.00700207-0.00340226j -0.00138244+0.00425847j -0.00318535-0.0043995j -0.00469385+0.000461828j -0.00155523-0.000792184j -0.00475671-0.00370088j 0.00268652+0.00398185j -0.00375324+0.0108525j -0.000298148+0.00730628j -0.00239011+0.00392954j 0.00528058+0.00701753j 0.00168224-0.00469132j -0.000736459-0.000168683j -0.00443691+0.00142806j -0.00010876-0.00408257j -0.0022149-0.000421832j -0.00518861-0.00256112j 0.000898121+0.000797099j -0.000562942+0.00137651j 0.00157589-0.00817693j 0.0030943-0.00362431j -0.000511445-0.00246532j -0.00405155-0.0047287j -0.00184649-0.00312797j -0.0007182+0.00177488j 0.00266572-0.00364503j -0.000465457-0.000470582j -0.00265339+0.0013054j 0.000739728+0.0034709j -0.0013106+0.000918664j 0.00173254+0.00282392j 0.000644696-0.00520778j 0.000573835-0.00126188j -0.000876552-0.00472655j 0.00117414-0.0041719j -0.00266264-0.00276523j 0.000346985+0.00293444j -0.00282987-0.00196601j 0.00267719-0.00138228j -0.00217634-0.00318122j 0.00140588+0.00110622j 0.000311951+0.00100296j -0.00193104+0.000878079j -0.00133153-0.00302737j 0.00257935+0.000477936j 0.00149963-0.00177229j -0.00264167-0.000651937j -0.00114585-0.000332748j 0.000409792-0.000723627j -0.00032894+0.000112608j 0.000825141-0.00241537j -0.000253716-0.00194878j 0.000967247-0.000495914j -0.00228722-0.00194971j 0.00227112-0.00108502j 0.00086656+0.00161163j -0.00273063-0.0035268j 0.00718334-0.00105931j 0.00297185-0.00468207j -0.00351967-0.00332661j 0.00201708-0.00277043j 0.00212452+0.00047752j -0.00151633+0.00111221j -0.000369022-0.00142735j -0.00230084-0.00120483j 0.000278897+0.000329333j 0.00129657+0.00154597j 0.00274502+0.00112016j -0.00179449-0.00144979j 0.0031891+0.000352598j -0.00436144+0.00453506j 0.000740396-0.00125516j 0.0050989+0.00229205j -0.000942415-0.000900187j 0.000635467-0.00367965j 0.00208993-0.00117505j 0.000634645+0.00212958j 0.00173038+0.00152687j 0.00431868-0.00250856j -0.000728574+0.00347192j -0.000121602+0.00345393j -0.00142309-0.000723513j 0.00458691-0.00140749j 0.00201018+0.00366141j 0.00401141-0.00406228j 0.00476376+0.00303878j 
