0.0937997-0j -0.000123086-0j 3.541e-08-0j -3.24259e-12-0j 1.00936e-16-0j -2.72828e-20-0j -7.53591e-06-0j 1.88992e-09-0j -1.34401e-13-0j 2.80473e-18-0j 4.02492e-11-0j -2.50568e-15-0j 3.06594e-20-0j -2.00999e-17-0j -3.80646e-07-0j 6.03738e-11-0j -2.65768e-15-0j -5.37033e-20-0j 1.44477e-12-0j -5.19941e-17-0j -3.29579e-19-0j 2.02015e-14-0j -3.49571e-19-0j -1.57367e-08-0j 1.58266e-12-0j -4.02745e-17-0j 2.95061e-14-0j -5.10581e-19-0j 4.32938e-16-0j 3.00622e-18-0j -5.29905e-10-0j 3.29888e-14-0j -4.0365e-19-0j 4.56357e-16-0j 4.3391e-18-0j -1.43787e-11-0j 5.1746e-16-0j 4.6387e-18-0j -3.07109e-13-0j 5.3143e-18-0j 1.66243e-16-0j -3.09526e-15-0j 3.78735e-20-0j 1.19056e-20-0j -3.02775e-17-0j 6.12346e-07-0j 8.92358e-13-0j 1.10055e-09-0j -3.21141e-17-0j -2.87883e-19-0j -6.91685e-19-0j -3.43394e-07-0j -1.10683e-13-0j 5.44652e-11-0j -0.00124399-0j -2.39758e-15-0j -4.84476e-20-0j 2.8166e-18-0j 1.30337e-12-0j -0.000101365-0j -4.69057e-17-0j -2.97324e-19-0j -1.19138e-15-0j 2.57732e-14-0j -4.45986e-19-0j -4.16971e-20-0j 2.76173e-16-0j -8.86632e-11-0j -1.44894e-08-0j -6.58253e-06-0j 1.45721e-12-0j 4.12402e-08-0j -3.70822e-17-0j 1.65082e-09-0j 2.71674e-14-0j -4.70111e-19-0j 0.417149-0j 3.98622e-16-0j 3.91445e-18-0j -1.17397e-13-0j -4.94824e-10-0j -4.62523e-12-0j 3.08049e-14-0j -3.76927e-19-0j 2.44989e-18-0j 4.26145e-16-0j 4.05185e-18-0j 4.45848e-15-0j -1.35659e-11-0j 4.97197e-11-0j 4.8821e-16-0j 4.37649e-18-0j 
-1.19623e-15-0j -1.68601e-11-0j -8.2577e-08-0j -0.000106094-0j 0.00199283-0j 0.000148485-0j -7.48957e-13-0j -6.43496e-09-0j -1.50439e-05-0j -0.00427797-0j -1.46018e-10-0j -4.6784e-07-0j 5.04374e-06-0j -3.39932e-09-0j 1.11761e-11-0j 7.57102e-08-0j 0.00011402-0j -0.000495987-0j 2.03607e-09-0j 3.05282e-06-0j -6.82629e-10-0j -1.09118e-08-0j 2.50276e-07-0j 4.46256e-08-0j 0.000221956-0j 0.156426-0j 4.58829e-06-0j -0.000105238-0j -2.11709e-05-0j -3.59133e-06-0j 1.92241e-09-0j 6.1594e-06-0j -6.6404e-05-0j 7.75163e-08-0j 8.98723e-09-0j -2.02635e-08-0j -3.03825e-05-0j 9.60775e-09-0j 1.65885e-07-0j -3.80477e-06-0j 0.000809852-0j -5.77922e-07-0j 6.23053e-06-0j 0.000108897-0j -5.14291e-09-0j 4.83372e-09-0j 1.25758e-09-0j 1.08406e-11-0j 1.88557e-06-0j -5.96268e-10-0j 0.00111868-0j -2.9026e-09-0j 5.39183e-08-0j -1.9663e-05-0j 8.39156e-13-0j -0.0296126-0j 0.128815-0j 3.79994e-05-0j -5.28797e-07-0j 4.01684e-14-0j -0.000792861-0j 1.77289e-07-0j 6.43517e-10-0j 4.00782e-06-0j -9.19241e-05-0j -1.47598e-08-0j -2.7057e-05-0j 7.8766e-06-0j -1.42723e-10-0j -6.54205e-13-0j -7.09867e-07-0j 4.18551e-10-0j -0.000500286-0j -5.62085e-09-0j -1.46744e-08-0j 3.36576e-07-0j 5.26533e-17-0j 6.77096e-08-0j -2.33411e-06-0j -1.31407e-05-0j 1.79514e-09-0j 1.33274e-06-0j 5.75164e-06-0j -6.20079e-05-0j -0.00373675-0j 7.23846e-08-0j 8.39225e-09-0j -0.000229673-0j -1.91181e-08-0j -1.80375e-10-0j -2.86651e-05-0j 9.06467e-09-0j 
1.23894e-08-0j -2.09745e-07-0j 1.26644e-06-0j -1.36833e-06-0j 2.02431e-09-0j -1.7378e-13-0j -0.000316152-0j 0.00154584-0j 9.17505e-05-0j -3.55869e-08-0j -0.00587102-0j 1.73712e-05-0j -2.35788e-09-0j 7.68054e-07-0j -1.36138e-05-0j 2.54769e-05-0j -5.33025e-08-0j 5.90737e-12-0j -0.000986288-0j 6.62591e-07-0j 2.53464e-08-0j 4.05162e-07-0j -7.77741e-11-0j -0.0215027-0j -0.00180489-0j 8.57387e-07-0j 0.0293597-0j -5.63584e-06-0j -9.21664e-06-0j -3.8577e-07-0j -0.000223613-0j 6.61626e-07-0j -8.98058e-11-0j -5.81561e-06-0j 9.65383e-10-0j -5.69582e-05-0j 3.82647e-08-0j -1.77855e-07-0j -6.1594e-06-0j 1.18235e-09-0j -5.74588e-07-0j 1.06982e-05-0j -1.45213e-09-0j 5.51485e-11-0j 7.73926e-07-0j -1.49069e-07-0j 3.53489e-06-0j 0.00180559-0j -2.37475e-09-0j 1.10379e-08-0j -5.30618e-12-0j 0.0035357-0j 0.000151557-0j -0.00661673-0j 1.67377e-08-0j 1.38434e-05-0j -1.53423e-09-0j -7.19953e-08-0j 0.256153-0j 2.97674e-05-0j -0.000172085-0j -6.58283e-06-0j 1.24011e-05-0j -0.000148812-0j 2.85658e-08-0j -2.38049e-09-0j -1.17791e-05-0j 4.20821e-07-0j 6.87706e-05-0j 1.60245e-06-0j 5.77246e-06-0j -0.000254185-0j -2.74213e-09-0j -7.83526e-06-0j -9.38993e-05-0j 1.80247e-08-0j -7.79892e-10-0j 2.9477e-08-0j -2.50724e-07-0j -4.65046e-07-0j -0.000208809-0j 0.000336358-0j 6.17825e-07-0j -8.38604e-11-0j 1.80375e-10-0j -5.43061e-06-0j 9.01473e-10-0j 1.76614e-08-0j -5.37386e-05-0j -0.00361574-0j 3.61018e-08-0j -1.67801e-07-0j 
1.24145e-12-0j 4.50711e-09-0j -1.37669e-07-0j 1.39947e-06-0j -2.83002e-06-0j 1.86622e-09-0j -8.91936e-08-0j -0.00016899-0j 0.00171584-0j 0.00011402-0j -1.73712e-05-0j -0.0060318-0j 1.01022e-05-0j 7.11913e-06-0j -6.43122e-09-0j -8.63533e-06-0j 3.71781e-05-0j -3.80196e-08-0j 8.0156e-05-0j -0.000703553-0j 4.71924e-07-0j 1.22809e-06-0j 1.65885e-07-0j -2.05198e-05-0j -0.0168034-0j -0.00182873-0j 0.0889925-0j 0.0120207-0j -8.54293e-05-0j -7.18265e-06-0j -6.61626e-07-0j -0.000229737-0j 3.84767e-07-0j -5.39051e-05-0j 1.79745e-08-0j 4.62901e-06-0j -4.06302e-05-0j -3.31147e-06-0j -1.86698e-05-0j -2.52184e-06-0j 0.000602027-0j -0.00371476-0j 6.22154e-06-0j -4.73587e-07-0j 7.17355e-06-0j 9.6775e-09-0j -2.87282e-07-0j 1.72306e-06-0j 2.52156e-06-0j 2.05514e-07-0j 2.83678e-08-0j 1.67028e-06-0j 0.00141099-0j 0.00224272-0j -2.5647e-10-0j -0.00965569-0j 9.87424e-06-0j 0.000153559-0j -0.0208177-0j 5.58383e-09-0j 0.182723-0j -0.000122566-0j 3.7589e-05-0j -0.000451067-0j -6.09282e-05-0j 5.07736e-06-0j -0.000109181-0j -1.38815e-07-0j 6.56271e-08-0j 4.52086e-10-0j 5.37414e-05-0j 1.37556e-05-0j 5.84871e-06-0j 8.56544e-07-0j -0.000284619-0j -3.84451e-05-0j -6.07289e-14-0j 2.73223e-07-0j -4.66823e-06-0j -8.69692e-06-0j -6.17825e-07-0j -0.00022901-0j -0.000214528-0j 3.59295e-07-0j -5.77922e-07-0j -5.03365e-05-0j 1.67845e-08-0j 6.62014e-07-0j 4.36736e-06-0j -1.06982e-05-0j -3.83336e-05-0j -3.12429e-06-0j 
2.22947e-17-0j 2.61593e-13-0j 8.48553e-10-0j -4.36478e-08-0j 8.15037e-07-0j -4.62434e-06-0j -3.43904e-12-0j -2.75655e-08-0j -5.34366e-05-0j 0.00122924-0j -2.35788e-09-0j -1.01022e-05-0j -0.00619281-0j -3.34023e-07-0j -3.47559e-13-0j -2.35446e-09-0j -3.53542e-06-0j 4.69547e-05-0j 2.18871e-08-0j 6.63082e-05-0j 2.53652e-06-0j 1.02394e-09-0j 1.79099e-06-0j -1.6663e-09-0j -9.21664e-06-0j -0.00978603-0j 7.41993e-05-0j 0.129783-0j 4.00826e-06-0j -3.86056e-05-0j -8.98058e-11-0j -3.84767e-07-0j -0.000235869-0j 2.52918e-06-0j 9.66098e-08-0j 1.26398e-09-0j 3.82931e-06-0j -1.77986e-05-0j -1.55663e-08-0j -2.72273e-05-0j -0.000115337-0j -6.22154e-06-0j -0.00381392-0j 0.00087924-0j -3.36576e-07-0j -4.25575e-11-0j -7.84443e-11-0j 1.39921e-10-0j -2.37651e-07-0j 1.1046e-06-0j 6.13615e-07-0j 9.02661e-11-0j 7.73926e-07-0j 6.11488e-07-0j -1.15705e-14-0j 0.0009182-0j -0.0121948-0j 0.000821739-0j -5.6844e-06-0j 1.61339e-13-0j -0.0172212-0j -0.00065877-0j 3.13406e-08-0j -3.76086e-07-0j -0.000657817-0j 5.48182e-05-0j 5.12267e-06-0j 2.59014e-09-0j 5.32924e-12-0j 1.74311e-14-0j 2.9477e-08-0j 1.49326e-09-0j 3.12981e-05-0j 1.39718e-10-0j -2.37307e-07-0j -0.000415077-0j -8.91972e-19-0j -1.28194e-08-0j -2.5091e-05-0j 2.70849e-07-0j -8.38604e-11-0j 3.54531e-06-0j -3.59295e-07-0j -0.000220254-0j -6.23053e-06-0j 2.36174e-06-0j 9.0214e-08-0j -6.244e-08-0j 1.19254e-09-0j -1.45213e-09-0j 3.61285e-06-0j -1.67926e-05-0j 
-1.48484e-14-0j 6.05436e-13-0j -1.29051e-11-0j 1.46018e-10-0j -6.76722e-10-0j -2.00812e-11-0j 3.21351e-09-0j -7.98749e-08-0j 8.12681e-07-0j -2.03521e-06-0j -0.000107654-0j 0.000997852-0j 4.68183e-05-0j -0.00756243-0j 1.38725e-10-0j -2.7187e-09-0j 1.78189e-08-0j 6.82629e-10-0j -8.73606e-06-0j 3.78936e-05-0j -0.000503281-0j -1.35445e-07-0j -8.98723e-09-0j 5.53922e-07-0j -7.97028e-06-0j 2.44461e-05-0j -0.0196867-0j -0.00130628-0j -0.000262787-0j -4.45779e-05-0j 2.38622e-08-0j -2.2118e-07-0j -1.03776e-08-0j -0.000332595-0j 1.11555e-07-0j -2.51524e-07-0j 1.09101e-06-0j -4.12234e-05-0j 2.05907e-06-0j 1.36627e-07-0j 3.85281e-07-0j -7.17355e-06-0j -3.36576e-07-0j 1.27824e-08-0j -0.00379171-0j 7.5541e-13-0j 1.56099e-08-0j 7.99244e-06-0j -6.77096e-08-0j 2.55837e-06-0j -1.51291e-10-0j -3.60289e-08-0j -0.000115002-0j 7.06086e-07-0j -3.01335e-14-0j -4.62783e-06-0j -1.77289e-07-0j 0.000352728-0j 0.00226888-0j -1.72348e-10-0j -0.00984151-0j 0.130709-0j 0.00143163-0j 4.97477e-05-0j 3.30093e-06-0j 9.49936e-05-0j -0.000335849-0j -1.08406e-11-0j -1.77157e-09-0j -8.12042e-12-0j 2.54908e-08-0j 5.19533e-09-0j -7.81843e-08-0j 2.01841e-10-0j 6.29628e-05-0j 4.17781e-06-0j 6.53567e-16-0j 8.40456e-07-0j -2.89725e-05-0j -2.05362e-09-0j 2.22825e-08-0j -7.19953e-08-0j -2.06537e-07-0j -9.69054e-09-0j 5.14291e-09-0j -0.000310576-0j 1.0417e-07-0j 7.79917e-11-0j -2.37307e-07-0j 7.73926e-07-0j 1.02934e-06-0j -3.88933e-05-0j 
-4.04682e-10-0j 9.6087e-09-0j -9.71766e-08-0j 3.26028e-07-0j 1.32482e-08-0j -2.28791e-12-0j -1.05237e-07-0j 1.04007e-06-0j -1.70619e-06-0j 2.03607e-09-0j -4.04687e-06-0j -3.28891e-07-0j 8.98058e-11-0j -1.45914e-08-0j -0.000240378-0j 0.00139685-0j 8.02722e-05-0j -1.78967e-08-0j -0.00422045-0j 8.72342e-06-0j 2.22145e-07-0j -0.00122298-0j 4.72266e-07-0j 0.00249321-0j -0.00578412-0j 8.45376e-06-0j -0.00111497-0j 4.30557e-07-0j 0.0209114-0j -5.0789e-06-0j 5.32795e-05-0j 4.33005e-06-0j -1.18235e-09-0j 3.32735e-07-0j -2.92468e-06-0j -0.000182534-0j 3.77287e-07-0j 1.35874e-08-0j -4.03105e-05-0j 1.55663e-08-0j 2.18206e-08-0j 9.34891e-05-0j -2.55278e-08-0j -4.21313e-12-0j 5.07987e-06-0j 8.55127e-09-0j -0.00522485-0j 6.05659e-07-0j 1.07994e-05-0j 3.88926e-07-0j -5.23184e-11-0j -0.000271302-0j -1.4051e-06-0j 0.00157655-0j -6.38292e-10-0j 9.05991e-05-0j -2.01991e-08-0j 2.05362e-09-0j -0.00476341-0j 7.91308e-09-0j 9.84567e-06-0j 2.50724e-07-0j -1.56376e-07-0j 0.224108-0j -8.65416e-05-0j 6.03864e-11-0j -0.000116141-0j -4.87936e-08-0j -7.97387e-06-0j 2.11526e-05-0j 1.8499e-05-0j -1.13177e-07-0j -2.70371e-08-0j -0.000209053-0j 3.56593e-06-0j -1.37702e-09-0j 2.22782e-11-0j -6.68796e-05-0j -3.30093e-06-0j 0.000342942-0j 4.97523e-05-0j 4.65046e-07-0j 4.04339e-06-0j -1.10407e-09-0j -4.09249e-07-0j 3.10708e-07-0j -2.73106e-06-0j 5.65994e-08-0j -0.000172216-0j 0.00115035-0j 3.5596e-07-0j 1.28194e-08-0j 
-2.22726e-14-0j -1.04034e-10-0j 4.4544e-09-0j -7.57102e-08-0j 4.68179e-07-0j 1.73736e-08-0j -1.39448e-11-0j -3.97064e-08-0j 8.11505e-07-0j -3.05282e-06-0j -2.7187e-09-0j -2.88677e-06-0j -2.72071e-07-0j -6.32918e-08-0j -4.78833e-08-0j -0.0001075-0j 0.0014153-0j 8.14463e-05-0j -8.72342e-06-0j -0.00433464-0j 2.92468e-06-0j 9.37051e-05-0j -0.000712268-0j 8.30883e-07-0j 0.00136956-0j -0.00843796-0j 8.54293e-05-0j -0.000649363-0j 0.0907054-0j -6.68669e-05-0j 3.57934e-08-0j 3.80061e-05-0j 3.58199e-06-0j 1.44328e-06-0j -3.85052e-05-0j -3.77287e-07-0j -0.000187473-0j 1.78887e-07-0j 3.08861e-06-0j -2.34771e-05-0j 5.77922e-07-0j 0.000820581-0j 7.73379e-05-0j 2.55833e-08-0j 2.20345e-05-0j -2.60742e-10-0j -1.07994e-05-0j 2.01841e-10-0j -0.00536621-0j 5.12045e-06-0j 1.30892e-07-0j -5.40434e-08-0j 3.32698e-07-0j -0.000121329-0j 5.17794e-12-0j 0.00159737-0j 9.19241e-05-0j -2.04978e-06-0j -9.84567e-06-0j 7.47894e-13-0j -0.00489228-0j 3.30093e-06-0j 1.19816e-08-0j -0.0171712-0j 0.130521-0j -9.10744e-08-0j -0.000503773-0j 5.62085e-09-0j -2.65736e-09-0j 2.8029e-09-0j -4.38018e-06-0j 2.58263e-09-0j 2.69866e-05-0j 7.98095e-06-0j -2.73223e-07-0j 2.07682e-06-0j 9.80351e-16-0j -0.000290097-0j -4.34588e-05-0j -0.000163112-0j 3.34238e-08-0j -7.18912e-08-0j 3.549e-05-0j 3.34485e-06-0j 0.000613614-0j 1.34773e-06-0j -3.59561e-05-0j -5.39573e-08-0j -3.5596e-07-0j 7.72807e-07-0j -0.000176876-0j 1.68775e-07-0j 
2.39661e-16-0j -1.22204e-14-0j 3.47559e-13-0j -5.90737e-12-0j 5.49946e-11-0j -1.86946e-10-0j -3.69686e-11-0j 1.28773e-09-0j -2.18871e-08-0j 1.66368e-07-0j -2.53464e-08-0j 4.71924e-07-0j -2.53652e-06-0j -3.59064e-06-0j 8.59729e-10-0j -2.53097e-08-0j 3.33218e-07-0j -1.46234e-06-0j -5.41404e-05-0j 0.000712792-0j -0.00627438-0j -5.0767e-06-0j 3.85889e-05-0j -1.79122e-08-0j 4.30557e-07-0j -4.00826e-06-0j 0.000797618-0j -0.00606283-0j -0.00991492-0j -0.000414998-0j -9.65383e-10-0j 1.79745e-08-0j -9.66098e-08-0j 2.71879e-05-0j -0.000238976-0j 1.35874e-08-0j -1.78887e-07-0j -0.000191329-0j -1.67333e-07-0j 1.27193e-06-0j -1.56099e-08-0j -6.68796e-05-0j 0.000359467-0j 5.93267e-08-0j 0.000832562-0j -1.74311e-14-0j 3.88926e-07-0j 1.5041e-09-0j -5.12045e-06-0j -0.00547661-0j 2.48063e-11-0j 9.70331e-10-0j -3.61541e-08-0j -2.85658e-08-0j 5.40516e-16-0j 3.76086e-07-0j -1.65047e-06-0j 3.36576e-07-0j -6.11055e-05-0j 1.73434e-12-0j 0.000804491-0j -0.00708156-0j 3.36901e-07-0j 0.000930294-0j -0.00707132-0j -2.56084e-06-0j 5.5067e-05-0j 3.50554e-13-0j 5.72876e-11-0j -4.3118e-11-0j -1.37702e-09-0j -6.97579e-11-0j 1.28194e-08-0j 1.50193e-09-0j -2.55097e-06-0j 1.93904e-05-0j -9.58842e-18-0j 3.17103e-05-0j -0.00026972-0j -2.55278e-08-0j -9.01473e-10-0j 1.45213e-09-0j 1.67845e-08-0j -9.0214e-08-0j 1.94041e-07-0j 2.5388e-05-0j -0.000223155-0j -4.21313e-12-0j 1.28194e-08-0j 3.59201e-06-0j -1.68775e-07-0j -0.000180515-0j 
7.30945e-12-0j -2.31653e-10-0j 3.52252e-09-0j -2.38376e-08-0j 3.61272e-08-0j -1.90507e-11-0j 3.04734e-09-0j -5.04003e-08-0j 2.54758e-07-0j 1.12697e-08-0j 2.95888e-07-0j -8.9687e-07-0j 7.47783e-10-0j -8.07635e-08-0j -3.7866e-08-0j 4.43832e-07-0j -9.51274e-07-0j 6.47599e-10-0j -2.73856e-06-0j -2.0983e-07-0j -8.03842e-09-0j 7.2308e-06-0j -8.52603e-09-0j -0.000242054-0j 0.0017303-0j 9.37457e-05-0j -0.0060915-0j 7.18265e-06-0j -0.00100774-0j 0.0121537-0j -3.89555e-06-0j 1.18078e-05-0j -9.84502e-09-0j 1.84169e-06-0j 1.05831e-07-0j 2.72549e-05-0j 2.08828e-06-0j 1.13138e-07-0j -0.000109925-0j 1.29616e-07-0j 5.95039e-08-0j -1.1079e-06-0j 9.23735e-10-0j -3.50813e-11-0j -1.22189e-07-0j -2.47618e-10-0j -1.69147e-06-0j -2.93493e-08-0j -1.29601e-07-0j -7.02146e-09-0j -2.89583e-10-0j 1.97028e-05-0j 2.09801e-07-0j -0.00023094-0j 1.31819e-11-0j 0.000494977-0j -3.36966e-07-0j 1.13668e-08-0j 0.00142496-0j -1.90774e-10-0j 0.000109181-0j 4.18264e-06-0j -4.26432e-07-0j -0.00532085-0j 6.27396e-06-0j 5.02817e-10-0j 0.184745-0j 2.36447e-09-0j 3.86402e-07-0j 2.66181e-09-0j -2.76216e-06-0j 4.10251e-09-0j -1.49651e-07-0j -4.4024e-08-0j 9.72414e-06-0j -1.1466e-08-0j -3.57562e-13-0j 1.6087e-06-0j -5.5067e-05-0j 2.22528e-07-0j -3.63765e-06-0j -3.4002e-08-0j 1.10261e-05-0j -9.19325e-09-0j 9.84392e-09-0j 1.71977e-06-0j 9.88245e-08-0j -8.45109e-09-0j 2.57143e-05-0j 3.6551e-07-0j 1.97024e-06-0j 1.06743e-07-0j 
1.85641e-16-0j 1.08437e-12-0j -6.19501e-11-0j 1.58171e-09-0j -1.96474e-08-0j 8.35217e-08-0j 1.66165e-13-0j 6.63049e-10-0j -2.26377e-08-0j 2.58484e-07-0j 5.67982e-11-0j 1.21145e-07-0j -1.30796e-06-0j 5.35895e-09-0j -2.89401e-12-0j -9.75982e-09-0j 2.5811e-07-0j -1.70155e-06-0j -1.05752e-09-0j -1.59495e-06-0j -6.11014e-08-0j 8.52603e-09-0j 7.4241e-06-0j -2.77977e-08-0j -7.6543e-05-0j 0.00143137-0j -7.18265e-06-0j -0.00625434-0j 6.68669e-05-0j 0.0923826-0j -7.47783e-10-0j -1.59495e-06-0j 1.72201e-05-0j -1.22203e-07-0j 8.04437e-07-0j 1.05248e-08-0j 1.58734e-05-0j 8.5998e-07-0j -1.29616e-07-0j -0.000112864-0j -2.42529e-08-0j 1.49651e-07-0j -1.61572e-06-0j 1.22989e-07-0j 8.10769e-09-0j 3.10698e-12-0j -6.53179e-10-0j -3.37051e-12-0j -9.85121e-07-0j -5.33713e-08-0j -1.10827e-08-0j 1.50584e-09-0j -9.28093e-09-0j 5.07834e-06-0j -4.79623e-14-0j -0.000134302-0j 0.000885368-0j 1.73556e-07-0j 5.50263e-07-0j -7.79543e-15-0j 0.000829903-0j 3.1793e-05-0j -5.02817e-10-0j -6.27396e-06-0j -0.00546309-0j -4.37831e-07-0j -0.0122585-0j -9.38616e-11-0j 4.43748e-11-0j 1.45143e-13-0j 1.22189e-07-0j -3.59183e-11-0j -2.28497e-06-0j 5.79165e-10-0j 1.1466e-08-0j 9.98409e-06-0j -7.42715e-18-0j -1.06743e-07-0j -0.000418574-0j -1.97738e-08-0j -6.98278e-10-0j 1.50193e-09-0j -1.48936e-06-0j 1.608e-05-0j 2.25782e-07-0j -1.14113e-07-0j 7.51182e-07-0j 1.50519e-09-0j 9.92985e-09-0j 7.01627e-11-0j 1.49761e-05-0j 8.11369e-07-0j 
4.66098e-05-0j -0.000312478-0j 0.000295257-0j -8.17483e-07-0j 1.93091e-10-0j -6.59975e-15-0j 0.00134727-0j 0.000117063-0j -1.02433e-07-0j 1.17807e-11-0j 1.01471e-05-0j -4.79355e-09-0j 2.59055e-13-0j -8.44255e-11-0j -0.00317391-0j 1.52207e-05-0j -5.08433e-09-0j 2.24348e-13-0j 1.10112e-06-0j -2.19344e-10-0j -2.78476e-12-0j 3.86468e-08-0j -2.95368e-12-0j -0.000974741-0j 1.20622e-06-0j -1.69903e-10-0j 5.64473e-08-0j -4.31413e-12-0j 1.8264e-09-0j 2.54009e-11-0j 0.0461787-0j -2.1815e-05-0j 1.17894e-09-0j -6.65476e-07-0j -1.26732e-08-0j -1.09587e-05-0j 2.18297e-09-0j 3.91945e-11-0j -5.87522e-07-0j 4.49029e-11-0j 3.18033e-10-0j -5.92146e-09-0j 3.2001e-13-0j -1.21533e-14-0j -1.27729e-10-0j -0.000109476-0j 6.80108e-07-0j 6.81685e-05-0j -1.35478e-10-0j -2.43245e-12-0j -3.02713e-13-0j -0.0028633-0j -8.4357e-08-0j 1.37311e-05-0j 4.18286e-05-0j -4.58674e-09-0j 2.02392e-13-0j 1.18822e-11-0j 9.93361e-07-0j -0.000257336-0j -1.97878e-10-0j -2.51223e-12-0j -2.27917e-09-0j 4.9306e-08-0j -3.76834e-12-0j 1.74192e-13-0j 1.16507e-09-0j -5.49185e-06-0j 0.310229-0j 0.00117683-0j -0.000383901-0j 0.000343871-0j 5.40747e-08-0j 0.000102253-0j -1.79654e-05-0j 1.37305e-09-0j -4.11683e-06-0j -5.81286e-07-0j -1.14329e-08-0j -8.94741e-08-0j -0.000124749-0j -1.16606e-06-0j 5.8932e-08-0j -3.18483e-12-0j 1.02903e-11-0j 1.79774e-09-0j 3.42359e-11-0j 3.39802e-09-0j -1.03392e-05-0j 1.25347e-05-0j 2.05958e-09-0j 3.6979e-11-0j 
1.38518e-08-0j 2.68635e-05-0j -0.000325819-0j 0.000528815-0j -1.04386e-06-0j 1.12063e-10-0j 2.05108e-06-0j 0.00114886-0j 0.000136972-0j -7.98055e-08-0j 1.89894e-05-0j 6.4364e-06-0j -1.75491e-09-0j -1.65455e-09-0j -1.52207e-05-0j -0.00326301-0j 1.37133e-05-0j -2.283e-09-0j 6.39867e-06-0j 4.92434e-07-0j -8.19811e-11-0j 4.52984e-07-0j 9.96107e-09-0j 8.35069e-05-0j -0.000802964-0j 7.66205e-07-0j 6.61626e-07-0j 1.45491e-08-0j 3.57934e-08-0j 7.47783e-10-0j 0.0864191-0j 0.0292915-0j -7.98646e-06-0j -1.30418e-05-0j -3.73089e-07-0j -6.36812e-05-0j -4.90083e-06-0j 1.15385e-09-0j -6.88642e-06-0j -1.51432e-07-0j -1.28855e-06-0j 7.95087e-06-0j -2.16784e-09-0j 1.65017e-10-0j -2.50321e-09-0j 3.83514e-05-0j 3.95213e-06-0j -5.84005e-06-0j 3.04151e-07-0j -7.16095e-11-0j 3.42173e-09-0j -1.37311e-05-0j 5.61553e-05-0j -0.00294367-0j -2.14371e-06-0j 1.23712e-05-0j -2.05958e-09-0j -5.35845e-08-0j 5.77246e-06-0j -1.9312e-07-0j 4.44241e-07-0j -7.3958e-11-0j -2.67145e-08-0j 5.77922e-07-0j 1.27084e-08-0j -5.87448e-10-0j 2.28328e-08-0j -0.000162633-0j -0.0265776-0j 1.79159e-06-0j 0.255558-0j -0.000188908-0j -0.000243858-0j 0.00100352-0j -0.000210574-0j -4.63051e-06-0j -8.71946e-10-0j -1.13919e-05-0j -3.36576e-07-0j 0.000119643-0j -0.000233456-0j 0.00050214-0j -7.91292e-05-0j 2.15749e-08-0j -6.97092e-08-0j 3.52317e-08-0j 1.00788e-09-0j -9.10731e-06-0j -6.00816e-05-0j 2.34576e-05-0j -4.62381e-06-0j 1.08863e-09-0j 
9.81451e-13-0j 7.15748e-09-0j 1.24132e-05-0j -0.00025422-0j 0.000772808-0j -6.80181e-07-0j 4.09171e-10-0j 1.55724e-06-0j 0.000897753-0j 0.000120187-0j 3.97294e-08-0j 2.77109e-05-0j 2.63515e-06-0j -1.08442e-08-0j -5.08433e-09-0j -1.37133e-05-0j -0.00335224-0j 6.90643e-06-0j -3.67711e-07-0j 6.48319e-06-0j -1.07933e-09-0j 9.7089e-07-0j 2.63432e-07-0j 5.63492e-08-0j 9.26904e-05-0j -0.00057276-0j 1.41808e-06-0j 3.84767e-07-0j 2.34597e-07-0j 9.84502e-09-0j 0.000180805-0j 0.12611-0j 0.0119923-0j -8.54788e-05-0j -4.91194e-06-0j 3.65956e-06-0j -6.45224e-05-0j 1.51912e-08-0j -1.47598e-05-0j -4.00478e-06-0j 0.000634589-0j 3.42313e-05-0j 3.25519e-06-0j -7.50435e-07-0j -1.64065e-08-0j -8.72593e-07-0j -2.27116e-07-0j -3.94078e-09-0j 4.00434e-06-0j -9.42783e-10-0j -1.03392e-05-0j -4.58674e-09-0j -6.4823e-06-0j -1.23712e-05-0j -4.07285e-10-0j -0.00302417-0j 6.23053e-06-0j 4.0056e-05-0j -3.31725e-07-0j -2.56155e-11-0j 5.84871e-06-0j -9.73702e-10-0j -5.72576e-08-0j 1.23867e-06-0j 3.36089e-07-0j -1.55357e-08-0j 1.49651e-07-0j 2.52163e-05-0j -1.79341e-05-0j 3.57405e-10-0j -0.0295004-0j -1.26757e-07-0j 0.182291-0j 1.36023e-06-0j -0.000451328-0j -0.000122459-0j -4.80104e-14-0j -7.46647e-05-0j -4.43123e-06-0j 0.000784176-0j -4.88433e-07-0j -0.000119821-0j -0.000340679-0j -3.23966e-05-0j 0.000104982-0j 2.30916e-07-0j 1.32693e-08-0j -0.00018078-0j 3.4527e-06-0j 4.90776e-08-0j -6.08753e-05-0j 1.43325e-08-0j 
