-0.069593-0.0165114j 0.00702755+0.0120201j -0.013223-0.0425725j 0.0217983+0.0548923j 0.00327384+0.0237466j 0.0225264-0.0289267j 0.00515018+0.0278492j 0.0188004-0.0429627j -0.0198696+0.0173417j -0.00384195-0.00123858j 0.0405296+0.00180817j -0.0094267+0.00496798j -0.00755191-0.0328231j 0.0056675+0.0123209j -0.0533876+0.0172912j -0.00961053-0.00977331j 0.00770035-0.0154402j -0.0147983+0.00589281j 0.000795178+0.00416408j -0.0144754-0.00426295j -0.0049706-0.00922702j -0.0169073-0.00327519j -0.0028034+0.00629634j -0.0275205+0.0104271j -0.0190244-0.00039077j -0.0161534-0.000418955j -0.0251665-0.00823482j -0.000708407-0.0100743j 0.0153844+0.00838277j -0.0139216+0.0194996j -0.0212047+0.00379265j -0.0123689+0.00907374j 0.000793339+0.00425165j 0.00129198-0.00821661j -0.00368144+0.00679855j 0.00249448+0.000646225j -0.0057092-0.00515621j 0.00339344-0.00495366j -0.0163596+0.00857654j -0.00162819+0.000749066j 0.0105454+0.0031353j -0.00780968+0.0154751j -0.00717522+0.0128375j -0.0045377-8.11739e-05j 0.0109574+0.00229852j 0.00785413+0.00372624j 0.000995439+0.00180026j -0.000385028+0.00776092j -0.00407627-0.00149881j 0.0287846-0.00888826j -0.00536872+0.00931909j 0.0154457+0.000532479j -0.00819123-0.00344729j 0.00930937-0.00711765j -0.00827037+0.00450911j 0.00359602-0.00767633j 0.00768359-0.00433429j 0.00106416+0.000995149j -0.00398128+0.00353207j -0.00399999-0.00177448j -0.0245007+0.00176517j -0.0119329-0.0116991j -0.0128953-0.0178094j -0.0146478-0.00550144j 0.0204559+0.00646272j -0.0216627-0.00821692j 0.00889255-0.0237915j 0.00637851-0.00256138j 0.00659729+0.0154953j 0.00776148-0.0232785j 0.0281629+0.0106669j -0.0320303-0.0603889j -0.0151024+0.00331321j 0.00934131-0.012399j 0.0192666-0.0136723j -0.0540783+0.00665177j 0.0136433+0.0227671j 0.0410256+0.0435628j -0.0826413+0.0060048j -0.0523074+0.0774379j 0.0396353-0.070063j 0.0637362-0.0300255j 0.0714566+0.0477508j 0.0384175-0.0916514j 0.0028177-0.0786309j -0.059025+0.00660117j -0.0545741+0.0816671j 0.0784572-0.0368143j -0.0627743+0.00250818j 0.100112-0.113751j -0.199729-0.135079j 0.0699297+0.146966j 
-0.0267468+0.0148631j -0.0106355-0.00310698j -0.0224671+0.00369823j 0.00758669+0.0128319j -0.0033905+0.00745353j 0.000657512-0.0172902j -0.0122091+0.0132951j -0.0448807-0.0346203j 0.00476439+0.0364173j -0.0302597+0.00980786j 0.0113409+0.0431401j -0.0307319-0.00653641j -0.00925927-0.0160242j 0.00277348+0.0397294j -0.00359882+0.00514677j -0.0325272-0.0372605j -0.0401858-0.00161542j 0.0072437+0.0191358j 0.0307228-4.8725e-05j -0.00563038+0.000999692j 0.0153315-0.00932649j 0.0210612-0.0365596j 0.00125271+0.00462579j 0.0203032-0.0355898j -0.00197291-0.0135343j -0.0314848+0.00823691j 0.00920514+0.00896224j -0.0165251+0.0376165j 0.0559837+0.0127041j -0.0173171+0.0306095j 0.0407624+0.0390715j -0.0210456-0.0503449j 0.0137617+0.025547j -0.0449145-0.0366927j 0.0592171-0.00856765j 0.00369865+0.00858772j -0.00123412-0.0243489j 0.0019106-0.0119629j -0.0204264-0.00850728j -0.0415725+0.037164j -0.0155544-0.0305383j 0.0108559-0.018493j -0.00402422-0.00233455j -0.0324239+0.000959285j -0.00524907-0.0191444j -0.000286197+0.0112942j 0.00334708-0.00782347j -0.000639228+0.00999194j 0.0251874-0.0344711j 0.0635488+0.0190742j 0.0120225+0.000820243j 0.0288934-0.00597004j 0.0587867+0.0433029j 0.015156+0.0175781j -0.0196006-0.0263237j 0.0194062+0.0323107j -0.0524197+0.00437931j 0.0562623+0.00370268j 0.0218274-0.0218498j 0.0273701-0.0284171j -0.0901776+0.0132867j -0.0249508+0.0203898j -0.0518981-0.0712228j 0.0309979-0.102475j -0.0182498+0.0012291j -0.0341013-0.0578968j -0.0103933+0.0313958j -0.0433892-0.00688142j 0.0121136+0.0363022j 0.0442298+0.0762373j 0.121821+0.119291j 0.0402998-0.00932948j 0.00572258-0.103706j -0.042946+0.0777753j -0.00427408+0.0278102j 0.0115735+0.00369686j -0.0244821+0.0795359j -0.0481872+0.0659586j 0.0554355-0.0391945j 0.049499+0.012288j 0.0463604+0.0151589j -0.0708104+0.00108434j -0.109208-0.0471092j 0.00297635-0.0326222j 0.0277073+0.0632213j 0.0326451+0.0600497j -0.068772+0.0143688j -0.0538102-0.0250702j -0.00905044+0.0148569j 0.00852469-0.00173145j -0.0058351-0.00887419j 0.00114512-0.010851j 
0.00964838-0.0459304j 0.0259236+0.0231702j -0.000200795+0.0073292j -0.00458003+0.0210679j 0.0362365-0.0146311j 0.0163026+0.00695467j 0.035029-0.034985j 0.0248591-0.0154872j 0.0176991+0.0033203j -0.00153471-0.0103585j -0.0333235-0.0480867j 0.0185187+0.0320539j 0.00925959-0.0181475j 0.0258313-0.0119706j 0.00220817+0.0238627j 0.014967+0.0690876j 0.0204361+0.00224779j 0.0098776-0.0158829j 0.0611023+0.00395275j -0.0230133-0.058061j 0.0161637+0.0173758j -0.0129774+0.0295059j -0.0032484-0.00721236j -0.0145306+0.0133358j -0.0487852+0.016098j 0.0209383+0.017688j 0.00530081+0.00513102j 0.0347973-0.00279499j -0.0224336-0.0155292j -0.0159118-0.0019331j 0.00811493-0.0257181j -0.0064748+0.0174607j 0.00199983+0.0464317j 0.0299608-0.0201898j 0.0179485+0.0348471j 0.0386953-0.0040033j 0.00380308-0.00396602j -0.00215111-0.000545532j 0.011913+0.00553152j 0.0299887+0.0132457j 0.0304892-0.0163833j -0.017491+0.035543j 0.00239915-0.0587003j 0.0122384+0.0493553j 0.00149597+0.0181895j -0.00984174-0.0278087j 0.0365287-0.0279077j -0.0224196+0.00924297j 0.00952918+0.00488342j -0.00183293-0.00855744j -0.00465737-0.0224962j -0.00288638-0.00958344j 0.00159649+0.0128797j -0.00159249-0.0456977j -0.00126701-0.101426j 0.0640427-0.0251994j -0.0829627+0.0600705j 0.0286336-0.0042477j -0.0240457+0.00712823j 0.018751+0.0450675j -0.0352066+0.0169734j 0.0196569+0.0275041j -0.00599589-0.100806j -0.0184642-0.00336957j -0.0249949+0.0393591j 0.00351352-0.0440903j -0.0117258-0.00896618j -0.0249846+0.0305432j -0.0229781-0.0321159j 0.00620843+0.0584737j -0.00661464+0.0631112j 0.0627516-0.0652945j 0.00017527+0.0220133j 0.0163926-0.0486598j 0.00262204-0.0874279j 0.058092+0.0563515j 0.0164147+0.0305267j -0.00715263+0.00967455j -0.00115971+0.0291871j -0.0435245+0.0105603j 0.0092725-0.0928591j -0.00939575+0.00135877j -0.0571245+0.0148708j -0.0601087-0.118169j 0.0284117+0.0133074j 0.013434+0.0646024j -0.0368841+0.0373488j 0.00542756-0.0517545j -0.0337016-0.0255205j 0.00174447-0.0122302j -0.0430217-0.0311038j 0.013105+0.048945j 
-0.00547255+0.0122123j 0.0146877-0.00639744j 0.0231593+0.0149816j -0.00305663+0.00132883j 0.0170595-0.0241151j 0.0155653+0.00742921j 0.0124159-0.0377008j 0.00734163+0.0140639j 0.041447-0.00271673j 0.00625296-0.0094413j 0.00312943-0.0124809j 0.0015871+0.00501532j 0.022364-0.0181745j 0.00119644-0.00626666j -0.0247776+0.00248479j -0.00282936+0.00764478j 0.0209869-0.00255636j 0.0222684+0.0382451j -0.0285542-0.0280754j 0.0147586-0.000144429j -0.000354035+0.073081j -0.0303543+0.00800967j -0.0634068+0.00377158j 0.00146046-0.00978594j -0.0580007-0.0154695j -0.0337553-0.0154766j 0.00719996+0.017372j 0.0212909-0.0189426j -0.0115839-0.00170369j -0.00146519-0.00615026j -0.0259753-0.0332571j 0.00522958+0.0238036j 0.0289938-0.00526441j 0.0234422+0.0251666j -0.00795334-0.0212813j 0.00334718-0.0364022j -0.0245505-0.027208j -0.0548042-0.0267131j 0.0109073-0.0360009j -0.0122518-0.0483475j 0.0179476+0.0365498j -0.000888048+0.00776291j 5.84506e-05-0.0160603j 0.0310763+0.0449613j -0.0119587+0.0137446j 0.0274346-0.00258375j 0.00588433-0.0680007j -0.027295-0.0271982j -0.0222962-0.010496j 0.0144165-0.0252161j -0.0153222+0.00505884j -0.0653431-0.00193439j -0.100217+0.0569855j -0.00320417-3.21996e-05j -0.0228985-0.0362212j -0.024334+0.00970756j 0.00320787+0.0326174j 0.0122899-0.0349061j -0.0414295+0.0155631j -0.0286205+0.0200444j -0.0291571-0.0152175j 0.0380344+0.0114816j -0.0265404-0.0126295j -0.0732396+0.0210276j 0.00969836+0.00296751j 0.00637886-0.0273437j -0.0331761-0.00501126j -0.113107-0.0246007j 0.0331195-0.0403021j 0.0212074+0.0556817j -0.00238089+0.0295193j 0.0705588+0.0399037j -0.0496942+0.0544563j 0.119033+0.00911749j -0.0240349-0.0201906j 0.0795407+0.0591604j 0.0506125-0.0218044j -0.00552486-0.0735119j 0.0499285+0.0767352j -0.0615587+3.15922e-05j -0.0119813-0.0523934j 0.0397166+0.0305801j -0.0846566+0.0107977j -0.0345431-0.0120057j 0.0137445+0.0339613j -0.00690739-0.00937265j 0.0338861-0.00494976j 0.0198144+0.00848409j 0.00692655+0.0266158j 0.00733749+0.0251136j 0.04503-0.00688173j -0.0466567-0.0601574j 
-0.0233799+0.0293522j 0.0418855-0.0229942j -0.0237881-0.0102223j -0.0524473+0.00671886j 0.0118553+0.023255j -0.0293425-0.0225281j 0.0162594+0.0631324j 0.032535+0.0420646j -0.0368774-0.0293362j 0.00567047-0.0478919j 0.0473539+0.0400683j -0.0398653+0.0158332j -0.0379158+0.00157182j -0.00512337-0.0119807j 0.00491247-0.0496905j -0.045916-0.00897539j -0.0262209+0.00761341j -0.0108644+0.0211806j -0.0174924+0.0114209j 0.00734821+0.00577534j 0.0023412+0.00151161j 0.0202807+0.00338187j 0.0102672+0.0454834j -0.0146929-0.0227571j 0.00583856+0.0104396j -0.00549021-0.0471264j -0.0498471-0.00533329j 0.023183+0.00482816j 0.0347703-0.015457j 0.00294026-0.0505066j 0.0104915+0.00457168j -0.0270861+0.0887113j -0.0184595-0.0190741j -0.0452965-0.0187741j 0.0113236-0.0267626j -0.00203505-0.00203397j 0.0264269-0.0131926j 0.00242121+0.0305658j -0.016842+0.00461957j 0.0366831+0.0593792j 0.0252531+0.0222297j 0.0250449+0.015672j -0.0188307-0.00114897j 0.00480165-0.0152897j -0.0214453-0.0332714j 0.038117+0.0375232j 0.00476069-0.0519639j 0.0468315+0.0521965j 0.0350916-0.00521969j 0.0372324+0.0294984j -0.020543+0.0230335j 0.0359579+0.00410466j 0.0268644-0.0459067j 0.00217179-0.0430689j -0.00267837-0.0170825j -0.0657355-0.0118561j 0.0762659-0.00507605j 0.0319159+0.0351555j 0.0165055-0.0511777j -0.035361-0.0521847j 0.074533+0.000987088j -0.00128381-0.113289j -0.0814574+0.0175028j -0.000273099-0.0237958j -0.0454978-0.0657473j -0.00368759+0.0492123j 0.0036955-0.138301j 0.0956936-0.0791062j -0.00234174+0.0805965j 0.0120095-0.0706809j -0.00907799-0.0796111j -0.0400663+0.0124648j -0.0622631+0.00968776j -0.0105697+0.0649166j -0.00805829+0.105649j -0.0687364-0.00200347j 0.0997272-0.0622382j 0.0202724+0.0548812j -0.0584952-0.0781178j 0.072552+0.134737j 0.0280644+0.0144332j -0.00790157-0.0572035j 0.13199+0.0480921j 0.0038037+0.100902j -0.0640691-0.0228835j -0.0673393-0.103116j 0.0137919-0.0557785j 0.107354+0.0661085j -0.0296175-0.0114367j 0.0368575+0.0440788j -0.0549916-0.00708225j -0.0459591+0.0114433j 
0.00404929-0.00683694j -0.0359539-0.0246974j -0.0150768+0.0200801j 0.0162999-0.00927263j -0.0176776-0.0063792j 0.0186262-0.0170495j -0.0171967+0.0380649j -0.0460265-0.000169001j -0.0202869+0.0132077j -0.0312121+0.0189613j -0.0457123+0.034336j -0.00240008-0.0263576j 0.0505385+0.0269892j 0.0386707-0.0183974j -0.0136159+0.0244021j -0.0249259-0.0328999j -0.0319385-0.0169731j 0.0163284+0.0284114j 0.0153938+0.0108901j -0.020662-0.00345272j 0.0227411-0.0275053j -0.0109844+0.0077875j 0.00445342-0.0180048j 0.0261197-0.0163267j 0.0367813+0.00315938j -0.0151756+0.0356977j -0.00109632+0.035006j -0.00667874+0.0290531j -0.0460164-0.026459j -0.0219062+0.0296291j -0.0261664-0.0206252j 0.0544028-0.0225075j 0.0374543+0.000720353j 0.00453337+0.0103421j -0.0374599+0.049215j 0.0176302+0.0334721j 0.029966-0.00679756j 0.0290788-0.00302647j 0.0324834+0.0276753j 0.0440084-0.0212488j -0.0120494-0.0357616j 0.0195972-0.0244745j 0.0271855+0.00253961j 0.00470494-0.0143062j 0.0413058+0.00414265j 0.0463085-0.0305471j -0.0157219+0.0116815j 0.0552462+0.00315313j -0.0631223-0.00122444j -0.0569859+0.0321531j -0.0539943-0.0257601j -0.0550637+0.00131763j 0.0188142+0.0268825j 0.0130684+0.00282206j -0.0160813+0.0152041j 0.0215497+0.000772638j 0.0128327+0.0502485j -0.0125963+0.0361932j -0.0252734+0.0762717j 0.0167862-0.0115022j 0.0347747+0.0329673j 0.0470027-0.0642982j 0.00681971+0.0144032j 0.0506954+0.0692643j 0.0720577-0.0476368j -0.00549071-0.0301301j -0.0269283+0.064334j -0.00149478-0.0261865j -0.0159377-0.0361025j -0.0435465+0.00109104j -0.0527603-0.0353011j -0.0359946+0.0307534j 0.0789929-0.0230595j -0.0212504-0.00873589j 0.0462494+0.0147905j 0.00214853-0.0365018j -0.0282219-0.0706023j 0.0550717+0.0288268j -0.0518073-0.112464j -0.0236548-0.0996256j -0.0176112+0.0301007j -0.0355502+0.0439569j -0.0389377+0.0306619j -0.013626+0.0268353j -0.021425-0.0349797j 0.00863674-0.00177324j -0.0708123+0.0196791j -0.0555287+0.00748004j 0.00676522+0.00704777j -0.0185836-0.0152683j 0.0627552+0.0949382j 0.0825071+0.0105935j 
-0.0138189+0.0134742j -0.00316698+0.0337708j -0.00370802+0.0164688j -0.0205633+0.000797788j -0.00309378+0.00934104j -0.00453243-0.0233755j -0.0262824+0.0354746j 0.00439006+0.0323734j 0.0246172-0.00967159j 0.0126972-0.00124207j -0.0147811-0.00113034j -0.00932729-0.0190515j -0.0330279+0.00740783j 0.0290237-0.0177053j -0.0290978-0.0111522j -0.00427528-0.0286364j 0.0366057+0.0337084j 0.00581192-0.0204306j -0.000924903-0.00855717j -0.0216762-0.035993j 0.00196965+0.0404994j 0.000873491-0.011877j 0.048237+0.0259325j 0.0264455-0.0553118j -0.0389221+0.0377898j 0.0160615+0.00363188j -0.00891561-0.0132515j -0.0352706-0.00996275j 0.00488978+0.0238643j -0.067453-0.0398758j 0.0100703-0.00570575j -0.0670255+0.00583948j 0.00572717+0.0239049j 0.00216958-0.0299005j 0.00793889+0.0153229j 0.0265168-0.000812056j 0.0272334-0.0203946j 0.0593439-0.0387341j 0.0062186-0.0132542j 0.0204658+0.00793302j 0.0253298-0.0208231j 0.0354227-0.00645493j 0.0399934+0.036205j 0.0540159-0.0514544j -0.0285365+0.0144681j 0.0475693-0.0509284j -0.0798815-0.0492025j -0.00409504+0.0535888j 0.0278506+0.010987j 0.0122381+0.0145907j -0.0749007+0.0637086j -0.0998759+0.0537609j -0.0105427+0.0173692j 0.0487481-0.0471547j -0.0589231-0.00770999j 0.06616+0.0221712j 0.0654923-0.02829j 0.0949453-0.0272605j -0.0635839+0.0121847j -0.0872634+0.0301095j -0.0373369+0.0564234j 0.0213739-0.0224937j 0.00100657-0.0195692j -0.00614949-0.0590423j 0.00775315-0.0184668j -0.0401584-0.0527728j 0.0542157+0.0175502j 0.0569998-0.105078j -0.110917+0.0730617j -0.070777+0.0326419j -0.0397781-0.0493147j -0.0277091+0.000495649j 0.0143209+0.0299492j 0.0107762+0.0742104j 0.0390998-0.00974536j -0.00735742+0.0430345j 0.0594937-0.0640143j 0.0844826-0.00654497j -0.0145027-0.00923889j 0.0064758-0.00575446j -0.0279572+0.0892249j 0.0517461-0.0178742j 0.0892791-0.0300932j 0.0311559+0.0514079j 0.0556883+0.0146732j 0.0556769+0.0376389j -0.0551849+0.0449318j -0.0408799-0.0257738j -0.0746865-0.0182967j 0.0105924+0.0488577j -0.0250255-0.015377j -0.00684654+0.021503j 
0.00621486+0.0250651j 0.0253094-0.00790265j -0.00335795-0.0165593j -0.013547-0.0279811j 0.0084515+0.0322074j -0.0123364+0.0148312j 0.00832163-0.0040966j 0.0205333+0.0108487j 0.00470042-0.00509151j 0.0274911+0.00962465j -0.00548418+0.00814052j 0.00752873+0.0536923j 0.0011483-0.0146932j 0.030385-0.025846j 0.00874255-0.0612596j -0.0285446+0.0255209j 0.0163719+0.0412881j 0.024439+0.0275642j -0.052706-0.0199943j 0.0268161+0.0185688j -0.0115226-0.00391909j -0.0195612-0.033308j 0.00693511-0.0255396j 0.000192314+0.0145658j 0.0418974-0.00111545j -0.0150154-0.00445939j 0.0155249-0.0610323j 0.0138939+0.00113764j -0.00379093-0.00854237j 0.0407773-0.0127618j -0.0106053-0.0504566j -0.0313888+0.0238643j -0.00329265-0.0308158j 0.0512339-0.00972097j -0.0120953-0.0562669j -0.011474+0.0401277j 0.0221915-0.016692j -0.0320599+0.006419j 0.0212662-0.00771316j -0.0132296+0.0290556j -0.0244476+0.0325514j -0.0492665-0.0255338j 0.00490105+0.0207691j -0.0180555-0.0604333j 0.014114+0.0375299j -0.0135811+0.0163136j 0.0694703+0.00649566j 0.00215298+0.0112865j 0.0126536+0.0452527j -0.0486192-0.0753723j 0.00508414+0.0674355j -0.0991654+0.0914518j -0.00632552+0.0503199j -0.026788-0.0233638j 0.0559739+0.0495678j 0.0230825-0.0215938j -0.0243435-0.00751248j -0.00570128+0.00820323j -0.0569206+0.00733754j -0.0295087+0.0486876j -0.0268856+0.0309399j 0.0010078+0.0156033j 0.0380122+0.0537694j 0.069327+0.119697j 0.0592809-0.0727339j 0.0305511-0.0158724j -0.037259+0.0188019j -0.0062959-0.00559477j -0.0713514-0.0692366j -0.0254658-0.0525127j -0.0189471+0.062007j 0.00620122-0.0648799j 0.075451+0.0163595j -0.0274371-0.047278j -0.0272006+0.0277346j -0.0149715-0.0576027j -0.0352499-0.0456571j -0.0152635-0.0835944j -0.0747247+0.0128593j -0.0979435-0.150517j -0.0544795+0.000449886j -0.00948927+0.0702511j 0.0452657-0.0492078j -0.0295388+0.0541277j -0.0445822-0.00200463j 0.0184976-0.0775326j 0.0693924-0.0495309j 0.028453+0.022574j 0.0106583-0.0418037j -0.0271814-0.012582j -0.0191535+0.000711073j -0.0328648-0.0199941j 
-0.00165198-0.0156352j -0.0139142-0.000709938j -0.00626494+0.00691009j -0.00456031+0.0203308j 5.87295e-05-0.00656501j -0.0737935+0.00227801j 0.00487159+0.0517891j -0.00705843+0.0216048j -0.0182356+0.0303002j 0.019942-0.0328582j 0.00839752+0.0129318j 0.00944883+0.00061212j -0.0382544+0.00309292j 0.022914-0.00249336j 0.00466591-0.018656j -0.0290946-0.00837875j -0.00809431+0.00143777j -0.014806-0.0393026j 0.0148303-0.0210446j -0.00870352-0.0340709j 0.00227166+0.000636818j 0.0145976-0.000116772j 0.00103864+0.0226717j 0.0325186+0.0197321j 0.0139561+0.0171968j -0.0295051-0.0192258j -0.0331879+0.0177276j -0.0151721-0.0243861j 0.0235372-0.0097878j -0.00642108+0.000870791j 0.0125813+0.0108013j 0.0293046-0.0248079j -0.0651588+0.0338147j -0.00609293-0.0135393j 0.013227+0.0054917j -0.049273-0.0220259j 0.0373953-0.00959702j 0.0225683-0.0219154j 0.00164841-0.0149188j -0.0328093-0.0319293j 0.0226875-0.0316874j 0.0148344+0.0514919j 0.0193968+0.0404083j 0.00182494+0.0116112j 0.0307602+0.0199567j 0.0238347+0.0158944j -0.00371212-0.00361593j 0.0060681-0.00694738j -0.0050118+0.0334731j 0.0639311-0.00846605j 0.0271157-0.00783808j 0.0715706-0.034861j 0.0459802-0.0661744j -0.05184+0.0447612j -0.0332893-0.0140423j -0.046999+0.0314866j 0.0751214+0.0302813j 0.088185+0.0343897j 0.0243894+0.0148558j 0.159194-0.0689477j 0.0347743+0.00588075j -0.0175683-0.0792275j -0.0531841-0.0590676j 0.0627248-0.0213015j -0.0250108+0.050685j -0.0112922-0.0155108j 0.048474-0.017825j 0.0223367+0.00895194j -0.0260395-0.00556601j 0.0535884+0.0555483j -0.0257184+0.0713046j 0.0261575+0.0116415j -0.00168015+0.0291703j -0.0091766+0.0041022j -0.0256124-0.081359j -0.0221468-0.0143752j 0.0479042-0.0193521j 0.00935762+0.111994j -0.0109625-0.111266j 0.0389238+0.0351821j 0.0204447-0.00864261j -0.0601618-0.0170338j -0.00607992+0.0121196j 0.0638532+0.0171173j 0.0268853-0.00951959j 0.0196891+0.00193959j 0.0583848+0.0408497j 0.0214339+0.00398048j -0.0362472+0.00957796j -0.00709592+0.0353724j 0.00878595+0.0242834j 0.034318+0.0314933j 
0.0268581-0.0129532j -0.00280921-0.00614627j -0.0213445-0.00846166j 0.0016726-0.0226169j -0.0391493+0.00403894j -0.0351672-0.0140453j -0.00900483+0.0194956j -0.0365941-0.0125736j 0.00423921+0.0131515j -0.0223848-0.0203966j 0.0421817+0.00909423j 0.026669-0.0334301j 0.031096-0.0137998j 0.00691035-0.00168165j 0.0018447+0.0127158j 0.010677+0.00398036j -0.000183928-0.00747727j -0.000792068-0.00522487j 0.0104826+0.00699083j 0.0047202+0.0163219j -0.0139156+0.0629284j -0.0379803-0.03964j 0.00274672+0.036671j 0.0188196+0.0303586j -0.0717966-0.0226608j -0.0363042+0.0379111j 0.0313635+0.0782394j -0.0423716+0.0131093j -0.0164089+0.0407008j -0.0327851+0.0638823j 0.012527-0.00950744j -0.00463092-0.0223415j 0.0145174+0.0484297j 0.0246347-0.0388259j -0.0412436+0.00047234j 0.0240781+0.000537993j 0.0297246-0.0122991j -0.0619607+0.00934103j -0.0258806+0.0335332j 0.000582015-0.055271j -0.00463534+0.00399797j 0.0992401-0.0160831j 0.0218963-0.00604579j -0.0248985+0.0392642j -0.01231-0.0246039j 0.082097+0.005438j 0.0494381-0.0365683j -0.00845541-0.0711631j -0.0446696-0.0425694j -0.0763324+0.063269j -0.112956-0.0659247j 0.0322113+0.0630152j -0.0178562-0.0352778j -0.00130205+0.0124219j 0.0181897-0.00700403j -0.0165308+0.0623334j -0.016792-0.0107374j -0.0813617+0.0888233j -0.0352345+0.0682146j 0.116716-0.0654596j 0.00513362-0.000777886j 0.0136718-0.0242664j -0.146561-0.0162947j -0.0211269-0.00171343j 0.0773078-0.0258808j 0.025998-0.0392489j 0.0857037-0.0406671j -0.0224227-0.0200325j 0.00649439-0.120098j 0.0163496+0.0507694j -0.0262541-0.0719182j -0.0969743+0.117894j -0.00340708-0.0223276j 0.0504738+0.0284301j -0.00884731-0.0621775j -0.0273822-0.0320285j 0.0730919-0.0587648j 0.029743+0.0442962j -0.017203+0.0682902j -0.0469569+0.0277143j 0.0208229-0.0770191j -0.00886374-0.0774836j -0.0255719-0.0422554j 0.0636319+0.00647181j 0.0114133+0.00390965j 0.00674016-0.0384878j 0.0478774+0.00957923j 0.0537536+0.0491746j 0.0492066+0.0156141j -0.00275605-0.0036141j 0.0180023-0.0199121j -0.0431979-0.0105017j 
-0.016852+0.0318706j -0.000130616+0.00678496j 0.00162069+0.0140654j -0.0365525+0.0129208j 0.00667405+0.0142667j -0.0604345-0.00908392j 0.00662465+0.0344073j 0.0103629+0.0159456j 0.0319854-0.0120956j -0.00657307-0.0205256j -0.0358598+0.00732247j -0.0213046-0.00767136j -0.0085004-0.0319664j 0.0199542-0.00280576j 0.0362218-0.00314301j -0.020905-0.00563634j -0.0199729-0.00154165j 0.00775601+0.0314126j 0.0100855-0.00242559j -0.0256047-0.0652063j 0.0287827-0.0427206j 0.0150115-0.0218328j 0.0199276+0.019216j 0.0426416+0.00304385j 0.0524725+0.0150304j -0.0154645+0.00995509j 0.00206743-0.0718634j 0.0387147+0.0309574j -0.0280282+0.0152779j 0.00948355+0.00783109j 0.0363937-0.0146907j 0.0365516-0.0221377j -0.0366769+0.00602689j -0.0288375-0.0156562j 0.00893188+0.0311741j -0.0539511-0.0192828j -0.0177945-0.0489777j 0.000112151-0.0616378j 0.00522381+0.00373652j -0.034547-0.0122896j -0.000296975+0.00524597j 0.0398831-0.0169228j 0.102906-0.00944175j 0.0182963+0.00991019j 0.144562+0.0246705j 0.0301926-0.0572162j 0.0584714+0.0343439j 0.070288-0.0373605j 0.00773046+0.00468875j -0.0252585-0.0453741j 0.102252+0.0173917j -0.000494731+0.0324396j 0.0746593+0.0699113j 0.0574277+0.0719686j 0.0268901-0.0347673j 0.00384262+0.020229j 0.0793732+0.0822477j 0.0854387-0.00559202j 0.0591974+0.0439609j 0.124089+0.111577j 0.0101543+0.039944j 0.0598832-0.140502j 0.0212354-0.0453936j 0.0777183-0.0539645j 0.0966219-0.0194579j -0.123044-0.00437278j -0.0485829-0.0219165j 0.0537804+0.0422795j -0.0568588-0.0288733j 0.0766615+0.069841j 0.0503545+0.108473j 0.0031857+0.0221971j 0.0479022+0.0459961j -0.000147418+0.00316894j -0.0275422+0.00846254j 0.0788415+0.0247206j 0.10059-0.051952j -0.0293906+0.0455493j -0.140046-0.214364j -0.0496709-0.106144j 0.00847611-0.180412j -0.20386-0.0461816j -0.0675368-0.0788015j -0.0147793-0.0111791j -0.042283+0.0736806j -0.0195137+0.0326937j -0.0133159-0.085314j 0.0836956+0.0040415j -0.0289836+0.0216574j 0.0557212+0.0161735j 0.0130068+0.0383257j 0.00877626-0.00992954j 
