-0.069593-0.0165114j 0.00702755+0.0120201j -0.013223-0.0425725j 0.0217983+0.0548923j 0.00327384+0.0237466j 0.0225264-0.0289267j 0.00515018+0.0278492j 0.0188004-0.0429627j -0.0198696+0.0173417j -0.00384195-0.00123858j 0.0405296+0.00180817j -0.0094267+0.00496798j -0.00755191-0.0328231j 0.0056675+0.0123209j -0.0533876+0.0172912j -0.00961053-0.00977331j 0.00770035-0.0154402j -0.0147983+0.00589281j 0.000795178+0.00416408j -0.0144754-0.00426295j -0.0049706-0.00922702j -0.0169073-0.00327519j -0.0028034+0.00629634j -0.0275205+0.0104271j -0.0190244-0.00039077j -0.0161534-0.000418955j -0.0251665-0.00823482j -0.000708407-0.0100743j 0.0153844+0.00838277j -0.0139216+0.0194996j -0.0212047+0.00379265j -0.0123689+0.00907374j 0.000793339+0.00425165j 0.00129198-0.00821661j -0.00368144+0.00679855j 0.00249448+0.000646225j -0.0057092-0.00515621j 0.00339344-0.00495366j -0.0163596+0.00857654j -0.00162819+0.000749066j 0.0105454+0.0031353j -0.00780968+0.0154751j -0.00717522+0.0128375j -0.0045377-8.11739e-05j 0.0109574+0.00229852j 0.00785413+0.00372624j 0.000995439+0.00180026j -0.000385028+0.00776092j -0.00407627-0.00149881j 0.0287846-0.00888826j -0.00536872+0.00931909j 0.0154457+0.000532479j -0.00819123-0.00344729j 0.00930937-0.00711765j -0.00827037+0.00450911j 0.00359602-0.00767633j 0.00768359-0.00433429j 0.00106416+0.000995149j -0.00398128+0.00353207j -0.00399999-0.00177448j -0.0245007+0.00176517j -0.0119329-0.0116991j -0.0128953-0.0178094j -0.0146478-0.00550144j 0.0204559+0.00646272j -0.0216627-0.00821692j 0.00889255-0.0237915j 0.00637851-0.00256138j 0.00659729+0.0154953j 0.00776148-0.0232785j 0.0281629+0.0106669j -0.0320303-0.0603889j -0.0151024+0.00331321j 0.00934131-0.012399j 0.0192666-0.0136723j -0.0540783+0.00665177j 0.0136433+0.0227671j 0.0410256+0.0435628j -0.0826413+0.0060048j -0.0523074+0.0774379j 0.0396353-0.070063j 0.0637362-0.0300255j 0.0714566+0.0477508j 0.0384175-0.0916514j 0.0028177-0.0786309j -0.059025+0.00660117j -0.0545741+0.0816671j 0.0784572-0.0368143j -0.0627743+0.00250818j 0.100112-0.113751j -0.199729-0.135079j 0.0699297+0.146966j 
0.112231-0.114279j 0.0148762+0.0489039j 0.0176729+0.0357655j -0.0668208-0.0325223j 0.0406562+0.00696224j -0.00115545+0.0459759j -0.0587307-0.0244793j -0.0343169+0.0102228j 0.0947245+0.108884j -0.022449-0.0131508j -0.0216581-0.0926872j 0.073722+0.123741j -0.116717-0.0445158j -0.0382578-0.00403914j 0.00923901+0.0669755j -0.0134071+0.0538844j -0.03461+0.01439j 0.010988-0.0368119j 0.0188348-0.0238089j 0.039154+0.0223098j -0.0391554-0.0403066j -0.0369332+0.0438034j -0.0195846-0.00997455j 0.0116391+0.031942j -0.0306532+0.0331807j 0.0129494+0.000766187j -0.0302772-0.0195657j -0.0198585+0.0516215j 0.00693032-0.00342095j 0.000914101+0.0335244j 0.0347407+0.0118706j 0.0290142-0.0231704j -0.0365501+0.0012185j 0.0158205+0.00809817j -0.00424437-0.0325713j 0.0049247-0.0104474j 0.0111428-0.00702293j -0.020806+0.0157237j 0.0209807-0.0246716j -0.0379326-0.0024141j 0.00050243-0.00441845j -0.0154875-0.0114617j -0.0124914+0.0544606j 0.0256249-0.0248507j 0.0295915+0.017185j -0.0050319-0.0344681j -0.0247331+0.0134659j -0.0708772-0.0263268j 0.0121822-0.00963572j 0.0279494+0.0359362j -0.0149463+0.0476993j 0.00973168-0.0138426j -0.0158836-0.00271552j -0.0157248-0.0291892j -0.0508488+0.0234701j -0.0222969-0.0261008j 0.0306228-0.00813236j -0.0114397-0.00190651j 0.000199437-0.0224973j 0.0259119+0.0224489j 0.00256906+0.00631794j 0.00911253+0.0068274j 0.015723-0.0324841j -0.00192814-0.0538218j -0.015226+0.00120011j -0.0028185+0.020123j 0.0185986+0.0290345j -0.0426215+0.0267602j 0.018897-0.00680939j 0.0081272+0.0454399j -0.0398139+0.0320569j 0.0266463+0.0312451j 0.0295112-0.0230094j -0.000406443-0.0183189j -0.0250572-0.0763838j 0.0151403+0.0107019j -0.0193999+0.0417865j -0.0208132-0.0197864j 0.0246504+0.0246029j 0.000787717-0.00335124j -5.3323e-05-0.00433496j -0.0284254+0.0098917j 0.00125103+0.0487819j 0.00149184+0.013314j 0.00168287+0.0376927j 0.00829418+0.0786552j -0.0407154-0.0126612j 0.00929387+0.00231857j 0.00514823-0.0491541j -0.0263951+0.0130682j 0.0504991+0.0556523j 0.00403422+0.01142j 
-0.0247182-0.0321267j 0.0995301-0.134974j -0.0241769-0.0231396j 0.016064-0.0148592j 0.102121-0.01295j 0.0638938-0.0685412j 0.0139054-0.0195556j 0.0328227+0.00678463j 0.00164161+0.125553j -0.0526739+0.122791j -0.0725187+0.0834631j -0.0083417+0.14591j 0.0108794-0.0382023j 0.0456507+0.0789638j 0.0139284+0.0226583j 0.0133+0.0581647j 0.00135672-0.0171887j 0.033853+0.0281141j 0.00229087+0.00838551j 0.0436236+0.000969225j 0.0299214+0.00754337j -0.065981+0.0201796j -0.0162084-0.0013077j 0.000464555-0.0236376j -0.0169287-0.0366446j 0.0160054+0.00592278j 0.0348835+0.00843281j -0.0384614+0.0364082j -0.0217093-0.0173604j -0.0441042+0.00206826j 0.0314034+0.0545432j 0.0287319-0.0303196j 0.0678412-0.00194079j -0.0133837-0.00262519j -0.0322733+0.0167906j 0.01035+0.0038476j -0.0222615-0.0224359j -0.0249234-0.0275358j -0.00322562+0.0570885j 0.0442247-0.0105948j -0.0350219-0.0161385j 0.0192443-0.0218464j 0.0477733-0.0820906j -0.0354918+0.0343842j -0.0139275+0.0291919j 0.0126594+0.00380489j -0.00623308+0.00582021j -0.00640301+0.00892173j 0.0188118-0.062115j -0.0537373-0.0211916j 0.0100209-0.0277855j -0.00230364-0.00779832j -0.00962782+0.00659734j 0.01769+0.0202187j -0.0181805+0.000542279j 0.0108318-0.00104428j -0.00980705-0.0503574j -0.0284024-0.0138999j 0.00505722+0.0181383j -0.0216359-0.00754492j 0.0214497-0.0301788j 0.0191488+0.0100084j 0.0374494+0.0153638j 0.0393499+0.0418758j -0.0291932-0.000990903j 0.00529222-0.00365011j 0.00871578+0.00175721j -0.0243406+0.01654j 0.0519899+0.0272064j 0.00900477+0.0232217j 0.0111148-0.0100003j 0.00946831+0.0464466j 0.0213443-0.00101171j -0.014225-0.0672054j -0.00537684-0.0162193j 0.0262148-0.0438909j 0.00579178+0.00898564j 0.0320868-0.0121759j -0.0222323-0.0290078j 0.04668+0.0108917j -0.0275532+0.0243505j 0.0448475+0.0323732j -0.0473637+0.0124288j -0.0740504+0.0354533j -0.0367528-0.00784212j -0.03977-0.021907j -0.00905613+0.00597617j -0.0020378+0.0019401j 0.0252028-0.0317349j 0.0155535-0.00844097j 0.00082122+0.0109797j -0.0429419-0.0231238j 
-0.0618354+0.0880892j -0.00721793+0.00122817j 0.0315513+0.00906538j -0.0229959+0.0227586j 0.0413861+0.0327377j 0.0106406-0.0164748j -0.0750157+0.0896232j 0.00285705+0.0555414j 0.0947155-0.0702708j 0.0170261+0.0804588j -0.0660433+0.0556535j -0.007507-0.00986516j -0.0420686+0.0156392j -0.0634705+0.0840206j 0.0256773+0.00909484j 0.0037781+0.0240511j 0.0314077+0.0202317j -0.0538559+0.0020065j -0.0250136+0.0438501j 0.0375934-0.070601j 0.0104963+0.0708867j -0.0407359+0.0448151j -0.0417505+0.0575941j 0.0468465-0.00909983j 0.0611907-0.0160274j -0.0360681-0.0215861j -0.0218128-0.00145871j 0.0168515-0.00767142j 0.0117423-0.0513572j -0.0226514-0.0442523j -0.00287793-0.0173676j 0.00705555+0.0285529j -0.0151252+0.0591525j 0.000660677-0.0350536j -0.00392452-0.0311931j -0.00377897-0.006491j -0.0213568-0.0549941j -0.000996679+0.0325471j -0.0170446-0.0314666j -0.0115616+0.0105526j 0.0121359-0.0123846j -0.0159336+0.0111094j 0.0437863+0.0282444j -0.00159074-0.0269828j 0.0143729-0.0121504j 0.00797093+0.0083607j 0.026658-0.00334353j 0.0028103+0.020336j 0.0251319-0.000497964j 0.0255295-0.0339902j 0.00329363+0.00266703j -0.00808762+0.0339887j -0.0240023+0.0158776j -0.0665897+0.0407466j 0.00934119+0.018109j -0.0016735+0.0156613j 0.00862117-0.0260146j -0.00169518-0.0107248j -0.0111474+0.012414j -0.00674145+0.0115647j 0.0637507-0.00537198j 0.00235636-0.0261278j -0.00513598-0.0162833j -0.0253494+0.0186227j -0.00209672-0.0224718j 0.0146286-0.0337469j -0.000711245-0.0166104j 0.002701-0.0072155j -0.0616874+0.026926j -0.00808909+0.010219j 0.00512454-0.00376524j -0.0188839+0.0299411j -0.0101979+0.00457777j 0.0371873-0.0208355j -0.0286248+0.032044j -0.0172394+0.0224137j 0.0252782-0.010612j -0.00496638-0.00255382j -0.0412245-0.00964212j -0.0210057-0.000854687j -0.0225229+0.0240768j 0.0159635+0.0293778j 0.0837284-0.0344175j -0.0144757+0.0226035j -0.0172715+0.026005j 0.00566968-0.0498142j 0.0287748-0.0460187j 0.01794+0.018966j -0.0274028+0.00797397j 0.019808+0.0398703j -0.0387007-0.0115063j -0.0185327+0.008888j 
0.0144422-0.0394153j 0.0174058-0.0185397j -0.0103772-0.00943947j 0.0157512-0.0111165j 0.0650784-0.0347515j 0.0392592+0.0328035j 0.0337178-0.0244682j 0.0781697+0.0021745j -0.0605415+0.0375272j 0.00534962-0.054934j 0.00620525-0.0477334j 0.00712615+0.130204j -0.0645729+0.0180922j 0.0268192+0.0247716j 0.031783+0.0111717j 0.00427329+0.00713069j 8.76766e-05-0.0228238j -0.0235464-0.00262177j 0.00396828-0.0683804j -0.0124014-0.0158098j 0.0407611-0.0288581j 0.0185109+0.00705916j 0.0459311+0.000963296j -0.0169142-0.0676893j -0.0373193+0.00387694j 0.0294907+0.00461213j 0.0433957+0.0272676j -0.0137034+0.0301203j -0.0117382+0.0171256j 0.00344455+0.00948712j 0.00888589-0.0460154j -0.002474-0.0087412j 0.0437578-0.0146512j 0.00875391+0.00450499j 0.0240758+0.0131677j 0.0276114+0.003876j 0.0282982-0.00941349j 0.0161839-0.0144344j -0.00905658+0.0137031j 0.00622982-0.00694294j 0.0159437-0.000471298j -0.0175309+0.00240182j -0.0252414-0.00327884j -0.022831+0.017224j -0.0177033-0.0105011j 0.00471194+0.015258j 0.00820816-0.00868853j -0.0165685+0.0181297j 0.00114245-0.00423459j -0.00598899-0.00747385j 0.00742717+0.00705942j -0.00632172+0.00130218j -0.000226987+0.00795351j -0.0112935-0.0203725j -0.00564037-0.00780578j -0.00353924-0.0234531j 0.0151695-0.00156849j 0.0102484-5.21992e-05j 0.017425+0.0120518j -0.00973949-0.0244362j 0.0190716+0.0139156j 0.00231067+0.00130169j 0.00876448-0.00765681j 0.0262353+0.00639483j 0.00148276+0.00807105j 0.0365086-0.00605704j 0.0121563+0.0051837j 0.0216184+0.00419494j 0.0124317+0.0126362j 0.0161989-0.015648j -0.0142489+0.00809844j -0.00240213+0.00679506j 0.00296048+0.0146832j -0.0331765+0.00437521j -0.0111853-0.0105759j -0.0127907+0.00351963j 0.018761+0.0186369j -0.0045214+0.0123256j 0.0136133+0.0155847j 0.0238725+0.0117895j 0.00961656-0.0177592j -0.00443986+0.00177418j 0.012083-0.00486875j -0.00238903+0.0132874j -0.0201374-0.0159722j -0.0122793-0.0037936j 0.0189501-0.00253686j 0.0080143-0.00502232j 0.0023358-0.0120432j -0.0145692+0.00860586j 0.0113571+0.0130122j -0.00475992+0.00444063j 
0.00564749+0.00449556j 0.0315064-0.0231604j 0.0302342-0.0119469j -0.0265849+0.0340765j 0.0117135-0.00670405j 0.0593116-0.0260306j -0.0455523-0.0258139j -0.00665005-0.00985458j 0.0387684+0.0244444j 0.0201921+0.067823j -0.0458559+0.00888683j -0.0718456+0.0200756j -0.0389505+0.0539656j 0.0586072+0.0146565j -0.0540035+0.027504j 0.0341414+0.042852j 0.046617+0.0158454j 0.00278719+0.0228295j 0.0373049-0.0147202j 0.00681403-0.0225531j 0.0058974+0.0539367j -0.00254416+0.033073j -0.0149983+0.0160205j 0.101342-0.0318988j 0.00782424-0.0378667j 0.00604253+0.020835j 0.0237718+0.0442453j -0.0391173-0.00714138j -0.0422645+0.0373927j -0.0117225-0.0250378j 0.047415+0.0189162j -0.049707+0.0165811j 0.0688513+0.0640449j 0.00558919-0.0157565j 0.0131251+0.0367139j 0.00765837+0.0123238j 0.0313592-0.000300203j 0.0253153+0.00650731j -0.00970251-0.0169894j 0.0193397+0.00563243j 0.0100301+0.0168328j -0.00742394-0.00193753j -0.00224805+0.00128103j -0.0261039-0.0206436j 0.0292215-0.0258741j -0.00661074+0.00933511j 0.0199286+0.0106638j 0.00200307+0.0156563j -0.00695289-0.0055861j 0.00876649+0.000836332j -0.0186656+0.00490002j -0.00620762+0.0399897j -0.00908704+0.0329135j 0.00400533-0.0183422j 0.00884395-0.0190988j 0.0277273+0.00497945j -0.00956508+0.0264778j 0.00600694-0.00917401j 0.000632582+0.0240374j -0.0115733+0.0322355j -0.0213812+0.0336837j 0.00933059+0.0228101j 0.0131282-0.0258821j 0.00803364-0.0105285j -0.0192341-0.00527725j -0.00124807+0.00387362j 0.0127907-0.00180199j -0.00544314+0.00879419j -0.0174042+0.0297583j -0.0157469+0.0122267j 0.00126966-0.00975296j -0.00544232+0.00484973j -0.00104686+0.000960754j 0.0158627-0.0111699j -0.0115776-0.014586j -0.00567217+0.0174443j 0.0263434+0.0167336j -0.00227339-0.0335248j -0.025865-0.00883253j -0.00225596+0.0127217j 0.0221712-0.0338191j -0.0297802-0.00902579j 0.0155888-0.0052024j -0.0111753+0.0225232j -0.0116866+0.0130795j -0.00168103+0.0148232j -0.029235-0.0105546j 0.0168673-0.0160368j -0.00594588-0.00109248j 0.0112317-0.00755521j 0.00189589+0.00588215j -0.0119813-0.00876756j 
0.0237977+0.00622991j -0.0228998-0.0132116j 0.128668-0.0697339j 0.0419987-0.0209549j -0.0585066+0.0260253j 0.109102-0.0428049j -0.0544687-0.116592j -0.0122679-0.0467578j 0.112235+0.0170683j 0.00965617+0.0574317j -0.0238269-0.00199465j -0.019092-0.0333609j -0.00234206+0.0179013j -0.0303019+0.0475782j 0.00655329+0.0364029j 0.0793559+0.0403678j 0.0385489-0.0839882j 0.0307388-0.000223262j 0.0321664-0.0296588j -0.0397677+0.0145835j 0.0416983+0.0188204j -0.0154404-0.0549252j 0.0281592-0.0290838j -0.00581034-0.0600245j -0.0413312-0.0706935j -0.00926066+0.0100962j 0.0275174+0.0492726j -0.0121279+0.0234494j -0.00887897+0.0323169j 0.0137286-0.0540273j -0.0561605-0.0233015j 0.029232-0.0027768j 0.0353578+0.0377659j 0.0258223+0.00945222j 0.0224004-0.0248904j 0.0335937+0.0038107j 0.00300373-0.0262281j -0.00630694-0.00712256j -0.0201474-0.00836566j -0.00598875-0.00453809j 0.0350531-0.0142435j -0.00794408-0.0241293j 0.0108236+0.0231943j -0.047507+0.000856717j -0.024805-0.0172707j 0.00282893-0.0100287j 0.0273646+0.0308383j -0.0229816-0.0177954j -0.00281202-0.00134407j -0.00840842+0.0117689j 0.0268135+0.00254813j 0.0134479+0.00430845j -0.0109458-0.0158547j -0.0207315-0.000102911j -0.00632402-0.0166629j 0.0044754-0.0444295j 0.00697158+0.00661583j 0.00887363+0.00629728j -0.00267618+0.0205069j 0.00836184-0.0369945j 0.00730644-0.0146507j -0.0142601-0.00576306j -0.00211181+0.0127322j -0.00530323+0.0179909j 0.00817421-0.000279528j 0.0127323-0.0160225j 0.0358772+0.0175607j -0.0189914-0.0137575j 0.0116406+0.0495996j 0.00874548-0.0111615j 0.0290535+0.00854801j 0.031644+0.00671264j -0.0178766+0.0408208j 0.0343115-0.0140008j -0.00441988+0.0108498j -0.0185661+0.0375745j -0.00229205+0.0238657j 0.00858328-0.0471948j -0.00940849-0.00782227j 0.00653282-0.0212936j 0.0548328+0.0231398j 0.0426037+0.0056069j -0.0237736+0.0264328j -0.0231009+0.0235582j 0.0385831-0.0119979j -0.00687458+0.00963008j -0.0273046-0.0266544j -0.0294938+0.00819323j 0.0398405+0.00678681j 0.0175451-0.0383074j 0.0240061-0.00352918j 0.0363742+0.0112367j 
0.0723503-0.0738371j -0.0159659+0.0095964j 0.0638458+0.00061266j -0.134333+0.0126766j -0.0493571+0.0277793j -0.0115108-0.138951j -0.00761959+0.0147571j -0.0596876-0.0285513j 0.0442197+0.0154102j 0.0125134-0.02251j 0.018166-0.0297263j 0.0331007-0.0405279j -0.0388446+0.0149543j 0.00107145+0.00128378j -0.0596179+0.0567486j 0.000381779+0.0108095j 0.101306+0.0384301j 0.034079+0.0554257j -0.0709079+0.0408304j 0.0097082+0.0407209j 0.0279759-0.0264595j 0.0482119-0.00112621j 0.0459652+0.00268207j 0.0536922-0.00290787j 0.0292263+0.0476794j 0.00734213-0.015879j 0.00713543+0.00790884j 0.0180518-0.000773879j -0.0642299+0.0487095j -0.0214703-0.0330571j -0.0028739-0.0203961j -0.0189044+0.032308j -0.00899305+0.00502804j -0.0700589-0.0492717j -0.0336791+0.029489j -0.0389818+0.0316691j 0.0310733-0.0293609j 0.0055673-0.0121254j -0.0199406+0.00723256j -0.00958456+0.00723917j -0.0112982-0.00344169j 0.0174268-0.00692036j 0.00492358-0.0183674j 0.0174264-0.024361j 0.032276-0.00819781j 0.0210738-0.00346358j -0.0214572-0.029714j 0.0144507-0.0170244j 0.0109711-0.031079j -0.0289967-0.000403319j -0.0307163+0.00684046j 0.00575162-0.00618368j 0.0237495+0.0206729j 0.00649038-0.00957998j 0.005811-0.0248297j 0.027686-0.0487515j -0.0011258-0.0183962j -0.00473126-0.00593604j 0.0247195-0.0205813j -0.00370931-0.00946611j 0.00824449-0.0210358j 0.0209313-0.00275097j -0.000976857+0.00966919j -0.0177497-0.00591679j 0.0125301-0.0138435j -0.02114-0.036138j -0.0106672+0.0437703j -0.00994178-0.00698223j -0.0100759+0.0101862j 0.00836043+0.0138625j -0.0358228+0.0228206j 0.02146+0.0632228j 0.0190435-0.00777969j -0.0326406-0.0416479j -0.0165013+0.00236078j 0.0206919-0.0278509j 0.01201-0.0129295j 0.0177144-0.0012928j 0.00208636-0.0142143j 0.0176632-0.0105163j -0.000308958+0.041851j -0.0133294+0.0559224j 0.0117349+0.000299559j -0.0572359+0.0401972j -0.0113746+0.0464573j -0.00777667-0.00114151j 0.00543715-0.0123202j 0.0119702+0.032214j 0.00650513-0.0135503j -0.00561299+0.0501333j 0.0510472+0.0349029j 0.0187883+0.0343315j 
0.0424483-0.0266369j 0.00942082-0.0485687j -0.0675449-0.0190443j -0.00870714-0.0729754j -0.0364119+0.0602951j 0.0548137-0.0257516j -0.0160384+0.0518707j -0.0349295-0.0280749j 0.00974832+0.0103854j 0.0436161-0.0309521j 0.0428227+0.0115142j -0.0178998-0.0312456j 0.041209-0.00303673j 0.0204974-0.0274058j -0.0480515-0.00527139j -0.0171881-0.0197804j -0.0849924+0.0747646j -0.0231589+0.0504967j -0.0649762-0.105506j -0.0356575+0.06218j 0.0412984+0.0126384j 0.00818081+0.00777249j -0.0111623+0.0527775j -0.0161262-0.0207681j -0.0572595+0.00207845j 0.0219337+0.0520017j 0.0139249+0.0231711j 0.00633187+0.0570428j 0.0145947-0.0543079j 0.0118477-0.0229246j -0.0233682+0.0121507j -0.0224616-0.0220662j 0.0298129-0.00281257j 0.0430581-0.062737j -0.0475814-0.0298119j -0.0421254-0.0342037j 0.053014+0.0215276j 0.0295128+0.0214336j -0.0272236-0.0165576j -0.00852097+0.0104318j 0.0142217-0.00875618j 0.015879-0.0407103j 0.0220509+0.00846124j 0.0192962-0.00792013j 0.0053504+0.0374557j 0.0227553-0.00105232j 0.00607075-0.0149883j 0.00496588+0.0100315j 0.0213981-0.0195464j 0.0354654-0.00383617j 0.00357663-0.0284672j 0.0376709+0.00270225j -0.0234561+0.0348018j 0.0102524+0.0191984j 0.0286775+0.0104949j 0.0332698+0.0318638j 0.0262443-0.000862844j 0.0242155+0.018944j 0.0235675+0.0382599j -0.024217-0.017409j -0.0196452-0.0198657j -0.0107352+0.00547738j -0.0180055+0.053636j 0.0134678+0.000259861j 0.0289009-0.00268991j 0.00240316-0.000175123j -0.022945+0.0201274j -0.000186993-0.0359552j 0.000494098+0.0134118j -0.0156967+0.00927887j 0.0100279-0.0460699j -0.0507336+0.033978j 0.0107951+0.00656277j 0.0119619-0.0171394j 0.0196197+0.0362361j -0.0128828+0.0148018j -0.0211342-0.052963j 0.0475436+0.00671537j 0.0128622+0.00363177j -0.00412874+0.00223968j -0.0188841+0.0461982j -0.0196001-0.000200595j -0.00533406-0.0278094j 0.0101653-0.0196551j -0.0211013-0.0206815j 0.0323185+0.0103551j -0.0261282+0.0162395j -0.050624-0.00161341j 0.0364926-0.0243443j -0.0284444-0.0243206j 0.0414193+0.0110494j -0.0291725-0.0274069j 
0.0235816-0.00434347j 0.0603565-0.047938j -0.0624418-0.0797603j -0.0796589+0.0854003j -0.155448+0.0973162j -0.149204-0.0618875j -0.0308473+0.151419j -0.0799479+0.0583874j -0.0495782+0.101771j -0.033971+0.00337005j 0.0473193+0.0203359j 0.0417625-0.064241j 0.0334266-0.026718j -0.0488165+0.0280863j 0.00313261-0.0155538j 0.00583443+0.0805135j -0.00168999+0.0239695j 0.0151851+0.00739025j 0.0881532+0.0151327j -0.00950558-0.0425319j -0.00797151+0.0129461j 0.0203036+0.0341686j -0.0206465+0.0400427j 0.0461976+0.00942906j 0.00695319-0.0179722j -0.0292716+0.0473309j 0.00730276+0.0014117j -0.0285281+0.0213276j -0.00604354-0.0155126j 0.0428103+0.0230615j 0.0202632-0.0272156j 0.0235593+0.00319586j -0.00422373+0.0338984j 0.0134551+0.0360022j 0.0163683-0.000965713j 0.0116907-0.0145492j 0.0284973+0.0416963j 0.00312658-0.00618309j 0.0156535+0.000324627j 0.00197613+0.0142071j 0.0197808+0.0454171j 0.022598+0.0190048j 0.0109737+0.00444922j 0.0106443+0.00662158j 0.00220412-0.0132936j -0.00245046+0.00237504j 0.0108856-0.014224j 0.0318189+0.00798268j -0.00035914+0.0219119j -0.0221875+0.00664053j 0.0159891+0.0080298j 0.0128462+0.0253305j 0.00761779-0.0066173j -0.00499938-0.00075899j 0.0227997+0.000685991j 0.0147229+0.0278069j -0.00190175+0.0203901j 0.00516337+0.0119009j 0.00301586-0.0139151j 0.0168313+0.0090441j 0.00150617-0.0238007j -0.0134358-0.00140178j -0.0234394-0.0205416j -0.00990425-0.0284664j -0.0220215+0.0161683j 0.00914012-0.0100159j -0.0482165+0.00165615j 0.00246856-0.005705j -0.00288295-0.0149555j -0.0279756+0.0075388j -0.00983158-0.00365759j -0.0249151-0.0202402j -0.00382563-0.00250105j -0.0111384+0.0198542j -0.00953428+0.00735627j 0.00782629-0.00368337j 0.00983321-0.0109952j 0.0131031+0.0408467j 0.0190861+0.0147951j 0.0144294+0.0193667j -0.0332341+0.0285428j -0.0189204+0.00950775j 0.0111851-0.0474802j -0.00105797+0.000866017j -0.00172235-0.0349836j 0.0225463-0.0427884j 0.0871519-0.00575171j -0.00808018-0.0047025j 0.0275251+0.00742473j 0.0110229+0.0179676j 0.0148347+0.00504605j -0.0446664+0.00452902j 
0.045732-0.0828883j 0.0769942-0.0330696j -0.0529297-0.0604656j -0.0600332+0.00934307j -0.0418176+0.0572721j -0.069824-0.00013058j -0.0395895+0.0490744j -0.0512729-0.0107918j 0.00123731+0.099739j 0.00116414-0.00550901j 0.0339442-0.0361189j 0.00648881+0.062392j -0.0957892+0.0395676j 0.0734835-0.0226494j -0.0386973-0.0138256j 0.0188864+0.0044968j -0.0294748+0.000203582j 0.020741+0.0316335j -0.0164226-0.0274071j -0.046718+0.00689793j -0.00975703-0.0659346j -0.0152027+0.02443j 0.0151554-0.00430525j 0.0216176+0.00462576j -0.0179016-0.00272105j 0.0189602+0.0353224j -0.0533846+0.00139063j -0.025248+0.00597874j -0.0054087+0.018373j 0.039736+0.010976j 0.0157396-0.010089j 0.0341211+0.00678688j -0.027588-0.0441748j -0.0202439-0.0188484j -0.0114427-0.00393456j 0.0374964+0.00990775j 0.0123465+0.0241549j 0.0138938+0.00936743j 0.0196267-0.00491419j -0.0162715-0.0273917j -0.0398214-0.0188634j 0.0103664+0.00804058j 0.0223528+0.0182506j 0.0203994-0.00636749j 0.008166+0.0517095j -0.00954876-0.000583922j 0.0137795+0.00149159j 0.0034449+0.00487373j 0.0141017+0.00510698j 0.00461203-0.00548047j 0.0322694-0.00888221j -0.0140413+0.0234111j 0.00780256+0.00643605j 0.0132004-0.000297361j 0.0148045+0.000184405j -0.00160998+0.00820063j -0.00352523+0.0030139j 0.017103-0.0052432j 0.0134629+0.00540089j -0.000879313+0.0186676j 0.00300985+0.00542771j -0.0138087-0.00247233j -0.0124257-0.0128892j 0.0147159-0.00390215j 0.00532888-0.0145052j -0.0132048+0.013833j -0.00021138+0.0184881j 0.00313431-0.00358172j -0.00228147+0.00444099j 0.00636522-0.00348368j 0.0190115+0.00294267j -0.000954938-0.00194782j 0.0192608-0.00496261j -0.00528713-0.0122502j 0.00566723-0.0202948j -0.00456005-0.0108303j 0.00478749-0.0223994j 0.0435887+0.0294363j -0.0265953-0.0079431j 0.0102022+0.00374816j -0.000767491+0.00647493j -0.0130871+0.0118499j -4.3978e-05-0.02402j 0.00541557-0.0110876j 0.00533952-0.043856j 0.00573554+0.00286704j 0.0160444+0.0108471j 0.0070971-0.0148781j 0.0245855-0.0297195j 0.0224757-0.0179296j -0.0035423-0.00396881j -0.0413729+0.00235772j 
