0.00207478-0.00339639j 0.00570239-0.00100528j -0.00462356+0.00117869j -0.0232846+0.00694635j 0.0039686-0.00164142j -0.020748+0.00353484j -0.0155124+0.00123035j -0.020546+0.00292156j -0.00907711+0.00136435j 0.00210083+0.00153859j -0.0149576-0.001041j 0.0186418+0.000809142j -0.0169849-0.00356688j 0.015681+0.00957362j 0.00761682-0.00461869j 0.00185004+0.00059461j 0.000598021-0.00414848j -0.00354314-0.00913089j 0.00267775+0.00328524j 0.0066068+0.0183103j 0.0022846+0.00822399j -0.00144762-0.00708633j 0.00413873+0.0186046j 0.00265701+0.0112412j -0.000389225-0.00862608j 0.00096098-0.00177228j -0.000698426-0.00484005j 0.000295001+0.000377922j 0.00182335+0.0206426j -0.000101727-0.00965898j -0.00102251-0.0107532j -0.000918105-0.00383722j 0.00150127-0.0122239j -0.00260288+0.0167164j -0.0059752+0.0114442j -0.00724055+0.00753244j 0.00172726+0.00879798j -0.000966977-0.00758892j 0.00620097-0.00182546j -0.00322977-0.00344176j 0.00151724-0.00233182j -0.00400925-0.0013376j 0.00401906-0.00561292j 0.00602623-0.00321281j 0.00916089-0.00340851j 0.000772253+0.00478139j 0.00178338+0.00618616j -0.00429321+0.00333825j -0.0081743+0.00191294j 0.00654634+0.00659127j -0.00742062+0.00312572j -0.00376981-0.00231239j -0.00393341-0.00938174j 0.00167614-0.00180817j 0.00613566-0.0054984j -0.00176325-0.00630065j 0.000451699+0.00820459j -0.00173175+0.00811662j 0.00237889+0.00446517j -0.00159954+0.00061236j -0.00303675+0.00224098j -0.00323864+0.00267191j 0.00496379+0.00407493j -0.00464937-0.00148112j 0.000654577+0.00325649j 0.0068498+0.00991163j 0.0012544+0.00250352j 0.00242419-0.0030863j 0.00477841-0.00501571j -0.0044786+0.00858923j -0.00503666+0.0026635j 0.00328854-0.00583768j -0.00674964-0.0010811j -0.00476983+0.000100398j -0.000409849-0.00128164j -0.000917853+0.00545258j 0.00280943+0.00930041j 0.00225265-0.00747384j 0.002354+0.00737179j -8.89111e-05-0.000282277j 0.00689302-0.00251869j 0.000671058-0.00875703j 0.00727771-0.00292453j 0.0068481-0.000130763j 0.000294422+0.00567776j -0.0109184+0.00120622j 0.00645243+0.00233535j -0.00164912-0.00810622j -0.00342495-0.000322024j 0.0056567-7.2099e-05j -0.00345013+0.00116107j 0.003708-0.000269238j 0.00134253-0.00541124j -0.00681829-0.00145322j -0.00234773+0.00148807j 0.00332349+0.000520048j -0.00144006+0.00108786j 
-0.00345274+0.00452775j -0.00170798+0.00658049j -0.0124512-0.0192007j -0.00781709-0.0177972j -0.0102537+0.0150865j 0.00547033+0.0123992j 0.00785739+0.0110899j 0.00739168+0.00953526j 0.0151632-0.0151299j -0.00957533+0.00519548j 0.0123481+0.0150281j 0.0121199-0.000104389j -0.00647675+0.0125761j 0.0132667+0.0218395j -0.00806068-0.00292457j 0.00951336-0.00113465j 0.00582762-0.0169225j -0.000740643-0.00998812j -0.00335096+0.00593001j -0.000489554-0.00199402j -0.00734546-0.0063483j -0.00772371+0.00514952j -0.00145202+0.00423313j -0.00987557+0.0110862j -0.00499158-0.000379655j -0.00465346-0.0068212j -0.00326883-0.00159949j 0.00292865+0.00593221j 0.0129659+0.000317017j 0.00547297-0.0143813j 0.00715957+0.0159409j -0.00448591+0.00386709j 0.00599155+0.00586859j 0.00444846-0.0012057j 0.00520405-0.00713199j -0.00849989-0.00916512j -0.0026805+0.0020877j -0.00170566-0.00486524j 0.00673685-0.00397207j -0.00045862-0.000280616j -0.00345173-0.00042993j 0.00571488-0.000289425j 0.00471713+0.00275231j -0.00470121-0.000764799j 0.00248846-0.00422977j 0.00306398+0.00287632j 0.00287436+0.00494607j -0.00176433+0.00194891j 0.00280455+0.000396885j 0.000260998+0.0012434j 0.00166476+0.00314268j 0.00122074+0.000168882j 0.00147907-0.000660409j 0.00271095+0.000100942j -0.00397032-0.00163301j 0.00363895+0.000238179j -0.00257027+0.000822099j -0.00086917+0.0012179j -0.00174122-0.000691375j -0.00119826+0.00053584j -0.00140971+0.00177412j 0.00112657+0.00342719j -0.000781479+0.00217245j -0.00143181+0.0035465j -0.000171305-0.00136564j -0.00239695+0.00195756j 0.000305416-0.00140553j -0.00173854-0.000186375j 0.0035135-0.00112146j 0.000588147+0.000779751j -0.00338186+0.00433387j 0.000369245+0.00275456j -0.000383737+0.00144208j 0.000792624+0.00224985j -0.00178183+0.00145278j -0.00476002-4.80368e-05j 0.00465563-0.00301605j 0.000176468+0.00544422j -0.000739946-0.00316432j -0.00287796-0.00107131j -0.00246251-0.000334372j -0.00228917+0.00146943j 0.00092067-0.00127222j -0.00600346-0.00433652j -0.00201328-0.002829j -0.00524049-0.00535002j -0.00116673+0.00214778j -0.00671831+0.000220299j 0.00485476-0.0032119j 0.00140849+0.0025309j 0.00133684-0.00390257j -0.00213028-0.00144281j -0.000903094+0.00803283j 0.000878494-0.00354605j -0.000197264-0.00129506j -0.00172213-0.00249424j -0.000104334-0.00301041j 
-0.00543561-0.000141682j -0.00117231+0.0113814j -0.0195536-0.0040191j -0.00563765-0.00166714j -0.00621731+0.0160772j -0.00379711+0.0105354j 0.00275891+0.00245851j 0.00388646+0.0067659j 0.00215611-0.0114214j -0.0100315+0.0179609j 0.00290315-0.00890815j -0.00275353+0.0014466j -0.00928318+0.0142353j -0.00252844+0.00352405j -0.0202655+0.0197867j -0.00319906+0.00747603j 0.00967962-0.00384716j -0.0139042-0.00365561j 0.000614875-0.00408543j 0.00100351+0.00316769j -0.00261131+0.0023284j -0.00107701-0.00256275j 0.00815773+0.0105511j 0.00695701+0.0175161j 0.00114557-0.00672209j 0.000963829+0.00368484j -0.00131617+0.000527712j 0.00892785+0.0162308j -0.00758716-0.00799607j 0.00549987-0.0102803j 0.00830648+0.0152297j -0.00298384-0.00582835j 0.00271685-0.0117053j 0.00136807-0.0156082j 0.00123933-0.00306752j 0.00072588-0.00449197j 0.000352206-0.0113648j 0.000870163+0.00581863j -0.00505302-0.000927419j 0.00383494-0.00416696j 0.00278636+0.0053023j 0.00345903+0.00405909j -0.00264419-0.000991258j -0.00159418-0.00183653j 6.5179e-05-0.00495101j -0.000318165+0.00283785j 0.0035829-0.00117159j -0.000999625+0.00054841j -0.00190817+0.000690839j -0.00017839-0.000159338j 0.00178666+0.0045862j -0.000519087-0.00346958j 0.00414157+0.00584897j -0.000352912+0.000221876j -0.00214192+7.96244e-05j 0.00209804+0.00331727j 0.00105219+0.00162222j -0.00207295+0.000237594j -0.00296754+0.00214766j 0.000469249+0.000156863j -0.00424199+0.00105273j 0.00488025+0.00543599j -0.00290422+0.00135447j -0.00108444+0.00103227j -0.00090925-0.000494667j 0.00138671+0.00448148j 0.00151519-0.0038352j -0.0010483+0.000736661j -0.00256077+0.000591447j 0.00468539+0.000868937j 0.00172169-0.00258276j -0.00252424-0.00199369j 0.0012765+0.00119353j 0.000234844+0.00151528j 0.000950049-0.00312777j -0.00121583+0.00388341j -0.00450547-0.0052842j -0.000894517+0.00110998j 0.00231497+0.00118075j -0.000588635-0.00258131j -0.00291185-0.00533997j 0.00187816+0.00433468j 0.00225423+0.00263757j -0.00048457-0.00229978j 0.00381427-0.00830949j -0.0062616-0.00453848j 0.00218126+0.00169006j -0.00128594-0.00460568j 0.00123761-0.00459988j 0.00657352+0.00299337j -0.00457265-0.00248235j 0.00493444-0.00292803j 0.000796624-0.00209145j 0.000189728-0.000152225j 0.00151613-0.00415844j -0.00302293+0.00278274j 0.00360963-0.0025561j 
0.00736636+0.00118782j 0.000320776+0.0023149j 0.00774802+0.0135933j -0.00529803+0.00157493j -0.000758596-0.00735569j 0.00324858+0.00626357j 0.0106436+0.00638803j -0.00449028+0.0113157j -0.000881253+0.0150392j 0.0104365-0.0114074j -0.000389807-0.00257705j 0.000848523+0.0273829j -0.00866685+0.00927385j -0.00622043+0.0161596j -0.0152633+0.0134164j -0.00519485+0.00246328j -0.0040398+0.00184484j 0.00496371+0.00789681j -0.00153927-0.000879337j 0.00500723-0.00363583j 0.00894181+0.00338075j 0.0010019-0.00648449j -0.00130565-0.00131567j 0.00233576-0.0087172j 0.00733204-2.82801e-05j 0.00686141+0.00327775j 2.20415e-05-0.000942331j -0.00242816-0.00392097j -0.00551294+0.00521066j 0.0024901+0.0146521j -0.00359961+0.000245241j 0.00344605-0.00331351j 1.88215e-05-0.00932701j -0.0044758+0.00134692j 0.00797114+0.0137916j 0.00279817-0.00469235j -0.00463846-0.0100309j 0.000876177+0.00471224j -0.00170322+0.00520348j -0.00320954-0.00198537j -0.0012935+0.00209855j -0.00360262-0.00170128j -0.00143034-0.00249879j -0.00344211+0.00423022j 0.00243723+0.00341751j 0.00287055+0.00483701j -0.00421806-0.00519964j -0.00377096+0.00467536j -0.00382541+0.000332045j -0.00210346+0.000633312j -0.00431553+0.00048227j 0.00294317-0.00177114j 0.001354+0.00445177j 0.00076696-0.00314776j 0.00625333+0.00679754j -0.000173217-0.00200998j -0.00239911-0.00180663j 0.00345284-0.00712513j 0.00477907+0.00215798j 0.000943862-0.000894098j 0.0021538-0.000922293j -0.000427639-0.0058841j -0.00312811-0.00088679j -0.00392374-0.00394118j 0.000937172+0.002073j 0.00216805-0.00265978j 0.00359847+0.00399205j 0.0102007-0.00309931j -0.00391119+0.00382147j 0.00113374-0.000395651j -0.00108977-0.00274714j -0.00570664-0.000114129j -0.000529383-0.00382432j -0.00204793-0.00356554j 0.000999484-0.000359619j 0.00688365+0.000549421j -0.00194904+0.00170912j -0.000146335-0.00442027j -0.000289219+0.00304087j -0.00285898+0.0036085j -0.00258628-0.00622393j 0.00606012+0.0047922j -0.00718457-0.00802938j -2.97983e-05+0.00412608j 0.000711219+0.00186707j -0.0012437+0.00576759j 0.00636224-4.11191e-05j 0.000876702-0.00498991j 0.00853458-0.00136009j 0.000471866-0.00196289j -0.00499672+0.00855628j -0.000150734-0.00486641j 0.00325172-0.000411277j 0.00168748+0.00284563j 0.00034089-0.000748588j -0.00130797+0.000246581j 0.00248344-0.0010584j 
0.00072551+0.00489363j -0.00264402-0.00154668j -0.0105641+0.00104199j -0.00411743-0.0084817j 0.00893049+0.011517j 0.00503741-0.00387964j 0.00114945+0.00851897j -0.00707151+0.0096946j -0.00629717-0.0143428j 0.0180046+0.00952567j -0.0215067+0.0224776j -0.0119534-0.00195896j 0.0121295-0.00572104j -0.0134102+0.00926628j 0.0101228-0.00675937j 0.000417939-0.00456011j -6.01386e-05-0.00382985j -0.0027618+0.00281227j -0.00444604+0.00325511j 0.00293651-0.00118836j -0.00259388-0.000381929j 0.00227124+0.00403531j 0.00277035-0.00320395j 0.00985271+0.00599024j -0.00175958-0.00143508j -0.00549483-0.000249641j -0.00244736+0.000128347j 0.00714603-0.00144293j 0.00310399+0.00541106j -0.0122489-0.0183706j 0.00575332+0.0110329j 0.0027585+0.00350126j 0.00906564+0.0074867j -0.00606091+0.00125342j -0.000230854-0.00748686j -0.00460168-0.00482969j -9.93533e-06+0.00640936j -0.00173149+6.52529e-05j -0.000884342+0.00222968j -0.00159655-0.000895313j -0.00533343+0.00145723j 0.00302032-0.0038329j 0.00389003+0.00253466j -0.00514256+0.00618184j -0.00217883-0.000511123j 0.0020343+0.00185957j 0.00300164-0.000282198j -0.00159728+0.00422891j -0.00103786-0.00148952j -0.00139232+0.0055177j 0.00415774+0.00571595j 0.00447103-0.00471079j -0.00103707+0.00320938j 0.00297597-0.00385466j -0.00123708-1.76066e-05j 0.00266083+0.00218129j 0.000855517+0.00050179j 0.00822288-0.00265383j 0.00714479-0.00377318j 0.00176567+0.00374734j 0.00581829+0.00278526j 0.00339763+0.00281776j 0.00480474-0.00137583j -0.00221921+0.00223364j -0.00558225-0.0049134j 0.00853242-0.00343542j -0.000441723-0.0028972j 0.0138484-0.00405577j -0.00292612+0.00515733j -0.00519447+0.00172265j -0.00255644+0.00734125j 0.0025904+0.00271718j 0.00780439+0.00180155j -0.000266475-0.00725852j -0.00123278+0.00141678j 0.00308168+0.00720857j 0.000232743+0.00866651j 0.00396397+0.00696325j -0.00337846-0.00193699j -0.00871136+0.00152463j 0.006572+0.00105708j 0.00655389+0.00120963j -0.00721288-0.00470268j -0.00360647-0.00968776j -0.00798254-0.00215211j -0.00346314-0.000147225j 0.00861154+0.00299714j -0.000336193+0.00338125j 0.00841037-0.00546296j -0.00326972+0.000134096j 0.00298177+0.000437075j -0.000763059+0.000966613j 0.00433502+0.00498693j -0.00270585+2.72965e-05j 0.00323035-0.00225206j 0.000942607-0.00153724j 0.000329154-0.00206422j 
-0.00355372+0.00684769j 0.0156928+0.00533138j -0.00251608-0.00600309j 0.00676752-0.0111539j -0.00601647+0.00879015j 0.00371383+0.0163222j -0.00101166-0.000550872j -0.00718851+0.00158545j 0.00602946+0.00279824j 0.00253214+0.0040416j 0.0104815-0.00753163j -0.00195151+0.00257384j -0.0137955+0.00139595j 0.0048396-0.00250603j -0.0123609-0.00756062j 0.00830503+0.0010618j -0.00256623-0.0167504j 0.00122506-0.00585491j 0.00410142-0.00176085j -0.0066097-0.00328495j -0.00329932+0.000699319j -0.000293814-0.00911948j 0.00143253+0.00544684j -0.00189058-0.00521949j -0.0104957-0.000640373j 0.000398725-0.00080969j 0.00376304+0.000726415j 0.00576189+0.000406322j 0.0071201+0.000252171j -0.00948439+0.00479274j 0.00247271-0.00381861j -0.00285656-0.00240606j 0.00251039+0.00428153j -0.00380103-3.55232e-05j -0.0110435-0.0105929j 0.00374824+0.000472816j 0.00133166-0.000157811j 0.00542258-0.000874989j 0.00643001-0.000382292j -0.00203105-0.00509201j 0.00951848+0.00411371j -0.00598398+0.00654949j -0.00421691-0.00469228j 0.00071576+0.00234084j -0.00172864-0.00127757j -0.00366148-0.000150905j 0.00445018+0.00320191j 0.00269026+0.00119453j 0.00268131+0.0010767j -0.00340651+0.0012642j -0.00910648+0.000384874j 0.000535599+0.00429534j -0.00427947+0.00116302j 0.00504232+0.00172675j 0.00779217+0.00536639j -0.00633316-0.00302162j 0.000421043-0.00245118j -0.00122615+0.00146553j 0.00379442+0.00377189j -0.00585988-0.000593033j -0.00292651+0.00545745j -0.00905645-0.00361264j 0.000798629-0.000917358j -0.0076161-0.000405333j 0.00699929-0.000716477j -4.46374e-05-0.000577217j 0.00294092+0.00135351j 0.00750437+0.00278858j -0.00409321+0.00494009j -0.00929476+0.00462963j 0.00484661-0.00339805j -0.00299169-0.000863318j -0.000607226-0.00619123j 0.00952554-0.00075201j 0.000152767+0.00271053j 0.00190871+0.00216509j -0.00446777+0.00156937j -0.0023952+0.000975039j -0.00308126-0.00387944j 0.00362671-0.0047086j -0.000402712+0.00459067j -0.00429388+0.00520034j -0.0028785-0.00218988j 0.00526566+0.0052436j -0.00144177-0.00130048j 0.00995712+0.00277417j -0.00156947-0.0131391j 0.00187889+1.88682e-05j 0.00966128+0.0114844j -0.00157484-0.00205476j -0.000455085+0.000351713j 0.000257558+0.00156938j -0.00136199-0.00525308j 0.00319878+0.0035844j 0.000871023-0.0013969j -0.00171566+0.00321887j -0.00413026-0.00256191j 
0.000238421+0.00239661j -0.00118594-0.00719287j -0.00032603+0.000156894j 0.00254366-0.00805031j 0.0141675-0.0160011j -0.00578188+0.0065822j -0.00894409+0.0188743j 0.00253269-0.00904509j -0.0153598+0.0050457j 0.00438098-0.00095568j 0.0114805-0.0180172j -0.01211+0.0111906j -0.00671825+0.0225912j -0.00265914+0.0043165j -0.00373852+0.0089629j 0.00249757-0.00956488j -0.0036681-0.000190747j -0.000785385-0.00102807j -0.00420953+0.00370213j 0.00722037-0.000976373j -0.00801435+0.000125781j 0.00175742+0.004016j -0.00547567+0.00389123j -0.00310226+0.00423827j 0.00218418+0.00355122j 0.00186307-0.0035524j -0.00259717-0.00277603j -0.0020985+0.00532629j -0.00387235-0.00164949j 0.00780456-0.000286201j -0.00621928+0.00136307j 0.00458997+0.00266237j -0.00286301+0.00235782j 0.00227768-0.000127589j 0.0100719+0.008916j 0.000517119-0.00288856j -0.00224121-0.002573j -0.006085+0.00301237j -0.00255937-0.00458748j -0.000794589+0.00318893j -0.00680925+0.00369646j 0.00194621+0.00365756j 0.00349403+0.00203328j -0.00283533-0.00723734j 0.0046407-0.00600359j -0.0033769-0.00534306j 0.00447753+0.0078418j -0.00227167-0.006867j -0.00211631+0.00685325j -0.00217057-0.00324166j -0.000424591-0.00327476j -0.0049125+0.00748593j -0.000864079-0.00472943j 0.00496872+0.0040309j -0.00282288-0.000200463j -0.00368806+0.00723828j 0.00361859+0.000717557j 0.00354653-9.84958e-05j 0.00205392-0.00694236j -0.00574556+0.00582452j 0.00982771-0.00503811j 0.00372295+0.00622668j 0.00116304-0.000637745j 0.00292952-0.000221707j 0.00182785+9.66839e-05j 0.0175787+0.00157143j -0.00137672-0.000759612j 0.00422224+0.00108938j -0.00385919-0.000883124j -0.00343649+0.00342346j -0.00205179+0.00264588j 0.000761928-0.00494294j 0.0151947-0.00306479j 0.000631734+0.00501667j -0.00809947+0.00416357j -0.00123548-0.00219667j -0.00216989+0.00526472j 0.0050832+0.00202457j -0.00706801-0.00447933j 0.00265999-0.00725508j 0.0018844+0.00614666j 0.00540743-0.00312428j 0.0113402+0.00400257j 0.00355859-0.000537008j -0.0035147-0.00366707j 0.0029518-0.00518531j 0.00645825+0.00845391j 0.00738693-0.00406648j -0.00326346+0.00962088j -0.00129177+0.00463785j 0.00364952-0.00594518j -0.00258152+0.000266382j 0.00329796+0.00444963j 0.00643794-0.00758414j -0.000399442+0.0026845j -0.00271766-0.00154011j -0.000489472-0.000251863j 
-0.00098364+0.00185244j 0.00409718-0.00856601j -0.000282332-0.0136086j 0.00332094-0.0121668j -0.00817391+0.013372j 0.00805932-0.00173737j -0.0137231-0.00761089j 0.00279133+0.00968608j 0.0201538-0.004825j -0.0133057-0.0034563j -0.0110033+0.0111024j 0.00724625-0.0131358j -0.00314973-0.00861795j -0.00393629-0.00132424j 0.00607834-0.00867029j 0.00384092-0.0123376j -0.00250372+0.00181966j -0.0044107-0.00970037j 0.00126645+0.00611219j -0.00559197+9.98025e-05j 0.00350562+0.00224894j -0.00704043-0.00209571j 0.00506135+0.00599806j -0.0118769+0.00465004j 0.00877354+0.00324271j -0.00852532+4.41956e-05j -0.00413981-0.000963885j -0.00716234-0.00214555j 0.0016928-0.00980468j 0.0169618+0.00623415j -0.0082714-0.00405854j -0.00185224-0.00185731j 0.00430607+0.00103906j 0.0047327-0.00268651j 0.0051057+0.00230887j -5.69145e-05+0.000680428j 0.00213719-0.00285202j -0.00644613+0.00113037j -0.0037748-0.00701878j 0.000501152+0.00396614j -0.00204822+0.00316595j 0.00175747-0.000885919j 0.00179189-0.00298953j 0.00156648+0.00309132j 0.0026696-0.00290857j 0.00184172+0.00113645j -3.8908e-05-0.00265819j 0.00139402+0.00687946j 0.000741022-0.000264625j -0.00604394+0.00304485j -0.00465499+0.00226766j 0.00818403-0.00486903j -0.00657657+0.00534402j -7.98564e-05-0.00600993j 0.000975733+0.00283802j -0.00784157-0.0035903j -0.00115776+0.00426434j 0.00120953-0.0061222j 0.00170002-0.00240795j 0.00198031+0.000963457j 0.00324185-0.000245508j 0.00417184-0.00080974j -0.00215209-0.00089893j 0.00264572-0.00343314j -0.00181894-8.10303e-05j 0.00463385+0.00878398j 0.00847163+0.00796546j 0.0047972-0.00308278j -0.0118237-0.00063289j 0.0071612-0.00146896j 0.00378557-0.00261551j 0.000967991-0.00116354j 0.00468541+0.00236084j 0.00156073+0.00447866j 0.00473458-0.0037841j -0.00828735-0.0034443j -0.00672707-0.00878713j 0.00318148-0.00807024j -0.00381141+0.00476113j -0.00302938+0.00283803j 0.011088+0.00215774j 0.00290142+0.0067962j -0.00737329+0.00484139j 0.0098458+0.00521027j 0.00937251-0.00535961j -0.00259933+0.00463915j 0.00609492+0.00607321j 0.00391344+0.00174026j 0.00615421-0.00509302j 0.00536536+0.000366134j -0.00875196-0.000667278j -0.00217865+0.00205979j 0.00410053-0.00153394j 0.00143601-0.00110677j -0.000720505+0.0030976j -0.00264195-0.00420369j -0.00178443+0.000133564j 
-0.00271586+0.00171691j -0.00127267+0.00394669j 0.0049581-0.00925929j 0.00698708-0.00111927j 0.000230738-0.00102386j -0.00774576-0.00641849j 0.0112128-0.0110973j -0.00772035+0.0121896j -0.0125056-0.00494025j 0.0160181-0.0161785j 0.0103036+0.018879j 0.00345971-0.000319978j 0.00169915-0.0118209j 0.0030232+0.00194846j -0.0100952-0.0165518j 0.00274336+0.000350353j 0.0038899-0.00743478j 0.00488447-0.00655983j -0.00180376+0.00154733j 0.00411061-0.00346291j -0.00596251+0.000660139j 0.00913133-0.00269101j -0.0100036+0.00350265j 0.00538023-0.00728539j -0.00757492+0.00717066j 0.0032868-0.00137112j 0.00502826-0.000982277j 0.00107943-0.00366321j -0.00340019+0.00336805j -0.0119942+0.00206912j -0.00483013-0.00180835j -3.79809e-06+0.00145377j -0.00616963+0.0042136j -0.00209921-0.000215858j 0.00359873+0.00534646j 0.00266761-0.00529207j -0.00610404-0.00403823j -0.00336422-0.00195311j 0.00436388-0.00620488j 0.00198605+0.000292289j -0.000584868-0.00244289j -0.00428673+0.00252868j 0.00225871-0.00187497j -0.00084224-0.000856483j 0.00163573-0.00201313j -0.00484356+0.00423434j -0.00205373+0.000173779j -0.00500757+0.00100009j -0.00649718-0.00306993j 0.00440224-0.00232956j 0.0087935+0.00368536j 0.000143415-0.000830255j 0.0060594-0.00013681j 0.000358872-0.00286424j -0.00102104+0.00078583j 0.00881095-0.00274178j -0.000798162+0.00470107j 0.00183701-0.00805141j 0.00327203+0.000681286j -0.000621482-0.000854551j 0.00215837-0.00424176j 0.00334715-0.000586652j 0.000801444+0.0084753j -0.00401564-0.0019371j -0.00417013-0.0003095j 0.00806579+0.00831804j -0.00569568+0.00455316j -0.00225169+0.000325029j -0.00323391+0.00704595j 0.00545478-0.0068955j -0.005805-0.00807563j -0.000337427+0.00341608j 0.00672705+0.00661769j -0.00493288+0.00834945j 0.000331546-0.00395775j -0.00188392-0.0026643j -0.00301332-0.00225302j 0.0028009-0.00585829j 0.00504436+0.00557069j -0.00905756-0.00205154j 0.00257319-0.000786437j -0.0023664+0.00293989j 0.0059386+0.00419819j -0.00502425-0.00955831j -0.00112924-0.0153j 0.00225027+0.00131854j 0.00245962+0.00559694j -0.00231982-0.00239053j -0.00109455-0.00403519j -0.00084428-0.00531086j -0.00754075+0.00663619j 0.000413182+0.00162497j -0.00536947-0.000566737j 0.00578641-0.000700684j -0.00150416+0.00126721j -0.00419018+0.000434884j 0.00116312+0.00148087j 
-0.00339163-0.00607029j 0.00057412+0.00109862j 0.0165439-0.0056569j 0.00628898+0.0119206j -0.00875878+0.00651239j 0.00373262-0.00922736j 0.00955708-0.00677023j -0.00762629-0.000634911j 0.0171466-0.0219234j -0.00357394+0.0100699j 0.000913125-0.0175324j 0.011742-0.00400827j -0.0126142+0.0208278j 0.00921501-0.00969448j -0.013228+0.0142682j 0.0056127+0.00189867j 0.0042492+0.0077621j 0.0109354-0.0027353j 0.00354183-0.000421176j -0.000310394-0.0018793j -0.00460881-0.00496642j 0.00530923+0.0070938j -0.0107394-0.0035715j -0.00150574+0.0048954j -0.00376946-0.00517378j -0.00393641+0.00373517j -0.000322276+0.00655487j -0.00667016+0.000896894j -0.00205401-0.0015858j 0.00459028-0.0105775j -0.0122835-0.00295555j 0.00119+0.00096517j 0.0023407-0.00371494j 0.00520502+0.00241788j 0.00657317-0.00406781j 0.00380554+0.00531549j 0.00120744+0.000398709j -0.00109033-0.00596694j 0.00738366-0.00132186j 0.00112795+0.00204433j -0.00195091-0.000511759j -0.00249102-0.00568961j 0.00355161+0.000650643j -0.00321414+0.00268045j 0.000395236+0.00167884j -0.0035961-0.00265481j -0.000655773+0.00213056j -0.00260338+0.00136163j 0.00142935-0.00787669j 0.001604+0.00726497j -0.000352503+0.00750821j 0.00468293-0.00449243j -0.00324859+0.00120715j 0.00189071-0.000781521j -0.000462861-0.001671j 0.00635696+0.000505744j -0.00424543-0.00121839j 0.00733576-0.0029501j 0.00644452-0.000726476j 0.00249952-0.00213739j 0.00231432-0.00017126j -0.00231129-0.0010264j 0.00204934+0.000977268j -0.00451039-0.00260971j -0.00311441-0.00766869j -0.00200952-0.00235581j -0.00498212-0.00187382j 0.00695549+0.00146348j -0.00103838+0.00627167j -0.00530369-0.0033039j -0.00240526+0.00488607j 0.00169486+0.00190551j -0.000358244+0.00198489j -0.00337878-0.00222146j 0.00268272+0.00176043j 0.00102983+0.0105264j 0.00763114+0.00484445j 0.000821901+0.00152733j -0.000919671+0.00125942j -0.00783133-0.00286538j 0.00528072-0.0028791j 0.000606527-0.000738806j -0.00817077-0.00502845j -0.00350578-0.00759047j -0.00264726-0.000370057j -0.000353825-0.00084009j 0.00179686-0.00204718j -0.00307284+0.00265541j 0.00400704-0.00193716j -0.00078101-0.00284424j 0.00497245+0.00627998j 4.09742e-05+0.00143569j -0.000693757+0.000992839j -0.00371985-0.00246943j 0.00138079+0.00312792j 0.00275226-0.00113399j -0.00187975+0.000416476j 
0.00865898-0.00225833j -0.00565051+0.0015224j -0.00810968+0.0181686j -0.0193576+0.00520068j 0.00155494+0.00357653j 0.0104506+0.00296402j -0.00342916+0.0261758j 0.0106582-0.00571217j 0.0158597+0.00348919j -0.0125749+0.0151179j -0.00331544+0.00111785j -0.00358683+0.0144287j -0.00917191+0.00993079j -0.0053201+0.0209799j 0.000791907+0.0125448j -0.0123035+0.00781078j -0.00645818+0.00212006j -0.00259976+0.0110742j 0.0031407-0.00181095j 0.000683081+0.00133463j 0.00429466-0.00494262j -0.00520465+0.00493791j -6.16254e-05-0.00962044j -0.00116143+0.00069844j 0.00646905-0.0029867j 0.00238169+0.00240032j -0.00295929+9.54256e-05j -0.00481744-0.00312513j -0.00392448+0.00117109j 0.00914297+0.00252005j -0.00221077-0.00595131j -0.00116268+0.00371572j -0.00281926+0.00160552j -0.00137749+0.00508143j 0.00439381+0.00864705j 0.00050676+0.00594615j 8.25169e-05-0.00217474j 0.00257201+0.000363923j 0.00246106+0.00394584j -0.00129998+0.00250239j -0.00405521-0.00264656j -0.00179734-0.00312075j 0.00240597-0.000236712j -0.00150762+0.00159777j -0.00333065+0.00494897j 0.000830227-0.00541636j 0.00172462+0.000630543j 0.00175129-0.00161965j 0.000989726-0.00319201j 0.00188012+0.000896095j 0.00759736-0.00653774j 0.00403347-0.000912394j -0.000159128-0.0022393j -0.00455479+0.00330507j -0.00277775+0.00170519j -0.00203066-0.00125527j 0.00208934+0.000412143j -0.00293649+0.00855349j -0.000411992+0.00555801j 0.000535451-0.00159061j -0.00373162+0.00467235j 0.00486565-0.00420674j 0.00416009-0.00154498j 0.00118626-0.00339382j -0.00137244-0.00180498j 0.00356426+0.00456772j 0.00225324-0.00109158j -0.00877548+0.00724548j 0.00257438-0.00376755j 0.00148339-0.00401035j -0.000620189+0.00158308j 0.00948224+0.00173152j 0.00178284+0.00835789j 0.00102454+0.00233145j 0.0033095+2.19737e-05j -0.0117609+0.00365616j -0.00410136+0.000806854j -0.00162438+0.00265737j 0.00408066-0.000246423j -0.00053903-0.00376393j 0.000585511+0.00112475j -0.00197674+0.0034446j 0.00444606-0.00248357j -0.00397372-0.0028788j -0.000565046-0.00192093j 0.000945336+0.00351397j -7.60055e-05-0.00114937j -3.95197e-07+0.00211908j -0.00492165+0.00450985j 0.00158434+0.00177538j -0.00305345+0.00248328j -0.000300565+0.00440287j 0.000471018+0.00192171j -0.00340881+0.0013066j -0.0017404-0.00308029j 0.0001956+0.000602954j -0.00544411-0.00355231j 
