0.00207478-0.00339639j 0.00570239-0.00100528j -0.00462356+0.00117869j -0.0232846+0.00694635j 0.0039686-0.00164142j -0.020748+0.00353484j -0.0155124+0.00123035j -0.020546+0.00292156j -0.00907711+0.00136435j 0.00210083+0.00153859j -0.0149576-0.001041j 0.0186418+0.000809142j -0.0169849-0.00356688j 0.015681+0.00957362j 0.00761682-0.00461869j 0.00185004+0.00059461j 0.000598021-0.00414848j -0.00354314-0.00913089j 0.00267775+0.00328524j 0.0066068+0.0183103j 0.0022846+0.00822399j -0.00144762-0.00708633j 0.00413873+0.0186046j 0.00265701+0.0112412j -0.000389225-0.00862608j 0.00096098-0.00177228j -0.000698426-0.00484005j 0.000295001+0.000377922j 0.00182335+0.0206426j -0.000101727-0.00965898j -0.00102251-0.0107532j -0.000918105-0.00383722j 0.00150127-0.0122239j -0.00260288+0.0167164j -0.0059752+0.0114442j -0.00724055+0.00753244j 0.00172726+0.00879798j -0.000966977-0.00758892j 0.00620097-0.00182546j -0.00322977-0.00344176j 0.00151724-0.00233182j -0.00400925-0.0013376j 0.00401906-0.00561292j 0.00602623-0.00321281j 0.00916089-0.00340851j 0.000772253+0.00478139j 0.00178338+0.00618616j -0.00429321+0.00333825j -0.0081743+0.00191294j 0.00654634+0.00659127j -0.00742062+0.00312572j -0.00376981-0.00231239j -0.00393341-0.00938174j 0.00167614-0.00180817j 0.00613566-0.0054984j -0.00176325-0.00630065j 0.000451699+0.00820459j -0.00173175+0.00811662j 0.00237889+0.00446517j -0.00159954+0.00061236j -0.00303675+0.00224098j -0.00323864+0.00267191j 0.00496379+0.00407493j -0.00464937-0.00148112j 0.000654577+0.00325649j 0.0068498+0.00991163j 0.0012544+0.00250352j 0.00242419-0.0030863j 0.00477841-0.00501571j -0.0044786+0.00858923j -0.00503666+0.0026635j 0.00328854-0.00583768j -0.00674964-0.0010811j -0.00476983+0.000100398j -0.000409849-0.00128164j -0.000917853+0.00545258j 0.00280943+0.00930041j 0.00225265-0.00747384j 0.002354+0.00737179j -8.89111e-05-0.000282277j 0.00689302-0.00251869j 0.000671058-0.00875703j 0.00727771-0.00292453j 0.0068481-0.000130763j 0.000294422+0.00567776j -0.0109184+0.00120622j 0.00645243+0.00233535j -0.00164912-0.00810622j -0.00342495-0.000322024j 0.0056567-7.2099e-05j -0.00345013+0.00116107j 0.003708-0.000269238j 0.00134253-0.00541124j -0.00681829-0.00145322j -0.00234773+0.00148807j 0.00332349+0.000520048j -0.00144006+0.00108786j 
0.00423099+0.00969613j -0.0158341-0.00531471j 0.0107-0.000415556j -0.00661079-0.000113627j -0.000973066+0.00796083j -0.00106872+0.00361216j 0.00306475-0.00806956j -0.00200853+0.00299601j -0.0238309+0.0140137j 0.0188412-0.0102898j 0.0247021-0.0122994j 0.00148184-0.00146822j -0.0147614+0.00830477j -0.00770371+0.00811172j -0.00713202+0.000242722j -0.01666-0.00943359j 0.00865372-0.00432163j 0.00686155+0.00799449j -2.37756e-05-0.00309249j -0.00599657+0.00149099j 0.00269223+0.00616134j 0.00980341+0.00249701j 0.00577102+0.00220727j -0.0129428+0.00164058j -0.00430562+0.000217977j -0.000602742-0.000374177j 0.0113242+0.0007055j 0.004959-0.00998145j 0.00883136-0.00129745j 0.00957603-0.00483278j -0.0109244+0.00225018j 0.00965725-0.0084198j -0.00819605-0.00211264j 0.00444566+0.00216638j -0.00299547-0.000424704j -0.00104317-0.000196047j 0.00175574+0.00125131j 0.000835625+0.0084018j -0.000655477+0.0032923j -0.00355356-0.00693981j 0.00172017+0.00333556j 0.00376841-0.000226606j 0.0033804+0.00611651j 0.000731385-0.00218504j -0.00410674+0.00217621j 0.00586124+0.00235813j 0.000348327+0.00230686j -0.00282981+0.00236455j -0.000141068-0.00335855j -0.00137054-0.0022983j 0.00709992+0.00595997j 0.00266251+0.00186336j 0.00215474-0.00523098j 0.00353739+0.00447676j -0.000500472-0.00377169j -0.00319332+0.00304815j 0.00435168+0.00104738j -0.000674894-0.00324141j 0.00180352-0.00337623j -0.00130737+0.000384367j 0.000675723+0.00119839j -0.00582376+0.00128078j -0.00567725+0.00577836j 0.000960932-0.000882535j -0.000245124+0.00563218j 0.00299484-0.00843729j -0.00224879+0.00815817j 0.00458843+0.000793295j -0.00494235-0.00314517j -0.00478646-0.00323212j 0.00368697-0.00231815j 0.00285339-0.00277459j -0.00581968-0.00053049j -0.0005295+0.00108492j -0.00442622+0.00637425j 0.00118874+0.0046095j -0.00662486-0.00269133j 0.00376063+0.00211591j 0.00790892+0.00272908j -0.00729629+0.00366621j 0.000950307+0.000877525j 0.000958926+0.00188582j 0.00188945-0.00418575j 0.00576979-0.0016971j 0.00291671-0.00226281j -0.000336878-0.00197679j -0.000994781-0.00198569j -0.00108552-0.000232934j 0.00137798+0.00263623j -0.00338821+0.000659327j -0.000836276-0.0012278j -0.00115491+0.000557413j -0.00168663-0.00135522j 0.000135151-0.000735016j 0.00247818-0.0015933j -0.00186402+0.000114488j 0.00185637-0.00165443j 
-0.00233942+0.000366784j 0.00451905-0.00167132j 0.00291324+0.0128939j -0.0107288-0.00114814j -0.000610319+0.00749612j 0.0100187+0.00456114j 0.00714622-0.00243631j -0.016685-0.00168044j 0.00554899+0.0214278j -0.00859867-0.0165842j 0.00195675-0.0228557j -0.0113873-0.00073526j 0.00278992+0.0121128j 0.00440332+0.00632373j -0.000198592+0.00237347j 0.00503447+0.00151371j -0.00411431-0.000476967j -0.00310083+0.00885601j -0.000104419+0.00146322j -0.0021056+0.00199181j -0.005269+0.00170247j 0.00968856-0.00447434j 0.00656156-0.00221031j -0.000864082+0.0140878j -0.00213754-0.00211639j -0.00183562-0.00215102j 0.00239088-0.00782698j 0.000391482-0.00693468j -0.00196965-0.00999414j 0.000697946-0.0102459j -0.00334083+0.0108153j 0.00627225-0.0163743j -0.00393611+0.00856941j 4.76161e-05+3.99766e-05j -0.00136138+0.00489899j -0.0026107+0.00251145j 5.46383e-05+0.00116053j -0.00102328+0.0032677j -0.00412257+0.00290108j 0.00282396-0.00814009j 0.00271945+0.000135207j 0.00810193-0.000516776j -0.000876873+0.00176521j 0.00356598+0.00161387j 0.00111984+0.00130806j -0.000198146+0.00289473j -0.00270544+0.00260469j -0.00253882+0.00498359j 0.00453652-0.00614867j -9.89334e-05-0.00828902j 0.000151686+0.00212093j -0.0033597+0.00400831j 0.0048129-0.00105563j 0.00109671-0.00201141j 0.00322199+0.000411963j -0.00562956-0.00377885j 0.000841289-0.000870824j -0.00893962+0.00601143j -0.00546133+0.00580232j 0.0095158+0.00103244j 0.0064348-0.00736642j 0.00162766+0.00636562j -0.00134824+0.00596777j -0.000843638-0.00117294j 0.001997-0.00315578j 0.000899152-0.00688008j 0.00265042-0.000553144j 0.00750146-0.0057907j -0.00388497+0.00466905j 0.00473192+0.00197539j -0.00158425-0.00675578j 0.00383903+0.00194314j 0.000702006+0.00837344j -0.00328867-0.00298324j -0.00162849+0.00763149j 0.000610212-0.00420811j 0.00384612+0.00714974j -0.00484627-0.000765344j 0.00114094-0.00648976j 0.00365257+0.0018145j 0.00440418+0.00452659j -0.000696231-0.000263836j -0.00369699+0.00388791j -0.00330726-0.00551389j -0.00449958+0.000888412j -0.00170396-0.00060244j 0.000647582-0.0017216j -0.00206733+0.00198064j 0.00174943-0.00270748j 0.00364875+0.00022538j 0.0030924+0.00212912j 0.00151326-0.000686684j 0.00132779-0.00104389j 0.000988372+0.00248723j -0.000695665-0.00119704j -0.000330644+0.000444611j -0.00115124-0.00118307j 
-0.00583069+0.00108332j 0.00115058-0.00623835j -0.00139608-0.0077816j 0.0138899+0.00525984j -0.000777425+0.00421803j 0.00375311-0.00665183j -0.0173084-0.00976576j -0.0140175+0.00115212j -0.00758661-0.00234938j -0.00881501-0.00790806j 0.0152601+0.00780882j 0.0142444-0.0041641j 0.024035+0.0112894j 0.00910519+0.0136335j -0.00115999+0.00588783j 0.00402846-0.00445533j -0.00500293+0.0045116j -0.00213575+0.00375034j 0.00211849-0.0115486j -0.000858518-0.00175917j -0.00973565-0.000606508j -0.000492021+0.0207646j 0.0027558+0.0185017j -0.0039518-0.00484253j -0.00354799-0.0100013j -0.00376831+0.00506209j -0.00777316-0.00886524j 0.000382303-0.00860163j -0.00450833-0.00191211j 0.00421292-0.000311701j -0.0025965-0.00024799j 0.000289104-0.00122675j -0.000299943+0.000795274j -0.00082964-0.00294483j 0.00491141+0.00600026j -0.00447359-0.000947216j -0.00211095+0.00174381j -0.00530881+0.00821065j -0.00197176+0.000425267j 0.00230166-0.0019183j -0.00457298-0.00104634j -0.00109857+0.000947464j -0.00660954+0.00609948j -0.00135876-0.000607779j -0.00515796-0.0020348j 0.00507432+0.00107212j 0.000298665+0.00485373j 0.000209952-0.000936599j 0.00585093+0.00285347j 0.00105847+0.0052993j -0.0091447-0.00302938j 0.000516422+0.00375019j -0.00824639+0.00138397j -0.011982-0.00401688j 0.00635864-0.00228921j -0.00826439-0.00200319j -0.00379169+0.00443044j -0.00347234+0.0028993j 0.00336216-0.0013111j 0.0101224-0.00428416j -0.0104676-0.00312616j -0.00549692-0.00209918j -0.0149105-0.00648141j -0.00278956+0.00232156j 0.00465726-0.000206521j 0.00336116-0.000312029j -0.010942+0.00235321j 0.00690698-0.00679552j 0.012877+0.00656689j 0.00963173-0.00626227j 2.32298e-05+0.0028476j 0.00845593-0.00024519j -3.31319e-05-0.00613901j 0.00108034-0.00110294j -0.0065615-0.00213689j -0.00772339-0.0055411j 0.00245088+0.0012274j -0.00524982-0.00204723j -0.00179212-0.00154255j 0.00255881+0.00107631j 0.00364114-0.00108557j -0.00108414+0.00405797j -0.000840822-0.00428615j 0.000807973-0.0034459j 0.00171055+0.000323418j -0.00306013+0.0018619j 0.000712369+4.5752e-05j -0.00146184-0.000539928j -0.00173199-0.00193377j -0.00123835+0.00132169j 0.00383227+0.0013102j 0.000247669-0.000235114j 0.00193299+0.0023714j 0.00381363+0.00212893j 0.000984666-0.00068449j 0.000708765-0.000518866j -7.62626e-05-0.00131445j 
0.00544678+0.00397807j -0.00441105+0.00367889j -0.00558867+0.000680006j 0.0028012+0.00578927j -0.00827999+0.00164637j -0.0141533-0.0126997j 0.00429974+0.000353625j -0.00232757+0.0207839j -4.83058e-05+0.00660832j -0.0188244-0.00902056j -0.00360258-0.0178041j -0.0067597+0.00604816j 0.0113211+0.00798608j 0.00792837+0.00523305j -0.000926566+0.00526511j -0.00801909+0.000347136j -0.00764999-0.00335482j -0.00130572-0.00547458j -0.000622225-0.00336165j -0.00330685+0.00415388j 0.00722541-0.00192027j 0.00324821+0.00124518j -0.0016592-0.0024316j 0.002313+0.00334298j 0.00100261-0.00159742j 0.000961883-0.000505864j -0.00178081-0.00135057j -0.0119178-0.0162648j -0.00039452-0.00591825j -0.00563398-0.0183751j 0.00227693+0.00354257j -0.00699624-0.0175561j 0.000136739+0.00989801j 0.000181838-0.00180007j -0.00102249+0.000908946j -0.00132128-0.00139672j -0.00107036-0.00141771j -0.00204568+0.00144277j 8.32596e-05-0.00484479j 0.00300223+0.00267604j 0.00046924+0.00467194j 0.000447945+0.00448544j -0.000794783-0.00172051j -0.00430963+0.00142781j 0.00148667+0.00185652j -0.0040561+0.000594656j -0.00370318-0.00446131j -0.00463635-0.00161489j 0.00129356+0.00289402j 0.000683336+0.00471826j -0.00181689+0.00577485j -0.00674926+6.50479e-05j -0.00100937+0.00759112j -0.00243138+0.00496511j 0.00248153+0.00751072j -0.00440882+0.00186405j -0.00670521+0.00355799j 0.00315688+0.00300295j -0.00118895-0.00449744j -0.00577414-0.0105601j -0.00239917-0.00106606j 0.0116775+0.00886373j 0.00109677+0.00553418j -0.00193303+0.00105726j -0.00605592-0.00220318j -0.00212573-0.00320247j 0.00276317+0.00988651j -0.00671151-0.0152139j -0.0012663-0.00159736j -0.000881565-0.00867756j -0.00135457+0.000629968j 0.000854828-0.0101452j 0.00371587-0.00333744j -0.00555304+0.000519321j 0.0016019+0.00834001j -0.00203546+0.00377118j 0.00454472+0.00214285j -0.00615086+0.00227515j -0.00290057+0.0012021j 0.00153168-0.00118065j 0.00302654-0.00275211j -0.000286958+0.00195216j 0.000492833+0.00505665j -0.00215114-0.000530892j 0.000759911+0.00580223j 0.000623595-0.000679114j -0.00081771-1.68907e-05j -0.00114443+0.00266966j -0.000131653-0.00264419j 0.00194113-0.000387387j 0.00230795-0.000849483j 0.00224475+0.000961715j -0.00133468-0.00205341j 0.00278637-0.000447337j 0.000126203+0.000219336j -0.000869748-0.000196988j -0.00166432+0.000152036j 
-0.00427607+0.015474j -0.00867116-0.0101232j 0.00149607+0.013102j -0.00167457+0.00140302j 0.00151693-0.00209062j 0.00345687+0.0133055j -0.00163608-0.0104492j 0.00134021-0.0167364j 0.0178887+0.00862163j -0.0129302+0.00967245j -0.02023+0.000724473j 0.00421114-0.0130949j 0.0144108-0.0112725j 0.00779821+0.00113874j 0.00206808+0.00943664j 0.00102913-0.0116344j 0.00370846-0.0104578j -0.00318156+0.00760303j 0.000570624-0.0080834j -0.00764972+3.00019e-05j -0.00066915-0.00641725j 0.00312742+0.00320278j 0.00949262+0.00900537j 0.00659152+0.00661537j -0.00540267-0.00347868j 0.00277918-0.00570418j -0.00811423-0.00335141j -0.0126137+0.0144149j -0.0114817-0.00154384j -0.0165102+0.00670012j 0.00378214-0.00797901j -0.0104091+0.00594339j 0.0105912+0.00461035j -0.00277356-0.00476249j 0.000865094+0.00182827j 0.00069315+0.000465875j -0.00378127+0.00050598j -0.00815389+0.000377111j 0.00130174-0.00468773j 0.00197673+0.000529801j -0.00778925+0.00154766j 0.00129973+0.00188457j -0.00460375+0.00030152j -0.000105883-0.00379389j 0.000211948+0.00282365j -0.00189532+0.000244066j -0.00399411-0.00253437j -0.00284557-0.00675585j 0.00185061+0.00365823j -0.00120152+0.000260847j -0.00923638+0.00239688j 0.000857415-0.00197196j -0.00696248-0.00719941j -0.0041458+0.00485744j 0.00142605+0.00400136j -0.00511628-0.0096447j -0.000183339-0.000262139j -0.00222693-0.0125744j -0.00632289-0.00250931j 0.0047889+0.00838567j 0.00110015+0.00765012j 0.00358271-0.00774339j 0.00404767-0.00591317j 0.000971468+0.00330536j 0.00700317+0.00102868j -0.00360161+0.00243659j 0.00685308-0.00526665j -0.00121468+0.00839404j 0.0057309-8.19713e-05j 0.00083753+0.00278499j -6.9055e-05-0.00103972j 0.00096417+0.00913869j -0.00392883+0.00531804j 0.000923171-0.00268671j 0.00675744-0.0024531j -6.29246e-05+0.00232878j 0.00560783+0.00721192j -0.000953726-0.00312915j -0.0013822-0.00042118j 0.00702955-8.56591e-05j 0.00245037+0.00352557j 0.00252113-0.00609086j -0.00199002-0.000808202j -0.0064495-0.00279445j -0.00193671-0.00528334j 0.000360365-0.000354015j -9.3893e-05-0.00252905j 0.000836587+0.00125422j -0.00204232-0.00079579j -2.28506e-05+0.00268216j 0.00239337+0.00535941j 0.000752111-0.00111832j 0.00124977-0.00237809j 0.0019401+0.00668008j -0.000301222-0.00206017j -0.000526281+0.00095056j -0.000800833-0.000974245j 
-0.00162676+0.00829522j -0.00869253-0.00193645j -0.00463595+0.0109623j -0.000928356+0.00532631j -0.000775148+0.0315594j -0.00979063+0.00337916j 0.00191166-0.0211281j 0.00132263+0.00774325j -0.0130774-0.00310626j -0.00208697-0.00386759j 0.0120269+0.0132139j -0.0076416+0.000714113j 0.00176931+0.00813973j 0.00728326+0.012195j -0.00114035+0.00788633j -0.0062887+0.000664941j 0.00899902-0.0127854j -0.0036297-0.00409151j 0.00135695-0.00298781j -0.00405113+0.00822998j 0.00547726-0.0167361j -0.00404866-0.00983299j -0.00671236-0.00374335j 0.00658396-0.00841867j 0.00384538-0.00552105j -0.0114288+0.00493561j 0.0116369-0.00743901j 0.0152171+0.00234789j 0.00773894-0.00334898j 0.00524114+0.0090602j -0.00862404+0.00326201j 0.00529287-0.00311668j -0.00277288-0.00563349j -0.00174333+0.00357788j -0.00320066-0.00289332j 0.00342717-0.00110865j -0.00199975-0.00303136j 0.00261999-0.00442735j 0.00724361-0.000684226j -0.00344696+0.00251015j -0.00295458-0.00185817j -0.00509696+0.00128767j 0.00450358-0.00902215j 0.00529306-0.00187501j 0.000604729+0.00433844j -0.00594792-0.00403062j -0.000178907-0.00564467j -0.00155802+0.000511891j -0.0041447-0.000102053j -0.0048862-0.00499943j 0.00635478+0.000459355j 0.000480577+0.00812616j 0.00191789-0.0044606j 0.00289438-0.00337519j -0.00563806+0.0064927j 0.00944082+0.0025534j 0.00181402+0.000230293j 0.00410923+0.00436255j 0.0038015-0.00412348j -0.00571119-0.00811058j 0.00215311-0.00222007j 0.00108273+0.00587534j 0.00422386+0.00753233j 0.00158491+0.00330928j -0.00144894+0.0090724j 0.00133583-0.00183857j -0.000825958-0.00111635j 0.00142476+0.00316452j -0.0109579+0.00691627j 0.00382599+0.00202201j 0.00070088+0.00817083j 0.0018942-0.00698622j 0.00434883-0.0043492j -0.00865932+0.00598601j -0.00185477-0.000698633j 0.00207902+0.00270267j -0.00391276-0.000557687j -0.000404911+0.00226976j 0.00114943+0.00634754j -0.00326027-0.00571322j -0.000144463-0.00361678j 0.00193257-0.00185948j 0.0016812+0.00225691j 0.000126658+0.00445935j -0.000728336+0.00265056j 0.00185583-0.00243222j -0.00252675+0.00311399j 0.000865823+0.00499088j 0.00429288+0.00136647j 0.000124511-0.00379711j -0.00248538+0.000319725j -7.64596e-05+0.00159662j -0.000997077+0.00106364j -0.0016452-0.00256749j -0.000605534-0.00144749j -0.00288875-0.000662551j -0.00241537-0.0012387j 
-0.00117112+0.00403683j -0.00920771-0.00854754j -0.00355264-0.0120272j 0.0155812-0.00359548j -0.023365-0.0147422j -0.00712131-0.0199965j -0.00821386+0.0153469j -0.00555281+0.00945261j 0.00860697-0.00268308j 0.00401538-0.000344834j -0.0131186-0.0101312j 0.0025468-0.0171455j -0.00191525-0.0173072j -0.00484054-0.00732267j -0.00141704-0.000744781j -0.00547175-0.00827285j 0.00805309+0.00334011j 2.6687e-05-0.0141919j -0.00212689-0.0048647j 0.00354552+0.000565474j -4.51303e-06-0.00571615j -0.00760408+0.00121807j 0.000443275-0.0107601j -0.00340038+0.00871916j -0.00390373-0.00221949j 0.00955089+0.00931874j -0.0140764+0.00592014j -0.0074763+0.00961664j -0.00475598+0.00582478j 0.00317745-0.00718406j 0.00830455+0.00673093j -0.0081566+0.00394363j 0.00109232-0.00180796j -0.000657274+0.00135681j 0.00366264-0.00643693j 0.00116434-0.0020533j 0.00035704+5.34354e-05j -0.00252329-0.00609171j 0.00506332-0.010394j -0.00191437+0.0029403j -0.00362308+0.000863423j -0.0110496+0.00791422j -0.0025091-0.0066014j -0.00244052-0.00289972j 0.00170535-0.00155184j -0.00272708+0.00136515j 0.00270062+0.00196253j 0.00244861-0.00230361j -0.00529582+0.00459241j -0.00558041-0.00491619j -0.00721702-0.00471621j 0.00230055-0.00894154j -0.00717763+0.000473477j 0.000711549-0.00287156j -0.00607845+8.12715e-05j 0.000450466-0.00916289j -0.00285048-0.0131662j -9.17643e-06+0.00529559j -0.000831477+0.00696641j 0.00101263-0.00686052j 0.0023967-0.00352678j 0.000649549+0.00598201j 0.00642582-0.00103829j 9.84908e-05-0.00590257j 0.00223875-0.0178413j -0.000969372+0.00472885j -0.00130918+0.00459145j 0.00151672-0.00700712j 0.00324396-0.00286845j 0.001023-0.00243548j -0.000713926-0.00716708j -0.000117241-0.00506163j 0.00195334+0.00183406j 0.00509901-0.00506546j 0.00369292+0.0040924j -0.000575028-0.000253567j -0.00166437+0.00240991j 0.00245497+0.000875459j 0.000495063-0.00732002j -0.000194255-0.0018305j -0.00420432+0.00181841j -0.0039871+0.00121426j -0.000872085+0.000793278j -0.00035684+0.00375545j -0.00255032+0.00303056j 0.000973046+0.000841108j 0.000383917-0.000548491j -0.000214252-0.000207048j 0.00055716+0.00252159j -0.00333161+3.69852e-05j -0.00260585-0.000884102j 0.000872152-0.000881376j -0.000490777-0.000192658j 0.00144185-0.00289832j -0.000855746+0.00244607j 0.00146371-0.00172337j 0.00097832+0.000745903j 
-0.00378721-0.00888731j 0.0143693+0.0076816j 0.00573786+0.00442735j 0.00515556-0.000176612j -0.00324238-0.00309428j 0.00717881-0.00980705j 0.002151+0.0121887j -0.00832704+0.00176551j -0.0083741-0.00329472j -0.00599441+0.00996331j 0.0170095-0.00647935j 0.0185961-0.00696214j 0.0309846-0.0255833j 0.0211571-0.0257473j 0.0150659-0.00763899j 0.017381+0.0102023j -0.0182386+0.0072287j -0.00734374-0.00827207j 0.00640887+0.00861846j 0.00276393+0.00241502j 0.0010289-0.0078276j -0.00862387-0.00891191j -0.00523701-0.00947418j -0.00671068-0.00709374j 0.0109374+0.000969722j -0.0119257+0.00515599j -0.00601936+0.00435699j -0.0078912+0.00320747j -0.0013659+0.000215134j 0.00731649+0.00185092j -0.00924516+0.000180319j 0.000489065+0.00491015j 0.00188404-0.00253791j -0.00559454+0.00340548j 0.00259624-0.00323226j -0.00341284-0.00217557j -0.00530794+0.00293199j -0.012379-0.00628692j -0.00584583-0.00898585j 0.00189192+0.00546204j 0.00100825-0.000858492j 0.00209404-0.000690885j -0.00877363-0.00974633j 0.00353595+0.00633671j 0.00141951-0.00309328j 0.000301584+0.00305535j -0.00114133-0.00488284j 0.00203885-0.00196034j -0.00112863+0.003015j -0.00385192-0.0029096j -0.00375582+0.00188673j -0.00209293-0.000161597j -1.6716e-05+0.00154416j 0.000205703+0.00478229j -0.00425237+0.00961712j 0.000897549+0.00022901j 0.0035473+0.00193098j 0.00404127+0.00396779j 1.57395e-06+0.00125997j 0.00271305-0.00439434j -0.00168747+0.00199504j -0.00793737-0.00352481j -0.00124243+0.0113573j 0.00294123+0.00365407j 0.00926151-0.00097918j 0.00211643+0.000935624j -0.00343861+0.0048373j 0.00252219-0.00179171j -0.00296782-0.00410123j -0.00316054-0.00682107j 0.00225723+0.000496733j 0.00500026+0.000817816j -0.000656915-0.00234432j 0.000143843+0.00303416j -0.00367338+0.00423262j -6.97902e-05+0.00593171j -0.00593485-0.00361497j 0.000311375+0.00628461j 0.00237419+0.00608165j 0.00264834-0.0054793j 3.97347e-05+0.00462561j 0.000605608-0.00513101j -0.00169473+0.00210232j -0.00112287+5.83983e-05j -0.000759762-0.00205525j -0.00590011-0.00151746j -0.00281804+0.00120976j 0.00177285+0.000111949j -0.00403315-0.00320871j 0.00340025-0.00164766j 0.00379774+0.000297637j 0.00191075-0.00343598j -0.000412843-0.00257548j -0.00147198-0.000397388j -0.00150871+0.0036873j 0.0022158+0.000672137j -0.00157108+0.00620063j 
-0.00387443-0.00891621j 0.0112578-0.0042349j 0.015353+0.00759257j 0.00153457+0.0101013j -0.0198402-0.00916551j -0.0126162-0.0103534j 0.0145679+0.000300911j -0.00361311-0.0115694j -0.00144212-0.0156385j -0.0102318-0.0124994j -0.0110887+0.0129955j 0.0021641+0.00656252j 0.00259171+0.0261157j -0.00572842+0.0157456j -0.00703688-0.00107245j 0.00331726+0.00239204j -0.00299611+0.0120713j -0.00340715+0.00532005j 0.00103326+0.00633435j 0.00902911+0.00258401j -0.0159863+0.0149382j 0.00407664-0.00669404j -0.0055941-0.00815238j 0.000318596-0.00166356j -0.00680418+0.00771087j 0.00713782-0.0095874j -0.00860972-0.00120918j -0.000145565-0.00187241j -0.00344704-0.00110528j -0.00242206+0.0049179j 0.0146575-0.0045143j -0.00234228-0.00254599j -0.000758779-0.00084636j 0.00485981+0.000379273j 0.000286164+0.00251802j -0.0013762+0.00238107j 0.00333898-0.000683444j 0.00150056+0.00375486j -0.00378768+0.0101989j 0.00463425-0.00265007j 0.00170622+0.000169855j 0.00072472-0.0043687j -0.00305496-6.68521e-05j 0.00555404-0.00331501j 0.0017684-0.0027309j -0.00250196-0.000165804j -0.0029352+0.00396904j 0.00365672-0.00244902j 0.00157451-0.0042807j -0.00968232+0.00591473j -4.85895e-05-0.00449583j 0.00081838-0.00477315j 0.00694171+0.00752513j -0.00198776-0.00187139j 0.000413219-0.00711099j -2.4237e-05+0.00474176j -0.000826871+0.00479154j 0.00588818+0.00338151j 0.00534027+0.00431152j -0.00347912+0.00413568j 0.00658902-0.00549938j 0.00364391-0.000609656j 0.00966691-0.00889615j -0.0059293-0.0025931j -0.0103662+0.00223852j -0.00196322+0.00597031j 0.00137149-0.00602979j 0.00202222-0.00641959j 0.00409553-0.00708877j 0.0079669-0.0058948j -0.00774406+0.00317778j -0.00560376+0.00602895j 0.00517709-0.00241863j 0.00277278-0.00357127j 0.00182724-0.00262938j -0.00262943-0.0030838j 0.00671727-0.00847819j 0.00141708-0.000666895j -0.00190141+0.000418845j -0.000520618+0.00355472j 0.00203627+0.00132003j -0.00527381+0.00108012j 0.00401192-0.00127653j 0.00376049-0.00248457j -0.000870001+0.00344756j -0.000427598-0.00129516j 0.00259867-0.00078263j -0.000663583-0.000575136j 0.0030329-0.000115101j -0.00370353-0.000350445j 0.00084908+4.80179e-05j 0.00185544+0.00180388j 0.00118825-0.000124251j -0.00113655-0.000267578j -0.00131557+0.00144779j 0.000500881-0.0020993j -0.000971019-0.00103193j 
0.0142409-0.00975047j 0.00358313+0.0141406j -0.0161964+0.0179141j 0.00777582+0.00768051j -0.0115519-0.000723916j 0.0128013+0.00743749j -0.0153913-0.00328227j -0.000489009+0.00688435j 0.00230663-0.00108619j -0.0014361+0.0159917j 0.0102594+0.000616799j 0.0166298+0.019877j 0.0248453+0.00368843j 0.022924+0.00161154j 0.0134268+0.0105357j -0.00620089+0.0194932j -0.0174561+0.0086813j -0.0137532+0.0075658j -0.018481+0.00353441j 0.0115627+0.00434213j -0.00910447-0.00177338j 0.00967552-0.00331729j 0.00750737+0.00444416j 0.000834436-0.00449572j 0.00220214-4.04306e-05j -0.0195608-0.000654392j -0.00220511-0.000855299j -0.00687724-0.000624062j -0.00823481-0.0022838j 0.00330286+0.00284686j -0.0129442+0.000839526j -0.012253+0.00149293j 0.00427642-0.000618515j -0.00578564-0.00473144j 0.008933+0.00720554j -0.00765061+0.00150617j -0.00302335-0.000327132j 0.00867578+0.00330509j -0.0109457+0.00618286j 0.00172529-0.00205079j 0.00432024+0.00368264j 0.0164901+0.000875898j 0.000318271+0.00234047j 0.00231828-0.000315822j 0.00242126+0.00234756j -0.000105416+0.00253291j 0.000873943-0.00166956j -0.00120584+0.00172695j 0.00264593+0.00302061j 0.00130769+8.34368e-05j 0.00800959+0.0118152j -1.01304e-05+0.00422667j 0.00111985-0.00425792j -0.000316133-0.00168036j 0.00119119-0.0021482j 0.00082744-0.00241425j 0.0140321+0.00109355j -0.00168876-0.00388751j 0.00273478+0.00468519j 0.0110074+0.000790092j -0.00166063-0.000845805j -0.00441748-0.00273561j -0.000828418-0.00530284j -0.00246851-0.00141019j 0.00893609-0.000292144j -0.000960318+0.000533793j -0.0102192-0.00427925j 0.00514736-0.0012682j -0.000354789+0.00570354j 0.0033893+1.12224e-05j 0.000439385-0.00327192j 0.00686998-0.00177885j 0.000691335+0.000706942j -0.00273615-0.00156795j -0.00413509+0.001603j -0.00532442-0.00255885j -0.00631183-0.0025926j -0.00159927+0.000122534j 0.00330085-0.00226341j 0.00356154-0.00121246j -0.000524255-0.0033114j -0.00109117-0.0013686j 0.000902081+0.000558449j -0.00533147+0.00662244j 0.00100283+0.00158607j -0.00289402-0.00525667j -0.00018438-0.00285252j 0.00219131+0.00276518j -0.00288832-0.000304805j 0.00013337+0.000630741j -0.00540672-0.00116523j 0.00182556-0.000593269j 0.00400033+0.000560695j 0.000872326-0.00326244j -0.000695773-0.00164262j -0.000448297+0.00390253j -0.000146566+0.00135678j 
