2.05797e-05+0.00933362j -0.0188495+0.00719448j 0.013533-0.00387371j -0.00149889-0.00699938j -0.000206935-0.00101308j 0.00060754-0.000495654j -0.00773408+0.00011539j 0.00611368-0.000611537j 0.00134428+0.000462171j 0.00120471-0.00111481j 0.00120215-0.00228386j -0.00895758-0.000762243j -0.0102983+0.00679169j 0.00592832-0.00162118j -0.000317098+0.0012899j 0.00609027-0.00741575j 0.00523-0.00360498j -0.00119109+0.00277299j 0.00085926-0.00329525j 0.00115642+0.00461906j -6.49277e-05+0.00229349j 0.00865538-0.00344278j -0.00248939+0.00208851j 0.00324995+0.000301071j 0.00272154-0.00184433j -0.00842779+0.00642361j -0.000193615+0.000999877j 0.00288363-0.000694446j 0.00798615-0.00179232j 0.000371562-0.00239749j -0.00109739+0.000661249j 0.00932475+0.000225637j -0.00173897-0.00152178j -0.00662185+0.00269776j -0.0042504-0.00255189j -0.00776452+0.00335669j 0.00682277+0.00651726j -0.00130812-0.00220225j -0.000104104+0.000264414j -0.00399805+0.000832755j -0.00498818-0.00412814j -0.00673311-0.00368777j -0.00193223-0.000157217j -0.0102244+1.18875e-05j 0.00371954-0.00262219j 0.000432593+0.00205287j 0.00451217+0.00365648j 0.000270771+0.00435461j 0.00145665-0.00197292j -0.0004929-0.00238523j -0.00205716+0.00432847j 0.00203056+0.00427593j -0.0110812-0.00415924j 0.00133784-0.0108152j -0.0062012-0.018612j -0.0173062-0.00438237j 
-0.000180547-0.00225908j -0.00139012+0.00695219j 0.000581021-0.0059641j -0.000554268-0.00713194j 0.00223327-0.00649183j -0.00238032+0.00019484j -0.000220414-0.00500208j 0.000234224+0.000427759j 0.00232798-0.00500133j 0.00403037+0.00164118j 0.000293078-0.00282393j 0.000308892+0.00142018j 0.0007424+0.00115181j 0.00477375-0.00192143j 0.00110155-0.0035968j 0.0016667+0.00358418j -0.00440811+0.000533033j 0.00309068-0.00346076j 0.000650894+0.00144036j 0.00528091-0.00200773j -0.00659347+0.00040189j 0.0065011+0.007592j 0.000396576+0.00293176j -0.000789178+0.00804983j 0.00031834+0.000434353j 8.731e-05+1.19034e-05j -0.00338931-0.0013134j -0.000386168-0.000816494j 0.00544006+0.00444399j 0.00167177+0.000214511j 0.00454554+0.00201687j 0.00129445-0.000213218j -0.00351824-0.0050428j 0.00408547+0.0060296j -0.00803454-0.00247745j -0.00654681+0.00109295j -0.00238432-0.000127295j -0.00316385+0.00341299j -0.0024411+0.00421658j -0.00583345+0.00699784j 0.000714705+0.000181772j -0.0116659+0.001921j 0.00140957-0.00103871j -0.000925418+0.00350789j -0.00784888-0.000639805j -0.000663483+0.0111619j -0.000678489-0.00778299j 0.00132063+0.00818061j 0.00631776+0.00332188j 0.00685437+0.00325947j 0.00161847+0.00680607j -0.00331688+0.00893127j 0.0142347+0.0034435j -0.0126188-0.000639813j 0.0121367-0.00377459j -0.00342263-0.00441583j 
0.000857311-0.00544242j 0.00240247+0.00194284j -2.08037e-05-0.00218552j 0.0018576+0.000371556j 0.00354138-0.00216558j 0.00304909+0.00395651j -0.00511535+0.00314861j 0.00134816+0.00131591j 0.00289982+0.00246635j 0.000201513+0.00220873j -0.00146262-0.00351956j 0.000914382+0.00350473j -0.00115844+0.00218118j 0.00222249+0.00327688j -0.00650262+0.0070856j 0.00211686+0.00171191j -0.00490026-0.00245994j -0.00457301-0.00613454j -0.00046909+0.000218098j -0.000758052+2.46222e-06j -0.00238347-0.00171084j 0.0042484+0.000891842j 0.00281344+0.00224244j -0.00102766+0.00250071j 0.000685897-0.00244871j 0.00293693-0.000669611j -0.00375377-0.0020146j -0.00561425+0.00624365j -0.00138758+0.00604169j 0.00124783-0.00259153j 0.0028431+0.00426035j 0.00247028+0.000886996j -0.00533335+0.00195675j -0.0032368+0.00536054j 0.00159583+0.00548464j 0.00378646+0.00271397j 0.0107359+0.0010862j -0.0157196+0.00893352j -0.0104514-0.00578603j 0.0024793-0.00393477j -0.0103927-0.00163563j 0.008761+0.00203815j 0.0119809-0.00151332j 0.000865632+0.00332283j 0.00325555-0.00363448j -0.00332732-0.00460811j 0.00740854+0.00655729j -0.0101821+0.00293733j -0.0136753-0.00542183j -0.00347224-0.0032002j -0.00399824-0.00533978j -0.00816095-0.00841135j 0.00744232+0.00831281j -0.00460538+0.00579278j -0.00114624-0.00486058j -0.00939288+0.00508914j 
0.00182125+0.000152795j 0.00260728+0.00433811j -0.00266704-0.00534133j -0.00156497+5.02958e-05j -0.000331323+0.00303396j -0.00172054+0.000747508j 0.00100335-0.00248015j -0.000897992-0.00153894j -0.000521191+0.00265628j 0.00260204-0.00164165j -0.000570688-0.0016454j -0.00215722-1.55681e-05j 0.00265275-0.00150754j 0.00152585+0.00601802j -0.00119675-0.000755491j -0.00160662-0.003224j 0.00400189-0.000327988j 0.004649-0.00128578j 0.00272082+0.00321641j 0.000248688-5.24949e-05j -0.00192136-0.00509666j 0.00197723-0.000242753j 0.000590917+0.00160234j 0.00896376+0.00255105j 0.00230614+0.00776218j -0.000913191-0.000931617j 0.00231729+0.00207025j -6.48066e-05-0.00166589j -0.00358212-0.00974861j 0.00333412+0.00106533j 0.00114077-0.00235466j -0.00097072-0.00168565j 0.00293331+0.00312947j 0.000921004+0.00107088j -0.00341358+0.000961125j -0.00160771+0.00356385j -0.00595691-0.00287653j -0.0106132-0.00928177j -0.00172418+0.000528176j 0.000268494-0.0030542j 0.00285079-0.00299764j -0.00264934-0.00549348j 0.00118214+0.0064062j -0.000231396+0.00409476j -0.000210549+0.000805201j -0.00184798-0.0136351j 0.0119782-0.00370858j 0.000164423+0.00550815j 0.000375064-1.77421e-05j -0.00736848+0.000400641j 0.00114088-0.00760325j -0.00289599+0.0139673j -0.00309491+0.00169009j -0.000705223-0.00195972j 0.00594104-0.00994985j -0.00423252+0.000427844j 
0.00183511+3.28897e-06j -0.000108875+0.00119952j -0.000572258-0.000798759j -0.00103805+0.00147394j -0.00175696+0.000453759j 0.000440514+0.0012133j 0.00441567+0.00233535j -0.00281567-0.0011406j -0.00350425+0.00118181j 0.00373859+0.00421122j -0.00122469-0.000945688j 0.000370944+0.00226325j 0.00644806+0.00429889j -0.00422857-0.00023493j 0.00145198-0.000479112j 0.000367272+0.000491409j -0.00223057+0.00110379j 0.000675005+0.00122852j -0.00255069+0.00369711j 0.00252811+0.00270836j 0.0018217-0.0016373j 0.00496464+0.00307162j 0.00125819+0.00221756j -0.000840658+0.00153149j -0.00378358-0.00109453j 0.00163706+0.00244908j -3.10873e-05+0.000804907j -8.88808e-05-0.00407465j 0.00693497+0.000294006j 0.000571352+0.00123618j -0.0028538-0.000899844j -0.000333099-0.00437165j -0.00484265+0.00227771j -0.00681612-0.00636701j -0.00441462+0.00209777j -0.00459535-0.00360947j -0.00301633-0.00824673j 0.00298501-0.00904303j -0.00267791-0.00575621j -0.000189772+0.0057452j 0.003417+0.00111956j 0.00419551+0.00607039j -0.000782489+0.00732281j 0.00177582-0.00729882j 0.00512546-0.00755816j -0.000904956-0.00902348j 0.00641804+0.0106338j -0.00402731+0.0114205j -0.00117658-0.00416559j 0.00352871-0.0110164j 0.00301705+0.00188656j -0.00825012+0.0136986j -0.00375779+0.00351833j -0.00220757-3.80406e-05j 0.000320009-0.00382654j -0.00352+0.00293161j 
-0.0029229-0.00380193j -0.000349104+0.00238254j 0.00149146+0.000535194j 0.00248996+0.00152173j -0.000261175-0.00297477j 0.000811947+0.000347746j 0.00477926+0.001489j -0.000146006+0.00333754j 0.00283181-0.000947776j 0.00182433+0.000726405j -0.00104324-0.00285545j 0.00183285+0.0035258j 0.00187741-0.0032346j 0.00370309-0.0028283j 0.00429236-0.0028191j -0.000630274+0.000974248j 0.000692654+0.00256631j 0.000498141-0.00177037j 0.00256982+0.00124378j 0.000889835-0.00226337j -0.00232814+0.000916325j -0.00201303-0.00269325j 0.000312316-0.000665841j 0.00254581+0.00117275j 0.000213314+0.00319164j -0.00240895-0.00310594j 0.00199006+0.00389798j 0.00488351+0.00273195j -0.000397492-0.00339296j -0.000645025-0.00244937j 0.00338403-0.00331881j -0.000955324-0.000354992j 0.00199607-0.00209807j 0.00123612-0.00149355j 0.00451307+0.00221738j -0.00056239+0.0081381j -0.00442784+0.00472196j -0.00167864-0.00223555j -0.00174511+0.00141732j 0.00109975+0.00818481j -0.000438183-0.0125591j -0.00275539+0.00796933j -0.00168231-0.00328064j -0.00321357+0.00416802j 0.00600643+0.00989749j 0.0135298+0.00124628j -0.0115294+0.0150535j -0.00311285-0.0116829j 0.0100801+0.00516645j 0.000352582-0.00248059j 0.0112477-0.0107885j 0.00315339-0.00697941j 0.00567094+0.0039544j -0.00899605+0.00307447j -0.0034317+0.00596307j -0.00286602+0.0112059j 
0.00463871-0.00267395j -0.00274538-0.000694735j 0.00293048-0.000198522j -0.000841948-0.00378904j -0.000365789-0.00115424j -0.00240084-0.00218237j 0.00338993-0.000557379j -0.000494317+0.00193254j -0.00474572-0.00169159j 0.00405529+0.000378596j -0.000387213-0.000311512j -0.000132645+0.00127957j 0.00320702-0.00117915j -0.00630775+0.00454339j -0.00689824+0.000856883j 0.00209269-0.000382564j 0.00114639+0.00418302j 0.00278553+0.000330171j -0.00188472+0.00177439j 0.00173041-2.05549e-05j 0.00290243+0.00248784j 0.00476422+2.54685e-05j -0.00227179-0.00230145j 0.00459654+0.00715778j -0.000943878+0.00193675j 0.00354356-0.00057227j 0.00290203-0.00390897j -0.00709139+0.00390762j 0.004641-0.00463773j 0.000705039+0.00353297j -0.00341475+0.00373951j 0.00213564-0.00361758j -0.00750181+0.00574391j -0.0100861+0.00404158j -0.000361383+0.00398921j 0.00205913+0.0021701j 0.00707842+0.000296947j -0.00893317+0.000845278j -0.000126939+0.00900729j 0.00092039+0.00130685j -0.00357329-0.00840044j 0.00971557-0.00720716j 0.00937335-0.0011459j -0.00622985-0.0037448j -0.0125957-0.000906016j -0.00483075+0.00154241j 0.00207789-0.00923868j 0.00297271-0.0049196j -0.0106816-0.000774694j -0.00730929-0.0104032j -0.000117527-0.00183557j 0.0044954-0.00542573j 0.00967137-0.00269984j 0.00302158+0.00363845j -0.000846884+0.00514099j -0.000138722-0.00665495j 
0.00207769+0.00190399j -0.000524917+0.000210573j 0.00409834+0.00178625j 0.00213026+0.00403689j -0.00102424+0.00856107j -0.000758588+0.0011487j 0.00203854-0.00463123j -0.00325763+0.0026766j -0.00402035+0.00311582j 0.00266318-0.00494015j 0.000191966+0.00175725j 0.00284631+0.000561581j 0.0053906-0.00623986j -0.00238682+0.00246659j -0.00822182-0.00114905j -0.000218463-0.000170945j 0.000943362-0.00338038j 0.00200797-0.00753414j 0.000630782+0.00149641j 0.00291305-0.00210609j 0.000661969-0.00493089j 0.00585047-0.0048902j 0.00160401+0.00245803j 0.00218662+0.00147901j 0.00132578-0.000108717j 0.00328843+0.00130769j -0.00170471-0.00319974j 0.00466499+0.000241j -0.00234552-0.00402778j -0.0038322-0.00350761j -0.000405171+0.00549308j -0.00530157+0.00506811j 0.00573548+0.0054914j 0.00555288+0.012805j 0.00101084+0.00444291j -0.00392323-0.00422335j -0.013919+0.00491887j 0.00472227+0.000307969j 0.00373677-0.00335966j 0.0135008+0.00112359j -0.00328655-0.000527417j 0.00313563+0.0024523j 0.00255117+0.00246417j -0.00568509+0.00366854j 0.00161706+0.0017742j -0.00422459+0.00204182j -0.000121452+0.00508779j 0.0124324+0.00752001j -0.00022038+0.00529874j -0.0118029-0.00251953j 0.000424941-0.00256874j 0.0111549-0.00334026j -0.00902392+0.00643332j 0.00197716-0.00138369j -0.000241371+0.000726466j 0.000879603-0.000402079j 
-0.000607984-0.000964371j 0.00233759-0.000980524j 0.00109989-0.00248644j 0.001725-0.00314345j 0.00015463-0.0036812j 0.00420536-0.00165308j -0.00221041+0.00794348j 0.000566515-0.000893654j -0.00018136-0.000527543j -0.00118203+0.0017977j -0.000518289-0.000875209j 0.00253123-0.0012755j -0.000546347+0.00327543j -0.00292616+0.00349366j 0.00159979+0.00633352j 0.00439962-0.00121573j -0.00754099+0.00486634j -0.00814532+0.0043322j -0.000454221+0.00300632j -0.000963112+0.00153828j -0.00172015+0.00285901j 0.0017792-0.00338708j 0.00278883-0.00378766j 0.00387528+0.0118736j -0.00746367+0.00281702j 0.00199613-0.00260351j -0.0055025+0.00782468j 0.00702125+0.00391336j 0.0131468-0.00488786j -0.00525165+0.00327064j 0.0083509-0.0047414j 0.00871164+7.83072e-05j 0.0016157+0.00187529j 0.0151987-0.00247009j 0.00229767+0.00133118j -0.00412881-0.000510807j 0.000637056-0.00351726j 0.0178868-0.000462021j -0.00877744+0.00467961j -0.000994502-0.0015656j 0.007695+0.0046097j 0.0062143-0.00480453j -0.0047187+0.000507302j 0.00645461+0.00404086j -0.0010454+0.00345723j 0.0135453+0.00210541j 0.00719523+0.000595806j 0.0108333+0.00358534j -0.0043594+0.00991341j 0.00211656-0.00222378j 0.00515105+0.00526525j -0.0132507+0.00222743j 0.00370764-0.00168462j 0.00368269+0.00127218j -0.00143281-0.00121929j -0.000144083+0.00271865j 
-0.00065491-0.00345048j 0.000600707+0.00502115j 0.000397346-0.00689687j -0.00329603-0.00387149j -0.00294923-0.000874204j 0.00163842-0.00166802j -0.000676221-0.00633668j 0.00263755+0.00240478j -0.00215975+0.00154656j 0.00428506-0.00631387j -0.00230048+0.00107024j 0.00283639-0.0013695j 0.00402203-0.00726381j -0.00194889+0.00287862j -0.000470226+0.00337241j 0.00319181-0.00247948j 0.00114487+0.00550525j -0.00446455-0.00156298j 0.00291819+0.00243173j 0.000831281-0.00894753j 0.0035795+0.00120253j 0.0064561-0.0102576j 0.0037534+8.53755e-05j 0.00199734-0.00563921j -0.00537664+0.00444003j 0.0054044-0.0080201j -0.00782443+0.000939902j -0.00429431-0.00468095j 0.00559319-0.00346004j 0.00129962+0.00203888j 0.00453786+0.00245582j -0.00215944-0.00365216j 0.00256979-0.000939859j 0.00241702+0.000500959j 0.000192962+0.00192136j -0.005169+0.00714253j -0.000257356+0.0036918j 0.000545776-0.00133675j 0.00396075-0.00176449j 0.0121577-0.00500448j -0.00251862+0.00461204j 0.00923841-0.00138061j 0.0030313-0.006262j -0.00726562-0.000786993j -0.00629916-0.00152703j 0.00199538+0.0059276j 0.00271178+0.00233144j 0.0122057-0.00626652j 0.00235915-0.00192027j -0.0126957+0.0022384j 0.0048915-0.00327108j 0.00502744+0.00022659j 0.00666494-0.00840502j 0.0021914+0.00462297j 0.00359052-0.00343478j -0.00298684+0.00179526j 
0.00102821-0.00600408j 0.00160028+0.00156004j 5.56265e-05-0.00256713j -0.000546003-0.00277266j 0.00044755-0.00285929j 0.000859023+0.00343549j 0.00164445-0.000146134j -0.000570715+0.00230595j -0.000743195+0.000258218j 0.00224169+0.000932392j -0.00435967-0.000639947j 0.00117172+0.00402242j 0.00223424+0.0020035j 0.00658848+0.000719528j -0.00246665+0.00817598j -0.00196384+0.000422209j 0.00213451-0.000148139j -0.00365335-0.00211706j 0.00339031+0.00120358j 0.00232611-0.00143309j -0.00109992+0.00234337j 0.00402112+0.00145402j 0.00122957+0.00244165j 0.0148228-0.0106109j 0.00599074-0.00592632j 0.000321869+0.00021977j -0.000585086-0.00713078j 0.00678774+0.000993225j -0.00693373+0.00355522j -0.00271227-0.000820855j 0.00298145+0.0010742j 0.00160468-0.00485506j 0.00399874+0.00361787j 0.0121642+0.00425463j 0.00239501-0.00267098j 0.00356263-0.00532755j -0.000149493-0.00605857j 0.0016423+0.0132745j 0.00928042+0.00295739j 0.000995064+0.00331742j -0.00940797+0.0037043j -0.00854662-0.00261489j 0.000740269-0.00592308j 0.00847109-0.00283323j 0.00769501+0.00258041j -0.00802173-0.00110122j -0.0100052-0.00628244j 0.00129821+0.00989248j 0.00335858+0.0094802j -0.0070689+0.00430452j -0.00737186+0.000516331j -0.00473319+0.0040646j 0.00563477-0.00481641j 0.000616771+0.00135169j -0.00120201-0.00140376j -0.00430279+0.00383297j 
0.0032397+0.000253914j 0.0020754-0.00107179j 0.000421764-0.00170915j -0.00102518-0.00441606j 0.000152047-0.00265314j 0.00086848+0.00118859j -0.00415483+3.19495e-05j 0.00209965+0.00194443j -0.00394346-0.00180138j 0.000790388+0.00183147j -0.00410753-0.000257086j -4.9807e-05-0.000399249j -0.00260881+0.00233928j -0.00346248-0.00429961j -0.0100185+0.000391328j 0.00150377+0.00213261j -0.00111198-0.000112027j -0.00449812-0.000687624j -0.000134673-0.00211916j 0.000729118-0.00163328j -0.00027731+0.00661071j 0.00542182+0.00362012j 0.000293189-0.000984182j 0.0113809-0.00202199j 0.00215613-0.00424929j 0.00291722+0.00605622j 0.00185771-0.00170586j -0.00154389-0.0102331j -0.00101106+0.000886037j -0.00594217+0.005871j -0.000976843-0.00457456j 0.00732427+0.000101635j -0.00289076-0.00330958j 0.0111218-0.0138611j -0.00127866+0.00104117j 0.00307503+0.0015956j 0.00472285+0.0104638j 0.00629568-0.00798477j 0.00619306+0.000367805j 0.00859806+0.00220227j -0.00229885-0.000753284j 0.0055946+0.0132631j -0.000449012+0.0104999j 0.0138206-0.00318739j 0.0060564-0.00387913j 0.00183404-0.00974236j 0.000156666+0.003373j 0.00631073+0.000149858j 0.00322246-0.0131747j 0.00378669-0.00520583j -0.00345562-0.00100491j -0.000916708-0.000203824j 0.00437145-0.00307916j 0.00262833+0.00738542j -0.000776658-0.0047201j -0.000235187-0.00495195j 
-0.00136905+0.00133144j 0.000759791-0.000646521j 0.0014989+0.00107245j 0.002343+0.000107898j 0.000797554-0.00121544j 0.00126624+7.68734e-05j -0.00196599+0.00221085j 0.00259941+0.000158032j -9.96008e-05-0.00137192j 0.00287033+0.000813062j -0.00507165-0.00161671j -0.00291611+9.96353e-07j -0.000513931+0.000473929j 0.00223167-0.00225055j -0.00623221-0.00184846j -0.00442961-0.000621771j 0.00749363-1.3521e-05j -0.00201469+0.0010583j 0.000705455-0.00204211j 0.000163481+0.000818203j 0.00372863+0.00158487j 0.00283664+0.00277712j -0.00334533-0.0018717j -0.0101788+0.00931558j 0.00187879+0.00107048j -0.00212162+0.0017739j -0.00855083-0.00302948j -0.00596238+0.00111223j 0.00905387-0.0046339j -0.00820947+0.000363253j 0.00692358+0.0030437j -0.0093431-0.00206822j -0.00245268+0.00194304j 0.00478472+1.77297e-05j -0.00585411-0.00165849j 0.00612166+0.00029887j -0.00522921-0.00734146j 0.00468526+0.000502717j -0.00244198-0.00114721j -0.000561162+0.000484141j 0.00315746-0.00319475j 0.00362663-0.00202598j -0.00853387-0.00410242j -0.00331986-8.81261e-05j -0.00741544-0.00507948j 0.00152062-0.00928736j -0.00409536-0.00247562j 0.00130244+0.00954768j -0.00274111-0.00168708j 0.00394763-0.000478926j 0.00170868+0.000407267j -0.00320833+0.000873476j -0.000275998+0.000468997j 0.000726691+0.00229728j -0.000291611-0.000180823j 0.0013877+0.000648023j 
0.000885401+0.00339196j 0.00290215+0.00109169j -0.00148573+0.00276745j -0.0024483+0.00278898j -0.004513+0.000944341j 0.000356425+0.00201657j -0.00104503-0.00273144j -0.00109634-0.00151269j -0.00338385-0.00510423j 0.00158776+0.00260153j -0.000946549-0.00359247j 0.000364227+0.00146715j 0.00226322+0.00240207j -0.00593087-0.00458042j -0.0037216-0.0126748j 0.00166634+0.00188601j -0.00103972-0.00199765j 0.00393594-0.00516099j -0.00100714+0.000492268j 0.0001811+0.0015638j -0.00230363+0.000217916j 0.00363845+0.00628024j 0.00325315+0.00169343j -0.00202964+0.00961034j 0.00215321-0.000221969j -0.0021704+0.00549979j 0.00322479-0.00244416j 0.00369795+0.00442753j 0.00279667+0.0014918j -0.00209296-0.0103773j -0.00483802+0.00167945j -0.00188431+0.00375193j -0.0036333+0.00285764j -0.00128498+0.0164802j -0.00341124+0.00350414j 0.00120002-0.00153763j -0.00578254-0.00451298j 0.00254348+0.0131991j 0.00223631+0.00354031j 0.00144729+0.0133863j -0.000377789-0.000701463j -0.00180331+0.0129945j -0.00492356+0.00187351j 1.85627e-05+0.00719455j 0.00221261+0.00404051j 0.00557904+0.00210947j -0.000635567+0.00204247j -0.00643821+0.0157977j -0.0028025-0.00513421j 0.00320849-0.0094967j -0.000124391-0.000771634j 0.00494335+0.00264534j -0.00421421-0.00464155j 0.000671642+0.00767712j 7.82527e-05-0.00551527j 0.000852228-0.000493738j 
0.00237923-0.00195851j 0.000526703-0.00132151j -0.000989859+0.00190785j -0.000466641+0.00248735j -0.00122013+0.00330006j -0.00109135+2.04543e-05j 0.00257002+0.0012781j -0.00313129+0.00282632j 0.000749942-0.000874161j 0.0007146+0.00607125j 0.0052145-0.00688066j 0.000682851-0.00222569j 0.00413608-0.000240794j -0.00108409+0.00698657j 0.000829434-0.00554922j 0.000738139-0.00685724j -0.000556714+0.0133811j -0.000714774+0.00115881j 0.00103959+0.00261854j -0.00424635+0.00571722j -0.00454447+0.0032835j -0.00631982+0.00290486j 0.0045107-0.0074606j -0.00248952-0.00517202j 0.0065828+0.00548819j -0.00191684-0.000859358j 0.0066224-0.00544297j 0.0029609-0.00733785j 0.00243116-0.000283825j -0.00420605-0.00532271j -0.00446568+0.00407936j 0.00558074-0.0137391j -0.00473106-0.00180543j 0.00493572-0.000181122j 0.00634351-0.00607118j -0.00360458+0.00700649j 0.00764685-0.00616491j 0.00510666-0.00455927j 0.000597754+0.00387236j -0.00377215-0.00193336j 0.00535053-0.00209085j 0.000845795-0.00445547j 0.00570517-0.00233372j 0.000933214-0.00540256j 0.00965698-0.00754612j 0.0167331-0.00567524j 0.00358867-0.0114425j -0.00809189+0.000154211j 0.00272117+0.000977308j -0.00481885-0.000906017j 0.000812147-0.00244689j 0.00016883+0.00132836j -0.00111074+0.00134075j -0.000417312-0.00121299j -0.00202279+0.00063855j -0.00119494-0.000894792j 
0.00155785-0.00276887j 0.000253604+0.000277787j 0.000402849-0.000154322j 0.00114798+0.000648125j 0.00141986+0.00262929j -0.000856932+0.00368269j 0.000473931-0.00351919j 8.9116e-05+0.0016394j 0.000602046+0.000619369j -0.00111096-0.000241769j -0.00148587+0.00243912j 0.00247061+0.00430834j 0.00452265-0.00154552j -0.000334634-0.00244126j -0.000835197+0.0042656j -0.00187594+0.00162506j -0.00336479-0.00331661j -0.00585537-0.00194608j -0.00312414+0.000857235j -0.00722039-0.00084596j -5.75999e-05-0.00103824j 0.000374342-0.00221944j 0.0151326+0.000652296j -0.0148678-0.00926087j 0.00234547-0.00924552j -0.00409394+0.000620781j -0.0044748-0.00141468j -0.0055026-0.00360327j 0.00815535+0.0102033j -0.00732717-0.000848844j 0.00983158+0.00479379j 0.00313039+0.00213957j 0.000679799-0.00186447j 0.0116435+0.000390464j 0.0021417+0.000963765j -0.00450379-0.00401249j 0.00394123+0.00200742j 0.0111428+0.00689012j -0.00550767-0.00701297j -0.00120501-0.00357351j 0.00742606+0.0105653j 0.0027863+0.00406539j -0.00683334-0.0038632j -0.00661809-0.00621351j 0.00510157-0.00619224j 0.000233799+0.0127314j 4.445e-05+0.00743858j 0.0024985+0.00167979j 0.00042969-0.0018861j -0.000928066+0.00276946j -0.00435373+0.00426029j 4.54926e-07-0.00519353j 0.00160953+0.00283524j -0.000693507-0.000224411j -0.00069488+0.000625545j -0.00163402+0.00106144j 
0.00284768-0.000334348j -0.000181137-0.000145048j -0.000119057-0.000736803j -0.00132489-0.00190044j 0.000338656+4.24876e-05j -0.00427169+0.00211278j 0.00231241-0.000709114j -0.000982876-0.00135271j -0.00291528-0.000184061j -0.00217261+0.00151548j -0.00561111+0.006662j -0.00131765+0.0044653j 0.00171003+0.00103011j 0.0046672-0.0023335j -0.00252649+0.0041529j -0.00402569-0.000726196j 0.00286545-0.00233301j -0.000326637+0.00173992j -0.00194863+0.00182383j -0.00233656+0.00161676j 0.00398-0.00341125j -0.000920584+0.000470643j 0.0134915-0.00141547j 0.00418271+0.00928371j 0.00622613-0.0023212j -0.010039+0.00472788j 0.00874163+0.00738567j -0.00493815+0.00490963j -0.000828686-0.00744875j -0.00225093+0.00215762j 0.0115385-0.00621394j 0.00738272+0.00194397j -0.000464964-0.000444506j 0.00840314-0.00595571j 0.000662473+0.00370166j 0.00526589-0.0025479j -8.5859e-05+0.000484133j 0.00430556-0.00320528j -0.00200736+0.00735997j -0.000575628+0.00267551j 0.0112384-0.00239832j -0.00151447-0.00661027j -0.0112561+0.00439354j 0.00016226+0.00196774j 0.00319653+0.00692165j -0.00623221-0.00236081j 0.00231652-0.00093306j 0.0015181-0.00264109j 0.000660651+0.00218272j 0.00061284-0.00232847j -0.00390782-0.00331102j 0.000434271+0.00252927j 0.000662862-0.000628123j 0.000420758-0.000794817j -0.000355936-0.000728459j -0.000695084-0.00202045j 
0.00152612-0.00176079j 0.00102417-0.000725163j -0.00101728-0.000972292j -2.83574e-05-0.00096817j 0.000473156+0.003198j 0.000532419+0.000520624j -0.000684225-0.00330214j -0.00060171+2.11084e-05j -0.000160408-0.00184259j 0.00354708-0.00644087j 0.00430323-0.00181323j 0.0020497+0.002895j 0.00118662-0.00562263j -0.0050811+0.00408989j 0.00111867+0.00179139j -0.00569171+0.00894787j 0.00458111-0.00974134j -0.00397463+0.00129656j 3.95447e-05-0.000246096j -0.00781199+0.00727296j -0.00734132-0.00245999j -0.00805667-0.00250185j -0.00208499-0.00241792j -0.0017741+0.00558022j 0.0149655-0.00837802j 0.000253455+0.00137973j -0.00911199+0.00864234j 0.00109674+0.00427947j -0.00565281-0.007497j -0.00856791+0.0105048j 0.00141964-0.00661855j -0.0117419+0.0110197j -0.0055231-0.000306489j 0.00523671-0.00247513j 0.00268694+0.00355139j -0.00106865-0.00209689j -0.0036185+0.00686207j 0.00127648-0.00235719j -0.000910568+0.00105506j -0.0143348-0.00306234j -0.00671772-6.61269e-05j -0.013105-0.00289669j -0.00439625+0.00688197j -0.00556126+0.0085879j -0.00268464+0.000942117j 0.00511398+0.00210171j -0.0072875+0.000984263j 0.00062844-0.00314671j 0.000837635-0.000112611j -0.00346038+0.00370341j -0.00436466-0.0003212j 0.000784296-0.00326444j 0.00200814+0.000226461j 0.000648422-0.000578331j -0.00119942-0.00127247j -0.000826762-0.000438188j 
0.00183579+0.00101943j 0.00104297+0.000789139j -0.001423-0.000208375j 0.000741549+0.00214796j 0.00498403+0.00379188j -0.00225201+0.00054237j -0.00594152-0.00372962j -1.69071e-05+0.00163449j -0.000378064+0.00355088j -0.00608102+0.001489j 0.0011112+0.000439221j -0.000511261-0.00512944j -0.00611045-0.00559292j 0.00414872+0.00355587j -0.00659079-0.00398772j -0.000164417-0.00451852j -0.00313058+0.00114394j -0.00511136-0.0037731j -0.000323475-0.00182736j -0.00203446-0.00145317j -0.00336252-0.00160029j -0.00553442-0.00140056j 0.0071483-0.00100942j 0.000129783+0.00516849j 0.00192275+0.00488042j -0.00586711-0.00213529j 0.00724824-0.000304667j -0.00132821-0.000145178j 0.000493569+0.00180647j -0.00183874-0.0086618j 0.00406997+0.00639378j 0.00843825+0.00558885j 0.0014152+0.00070411j 0.0117757+0.0134465j 0.00391916+0.00165826j 0.000115262+0.00512998j 0.00513595+0.00648747j 0.00287878+0.00409458j 0.00033799-0.00128643j 0.00143478-0.00531722j 0.00516713+0.00134052j 0.00395649-0.00038956j -0.00155863-0.00306748j 0.00464499+0.0124799j 0.00296487+0.00211142j 0.00698592-0.00029774j 0.00762949-0.0052141j -0.00300638-0.000995759j 0.000833084-0.00187424j -0.00038741+0.00884797j -0.00368185-0.0027309j -0.00074158-0.00839715j -0.000600109+0.00420122j -0.000869198+0.000388208j 0.000217063-0.00354497j -0.00026144-0.00227724j 
