2.05797e-05+0.00933362j -0.0188495+0.00719448j 0.013533-0.00387371j -0.00149889-0.00699938j -0.000206935-0.00101308j 0.00060754-0.000495654j -0.00773408+0.00011539j 0.00611368-0.000611537j 0.00134428+0.000462171j 0.00120471-0.00111481j 0.00120215-0.00228386j -0.00895758-0.000762243j -0.0102983+0.00679169j 0.00592832-0.00162118j -0.000317098+0.0012899j 0.00609027-0.00741575j 0.00523-0.00360498j -0.00119109+0.00277299j 0.00085926-0.00329525j 0.00115642+0.00461906j -6.49277e-05+0.00229349j 0.00865538-0.00344278j -0.00248939+0.00208851j 0.00324995+0.000301071j 0.00272154-0.00184433j -0.00842779+0.00642361j -0.000193615+0.000999877j 0.00288363-0.000694446j 0.00798615-0.00179232j 0.000371562-0.00239749j -0.00109739+0.000661249j 0.00932475+0.000225637j -0.00173897-0.00152178j -0.00662185+0.00269776j -0.0042504-0.00255189j -0.00776452+0.00335669j 0.00682277+0.00651726j -0.00130812-0.00220225j -0.000104104+0.000264414j -0.00399805+0.000832755j -0.00498818-0.00412814j -0.00673311-0.00368777j -0.00193223-0.000157217j -0.0102244+1.18875e-05j 0.00371954-0.00262219j 0.000432593+0.00205287j 0.00451217+0.00365648j 0.000270771+0.00435461j 0.00145665-0.00197292j -0.0004929-0.00238523j -0.00205716+0.00432847j 0.00203056+0.00427593j -0.0110812-0.00415924j 0.00133784-0.0108152j -0.0062012-0.018612j -0.0173062-0.00438237j 
-0.00178393+0.00656748j 0.000427298-0.00627287j 9.40178e-06-0.00518731j -0.00106868+0.000598415j 0.00223953-0.0013184j -0.011364+0.00723919j -0.00026773+0.00182171j 0.00590378+0.0077338j -0.0100407-0.000468431j 0.00502751-0.00646455j -0.00804309+0.00423647j 0.00407493-0.0121429j -0.00818366+0.000390191j -0.00168211-0.00444181j 0.00420622+0.00215164j 0.000961656-0.00221717j 0.000407321-0.00329452j -0.0021993-0.006706j 0.00577286+0.00659709j 0.0046571-0.00483746j -0.00195379-0.000774788j -0.00401926-0.00455106j 0.0003504+0.00407316j 0.00239857-0.00972618j -0.0069449-0.00325846j -0.00216604+0.00186536j 0.0054803-5.73829e-05j -0.00332109-0.00509989j -0.00617776-0.00272002j -3.35347e-05+0.0013605j 0.00160294-0.000135115j -0.00123496-0.000363514j 0.00328846+0.00126388j -0.00195765+0.004273j 0.00429071-0.000525124j -0.000907487-0.0047011j 0.00140398+0.000301838j 0.000498387+0.00103907j 0.00228041+0.00377876j -0.000157397+0.00127501j 0.000275287+0.000681279j -0.00210846-8.41311e-05j 0.0025215-0.000678745j -0.00213874-0.00235815j -0.00191191-0.00317489j 0.00351189+4.00466e-05j -0.00188595+0.00064427j 0.00190053+0.00255295j 0.000883065+0.00236793j -0.000219079-0.00140121j -0.00293267-0.00439899j -0.000649135+0.00155412j 0.000991419+0.00411235j -9.30681e-05-5.62967e-05j -0.000374168+0.00163624j 0.000624806-0.00362389j 
-0.000950219-0.00372262j -0.000201103+0.00625116j 0.00023665+0.00389505j -0.00307826+0.00146075j 0.00755903-0.00364245j 0.00563273-0.00505246j 0.000366055-0.00113826j 0.00398283+0.000477887j 0.00616216-0.008666j -0.00262545+0.00941603j 0.00645349-0.00102942j -0.00617355+0.01252j 0.00376465-0.00275065j -0.00534868+0.00782927j 0.00430464-0.0117197j -0.00349295-0.0069832j -0.00141142-0.00199307j -0.00436732+0.00363136j 0.000455829-0.00354251j -0.00645604+0.00364364j 0.00532226-0.00286973j 0.0105373-0.000173889j -0.00200571-0.0021169j -0.00552961+0.00793139j 0.0041103-0.00228833j 0.00634711-0.00230714j 0.00347668+0.00348584j 0.00161736+0.00334598j 0.0023957-0.0011029j 0.00293536-0.000412616j -0.00105421+0.000523936j 0.000343075+0.00146782j -0.000995917-0.00050942j 0.000406025-0.00140065j -0.00573938+0.00164001j 0.000722693+0.000398973j -0.00157199+0.000649058j -1.25296e-05-0.00116154j -0.000755233-0.0019165j 0.00202538-0.00282284j -0.00130005-0.00237124j 0.00373211-0.000860612j -0.00266038+0.0025836j 0.000699039-0.000977809j 0.00178416-1.04941e-05j -0.00277799-0.000375057j 0.000443604-0.00128958j -0.00367325-0.000228063j -0.00103845+0.00217631j 0.00159709+0.000925243j 0.00235763+0.0026375j -0.000250865-0.00239368j 5.05536e-05-7.78612e-05j -0.00168927+0.00366769j 0.0011577-0.00132528j -0.000143464+0.00202228j 
-0.00129573-0.00923255j 0.00146593-0.0067036j 8.29475e-05+0.00315712j 0.00393578-0.00621575j -0.00652866+0.014533j 0.010013+0.00169086j 0.0123594-0.00718395j 0.0116216-0.00076177j -0.00755526+0.00173008j 0.00662812-0.0107821j 0.00201325+0.00681938j -0.0129861+0.00578282j 0.00236839+0.000866017j 0.0028089-0.00511636j -0.00948937-0.00373123j -0.0100254-0.00437227j -0.0041831+0.00564754j -0.00429174-0.00267641j -0.00251513+0.000898739j -0.00461343-0.00356292j -0.0063239+0.00488237j -0.000838694+0.00190468j 0.00239014-0.000691327j 0.00150588-0.00193227j 0.00433198+0.00542718j 0.000366559+0.00409028j -0.00769976+0.00115944j -0.00161959+0.00123503j -0.00187063+0.00493001j 0.000232337-0.00828478j -0.00316659+0.000905423j 0.00123873+0.00164718j -0.000584959+0.00336968j 0.00314167-0.0011077j -0.000241894+0.000705991j -0.00199786-0.00130398j 0.00172867-0.00221595j -0.00105045-0.000935089j -0.00171115-0.000831501j -0.00180395+0.00198914j -0.000784599-0.00166839j 0.00263917-0.000540817j -0.00134043-0.00146335j 0.000130529+0.000485897j -0.00228526-0.00168427j -0.00173914-0.000662846j -0.000957471+0.00373008j 0.00121592-0.00177553j 0.00278036-0.00112275j -0.000704665+0.00354253j -0.000371053+0.00226075j -0.00115067+0.00272278j 0.00328762-0.00281445j 0.0023363-0.000693986j 0.000540593+0.00372663j 0.000154024+0.00204438j 
0.000767031+0.00228539j 0.00124464+0.00246736j 0.000690705-0.00140552j -0.00575831-0.00239923j -0.0013004-0.00601204j 0.0131627-0.00320576j 0.000322739+0.00720888j -0.00912359+0.00265211j 0.015307+0.00594069j -0.0062458-0.00274964j 0.00664653-0.00441699j 0.0140153-0.00425474j 0.00717576+0.00289357j 0.00579397-0.003399j -0.00445529+0.00683706j 0.00548773+0.00367409j 0.00918463-0.000424216j 0.012532-0.00501741j -0.00383483+0.00391j 0.00471341-0.000184119j 0.00714729+0.00026569j -0.00206262+0.00778726j -0.00304971-0.00104502j 0.00877646+0.00212096j 0.0105157+0.000767437j 0.00014245-0.000235404j -0.000973855+0.000990021j -0.0012252-0.000232701j 0.00931357+0.00335804j -0.00244775+0.00129872j 0.00181103-0.000275161j 0.00313202-0.00135711j -0.00685827-0.0038071j -0.00433563+0.000687971j 0.000747244-0.00210553j 0.00483329-0.000789878j -0.00337946-0.0019979j 6.44133e-05+5.42815e-05j -0.00064406-0.00360455j 0.00300698-0.000382316j 0.00226355-0.00275379j -0.00165568+0.00381871j 0.00132317+6.87712e-05j 0.00052652-0.000471506j 0.00383024+0.00417592j -9.39146e-05-0.00442507j 0.00122353+0.000437547j -0.00178973-0.00444218j -0.000758225+0.000734024j -0.000361526+0.0003654j 0.00251996+0.00506953j -0.00299259-0.00290269j -0.00165907-0.000413914j 0.00019815+0.00127914j -0.00313006-0.00246858j 0.000389629+0.00065371j 
-0.00105319-0.00243017j -0.00144443-0.00661644j 0.0056408+0.00639204j 0.00692994-0.00266856j -0.00494805-0.00278717j 0.0129117+0.00342511j -0.0130865-0.00113999j 0.0115658-0.00307011j -0.00122451-0.0170281j 0.00689856-0.000582358j -0.00522743-0.00298676j 0.00143941-0.00840382j 0.002969-0.00145374j 0.00397998+0.00382813j -0.00668795-0.00771428j -0.00876657-0.00465961j 4.59845e-06-0.00941111j 0.00354849-0.00343634j 0.00989524-0.00108928j 0.000614732-0.00882348j 0.00380153-0.00108424j -0.00835359-0.00963514j 0.00659189-0.00237551j -0.00572735-0.000345604j 0.00192415-0.0108181j 0.00363694-0.00537471j 0.0012365+0.00289625j -0.00135381+0.000185098j 0.00408456-0.00112973j 0.0058088+0.00225101j 0.00416118+0.00204369j -0.000278951-0.00167412j -0.00477604-0.00485346j -0.00687636+0.00208713j 0.0022722+0.00265958j 0.00302613+0.00175634j -0.00568152+0.00359169j -0.00095146+0.000173026j 0.00511519+0.00474303j 0.00833436-0.00111021j -0.00354046-0.00543797j 0.00284539-0.000943394j -0.00431766+0.000181105j 0.000611456+0.000922345j 0.00162364-0.00244781j 0.0011307-0.000547154j 0.00163325-0.00123715j 0.00136023+0.00334449j -0.00184774-0.000620769j 0.00380176+0.00194176j -0.000441599+0.00412012j -0.00438555-0.00104489j 0.00552143+0.00279954j 9.11272e-05+0.00259638j 0.000133113+0.00372182j -0.000292801+0.000233391j 
0.000116282+0.00502985j -0.00407092-0.00628856j 0.00984898-0.000534284j 0.00422464+0.00139679j -0.0171873-0.00721847j -0.0152666+0.00709941j -0.0105154-0.00390437j -0.0114603-0.00116378j 0.0107169-0.00079924j -0.0118876+0.00130658j -0.0204247-0.00171256j 0.0041773-0.00305507j 0.00414978+0.00591402j 0.000805262+0.00950315j 0.00577928-0.0010767j 0.00520086+0.001547j -0.0051409-0.00483673j -0.00291488+0.0063135j -0.00126-0.0033684j -0.00557652-0.00302454j -0.00173481+0.00435517j 0.00382712-0.00386485j 0.00422436-0.00115477j -0.000555992-0.00312068j 0.00381914-0.00157599j -0.00187351-0.00477948j -0.00317959-0.0027096j 0.00458109+0.00830856j 0.00209121+0.0041871j 0.000978461+0.00690912j 0.000781434+0.00218486j -0.00364333-0.00406315j 0.000436115-0.00462627j 0.00140999-0.00312717j -0.00125607-0.000867517j 0.00237838+0.00681242j -0.00116687-0.000827321j -0.000420204+0.000420124j 9.87169e-05+0.000539999j 0.00282592+0.00230146j 0.000468729-0.00300193j 5.90687e-05+0.00174054j 0.000123765-0.00614345j 0.00015089+0.00569344j -0.00167317+0.00370819j -0.00166728+0.000919004j 0.00274772+0.00140768j 0.00055501+0.00194673j 0.00287613-0.00536887j 0.000598879-0.00091712j 0.000260074+0.00230435j -0.000800513+0.00167108j 0.000109752+0.00144579j 0.000369311-0.00230566j 0.0021444+0.0038605j 0.000383939-0.001356j 
-0.0025516-0.000143203j 0.000682722-0.00291264j -0.0014125+0.00120581j 0.00804043+0.00442072j -0.014462+0.00231979j 0.00307981-0.00680075j 0.00810344-0.0011929j -0.0052569+0.00169704j 0.000501025-0.00807377j 0.00625396+0.0055027j -0.000461459-0.00549675j 0.00239645-0.00546638j 0.00367889-0.00705573j 0.00805168-1.28159e-05j -0.00887491+0.00490875j -0.00671589+0.00180972j -0.00178532+0.00146489j 0.00332912-0.00348293j -0.00671426+0.00351598j 0.00261977+0.000955317j -0.00039241-0.00201232j 0.00422304-0.0056314j -0.00438458-0.000639896j 0.012477-0.00262702j 0.00266853-0.00914026j -0.00319072-0.00377579j 0.000211864-0.0022456j 0.00510994-0.00135786j 0.0024202-0.00740725j 0.000392449+0.00308663j 0.00115831-0.00279976j -0.00119147-0.00126723j -0.0028803+0.00272398j -0.00230329+0.000384837j -0.000453804+0.00290335j 0.00489584+0.00241047j -0.000634322+0.00572547j -0.00184333+0.00225355j -0.0049095+0.00098501j -0.00205227-0.00419495j -0.00263041+0.00058926j 0.000753049+0.00181173j -0.000817452-0.0015807j 0.00342709+0.00312142j 0.00417971-0.000574457j 0.000308885+0.00210836j -0.000850494-0.00512326j -0.00303178+0.00109019j -0.00171009-0.0039243j -4.47533e-06-0.00163383j 0.00519129+0.00103493j -0.00182874+0.00161777j -0.00220329-0.00164515j 0.00175101-0.0022018j -0.00235423+0.000539185j 0.00270652+0.00300687j 
0.00344984+0.00390583j 0.00134374+0.000914445j 0.00466777-0.000305028j 0.00808043-0.00267384j -0.00898679-0.00697874j -0.00612682+0.00256049j -0.00907595+0.00731758j -0.00782843-0.0179453j -0.00387312+0.0137062j 0.00784891-0.00417229j -0.000783547-0.00586116j 0.00278513+0.00105896j -0.00424234+0.000431297j -0.000648935+0.000907673j -0.0042047+0.00937529j 0.000238717+0.0175852j 0.00504571-0.00137965j -0.000469285+0.00792828j 0.00163352-0.00903293j 0.00397266+0.00521254j -0.0010377+0.000153747j -0.0089702+0.00429397j 0.00276446-0.00389865j -0.000855581+0.00654261j -0.00615284+0.000134082j -0.00105654-0.00329046j -7.48305e-05-0.00118874j -0.00201678-0.000543021j -0.00149071-0.000553523j 0.000957718+0.00160363j 0.00230797-0.000200558j -0.000226076-0.00252864j -0.000684826-0.000293048j -0.00200527+0.000352519j 0.00313264-0.00169575j 0.000992464+0.00440837j 0.00197655+0.00131526j 0.00066038+0.000840413j 0.00411729-0.00201974j 0.0019211-0.00116533j -0.000809552+0.00273255j -0.00299159-0.0026545j 0.000503318+0.00185991j -0.00144839+0.00176175j -0.00171651+0.00282839j 0.00341231+0.0015181j -0.000825309+0.000754216j 0.00427006+4.94866e-05j 0.000677888-0.000334371j -0.000183199-0.00313297j -0.00251496-0.00112947j -0.0015204+0.000889107j 0.00331733+0.000194405j 0.00147101-0.00117254j 0.00104084-0.00117514j -0.000584171-0.00161617j 
0.00458381+0.0031587j -0.00793341-0.00578344j -0.00820104+0.00239928j -0.0012395+0.00143026j 0.000340674+0.00564082j 0.0127995+0.00907152j 0.00232113-0.0131498j 0.00424999-0.00784523j 0.00519671+0.00531087j -0.00511225-0.00506196j 0.00739284+0.00184162j 0.00216335+0.00284032j -0.000194001-0.00157646j -0.00487215+0.0027676j -0.000319883+0.00203818j -0.0026976-0.000415891j 0.0017215+0.00037932j 0.00050688+0.00679388j 0.00304927-0.000890739j 0.00513+0.00114158j -0.00159931+0.00235287j 0.00123739-0.00737995j 0.00237142-0.000321406j -0.00134163-0.000776458j 0.000295579-0.00194282j 0.00286591-0.00190848j 7.70795e-05-0.00104731j -0.00345048+0.000751515j 0.000754138+0.000562243j -0.00278187+0.0022797j -0.000248204+0.00131508j 0.00136451-0.00153826j 0.00168342-0.00253684j 0.00223828-0.000453018j -0.0019429+0.00114739j -0.00457558+0.00139401j -0.00266983-0.00158668j -0.00157457+0.000532798j 0.000261614+0.00384663j -0.000515851+0.00155243j -2.03094e-05-0.000644819j -4.30143e-05+0.000278726j -0.000388945-0.00181693j 0.000220031+0.00295718j -0.000131097-0.00029026j -0.000539136-0.000404278j 0.00204065+0.00240853j -0.00164831+0.000565817j -0.000459593-0.00254209j -0.000784107+0.000496047j -0.00110316+0.00112516j 0.00185012+0.000566744j 0.000846213+0.000750866j -0.00220042-0.0024321j 0.000439211+0.00216385j -0.00184508-0.00216242j 
-0.00815886-0.0043099j -0.00309429-0.00156982j 0.00685732+0.000258747j -0.00675627-0.00232234j 0.00933517+0.00584857j 0.00182006-0.0114083j -0.00850866-0.00216459j -0.0048645-0.00397806j -0.0033599-0.0021675j -0.00286729-0.00454878j -0.00471556-0.00312392j 0.00607798+0.00568399j 0.000277956-0.00259099j 0.00364849-0.00108345j 0.00149411+0.00321967j -0.000442106+0.00380771j 0.000567212+0.00307291j 0.00332575-0.0015022j -0.00319228-0.00225529j -0.000619478+0.00184619j 0.00231141+0.00226352j -0.00414356-0.00111678j -0.000678016-0.00292091j 0.00058235+0.00170124j -0.00118515-0.000441372j -0.000288651+0.000957347j -0.000663507+0.00139993j 0.0023319+0.000291173j -0.000216881-0.000753976j -0.000470038-0.00226767j 0.00128413+0.00124822j 0.000878753+0.000166839j -0.00161722+0.00203296j -0.000533005-0.001037j 0.00146956+0.00301829j -0.000215179+0.000928705j 0.000170429+0.00204537j 0.00055901+0.00056724j 0.00240797-0.000206346j 0.000767007-0.00025097j -0.000567885+0.000298716j -0.00117547-0.00127276j 0.000601267+0.00159123j -0.000642337-0.000930463j -0.00259381-0.00139623j -0.00168221+0.000764821j 0.00180324+4.45764e-05j 0.000496397-0.000157896j 0.00163135+0.000539235j 0.00177137+0.00159301j 0.00230285+0.000112656j -0.00102567+0.000933314j -0.000410698-0.00303627j 0.000790949+0.000685029j 0.00269132+0.000811885j 0.000300072+0.00166775j 
-0.00760899-0.0042638j -0.00117859-0.00145595j 0.00341011-0.00463474j -0.00442559+0.000816413j 0.0174829+0.00516815j -0.00127658+0.00514735j -0.0125155+0.0143268j -0.0105537+0.00754098j -0.00355151-0.00687891j -0.00331089+0.000112334j -0.00667182+0.0106585j 0.0103468-0.000508843j -0.000952638+0.000745264j 0.00323762-0.000629373j 0.00392259-0.0119302j 0.00791697-0.00886906j 0.00237589+0.00139178j 0.00769934-0.000469936j -0.0051263-0.00407098j 0.00429206+0.000173022j 0.00478241+0.00190206j -0.00654677+0.00315186j -0.00144667-0.00496279j -0.00178702+0.00820054j 0.000214682+0.0068873j 0.00170732+0.00317047j 0.000227065+0.00785293j -0.00022095-0.00269798j 0.00075695+0.00196949j 0.000235522-0.005047j 0.00300098+0.000988924j -3.25737e-05-0.000632288j -0.000124025-0.000705277j -0.00327359-0.00096203j 0.00363514+0.00100706j 0.00175351+0.00158966j -0.000138385-0.000978483j 0.000723802-0.00200277j 0.00403371-0.00112569j 0.00349501+0.00191691j 0.00246571-0.0017259j -0.00458581+0.000178358j 0.00152609+0.00269083j -0.0009933-0.000344901j -0.00171768+0.000295978j 0.00246173+0.00211766j 0.00245539-0.00104905j 0.00382761-0.00242099j -0.000565773-0.000737436j 0.00142682+0.00215344j -0.00327923+8.60315e-05j 0.00123526-0.00293416j -0.000551911-0.00212594j -0.00109605-0.000425313j 0.00114396-0.00211975j -0.00164253+0.0026077j 
-0.00117754+0.00100874j 0.00779046+0.00308584j 0.0149281-0.00476083j -0.00764203-0.00757798j -0.006885-0.0025741j -0.0174376-0.00396679j -0.00841554-0.00140553j 0.00634897-0.00290276j -0.00509646-0.0029955j 0.00306541+0.0043584j -0.0123091-0.00268931j 0.0042869+0.0101499j 0.00193278+0.0011122j 0.00369145-0.00179257j 0.000909935+0.00368391j 0.000532046+0.00539976j -0.00422841+0.00503489j -0.00464312+0.00454833j 0.0049025+0.00152641j -0.0113696+0.00841583j -0.00204383-0.000324816j 0.000114395-0.0020309j 0.00384146+0.0029803j -0.00309993+0.000453784j -0.00155149-0.00279345j -0.00281853+0.000370226j -0.00282695+0.000772717j 0.00545123+0.000152737j 0.000208281+0.00340298j 0.00304901-0.00228464j -0.000933712+0.00358162j 0.00140098+0.0025422j -0.00209219+0.000778908j -0.00122818-0.001187j -0.000159657+0.00072643j 0.000906408-0.00501837j 0.00101584-0.00308274j 0.00172797-7.79132e-05j 0.000435649+0.000572186j 0.000186031+0.000971574j -0.000314405+0.00066581j 0.00183287-0.00513227j -0.000455096+0.00173743j -0.00277249-0.0052496j -0.00133365-0.00129421j -0.00400866-0.00043668j -0.00215612+0.00433935j 0.00229637+0.0018999j 0.00368438+0.00672231j -1.49904e-05-0.000610004j 0.00280629-0.00299291j -0.00278805+8.10317e-05j 0.00223084+0.00368522j 0.00349578+0.00521662j 0.00276455-0.000179447j 0.000653985-0.00452563j 
-0.000815135+0.00191183j 0.000291308+0.000480213j -0.00434611+0.00424256j -0.00244545+0.00286756j 0.0112794-0.00464034j 0.00259162+0.00551925j -0.00804764-0.0133388j 0.00976888-0.00649406j 0.00195419+0.001868j 0.00015294-0.000390935j 0.00733557-0.00239804j 0.00829627+0.0114586j -0.00237712-0.00137551j -0.00279277+0.00436336j 0.00103634-0.00581101j -0.00130742-0.00142189j 0.00564586+0.00144302j 0.00014529+0.0070832j 0.00599819+0.00229495j 0.00418589+0.00403153j 0.000484796+0.000494517j -0.00275125-0.0092615j 0.00364901+0.0018825j -0.0071136+0.00287241j -0.000700987-0.000960417j 0.00525561-0.00128851j -0.000994528+0.00124784j -0.00122809-0.00233255j -0.000804385+0.00337589j -0.00257713+0.00103761j -0.000314269+0.00327306j 0.00421467-0.000519973j 0.00332573-0.00457518j -0.00131575-0.00255487j 0.00147733+0.00333162j -0.004198+0.00115733j -0.00174769-0.00307052j -0.000389225-0.000399301j 0.000369085+0.00474468j 0.000203423+0.00439618j 0.00145602-0.000229965j 0.0011748-0.00275946j -0.00133596+0.00215098j -0.0018654-0.000590114j -0.000947939-0.000528377j -0.000209193+0.00125034j 0.000632522+0.00223518j -0.00058315+0.00417487j -0.000161054-4.69584e-06j 0.000962569+0.00157211j -0.00337462-0.0016273j 0.00197416-0.00270269j -0.00044352+0.00287834j -0.00146598+0.00137599j -0.000259874-0.000923106j -0.00034304-0.0016457j 
0.000836883-0.00410758j 0.0125059+0.00310279j -0.00180963+0.00418353j 0.0200014+0.00160772j -0.00363745-0.00321122j -0.023037+0.01081j 0.0031801+0.00529813j -0.00658712+0.0113411j -0.00252425-0.00180105j 0.0158621+0.00873911j -0.00882298-0.00116069j -0.00887726-0.00135254j -0.00111044+0.00125826j -0.00255779+0.00254226j 0.00396269-0.00523243j 0.00858879-0.00258629j 0.00215669-0.00200819j -0.00242066+0.00102084j -0.000933694+0.00246905j 0.00534867-0.00176743j -0.000965129-0.00126392j 0.00486453-0.000738646j 0.000313247+0.00288894j -0.00496728-0.00173458j -0.00125957+0.00416254j 0.00140291+0.00111328j -0.00386069+0.000791677j 0.000331304-0.00176427j -0.00384386+0.00080146j 0.00359167+0.0013798j -0.00306099-0.000883188j 0.000618605-0.00054059j 0.0052838-0.00071046j -0.00347605-0.00400334j -0.0002481+0.00142719j 0.00359565+0.00308097j 0.00460244-0.00303686j 0.00108223-0.000505399j -0.00442852-0.000157157j -0.00182992+0.00465592j 0.00482784+0.00100474j -0.000601611+0.00166215j -0.00127997-0.00050885j 0.000728962+0.000372888j 0.0024487+0.00233402j 0.00555519+0.00331708j -0.00395373-0.00142981j 0.00204158+0.00180846j -0.00294968-0.00288581j -0.0014517+0.000596695j -0.00697289-0.00329654j 0.00183069-0.00224489j -0.00170563+0.00122368j -0.00213469-0.00153984j -0.00350766-0.00267642j 0.00204678+0.00230466j 
0.0160494+0.00436066j 0.0016584+0.00568685j -0.00334496-0.0028375j 0.0051548-0.00422227j -0.0186272-0.00862159j 0.0112287+0.020459j 0.00301812+0.0105716j 0.00426941-3.19898e-06j 0.00448783+0.00696743j 0.00965185+0.0057488j 0.00840363+0.0111535j -0.00207287-0.00600196j 0.0022891+0.00261601j 0.00273494+0.00591383j -0.0070764-0.00311167j -0.00290783-0.00354403j -0.000922244-0.0012687j 0.00689614+0.00352333j 0.00228765-0.00363221j 0.0011767+0.00115641j -0.0018481-0.00159863j -0.00485081+0.000777675j 0.00272428-0.00231076j 0.00099328+0.00763064j -0.000216975+0.000115053j -0.00314995-0.00408312j -4.5697e-05-0.000877951j -0.00152629-0.000104969j 0.0028327+0.00418972j 0.00369447+0.0015057j 0.000655351+0.000989199j -0.00145796-0.000688785j -0.00455808-0.00372448j -0.00111116+0.000592939j -0.00106085-0.00247647j 0.00202861-0.000732057j -0.00347343-0.00288372j -0.000181712+0.000357173j 0.00251452-0.00110477j 0.00265918-0.00114683j -0.000911573-0.00243243j 0.000607053-0.000490505j -0.00262476-0.000672135j 0.00106913-3.03959e-05j 0.00301024+0.00350879j 0.00117325-0.00155261j -0.000138437+0.00201084j 0.00220685-0.00100357j -0.00142873+0.00150296j -0.00295314-0.00263616j -0.00147697+0.00181288j -0.00117001-0.000702654j 0.00503144+0.0030544j -0.000521027+0.00221885j -0.000750688-0.00164406j -0.00298611-0.00303522j 
0.00691479+0.00436486j -0.0143435-0.00187006j -0.00381415-0.006309j -0.00224791-0.00354468j -0.00433132+0.0245674j 0.00493173+0.0120039j -0.00220792-0.0045323j -0.00495288+0.00437511j 0.00614891-0.00058999j -0.00508131-0.0031507j -0.00235789+0.0164733j -0.00682529-6.50987e-05j 0.000431823-0.00418842j -0.00124046-0.00240142j 0.0123241+0.000707959j 0.00496877+0.000347323j -0.00240862+0.00525736j 0.0012726+0.00305605j -0.00114619+0.000206326j -0.000571486+0.00361333j 0.00196765+0.0041919j -0.00262413-0.00377636j -0.00113703-0.00195852j -0.00452831-0.00477263j -0.00496022-0.000671968j -0.0027821+0.00455851j -0.00395299+0.000751291j 0.0018879-0.00387046j -0.00112071-0.00167632j 0.00453258-0.00143555j -0.000783309-0.000678057j -0.00230525+0.00169133j -8.1556e-05+0.000933201j 0.00218354+0.000573487j -0.00134051-0.000498524j 0.000507942-0.000976313j 0.0022106+0.00052287j 0.00166143+0.000496463j 0.0023968+0.00137456j -0.00263084+0.000598571j -0.000517735+0.00216585j 0.00122217-0.000865468j -0.00346096-0.000914073j 0.00462026+0.00202986j -0.000664022-0.000227903j -0.00108111+0.00119275j 3.37586e-05+0.00205504j 0.000333309+0.00169961j -0.00368753-0.00360474j -0.00154276-0.000581858j 0.00233803-0.00305714j 0.00372037+0.00333644j 0.000114058+0.000903878j -0.00369028-0.00446924j 0.00487055+0.00203476j -0.002024-0.00325056j 
