0.000911812-0.00333209j -0.00459248-0.00124759j -0.019323-0.0278637j 0.000342957-0.0118437j 0.00132355+0.0120379j 0.00485118+0.0184808j -0.000379198+0.00787795j 0.00260066+0.0117097j 0.00157369+1.39918e-05j 0.000741448-0.00365269j 0.00245075-0.0126769j -0.00153692+0.000929546j 0.000413558+0.000328761j 0.00580615-0.00283068j 0.0010045+0.00322182j 0.00381523-0.00288979j -0.00208357+0.00796982j 0.0129248+0.000521481j -0.0110945+0.000664659j 0.0258+0.00466312j 0.00861095+0.00506826j -0.00159172+0.00188523j -0.0167945-0.00669017j -0.00534981+5.88581e-06j -0.00435791-0.0073938j 0.00478118+0.00106305j -0.00624168-0.00467822j 0.0129572+0.00971904j 0.000668252+0.00173071j 0.00497189+0.0057684j -0.00469156-0.00144223j -0.000319867+0.00189807j 0.004468+0.0136289j 0.00169046+0.00437822j -0.000157859-0.00776822j -0.00568574+0.00523613j -0.00268648+0.00352498j 0.00785317-0.00238011j -0.00228913-0.00715031j -0.00841218-0.00272018j -0.00331367-0.00795745j 0.00112525-0.00617434j -0.00232016+0.00512353j -0.0137667-0.00512111j -0.00503323+0.00719205j -0.00646941-0.000224663j -0.000147753-0.0044596j 0.00220716+0.00222415j -0.00967218-0.00473986j 0.00186973-0.00721826j 0.00308338-0.00536316j -0.00233693+0.000961297j 0.00450715+0.00304883j 0.000456403-0.000420083j -0.0064825+0.00210584j 0.00324051+0.000464525j -0.00351416-0.00354515j -0.000378476-3.92374e-05j 0.0011576+0.000199561j 2.64445e-06+7.24832e-05j -0.00030741+0.00241225j 0.00278023+0.00273687j -0.000364451+0.000336931j -0.00224741-0.0084455j 0.000922354+0.00329276j 8.33243e-05-0.00132766j -0.00443955+0.00244187j -0.00618419+0.00434517j 0.00281306-0.000745079j 0.00134996-0.000407116j -9.76807e-05-0.00273933j 0.000717891+0.00496378j 0.00225872-0.00107425j 0.0017349-0.00112189j -0.000222272-0.00304922j 0.000479653+0.000143953j 0.00234905+0.00504516j 0.00209837-0.000663753j 0.00165066+0.00236753j 0.000493875-0.00278032j -0.00346241+0.0047778j -0.002494-0.00145607j 0.000159738+0.00182109j 0.00221311-0.00366722j -0.0011207+0.00363273j -0.00408166+0.00657917j -0.00159486+0.00158232j 0.00246518+0.00138558j 0.00111435-0.00212024j -0.0020083+0.00233877j 0.00387229-0.00194152j 0.000874639+0.0011008j 0.0025162-5.4613e-06j 0.000770801-0.00482532j -0.00288808+0.0025069j -0.00226295-0.00285102j -0.00247528+0.00447384j 
-0.00521412-0.00460985j 0.003339-0.00557039j 0.00736176-0.0002423j -0.00759564-0.0111717j -0.000268855-0.0096138j 0.0172347-0.00615665j 0.000627191+0.00584828j 0.00189781-0.00719177j 0.00621988-7.96842e-05j 0.000268279+0.00376899j 0.0127298-0.00916959j -0.00500944+0.00682701j 0.00434035-0.00192822j -0.000478926+0.00668828j -0.00948923-0.00332929j 0.0125652-0.0136144j 0.00574696+0.00343372j 0.00219393-0.00256432j 0.00650411-0.000324671j 0.0111522+0.000740058j -0.00218992-0.00344543j 0.00469119+4.44471e-05j 0.00294533+0.0027218j -0.00351452-0.00573917j 0.0014354-0.00685542j 0.00280574+0.00616662j -0.000651487-0.00359844j -0.00199606+0.00176824j -0.00178847-0.00553572j -0.00364137+0.00304002j -0.00562396+0.00409569j 0.00233037-0.00258684j 6.13003e-05-0.00150949j 0.00353251-0.00437263j -0.00413357-0.0010318j -7.34339e-05+0.00227542j -0.00530124+0.00246382j 0.00253706+0.00313136j 0.00316332+0.00181444j 0.00877404-0.000828868j 0.00342578+0.00338531j -0.00344227+0.00253806j 0.00296109+0.00468126j 0.00566021+0.00131708j -0.00178036+0.00320089j -0.00310637+0.000730002j -0.00175101-0.00618867j 0.00433285-0.00365402j 0.00143142+0.000412929j -0.00386363-0.000988794j 0.00094982+0.00482009j 0.0037355-0.00131252j -0.000318044+0.000266229j 0.00171225+0.00169648j -0.00866666-0.000703566j -0.0100626-0.00568936j -0.00107679-0.00368354j -0.00685929-0.00293374j -0.00185112+0.000765824j 0.00290135-0.00515872j 0.00577524+0.00284321j 0.00858787+0.0028458j 0.00321667-0.00216517j -0.00187228-0.00608816j 0.00645217+0.00285049j 0.00349815+0.00484936j -0.00108951-0.00432353j -0.00155822-0.00533391j 0.00080125+0.0035138j -0.00235239+0.00276859j 0.00578524+0.00172734j 0.00010959-0.00281846j -0.000374671+0.00215814j 0.00533163-0.000974839j -0.00198574+0.00042303j -0.00236498+0.00118094j 2.92094e-05-0.0021961j -0.00245102+0.00161404j -0.000989702+5.80502e-06j 0.00285165-0.000369514j 0.00661929-0.00357956j 0.000731626+0.00154555j 0.00252211+0.00537327j -0.00172683-0.00173945j -0.00187086-0.00181703j -0.0024859-0.000724885j -0.00158917-0.00375664j -0.00391855-0.000618542j 0.00286488+0.00378715j 0.00144723+6.41549e-05j -0.000556634-0.000855219j -0.00189761-0.00117509j -0.00342072+0.000827039j -0.00492089-0.00110614j -0.0035395-0.000598883j 0.00234304+0.00247663j 0.00469666+0.000527074j 
-0.00574295+0.00324797j -0.00331245+7.14713e-05j -0.00437262+0.000254631j 0.00141154-0.00431724j 0.00116877-0.00507024j -0.00727476-0.000121788j 0.00360127-0.00311652j -0.00745794-0.000513636j 0.00203627+0.00114514j 0.00447022-0.00554511j -0.00300621+0.00199692j 0.00153737+0.00500305j 0.00811677-0.00186501j -0.00388427-0.0040421j -0.000856738+0.00323855j 0.00783808-0.00483017j -0.00249641+0.00448275j -0.00571958-0.000481307j -0.000338795-0.00621421j -0.00485329-0.00467446j -0.00326828+0.000797198j 0.00285444-0.0018182j -0.00435327+0.00108742j -0.0113939+0.00452687j -0.00332193-0.0034492j 0.00544515+0.00444603j -0.0037251-0.00175415j 0.00215017+0.00291827j -0.00226108+0.000396233j 0.00299753+0.000377902j 0.00400335-0.00121934j -0.00290852-0.00153133j -0.000484767-0.00122138j -0.00197895-0.00235194j 0.00119285+0.00299023j -0.00237427+0.00322484j -0.00203548-0.00571481j -0.000570583+0.000868895j 0.0029274-0.00172652j -0.00192422-0.00678788j 0.00604816-0.00567682j -0.00209297-0.000810201j 0.000445644-0.00210205j -0.00159828-0.00266656j 0.00426119-0.00493277j 0.00412092+0.00788389j -0.00415199-0.00224169j -0.00406404-0.00364928j -0.00153283+0.00281199j 0.00238693+0.00022565j -0.000768253-0.00374298j 6.75669e-05+0.000627853j 0.00214858+0.00291479j 0.00361973+0.0005372j 0.000395899+0.00371489j -0.000255854+0.00526467j -0.00208587-0.00226634j 0.00451887+0.00814417j 0.000924923+0.00160183j 0.000688011-0.0029573j -0.00183613-0.00931944j -0.00313464-0.0108802j 0.000182303-0.00570203j 0.000693416+0.00127007j -0.000168161-0.00802399j 0.00208934-0.00431317j -0.00213278-0.00168496j -0.00436703-0.00102423j 0.000636092-0.000436051j 0.000168047+0.0010967j -0.000643604-0.00235605j -0.00175169+0.000118367j 0.00232206+0.00170295j -0.00151906-0.00143023j -0.00341264+0.000115455j 0.00102108-0.000821997j 0.00243542-0.00262662j -0.000168181+0.00305446j 0.00280598+0.000806946j -0.000311911+0.000325314j 0.0015003-0.00696236j 0.00123543+0.0021418j 0.00292161-0.00013192j -0.0017524+0.000102295j 0.00161663+0.0042561j -0.000896228+0.00575682j 0.000290477-0.000316437j -0.00204584+0.00222744j -0.00131023+0.00165053j 0.00261813-0.000153989j 0.000818687-0.00188459j -0.00517696+0.00611081j 0.00491506-0.000959326j -0.00182286+0.00260465j 0.00222324+0.00177956j -0.00136581-0.00182351j -0.00135419-0.0036215j 
-0.00354663+0.0111226j 0.00409034-0.000333419j 0.00384062+0.00387571j -0.003483+0.0132098j -0.000522766+0.00600206j 0.00949915+0.00111604j 0.00305881-0.00177876j -0.00937363+0.00454702j 0.00670096-0.00773563j 0.00979631+0.00176632j -0.00800256-0.0143911j 0.0010198+0.00210267j 0.00656885-0.0115537j 0.00387003+0.00540012j -0.000790276+0.0181727j 0.0130263-0.00508311j 0.00262602+0.0124515j 0.00627981-0.00454863j 0.00792393+0.00180227j 0.000647041-0.0027386j -0.000503673+0.0030464j 0.00160428-0.00416405j -0.00665442-0.00600867j -0.0161346-0.00227344j 0.0037282-0.00339692j 0.00350416+0.0024357j 0.00131379+0.00335259j -0.00864852-0.00255668j -0.00762499-0.00652595j 0.00245864+0.00596835j 0.00220569+0.00698759j -0.0031558-0.00569226j 0.00733409+0.00361899j -0.00621781-0.0134047j -0.000577965+0.00198078j -0.00123578+0.00387343j -0.000911185+0.00425337j -0.00133768+0.000816832j 0.00441722+0.0052549j 0.00120289-0.00695926j 0.000323292+0.00102546j -0.00220668-0.00553149j 0.00251375+0.000610518j 0.00209391-0.000758321j 0.00303788+0.0053368j 0.000834512+0.00139049j -0.000657515-0.00390712j 0.000561253-0.00297217j 0.00410385+0.00198328j -0.00395725+0.000932921j 0.0047179+0.00141701j -0.00364837+0.00201371j 0.000764985-0.00291464j 0.00131367+0.00463914j -0.00305819-0.00151199j -0.00436949+0.0013818j -0.0052591-0.00159865j -0.00633128+0.00231097j 0.00183059+0.00521022j -0.00382863+0.00299033j 0.00110888+0.000456511j 0.00214109+0.00199435j -0.000943901-0.000144803j -0.00676916-0.00178788j 0.00622522-0.00193754j -0.00374968+0.0034827j 0.00462171-0.00777029j -0.00378188-0.00697189j -0.000533722+0.00228317j 0.000689661+0.00508531j -0.000384587-0.0037126j -0.00248241-0.00512169j -0.00478336+0.0026092j -0.00161932-0.00481104j 0.00522255+0.0014948j -0.00437383-0.000367116j -0.00366736-0.00437112j 0.00108283+0.00616776j 0.00348858+0.00362481j 0.00116489+3.6711e-05j -0.000413325-0.0073923j -0.000416855+0.0075612j -0.000988277+0.0028551j 0.00179058+0.000548937j -0.000556206-0.00166234j -0.00361185+0.00217722j -0.00306645-0.00441147j -0.00220539+0.00412798j 0.00414746-0.00489926j -0.00160378-0.00102778j 0.000951744+0.00113092j -0.00152459+0.00162963j -0.00112205+0.00314544j -0.00284086+0.00106661j 1.27151e-05+0.00135725j 1.766e-05-0.00105503j 0.00474025-0.00335812j 
-0.0041291+0.0012867j -0.00129042+0.00517403j 0.0100343-0.00305751j -0.0070881-0.00209348j -0.0116035+0.0022737j 0.0162012-0.00241691j -0.00314364+0.00724191j 0.0055973-0.0136541j -0.00221994+0.0113591j -0.0201523+0.0180118j 6.95399e-05-0.00769746j 0.000434354+0.00695309j -0.0182905+0.00975152j 0.0096272+0.00127423j 0.00829696+0.00507403j -0.00350163+0.0043927j -0.00650121-0.000525257j 0.0078395+0.0013566j -0.00590157+0.000866922j 0.000857209+0.00358942j 0.00452988-4.43869e-05j 0.00029725-0.00586937j -0.00284973+0.000371987j 0.0183772-0.00197193j 0.00423708-0.000599916j -0.0102735-0.00336579j 0.0010111+0.00223591j -0.00457351-0.00820784j 0.00555228-0.00564958j -0.0145662+0.00342729j -0.013774-0.000452087j 0.00656474-0.000284389j -0.000331276+0.000181717j 0.00939688-0.00296886j -0.0047176-0.00296064j -9.68182e-05+0.00377893j 0.00474028+0.00102965j -0.00156183+0.00134664j -0.000442909+0.00212614j -0.00121297-0.00218936j -0.000158495-0.00119395j -0.00157885-0.00559224j -0.00379891-0.00137137j 0.0033361-0.0016292j -0.000895795-0.000996409j -0.00237928+0.00289931j 0.000179547+0.0031775j 0.000737718+0.000605955j 0.00401753+0.00229635j 0.00294659+0.000285401j -0.00430204+0.00248447j 0.00209179-0.00477581j 0.00411479+0.00206711j -0.00317925-0.000401986j -0.00271253-0.00194308j -0.00446059-0.00566948j -0.00368574+0.000403001j -0.00373018+0.00113412j -0.000527633+0.000174584j 0.000876637-0.00253427j 0.00531313-0.000186274j 0.00514414+0.000946241j 0.00459548-0.00864453j 0.00195417+0.00252403j 0.0025906+0.00361698j -0.00255827-0.00343976j -0.00719898+0.00442513j 0.000891031-0.0042834j 0.00096491-0.00306093j -0.00718723+0.00204506j 0.00184991-0.000342364j 0.00355155-0.00158907j -0.000847107-0.00276959j 0.00238061+0.00310244j -0.00267703+0.00392085j 0.000316827-0.00330143j -0.000532145+0.000869512j -0.00515234+7.25796e-05j -0.00476294+0.00027586j 0.000346672-0.000222392j 0.0026816+0.0048619j -0.00201323+0.00163802j -0.00361303-0.00181599j -0.00199086-0.00180565j -0.00227194-3.85346e-05j -0.00484195+0.000536609j 0.00132995-0.000239623j 0.00161053+0.000750309j 0.00477015+0.00386234j -0.000579332-0.000696614j -0.000944455-0.000285051j -0.000974231-0.00070105j 0.00344975-0.000136418j 0.00222204-0.00261381j -0.000213974-0.000676179j -0.00079842-7.97662e-05j -0.00103661+0.000438445j 
-0.00140053+0.0036429j -0.00183904+0.00295936j 0.00155913+0.0112912j 0.00274166+0.00728104j -0.00358965+0.000570026j 0.00422709+0.014483j -0.00894409-0.0103948j 0.0102576+0.0164142j -0.0116443-0.0101265j -0.0194616-0.0112706j 0.00557797-0.00841482j -0.00775625-0.00288285j -0.00814716-0.0336185j -0.00278992+0.00844776j -0.00188992+0.0189726j 0.00560588+0.000465317j -0.00385076+0.00919036j 0.00260665+0.000362177j 0.00763438-0.000247308j -0.00558508+0.00853839j 0.000414192+0.00968454j 0.00814726+0.00023375j -0.00751081-0.00349209j -0.00708943+0.0191032j 0.0092314+0.00463926j 0.0043951-0.00833487j -0.00308541+0.00361099j 0.00343916-0.0059816j 0.00314356+0.00235584j -0.00496978-0.0182915j 0.00216631-0.0129953j 0.00109944+0.00574737j 0.00313447+0.00280907j 0.00402627+0.00643444j 0.00339172-0.00659945j -0.00544028+0.00153312j -0.00385407+0.00336772j -0.00259362+0.000937259j -0.00439925+0.00592247j 0.00156061-0.00168043j -0.00134028+0.00520485j -0.0072078-0.0019123j 0.00497878+0.00123774j 0.00218674+0.00173342j 0.000687268-0.00072878j -0.00168779+0.000121273j -0.00228206+0.00182051j -0.000649844-0.000859503j 0.000932522+0.00401297j 0.00147672+0.00536493j -0.00409905-0.00821216j 0.00373622+0.000577481j 0.00436128+0.00533064j 0.00232065-0.00121754j -0.000138406-0.00307335j 0.00400942-0.00336216j -0.00541912-0.00304087j -0.000231149-0.00074591j 0.00601328+0.00142152j -0.00212935+0.00730565j -0.000117528+0.00635555j 0.000728546+0.00466635j 0.000911623+0.00218507j 0.000471695+0.00376537j -0.00557999+0.00144133j 0.00297477-0.00264458j -0.00875064-0.00788991j 0.00147761-0.00500688j 0.00176005+0.00206883j -0.000929843-0.00943642j 0.000412018+0.00185157j -0.00141119+0.00409219j 0.000875527-0.000891724j -0.00243177+0.00214036j -0.00166558+0.000965226j 0.0003137-0.00264182j -0.001974-0.000779037j -0.000887763-0.000254285j -0.0016274-0.00203314j 0.000722269+0.000938484j -0.00446017+0.00531078j 3.1402e-05-0.00389454j 0.000996988-0.00398148j 0.00407652-0.00308166j -0.00177422-0.00321681j 0.00178642-0.00345721j -0.00010367-0.00640981j -0.00380793+0.000880684j -0.00382519+0.00257991j -0.00139301+0.00124789j -0.00258354-0.00219919j 0.000811222+0.0010435j -0.0012005+0.00237671j 0.00266077-0.00172881j 0.00131834-0.00309252j -1.29248e-05+0.00161573j -0.00047736+0.00086992j 
-0.00384289-0.00407739j -0.00101738+0.000973399j -0.0032486-0.0015373j -0.0015029-0.00595148j 0.00818018-0.00299127j -0.00720295-0.00733008j -0.00351205-0.00335365j 0.00840643+0.00357243j -0.00488537-0.00952924j 0.0165521+0.00526443j 0.00515239-0.0114113j -0.0121145-0.0055614j 0.000208296-0.0105594j -0.00255684+0.00713603j -0.0124666-0.00892489j 0.00364719+0.000968618j -0.00360954-0.0011869j -0.00318588-0.000698659j 0.000504101+0.00092316j -0.000828248-0.00598589j -0.000512601+0.00399124j -1.58776e-06+0.00272402j 0.00320361-0.00319349j -0.0030052-0.00460507j -0.000156308+0.00369107j -8.34009e-05+0.0043969j -0.00207607+0.000863733j 0.0059536+0.00303023j 0.00411915+0.00346012j 0.00166963+0.000259394j -0.00162891+0.000890336j 0.00111017-0.00216862j -0.00450895+0.00451337j 0.00531644-0.00111968j -0.00216964+0.00394237j -0.00040849-0.00171054j -0.00406356-0.00030098j 0.00171135+0.00325336j -0.00243842-0.00179685j 0.00233741-0.0016308j 0.0037987+0.00139755j 0.000635693+7.26395e-05j 0.00172897+0.00253635j -0.00147291-0.00307738j 0.0020859+0.00875612j 0.00250823+0.00320349j 0.00226398+0.00650033j -0.000442282+0.000977142j -9.2502e-05+0.00350136j -0.00218174+0.00138101j 0.00104924+0.0016j -0.00853292-0.00216007j 0.00613817+0.00114935j -0.00434778+0.00823019j 0.00321733+0.00167836j 0.00528435+0.00222756j -0.00124488-0.00800656j -0.0059119+0.00150051j 0.00268976+0.00785265j -0.000468813-0.000819014j 0.00333224-0.00172645j -0.000912011-0.000208547j -0.00101912+0.0019453j 0.00548113+0.00415509j -0.00214213-0.0026278j -0.00210219-0.00110784j 0.00536596+0.00324418j -0.00129495-0.00230819j 0.0033908+0.000336917j -0.00188244-0.00352648j -0.00210467-0.000413863j -0.00156246-0.000306705j 0.000416695-0.00016939j -0.00146447-0.00440815j 0.0056571-0.000538767j 0.0058671+0.000992913j 0.00255757+6.9237e-05j -0.000173725+0.00530838j -0.00253449+0.00636281j -0.00454294+0.00581428j 0.00249781+0.00511327j -0.00323731-0.00308924j -0.00690547-0.0116432j -0.00137763-0.000502184j 0.00118741+0.00442165j 0.0015152-0.00161558j 0.00233519-0.00475444j -0.000885597-0.00488312j 0.00244864-0.00733696j -0.00125781+0.0019394j -0.00309678+0.00296422j -0.00293119-0.00065231j -0.000625404+0.000866584j -0.00135451+0.00347961j 0.000168185+1.56079e-05j -0.000644524+0.00298604j -0.000706192+0.00131179j 
0.00293972+0.00396319j -0.00234977+0.00026657j 0.00179196+6.76564e-05j 0.00265468+0.0149145j 0.00187556+0.0155719j 0.000226196-0.00258907j -0.0060601-0.00177394j 0.007077+0.00355738j -0.0082286-0.00227626j 0.00239564+0.0145289j -0.00658932-0.00905209j -0.00657491-0.00424906j -0.0143114-0.00594861j 0.00163693+0.000388207j 0.0101364+0.00504125j 0.00267374+0.00964323j -0.00179527+0.0101749j 0.004109-0.00311473j 0.00407684+0.000300862j -0.000276112-0.00289199j -0.00098314+0.0029212j 0.00251559-0.00163765j -0.00469593-0.0106743j 0.00216577-0.00555882j 0.00475824-0.000467044j -0.00524903-0.00390435j 0.000371072+0.00124709j -0.0036587-0.00664046j -0.00104716-0.00616551j -0.00698498+0.00256564j -0.00314906-0.000903883j 0.00320514+0.00012741j 0.00185631-0.000473374j 0.00403214+0.000767359j -0.00219136-0.000764252j -0.00169404-0.00247801j 0.00601626-0.000760734j -0.000381314-0.00632291j 0.00218976+0.00442024j -0.00420909+0.00301602j -0.00937254-0.00452429j -0.00231102-0.00270499j -0.00199441+0.00100295j 0.00306313-0.00188324j 0.00206678+0.00191322j -0.00533028+0.000475087j 0.0014407+0.00220701j 0.000536832+0.00123343j 0.011613+0.00153919j -0.00365475+0.0016353j 0.000343082-0.000893965j -0.00105439-0.00165971j 0.00846565+0.000177339j -0.00233782+0.00194874j -0.00623958-0.000594248j -0.00544225-0.00186744j -0.00330404-0.00274505j -0.00442116-0.00168432j 0.00224296+0.00131421j -0.000408128-0.00256718j 0.00592809-0.00196447j 0.00644003+0.00318148j -0.00743074-0.00475479j 0.0026103+0.00328827j 0.00479365+0.00408848j -0.00435149-0.00415275j -0.000745907-0.00349249j -0.00167384-0.0026872j 0.0029009-0.00205699j -0.00346041+0.00230045j -0.000859876-0.00255971j -0.000705859+0.000285575j 0.0003783-0.00485771j 0.000699711-0.00241059j 0.00343889+0.002927j -0.00120687-0.000259816j -0.0029764-0.00291774j 0.000513687+0.00144334j -0.00456828-0.0017489j 0.000412635+0.00234198j 0.000332702-0.000139774j -0.000549723+0.00169969j -0.00413345-0.00725188j -0.000436034+0.000897754j -0.00366343+0.000542531j 0.00121341-0.00179238j -0.00212702-0.000167459j -0.0015344+0.00157822j 0.00199661-3.57418e-05j -8.53054e-05+0.000799924j -0.000847015+0.000427667j 0.000547512+0.000183634j -0.00112431-0.000417353j -0.000566725+0.000339565j 0.000517354+0.00134228j -0.00317595-0.00113347j 4.54888e-05+0.00218344j 
0.00528749-0.00781482j 0.000467757+0.0083484j -0.000811728-0.00108504j 0.00451504+0.00918736j 0.00305513+0.00310188j 0.000564323+0.00579321j 0.00152401+0.00386059j -0.000825437-0.00388689j 0.000711075+0.00509105j -0.00231028-0.00290714j -0.00281317+0.00261877j 0.00111582+0.00237195j 0.0013753+0.00984171j 0.00629784+0.00118444j -0.00539276-0.00099333j -0.00201344+0.00647463j -0.000825411-0.00590183j 0.00307528-0.0061604j 0.00911955+0.004095j -0.000587678+0.00366432j 0.00152718+0.00297682j 7.18264e-05-0.00210965j -0.00508193+0.00112701j -0.00160475-0.00241982j 0.00278973+0.00653422j -0.00248053-0.00162832j 0.00150292-0.00031606j -0.00410475-0.000398356j -0.00243915+0.00436416j 0.000868965+0.00330877j 0.000347121+0.00632043j 0.00260133+0.00143318j -0.00376769+0.00289918j 0.00322733+0.00156205j -0.00206032-0.00117411j 0.00211343-0.00479506j 0.00220007+0.00512231j -0.000216898-0.00436426j -0.00266775-0.000620074j -0.00479435-0.00767925j 0.00525304+0.00582659j -0.00311523+0.00765375j 0.00333909+0.00178443j 0.00311864-0.000543504j -0.0020122+0.00415137j -0.00691275-0.002677j -0.000160111+0.000555j 0.0037635-0.00195532j -0.00218681-0.0043178j 0.00079373+0.00885652j -0.00352415-0.00345434j -0.000258144-0.00221613j 0.000819639-0.00148219j -0.00137024+0.00190699j 0.00315869+0.00557009j 0.00144842+0.00754696j 0.00261523+0.00119506j 0.00225661+0.00589493j 0.00154559+0.00414221j 0.00318507+0.00377794j 0.00192874-0.00201608j 0.00730311-0.00339264j -0.00187948+0.00125048j 0.0012557+0.00315058j 0.00109082-0.00637746j 0.00393153+0.00231367j -0.00416952-0.00138851j -0.00155568+0.00123314j 0.00149148-0.000407107j 0.00234806+8.65799e-05j 0.000457135-0.001293j 0.00100074+0.0018111j 0.000310245+0.0036596j 0.00357478+0.00156377j 0.00161489-0.00184696j -0.000343549+0.00300847j -0.00100559+0.00106176j -0.000651643+0.00297969j -0.00417985-0.00048426j 0.00112882-0.0018077j 0.00173545+0.00419761j 0.0010293-0.00114525j -0.000863853+0.00104835j -0.00116601-0.00221578j -0.00219341-0.000495588j 0.00471266-0.00324645j 4.33304e-05+0.00446082j -0.000880657-0.000171619j -0.00143321-0.00293067j 0.000539946+0.00339264j -0.0011061-0.00455278j -0.00217715-0.00289055j -0.00439063+0.00670347j -0.00400295-0.00663856j -0.00492007-0.00158253j 0.00328624+0.0028823j -0.00117979-0.000563697j 
0.00640044+0.00167907j 0.00239318+0.00481206j -0.00125947-0.00214338j 0.0277455+0.0118347j 0.0188139+0.0124241j -0.00715601-0.00555584j -0.00664526-0.000999601j 0.0135284+0.00422904j -0.0137682+0.00059515j 0.00832356+0.0142896j -0.0149084-0.00437901j -0.00565285-0.00140116j -0.0198675-0.00140592j 0.000899191+0.000151323j 0.0152948+0.000840483j 0.0079538+4.40702e-05j 0.0137618+0.00459166j -0.0067658-0.00648331j 0.00675447-0.00293285j 0.00703161+0.00122288j 0.000301499-0.000618172j 0.00301799-0.00444735j -0.00194979+0.00384713j 0.00301355-0.00123245j -0.00118896-0.0114053j 0.000370637+0.00164305j 0.00273409-0.00218649j -0.00265464+0.00374931j -0.00612796-0.0039422j -0.00711984+0.00303969j -0.00359683-0.00211693j 0.0016301-0.000902353j 0.0024894-0.0082788j 0.000758982-0.00242369j -0.00305815-0.00344629j -0.00239662+0.00256019j 0.0032254-0.003478j -0.00619088-0.00214922j 0.00697945+0.00312273j 0.00230988+0.00435519j 0.00687478+0.00266552j -0.00180955+0.0103191j 0.00543184+0.00198329j -0.00180419-0.00290798j -0.00417814-0.00361347j 0.00654078+0.00455393j 0.00379104-0.0011539j -0.00454743+0.0016516j -0.00603116-0.00383015j 0.0100013-0.00639589j -0.00861468+0.0031636j -0.00267688-0.00123332j 0.00106592-0.00709897j -0.000240904-0.00339081j 0.00287171+0.00102989j 0.00649662+0.00156657j 0.00106104+0.00694119j 0.00549102-0.00248889j 0.00133478-0.00584815j 0.00964449+0.00244683j 0.000698463-0.00235731j -0.00249762-0.00770229j 0.00320062+0.00833995j 0.00273741-0.00447183j -0.00454069-0.00370742j 2.6551e-05+0.00130089j -0.0033727+0.00868289j -0.00369947+0.000878834j -3.95679e-05-0.00128194j -0.00571339-0.00211233j -0.00165535+0.00295881j 0.00403473-0.00190054j -0.000871255+0.00150837j 6.93834e-05-0.00163995j 0.00161296+0.000563625j -0.00168823+0.00095618j 0.00333789+0.00679143j 0.00469445+0.000815622j 0.00102806+0.00601737j -0.00115039-0.00400057j 0.00299446-0.000136004j -0.00354989-0.0035118j -0.000768344+0.000569358j -0.000624637-0.00103171j -0.00282449+0.00335522j -0.000844891-0.00267511j -0.00569058-0.0019942j 0.00116101+0.00551312j -0.000757998+0.00359657j 0.00150691+0.000166179j -0.00093949+0.0035194j -3.64818e-05-0.000360965j 0.00315925+0.00260231j -0.00552587-0.000960079j -0.00245596-0.000285114j 0.00028665+0.00142407j 0.00327547+3.63519e-05j 
-0.00346076+0.00733128j 9.79623e-05+0.00256075j 0.00144552-0.00377609j -0.00415699-0.00137892j -0.0104322-0.00279776j 0.00394504-0.00349818j 0.00467298-0.0011614j -0.00747061-0.00473661j 0.00373274+0.0068232j -0.015195-0.00282356j -0.000691652+0.00497574j 0.00758617+0.00865901j 0.00242255+0.00199017j 0.00167168-0.00778298j 0.00569964+0.00583687j -0.00119437-0.00700144j -0.00510318+0.00396595j 0.0011212+0.00477415j -0.0119161+0.00324379j -0.0027319+0.00107273j 0.00805131+0.00396429j -0.00307505-0.000849208j 0.00216554+0.00338821j 0.00809615-0.00155981j -0.000225023+0.00424421j -0.00235418-0.000814581j 0.00512172+0.00329933j -0.00106118-0.00306623j 0.00615041+0.00322441j -0.00191421-0.00365083j -0.00624292+7.05032e-05j -0.00196155-0.00388115j 0.000636077+0.0082355j -0.00397211-0.00699034j 0.000823388+0.00106864j 0.0054595+0.00198502j -0.00820198-0.000385305j -0.00300129+0.00176901j -0.00114558+0.00205918j -0.0053134-0.00626309j 0.00475745-0.00462107j 0.00496984+0.0053739j -0.00216926-0.00110169j 0.000318333+0.00525104j 0.0013564+0.0038593j -0.00304725-0.00743921j 0.00413911+0.00273316j 0.0060476+0.00637448j 0.00126828-0.000303311j -0.00375608-0.00309039j 2.59561e-05+0.00174416j -0.000721614-0.0013147j -0.00147638-0.00268116j -0.00164761-0.00213569j 0.00560981+0.000630489j 0.00352816-0.0018781j 0.00467507+0.00259169j 0.00346849-0.00474048j -0.00431303-0.00155809j 0.0019529-0.00125203j -0.0031761+0.000736299j -0.00209246+0.00652732j 0.00458175+0.00116769j -0.000647176+0.00137537j 0.00267492+0.0074975j -0.0045964-0.00557079j 0.00267687-0.000517004j -0.000779569+0.00218614j 0.000959898-0.00179665j -0.00172071+0.00372796j 2.60172e-05-0.00468431j 0.001298+0.00318951j 0.000891564-0.00188838j 0.000187163+0.00117262j -0.000143376-0.00139326j -0.00218586+0.000963373j -0.000839517-0.00755149j -0.00164459-0.000163206j 0.000166206-0.00212315j 0.0006195+0.00544521j -0.00139137+0.00257356j -0.00207796+0.00254247j -0.00144097-0.00281566j -0.000255274-0.00298435j 0.00193509+0.000198418j 0.00280329-0.00676822j -0.000655275+0.00511967j 0.00140302-0.00125221j -0.000594423-0.00514342j -0.0016225-0.00016808j 0.000885056-0.00106549j 0.000230476+0.00253373j 0.000142565+0.00333201j 0.000596995-0.00215309j 0.000474548-0.00132285j -0.00112592-0.00140934j -0.00343517-0.00198046j 
