0.000911812-0.00333209j -0.00459248-0.00124759j -0.019323-0.0278637j 0.000342957-0.0118437j 0.00132355+0.0120379j 0.00485118+0.0184808j -0.000379198+0.00787795j 0.00260066+0.0117097j 0.00157369+1.39918e-05j 0.000741448-0.00365269j 0.00245075-0.0126769j -0.00153692+0.000929546j 0.000413558+0.000328761j 0.00580615-0.00283068j 0.0010045+0.00322182j 0.00381523-0.00288979j -0.00208357+0.00796982j 0.0129248+0.000521481j -0.0110945+0.000664659j 0.0258+0.00466312j 0.00861095+0.00506826j -0.00159172+0.00188523j -0.0167945-0.00669017j -0.00534981+5.88581e-06j -0.00435791-0.0073938j 0.00478118+0.00106305j -0.00624168-0.00467822j 0.0129572+0.00971904j 0.000668252+0.00173071j 0.00497189+0.0057684j -0.00469156-0.00144223j -0.000319867+0.00189807j 0.004468+0.0136289j 0.00169046+0.00437822j -0.000157859-0.00776822j -0.00568574+0.00523613j -0.00268648+0.00352498j 0.00785317-0.00238011j -0.00228913-0.00715031j -0.00841218-0.00272018j -0.00331367-0.00795745j 0.00112525-0.00617434j -0.00232016+0.00512353j -0.0137667-0.00512111j -0.00503323+0.00719205j -0.00646941-0.000224663j -0.000147753-0.0044596j 0.00220716+0.00222415j -0.00967218-0.00473986j 0.00186973-0.00721826j 0.00308338-0.00536316j -0.00233693+0.000961297j 0.00450715+0.00304883j 0.000456403-0.000420083j -0.0064825+0.00210584j 0.00324051+0.000464525j -0.00351416-0.00354515j -0.000378476-3.92374e-05j 0.0011576+0.000199561j 2.64445e-06+7.24832e-05j -0.00030741+0.00241225j 0.00278023+0.00273687j -0.000364451+0.000336931j -0.00224741-0.0084455j 0.000922354+0.00329276j 8.33243e-05-0.00132766j -0.00443955+0.00244187j -0.00618419+0.00434517j 0.00281306-0.000745079j 0.00134996-0.000407116j -9.76807e-05-0.00273933j 0.000717891+0.00496378j 0.00225872-0.00107425j 0.0017349-0.00112189j -0.000222272-0.00304922j 0.000479653+0.000143953j 0.00234905+0.00504516j 0.00209837-0.000663753j 0.00165066+0.00236753j 0.000493875-0.00278032j -0.00346241+0.0047778j -0.002494-0.00145607j 0.000159738+0.00182109j 0.00221311-0.00366722j -0.0011207+0.00363273j -0.00408166+0.00657917j -0.00159486+0.00158232j 0.00246518+0.00138558j 0.00111435-0.00212024j -0.0020083+0.00233877j 0.00387229-0.00194152j 0.000874639+0.0011008j 0.0025162-5.4613e-06j 0.000770801-0.00482532j -0.00288808+0.0025069j -0.00226295-0.00285102j -0.00247528+0.00447384j 
-0.00191161-9.15328e-05j 0.000555876+0.00205766j -0.001823+0.00118312j -0.00799971-0.00193846j -0.000754088+0.00619832j -0.0109596-0.00714713j 0.00519154+0.0140038j 0.00675084+0.00828342j -0.0167843-0.00127848j 0.0070589+0.0155551j -0.00639633+0.00496989j -0.0104757+0.0183829j -0.00840998+0.0193538j 0.0106281+0.000604265j 0.00113888-0.00154293j 0.00452368+0.0102255j -0.0054481+0.00114493j 0.00338067+0.00173562j -0.00214195+0.00177838j -0.0039056-0.00011692j 0.00932864+0.0037814j 0.00284802+0.0129238j -0.000979078+0.00139753j -0.00514768+0.0015376j 0.00584956+0.00592983j -0.000903357-0.00554615j 0.00298814-0.00272442j 0.00268608+0.00878933j -0.00102037-0.00556043j -0.00235006-0.00949025j 0.00170863-0.00322425j -0.00310822-0.00925204j 0.00266755-0.00500412j -0.00588613+0.0117127j 0.00485826-0.00809077j 0.00081845+0.00216329j -0.00215129-0.00153969j -0.00284162+0.00200231j 0.00272324-0.000998141j 0.00130147+0.00187196j 0.00116149+0.00664114j -0.00324763+0.000914954j 0.00242481+0.0034997j -0.000129625-0.00187835j -0.00345979-0.00203717j 0.00234278+0.000394098j -0.000161927+0.000530693j -0.00515117-0.00174972j -0.00161094-0.00338661j 0.000209782-0.00393446j 4.6537e-05+0.00336446j 0.00449376+0.00325049j -0.00232979+0.00298365j 0.00136302-0.0034618j 0.00145813-0.000959342j -0.00494664+0.00470291j 0.006473-0.00173776j -0.00116123-0.00120535j -0.00099066-0.00125383j -5.80786e-05+0.00101366j 0.00139488-0.00646972j 0.00413961+0.00302555j 0.00341498-0.00317015j -0.00111179+0.00351128j 0.000245498-0.00638061j 0.00243819-0.00316968j -0.00140645+0.00405237j -0.00584258+0.000825045j 0.00317418-0.00284358j -0.00508329-0.000958321j 0.00429367+0.00125513j 0.00458317-0.00383087j 0.00501259-0.00536853j -0.00327797-0.00377674j 0.000198016-0.00797602j 0.00221977+0.00135449j 0.00335542-0.0018874j 0.000874386-0.00212218j -0.00109543-0.00229978j -0.00175328-0.00417011j 0.00255171-0.00238219j -0.00577489-0.0064849j 0.00787773-0.00203746j -0.00202381+0.00033954j 0.00440765+0.00432793j -0.00107004-0.000789411j 0.00283128-0.0037431j -0.00491159-0.00612065j 0.000437695-0.0100942j -0.00232176+0.00136988j -0.00317547-0.00165373j 0.00510782+0.000499793j -0.00365767-0.00240001j 6.23411e-05-0.00332302j -0.00182311+0.00248475j 0.00107837-0.00338277j 0.00378053+0.00113658j 
-0.00208472+0.00160616j -0.00113065+0.000273389j -0.000119953-0.00195044j 0.00187686-0.00119175j -8.24584e-05-0.00606133j -0.00573072+0.00700564j 0.00520234-0.00598541j -0.00241521-0.00801781j 0.0134232+0.00549215j 0.0140795-0.0119464j -0.0052794+0.00407986j 0.00734538-0.00142278j 0.0186267+0.00636984j -0.0134341-0.00907603j -0.00482496-0.00765721j 0.000839698-0.00233468j 0.000126326-0.00129942j -0.00100565-0.000308739j -0.00119901+0.000504349j -0.00106153+0.00277576j 0.00110789-0.0088074j 0.00841106-0.00704627j 0.00198012-0.00303841j 0.00231298+0.00288423j 0.00611333-0.00927216j -0.00380081+0.00406906j -0.0037457-0.00381012j 0.00438607-0.010732j -0.00683901+0.00328832j -0.00347284-0.0011712j -0.0041082+0.00164294j -0.00978036+0.0104992j -0.00119005-0.0012608j 0.0105062+0.00655444j -0.0080953+0.000630811j 0.00835859-0.000544997j 0.00196883+0.00437339j 0.00293972+0.00296636j 0.00429624-0.00314975j 0.00151939-0.000448404j 0.00376561+0.00138936j -0.000975184+0.00392771j 0.0013961-0.000259804j -0.00150063-0.00111954j -0.00322128+0.00487603j -0.00100746+0.00197361j -0.00117465+0.00199819j -0.00283228+0.00581233j -0.00456773+0.00202171j -0.0042159-0.0014507j 0.00434485-0.00339215j 0.00270867-0.00634523j 0.000303547+0.00223239j -0.00177207-0.00199015j 0.000985792-0.00263579j 0.00467696+0.0044948j 0.00394668-0.00667063j 0.000925835-0.0021099j -0.000421018+0.00137533j 0.00364485+0.000793373j -0.00473652+0.00207831j 0.00299625-0.00337325j -0.00239352-0.00224882j 0.00252904+0.00127158j -0.000790862-0.00230923j -0.00550446-0.000950551j 0.0038823-0.00232165j -0.00262834+0.00397576j -0.00200933-0.00195931j -0.00445391+0.00431159j 0.000393333-0.00192296j -0.00318372-0.00386651j -0.00398941-0.00118099j -0.00404557+0.00312022j -0.0056751+0.000413505j -0.000358575-0.00272871j 2.2647e-05-0.00074717j -0.00105451-0.00347927j -0.00377524+0.00309045j -0.00738486+0.00202471j -0.000824295-0.00100686j -0.00233603+0.00056874j -9.69225e-05-0.00542618j 0.000251178+0.00269493j 0.0040512-0.00206027j -0.0031577-0.00181215j -0.00710598-0.00153579j -0.00607257+0.00311123j -0.00864125+0.0011826j 0.000508997+0.00422117j -0.00379031+0.00235327j 0.000725891-0.00598717j -0.00338136+0.0014351j -0.000129259-0.0031646j -0.00059418+0.00149135j -0.000375954-0.00434471j -0.000290819+0.000708452j 
0.00128568-0.000562638j 0.00027467-0.00275515j -0.00216481+0.000628929j -0.002691+0.00110594j -0.00458736+0.00263459j 0.00657665+0.00138236j -0.0070087-0.00528608j -0.00878736+0.00374167j -0.00222924-0.00541142j -0.0113436-0.00628026j 0.000917936-0.00122284j -0.00588794-0.00816677j -0.00415883-0.0178317j 0.00290065+0.00984065j -0.00594408-0.00327448j 0.00300672+0.0010055j -4.04896e-05-0.00069257j -0.00176757-0.00138982j -0.000366059+0.000300765j 0.00179246-0.00107804j -0.00167304+0.00290713j -0.00995839-0.0034645j -0.00477693-0.00476476j -0.000870556-0.00384352j -0.00495784-0.0019157j 0.00858725+0.00109015j -0.00453319+0.000256837j -0.00899719-0.00383309j 0.00190639+0.00441006j -0.00425568-0.00466019j 0.00280399+0.00341116j 0.00704627+0.0064556j -0.000697045+0.000695058j -0.00181351-0.00445227j 0.0035405+0.00548442j 0.00533349-0.00168425j 0.00353112-0.00306108j 0.0014106-0.00192621j 0.00603366-0.0083695j 1.52876e-05-0.00028742j 0.000443191+0.00243177j 0.00135118+0.000919256j -0.00285522-0.00204097j -0.00147244+0.00449847j 0.00255297-0.00306831j 0.00317435+0.00155718j -0.00157815-0.0044958j 0.00495078-0.00284602j 0.00216292-0.00396711j -0.00098886-0.00477492j -0.00749335-0.00327741j -0.00090632-0.00266127j -0.00150236+0.00682695j -0.00278466+0.0012416j 0.00399869-0.00425536j 0.00162502+0.00267511j -0.000173855-0.00320753j -0.00419521-0.000353368j -0.000739499-0.0013986j 0.000631428+0.00322585j 0.00614264+0.00114453j -0.000368555+0.00275039j -0.00228689+0.00440857j 0.000563915+0.00091668j 0.00117137-0.00293163j 0.00520998-0.00277043j -0.00294281-0.00117672j -0.00300152+0.00553383j 0.00481362-0.00359391j -0.00169569+0.00866254j 0.000337889+0.00747055j -0.00131473-0.000552534j 0.00691556-0.000401368j -0.00291953+0.000825329j 0.00130903+0.00074822j 0.00280632+0.00149043j 0.00189036+0.00170754j 0.000260312-0.00304926j 0.0061249+0.00095025j -0.00131585+0.00564344j 0.00193021-8.23116e-05j -0.00393839-0.00358495j -0.00274663+0.00245836j -0.000581804+0.00435687j -0.000422985+0.00429292j -0.00306656-0.000564916j 0.00707478+0.00156058j -0.00247105-0.00318708j 0.00315041+0.00607072j 0.00555899-0.00146388j -0.00240367-4.82125e-05j -0.00259058-0.00185923j -0.00458381-0.00184202j 0.00265997-0.00795832j -0.00233725-0.000996132j 0.000126739-0.00159924j 0.00304501+0.00448477j 
0.00288744+0.00144614j 0.000653008-0.00191911j -0.00162981-0.000457131j -0.000743989-0.00429367j -0.00398155+0.000381009j 0.00463051+0.00279241j -0.00255638-0.00351035j -0.00679723-0.00404003j -0.00444821-0.00844178j -0.0114536-0.00688067j 0.00449658-0.000748451j 0.00614826-0.00514559j 0.000944324-0.0120231j -0.00165052+0.0152657j 0.00651136+0.000783477j 0.00226185+0.00314151j 0.00306562+0.00440554j 0.00456643+0.00405363j -0.00232024+0.000790469j 0.00217535+0.00292589j -0.00541942+0.00350886j -0.00193985-0.000482975j 0.00385829-0.00574408j 0.00142213-0.00154109j -0.000533449-0.0036534j 0.00467705+0.00498437j 0.00809743+0.0126646j -0.00222893-0.00534099j -0.000538663+0.00863012j 0.0114744+0.00291055j -0.00215701+0.00901733j -0.000183546+0.00851739j -0.000216111+0.000489498j -0.00396297-0.00277124j -0.00317789+0.000555683j 0.00554015-0.00392229j -0.00321585+0.00413446j -0.000503061+0.00503733j -0.00204703+0.00751918j 0.00118432+0.00773488j -0.00476961+0.00347779j -0.00564484-0.000908082j 0.0012814+0.00994049j -0.00173631-0.00699212j -0.00225794-0.0026927j 0.00314285-0.00202395j 0.00648414-0.000981887j 0.0016338-0.00127762j 0.00390375+0.00315516j 0.00229634-0.00125539j -0.00085383-0.00535285j 0.00151784+0.00171463j -0.00676878-0.00467841j -0.000302413-0.00349657j 0.00045903-0.00166644j -0.00164473+0.000835556j 0.00499284+0.00303887j -0.00149262-0.00625184j 0.00107072+0.003734j -0.00262403-0.00526829j 0.00216897-0.000637673j -0.00129891-0.00203432j -0.00145249-0.00393585j -0.000170671+0.000367736j 0.00341149-0.000214959j 0.00527896-0.000400488j -0.000551061-0.000396845j -0.00598509-0.000891757j 0.00626841+0.00432368j -0.00634712-0.00537494j -0.00137183+0.00286843j 0.00465638+0.00177817j 0.0024542+0.00663708j -0.00284339-0.00189994j 0.000692806-0.00120594j -0.00179055-0.00236429j 0.000590738+0.00258216j 0.000432928-0.00124222j 0.000643652+0.00256784j -0.00166104+0.000737558j 0.00025861+0.000656317j -0.00366573-0.00391264j -0.000221599+0.00389534j -0.00212563+2.88764e-05j -0.00134548+0.00062387j -0.000119843-0.00159322j -0.00173641+0.00726411j -3.99514e-05-0.0022585j 0.00249456-0.0033044j 0.00385884-0.00149505j -0.000248776-0.000642391j 0.00922289-0.00294603j -0.000749554-0.00569969j 0.001179-0.000153648j -0.000295297+0.00144317j 0.00373096-0.000529144j 0.00785281-0.00411672j 
0.00222498+0.00146385j 0.000878362+0.00197951j 0.0027316-0.000407279j 0.00949925+0.00113062j -0.00125581-0.00378392j -0.00185354-0.00876373j -0.00247541+0.00270015j 0.00429611+0.0030357j 0.0153974+0.00768901j 0.00068315+0.000906848j -0.0106301-0.0144216j -0.0130812-0.00210866j -0.00420119+0.00766911j -0.0103016-0.0111431j -0.000434349-0.00577863j -0.00304229-0.00155463j 0.00268668+0.00268506j 0.00179982-0.00434535j 4.23871e-05-0.000773375j -0.000175007-0.00473362j -0.00202237+0.00374193j 0.00112944+0.00460199j 0.000161663-0.000858888j -0.00311228+0.0016875j -0.0030492+0.00341616j 0.00406616-0.00104658j 0.00929435-0.00302334j -0.00225484+0.00544054j 0.00922614-0.00177177j 0.00239047-0.000215415j 0.00247169-0.000309355j 0.00997376-0.000685703j 0.00144786+0.00077918j 0.00136736+0.0041683j -0.000977736-0.00086284j -0.00188804-0.000880215j -0.00241307-0.00119073j -0.00214476+0.00439549j 0.000905302+0.00418536j 0.00504916+0.00177667j -0.00510297+0.000615195j 0.000530483-0.00128114j 0.00405623+0.00209184j -0.00639574-0.0022044j 0.00505487+0.00220377j -0.0016346-0.00551946j -0.0012423-0.00293141j 0.00189002+0.000189515j 0.00423647-0.00218136j 0.000428934+0.00157521j -0.00697027-0.000694991j 0.00446247+0.00211322j 0.000312708+0.0017312j 0.00125349-0.00220145j 0.00330517+0.00139521j -0.000268149+0.00280671j -0.010076-0.00486329j -0.000401828+0.00296648j 0.00485087+0.00444363j -0.00445487-0.00256903j 0.002189-0.00786355j -0.0052329-0.00197853j -0.0042489-0.00458311j 0.00346025-0.00279856j -0.00784373-0.00690955j 0.00480541-0.000517199j -0.00814065+0.00933417j 0.00216284+0.00562153j 1.32122e-06+0.000848872j 0.00364188+0.00115588j 0.000905836+0.00250658j -0.000495072-0.00450597j 0.00389298+0.00352063j -0.00280347+0.00680353j 0.000176874-0.00220968j 0.0073452+0.00416316j -0.00207257-0.00453582j 0.000876855+0.00582695j 0.00687154-0.000755087j 0.00526332+0.00190201j -0.00664415+0.00127395j -0.00101143+0.0079746j -0.000324014-0.00167183j 0.00359986+7.6849e-05j 0.000624346-0.00784318j -0.00243857-0.00406419j 0.00534705+0.0054214j 0.00238337-0.00175852j 0.0018781+0.00185966j -0.00244748-0.00387813j 0.00598018+0.0108946j 0.00049084-0.00473882j -0.000378474-0.0010942j -0.00147947+8.39477e-06j -0.00368107-0.0049738j -0.000738734+0.00174863j -0.000277804-0.00365261j 
0.00480763+0.00101855j 0.00179441-0.00222335j -0.00544528-0.00868242j 0.0117858+0.00664436j 0.0100724+0.00993611j -0.000747535+0.00105246j -0.00700709-0.0140525j 0.00259795-0.0304707j -0.00839373+0.00072222j -0.00117851+0.0141152j 0.00248063-0.00427524j -0.000859658+0.00541075j -0.00516164+0.00490686j -0.000164535-0.00111859j 0.000172587-0.00608404j 0.00283393-0.00538952j 0.00566885+0.00400617j -0.00493108-0.00483137j -0.00151304-0.0134065j 0.000553467+0.00953213j 0.00189852+0.00624298j 0.000945227-0.000303447j 0.00108525+0.014951j 0.00236177-0.0136638j 0.00180062-0.0226397j 0.00327857-0.00414085j -0.000994426+0.0184743j 0.0105657-0.0106576j 0.000410448+0.00597066j 0.00213412-0.00851087j 0.0022793+0.000196398j 0.00170475-0.00170684j -0.00216839-0.00437417j -0.00294998+0.00448776j 0.00121638+0.00157581j 0.000566232+0.00147297j -0.00528533+0.0052241j 0.00170967+0.00501155j 0.0017452-0.00109489j 0.00258952-0.00274447j 0.000177903+3.86474e-05j 0.00252764-0.00846245j -0.00184453-0.000370038j 9.53047e-05+0.0042718j -0.00166176+0.00219838j -0.00346172-0.00457504j 0.000971224-0.00288597j -0.000818253-0.000764478j 0.000811446+0.0029673j -0.00218499-0.00088173j -0.00132425+0.00148418j 0.000386784+0.00312808j 0.00298871+0.000666354j -0.00434283+0.00152726j -0.00312573-0.00648583j -0.000199495-0.00253611j -0.000660554-0.00190305j 0.00436734-0.00411321j -0.0063449+0.0081194j -0.00193047+0.00866859j -0.00290409+0.00391466j 0.00107965+0.00436557j -0.00727483+0.000733754j 0.000786789-0.00367349j 0.00518679-0.00716572j 0.00169079-0.00468505j 0.00142018-0.00196821j 0.00678435-0.00635272j -0.00293172+0.00248966j -3.23719e-05+0.00492259j 0.0022631-0.000974155j -0.00265424+0.00423242j -0.00514766+0.000532587j -0.00352552+0.000631998j 0.00281033-0.00404225j 5.78832e-05+0.000918705j -0.00496163+0.00112813j 0.00048717+0.00301939j -0.000777049-0.00122347j 0.00173509+0.000804246j 0.00671563-0.00170817j 0.000971414+0.00325855j 0.000139741+0.000166771j -0.00318075+0.000248084j 0.00281675-0.00188803j 0.00220715-0.0015347j 0.00353465-0.00410546j -0.00170178-0.000777354j -0.000264432-0.0008786j -0.000897827-0.00156252j 0.00244887+0.00200122j 0.000403966-0.000198097j -0.00115823+0.000671069j -0.00127053+0.000262769j -0.00174606-0.00180247j 0.000181677+0.00101815j -0.000741426-0.000858814j 
0.00867757-0.0044441j 0.00537187-0.00755682j 0.00190432+0.00395376j 0.00361436+0.000746158j -0.00289382-0.00256163j -0.00433074+0.0035656j 0.00669248+0.00144911j 0.000971438-0.00311288j 0.00471473+0.00695131j -0.01195-0.0106628j -0.00970211-0.00655988j 0.0144298+0.0125321j 0.00533312-0.00366346j -0.000155238+0.00518205j 0.00232007+0.00209939j 0.00553832-0.00238645j 0.0110023+0.00736927j -0.000242352-0.000906721j 0.00187124+0.00213091j 0.000526288-0.000329742j 0.0039271+0.000733657j 0.000574653+0.00178674j -0.000912717-0.00749459j -0.00947904+0.00534167j -0.00914257+0.00092588j 0.00415626+0.00429196j 0.00803422-0.00134724j -0.000744033+0.00101475j 0.0097216-0.00198449j -0.00803902-0.00562765j -0.0039527+0.00265451j -0.00130121+0.00150262j -0.00445246-0.00661424j -0.00665256+0.0016569j -0.0039076+0.00174062j -0.00160783+0.00276671j -0.00592505-0.00547102j -0.00557127+0.00480323j -0.00030072-0.00407054j 0.00042013+0.00352322j -0.00801308+0.0051342j -0.00584016-0.000159526j 0.00285177-0.000441792j 0.000609903+0.000108371j 0.000184788-0.00334575j -0.00437529+0.00177965j -0.00370192-0.00253293j -0.00363544-0.00235803j -0.00250411-0.00435968j 0.00176156-0.00685127j -0.00385623+0.00117521j 0.00174928-0.00642161j 0.00908584-0.00132249j 0.000781621+0.000626651j 0.000786857-0.00179818j 0.0029876+0.0032463j -0.00365902+0.00270005j 0.00135845+0.000798255j 0.00271867-8.63181e-05j -0.00253946+0.00355117j -0.00339081+0.00025346j -0.00170272-0.00134438j -0.00101017+0.000941483j -0.00026366-0.00369566j -0.00811985+0.00775327j -0.000762735-0.00312092j 0.00706771+0.00894569j 0.00305929+0.00388604j 0.00178701+0.00174523j 0.000251338+0.000488095j 0.00844967+0.00766102j -0.000798655-0.0018027j 0.00120909+0.00164247j 0.00372377-0.00402634j -0.00104326+0.000703051j 0.00684543-0.00227488j -0.00121878+7.71068e-05j 0.00754224+0.00148392j -0.00602196-0.00284538j -0.000852302+0.00109808j 0.000101393+0.00259791j 0.00374202+0.00552274j -0.00579809+0.00326632j 0.000474787+0.00109156j -0.00271461+0.000603888j -0.00252397+0.000590338j 0.00277001-0.00930709j -0.00513892-0.00544709j 0.00267886-0.00324342j -0.0063463-0.00347539j 0.00514369+0.00195579j 0.00196468+0.00278513j -0.00196262-0.00205783j 0.00754598+0.000901955j -0.00207293-0.00179286j 0.00709418+0.00140335j -0.00232579+0.000373626j 
7.34268e-06-0.0010064j -0.00380293+0.00128799j 0.00282096-0.00145188j 0.00205107+8.9311e-05j 0.00551916-0.000887229j 0.00430539-0.00133562j -0.000142577-0.000271475j 0.0050272-0.00162377j -0.000717051-0.000566702j 0.00280196+0.00484556j 0.00982179+0.00205857j 0.0112399-0.00252383j 0.000189694+0.00225829j 0.00149491-0.00404735j 0.00758166+0.0112195j -0.00715897-0.00421527j -0.00212057-0.00039751j -0.00307646+0.00168172j 0.0015067+0.000165272j 0.000923486+0.000972429j -0.00327067+0.0031834j -0.000755359+0.000215887j -0.00183956-0.00280465j -0.000755039-0.00455428j -0.000361262-0.00617362j 0.00050916+1.8507e-05j -0.00186087+0.00454381j -0.00261515-0.00410473j 0.000427374+0.00815953j 0.00179788-0.0079139j 0.000888504+0.000713974j 0.00132151+0.00442303j 0.00368344-0.00198384j -0.00407-0.0013764j -0.00744145+0.00231657j 2.90916e-05-0.00509875j 0.00100297-0.00235037j -0.00361204-0.000492046j 0.0018134-0.0061494j -0.00555441+0.00160331j 0.00101263-0.00429621j 0.00295201-0.00105582j -2.9945e-05-0.00271425j 0.00599145-0.000617412j 0.00430053+0.00215572j 0.00321098+0.00102642j 0.00223604-0.00292638j 0.00345202+0.00183035j -5.09238e-05-0.00219249j 0.00255257-0.000907437j 0.00126213-0.00248181j -0.00243002+0.0052538j -0.000370589+0.00233864j -8.07512e-05+0.00155692j -0.00208827-0.000138055j -0.00464379+0.00301674j -0.00224381-0.00566917j -0.00262521+0.00160715j -0.00325419+0.000647579j 0.0018449+0.000469825j 0.00812374-0.00339796j 0.00432585-0.00264105j 0.00368605-0.00234586j 0.000461164+0.00198143j -0.00144044-0.00705134j 0.00752241+0.000929796j -0.00765758+0.00506033j -0.00234167+0.00353379j -0.00184898+0.000851755j 0.00248866+0.00249498j -0.000603311+0.000822152j 0.003158+0.00227067j -0.00136954-0.00275494j -0.000552027-0.000621432j 0.00284745-0.00439553j -0.00181036+0.0031206j 0.00774978+0.000913817j -0.00389353-0.0014596j 0.00387349+0.0010237j 0.00382561+0.00261386j -0.00379382-0.00851164j -0.00512511-0.00205984j -0.00349487-0.00350693j 0.000453902-0.0007674j 0.000519-0.00313289j 0.00388002+0.00528014j 0.00535645+0.00247454j -0.000769117+0.000496009j -0.000300194+0.00549182j 0.00114961-0.00346867j -0.00181498+0.00340406j 0.00280735+0.00845669j 0.00192869+0.000275084j 0.00250296+0.00191102j 0.00569478-0.000621709j -0.00101261-0.00230383j -0.00677109-0.00281076j 
0.000156084+0.000881449j -0.00249817+0.00283263j -0.00218518-0.000361788j 0.00481698+0.000291829j 0.000240813-0.00276405j 0.01507-0.00217919j -0.0166944-0.00101178j -0.0130637-0.000626329j 0.00318229+0.00226033j -0.00942144-0.00551985j 0.00571826-0.00425918j -0.0165529-0.0142494j -0.0161401-0.00911204j 0.00211626+0.000204252j -0.00230236+0.00300635j -0.00687037-0.000815027j -0.00337552-0.0017317j 0.000335142+3.89844e-05j -0.00247938+0.000449645j -0.000656356+0.00226021j 0.00264626-0.00454161j 0.00259307-0.00102305j 0.0026322+0.00225622j -0.00543641+0.000677728j 0.000511825-0.00565439j -0.0074959+0.000205516j 0.00270407-0.00126582j 1.6405e-05-0.000987531j 0.00088805+0.00212605j 0.00136539-0.000845966j 0.00359456-0.00408579j -0.00542152+3.7554e-05j 0.0020151-0.00336592j 0.00637699+0.0024148j -0.00175793-0.00257956j -0.00379785-0.000641568j 0.000770372-0.0029079j -0.00235904-0.00113829j 0.000938042+0.000530409j 0.00213969+0.0009755j -0.0022412-0.00280467j 0.00156664-0.000164319j 0.00418285+0.00188875j 0.00214347-0.001778j -0.00653147+0.0052167j -0.00605602-0.00460292j -0.0047717+0.00142992j -0.0162803-0.00454003j 0.00506099+0.00108613j -0.00317751-0.0014255j -0.00179911-0.00205105j -0.0013749-0.00236211j 0.00374957-0.00152646j 0.00709852+0.00437773j -0.00284554-0.000230058j -0.0011905+0.00419637j 0.00796701-0.000628802j -0.00294298+0.0045849j 0.00400831+0.00409855j -0.00410111-0.000249432j 0.00532079+0.00440204j 0.00403209-0.00362551j 0.0060373+0.000617497j 0.000387069+0.0019342j 0.000876504-4.75719e-05j -0.00743624-0.00431562j -0.00817192-0.00439187j -0.0037641+0.00445125j -0.00215205+0.000598868j -0.00223765+0.00306092j 0.00424118+0.00685986j 0.00672768+0.00412996j -0.00264548+0.00512791j -0.00246937-0.00465236j 0.00143877+0.00244467j 0.00174365+0.00336632j 0.00241425+0.00411721j 0.00313122+0.00433741j -0.00492784-0.0027019j -0.00522578+0.00430071j -0.000445009+0.00160699j -0.0008913+0.00578912j 0.00333953+0.00788556j 0.00385325+0.00498358j 0.00798927+0.00839907j 0.000939893-0.00354559j -0.00196149-0.00216886j 0.00142564-0.0040798j -0.00344835-0.0110555j -0.00667558-0.00843721j -0.00328118+0.00374933j -0.00181763+0.000758117j 0.00165629+0.00118598j -0.00226198+0.00294887j 0.00207993-0.000211267j -0.00259966+0.00114468j -0.00222361-0.00146579j 
0.00409648-0.00363236j -0.00207835-0.00168588j -0.00464762+0.000187108j 0.00771735-0.00363237j 0.00612334-0.00563426j -0.00111486+0.000946498j -0.00845579-0.00177234j -0.0164022-0.00902392j 0.00671604+0.00846079j 0.00961123+9.52128e-05j -0.00880265-0.00461294j 0.00357242+0.00220596j 0.00624505+0.00356438j -0.00436607-0.00565213j -0.00643241-0.00471679j -0.00378988-0.0049549j 0.00137885-0.00357039j -0.00494665+0.00139401j -0.0057757-0.00143949j 0.0017167-0.00175871j -0.000449534-0.000722861j -0.00188861-0.00152262j 0.0104536-0.00292683j -0.0018116-0.000291805j -0.00132386+0.00225833j 0.000423101+0.000925618j 0.00103943-0.00159166j 0.00191844-0.00381969j -0.00144897-0.00509182j 0.00205866+0.000105127j -0.00141677-0.00314614j -0.00312819-0.0047602j 0.000959159+0.00191048j -0.00215026-0.00745721j -0.0032035-0.00584847j 0.00605254+0.0059418j 0.00225785+0.00166301j -0.00176087-0.00601146j 0.00375881+0.000935543j -0.00355189+0.00264391j -0.00492829-0.000627048j -0.00140617+0.000979758j -0.00190738-0.00328888j 0.00319611+0.00228674j 0.00182868-0.00190607j -0.00086892+0.00195067j -0.00128209+0.00494697j 0.000106424+0.00297731j 0.00331497-0.000680999j -0.000389617+0.00438674j -0.000909516+0.00426033j 0.0049404-0.000505959j -0.00450779-0.00632872j 0.00107524-0.00336603j 0.00615774-0.00231297j -0.00791347+0.000617591j -0.00401683+0.0094661j -0.00179458-0.00143964j 0.00534085-0.00141629j 0.00154069+0.00759721j 0.0078984+0.00534984j 0.00662023+0.00484664j -0.000398697+0.00187416j -0.00388187-0.00313388j 0.000392717+0.000991523j 0.00252034+0.0024547j -0.00886927+0.00221874j -0.00950341-0.00511172j -0.000221217+0.00370307j -0.00362084-0.00415103j 2.27215e-05-0.00361678j -0.00313345+0.00830462j 0.00241287+0.000236618j -0.00257611-0.00271483j 0.00033351-0.00218221j 0.00415795-0.00365517j 0.00211878+0.00861563j 0.00531409-0.0056986j 0.00496725+0.00161033j -0.000284899-0.00691515j -0.00620488+0.00111841j 0.00417189-0.00706689j -0.00272354-0.000250693j 0.00145394-0.00165544j -0.0024328-0.00057129j -0.00849852+0.00116996j 0.000125197+0.0050619j 0.000379964-0.005453j 0.000466406+0.00170384j -0.00486949+0.000649655j 0.0027502+0.00121443j -0.000825888+0.0031816j -0.000870966-0.00330011j -0.00232034+0.000401272j -0.00247957+0.000919686j -0.00204534+0.00115432j -0.00266965+0.0013257j 
