-0.00418631-0j -0.000661914-0j 0.101219-0j -0.000348859-0j 0.0146097-0j -8.72148e-05-0j -3.08351e-05-0j -7.2679e-06-0j -7.70877e-06-0j -6.42397e-07-0j -2.39407e-08-0j -0.00390365-0j -0.000608588-0j -0.000471411-0j -6.80423e-05-0j 0.0832392-0j 0.0147148-0j -5.07157e-05-0j 0.00122623-0j -4.39211e-05-0j -8.96535e-06-0j -4.48268e-06-0j -5.28289e-07-0j -6.47019e-07-0j -4.17649e-08-0j -1.31547e-09-0j -0.00257392-0j -0.0026006-0j -0.000397165-0j -0.000401281-0j -0.00030334-0j -0.000306483-0j -4.37833e-05-0j -4.4237e-05-0j -0.000271315-0j 0.0720469-0j -0.000274127-0j 0.0727935-0j -4.79622e-05-0j -4.84593e-05-0j -3.99685e-06-0j 0.00846892-0j -4.03827e-06-0j 0.00518613-0j 0.00855668-0j -2.52783e-05-0j 0.00523988-0j 0.00105861-0j -2.55403e-05-0j -3.64861e-06-0j 0.00106959-0j 6.23795e-05-0j -4.46862e-06-0j -3.68642e-06-0j 6.30259e-05-0j -1.11715e-06-0j -4.51492e-06-0j -5.26631e-07-0j -3.22495e-07-0j -1.12873e-06-0j -5.32089e-07-0j -2.40373e-08-0j -3.25837e-07-0j -3.29145e-08-0j -2.42864e-08-0j -3.32556e-08-0j -1.73474e-09-0j -1.75272e-09-0j -4.7319e-11-0j -4.78094e-11-0j 
4.51492e-06-0j -6.80335e-05-0j -0.000108477-0j 3.76244e-07-0j 0.000362122-0j 0.00172301-0j 0.00184291-0j 0.000106784-0j 0.675596-0j -0.00365387-0j 1.78104e-06-0j -4.06419e-06-0j 6.0385e-05-0j 9.43363e-05-0j -0.000314917-0j -4.48035e-07-0j -0.00145083-0j 5.03209e-06-0j -8.99157e-05-0j -0.000835881-0j 0.00797557-0j 0.0246481-0j -1.50913e-05-0j -0.167752-0j 0.000383538-0j -1.32444e-07-0j 2.77597e-06-0j -2.80305e-06-0j -4.08218e-05-0j 4.12201e-05-0j -6.28818e-05-0j 6.34953e-05-0j 0.000209915-0j -0.000211963-0j 2.92613e-07-0j 2.00338e-07-0j -2.95468e-07-0j -2.02293e-07-0j 0.000947539-0j -0.000956784-0j 5.87242e-05-0j -4.50018e-06-0j -5.92972e-05-0j 0.000528581-0j 4.54409e-06-0j -5.24015e-06-0j -0.000533738-0j -0.00504347-0j 5.29127e-06-0j 1.74929e-05-0j 0.00509267-0j 9.54322e-06-0j -0.00839581-0j -1.76636e-05-0j -9.63633e-06-0j 0.000134002-0j 0.00847773-0j -0.00148724-0j 0.0856834-0j -0.000135309-0j 0.00150175-0j 1.18966e-06-0j -0.0865193-0j 0.0178044-0j -1.20127e-06-0j -0.0179781-0j -2.48055e-05-0j 2.50475e-05-0j 6.58678e-09-0j -6.65104e-09-0j 
3.72385e-07-0j -1.12815e-05-0j -4.45023e-06-0j 3.10321e-08-0j 0.000184346-0j 0.000142114-0j -7.92183e-07-0j -0.00167861-0j -0.00361639-0j -0.647178-0j 0.00400796-0j 3.47241e-07-0j -1.03726e-05-0j -4.00904e-06-0j 0.000166071-0j 3.82798e-08-0j 0.00012396-0j -8.64386e-07-0j -0.00146418-0j -7.50948e-07-0j -0.002092-0j 2.2066e-05-0j 0.00556686-0j 0.0287233-0j -0.219698-0j 0.000517471-0j -2.2244e-07-0j 2.31331e-07-0j 6.57648e-06-0j -6.83933e-06-0j 2.50627e-06-0j -2.60644e-06-0j -0.00010382-0j 0.000107969-0j -2.34473e-08-0j -1.60532e-08-0j 2.43844e-08-0j 1.66949e-08-0j -7.59282e-05-0j 7.89629e-05-0j 0.000896842-0j 7.24989e-07-0j -0.000932688-0j 4.45368e-07-0j -7.53966e-07-0j 2.08856e-07-0j -4.63168e-07-0j 0.00124071-0j -2.17204e-07-0j -8.65164e-06-0j -0.0012903-0j -0.00330156-0j -1.42224e-05-0j 8.99744e-06-0j 0.00343352-0j 3.72105e-08-0j 1.47908e-05-0j -0.0112976-0j 0.000220858-0j -3.86977e-08-0j 0.0117491-0j -0.00128493-0j -0.000229686-0j 0.0647679-0j 0.00133628-0j -0.0673565-0j 0.0269749-0j -0.028053-0j -3.63201e-05-0j 3.77718e-05-0j 
-3.76244e-07-0j 1.13984e-05-0j 4.49635e-06-0j -3.13536e-08-0j -0.000186257-0j -0.000143587-0j 8.00393e-07-0j 0.001696-0j 0.00365387-0j 0.653885-0j -0.0040495-0j 3.38683e-07-0j -1.0117e-05-0j -3.91023e-06-0j 0.000161977-0j 3.73363e-08-0j 0.000120904-0j -8.43081e-07-0j -0.00142809-0j -7.32439e-07-0j -0.00204044-0j 2.15221e-05-0j 0.00542965-0j 0.0280153-0j -0.214283-0j 0.000504717-0j -2.31331e-07-0j 2.33588e-07-0j 6.83933e-06-0j -6.90606e-06-0j 2.60644e-06-0j -2.63187e-06-0j -0.000107969-0j 0.000109023-0j -2.43844e-08-0j -1.66949e-08-0j 2.46223e-08-0j 1.68577e-08-0j -7.89629e-05-0j 7.97333e-05-0j 0.000932688-0j 7.53966e-07-0j -0.000941787-0j 4.63168e-07-0j -7.61322e-07-0j 2.17204e-07-0j -4.67687e-07-0j 0.0012903-0j -2.19323e-07-0j -8.99744e-06-0j -0.00130289-0j -0.00343352-0j -1.47908e-05-0j 9.08522e-06-0j 0.00346701-0j 3.86977e-08-0j 1.49351e-05-0j -0.0117491-0j 0.000229686-0j -3.90753e-08-0j 0.0118638-0j -0.00133628-0j -0.000231927-0j 0.0673565-0j 0.00134932-0j -0.0680137-0j 0.028053-0j -0.0283267-0j -3.77718e-05-0j 3.81403e-05-0j 
-1.3878e-08-0j 6.31752e-07-0j -1.73474e-09-0j -1.1565e-09-0j -1.72715e-05-0j 8.32406e-08-0j -1.02221e-10-0j 0.000317769-0j -1.76277e-06-0j -0.00400796-0j -0.625731-0j -1.29409e-08-0j 5.80857e-07-0j -1.56276e-09-0j -1.55593e-05-0j -1.4266e-09-0j 7.26071e-08-0j 4.84047e-08-0j 0.000277176-0j -1.45602e-10-0j -2.05011e-06-0j 4.27841e-09-0j -0.00329603-0j 2.82892e-05-0j 0.0244815-0j -0.257156-0j 8.28986e-09-0j -8.62119e-09-0j -3.68276e-07-0j 3.82996e-07-0j 9.76969e-10-0j -1.01602e-09-0j 9.72694e-06-0j -1.01157e-05-0j 8.73828e-10-0j 5.98269e-10-0j -9.08753e-10-0j -6.22181e-10-0j -4.44736e-08-0j 4.62511e-08-0j -0.000169777-0j -4.05986e-08-0j 0.000176563-0j 8.63527e-11-0j 4.22213e-08-0j 8.14141e-11-0j -8.98041e-11-0j 1.21587e-06-0j -8.46681e-11-0j 8.10578e-07-0j -1.26446e-06-0j 0.00195479-0j -4.14358e-09-0j -8.42976e-07-0j -0.00203292-0j 3.59803e-12-0j 4.30919e-09-0j -2.23701e-05-0j 7.16457e-08-0j -3.74184e-12-0j 2.32642e-05-0j -0.013689-0j -7.45092e-08-0j 0.00019951-0j 0.0142361-0j -0.000207484-0j 0.0440497-0j -0.0458103-0j 0.0367223-0j -0.0381901-0j 
1.40218e-08-0j -6.38299e-07-0j 1.75272e-09-0j 1.16848e-09-0j 1.74505e-05-0j -8.41033e-08-0j 1.0328e-10-0j -0.000321062-0j 1.78104e-06-0j 0.0040495-0j 0.632216-0j -1.2622e-08-0j 5.6654e-07-0j -1.52425e-09-0j -1.51758e-05-0j -1.39144e-09-0j 7.08175e-08-0j 4.72117e-08-0j 0.000270344-0j -1.42013e-10-0j -1.99958e-06-0j 4.17296e-09-0j -0.00321479-0j 2.75919e-05-0j 0.0238781-0j -0.250818-0j 8.62119e-09-0j -8.7053e-09-0j -3.82996e-07-0j 3.86732e-07-0j 1.01602e-09-0j -1.02593e-09-0j 1.01157e-05-0j -1.02144e-05-0j 9.08753e-10-0j 6.22181e-10-0j -9.1762e-10-0j -6.28251e-10-0j -4.62511e-08-0j 4.67023e-08-0j -0.000176563-0j -4.22213e-08-0j 0.000178285-0j 8.98041e-11-0j 4.26332e-08-0j 8.46681e-11-0j -9.06802e-11-0j 1.26446e-06-0j -8.54942e-11-0j 8.42976e-07-0j -1.2768e-06-0j 0.00203292-0j -4.30919e-09-0j -8.512e-07-0j -0.00205275-0j 3.74184e-12-0j 4.35123e-09-0j -2.32642e-05-0j 7.45092e-08-0j -3.77834e-12-0j 2.34911e-05-0j -0.0142361-0j -7.52362e-08-0j 0.000207484-0j 0.014375-0j -0.000209508-0j 0.0458103-0j -0.0462573-0j 0.0381901-0j -0.0385627-0j 
0.00182867-0j 0.000289138-0j 0.000228584-0j 0.000152389-0j 3.29933e-05-0j 3.80973e-05-0j 1.34694e-05-0j 3.17478e-06-0j 3.36736e-06-0j 2.80613e-07-0j 1.04578e-08-0j -0.583982-0j 0.000265845-0j 0.000205923-0j 2.97224e-05-0j 0.000187981-0j 3.32306e-05-0j 2.21537e-05-0j 2.76922e-06-0j 1.91857e-05-0j 3.91627e-06-0j 1.95813e-06-0j 2.30768e-07-0j 2.82632e-07-0j 1.82438e-08-0j 5.74626e-10-0j 0.00112435-0j 0.001136-0j -0.0594154-0j -0.0600311-0j 0.000132506-0j 0.000133879-0j 1.91255e-05-0j 1.93237e-05-0j 0.000118517-0j 8.11427e-05-0j 0.000119745-0j 8.19836e-05-0j 2.0951e-05-0j 2.11681e-05-0j 1.74591e-06-0j 1.91255e-05-0j 1.76401e-06-0j 1.17119e-05-0j 1.93237e-05-0j 1.10421e-05-0j 1.18333e-05-0j 2.39069e-06-0j 1.11566e-05-0j 1.59379e-06-0j 2.41547e-06-0j 1.40873e-07-0j 1.95199e-06-0j 1.61031e-06-0j 1.42333e-07-0j 4.87998e-07-0j 1.97222e-06-0j 2.30044e-07-0j 1.40873e-07-0j 4.93055e-07-0j 2.32428e-07-0j 1.05e-08-0j 1.42333e-07-0j 1.43778e-08-0j 1.06088e-08-0j 1.45268e-08-0j 7.57775e-10-0j 7.65628e-10-0j 2.067e-11-0j 2.08842e-11-0j 
-0.00226287-0j -0.000357791-0j -0.000282858-0j -0.000188572-0j -4.08271e-05-0j -4.71431e-05-0j -1.66676e-05-0j -3.92859e-06-0j -4.1669e-06-0j -3.47241e-07-0j -1.29409e-08-0j 0.0125204-0j -5.69962e-06-0j -4.41491e-06-0j -6.37237e-07-0j -4.03024e-06-0j -7.12452e-07-0j -4.74968e-07-0j -5.9371e-08-0j -4.11335e-07-0j -8.39633e-08-0j -4.19817e-08-0j -4.94759e-09-0j -6.05953e-09-0j -3.91141e-10-0j -1.23198e-11-0j 0.0013517-0j 0.00135702-0j -0.0714298-0j -0.0717107-0j 0.000159299-0j 0.000159926-0j 2.29929e-05-0j 2.30833e-05-0j 0.000142482-0j 9.75506e-05-0j 0.000143042-0j 9.79341e-05-0j 2.51875e-05-0j 2.52865e-05-0j 2.09895e-06-0j 2.29929e-05-0j 2.10721e-06-0j 1.40802e-05-0j 2.30833e-05-0j 1.3275e-05-0j 1.41356e-05-0j 2.87411e-06-0j 1.33271e-05-0j 1.91607e-06-0j 2.88541e-06-0j 1.69359e-07-0j 2.3467e-06-0j 1.92361e-06-0j 1.70025e-07-0j 5.86676e-07-0j 2.35593e-06-0j 2.76562e-07-0j 1.69359e-07-0j 5.88982e-07-0j 2.77649e-07-0j 1.26232e-08-0j 1.70025e-07-0j 1.72851e-08-0j 1.26729e-08-0j 1.73531e-08-0j 9.11005e-10-0j 9.14586e-10-0j 2.48497e-11-0j 2.49474e-11-0j 
0.00132001-0j 0.000208711-0j 0.000165001-0j 0.00011-0j 2.38158e-05-0j 2.75001e-05-0j 9.72276e-06-0j 2.29168e-06-0j 2.43069e-06-0j 2.02557e-07-0j 7.54887e-09-0j 0.82117-0j -0.00037382-0j -0.000289559-0j -4.17943e-05-0j -0.00026433-0j -4.67275e-05-0j -3.11516e-05-0j -3.89395e-06-0j -2.69781e-05-0j -5.50688e-06-0j -2.75344e-06-0j -3.24496e-07-0j -3.97425e-07-0j -2.56537e-08-0j -8.08015e-10-0j 0.000811596-0j 0.00073624-0j -0.0428883-0j -0.0389062-0j 9.56475e-05-0j 8.67667e-05-0j 1.38055e-05-0j 1.25237e-05-0j 8.55498e-05-0j 5.85719e-05-0j 7.76065e-05-0j 5.31335e-05-0j 1.51232e-05-0j 1.3719e-05-0j 1.26027e-06-0j 1.38055e-05-0j 1.14325e-06-0j 8.45413e-06-0j 1.25237e-05-0j 7.97063e-06-0j 7.66917e-06-0j 1.72569e-06-0j 7.23056e-06-0j 1.15046e-06-0j 1.56546e-06-0j 1.01687e-07-0j 1.40902e-06-0j 1.04364e-06-0j 9.22457e-08-0j 3.52255e-07-0j 1.27819e-06-0j 1.66055e-07-0j 1.01687e-07-0j 3.19549e-07-0j 1.50637e-07-0j 7.57933e-09-0j 9.22457e-08-0j 1.03784e-08-0j 6.87559e-09-0j 9.41479e-09-0j 5.46991e-10-0j 4.96203e-10-0j 1.49204e-11-0j 1.3535e-11-0j 
0.0833845-0j 0.00212545-0j -3.56368e-05-0j -2.37579e-05-0j 0.000490208-0j 0.000280052-0j -2.09992e-06-0j 7.10029e-05-0j 5.00316e-05-0j 8.38236e-06-0j 4.69403e-07-0j -0.000265845-0j -0.571569-0j -3.21038e-05-0j 0.00044161-0j -2.93066e-05-0j 0.000244277-0j 0.000162851-0j 6.19327e-05-0j -2.9911e-06-0j 5.81872e-05-0j 1.43942e-05-0j 6.8934e-06-0j 6.32098e-06-0j 6.81925e-07-0j 3.01059e-08-0j -0.000175288-0j -0.000177105-0j 0.00127532-0j 0.00128854-0j 0.00604203-0j 0.00610465-0j -0.0831122-0j -0.0839735-0j -1.8477e-05-0j -1.26503e-05-0j -1.86685e-05-0j -1.27814e-05-0j 0.00015401-0j 0.000155606-0j 3.90468e-05-0j 0.000140591-0j 3.94514e-05-0j -1.82592e-06-0j 0.000142048-0j -1.72149e-06-0j -1.84484e-06-0j 3.55204e-05-0j -1.73933e-06-0j 2.36803e-05-0j 3.58885e-05-0j 4.20809e-06-0j 1.4349e-05-0j 2.39257e-05-0j 4.2517e-06-0j -7.608e-08-0j 1.44977e-05-0j 5.14487e-06-0j 2.09306e-06-0j -7.68684e-08-0j 5.19818e-06-0j 3.92475e-07-0j 2.11475e-06-0j 4.29486e-07-0j 3.96542e-07-0j 4.33937e-07-0j 3.40129e-08-0j 3.43654e-08-0j 1.23811e-09-0j 1.25094e-09-0j 
-0.103183-0j -0.0026301-0j 4.40983e-05-0j 2.93989e-05-0j -0.000606601-0j -0.000346547-0j 2.59852e-06-0j -8.78616e-05-0j -6.1911e-05-0j -1.03726e-05-0j -5.80857e-07-0j 5.69962e-06-0j 0.0122542-0j 6.88294e-07-0j -9.46795e-06-0j 6.28324e-07-0j -5.23721e-06-0j -3.49147e-06-0j -1.32781e-06-0j 6.4128e-08-0j -1.24751e-06-0j -3.08605e-07-0j -1.47792e-07-0j -1.35519e-07-0j -1.46202e-08-0j -6.4546e-10-0j -0.000210733-0j -0.000211562-0j 0.0015332-0j 0.00153923-0j 0.00726379-0j 0.00729235-0j -0.0999183-0j -0.100311-0j -2.22132e-05-0j -1.52084e-05-0j -2.23006e-05-0j -1.52682e-05-0j 0.000185152-0j 0.00018588-0j 4.69424e-05-0j 0.00016902-0j 4.7127e-05-0j -2.19514e-06-0j 0.000169684-0j -2.0696e-06-0j -2.20377e-06-0j 4.2703e-05-0j -2.07773e-06-0j 2.84687e-05-0j 4.28709e-05-0j 5.059e-06-0j 1.72505e-05-0j 2.85806e-05-0j 5.0789e-06-0j -9.14641e-08-0j 1.73183e-05-0j 6.18521e-06-0j 2.5163e-06-0j -9.18237e-08-0j 6.20953e-06-0j 4.71837e-07-0j 2.52619e-06-0j 5.16332e-07-0j 4.73692e-07-0j 5.18363e-07-0j 4.08907e-08-0j 4.10515e-08-0j 1.48847e-09-0j 1.49432e-09-0j 
0.0601901-0j 0.00153423-0j -2.5724e-05-0j -1.71493e-05-0j 0.000353851-0j 0.000202152-0j -1.5158e-06-0j 5.12526e-05-0j 3.61148e-05-0j 6.0507e-06-0j 3.38833e-07-0j 0.00037382-0j 0.803716-0j 4.5143e-05-0j -0.000620972-0j 4.12097e-05-0j -0.000343492-0j -0.000228994-0j -8.70871e-05-0j 4.20595e-06-0j -8.18203e-05-0j -2.02404e-05-0j -9.6932e-06-0j -8.88829e-06-0j -9.58894e-07-0j -4.23336e-08-0j -0.00012653-0j -0.000114782-0j 0.000920575-0j 0.0008351-0j 0.00436137-0j 0.00395642-0j -0.0599936-0j -0.0544232-0j -1.33374e-05-0j -9.1315e-06-0j -1.2099e-05-0j -8.28365e-06-0j 0.00011117-0j 0.000100848-0j 2.81855e-05-0j 0.000101484-0j 2.55685e-05-0j -1.31802e-06-0j 9.20612e-05-0j -1.24264e-06-0j -1.19564e-06-0j 2.564e-05-0j -1.12726e-06-0j 1.70933e-05-0j 2.32594e-05-0j 3.03756e-06-0j 1.03577e-05-0j 1.55062e-05-0j 2.75552e-06-0j -5.49174e-08-0j 9.39595e-06-0j 3.71376e-06-0j 1.51085e-06-0j -4.98184e-08-0j 3.36894e-06-0j 2.83303e-07-0j 1.37057e-06-0j 3.10019e-07-0j 2.56999e-07-0j 2.81234e-07-0j 2.45518e-08-0j 2.22722e-08-0j 8.93717e-10-0j 8.10736e-10-0j 
-0.000220833-0j 0.00847779-0j 0.0026391-0j -1.84028e-05-0j -3.98432e-06-0j 0.000439849-0j 0.000469784-0j -3.83391e-07-0j 7.81618e-05-0j 3.2398e-06-0j -1.2629e-09-0j -0.000205923-0j -3.21038e-05-0j -0.577247-0j 0.000871485-0j -2.27008e-05-0j 0.000383661-0j -2.67532e-06-0j -3.34415e-07-0j 0.000445331-0j 4.52149e-05-0j 6.82953e-05-0j -2.78679e-08-0j 6.56034e-06-0j 2.10632e-07-0j -6.93927e-11-0j -0.000135778-0j -0.000137185-0j -2.0951e-05-0j -2.11681e-05-0j 0.00152983-0j 0.00154568-0j -2.30963e-06-0j -2.33356e-06-0j 0.00347501-0j -9.79891e-06-0j 0.00351102-0j -9.90046e-06-0j -0.0587302-0j -0.0593388-0j 5.11917e-05-0j -2.30963e-06-0j 5.17222e-05-0j 0.000271853-0j -2.33356e-06-0j 0.000127486-0j 0.00027467-0j 2.76015e-05-0j 0.000128807-0j -1.92469e-07-0j 2.78875e-05-0j -1.7012e-08-0j 4.53088e-05-0j -1.94463e-07-0j -1.71883e-08-0j 2.27133e-05-0j 4.57783e-05-0j 2.65596e-06-0j 4.91333e-06-0j 2.29487e-05-0j 2.68348e-06-0j -1.268e-09-0j 4.96424e-06-0j 3.33731e-07-0j -1.28114e-09-0j 3.37189e-07-0j 8.74882e-09-0j 8.83949e-09-0j -2.49614e-12-0j -2.52201e-12-0j 
3.18745e-05-0j 0.116618-0j 3.98432e-06-0j 2.65621e-06-0j 0.00255651-0j -6.32856e-05-0j 2.34778e-07-0j 0.000753878-0j 0.000260923-0j 0.000134205-0j 1.25738e-05-0j 2.97224e-05-0j -0.00044161-0j -0.000871485-0j -0.559183-0j 3.27658e-06-0j -5.52012e-05-0j -3.68008e-05-0j 0.000657574-0j 3.34415e-07-0j 0.000303455-0j -3.25276e-06-0j 0.000110366-0j 6.71134e-05-0j 1.45929e-05-0j 9.68593e-07-0j 1.95978e-05-0j 1.98009e-05-0j -0.000288194-0j -0.000291181-0j 2.30963e-06-0j 2.33356e-06-0j 0.00148196-0j 0.00149732-0j -0.000501574-0j 1.41435e-06-0j -0.000506772-0j 1.42901e-06-0j 0.00845011-0j 0.00853767-0j -0.10066-0j -3.17705e-05-0j -0.101704-0j 2.04144e-07-0j -3.20997e-05-0j 1.92469e-07-0j 2.0626e-07-0j 0.000185245-0j 1.94463e-07-0j 0.000123496-0j 0.000187164-0j 6.73734e-05-0j -3.24256e-06-0j 0.000124776-0j 6.80716e-05-0j 8.506e-09-0j -3.27616e-06-0j 5.4626e-05-0j 1.09157e-05-0j 8.59415e-09-0j 5.51921e-05-0j 8.39878e-06-0j 1.10288e-05-0j 6.87627e-06-0j 8.48581e-06-0j 6.94752e-06-0j 9.11096e-07-0j 9.20537e-07-0j 4.65014e-08-0j 4.69833e-08-0j 
-0.000201592-0j -3.18745e-05-0j 0.0048742-0j 0.00486723-0j 0.00070353-0j 0.000606304-0j -1.48487e-06-0j 5.05253e-05-0j -3.71217e-07-0j -3.09347e-08-0j -1.15287e-09-0j -0.000187981-0j -2.93066e-05-0j -2.27008e-05-0j -3.27658e-06-0j -0.578666-0j 0.000708591-0j 0.000707578-0j 5.90492e-05-0j 0.000305333-0j 6.23258e-05-0j -2.15864e-07-0j 3.67258e-06-0j -3.11573e-08-0j -2.01119e-09-0j -6.33466e-11-0j -0.000123948-0j -0.000125232-0j -1.91255e-05-0j -1.93237e-05-0j -1.46074e-05-0j -1.47587e-05-0j -2.10839e-06-0j -2.13024e-06-0j 0.00188614-0j 0.00346943-0j 0.00190569-0j 0.00350538-0j -2.30963e-06-0j -2.33356e-06-0j -1.92469e-07-0j -0.0588746-0j -1.94463e-07-0j 0.000249739-0j -0.0594847-0j 0.000352679-0j 0.000252327-0j 5.09777e-05-0j 0.000356334-0j 5.09048e-05-0j 5.1506e-05-0j 3.00389e-06-0j 3.10651e-05-0j 5.14324e-05-0j 3.03502e-06-0j -5.37967e-08-0j 3.13871e-05-0j 3.66106e-06-0j -1.55298e-08-0j -5.43542e-08-0j 3.699e-06-0j 1.67104e-07-0j -1.56907e-08-0j -1.585e-09-0j 1.68835e-07-0j -1.60143e-09-0j -8.35368e-11-0j -8.44025e-11-0j -2.27865e-12-0j -2.30227e-12-0j 
0.000273267-0j -0.0104907-0j -0.00326572-0j 2.27723e-05-0j 4.93034e-06-0j -0.000544286-0j -0.000581328-0j 4.74422e-07-0j -9.67203e-05-0j -4.00904e-06-0j 1.56276e-09-0j 4.41491e-06-0j 6.88294e-07-0j 0.012376-0j -1.86843e-05-0j 4.86698e-07-0j -8.22556e-06-0j 5.73579e-08-0j 7.16973e-09-0j -9.54773e-06-0j -9.69391e-07-0j -1.46423e-06-0j 5.97478e-10-0j -1.40651e-07-0j -4.51588e-09-0j 1.48776e-12-0j -0.000163233-0j -0.000163875-0j -2.51875e-05-0j -2.52865e-05-0j 0.00183918-0j 0.00184641-0j -2.77666e-06-0j -2.78757e-06-0j 0.00417769-0j -1.17804e-05-0j 0.00419411-0j -1.18267e-05-0j -0.070606-0j -0.0708836-0j 6.15431e-05-0j -2.77666e-06-0j 6.17851e-05-0j 0.000326824-0j -2.78757e-06-0j 0.000153265-0j 0.000328109-0j 3.31828e-05-0j 0.000153867-0j -2.31388e-07-0j 3.33133e-05-0j -2.0452e-08-0j 5.44707e-05-0j -2.32298e-07-0j -2.05324e-08-0j 2.73062e-05-0j 5.46848e-05-0j 3.19302e-06-0j 5.90685e-06-0j 2.74135e-05-0j 3.20557e-06-0j -1.5244e-09-0j 5.93007e-06-0j 4.01214e-07-0j -1.5304e-09-0j 4.02792e-07-0j 1.05179e-08-0j 1.05593e-08-0j -3.00088e-12-0j -3.01268e-12-0j 
-0.000159406-0j 0.00611959-0j 0.001905-0j -1.32838e-05-0j -2.87603e-06-0j 0.0003175-0j 0.000339108-0j -2.76746e-07-0j 5.64202e-05-0j 2.33861e-06-0j -9.11613e-10-0j 0.000289559-0j 4.5143e-05-0j 0.811699-0j -0.00122544-0j 3.19209e-05-0j -0.000539488-0j 3.76192e-06-0j 4.7024e-07-0j -0.000626205-0j -6.35792e-05-0j -9.60339e-05-0j 3.91866e-08-0j -9.22487e-06-0j -2.96182e-07-0j 9.75771e-11-0j -9.80096e-05-0j -8.89094e-05-0j -1.51232e-05-0j -1.3719e-05-0j 0.00110429-0j 0.00100176-0j -1.66718e-06-0j -1.51238e-06-0j 0.00250839-0j -7.07323e-06-0j 0.00227549-0j -6.41648e-06-0j -0.0423937-0j -0.0384575-0j 3.69521e-05-0j -1.66718e-06-0j 3.35211e-05-0j 0.000196234-0j -1.51238e-06-0j 9.20242e-05-0j 0.000178013-0j 1.99238e-05-0j 8.34798e-05-0j -1.38931e-07-0j 1.80739e-05-0j -1.22799e-08-0j 3.27056e-05-0j -1.26032e-07-0j -1.11397e-08-0j 1.63953e-05-0j 2.96689e-05-0j 1.91717e-06-0j 3.54663e-06-0j 1.4873e-05-0j 1.73916e-06-0j -9.15291e-10-0j 3.21732e-06-0j 2.409e-07-0j -8.30306e-10-0j 2.18532e-07-0j 6.31523e-09-0j 5.72887e-09-0j -1.80181e-12-0j -1.63451e-12-0j 
-3.94427e-05-0j -0.144307-0j -4.93034e-06-0j -3.28689e-06-0j -0.00316352-0j 7.83119e-05-0j -2.90523e-07-0j -0.000932877-0j -0.000322876-0j -0.000166071-0j -1.55593e-05-0j -6.37237e-07-0j 9.46795e-06-0j 1.86843e-05-0j 0.0119887-0j -7.02488e-08-0j 1.18349e-06-0j 7.88996e-07-0j -1.40982e-05-0j -7.16973e-09-0j -6.50597e-06-0j 6.9738e-08-0j -2.36622e-06-0j -1.43889e-06-0j -3.12866e-07-0j -2.07663e-08-0j 2.35607e-05-0j 2.36533e-05-0j -0.00034647-0j -0.000347833-0j 2.77666e-06-0j 2.78757e-06-0j 0.00178162-0j 0.00178863-0j -0.000602997-0j 1.70035e-06-0j -0.000605368-0j 1.70703e-06-0j 0.0101588-0j 0.0101987-0j -0.121015-0j -3.81948e-05-0j -0.121491-0j 2.45424e-07-0j -3.83449e-05-0j 2.31388e-07-0j 2.46389e-07-0j 0.000222703-0j 2.32298e-07-0j 0.000148469-0j 0.000223579-0j 8.09969e-05-0j -3.89824e-06-0j 0.000149052-0j 8.13154e-05-0j 1.0226e-08-0j -3.91356e-06-0j 6.56719e-05-0j 1.31229e-05-0j 1.02662e-08-0j 6.59301e-05-0j 1.00971e-05-0j 1.31745e-05-0j 8.26671e-06-0j 1.01368e-05-0j 8.29922e-06-0j 1.09533e-06-0j 1.09963e-06-0j 5.59045e-08-0j 5.61243e-08-0j 
3.56368e-05-0j -0.000265681-0j 0.0823776-0j 2.96973e-06-0j 0.0118525-0j 0.0033468-0j -7.58111e-05-0j -8.87536e-06-0j 0.00120207-0j 0.000100174-0j -5.86754e-08-0j 3.32306e-05-0j -0.000244277-0j -0.000383661-0j -5.52012e-05-0j -0.000708591-0j -0.564667-0j -2.03564e-05-0j 0.00149744-0j -7.18649e-05-0j 0.000695374-0j 0.000519656-0j -8.61675e-07-0j 0.00015187-0j 8.14944e-06-0j -3.76324e-09-0j 2.1911e-05-0j 2.21381e-05-0j -0.000159415-0j -0.000161067-0j -0.000246875-0j -0.000249434-0j -3.55204e-05-0j -3.58885e-05-0j 2.30963e-06-0j -0.000613314-0j 2.33356e-06-0j -0.00061967-0j 0.00184051-0j 0.00185959-0j -4.88085e-06-0j 0.00339928-0j -4.93143e-06-0j 0.00848569-0j 0.0034345-0j -2.05729e-05-0j 0.00857363-0j -0.0821086-0j -2.07861e-05-0j -2.96004e-06-0j -0.0829595-0j 0.000101745-0j 0.000344753-0j -2.99071e-06-0j 0.0001028-0j -3.66535e-06-0j 0.000348326-0j 6.14844e-05-0j 7.55635e-05-0j -3.70333e-06-0j 6.21216e-05-0j -4.90593e-08-0j 7.63466e-05-0j 1.0319e-05-0j -4.95677e-08-0j 1.04259e-05-0j 4.06476e-07-0j 4.10688e-07-0j -1.54764e-10-0j -1.56368e-10-0j 
