0.00478819-0.00936796j -0.00829859-0.00325358j 0.00871443+0.00127094j -0.00232979+0.00825718j -0.00621288+0.000954368j 0.00589591+0.00292359j -0.00134009+0.0112768j 0.00839436+0.00287888j -0.00477838-0.00483798j -0.00428107-0.00065707j 0.00359107+0.0134611j -0.0015264+0.00404725j 0.00397346-0.000385475j 0.000856082+0.00687512j -0.00949655-0.0042271j -0.00296257+0.000129053j 0.00145539-0.00135836j 0.00136494-0.00116288j 0.000832334+0.00522212j -0.00170925-0.00492024j -0.003001-0.00824182j 0.00295052-0.000221983j -0.00754727-0.00826589j -0.00540761+0.000426502j -0.00417004+0.00402737j -0.0075215-0.00271503j -0.0046061-0.00456687j -0.000640864+0.00313661j 0.00409736-0.00131887j -0.000787509-0.000911624j -0.00345114-0.0043538j 0.00133531-0.00147191j -0.00153161+0.000486785j 0.00115236-0.000129628j -0.0021276-0.000118394j 0.00290683+0.00434606j -0.00156881-0.000433944j 0.000619871+0.00070835j -0.00532277-0.000757184j 0.00150306-0.00148123j -0.00190547-0.00141455j 0.00273389-0.00269363j -0.00408644-0.0030597j -0.00196581+0.00401336j -0.00384765+0.00110977j 0.00341525-0.00260661j 0.00125549+0.00135521j -5.16024e-05+0.00109559j -0.000709705+0.00292468j 0.00736731+0.00209317j -0.000515552+0.000213404j 0.00170712+0.00420174j -0.00168758-0.00167569j 0.00241291+0.00217939j -0.00687951-0.00530161j -0.00277686+0.00743943j 0.0039674-0.00119336j -0.00189369-0.00755016j -0.00833423-0.00141934j -0.000241386+0.00677567j -0.0070667+0.0141992j 0.000954232+0.00287161j 0.00534936+0.0017772j -0.00081781+0.0120379j 0.00643608-0.00381146j -0.0046288+0.00406102j 0.00184505-0.0162404j 0.000913553+0.00531543j -0.000865418-0.00518854j -0.0157019-0.00653482j 0.0128122+0.0143379j 0.0045297-0.00745185j -0.0130292+0.0216062j 0.00375898+0.00199249j 0.0069782+0.00747121j 0.00277716+0.00370352j -0.00112918-0.0245563j -0.0113552-0.0180892j 0.0533585+0.00838655j -0.000327996-0.0654774j 0.00792538-0.0219982j 0.0244633+0.0257255j 0.0102172-0.0125008j 0.00287671-0.0156564j -0.0108055-0.00337809j 0.0176928+0.00104557j -0.00499158+0.0125489j -0.0283704-0.0134032j 0.0438009+0.000369696j 0.00807993+0.020841j 0.0825412-0.0149216j 0.0239076+0.0783999j 
0.00509672-0.00299307j -0.0108409-0.00102429j -0.00950031-0.0144958j -0.0140084-0.00233029j 0.0043394+0.0029125j -0.0183772-0.00195136j 0.0027536+0.00214213j 0.00931089-0.00806859j 0.000721509+0.0236147j -0.00891238+0.00257022j 0.0109885-0.00439217j -0.00326592+0.0111416j -0.00344153+0.00190333j 0.0016809-0.0213723j -0.00692971-0.00280657j -0.0495397-0.0135911j 0.0169286-0.0160518j 0.007421+0.0283352j 0.0167679-0.0228194j 0.0386516-0.0257727j -0.0349351-0.00353239j -0.0207378+0.00481571j 0.037543+0.00667366j -0.00345348+0.00460509j 0.0216785+0.00254261j 0.0240741+0.00825692j -0.0144499-0.00960461j 0.0172623+0.00573608j 0.0289894+0.00419959j 0.00686393-5.83019e-05j -0.02895+0.00322813j 0.00290213-0.00254959j -0.0171667-0.0298991j 0.00705682+0.00523873j -0.0111678-0.0098762j 0.00352849+0.0135473j -0.0259837-0.00585237j 0.0141925+0.00464467j 0.0145036-0.00752091j -0.0330294-0.00265632j -0.0219672-0.0132431j 0.0151843-0.00241808j 0.00462449+0.00613596j 0.00518839-0.00864994j -0.00452079+0.00749577j -0.00348328-0.0116752j 0.00213578-0.0032842j -0.00937902-0.0065586j -0.00496679+0.00332924j 0.000828695-0.00893125j -0.0124677-0.00070901j -0.00309061+0.00350099j -0.00807646-0.00298039j 0.00011586-0.00266562j -0.00335813-0.00482922j -0.00708635-0.00792371j 0.00213223-0.00466024j 0.00566381-0.0046469j 0.0124602+0.00145446j -0.0161997-0.00188219j -0.00191218+0.00696034j -0.00537832-0.00525969j 0.00703084-0.00188024j 0.00487743+0.00782632j 0.00149946-0.00137065j -0.00462383-0.00143467j 0.0169397-0.00541277j -0.00325368+0.00341619j 0.00988487+0.00524281j 0.0065074-0.00606936j 0.0034775+0.00755689j 0.00405611-0.00301579j 0.00393818+0.00602524j 0.00457351+0.00149986j 0.00330615-0.0022981j -0.00891124+0.00111838j -0.00335483-0.00695429j 0.00959619+0.000580051j -0.00433876+0.00111413j -0.000432069+0.00220538j 0.00263226+0.00122578j 0.00407515+0.00709413j -0.00574804+0.000668121j 1.15058e-05+0.00187221j -0.00996866+0.000888461j -0.00406405-0.00100283j 0.00538537+0.000450302j -0.00625197-0.000646003j 0.00580229-0.000724979j -0.00419023+0.00134397j 0.00101967-0.00140459j -0.001958+0.00219415j 
-0.000953581-0.0102833j 0.0133342+0.00475205j 0.00234467+0.00579036j 0.0225956-0.00308027j -0.00404991-0.00523996j -0.0105384-0.0188381j 0.00041698+0.0298902j -0.0337738-0.00201249j -0.00345706+0.0276868j 0.00821912-0.0205835j 0.0155373+0.00445574j 0.014243+0.0177519j -0.0179103+0.00330607j 0.0115107+0.0144038j -0.0187069-0.0225725j 0.0249943+0.00841399j -0.00290018-0.00989832j 0.0162713-0.0215916j 0.00468607-0.00462751j -0.00819321+0.0285429j 0.0086379-0.00879056j 0.00583984+7.384e-05j -0.000681125+0.00990386j 0.0116786-0.0160706j -0.0117395+0.00585781j -0.020812+0.000621048j 0.0145853-0.00703508j 0.0269817+0.00438108j -0.0186997+0.00542371j 0.0280479+0.0116125j -0.00752616-0.00824931j 0.0156382+0.0355086j -0.0187964-0.0423661j -0.0008244-0.00574397j -0.00315486-0.017039j 0.0191593+0.0202478j -0.00566901-0.0173114j 0.00277891+0.0218144j 0.00832863+0.0211263j 0.00203444-0.0106028j -0.00638581-0.0193544j -0.00575271+0.000121052j -0.00462943+0.00506501j -0.00514643-0.00511053j -0.00824124+0.022354j -0.00642431+0.00311125j 5.27995e-05+0.0149172j -0.000984174-0.00558423j 0.014891+0.0083203j 0.00553338+0.00263441j -0.00833486-0.00747499j -0.0148915-0.00283415j -0.0176263-0.0096584j -0.00241912-0.0069666j -0.0122665-0.0122111j -0.0137113-0.00430809j 0.00276739-0.00627276j -0.00227192-0.00490744j -0.0120987-0.0066112j -0.00548502-0.0178266j 0.00669283+0.00474453j -0.00243513-0.00267968j 0.00467086+0.00136158j -0.00284482+0.00565437j 0.00113239+0.000723524j -0.00635214-0.0167337j -0.00157409-0.00932595j 0.0047656+0.000486174j -1.53724e-05-0.00517699j -0.00625306-0.00633764j 0.0117762+0.0058114j 0.000205469+0.0017449j 0.000816856-3.76395e-05j -0.00442189+0.00331733j -0.00867937+0.00281546j -0.00920791-0.00947772j 0.00315689+0.00138512j -0.00753499-0.00196756j 0.00134302-0.00275789j 0.000897124-0.005648j -0.000883714+0.00263541j 0.0045257-0.00486658j -0.00278659-0.00437589j 0.0142368+0.00485713j 0.00555078+0.00204024j -0.00541568+0.00189222j -0.00645119-7.26452e-05j 0.00111018-0.00316599j 0.00325459+0.00318943j 0.00272352+0.00705706j -0.00301815-0.00584739j -0.00121262+0.00203082j 
0.00684959+0.00774369j -0.00504445+0.00663508j -0.0228845-0.0204456j -0.0118325+0.024459j 0.0246881-0.00333152j 0.00173655-0.0114909j -0.00512452+0.00372922j 0.0127649+0.00323778j 0.0108204-0.0209677j -0.00833004-0.0139694j 0.0128942+0.0218336j 0.0150744+0.0171219j 0.0112761-0.0149528j -0.0118161+0.00374908j -0.0341586+0.013357j 0.0344169-0.017091j -0.00847375+0.025171j 0.00609204+0.0414004j -0.00453541+0.00711227j 0.0109415-0.0443606j -0.00872773+0.0260504j 0.00486765-0.0150126j 0.0207787-0.021475j 0.0317083-0.00736934j 0.00170687+0.00412469j -0.0178142-0.00502673j 0.00233631+0.0120154j -0.0190419+0.0286694j -0.0115177-0.034314j 0.0219781+0.0222285j 0.00352528-0.00763943j 0.00908234+0.0236758j -0.0199261-0.0215133j -0.00754067+0.00886126j -0.00816517-0.0265047j 4.49891e-06-0.00183576j -0.0282265-0.0016469j 0.000697493+0.00377002j 0.00623296+0.0106848j -0.00947658-0.0107669j -0.00572125-0.00998795j -0.00554846+0.00953039j 0.0103409-0.0110307j 0.00706895+0.00183939j -0.0220443+0.00865783j -0.0124583-0.0056349j -0.0115403-0.0132719j -0.0103486-0.0212169j 0.00861364+0.0097981j 0.00233872+0.00395667j -0.011453-0.00205616j 0.00080276-0.0146951j -0.00517802-0.0134887j 0.00302212-0.0112295j 0.000659435-0.0175674j -0.00870923-0.0104949j -0.00173319+0.00844048j 0.00212405+0.00633456j 0.00434489-0.000526063j -0.0131923-0.024117j -0.00590187+0.000751063j -0.000999087-0.000537714j -0.00490563+0.00528574j 0.00625735+0.0151996j 4.93695e-05+0.00297001j -0.00678819-0.00402129j 0.00887666-0.00115223j 0.00524137+0.00898778j 0.0121747-0.00231688j 0.00810312-0.00193096j 0.00269049+0.00929221j 0.00286322+0.0017637j 0.00443369-0.00081252j -0.00819762-0.00287231j 0.00561801-0.000142235j -0.00623007-0.0120612j 0.000838521+0.00350385j 0.00480296-6.78399e-05j -0.00162049-0.0047282j -0.00575478+0.00102799j 0.00282357+0.00699523j 0.000813829+0.00478679j -0.00688137-0.0104358j 0.000530687+0.0160145j -0.00534555-0.000800896j -0.00324629-0.0170994j -0.00336084-0.00124491j -0.00167026+0.00123767j 0.00454692+0.0132898j -0.00419079+0.00661134j -0.00301955-0.00718042j -0.00284887+0.000532477j 
0.00098194+0.00592756j -0.0117361+0.0068984j 0.00566064-0.0166524j -0.0241628-0.00135326j -0.0134319-0.0014451j -0.00694488+0.0089507j -0.00775676+0.00549981j 0.0224406+0.0125788j 0.00207835-0.00229665j 0.00609263+0.0147449j -0.0171813-0.00501259j 0.00937438-0.00222555j -0.0185432-0.0083072j 0.00407292-0.0149433j -0.0100237-0.0386j 0.00364442-0.000953236j -0.00143702-0.00917125j -0.00515224+0.0200934j -0.000164836-0.02823j 0.0587233-0.0316059j 0.0234572-0.0188098j 0.00940852-0.0196282j 0.0122026-0.0187456j 0.0147753+0.00582165j -0.0123464+0.00728297j -0.00775273-0.00808132j -0.0301355-0.0104445j 0.0123598-0.00145318j -0.0180365-0.0279439j 0.014035+0.0082872j -0.00992207+0.0018098j -0.00661977-0.0021042j 0.00842792-0.00502119j -0.0057439-0.016709j 0.00431652+0.00736414j 0.00924211+0.00496498j 0.0219235-0.00266045j 0.00332964+0.00692236j -0.0109072+0.00834168j 0.00334155+0.00466577j 0.00760626-0.000828238j 0.0109397-0.0058743j -0.00771657+0.00990215j -0.00329957+0.00930676j 0.000131221+0.00120419j 0.0142123-0.00542944j 0.00217539-0.00391635j 0.0172749+0.00304895j -0.0119246+0.0110348j 0.00516093+0.00867689j 0.00353394+0.000149662j 0.0133868+0.010585j 0.0108597-0.000478155j 0.00613937+0.00103958j 0.00886092-0.00183657j 0.0120877+0.0017363j -0.00470746+0.000724527j -0.0134363-0.00399517j -0.00689276-0.00634391j 0.0244424+0.00488539j 0.0098552-0.00148498j 0.00650455+0.00132926j 0.00138996-0.00607297j -0.00434781-0.00137962j 0.00869075+0.00635224j 0.0133148-0.00620646j 0.00735644+0.00148305j -0.0108738+0.0019135j -1.06078e-05-0.00358648j -0.00585839-0.000600379j -0.00828505-0.000697443j -0.00246644-0.00155326j -0.00214417+0.00329536j -0.00159011-0.00833828j -0.00468741-0.0116045j -0.0043631-0.0131674j 0.00401264+0.00696122j -0.00239569+0.0145798j -0.00314648-0.00188789j 0.00980474+0.00452395j -0.00604517-0.000718806j -0.00660161-0.00138061j 0.00366703-0.00632754j -0.00657897+0.00889776j 0.000777571-0.00704416j 0.00767114-0.00210381j 0.0086039+0.00288809j -0.00120802-0.0017696j -0.00744954+0.00418272j -0.00267263-0.00396103j 0.00665558-0.00280683j -0.00206654+0.00145518j 
-0.00203812-0.00890745j 0.00200513-0.00100055j -0.0117423+0.0170247j 0.00849192+0.00787631j -0.0122416-0.00921369j 0.00731414+0.017039j 0.00662205-0.00937571j -0.00203737+0.0310563j -0.0118077-0.00239807j 0.0276677+0.0157439j -0.0128579-0.0159022j 0.00110893-0.020697j -0.0152161+0.0134893j 0.00996434-0.00723221j -0.0213312+0.0127515j 0.0175599-0.0155069j -0.00182662+0.017063j 0.00015149-0.00936107j 0.0212059+0.0080193j 0.00309558+0.00618374j -0.0116066+0.0282966j -0.0202628+0.015836j -0.00989913-0.00474391j -0.00123128-0.00973877j 0.00388453-0.00136722j -0.0368842-0.0444322j 0.0450895+0.029172j 0.00780503-0.00315448j -0.0142875-0.023081j 0.00313441-0.0188089j -0.0194346+0.0203866j 0.0247004-0.0118539j 0.0342692+0.0218867j -0.0167782+0.0171669j -0.00234449+0.00220235j 0.00900089-0.0086243j 0.0254955+0.0176945j 0.0305749+0.0193157j 0.0124595+0.00804774j -0.00311087+0.00217693j 0.019833+0.0207302j 0.00422202+0.00883686j 0.00231368+0.000365872j -0.00696247-0.000477587j 0.020504-0.00886708j 0.00328707-0.0235679j 0.0214701-0.0182825j 0.00796759-0.00491301j 0.00916389+0.00622744j 0.00930501+0.00725647j -0.0100248-0.0051883j -0.00451047+0.0141295j -0.0140433-0.00105751j -0.00252171-0.00198225j 0.0117951+0.0058432j 0.0110134+0.0040601j 0.0030186+0.00820105j 0.0133541+0.00321955j -0.00191348-0.00473188j -0.00881542+0.00139337j -0.017336-0.0167741j -0.00737595-0.00117491j -0.00216845+0.00934543j -0.0088059-0.00108282j -0.000599469+0.00308095j 0.000724401+0.00917558j 0.00227195-0.0171242j 0.00631049+0.00593481j -0.0128588-0.00582305j 0.0103612-0.00635895j -0.000414062-0.0107625j -0.00248422-0.0046344j -0.000991101-0.00666395j 0.014849+0.016621j 0.00172094-0.00233091j -0.00771105-0.00740754j -0.000240935+0.00305143j 0.002513+0.00355914j 0.00276404+0.0133336j -0.0127136-0.00797701j 0.00491127-0.00166007j -0.00844955-0.0116521j 0.00217857-0.00518484j -0.00256094-0.0104125j -0.00405573-0.00785959j 0.00496597+0.0144194j -0.00176319-0.000364439j -0.00490105-0.00712422j 0.00406456+0.000886266j -0.00151965+0.00127183j -0.00523619+0.00842087j 0.00128281+0.00901351j 
-0.00577104+0.00477012j -0.00444328-0.000183637j -0.000452466-0.00669679j -0.0129425+0.00486093j 0.00508897-0.0182939j -0.0050247+0.00476318j -0.00748811-0.016416j 0.0130014+0.00323501j -0.0145664-0.00197262j 0.0228594-0.00201608j 0.00268334-0.0139556j 0.0268648+0.0241802j 0.00890715-0.0303304j 0.0363474-0.014775j 0.00205979+0.00385293j 0.00953333-0.000513504j -0.00224215+0.00642094j 0.00277174+0.0246549j -0.00650908-0.00985641j 0.0299494-0.00165077j -0.031193+0.00490094j 0.0123727-0.0137156j -0.0135476-0.0115642j -0.0304996-0.0113951j 0.0375755+0.016024j 0.0158259+0.00984456j 0.0174846+0.0159284j -0.0511896-0.00341285j 0.0125472+0.000987584j 0.0146763-0.00373835j 0.0176519-0.00738604j 0.00992948-0.005043j 0.0127868-0.00283372j 0.00677702-0.01611j 0.00722783+0.0108507j 0.00218239+0.0238609j -0.00306742+0.00402059j -0.00325545+0.00693478j 0.00335739-0.00500694j 0.0202899-0.00419373j -0.00828683+0.00271003j -0.0178542+0.0176735j -0.00755716+0.00938205j 0.00333523-0.000646576j -0.00284348+0.0020765j 0.00410603-0.00285905j 0.0105095+0.0354493j 0.0197939+0.0125053j 0.00139027+0.000884984j 0.00317629+0.00163897j -0.0102013+0.00587239j -0.00574157+0.00553135j -0.00202699-0.000857495j 0.00489135+4.20083e-05j -0.00168564-2.81508e-05j -0.00107449+0.0117824j -0.00978274-0.00590716j -0.00125218-0.00320896j -0.0174793-0.0105812j 0.00603917+0.00211932j -0.00181466+0.00314301j -0.0057401+0.00329864j 0.00425742+0.000878987j -0.0139576-0.00665895j -0.00118613-0.00887226j -0.0102429+0.00172226j -0.00996459+0.00325672j -0.00328738+0.00243038j -0.0103921-0.0123939j -0.010264+0.000784691j 0.00509917-0.0039522j -0.0047082+0.00598112j 0.000515217-0.00481085j -0.00172099-0.00518081j -0.0110712-0.00956193j 0.00460507+0.00239021j 0.00616821+0.00359564j -0.00650514+0.00120186j -0.00152641-0.00201125j -0.00229976-0.00638462j -0.00720793+0.0054604j -0.00238909+0.0067721j 0.00818673+0.0025367j -0.000340785-0.0098567j 0.00736896-0.0105512j 0.00347395-0.00274481j -0.00030688-0.00584901j 0.00888444-0.00694651j -0.00994543+0.00194034j 0.00383538-0.00281204j -0.000152432+0.00155658j 0.000132796-0.00404297j 
0.00129732-0.00378014j 0.00709881+0.000425265j -0.000459799-0.00577678j -0.00369438-0.00416688j 0.00793558+0.00921949j -0.01137+0.022633j 0.00684307+0.0220189j -0.00475915-0.000886244j 0.0397979-0.00367471j -0.00277831-0.00815189j -0.000139583-0.0123766j 0.00904905-0.00931187j -0.028116+0.0064582j 0.0033009-0.0251455j 0.0131134-0.00881768j 0.0117489-0.00726999j -0.032443-0.0206602j -0.0024458+0.0223838j 0.0393-0.012477j -0.022498+0.0060676j -0.012647-0.00794599j 0.0112345-0.00457135j -0.0198048-0.000984458j 0.034815+0.023123j -0.0350266-0.0125516j -0.0170034-0.000212637j 0.00704993-0.000711275j -0.0462916-0.0165677j -0.00851098-0.00993884j -0.0105034-0.00947995j 0.00764355-0.0137073j -0.0135908-0.0131264j -0.0339529-0.00556071j 0.00711726+0.0165444j -0.0079125-0.0105303j 0.0204862-0.0108105j 0.0139287-0.00725864j 0.0221377+0.00714934j -0.00940631+0.00157129j -0.00780843-0.00965236j -0.0200558+0.00673314j 0.0102466+0.00555532j 0.012358-0.0181013j -0.014803-0.00304752j 0.00231654+0.0262196j 0.0087421+0.00841192j 0.0133541+0.017567j -0.00598378+0.0282776j -0.00305911-0.0108307j 0.00444725-0.00924826j 0.00173334-0.00586897j -0.0104086+0.00801284j -0.0119565+0.00712465j 0.00437185+0.0116434j 0.00471794+0.00696547j 0.000321265+0.00501133j -0.00768696-0.00889415j 0.00403689-0.00513712j -0.0109007+0.00220413j -0.00754717+0.00472196j 0.000743793-0.00547228j -0.0168823-0.00188105j 0.0055519+0.00705727j 0.00349235+0.00497993j -0.00581098+1.36582e-05j -0.00672919-0.00304009j -0.000254114-0.0098014j 0.00253134-0.0074617j -0.00913794+0.00720834j -0.00133125+0.000272915j 0.00654368-0.00238197j 0.00108963+0.00388579j 0.00314496+0.0104669j -0.00212465-0.00863262j 0.00157328+0.0129385j 0.00564073+0.0164937j -0.00241876-0.00719584j -0.00404475+0.00561653j -0.0105281+0.000583299j 0.00520147-0.00241938j 0.00169888-0.001843j 0.00606473-0.00394003j -0.00247384-0.00816239j -0.00036856-0.00209628j 0.00472933-0.00255632j -0.0103236-0.00126275j -0.00137625-0.00354643j 0.00625884-0.0015051j 0.00362244-0.00516869j 0.00487958-0.00412329j -0.00225312+0.0019633j -0.00410082+0.00180641j 
-0.000874594+0.000869184j -0.00221555-0.0190007j -0.00197949-0.00778719j -0.000498208-0.00168724j -0.0120982-0.0135001j 0.0143546-0.0228256j -0.0145537-0.00558593j 0.00395761+0.00841091j 0.00461991-0.00674722j -0.0201982+0.00940362j -0.0318913+0.00684265j 0.0436574+0.0133532j 0.000276526+0.016093j -0.00964153-0.0340194j 0.020694+0.00466056j 0.0360117-0.0073226j 0.00342324+0.0106393j -0.0224635+0.00653959j -0.0210603-0.0165609j -0.0181641+0.00484439j -0.0271152-0.0037779j 0.0129707-0.00969427j -0.0131428+0.00666861j -0.0406933-0.0260098j -0.00467108+0.00914849j 0.0136314-0.00235092j -0.00583657-0.00923301j 0.0110244+0.0182944j 0.0286189+0.0113236j 0.0115837+0.0107265j 0.0155269-0.00506671j 0.0119323+0.0243372j 0.00296256-0.000451701j -0.0157096+0.00230178j 0.00724096+0.00292563j 0.00684473-7.78447e-05j 0.0030905-0.0155567j -0.00773136-0.0142439j 0.00498507+0.0130679j -0.00138607-0.0133856j 0.00456047+0.00624588j 0.0169447+0.0151701j 0.0201485-0.00196939j -0.000180146+0.0113558j 0.00312281-0.00833552j 0.000324872+0.000508079j 0.0195848-0.00551374j 0.00183956-0.00295534j 0.00307732-0.0021167j -0.00410909-0.0117128j 0.018123+0.0068171j -0.00509898+0.00151484j 0.00455838+0.00714535j -0.00584059-0.00546696j 0.00368645-0.00554526j -0.00210227-0.0034186j 0.000548766+0.00165046j -0.0042073-0.00161799j -0.008231+0.00642891j 0.00822172+0.00323318j 0.0128866+0.00449101j 0.00268016+0.00280972j -0.00396569-0.000139533j -0.00448906-0.00190037j -0.00626847-0.00370085j 0.00750844+0.00014205j 0.00992675+0.00485117j 5.51421e-05-0.000509465j 0.00144702+0.0106859j 0.00466038+0.00339597j -0.00366714-0.00273068j 0.00200535+0.00518214j 0.00251542-0.00241997j 0.00318569-0.00213116j -0.00445193-0.00437697j 0.00324119-0.00713791j 0.00523004+0.00393136j -0.00381973+0.00557447j -0.00179155+0.00554951j 0.00302625+0.00547163j -0.00519707-0.00288822j 0.00247768+0.00328914j 0.00224959-0.0072316j -0.00287809+0.00290388j -0.00121692-0.00615481j -0.000701651-0.000545551j 0.00460375+0.00833927j -0.0024033-0.0044078j 0.000442098+0.00514207j -0.00300255-0.00457492j 0.00134941+0.00593058j -0.0011147+5.51513e-05j 
-0.0013309+0.0178877j -0.00323518+0.000960178j -0.000519506-0.00348645j 0.00661618+0.000474971j -0.00380332+0.0128843j -0.0242845-0.014553j -0.0215808+0.0149294j -0.0108648+0.0037467j 0.0195295+0.00124194j -0.000579424+0.00414982j 0.0261872+0.0158837j 0.0600878-0.0152647j -0.00808801-0.0327231j 0.0104105-0.0143345j 0.0123304+0.0165716j -0.0128894+0.00911222j -0.0127763+0.00517043j -0.0237172+0.00190298j -0.030992-0.0191313j -0.00477338-0.00709493j 0.00738112+0.0211946j 0.00198643+0.0084308j 0.0107399+0.0145729j -0.00425572+0.00997741j -0.0207688-0.0148367j -0.00517523+0.000398628j -0.0313057-0.0192971j 0.0362341+0.0146644j -0.00256355-0.0104335j 0.0224052-0.00400487j -0.0212456+0.00151751j 0.0317209-0.0012019j -0.0131045-0.0182881j -0.0115311-0.0147758j -0.00392627+0.0104061j 0.0256058+0.0227316j 0.00368219+0.0104884j 0.0133299-0.00113538j 0.0262198-0.000105005j -0.00236021-0.00609296j -0.00571238-0.000605591j -0.00991614+0.00468677j -0.00256018+0.0081982j -0.0123398-0.00149506j -0.00277974+0.0209843j 0.0087239+0.00371049j 0.00132893+0.0220743j -0.00908098-0.00199503j 0.00316167+0.00828683j 0.00135051-0.00180027j -0.00227583+0.0108057j -0.0131853-0.00427768j -0.0141816+3.34915e-05j -0.00947782-0.00291228j -0.00176387-0.00400328j -0.00718114+0.00242665j -0.00864032-0.00511362j -0.00245665-0.00455195j -0.00683688+0.00203287j -0.005141-0.00177571j 0.00679306+0.00319572j -0.00599666+0.000129603j -0.000769213+0.00200451j -0.00277712+0.01031j -0.000177038-0.00433007j -0.00593688+0.00291171j 0.00279408-0.00224676j 0.00826771+0.0081063j -0.00580469-0.00686053j 0.00325059+0.0117386j 0.0113103-0.00130468j 0.00516878+0.00947123j 0.00304523-0.00137733j 0.00172596-0.0053408j -0.0110254-0.000344782j -0.00627882+0.000488636j 0.000571993+0.000606533j -0.00672854+0.000779644j -0.0053737-0.0067469j -0.00241158+0.000772119j 0.00218763+0.00944821j 0.00546283+0.00757441j 0.00792386+0.00385531j 0.00701838-0.00629611j 0.00554249-0.000349437j -0.00248961-0.000722162j -0.00115452+0.00181772j 0.00292272-0.00220014j 0.00248178+0.0055521j 0.00269246+0.00295295j -0.00129033-0.00125929j -0.000728832-0.00626505j 
-0.0112123+0.0040591j 0.00397161-0.0141955j 0.0159698+0.00616708j 0.0164812-0.000497096j 0.00226932+0.00607328j 0.0112166+0.00980424j -0.0146681-0.00588665j 0.011851-0.00367244j 0.0183338+0.0268621j 0.0509872-0.0112317j -0.0156307+0.026706j -0.0408751+0.0139142j -0.0213048-0.00732609j 0.00373376-0.0242476j -0.0170145-0.00126334j -0.0229554-0.00190527j 0.00754417+0.022923j 0.0353449+0.00249392j 0.0171609+0.0182653j -0.0244601-0.00252423j 0.0317543-0.0107696j 0.000652633-0.00994528j -0.00860748+0.00610762j 0.0112297-0.00326666j 0.00179919-0.000782501j -0.0138141+0.00751245j 0.0230753+0.00797951j 0.00942158-0.0051066j 0.024298+0.0288794j -0.00677276-0.0196628j 0.0147402+0.0121417j -0.02519-0.00375845j 0.035791-0.0113375j -0.00735814-0.00897155j 0.0219395-0.00034324j 0.0139805+0.00757511j 0.0310857-0.0146053j 0.00856881+0.00916167j 0.0117322-0.00358062j 0.0122725-0.00214644j 0.0127053-0.011145j -0.0122789+0.0059582j 0.00448535+0.0114242j -0.00893933-0.00515876j 0.00984848-0.0168269j -0.00613767-0.00342163j 0.00817732-0.000653439j -0.00954807-0.0054648j 0.00149418-0.00161315j 0.00745564-0.00566434j 0.0110124+0.00167502j -0.00225653-0.0011554j -0.00276126+0.00406406j 0.00208599+0.00158084j 0.0103854-0.000432183j -0.000849957-0.0111636j 0.00669535+0.00533282j -0.00392449+0.00159854j -0.00308892+0.0048389j 0.0182855+0.00495367j 0.00970825-0.000301406j 0.0081469-0.00143434j -0.0128383-8.45405e-05j -0.0101032-0.00856463j -0.000185772+0.00355241j 0.0161444+0.0015267j 0.00757164+0.00832834j 0.00246469-0.00296063j -0.00970667+0.00931763j -0.00829726+0.00488286j 0.00245333-0.000883499j -0.00425364+0.00224216j -0.00829366-0.00165337j 0.00851862-0.0054507j -0.00499185+0.00401567j 0.00418085+0.00527363j -0.000206707+0.0057217j -0.0125183+0.0078662j 0.00030889-0.00111715j 0.0035546+0.0104228j -0.00194069-0.00364887j -0.00291208+0.00622572j 0.00767499-0.00947294j -0.00613236-0.00646067j 0.010975-0.00262611j 0.00994695-0.00378557j 0.00258473+0.00265935j 0.00141469+0.00117837j -0.00280348+0.00470587j 0.00329453-0.00523448j 0.000921048+0.00309937j 0.00292716-0.00193418j 
