-0.000531215+0.0312301j -0.0307154-0.000770861j -0.0174597+0.0220678j 0.0225987+0.0175288j -0.000334441+0.00578856j 0.0077098-0.00184945j -0.0028385+0.00774327j -0.00653905-0.00474699j 0.00245237-0.00740673j 0.00567492-0.00288058j -0.0020373+0.00487498j -0.0042392+0.00862843j -0.00960024+0.00640997j 0.0144371+0.00604081j -0.0018487-0.00166853j 0.00120069-0.0125309j 0.00206534-0.00275378j -0.00380483+0.000876885j 0.00645453-0.00213405j 0.000592686-0.00178859j 0.00156586-0.00962883j -0.00267632-0.00168375j 0.00133779-0.00592841j 0.00341076+0.00615567j -0.0034076-0.00216723j 0.000461908+0.00258994j 0.00045727+0.00282282j -0.00371819+0.000105599j 0.00870312+0.00524354j 0.00470467-0.00466431j 0.000565655-0.00518154j 0.00702073+0.00771816j -0.00420085-0.002107j -0.00115019-0.00188593j 0.00161821+0.00636087j 0.0120118-0.000394015j -0.00853429-0.00156803j 0.000273983-0.00177415j -0.000874785+0.00586361j -0.00219491-0.000915115j -0.00356501+0.000139041j 0.00398535-0.00406131j 2.02973e-05-0.00646376j -0.000889431-0.00259809j 0.00755391-0.000731094j 0.0126418-0.00312686j -0.000372911-0.00151835j -0.0023148-0.00415504j -0.000781142+0.00039731j 0.00629651-0.00582384j -0.00128465-0.0077016j 0.00890399+0.00092836j 0.000810187-0.00547421j -0.00338995-0.00966044j 0.00324672+0.00216166j 0.0031062-0.00791557j -0.00417513-0.0092781j -0.00609495+0.00140617j -0.00886883+0.00147921j 0.000431433-0.00215804j 0.00494753+0.00291941j -0.000485243+0.00755099j 0.00335543-0.00252767j 0.00580197-0.00189433j 0.000771949+0.0100915j -0.00945977+0.00582747j -0.00548762+0.00183426j 0.00135277-0.00216118j 0.00321442-0.0127967j 0.0108336+0.00607593j -0.000179935-0.00378772j 0.0134163+0.00693648j 0.00386734-0.0105551j -0.0263355+0.000117581j -0.000920659-0.0259356j 0.020761-0.0212165j -0.0216584-0.0205178j 
0.00504135-0.00655168j 0.00682276+0.00532295j -0.0024977-0.00465566j -0.00482894+0.000287497j 0.00578065-0.00234278j 0.00306944-0.000112769j -0.00521098+0.00289484j 0.000286757-0.00181962j -0.00243615+0.00847492j -0.00281085+0.00659626j 0.00514212+0.00180018j -0.000336151-0.00362597j 0.00313137-0.00422948j -0.00381894+0.000622169j 0.0058035-0.00118087j 0.000763255+0.0023627j -0.00250746-0.00299733j 0.00089281-0.00113119j -0.00308165-0.0060756j 0.00123555-0.000512805j -0.000140565-0.000682196j -0.00744456-0.000318084j 0.00332248+0.00346234j -0.00196735+0.00346746j 0.00478661+0.00819037j 0.00720135-0.00452751j -0.00498707+0.000529289j 0.0112709-0.00757311j -0.00713288-0.00354302j 0.000458193+0.00652317j 0.00211428+0.00239248j -0.0011669+0.00880586j 0.00667039-0.00168041j -0.00734055-0.00724969j -0.00223033+0.00612948j -0.00188864-0.0120351j 0.0025213+0.00481237j -0.000428269+0.00314135j -0.00252404-0.00102657j -0.00010867-0.00195169j 0.00396326-0.00336881j -0.00911146+0.00153952j 0.00686142+0.01057j -0.00359212+0.00594078j 0.00143365+0.00329097j 0.00244583+0.00389368j -0.00862001+0.00151728j 0.00181404+0.00298873j 0.00207024-0.000852578j 0.00624714-0.00670615j 0.00690915+0.0092808j -0.00282082+0.00239047j -0.00451046+0.00219724j 4.15091e-05+0.00588889j -0.00770101-0.000224447j -0.0026494-0.000642166j -0.00263489+0.00352328j 0.00447633-0.00569225j 0.00149687+0.0028313j -0.0051417+0.00455611j -0.00271695-0.00146j 0.00219489-0.00222236j 0.00420429-0.00280999j -0.00623059-0.00355175j -0.000835006-0.00587471j 0.000609394-0.00621855j 0.00500017-0.00448397j 0.00271048+0.000592963j 0.0018728+0.00567642j -0.00233539-0.00067778j 0.00234687-0.000876147j -0.00371953+0.00203587j -0.00349619+0.00369286j 0.00414594-0.000198139j -0.000778327+0.00460018j -0.00641935+0.00383782j 0.00359414+0.00654741j 
-0.00301249-8.56899e-05j 0.000159106-0.002094j -0.00328211+0.000488255j -0.000186662+0.00219972j 0.00182585-0.00166488j 0.00112158+0.00207274j -0.00170038-0.0019045j 0.00229003+0.000722555j -0.0016925+0.00243172j -0.00247428+0.00273939j -0.000415857-0.000461475j 0.000133467+0.00036267j 0.000702578-0.000267032j 0.00353169+0.00199725j -0.00599153-0.00120309j 0.00548891-0.00550272j 0.00287256+0.00295197j -0.00168144+0.00124483j 9.02044e-05-0.00226188j 0.00306162-0.00163125j 0.00232633-0.00134774j -0.00159823+0.00148253j -0.000237457+0.00691534j -0.00328014+0.00408125j 0.00587338+0.0013157j 0.0040828+0.00465579j 0.00383428-0.00249878j -0.00960264-0.0119833j 0.00455191+0.00903258j -0.00805188-0.00290145j -0.00153073-0.00601353j 0.00950187-0.0137503j -0.00249915-0.00219203j 0.000653507+0.00464722j 0.00115641+0.00181073j -0.000339575-0.00085566j 0.000303874+0.00480646j 0.000718834-0.00425746j 0.00479682+0.00185079j 0.0032351-0.00720123j -0.00253481-0.00254168j 0.0062376+0.000101625j -0.0105312-0.00371511j 0.000104463+0.0079979j 0.00104494-0.00650774j -0.00444313-0.00315402j 0.00180967+0.00280711j 0.000134745+0.00054352j -0.00305745-0.00118024j -0.00701027-0.00194625j -0.000118851-0.00161695j 0.00129451+0.000645686j -0.00618691-0.00215802j 0.00545966-0.00362367j -0.000854775-0.00263843j 0.000108716+0.0016319j -0.00650983+0.000970155j 0.00150706-0.000808213j 0.000873542+0.000182011j -0.00158077-0.00292956j -0.00175157+0.00226582j 0.00406192-0.00134668j -0.00483921-0.00133548j 0.00306634+0.00138674j 0.00429791+0.00207617j -0.000517835+0.00299653j -0.00276136+0.00210915j 0.00265507-0.00134249j -0.00150646+0.000241814j -0.00179202+0.000321986j 0.00152482-0.00207077j 0.000870436+0.000598945j 0.00254855-0.00229384j 0.000129574+0.00142467j -0.000412815-0.000306701j 0.0024732-2.22147e-05j -4.10229e-05-0.0031381j 
0.00404837-0.0063285j 0.00625256+0.00395804j -0.000232302-0.00100823j -0.000395725+0.000377972j -0.000824315+0.00616173j 0.00456392+0.00162818j -3.26578e-06-0.00159031j 0.00355108+0.0013361j -0.001623+0.00636432j -0.00561518+0.00130896j 0.00361243+0.00425353j -0.0011552+0.00196403j 0.00228636-0.00133331j -0.00253505+0.00118649j -0.000852993+0.00297632j 0.00644535-0.000529276j -0.00067435+0.011568j -0.00693908-0.00398446j -0.0108041-0.00061448j 0.00381244+0.00528322j 0.00440496+0.00186009j -0.0025508-0.00375332j 0.00107359-0.00261758j 0.00396587-0.00375662j 0.00900413+0.00325346j 0.000972157-0.00300237j -0.0124423+0.00261286j 0.00873772+0.00513883j -0.00245223+0.0128217j -0.00342187-0.0015865j -0.00667834-0.00150646j -0.00745137+0.00116961j 0.00124192+0.00588691j -0.00314869+0.00241594j -0.00314999+0.007699j 0.00363082-0.00485523j -0.00176477+0.0026838j -0.00389441+0.0102869j -0.00389358+0.00068754j 0.00500102-0.0012417j -0.00018484+0.00278957j -0.00332942+9.64187e-05j 0.00575138+0.00738111j 0.000427302+0.00866929j -0.000219634-0.00288744j 0.00246095+0.00110139j -0.00348077+0.00100537j 0.00177805-3.99286e-05j 0.00442851+0.00299298j 0.00899461+0.00459456j 0.0043773+2.76834e-05j 0.0112073-0.00682262j -0.0117737+0.00210329j -0.00265172-0.00223258j 0.00387907+0.00647361j -0.000974495+0.00569963j -0.000735073+0.00269604j 0.0044784-0.00618605j 0.00401967+0.00132557j 0.00161039+0.00250363j 0.000640053-0.00442053j 0.00790373-0.00327984j 0.00151545+0.000867489j 0.0018502+0.00500858j -0.000608157+0.00275928j 0.00235382-0.00635204j 0.0035724+0.000623534j -0.00303984-0.00084691j -0.00382169+0.00403928j -0.00484357-0.00432767j 0.00256179+0.00282962j -0.00686868+0.000583994j 0.00229116+0.00379471j 0.000296249-0.000290251j 0.000513502-0.00110062j -0.00590296+0.00249518j 0.00246761+0.00571558j 
0.00182058+0.00582741j -0.00580426+0.0014245j -0.000361752+0.00419684j 0.00276216+0.000386969j 0.00118662-0.00780933j -0.00249277-0.00279054j 0.00259268+0.00612079j -0.00305082-0.000158908j 0.00396567+0.00401835j 0.00247818-0.00553101j -0.00562504-0.00242008j -0.00341827-0.00501553j -0.00142938-0.00203401j -0.00260059+0.00115202j 0.00612639-0.00467716j -0.00617606-0.00372469j 0.00481937+0.00920021j 0.00412656-0.00686996j -0.00378089-0.00131993j -0.00338036-0.00330915j -0.000417698+0.00299542j 0.00361637+0.00212126j 0.00112546+0.00475455j -0.00267893-0.000822437j -0.00815945+0.00473112j -0.000541815+0.000533781j -0.00416071+0.0014831j 0.00348356-0.000403893j -0.0024044-0.00252258j -2.69153e-05-0.00342177j 0.00145326+0.00125175j 0.00412687+0.0066953j 0.00398837-0.0126865j -0.00324711-0.00826135j -0.00541207-0.00415067j 0.00936352-0.00117719j -0.00111741+0.00197384j -0.00284294-0.00241239j 0.000540854+0.00425517j -0.00330553-7.90671e-05j 0.00215359-0.0024518j 9.91207e-05-0.000629819j -0.00110638+0.0032728j -0.00318965+0.000909028j 0.00388294+0.00211213j -0.0088785+0.000245414j -0.000672446-0.00374457j 0.00641696-0.000621876j -0.000164186+0.00198197j 0.00284713-0.0081956j -0.00107852+0.00234021j 0.0012487-0.00217796j 0.00772742-0.00476358j -0.00173452+0.00352199j -0.00137663-0.00177672j -0.00106934-3.808e-05j 0.00257433+0.00112096j 0.00129633-0.00180174j -0.00201745-0.000631491j -0.00228511-0.00690348j -0.00026184-0.00256327j -0.00357944-0.00362415j -0.000420422+0.00261183j 0.00374346-0.00064892j 0.000635352-0.00140137j -0.00109586-0.000979635j 0.000839964-0.000387971j -0.00248558+0.000891318j 0.00359098+0.00220224j -0.000879281+0.00464123j -0.00200266-0.00100542j 0.00372138+0.00218993j 0.00100315-0.00400261j 0.00310519-0.0025446j 0.00172251+0.00307084j -0.00138874-0.00217309j -0.00221938+0.0015943j 
0.00210905+0.00061573j -0.000829042+0.00198607j -0.000417089+0.00214211j 0.00209699+0.000674403j 0.000182158+0.00386836j 0.0048629-0.000432546j 0.00272649+0.00389762j -0.00177433+0.00204274j 9.04672e-05-0.000444939j 0.00330813-0.00391945j -0.00217917-0.0052713j -0.00381434+0.00190504j -0.00800305-0.00580871j -0.00139937+0.008056j -0.00624989-0.00456687j 0.00566491-0.000920665j 0.000902272+0.00392725j -0.0020999+0.00132027j 0.0030706+0.00130946j -0.0016028-0.00238983j -0.000554457+0.00353071j 0.0083991-0.00172131j -0.00512733+0.00339119j 0.0064424+0.00357282j 0.00186385-0.00061853j 0.00564889-0.000629579j 0.00385632+0.00307137j -0.00276975+0.00028556j 0.00420911+0.00082613j 0.00459476+0.000835948j -0.00211394-0.000264584j 0.00470191-0.00257637j -0.00307788+0.00133446j -0.00415918+0.00311844j 0.00128392-0.0082261j -0.00594574-0.00305515j -0.00199577-0.00240472j -0.00686189-0.000830938j 0.000807655+0.00479089j 0.00478088-0.00316345j -0.0030349+0.00337781j 0.0017628+0.00221134j -0.00121015-0.00138083j -0.00189707+0.00846371j -0.00334879-0.00404751j -0.0112178-0.00648875j 0.00535274-0.000261057j -0.00689517+0.00578457j 0.00636223-0.00696147j -0.00798651+0.00591518j 0.0012824+0.00179402j -0.00148695-0.00312763j 0.00139355-0.00743058j -0.00460932-0.0108162j 0.00162957-0.00422744j 0.00254906-0.00154962j -0.00313056-0.00128141j 0.00429777-0.00161128j -0.000862705-0.000237528j 0.00372345-0.0014309j 0.000189211+0.00013776j 0.00170725+0.00178801j 0.000639045-0.00330797j -0.000389938+0.00290463j -0.00470767+0.00291321j 0.00205982-0.0041087j -0.00220165+0.00136745j -0.00200295-0.00255326j 0.000478247-0.00167298j -0.00288793+0.000246344j -0.000122564-0.0010262j 0.00122239-0.00180632j 0.000306384-0.00194184j -0.0018978-0.0037162j 0.00357832-0.002628j -0.000611796+0.000402401j 0.000509394+0.000408637j 
0.000326656+0.00397363j -0.00394509+0.000345118j -0.00233266+0.00374425j 0.00284561+0.00268951j 0.00260986-0.00183763j -0.000162372-0.00391563j 0.00139399+0.00226485j -0.00153751-0.00043572j 0.00117887+0.00295001j -0.00233433-0.00201929j -0.00143712-0.00130118j -0.00150001-0.00110715j -0.00127553-0.00201166j -0.00535013+0.00225132j -0.00777956-0.00786746j -0.00206607+0.00903239j -0.00387502+3.89906e-05j -0.00221401+0.0130028j 0.00359625+0.000640856j 0.00580076+0.00369947j 0.000831505-0.00434538j -0.00414763-0.00191722j 0.00475418-0.00314192j 0.00265024+0.0106226j 0.00620432+0.000806508j 0.00629549-0.00104088j 0.0035209+0.000347141j 0.010645+0.00628819j 0.000359111-0.00848948j 0.0147487+0.0118079j 0.000305641+0.00581055j -0.00967755+0.00444641j 0.00406776+0.00109836j -0.00509973-0.00794392j 0.0014479+0.0032507j -0.00676946-0.00560224j -0.00983828-0.00765868j -0.000336519+0.00374724j -0.00111506-0.00178766j 0.000315651+0.000201763j -0.00217183+0.00255001j -0.0109762+0.00397387j 0.00509285+0.00336959j -0.00140418+0.00369386j -0.00514889-0.00379982j 0.00847641+0.00531264j 0.00318756+0.00111438j -0.00845279+0.00764453j 0.00464598-0.0113852j 0.00372841+0.00739775j 0.00601702+0.00356607j -0.00324856-0.00173845j 0.00117219-0.0014057j -0.00340936-0.0117431j 0.00254549+0.00129088j 0.000545188-0.0011887j -0.000782691-0.00147698j -0.00093868-0.00158972j -0.00787022+0.00151634j 0.000482335+0.00714755j 0.00434121+0.00440241j 0.00511313+0.0106192j 0.00704576-0.00375667j -0.00613629-0.00221728j -0.000625078-0.000690552j 0.00249609+0.000504622j 0.00153772-0.00113137j 0.00306858+0.00173403j 0.00321363-0.00241185j -0.000349748+0.000198573j -0.00189441-0.00135853j 0.000821453-0.00536492j -0.00502507-0.00161496j -0.00125149+0.000231165j -0.000860046-0.00142222j 0.00105025-0.00246092j -0.00255395-0.00121539j 
0.00157767-2.38582e-05j -0.000287769+0.00149753j 0.000130733+0.000796188j 0.000313073+0.00152373j -0.00710314+0.000759982j -0.000742259+0.00375839j 0.00155609+0.000482074j 0.00101135-0.00103755j 0.0127019+6.02599e-05j -0.000391218+0.00437341j 0.00275971-0.00319447j 0.00270524+0.0042024j 0.0026236+0.0012266j 0.00724687-0.00360177j 0.0122841+0.000167127j -0.00295371-0.00495529j -0.00389934-0.00271868j 0.00153052-0.00669833j 0.00453155+0.00339135j -0.00286366+0.0130537j -0.000838896+0.0089079j 0.00326402+0.00410468j 0.000849403-0.00391084j 0.0106222-0.00555243j -0.00688353-0.00489525j 0.0010922-0.00455784j -0.00193068-0.0032397j 0.00507069-0.00584914j 0.00254516+0.00259381j -6.4857e-05+0.00557618j -0.00361403+0.00479776j -0.00348901+0.00177616j 0.00177007+0.00469054j -0.00244494+0.00042692j -0.0159651+0.000342755j -0.00941594-0.00217074j 0.0104527-0.00141373j -0.00135664-0.00232735j -0.0054507+0.00300902j -0.00556233-0.00655473j -0.00894534-0.00390304j 0.00473326-0.0072043j 0.00367651-0.00462848j 0.00776537+0.000874484j 0.00488033-0.000937657j 0.00599038-0.00269136j -0.0110088-0.000792777j -0.00213316-0.0104411j 0.00114289+0.00964603j 0.00373715+0.000755236j -0.00680898-0.00601746j 0.00727069+0.00707809j -0.00270864-0.00454445j -0.000600754+0.00457246j -0.00356048-0.00907885j -0.00097361-0.00710945j -0.00344461+0.000337738j -0.00426421-0.0047499j 0.00368747-0.00819498j 0.0021147+0.00284956j 0.006136-0.00407756j -0.000722176+0.00270751j 0.00447151-0.00296039j -0.00516565+0.000553209j -0.00435745-6.52835e-05j 0.00586113-0.00347605j 0.00105463+0.00129185j 0.000377898+0.00084606j 0.000637333-0.000991128j -0.003015+0.00220734j -0.00393103-0.00218222j 0.00179128-0.00344217j 0.000995402-0.00184698j 0.00175754-0.000746258j 0.00116066+0.00144909j -0.000931063-0.0027429j -0.00249443+0.000760519j 
0.00247478+0.00145261j -0.00125745+0.00313983j -0.00478303-0.00604145j -0.00575004+0.00376953j 0.010412+0.00430041j 0.0039567-0.00698757j -0.00338275-0.0045743j 0.0042413-0.00539704j -0.00441596-0.00325755j 0.00211969-0.00716596j -0.00748986+0.00250328j -0.000685765+0.00123559j 0.00346039+0.000689094j 0.00651089-0.000532463j -0.00150527+0.000227838j 0.00245185+0.00134724j 0.00417425+0.000554194j -0.00338693-0.00175984j -0.00254901+0.00426485j -0.00179789-0.00215543j 0.00231555+0.000848532j 0.00678059+0.00817236j 0.000381193-0.00866252j 0.00237874+0.00548792j 0.00331199-0.00214586j -0.00620638-0.0117197j 0.0036719-0.000447475j -0.00132536-0.000911133j -0.000223375-0.00193668j 0.000860325+0.0001877j -0.00777474+0.0016548j -0.00604816+0.002029j -9.56353e-05+0.000116962j -0.00553048-0.00699519j -0.00159589-0.00778958j -0.00162359+0.00329979j -0.00699248-0.00456733j 0.000614816+0.000544954j -0.000578259+0.00240989j -0.000857795+0.00196624j -0.00340885+0.0050797j -0.00207312-0.000253213j 0.000660543+0.00162827j -0.000547508+0.00532785j 0.00202416+0.00157874j -0.00511071-0.000944738j 0.00779553-0.00426512j -0.000554914+0.00056007j -0.00155027-0.00377786j -0.00504993+0.00149897j -0.00242803-0.0026547j 0.000343066-0.00113165j 0.0100456-0.00719832j -0.00501088-0.00191739j 0.000849063-0.00341798j -0.00607627-2.3994e-05j -0.00127025+0.00173649j 0.00411554-0.00214811j 0.0027176+0.00321259j 0.00177259+0.00269424j 0.00189233-0.00760936j -0.00633626-0.00211292j 0.00381206+0.0019046j 0.00108311+0.00132879j -0.00465364-0.00213702j -0.00183748-0.00538213j 0.00461333+0.000525417j 0.00194302+0.00173646j 0.00441599-0.00323549j 0.000338811+0.00146058j -0.0017499-0.00498653j 0.00582193-0.00412178j -0.00538847-0.00353337j 0.00181587-0.00269177j 0.00270825+0.00232619j -0.00261308-0.00298528j -0.00319479+0.00235499j 
0.00216276+0.00519772j -0.00502668+0.00194439j -0.00130306+0.00202764j 0.00234914+0.00200662j -0.00568842+0.00370708j 0.00397663+0.00399531j 0.000279172+0.00197084j 0.000851378+0.00189546j 0.00459553+0.00142793j -0.00255141+0.00199387j -0.00157735+0.0064212j -0.00425825-0.0024414j -0.000670432+4.4305e-05j 0.00388693+0.0020317j 0.00343484-0.00385367j 0.00136199-0.00938149j -0.00415771+0.00675691j -0.00109881-0.00361129j -0.00591439+0.00138071j -0.000818224+0.00207936j 0.000718725-0.00207689j -0.00192462-0.00172642j -0.00096014+0.00260526j 0.00274655+0.00154438j 0.0036405+0.00338073j 0.00328083+0.003077j -0.00700056+0.000814403j 0.00335568+0.00163536j -0.000242172+0.00688235j 0.00127982-0.000822834j -0.00258467-0.000759812j -0.00297375-0.00036713j 0.00846023-0.00268426j -0.00133818-0.00170529j -0.00719789+0.00487321j 0.0104891-0.00210903j -0.00230857+0.000609124j -0.00190069-0.00077331j -0.00448328+0.00457j -0.000886995-0.00105794j 0.00143096+0.000183812j 0.00114634-0.00381844j 0.0015072+0.00709403j -0.00187347+8.2679e-05j 0.00559521-0.0035222j 0.00929627-8.98627e-05j -0.00598471+4.28234e-05j 0.00608338-0.00556255j 0.000630443+0.00321277j 0.0121095-0.00583862j -0.00351289+0.000690789j 0.00640163-0.00418553j -0.00812486-0.000189524j -0.000244324-0.000931464j 0.000267639+0.00132993j -0.00542351+0.00027209j -0.00141844+0.0020472j 0.00230417-0.00601865j -0.00199744+0.000440002j -0.00398061-0.00550484j 0.00652036-0.00184434j 0.00414727+0.00148113j -0.0014182+0.00522267j 0.0050842+0.00390858j 0.00327374+0.00221986j -0.00146706+0.0041131j -0.000966846-0.0011125j 0.00315289+0.00145042j 0.00248148-0.00583152j 0.000266946+0.000366705j -0.00035509-0.00252086j 0.00280353-0.000471062j -0.0022857-0.00257374j -0.00472221-0.00210428j 0.00119422-0.00480748j 0.00203116-0.00340129j -0.00368252-0.00192998j 
-0.00728084+0.00337323j -0.00346508-0.00701597j 0.000322457+0.00301968j 0.00294521+0.000228736j -0.00410475-0.0014721j -0.00334854+0.00221724j 0.00073823-0.00135762j -0.00230292+1.78889e-05j 0.00277563-0.00418589j -0.00174701+0.0005867j -0.0050122+0.00314413j 0.00382831-0.003382j 0.00880965+0.00636539j 0.00604169-0.00146057j 0.00229838+0.000478045j -0.000466805+0.00279151j -0.000537337-0.00631923j -0.00134394+0.000953842j -0.00140829+0.0029027j -0.000417911-0.000108695j -0.00158087-0.00646199j -0.00422123+0.00182906j 0.00595478-0.00695455j -0.00238802+0.00382194j 0.00437547+0.00116931j -0.00794739-0.00588168j -0.00294624+0.00186809j -0.00317288+0.00423539j 0.00318313-0.00696912j 0.000923609-0.000761738j -0.00248526+0.00523565j -0.00669778-0.00168783j 0.00372746-0.00408482j 9.61093e-05-0.006006j 0.00207491+0.00224944j 0.00508112+0.00219509j -0.00258034-0.00285414j 0.00155051-0.000892474j 0.000776125+0.000936137j -0.00354148+0.00473038j -0.000520582+0.00517014j -0.00288163-0.00519278j 0.00349483+0.0015114j -0.000323515-0.00235937j -0.0042122+0.00362516j 0.00513385+0.00321621j -0.000286804+0.00191795j 0.00265339-0.00413367j -0.00592556-0.00296982j 0.00504638-0.0066784j -0.00172166-0.00106516j 0.00209639+0.000348021j 0.00626565+0.00234128j -0.00011576-0.00117232j -0.00171461+0.00577612j -0.00444119+0.00113591j -0.0028164-0.000742503j -0.00143448+0.0013575j -0.00446972-0.000501715j 0.00201709+0.00274957j 0.00411774+0.000577826j -0.00250712-0.00153335j 0.00601791+0.0018815j 0.00150509-0.00694295j 0.0079223-0.000717983j -0.00183639+0.0062658j 0.00361747+0.00150208j 0.00278453+0.00510426j 0.00344414+0.000484189j 0.00094586-0.00152002j 0.000375695-0.000315474j -0.00218733-0.00338432j -0.00513596+0.00325484j -0.0045541+0.00707685j -0.00762244-0.00350767j 0.00816922+0.000336738j 0.000311179-0.00828708j 
0.00429595-0.00446442j 0.0048874+0.00412796j -0.000388329-0.00487584j -0.00616994+0.000794595j -0.000747156-0.00315309j 0.000939279-0.00488772j 0.00441687-0.00103963j 0.00517859-0.00179995j 0.00844564-0.00156667j 0.00539567-0.00101849j -0.00308245+0.00149477j -0.0073189-0.00474741j 0.00141314-0.000964623j -0.00442209-0.00835027j 0.00222542-0.00370128j -0.010514+0.00115139j 0.0104877+0.00556358j 0.0012442+0.00539404j -0.00208239-0.0121753j 0.00864502-0.00186121j 0.00888457-0.000382064j -0.000689532-0.00019655j 0.0114004-0.00596172j -0.000678849+0.00382583j -0.00783989+0.00725562j -0.0111823+0.00705951j 0.00422325-0.0114033j 0.0127764+0.00532335j 0.00371261+0.00462619j -3.26715e-06+0.00107219j 0.00235475+0.00555592j 0.0109964+0.0125465j 0.0026178+0.00179648j 0.00180861-0.0167774j -0.00297923-0.00291791j 0.000531533-0.00479667j -0.0131042-0.000534674j -0.00439637+0.013283j 0.00162599-0.00153941j -0.00559709-0.00867728j 0.000949981-0.00703389j -0.00897944+0.00661927j -0.0106613+0.0015294j -0.00197718+0.000954307j 0.00617139+0.00126551j -0.00100359+0.0105886j 0.00660784-0.00240046j 0.00254017+0.0126607j 0.00226874+0.00405425j -0.00196212-0.000442612j 0.0128996-0.00617804j 0.000227597-0.00229458j -0.00314314+0.000326548j 0.0028161+0.00369642j 0.00408624+0.00180649j -6.45313e-05+0.00295785j -0.00403456+0.00670786j -0.00119217+0.00468336j 0.00198232-0.00641603j 0.000761851+0.000298419j -0.00201067-0.00566735j 0.00327895-0.00135752j 0.000684037-0.000331702j -3.74505e-05+0.00178711j -0.00128296+0.00533657j 0.000649252-0.00466352j 0.00540782-0.000303456j 0.000285689+0.00246666j -0.00509363+0.000357246j -0.0016991-0.00254016j 0.000121847-0.00211918j 0.000843445+0.000357313j 0.000452117+0.000265242j 0.00169404-0.00177266j 0.00236615+0.00128818j -0.00462171+0.000524874j 0.0004805+0.00479052j 
-1.40242e-05-0.00160915j 0.00222565+0.00018144j 0.00286519-0.00136633j -0.00136009-0.00194456j -0.000102594-0.0016918j -0.00138397-0.0024627j 0.00263915-0.00453499j 0.00302514+0.00105659j 0.00126826-0.00378455j 0.00412023+0.00145256j -0.00462542+0.000411776j 0.0023034-0.00251338j -0.000823254+0.00501713j 0.00293065-0.00601443j -0.00197737+0.00246j -0.0138385-0.000645784j 0.00747765-0.00713357j 0.00197471-0.00126336j 0.00372054-0.00295125j -0.00418934-0.00409101j 0.00600461-0.00123437j 0.002615-0.000457183j 0.0015463-0.0107536j -0.00502977+0.000309247j -0.00722909+6.77201e-05j -0.0112989-0.0077627j 0.00603761-0.0018212j 0.00300142+0.000767553j 0.00359901-0.00906646j 0.000420843+0.00471074j 0.00416353+0.0051548j -0.0041895+0.00755762j -0.00379339+0.00064503j 0.000490205-0.00599229j 0.00259448-0.00850518j 0.00142647+0.00405161j 0.000256047-0.00611171j 0.0030016+0.00868403j -0.000457615-0.00296593j -0.00615836+0.0033632j -0.00562274-0.000972195j 0.00190395+0.00629657j 0.00403122-0.000688012j 0.00211303-0.00472685j -0.000412687+0.00330183j 0.000649669+0.00159185j 0.00299463-0.0012578j -0.00105201-0.000268943j 0.000905623+0.00189375j -0.00381419-0.000787643j 0.00272865-0.00324484j -0.000388822+0.00116204j 0.0107906-0.00267472j -0.00326056-0.00101303j 0.00057116+0.00120023j 0.00212993-0.00667295j 0.00309277-0.00109249j -0.00779431-0.001766j -0.00308746-0.00646216j 0.000855299-0.00236437j 0.0023416+0.00231737j -0.00594079-0.00348648j 0.00593654+0.000169092j 0.00112242-0.00274497j 0.00172921-0.00479932j -0.00263749-0.00279667j 0.00446912-0.000588089j -0.00400757-0.00160064j 0.000822785+0.00324595j -0.000314268+0.00177901j 0.00027944+0.00250467j -0.00469764+0.000932184j -0.00191985+0.000217658j 0.000898138+0.003506j -0.00427816+0.00021729j -0.00107666+0.00161243j 0.000917499+0.000915564j 
