-0.00118555-0.0180143j -0.0180289+0.000765874j -0.00322721+0.00934935j 0.0116258+0.00236087j -0.000698651+0.00432948j 0.000848918-0.00162332j -0.00193384+0.00129984j 0.00377169+0.00173251j -0.00126303+0.000940698j 0.000551315+0.000439635j 0.00309712+0.00131702j -0.00337196+2.45032e-05j -0.00203443+0.00751592j -0.000658414+0.00140648j 0.000567512-0.00328028j 0.000225374+0.00343292j 0.00388693+0.00131642j 0.00214142-0.00129022j -0.000668191-0.00195573j 0.00350707+5.75253e-05j -0.00394318-0.000638879j 0.00454534+0.00164246j 0.0013603+0.00361925j 0.000531705-0.00143124j -0.000321776+0.00103797j 0.00417997-0.000258818j -0.000690442-0.00335977j 0.00215827-0.000911228j 5.29795e-05-0.00234103j -0.000475683-0.00194982j -0.00318405+0.00215066j -0.00275542-0.0021018j 6.47905e-05-0.000191532j -0.000616822-0.000681475j -0.00141165+0.00496052j -0.00561917+0.00251226j -0.000553352+0.00498965j 0.00199776+0.00350906j 0.00267817-0.00130264j -0.0010871-0.000567426j 0.00447495+0.000476111j -0.00209314-0.0049103j 0.002374+0.0036632j 0.00383664+0.00680742j -0.0027655+0.000876048j -0.00503536+0.00305859j -0.00427658-0.00262407j 0.00277544-0.00266495j -0.00331283-0.00046713j 0.00221913-0.0048685j 0.00221088+0.00255057j 0.00209103-0.000787611j -0.00948715-0.00219553j 0.0014243-0.0121875j 0.0165103-0.00431004j 0.0048026+0.0165514j 
0.00484543+0.00821256j 0.00697175-0.00491554j 0.00243088-0.00574905j -0.00204689-0.00459839j 0.00361172+0.00228898j -0.00523307+0.00701638j 0.0070855+0.00125243j -0.00322173-0.00673096j -3.94556e-05-0.00181312j 2.16139e-05-0.0015446j 0.00204371-0.00348329j 0.00578434-0.00848276j -0.00165247-0.00788224j 0.00181756+0.00177501j -0.00274269+0.00472367j -0.000891411+0.00380408j -0.00203007+0.00519136j 0.00045535+0.00506096j -0.000474378-0.00248995j -0.00849033+0.00487737j -0.00028367+0.00104624j 0.000201461+0.00501956j -0.00620994-0.00287655j 0.000436499+0.000835004j 0.00257323-0.00303333j -0.000145628+0.00317333j 0.000486537+0.00343369j -8.48613e-05+0.00237145j -0.00213634-0.00192121j -0.0028911+0.000904595j -0.00401186+0.00372746j 0.00227243+0.00180073j 0.00164309+0.000952877j 0.00615972+0.00571461j -0.00135781-0.00142611j 0.00641966-0.000363718j -0.00053002-0.00361732j -0.00208929-0.00410315j 0.000620146+0.00397455j 0.0031549-0.0025231j 0.000295445+4.8057e-05j -0.0052149+0.00390199j -0.00450568-0.00131902j -0.00883397-0.00430598j 0.0011309+0.00389211j 0.00426305-0.00351338j -0.00123863+0.000666688j -0.000849035-0.000592908j 0.00318609+0.0107594j -0.00632237+0.00380239j -0.0020334-0.00237757j -0.00107496+0.000666666j 0.00361695+0.00461036j -0.00958127+0.00327394j -0.00689109+0.000783499j -0.000296877-0.00731247j 
-0.000474616+1.52427e-05j 0.000373346+0.00077419j -0.000942098+0.00105624j -0.00195275+0.00276011j -0.00274481+0.000146623j 0.00422252-0.00143007j -0.00608049-0.00124615j -0.000915025+0.00385629j 0.0023976-0.00094209j -0.00376413-0.00163272j 0.000342539-0.000283602j -0.00361929+0.00246524j -0.00145544+0.00215757j 0.00177478+0.000203964j -0.00136682-0.00339442j 0.000487991+0.00332809j 0.00757502-0.00692147j -0.00234958+0.000568245j 0.000904902-0.00242652j -0.00236434+0.00140632j -0.00036717+0.000547097j 0.000166737-0.00160035j 0.00417982-0.000837959j 0.000917559-0.00196943j -0.00566923-0.00060218j -0.00200374-0.00220721j 0.00153845+0.00300192j -0.00288423-0.00262911j -0.00521369+0.00070945j -0.000903506+0.00424095j -0.00234314+0.000238683j 0.00212332+0.00113915j 0.00576963+0.000185649j -0.000420888+0.00170691j 0.00133217+0.000889876j -0.0022254+0.00158424j -0.00238244-0.0034445j 0.00370942+0.000139401j -0.0023734-0.00227061j -0.00379918+0.000343816j -0.00273166+0.00263521j -2.97755e-05+0.00328348j 0.00328333-0.000183518j 0.000788233-0.00123805j -0.000959281+0.00165566j 0.000928465+0.000743325j 0.000155013+0.00173809j 0.000218273-0.000313055j -0.000385963-0.00182321j 0.00327034-0.000392296j 0.00169173+0.000936413j 0.00215814+0.00178912j -0.0013973-0.00366482j 0.000656936+0.000605852j 0.00155505-0.000173426j 0.000329503+0.00135373j 
-0.00129248-0.00823902j -0.00770676+0.00217755j 0.000436258+0.00471859j 0.00324844-0.00794248j 0.0036801+0.0030132j 0.00860867-0.000607054j 0.0051547-0.000206144j 0.00223965+0.00972874j -0.00761107-0.00364764j -0.00114508+0.00917844j 0.00176235+0.00248108j -0.00113188-0.00505826j 0.00412309+0.00373934j -0.000280412-0.00586726j -0.00253002-0.00808132j 0.0100504-0.00716781j 0.00237019+0.00380457j 0.00388045-0.00445168j 0.000648214-0.00363514j 0.0106214-0.00383056j -0.00116841-0.00262917j -0.00216863-0.00272732j 0.00461865+0.00103008j -0.00607368-0.0014066j 0.001339-0.00403469j 0.000226942-0.000670555j -0.00334221-0.00240177j -0.000565669+0.00162926j -0.00264322+0.000202076j -0.00150919-0.00142122j -0.00375851+0.000444453j -0.000145243+0.00229885j -0.00478112-0.00197903j -0.00236823+0.000458184j -0.00593762+0.00224732j -0.00477508+0.00915158j -0.0021972+0.00538356j 0.0016653+0.00251294j -0.000164383-0.00460517j -0.000485007+0.00234814j 0.00252561-0.00306914j -0.0014866-0.00453842j -0.000606449+0.00278334j 0.00137009+0.00967882j -0.000492507+0.00118445j -0.00394942+1.33759e-05j 0.00152774+0.000445692j 0.00252246+0.00177452j -0.00362857-0.00137682j -4.92053e-05-0.00387985j 0.00026875-0.00253525j -8.06619e-05-0.0028964j -0.0038671+0.000201175j 0.00428647-0.0049066j 0.00837592+0.00354118j -0.00384076+0.00870468j 
0.000120209+0.00200752j 0.000790429+0.000614628j -0.00618656-0.00257267j -0.000583868-0.00118348j 0.00796087-0.00358489j 0.000211629+0.00211923j -0.00531156-0.00180416j -0.00408189+0.00218992j 0.00087724+0.00305222j -0.000372611-0.00222559j -0.00537998+0.000374873j -0.00224708+0.00463679j -0.0023904-0.00457334j -0.00274675-0.00208205j 0.00168369-0.00157151j -0.000512155-0.00320674j 0.000668855-0.000776131j -0.00201001+0.00115936j 0.000322166+0.00406253j 0.00453769+0.000179351j -0.00169504-0.00236515j -0.00336542-0.00162639j 0.000850405+0.000575668j -0.000102462-0.00186031j 0.00297807-0.000567039j 0.00147523-0.00226101j -0.00229328-0.00307897j -0.00121935+0.00374821j -7.1515e-05-0.00128363j 0.00202661+0.00110589j 0.00216026+0.000647598j -0.000901455-0.000579801j 5.2583e-05+0.00012131j 0.000648962-0.00389548j 0.00250102+0.00219697j 0.00219157-0.00395388j 0.00189723+0.000476699j -0.000213083+0.000611243j -0.00295773-0.000259134j -0.000290892+0.0023322j 0.00102668+0.000682925j -0.00014602-0.000760945j 0.000148597+2.89043e-05j 0.00311577-0.000539501j 0.00161409+0.000590832j 0.000917062-0.0017713j 0.00160686-2.46893e-05j -0.000769546-0.00151183j 0.000656259-0.00273785j 0.000819715-0.000739095j 0.00250167+0.000548531j 0.000274559+0.00267139j 0.00364709-0.00185844j 0.000940718+0.0013948j -0.00122757-0.00107358j 0.000994934-0.00125718j 
0.00210498-0.0019743j -0.001296-0.00242433j 0.00278191+0.00351158j -0.000236805-0.000829974j -0.00329063-0.00248773j 0.00310792+0.00144516j 0.00771359-0.00781394j 0.00656409-0.00704749j -0.00364997-0.000855882j 0.00214715-0.000969074j 0.00430644-0.0058989j -0.00679614-0.00328305j 0.000621488+0.000861896j -0.00515792+0.00275236j -0.00146508-0.000651192j 0.00629606+0.00671528j -0.00195393-0.00189531j 0.00692179-0.00301554j -0.00434891-0.00175938j 0.000168443+0.00236559j 0.00272227+0.00389202j -0.000250403+0.000302407j -0.0002468+0.00220821j -0.00360203-0.0035345j -0.000359207-0.000604704j -0.0012614+0.000539174j -0.00409455-0.00429787j -0.00264335+0.000835318j -0.00271476-0.00240621j -0.00156277-0.00189805j -0.00181686-0.00345117j 0.00187938+0.000195104j -0.00370105-0.00463556j 0.000108672+0.0010341j -0.00187332+0.000626059j 0.00213755+0.0010777j 0.00143563+0.00286233j -0.00325825-0.00102437j -0.000733131+0.00407438j -0.00137707+1.40287e-05j -0.00112887-0.0013198j -0.00296444-0.00405203j -0.00211318-5.55938e-05j 0.0011982+0.00247163j -0.000147468-0.00185208j 0.00290048-0.00207199j -0.00140477-0.00341726j 0.000900847+0.000255759j -0.00168063+0.0032525j -0.00190069+0.00282739j -0.00359669-0.00161769j 0.00244118-0.00291581j -0.00163707+0.00351397j -0.00319047-0.00378968j 0.00100487+0.00268326j -0.00269208+0.00118126j 
-0.00110666+0.0042946j 0.00431622+0.000615363j -0.00353198-0.00643872j -0.00267152+0.00684594j -0.00242004+0.000120713j 1.67143e-05-0.00363887j -0.00822759-0.0032691j -0.00237424-0.000143208j 0.00392642+0.00572383j 0.000391761-0.000887595j -0.00204528+0.00142669j -0.003513-0.0066334j -0.00114658-0.00359017j 0.000480824+0.000331885j 0.00103567-0.00174961j 0.000221626+0.001889j 0.000129871-0.00593912j 0.00295216+0.00672699j 0.00326815-0.00292923j 0.00190617+0.00152289j 0.00223344-0.00519791j -0.00148736-0.00440377j -0.000132162+0.00294498j -0.000684607+0.000717084j -3.49244e-06+0.00174939j -0.00192205-0.000126603j -0.00299426+0.00361306j -0.000687093-0.00321167j 0.00130378+0.000225103j 0.00222834-0.00237207j 0.00040138-0.00255664j 0.00518683+0.00409161j 0.00229904+0.00346919j -0.00111679-0.00288011j 0.00048297-0.00117931j 0.00441328+0.00161037j 0.000886262-0.00369162j 0.00225934-0.000119397j -0.000645635-0.00145166j -0.00351231+0.00365631j -0.00240281+0.00281867j 0.000680971+0.00340039j 0.0012131-0.000556743j -0.000775941-0.00359545j 0.000765493+0.00135309j 0.00176492+0.00359233j 0.000870129+0.00262511j -0.00259377+0.000791194j 0.00388537-0.00159587j 0.00409992-0.0020486j 0.00245113+0.0016962j 0.00185458+0.00133795j 0.00235702-0.00156699j 0.00158121+0.00454663j -0.0043526-0.00375611j 0.00403036-0.00453737j 
0.000985761+0.00612155j 0.00722399-0.00160108j 0.00638223-0.00374824j -0.00412605-0.000775126j -0.00425708-0.0029563j -0.000567301-0.000772403j 0.00496163-0.0024257j -0.000402026-0.00379432j -0.00184282+0.00121588j -0.00465122+0.00182349j 0.00326266-0.000791617j 0.00299675-0.00561072j -0.00176299-0.00112641j 0.00467275-4.85797e-05j -0.000660767+0.000633931j 0.00139101+0.00240483j 0.000537559-0.000893462j 0.000313802+0.002609j 0.000131249-0.00609942j -0.0064895+0.00259736j 0.00117779-0.000305311j -8.88314e-05-0.000444365j -0.00327161+0.0010337j 0.00156844+0.00205606j -0.00214056+0.00081543j -0.000653292-0.000185259j 0.000799276+0.00461449j -0.000780971-0.00273492j -0.00190555-0.000873531j 4.30692e-05+0.000699422j -0.0023598-0.00220978j 0.0044579+0.000285991j 0.00363469+0.00188768j 0.00250041+0.00478227j -0.00183841-0.00322526j 0.00159183+0.00061112j -0.000234107-0.00452606j 0.000494754-0.00266144j 0.00191977+0.000294145j -0.00182309-0.00223842j -0.00134073+0.000179019j -0.00101139+0.00423632j -0.00144468-0.00202622j -0.00516606-0.00276032j -0.00099127+0.000400897j 0.00230175+0.000624106j 0.000417795+0.000639363j -0.00218638+3.13147e-05j 0.00343205+0.00368886j -0.00065108+0.00171224j -0.00294667-0.00146981j 0.00103521-2.78722e-05j 0.00026502+0.00281857j -0.00330144+0.0017641j -0.00542539+0.00195203j -0.0014836-0.00543917j 
-0.00198211-0.000755586j -0.00127207+0.00298045j -0.00503441+0.00330552j -0.00108224-0.000613243j 0.00151717+0.00281849j 0.00715146+0.00260671j -0.00245863-0.00146026j 0.00100029+0.0072693j 0.00441259-0.00216254j 0.00232346-0.00348175j 0.00415018+0.00193801j 0.00213113-0.00302672j -0.000856217-0.00126259j -0.000602379-0.000389825j -0.000462469-0.00436523j 0.00325345+0.00361226j 0.00411795-0.00148396j -0.00174868-0.0030894j -0.00213325-0.00203822j -0.00120092-0.00180023j 0.00337234+0.0015787j -0.0026723+0.000702736j 0.00209577-0.00639131j 0.00302547-0.00123231j 9.60015e-06-0.00421432j -0.00259734-0.00408979j 0.00143141+0.00112124j -0.000896711-0.00289826j -0.00221172-0.00471121j -0.00308792+0.00221592j -0.000963581-0.000931951j 0.00431183+0.00483169j 0.00126428+0.00320004j 0.000159743+0.000649848j 0.000500923+0.00109299j -0.00501642+0.00221207j -0.00135949-0.00352475j 0.00135192+0.000691702j 0.0019441+0.000385956j -0.00242921-0.0018278j -8.49233e-05+0.000371865j 0.000920159-0.000549195j 0.00213351+0.00212296j 0.000617438+0.000207246j -0.00144176+0.00284016j -0.00147742+0.000283729j -0.00129687-0.00205291j 0.00184701+0.000438619j -0.00419039-0.00154273j 0.0003681+0.000462566j 0.00481557+0.00323259j 0.000626779+0.0026228j 0.00043347-0.00535929j 0.00190562+0.000861579j 0.000913507-0.00154903j 0.00136988+0.000409111j 
0.00271595-0.00387589j -0.00286758-0.000838837j 0.00109796+0.0054278j -0.00224282-0.00428086j 0.00472868-0.00677858j 0.0038971+0.000673635j 0.0086623+0.00769181j 0.0062196+0.00192793j -0.00263137-0.00158122j -0.00398538+0.00300139j -0.000982365+4.70823e-05j -0.000259743+0.00379847j -0.00126388+0.00684978j -0.00141692-0.00229234j 0.00385162-2.55298e-05j 0.00118822-0.00186536j 0.00112479+0.00266394j -0.00282061-0.00379126j -0.0036249+0.00202566j 0.00128502+0.00488236j 0.000301365+0.00223876j 0.00354437+0.00361516j 5.07897e-05-4.81421e-06j -0.00112753+0.00246486j 2.62233e-05+0.00204809j 0.0049523+0.00215229j 0.00212116+0.000463116j 0.000773224+0.00133012j 0.000125347-0.00115143j -0.00271881+0.00200857j -0.00120429+0.00450392j -0.00397325-0.00264164j 0.00291266+0.00158309j -0.000813289+0.00388564j 0.000671447-0.00196069j -0.00252818+0.00258928j -0.00407122+0.00260329j 0.000298001-4.95393e-05j 0.00143652-0.0014207j 0.00177282-0.00132146j 0.00173394-0.00229697j -0.00151155+0.000696178j -0.000189558-0.00244766j -0.000325811+0.00316776j -0.000240967-3.63579e-05j -0.00240497-0.000779304j -0.000775993+0.00251358j 0.000453108+0.00224273j -0.00127581+0.00321356j -0.000356204+0.000502617j -0.00197782-0.00128833j -0.00102842-0.00134204j -0.00578969+0.00195408j -0.00278738-0.00210303j 0.00538718+0.00237539j -0.00257514+0.00549967j 
0.00145685+0.0088188j 0.0087053-0.0014312j -0.00198271-0.00419702j -0.00809387+0.000256022j -0.00376796-0.000310906j -0.000647151+0.000524191j 0.00276377+0.0029454j 0.00345452-0.0012811j 0.00542284-0.00752402j 0.000521232+0.00119613j 0.00107917-0.00618724j 0.00209999+0.00714355j 0.000644478+0.00223098j 0.00105159+0.000218205j 0.000375788+0.00512805j -0.000746057+0.00249412j -0.000260316+0.00213023j -0.00263067-0.00128042j -4.72876e-06+0.00758669j -0.00537096-0.000388974j 0.000356693+0.00779945j -0.00404626+0.000196363j 0.000348234-0.00340353j 0.0017037-0.0068567j -0.00191805-0.00245083j -0.00146122+0.000538215j 0.00340659+0.00123943j -0.00267596+0.00277121j 0.000451689-0.00149565j -0.000742167+0.00404642j 0.000101688-0.000895038j -0.00144176-0.00419984j 0.00336946-0.00193012j 0.00400686+0.000255691j -0.000176647+0.000516343j 0.00105007-0.00724473j 0.000108326-0.00184541j -0.00229036-0.00272245j -0.00316629+0.00470727j 0.000738042-0.00143307j -0.00166284-0.000711211j 0.00220433-0.000414253j -0.000362183-0.00134364j -0.000142108-0.00450173j -0.00172364-0.00168845j 0.00223441-0.0026404j -0.000440023-0.00533111j 0.00203424-0.00232515j 8.52747e-05-0.00225731j -0.00150152+0.00200244j 0.00106645+0.00216137j 0.00209535+0.00257944j 0.00677912-0.000677979j -0.0021169+0.00384072j -0.00847178-0.000944048j 0.00116077-0.00879178j 
0.00257738-0.00227168j -0.00129848-0.00186754j 0.00652913+0.00578374j 0.00144751-0.00354445j 0.00176266-0.000814562j -0.00196224-0.000370491j 0.00859835+0.00439358j 0.00361482-0.0043294j -0.00719243-0.00538558j 0.000858817+0.00285372j -0.00365674-0.000104232j 0.00248463-0.00823901j 0.00184797+0.00275932j 0.00217701+0.00383082j 0.00244018-0.00393435j -0.00255808-0.00497458j -0.00550479+0.000129657j 0.00281878+0.00400317j -7.17586e-05-0.00530799j 0.00682784+0.00717059j -0.00160609-0.00248988j 0.00419023+0.00241492j -0.00246094-0.00205371j -0.00316589+0.00399293j 0.000922568+0.00043305j 0.00182964+0.00284224j -0.000854657+0.00564793j 0.00163448+0.00161285j 0.00481295+0.00460192j 0.000259092+0.00228253j -0.000203009-0.0001988j 0.000828213+0.00306819j -0.00311725+0.00521203j -0.00341833+0.00252965j -0.00188255-0.00247586j 0.00328884+0.00934814j -0.00917811-0.000364933j 0.00181445+0.000923033j 0.00325341-0.00222952j -0.00144267+0.000138252j -0.00139417+0.000274371j -0.0031836+0.000512195j -0.00175206+0.000227151j -0.00551293+0.00396346j -0.00162662+0.00197822j -0.00236078+0.0027496j -0.00525434+0.00433091j 0.000119452+0.0050222j -0.00386804+0.00796955j -0.000979219-0.000861506j -0.00231274-0.00101338j -0.00189898-0.00614711j -0.00333006+0.00495028j -0.00617201+0.0029082j 0.00158823+0.00210922j -0.00219705+0.00135665j 
-0.000355272+0.0068622j 0.00674842-0.000500255j -0.00392163-0.00960477j -0.00553397+0.0116922j -0.000341616+0.00683891j -0.00183092-0.00176359j -0.0043735+0.000132676j 1.93921e-05-0.00789076j -0.00234279+0.00563949j 0.00204444-0.00878685j -0.00430065+0.002003j -0.00632358+0.00390871j -0.0022788-0.00514675j 0.00333343+0.00135715j -0.00313748+0.00380936j -0.00103761+0.00484038j -0.000278091+0.00311935j -0.0014391+0.000841198j 0.0030825+0.00405703j -0.00255294-0.000406392j -0.00326376+0.000519077j 0.000201063+0.000125766j -0.00191927-0.000616216j 0.00172513-0.000136316j -0.00408602+0.00285334j -0.00594189+0.000150061j 0.00202208-0.00196028j 3.70282e-05-0.00358187j 0.00105691+0.00393834j 0.000846619-0.00301091j 0.00457442-0.00129018j 0.00059123-0.00130046j 0.00551979-0.00270199j 0.00118067-0.00188101j 0.00130222-0.000753875j 0.00216573-0.00675207j 0.00367981-0.00197176j -5.05356e-05-0.00215359j -0.00344373+0.00259167j 0.000373256-0.00119622j -0.00031732-0.000878358j 0.0016754+0.00391009j -0.00172275-0.00310534j -0.000540658+0.000362293j -0.000864936+0.00157749j 0.00199796-0.00114715j -0.00134812+0.00352243j -0.00395971-0.00311621j 0.00308391-0.00216672j 0.00448077-0.00392857j 0.00309023+0.000570716j -0.00218048+0.0011004j 0.00130357-0.000942441j 0.000416934+0.00242475j -0.00495575-0.00421828j 0.00429337-0.00488773j 
0.00311978-0.00763446j -0.00503969-0.0032183j 0.0120129+0.00783401j -0.00140071-0.0030829j -0.013045-0.00244159j 0.00310793-0.00130608j 0.00833096+0.00177967j 0.00885431-0.00366312j -0.00143029-0.00385267j 0.00119059-0.00208826j 0.00276518+0.000365122j -0.00132019+0.0051027j -0.00217079+0.00608845j 0.00226463+0.00292091j 0.00282419-0.000466911j 0.00936997+0.00108778j 0.00453393+0.00531297j 0.0017376-0.0056362j -0.00178565-0.00512501j -0.000424375+0.00062046j -0.00551149+0.00854719j 0.002119-0.00246441j -0.000328727-0.00171762j 0.000317042-0.000260955j -0.0046177+0.00260183j 0.00260433+0.00364836j -0.00157435-0.00110233j 0.000618579+0.000741973j 0.00364448-0.0013536j -6.72504e-05-0.000491724j -0.00394068-0.000814985j -0.00242939-0.0023893j -0.00290601-0.00230099j 0.00146572+0.0034143j -0.00291275+0.00116235j -0.00116221+0.00126512j 0.000356495+0.0014184j 0.00211506-0.000271039j -0.00130352-1.8197e-05j 0.00310141-0.00643003j 0.00240068-0.00454364j -0.00130498-0.000143355j -0.00257659+0.000451568j 0.00100646+0.00672257j 0.000717216-0.0028823j -0.00360035-0.00137264j -0.00102518-0.00207874j 0.00130784+0.00143176j -0.00296132+0.0030461j -0.00299376-0.00325667j -0.00283954-0.00435674j -0.00181379-0.00467014j -0.0059944+0.0053113j -0.00156481-0.00327015j 0.00753589+0.00379462j -0.00412164+0.00797823j 
-0.00118709-0.00853741j -0.00895255+0.0040252j -0.00736214+0.00966932j 0.00124842-0.00273179j -0.000494003+0.00127642j 0.0114503+0.00569557j -0.0038753+0.00745262j 0.00261958+0.0119774j 0.00443327+0.00312638j 0.00332737+0.000258473j -0.00167704-0.000429198j -0.00372388+0.00118836j -0.00121885+0.00178321j 0.00220247-0.00241683j 0.00313794+0.00157168j 0.00865083-0.00198173j 0.00766236+0.00708078j -0.00443217-0.000810947j 0.00047258+0.0030571j 0.00563481+0.000473239j -0.00748764+0.0011847j -0.00157742-0.00102318j -0.000468906-0.00148629j -0.00397734-0.00071483j -0.00372471+0.00543704j 0.00415015+0.000939478j -0.0016881+0.000163809j 0.000852973+0.00405333j 0.000591905-0.00214568j -0.0018188+0.00533542j -0.00699272+0.00337937j -0.00314214+0.00235955j 0.00577085+0.00410376j 0.000132188+0.00294415j -7.67244e-05+0.00414998j -0.00621525+0.0033645j -0.000854759+0.00169528j 0.00512483+0.00255571j -0.00330676-0.00618794j 0.00410588-0.00242545j 0.00310528+0.00258379j -0.00100425+0.00635578j 0.00532468+0.00208464j 0.00268303+0.0049309j 0.00614653-0.000467856j -0.00176622+0.00118631j -0.00341784+0.00382634j -0.000365677+0.0030426j -0.00288475-0.00161352j 0.00388075-0.00592491j 0.000981889-0.000392057j 0.00101305-0.00454768j -0.00637875-0.00695024j 0.000350869-0.000933067j 0.00707471-0.00162731j 0.00156786+0.00657557j 
0.000743229+0.00820304j 0.00721547-0.00189994j -0.000115807-0.00908273j -0.000119184-0.00324802j -0.00178469+0.00224011j -0.00520917+0.00249424j 0.000319348+0.000495962j -0.00629943+0.00196621j 0.00372776+0.00170079j -0.00228465+0.00578682j 0.00199043+0.000565106j 0.00467929-0.00441573j 0.00235925-0.00165077j 0.0014293-0.00659351j -0.00339986+0.00391921j -0.00073109-0.00417012j -0.00313825+0.00189732j 0.000294375+0.00291241j 0.00459632+0.00154806j -8.87257e-05-0.00405662j 0.00347282-0.00191346j -0.00259227-0.00183085j -0.00139052+0.00218144j -0.00279426+0.00186784j 0.00256992-0.00309847j -0.000669737+0.00157625j 4.81023e-05+0.000290588j -0.00015006+0.000502531j -0.00187629+0.00168588j -0.00018347-0.00151005j 0.0017821+0.0011611j -0.000482377-0.000444774j -0.00103485-0.000830419j 0.000630741-0.00269995j -0.000823114-0.00129128j 0.00304624-0.00281628j 0.00265537+0.000761063j -0.00305169-0.000932655j 0.000959196+0.00211175j 0.000339575+0.00287871j 8.82959e-05-0.00225665j 0.00162642+0.000540466j -0.0020998-0.00196209j -0.00332365-0.00593063j -0.000669295+0.000380128j 0.0033458-0.00101143j 0.00294717-0.00086998j -0.00093648-0.000113153j 0.00496165-0.00107443j -0.00195572+0.00241983j -0.00215946+0.000753612j -0.00105586+0.00215182j 0.00473198+0.00233311j -0.000312395-0.000465507j -0.00630295+0.00102322j -0.000555222-0.00624083j 
0.00191578-0.00062222j 0.000610625-0.00295245j 0.0122713-0.00079288j -0.00305609-0.00503803j -0.00488687-0.00222427j -0.00579579-0.00364479j 0.00337436+0.00227993j 0.00543808-0.00413433j -0.000198283-0.00501653j -0.00148771-0.0010205j 0.00237106-9.84538e-05j -1.9238e-05+0.00357651j -0.00101258+0.00354087j 0.000135303+0.00182994j -0.000325683-0.0022084j 0.000889806-0.000140079j 0.000671913-0.00127982j 0.00109745-0.00381181j -0.00318243-0.00731708j -0.00384646+0.000673586j 0.001166+0.00362215j 0.0011257+0.00178394j 0.000755295-0.00375496j 0.00471514+0.00139865j -0.00281178-0.00208102j -0.000806315+0.00225295j 0.0011102+0.00119779j -0.00143768-0.0025935j -0.0014232-8.26904e-05j -0.000527018+3.97642e-05j -0.00191069-0.00084963j 0.00312692-0.00153887j -0.00483671-0.000725275j 0.00156757+0.00146142j -0.0027224+0.000716165j -0.000238992-0.000130762j -0.00425371-0.0021318j 0.000985911-0.00100233j 0.00189306+0.00198523j -0.0015772-0.00435453j 0.000469081-0.00306984j -0.000156714-0.00192801j -0.00145913+0.00122689j -0.00264123+0.00126185j -0.00226707-0.00185124j -0.0014075-0.000599799j -0.000613222-0.0055419j 0.00228856+0.000386864j -0.00182734+0.00376198j -0.00577386+0.00246367j -0.00172028-0.00214968j -0.000974947-0.000549042j 0.00111914+0.00477788j -0.00154717+0.000949547j 0.00141701+0.00382212j -0.00398873+0.00156235j 
