-0.00118555-0.0180143j -0.0180289+0.000765874j -0.00322721+0.00934935j 0.0116258+0.00236087j -0.000698651+0.00432948j 0.000848918-0.00162332j -0.00193384+0.00129984j 0.00377169+0.00173251j -0.00126303+0.000940698j 0.000551315+0.000439635j 0.00309712+0.00131702j -0.00337196+2.45032e-05j -0.00203443+0.00751592j -0.000658414+0.00140648j 0.000567512-0.00328028j 0.000225374+0.00343292j 0.00388693+0.00131642j 0.00214142-0.00129022j -0.000668191-0.00195573j 0.00350707+5.75253e-05j -0.00394318-0.000638879j 0.00454534+0.00164246j 0.0013603+0.00361925j 0.000531705-0.00143124j -0.000321776+0.00103797j 0.00417997-0.000258818j -0.000690442-0.00335977j 0.00215827-0.000911228j 5.29795e-05-0.00234103j -0.000475683-0.00194982j -0.00318405+0.00215066j -0.00275542-0.0021018j 6.47905e-05-0.000191532j -0.000616822-0.000681475j -0.00141165+0.00496052j -0.00561917+0.00251226j -0.000553352+0.00498965j 0.00199776+0.00350906j 0.00267817-0.00130264j -0.0010871-0.000567426j 0.00447495+0.000476111j -0.00209314-0.0049103j 0.002374+0.0036632j 0.00383664+0.00680742j -0.0027655+0.000876048j -0.00503536+0.00305859j -0.00427658-0.00262407j 0.00277544-0.00266495j -0.00331283-0.00046713j 0.00221913-0.0048685j 0.00221088+0.00255057j 0.00209103-0.000787611j -0.00948715-0.00219553j 0.0014243-0.0121875j 0.0165103-0.00431004j 0.0048026+0.0165514j 
0.00609448+0.0155081j 0.016204-0.00592404j 0.00359114-0.0141051j -0.0120285-0.00654081j 0.00763416-0.000223952j 0.00153082+0.00220026j 0.0155761+7.22245e-06j 0.000359158-0.00981193j -0.00991941-0.00291398j -0.00740147+0.0133417j -0.0116531-0.000390574j -0.00439638+0.0121292j 0.00159798+0.0010678j -0.00196585+0.00392683j -0.00677845-0.00430239j -0.00164568-0.00369292j -0.0031886+0.0104202j 0.00316193-0.000372683j -0.00504143-0.00110262j 0.00216947+0.000251652j 0.00227801+0.00875421j 0.00855906+0.00524285j 0.00311445+0.00180593j -0.00166102+0.00351303j -0.00519993-0.00155913j 0.00389052-0.00890434j -0.00823182+0.0119013j -0.00276332-0.00409177j 0.00685388-0.00026122j -0.000787521-0.00140681j -0.00556846+0.00173955j 0.0102064-0.00714772j 0.00739405+0.00502635j 0.0119593-0.00535338j -0.00909924+0.00387745j 0.0050506-0.00211107j 0.00729518-0.00386156j -0.00518338+0.000446948j 0.00335387+0.0213849j -0.00501908-0.0036147j 0.0139137-0.00783328j -0.00173055-0.00516125j -0.0134978-0.00717699j -0.00487953+0.00094418j 0.00861937+0.0101735j 0.00174421+0.00284625j -0.00753137-0.00357495j -0.00380227+0.0214193j -0.0104852+0.00621831j 0.00335658-0.00507529j -0.00608429-0.000699037j 0.00967752+0.0116867j 0.00593742+0.0076848j -0.0152366-0.00262615j -0.0128185+0.00739916j -0.00503839-0.0124014j 
0.00079063+0.0044555j 0.0046386-0.000672576j 0.000973352+0.000423367j 0.00104608+0.00111027j 0.00129866+0.00335002j 0.00626561+0.00317874j 0.00610486-0.00400339j -0.00226757-0.00417294j 0.00336983+0.00575928j 0.00112944-0.00154846j -0.00230745+0.000256355j -0.000413254-0.00658445j -0.0068388-0.00407404j 0.0039112-0.00555686j -0.000982504-0.00278426j 0.000458735+0.00274144j -0.00626413-5.31818e-05j -0.00559859-0.00618613j 0.00236353-0.00343877j -0.00749872+0.00353168j 0.006991+0.00317693j 0.00859606+0.00137923j 0.00191661-0.00433662j 0.000707752+0.00178521j 0.00372272-0.00233608j 0.00489711+0.000852621j 0.00575752+0.00661313j 0.00010682+0.000501399j -0.00127351+0.00339965j 0.000225559-0.00124727j -0.00550779+0.00456343j 0.000984313-0.00254998j -0.00112357-0.00234533j -0.00550604+2.11268e-05j -0.00165778+0.00745364j 0.00338501-0.00601166j -0.000993221+0.00190726j 0.00572736+0.00341483j -0.000434247+0.00334869j -0.00423333-0.00125669j 0.00178528-0.0032892j 0.00416886-0.00708511j -0.00194334-0.00250022j -0.00131919-0.000507742j 0.00216437+0.00772823j -0.00155454-0.0033194j 0.00232716+0.00787425j 0.00251677+0.00310754j -0.00462028+0.0034791j 0.00213592+0.00641493j -0.0114419-0.00461705j -0.000928729-0.000129202j 0.000266075+0.00543239j -0.00438455-0.0025107j -0.00661899+0.000241588j -0.000106446-0.00573373j 
-0.00323163-0.000121663j 0.000550647+0.0029651j -0.0144101-0.00517427j -0.00211587+0.0159024j -0.00464585+0.00899531j 0.00727349-0.00529112j -0.00553684+0.000632544j 0.00675759+0.00416665j 0.00422236-0.00238354j -0.00187371-0.00835429j 0.00363601+0.00370306j 0.000762094-0.000866057j -0.0016007-0.00135158j 0.00212778+0.000640024j 0.000406083+0.0024441j 0.00301921+0.00296591j 0.000856792+0.00587543j 0.00551517+0.00323798j 0.00413408+0.000299091j -0.000171556-0.00358199j -0.00139818-0.0011544j 0.0026563-0.00510002j -0.00573724+0.00362234j -0.00213366-0.00313224j 0.00412375-0.00511306j -0.00592206+0.00038843j -0.00435051+0.00379576j -0.00294868+0.00880668j 0.016446+0.00863867j 0.00131987-0.0029871j 0.00540355-0.0122948j 0.00309673+0.00326735j 0.000252851+0.00748008j 0.00104696-0.00447714j -0.00329357-0.00102206j -0.000395898+0.00151399j 0.00729899-0.00765641j -0.00601627-0.00589878j -0.00823525-0.000560733j -0.00185231+0.00330535j -0.0120632+0.00500396j -0.000658316-0.000555946j 0.00193415-0.00649893j 0.000519698+0.00156775j 0.00369604-0.00776884j -0.00437945+0.0173699j 0.00218774-0.00336581j 0.00519377-0.00599318j 0.0108511+0.000109161j 0.00593456-0.0139006j 0.00548902+0.0121209j 0.0140065-0.00997487j -0.00309112-0.00892391j 0.00341839+0.00461461j -0.00324832-0.0111833j 0.0124497-0.00489478j 
-0.00182556+0.00623235j 0.00629124+0.00150285j -0.00519836-0.000475952j 0.00107874+0.0043617j 0.00141654+0.00487419j 0.00465642-0.00164804j 0.00251847+0.000322115j 0.00546283-0.00383775j -0.000883851+0.0100197j 0.00249184-0.00109471j 0.00224053+0.000162677j 0.00470197-0.00825913j -0.00482656-0.00290332j 0.00916234-0.0113934j 0.00260455-0.00132759j 0.00168031+0.00286285j -0.00501506+0.00280994j -0.0108857-0.00539724j 0.00462732+0.0078049j -0.00143651+0.00456807j -0.00686731+0.00726278j -0.000121508-0.00440004j 0.00581216-0.00755131j -0.00208924-0.00361811j 0.000774609+0.00212299j -0.00739587+0.00388841j 0.00982424+0.00872031j 0.00412071-0.00191821j 0.00373209+0.00859903j 0.00375002-0.000426109j -0.00984677-0.00147417j -0.00393352+0.000615822j -0.00788219-0.00153258j -0.000880031-0.00337731j -0.00760583+0.0195072j 0.00626138-0.00244422j 0.00660152-0.00402184j 0.00749845+0.013782j 0.00202627-0.00445193j -0.00626132+0.000417143j -0.00187044-0.00119742j 0.00199094-0.00404115j 0.00232262+0.000664785j 0.00656548-0.00755767j -0.00227674-0.000646099j -0.00270928-0.00698457j 0.0100442-3.05921e-05j 0.00345153-0.00243607j 0.00773532+0.00109413j 0.000709043+0.00449031j -0.0054191+0.00358823j 0.00504077+0.00246469j 0.00280371-0.00215074j -0.00119568+0.000653542j -0.00710391-0.00161422j 0.00235129-0.00724494j 
-0.00436453-0.00119856j -0.00127672+0.0041701j -0.00364407+0.00041227j 0.0010013-0.000418454j 0.010136-0.00246721j -0.00438194-0.0076083j 0.000277654+0.00408354j 0.00484182-0.0037965j -0.00504075+0.0118012j 0.00356483+8.05055e-05j 0.00649309+0.0026402j 0.00326626-0.00186789j 0.00562837+0.00302638j 0.0029134-0.00159331j 0.00482047-0.00500458j -0.00672317-0.00258805j -0.00372949-0.000174002j -0.00403051-0.00598047j 0.0013806+0.00417642j -0.000372797-0.000880114j -0.00322008-0.00152639j 0.00185669+0.0115008j -0.00225925-0.00423445j 0.00232135-0.000815143j 0.00201907+0.00136086j -0.00273219-0.00830392j 0.00953379-0.000784173j 0.000369174-0.00912891j -0.012428+0.00728414j -0.00953274-0.00810506j 0.00281021-0.00228788j -0.00447921-0.00366075j -0.000357105-0.00497612j 0.00215353-0.00348018j -0.00195671+0.00750995j -0.0124128-0.0107576j -0.0033826-0.00020699j 0.00123967+0.00322514j -0.00312267-0.00400524j -0.00309017-0.00300072j 0.00420359-0.00234222j -0.00261595+0.0108037j -0.00846032+0.000754028j -0.0058633+0.0103868j -0.0148336+0.00303856j -0.0015633-0.00979871j -0.00484015+0.00174052j 0.00732719-0.00446029j 0.00526081-0.00485111j 0.00350479-0.00413926j 0.0131224+0.00555429j -0.00279593+0.00437086j -0.00528759-0.00616769j 0.00579289-0.00624155j 0.00815584-0.00242052j 0.00236912+0.00770421j 
0.0051876+0.00717982j 0.00745654-0.00466391j 0.00334457-0.00626724j -0.00568368+3.66978e-05j -0.000753884-0.00683841j -0.0106695+0.00399178j 0.0050936+0.0111898j 0.00273165-0.00509359j 0.0133895-0.00589636j 0.00520626-0.0148029j 0.000199831+0.00979956j -0.00108704-0.000116173j 0.00146763-0.00499348j -0.002319-0.00456701j 0.0039881+0.0100577j 0.00297267-0.00128865j 0.00119045-0.00580712j -0.000191105+0.00641204j -8.39978e-06+0.00742652j -0.00448622-0.00111002j 0.000715359-0.0021501j -0.0049602-0.0106928j -0.0105504+0.0039777j -0.0131163+0.0142134j 0.00243821+0.00109117j -0.00786645+0.00309205j -0.00497255-0.00785593j 0.0027086+0.00356986j 0.00035307-0.00945813j 0.00170924-0.000926763j 0.000211051-0.00614752j -0.00569363-0.00619997j 0.00654696+0.00534808j 0.00662549+0.0083682j 0.000948674+0.0013051j 0.010761+0.00168402j -0.0107799-0.00298539j -0.00497101-0.0140013j 0.00755501+0.00498526j -0.000951371+0.00178287j -0.00326101-0.00236988j -0.00215962+0.00685394j 0.0135857+0.00176926j -0.0125821+0.00588462j -0.00407148-0.0104823j -0.00157807-0.0112461j 0.0084609+0.00276677j 0.00191753-0.00620566j 0.00329417+0.00861793j 0.00425848+0.00378059j -0.00736949-0.00478683j 0.0078897+0.0162979j 0.0142724+0.00673575j -0.0121558+0.00633944j -0.0103376-9.45638e-05j 0.00178855-0.00888022j 
0.00261538-0.0067652j -0.00733573-0.00264554j 0.00582149+0.00692723j 0.00697452-0.00459389j -0.00206322+0.00273192j -0.00170904+0.0049908j -0.00196242+0.00145926j 0.0019012+0.00146267j -0.0081354-0.00570766j -0.000475929-0.000489388j -0.00108184-0.00149853j -0.000661629+0.00222055j 0.00189837+0.00484347j 0.00143577+0.00105452j -0.000862095-0.00273297j -0.00124449-0.000868348j -0.000604819+0.00229581j -0.00224691+0.00183854j -0.000313422-0.00179976j 0.00627437-0.00168727j -0.00402041+0.00598295j 0.00239051+0.000645129j 0.00534616-0.0071909j 0.00791293-0.008119j -0.000915939-0.00135421j -0.00178915-0.00457004j 0.000274037+0.00350092j 0.00199246+0.00110379j 0.00262478+0.00333268j 0.00848848+0.00342997j -0.00710783-0.000747627j 0.000929103+0.00431854j -0.00991293-0.00161474j 0.00755431-0.00324813j -0.00602913+0.00931427j 0.00483459-0.00103363j 0.00192713-0.00601409j 0.00686752+0.0103128j -0.00350545-0.00470008j -0.00339898+0.00414712j 0.00227953+0.00208779j -0.00124195-0.00451223j -0.000933781-0.000496105j 0.00454868+0.00315883j 0.00701902+0.00180426j -0.000402325+0.0046949j -0.000710108-0.000690539j -0.00328666-0.00124467j -0.00398882+0.00357223j -0.00214647-0.00190256j 0.00169369-0.00111416j -0.00347217-0.00323568j -0.0045411-0.00326696j 0.0040956-0.00361237j 0.00778629+0.000933136j -0.00162778+0.00786937j 
0.00391656-0.00649813j -0.00653349-0.0039237j -0.000942207-0.00603865j -0.00164856+0.00145202j 0.00273507+0.00727131j 0.00500712-0.00408769j -0.00347957-0.00296796j -0.00553702+0.00590873j -0.00786464-0.0111949j -0.00644947+0.0066111j -0.00233297+0.00112086j -0.00866159+0.0118382j 0.00514019+0.00920553j -0.0108543+0.00712769j -0.00975059-0.00445626j 0.0013808+0.00431555j 0.00516668+0.00551939j 0.00406207+0.0133725j 0.00317045-0.000252779j 0.00873249-0.00373244j -0.000933693-0.00073511j 0.00142104-0.000210396j 0.00398202+0.00318857j 0.00173705-0.000787898j -0.00339064-0.000364285j 0.00390059-0.00452145j -0.00279653-0.00779322j -0.00553724-0.00286113j 0.00301074-0.00266243j 0.00312981+0.00786346j 0.00383127+0.010231j 0.00334746+0.00206672j 0.00710061+0.00480255j 0.00798918+0.00141753j 0.00556987-0.0104349j -0.00451243+0.00436582j 0.00494346-0.0013752j 0.00764722-0.00235036j 0.000183955+0.00093866j 0.00278985+0.00375794j 0.00508962+0.00210115j 0.00203182-0.00825051j -0.000283427+0.000257347j 0.00646864-0.00738645j 0.0132566+0.00394359j 0.00147961+0.0194076j -0.00417327-0.00590271j -0.0125519-0.000474518j -0.00767261-0.003589j -0.000562718-0.00603261j 0.000177701-0.00649444j -0.000435692-0.000464084j -0.00369215+5.81227e-05j 0.00231572-0.00698492j 0.0106521+0.00330963j -0.00298944+0.0114734j 
-0.000356248-0.00776057j -0.00746452+0.000363982j 0.000837176+0.00941864j 0.00856042+0.00154274j -0.000354159+0.00954379j 0.00708009-0.000298541j 0.000525048-9.12485e-05j 0.00112462-0.00139948j -0.000127334+0.000224132j -0.000331887-0.00536082j 0.00480606+0.00231266j 0.00102625-0.00188623j -0.00506648+0.000622536j 0.00101319+0.00152898j 0.000466025-0.001509j 0.00697677+0.00262056j 0.0045102-0.00270467j -0.00124325-0.00366792j 0.000490671-0.000351034j -0.00533669-0.000644874j -0.00349514+0.00890779j 0.0021869-0.00264683j 0.000162871-0.00503335j 0.000292517+0.00332117j -0.000943202+0.000923249j 0.00166517+0.00297749j 0.00589347+0.0020765j 0.00232737-0.00170622j 0.00312962-0.00196971j 0.000316987-0.00669919j -0.00218746+0.0019473j -0.000479486-0.00445005j 0.00198724-0.00170613j -0.00245762-0.000288463j 0.0048206+0.00673651j 0.00118547-0.000281957j -0.000541976-0.000511767j 0.00228464+0.00271242j -0.000834742-0.00333662j -0.00331803-0.00461064j 0.00158208+0.00241022j -0.00179202+1.84192e-05j -0.00067208-0.00079979j 0.00170634+0.0029626j -0.00475391+0.00150823j -0.00325076-0.000660568j -0.00395711+0.0041459j 0.00756125+0.00315564j 0.00335035-0.000760401j 0.000414154+0.000979481j -0.00129385+0.00121702j 0.00649466-0.0049813j -0.00725038+0.00117901j -0.00478501-0.000908502j 0.00831793+0.00144031j -0.00133425+0.00737555j 
0.00376152+0.000944137j 0.00123636-0.00352057j 0.00616804+0.00180584j 0.00415354-0.00714464j 0.00645518-0.00134089j -0.00518751+0.00193138j 0.00901299+0.00738774j 0.002915-0.00550183j -0.0102638+0.00200488j -0.00321116+0.00142328j 0.00127254+4.94395e-05j 0.00170438-0.00288036j 0.00436429+0.00291489j 0.00917055-0.00431624j 0.0033493-0.00866459j 0.000449241-0.00811802j -0.00366422+0.0016029j -0.0109567-0.00273535j 0.000263759+0.00547406j -0.00342062-0.000449101j -0.0107727+0.00266576j 5.56178e-05+0.00323425j 0.00141834-0.0120874j 0.00349862+0.00293252j 0.00273208-0.00117984j -0.00434735-0.00874269j 0.00733315+0.0114981j 0.00485458-0.00455879j -0.009934+0.0074404j 0.00447644-0.00439533j -0.0110204-0.00542597j -0.00500705-0.00231501j -0.00639982-0.0016645j 0.0149074+0.00532531j -0.0189991+0.0172319j 0.00223762-0.00668277j -0.0025709-0.00622149j 0.0119804+0.00695689j -0.000270947-0.0105526j -0.00852386-0.0027429j 0.00258516+0.00430225j -0.00496262+0.0020876j 0.00146188+0.00859986j -0.00218217+0.00813642j -0.0101962+0.00297057j -0.00170775-0.00471776j 0.00174186+0.00333638j -6.7843e-05-0.00770325j -0.00211234-0.00244211j -0.00307595-0.00395914j 0.0012074-0.00871171j -5.89031e-05-0.00295119j 0.00343047+0.00593155j -0.00233889+0.00297162j 2.62043e-05+0.00198789j -0.00195207+0.000429769j 
-0.00168062-0.0141094j -0.0142768+0.00166291j -0.00233646+0.00265466j 0.000605719+0.00326262j 0.00207276+0.00685182j 0.00399328-0.00821857j -0.00837141-0.00227196j 6.99619e-05-0.00116241j 0.00641642-0.00463322j 0.00463358-0.00626212j 0.00371289+0.00410926j -0.00395483-0.00198225j -0.00670996-0.00204009j -0.0138869+0.00971381j -0.00238974-0.00909467j 0.00849478+0.00853678j 0.00437074-0.000319843j 0.0047352-0.00321705j -0.00439216-0.00252401j 5.72783e-05-0.00396169j -0.00439692+0.0031482j 0.0100352-0.00593965j -0.000529738+0.00540743j -0.00527391+0.00474693j 0.00367815+0.00264816j 0.000695855+0.00204667j -0.00687525-0.00966477j -0.00353242+0.00576149j 0.00331439-0.000946777j 0.00245218-0.00335931j 0.00372118+0.00373449j -0.00424555+0.000347263j 0.00713142-0.00185599j -0.011539+0.000374033j 0.00592052-0.00168103j -0.00724597+0.000226478j 0.000721869+0.00162796j 0.00234392-0.00930222j 0.00172346-0.00146591j 0.00501636-0.00731781j -0.00411124+0.00659921j -0.00107128-0.0107921j 0.01031+0.00897362j -0.00371247+0.005927j 0.00277724-0.00367032j -0.00363052+0.00721899j -0.00732801-0.00178539j -0.000234715-0.00817467j 0.000335729-0.00874477j -0.00131774+0.00199245j 9.57213e-05-0.00943711j 0.00356291-0.00783784j -0.00411648+0.0038257j -0.00196395-0.00239706j 0.0123971-0.00028636j -0.000437078+0.012359j 
0.00235653+0.00994845j 0.0107609-0.00203006j -0.00165707-0.0108681j -0.0099866+0.00318133j 0.00525115-0.00583501j -0.00666851-0.002394j 0.00725867+0.00573304j 0.000233386-0.00598197j 0.000883374+0.00124612j -0.00115106+0.00061852j -0.00611556+0.00445987j -0.00511421+0.0046107j 0.00422717+0.000233657j -0.00197982-0.00163676j 0.00179341+0.00635633j -0.00341337-0.00750032j -0.00130934+0.00665468j 0.00016657+0.000934746j -0.000868668+0.00240417j 0.00365794+0.00116489j 0.00861222-0.0021947j -0.00153494+0.00553966j -0.00465942-0.00052358j -0.00324002+0.00130272j -0.00346292+0.00136068j -0.00519434-0.000739002j -0.00274265+0.000106299j 0.00303298-0.0102166j 0.00254725+0.00124554j -0.00566036-0.00715204j 0.00786571-0.000662259j 0.00877745+0.000328591j 0.00910348+0.00724801j 0.00418545+0.00244576j -0.00263301-0.000431152j -0.0016627-0.00253999j -0.00617409-0.00279019j -0.00129621-0.0107921j -0.00308473+0.0118925j -0.00499592-0.00294876j -0.000362844-0.00148408j -0.00151574+0.00702358j -0.000352536-0.00728202j -0.0104692+0.00049324j -0.00939506-0.00127195j 0.000137751+0.00114187j -0.000657943-0.00108731j 0.000431144+0.00278903j 0.000247567-0.00409j 0.00767231-0.00835262j 0.0053338+0.00402275j 0.00766558+0.00443012j 0.00822197+0.00414843j -0.00747807+0.00987646j -0.0106646-0.00251229j 0.00377558-0.0108782j 
0.00506987-0.00245025j -0.00303774-0.00452196j 0.00435153+0.00633607j 0.00909807-0.00512437j 0.000243561+0.00521128j -0.00130334+0.00566545j 0.00454198+0.00622443j 0.00012927-0.000214269j -0.00490828-0.00852569j 0.000939979-0.000311727j 0.00379934+0.00327533j 0.00350214-0.00265789j 0.00144007+0.00452471j -2.07582e-05+0.00172843j 0.00511332-0.00192684j 0.00561236-0.00643068j -0.00279648+0.00310166j -0.00549768+0.0020042j -8.84454e-05+0.0038765j 0.00414486-0.00156001j -0.0119041+0.00806909j 0.00266613-0.00327808j 0.0106056-0.00499285j 0.00163691-0.00181277j 0.00412632-0.0019077j -0.000891459-0.00807803j -0.00708323+0.00929838j 0.00688734+0.00383812j 0.00149507+0.00392159j 0.0100502+0.00368173j -0.00897451-0.000433364j -0.00499634-0.00326085j -0.0013099-0.00555604j 0.0162312+0.00716826j -0.00756216+0.00842129j 0.0107526+0.00863636j 0.00433778-0.00574685j 0.00407579+0.00908291j -0.00265135-0.00998745j -0.00368915+0.00589259j -0.00441762+0.010193j -0.010384+0.00234179j -0.0021898+0.00319223j 0.00199582-0.000269404j 0.00657055+0.000563207j -0.00194965+0.00182091j 0.00239018+0.00139566j 0.00395561+0.00130274j 0.00228714+0.00739633j -0.00202766+0.00181675j -0.00237493-0.00666498j 0.0047122+0.00851395j 0.00240491+0.000921787j -0.00394333-0.00163282j 0.00100477+0.00470523j -0.00395687+0.00203218j 
0.00385575-0.0017734j -0.00143942-0.00354726j -0.00175028+0.000588814j 0.00211947+0.00221922j -7.12831e-05+0.0139347j 0.0105345-6.84365e-07j 0.00494539+0.00366322j 0.00543888-0.00406298j -0.00230921-0.00148996j 0.00095533-0.00400094j 0.00402035+0.00678261j 8.52277e-05-0.00468589j -0.00619837-0.00135257j -0.00323596-0.00173133j 0.0008619-0.00670527j 0.010372+0.00567552j -0.00463695+0.00614848j -0.00367503-0.00771969j -0.000159628+0.00507317j 0.0043949+0.00199322j -0.00829639+0.0120973j 0.00554652-0.0049491j 0.0087874-0.00696527j -0.00232701+0.0040209j -0.00226096+0.00392667j -0.00561213+0.00549247j -0.00478467+0.000660656j -0.000592465-0.00228947j 0.0020779+0.00675495j 0.00407867+0.00211804j -0.00406469+0.0060514j -0.00598145+0.00442965j 0.000420294+0.00336989j 0.00230482-0.00313085j -0.0128965+0.00578697j 0.00981821-0.00224151j 0.00277974-0.0010803j 0.00787722+0.00477693j 0.00351947-0.000932537j 0.00375141-0.00660734j -0.00136415-0.00813345j 0.00363015-0.00899565j 0.00383493+0.00160028j 0.00541806+0.00177862j -0.00295585+0.00321378j -0.00771533+0.00280587j -0.00540099-0.00481491j -0.0078691+0.00765352j -0.00430423+0.000843269j -0.00109593-0.00240966j -0.00615813-0.000207073j -0.00263794-0.00571897j -0.00115034+0.00683758j -0.00619963-0.00122914j 0.00481265+0.0011963j -0.00084763+0.00500863j 
0.00470025-0.00612528j -0.00628585-0.0047539j 0.00202688+0.0026164j 0.00391522+0.00161741j 0.000611978+0.0118464j 0.00400238+0.000461696j -0.002428+0.00462062j 0.00133918+0.00342698j -0.00927209-0.0118456j -0.000822976+0.00376014j -0.00331795+0.00412659j 0.000648352+0.00450279j -0.00765949+0.00181181j 0.00561031+0.00716351j -0.00732538+0.00204259j 0.000737945+0.00313803j -0.000499747+0.00550199j -0.000910513+0.00749891j 0.0120485-0.00340018j 0.0076813-0.00503145j -0.00303295+0.00794062j 0.00545984-0.00316043j 0.00331932-0.00341275j 0.00920439-0.00752994j -0.00555511+0.000495307j -0.0022196-0.00273842j -0.00116231+0.00100192j -0.00452252+0.00515717j 0.00312936+0.000668349j 0.0133446+0.0181133j -0.00586295-0.00267219j 0.00593241+6.90899e-05j -0.00535739-0.00885739j 0.00780885-0.00152529j -0.00159069+0.00394177j 0.0057119+0.00317029j 0.00154125-0.00477402j 0.00862503+0.00357306j -0.00351739-0.00279621j -0.00409188+0.000207911j 0.000114974+3.3902e-05j 0.0028305-0.000100022j 0.00119931+0.00428757j 0.00353286-0.0062906j 0.00851893-0.00186607j 0.00320219+0.00182135j -0.00214983-0.00347959j -0.00102805-0.00287677j -0.0039925+0.00549469j -0.00542654+0.00118542j -0.00148884-0.00274639j -0.00499225-0.00164323j -0.00508855-0.00112232j 0.00293316-0.00412693j 0.00703721-0.00204304j 0.00152257+0.00717744j 
0.0036483-0.00293881j -0.0027341-0.0034043j -0.000427734-0.00131861j -0.000852644+0.00366022j -0.00178537+0.00271901j -0.00147963+0.00300016j -0.000239828+0.00342731j 0.000396247+0.00452995j -0.00732088-0.0031083j -0.00122862-0.00110899j -0.00337208-0.000935512j -0.00508844+0.00428935j 0.00524565+0.00590165j 0.00577118-0.00149946j -0.000420407+0.00130305j 0.000901579+0.00208719j 0.00341834+9.4015e-05j -0.00464328+0.00528101j 0.00724025+0.00302636j -0.000713234-0.00638551j -0.00720188-0.000473951j 0.00307507+0.00134697j -0.00153405-0.00629152j -2.86879e-05-0.00327433j 0.00388472-0.00519272j -0.00412574-0.00395531j 0.00214035-0.00312909j 0.00503694-0.00126839j 0.00660141+0.00492305j 0.00419735-0.000808915j 0.00367381-0.00898999j 0.00668455-0.000659003j -0.00173271+0.00200643j 0.00874699+0.0034469j -0.00309261+0.00458118j 0.00102413+0.00295101j -0.00494897-0.00734346j 0.00450715-4.27109e-06j -0.00753109+0.00311572j -0.00502412-0.000307911j -0.00204733+0.00305194j 0.00662273+0.00135276j -0.00251141+0.000645683j -0.00106091+0.00453929j -0.00246227-0.000338491j -0.00454386+0.0114711j -0.00885403+0.000685794j 0.00158499+0.000356766j -0.00230766-0.00360273j 0.00200037-0.00867343j 0.00829546-0.00116902j 0.00604256-0.00197618j -0.000672596+0.000450962j -0.00130239+0.00456075j 0.00144715-0.00511967j 0.00519731+0.00103686j 
-0.00150549-0.0100854j -0.010608+0.0012143j 0.00459303+0.00599849j 0.00317767-0.00120953j -0.00709957-0.00102917j -0.00512112+0.00207192j -0.00841562+0.000948945j -0.000276298+0.00400725j 0.00528717+0.000137624j 0.00236061+0.00248622j -0.00543396-0.00572088j -0.00387276+0.000145218j 0.000321597+0.00170954j -0.000781437-0.00139609j 0.00561279+0.000811642j 0.00270057-0.00109561j 0.00481046-0.000357425j -0.00427403-0.00404375j -0.00177148-0.00206027j 0.00450841-0.000471215j 0.000567205+0.00628531j 0.00703407-0.000155766j 0.000216823-0.000320277j 0.00624234+0.00048089j 0.00120665+0.00326262j 0.00290576+0.00536586j -0.007878-0.00252359j 0.00134928-0.000467551j 0.00338755-0.00498662j 0.00153287+0.00359079j -0.00571736+0.00108644j -0.000753843+0.00688023j 0.00178302-0.00157744j -0.00320281-0.000759807j 0.00320245+0.00377737j 0.00432497+0.00447294j -0.00403909+0.00242824j 0.000542446-0.000676219j 6.42056e-05-0.000880736j 0.00156966-0.000145063j -0.00146428+0.00584747j -7.06586e-05-0.0026805j 0.00853674+0.00219227j -0.00224805+0.0033633j 0.0055393+0.0012754j -0.00105261+0.000721611j -0.000131087+0.00182368j 0.000271732+0.00070602j -0.00518306-0.000739956j 0.0003238+0.000338065j 0.000380498-0.0043659j 0.00261987+0.00107519j -0.000126434-0.00677339j 0.0045668+0.00158711j 0.00396012-0.000956421j 0.000519383+0.00389098j 
-0.00469788-0.000184715j -0.000535417+0.00483731j -0.00434128-0.00243137j -0.00131481+0.00131521j 0.00291413+0.000722491j 0.00168445+5.63739e-05j 0.000838396-0.000299154j 0.00296274+0.000607204j -0.00112753+0.00441062j -0.000423487+0.000966497j 0.00195573-0.00355518j 0.00133582-0.00145262j 0.00281131+0.000257717j 0.000452837+0.00027875j 0.000833103+0.00018879j -0.00295618+0.00192582j 0.000845176+0.00147464j 0.00521426-0.00328775j -0.00403926-0.00125966j -0.00166739+0.000284881j 0.00459634+0.000580827j 0.00262792+0.00388837j -0.000807977+0.00372618j -0.00148385-0.00331142j 4.06079e-05-0.000118887j 0.000369391-0.000642403j -8.87634e-05+0.00288253j -0.000644357-0.000160969j -0.000694857-0.000141947j -0.00152906-0.0044608j -0.00104567+0.00188734j -0.00302122+0.000783469j -0.000939572-0.00160062j -0.003757-0.00472343j 0.00127265-0.00315183j -0.00581839+0.00029348j 0.00304033+0.00211079j -0.00298406-0.00194284j 0.000202357+0.000280092j 0.00326467+0.00157267j -0.000545223+0.00342892j -0.00433445-0.00250052j -0.000948833+0.00369823j -0.00170895+0.000915742j 0.00163596-0.00313121j 0.000835019-0.00184157j 0.00307136-0.00249633j 0.0012535-0.00396514j 0.00240061-0.00264767j 0.00119385-0.000442664j 0.00161542+0.00156423j 0.00184646-0.000741987j -0.00163288-0.00551727j 0.00558683-0.00150118j -0.00296165-0.00139072j 0.00134245-0.0031192j 
