0.0270496-0.00103885j -0.00220246-0.0274793j -0.00228994+0.0023402j 0.000762054-0.00335549j 0.00495883+0.00136064j -0.000275997-0.00495351j 0.0082281+0.000185023j -0.00707486+0.00825709j -0.00410385+0.00130936j -3.16718e-05+0.00840914j -0.00788535-0.00168475j -0.00203852-0.00161069j -0.000591942-0.0024677j 0.00105938-0.00280419j 0.000788678+0.000817238j -0.0039054+0.00255386j 0.00462082+0.00302386j 0.00117106-0.00400459j 0.00500377-0.006688j -0.00166922+0.0024661j -0.000403755+0.00220279j -0.000861325-0.00097208j 0.00249489+0.00439678j 0.000269549-0.000994988j -0.000120229-0.000191104j -0.000956885+0.000750855j 0.00401018+0.000854383j 0.00052844+0.000512719j -0.0044744-0.00217312j 0.00148251+0.00350996j -0.00245782+0.00182444j -0.00312022-0.00187497j 0.00176625-0.000900316j 0.000513396+0.000143789j 0.00195029+0.00384667j -0.000415457+0.00376938j -0.00107508-0.00254379j -0.000780189+0.00526603j 0.00142577-0.00131435j 0.0039529+0.00230673j 0.00219241-0.00286483j 0.00359629+0.00393025j -0.00135708+0.00262103j 0.00277548+0.000868521j 0.000232507+0.00199607j -0.00782789-0.00199757j -0.00664957-0.00112618j 0.00127701-0.00453464j 0.000768929-0.000272417j -3.32181e-05-0.0014284j 0.00331793-0.00106448j -0.00420037-0.00356313j 0.00170909-0.00251104j 0.00221178-0.0023803j 0.00189588-0.0017127j 0.0027572+0.00268577j -0.00690351+0.000948415j -0.00216974+0.00525594j -0.000532903-0.0127174j -0.00943857+0.00268817j 0.00559462-0.000800517j 0.00639754-0.00388374j 0.00869621+0.00151691j 0.0015809-0.00368115j -0.0110878-0.0135845j 0.011358-0.00788517j -0.00348757-0.00363155j 0.00184383-0.00791908j -0.00218937+0.00612157j 0.0108659+0.00240072j 0.00435317-0.031064j 0.0304397+0.00500908j 
-0.00243166-0.000554539j -0.00172139+0.00243398j 0.00369179-0.00746634j 0.0030442+0.00294285j 0.00317508-0.00351134j -0.00364601-0.00357572j 0.00290063-0.0096236j 0.00511583-0.00106703j -0.00265588-0.00362801j -0.0051646+0.00154097j 0.00138053-0.00271071j 7.38868e-05+0.00180808j -0.00131704+0.00146535j -0.00389915-0.00452754j 0.00403479+0.00268604j 0.00104692+0.0030781j 0.00370687-0.00162024j 0.00731935-0.00329879j -0.00496733+0.00156024j 0.00192168+0.00142419j -0.00490883+0.00138519j 0.00388183+0.0041551j 0.00298081-0.00615455j 0.00612091-0.000717425j 0.00660553-0.00279264j -0.00343159-0.00766742j 0.00373895-0.0015029j 0.00839726-0.000970833j -0.00426043-0.00549231j 0.00426389-0.000714888j -0.00232712+0.00403299j 0.00014006+0.00137732j 0.00334419-0.00433658j 0.000637144+7.11609e-05j 0.00143777-0.00637984j 2.14966e-05+0.00454646j 0.00636291+0.00591964j 0.00680983+0.00513646j -0.00277347-0.00526301j 0.00103905-0.00180707j -0.00493442+0.0009165j 0.002465-0.00328161j -0.00865198-0.00331391j 0.00448205-0.00515966j -0.00289019-0.00267278j 0.00147357-0.00408156j -0.000161572-0.00553064j -0.00913213+0.00424269j 0.00180999+0.00844387j 0.00418877+0.000592776j 0.00285983-0.00648743j -0.00162665-0.000101198j -4.94647e-05-0.0033373j 0.00524298-0.00112972j 0.000949186-0.0053847j 0.00381299-0.00576852j 0.00279985+0.003674j 0.00392984+0.00203658j -0.00104787-0.0037943j -0.000264543+0.00408775j 0.00306273-0.00406538j 0.000839227-0.0037868j -0.00666179-0.00212093j -0.00595325+0.00288633j 0.00230695+0.00374783j -0.00267487+0.00965704j 0.00230053-0.00738997j 0.00373377+0.00854933j -0.00170323+0.00281551j -0.00200792-0.0033853j 0.00375847-0.00426574j 0.00360755+0.0020973j 
0.00275786-0.00937657j -0.01038-0.00271969j -0.00101235+0.000349275j -0.000392347+0.00226173j -0.0077832-0.00448907j 0.00198711-0.00471624j -0.00262115+0.00134475j -0.000583165-0.00503258j -0.00290851+0.000151962j -0.00168495+0.00320724j -0.00460791-0.00298686j -0.000490021-0.00331344j 0.00451763-0.000159597j -0.00500287+0.00354464j 0.000260096-0.00193646j -0.00209325-0.00380979j -0.00562234-0.00188447j -0.000541689+0.00261702j -0.00184051+0.000146788j 0.000160059+0.00124911j -1.11119e-05+0.00305755j 0.00271461-0.00394535j -0.00106884-0.00824771j -0.000790804-0.00396307j 0.00248102+0.000498357j 0.000783581+0.00275586j 0.000641729+0.00392857j -0.00738265+0.00348866j -0.00151256-0.00494625j 0.00185984-0.00308704j -0.0028965-0.00475702j 0.000294281+0.00158473j -0.0101332-0.000933163j 0.00842506-0.00284641j -0.00198407+0.00112478j -0.0014-0.000899758j 0.000627835+0.00347968j -0.00574703-0.000906996j 0.00207608+0.00317622j 0.00375554+0.00135785j -0.00276476+0.000105094j -0.00453675-0.000665678j 0.0022242+0.000691133j 0.000483787-0.000214045j 0.00549157-0.00630069j -0.00303741+0.0116338j 0.00156149-0.00591068j 0.00215341+0.00128703j 0.00288402-0.00407123j -0.00403166-0.00347604j -0.00645481-0.00654805j -0.00328288-0.00524272j 0.00231488-0.000475918j -0.00611048-0.00427239j 0.00556839+0.00239518j 0.00818381-0.000404492j 0.000111643+0.00326054j 0.00560791-0.00183823j -0.00182632-0.00571557j -0.00682247+0.00452661j 0.00528958+0.00569548j 0.00476575+0.00157997j -0.00169344-0.00176691j 0.00330874+0.00166995j 0.00425295-0.000759364j 0.00663089+0.00328917j 0.00115999-0.00465488j -0.00503028+0.00194822j -0.000469937-0.00467573j -0.00346274-0.00219834j 0.00850121-0.000735558j -0.000434317+0.00774721j 
-0.00617907+0.00523542j 0.00370258+0.00605733j -0.0087556-0.00487374j 0.00177408-0.00771607j 0.00284867-0.00491467j 0.000116839+0.00124101j -0.00410724-0.00291103j 0.00447147-0.00310702j 0.00318991-0.001795j -0.00181159-0.00510728j -0.000300993+0.000329702j 0.00115114+0.00116308j -0.00257617+0.00235872j -0.00691789-0.0033802j -0.00124368-0.0004271j -0.00316611-0.0011552j -0.00285855+0.00270068j -0.00311986+0.00678396j -0.0016082+0.000641012j 0.00690196-0.00651854j -0.00166678-0.00907179j 0.0110539+0.00392741j -0.0104973+0.00143035j -0.000896446-0.00204835j -0.00109074+0.00417904j 0.00218611-0.000352102j -0.00371084-0.000624318j 0.00128987-0.00556816j 0.00785548-0.000359075j 0.00341804-0.00247861j 0.00861248+0.00423237j 0.00315656+0.000580687j -0.000744277+0.00933627j 0.000334177-0.000436024j -0.00122314-0.00075431j -0.00295536-0.00166489j 0.00106404+0.00295318j -0.00105495-0.00870105j 0.00416546-0.00225389j -0.00529951-0.00476859j -0.00534625+0.00466032j 0.00193911-0.00188459j 0.00530154+0.00167956j 0.0104836-0.00867384j 0.00775522+0.00293709j 6.24958e-06-0.00187196j -0.00148234-0.00415775j 0.00394979-0.00213098j -0.000988379-0.000248245j -0.00136768-0.00799702j 0.00478717-0.00052348j 0.00192574+0.00261081j -0.00463197+0.0014651j -0.00113424+0.000171803j -0.000272341+0.000319088j 0.00308982+0.00535146j 0.00455299+0.00264444j -0.00267104-0.00144948j -0.00041734-9.54671e-05j -0.00450726-0.000514067j 0.00324872-0.00619513j 0.00436935-0.00265963j -0.00760891+0.00987399j -0.00141091-0.000977581j -0.00170373+0.000951543j -0.00724625+0.00149133j 0.00132815+0.00132326j 0.00147966+0.0015051j -0.00692155+0.00144369j 0.00316815+0.00272233j -0.00379905+0.0074098j -0.00771456-0.00520894j 
0.00126599-0.00436087j -0.00402853-0.00014145j 0.000510308-0.00538642j 0.00374187+0.00450349j -0.00238833-0.00369492j 0.0064483+0.00454452j -0.00534759+0.00230485j 0.000887984-0.00391528j 0.00525407-0.0026375j -0.00170966+0.000610247j -0.000749258+0.00105947j 0.0051432-0.000486053j -0.00361438-0.00491059j -5.65441e-05+0.0050485j -0.00766104-3.6669e-05j -0.00393555-0.00494908j -8.25909e-05+0.00282833j 0.00809485+0.00245455j -0.00864286-0.000307875j -0.000437538+0.00170148j -0.0023944+9.44818e-05j -0.00116766-0.00433101j -0.00149465-0.000826124j -0.000723301+0.00188445j -0.00130953+0.00164756j -0.00091647-0.00514706j -0.00300026-0.000901495j -0.00363589-0.00425082j -0.00304971-0.00114913j 0.00264966-0.00678312j -0.00565117-0.00655929j -0.00653747+0.00381433j 0.000595506-0.000580032j -0.000413848-0.00657233j 0.00797029-0.000223285j 0.000743034+0.000819459j 0.00210783-0.000233039j 0.000107636-0.00185124j -0.00290084+0.000302142j 0.00260587-0.00196911j 0.00104296+0.00385947j -0.00187856-0.000998439j -0.00104361+0.000146492j -0.00186047+0.000227626j 0.00101168-0.00507463j -0.000446384+0.0078113j 0.000723767-0.00337287j 0.000651083+0.00245119j 0.00295898-0.00144619j -0.00275129-0.00177084j 0.00112864-0.00797148j 0.00155158+0.00176148j 0.00163673-0.00361719j -0.00377008-0.00458481j 0.00507466-0.000467403j 0.00389117+0.0041463j -0.00200368+0.00435288j 0.000935784+0.00163767j -0.00552958-0.00404029j -0.000957426-0.00214682j -0.00127923-0.00172877j 0.00404267+0.00580684j -0.00573085-0.00277816j 0.000234692-0.00326181j 0.00189035-0.00187642j 0.00183946+0.00201874j -0.00169345-0.00061375j 0.00569122+0.00204743j -0.000751241-0.00117786j -0.00513737+0.00250384j 0.0026538-0.00375937j 0.00297177+0.00203847j 
0.00500529-0.00113377j -0.00199488-0.00585421j 0.00143457-0.00247879j 0.00103397+0.000611243j 0.00563491+0.00549149j 0.00244911+0.0023495j 0.00384254-0.00163541j -0.00347787-0.00141697j -0.00568395+0.000859895j 0.00334882+0.0034453j 0.006622+0.00706137j 0.000599813-4.36177e-06j 0.00203334+0.00345263j 0.00322711+0.0053939j -0.00268122+0.000307288j -0.00300588+0.00333213j -0.00391558+0.00269253j 0.00163141+0.00313675j 0.001561-0.00729137j -0.000707616-0.00488433j -0.0011265-0.00709364j 0.000459441-0.0043434j -0.000663968+0.00559064j 0.0020477-0.00153257j 0.00220758-0.00686424j 0.00622805+0.00907033j 0.00169009-0.00228518j 0.00167301+0.00136769j 0.000730561+0.00424053j 0.00312415+0.00709875j 0.00201057+0.00354495j -0.00743224-0.00346771j -0.000533965-0.00396949j 0.000701912+0.0038003j -0.00228466-0.000223585j -0.000237646+0.0020907j 0.0029457+0.00143264j -0.000556238-0.00206771j 0.000256245-0.00684192j 0.00407758-0.00164688j -0.00280562-0.00367707j 0.0021018-0.00766858j 0.000455737+0.0046252j 0.000550929-0.0021278j 0.00573325-0.00105244j 0.00017116+0.00378469j 0.00495221-0.00701625j -0.00729077+0.0026564j 0.00666466+0.001431j 0.00255838-0.000418912j -0.000124871-0.00517248j -0.0014081-0.00127995j -0.000226369-0.00690083j 0.00847814+0.00382932j 0.00563293+0.0022987j 0.00459298+0.00299633j 0.000376357+0.00335849j -0.000744343+0.00323765j 0.000228531+0.00163141j 0.000188694-0.00311651j -0.000968142+0.00903836j 0.00733394-0.000177743j 0.00580567-0.0041879j -6.49256e-05-0.000574626j -0.00041175-0.00214202j 0.00103688+0.00235714j 0.000381863+0.000873218j -0.00304729-0.00937099j 0.00354894-6.53721e-05j 0.000606651+0.00254841j 0.000583669-0.00435332j 0.00317704+0.00114495j 
0.000787326-0.00397332j -0.00433051-0.000166782j 0.00480379+0.000132403j -0.000470066+0.00179999j -0.00269084+0.00529283j -0.00249486-0.00279223j 0.00605152+0.0034042j -0.00219994+7.70039e-05j -0.00105947+0.00266206j 0.00184071+0.0019508j 0.00406771+0.00727652j -0.000541587-0.00106846j 0.00420158+0.00289455j -0.00224652+0.00708338j -0.00273046+0.00119754j -0.00053934+0.00090072j -6.01917e-05-0.00384331j -0.00205566+0.00119071j 0.00324643-0.00427299j -0.00562911-0.00339616j 0.00136284+0.000657779j 0.0010085-0.00539944j 0.00251952+0.0077232j 0.00297565-0.00226482j 0.00225163-0.00422931j 0.00241584+0.00993422j 0.00231848-0.0020158j 0.00381846-0.000291545j -0.000100621+0.00428477j 0.00489229+0.00179152j 0.0041789-0.00356056j -0.00422941+0.000950504j -0.00322141-0.001906j 0.00521853+0.00185802j 0.00263845-0.00645602j 0.00242716+0.00562957j -0.000228479+0.00300875j 0.00191097+0.00152759j -0.00291151-0.00126318j 5.97265e-05-0.00241826j 0.00160113-0.00116554j 0.000434144+0.00343627j 0.000691704+0.00614009j -0.00119709+0.00219663j 0.00257625+0.00149192j 0.00342362+0.000735533j -0.00289554-0.00292869j -0.00353259+0.00135529j -0.00342548+0.00232037j 0.00365638+0.00603677j -0.00643107-0.00961172j 0.000757205+0.00131308j 0.00486867-0.00204154j 0.00634152+0.0051613j -0.000425524-0.00769066j 0.00392991-0.000244978j 0.00526511+0.0019508j 0.0030975+0.00295651j -0.00208399-0.00325859j -0.00240948+0.00133883j -0.00713046+0.00460087j 0.00119354-0.00288978j -0.00108141-0.00177287j 0.00251069+0.00186363j 0.000387087-0.00192871j 0.00255877-0.000510164j 0.00539321+0.00330137j 0.00215016-0.00350674j -0.00606547-0.00249735j -0.00423088+0.00462135j 0.00335688-0.00291585j 0.00399744+0.00354435j 
0.00149562+0.00108858j 0.000810134-0.00311933j -0.00262706-0.00416654j 0.00433676-0.00426919j 0.00666547-0.0029418j 0.00223906+0.00615588j -0.00351609-0.00359694j 0.00406391-0.000628915j -0.00475695-0.00454178j -0.00360864+0.00144881j -0.00166361-0.00308493j 0.00642719+0.00151997j -0.00905308-0.000266684j 0.00247968+0.00156806j 0.00219767+0.0032888j -0.0133448-0.00485052j 0.00121018+0.0026314j 0.00539436-6.8426e-07j -0.00487575+0.00095138j 0.00682315+0.00325242j 0.0096115-0.00265961j -0.00373108+0.000332804j 0.00121584+0.00472159j 0.00233613+0.000791571j 0.00353077-0.00390282j -0.00155741+0.00647236j 0.00065869-8.41884e-05j -0.00206326-0.00382545j 0.00614941+0.00143628j 0.00554377-0.00604345j -0.000382759+0.00757169j 0.00178183+0.00496621j -0.0036884-0.0096023j 0.00336446+0.00127824j 0.00318323-0.000927915j -0.000809021-0.00194026j 0.00107254-0.00057697j -0.00411178+0.000862407j -0.00116812-0.00366505j 0.0025289-0.000798139j 0.000881964-0.000770868j -0.00114732-0.00245575j -0.00588148+0.000983085j -0.00195036-0.000539054j 0.000578451+8.85065e-05j 0.00206805+0.00105152j 8.89093e-06-0.00141422j 0.00127488+0.00396196j 0.00534234+0.00218065j 0.00103604-0.00751452j 0.00040524-0.00571863j 0.00151987-0.00160827j 0.000802411-0.00265046j 0.00202397+0.00339285j 0.00224301+0.00392348j 0.00161509+0.00222807j 0.00241046-0.00395531j -0.00231155+0.00173909j 0.00045681+0.00477255j 0.000782661+0.00202892j -0.00551798+0.000437453j 0.00163458+0.00031433j 0.00414801+0.00285803j -0.00410073+0.00103313j -0.00364949+0.00106349j 0.00237104-0.000432281j -0.00358599-0.00131838j -0.00450471+0.000223946j -0.0017413-0.0017585j 0.00367334+0.00480413j -0.00071163+0.00158178j -0.00155438+0.000385487j 
-0.00707655+0.000289969j 0.000873631+0.0089318j -0.00311618+0.00655965j -0.00425027-9.31633e-05j -0.00418651+0.000737402j -0.00448664+6.34836e-05j -0.00582276-0.00369484j -0.000453676-0.00263798j 0.000933595-0.00221574j -0.00028841+4.22671e-06j -0.00514691-1.82461e-05j -0.00418868+0.00473727j 0.00682067-0.00456452j 0.00121426+0.00122906j 0.000631617-0.00572881j -0.00170761+0.000404497j 0.000905927-0.00634868j -0.00293396-0.00352291j -0.00256456+0.00239652j 0.00512885+0.00446087j 0.000463491+0.00164818j -0.0023358-0.00132214j -0.00848306-0.00175694j -0.00104644+0.000405794j 0.00242075+0.00223935j 0.00051644+0.00205693j -0.00286444-0.0035716j 0.00781617+0.00211048j 0.00396991-0.0071092j -0.00166862-0.00361897j 0.00258949+0.00437615j 0.00260299-0.00114182j -0.000314909+0.011089j 0.00379906-0.0022179j 0.00305662-0.000192731j -0.0023382-0.000276139j -0.00410049+0.00319083j 0.00441231+0.00311536j 0.0059959-0.00133431j 0.00732271-0.00483727j -0.00136502+0.012181j -0.00118783+0.000812112j 0.00411112+9.67133e-05j 0.000312329-0.00672614j -0.000766977-0.000672899j 0.00437617-0.00107734j -0.00355514+0.00208573j -5.07036e-05+0.0067988j -0.00694726+0.00400362j 0.00565505+0.00342839j -0.00208767+0.00438027j -0.00473245+0.00316122j -0.00292729+0.00534255j -0.00058694+0.00695277j -0.00167447-0.00371423j -0.00918831-0.00241611j 0.00566997+0.00075355j 0.000752744-0.00620143j 0.00371539-0.00241951j 0.000584922-0.00040141j -0.00127796-0.00674982j -0.000113475-0.00015036j -0.00415059+0.00343255j -0.00427785-0.00375648j 0.00296356+8.29497e-05j -0.00425083-0.0010633j -0.00466639+0.00228884j 0.00406998+0.00351282j 0.00350481+0.00705009j 0.00449331-0.00314049j 0.000734077+0.0041111j -0.00488111+0.00185765j 
-0.00118886-0.00282346j -0.00114513+0.00167132j 0.00411114+0.00243671j -0.00185917+0.0032408j -0.00295763+0.00129295j -0.000744722-0.00558956j 0.00723695+0.00652367j -0.000768755+0.00223012j 0.00142944-0.00487326j -0.000906093-0.000536722j 0.00434018+0.000114195j -0.00124549-0.00141246j -0.00342017+0.00226651j 0.00241583+0.00126001j -0.00179232+0.00216941j 0.00193242-0.000198236j -0.00166578+0.00213817j -0.00445775-0.00161416j -0.00142753+0.00507941j -0.00887692-0.00192216j -0.00107017+0.00238243j -0.000381749-0.00277493j -0.00132586+0.00138408j 0.00423468+0.0011466j -0.00412288+9.01681e-05j -5.19477e-05-0.00122746j -0.00101221-0.00122348j -0.000875334-0.00472574j -0.00364874+0.00138665j -0.0044409-0.00233494j 0.0027083-0.000151475j -0.00104897+0.00330773j -0.000469034-0.00371831j -0.00150195-0.0020344j -0.000121652-0.00533452j -0.00236607-0.000210568j -0.00119634-0.00178464j 0.00620738-0.00091524j 0.000783856-0.00296235j -0.00357992+0.000634327j -0.00520349-0.00384916j -0.00200991+0.00104484j 0.00123092-0.00208465j -0.00741188+0.00162263j 0.00183501+0.00535851j 0.00128943+0.00806505j -0.00701723-0.00310736j -0.000374446+0.00583225j 0.00240592-0.00107321j -0.00322828+0.0042787j -0.00361194-0.0099868j 0.0022277-0.000140331j 0.000562757+0.00205321j 0.00146802+0.00254114j -0.00151145-0.00674315j 0.0085846-0.000799381j 0.00151221+0.00404294j 0.00344863+0.00020476j -0.00317773-0.00141911j -0.00299223+0.00166972j -0.00632985+0.0026256j -0.00126443-0.00511536j 0.00292806+9.10317e-05j 0.00235999-0.00191224j -0.00857743+0.00200895j 0.00242351-0.00546302j -0.00238596-0.00198406j -0.00296111-0.00631919j -0.00396188+0.00252965j -0.000171162+0.00553676j 0.00439234-0.000122042j 0.000682034+0.00417771j 
0.00573783+0.00270421j 0.00206637-0.00691166j 0.00459714-0.00494834j 0.0036353+0.00367424j 0.00173265-0.00257729j 0.000529345+8.71327e-05j 0.00239339-0.00387312j 0.00177558+0.00305317j -0.00166473+0.00332538j 0.000625534-0.00186976j 0.00295462-0.00242777j 0.000913006-0.00420817j -0.00657526-0.00625069j 0.00628294-0.00909754j -0.00178023+0.00630595j -0.00160992+0.00329702j -0.00089337+0.00127652j -0.00311529+0.00368303j -0.00504446+3.33643e-05j -0.00296936+0.00175061j -0.00357325-0.0018749j -0.00549258-0.00399411j -0.000458165+0.00850537j -0.00402431-0.000893074j 0.00852268+0.00873869j 0.00118371+0.00534642j 0.0066069+0.00750524j -0.00500976+0.00943459j 0.00193485-0.00203366j 0.00214098-0.00540781j -0.00781072-0.00131652j 0.00285947+0.000479496j -0.00272634-0.00272853j -0.0021817+0.00160002j 0.00141273+0.0051501j 0.00363398-0.0031046j -0.00440297+0.00636161j 0.00349137-0.00193774j 0.00487699-0.00477246j 0.00146134-0.00294506j 0.0128613-0.00327004j -0.00396764+0.00452913j 0.00772511+0.0110347j -0.00871377-0.00146995j 0.00429145+0.00362836j -0.0137915-0.00181087j 0.00165732-0.00242289j -0.00296145+0.00527074j 0.00462518-0.000965338j 0.0112323-0.00931328j -0.0088393-0.00857395j 0.000322379-0.0014417j 0.00577906+0.00400606j 0.00687309+0.003432j -0.00220271+0.0149613j 0.00382167+0.00427237j 0.00309794-0.0041463j -0.00797885-0.00242997j 0.0104934-0.00494124j -0.00508587+0.00691654j -0.00375251-0.000677873j -0.00348846+0.00721805j 0.000850375-0.000572246j -0.00366512-0.0012851j -0.00555533-0.00332882j 0.00337584+0.000146953j 0.00415678-0.000981893j -0.00554532+0.000750338j 0.0028858-0.00732604j -0.00228461-0.000974503j -0.0026672-0.00206242j 0.00286873-0.00194578j 
0.000633893+0.00106389j 0.000606064-0.000818012j -0.000929513-0.00571184j 0.00396605-0.00211192j 0.00361472+0.00106364j 0.00390309+0.00175722j 0.00363087+0.00204259j 0.000414203+0.00130091j 0.0012244-0.00484744j 0.000387098+0.000579639j -0.00126628+0.00435933j -0.00300477-0.00395981j -0.0010629-0.000158317j 0.00728574+0.00614788j -0.0069725-0.00185899j -0.0148236-0.00314451j 0.00406144+0.00420895j 0.00470784-0.000366047j -0.00352031+0.00100921j 0.0103423-0.00153975j 0.00607923-0.0027675j -0.00388803+0.00265573j -0.000411778+0.00354172j 0.000267282+0.00204509j 0.000930389-0.000204976j 0.00106207+0.000166555j -0.00761306+0.00304384j -0.00266304+0.0015099j 0.00771166-0.00300325j 0.00174638+0.00193204j -0.00361413+0.00667332j -0.000770804+0.00261389j 0.00200401+0.000283076j -0.00192149+0.000949357j 0.00663641-0.00551841j -0.000195879-0.00127969j 0.000347506-0.00218983j -0.00788932-0.000915117j 0.00593843+0.000217387j 0.00169864-0.00210883j -0.00159933+0.00289719j 0.00108821-0.0042031j -0.000652379-0.00293028j 0.000211089-0.0019517j -0.000196207+0.000613041j 0.00816909+0.00505877j -0.0011779+0.000998327j 0.00151871-0.0056983j -0.00484147+0.00423925j -0.00117474-0.0030226j 0.00914318+0.00414824j -0.00205843-0.00218274j -0.00950776-0.00493446j 0.00143355-0.00280793j 0.000963062-0.00597876j -0.000228517+0.000960532j -0.00424787-0.00105553j 0.0029335+0.0060328j -0.00136623+0.00563183j 0.00359641-0.00452057j 0.00464085+0.00332474j 0.000539104-0.00415424j 0.00428785-0.00313881j 0.00681972-0.00113779j -0.00237661+0.00121795j 4.5707e-05-0.000198171j -0.00329499-0.00202742j -0.00192486-0.0058813j -0.000632355+0.00367995j -0.00218821+0.00174673j -0.00118025-0.00202967j 0.000304017-0.00181047j 
0.00232724-0.00165715j -0.00257443-0.00147635j -0.00224147+0.0015654j -0.00194994-0.000525657j -0.00290492-3.15608e-07j -0.00314836-0.000681164j -0.00117539-0.00239779j 0.00210274-0.00361337j 0.00310085+0.00235253j -0.0010372-0.000373013j 9.13867e-05-0.00308685j -0.00401311-0.00438426j -0.00218378+0.00561271j -0.00443397-0.00342794j -0.0082751+5.56887e-06j 0.00231982-0.00346577j 0.00463018+0.00465425j -0.00260739+0.000698167j 0.00497901+0.000878527j -0.00411886+0.00552976j 0.00946783-0.00269672j 0.00420557+0.00180363j 0.00294822+0.00720494j -0.0033357+0.000405817j -0.00262949-0.000244737j -0.00863998+0.00609731j -0.00718241+0.00270822j 0.00462834+0.00340195j 0.00562634+0.00470313j 0.0119628+0.00801956j -0.00361265+0.00745431j -0.00121668+0.00306967j 0.00260441-0.00725466j -0.00289185+0.0058593j 0.00194059+0.000838514j -0.000528087+0.00211202j 0.000952214-0.00204864j 0.000176371+0.00115516j 0.00222157+0.00217226j -3.40091e-05-0.00282578j 0.00181131+0.00548057j 0.00224446-0.00967974j 0.00179956-0.00160288j -0.0107927+0.00337062j -0.00654998+0.00449392j 0.0026514+0.00136962j 0.00124023-0.00217319j -0.00137409+0.00608659j 0.000843725-8.79037e-05j 0.0117809-0.00509159j 0.00140735+0.00187642j -0.00431411+0.00303165j -0.00652704+0.0022263j 0.00434075+0.000550558j -0.00516879+0.00126049j -0.00238061+0.00188686j 0.0122635-0.00185592j -0.00759978+0.0018475j 0.00183395-0.00104909j -0.00765449-0.00129944j -0.00635841-0.00431643j 0.00105751+0.00116522j 0.00061393+0.00804754j -0.00196732-0.00346971j 0.00109428-0.00177837j 0.00560296+0.00237369j -0.00193203+0.000313743j 0.000574933-0.00196979j -0.00104523-0.00691138j -0.00761954+0.00275949j -0.00069881+0.000231088j -0.000713396-0.000424488j 
0.000991445-0.0030597j -0.0037582-0.00139855j -0.000344996-0.00146822j -0.000740038+0.00112033j 0.000311792-0.000768639j -0.00168034-0.00431915j 0.00286713-0.00585176j 0.00149623-5.89958e-05j -0.00138005-0.00323908j 0.000381997+0.00231703j -0.00249941+0.000946113j 0.00034274+0.0022565j 0.00163813+0.00226482j -0.00217908+0.00073191j 0.00157646-0.000493696j -0.00334356-0.00506091j 0.00648112+0.000180766j -0.00547379-0.00114964j 0.00326843-0.00748598j -0.000319541-0.00391668j -0.00401055-0.00442085j 0.000416552-0.00705936j -0.00957839+0.00215545j 0.000625208+0.000722876j 0.00124004+0.00674639j -0.005107+0.00481198j 0.00294279+0.00222523j -0.00514492-0.00669258j -0.00131538+0.00112189j 0.0038428-0.00331789j 0.00496037+0.00506574j -0.00115659-0.00680479j 0.000611572+0.0014992j -0.00701308+0.00549967j 0.00542013+0.00394373j -0.00559693+0.00519678j -0.0087493-0.00669226j -0.00194554-0.00574662j 0.00349527+0.00215619j -0.00405769+0.000858656j 0.000416303+0.00562869j -0.00102807-0.00189659j -0.0125095+0.00132877j 0.00404332-0.000382577j -0.00418081+0.00325232j -0.000978731-0.00669839j 0.00130892+0.000808301j 0.0106828+0.00291669j 0.00800236-0.00162296j -0.000306998-0.00516227j 0.00623978-0.000515704j -0.000462789+5.08626e-05j 0.0028433+0.00125836j -0.00176755-0.0031382j 0.000681665+0.00103802j -0.00707344-0.00086874j -0.00175544-0.00123519j 0.00307066+0.000782563j -0.00149661-0.00276045j -0.0030906+0.00368071j 0.00299012+0.00740634j 0.00693634+0.00164152j -0.00678182+0.00492154j -0.0025664+0.00705399j 0.000798226+0.00202037j -0.000111496+0.00173038j 0.00250714-0.0028445j 0.00470109+0.00161804j 0.00121032-0.00397037j -0.0060113-0.00160408j 0.00242898+0.0013391j -0.00293611+0.00188255j 
