0.0270496-0.00103885j -0.00220246-0.0274793j -0.00228994+0.0023402j 0.000762054-0.00335549j 0.00495883+0.00136064j -0.000275997-0.00495351j 0.0082281+0.000185023j -0.00707486+0.00825709j -0.00410385+0.00130936j -3.16718e-05+0.00840914j -0.00788535-0.00168475j -0.00203852-0.00161069j -0.000591942-0.0024677j 0.00105938-0.00280419j 0.000788678+0.000817238j -0.0039054+0.00255386j 0.00462082+0.00302386j 0.00117106-0.00400459j 0.00500377-0.006688j -0.00166922+0.0024661j -0.000403755+0.00220279j -0.000861325-0.00097208j 0.00249489+0.00439678j 0.000269549-0.000994988j -0.000120229-0.000191104j -0.000956885+0.000750855j 0.00401018+0.000854383j 0.00052844+0.000512719j -0.0044744-0.00217312j 0.00148251+0.00350996j -0.00245782+0.00182444j -0.00312022-0.00187497j 0.00176625-0.000900316j 0.000513396+0.000143789j 0.00195029+0.00384667j -0.000415457+0.00376938j -0.00107508-0.00254379j -0.000780189+0.00526603j 0.00142577-0.00131435j 0.0039529+0.00230673j 0.00219241-0.00286483j 0.00359629+0.00393025j -0.00135708+0.00262103j 0.00277548+0.000868521j 0.000232507+0.00199607j -0.00782789-0.00199757j -0.00664957-0.00112618j 0.00127701-0.00453464j 0.000768929-0.000272417j -3.32181e-05-0.0014284j 0.00331793-0.00106448j -0.00420037-0.00356313j 0.00170909-0.00251104j 0.00221178-0.0023803j 0.00189588-0.0017127j 0.0027572+0.00268577j -0.00690351+0.000948415j -0.00216974+0.00525594j -0.000532903-0.0127174j -0.00943857+0.00268817j 0.00559462-0.000800517j 0.00639754-0.00388374j 0.00869621+0.00151691j 0.0015809-0.00368115j -0.0110878-0.0135845j 0.011358-0.00788517j -0.00348757-0.00363155j 0.00184383-0.00791908j -0.00218937+0.00612157j 0.0108659+0.00240072j 0.00435317-0.031064j 0.0304397+0.00500908j 
0.000863945+0.00201322j 0.00133985-0.000745857j -0.000754009+0.000681147j 0.00239544-0.00125372j -0.00181212+0.00730731j -0.00362835+0.00430466j 0.000631652-0.00492605j 0.00488378-0.00438808j -0.000756007-0.0025773j -0.00484471-0.000309566j 0.000380656+0.00660932j -0.000174026-0.00176827j -0.00155035-0.00247663j -0.0017471+0.00198872j 0.000423058-0.00256412j -0.000937103+0.00266885j 0.00519033+0.00237312j 0.000836629+0.00579298j -0.00105069-0.00319724j 0.00837486+0.00217862j -0.000342693-0.00290484j 0.000215439-0.000792523j 0.00144892+0.000198612j 0.000274914-0.00207318j -0.00224904+0.00528328j 0.00661866-0.0012762j 0.00084587-0.000854181j 0.00730965+0.00281604j -0.00328655-0.00111209j 0.00703275+0.00162059j 0.0027358-0.000321984j 0.00410144+0.00456232j 0.00129127+0.00262854j 0.00143052-0.000743486j 0.00294451+0.00239381j 0.00323703-0.00046657j -0.00290015+0.000526389j -0.00106366+0.00559421j 0.00219331-0.00264806j -0.00123952+0.000344047j 0.00694199+0.000681335j 0.000979081+0.000208513j 0.00177144+0.00267743j -0.00305165-0.00298051j -0.00229164-0.00120715j 0.00136785-0.000101835j -4.18752e-05-0.00449943j -0.000712999-0.00379949j -0.00404364+0.000261816j -0.00181964+0.000254861j -0.00469498+0.00128008j 0.00136542+0.000693919j -0.00187247-0.000116506j 0.00547366-0.00176817j -0.00175951+0.00150222j 0.00394499+0.00126083j 3.39063e-05-0.00136435j -0.00154689+0.000335627j 0.000756208+0.00265359j -0.00240604+0.00235191j -0.00242667+0.000525462j 0.00204831+0.00138077j -0.00472104-0.000493379j 0.00380008-0.00116768j 0.00111316+0.000182131j 0.00139594-0.00130577j 0.00116535-0.000994792j 0.000888105+0.0007112j 0.000540372+0.00104281j -0.00191498-0.000538801j -0.000773573-0.00201177j 0.00115012-0.00028176j 
-0.000943053-0.000156877j 0.00122662+0.00326046j -0.00439621-0.0041524j 0.0032614+0.00237899j -0.0024844-0.00581553j -0.00317789+0.00103332j -0.00161462-1.5074e-05j -0.00636626+0.00354807j -0.00161893-0.00206762j 0.0019783+0.00225659j -0.000592849+0.00319401j 0.0023501-0.000219002j 0.00854922-0.000797595j -0.00350165+0.0027259j 0.00193233+0.00466822j -0.000828269-0.00039324j -0.00123017+0.00153576j -0.00609088-0.00444432j 0.0014703-0.00280018j 0.000640476-0.00922687j -0.00265657-0.00136789j -0.00250793-0.000886455j 0.0016987+0.00304925j 0.00579562+0.00361499j 0.00527619-0.000223661j -0.00255553+0.00190228j -0.00178143+0.00520106j -0.00352107-0.00249685j -0.00264895-4.06865e-05j -0.000826413-0.00460651j -0.000455839-0.000188607j -0.00276929-0.00339721j -0.00287058-0.00325387j -0.00264832+0.00522027j -0.00366365-0.00132817j -0.00436935-0.00122278j -0.000167986-0.00102714j -0.00487327-8.39881e-05j 0.000569244+0.00212519j -0.0017744-0.00227622j 0.000125311+0.00155733j -0.00484601+0.00247609j 0.00214604-0.000100328j 0.00208085-0.000101934j -0.000380289-0.00387261j 0.000430415+0.00322155j -0.00388061+0.000790554j -0.00389592-0.00192919j 0.00430625+0.0024763j -0.00187043-0.00526826j 0.00293742+0.000692403j -0.00049326+0.00204794j 0.00124269+0.00374746j 0.00261095+0.00289619j 0.000597371-0.00244667j -0.00320681+0.00169591j 0.000473001-0.00553566j 0.00356995-0.00100142j -0.00143567+5.84319e-05j -0.00240378-0.000643956j 0.00187074+0.00137702j 0.000520906+0.00194513j -0.0010875+0.00412681j -0.00337879-0.000224151j 6.23082e-05-0.001804j 9.41863e-05-0.00279656j -0.000100331+0.00210253j -0.000437953+9.99618e-05j 0.000586748+0.0035731j -0.00122775+0.00191933j -0.00279933-0.00125901j -0.00128086-0.00219754j 
0.00482528+0.000112731j -0.00234125-0.00619348j 0.00174502-0.00314404j -0.00491766-0.0053225j 0.0061373+0.00276795j 0.00174838-0.00766016j -0.00297114-0.00155232j -0.0053642-0.00208194j -0.00299856+0.00255809j 0.00557407+0.0018566j 0.00157271-0.000173197j -0.000256133+0.00532088j 0.000781521+0.00746336j -0.000200756+0.00165757j -0.000561904-0.000292307j -0.00414025+1.01729e-05j 0.00364637+0.000184866j -0.00383344+0.00308965j 0.00607684-0.000519876j 0.000927211+0.00323326j -0.00193967-0.00151701j -0.00653344+0.00159703j -0.00350375-0.00329324j 0.00637827+0.00203996j -0.00615292-0.000693674j 0.00216299+0.00197644j 0.00755292-0.000382984j -0.00140427+0.00479448j -0.00520515+0.00348112j -0.00153019-0.000616264j -0.00456638-0.00386645j -0.00513987-0.00197702j 0.00364803+0.00177043j -0.00318741-0.00258392j -0.000246447-0.00116574j -0.00443126+0.0054986j 0.00393907-0.00481164j -0.00377388+0.00467249j 0.000489866+0.000616838j -0.00147193+0.00130749j 0.000665511-0.000136994j 0.00183507+0.00854234j 0.00132273+0.00194269j 0.00514308+0.00218381j -0.00459694-0.00276881j 0.00243401+0.00278028j -0.00198387-0.00172357j -0.00196225+0.00109454j -0.00190108-0.000259989j 0.0063611-8.65571e-05j 0.000524535+0.000799694j -0.00146367+0.00123697j 0.00374844-0.00399932j -0.00341736+0.00294875j 0.00353174+0.00436947j -0.00194354+0.00129351j -0.00122446-0.00283677j 0.000649531+0.00163174j 0.0030505+0.000451263j -0.00443408-0.000156802j -0.0009327+0.00323717j 0.00128615+0.00276625j -0.00209958-0.00143796j -0.00368836+0.00128812j 0.00442238+0.00111745j -0.00118901-0.000334289j 0.000797679-0.000404034j -0.00107955+0.00125655j 0.00248814+0.000337228j 0.000603844-0.00205683j -0.000651934-0.00363114j 0.00363888-0.00106586j 
0.000594258+0.00086913j -0.000326165-7.23822e-05j -0.00370496-0.00238227j -0.000144966-0.0023628j -0.00314586-0.000106486j 0.000691737-0.00244002j -0.004817+0.00224206j -0.00513676-0.0017993j -0.00293287-0.00258909j -0.00113069-0.00271103j 0.00180242+0.00683371j 0.00102154-0.00108804j 0.00441405-0.0048256j -0.00173201-0.00439034j 0.000725213-0.00142308j -0.000269913+0.000505559j 0.00314106-0.00119671j 0.00547341-0.00147949j -0.000354353-0.0038484j 0.00195104+3.59794e-06j 0.00104722+0.000716865j 0.00194491-0.00192811j 0.00313511+0.00205897j 0.00186074+0.00129947j 0.00455404-0.000120328j 0.000521378+0.00532798j -0.00174469+0.00297621j 0.00411752-0.00516925j -0.00107402+0.000655517j -0.00192118+0.00298415j -0.00501653-0.00140448j 0.00103548+0.000590876j -0.00601424+0.00757527j -0.0011893-0.00155951j -0.00140531-0.00265882j -0.00128556+0.00237597j 0.00389054+0.000308212j 0.00039696-0.00159421j -0.000259522+0.00215679j -0.00233964+0.00018168j 0.00051675+0.00338724j 0.000802979+0.00343155j 0.00185964-0.00114615j -0.000684046-0.00109608j 0.00355354+0.000144432j 0.00217558+0.00243095j -0.00190286+0.00137779j 0.000704735+0.00156169j 0.000105195-0.00357714j 0.000698942-0.00130835j -0.000848095+0.00105025j -0.000140983-0.000155606j -0.000541548+0.00269417j -0.0001565-0.000859318j 0.00251434+0.00440009j 0.00127091+0.000673321j -0.00264174+0.00282552j -0.000526118+0.00254043j 0.000983734+0.00309779j -0.000368416-0.000271121j 0.0011634+0.000433305j 0.00184237-0.00304913j 0.000490625-0.000977866j -0.00300275+0.000589018j 0.00202891-0.0017756j -0.00116491+0.000946699j 0.000856415+0.000715702j -0.00237658-8.55434e-05j 0.00253166+0.00156795j 0.00146366-0.00206351j -0.00210141-0.000280746j -0.000624341-0.00129895j 
-0.00108515-0.00282137j -0.00094637+0.000247818j -0.0033527+0.00445176j 0.00114028-0.000739861j -0.0046394+0.00145216j 0.00103623+0.00374042j 0.00352-0.00292941j 0.00102656+0.00301765j -0.000642389-0.00190307j -0.0033547+0.00296084j 0.00061582-0.00721291j -0.00110324+0.00154067j -0.00246158+0.00390561j -0.000740312+0.00597112j -0.000405437+0.00319112j 0.00130836-0.00203555j 0.00359477+0.00332543j -0.0021608+0.000987452j -0.00302504+0.00448891j 0.00461831-0.000586989j 0.0012171+0.00194027j 0.000668333-0.000834418j -0.00188212-0.00408261j -2.48379e-05+0.000205108j -0.00491319+0.00401535j 0.00149757-0.00430391j -0.00115829-0.00253329j -0.00386786-0.000709651j 0.000339425-0.00041879j 0.00170641-0.00309374j 0.00655256-0.000151292j -0.000201963-0.00370889j 0.00612129-0.00381473j -0.00156049+0.00205342j -0.000191213-0.000688828j -5.72856e-05-0.0011672j -0.00307854-0.000710007j 0.00194307-0.00204838j 0.00344335+0.00379641j -0.000518067-0.00270651j 0.00421816+0.000137065j 0.000316669-0.00163573j 0.00438277-0.00184173j 0.00541042+0.000309272j -0.00173655-0.00125431j -0.00120902-0.00181608j 0.0026929-0.00121039j -0.00147812-0.00421826j 0.00211727+0.00525433j -0.00137461+0.00687186j -0.00105522+0.00376817j -0.000539072+0.00243314j -0.000176948-0.00268636j 0.00294458-0.00509395j -0.00320317-0.00232676j 0.00505198+0.000780206j -0.000772072+0.000529596j 0.00269299-0.000654158j 0.000762664-0.00238486j -0.00199354+0.00056402j -0.000742344+0.000283333j -0.00268967+0.00290447j 0.00151565+0.000348615j 0.000607525+0.00389579j 0.00127502-0.000584557j -0.000283615+0.00122521j -0.0029505+0.000318687j -0.00086878+0.00239715j 0.000195477-0.00176776j -0.000989382-0.00144568j 0.00152027+0.00106512j -0.00151461+0.000576754j 
0.00114472-0.000368706j 0.00142393+0.000648048j -0.00657374-0.00374769j 0.004882+0.00347068j -0.000477272+0.0016453j -0.00355247+0.00840552j -0.000860743+0.000181866j -0.00536159-0.00218074j -0.00391867-0.000488611j 0.000999859+0.00126669j 0.00147316+0.000967453j -0.00280985+0.00827435j 0.00543908-0.00480893j -0.000399518+0.00155875j -0.00295002+0.00489878j -0.00255167-0.00439519j -0.00724927-0.00346541j -0.00205754+0.00371971j -0.00072212-0.00339795j 0.00421795-0.00340434j 0.000962302-0.000565576j 0.00314515+0.00379865j 0.000328016+0.00786805j -0.00175146+0.00260579j 0.00736001+0.00577633j 0.00248627-0.00082149j 0.00125613-0.0042153j 0.00138196-0.00200646j 0.00323399+0.000495866j -0.00244415+0.000965663j 0.00351459+0.000203689j 0.00154223+0.0014238j 0.000934142+0.00041283j 0.000449215+0.0053313j 0.00256661+0.00261033j 0.000399656-0.0038826j 0.00236762-0.00245569j 0.00164458+0.00122958j -0.00490564-0.00041732j 0.00319737+0.00473066j -0.00521258-0.000533448j -0.00104773+0.000131361j -0.00290025-0.00318835j -0.000140994+0.00162409j -0.00187737+0.00268764j 0.00241028+0.00299334j -0.00733434-0.00141423j 0.002312-0.00547248j 0.000953631+0.00262386j -0.00288784+0.00307683j 0.00137166-0.000373502j -0.00208045+0.000985699j -0.000914522+0.00333841j -0.00102297+0.0040081j 0.00284831+0.000389518j -0.00349016-0.00118747j 0.00282895-0.00283084j 0.00425513-0.00129016j 0.00172013+0.00554645j -3.90827e-05+0.000718953j 0.00336963+0.00236763j 0.000330644+0.000295345j -0.00259697-0.00205218j -0.00227606-0.00561887j 0.00296467+0.00022341j 0.000436833+0.00146639j -0.00190783-0.00208589j 0.000198381+0.00199112j 0.00339816-0.000217593j -0.00477995+0.000236909j -0.000841515-0.00186237j -0.000360851-0.00137179j 
0.00163629+0.00055802j 0.00194709-0.0003985j 0.00201675+0.00266774j -0.000380956+0.00375878j -0.0059853+0.00392447j -0.00607767+0.00188256j -0.000721081+0.000666011j 0.000895513+0.00802378j 0.00489094-0.000388792j -0.000813776+0.00220847j -0.0074322-0.00177024j 0.000145618+0.00319059j -0.000552081-0.00037504j 0.00326794+0.00135027j -0.00281538+0.00264239j 6.04949e-05-0.000621726j 0.000378231+0.000408289j -0.000583144-0.00321048j -0.000132575-0.000120504j -0.000158139+0.00215197j 0.00282956+0.00250966j 0.00313842+0.00156626j 0.00178458+0.00136645j -0.00373643+0.00201178j 0.00365689-0.00455274j -0.000268889-0.00068921j 0.00194754-0.00113382j 0.00118377+0.00010682j 0.00339538-0.0012403j 0.00207994-0.0019814j -0.000265693-0.00144608j 0.000230127-0.00300827j 0.00120853-0.00013802j 0.00296825-0.00175216j 0.00159496-0.00125473j 0.00632461+0.00202228j -0.00291455+0.0018485j 0.00188191+0.00101385j -0.000111307-0.00203789j 0.00218768+9.96998e-05j 0.00527613-0.00198394j -0.00232083-5.53763e-05j 0.00143511+0.00107392j -0.00237597+0.0023352j -0.0011253+0.00530432j -0.00193924-0.00236973j -0.00127547+0.00188661j -0.00113243-0.000909929j -0.00205852-0.00108245j 0.00082325+0.0050959j -0.00154466-0.0017656j 0.00300899+0.00151681j 0.000988768-0.00045996j -0.00236056-0.00492944j -0.00178075+0.00350968j 0.0023904+0.0034143j 3.98616e-05+0.000186551j -0.00105099+0.00189282j 5.63713e-05-0.000636521j -0.0013978+7.53185e-05j 0.00249786+0.00189315j 0.000550543-0.00358206j 7.90449e-06-0.00179011j 0.00433303-0.00135294j -0.00236402-0.00328835j 0.002651-0.00163566j 0.000469889-0.00236122j 0.00113449+0.000444965j -0.00167715+0.000187282j -0.00249493-0.00012961j 1.4947e-05-0.00317181j 0.0044564+4.65792e-05j 
-0.000927021-0.000816153j 0.00040076-0.000542677j 3.31884e-05+0.000240189j 0.00135158-0.000996903j 0.000888497+0.00056934j -0.00336095-0.00101326j 0.00687957-0.0023201j 0.000348063-0.00181229j -0.00171092-0.00360009j 0.000411242-0.000947973j 0.00159988+0.00235309j 0.000230599-0.00404022j 0.00069774+1.86578e-05j -0.00087326-0.0053084j 0.000379502+0.0022387j 8.56102e-06-0.00303326j -0.00100292+0.00207332j -0.00575251-0.00119248j 0.000639855+0.00263876j -0.00705434+0.00631205j -4.78208e-05-3.54537e-05j -0.000695867-0.00129776j -0.000131827-0.00025941j 0.000461055+0.000536318j -0.000596954-0.00433581j 0.00190076+0.0023979j 0.000554623+0.00500621j -0.00680387+0.000218185j -0.000486364-0.00145936j -0.00276509+0.00228668j 0.00132538+0.00619662j -0.000712489+0.00147459j -0.00610852+0.00463591j -0.00111396+0.00146614j -0.00183194-0.00269477j 1.52483e-05+0.00228216j -0.000854637+0.00317387j -0.000312673-0.000717355j -0.0025153+0.00183791j -0.00371277-0.00160126j -0.00180912+0.00187854j 0.000239736+0.0011447j -0.00463096+0.00166415j -0.000397483+0.00403974j 0.00171905-0.00259118j 0.00035131+0.00120539j 0.00164229+0.00166569j 0.00386432-0.000314566j 0.0016207+0.00154248j -0.00534902-0.00141346j -0.00161699-0.00048717j -0.00223537-0.00233356j 0.00345183+0.00160262j 0.00375128+0.000418241j -0.00528411+0.00121946j -0.00359227+0.000728588j -0.000452484+0.000883399j -0.000428132+0.000645989j -0.00135034-0.00049702j 0.000760732-0.00348711j 0.00243328-0.00157903j -0.00189199+0.00108768j -6.0022e-05+0.00218399j -0.00236985-0.000325112j -0.00129847+0.00175286j 0.000391623-0.00424213j -0.00243176-0.00167019j -0.000134989-0.000469553j -0.000446295-0.000950625j -0.00120982+0.00243187j 0.00228033-0.0011533j 0.00039657+0.00140076j 
0.00998911+0.00281408j 0.00227748-0.00675136j 0.00141058-0.00338293j 0.00141842+0.00592106j 0.00612118+0.000554514j -0.0108486+0.00399833j -0.000478229+0.00494765j 0.0013764+0.00725869j -0.0032144+0.00290375j -0.00150491+0.00618499j -0.00211893+0.000683475j 0.0020345-0.00562977j -0.00211668-0.000846168j -0.00525809+0.000965043j -0.000770128+0.00464733j -0.00270161+0.00515963j -0.000839424+0.000264456j 0.00196363-0.00119816j 0.00631382-0.00238951j 0.00221629+0.00026585j -0.00467139-0.00206463j -0.000468523-0.000230469j -0.00446864-0.000907078j -0.001563+0.0040122j 0.000237007-0.00197581j 9.58194e-05-0.000476139j 0.00266144+0.00275708j 0.00123852+0.00830636j -0.00121018-0.00321537j 0.00620982-0.000225513j -0.00410208+0.00241555j 0.000721854-0.00535141j -0.00106296-0.0067277j 0.00163396-0.00306187j 0.0022904+0.00104573j 0.00141087-0.00143384j -0.00471885+0.000907946j -0.00308397+0.00291772j 0.00336354+0.00130023j 0.00262414+0.00734647j 0.00116595-0.00168901j -0.00280231+0.00327889j -0.000627516+0.00612383j -0.00411284+0.00196855j -0.00305566-0.00501625j -0.00468616-0.001268j 0.000640454-0.00177347j -0.00229099+0.000761527j 0.00448939+0.000923887j -0.000702215+0.000574656j -0.00426427-0.00485615j 0.000681729+0.00432026j 0.00131293-0.00130237j 0.00209586-0.000866368j 0.00320329-0.0003851j 0.00168149-0.000951165j 0.00407519-1.02174e-05j 0.00177299+0.00293634j 0.00321052-0.00191102j -0.00208139+0.00135014j 0.0010077+0.00272073j 0.00137018+0.00154413j -0.00011159-0.00344089j 0.00701478-0.000245351j -0.00525865-0.00413095j 0.00270569-0.00206585j 0.00405383-0.00294234j 0.00223463-0.0010708j -0.000926636+0.00134364j -0.00183193-0.000889433j -0.00384687-0.00966595j 0.0101887-0.00334715j 
0.000835482+0.000541442j -0.000387196-5.06418e-05j -0.00170475-0.00192198j 0.00200334-0.000789492j 0.00216426+3.41301e-05j 0.000876657-0.0011713j 0.00574061+0.00238087j 0.00139838-0.00453575j -0.00105337+0.000912198j -0.00417537-0.000495316j 0.00522866+0.00264327j 2.43758e-05-0.00531808j -0.00605499-0.00390218j -0.00103502-0.00426347j -0.00094046-0.00214235j 0.000781756+0.00277775j -0.00155816-0.00398562j 0.00221602-0.00155984j -0.000285556-0.000676428j -0.00233371+0.000266551j -0.000737497+0.00056425j -0.00138292-0.00314753j -0.000278232+0.00388636j -0.000136571-0.00470123j 0.00254129-0.00168469j 0.0021961+0.0017941j -0.00221764+0.000946522j 0.00433008-0.00364176j -0.00105892-0.000804835j 0.00190832+0.00158959j -0.00133925+0.00209699j 0.00290492+0.00303748j -0.00504375+0.00386057j 0.0018642-0.0013655j 0.000866997-0.000183099j -0.00141509-0.000427334j 0.00129971+0.000923838j -0.000467028-0.000345431j -0.000833352-0.0018205j 0.00105284+0.00133855j -0.0014316+0.00251631j -0.000864039+0.000409023j -0.00252898+0.000392638j -0.00456433+0.00406286j -0.000618276-0.00214891j -0.000172496+0.000307017j 0.0030725-0.00133081j 0.00416462+0.00334227j -0.00134879+0.00121671j -0.00526295-0.00219014j -0.00218909-0.000976856j -0.00161478-0.00281592j -0.000334208+0.00519131j 0.000449621+0.00162792j -0.000817292-3.83751e-05j -0.00300594-0.00148407j -0.00257546+0.00118732j -0.000592377+0.00142653j 0.000721453+0.000325437j 0.00329416-0.000754206j -0.000634789-0.00423426j -0.00284772-0.00304995j 0.00130227+0.000852965j 0.000237949-0.00329365j -0.000605399+0.000676907j -3.21934e-05+0.00112628j 6.75629e-05+0.000218979j 0.000749656+0.000456536j 0.000336423-0.000191063j 0.00118233-0.00059058j -0.00039371-0.000127073j 0.000458484-0.000180451j 
-0.00659189-0.000760597j -0.00138891+0.00581624j 0.000982569-0.00339215j -0.00276861-0.00721278j 0.00373895-0.0120208j 0.00333092-0.000509424j -0.00187723-0.0101884j -0.00331967-0.00435728j -0.000720236-4.9202e-05j -0.000121157-0.00237266j 0.0033193+0.000330403j -0.00390819-0.000537666j 0.00383394-0.00405676j 0.000285375-0.000394496j 0.00240677-0.00838863j 0.0045241-0.00167405j -0.00235776-0.000258214j -0.00326626+0.00275705j -0.00629497+0.00277603j 0.00333665-0.00334296j 0.00651844-0.00542772j 0.000119388+0.00222533j 0.0039912+0.00183971j -0.00106997-0.00518761j 0.001393+0.0034099j 0.00294354+0.00131851j -0.00282061-0.00645299j 0.00159947+0.000991903j 0.000940691-0.00172042j -0.00186247+0.000107021j 0.00268618-3.1225e-05j 7.71752e-05+0.00631164j 0.000930712+0.00318994j 0.000682318+0.00535542j 0.000312116+0.00508415j -0.0010006-0.00598786j 0.00742863+0.00467346j 0.00246657-0.00163101j -0.00238658-0.00544709j -0.00103012-0.00134199j 0.00413136+0.00383536j 0.000772567-0.00123397j 0.00389418-0.000136661j -0.00477803-0.00216033j 0.00543395-0.00245112j 0.00411664+0.00103186j 0.00484833-0.00241302j 0.000165795-0.00137664j -0.00731947-0.00267887j 0.000198958-0.00448335j 0.00523635+0.00249944j 0.0038427-0.00244511j 0.00282262+0.00272484j 0.0033296-0.000937785j -0.000835824-0.00403004j -0.00289639+0.00212496j 0.00436527-0.000350904j 0.00129824-0.00407352j -0.00393519+0.00135216j 0.0042764-0.00244013j -0.00291585-0.00185442j 0.000398129-0.00155355j -0.0030711+0.00297513j -0.0016825-0.000852811j 0.00526372+0.00323541j -0.00201378+0.000189383j 0.000583494+0.00361668j 0.00191149+0.00205057j 0.000896646+0.00372478j 0.00264857+0.00244973j 0.00247276+0.00615856j -0.00570355+0.00455689j 
-0.00416908-0.0016573j -0.00234993+0.00231106j 0.00215902-0.00334416j -0.000938607-0.000611174j -0.00371181-0.00212058j -0.000820247+0.00142481j -0.000916566+0.00464857j -0.00140547+0.00358697j -0.0054022+0.00226432j -0.000905065+0.00183668j -0.00270671-0.000147354j 0.00467547-0.00304462j 0.00420279-0.00445064j -0.000404094+0.00601231j 0.00450082+0.0015121j -0.00322325-0.00423932j 0.00929269+0.00148721j 0.00249131+0.00146677j 0.000151746-0.000540311j 0.00291953-0.00483341j 0.00330886+0.00116196j 0.00156058-0.00331703j 0.001389-0.000910723j 0.00497659+0.000597564j -0.0021647+0.00022007j 0.00138785+0.00377354j 0.00294511+0.00335346j -0.000489254+0.00459344j -0.00146632+0.000672372j -0.0026443-0.00292391j -0.00436917+0.00274377j -0.00150622-0.00317417j 0.00059632-0.00225574j 0.000180623-0.000495457j -0.00208236-0.00360197j -0.00146303+0.000947368j 0.000634066+0.00342689j -0.000799998-0.00315732j 0.00309309+0.00224728j -0.000958247-0.00219824j 0.00373742+0.000287385j -0.00157763+0.00395874j 0.00360293-0.00193552j 0.00415013-0.000177381j 0.00120565+0.000693375j 0.000383927+0.000436114j -0.00059735+0.00366669j -0.00151013+0.0037763j -0.00155362+0.00385697j -0.000217388-0.00485288j 0.000622966+0.00174349j 0.00314541+0.0075276j -0.0031504+0.00127j 0.00350242+0.0020512j 0.000258987-0.00459502j 0.000725164-0.00174318j 0.0014659-0.00259662j 0.000288095+0.00261198j 0.00435819-0.00181941j 0.00338521-0.00415659j 0.000629275+0.00240603j 0.00195511-0.000384492j -0.00183185+0.00258256j 0.00176924+0.00082216j 0.00439697+0.000237592j 0.000922522-9.12455e-05j 0.000402513+0.00148476j -0.00400146-0.00271117j 0.000987333+0.00152701j 0.0018193+0.00245131j -0.00109635-0.000639927j 0.000595265-0.00144048j 
-0.0138705-0.00320576j -0.00209522+0.0149848j 0.00266826+0.00287607j -0.000183727+0.00495257j 0.00379164-0.00110141j 0.00113672-0.000191311j -0.00275091+0.00137022j 0.00273911-0.00892238j 0.00189497-0.0002294j 0.00377288-0.00453912j 0.00571539+0.00191963j 0.00248094-0.00336091j 0.00870909+2.13923e-05j -0.000395266+0.00278604j 0.001148-0.000899632j 0.00617338+0.00460383j -0.00354787-0.0050852j 0.00214308-0.000654325j -0.00287316+0.000635766j 0.000758684+0.000783254j -0.00666302-0.00100431j 0.000357276-0.000473838j -0.00337249-0.00352451j 0.000741554+0.00152844j -0.00034533+0.00257484j -0.000240556+0.00310628j -0.00345365+0.0032326j 0.00279258-0.000178809j -0.000269446+0.00330384j -0.00242177-0.000342606j -0.0041204+0.00230961j -0.00250759+0.000327201j -0.00223817-0.000912372j -0.003431-0.00191085j -0.00222546-0.00733473j -0.00184953-0.00225144j 0.00463783+0.00224458j 0.000148067-0.00425908j 0.001635+0.00422738j -0.0026852-0.0030612j -0.000873693+0.00386008j -0.000149778+0.000389623j 0.00217065-0.00593959j -0.000537287-0.00281225j 0.000689106-0.0026384j 0.00153416+0.00244277j 0.00442952+0.00155274j -0.00212752+0.00465106j 0.00027704-0.00036376j -0.00327151-0.00442221j -0.000590891-0.000455984j 0.005809+0.00376726j -0.00193933+0.0036167j -0.00163899+0.00339011j -0.000868496-0.000852884j -0.00118173+0.000194106j 0.000980061+0.00108294j 0.00125476+0.000409703j -0.00276916+0.00286911j 0.00485735-0.0030916j -0.0037851-0.00432111j 0.00136007-0.00181349j -0.00124634+0.00657905j -0.00602471+0.000999144j 0.00733312+0.00396941j -0.00378152+0.000949948j -0.00532613-0.000401001j -0.00534235-9.51058e-05j 0.00239439-0.00178494j -0.000125042+0.00159943j 0.00289314+0.0137707j -0.0149229+0.00328319j 
