1.68017e-13+0.0275736j 2.28998e-13+0.160709j -1.18729e-13-0.0876491j -7.81461e-15-0.00597353j -2.0825e-14-0.0155932j -4.85401e-14-0.0353028j 4.38998e-14+0.0325082j -5.15349e-14-0.037382j -2.61449e-15-0.0024562j -1.18779e-13-0.0799208j -8.21168e-15-0.00543519j 1.11023e-13+0.0797053j 3.21787e-14+0.0240249j 8.49416e-15+0.00637218j -7.00129e-14-0.0501786j -6.09363e-14-0.0424504j 4.72361e-14+0.0414547j -3.42768e-14-0.0203392j -1.38787e-13-0.109181j 4.67699e-14+0.0409449j -9.3133e-14-0.0562113j 1.29555e-13+0.0929821j -7.39279e-14-0.0588473j 1.08122e-13+0.0764676j -8.372e-14-0.0605514j -1.04954e-13-0.0647056j 2.35245e-14+0.0226562j -7.32924e-14-0.0865129j 3.31355e-14+0.0217377j 1.8034e-13+0.0988592j -3.26137e-14-0.00860356j -1.3795e-14-0.0211727j -1.27043e-13+0.013484j -9.29157e-15-0.0135674j -1.48883e-14-0.0237025j 5.9056e-13+0.0628636j -7.12488e-14-0.0456469j -2.036e-14-0.0246729j -1.85515e-14+0.0163144j -6.6982e-15-0.0469373j 8.37856e-15+0.00229431j -5.29397e-14-0.0995717j -2.84244e-14-0.0207711j 1.59258e-14+0.0160004j -1.43292e-13-0.105464j -6.76996e-14-0.0565026j 1.04429e-14-0.0159331j -1.24118e-13-0.0983279j 2.83323e-14+0.0204577j -2.83935e-14-0.00963147j -5.06034e-15-0.000384315j -4.80732e-15-0.00373587j -2.10969e-14-0.0125569j 3.03678e-16+0.000695997j -2.58327e-14-0.01695j 3.63362e-14+0.0264951j 6.57157e-13+0.0609416j 1.31344e-15+0.00218027j -6.84892e-14-0.04738j 3.17529e-14+0.0210463j -3.9438e-14-0.0283304j -7.23484e-14-0.047229j 4.46547e-14+0.0310724j -3.74495e-15-0.00270719j -5.05405e-14-0.0376149j -1.40781e-14-0.0110176j 1.88287e-14+0.0167306j 5.95177e-14+0.030151j -4.59077e-15-0.00322453j -5.28181e-14-0.0382523j -6.5359e-14-0.0460918j 4.24527e-14+0.0307356j 6.35028e-14+0.0461768j 1.63348e-13+0.11866j 1.33713e-14+0.010756j 4.86787e-14+0.0456792j 3.7188e-13+0.123515j 
-2.85179e-14-0.008106j -1.91443e-15-0.00360875j 1.26898e-16-0.000669844j 2.21424e-16+0.00712719j 4.15977e-17+0.00282878j 5.39693e-18+0.0015696j -3.05454e-17-0.00144093j -6.47703e-17+0.00197092j 6.63555e-17+0.00602973j -2.27968e-16-0.00170482j 7.43065e-16+0.00607745j 3.25098e-17-0.000323929j 5.71526e-17+0.000461752j -2.53077e-16+0.000864636j -1.23096e-16-0.000911052j 1.83826e-17-0.00353817j 2.69325e-16+0.000739449j 4.28797e-16-0.00270059j -5.73193e-17+0.00157299j 1.08616e-16+0.00353351j 1.32527e-15+0.00383109j 3.90665e-16-0.0092676j 9.56506e-16-0.00901561j -2.17231e-16+0.00309973j -7.2911e-16+0.00522845j 1.87319e-17-0.00178878j -2.46349e-16-0.000430116j 3.13241e-15-0.0034709j 4.63678e-16-0.00787597j 1.20861e-15+0.00279424j -4.27258e-16+0.000245615j -7.60657e-16-0.00473313j 8.11537e-15-0.00107948j -1.04747e-15+0.000214001j -1.63932e-15+0.00358436j 3.62789e-14+0.00439568j 9.77078e-16+0.00148471j 3.41587e-15+0.00051735j -8.17827e-15+0.00564901j -1.39673e-15+0.00171632j 5.39735e-16-0.00178859j 2.38573e-15-0.0024023j -3.95461e-16-0.00118787j -4.88059e-17-0.00216697j -3.10779e-16-0.00274104j -3.90922e-16+0.00149264j -9.63782e-16+0.00298416j -3.24795e-16-0.00140396j -1.70687e-16-0.00697562j -4.04123e-16-0.000362732j -7.02502e-16+0.000615605j -1.73735e-15-0.00647899j -4.36653e-16-0.00152083j -8.33365e-16+0.00198516j -2.72037e-16+0.000774501j -2.15001e-18-0.00685539j -5.31917e-14-0.00565962j -4.88047e-16-0.00116138j -6.33167e-16-0.00414808j -3.9499e-16-0.000122939j -3.47634e-17+0.00251674j 3.74872e-16+0.00115768j 2.64107e-17-0.000948016j 2.58904e-16-0.00018987j -7.79913e-17+0.0016983j -4.4477e-17-8.39833e-05j 5.98074e-16-0.00444147j 2.27707e-17+1.02509e-05j -1.13879e-16+0.000505206j 1.37576e-16+0.00716491j 6.51758e-17+4.40819e-06j 4.34907e-18+0.00217798j -6.85095e-17-0.00239894j -1.80405e-16-0.00211539j 3.38575e-16+0.00178168j 9.86343e-16+0.00613738j -1.38968e-14-0.007828j 
1.32724e-14+0.00425536j 8.75946e-16-0.00570025j 2.26063e-17-0.00164136j -4.01791e-17-0.00502441j -1.01132e-16+0.00888268j 1.39044e-17+0.00200299j 1.49146e-16-0.00461991j 3.64699e-18-0.0014993j -6.15239e-17+0.0060531j -4.08773e-17+0.000898531j 3.27369e-16+0.00377901j 5.63616e-17-0.000176257j -1.43853e-16+0.00343437j -1.14584e-16-0.000170583j -5.12158e-17-0.0030148j 3.10761e-17+0.000190776j -2.27542e-17+0.00231199j -3.61924e-17-0.00251251j 9.35993e-17+0.00186918j 2.35948e-17+0.00159979j -5.9325e-16-0.00111169j 2.1869e-16-0.00864659j 8.23809e-16-0.00454081j -1.23849e-16+0.00576595j -1.1093e-15+0.00531082j 4.34393e-16-0.00165529j -2.82563e-16-0.00177498j 4.69666e-15-0.00651579j 1.76417e-15-0.00796311j -3.60681e-15-0.00832671j 9.92198e-16+0.00332124j -3.09486e-15+0.00750726j 4.64257e-14-0.00430736j -1.08543e-15-0.000716906j -2.05833e-15+0.00364156j -3.32552e-14-0.0040621j -1.10727e-15+0.000285737j 3.09921e-15+0.00249156j -7.96538e-15+0.00675179j -2.82764e-15+0.0022657j -4.06089e-16+0.000979547j -3.60847e-16+0.00098196j -3.95126e-16-0.00270911j 5.03253e-16-0.00187506j 3.57099e-16-0.000923421j -4.31339e-16+0.0013534j -4.3591e-16+0.000263595j -3.20032e-16+0.00488143j 2.54477e-16-0.00198952j 7.22295e-15+0.00336502j 2.18416e-15+0.00750691j -2.88647e-16-0.00385947j 7.4647e-16+0.00685807j 1.35315e-15-0.00556399j 4.00548e-16+0.00427029j 7.41913e-18-0.000691973j -3.81016e-14-0.00410331j 5.94276e-16+0.00591894j 6.30486e-16+0.00552563j -4.82345e-16-0.000542278j 7.11511e-17-0.000399556j 3.06125e-16+0.00225382j -1.38889e-17+0.00503587j -6.60536e-17-0.00111616j -1.27071e-16-0.0020517j -1.55158e-16+0.005373j 4.28312e-16-0.00236765j -2.86218e-15-0.00475003j -1.84169e-17-0.000318578j -3.92963e-17+0.00492862j 9.18862e-17+0.00183365j 4.66947e-19-0.00303737j -7.9261e-18-0.00309989j 1.57385e-16+0.00161597j -5.93488e-16-0.00685475j 3.20922e-16-0.00814231j -4.70804e-15-0.00336262j 
2.10585e-14+0.0061312j 1.41323e-15+0.000843256j 8.29841e-17-0.0025152j 1.38008e-16-0.00890886j 2.19129e-17+0.00268788j -5.39871e-17-0.00216152j 4.27511e-17-0.000918242j 1.0637e-16+0.00213055j -5.85729e-19-0.00114493j -2.06046e-16-0.00168966j 1.31241e-16+0.00102225j 1.49031e-16+0.00105549j 1.33132e-16+0.00305925j -1.48901e-16-8.5948e-05j -2.45053e-17-0.00419184j -2.33478e-16+0.00108297j -3.71549e-16+0.00132227j -3.42555e-16-0.000307081j 2.12316e-16-0.000275937j -1.5743e-16+0.00489114j 1.4611e-16+0.000674973j -1.65119e-16-0.00346136j -1.3384e-16-0.000939813j 2.57233e-16+0.00521761j -4.59542e-17-0.00251034j 9.76124e-17+0.0020329j -7.82907e-16+0.00148497j 4.96955e-15-0.00844252j 1.12618e-15-0.00222433j -2.22954e-15-0.00356662j 3.66017e-16+0.00339047j -2.41125e-15+0.00733046j 3.56413e-14-0.00326466j -1.06891e-15+0.00218774j -2.0491e-15+0.00299737j -9.11494e-14-0.0112263j -2.12954e-15+0.000127559j -7.70167e-16+0.00408743j 1.36213e-16+0.00175134j 3.84292e-16-0.00055236j -1.06521e-15+0.00300591j -4.95244e-15+0.00600698j -1.22164e-16-0.00313798j 5.62613e-16+0.00304609j 5.30007e-16-0.00271107j -4.75599e-16+0.00215977j 5.29251e-16-0.00124854j -8.96481e-17+0.00114161j 7.15041e-17+0.00231822j 3.44556e-15+0.00140653j 1.43294e-15+0.00427477j 1.83703e-15+0.00472216j 6.99221e-16+0.00385786j 1.64375e-15-0.00621958j 7.44108e-16+0.00377691j -1.75255e-16+0.00354918j 2.93782e-14+0.0031352j 2.43438e-16-0.000309549j 3.77865e-16+0.00443283j 4.82514e-16+0.00236805j 1.92387e-16-0.00200327j -1.58475e-16-0.000320024j 4.63455e-17+0.00180191j 1.12712e-17-0.000339658j -3.68234e-16-0.0028953j -1.52073e-16+0.00382018j 6.50606e-17-0.000876723j -2.11402e-16-0.000522693j 1.16696e-17+0.00256436j 7.04468e-17-0.00236536j -1.14186e-16-5.27197e-05j -3.17286e-17-0.00440604j 6.72537e-17+0.00408889j 8.55222e-17+0.00272024j -4.05258e-16-0.00575141j -3.72318e-16-0.0068648j 7.42391e-15+0.00395268j 
-4.26083e-15-0.00125094j -2.43833e-16-0.00065583j 3.95517e-17-0.000268569j -3.93584e-17-0.000922914j -9.89171e-17+0.00021821j 2.00236e-17-0.00224849j -2.66044e-16+0.00124444j -8.40851e-17+0.00280131j -4.27971e-17-0.000807857j 3.18482e-16+0.000527706j 1.62413e-16+0.0012541j -5.04095e-17-9.43416e-05j 4.34522e-16-0.00222289j 2.33958e-16+0.000376542j -2.41916e-16+0.00107406j 1.40866e-16+0.000517883j 2.69511e-16-0.000787491j 4.62709e-16-0.00183633j -2.23778e-16+0.000950504j 1.67376e-16+0.000436941j 3.36061e-16+0.000677309j 3.12853e-16-0.00272474j -2.08821e-16+0.00128849j 1.52157e-16-0.00104854j 1.04574e-16+0.000268868j 2.48675e-16+0.00140854j -4.1295e-16+0.00223157j 6.67592e-16-0.000957898j -5.03699e-17+0.00124404j 2.73888e-16+0.00106746j -1.07933e-16-0.00149086j 6.20831e-16-0.000291511j -1.19094e-14+0.00113263j -4.97103e-16-0.000479281j -7.32134e-16+0.00163572j -3.3981e-14-0.00419105j -5.90044e-16-0.000553813j -1.46928e-16+0.000357588j -1.33448e-16+2.01056e-05j 2.33713e-15-0.0014701j 4.3586e-16-9.13393e-05j 2.41793e-16-0.000104385j 1.34945e-16+0.00150612j -1.72869e-16+0.00186049j -3.10067e-16-0.000172649j -4.88014e-16+0.00246161j -4.58498e-16+0.000248783j -2.96949e-16+0.00117847j 1.00477e-16+0.000211262j -2.21655e-15-0.00192842j -4.15216e-16+0.000491945j 6.78641e-16+0.00150619j -8.01679e-17-0.000446729j -6.59974e-16+0.00137108j -1.30198e-16+0.00041183j 2.36499e-17-0.000158196j -1.2541e-14-0.00136742j -2.75319e-16-0.000128374j 9.56445e-17-0.00121058j 1.68259e-16+0.000818449j -8.00226e-17+0.0014782j -3.76112e-17-0.000998952j 2.54593e-17-0.00189429j 4.25721e-16-0.00206917j 4.65254e-17+0.000564763j 1.42325e-16-0.00160306j 2.95892e-16-0.00167099j 4.24869e-16+0.00111058j -4.47749e-18+0.000744846j -6.73254e-17+0.000717324j 1.24974e-16+1.36032e-06j -1.11799e-18-0.00241674j 1.14537e-16+0.00176091j -1.24439e-17-0.000199647j 1.23472e-17-0.000552424j -3.05246e-17+0.000825408j -1.41472e-15-0.000889458j 
-4.21892e-15-0.00131012j -2.85196e-16+0.00108367j 4.6666e-17-7.08297e-05j 1.06627e-16+0.00370889j 2.32748e-16+0.00472131j -4.38343e-16-0.00353408j -1.09121e-16+0.00312343j 1.45297e-16-0.000101246j 3.81541e-17+0.00158776j -5.85942e-16-0.00476363j 4.37585e-16+0.0012305j -3.38205e-16+0.000671355j 2.15914e-16-0.00296825j -1.38566e-17-0.0044724j 3.88838e-18+0.00439541j 4.33267e-16-0.000690357j -9.68213e-17+0.00254677j 1.24175e-16-0.00392551j -1.97051e-16+0.00175372j 5.47103e-18-0.00427482j -4.34117e-16-0.00198358j 8.42582e-17-0.00227528j 2.35775e-16-0.00198767j 1.11438e-16-0.000384823j -4.81246e-16-0.00289358j -1.39594e-15-0.00656561j -1.11118e-16+5.91931e-05j 5.12754e-16-0.00100342j 5.71376e-17-0.000483221j 5.42922e-16+0.00220954j 1.08303e-16+0.00203982j 3.17109e-15-0.00110902j -5.42856e-14+0.00546459j -2.43065e-16-0.00227984j 1.62153e-16+0.00156181j 2.67571e-14+0.00340865j -1.18773e-15-0.0042812j 2.74108e-15-0.00540348j -7.53372e-15+0.00280742j 9.99312e-15-0.00783336j 1.5382e-15-0.00321561j 4.95933e-15-0.00565212j -1.89377e-16-0.00163467j -3.833e-16-0.001413j -2.86838e-16+0.00255875j 3.7202e-16+0.000863279j 6.10414e-16-0.00133497j -2.01942e-16-0.000983228j 1.25062e-17-0.00159366j -4.39713e-15-0.0036039j -1.05743e-15+0.000467346j -6.06359e-16-0.00325716j -1.10564e-16+0.00246309j -7.34628e-16+0.0012878j -3.33078e-16+0.000459468j -9.97672e-17-0.00340767j -4.71355e-14-0.00502531j -8.61735e-16-0.00047875j -8.07312e-16-0.00588629j -1.66343e-16-0.000552763j 3.34449e-16-0.000184723j 5.00926e-17-0.000115998j 3.77112e-17+0.000694584j 1.75274e-16-0.00383363j -7.50653e-18-0.00292109j 1.38334e-16-0.000547203j -1.05723e-16-0.0020422j 3.66515e-15+0.00566964j 2.03073e-17-0.00161776j 2.98333e-16+0.00439705j 4.16435e-17-0.00174345j -4.04509e-16-0.00219663j 1.65057e-16-0.00184421j -3.20684e-17+0.00148355j 2.03575e-16+0.00155791j 2.05621e-16+0.00315291j -2.10731e-15-0.00105071j 
2.79647e-15+0.000951104j 4.17819e-16-0.000706787j -1.61914e-16+0.00109505j 1.57212e-16+0.00116482j -5.24156e-16+0.0051169j 1.01176e-15-0.00851884j 3.27195e-16-0.00028742j -4.63998e-16+0.00304639j 3.67359e-17-0.000104943j -3.57408e-16+0.00248658j -1.7957e-16+0.00517102j 3.48963e-16-0.00228908j -7.17142e-16+0.00286711j -2.41455e-16-0.000502209j 6.99559e-17+0.00234731j -2.84934e-16+0.00255839j 1.1656e-15-0.00194825j 5.72185e-16-0.00229514j -7.13756e-16+0.00246857j 4.29114e-16-0.00270146j 4.24051e-16+0.00401218j 3.42907e-16-0.00216985j 4.62583e-16-0.00151048j -4.59862e-16+0.00278454j -4.47264e-16-0.000869753j -3.75291e-16-0.00496976j -3.57577e-16+0.000759686j -2.00351e-16+0.000349289j -3.89447e-16+0.00141564j -9.35845e-16-0.000978297j 3.85257e-16+0.00363129j 1.56771e-15+0.000322218j -4.60148e-14+0.00468035j -3.10449e-16-0.00502746j -2.51007e-15+0.00550918j -7.54894e-16-0.000111548j -2.97484e-16+0.000537127j 3.92617e-16-0.000807525j -1.91082e-16-0.000172663j -3.84657e-15+0.00234825j -1.24249e-15+0.00297156j 2.94038e-15-0.00342681j -6.75294e-17+0.0039547j -9.92414e-16+0.00262391j 8.28526e-16-0.00292217j -1.86215e-15+0.00502122j 8.98293e-16-0.00190831j 2.15715e-16-0.000619511j -9.32704e-18+0.00030921j 1.53902e-15+0.00125586j 3.78854e-16+0.00265158j 1.48623e-16+0.00084607j -2.17041e-17+0.0025092j 1.53577e-15-0.00254068j 4.06883e-16-0.000589593j 3.62887e-16-0.00360972j -2.81218e-14-0.00301104j -8.63393e-17-0.00319236j -5.16339e-16-0.00165219j -2.91516e-16+0.00291327j -8.32219e-16+0.00365929j 1.15671e-16-0.00148936j 1.51051e-16-0.00203712j -7.08116e-16+0.00321572j -6.23408e-17-0.000763347j -9.56401e-17-0.000275108j 1.19391e-15-0.00450801j 1.22771e-15+0.0016519j 1.67554e-16-0.0019971j -5.11809e-16+0.00558223j -3.2893e-16+0.00209721j 9.86187e-16-0.00824219j -6.01996e-16+0.00317684j 2.46956e-17+0.000182608j 1.05898e-16+0.00139539j 2.48757e-16+0.000208811j 4.85759e-16+0.000372486j 
1.39174e-14+0.00395721j 8.9292e-16+0.000688357j 1.42522e-16+0.00278274j 7.28665e-17+0.00113612j 2.5598e-16+0.00156623j -6.32453e-16-0.00545987j -3.38311e-17-0.00124349j 1.14405e-16-0.0007112j -1.75381e-16-0.00174828j 1.34819e-15+0.00690425j 3.85748e-16+0.0010261j -8.00608e-17-0.000306888j 3.39576e-16+0.00443616j -4.52264e-18-0.000559652j 2.264e-16+0.00133968j 2.98354e-16+0.0020199j 1.06392e-16-0.00186632j 1.25706e-16+0.000562519j -1.93141e-16+0.000271965j -2.84454e-16-0.00609167j -1.30812e-16+2.40448e-05j -1.0313e-16+0.00210939j 1.29262e-16+0.00291636j 5.43097e-16+0.00196856j -3.69528e-17+0.000728824j -8.94484e-16-0.00364184j 6.80627e-17-0.00232094j -1.88015e-15+0.00283916j -7.94131e-17+0.00398593j -2.07337e-15-0.00309388j 1.35004e-15+0.00271764j 7.65257e-16-0.00139988j -2.16599e-14+0.00222257j -2.62109e-16-0.00371224j 7.17938e-16+0.00044411j 2.3241e-14+0.00284413j 7.25156e-16+0.00077294j 3.33675e-16+0.00186938j 1.71705e-15-0.000208127j -6.23803e-15+0.00554898j -5.43261e-16+0.00319118j 8.5948e-16-0.00110467j 1.24072e-15+0.00464009j -2.1346e-18+0.00237542j 5.94e-17-0.00310365j -1.07504e-16+0.00317661j 1.70773e-15-0.0045644j 5.94651e-16-0.0013057j -2.47198e-19+0.00149395j -1.79522e-16+0.000374415j 1.75053e-16-0.000982195j 1.3493e-15+0.00349749j 7.05732e-16+0.00454515j 3.48227e-16-0.00070055j -1.23317e-16-0.00222356j 9.32296e-17+0.00332356j -5.89777e-15-0.000599275j -3.80324e-16-0.00242487j -7.27959e-17+0.000164022j 4.19017e-17-0.00061362j 1.15523e-17+0.00310081j -3.92405e-16-0.00228163j -2.93739e-16-0.00196258j 5.83158e-16+0.00616446j 8.95207e-17-0.000245518j -1.33462e-16-0.00262348j -2.41039e-16+0.000295208j -1.54544e-15-0.00224364j -3.59432e-16-0.00442103j 2.76034e-16+0.00125619j 3.86966e-16+0.00286229j -7.60278e-16-0.00598465j 2.31657e-16+0.00168794j -7.70591e-17-0.000274266j 5.07439e-16+0.00327918j -5.32662e-16-0.00181185j 6.80225e-15+0.00378812j 
-2.491e-15-0.000740458j -1.09049e-16+0.00113137j -1.10051e-16-0.00167382j 3.52712e-17+0.000185801j 8.99806e-18+0.000908572j -1.46104e-17-0.00114186j 1.21338e-16+0.000287738j 4.45747e-17-0.000888208j 2.5262e-17+0.000490427j -6.74098e-16-0.0025381j -5.11869e-19-0.00018853j -3.29794e-16-0.00347567j -2.56121e-16-0.000985797j 1.15666e-17+0.00155045j 1.04485e-16+0.000824302j -8.61115e-17+0.00111458j 1.64561e-16-0.00238664j 1.09345e-16+0.000770086j 1.14429e-16-0.00182915j 4.12427e-16+0.00360711j 1.30466e-15+0.00220225j 1.50215e-16+0.00306896j -1.09148e-16-0.000351306j -2.87645e-16-0.00153617j -1.04252e-16-0.000331901j -2.65076e-16-0.00192083j 2.15305e-17-0.000175845j -8.36102e-16+0.000898092j -4.25873e-16+0.00150313j 1.02151e-15+0.00209579j -3.21629e-16+0.000403311j 1.98325e-16+0.000604512j -6.48193e-15+0.000682321j -6.07859e-16-0.00237103j -1.10148e-15+0.0039413j 1.46043e-14+0.00179675j 4.66647e-16+0.000502249j 4.18587e-16-0.00295135j -1.52772e-15-0.000366995j -1.96035e-16-0.000156241j -1.07208e-16+0.000536549j 2.385e-15-0.00338953j -1.9407e-16+7.74897e-05j -7.75122e-17-1.38602e-06j -3.96678e-16-0.00104233j -1.70213e-16-0.000873673j -7.0846e-16+0.0033927j -3.77843e-16-0.00147213j 1.79168e-16+0.00160624j -1.3495e-15-0.00109151j -6.3113e-16+0.00103868j -1.87659e-15-0.0044612j -7.50218e-16-0.00412045j 7.60438e-16-0.000774526j 2.08024e-18-0.00462563j -2.42824e-16-0.00288324j 1.27382e-14+0.00135325j -9.18948e-18-0.000824941j 2.46072e-16+0.00158721j 1.6425e-16+0.000600594j -8.17945e-17+0.00145589j -2.98896e-17-9.19295e-05j -1.2433e-16-0.000130294j -2.86951e-16-0.00150672j 1.67993e-16+0.00163712j 5.99921e-17+0.00158764j -6.32682e-17+0.00012929j 2.69217e-15+0.00369555j 1.37143e-16-0.000194282j 9.30282e-17+0.00172445j -8.22911e-17-0.000114069j 1.23859e-16+0.000650953j -6.81434e-17-0.0009301j 1.29655e-16+0.00248516j -1.50345e-16-0.000461717j 2.52115e-16+0.00142657j -8.0108e-16-0.00028886j 
6.80001e-15+0.0020527j 7.43206e-16-0.00198228j 2.0941e-17-0.00200078j -2.33217e-17-0.0043148j -2.71993e-16+0.0040032j 1.41043e-16-0.0028267j -1.5094e-17-0.00141233j -2.36198e-16+0.000386138j -1.61474e-16+0.00152815j 4.12555e-16+0.0036271j 6.89987e-19+0.0016254j 2.18336e-16-0.00147661j 2.44665e-16-0.000966728j 2.57525e-17+0.00325408j -1.44133e-16+0.000927851j 1.66111e-17+0.00229106j 3.92972e-16-0.000537632j 4.20421e-16-0.00171523j -4.05087e-16+0.00151176j 1.02966e-16-0.000584448j -1.38978e-16+0.000105508j 5.04299e-16-0.00150992j 1.81703e-17+0.00148892j 2.11761e-16-0.000580048j -2.62494e-16+0.00119207j 2.01438e-16-0.000763199j -3.50531e-16+0.00175826j -4.83705e-16+0.000691652j -1.21601e-16+0.00266178j -1.06928e-15-0.00257865j 5.43669e-16-0.000740301j 2.29414e-16+0.00300783j -8.38086e-15+0.00098101j -2.5548e-16-0.00316733j -4.62152e-16+0.00141257j -2.70968e-14-0.00336267j -3.32577e-16-7.09321e-05j 4.11991e-16-0.0006731j -3.20803e-16-0.000181671j -3.69948e-15+0.00261695j -5.32532e-16+0.00274851j 4.55071e-15-0.00527941j 3.65821e-16+0.00240196j -1.21841e-16-7.75898e-06j -2.31986e-16-0.000681879j -9.11348e-16+0.00186329j -8.81618e-16+0.000533932j -5.29517e-16+0.00363535j 2.92551e-16+0.00251039j 3.36667e-15+0.00114806j 1.11902e-15+0.00516956j 2.8337e-16-0.00109905j 2.73469e-16+0.0029012j 1.12831e-16-0.000609861j 6.87897e-17-0.000801555j 2.49509e-16-0.00246573j -1.63137e-14-0.00179961j 2.11719e-16+0.00377012j 5.12833e-16+0.00218289j -1.80293e-16+0.00135293j -2.28089e-16+0.00131098j -7.30087e-17-0.000378474j 6.48997e-17-2.11489e-05j 2.86696e-16-0.00172954j -7.77389e-17+0.00192758j -8.85378e-17+0.00108348j 4.8634e-16-0.00134022j -1.54406e-15-0.00228897j -3.41221e-17-0.000743886j -3.31178e-16+0.00332715j 7.18642e-17+0.00231795j 1.69726e-16-0.00441649j 3.82466e-17+0.000661665j 1.88875e-16+0.00299234j -2.6943e-16-0.00407684j -1.74239e-17-0.00357523j -4.7831e-16-0.000759489j 
1.11962e-14+0.00311082j 9.89171e-17+0.0040037j 4.46561e-16-0.00373178j 1.66168e-16-0.00282267j 1.75857e-16+0.000488575j -1.7443e-16-0.000203425j 1.80524e-16-0.00120658j 4.72262e-16-0.00358771j -1.95737e-17+0.000963438j 4.37049e-16-0.000377909j 4.01293e-17-0.00181294j -7.11749e-18+0.000401462j -4.64061e-16+0.00168685j -3.62255e-16+0.00342243j 5.69042e-16-0.00195092j -7.93964e-17-1.40609e-05j -1.07871e-15+0.00190087j -6.3204e-16+0.00176686j 6.34338e-16-0.00213868j -7.26414e-16+0.00167352j -1.03304e-16-0.000903795j -9.52837e-16+0.00523692j 6.91454e-16-0.00135564j -8.26414e-17+0.0011573j 6.76333e-16-0.00319382j -2.49826e-16-0.00274771j 6.4217e-17-0.000512677j -2.00328e-16-0.00013422j -3.12258e-16+0.00274862j -1.11157e-16+0.000874707j -3.17082e-16+0.00130192j -2.20247e-16+0.00092628j 7.85831e-15-0.000693507j 3.83115e-16-0.000286229j 1.58089e-15-0.00243159j 2.14838e-14+0.00266875j 4.52165e-16+6.53511e-05j 4.79708e-16-0.00125066j 3.7942e-17-0.000516515j -4.64497e-15+0.0029888j -1.25834e-15+0.00320961j 4.81807e-15-0.00560267j 8.14846e-16-0.00218556j 4.98058e-16-0.00208898j 3.63481e-16-0.00248262j 6.79909e-16-0.00282948j 3.37261e-16+0.000326342j 5.60371e-16-0.00188345j -1.40212e-16+0.00317879j 2.72184e-15+0.00146675j 6.3282e-16+0.002388j -2.49943e-16-0.00175982j 1.73218e-16+0.00196772j 6.93995e-16-0.00115707j 1.84474e-16-0.00284861j -1.12505e-16-0.00115872j 3.59958e-14+0.00392973j 5.2564e-16+0.000723995j 2.41442e-16+0.00136938j -2.39231e-16+0.000894685j 6.79124e-16-0.00248005j -2.19931e-16-0.000248646j -2.03142e-16+0.00142778j -2.70991e-16+0.000895675j -1.45628e-17+0.00144564j -6.36635e-16+0.00271286j -7.05859e-16+0.00270698j -8.1396e-16-0.00137983j -5.12507e-17-0.000831523j 3.1537e-16-0.000605102j 7.26868e-17+0.000697118j -4.45183e-16+0.00117284j -6.56002e-17+0.000191054j -4.2467e-16+0.0056043j -2.08841e-16-0.00201185j -3.88641e-16-0.00177001j 6.28123e-15+0.00396926j 
2.83799e-15+0.000695799j 4.67412e-16+0.000860087j -2.51133e-16-0.001345j -3.0181e-16-0.000747809j -1.60814e-16+0.00155472j 1.75178e-16-0.00141917j -1.82254e-16+0.00046175j -2.88917e-16-0.000879342j -1.43729e-17+0.00102959j 1.34233e-16+0.00167084j -2.06842e-16-0.00114084j 8.34563e-17+0.00118658j 2.14375e-16-0.00135907j 4.11558e-16+0.00040526j -3.68894e-16+0.00165406j 1.15732e-16-0.000453117j -1.33168e-16+0.00123475j 2.99177e-17+0.000403619j -2.28561e-16+0.000394166j 2.95473e-16-0.00321033j -8.33899e-16-0.00188211j 5.52106e-16-0.00125264j -2.01727e-16+0.00174599j 2.04628e-16-0.000112254j -1.03343e-16-0.00152705j -3.30753e-16-0.00198789j 6.20227e-17-0.000602536j -4.56159e-16+0.000180582j 1.21059e-16+0.00249287j -3.96646e-16-0.000833866j 2.10847e-16+0.000900721j 1.14822e-15-0.000289537j -1.58634e-14+0.00158866j 6.74592e-16-0.000478048j 1.23175e-15-0.00258378j 1.15377e-14+0.00145131j -2.28863e-16-0.00190864j 8.91095e-16-0.00142107j -1.72196e-15+0.000558951j 1.01624e-15-0.00067866j 4.15052e-16+0.000401733j 3.88369e-15-0.004647j 2.01686e-17+8.69486e-06j -2.23e-16-0.00147378j -7.01703e-17+0.000340221j 8.40551e-17-0.000585509j 1.55165e-15-0.00271219j 2.36067e-16-0.000561562j 1.63506e-16+0.00136943j -4.25054e-16-0.000694263j 1.99019e-16+0.000489745j 1.28441e-16-0.000730908j 1.24253e-16+0.00426351j -3.56683e-16+0.00100128j -2.88955e-16-0.0014476j 1.50531e-16-0.00151647j -2.10504e-14-0.00231192j 9.88793e-17+0.00106121j 9.15346e-17-0.00144137j -1.53946e-16-0.00214369j -1.53071e-16-0.000315321j 8.09537e-18-0.00023752j 2.17582e-16-0.000148577j 1.81558e-16-0.00131703j 2.45269e-16+0.000366586j 2.93402e-16-0.00100081j -9.79005e-18+0.00120441j -5.27561e-16-0.000332338j 5.07521e-17-0.001248j -2.78684e-16+0.00155219j 9.65744e-17+0.000393024j 2.19644e-16-0.00134281j 6.69682e-17-0.000396394j 3.54262e-16+0.00271783j -2.98017e-16-0.000717025j -3.14817e-16-0.000139887j 1.53701e-15+0.00069774j 
