9.10504e-15+0.108595j -2.92591e-14+0.309726j 2.68805e-15-0.231721j -1.31977e-15+0.00243866j -2.23461e-15+0.0237393j -1.64085e-15-0.0825732j 1.45685e-15+0.0231847j -2.88372e-15-0.0163918j 2.46869e-15+0.0135214j -8.67245e-15-0.220824j -1.19577e-15-0.0870432j -7.31268e-15+0.193924j 2.0544e-16+0.0576896j -2.30913e-15+0.0105619j -7.14912e-15+0.0104859j -4.83723e-14+0.173438j 1.03367e-14+0.051105j 3.91025e-14+0.0850727j 8.76952e-12+0.0786937j -4.82419e-14-0.301282j -1.01319e-15+0.135475j 1.50578e-15-0.0224044j -2.01955e-13+0.151266j 2.69713e-14+0.00953163j -7.00106e-15+0.0013158j 1.40685e-14+0.0539612j -1.16358e-14+0.180621j 2.52889e-15-0.0891252j 6.09791e-13+0.204844j -2.48187e-14+0.118217j 3.61535e-15-0.248643j 4.26651e-15-0.0819023j -3.55013e-15-0.0061414j 8.90571e-15+0.0895759j -8.47071e-16-0.0309078j -1.10795e-15-0.106085j 2.53936e-15+0.0779618j -2.52384e-14-0.00812262j -1.62511e-14+0.17069j 1.62244e-14+0.039516j 6.72586e-14+0.0380579j 7.05065e-14+0.122601j -3.60888e-15+0.0501468j -1.44141e-15+0.151641j -3.71353e-15+0.0371634j -3.80723e-15-0.051674j -3.55283e-16-0.029445j -2.46855e-15+0.0588048j 1.02593e-15+0.050158j 7.43392e-16+0.0509486j 1.65256e-15-0.0805445j -1.71687e-15+0.116149j 2.8426e-15-0.280803j 1.04994e-15-0.00766649j -8.4382e-14-0.082916j -2.01044e-14-0.248421j 
3.84109e-16+0.000845372j 8.34004e-17+0.0067094j -4.78913e-16-0.00414924j -3.13562e-17+0.00107812j -2.803e-16-0.000893825j -1.00574e-15-0.00860708j 4.05651e-16+0.00275565j 5.06211e-16+0.00461903j 1.50575e-16+0.00173776j -5.26188e-16-0.00390464j 2.43808e-16+0.00277432j -9.69828e-17-0.000517062j 6.18736e-16+0.00497694j -2.42717e-16-0.000931151j 2.97394e-16+0.00186219j -1.89457e-16-0.00130392j -7.52378e-16-0.00231483j 7.92064e-16+0.00218109j 2.53899e-14+0.000223919j -1.75514e-15-0.00603637j 8.30135e-16+0.00647691j 9.21814e-16+0.00271882j -4.95862e-15+0.0037006j 9.73046e-16+0.000996692j -2.04849e-15-0.00892824j 1.0573e-15+0.000458918j 1.23245e-16+0.00328273j -3.52184e-16-0.00366873j 1.58404e-14+0.00496661j -2.33872e-16+0.00248468j -9.08009e-16-0.00578993j -5.32127e-16-0.00324312j -1.5231e-16-0.00302597j 8.41528e-16+0.00166622j 1.44604e-15+0.00564057j 1.6454e-16-0.00188629j 1.33447e-16-0.00108647j -2.65703e-16-0.00414617j 3.0578e-16+0.00165156j -1.51014e-15-0.00189986j -3.6221e-17+0.000264055j -1.82538e-16-0.000959897j 1.63815e-17+0.00139232j 4.56205e-16+0.00567629j -9.69568e-17+0.000158661j 2.55653e-16+0.00319829j -1.09947e-15-0.00863315j 2.41757e-16+0.0028499j -3.318e-16-0.00136088j 1.88942e-17+0.000615893j 4.63096e-16+0.00354677j 5.50558e-16+0.00512902j -6.83973e-16-0.00591859j -6.87332e-17-0.00197895j -3.59532e-15-0.00417647j -1.28842e-15-0.00456422j 
-3.32883e-16-0.00234501j 3.22956e-16-0.00398331j 3.12794e-17+3.856e-05j 2.32574e-16-0.0014714j 2.19767e-16-0.000506954j 1.90181e-16+0.00431464j -4.92758e-17-0.00174949j -1.84009e-17+7.74838e-05j 9.39599e-18-0.00291948j 8.75625e-17+0.0020718j -1.72181e-17-0.000138949j 7.89275e-17-0.000148655j -7.66088e-18-0.00137744j 2.69984e-17+0.00261792j 2.95332e-17-9.61383e-05j 3.73043e-16-0.0010248j 2.63306e-16+0.00101691j -1.54202e-16-0.000202609j 2.905e-14+0.000262085j 7.9767e-16+0.00446316j -1.43765e-17+0.000148902j -4.44377e-16-0.00240456j 3.97092e-15-0.00275824j -7.38693e-16-0.000743802j 5.20896e-16+0.00408961j -3.28012e-16+0.00284078j 2.76938e-16-0.00172593j -7.55029e-17+0.0020157j -6.63597e-15-0.00220639j 1.96127e-16-0.000710479j 1.79669e-16+0.000130586j 9.1861e-17+0.00164507j -2.8032e-16+0.00216271j -1.14106e-17+0.000435497j -4.47679e-16-0.00342013j -1.0563e-16+0.00385077j -2.40954e-16-0.00145674j 1.89688e-16+0.00201963j -4.77272e-17-0.00219002j 5.56245e-16+0.000532414j -8.15879e-16-0.000313162j -8.38494e-16-0.00129495j -3.50871e-18+0.00120322j 6.01716e-17-0.00349869j 1.29577e-16-0.000759738j 7.62056e-17-0.000190167j 9.00253e-17+0.00375079j 2.94466e-17+0.000737239j 1.02422e-16-0.00171799j 8.35489e-18+0.000263795j -2.40784e-16-0.0019077j -6.63232e-17-0.00162894j 8.51825e-17+0.00202395j -1.69399e-16+0.00303598j 1.28046e-15+0.00143958j 4.93632e-16+0.00420936j 
2.06116e-16-0.000695738j -2.54265e-16+0.000655478j 2.16226e-16-0.00485744j -1.29376e-17-0.00353916j -1.5056e-16-0.00157883j 7.73464e-17+0.000756457j 6.82965e-17-0.000557208j -2.73267e-16+0.00332658j -4.56835e-17-0.00271154j -5.05878e-17-0.00225302j -1.56734e-18-0.000278165j -1.89293e-16-0.000360524j -9.91206e-17+0.00237872j -2.30548e-16+0.00371391j 7.78129e-17+0.0012444j 1.32682e-16-0.000880105j -2.77339e-17-0.000140775j -3.50428e-16+0.00210617j -2.3119e-13-0.0020825j -9.40308e-17-4.83446e-05j -4.48616e-16+0.00505715j -3.97358e-16-0.0025407j 1.06034e-15-0.000835007j -5.47359e-16-0.00140088j -6.30614e-16-0.0016469j 6.03641e-16+0.00629466j 2.90651e-16-0.000178205j 5.01734e-17+0.00041712j 1.08359e-15+0.000257675j -1.60916e-16+0.000381666j 1.63242e-16-0.00633754j 2.91368e-17+0.00155106j -2.98857e-16+0.00154372j 2.81168e-16+0.00226565j 3.20824e-16+0.000293578j 5.19069e-16+0.00368935j 7.65316e-17-0.00157066j 3.60026e-16+8.15272e-05j 1.54591e-16-0.00285211j 4.94371e-16+0.000703317j 1.60351e-16+0.00105582j 3.16833e-16-0.000458475j -8.32764e-17+0.00443411j -5.51707e-17+0.000459275j -1.78231e-16-0.00215257j -1.95495e-16-0.000302433j 3.51999e-17-0.000142346j -2.56036e-16+0.00402382j -8.37281e-17-0.00264075j -4.74846e-17+0.00160329j 3.37089e-17-0.00114378j -2.26977e-16+0.00183065j 1.44565e-16-0.00333542j 4.44855e-17+0.00483934j 5.68253e-16+0.000384968j 7.16323e-17+0.00066414j 
1.2977e-15+0.00477469j 8.59935e-17+0.000434366j -1.59057e-16-1.53138e-05j -1.03272e-15-0.00325473j -7.97541e-16-0.00189595j -3.11239e-16-0.000923645j -6.8076e-17-0.000335764j -3.78369e-16-0.00163615j -2.70906e-16-3.87728e-05j 2.90919e-16+0.00160341j -5.66721e-17-0.000879794j -5.03716e-17+0.000806419j -6.78833e-16-0.0028082j 2.03237e-16+0.000135204j -1.05815e-16-0.000417376j -9.45511e-17+0.00278987j 9.6992e-17+2.82851e-05j -3.17864e-16-0.00114133j -2.77896e-14-0.000247345j -6.89544e-16-0.00178942j -7.80417e-16-0.00329385j 8.76364e-16+0.00234876j -1.25056e-17-7.6877e-05j 9.19626e-16+0.00179378j -4.58772e-16-0.000299927j 1.06471e-15+0.00235176j 2.14905e-20-0.000118822j 4.36302e-16+0.00151838j -3.28798e-15-0.00109439j 1.26311e-16-0.00155893j -2.14462e-16-0.000155294j -4.76056e-16-0.00297395j 3.87634e-16+0.000516302j -3.23652e-16-0.00155723j 4.13152e-16+0.00101159j 6.95424e-16+0.000977054j 7.83735e-16+0.00426791j -1.37217e-16+0.00246237j -1.97141e-16+0.000658238j -5.06252e-16-0.000406355j 1.56801e-15+0.00120692j 2.00775e-15+0.00223883j 1.69186e-16-0.000543542j -2.70106e-16-0.00116901j -2.44779e-16+2.05206e-05j -4.70178e-16-0.00152138j 5.83413e-16+0.00261031j -4.27673e-16-0.00191128j -3.60742e-16-0.000175821j -1.38399e-16-0.000876558j 7.55346e-16+0.00250966j 5.42187e-17+0.000181997j -4.51986e-16-0.00124239j 8.06514e-16+0.0018722j 3.18994e-15+0.00393548j -4.15042e-16-0.00352929j 
1.61464e-16+0.00597374j 1.87709e-16-0.00130413j -6.45052e-18+0.000183341j -1.34246e-16-0.0056239j -1.86702e-16-0.00402719j -6.93716e-17-0.001778j -2.29432e-17-0.000637192j -5.94085e-17-0.000910894j -1.09273e-16-0.00133186j 2.93102e-16+0.00382841j 1.08128e-16+0.000402802j -3.13695e-17-0.000361444j -2.51149e-16-0.003967j 1.04468e-16+0.00113234j -1.52721e-16-9.06024e-05j -5.05073e-16+0.00221249j 1.0121e-16-0.000593442j -2.49767e-16-0.00202256j -4.23686e-14-0.00037827j -1.10678e-17-0.000596393j -1.90043e-16-0.00376577j 8.46144e-16+0.00342322j 1.58855e-15-0.00130272j 4.18332e-16+0.00310642j -2.80536e-16-0.00156722j 4.56755e-16+0.00522345j 9.05914e-17-0.00107518j 3.99631e-17+0.00292032j -7.0871e-15-0.00251755j 7.47857e-16-0.00276883j 4.86212e-17-0.000538161j -2.67993e-17-0.00452197j -4.8535e-17+0.00106948j -1.86873e-17-0.00225788j 1.93639e-16+0.00182493j 3.18443e-16+0.00414909j -2.302e-16+0.00525194j -6.8912e-16+0.00344843j -1.87004e-16-0.000628708j -1.05395e-15-0.00141883j 1.09468e-15+0.00148268j 1.33631e-15+0.00170428j 1.54615e-17-0.000129402j -9.72849e-17-0.00284592j -6.67834e-18-0.000698726j -7.37434e-18-0.000914375j 1.7466e-16+0.0032904j -1.31066e-16-0.00213186j -1.43845e-16-0.00226903j -9.4389e-17-0.00141123j 1.96537e-16+0.00498252j 1.28583e-17+0.000400907j -3.11229e-17-0.00103799j 1.44688e-16+0.00404026j 3.75793e-15+0.00624942j 6.56962e-16-0.00322988j 
-2.97286e-17+0.000258393j 4.77953e-16-0.00499142j -9.58604e-17-0.00114477j -6.23377e-17-0.00569005j -9.1756e-17-0.00279461j 4.17018e-17+0.00611439j -1.6904e-17-0.00163774j -5.35084e-17-9.00884e-05j -8.18051e-17-0.00430802j -6.92895e-17-0.00204508j -4.46163e-17-0.000938643j 6.74163e-18-0.00292448j 1.31106e-17+0.000123906j 1.04425e-16+0.00275163j 9.01725e-17+0.000181919j 1.9303e-16-0.000782548j 1.27892e-16+0.0002654j -9.0057e-16-0.00179384j -4.63183e-13-0.00416204j 6.2322e-16+0.00251711j -4.18108e-16+0.00105728j -1.40228e-15-0.00747678j 4.16465e-15-0.00304261j -1.29969e-15-0.00107462j -3.76436e-16-8.1603e-05j 3.77297e-16+0.0071719j 5.03097e-16-0.00304351j -6.88756e-17+0.00385265j -1.22128e-14-0.0042613j 4.87655e-16-0.00245726j -1.71329e-16-0.00288051j -1.37368e-16+0.00738911j -6.98389e-16+0.00416437j -7.64936e-17+0.00106269j 2.08744e-16-0.00213354j 4.86535e-16+0.00780486j -2.55642e-16+0.000887559j 1.01461e-15-0.000741531j 7.5803e-16-0.00610282j 1.44156e-15+0.00252621j 1.06186e-15+0.00105686j 1.04791e-15+0.00183828j 2.14552e-16+0.00430631j 5.16885e-17-0.00157693j -1.55578e-16-0.00563284j -1.25049e-16-0.00347615j 7.33347e-17+0.00427504j 6.71512e-18+0.00247197j -1.04135e-16-0.00207751j 3.61384e-17+0.00173081j -4.1191e-17-0.00239352j -4.91835e-17-0.00210989j -1.21907e-16+0.00143211j 1.45566e-16+0.00759957j 3.8987e-15+0.00517782j 8.08848e-16+0.00373947j 
1.48015e-17+0.00321088j 2.8209e-16+5.6781e-05j -1.21416e-16+0.00244731j 4.78481e-17-0.00173551j 1.4387e-16+0.00173654j -1.43512e-16-0.000714866j 2.48051e-17-0.00058443j 1.68676e-16+0.00142484j 2.15454e-16+0.00347487j -4.21525e-17+0.00171578j 1.54694e-17+0.00148974j 6.76521e-17+0.00247982j 6.84977e-17-0.00259965j 9.20511e-17-0.00361202j -2.14414e-16-0.00585489j -4.65944e-16+0.0028698j -1.21888e-16-0.000503603j -6.0665e-17-0.00758119j 9.18007e-14+0.000838099j -1.31008e-16-0.00375894j 2.04136e-16+0.00393362j -1.2802e-16-0.00190686j 1.54324e-15-0.00137073j -1.44715e-15-0.00380571j -2.78031e-16+0.000413268j -2.73766e-17-0.000229896j -7.03781e-17-0.00315564j -1.87702e-16+0.00216805j -1.66465e-14-0.00561533j 1.7765e-15-0.00629328j 1.76148e-17-0.000767574j 4.17296e-16-0.000239961j 1.87479e-15-0.00871373j -5.41457e-16-0.00524299j -1.88841e-16-0.00515574j -9.16376e-16+9.61599e-05j -2.28204e-17+0.00936475j 4.67363e-16-0.00751341j 1.60285e-15-4.57248e-05j -2.65683e-16+0.000301954j 1.561e-15+0.00126041j 1.4048e-15+0.00228334j -1.31628e-17-0.00605746j 1.62686e-16+0.00169748j 1.3187e-16-0.00145452j 2.29092e-17+0.00335021j 4.8283e-17+0.00475382j 1.94643e-16+0.00185027j 3.1855e-16+0.00639595j 5.70111e-17-0.00217488j 4.82698e-17+0.00316766j 2.1515e-16+0.00277459j -1.38848e-16+0.0034082j -9.62329e-17-0.00137069j 1.16309e-15+0.00274436j 9.99371e-17-0.00334143j 
-9.41589e-17-0.0128306j -2.74781e-16-0.0050057j 4.29336e-16-0.00145475j -1.01152e-16+0.00376377j -6.89576e-17+0.00320826j 1.55945e-16+0.00542732j 2.71698e-18-0.00160992j -1.97138e-17+0.00600049j -9.40857e-17-0.00316367j 4.21272e-16+0.00147046j 1.94201e-16+0.00162979j -2.96656e-16-0.00149453j -1.1731e-16+0.00432531j -2.66441e-16+0.00491662j 3.9585e-16+0.00120429j 1.88426e-15-0.00757692j -2.8007e-16+0.000688515j -6.39346e-16+0.00428167j 1.56676e-14+0.000137144j 1.53489e-15+0.0102105j -1.46412e-16+0.00799301j -7.1506e-16-0.00421659j 5.39385e-15-0.00391993j -1.40823e-15-0.00547019j 1.20431e-16+0.00513941j -2.45012e-17+0.000166817j 2.00846e-16-0.00234618j 2.55944e-16-0.00114481j -2.10976e-15-0.000414099j -1.0336e-15+0.00221704j 3.61256e-16-0.000982567j -9.08076e-17+0.0047769j -7.79906e-17+0.000554023j 5.2987e-17+0.00352015j -2.42775e-16-0.00431028j 4.88994e-16+0.0018727j 5.49226e-16-0.0117245j 1.27336e-15-0.00036853j -2.83614e-16-0.0044092j 8.41342e-16+0.000382678j -4.0865e-15-0.0022218j -4.3856e-15-0.00800065j -1.76831e-16+0.00325469j -1.68963e-16-0.00270275j -8.27532e-17+0.000524736j 1.429e-16+0.0042901j 5.02926e-17-0.00137279j -1.39046e-16+0.00573934j -1.27947e-16-0.00280023j -1.32776e-16+0.00167123j 1.63642e-16-0.00598589j -2.22055e-16-0.000595112j 4.27385e-16+0.00353874j 2.85149e-17+0.000437469j -2.44558e-15-0.0067961j -2.67003e-16+0.0118217j 
-6.72416e-16-0.000203145j 7.93457e-15-0.0132325j -5.28533e-15+0.0100701j 1.54967e-15-0.00263423j 2.03361e-15-0.00378118j -1.89719e-15+0.00403938j 4.2558e-16-0.000941353j 1.56449e-15-0.00259056j 9.64418e-16-0.00225707j -3.2849e-15+0.00674447j -1.93603e-15+0.00404508j 4.33456e-15-0.00828148j 2.41414e-15-0.00422761j 1.38716e-15-0.00218614j 7.5437e-16-0.000967441j 3.3466e-15-0.0046555j 6.76403e-16-0.00185729j 2.5553e-15-0.00767293j -2.73337e-13-0.00245489j -2.47657e-15+0.00889252j 3.77582e-15-0.00719073j 4.53843e-16-0.0029123j 1.02479e-14-0.00548916j -2.0616e-15+0.00265029j 8.48042e-16-0.0015011j -7.86113e-16+0.000354371j 3.76523e-15-0.00674707j -3.18933e-15+0.00590468j -2.2405e-14-0.00924594j 4.59068e-15-0.00606052j -5.05387e-15+0.00949432j -2.62609e-15+0.00546566j -1.23523e-15+0.00218759j 1.81298e-15-0.0041001j 3.27312e-16-0.000399967j -4.32044e-15+0.00883056j -1.76282e-15+0.00204803j 1.84024e-15-0.00171834j 4.35915e-15-0.00686812j -8.82765e-17-0.000786267j -4.88741e-16-0.00126914j -7.60613e-16-0.00102359j 1.50742e-15-0.00221125j 3.05638e-15-0.0057087j 2.38344e-15-0.00474034j 2.86289e-16-0.000232059j -1.9568e-15+0.00346176j 2.21198e-15-0.00375128j 9.96338e-16-0.00228033j 1.0402e-15-0.00184641j -2.4077e-15+0.00420664j 3.03427e-15-0.00594046j -5.82753e-15+0.0113626j -1.43115e-15+0.00280713j 1.76522e-15+0.00765336j -2.41144e-15+0.00811437j 
2.17391e-17-0.0150912j 1.50403e-16-0.00438549j 6.406e-17-0.000620326j -7.40495e-17+0.00816684j 2.45905e-17+0.00351651j -1.92266e-17+0.0051531j 4.50646e-17-0.00125271j -2.63795e-17+0.00358463j -3.49237e-17-0.00448524j 9.33282e-17+0.000539461j 9.65717e-18+0.00346147j -7.33807e-18+9.72887e-05j 3.69426e-17+0.00380406j -1.80377e-16+0.00329655j 4.94313e-16+0.00176305j 2.14689e-15-0.00763386j -2.588e-17+0.00187752j 6.2534e-16+0.00341331j 6.43076e-13+0.00578161j 1.04001e-15+0.00966152j 1.6155e-16+0.00794079j -8.68795e-16-0.00568472j 3.85641e-15-0.00216312j -8.44671e-18-0.00240644j 6.05778e-16+0.00768778j -3.96692e-16-0.0028896j 1.53915e-16+0.000837129j 1.84174e-16-0.00222946j 8.39324e-15+0.0030882j -1.50243e-15+0.00532385j 5.48861e-17+0.000748194j -3.45041e-16+0.0041471j -3.09014e-16+0.00195372j 3.81142e-16+0.00498864j -4.63016e-16-0.00770772j 4.55925e-17+0.00236051j 7.51429e-16-0.0132134j 1.24406e-15-0.00107869j -5.6922e-16-0.000624176j 5.45784e-16-0.000238863j -5.07165e-15-0.00449796j -5.26176e-15-0.00858046j -1.11891e-16+0.00173311j 1.01297e-16-0.00291643j 7.80881e-17+0.00178485j 9.24642e-17+0.00553015j -1.30216e-16-0.00254064j -5.07212e-17+0.0040609j -9.5399e-17-0.00370858j -4.33854e-17+0.00182173j -3.65787e-18-0.00740706j -4.28501e-17-0.00186485j -4.26025e-17+0.00380601j -4.48869e-17-0.00250612j -4.34931e-15-0.00970757j -9.97667e-16+0.0131489j 
6.13806e-17-0.00905611j -9.48993e-16+0.00704039j 8.39635e-17-0.00116211j -9.01375e-17+0.0136288j 9.24939e-17+0.00740157j 1.60481e-16-0.000380669j -4.79189e-17+0.00171971j -5.71682e-17-0.00148205j 1.47658e-17+0.00265018j -2.79943e-16-0.00624856j -1.65297e-16-0.000424385j -6.2525e-17+0.00528779j 1.14935e-16+0.00475038j -4.12512e-17-0.00327335j 1.44277e-16+0.000789584j 2.26577e-16-0.000712133j 1.77732e-16+0.00255814j 1.81601e-15+0.00456029j 8.34027e-13+0.00749443j -6.12949e-16-0.00256895j 3.12063e-16+0.00429664j -5.20903e-16-0.00179664j -6.97573e-15+0.0056326j 1.5614e-15-0.00119007j 1.14725e-15+0.00577185j -7.82136e-16-0.0123831j -7.42373e-16+0.00697427j 2.90946e-16-0.00728001j 2.85846e-14+0.0100172j -2.19861e-15+0.00869173j 1.23536e-16+0.00187946j 3.44812e-18+0.000990079j 2.55267e-16-0.00136179j 1.90323e-16+0.00465177j -7.32182e-16-0.00451537j -4.85676e-16-0.010342j 7.32633e-16-0.00854932j 1.50664e-16-0.00292972j -1.03861e-15+0.00840517j 7.91697e-16+0.000765827j -2.18544e-15-0.00387652j -2.38298e-15-0.00255457j -8.93386e-17-0.00231023j -9.08935e-17+0.00474995j 1.77506e-17+0.00560238j -6.02738e-17+0.00257127j -3.58165e-17-0.00662166j 4.04658e-17+0.000275j 5.90376e-17+0.00360013j 1.02015e-16+0.00166263j -1.62055e-16-0.00818235j -1.06202e-16-0.000160391j 1.15542e-16-0.00160664j 1.42646e-17-0.0111204j -8.47961e-15-0.0136448j -1.68891e-15+0.00168892j 
-3.44546e-16-0.0159442j 1.33986e-15-0.0174424j -2.8658e-17+0.00635141j -2.25957e-17+0.00111358j 2.09636e-17+0.00183803j 5.80744e-17+0.0100718j -1.01233e-17-0.0034225j 1.02473e-16+0.00716974j -1.93332e-16-0.00448521j 5.13441e-16+0.010355j 1.51411e-16+0.00432823j 1.5645e-16-0.00810683j -4.03801e-17+0.00118128j -6.79739e-17+0.00574847j 7.19422e-16-0.000115534j 3.70263e-15-0.0131663j -5.18887e-16-0.000913991j -2.04768e-15+0.000175996j -3.94147e-13-0.00354116j 3.14213e-15+0.021721j -3.39111e-17+0.00387037j -8.16058e-16-0.00454569j 1.49115e-14-0.0109182j -2.99865e-15-0.00696788j 2.56728e-16+0.00624377j -3.23303e-16+0.00106241j 1.05917e-15-0.0103673j -4.11119e-17+0.00366553j -3.0376e-14-0.0100549j 5.66606e-16-0.00387653j -5.2648e-17+0.00662196j -3.34402e-16+0.00819157j 2.9124e-16+0.000492615j -1.91693e-16-0.000440165j -2.02104e-16-0.00477264j 3.57083e-16+0.00779282j 2.94204e-16-0.0127531j 2.38301e-15+0.00012165j 7.80837e-16-0.0120954j 5.2796e-16-0.00055729j -6.02673e-15-0.00280428j -6.39391e-15-0.0119272j 1.31528e-16+0.00175789j 7.78522e-17-0.00929431j 1.57621e-16-0.00183978j 2.08214e-16+0.00591452j -1.36062e-17+0.00263434j 1.88639e-17+0.00462921j -1.81817e-16-0.00446776j -7.89784e-17-0.000287261j 1.70549e-17-0.00303371j 2.33921e-18-0.00454638j -1.21525e-16+0.0140786j -4.73873e-18+0.00315854j 1.86321e-15-0.00161828j 4.61275e-16+0.0209878j 
-1.41687e-16+0.00673187j 1.3057e-15-0.0104235j -7.18205e-18+0.0166342j 1.08126e-16+0.00176966j -5.67032e-17-0.00463889j -1.14919e-16-0.00099576j -6.1322e-17+0.00210275j -2.40729e-16-0.0111211j -2.3771e-17+0.0019079j 3.12317e-17+0.00459926j -1.54693e-17+0.00443774j 4.31381e-16-0.00930814j -6.21603e-17-0.00681777j 1.36187e-16-0.010766j -6.47579e-17-0.000865956j 3.37523e-16-0.000997739j -2.14597e-16-0.00256244j -1.05086e-15-0.0117492j 3.60959e-15+5.02784e-05j 7.79566e-16+0.00194402j -4.15536e-16-0.0178609j -5.84808e-16+0.000309079j 4.42731e-16-6.42117e-05j 2.32104e-15+0.00991776j 4.83871e-16-0.00592906j -1.54077e-15-0.00887705j -2.59232e-16-0.00296228j -2.52131e-17+0.00460222j -1.78102e-14-0.00614104j 1.22415e-15-0.0048734j -9.80134e-17+0.0179252j -2.34986e-16+0.00388899j -3.44932e-16+0.0028969j -7.68707e-16-0.00632745j 2.88851e-16+0.003852j -2.31266e-16+0.00383682j -1.53521e-16+0.00771015j 2.63175e-16-0.00334046j 9.97522e-16-0.000650038j -1.5102e-15-0.0016114j 7.35344e-16-0.00244271j 1.10931e-15+0.00434806j 1.41428e-16-0.00748881j 1.33789e-16-0.00247873j -3.34323e-18-0.00378859j -7.75335e-17-0.00345516j -7.44728e-17-0.000212838j -8.3263e-17-0.0123102j 1.18373e-17+0.000687572j 3.57775e-17-0.00332265j 1.75211e-17+0.00789112j -2.06566e-17-0.00897082j -1.48911e-16+0.0124243j -1.10291e-16-0.00415834j 5.9714e-15+0.00906933j 1.16182e-15+0.00158147j 
1.36557e-17+0.00139846j 1.9363e-16-0.000512457j -1.04087e-16+0.000602168j -1.10817e-18-0.00187208j 1.46399e-17+0.000491059j -1.04328e-16+0.000561048j 7.56932e-18-4.57678e-05j 1.03443e-16+0.000797949j 5.62613e-17+0.00160232j -3.30837e-17-5.84762e-05j 2.44096e-18-0.0011113j 8.02255e-17-0.00102458j 4.27767e-17+0.000302856j 3.11283e-17-0.000343622j -3.81935e-17-0.00106433j -3.56309e-17+0.000269012j -1.44373e-16-0.000715524j -6.00557e-16-0.000641127j -3.81795e-13-0.00343357j -1.76009e-17-0.000254891j 1.36037e-17-0.000156828j -1.08765e-17-0.000135764j 7.73914e-16-0.000821362j -9.63614e-16-0.00226697j -2.81849e-16-0.00149257j 1.29484e-16+0.000364179j 1.75409e-16-0.00215334j -1.25059e-16+0.000663842j -7.55824e-15-0.00259435j 5.51087e-16-0.00235446j -1.48698e-16-6.36083e-05j -5.0337e-17+0.00164565j 2.44907e-16-0.00166757j -2.3577e-16-0.00139504j 1.61943e-16+0.00136842j -8.61828e-17-0.00098609j -8.0379e-17+0.0017461j 2.58143e-16-0.00117178j 6.39285e-16-0.00212948j 3.53663e-16+0.000800372j 9.02248e-16+0.0012264j 7.91791e-16+0.000994057j 4.78449e-17-9.04272e-05j 3.14581e-17+0.000865557j 2.43954e-17-0.00112388j 3.19209e-17-0.000863937j -1.31566e-17+0.000841407j 8.03961e-17+0.000787544j 6.05668e-17+0.00194828j 1.21731e-17-0.000182663j 6.20518e-17+0.000532245j 1.18666e-16+0.000380256j -1.12577e-16+0.000944054j -1.12483e-17+0.000751632j 8.97733e-16+0.00166498j 1.06818e-16-0.000848467j 
-1.37235e-16+0.00484903j 2.86928e-16-0.0024102j 7.75289e-17-0.000129606j 2.30386e-16-0.00815799j 7.95242e-17+0.000542857j 1.11801e-16+0.00404833j -2.20685e-17-0.0020081j -1.1696e-16+0.00156654j 2.71498e-17+0.00235134j -4.09085e-17+0.00333007j 4.52939e-17-0.00528444j -5.62384e-17-0.000575293j -8.72629e-17-0.00218609j -4.70951e-17+0.00290013j -1.6456e-16-0.00263594j -4.5594e-16+0.00255352j 4.80014e-17-0.00051331j -1.76591e-15+0.000338595j -1.01035e-12-0.0090895j 3.93942e-16+0.00192517j -3.76014e-16-0.00296089j 2.33374e-16+0.00211199j 4.78206e-15-0.00414931j -2.70735e-15-0.00610567j -2.1252e-16+0.000846052j 4.81801e-17+0.00473417j 6.60579e-16-0.00641574j -2.59334e-16+0.00333476j -2.34419e-14-0.00795542j 1.63024e-15-0.00666566j 2.52698e-16-0.000903959j 4.46757e-16+0.00106332j 7.16421e-16-0.00213373j -6.11746e-16-0.00384198j -7.05649e-17+0.00247523j -9.15403e-17-0.00147388j -5.52548e-16+0.00483413j -2.26325e-16+0.00343775j 8.73944e-16-0.00576959j 1.23461e-15+0.00207659j 2.34125e-15+0.00423761j 2.3946e-15+0.00241964j 1.23946e-16+0.000995944j 2.47333e-17-0.00184303j 1.35765e-17-0.0013572j -9.6218e-17-0.00370391j 1.63914e-16+0.00711494j -6.78796e-17+0.00135373j 1.86484e-16+0.00358095j 4.91957e-17-0.000866815j -6.44518e-17+0.00081426j -8.26489e-17+0.000570866j 8.82474e-17+0.00126229j -1.27069e-16+0.00535901j 4.07084e-15+0.00700043j 9.68425e-16-0.00234227j 
