9.10504e-15+0.108595j -2.92591e-14+0.309726j 2.68805e-15-0.231721j -1.31977e-15+0.00243866j -2.23461e-15+0.0237393j -1.64085e-15-0.0825732j 1.45685e-15+0.0231847j -2.88372e-15-0.0163918j 2.46869e-15+0.0135214j -8.67245e-15-0.220824j -1.19577e-15-0.0870432j -7.31268e-15+0.193924j 2.0544e-16+0.0576896j -2.30913e-15+0.0105619j -7.14912e-15+0.0104859j -4.83723e-14+0.173438j 1.03367e-14+0.051105j 3.91025e-14+0.0850727j 8.76952e-12+0.0786937j -4.82419e-14-0.301282j -1.01319e-15+0.135475j 1.50578e-15-0.0224044j -2.01955e-13+0.151266j 2.69713e-14+0.00953163j -7.00106e-15+0.0013158j 1.40685e-14+0.0539612j -1.16358e-14+0.180621j 2.52889e-15-0.0891252j 6.09791e-13+0.204844j -2.48187e-14+0.118217j 3.61535e-15-0.248643j 4.26651e-15-0.0819023j -3.55013e-15-0.0061414j 8.90571e-15+0.0895759j -8.47071e-16-0.0309078j -1.10795e-15-0.106085j 2.53936e-15+0.0779618j -2.52384e-14-0.00812262j -1.62511e-14+0.17069j 1.62244e-14+0.039516j 6.72586e-14+0.0380579j 7.05065e-14+0.122601j -3.60888e-15+0.0501468j -1.44141e-15+0.151641j -3.71353e-15+0.0371634j -3.80723e-15-0.051674j -3.55283e-16-0.029445j -2.46855e-15+0.0588048j 1.02593e-15+0.050158j 7.43392e-16+0.0509486j 1.65256e-15-0.0805445j -1.71687e-15+0.116149j 2.8426e-15-0.280803j 1.04994e-15-0.00766649j -8.4382e-14-0.082916j -2.01044e-14-0.248421j 
-2.50149e-16-0.00193795j 9.10536e-16-0.0106318j 3.16299e-17+0.00644281j 3.58604e-17-0.00281273j -1.20016e-17-0.00158801j 5.51773e-17+0.00496836j -3.94399e-17-0.00152762j -4.76982e-18-8.1915e-05j -9.36192e-17-0.00160031j 2.60311e-16+0.00601471j 9.6988e-17+0.00158445j 8.5584e-17-0.00598601j -5.70846e-17-0.00251016j 4.5948e-17+0.000543922j 1.79767e-16-0.00088251j 1.19795e-15-0.00423057j -2.17482e-16-0.0011602j -1.59218e-15-0.0036843j -4.32313e-13-0.00388082j 1.63226e-15+0.0090913j -2.49757e-16-0.00421149j -5.36687e-16-0.00184992j 7.50279e-15-0.00562889j -1.29325e-15-0.000919061j 4.58011e-17+0.000657553j -3.69534e-16+0.00124077j 4.74764e-16-0.00661504j -6.48605e-17+0.00442477j -2.41544e-14-0.00814126j 1.05149e-15-0.00504303j 1.98442e-17+0.00623752j -2.44912e-17+0.00464781j 2.70268e-17+0.00125991j -4.34474e-16-0.00287653j 4.50637e-17-0.000387862j 1.99309e-16+0.00562839j -1.83231e-16-0.000441567j 8.88462e-16+0.000264547j 7.4509e-16-0.00691066j 1.16797e-16-1.45054e-05j -1.13938e-15-0.000324662j -1.1774e-15-0.00208938j 1.51007e-16-0.000466584j 4.99566e-17-0.00517199j 3.32598e-20-0.00303243j 4.95132e-17-0.00018382j 4.90759e-17+0.00376926j 8.61117e-19-0.00113023j -5.16137e-17-0.00139228j -1.97795e-17-0.00112909j 1.59804e-17+0.00162054j -3.67109e-17-0.00409642j 2.17109e-18+0.00870549j -6.10756e-19+0.00318537j 4.3978e-15+0.00522172j 1.03083e-15+0.00760453j 
-3.23126e-16+0.00346249j 2.0567e-16-0.000755916j -3.91477e-16+0.00476955j -1.65588e-16+0.001891j 1.06325e-16-0.00178727j 1.3535e-16-0.00236961j -1.48678e-16+0.00147603j 3.84981e-16-0.00483993j -8.24713e-17+0.000901664j 4.29639e-17-0.000314659j -1.44332e-16+0.00186141j 2.49739e-16-0.00184689j 1.75355e-16-0.00208728j 5.00013e-16-0.00488535j -9.0941e-17+6.38179e-05j -4.35966e-16+0.000976229j 2.47806e-17-0.000641865j 5.67128e-16-0.00409045j 2.34631e-13+0.0021179j 8.09843e-17-0.00254634j 4.56374e-16-0.0058193j -1.39618e-16+0.000349611j -2.80837e-15+0.00208885j 1.16094e-15+0.00515398j 4.04632e-16-0.00285315j -1.24679e-16-0.00397413j -5.01486e-16+0.00142566j 1.64137e-17+0.000479773j 1.7616e-15+0.000565907j 6.2689e-17-5.41273e-05j -4.9229e-16+0.00525772j -1.04585e-16-2.56469e-05j -3.27027e-16+0.0010549j -1.86365e-17-0.00148031j 6.64526e-18+0.00134541j -1.13961e-16+0.000447193j -3.2705e-16+0.00350299j -2.55239e-17-0.00184072j -1.4905e-16+0.00239801j -7.49335e-16-0.00083744j 7.0837e-16-0.00117455j 5.03432e-16+0.00255959j 2.64792e-16-0.00303978j -7.15255e-17+0.000720482j 3.82657e-17-0.000741735j 1.11702e-16-0.00115242j 7.74468e-17-0.00156857j 4.1482e-16-0.00488419j -6.56681e-17+0.000327645j 8.61e-17-0.000971851j -2.02868e-16+0.00292043j 2.13283e-16-0.00241548j -1.834e-16+0.00215085j 2.37245e-16-0.00281423j 8.43513e-16+0.00198372j 3.80684e-16-0.00183871j 
7.53859e-17-0.00206121j -3.37134e-16+0.00200541j 1.42793e-17-0.00279877j -1.36228e-16+0.00146405j -7.28375e-17+0.00116388j -1.63923e-17+0.00181198j -2.65568e-17-0.000513493j 4.54184e-17-0.000293405j -5.03123e-17-0.0013446j 4.37067e-17-0.00233464j 3.90747e-17-0.00113653j -1.29374e-16+0.00268918j -4.0078e-17+0.000828393j 6.43078e-17+0.00134031j 1.35673e-17+0.000402694j -2.23145e-16+0.00088293j 2.21464e-16+0.00159019j 5.55542e-16+0.0018562j 2.32446e-13+0.00208807j -1.15297e-16-0.000726383j 3.1338e-17+0.00233891j -2.54179e-16-0.00214434j -9.71477e-16+0.000881005j 1.9514e-16-0.000570104j 2.23667e-16+0.00339296j 1.1962e-16+0.000303037j -1.26516e-16+0.00208723j 1.29865e-16-0.00103021j 7.62331e-15+0.00267471j -6.86061e-16+0.00250019j 3.58322e-17-0.00235183j -8.18182e-17+0.000553537j -2.25784e-16+0.00132292j 8.45191e-17+0.00225877j -2.45743e-16-0.00300628j 1.1891e-16-0.000467136j 1.36841e-16-0.00195632j -3.68181e-17+0.000767035j -5.05014e-16+0.00173016j 6.12446e-16+0.00093241j -1.56287e-16-0.000473393j -2.39694e-16-3.89609e-05j 7.49301e-18+0.00121476j -7.25927e-17+0.000299796j -3.74056e-17+0.000810404j 3.61863e-17-0.000347726j 5.27585e-17+0.00063081j 9.49553e-18+0.00123635j -9.21191e-17-0.000131342j -8.51742e-18+0.0011311j 8.64105e-17-0.00362739j -1.47969e-18+0.000138077j 3.25339e-17-0.00212327j 1.15339e-16+2.5492e-05j -1.40712e-15-0.00246373j -2.82981e-16+0.000466911j 
-1.64573e-16-0.00135607j -1.03557e-16-0.000378845j 1.72652e-17+0.000198099j 2.59305e-17+0.000911663j 9.94068e-17+0.00158875j 2.14639e-16+0.00244139j -8.28897e-17-0.000602333j -1.11682e-17-0.000661121j -3.76315e-17+0.000236083j -2.26155e-19-0.000161935j -6.31793e-17-0.00138757j -5.03293e-18+0.00102488j -1.43135e-17-0.000197656j 9.6905e-17+0.000276761j -1.47353e-17-0.00059277j -2.50295e-17+0.000400711j 1.77618e-16+0.000891569j 6.23502e-18+0.000525321j -8.21363e-15-7.44256e-05j 3.1027e-16+0.00102187j -1.71049e-17-0.000296088j -3.19406e-16-0.00103681j 5.36698e-16-0.000401963j -4.52781e-16-0.00154538j 5.05474e-16+0.00297361j -2.44261e-16-0.00120718j -2.84254e-17-0.000338634j 3.61981e-17-8.13713e-05j -1.28107e-15-0.000318112j -8.3938e-17+0.000152751j 1.13325e-16+0.000802427j 1.6489e-16+0.00130133j 1.46817e-16+8.40634e-05j -1.43255e-16+0.000173282j -3.91453e-16-0.00184118j -1.22551e-16-0.00138927j -7.61663e-17-0.000795689j 1.02225e-16+0.000582554j -1.15871e-16+0.000129514j 6.97517e-16+0.000944384j -5.12686e-17-0.000105365j -1.32436e-16+1.83916e-05j 7.14626e-17-0.00024163j -6.42223e-17-0.000446603j 2.39566e-17+0.000568587j -2.93558e-17-0.000655042j 1.54182e-16+0.00159822j 5.24894e-17+0.000130846j 6.13526e-17+0.0013357j 5.18989e-17+0.000218537j -1.62415e-16-0.00234151j -7.60717e-17-0.000824468j 9.4581e-17+0.000895705j 2.23933e-17-0.00051298j -3.55171e-16-0.000726106j 1.10943e-16+0.00107001j 
1.34963e-16-0.00217535j -9.29508e-17+0.000759457j -1.00826e-17+0.0029107j -1.64668e-16+0.00551454j -5.24423e-17+0.00369235j -1.17989e-16+0.00221691j -5.03552e-17+0.000502908j 2.99588e-17-0.00363091j 2.80405e-17+0.00248674j -6.93643e-17-0.00186505j -4.02463e-18-0.00191964j 7.10683e-18+0.00113278j -1.07437e-17+0.00024186j 6.6255e-17-0.00306622j -1.22334e-17-0.000613128j -1.78406e-17+0.000699545j 8.22885e-17+0.00122246j 1.65114e-16+0.000444799j 1.21685e-13+0.00109361j -1.01201e-16-0.000166312j 1.94703e-17-0.00326024j -3.07671e-16-0.000905335j -2.23595e-15+0.0017974j 4.77387e-16-0.000705561j 6.11001e-16+0.00351252j -6.47311e-16-0.0076269j -2.98327e-16+0.00126984j 1.25601e-16-0.00190785j 4.55348e-15+0.00175883j -6.52265e-16+0.00192014j -1.83299e-17+0.00504789j -1.33019e-16+0.00255065j 5.55214e-17-1.02123e-05j -4.22602e-16+0.000278826j -3.24639e-16-0.00151191j -2.61209e-16-0.00582862j 3.49787e-16-0.00176687j 1.80597e-17-0.000536455j -2.27232e-16+0.00281345j 7.96586e-16+0.00134151j -4.48629e-17-0.00132026j -1.47676e-16+0.000779j 5.61953e-17-0.00235899j -1.08273e-18+0.00126938j -1.58907e-17+0.00193827j 1.20147e-17-0.00150018j 1.27716e-17-0.000583674j 4.50921e-17-0.0023864j 3.64098e-17+0.00368257j 4.13081e-17+0.000177306j 1.54934e-16-0.00383975j 7.01239e-17-0.00256942j -5.09049e-17+0.00232435j 6.18368e-17-0.00525123j -1.90586e-15-0.00330619j -5.21729e-16+0.000785383j 
4.40553e-16+0.0070211j 2.41262e-16-0.00116645j -1.55311e-16-0.00150372j -4.87031e-16-0.00848915j -2.40451e-16-0.00381762j -6.47335e-17+0.000527532j -5.85409e-17-0.00104199j 7.43389e-17-3.46752e-05j -6.03249e-18-0.00120449j 1.87565e-16+0.00119849j -6.0666e-17-0.00167003j -4.79307e-17-0.000893908j -2.28953e-16-0.00262799j 2.05716e-16+0.00202914j -2.66653e-16-0.000710031j -5.93974e-16+0.00292917j 3.44057e-17-0.000687286j -8.55963e-16-0.00190114j -4.86581e-13-0.00437147j -1.67155e-16-0.00163249j -3.20662e-16-0.00209454j 3.08998e-16+0.000402867j 2.09507e-15-0.00194462j -9.43366e-16+0.000287611j -7.53228e-16-0.00257424j 1.00281e-15+0.00780054j 1.45634e-16-0.00264701j 5.24356e-17+0.00373281j -1.27772e-14-0.00442004j 8.36294e-16-0.00435129j -2.50226e-16-0.00331007j -2.85462e-17-0.000668334j -2.0972e-16+0.00100286j -2.95245e-16-0.00206069j 4.6879e-16+0.0020466j 4.30607e-16+0.00456035j -8.77651e-17+0.00648313j -2.11629e-16+0.00207975j 2.71123e-16-0.0034307j 8.25872e-17+0.000571044j 2.62673e-15+0.00301192j 2.73275e-15+0.00357253j 1.57733e-16+0.00187972j -5.40328e-17-0.00136593j -1.85481e-16-0.00309298j -1.65568e-16-0.00309946j 3.76657e-16+0.00477684j 2.20683e-17+0.000182092j -4.32264e-18-0.000831685j -7.42245e-17-0.000396891j 3.01589e-16+0.00330615j 1.45195e-16+0.000791987j -1.51975e-16-0.00166212j 4.10127e-16+0.00682443j 5.01612e-15+0.00793575j 6.48796e-16-0.00381006j 
-3.54947e-16-0.00364486j 1.30012e-16-0.00236523j 1.14983e-16+0.00211098j 3.46731e-16+0.00380763j 1.23567e-16+0.00032946j 6.58796e-17+0.00258167j -8.73637e-18+3.18538e-05j -1.4786e-16-0.00268949j -6.32261e-17-0.00187236j -4.24864e-17-0.00115391j 5.13778e-17+0.0010276j 1.06452e-16-0.000893324j 5.49972e-17+0.000174488j -4.99938e-17-0.00108637j 1.65954e-16+0.000997449j 3.62764e-16-0.00171042j 1.96674e-16+0.000980814j 3.56183e-16-0.000519692j 3.03276e-13+0.00272689j 4.85384e-16+0.0023422j -4.71774e-17-0.00140999j -8.03029e-16-0.00340033j 5.3284e-17+0.000411094j 8.94086e-16+0.00200012j 7.23306e-16+0.00247647j -8.26855e-16-0.003003j 2.15309e-17+0.00129828j -9.77282e-18-0.000265061j 4.73087e-15+0.00161557j -4.7159e-16+0.00242646j 1.95298e-16+0.00331436j -1.63635e-16+0.00323855j -4.99343e-16+0.00312747j 1.13955e-16+0.00177342j -3.95232e-16-0.00268295j -7.22106e-17+0.00132539j -8.41822e-17-0.00331097j 3.54172e-16-0.000484946j -1.04227e-16+0.000860167j 3.33017e-16+0.000416292j -1.32385e-15-0.00224613j -1.30336e-15-0.000820263j -5.88017e-17-7.41212e-05j 1.0083e-17-0.000916478j 1.15633e-16-0.000238096j 1.04529e-16-0.000414373j -1.61688e-16-0.000779468j -8.25794e-17-0.00151357j -7.16407e-17-0.00118971j 3.42477e-17+0.000747278j -2.11556e-16-0.0029198j -1.54288e-16-0.00317549j 9.04968e-17+0.00247972j -2.58916e-16-0.00160913j -9.71916e-16-0.00198697j 9.62095e-17+0.00428781j 
4.37829e-17+0.00355242j 1.24432e-16-0.00054885j -3.6742e-17-0.000438505j -1.52581e-17-0.00429466j -1.32947e-17-6.46329e-05j 8.0788e-17+0.00222724j -4.43401e-17-0.00129845j -8.46226e-17-0.000551894j -2.68253e-17+0.000676752j -3.53619e-17+0.00187069j -2.72139e-17-0.00311204j -4.6592e-17+0.00111845j -1.01854e-16-0.00239949j 8.02972e-17+0.00155686j -1.39112e-16-0.00140914j -5.01137e-16+0.00277552j 2.12002e-16+0.000438064j -5.52348e-16-3.02525e-05j -3.46277e-13-0.00311474j 3.45996e-17+0.000112941j -2.0711e-16-0.00260554j 2.25596e-16+0.00141673j 1.99398e-15-0.0016876j -9.72506e-16-0.00197761j 6.82503e-17+0.00196014j 8.58745e-17+0.00274114j 2.47403e-16-0.00229157j -6.41968e-17+0.00193226j -9.84478e-15-0.00332044j 7.40717e-16-0.00292953j 1.03523e-16-0.00051285j 2.67586e-16-0.000811632j 3.46052e-16-0.000315915j -2.97885e-16-0.00190597j -1.56587e-16+0.000183548j -4.93743e-17-0.000524026j -2.64033e-16+0.00355322j -4.12094e-16+0.00306163j 1.01652e-16-0.00145425j 5.97713e-16+0.00100336j 1.52245e-15+0.00212192j 1.63194e-15+0.00204695j 1.3834e-16+0.000127431j 1.03507e-17-0.00158601j -1.62768e-17-9.02956e-05j -1.26951e-16-0.00241215j 1.85986e-16+0.0049171j -3.22824e-17-0.000281663j 6.98268e-17+0.00167481j 4.28661e-17-0.000587983j -2.72589e-17+0.000270584j -3.03123e-17+5.75411e-05j -2.99637e-17-0.000182625j 6.04187e-17+0.00287962j 2.38551e-15+0.00413171j 4.63873e-16-0.00228248j 
-1.26461e-16-0.00112398j -6.04609e-17+0.000820243j -5.96077e-17-0.0017869j 1.00581e-16-0.00110265j 6.07663e-17+0.00104339j -3.02656e-17-0.000908268j 5.69034e-17-9.51198e-06j 1.6033e-16+0.00376801j 1.99088e-17+0.001248j -5.25015e-17+0.000652318j 4.45769e-17-0.00059788j -4.19305e-17-0.000412726j 1.52339e-16+0.00197599j -7.11932e-17+0.00180756j 9.27414e-17+2.29745e-05j 2.03089e-16-0.00131475j -2.49557e-16-0.00086684j -3.52521e-16+0.00242102j -3.21889e-13-0.00289918j 1.68635e-17+0.00099625j 2.26172e-16+0.00287856j 3.63091e-16+0.00189063j 8.51302e-16-0.000908221j -1.05778e-15-0.00320406j -4.19564e-16-0.00146795j 3.23034e-16+0.00113186j 2.28824e-16-0.00149575j -1.46514e-16-0.000829446j -2.2598e-15-0.000802801j 2.1097e-16-0.00073419j -1.06707e-16-0.00223156j 7.67835e-17-0.000635858j 2.80665e-16-0.00215958j 1.32046e-16-9.42873e-05j 2.11758e-16+0.00228785j 2.8574e-17-0.00184159j -1.40394e-16-0.00176257j 6.68043e-17+0.000157824j 1.85624e-16-0.00196053j 3.42854e-17-0.000140647j -3.17582e-16+0.00104042j -4.81368e-16-0.00174519j 1.44297e-17+0.00123636j 3.2479e-17+0.0007036j 2.46928e-17+0.000506802j 8.85619e-17+0.00118445j -1.59674e-16-0.00123179j 1.00208e-16+0.00259495j -4.85631e-18+0.000340413j 1.42385e-17+8.0985e-05j -3.8461e-17+0.000363186j 6.58641e-17+0.00213105j -1.69442e-17-0.00097582j -6.36845e-17+0.000533646j -9.06524e-16-0.00117583j -9.0168e-17+5.91519e-06j 
7.91891e-17+0.00241717j -9.68592e-17+0.00103332j 9.43529e-17+0.000308427j 3.57634e-17-0.00127888j 3.03871e-17+0.000135224j 1.33332e-16-0.00166094j -2.33848e-17+0.000242913j -1.66388e-16+0.000459283j 2.74658e-17+0.00188947j -1.34282e-18+0.00110612j -7.52824e-17-0.000646837j 3.21829e-17+0.000178945j -1.19934e-16-0.000604501j -6.25944e-17-0.000489197j -1.2247e-16-0.000725859j -1.75226e-16+0.00109205j -2.81722e-17-0.000646163j -2.83875e-16-0.000151597j -1.63796e-13-0.00147372j -1.89359e-16-0.00126022j -1.77361e-16-0.0010476j 4.16494e-16+0.00267237j -3.64052e-16+4.78286e-05j -2.19859e-16-0.000653492j -2.51625e-18-0.00139775j 2.17412e-18-0.000136211j -2.15442e-18-0.000778838j -4.68024e-18+2.99999e-05j -3.05322e-15-0.00103988j 3.87868e-16-0.00148443j 1.61137e-16+0.000115323j 1.97376e-16-0.0019308j 4.48166e-16-0.00191367j -1.36335e-16-0.00159431j -5.27064e-18+0.00201779j -1.26697e-16-0.00187155j -8.35767e-18+0.00217938j -2.39123e-16+0.000343033j 1.83955e-16+4.53971e-05j -2.32166e-16-0.000355306j 6.71477e-16+0.00103841j 8.01136e-16+0.000722106j -5.97376e-17-0.000963324j -6.55706e-17+0.000500276j 1.62164e-17+0.000560498j -1.31959e-16-4.56147e-05j 1.6727e-16+0.000215987j -1.12601e-16-0.000420197j 1.26411e-16+0.00134108j -6.37712e-18-0.000796696j -5.93132e-17+0.00200052j -9.54713e-17+0.00109174j 9.18316e-17-0.000428624j -3.09453e-17-0.000348814j 4.797e-16+0.00119135j 6.60331e-17-0.00260548j 
-1.1606e-17-0.000773005j -1.06955e-17+0.000381448j 2.63106e-18+0.0013555j 2.5345e-17+0.00145953j 1.40944e-16+0.00332393j 8.89556e-17+0.00252072j -6.31645e-17+3.95551e-05j -1.41009e-17-0.000580487j 1.17682e-16+0.00301073j -1.2711e-16-0.0017752j -1.27526e-16-0.00266348j 1.17755e-16+0.000202054j 6.29839e-18+0.0011097j 1.02582e-17-0.00154184j -9.41824e-17-0.00157229j 2.31837e-17+0.000610213j -9.98949e-19+0.000250104j -5.06462e-16+0.000250476j -3.35044e-13-0.0030145j 1.07941e-17-0.000295511j -8.99798e-17-0.000577137j -4.39584e-16-0.00141064j -4.13312e-16+0.000111328j -1.08771e-15-0.00384985j 3.37186e-16+0.00125744j -3.86975e-16-0.00379229j 2.14463e-18-0.00144641j -4.77447e-17-0.000736939j -4.55187e-15-0.00141325j 1.07646e-16-0.00102232j 2.93693e-17+0.00180447j 7.50371e-17+0.00373262j 3.73607e-16-0.00200715j -4.80678e-16-0.000776751j -2.54139e-16-0.000226249j -3.8373e-16-0.00476074j 1.11621e-16+4.79656e-05j 4.00083e-16-0.00176492j 5.69391e-16-0.000709216j 1.20611e-15+0.00200189j 8.02006e-16+0.000569565j 6.56318e-16+0.00118941j 1.4579e-17-0.00100306j -6.52304e-18+0.00193505j 4.1672e-17+3.88013e-05j -6.20897e-17-0.0015868j 1.49758e-16+0.000686535j 6.32818e-17+0.000481452j 2.48064e-16+0.00446359j 5.78429e-17+0.00026455j -7.56703e-17-0.00278871j 1.59617e-17-0.00070566j 2.04305e-17+0.00191034j -6.3391e-17-0.00214059j -7.16853e-16-0.00105769j -1.71207e-16-4.72876e-05j 
9.18073e-17+0.000705182j -3.46242e-17+0.00117391j -3.39545e-17+0.00127237j -3.00828e-17+0.00159463j -9.19993e-17-0.000538603j -1.19562e-16-0.00435954j 5.85307e-17+0.00140803j 1.29945e-17+0.000493638j -2.99578e-17+0.00151498j -1.24578e-17+0.000906947j 3.3948e-17+0.00189256j 2.19516e-17-0.00122229j 4.29459e-17+0.000537287j -6.15237e-17-0.00170856j 7.00132e-17+0.000781338j 1.40781e-16-0.00102618j -2.71797e-16-0.00131463j 1.65032e-16+6.58269e-05j 8.57092e-14+0.000770336j -3.1919e-16-0.00101817j 1.34242e-16-0.000882297j 6.2544e-16+0.0034983j -1.85796e-15+0.00132909j 8.89677e-16+0.00196141j -3.08854e-16-0.00363095j 9.99176e-17-0.00227502j -1.22674e-16+0.000937095j 2.76487e-18-0.0013102j 4.49314e-15+0.00144704j -7.39484e-17+0.000644265j -1.25706e-16+0.00150432j -9.67934e-17-0.00280393j 1.33075e-16-0.00123744j 1.98409e-16-0.000591295j 3.52598e-16+0.00339795j 6.83549e-17-0.00154155j 9.34165e-17-0.000317409j -2.10956e-16-0.000647625j -1.04245e-16+0.00133024j -1.12508e-15-0.00178341j -5.28196e-16-0.000507392j -4.67958e-16-0.000950377j -3.4405e-17-0.00123109j -5.49438e-18+0.00104602j -7.57811e-18+0.00110438j 1.37717e-17+0.00164464j -1.65194e-16-0.00386492j -3.0589e-17-0.00136597j -1.06772e-16-0.00064628j -2.05081e-17-0.000787134j 7.85037e-17+0.00316072j 3.86675e-17+0.000857756j -7.30653e-17-0.000334101j 1.35151e-17-0.00256595j -9.36136e-16-0.00118802j -2.81397e-16-0.00140843j 
-2.86239e-17+0.00174309j 4.94075e-17-5.76611e-05j 1.08202e-17-0.0011884j 4.96922e-17-0.00209971j 6.30063e-17-0.000868368j 6.54302e-17+0.00188828j -1.55552e-17-0.00097201j -4.75487e-17-0.00141902j 4.08678e-17-0.00149164j -6.89409e-17-9.30681e-06j -3.33629e-17-0.00124958j -5.46171e-17+0.00160539j -1.19315e-17-0.00179376j 3.07859e-17+0.00117258j -1.16456e-16-0.000345822j -4.5867e-16+0.00212913j 2.92189e-16+0.00106215j 1.52072e-16-0.000471695j 6.47476e-14+0.000583618j -4.3306e-17-0.000594851j -7.90669e-17-0.000905092j -1.79141e-16-0.00104534j 7.29744e-16-0.000426622j -9.31176e-17+0.000526411j 1.72051e-16+0.0023937j -7.18251e-17+0.00261533j 3.5802e-17+0.000232557j -2.05339e-17+0.00132828j -1.31759e-15-0.000445234j 1.30498e-16-0.000366408j 1.11071e-16-0.00127717j 1.84763e-16-0.000326112j -1.9323e-16+0.00155545j -4.52596e-17+9.16207e-05j -2.06825e-16-0.00203696j -8.46587e-17+0.0018226j -1.6656e-16+0.00200684j -3.73737e-16+0.0018646j -2.05027e-16+0.000326939j 4.05429e-16+0.00066583j 7.80866e-16+0.000569919j 8.86257e-16+0.0015919j 3.70274e-17+0.000559611j 8.56372e-17-0.00131076j -1.83498e-17-0.000396743j -5.63462e-17-0.00155542j 7.03062e-17+0.00337076j 4.70673e-18-0.000317934j 9.18497e-17-0.000302814j 2.78754e-17+0.000151972j -8.0874e-17-0.000825473j -3.07599e-17-0.000434424j 2.89625e-17-0.000997316j -2.90327e-17+0.00234234j 1.25023e-15+0.00220897j 2.8225e-16-0.00093456j 
5.83753e-16-0.00148311j 2.81132e-16-0.000586175j -2.69707e-16+0.000385095j -3.6321e-16+0.000726834j -6.3382e-16+0.00121007j -8.65401e-16+0.0019041j 2.82646e-18+0.000114076j 3.85968e-17+9.05394e-05j -3.28168e-16+0.000552066j 5.49894e-16-0.0020542j 4.20482e-16-0.000853596j 3.02635e-16-0.00104337j -4.56548e-16+0.00163866j 2.05945e-16-0.000486794j 2.43995e-16-0.000190764j 4.32863e-16-0.000837208j -1.20293e-16-4.28837e-05j -4.39655e-16+0.000195644j -2.23503e-13-0.00201762j -1.41269e-16+0.000436898j -2.35966e-16+0.000758692j 3.01864e-16-0.00257162j 1.24524e-16-8.21939e-05j 3.00552e-16-0.00186953j -2.22569e-16-0.000247255j 5.74288e-16-0.0012018j 4.56409e-16-0.000795585j 8.65762e-17-0.000284015j -1.51886e-15-0.000601726j 3.87646e-17-0.000111172j -3.78551e-16+0.000316384j -1.50767e-15+0.00387175j 7.19512e-17+3.28495e-07j -2.37807e-16+0.000518244j 2.00919e-16-0.000120178j 6.14926e-16-0.00093238j 4.83204e-16-0.00120491j 1.15072e-15-0.00182707j 9.16254e-16-0.00148013j 2.42066e-16+0.00133348j 1.70685e-16+1.8912e-06j -4.40596e-17+0.000306359j -6.30441e-17+0.000683829j -4.14889e-16+0.00128505j 2.59224e-16-0.00114832j 3.62306e-16-0.000985098j -1.87551e-17-0.000493095j -2.94564e-16+0.00102987j -6.89954e-16+0.00132864j -2.071e-16+0.000781295j 8.88066e-16-0.00212187j 3.28012e-16-0.000746919j -5.95336e-16+0.00115869j 2.39451e-16-0.000257754j 1.04092e-17-0.000798366j -6.11885e-16+0.00145064j 
-9.301e-17-8.14407e-05j -8.88929e-17+0.000345153j 7.20097e-17-0.00178677j 7.73691e-17-0.000923772j 8.48361e-17-0.00214546j 9.33958e-17-0.00150869j 4.62596e-17+0.000567189j 2.79305e-17+0.00106855j 7.92404e-17-0.00193787j -8.21125e-17-0.00177902j -6.3209e-17+0.00152867j -3.78404e-17-0.0014961j 1.32153e-16+0.00160904j -1.1413e-16+0.000789293j 9.51368e-18+0.00166493j 7.02979e-17-0.00128982j -1.1359e-16-0.00064767j 1.03078e-16+0.000440272j 6.57938e-15+5.97472e-05j -8.4098e-17-0.000738432j 2.85607e-17+0.00202507j -2.963e-16-0.00125575j -7.37912e-16+0.000579018j 2.19825e-16+0.00178585j -3.97796e-16-0.00324314j 2.18363e-16+0.00268143j -6.10307e-17+0.00106597j -2.3166e-17-0.000111505j 4.64823e-15+0.00146703j -3.34635e-16+0.00118525j -5.70201e-17-0.0025738j 3.28548e-17+0.000585179j -6.5701e-16+0.00179413j 3.22569e-16+0.00165641j 3.27024e-16+0.00140302j 1.94042e-16+0.00311637j -6.15488e-17-0.0011466j 8.22623e-17-0.000844424j -8.29709e-17-0.00084212j -2.25359e-16-0.00043782j -1.9625e-16-0.000217171j -1.80173e-16-0.000307066j -7.62046e-17+0.00230228j 6.40822e-17+0.00077012j -9.68334e-17-0.0015893j -1.36999e-17+0.000187102j -1.01313e-16-0.00243639j 3.89916e-17+0.00106361j 5.28521e-17-0.0028661j -1.65515e-17+0.000874951j -1.22996e-16+0.000730352j -5.1222e-17+0.000588387j 1.2513e-16-0.0018889j -6.12454e-17+0.00185911j -5.01951e-17-5.92335e-05j 9.55558e-17+0.000358432j 
