-1.36614-6.45133e-13j 0.5479-3.45273e-13j -0.625045+3.60977e-14j -0.0131499-2.85088e-14j 0.0701692-3.29821e-15j -0.145263+1.05009e-14j -0.138043+3.86199e-16j -0.130352+4.1546e-14j 0.0743717+3.13545e-15j 0.037537-5.39034e-16j 0.00937319-3.2525e-15j 0.0515968-7.40598e-15j -0.0865857+8.93276e-15j 0.00964246-7.91183e-15j 0.0920976-6.78437e-15j 0.0111445-3.66489e-15j -0.0699258+1.48729e-14j 0.0518476-2.42096e-16j 0.0646853-7.16491e-15j -0.0572012+6.21282e-15j -0.0441287-1.9445e-15j -0.000943391-4.83238e-15j -0.0616369+8.4958e-15j -0.0570023+9.6283e-15j -0.0835299+1.20475e-14j -0.0104953-4.79473e-15j -0.115415+1.26891e-14j 0.121016-3.54987e-15j 0.0342932-5.33623e-14j -0.130519+8.30322e-13j 0.0775404+5.00685e-13j 0.148331+1.83761e-14j 0.171254-1.13124e-13j -0.208455-3.3829e-15j 0.0352365-2.2533e-15j -0.0472928+7.3948e-15j -0.114886+2.35791e-15j 0.0698628-8.7387e-15j 0.0481263+1.62257e-16j 0.0592215-3.99039e-15j -0.051159+7.58223e-16j 0.00972214-4.16187e-15j -0.00327006-9.33083e-15j -0.0363523+5.09417e-15j 0.00640986+7.19442e-16j -0.0200399+1.69679e-15j -0.0601715+4.40912e-15j 0.0374091-4.43699e-16j 0.000594239+2.11917e-16j -0.0106319+1.65265e-15j 0.0112747+3.72929e-15j -0.0356409-3.25314e-16j 0.0714826+3.81256e-17j -0.0169861+4.91445e-15j -0.0527126+7.19866e-15j 0.00429871+5.2343e-15j -0.0612264+6.64134e-15j 0.00489147+5.35553e-16j -0.0572933+4.62264e-15j -0.0282397+2.12354e-15j -0.0815639-2.06111e-15j -0.00529047+2.78761e-15j -0.0216233-6.26421e-16j -0.000938126+2.04383e-16j -0.102426+2.97759e-15j 0.0157395+4.59939e-15j 0.0833676-5.14495e-15j 0.0322288-1.39959e-15j -0.053676-6.10922e-15j -0.130887+7.87323e-15j 0.16978+1.24054e-14j 0.10913-8.04742e-14j 
-0.00706976-8.18274e-15j -0.054137+1.06079e-13j 0.0110019-2.38856e-14j 0.0275881-6.07091e-14j -0.00485035+9.72474e-15j -0.00547689+1.15048e-14j 0.0100851-2.24223e-14j -0.0304514+7.454e-14j -0.0136266+2.87503e-14j 0.00651251-1.24316e-14j -0.00465437+1.0319e-14j -0.0119945+2.60965e-14j 0.00676728-1.62064e-14j -0.0267759+6.25514e-14j 0.0181849-4.05394e-14j 0.00304886-7.31479e-15j 0.00503007-1.25742e-14j -0.014181+3.21209e-14j -0.0146575+3.27779e-14j 0.00582229-1.31488e-14j 0.0109198-2.42885e-14j 0.0102265-1.77792e-14j 0.0196315-4.26983e-14j 0.0296541-7.09196e-14j 0.0153487-3.54412e-14j 0.0232505-5.12013e-14j -0.0160323+3.50555e-14j -0.0174864+3.69453e-14j -0.0223778+5.46005e-14j 0.0139006-1.26486e-13j 0.00766438+2.54013e-14j -0.0142719+3.40413e-14j 0.00115652-5.42523e-15j 0.0401478-8.76602e-14j -0.0415613+9.15298e-14j -0.0104327+2.33188e-14j 0.0215928-4.83727e-14j 0.0506677-1.12843e-13j -0.0228584+5.03945e-14j 0.021713-4.69194e-14j -3.20175e-05-1.4044e-15j -0.0704934+1.54771e-13j 0.0555028+9.70762e-14j 0.0251255-5.68363e-14j -0.0680241+1.48902e-13j 0.00583589-1.09733e-14j -0.0147616+3.02181e-14j 0.010265-2.36448e-14j -0.0277823+5.54401e-14j 0.0340158-7.37043e-14j -0.0217838+4.92047e-14j -0.0665231+1.43503e-13j -0.0180984+3.66345e-14j -0.00513737+1.27064e-14j 0.0112585-2.29791e-14j 0.0431896-9.74805e-14j 0.0346166-7.71077e-14j -0.0314691+6.73032e-14j 0.0678413-1.47689e-13j -0.0249473+5.04437e-14j -0.0365498+7.85959e-14j 0.0165922-3.54233e-14j -0.021479+4.84331e-14j 0.0348938-7.55654e-14j 0.101139-2.18398e-13j 0.0254189-5.56962e-14j -0.041093+9.00871e-14j -0.0832709+1.78463e-13j 0.0253059-5.76496e-14j 0.00491926-1.36589e-14j -0.128616+2.42044e-13j -0.106688+3.359e-13j 
0.0126991+1.41089e-14j -0.0189876-2.06658e-14j 0.0166666+1.65332e-14j -0.0186306-1.86127e-14j -0.0130129-1.45155e-14j 0.000525531+1.74862e-15j 0.00318056+2.54968e-15j 0.0426987+3.53738e-14j 0.00334544+2.82603e-15j -0.00919988-1.02766e-14j -0.013813-1.41293e-14j 0.00779935+7.63553e-15j 0.00704214+9.08069e-15j 0.00955833+8.45422e-15j -0.0219908-2.28936e-14j -0.00282397-1.07596e-15j 0.0107411+1.13402e-14j 0.0108391+1.03707e-14j -0.000903191-1.55915e-15j 0.00723023+8.26896e-15j -0.000677264+5.72603e-16j -0.0056958-8.89404e-15j -0.00840156-9.42096e-15j -0.00712592-5.0412e-15j 0.00100358+5.88964e-16j -0.0164649-1.59892e-14j 0.0166257+1.74122e-14j -0.0113035-1.05756e-14j -0.014497-1.90374e-14j -0.0109102+5.14045e-14j -0.0104638-7.61965e-14j -0.00234845-6.11112e-15j -0.0364893-1.65449e-14j -0.0164795-1.50943e-14j 0.0173155+1.72998e-14j -0.0171496-1.74107e-14j -0.00698582-9.69705e-15j -0.0516726-5.47719e-14j -0.00892567-1.19046e-14j -0.0446904-4.83634e-14j -0.0211793-1.99364e-14j 0.0194758+1.71976e-14j 0.0117815+6.1015e-14j -0.0102157-9.71391e-15j -0.015595-2.1691e-14j 0.00580193+6.97723e-15j -0.00995819-9.67479e-15j -0.00766471-6.63607e-15j -0.0108012-1.69835e-14j 0.0319527+3.58811e-14j -0.0041672-1.00636e-14j 0.0310756+3.61131e-14j 0.0296436+3.15955e-14j -0.0123491-1.13485e-14j 0.0171269+2.244e-14j 0.0240156+2.34563e-14j 0.021752+2.52128e-14j -0.031372-3.61407e-14j 0.0331539+3.90703e-14j -0.00847943-1.20513e-14j 0.0132961+1.61211e-14j 0.0180411+1.99226e-14j 0.0161903+2.08935e-14j -0.0276427-2.82928e-14j 0.0174312+2.35987e-14j -0.0309416-3.78457e-14j -0.0257523-2.60542e-14j -0.0298853-3.80535e-14j -0.0462497-4.82832e-14j -0.0385305-5.08152e-14j -0.113592-8.47005e-14j 0.0387866-7.72469e-14j 
-0.00553513-4.67431e-15j -0.00662052-3.20012e-16j 0.00558743-3.65309e-16j -0.00154922-1.86481e-17j -0.00815537+1.96301e-15j -0.0275579+2.42147e-15j 0.0162418+6.29685e-16j -0.00890047-1.10245e-15j 0.0122265+1.50637e-15j -0.000791235-4.1898e-16j -0.00271754+2.2656e-15j 0.00656697-9.7532e-16j -0.00879365-1.71943e-15j -3.22571e-05-8.00833e-16j 0.00594031+2.41041e-15j -0.00163249+3.72777e-17j -0.000945416-8.95378e-16j 0.0103325-4.06934e-16j 0.00920296-1.13159e-15j -0.00299198-9.41844e-16j -0.0102552-8.65916e-16j 0.000497739+9.7087e-16j 0.0110407+1.33046e-15j -0.00482096+6.76182e-18j 0.00831955+1.6482e-15j -0.0147471+9.13301e-16j 0.00209192-8.27042e-16j -0.0194153+3.64486e-16j -0.0197765-9.449e-15j -0.0281089+1.68554e-13j 0.0106333+6.50943e-14j 0.00319484+2.43198e-15j 0.00577962-2.76719e-15j -0.0077525-2.44241e-16j -0.00953891-1.67017e-15j -0.030038+5.22432e-15j 0.0343708+4.56693e-16j 0.0254148-3.30551e-17j 0.00827429+1.49457e-15j 0.0164421+1.62733e-15j -0.00732184-7.97686e-16j -0.00561322-5.80568e-16j -0.00700601-2.90213e-14j 0.00643488-2.75987e-15j 0.0209545+3.67681e-15j 0.0107812-4.59676e-16j 0.00728849-2.95363e-15j -0.0158891-1.20494e-15j 0.0225609+6.60763e-15j -0.000380269-1.68544e-15j -0.00710561+3.8596e-15j -0.0359323-1.80747e-15j -0.00314677+9.41177e-16j 0.00529607-1.16245e-15j -0.0206553-2.01378e-15j -0.000203769+2.56513e-15j -0.0316863-3.98728e-16j 0.029182+2.39458e-16j -0.0135041-4.0818e-15j 0.0103058-2.55669e-16j -0.0291744-1.75599e-15j 0.00660684-1.20968e-16j -0.0590151-1.51664e-15j 0.0284865-1.88503e-15j 0.00957734-3.91928e-15j 0.0776929+3.879e-15j -0.0424944+2.25476e-16j 0.0585481+5.70613e-17j 0.00539065-1.36846e-16j 0.145751+5.22955e-16j 0.0254139-7.42432e-14j -0.131975+2.28511e-13j 
0.0114938+8.16971e-15j 0.0179404+9.56798e-16j 0.00447113-1.02182e-15j -0.00695895+1.94364e-15j 0.012788-5.24738e-15j 0.0209376-1.10593e-14j 0.0139069-3.80676e-15j -0.0174197+9.73082e-15j 0.00597841-1.16974e-16j -0.00458918+1.477e-15j 0.0204382-7.98531e-15j -0.000479473+1.22609e-15j -0.0183127+6.46602e-15j 0.00465336-2.55423e-15j 0.0138737-5.07122e-15j 0.00317199-1.84157e-15j -0.0132296+5.45941e-15j 0.00279648-5.68525e-16j -0.000767686+6.73907e-16j -0.00832302+3.10423e-15j -0.0118585+3.26886e-15j 0.00127616+2.29574e-16j 0.00736854-2.72104e-15j -0.00699953+1.96197e-15j 0.0121474-4.1887e-15j 0.00102624-2.03408e-15j 0.00446243-2.04973e-15j -0.00124521-8.7167e-18j 0.00251623+3.21052e-15j 0.0146943-9.72618e-14j -0.0027327-1.59188e-14j -0.00666639+2.59582e-15j -0.00794719+7.77482e-15j -0.00842372+3.46862e-15j -0.00391713+9.97968e-16j 0.0223993-1.23691e-14j 0.0212967-3.96386e-15j -0.00277095+4.5691e-15j 0.0100801-4.2621e-15j -0.00503355+3.69375e-15j -0.0034496+1.57307e-15j 0.0151183-5.81324e-15j -0.0269081-9.60431e-14j -0.0502713+2.33731e-14j 0.0464447-1.34386e-14j -0.0058773+1.78529e-15j -0.0253043+1.17881e-14j -0.0170105+5.78672e-15j 0.0370093-4.68236e-15j -0.0062731-5.60085e-16j 0.0110133-4.80173e-15j 0.00662644-5.83147e-15j 0.0457825-1.5248e-14j -0.0287058+1.55335e-14j -0.0204439+8.13423e-15j 0.016479-7.84795e-15j -0.0328193+9.5419e-15j -0.0116029+8.5768e-15j -0.0353601+7.86407e-15j -0.00531428+4.53061e-15j -0.0157737+3.71735e-15j 0.013139-4.65508e-15j -0.0203221+2.84978e-15j -0.0277913+1.21615e-14j -0.0439658+1.26718e-14j 0.0371565-8.28587e-15j -0.0174272+2.38359e-15j 0.0107519+4.01725e-15j -0.0417157+1.44248e-14j -0.0146191+1.52669e-14j -0.039328+6.26979e-14j 0.0659602-1.58499e-13j 
0.00826129+5.26029e-15j 0.023939-4.21245e-14j 0.0117783-1.82247e-14j -0.0355622+7.06632e-14j -0.00685115+1.28067e-14j 0.00395098-2.89706e-15j 0.0134331-2.37114e-14j 0.0174174-3.8663e-14j 0.0138324-2.43732e-14j -0.00403674+3.0475e-15j 0.0153529-3.6187e-14j 0.0123219-2.41364e-14j -0.0138681+2.68553e-14j 0.0281369-6.16616e-14j -0.00564934+1.35037e-14j -0.000194377+1.6285e-15j -0.013509+2.75656e-14j 0.00888798-1.76029e-14j 0.0116961-2.94191e-14j -0.0119878+2.07266e-14j -0.0171645+3.29874e-14j -0.00937265+1.43611e-14j -0.0220614+4.55019e-14j -0.020337+4.29403e-14j 0.00114519+2.51164e-15j -0.0216912+4.37404e-14j 0.00209784-3.32937e-15j 0.0210637-3.77017e-14j 0.00360214-2.16458e-15j 0.00558925-4.22172e-14j 0.00256988+7.5733e-15j 0.011514-1.87585e-14j -0.0430025+1.06136e-13j -0.0162617+3.376e-14j 0.00387595-1.43349e-14j -0.0109735+2.81445e-14j 0.0385051-7.02593e-14j -0.0158982+2.75803e-14j 0.0125123-2.38954e-14j -0.00454951+3.05589e-15j -0.00349025+1.10763e-15j 0.0410476-7.97524e-14j -0.0267773-4.59706e-14j 0.000521109-1.96738e-15j 0.0612673-1.24412e-13j -0.0427818+7.38378e-14j 0.00823096-2.43568e-14j 0.00411111-6.09002e-15j 0.0606824-1.0524e-13j -0.0366762+7.48878e-14j -0.0194529+3.44994e-14j 0.0275745-4.96379e-14j 0.00941761-1.2434e-14j -0.0271911+5.26523e-14j -0.0235476+4.36046e-14j -0.0216955+5.47963e-14j -0.0264319+6.09576e-14j -0.00603944-2.29408e-15j -0.0603911+1.24891e-13j 0.00862854-2.14711e-14j 0.0226552-4.786e-14j 0.0144652-2.06661e-14j -0.00240565+8.65287e-15j -0.041038+7.02988e-14j -0.0862909+1.7519e-13j -0.00943307+1.59081e-14j -0.0398006+7.42357e-14j 0.0524342-1.22489e-13j -0.0489576+9.64766e-14j -0.0903424+1.48754e-13j 0.0416856-6.44736e-14j 0.0905476-2.87816e-13j 
0.0242894+1.26044e-14j -0.00732337+1.39378e-14j 0.0243268+2.08454e-15j -0.00217962-8.77812e-15j -0.00142617-7.48976e-16j 0.0171054-1.59464e-16j 0.0105905+2.87288e-15j 0.00701905+2.98087e-15j -0.00469367+3.31189e-15j -0.0161165-9.1885e-16j -0.0265811+6.02704e-15j 0.000420639+2.75098e-15j -0.00191203-3.34277e-15j -0.0114351+9.43508e-15j 0.0054579-1.92934e-15j 0.000429678-5.6029e-16j 0.00177051-4.10204e-15j 0.000442843+2.20041e-15j -0.0281446+2.99188e-15j -0.0152233-2.7438e-15j 0.00130962-4.32991e-15j -0.00212559-1.46855e-15j 0.00924909-7.01718e-15j 0.00542904-6.98282e-15j 0.0138293-1.66431e-15j 0.00920157-5.32269e-15j -0.000797137+1.43496e-18j 0.0129404+6.25422e-15j 0.0168386+1.12399e-15j 0.00181405-4.05378e-15j -0.036149-2.13827e-13j 0.0108614-7.06477e-15j -0.0255398+5.62107e-15j -0.00658122-2.97832e-15j -0.0208704+5.56016e-15j 0.0248801-4.3057e-15j 0.0173589+8.72278e-15j -0.0250451-2.45715e-15j -0.00236717+2.34328e-15j -0.0246373-1.41853e-15j -0.0184135+1.25047e-15j 0.00539425+1.0191e-14j 0.0141424+4.80379e-14j -0.00934812+1.37911e-15j -0.0190932+1.95394e-14j -0.0255782-1.06138e-14j -0.0358728+4.52991e-15j -0.00815741-4.46589e-16j 0.0163792+1.91652e-14j 0.00900812-1.25527e-14j 0.0159335-2.94523e-15j 0.00332115+6.35377e-15j 0.019878+1.01163e-15j -0.00856649-8.84067e-16j -0.0261422-3.86261e-15j 0.047592-1.20328e-14j 0.0209567-1.33412e-14j -0.0485357+2.24141e-15j 0.0245673-2.04196e-14j -0.0239594+2.93697e-15j -0.0127273+6.26358e-15j 0.0392377+4.62593e-15j 0.0162926-1.14196e-15j -0.033735-8.22408e-15j 0.0248165-2.4486e-14j -0.00789312-1.49146e-15j -0.0175963-8.66447e-15j -0.0798918+2.13538e-14j 0.00873619-1.19063e-14j -0.0999327-1.48486e-14j -0.0998441+4.65938e-14j 0.0208946-6.72632e-14j 
-0.0194034-3.38931e-15j 0.0116129-8.43555e-15j 0.0135869-1.93992e-15j -0.0142698+4.40257e-15j 0.0139521-9.24242e-16j 0.00646594+1.35205e-15j 0.00530049-1.75929e-15j 0.0162606-7.13012e-15j -0.0168391+1.07631e-15j -0.00771031+5.70851e-16j -0.00273542-1.0629e-15j 0.0055244-1.45528e-15j 0.00684661-9.48294e-16j 0.00218247-1.95624e-15j -0.00603944+2.08418e-15j -0.00224434+1.55056e-15j 0.00242524-1.08304e-15j -0.0071724+6.10088e-16j -0.0113809-1.52281e-16j -0.00360951+1.8587e-17j 0.00621439-2.48821e-16j -0.00280529+1.99299e-16j -0.00479886+1.9015e-15j 0.00720455-1.3201e-15j -0.00055114-2.01386e-16j 0.00299034+1.2141e-15j -0.00846094+1.65058e-15j 0.00713555-1.59644e-15j 0.0250169-8.74536e-15j -0.0109886+8.16833e-14j -0.0256424-1.51079e-13j -0.000623249-6.74009e-15j -0.0328662+2.76904e-14j -0.0177711+4.96537e-15j 0.038023-6.20747e-15j 0.0118522+2.64827e-15j 0.00795916-3.96705e-15j -0.0220017+1.53429e-15j -0.00366915+1.68598e-15j -0.0194666+4.78596e-16j 0.0116533-3.57323e-15j 0.0100046-2.95228e-15j -0.0156659-5.53015e-14j -0.0122575+1.40194e-15j 0.0498242-1.3549e-14j -0.00337853+2.00982e-15j -5.21681e-05-2.31234e-15j -0.0295363+5.36808e-15j 0.0376753-5.44263e-15j -0.0102251+4.44858e-15j 0.0105413+3.40291e-15j 0.00292632-1.85127e-15j 0.01713+9.57705e-17j -0.0018504+2.95723e-15j -0.0309106+7.74327e-15j 0.00438755+4.87406e-15j -0.0404339+1.10584e-14j 0.0220031-5.13096e-15j -0.0373833+1.0687e-14j 0.0113109-2.51142e-15j -0.000360319-2.47316e-15j 0.0232488-3.94522e-15j -0.0217963+3.89046e-15j -0.00365156+3.87379e-16j -0.0330265+1.09456e-14j 0.0342351-3.94296e-15j -0.024163+7.16266e-15j 0.0421337-1.43991e-14j 0.00422588+2.27025e-15j 0.056432-8.0293e-15j 0.0117647-3.61853e-14j -0.0462883+9.00029e-14j 
-0.00300119-1.12748e-14j -0.0177845-3.01627e-15j 0.0195003-1.43498e-15j -0.00232321+2.41465e-16j 0.0228966-8.29161e-16j 0.00912106-1.14123e-15j 0.0049721-1.34637e-16j -0.0042031+1.43412e-15j 0.00541651+4.98372e-16j -0.0167463+7.03145e-17j -0.000536726-8.69102e-16j 0.00458511-1.10697e-15j 0.000195595+5.23739e-16j 0.0030333-9.7351e-16j 0.00582422-1.72834e-15j 0.0127954-2.46746e-15j -0.0149978+2.8821e-15j -0.018391+6.10967e-16j -0.00457583-1.03141e-15j -0.00959178+1.09267e-15j 0.00873888+3.04537e-17j 0.00182285+7.28016e-16j -0.00889848-1.57462e-16j 0.00381736+4.88315e-16j -0.00536124-2.63827e-16j 0.00615126-2.19991e-16j -0.0193889-7.11974e-16j 0.0180758-7.01556e-16j 0.00489549+2.23311e-15j 0.00449908-2.87757e-14j 0.0121722+7.84079e-14j 0.023078+3.37552e-15j -0.0414066+2.87937e-14j 0.0109124-2.04824e-16j 0.0485431-2.49674e-15j 0.0195369-3.92657e-15j 0.0044573+1.09087e-18j -0.0111069+4.02009e-15j 0.0272454-2.75402e-15j -0.0117409+1.30395e-15j -0.00739168+6.17059e-16j -0.00803225-8.63766e-17j 0.00268412+9.20193e-15j -0.0173252+6.70275e-16j 0.00254956+1.44032e-15j 0.0199037-1.60814e-15j 0.00844955-7.37464e-16j -0.0184172-5.04069e-16j 0.00287311+2.53402e-15j 0.00652226-1.77142e-15j 0.0179419+3.47355e-15j -0.0149618-3.61309e-16j 0.00463415-9.37444e-16j 0.00907265-1.00338e-15j 0.000455578-2.63036e-15j 0.00180804+7.53902e-16j -0.00715495-3.97636e-16j 0.00646761+1.57954e-15j -0.00488079+2.86724e-18j -0.00653802+2.20472e-15j -0.019278+2.80922e-15j -0.00170344+6.68664e-16j -0.0107424+9.58067e-16j 0.0138423-2.61352e-15j 0.0189813-2.10255e-15j 0.0326249-2.36092e-15j 0.00601311-3.32536e-15j 0.001312+2.498e-15j 0.00170073+4.66224e-15j 0.0617037-1.70111e-15j -0.0610308+1.68593e-14j -0.00421544-2.93776e-14j 
-0.0559339-4.18305e-14j -0.0153309-2.24864e-14j -0.00986356+4.81858e-16j 0.0183744-1.01436e-15j 0.0230203+3.96724e-16j -0.0291055+1.95223e-15j -0.00276035+2.51071e-16j -0.0185041+5.07015e-15j -0.00197296+3.35253e-16j -0.00442461-5.24704e-16j -0.00978842+1.0808e-15j 0.00229625-3.48794e-16j 0.000861931+1.52143e-16j -0.00226888+7.59211e-16j -0.00613259+9.53546e-16j -0.00192001+9.31633e-16j 0.000491241-8.25452e-16j -0.0159305+1.38296e-16j 0.00197138+2.83306e-16j -0.00535943-4.2458e-16j 0.011869-5.59355e-16j -0.00374986-1.78371e-15j -0.0197238+6.10574e-16j -0.000609805+1.46294e-15j -0.0226847+1.61901e-15j 0.000117087-4.2237e-16j -0.0165419-2.58903e-17j 0.014428+2.29275e-16j 0.00206468-7.96395e-15j -0.0191167+1.19825e-13j 0.0153614+1.03779e-13j 0.0378724+4.85408e-15j 0.021649-1.52819e-14j -0.000111827-2.13114e-15j 0.0294012+6.85578e-16j -0.0478783+4.92123e-15j -0.00486856+2.51555e-16j 0.0478254-4.65418e-15j -0.0110477+3.57854e-15j 0.018504-1.76466e-15j -0.000976995-1.70268e-15j 0.000451033+5.18445e-16j -0.0149485-5.83721e-14j -0.000683363-1.51474e-15j 0.00825195-5.17182e-16j 0.00348091+7.59301e-16j 0.0285464-2.87543e-17j 0.00135257-1.15861e-15j 0.0115792+2.56862e-15j -0.0260995+3.66523e-15j -0.0187661-6.20974e-15j 0.045327+2.54423e-15j -0.0365914+2.73545e-15j 0.019842-7.24921e-15j 0.0210097-3.35063e-15j -0.0608593+6.06792e-15j 0.00198263+2.76502e-15j 0.0200369-1.63535e-15j -0.0357181+6.00869e-16j 0.016101+6.41986e-16j 0.0561682-1.27727e-15j -0.0201099+5.61705e-16j 0.0521473-2.38586e-15j -0.0100514-1.15039e-15j -0.0379426-8.32281e-16j -0.0777353+3.97633e-15j 0.0153118-3.37948e-16j 0.065352-3.22564e-15j 0.03687-2.17312e-15j -0.00128506-1.85534e-16j 0.114884-1.76262e-14j 0.0173886+3.58687e-14j 
-0.00910985+8.18722e-15j 0.0273276-2.81255e-15j 0.00731441+3.28936e-15j -0.00521436+1.25242e-16j 0.00123468+1.00627e-15j 0.00105529-1.41605e-15j 0.0063799-4.09462e-16j 0.00156132-3.2657e-16j -0.00656684-1.63685e-15j -0.000507853+7.81807e-16j 0.00290077+5.82358e-16j 0.00739976+1.60429e-15j -0.00938288+1.59953e-15j 0.0105128-2.35719e-15j -0.00618359+2.88722e-15j -0.0100996+2.82506e-15j -0.00183652-1.57043e-15j -0.00131317-3.33245e-16j -0.00658153+5.99277e-16j -0.00560647+9.98646e-17j 0.00382295-3.26344e-16j -0.00208083-1.42839e-15j -0.0227364+2.49727e-15j 0.00753143-2.43266e-15j -0.00317159-1.28312e-15j 0.00363224-2.28489e-16j -0.0232646+3.0088e-15j 0.0120108-9.29204e-16j 0.00748075-3.96799e-15j -0.00412143+3.08167e-14j 0.0098901+6.01055e-14j 0.0017561+4.67906e-15j 0.0136481-1.28703e-14j 0.00330562+4.38142e-16j -0.0219328+2.47409e-15j 0.0068726-4.29136e-15j -0.00388329-4.1151e-16j 0.00572333-2.39509e-15j -0.0138817-1.44271e-15j 0.00446681-1.72513e-16j 0.00634062-4.79851e-16j -0.0119438+3.73663e-15j -0.00315547-1.23666e-14j -0.00587429+1.50902e-15j -0.00616776+7.08871e-16j -0.00749769-9.26244e-16j -0.0103771-3.91755e-16j -0.038457+7.16889e-15j 0.0125241+2.67674e-17j -0.000218785-4.59168e-15j 0.02846+1.3021e-15j 0.00209826-1.58525e-15j -0.0206866+4.32444e-15j 0.0336128-8.95377e-15j -0.0264912+3.63213e-15j 0.0312141-9.21048e-15j 0.0182881-7.53727e-15j -0.00516449-5.78256e-15j 0.0057454-2.64432e-16j 0.0045333-3.16041e-15j 0.0262924-3.988e-15j 0.0440789-3.31455e-15j 0.0173472+1.23395e-15j -0.0154907+2.69127e-15j 0.01303-1.79721e-15j -0.034431-6.91308e-16j -0.0153069+4.92853e-15j -0.0031255-1.35111e-15j 0.057975-1.31493e-14j -0.0212069-6.71098e-15j 0.0296785-6.20704e-14j -0.0856167+1.79106e-13j 
0.0156995-1.45863e-15j -0.0170426+1.10069e-14j 0.016293-3.75686e-15j 0.00169425-1.26126e-15j 0.00713485-8.12222e-16j -0.0107811+2.12551e-15j 0.00413291+9.38473e-17j -0.00160392+5.32388e-16j -0.0107468-4.83709e-16j -0.00308194+9.05234e-16j 0.00782215-6.49931e-16j 0.0186517-2.54047e-15j -0.00151363-2.75165e-16j 0.00354189+4.99394e-16j 0.00938222-3.40078e-15j 0.0119574-4.43121e-15j -0.0141078+3.2493e-15j -0.010406+7.93102e-16j -0.000374456-1.6418e-15j -0.0063711+1.10904e-15j 0.00463604+2.54281e-16j -0.000135586+3.79622e-16j -0.0057955-2.3865e-15j -0.00376694+3.39428e-15j -0.00953099+1.78691e-15j 0.00478512+1.00331e-16j -0.00292327-3.3482e-15j 0.0103517+4.26342e-16j -0.00272377+1.00395e-14j 0.0157553-1.0219e-13j 0.0177907+1.0927e-13j 0.0141944+1.9692e-15j -0.0187824+1.61734e-14j 0.0051167-2.55289e-15j 0.000498733-4.22614e-15j -0.0210672+6.28955e-15j 0.00240909-1.66334e-15j -0.00434-2.99488e-16j -0.0170352+1.43859e-15j 0.00133187+2.13048e-16j 0.00384472+8.98184e-16j 0.0159083-3.70981e-15j -0.00803452-3.10226e-14j -0.000854702+3.28138e-17j 0.00120077+2.83486e-16j -0.0142869+2.61914e-16j -0.00830464+1.13133e-15j 0.0250413-8.83564e-15j 0.00040137+3.05241e-15j -0.0236631+3.14883e-15j -0.0126873+1.8079e-15j 0.0223661-4.03196e-16j 0.0125743-4.23111e-15j -0.0242342+9.68672e-15j 0.0139484-6.34544e-15j -0.0282848+9.62237e-15j 0.000432939+5.25731e-15j -0.0286081+4.55433e-15j -0.00596965+7.72233e-16j -0.0140368+3.43923e-15j -0.00141701+3.55933e-15j -0.0117258+7.73416e-15j 0.0274626-1.12424e-15j -0.00728643-2.33561e-15j -0.0104077+2.15975e-15j -0.0297972-1.053e-15j 0.0196896-5.90592e-15j -0.00670957-4.41753e-16j -0.0243656+1.33523e-14j -0.0620797+2.76981e-15j -0.0192841+8.12237e-14j 0.12165-2.36166e-13j 
0.0105814+1.45593e-14j 0.019583+5.79666e-15j 0.0111187+2.47452e-16j -0.0069923+1.36473e-15j 0.00542494+3.58354e-16j 0.00552124+4.80822e-16j -0.00165424+9.85658e-16j 0.00478527-2.29698e-15j -0.00155419-4.16167e-16j -0.00161937-6.9939e-16j 0.00675001-7.61955e-16j -0.00270323+9.86414e-16j 0.00811486-1.61286e-15j 0.00714082-9.55917e-16j -0.000734012+1.54002e-16j 0.00344534-7.91925e-16j -0.00437341+4.85081e-16j -0.00232212-6.85407e-16j 0.00777833-1.62203e-15j 0.000524522-6.75015e-16j -0.000854305+1.35712e-16j -0.00416609-5.42081e-16j 0.00102205-1.02613e-15j -0.00243768+1.53907e-15j -0.00127426+1.22638e-15j -0.00722715+1.29018e-15j 0.00832862-1.90675e-15j 0.00775445-4.23747e-16j 0.00680096+3.36635e-16j 0.00191399-8.2397e-15j -0.0113604-6.76791e-14j -0.00464472-3.54213e-15j -0.00501179+4.58003e-15j -0.0142865+3.92766e-15j -0.00800966-6.78667e-16j -0.0035904+1.55451e-15j -0.0182188+2.88739e-15j -0.0210414+3.37212e-15j -0.00385893+2.97408e-16j -0.0115293+1.19792e-15j 0.00419938-7.84676e-16j 0.00682644-1.43329e-15j 0.00371933+1.52944e-14j 0.0118681-2.58768e-15j 0.0141232-1.94953e-15j -0.0172214+6.78491e-16j 0.0125115-2.93276e-15j 0.00625-1.1319e-15j 0.0270096+1.06825e-15j -0.0314691+3.25977e-15j 0.00266209+2.28429e-16j 0.015053-2.32224e-15j 0.00604303+9.0042e-16j -0.0102685+2.38264e-15j -0.00869103+2.33175e-16j -0.0251942+8.10551e-15j -0.0195989+7.31137e-15j -0.0369972+4.48865e-15j -0.0177016+2.72938e-15j -0.0117294+1.74148e-15j -0.00244539-1.00444e-15j 0.0294774-4.07139e-16j 0.0213848-3.44194e-15j -0.00117002-1.60852e-16j -0.0168551+3.35616e-15j -0.0420307+6.12014e-15j -0.00317399-9.28761e-16j 0.011666-8.10105e-16j -0.0345985+5.30384e-15j -0.0631993+7.10587e-15j -0.00496969+2.73725e-14j 0.0484619-8.83051e-14j 
