-4.84357e-15+0.405964j 2.32952e-14+0.049951j 1.79484e-15-0.0508957j 3.20384e-15-0.0149189j 3.38519e-16-0.0223184j -3.76836e-16-0.0508495j 4.66392e-15+0.0158184j -3.05209e-15+0.0311698j -1.6028e-15+0.0247645j -1.6075e-15+0.0022554j -3.37174e-15+0.0148826j -4.37048e-16+0.0366259j 1.167e-14+0.0319204j 7.19684e-16+0.0115243j 2.3022e-15+0.0393241j 3.07249e-15-0.00802449j -1.76642e-13+0.0360281j -1.06534e-14-0.0201973j 2.6539e-15-0.0579754j -8.36469e-16-0.0155261j 8.45422e-15+0.00901654j -3.76925e-15+0.0131644j 2.81145e-15-0.0755708j -5.76414e-15-0.00613058j -2.04711e-15+0.0812384j -2.74956e-15-0.0285379j -8.8196e-15+0.198732j -4.30378e-15-0.0866122j 2.39885e-13+0.0430016j -7.04961e-13-0.346574j -1.78583e-13+0.0641082j -4.51447e-14+0.236054j 2.32588e-15-0.0896596j -4.73987e-15+0.0168545j 4.91437e-16-0.00329646j -1.60341e-15+0.034627j -2.56482e-15+0.0135331j 1.10167e-15-0.0251392j -6.16767e-16-0.00317017j -4.42132e-16-0.00798367j -1.36962e-15+0.00305867j 1.35974e-15-0.0196107j -4.3596e-16-0.0145731j 3.65502e-15+0.00615869j 5.23307e-16-0.00500943j 2.20761e-15-0.00995498j 4.08087e-16+0.00484641j 9.16986e-16+0.00100769j 6.03213e-16+0.00493834j 7.77627e-16+0.0148079j 1.82283e-13-0.00322669j 8.13181e-16-0.00797755j -2.55732e-16+0.00234317j -2.32942e-16+0.000753675j -3.15092e-16+0.0111339j -1.33052e-15+0.00984191j -4.59367e-16-0.00666885j 6.82074e-16+0.00246653j 3.19486e-16+0.0155584j 6.40028e-16+0.00199415j 1.43441e-15-1.95692e-05j 8.56709e-16-0.0135183j 7.48426e-16-0.00311693j -2.73304e-16+0.00532217j 1.99248e-16+0.0149051j 1.83337e-15-0.0212989j -2.96548e-16-0.00960851j 9.76428e-17+0.0093446j -1.87566e-15+0.0131827j -6.25831e-16+0.0280364j 4.83528e-16-0.0393823j 2.63835e-15-0.0151527j 
-3.67624e-15-0.130092j 8.35771e-16+0.0420707j -1.26876e-15-0.00738491j 9.23144e-16+0.0293753j -7.80853e-16-0.0105067j 3.70603e-16+0.0357165j -4.77391e-16+0.0225817j 6.70202e-17-0.00792735j 6.69651e-16+0.00638545j -3.84583e-15-0.00558387j -2.12866e-15+0.0153684j 2.19124e-16+0.0325581j 2.78854e-16+0.00196806j -5.8396e-16+0.015397j 7.45248e-16-0.0213037j -6.40485e-16+0.015096j 2.19605e-15-0.000193071j -5.40446e-16-0.00676411j -1.75889e-15+0.00917427j -4.48149e-16+0.00260582j 5.41356e-15+0.0134376j 1.01725e-17-0.00610948j -1.50594e-15+0.00647887j -9.47812e-15-0.0283755j 2.91837e-16-0.0055123j 3.92296e-16-0.00303935j -3.88192e-16-0.0673732j 1.17776e-15-0.00577715j -7.0135e-14-0.0403644j 1.90578e-13+0.0818196j 9.531e-14-0.0424964j 1.50267e-14-0.0598619j 4.99967e-16+0.0880835j -2.43888e-15-0.0285339j 6.57186e-16-0.015378j 3.51842e-15-0.161464j -6.37873e-15-0.115234j -9.95609e-17+0.041787j -6.02439e-15+0.0314898j 1.02978e-14-0.134784j 1.72325e-14-0.139062j -8.03243e-15-0.831726j -1.05825e-14-0.271528j 4.08043e-14+0.0835546j -1.43927e-14-0.103457j 1.90649e-14-0.0723463j 3.17739e-16-0.0050427j 1.28771e-15+0.0420308j 4.91886e-15+0.0169941j 8.88163e-15+0.0773123j 4.12397e-13-0.00752281j -1.57586e-16+0.00933172j -6.25709e-15+0.0143099j -2.68769e-15+0.00455518j 7.66452e-16+0.049112j -4.54468e-15+0.0485646j 2.39903e-16-0.0234819j 3.64629e-15+0.0255003j 3.58725e-15+0.0604541j 5.03678e-15+0.016307j 8.29429e-16-0.0121102j 1.35479e-15-0.0545855j -5.40829e-16+0.00828526j 1.30442e-15+0.0158386j -2.37989e-15+0.0397716j -2.98171e-15-0.0445448j 2.03033e-15-0.0222458j 1.4208e-15+0.0367634j 2.01849e-16+0.00810189j -8.85051e-16+0.0280462j -9.19307e-16-0.0524912j -3.35288e-16-0.0156414j 
2.9309e-15+0.0814605j 1.61656e-15+0.0446305j 5.95306e-16-0.0182881j 1.42181e-15-0.031358j 4.6154e-16-0.0533805j -6.52717e-16-0.0302625j 2.82267e-15-0.00224352j -2.37454e-15+0.047148j -1.21298e-15+0.00584886j -2.23046e-15-0.003144j 3.92881e-16-0.00303245j 2.16699e-16-0.00309927j -7.61223e-16-0.00484747j 7.09987e-16+0.0102136j -2.20685e-16-0.00330177j 6.84268e-16-0.00893269j -2.8725e-14+0.0060108j -4.50889e-15-0.0135768j 5.58614e-16-0.0238437j 1.06633e-15-0.00622228j 2.99014e-15+0.00456172j -8.84786e-16-0.000929504j -2.83525e-15-0.00643573j -5.31427e-15-0.0176473j -5.20007e-16+0.025666j -3.94512e-16-0.00461767j 8.40622e-16+0.00947447j 6.11086e-17-0.0154038j 5.23297e-14-0.0240428j -1.44954e-13-0.0826151j -2.94194e-14+0.0174157j -4.29399e-15-0.00566714j 2.71883e-15-0.0535883j 1.57452e-15-0.024188j -2.43918e-15+0.0615664j 1.2894e-15-0.0245743j 2.07828e-15-0.0863031j 7.66764e-15-0.221148j 7.91428e-15-0.0698107j 8.97847e-16+0.0874752j -2.76392e-16-0.0726269j -2.82488e-15-0.0267234j 3.60154e-14-0.259422j -1.56875e-13-0.672262j -1.91577e-14-0.292103j -6.94022e-14+0.314368j 3.61194e-15-0.31231j -1.76482e-15-0.134136j -6.52733e-15-0.0264286j -2.10416e-14-0.0847572j -8.5033e-13+0.0150066j 3.8813e-15-0.0637311j 2.4321e-14-0.0377996j 1.33188e-14-0.0302732j 8.10581e-16-0.0220922j 2.40914e-15+0.00172074j 4.68202e-16-0.00130325j 5.43542e-15+0.0661473j 4.22392e-15+5.82635e-05j -4.8149e-16+0.0543489j 2.01461e-15-0.0507183j 7.04948e-16+0.00501306j 2.03555e-16+0.0423514j -2.73306e-16-0.0394203j -1.58494e-15-0.0114668j -1.74088e-15+0.0127586j -3.09014e-16+0.0455809j 9.14491e-17+0.0306223j 1.87955e-16-0.017214j -4.81953e-16-0.0511068j 5.85563e-16+0.0290556j -9.74887e-16-0.03749j 
-7.85852e-15+0.0382742j 4.55934e-15-0.0889507j 1.62787e-15-0.019859j 2.36453e-15-0.0356798j 1.95346e-15+0.021581j 1.32203e-15-0.0185602j 1.54018e-15-0.0201415j -3.23497e-15+0.0210587j -5.63101e-16-0.00237872j -7.16376e-16-0.000278038j -4.24659e-15+0.013234j -3.72525e-16+0.00454852j -6.60815e-15-0.0272048j -7.34517e-16-0.00237775j -8.20163e-16+0.00813834j -2.51174e-16-0.00171057j -8.01901e-15+0.00128422j 1.6627e-16+0.0093004j 2.2733e-15-0.00405773j -6.69161e-16+0.0125769j -5.65949e-15-0.0156581j 4.13603e-16-6.07033e-05j 2.40038e-15-0.00632898j 5.48832e-15+0.0201982j -1.01516e-15+0.000425867j -1.1379e-15+0.00974976j -4.45024e-15+0.0420572j -3.89089e-15+0.0309959j 2.85656e-14+0.0671168j -8.68907e-14-0.0225169j 6.05035e-14-0.0379128j 6.38521e-15+0.0231531j 4.80501e-15-0.0567188j 5.13328e-16+0.00058473j -8.88992e-16-0.0192362j -2.58721e-15+0.045925j 1.08792e-15+0.0170115j 6.89036e-15-0.0315175j 3.9578e-15-0.0152319j 3.84717e-15-0.124313j -1.41244e-14+0.0844444j 1.18277e-14-0.389288j 2.47517e-14+0.739041j -1.63186e-13-0.376446j 3.6194e-14+0.23601j -2.36009e-14+0.0528843j 4.1628e-15+0.0398255j 1.29812e-15+0.0446506j -6.65184e-15-0.0644385j 7.19189e-15-0.0807443j -4.84928e-14+0.000876674j -3.76708e-15+0.0109212j -1.63945e-14+0.0185596j 7.60138e-15-0.0092978j 7.32127e-15-0.0119263j 1.03574e-15-0.0416198j -4.67413e-15+0.010408j -2.36179e-16-0.00551192j 2.79382e-15-0.0498959j -4.69102e-16-0.008785j 3.58969e-15+0.0221144j -1.94494e-15+0.0250063j 2.8128e-16+0.01055j 2.10198e-15-0.0216719j 2.20455e-15-0.0133199j -2.13919e-15+0.0405475j 7.54813e-16-0.00352357j -1.4889e-15-0.00554561j 3.36416e-15-0.0209499j 1.78545e-15-0.0204408j -1.90179e-15+0.0142902j -6.79317e-16+0.0116374j 
1.35841e-14+0.00141117j 1.18085e-14-0.00944031j -7.52894e-15+0.0357039j 2.09299e-15+0.00647796j -1.7749e-15-0.00981212j -2.87324e-15-0.0108885j 7.41997e-15-0.0290173j 2.92976e-15-0.00494151j 5.40404e-15-0.0097569j -1.17774e-15-0.0101535j -1.48412e-15-0.000171107j 2.37038e-15-0.00207067j 5.01122e-15+0.0138136j -1.27353e-15+0.0197737j 2.27804e-15-0.00115394j 2.87741e-16+0.00954286j -2.58469e-14+0.00546558j -1.26718e-15-0.00582633j -3.15568e-15+0.000364639j -1.06604e-15-0.00221384j 2.56072e-15+0.00473109j 6.25321e-16+0.000729501j -3.13141e-15-0.00320521j -6.4107e-15-0.00980799j 4.98988e-15-0.0154712j -2.45487e-15-0.00338732j 3.93229e-15-0.00614488j -9.57694e-15+0.00688185j -6.78814e-16+0.00610919j -3.0818e-14-0.00850978j -7.47077e-15+0.00718071j 5.16304e-15-0.00608948j -1.82147e-15+0.0270339j -9.22289e-15+0.0465128j 3.13322e-15+0.0285749j -4.72066e-15+0.0323324j -1.46578e-14+0.013329j 2.86781e-15-0.0427614j -1.24762e-14+0.0539962j -3.43338e-14+0.105507j -4.12068e-14+0.0564493j 6.04776e-15-0.0405155j -2.75632e-14+0.391007j 9.44037e-14+0.282288j -2.43828e-14-0.836169j -2.52086e-14+0.0993593j -9.35185e-14+0.00279722j -8.91169e-15-0.000369028j -2.35523e-14+0.0394204j 1.01898e-15-0.0515441j 1.16513e-12-0.0207716j 2.74563e-14-0.0386836j -4.02545e-14+0.0583657j -1.69464e-14+0.0357003j -1.01209e-14+0.0142245j 1.12346e-14-0.0380545j 9.96638e-15-0.0420798j -6.02938e-16+0.019517j -2.29135e-15+0.0292012j 1.7534e-15+0.00473728j -1.08847e-14+0.0116239j -1.91894e-15+0.0141674j -6.51299e-15+0.0338733j 3.1219e-15-0.000560049j -7.90469e-15+0.0204152j -8.49542e-15+0.0292552j 4.14153e-15+0.00596087j -1.50128e-15-0.00145746j 6.43076e-15-0.0142111j -8.60537e-16-0.000668102j 1.15214e-15+0.00696824j -4.24034e-15+0.00634575j 
-1.16084e-14+0.145523j 2.17346e-15+0.00322849j 6.46409e-15-0.0322123j 1.38045e-15-0.00500096j 7.73137e-16-0.0253116j -1.50342e-15-0.0415451j -2.81588e-16+0.0246729j -2.29282e-15+0.0187533j -3.0018e-15+0.0133563j 4.71551e-15+0.0117972j -2.66378e-15+0.0111067j -2.48193e-15+0.0130119j 4.61974e-15+0.0184745j 2.7478e-15-0.00480166j 1.54964e-15-0.00773897j 7.23783e-16+0.00433397j -4.22148e-14+0.00839872j -2.48268e-15+0.000743602j 2.62368e-15-0.023064j -3.29999e-16+0.000541384j 1.34078e-15-0.00124502j -1.27036e-15+0.00273338j 2.51957e-15-0.0331799j -7.06669e-16+0.00665149j -4.46986e-15+0.0307447j -4.68062e-16-0.0124659j -6.21625e-15+0.0467469j 3.71807e-15-0.0333386j 7.26483e-14+0.00325719j -1.94115e-13-0.102252j -4.0902e-14+0.00986775j -1.63862e-14+0.0744064j 5.53269e-15-0.0301084j 4.85315e-15-0.0292635j 1.91448e-15+0.0242471j -9.93525e-16+0.023015j 1.25442e-15-0.0451025j 1.23463e-15-0.0520854j 1.6425e-15-0.0574491j 1.48334e-14-0.162154j 1.90776e-16-0.0649611j 1.8929e-14-0.0938943j 3.1806e-15+0.0746474j 1.23436e-13+0.465447j -1.04411e-13+0.182712j -1.2979e-13+0.36985j 1.42467e-14-0.632011j 5.27655e-15-0.0133616j -2.00944e-14-0.0188086j -6.24025e-15-0.0611725j -3.59628e-12+0.063654j -2.70505e-14+0.146999j 5.37795e-14-0.112747j 1.487e-14-0.03468j 2.19674e-15-0.0841831j 4.08418e-15+0.00999392j -6.65318e-15+0.0549193j -1.4542e-15-0.0294058j 3.84321e-15-0.0596302j -4.80129e-15+0.00840488j 4.08857e-15-0.0397933j -3.09377e-15+0.0213941j 3.84721e-15-0.0117723j 1.51934e-15+0.00672082j 6.22429e-15-0.0564512j 8.17375e-16+0.00600332j -3.41178e-15+0.0411019j 1.43397e-15-0.0134755j -5.35865e-16+0.00165867j 5.64044e-15-0.0335832j -2.52011e-15+0.0233375j -1.13164e-15-0.00110217j 
-3.15493e-14-0.0383207j -3.55023e-14-0.0729617j 4.38734e-15+0.0126354j -1.55456e-14-0.0282806j 2.27038e-15+0.000855946j 2.25008e-14+0.0262933j -1.76772e-14-0.0301496j -5.51689e-15-0.00682375j -8.40742e-15-0.0199664j -1.71818e-14-0.0162261j 4.13822e-15+0.0144381j -1.14567e-15-0.00154677j 2.0046e-16+0.00129802j -1.06436e-14-0.0137333j -8.71627e-15-0.0172263j -5.211e-16+1.88608e-05j 1.29993e-14-0.0032674j 4.62131e-15+0.00601724j 4.85635e-15+0.00483882j 4.76157e-15+0.00927277j -1.0334e-14-0.009534j 5.12715e-15+0.00625515j 8.61333e-15+0.00696948j 1.59375e-14+0.0191917j -4.88708e-15-0.00894861j 1.40077e-14+0.0215323j -1.0386e-14-0.0118373j 2.5428e-14+0.0498807j 2.2902e-14+0.0516519j 2.01043e-14+0.0199864j 4.65879e-14-0.0317346j -3.42366e-15-0.016644j -1.71508e-14-0.0271013j 5.11964e-15+0.0198389j -2.6408e-14-0.0389459j -9.42454e-15-0.0140753j 6.01368e-14+0.107201j -2.59607e-14-0.0539014j 2.18367e-14+0.0407682j 6.26385e-14+0.0954805j 1.04384e-13+0.16889j -4.90323e-14-0.0855432j -1.38769e-13-0.162492j 1.08553e-13+0.146587j 1.20602e-13+0.125293j 2.79467e-13+0.749884j 2.99196e-13+0.434872j -1.47558e-14+0.0389929j -9.99118e-14-0.143595j -6.1471e-14-0.120364j 4.53405e-13-0.00785508j -8.71648e-14-0.128337j 7.40585e-15+0.10464j 2.43304e-15+0.00279887j 1.03816e-14+0.0232217j -2.28633e-14-0.0406207j 8.57399e-16-0.0244768j 3.05927e-14+0.0369206j 3.24852e-15+0.000745067j -1.19382e-14-0.0284127j 2.81188e-14+0.0616332j -4.22336e-15+0.00535606j 1.82453e-14+0.0452896j -2.82988e-14-0.0465769j 1.25235e-14+0.0210724j 1.91398e-14+0.0416726j -2.30703e-14-0.02929j 7.35329e-15+0.0156173j -2.06284e-14-0.0441446j -3.43689e-15-0.00654127j 1.56456e-15+0.00444757j 8.05512e-15+0.0154919j 
4.45906e-15+0.0635464j -6.26647e-15+0.150993j 1.03056e-15-0.0240435j 3.72923e-16+0.0119127j 2.84497e-16-0.00761916j 2.86595e-19+0.00962073j -8.05439e-16+0.0286512j 3.00495e-16+0.00608503j -2.87413e-16+0.0201904j -6.69446e-15-0.011092j 4.86074e-15-0.013127j -4.8464e-17+0.0100311j 6.09672e-15+0.0218187j 1.04563e-15-0.00958148j -7.0492e-16+0.0261674j -1.71173e-16-0.00996264j -1.96988e-15+0.000700005j -1.30275e-15-0.021971j -1.80153e-15+0.00846379j 1.17813e-15-0.0247951j 7.43354e-15+0.0196447j -1.28891e-15+0.00152006j -3.88866e-15+0.00294175j -6.38914e-15-0.0286163j -7.14179e-16+0.0219777j 9.98904e-16-0.0110239j 1.66047e-15+0.0171963j 6.30182e-15-0.0588548j 1.57895e-14-0.0967314j -2.46033e-14-0.0482891j -1.74082e-13+0.0940585j -2.60347e-14+0.00598387j 2.16311e-15-0.0198949j 2.87747e-15-0.0389623j -3.04778e-15+0.0283478j 6.47543e-17+0.0158006j 7.86682e-15-0.0487789j -1.79113e-16-0.0225374j -9.90155e-16-0.0700835j -6.98495e-16-0.000531868j 1.63295e-14-0.11946j -6.02872e-16-0.0756261j -1.94758e-14+0.110419j 1.15979e-14+0.09761j -7.31609e-15+0.0548029j 2.57178e-14+0.0418866j 3.66522e-14+0.290235j 2.40182e-14-0.824421j 2.82878e-15+0.130535j 1.2089e-14+0.0224816j 9.61992e-13-0.0171917j 3.54703e-14+0.0132014j 8.27661e-14-0.146234j -2.662e-15-0.025818j 1.23042e-15-0.0695882j 2.46983e-15+0.0292923j 5.34751e-15+0.0656322j -3.89665e-15+0.0117798j -3.48458e-15-0.0195603j -6.11889e-15+0.0385531j 6.44705e-15-0.0991462j 3.80797e-15-0.00193554j 1.03925e-15-0.0465833j 5.71727e-15+0.0119086j 4.262e-16-0.0368829j 2.32094e-15-0.0414559j -1.95569e-15+0.0308429j 2.72589e-15-0.0146243j -2.69399e-15+0.0412718j -5.53059e-16-0.0326504j -6.42937e-16+0.0335869j 1.17729e-15-0.031095j 
1.03535e-13+0.119108j -1.07911e-13-0.110343j -1.37716e-14-0.0151708j -4.04285e-14-0.0313559j -7.11369e-16+0.000140723j -1.19958e-14-0.0145521j -3.10006e-14-0.0262701j 2.21282e-14+0.0240031j 4.91908e-16+0.00300893j 2.03592e-17+0.0025691j 2.8441e-14+0.0366225j 1.60565e-14+0.0154164j 9.74909e-15+0.0080801j 1.65012e-14+0.0173495j 2.9385e-16+0.000718838j -3.33876e-15-0.00493458j 2.78093e-15-0.00187737j 9.28116e-15+0.00950224j -5.51547e-15-0.00746558j 2.05294e-14+0.0180216j -8.31365e-15-0.00717084j 1.47539e-14+0.0107223j -4.32895e-14-0.0486922j 1.96991e-14+0.0183817j -2.40201e-15+0.00169723j 8.3513e-15+0.00693388j 7.2097e-14+0.0793748j 2.97365e-14+0.0295516j 1.65009e-13+0.092028j -2.71769e-13-0.0712279j 5.13061e-15-0.0377974j 5.57412e-14+0.0655575j -5.49279e-14-0.0409577j 1.38534e-14+0.0157524j -1.90214e-14-0.015577j 6.37674e-14+0.0693677j 5.21184e-14+0.0494349j -8.55878e-14-0.0738867j -1.85345e-14-0.0365379j -2.83976e-14-0.0513484j 6.92016e-14+0.0696436j -9.30371e-14-0.0964502j -2.04456e-13-0.197061j 1.40825e-13+0.0670075j -1.09894e-13-0.101702j -3.00334e-13-0.303246j 1.17409e-14+0.0938464j -2.45271e-13-0.153722j -8.73471e-13-0.601476j -5.56415e-13-0.464061j -1.17455e-12+0.0212382j 8.64392e-14+0.241358j 3.83519e-14+0.0179375j 1.48217e-14-0.00961287j -5.42048e-14-0.0650715j -1.09683e-13-0.105919j 3.03985e-14+0.0450036j 1.16762e-14+0.00854567j -1.01876e-13-0.0941681j -2.70141e-14-0.0275014j 2.51452e-14+0.0180202j 6.02085e-14+0.0653907j 3.11904e-14+0.0187798j -3.01673e-14-0.0133151j -2.4684e-14-0.0271715j 6.95058e-14+0.0700355j -5.14998e-15-0.00555079j -1.35802e-14-0.0193622j -4.07234e-14-0.0378968j -3.92112e-14-0.0421349j 3.11263e-14+0.0292362j 2.4965e-14+0.0310525j 
-5.12046e-14+0.147471j 4.47229e-14-0.0261446j 8.36076e-15-0.0191223j 4.23686e-15+0.0198064j -1.35239e-15+0.001746j 7.11027e-15-0.0232157j 7.10624e-15+0.014917j -9.31678e-15+0.0164482j -5.77818e-15+0.0188085j 2.90317e-15+0.0171142j -1.68956e-14+0.0280798j -4.72194e-15+0.00808791j 3.48704e-15+0.0186061j -6.61425e-15+0.0134505j 1.19643e-15+0.0145516j 3.11583e-15-0.00776356j -1.00896e-13+0.0198864j -6.61565e-15+0.000812545j 7.05237e-15-0.0170469j -5.73427e-15-0.00325511j 4.42605e-15-0.0015659j -4.00181e-15-0.0017303j 2.08131e-14-0.0418913j -6.60654e-15+0.0078773j -2.82328e-15+0.0208577j -1.59443e-15-0.00822504j -3.20537e-14+0.071361j -7.99193e-15-0.0189367j 2.77869e-14+0.0263263j -1.4518e-13-0.0792631j -3.78485e-14+0.0112235j -4.50481e-14+0.102912j 5.70332e-15+0.0208969j -5.38437e-15+0.00949723j 4.28799e-15+0.0155637j -2.64845e-14+0.0562769j -1.661e-14-0.00265209j 1.45957e-14+0.00464438j 2.05554e-14-0.0908202j 3.88833e-14-0.121247j -2.65721e-14+0.00853028j 3.11684e-14-0.0398334j 6.22142e-14-0.110746j -2.97118e-14-0.0930942j 4.83532e-14-0.11627j 2.92192e-14+0.0892441j -3.85214e-14+0.313507j -1.58868e-14+0.249211j 1.76612e-13+0.466253j 1.08638e-13-0.0478391j -2.69469e-12+0.0471404j -1.74183e-13+0.623634j 3.04798e-14-0.10942j 4.05689e-15-0.0515841j 1.52517e-14-0.0950011j 3.2801e-14+0.0100227j -2.99674e-14+0.0759796j 7.63007e-15-0.0504653j 3.31228e-14-0.0892736j 4.92448e-15-0.0148497j -5.647e-15-0.0380756j -2.5141e-14+0.059669j 7.6718e-15-0.0622918j -7.79422e-15+0.0551696j 1.5425e-14-0.0444177j -2.3188e-14+0.0133174j 2.90059e-15+0.00473394j 1.11824e-14-0.0305447j 1.02698e-14+0.00541925j 1.5251e-14-0.0362435j -7.3046e-15+0.0157366j -1.52389e-14+0.030261j 
-2.17207e-14+0.0332981j -8.2e-14+0.13241j 2.76796e-14-0.0428572j -2.69397e-14+0.0431463j 6.91475e-16-0.00140994j -2.24993e-15+0.00331372j -2.77926e-14+0.0435452j -1.16521e-15+0.00169181j -2.62701e-14+0.0384178j -4.62279e-15+0.0103106j 1.90612e-14-0.0245879j 3.22266e-15-0.00608976j -6.99447e-15+0.0207098j 9.31991e-15-0.0133076j -1.46758e-14+0.0233835j -5.24309e-15+0.0108531j -5.18995e-14+0.00936965j 6.40894e-15-0.0149334j 1.21926e-14-0.0173613j 9.57867e-15-0.0128231j -4.5102e-15+0.0169812j -1.03994e-14+0.0166155j -1.56737e-14+0.0227405j 1.20212e-14-0.0346861j -1.72565e-14+0.0264447j 1.80593e-15-0.00132086j 4.81217e-15-0.00871081j 4.47351e-14-0.0642709j 6.03961e-14-0.093514j 2.1137e-14-0.0351504j -1.42115e-13+0.0553137j -3.61496e-14+0.0260459j -5.83336e-15+0.00948338j 4.62985e-14-0.0755082j 5.23447e-15-0.0127274j 9.35574e-15-0.0162347j 4.559e-14-0.071123j -3.7839e-14+0.0599842j 4.64287e-14-0.0652579j 3.05571e-14-0.0347579j 8.48887e-14-0.130125j -4.3915e-14+0.0621016j -3.4982e-14+0.0990721j 2.86621e-14-0.0459813j 4.63753e-14-0.10651j -9.20555e-14+0.129953j -1.1278e-13+0.174987j -1.66474e-13+0.221563j 2.70768e-13-0.576288j -2.51088e-13+0.492442j -4.61005e-13+0.00773735j -6.79031e-14+0.132006j 3.20422e-13-0.297537j 1.09497e-14-0.0232043j 4.82505e-14-0.0773668j -7.65206e-14+0.103687j -7.38647e-14+0.10898j -4.35237e-15-0.014008j 3.2683e-14-0.0474147j -1.54823e-14+0.0323797j 6.74356e-14-0.0945437j 3.9916e-14-0.0672134j 5.21552e-14-0.0736395j -1.08552e-14+0.0187457j 3.78193e-14-0.056851j 5.68044e-14-0.0858411j -3.36966e-16+0.00305687j 1.3792e-14-0.0185992j -3.71513e-14+0.0578518j 1.14233e-15-0.00205781j 5.72012e-15-0.00653422j 1.72807e-14-0.0296973j 
-1.02853e-13-0.102402j -8.85934e-14-0.104479j 2.98203e-14+0.0322051j 1.29517e-14+0.0131048j 1.06665e-14+0.0120927j 1.93566e-14+0.0186742j -1.48609e-14-0.0167841j -2.11496e-15-0.00144036j -1.08423e-14-0.0121822j 1.1442e-14+0.00756795j 4.07999e-15+0.00871378j -3.31518e-14-0.0341191j -3.37527e-14-0.0265341j -5.85202e-15-0.00415349j -2.38925e-14-0.0261975j -1.08025e-14-0.011323j 6.7574e-14-0.017219j 2.60288e-14+0.0238179j 1.45528e-14+0.0156477j 5.58721e-15+0.00835759j -1.89245e-14-0.0152827j -9.53776e-15-0.011444j 2.77319e-15-0.00308262j 2.49204e-14+0.023348j -2.71517e-14-0.0304571j 1.16296e-14+0.0131211j -3.64135e-14-0.0347462j 4.757e-14+0.0598513j -1.70601e-14+0.0535445j 2.55775e-13+0.100905j 5.40897e-14-0.0512046j -8.07331e-15-0.0236899j 6.07293e-14+0.0658012j 3.94001e-14+0.045275j -1.43081e-14-0.0167647j -2.41537e-14-0.0235804j 4.36918e-14+0.0481908j 4.04952e-14+0.042408j 8.75157e-15+0.0133584j -2.56967e-15-0.00621358j 9.64679e-14+0.120158j 6.79584e-14+0.0714725j 3.73405e-14+0.0143593j -9.09557e-14-0.0767113j -7.46454e-15-0.00394562j 8.25916e-14+0.10549j -1.57995e-13-0.174293j -3.23059e-13-0.321j -1.62096e-13-0.136459j 4.18114e-13+0.37477j 6.85486e-12-0.123965j 4.80608e-13+0.542773j 2.0433e-13+0.421678j 3.24528e-14+0.0246168j 1.70321e-13+0.176266j 4.83915e-14+0.0453025j -1.08437e-13-0.109655j 1.54703e-14+0.0030547j 7.63864e-14+0.0801376j -2.17186e-14-0.0396345j 8.19988e-14+0.0877291j 3.05192e-15+0.00177284j 4.03491e-15+0.00263078j 3.67894e-14+0.0394769j 6.65916e-14+0.0731824j 3.78996e-15+0.00806682j -5.18869e-14-0.0588599j 2.67817e-14+0.0286808j -1.90815e-14-0.0250201j 2.92829e-14+0.0315096j -4.24348e-14-0.0451854j 2.71775e-14+0.0314853j 
-9.68901e-15+0.015313j 2.6565e-14-0.0439898j -6.28172e-15+0.0102682j 1.63889e-14-0.025637j 6.50066e-15-0.00957795j -1.37893e-15+0.00179472j -2.05672e-15+0.00111394j 8.91799e-16-0.00130959j 1.20656e-15-0.002294j 1.24679e-15-0.00786438j -7.92543e-15+0.00996842j -4.17835e-15+0.00627489j -3.02142e-15+0.00623781j -5.68714e-17+7.64084e-05j 6.16598e-15-0.00729957j 3.78352e-15-0.00576985j 1.64235e-14-0.00313091j -9.06814e-15+0.0154086j 7.17693e-15-0.00792806j 2.97539e-15-0.00417932j 1.87557e-16-0.00270162j -4.89838e-15+0.00706517j 6.09528e-15-0.00978967j -7.10297e-15+0.0195862j 1.92768e-16-0.00010153j 6.3131e-15-0.00839329j -4.69749e-16+0.00359164j -7.1266e-15+0.0115627j -8.42007e-15+0.0349099j -3.05798e-14-0.0042141j 6.4152e-14-0.0276013j 5.68392e-17+0.0133309j 1.26549e-14-0.0220209j -1.63482e-14+0.0253698j -1.12413e-14+0.0164032j 1.3986e-14-0.0172843j -6.19545e-15+0.0141069j 4.87344e-15-0.0092857j -1.84489e-14+0.0300849j -5.83681e-15+0.00956589j -1.33303e-14+0.0345474j 1.6274e-14-0.013908j 3.54249e-15-0.0120642j 6.06549e-15-0.00443346j 3.33808e-14-0.0235424j 2.83362e-14-0.0324034j -1.66567e-14+0.031295j 4.65349e-14-0.0744024j -1.0586e-14-0.0059762j -1.1014e-13+0.16876j -5.49094e-11+0.963194j -1.14062e-14-0.0337451j -6.50183e-14+0.0891746j -3.67436e-14+0.0138052j -3.74419e-15-0.0167667j -1.50407e-15+0.00629689j 3.52626e-14-0.0432981j 1.30721e-14-0.0253646j 1.38631e-14-0.00398468j -2.33127e-15-0.00149892j -2.5917e-14+0.0264672j -2.32103e-14+0.0292089j -1.431e-14+0.0184812j 1.4809e-14-0.0190991j -1.26286e-14+0.0182625j -1.94492e-14+0.0299483j -1.58623e-14+0.0172494j -1.16871e-14+0.0148207j 1.59481e-14-0.0255459j -5.22078e-15+0.00839218j -2.03559e-16+0.000443434j -8.76285e-15+0.0160902j 
