-4.84357e-15+0.405964j 2.32952e-14+0.049951j 1.79484e-15-0.0508957j 3.20384e-15-0.0149189j 3.38519e-16-0.0223184j -3.76836e-16-0.0508495j 4.66392e-15+0.0158184j -3.05209e-15+0.0311698j -1.6028e-15+0.0247645j -1.6075e-15+0.0022554j -3.37174e-15+0.0148826j -4.37048e-16+0.0366259j 1.167e-14+0.0319204j 7.19684e-16+0.0115243j 2.3022e-15+0.0393241j 3.07249e-15-0.00802449j -1.76642e-13+0.0360281j -1.06534e-14-0.0201973j 2.6539e-15-0.0579754j -8.36469e-16-0.0155261j 8.45422e-15+0.00901654j -3.76925e-15+0.0131644j 2.81145e-15-0.0755708j -5.76414e-15-0.00613058j -2.04711e-15+0.0812384j -2.74956e-15-0.0285379j -8.8196e-15+0.198732j -4.30378e-15-0.0866122j 2.39885e-13+0.0430016j -7.04961e-13-0.346574j -1.78583e-13+0.0641082j -4.51447e-14+0.236054j 2.32588e-15-0.0896596j -4.73987e-15+0.0168545j 4.91437e-16-0.00329646j -1.60341e-15+0.034627j -2.56482e-15+0.0135331j 1.10167e-15-0.0251392j -6.16767e-16-0.00317017j -4.42132e-16-0.00798367j -1.36962e-15+0.00305867j 1.35974e-15-0.0196107j -4.3596e-16-0.0145731j 3.65502e-15+0.00615869j 5.23307e-16-0.00500943j 2.20761e-15-0.00995498j 4.08087e-16+0.00484641j 9.16986e-16+0.00100769j 6.03213e-16+0.00493834j 7.77627e-16+0.0148079j 1.82283e-13-0.00322669j 8.13181e-16-0.00797755j -2.55732e-16+0.00234317j -2.32942e-16+0.000753675j -3.15092e-16+0.0111339j -1.33052e-15+0.00984191j -4.59367e-16-0.00666885j 6.82074e-16+0.00246653j 3.19486e-16+0.0155584j 6.40028e-16+0.00199415j 1.43441e-15-1.95692e-05j 8.56709e-16-0.0135183j 7.48426e-16-0.00311693j -2.73304e-16+0.00532217j 1.99248e-16+0.0149051j 1.83337e-15-0.0212989j -2.96548e-16-0.00960851j 9.76428e-17+0.0093446j -1.87566e-15+0.0131827j -6.25831e-16+0.0280364j 4.83528e-16-0.0393823j 2.63835e-15-0.0151527j 
-2.79876e-16-0.0104687j 1.6527e-16-0.012677j -4.7342e-17+0.00749172j 4.51816e-16+0.00224407j -9.24259e-17+0.000991458j 3.02693e-16+0.00150677j 1.12466e-16-0.00164374j 4.27941e-17-0.00134007j 1.90755e-16-0.00122696j 4.75092e-16+0.000401933j -2.0856e-16+0.000494021j -1.55811e-16-0.00168995j -4.23212e-16-0.00145582j -2.27803e-16-0.000737257j 2.37212e-16-0.001745j -1.21928e-16-0.00132308j 1.14383e-14-0.00235925j 2.57652e-16+0.00198066j 7.02081e-17+0.00187312j 3.31268e-17+0.00343563j -1.00097e-15-0.00252968j 2.5578e-16+0.000639275j 8.16347e-16+0.00266771j 1.1739e-15+0.00409003j -2.22104e-16-0.00271359j 2.91279e-17+0.00252685j 2.52216e-17-0.00476216j -6.56498e-16+0.010888j -5.51447e-15+0.00814243j 1.45439e-14+0.0106512j -6.4179e-15+0.00506045j -7.45613e-16-0.00605592j -1.52372e-16+0.0132597j -7.83806e-16-0.00182388j 4.79296e-16-0.00272669j -7.04282e-16-0.00229128j -8.64063e-16-0.00148225j -6.99736e-16-0.00469432j 2.81208e-17-0.00822563j -1.22957e-15-0.00160789j -3.49851e-16+0.00728701j 1.57514e-15+0.0101359j 5.48731e-16+0.000478455j -5.06037e-16-0.00122814j 7.70308e-16+0.00608265j -1.10006e-15+0.00317295j 1.44283e-15-0.0136427j -6.16374e-16-0.000163909j 3.09514e-16-0.00455601j 2.23106e-17+0.00452342j -4.95979e-13+0.00882233j -1.49262e-15-0.0118327j 1.05235e-14-0.0234254j 1.00041e-15-0.00839211j -7.28221e-16-0.0351261j -2.39361e-15+0.0053025j -2.56397e-16+0.0137281j -6.90223e-16+0.00464333j 5.42311e-16+0.00915293j 9.03257e-16-0.000469845j -7.50933e-16+0.00585059j -6.99049e-16+0.00434637j -9.94509e-16+0.00242133j 7.45915e-16-0.0045559j 1.86069e-15+0.00643086j -8.63329e-16-0.00284852j -1.91942e-15+0.0190874j -5.76662e-16+0.00309718j 1.40681e-16-0.0166134j 1.77951e-15-0.00244773j -2.90252e-16-0.000423379j 3.03726e-15+0.0317044j 
-4.81204e-16+0.00603077j 3.71934e-16-0.000820578j -4.40015e-16+0.00251165j 2.06127e-16-0.00101623j 1.76953e-16-2.85337e-05j 1.75359e-16-0.00396858j 1.70794e-16+0.000320874j 1.00227e-16-0.000700187j -3.25209e-17-0.000116327j 1.81176e-16+0.000620263j 1.95552e-16-0.000871217j -9.25649e-17+0.00138871j 1.92021e-16+0.000567656j 5.16882e-17-0.000106241j 5.50465e-17-2.03959e-05j 6.34492e-17-0.000448196j -1.67853e-15+0.000348432j -1.49742e-16-0.000885402j 1.15467e-16-0.00132241j -4.6721e-17+0.000756196j -2.71758e-16-0.00112956j -9.99281e-17-8.01759e-05j 1.01067e-16-0.00141173j -5.08651e-17-0.000552594j -3.88846e-16+0.00417889j -6.29313e-17+0.00033945j -3.17099e-16+0.00155242j -7.55559e-16+0.00214074j 4.70217e-15+0.00409681j -1.35441e-14-0.00575907j 2.04256e-15-0.00114969j 3.65548e-16+0.000575297j -1.15493e-15+0.00774295j -9.44482e-16+0.00686092j 1.53536e-16-0.00334597j -2.32149e-15+0.019528j 2.44671e-16-0.00165053j -9.44748e-16+0.00542434j -1.72876e-15+0.00992839j 2.94593e-16+0.000832716j 1.25206e-15-0.0104289j 5.31214e-17+0.00102321j 8.29045e-16-0.00375301j 7.98043e-17-0.0037731j -1.12856e-16+0.00152916j -1.71029e-15+0.00344466j -9.61632e-16+0.00314805j 2.8922e-16-0.00600306j 3.78454e-18-1.54971e-06j 2.33843e-16-0.000688438j -1.9354e-13+0.00343618j -6.15741e-18-0.00473381j -2.18645e-15+0.00377588j 3.96739e-15-0.0129642j -8.46162e-16+0.00839006j -1.98911e-15+0.0173524j -3.77887e-15+0.0257458j -3.91447e-15+0.0205737j -1.95595e-16+0.00638648j 2.33815e-16-0.0067572j -4.66694e-16+0.000117016j -6.0512e-16+0.00147447j -1.11634e-15+0.00850272j -1.07019e-15+0.0112155j 1.57357e-16-0.00571165j 2.70536e-15-0.0161194j -2.03835e-15+0.0187552j -7.18307e-16+0.00940244j 1.27839e-15+0.000920991j -7.24838e-16+0.00630143j -9.99744e-16+0.00238063j 4.84242e-16-0.00384999j 
-3.28683e-16-0.000684529j 2.01934e-16+0.00363471j -2.44067e-16+0.000981781j 1.06575e-16+0.00114631j 4.15558e-17-0.00264224j 1.44535e-16+0.000794518j 1.20312e-16+0.0019858j 5.12559e-17+0.000472281j -3.4807e-17-1.78376e-06j 5.24199e-16+0.000927766j 1.44031e-16-0.000594077j -1.61129e-16-0.00011544j 1.07418e-16+0.000405586j 4.90348e-17-0.00106545j 4.16898e-18+0.00183763j 6.27489e-17+0.000181872j -3.02594e-15+0.000602j -1.12404e-16-0.00101505j 3.3847e-17+0.000293653j -4.47091e-17+9.44599e-05j 6.73801e-16+0.00179202j -9.87573e-17+0.00050216j 6.4986e-19+0.00404035j -4.61011e-16-0.0020459j -2.65295e-16-0.000338245j -7.49676e-17-0.000304548j -2.25172e-16-3.08438e-05j -5.01262e-16+0.00345615j 1.61438e-15-0.00449403j -4.57118e-15-0.00417684j -2.49049e-15+0.00121937j -4.65785e-16+0.00123036j -5.70919e-16+0.00258444j -5.12018e-16-0.00176908j -2.07594e-16+0.00487781j -9.9028e-16+0.00281938j 1.61115e-16-0.0115373j -6.36582e-16+0.00670167j -1.07456e-15+0.0130239j 1.36973e-16-0.0111807j 6.27688e-17+0.00202139j 8.64717e-17-0.000271204j 9.4376e-16-0.00326113j -5.33519e-16-0.00456431j -3.9639e-16-0.00394773j -1.26375e-15+0.0042597j -1.19041e-15+0.0091537j -4.81904e-16-0.00222957j -1.08387e-15-0.0106238j -1.41078e-15-0.0099472j 2.3249e-13-0.00413487j -1.62775e-16-0.00368257j -1.53288e-15+0.00497271j -1.95419e-15+0.00744939j -6.12186e-16-0.00125865j 5.17038e-17-0.0104884j -2.94629e-15+0.000780369j -2.46629e-15+0.0417816j 4.65356e-16-0.0202338j -9.16339e-16+0.0120665j -1.93927e-16+0.00082156j -1.27919e-17-0.000713881j -5.52147e-17-0.00528631j -3.09558e-16+0.00028375j -2.67099e-16+0.0173953j 1.12587e-15-0.026915j -4.40287e-16-0.00552209j -7.63805e-17-0.0103867j 1.06774e-15-0.0253787j -6.88885e-16+0.0124451j -4.17608e-16+0.00586548j 3.90556e-18-0.00383137j 
-2.99938e-16-0.00433472j 5.07311e-17-0.00556044j -1.71805e-16+0.00345912j 5.86655e-17-0.00537631j 8.22536e-17+0.00130599j 3.75129e-16+0.0032473j -3.3437e-16-0.00395631j -4.45049e-17-0.00316655j 2.76244e-16-0.00176999j -1.04156e-15-0.00220507j -3.26536e-16+0.00126097j 2.34571e-17+0.000347523j -4.67996e-16-0.00156614j -1.00452e-16+0.00197123j -7.09788e-17-0.00316906j -8.49762e-18+0.000155708j 1.06975e-15-0.000233382j 3.39849e-16+0.00151844j 2.5609e-17+0.00167959j -1.09409e-16+0.000647173j -6.20916e-16-0.00163384j 1.55129e-16+0.000546755j 1.89562e-16-0.00146117j 8.58729e-16+0.00327131j -9.72726e-17-0.00464166j -2.67616e-17+0.00109872j -3.83385e-17-0.000917291j -2.38343e-16+0.00340942j -1.46988e-15-0.00193077j 3.83157e-15+0.0012441j 6.78678e-15-0.00119434j 1.07864e-15-0.0150444j -2.85103e-16+0.00290989j -2.96319e-16+0.00837628j -9.69266e-17-0.000439171j -1.16571e-16-0.00352159j 6.85333e-17+0.00556448j -2.01027e-16+0.0218621j -4.25806e-16+0.00374998j 5.5501e-16+0.0110517j 5.69869e-17-0.0065792j 2.6244e-16-0.00955393j 5.93747e-16-0.00387477j -2.10808e-15-0.0077691j 1.00092e-16-0.00388106j -1.1945e-16+0.000519956j -2.73689e-16-0.000392826j -2.64094e-16-0.00866653j -1.45376e-16+0.00308177j 6.52084e-16+0.000545353j 3.41417e-13-0.00606605j 1.74832e-17+0.0125989j 1.9745e-15-0.00626819j 2.35344e-15-0.0137023j -1.64305e-16+0.0174053j 2.36058e-16-0.018865j -1.35583e-15+0.0274976j -1.03686e-15+0.00486531j 2.55529e-15+0.0117796j 2.0166e-15+0.0240788j 4.99134e-16-0.00143206j -1.185e-16+0.000787274j -1.54828e-16-0.00209524j -1.62031e-17-0.00475853j 3.97493e-17-0.00970696j 4.46419e-16+0.0189245j -2.58912e-16-0.0274499j 1.68951e-18+0.00412289j 3.95128e-16-0.0122401j -9.64595e-17-0.0050455j 4.16696e-16+0.0349851j -2.5926e-16+0.00217389j 
-3.13699e-18+0.00860246j 7.43525e-18-0.00489209j 7.62381e-17-0.00157366j 6.76292e-17+0.000952195j 1.5774e-16+0.00164906j -1.30863e-16-0.0038735j 1.07333e-16-0.00208269j -8.3706e-17+0.00126191j -7.4899e-17+0.000597072j 1.44733e-16+0.000409233j -1.71905e-16+0.00142658j 2.65537e-17+0.00107384j 1.73465e-16+0.000202801j -1.62622e-17+0.00131015j 8.44353e-17-0.000229608j -1.31491e-17-0.000779736j -1.7158e-15+0.000340514j -1.32189e-16+0.00101338j 1.02333e-16-0.00341157j -1.75579e-17+0.00066141j -3.46387e-17-0.000474862j -1.27579e-16-0.000956531j 6.74875e-17-0.00446056j 2.95425e-16+0.00112657j -4.72593e-17+0.00318537j 2.6944e-18-0.00672094j -1.26271e-16+0.00478928j -2.54206e-16+0.00300202j 4.45752e-15+0.00602293j -1.24114e-14-0.00415756j 1.63713e-14-0.0096617j 2.66634e-15+0.0031987j 1.77605e-16+0.0018008j -1.1613e-16-0.00677241j -1.20002e-16-0.00906698j -7.6745e-17+0.00159832j 5.368e-17+0.00881234j 1.40227e-16-0.00455279j -1.5043e-17-0.000384293j -6.54873e-16-0.00548293j -1.93465e-16+0.00371804j -1.8302e-16+0.00170719j 1.04425e-15+0.000601697j -2.83726e-15-0.00938223j -6.34221e-16-0.0102155j -3.49114e-16+0.00176113j -2.47058e-16-0.00828195j 1.68653e-16+0.00316711j 3.37594e-16+0.00414304j 7.21579e-16+0.00884622j 2.30233e-14-0.000407227j 8.10583e-16-0.0111186j -5.50628e-16+0.00232441j 2.6759e-16-0.000988715j -7.55884e-16-3.15941e-07j -6.6877e-16+0.0309866j 8.3845e-16-0.0243411j 2.94605e-16+0.0015548j 2.2125e-15+0.000147949j 2.71238e-15+0.0423839j 2.25142e-16+0.0145637j 3.8414e-16-0.00764179j 3.73662e-16+0.00510941j 8.59725e-17-0.00177678j 2.03002e-16+0.0119542j 3.54592e-16+0.00410139j -1.35719e-17+0.0203014j 3.67899e-16-0.0371926j -1.44514e-16+0.00271316j 2.78357e-16+0.00185284j 6.63382e-16+0.0131902j -3.58611e-16-0.0215256j 
1.00284e-15+0.0203839j 3.93232e-16+0.00289287j -4.38257e-17-0.0119763j -7.73602e-17+0.00248942j 4.92048e-17+0.0020905j -5.16166e-16-0.00394763j 2.94009e-16+0.003907j 6.10517e-17+0.002502j -3.02871e-16+0.00377518j 1.73334e-15+0.00375362j 7.47986e-17+0.00209843j 8.42926e-17+0.00142607j 1.38892e-15+0.00380541j 1.47168e-16+0.00103575j 2.95757e-16+0.00300162j -1.56511e-17-0.000233003j -9.66089e-15+0.00202339j -1.22212e-15-0.00452207j -3.74594e-16-0.00482344j 3.40822e-17+0.000230316j 1.78027e-15+0.00366298j -2.53835e-16-0.000682636j -6.76012e-16-0.0061686j -1.97543e-15-0.00615224j 2.81371e-17+0.00512688j -1.1953e-16-0.00445266j 2.79621e-16+0.00999631j -1.60971e-16-0.00360444j 1.3473e-14+0.0104773j -3.76399e-14-0.015171j 7.67809e-15-0.0071045j 1.40012e-15+0.0166624j -1.32538e-16-0.0196197j -1.07108e-17-0.0158201j 1.51389e-16-0.012992j 7.4717e-17-0.000676177j -3.84991e-17-0.0113888j -7.08914e-17-0.00220337j -1.77372e-16-0.00953874j -1.65245e-16-0.0191563j -1.7369e-16+0.00432614j -9.14192e-17+0.00977085j -3.47104e-16-0.00899049j 2.75466e-15+0.00343948j -1.62188e-15-0.0153669j -1.27461e-15+0.00676487j -5.17465e-16+0.000854462j -3.44732e-16-0.00571705j 3.60235e-17+0.00673207j -3.02278e-16+0.00342982j 1.63132e-13-0.00289861j -2.71544e-16-0.0230184j -1.60194e-15+0.00591184j -5.00222e-16+0.00464047j -8.18935e-17+0.00523673j -1.19566e-15+0.00159187j -6.52746e-16-0.0225029j 2.09235e-15+0.0144257j 4.36504e-15+0.0552626j 2.60017e-15-0.00792188j 3.15682e-16+0.0224624j -4.53731e-17+0.00111398j 2.87193e-17+0.00756366j -8.12573e-17-0.00501975j -4.41613e-16-0.020701j -8.09388e-18-0.0253844j 2.19521e-16+0.00843039j -3.83604e-16-0.0159612j 3.84327e-16+0.0285923j -4.63771e-16+0.00359261j 1.19058e-16-0.00333564j -5.63702e-16-0.0122609j 
-4.37765e-17+0.00385194j 7.64098e-17-0.0207791j -1.54107e-16+0.00617236j 5.99632e-17-0.00678953j 1.69847e-16+0.000603843j 1.25693e-16-0.00131586j -1.02755e-16-0.00571216j -1.518e-16+0.000550994j 2.11395e-16-0.00234776j -5.00928e-16-0.00119354j -5.79593e-16+0.0029889j 1.23181e-16+0.00125213j -1.79817e-16-0.000994995j -7.21536e-17+0.00217453j 5.15058e-17-0.00193497j 3.52878e-17-0.00261254j 1.50809e-15-0.000337482j 3.78176e-16+0.00316076j 6.65347e-17-8.61739e-06j -1.00729e-16+0.000751681j -1.23376e-15-0.00360177j 2.92307e-16+0.000719335j 4.41468e-16-0.00560138j 3.02787e-15+0.0109452j 1.54448e-16-0.0010132j 1.60231e-17+0.0030458j 7.2473e-17+0.00639226j -8.00521e-16+0.0108065j 9.21575e-16+0.0184106j -3.38638e-15+0.00505457j 1.90742e-14-0.00859155j 3.4114e-15-0.0120783j -2.40429e-16+0.0111181j -1.6222e-16+0.0125056j -4.67322e-18-0.00156608j 4.80188e-17+0.000352873j -1.08381e-16+0.0109364j -1.0502e-16+0.00403573j -9.17626e-18+0.00259164j 1.54072e-16+0.00156116j -1.47938e-16+0.00672245j 2.12114e-16-0.00980139j 1.89366e-16-0.00442942j -1.66362e-15-0.00637128j 2.70273e-16-0.00404908j 6.30518e-16+0.000787796j 6.09283e-16-0.0120072j 1.60758e-16+0.00292031j -4.26384e-17-0.00743426j -1.29578e-16+0.00356017j -1.9194e-13+0.00339985j -3.01238e-16+0.0072044j 3.68292e-15-0.00957775j -1.05332e-15+0.00369129j -5.77022e-17-0.0162793j -2.99852e-16+0.0187515j -3.83192e-16+0.00244587j -1.47529e-16+0.00769403j 1.52238e-16+0.000424704j -5.85486e-16+0.0152604j 1.32822e-15-0.0506974j 1.17961e-15-0.0633876j 1.73504e-15-0.0352938j -1.04298e-16-0.00139256j -1.17035e-16+0.000237609j -2.71883e-16+0.0143815j -8.41461e-17+0.00912228j -7.20783e-16+0.00972459j 2.68349e-16+0.00220941j 5.6135e-17-0.0219431j -1.28954e-16+0.0278397j -6.30614e-16+0.00958591j 
-4.63631e-16-0.00832204j -3.24366e-16-0.00954276j 7.17636e-18-0.000576761j 6.12791e-17+0.00775j 3.64451e-17+0.00579193j 2.06336e-16+0.00316529j -2.36662e-16-0.00011826j 2.80786e-17-0.00326396j -2.20463e-16+0.00121817j 1.87584e-15+0.00355116j -1.73762e-18+0.00235508j -1.21794e-16-0.0030661j -1.46084e-16-0.000482583j -1.44467e-16+0.000491782j 1.59387e-17-0.000669043j -7.11371e-17-0.00125512j 6.30365e-15-0.00130437j -2.01402e-16-0.000724172j -6.27597e-17-0.00149657j 3.88602e-18+0.00232151j 1.15796e-16+0.00061527j 1.99885e-16-0.000167459j 1.26729e-17+0.0016556j -4.3189e-16-0.001026j -4.15178e-16-0.00866248j -3.35141e-18-0.00599624j -5.24358e-17-0.00774493j -4.92206e-16+0.0104925j -4.0966e-15+0.0106601j 1.14489e-14+0.00958984j -1.22148e-14+0.00760162j -1.99843e-15-0.00497448j 2.07178e-16+0.00383425j -1.67281e-16-0.0234593j 1.556e-17-0.0196058j -2.64401e-16-0.00595461j 3.11748e-18-0.00831266j 1.2329e-16+0.0243913j -4.08311e-17+0.00579018j 1.59709e-16-0.0136711j 3.13823e-16+0.00757508j -5.46788e-17-0.000977511j 6.71968e-16-0.00649151j -2.69821e-15-0.0112262j -1.20434e-15-0.0127101j -1.47473e-15+0.00937274j -3.33307e-16-0.00569914j -7.47203e-16-0.00679852j -7.55715e-16-0.0041423j -1.33511e-15-0.0118937j 1.44692e-13-0.00257672j -1.53732e-16+0.000924995j 9.01078e-16-0.00229439j 1.51911e-16+5.4444e-05j 9.01261e-16-0.00213722j 2.10443e-16-0.00243845j -7.88991e-16-0.0109552j 1.10631e-15+0.0251649j 2.14373e-15+0.00181143j 9.88098e-16+0.0200721j -1.8925e-16-0.0616958j -3.21735e-16+0.0365992j -2.52235e-16+0.0337719j -2.27356e-16-0.0271181j 2.3122e-16-0.000845255j 2.22538e-16-0.0031115j -4.81656e-16-0.0106222j -2.442e-16-0.0254403j -9.38752e-17+0.00435325j 9.83721e-17+0.00370444j -6.69567e-16+0.0067676j 6.97337e-16+0.0370635j 
3.71993e-16+0.0089536j 1.68812e-16-0.000174824j -1.85615e-17+0.00457797j 2.40446e-17-0.00503179j 7.71522e-17-0.00188882j 8.0327e-17-0.00063679j -1.4252e-16-0.00315687j -6.87904e-17-0.0011144j 1.57403e-16+7.32373e-05j -1.47994e-15-0.00257443j -1.09709e-16+6.0697e-05j 2.04104e-16+0.00250019j 1.35264e-16+0.00019658j -2.65231e-17+0.00204546j -3.6502e-17-0.00171121j 5.08629e-17-0.000338096j -3.44193e-15+0.000744186j -1.02007e-16-0.000685945j -7.11648e-17-0.000918489j -6.51283e-17-0.00234908j -5.14265e-16-0.00177918j -1.27008e-16-0.00172351j -1.65594e-16-0.00313623j -4.26367e-17-0.000299807j -3.79566e-17+0.00255729j -1.79779e-16-0.00275052j 8.05383e-17+0.00464136j -2.4944e-16+0.00397109j 1.27178e-14-0.00112261j -3.56221e-14-0.0182784j 9.79851e-15-0.00449938j 1.68192e-15-0.00587947j 2.56825e-17+0.0040869j 3.67831e-17+0.00867243j 4.82287e-17+0.00315911j -5.99094e-17-0.00681928j 5.99422e-17+0.00544241j 5.78542e-17+0.00529005j 4.91346e-17-0.0151307j 1.15899e-17-0.0100519j 1.51292e-16+0.00217112j 9.7485e-17-0.00422149j -2.53665e-16-0.00701283j 2.97369e-15+0.00546274j -1.73585e-15-0.0107504j -1.45754e-16+0.00204424j -7.87062e-16+0.00122816j -4.43755e-16+0.0045294j -1.55978e-16-0.00851114j -7.50959e-16+0.0012152j -2.0235e-14+0.000354937j 6.3476e-18-0.0191935j 8.23401e-16+0.00094721j -3.02021e-15+0.0115517j 3.39562e-16-2.50513e-05j 2.71402e-16-0.0103716j -5.56889e-16+0.00310549j 5.07387e-16+0.00258073j 1.25045e-15+0.00915126j 5.13582e-16-0.00275962j -3.69359e-16+0.00645455j -4.49734e-16-0.061643j -9.89715e-16+0.0778794j -6.03403e-16+0.0173972j -1.77394e-17-0.00502305j 3.21503e-16-0.00105599j -3.0139e-16-0.00212013j -7.90776e-16-0.0117642j 1.93937e-17-0.0192765j 1.6906e-16+0.0244342j 7.65812e-16+0.0396709j -1.47467e-15-0.0142915j 
5.63006e-17+0.00020904j -2.4854e-17+0.00421254j -4.64711e-17+0.00711073j 8.10937e-17+0.00459831j -2.98512e-17-0.000508191j -1.20874e-16-0.00126802j 1.07975e-16+0.00183916j 3.49395e-17-0.00280032j -1.20991e-16+0.00219367j 2.97616e-16+0.000884189j 3.21793e-16-0.00157671j -1.31e-17+0.000115595j 1.85748e-16+0.000844517j 5.05806e-17-0.00091037j 1.48489e-17+0.000280709j -8.91302e-19-0.000139656j 4.8731e-15-0.000966103j -3.87903e-16-0.00278906j -9.45543e-17-0.000293214j 1.6735e-16-0.000656617j 1.0266e-15+0.00273625j 7.37512e-17+0.00402562j -2.87506e-16+0.00296107j -1.08348e-15-0.00413663j -1.82419e-16+0.000353609j 2.22236e-17-0.00437676j -3.18306e-17-0.00951745j 5.53126e-18-6.99988e-05j 1.06924e-14+0.0065247j -2.95944e-14-0.0126467j -2.02041e-14+0.011204j -3.3852e-15+0.00046646j 9.75148e-17+0.0136077j -1.45252e-16-0.00215663j -5.8228e-17-0.0023523j -1.62667e-16+0.007355j 2.25867e-18-0.0127454j 2.72661e-17-0.00335128j -5.21568e-17-0.00621286j -1.61484e-16-0.0204694j -9.28702e-17+0.00888697j -1.35944e-16+0.0116996j 8.49259e-16+0.00416404j -3.48455e-15-0.00872678j 6.45426e-16+0.00603035j -2.10525e-15+0.00784083j -1.5549e-16+0.00390498j 3.81246e-17+0.00257193j -3.86531e-16-0.00896683j -3.85492e-16+0.000357082j -7.81962e-14+0.00140077j -1.04505e-16-0.0277621j 1.51026e-15-0.00163764j -3.82773e-17-0.00106941j -1.85853e-16-0.00186359j 1.20614e-16+0.000391489j 4.92503e-16-0.00132311j -2.23614e-16+0.00421691j -6.58727e-16-0.0115567j -3.7574e-16+8.46282e-05j -1.41073e-16+0.015426j -3.8325e-17-0.0168846j -2.27966e-16+0.0129753j 2.45733e-16-0.0994272j -2.42254e-17-0.00911318j -8.63789e-17-0.000792186j -9.30232e-17-0.000364152j 1.95719e-16+0.00641418j -2.07771e-16+0.0226971j -2.2594e-16+0.0452421j -4.58902e-16+0.00499589j 4.81904e-16+0.0229721j 
-5.68958e-16-0.0161009j -2.90426e-16-0.00341615j -9.18809e-17+0.0101856j -5.0458e-17-0.00395435j -1.25699e-17-0.00193784j 2.85316e-16+0.003842j -2.49925e-16-0.00248912j 3.09432e-17-0.00311292j 2.80544e-16-0.00296397j -9.75793e-16-0.00213332j -9.41716e-18-0.00140167j 4.51366e-17-0.00059957j -8.27279e-16-0.00197233j -8.84745e-17+0.000196048j -1.9838e-16-0.00416876j -2.13421e-17-0.000102212j 1.11003e-14-0.00225871j 6.24645e-16+0.00162182j 4.21808e-17+0.00377437j 5.8954e-17+0.00115102j -3.92118e-16-0.00120814j 2.87297e-16-0.000175874j -3.0985e-17-0.00177903j -1.97382e-16-0.000178111j 8.72925e-17-0.0030678j 2.44599e-16+0.00833938j -2.90143e-16-0.0130049j -4.53319e-16+0.0131585j -9.11257e-15-0.0124851j 2.55391e-14+0.0083966j -9.32522e-15+0.0078021j -1.63597e-15-0.0155155j -1.61629e-16+0.0127142j -1.41712e-18+0.0198532j 4.99971e-17+0.0192165j 2.26537e-16+9.15586e-05j -2.03649e-16-0.000754778j 3.0211e-17-0.00468632j -1.21888e-16-0.00562757j 2.44334e-16+0.0107191j 1.32051e-16+0.000190793j -2.31192e-16+0.00658936j -1.39601e-16+0.0113347j -6.99359e-16+0.00279105j 1.73721e-15+0.019589j -7.03637e-16-0.000107273j 1.74506e-16-0.000215147j 2.07678e-16+0.00816881j 7.69007e-17-0.00631725j 3.28385e-16+0.00163639j -2.65603e-13+0.00473009j -2.25278e-16-0.00550894j 2.56705e-15-0.00616689j -2.01411e-16-0.00167187j 9.28953e-17-0.00415409j 7.2583e-16-0.00823751j 7.44577e-16+0.0151931j -1.23773e-15-0.0149985j -2.41752e-15-0.0225107j -1.37812e-15-0.00894205j -3.53995e-16+0.015054j -3.68027e-16-0.00483309j -4.96604e-16+0.000620942j 4.49126e-17-0.00920039j 4.84014e-17-0.126465j -1.80749e-16+0.0111032j 2.08122e-16+0.00473888j -1.57449e-18+0.00753553j 1.38857e-16-0.0482213j -1.90337e-16+0.0199485j -1.58678e-16+0.00459918j 4.51893e-16+0.0145017j 
