-1.32874-6.14802e-13j 0.488651-1.44916e-13j -0.579764+3.96118e-14j 0.0114767-1.96403e-14j 0.0608219-1.26846e-15j 0.149945-8.39196e-15j -0.0739345+2.75307e-16j -0.0989739+9.65047e-15j -0.0735307+3.09521e-15j 0.0040947+3.37018e-15j -0.0846501+7.85667e-15j -0.0360477-3.28067e-16j 0.0386807-5.42223e-15j 0.0428527-2.13288e-15j 0.00477583-5.62368e-15j -0.023766+8.98514e-15j 0.00487226+2.80781e-15j -0.0509985+4.50851e-14j -0.0393424+1.01672e-14j -0.000464565+2.97265e-15j 0.0297555+1.5921e-15j 0.0427032+2.87638e-15j -0.00360666-4.10734e-15j 0.0116434+7.02425e-15j 0.0191989-1.20012e-15j 0.0611673+3.54531e-15j 0.0115333-1.15364e-15j 0.0285096-2.62927e-15j -0.00263277+8.45015e-15j -0.0317267+6.66276e-15j 0.0448829-2.06994e-14j 0.0240058-7.77052e-15j 0.0438813-3.67139e-15j -0.0448215+6.20191e-17j 0.049102-7.71473e-15j -0.0157746-2.3253e-15j 0.0190321-1.12518e-15j -0.0286039-3.48258e-14j -0.03404-3.83215e-14j 0.0184065+9.24272e-15j 0.00191009+1.44764e-14j -0.0328375-9.32939e-14j 0.042982-2.86779e-15j -0.0805206+3.78156e-15j -0.0205688+6.09694e-15j 0.0535647-1.61977e-15j -0.0138225+1.14969e-15j -0.0246706+3.25162e-15j 0.083213-2.98753e-15j 0.0579283-7.78493e-15j -0.0693668+5.72877e-15j -0.0251214+2.07088e-15j -0.0476043+7.41241e-15j 0.123804-7.12799e-15j -0.162999+1.17328e-14j 0.042065-1.70611e-14j 
-0.00797766+1.27329e-14j 0.105864-4.83953e-15j -0.716898+3.68e-14j -0.397973-5.66318e-15j -0.167382+6.46334e-15j 0.0259103-2.79486e-15j -0.399674+1.78301e-14j 0.0370498+1.1906e-14j -0.283178+6.55892e-15j -0.0688331+8.80435e-15j -0.0355659-2.44232e-16j -0.153396+9.24856e-15j -0.116131-4.21984e-17j -0.0603174-3.24587e-16j -0.0923915+1.52702e-14j -0.0317946-9.81934e-15j 0.0893166-1.85259e-14j 0.015417+3.71048e-16j -0.111717+5.49896e-16j 0.0771141-7.20214e-15j 0.0804079-8.23652e-16j 0.0395751+5.29036e-15j -0.139082-1.51012e-15j 0.000601528+1.34471e-14j 0.0263028+1.30404e-15j 0.0422383+3.45692e-15j 0.00119004+6.63589e-15j 0.0844633-2.55019e-15j 0.0518108-1.50751e-14j -0.0968534+1.50037e-15j 0.0445167-3.22986e-14j 0.138626-2.08695e-14j 0.0766252-7.97211e-15j -0.0862559+1.80663e-15j -0.0138963+9.52085e-15j -0.136941-1.19428e-14j 0.0312477+8.47798e-15j 0.0507067-1.37899e-14j -0.0924363-1.82516e-14j -0.046027-2.3397e-14j -0.0477609+4.38445e-14j -0.120305-3.26486e-13j -0.066438-1.1823e-15j -0.295631+9.28385e-15j 0.102836+3.30067e-16j -0.0763107-1.46212e-15j 0.246588-1.94941e-14j -0.0226105+4.47801e-15j 0.588189-6.63581e-15j -0.135722-7.08787e-15j 0.0700356+1.03419e-14j 0.53327-3.22882e-14j 0.616844+2.14193e-15j 0.660736-4.79069e-14j 0.0274254+1.87051e-15j 0.374385-5.2776e-14j 
-0.130858-6.71148e-14j 0.0726389-1.67016e-14j -0.235143+4.73564e-15j 0.132118-3.98717e-15j -0.195902+3.65993e-15j -0.235815-3.87605e-15j -0.215841+4.49469e-15j -0.0329082+1.9378e-15j 0.00859343-3.90229e-16j -0.0386911+1.53738e-16j -0.046754-2.5522e-16j -0.028921+4.69123e-15j -0.165543+1.77325e-15j -0.140507+6.42263e-15j -0.0925669+1.27656e-14j -0.0126068-1.65877e-14j 0.0685572-1.58941e-14j -0.00639943+4.45828e-15j -0.00237533-3.37659e-15j 0.0590003-6.6433e-15j -0.0441148-1.74105e-15j -0.0414492-1.80005e-15j -0.0574313+2.8659e-15j -0.0481908-5.29953e-15j 0.0512632+1.3099e-16j -0.0235226-2.80017e-15j 0.0940566-4.85341e-15j 0.022277-2.88569e-15j -0.0034832+1.25694e-14j -0.106465+9.70431e-16j -0.0913648+1.44772e-14j 0.0825765+3.12235e-15j 0.0521463+1.23935e-15j -0.0821317+5.98395e-15j 0.0496185-1.20786e-15j 0.00220843-3.96974e-16j 0.00694604+1.37899e-15j 0.0853588+4.71618e-15j -0.0828581+6.0859e-15j -0.0377761-1.73994e-14j 0.00452724-2.28046e-14j 0.0551689+1.54916e-13j -0.0052567+1.88184e-15j -0.0902904+1.95867e-15j 0.069175+2.29145e-17j -0.0752555+1.14673e-16j -0.0953238+1.74698e-15j 0.0688191-1.28094e-15j -0.000626689-1.64513e-15j -0.0595467-2.70955e-15j 0.114743-6.1927e-15j -0.0313532-3.66326e-15j -0.406916+7.74676e-15j 0.137717-3.0347e-15j -1.45776+3.45181e-14j -0.335032+3.89445e-15j 
-0.0613852-5.10223e-14j -0.112005-9.2974e-15j 0.276225-4.27797e-16j 0.211245-4.77667e-15j 0.252717-5.98379e-16j 0.0742372+2.24456e-15j -0.0547701+2.94628e-15j -0.122303+3.58521e-15j 0.00909774-8.62002e-16j -0.0139028+2.50643e-15j 0.0492899-2.11601e-15j -0.102695+2.04464e-15j 0.000303445+1.32183e-15j 0.0543666-1.64755e-15j -0.043386+4.12317e-15j -0.00783798-5.16097e-15j -0.000911185+5.13588e-16j 0.00910731+4.25656e-15j -0.100778+7.17225e-15j -0.0776561+7.51025e-15j 0.0928202+2.90135e-15j -0.00448759+3.88849e-15j -0.0541458-2.25968e-15j -0.0265828-2.48447e-15j -0.0121755-1.55095e-15j 0.0207269+1.36174e-15j -0.0510183-2.15109e-15j 0.069691+5.68317e-15j -0.0227484+1.23792e-14j 0.0499385+8.78235e-15j 0.0160972+8.93482e-18j -0.00514622+5.79297e-16j -0.000843206+4.72022e-15j -0.0366163-2.27875e-15j -0.0553105-2.57755e-15j 0.109638+2.1336e-14j 0.112207+1.23809e-14j 0.0137865+3.48997e-14j 0.0158484+2.78521e-14j 0.0438085+2.62094e-14j -0.0121348+2.7933e-14j -0.068917-1.91032e-13j -0.0752018+3.50088e-15j 0.0626557-6.24263e-16j -0.036384+1.68248e-15j 0.095331+6.32699e-16j 0.0775646-5.65238e-15j 0.10199-2.41905e-15j -0.0360865-3.08877e-15j 0.044966-5.33476e-17j -0.0314071-5.5542e-17j 0.177104-2.9827e-15j -0.175687-2.18907e-15j -0.414415+6.21939e-15j -0.39116+4.88879e-14j 1.50918-1.94095e-13j 
-0.0665447-3.60833e-14j 0.0193886-9.39706e-15j -0.0433209+3.29128e-17j -0.235176+7.87449e-16j -0.630948+5.18308e-15j 0.039753-6.70662e-15j -0.0618208-2.1024e-15j 0.0390932+9.36861e-16j 0.144063-2.21991e-15j -0.0654398-3.05466e-15j -0.210315+6.36836e-15j -0.109016-3.32109e-16j -0.0338071-6.36046e-16j -0.165639+1.18613e-16j 0.0118112-4.17125e-15j -0.0215265+1.02134e-14j -0.0155109+3.62858e-15j 0.0113691-4.75975e-15j 6.32413e-05-5.45257e-15j 0.084835-4.93021e-15j -0.0495973-1.83338e-15j 0.000610992+2.18465e-16j 0.0102866-2.09454e-15j 0.0282768+6.8758e-15j 0.0342331-1.04378e-15j -0.00405983-3.21292e-15j 0.0738603+5.73685e-15j -0.00227783-1.93334e-15j 0.0704586-3.04909e-14j -0.079875-5.44355e-15j 0.0278161-1.23083e-14j 0.0336298-7.8272e-15j -0.0201051-5.43978e-15j 0.0252552+1.23686e-15j 0.000178081+4.59202e-15j -0.100382-1.8775e-14j -0.0612979-5.33827e-15j -0.0135776-3.65253e-15j 0.0213167-3.20178e-16j 0.00255194-2.09228e-15j -0.044702-3.16815e-16j 0.000510593+1.90186e-14j 0.0496572-3.8724e-15j -0.123289+2.02207e-15j -0.0325426+1.15248e-15j -0.15178-5.25835e-15j 0.0228505-1.25647e-15j -0.0825222-3.89896e-15j 0.194823-2.5794e-16j 0.0171695-8.12595e-16j 0.168497-5.22326e-15j -0.117104-8.73627e-16j 0.19245-6.92478e-16j 0.125512-2.50249e-15j 0.35014+1.20238e-14j 0.346412-3.08941e-14j 
-0.0141798-2.36207e-14j -0.121622-1.05315e-14j 0.00770362-4.24388e-16j -0.0103415-4.72161e-15j 0.191878+4.53148e-15j -0.48412-3.65592e-14j 0.0739693-4.84031e-15j -0.019984-3.66282e-15j -0.117923-6.75862e-15j 0.0645228+5.33912e-15j 0.14792+3.84777e-15j 0.16542+5.88872e-15j 0.0707663+7.98237e-16j -0.0574069-3.43069e-15j -0.0914273+1.36612e-14j 0.0570387-2.97617e-14j 0.0931853-2.07616e-14j -0.0268352+2.39236e-15j 0.0937862-3.11858e-15j -0.0214823-7.82359e-15j 0.0646414+3.86961e-15j 0.0180792+2.0763e-15j 0.0181795-2.56864e-16j 0.00803133-5.08509e-15j -0.07977-2.99459e-15j -0.0132227+2.23728e-15j -0.0603342-5.20317e-15j -0.0493281-4.47023e-15j -0.0460941+1.22318e-14j 0.0307321-9.56285e-16j -0.0249662+5.19905e-15j 0.00383239+3.43026e-15j 0.0146352+3.95643e-15j 0.0369273+3.05846e-15j 0.00960607+4.57745e-15j -0.00144514-5.40354e-15j 0.0961314+1.47276e-14j 0.0168222+3.75431e-14j 0.015438+2.76392e-14j -0.0866398-4.90576e-14j -0.0272165-8.46559e-15j 0.00228513+1.73494e-14j -0.0668094-3.45001e-15j 0.0596362+3.5715e-16j 0.0290262+2.23679e-15j 0.0431664-1.99452e-16j -0.0108816+2.01155e-15j -0.015664+1.22386e-15j -0.186422-9.52079e-15j -0.0112198-3.1171e-15j 0.0374501-2.09509e-15j 0.283055+9.44844e-15j -0.180394-2.35879e-15j -0.0936665-6.10342e-15j 0.570934+3.82622e-14j 0.19523-1.84193e-15j 
0.112957+6.60928e-14j -0.0148719+1.30519e-14j -0.023634-3.29659e-16j -0.116667-3.64616e-15j 0.0399323+2.52502e-15j 0.0939473-4.74004e-15j -0.452703-2.02009e-15j 0.00397677-9.95176e-16j -0.0289784-1.34368e-15j -0.0832258+3.64075e-16j -0.0257025-4.55501e-16j -0.180661+7.91357e-16j -0.187782+7.79676e-17j -0.0253263-9.4502e-16j -0.0897674+4.41326e-16j -0.0549728-2.60014e-15j 0.0279024-9.51747e-16j 0.0211041-1.8702e-15j -0.108256+3.59118e-15j -0.00566592+3.54373e-15j -0.00475221+3.66613e-15j -0.0109087+1.18702e-15j -0.0920784-1.75192e-15j -0.0455825-3.56935e-16j 0.0763411+1.11461e-15j 0.0246031+3.87804e-17j 0.0316656-1.90935e-15j 0.0517308+2.24814e-15j 0.00558762+3.75941e-15j -0.0375285+2.5544e-15j -0.0319817+8.15885e-16j 0.06029-2.50255e-16j 0.010948+1.85099e-15j -0.0846052-2.57202e-15j -0.0239538+9.99922e-16j 0.0143609+8.61019e-15j -0.027528+4.14204e-15j 0.0752461+1.8203e-14j -0.0521055+1.58757e-14j 0.032446+1.89299e-14j 0.0796649+1.36597e-14j -0.0210825-9.37487e-14j 0.00774404-9.20877e-17j -0.0690464-8.15841e-16j 0.0814059+3.29817e-16j -0.046648+2.55119e-15j 0.0139984-2.1625e-15j 0.110684+2.05892e-16j 0.0452812-1.25799e-15j -0.135509-5.90041e-16j -0.0983496+4.91383e-15j -0.0315829+6.24776e-15j 0.378052+1.76824e-16j 0.0343853+3.2182e-15j 0.573222-8.18279e-15j -0.673058+8.05061e-14j 
0.024804+2.58423e-14j 0.0818517+5.50589e-15j -0.027563+1.48879e-15j -0.0299254-1.10779e-15j 0.164186+4.08664e-15j 0.13297+5.37786e-15j 0.141948-1.27879e-15j -0.318319-4.70239e-16j -0.103245-2.69764e-15j -0.0551284+2.07357e-15j 0.0898999-2.37912e-16j -0.116601-3.00916e-15j 0.245891+1.97005e-15j 0.0381113-1.55465e-15j -0.0310501+1.83357e-15j 0.00273392-1.11409e-16j -0.0257953+3.77936e-15j -0.0186595+2.15355e-14j -0.0799499+7.04109e-15j -0.0888421+5.72264e-15j 0.144006+5.8172e-15j 0.0272959+8.16603e-15j -0.00751026-7.32418e-15j 0.0327045+6.3722e-15j -0.0559715-1.69623e-15j 0.0438546+8.82543e-15j -0.0747501+3.47549e-16j -0.0151103+2.90036e-15j -0.0101524-1.44457e-15j 0.0647629+5.1228e-15j 0.0422217-2.65877e-15j -0.0443467+1.57669e-15j -0.00122746+6.30308e-15j -0.0119995-1.20127e-15j 0.00949383-5.04247e-15j 0.0742575+1.0427e-14j 0.0876963+6.36077e-15j -0.0305998-4.67153e-15j 0.00360513-1.16697e-14j -0.00391748+3.26567e-16j -0.0318814+3.26781e-14j -0.0875407-2.39677e-13j -0.0417589+2.4212e-15j 0.0543865-2.73923e-15j 0.0127938+1.20209e-15j 0.146595+2.5985e-15j 0.0611879-7.52767e-16j -0.0195637+1.30283e-15j -0.0531475-1.15297e-15j 0.119742-2.31098e-16j -0.065937-2.22242e-16j 0.130608+3.79933e-16j -0.239992-6.62056e-16j 0.366311+3.55062e-15j -0.51756-8.2893e-15j -0.518152+3.55973e-14j 
0.052111+2.90818e-14j -0.00758074+5.67985e-15j 0.111382-1.6675e-16j 0.0155941+8.83818e-16j 0.0107487-9.91826e-16j -0.0446689-2.08562e-15j -0.00969328+1.05403e-15j -0.0698688-2.853e-15j -0.204632-4.13563e-15j 0.0144816+2.72906e-15j -0.0731463-8.99896e-16j -0.0225483-1.0489e-15j -0.0316126+1.30402e-15j -0.0919139-6.5766e-16j -0.0846221+1.31599e-14j 0.0202687-2.53595e-14j 0.0907252-2.02707e-14j 0.00438881+8.96016e-18j -0.0653347+2.94041e-16j 0.000319599+1.65077e-15j 0.0714235+5.05739e-15j 0.028324+2.52149e-15j -0.022452-2.95081e-15j -0.0150033-6.4291e-16j -0.00116355-2.25606e-15j 0.0502514+1.02855e-14j 0.0406343+1.07893e-16j -0.0354873-4.7451e-15j -0.00161991+3.59174e-15j -0.0436952-3.62624e-15j -0.0268712+5.51576e-15j 0.0431417+1.63354e-15j 0.00866194+3.80244e-15j -0.0451407+2.7155e-16j 0.0249238-4.54295e-16j 0.0289673+1.58538e-15j 0.0859227+1.39026e-14j 0.047737+4.08948e-14j -0.00909746+3.16041e-14j -0.0268125-1.23177e-14j 0.0122882+1.80855e-14j -0.0491345-1.48763e-13j 0.0207261+1.02443e-15j -0.0732012-1.90814e-15j 0.0614531-2.93095e-16j -0.00330447+1.05149e-15j -0.0705696+9.05907e-16j 0.0500039+5.37945e-16j 0.00114807+2.08876e-16j -0.0472752-3.63893e-16j 0.0462512-7.61071e-16j 0.0641292-4.06659e-16j 0.0933939-1.90554e-15j 0.136475+1.18487e-16j 0.150268-4.2031e-15j -0.0646105+1.57775e-14j 
0.00934963-2.13033e-15j -0.0606578-6.03351e-16j -0.0558576-2.38874e-15j 0.0827654+3.70762e-16j -0.0547039-3.17997e-16j 0.0157137+1.35153e-15j 0.0183141-1.22267e-15j -0.0176871-3.19206e-16j 0.037664-2.00691e-15j 0.21766+8.32435e-15j 0.0273518+8.52089e-17j 0.00450667-4.12612e-15j 0.0427984+3.4118e-15j 0.0717325-1.75332e-15j 0.0511285+6.98061e-15j 0.085805-1.50611e-14j 0.0131606-1.05207e-14j 0.0305845-2.76608e-14j 0.0429858-6.78104e-15j 0.0417273-1.39399e-15j -0.0440141-1.48106e-15j 0.0382775-2.30384e-15j 0.054761+4.73094e-15j -0.008342-6.64791e-15j -0.0615034-5.00953e-16j -0.0467754-7.26244e-15j -0.0183686-4.49997e-16j 0.0190978+3.53916e-15j 0.026058-1.3505e-14j 0.0340393-9.77138e-16j 0.0295947-3.38408e-15j -0.0448738+9.42381e-16j 0.00663937-2.67336e-16j 0.0181549-9.44241e-16j -0.00449251-1.10132e-15j -0.0157605-4.41435e-15j -0.0280753-6.14646e-15j -0.0392812-2.85773e-14j 0.00458006-2.51383e-14j -0.00109836-3.81859e-15j -0.0494953-5.76645e-15j 0.00193595+2.67488e-14j -0.0237785+3.74494e-17j 0.0263504-1.39946e-15j 0.0385155-5.24845e-16j 0.0400918+1.22726e-15j 0.00207214+8.80011e-16j -0.0580271-1.92199e-15j -0.0189761+1.2323e-15j -0.0278019-3.10994e-16j 0.0407332-9.58276e-16j -0.0481556-1.25401e-15j 0.0324764-9.57683e-16j -0.06014+1.66904e-15j -0.0614709-3.14607e-15j -0.0725519+2.99587e-15j 
0.0595436+4.08168e-14j 0.0276895+8.72292e-15j 0.018765-1.29552e-16j 0.00790069+2.37385e-15j 0.016693-2.89166e-15j 0.0135479+2.11411e-15j -2.63657e-05+9.12298e-16j 0.0218367-5.45225e-16j -0.0505888-1.52525e-15j 0.0345053+2.07235e-15j -0.198114-2.02626e-15j -0.04232+1.72061e-15j -0.000902424+1.40904e-15j 0.0123401+5.90412e-16j 0.0327898-8.3709e-15j -0.0541907+1.37909e-14j -0.00553558+8.91472e-15j -0.0313329+2.73451e-14j -0.0239864+1.50811e-15j 0.126216-1.41448e-15j -0.0482307-2.46063e-15j 0.0169854+2.42499e-15j -0.00490829+1.74545e-15j -0.00825693+3.22664e-15j 0.0406768-1.15933e-15j 0.0407741+5.06537e-15j 0.0468887+2.42439e-15j 0.0286641-2.64095e-15j 0.00681417+3.41454e-15j -0.0436305-1.03564e-15j 0.0264836-1.24111e-14j 0.0449289-5.90979e-15j 0.0201817-3.64027e-15j -0.0159922-1.15446e-16j 0.0134862+3.18541e-15j -0.0609755-1.20048e-14j -0.0200624-2.15255e-15j -0.0114449-2.61153e-14j -0.0211653-2.09569e-14j 0.00231802+2.14345e-15j 0.032474-2.33844e-15j 0.0112716+2.07391e-14j 0.0691253+6.12871e-16j -0.112314-3.09057e-15j -0.0142707-1.0369e-16j -0.0344928-8.17952e-16j -0.0706071-1.43008e-15j -0.0123157-2.41216e-15j 0.149822+5.42556e-15j -0.0950668+2.54044e-16j -0.0320465+2.23051e-15j -0.139355-5.00409e-15j 0.152104-2.60334e-16j 0.00291369+2.11154e-15j -0.150559-1.26601e-14j -0.102202+8.2051e-15j 
-0.0224418-7.73194e-15j 0.0331998+7.84835e-16j -0.037468+7.71406e-16j 0.0331434-7.85677e-17j -0.0568535-1.02034e-15j -0.00418448-2.45539e-16j 0.0412471+2.88179e-15j -0.0195297+1.06588e-15j 0.0220875-9.1536e-16j -0.0367679-4.52423e-15j -0.023823-5.06428e-15j 0.181612+8.69676e-15j 0.0694588-7.67553e-16j 0.00262495+2.25368e-15j -0.00345224-3.32382e-15j -0.034321+4.11639e-15j 0.0181447+1.39957e-15j -0.05446+2.44252e-14j 0.112607+5.99051e-15j -0.0254935+1.34338e-15j -0.040947-2.22593e-15j 0.0132983-2.52807e-15j 0.0704591+3.11626e-15j 0.0300102+1.9488e-15j -0.00385784+8.37726e-16j 0.0250969+7.30622e-15j -0.0095239+3.26015e-15j -0.0531182-6.66678e-15j -0.0170001+2.82922e-15j 0.000214187-5.46745e-15j 0.0100264-2.04081e-15j -0.000330507-2.35317e-15j -0.0206025-2.45329e-15j 0.0485995+1.86374e-15j 0.0105604+3.50167e-15j -0.0360798-1.2586e-14j -0.00153215-2.51648e-15j -0.0371174-6.86367e-15j 0.0327911-2.93408e-15j -0.00722213-5.3063e-15j -0.00265617-6.57832e-15j 0.0182986+5.56175e-14j 0.0260551+2.8595e-15j 0.0150994-2.83698e-15j -0.0660916-2.94215e-15j -0.00709172-2.73636e-15j -0.019296-1.51368e-15j -0.0261392-1.07024e-15j -0.00466227+4.81383e-15j 0.0702712+2.74992e-16j 0.0104582-8.67673e-16j -0.00978802-5.40785e-15j -0.159048-4.99992e-16j 0.0178719+1.18399e-15j -0.281685-6.35667e-15j 0.211268-2.16711e-14j 
0.012735+3.25091e-15j -0.0370542+2.33231e-15j 0.0263935+5.31707e-16j 0.0188432-6.28604e-16j -0.0125781+6.43511e-16j -0.0358123-1.89755e-15j 0.0207321-8.12359e-16j -0.0219397+1.03318e-15j -0.00201694-9.83984e-17j -0.0151897-7.75608e-17j 0.0148303-1.77684e-15j -0.0816969+9.72521e-16j -0.0872124+5.9575e-17j -0.00117234-1.92653e-15j 0.00206872+5.84778e-15j 0.0515291-1.33968e-14j 0.00985976-5.93126e-15j -0.0173824+1.69582e-14j -0.0350244+6.06877e-15j -0.0109392+3.09749e-15j -0.0359439+6.00943e-16j -0.0478366-2.22375e-15j -0.0963615+3.67941e-15j -0.0358741-2.66682e-15j 0.0356137+3.45494e-16j -0.0365174-5.27519e-15j 0.0281839-1.04626e-15j 0.0243603+1.17803e-15j 0.00952327-6.13382e-16j -0.0255139-5.1554e-16j -0.0265644+4.19034e-15j 0.00917875+3.19917e-15j 0.0190803+1.74226e-15j -0.0299479+4.59958e-16j 0.0161978-2.05176e-15j 0.0301684+4.76062e-15j -0.0234065-2.28409e-15j 0.0439706-1.55591e-15j -0.0465153-1.07634e-15j -0.000910348+1.39572e-15j 0.0420647-1.92054e-15j 0.0116515+1.67184e-14j 0.0224509+1.40821e-15j -0.0247204+8.24824e-17j 0.0407209-1.18181e-15j -0.0339535-4.04705e-16j -0.0174589-8.35433e-16j 0.0595979-3.4717e-16j -0.00810443+7.16345e-16j -0.118773+2.04777e-15j -7.66842e-05+5.5333e-16j -0.0219516-1.87636e-15j 0.0752961-2.24878e-16j -0.160944+2.91671e-16j 0.204967-1.29069e-15j 0.0903593-2.16284e-15j 
0.0400881+2.30173e-14j -0.00724815+4.68258e-15j -0.0253705+2.50976e-16j -0.0248866+9.50915e-16j -0.0599107-2.52758e-16j -0.0262193+9.42296e-17j -0.0205983-5.07205e-16j -0.0234463+1.97792e-16j 0.0380034-6.00783e-17j 0.0305007+9.40554e-16j 0.0021041-9.32116e-17j 0.00361108-1.93571e-15j 0.0797926+7.96755e-16j 0.097633-5.84899e-16j -0.00214209+3.42925e-15j 0.00959518-3.48905e-15j 0.0101392-3.15016e-15j 0.00397689-5.43774e-15j 0.00211549-1.10038e-15j -0.0243093+2.66139e-15j 0.0718973+3.43712e-15j 0.0681767+5.14065e-15j 0.0113909-2.66227e-15j 0.0427957+9.94741e-15j -0.0438881+1.6338e-15j 0.0100671+1.28947e-15j -0.088309+5.58831e-16j 0.0386753+5.80036e-15j -0.00167958-3.59466e-15j 0.0667314+3.50237e-15j 0.0543785-9.61017e-15j -0.0165854-5.66234e-15j -0.00561846-2.14617e-16j 0.0130618-2.79697e-15j -0.0336343-5.06268e-16j 0.0129174+4.39828e-15j 0.0434808-1.43028e-15j -0.0418863-3.4264e-14j -0.0163078-3.40916e-14j -0.0158502-7.42001e-15j -0.0503454+9.52914e-16j -0.014663-2.05395e-14j -0.0680179-1.27845e-16j 0.0428352-3.33727e-16j -0.00631354-5.03076e-16j 0.0543462+8.20049e-16j 0.0622865-1.85183e-16j -0.057621-1.53174e-15j 0.00381468+1.78081e-15j 0.0438419+1.667e-15j -0.0204567+8.0965e-16j 0.0724177-2.59176e-15j -0.0554931+1.83581e-15j 0.169402+2.66197e-16j -0.0423473-6.48013e-15j -0.274563+2.78045e-14j 
0.0055749+7.80011e-15j 0.0232243+2.24976e-15j -0.025665+6.67707e-16j 0.0194849-1.22604e-15j -0.0199082-2.26043e-15j -0.0156651-1.44348e-15j -0.0370531+7.13862e-16j -0.047714+2.26079e-15j 0.0165678+1.5863e-15j -0.011355-1.0129e-16j 0.00846884-1.98189e-15j -0.0163866+1.23347e-16j 0.00477434+6.53938e-16j 0.00305073+9.27826e-16j 0.0489609-2.21804e-15j 0.0160233-5.49416e-16j 0.00154273+3.94482e-16j -0.0168281+1.1411e-14j 0.0145431+1.66904e-15j -0.0213897+2.91963e-15j 0.0111326+1.06129e-15j -0.00763316-2.31603e-15j 0.0116155+1.85104e-15j -0.0131206-5.15515e-15j -0.0347029-1.95672e-15j -0.018472-1.58372e-15j -0.016963-1.67541e-18j 0.0121522+3.9705e-15j 0.00535865-3.01094e-15j 0.0136025+1.40864e-15j 0.0249887-3.72149e-15j -0.0290563+3.82958e-16j 0.00747572+2.02083e-16j 0.0185815-2.35261e-16j 0.0147299-1.41749e-15j -0.0119541-5.28057e-15j -0.0196208-2.02193e-15j -0.0204327-1.18329e-14j 0.00807056-1.06905e-14j 0.0161903+5.9198e-15j -0.0366151-2.79438e-15j -0.00278059+7.43422e-15j -0.0157819-1.82271e-15j 0.00569661-7.54374e-16j -0.0211756+6.78561e-17j 0.00583976-1.05561e-15j 0.0554685-1.99613e-16j -0.0285249-5.06437e-15j 0.0181936+2.98716e-15j 0.0478132-3.29374e-16j -0.0146632+4.87946e-16j -0.0293698-9.22028e-16j -0.0540511-6.43747e-16j 0.03173+3.58426e-15j -0.0671979-1.93525e-15j -0.0183331-3.62263e-15j 
0.00226356+7.67327e-15j 0.0524824+5.00193e-15j -0.0226298-2.5116e-16j -0.0552468-3.72749e-15j 0.008694-1.00731e-15j -0.0486943-2.6814e-15j -0.017393+5.34872e-16j 0.0259726+1.99603e-15j -0.0105863+9.99038e-16j 0.0237229+8.97137e-16j -0.0204579+1.67005e-15j 0.0224048+1.60492e-15j 0.0225296-1.14919e-15j 0.00659856+5.33047e-16j 0.0274879-6.34502e-15j -0.069135+9.68545e-15j 0.0339294+7.05789e-15j -0.00535455+3.44521e-15j -0.00992229+2.49129e-16j 0.0443903+2.43272e-15j 0.0129971+8.20974e-16j -0.00198541-3.19143e-15j 0.0014242-1.05043e-15j -0.0026025+4.52353e-16j -0.0124632-5.23918e-15j 0.0237411+2.45787e-15j -0.0278525-6.0081e-16j 0.0400043+2.21287e-15j -0.0166189+9.22546e-15j -0.000740708+1.66992e-15j 0.0248342-8.76032e-15j 0.0128848-2.22857e-15j 0.015318-8.25046e-16j 0.00614323+6.74012e-17j 0.00931176+5.05541e-15j -0.0378865-9.00561e-15j -0.000535103-4.63218e-16j -0.0186048-1.50447e-14j -0.00133865-1.5649e-14j -0.00335412-4.09667e-15j -0.0212916-1.24123e-14j 0.0222634+7.55704e-14j -0.0174368-2.52574e-15j -0.0288717-1.06756e-15j -0.0383527+3.17985e-16j 0.00695262-1.58975e-15j 0.0171088+6.1466e-16j -0.0509377-5.83905e-15j 0.0591208+4.16086e-15j 0.0129533+2.52926e-15j -0.035936+6.22983e-15j 0.00696106-9.73267e-16j -0.0456404-2.35205e-15j 0.0661549+3.53509e-15j -0.0661891-4.60917e-15j -0.0875404+1.08282e-14j 
