-1.32874-6.14802e-13j 0.488651-1.44916e-13j -0.579764+3.96118e-14j 0.0114767-1.96403e-14j 0.0608219-1.26846e-15j 0.149945-8.39196e-15j -0.0739345+2.75307e-16j -0.0989739+9.65047e-15j -0.0735307+3.09521e-15j 0.0040947+3.37018e-15j -0.0846501+7.85667e-15j -0.0360477-3.28067e-16j 0.0386807-5.42223e-15j 0.0428527-2.13288e-15j 0.00477583-5.62368e-15j -0.023766+8.98514e-15j 0.00487226+2.80781e-15j -0.0509985+4.50851e-14j -0.0393424+1.01672e-14j -0.000464565+2.97265e-15j 0.0297555+1.5921e-15j 0.0427032+2.87638e-15j -0.00360666-4.10734e-15j 0.0116434+7.02425e-15j 0.0191989-1.20012e-15j 0.0611673+3.54531e-15j 0.0115333-1.15364e-15j 0.0285096-2.62927e-15j -0.00263277+8.45015e-15j -0.0317267+6.66276e-15j 0.0448829-2.06994e-14j 0.0240058-7.77052e-15j 0.0438813-3.67139e-15j -0.0448215+6.20191e-17j 0.049102-7.71473e-15j -0.0157746-2.3253e-15j 0.0190321-1.12518e-15j -0.0286039-3.48258e-14j -0.03404-3.83215e-14j 0.0184065+9.24272e-15j 0.00191009+1.44764e-14j -0.0328375-9.32939e-14j 0.042982-2.86779e-15j -0.0805206+3.78156e-15j -0.0205688+6.09694e-15j 0.0535647-1.61977e-15j -0.0138225+1.14969e-15j -0.0246706+3.25162e-15j 0.083213-2.98753e-15j 0.0579283-7.78493e-15j -0.0693668+5.72877e-15j -0.0251214+2.07088e-15j -0.0476043+7.41241e-15j 0.123804-7.12799e-15j -0.162999+1.17328e-14j 0.042065-1.70611e-14j 
-0.379192-2.45599e-13j -0.0215399-4.36934e-14j -0.17362-8.33569e-15j 0.12721+5.61258e-16j 0.0227442+3.68197e-15j 0.156511+1.39581e-14j 0.0522819-6.98409e-16j -0.194276-7.78654e-15j -0.162598-3.43882e-15j -0.118208-6.30337e-15j 0.915337+2.27862e-14j -0.46079+1.99502e-15j -0.467317-1.34411e-15j -0.369776-2.10341e-14j -0.319656+5.74404e-14j 0.327127-1.16593e-13j 0.105082-5.61831e-14j 0.336515-2.09779e-13j -0.287602-9.16487e-15j -0.337296+1.07723e-14j 0.112401+1.15767e-14j -0.159805-1.98223e-14j -0.273921-3.41329e-15j -0.0454101-1.45601e-14j -0.05057-6.73345e-15j -0.245285-3.22189e-14j -0.00540795-7.26772e-15j -0.145118-4.97307e-15j 0.0653854-4.26389e-14j -0.0127345-1.81865e-14j -0.231797+6.57314e-14j 0.0389415+3.19705e-14j -0.015913+1.82199e-14j -0.115153+4.02365e-16j -0.0266235-6.70451e-15j 0.160125+3.12308e-14j 0.0201264+1.62739e-14j 0.193507+1.51368e-13j 0.0103871+1.36417e-13j -0.0244167-7.13608e-15j 0.026364+2.75955e-14j -0.0758483-2.47783e-13j -0.0641128-1.81553e-15j 0.0380772-5.21217e-15j 0.157904+2.12587e-15j -0.0116688-1.76132e-15j 0.0600219+6.05372e-15j 0.119787+5.10355e-15j -0.131765-6.49183e-15j -0.0905163-2.31152e-15j 0.0555556-8.66564e-16j 0.103203+4.6286e-15j 0.0121365-3.56521e-15j -0.0545262+2.26707e-15j 0.150088+3.76452e-15j -0.0112269+5.60911e-15j 
-0.204117-9.54993e-14j 0.186288-1.8154e-14j -0.168542+5.11181e-16j 0.00537745-1.87881e-15j 0.0911192+1.23662e-15j 0.0514626+2.12626e-15j -0.0702673-4.90244e-16j -0.131254+3.51009e-15j -0.0959121-4.8677e-15j 0.0746802+1.48208e-14j -0.172541-3.39898e-15j -0.00965121+4.1522e-15j -0.476243-2.59138e-15j -0.460094-1.01499e-14j 0.240439-4.5077e-15j 0.0660221+4.5763e-15j 0.02775-1.09698e-14j -0.240972+1.76839e-13j 0.335801+9.42297e-15j 0.279347-1.9161e-14j -0.978781-2.25443e-14j -0.509518-5.82861e-14j -0.0779724+5.91936e-14j -0.303492-8.37123e-14j 0.204423-1.43732e-14j -0.346625-5.28385e-14j 0.365539-1.88358e-15j -0.139391-1.34179e-14j 0.103815-3.75726e-14j -0.198951-3.07145e-14j -0.197104+4.37097e-14j 0.0509398+7.9618e-15j -0.0507261-7.38398e-15j 0.0810952+9.75493e-15j 0.0161681+1.34119e-14j -0.144992-3.85503e-14j -0.280495-3.04341e-14j 0.0708907+6.41147e-14j 0.0874103+8.93419e-14j 0.0470296+1.62251e-14j 0.0773353-4.92597e-14j 0.134497+3.63643e-13j 0.147659-1.82971e-15j -0.0626435-1.87707e-16j -0.0709943-5.99267e-17j -0.214614-6.42318e-15j -0.0756697-1.47391e-15j 0.0763479-4.91082e-15j 0.0433001+1.82771e-15j -0.0796963+1.65749e-15j 0.0694133-2.67884e-15j -0.168309-1.89649e-15j 0.105256-2.99495e-16j -0.183125-9.98024e-16j 0.0550137+2.07092e-15j 0.118999-1.13401e-14j 
0.190226+8.07868e-14j 0.22594-2.48578e-14j 0.113888-4.06814e-14j -0.164745+4.77839e-14j 0.0704625-1.6832e-14j -0.0736181+2.14933e-14j -0.0361668+6.09475e-15j 0.12224-4.05532e-14j 0.00864071-1.36975e-14j 0.270582-5.8828e-14j 0.0723887-2.85863e-14j -0.0694396+9.38093e-15j 0.290208-8.9455e-14j -0.588119+1.46742e-13j 0.116461-1.04403e-13j -0.764044+3.90651e-13j 0.0292779+4.61003e-14j 0.175524-1.25941e-13j -0.275137+2.43595e-14j 0.568888-1.94938e-13j 0.185583-9.83143e-14j -0.140444+2.70642e-14j 0.32342-1.04657e-13j 0.0514267-3.43608e-14j -0.159645+1.75947e-14j 0.398914-5.86168e-14j 0.0237442+1.62679e-14j 0.0646668-2.9107e-14j -0.0697878+7.91347e-14j -0.192743+8.40615e-14j 0.0103328-2.48581e-14j 0.044278-1.72024e-14j 0.0557786-1.69534e-14j 0.0709364-1.22896e-14j 0.0404129+1.00986e-15j -0.0882781+2.75646e-15j 0.0226223-7.86212e-15j -0.0574055+2.54349e-14j 0.0667862-1.45548e-14j 0.0293362+6.70875e-15j -0.05005+1.41164e-14j -0.00357697+1.84192e-14j 0.0268526-1.15899e-14j -0.0872561+2.35486e-14j -0.0684455+1.67491e-14j 0.0240355-1.62852e-14j -0.0284052+9.36432e-15j -0.0923078+3.12044e-14j 0.0561444-1.72628e-14j 0.0826766-2.62034e-14j 0.00824322-6.65037e-16j -0.0219727+1.57604e-15j -0.0296661+1.11573e-14j 0.047474-2.26029e-14j -0.0362686+1.48053e-14j 0.00306525+9.14086e-16j 
0.00429426-3.20115e-14j 0.0283624+1.89585e-14j -0.0845407-2.58325e-14j -0.0354195-1.83265e-15j -0.0632019+4.44568e-15j -0.00142362+1.10543e-14j -0.0828232-9.71074e-15j -0.0188944-1.24706e-14j -0.0450984-9.25342e-15j -0.0451587+1.19308e-14j 0.0808241-1.6036e-14j -0.0712387-2.63712e-14j -0.0440217+3.09148e-14j -0.15043-4.39579e-14j 0.710188-5.46706e-14j 0.454218+6.9236e-14j -0.434553-1.45401e-14j -0.10476+1.52683e-13j -0.0689467+6.66326e-14j -0.880705+7.47888e-14j 0.0679295+2.53337e-14j 0.226879-1.49718e-14j 0.255873+5.41422e-14j 0.0443904-1.42915e-14j 0.0108444-4.44797e-16j -0.113631-3.75562e-14j -0.137069+3.50154e-15j 0.0299927+4.72999e-14j 0.0548924-4.05358e-14j 0.312602+2.28396e-14j -0.00359695+8.05348e-15j -0.23071-1.0568e-14j -0.0961722-4.61091e-15j 0.0707554+9.26278e-15j 0.0418419-3.80754e-14j 0.129678+5.63849e-15j -0.0273158-2.49944e-14j -0.0221562+6.12438e-14j 0.123804+7.49929e-14j 0.0593347+2.60673e-14j -0.0451659-2.85723e-15j -0.00327216+7.69115e-15j -0.0788342-6.54968e-15j 0.152031+1.32601e-14j -0.043761-6.5647e-15j 0.0616912-7.92242e-15j 0.0762418+5.09051e-15j 0.0382665-3.96632e-15j -0.0954-9.70061e-15j 0.114441+3.21822e-15j -0.0531957+5.60245e-15j 0.0218502-5.79328e-15j -0.0568482+1.68654e-15j 0.00750598-1.18004e-14j -0.0245405+6.97798e-15j 0.0111071-5.31235e-17j 
-0.422115-1.79903e-13j 0.135997-7.861e-14j -0.245948+2.7051e-14j -0.017617+7.10821e-15j 0.0412502-1.09598e-14j 0.128601-1.20986e-14j -0.0781855+8.30597e-15j -0.0807048+1.10241e-14j -0.159291+2.1467e-14j 0.0700019-8.68225e-15j -0.201116+3.59619e-14j -0.0795825-1.08109e-14j 0.288162-2.39342e-14j -0.256273+1.06977e-14j -0.42841+2.02329e-13j 0.363934-1.22792e-13j -0.351964+1.10421e-14j 0.591221-5.44996e-13j 0.18007-1.14115e-13j 0.0974513-1.03446e-13j -0.0191028-1.52784e-14j 0.241145-2.16044e-14j 0.62607-5.44162e-14j 0.0352459-2.55923e-14j -0.162414+5.38555e-14j -0.276891-8.47395e-15j 0.198131-4.06883e-14j -0.262926+3.4686e-14j 0.0604004-5.92764e-14j 0.218083-3.65258e-14j -0.277889+1.51923e-13j -0.186896+4.98104e-14j -0.165701+1.88548e-14j 0.132748-7.09357e-15j -0.237837+5.20967e-14j -0.0690175+1.63309e-14j -0.121687-1.02996e-14j -0.014092+1.1582e-13j 0.219601+1.10966e-13j -0.0406385-1.3201e-14j -0.0493232+1.87568e-14j -0.020225-4.71987e-14j -0.0693618-5.00406e-15j 0.144729-1.79915e-14j -0.0308321+4.45835e-15j -0.0279894+8.60637e-15j 0.0149755-1.15134e-16j -0.00574811+6.98199e-15j -0.114777+8.86784e-15j 0.0500107-5.21496e-15j 0.0770839-2.05308e-14j -0.000124777+4.76453e-15j -9.30626e-05-2.0772e-15j -0.0568508+6.7958e-15j 0.0246212-4.88356e-15j 0.0013227-5.99516e-16j 
-0.051998-9.12501e-15j 0.252699-1.94546e-14j -0.0486144+6.97411e-16j -0.154002+9.21309e-15j 0.0598242-4.7208e-15j 0.0215491+5.67857e-15j -0.106296+7.57961e-15j 0.0695636-2.13904e-15j -0.0537587-2.27651e-15j 0.102374-1.25725e-14j -0.0473754+1.34336e-15j -0.155856+3.31024e-14j -0.123866-4.3439e-15j 0.139706+1.78479e-14j 0.215027-2.08652e-14j 0.0620703-5.92493e-14j 0.715564-1.40833e-13j -0.268025+8.07905e-14j 0.738053-3.6047e-14j 0.137711-6.5111e-14j 0.31898-3.47729e-14j 0.100587+2.7381e-14j 0.38233-6.25601e-15j 0.332352+2.98671e-14j -0.388301+3.4332e-14j -0.396096-2.72434e-14j -0.177417-1.327e-15j -0.41251-3.52904e-14j -0.159096+5.27171e-14j -0.0101565+8.53408e-16j 0.175341-4.53271e-14j -0.113883+1.00016e-15j -0.0267905-3.1249e-14j 0.248793-6.71758e-15j 0.0501835-5.51795e-15j -0.0694337-3.44562e-14j 0.0219967+1.80548e-14j -0.0859604+3.89357e-14j 0.138075+2.47707e-14j -0.0482169-4.72315e-14j -0.163195-1.80001e-14j 0.0173217+1.18675e-13j -0.0148599-7.61405e-16j 0.165161-2.85234e-16j -0.106216+2.24169e-15j 0.0443714-2.07324e-15j 0.0873728-6.12496e-15j -0.119156+1.12069e-15j -0.0488345+3.85938e-15j 0.129605-8.38362e-15j 0.0901684-2.72682e-15j 0.017795+1.27768e-15j -0.106908+5.71498e-15j 0.0588805+1.58225e-15j -0.0360815+2.04397e-15j 0.0159047-4.89204e-15j 
-0.0632248+2.16357e-14j 0.493821-1.83474e-14j -0.118402-1.16795e-15j -0.20928+1.28471e-14j 0.0858692-6.58199e-15j 0.0247662+2.61277e-15j -0.15806+5.76668e-15j -0.00143758-3.01921e-15j -0.0671986+2.72832e-15j 0.160254-5.6615e-15j 0.00376191+6.43932e-15j -0.254657-1.18032e-15j -0.0500799+1.9123e-14j 0.240736-2.45816e-14j 0.252774-9.20623e-16j -0.0186037-1.29557e-14j 0.0604982-1.42585e-14j 0.62585-4.17983e-13j -0.318771-9.02813e-14j 0.214937-8.10974e-14j 0.253997-5.63821e-14j -0.780997-2.71776e-14j -0.223983+4.06002e-14j -0.626428-1.21488e-13j -0.227734+2.05479e-15j -0.0835154-1.49776e-14j 0.173669+3.13624e-15j 0.494385+6.89937e-15j -0.122111+1.16908e-13j -0.00683274+6.07397e-14j 0.0707594-3.30133e-14j -0.167513+3.2614e-14j -0.0723047-2.11622e-14j 0.0524572-1.66231e-14j 0.126971-3.2796e-14j 0.0826588+1.48869e-14j -0.0903619+3.40247e-14j 0.126602+1.23756e-13j 0.0677708+1.03802e-13j 0.0741249+3.16895e-14j -0.0726372-5.44966e-14j 0.153033+4.69112e-13j -0.106805-4.91816e-15j 0.11726+2.00143e-15j -0.0564105+6.89784e-15j -0.0482621+6.46857e-16j 0.0758358-1.38251e-14j -0.0295115+3.31391e-16j -0.0670329+2.00323e-16j 0.0468611-3.37858e-15j 0.0317978+7.11493e-16j 0.0123762+2.60428e-15j -0.0614822+5.41919e-15j -0.0841809+2.84661e-16j 0.0844954+9.59312e-16j 0.0613473-5.13618e-15j 
0.454449+3.38853e-13j 0.239659+4.75122e-14j 0.188585+1.53996e-14j -0.190957+2.10508e-15j 0.0351618-8.24411e-15j -0.147555-1.2974e-14j -0.0629538+2.61452e-15j 0.12871+3.35722e-15j 0.0296367+4.36693e-15j 0.153029-3.97678e-15j 0.179878+1.5734e-14j -0.0515346+1.59147e-14j -0.241829-2.41008e-15j -0.05669-2.29775e-14j -0.0456025+4.10912e-14j 0.480225-9.62034e-14j -0.143315-8.62399e-15j -0.339957+2.19832e-13j 0.11407+1.47518e-14j 0.385684-1.108e-13j 0.0135908-3.54873e-14j -0.261428-1.08011e-14j -0.0221725+3.12884e-14j -0.229716-5.41977e-14j -0.678458+1.29088e-14j 0.287544+8.02889e-14j 0.177272+3.77199e-14j -0.363136-1.04637e-13j 0.0815357-5.41852e-14j -0.247782-5.38128e-15j 0.193288-8.89872e-14j 0.0601417-2.82743e-14j 0.234666-8.33172e-15j 0.157994-1.19897e-14j 0.404444+5.09085e-15j -0.0759503-5.67352e-14j 0.0790349+5.76812e-15j -0.133998+1.56529e-14j 0.120969+5.57573e-16j 0.0452766+2.37212e-14j -0.144781+5.01612e-14j -0.103213-2.22333e-13j 0.176817+1.69053e-14j -0.0785211-1.14124e-14j -0.0933319-7.72241e-15j 0.0956696-5.15757e-16j 0.0139597-1.51203e-14j -0.0213547+8.93336e-15j 0.00749945+4.87863e-15j 0.148635+4.0989e-15j 0.0103217-8.80022e-15j -0.0395725-4.97966e-15j -0.0660336+2.63386e-15j 0.0626143+2.08581e-15j -0.0566922-3.72175e-15j 0.0500264-5.97018e-16j 
-0.458863-2.33438e-13j 0.0503786-3.19921e-14j -0.17462+2.9541e-15j -0.017933-1.59295e-14j 0.0378888-2.36377e-15j 0.144247-5.382e-15j -0.0151602-1.47111e-14j 0.011902+5.55909e-15j -0.0456845-3.87584e-15j 0.029816-1.27722e-15j -0.197666+1.29068e-14j -0.0568353-1.14387e-15j 0.0889329-2.29413e-14j 0.153313-1.58405e-14j 0.222498-8.42371e-14j -0.250003+9.22801e-14j -0.0575739+3.81218e-14j -0.263911+2.3541e-13j -0.148111+1.20393e-14j 0.552256-1.37702e-13j -0.156998-2.17389e-14j 0.196426+3.90402e-16j -0.159527+4.86987e-14j -0.00955754+3.66855e-14j -0.579754+1.08755e-13j -0.0861937+9.03195e-15j -0.68888+3.94947e-14j 0.0952201+5.16579e-15j 0.284532-2.84641e-13j 0.527458+5.25604e-15j 0.211966-3.15631e-14j -0.182868-4.24798e-14j -0.131153+4.40539e-15j 0.30156-2.17481e-14j -0.186537+7.73439e-15j -0.0826488+8.78575e-15j -0.102635-3.45032e-14j -0.198852-1.49102e-13j -0.00376152-1.15146e-13j -0.0497879-1.5552e-14j -0.132721-1.47696e-14j 0.0537464+2.26532e-13j -0.181498+1.28043e-14j 0.23955+4.50078e-15j 0.0111935-2.37482e-14j 0.0231803-3.99058e-15j 0.186401-1.21127e-14j -0.144833+1.26658e-14j -0.0406393-7.11876e-15j 0.0332909+6.75252e-15j 0.0139351-1.1429e-14j 0.0390048+3.24578e-16j -0.0351389-7.08274e-15j -0.00526723-5.96658e-15j 0.0139789-8.94755e-15j -0.0976664+2.21876e-14j 
0.00496011+3.19436e-14j 0.446888-4.1578e-14j -0.117474+8.44725e-15j -0.286069+3.09053e-14j 0.0137509+1.54547e-15j 0.000253449+8.65761e-15j -0.213196+2.60049e-14j 0.101364-4.69622e-15j -0.0758501+9.7623e-15j 0.0891645+5.85065e-15j -0.0617815-1.31624e-14j -0.134566+8.28186e-15j -0.200916+2.97688e-14j 0.0828516+1.49818e-15j -0.192521+6.44238e-14j 0.0965691-3.8392e-14j -0.224298+5.06053e-14j -0.19455+1.43705e-13j -0.0687372+6.56646e-14j -0.345737+1.6834e-13j -0.306747+3.8132e-14j -0.166627+1.00366e-14j 0.177008-4.9074e-14j 0.331477+1.04609e-14j 0.293266-1.25355e-13j 0.228547+1.72693e-14j -0.328625-4.22284e-14j -0.460722+3.30327e-14j -0.413749+2.04e-13j 0.529359-2.30492e-14j 0.140116+2.6622e-14j -0.356667+3.72708e-14j -0.186131+1.86659e-14j 0.209883+2.14999e-14j 0.0405783-3.03288e-15j 0.042097-3.10143e-14j 0.0619853+1.01849e-14j -0.103235+1.39592e-13j 0.340934+1.00353e-13j 0.0561262+2.76163e-15j -0.0381251-5.03385e-14j 0.0768803+2.33737e-13j -0.0390561-3.68584e-15j 0.303099-1.41626e-14j -0.260088+3.80257e-14j 0.0961836-7.99813e-15j 0.0122427+2.11017e-14j 0.019893-1.78229e-14j -0.156875+1.44712e-14j 0.2054-1.77418e-14j -0.0621649+1.34659e-14j 0.0755803-4.80161e-15j -0.128397+9.66755e-15j -0.0136086+5.2558e-15j -0.0335793+2.67847e-15j 0.033913-1.70254e-14j 
0.246547+5.94769e-14j -0.406103+5.34312e-14j 0.2291-2.52409e-14j 0.107354-1.35305e-14j -0.0529148+1.33661e-15j -0.0700517+7.693e-15j 0.150375-1.45871e-14j 0.0994285-3.14397e-15j 0.127163-1.19435e-14j -0.0375487-9.3702e-16j 0.0520551-3.46325e-15j 0.127338-7.6551e-15j -0.00158212+7.31012e-15j -0.0729243-4.18285e-15j 0.0756123+6.79477e-15j -0.0528409+2.31438e-14j -0.0650368+1.16848e-14j 0.241115-2.18718e-13j 0.268702-7.27531e-14j 0.223221-5.50272e-14j -0.240689-2.07629e-14j -0.280023-4.27312e-15j 0.374529-2.0886e-14j 0.0157982-1.91913e-14j -0.244259-6.57037e-15j 0.245681+3.10939e-14j -0.217328+1.05588e-14j 0.185237-4.4751e-14j -0.0706474+7.12715e-14j 0.228988+2.89237e-14j 0.689961-2.22488e-13j 0.0554945-8.30428e-14j 0.28039-7.6184e-14j -0.00974362-1.81186e-14j -0.123423-2.89526e-15j -0.402042+6.47877e-15j -0.0903477-3.56273e-15j -0.292051-3.91205e-13j -0.293055-3.49066e-13j -0.00163206-3.11709e-15j -0.0932907+1.64523e-14j -0.0518288-1.08744e-13j 0.0636965-1.86943e-14j -0.135492+2.76063e-14j 0.011568-3.6739e-15j 0.079611+1.31555e-14j 0.108193-8.52462e-15j -0.168533+1.15957e-14j 0.18638-1.93237e-14j 0.0324396+9.61169e-15j -0.0880659+1.07675e-14j -0.0648945+1.53599e-14j 0.000851404-4.11673e-15j 0.0935131-5.85506e-16j -0.0892119+5.23115e-15j -0.0760618+6.50462e-15j 
0.0848428+7.14388e-14j 0.128987+2.70991e-14j 0.0152941+2.97557e-15j -0.114221+3.99372e-15j -0.0101475+9.00421e-15j -0.00702798-4.56004e-15j -0.0565516+2.46676e-15j 0.0725398-8.07987e-15j 0.0100477+9.8292e-16j 0.0418315+2.57264e-15j -0.0188755+9.07779e-15j -0.0687394+3.65643e-15j -0.0607623+7.83973e-15j -0.0155551+6.32131e-15j 0.0240678-2.40822e-14j -0.0126069+1.0729e-14j -0.017412+4.66554e-15j 0.123399-1.05089e-13j -0.121222+1.63363e-14j -0.0864333+3.43567e-14j -0.0733067+1.11424e-14j 0.24603-1.95245e-14j 0.0727038+9.89211e-15j -0.700961-2.51725e-14j -0.109057+2.72556e-14j -0.0625183-2.72883e-14j 0.00025284-7.87221e-14j 0.28405-5.13095e-14j -0.741193+5.66272e-13j -0.00674854+7.20808e-14j -0.341687+7.56754e-14j -0.22844+9.81876e-14j 0.719253-8.26785e-14j 0.14354+7.55486e-15j -0.0843673+2.28022e-14j 0.0240945-1.18927e-14j -0.0424217-3.59923e-14j -0.00298408-2.71464e-14j -0.0665476-1.47447e-14j -0.0102857-4.51035e-15j 0.0109959-5.75632e-14j 0.143352+3.99686e-13j -0.0333996+2.27159e-15j 0.0497357-5.22629e-15j -0.045593-1.53359e-14j -0.00203002-1.54757e-14j 0.00980205+7.58804e-15j -0.0214441-5.18631e-16j -0.0266118+7.42058e-15j 0.0273995+1.13463e-15j -0.0506486+7.42903e-15j 0.0639258-1.41781e-14j -0.0683065+4.33895e-15j -0.0398043+3.10303e-16j 0.00537303+2.41681e-15j 0.0393773-4.89482e-15j 
-0.574802-4.62724e-13j -0.359051-1.41482e-13j -0.202344-2.61295e-14j 0.241831+3.4223e-14j -0.0562418-8.89307e-15j 0.178171+2.9589e-14j 0.089122+1.38245e-14j -0.132014-1.384e-14j -0.0558351-7.08974e-15j -0.154554-3.26828e-14j -0.17315-1.84867e-14j 0.0501382+1.72143e-14j 0.154865+1.7545e-14j 0.0101901-3.73697e-16j 0.0843124-2.27571e-14j -0.237391+1.77895e-14j 0.0192098+4.12317e-14j -0.268017+1.79828e-13j -0.0729835+3.20576e-14j 0.039194-1.98448e-14j 0.318535+2.38391e-14j -0.420142-7.70939e-14j 0.0569826+1.05435e-14j -0.135333-2.62091e-14j -0.190187-6.17226e-14j 0.475511+1.37319e-13j 0.0122072-1.16152e-14j 0.00908358-5.07097e-14j -0.335602+1.32746e-13j 0.00931739+4.43633e-14j -0.049481+3.07818e-14j 0.124927+6.63711e-14j 0.13779-6.88927e-15j -0.320781-1.42507e-14j 0.0478976+1.31144e-14j 0.482879+1.43877e-13j 0.473446+1.75281e-13j 0.466995+2.61457e-13j -0.235532+1.53111e-13j -0.216081-1.12494e-13j 0.0542672+1.28513e-14j -0.0315371-1.31472e-13j -0.189184-1.19916e-14j -0.021355-4.50887e-15j 0.416899+4.95204e-14j 0.0233041+2.3699e-14j -0.105207-1.20637e-14j 0.173519+2.80331e-14j -0.1214-1.41918e-14j -0.263214-3.53621e-14j 0.0411275+1.61523e-15j 0.136278+2.44668e-14j 0.112435+1.44785e-14j -0.0140243+8.02574e-15j 0.0574709+2.77265e-15j -0.059719-3.72303e-15j 
0.157452-1.56101e-13j -0.438979+5.09751e-13j 0.103567-1.31773e-13j 0.150105-1.69702e-13j -0.0874373+9.96783e-14j -0.0342621+3.99057e-14j 0.0915485-1.103e-13j 0.00843747-1.61022e-14j 0.0413749-5.37115e-14j -0.0863532+9.783e-14j 0.0675928-7.60089e-14j 0.0602055-7.35051e-14j -0.0200163+1.27449e-14j -0.140228+1.55397e-13j 0.0752752-9.74752e-14j -0.0596649+9.0445e-14j 0.0296964-1.68745e-14j -0.00310948-1.95338e-14j 0.00520815-1.55482e-14j 0.0117623-1.8019e-14j 0.0183447-2.25663e-14j -0.502052+5.00253e-13j 0.154954-1.30961e-13j -0.128888+7.17643e-14j -0.145125+1.70166e-13j -0.41563+4.37319e-13j 0.0441985-1.06074e-14j -0.0530669+6.79761e-14j -0.210771+4.04116e-13j 0.0196882-1.33531e-14j -0.32598+4.67017e-13j -0.63624+6.75617e-13j 0.236017-1.74006e-13j -0.0933844+9.28883e-14j 1.04303-1.19777e-12j -0.0285238-5.78584e-15j -0.482845+3.61907e-13j 0.0290888-1.41035e-13j -0.19834+9.752e-14j 0.064921-2.87683e-14j -0.141805+5.4661e-14j 0.151881+3.32443e-13j 0.020975-4.15385e-15j -0.211462+2.54151e-13j 0.191003-1.90314e-13j 0.0143444-1.87611e-14j -0.0297488+4.41408e-14j 0.020562-1.1081e-14j 0.0699335-8.88396e-14j -0.0692087+7.39207e-14j -0.0512376+5.97294e-14j -0.0481344+4.63332e-14j 0.0216381-2.05272e-14j 0.00176746-1.66993e-14j -0.0829478+9.40101e-14j 0.0302972-3.407e-14j 
0.0968282-3.78829e-15j -0.0844589+5.30707e-14j 0.09761-2.0655e-14j 0.0312221-2.33145e-15j -0.0027181+1.26218e-14j -0.0130222+1.42796e-14j 0.0521926-3.36163e-15j 0.0192964-1.39484e-14j 0.0478349-8.42829e-15j -0.0202449+1.63964e-15j 0.0019356-2.1893e-14j 0.0382339-2.9861e-15j 0.0139275+1.45767e-14j 0.0223481+2.99888e-14j 0.0038678-9.86841e-15j -0.0126303+9.18476e-15j -0.0305176+4.26759e-15j 0.0160243-3.14656e-14j 0.0418004-8.4005e-15j -0.0218923-1.01109e-15j -0.117188+1.18873e-14j 0.038644+5.43645e-14j -0.124989-4.56729e-14j 0.0864316+5.77835e-14j -0.17197+3.93721e-15j -0.151531+6.54651e-14j -0.284972-6.88238e-14j -0.13788-4.94194e-14j -0.329126+9.00103e-14j 0.0150424-3.71021e-14j -0.196515+3.18134e-14j 0.662339+1.60872e-13j -0.365975-1.13322e-13j 0.331111+5.18426e-14j 0.135338-1.21343e-13j -0.276293-9.35191e-14j 0.722485+2.25354e-13j -0.213965-1.47193e-13j -0.120985-1.45152e-13j -0.307992-2.01437e-13j 0.0691662+1.37627e-13j -0.169395-5.52233e-13j -0.0250923-2.05755e-14j -0.113246+1.09733e-14j -0.00151485-9.97056e-15j 0.0304791-1.79325e-14j -0.0654446-1.85321e-14j -0.0437635+1.03654e-14j 0.0384401-1.57945e-14j -0.00676361-1.05693e-14j 0.0220303+1.26825e-14j 0.0571141+8.96678e-15j -0.0171072+6.25799e-15j 0.0891803+4.51156e-15j -0.00607584+1.56837e-14j -0.021833-6.84209e-15j 
0.0174959+3.42787e-14j 0.3459-1.06928e-13j -0.0793984+2.04615e-14j -0.224822+8.29635e-14j 0.00103472+5.57221e-16j 0.0150733-2.68261e-15j -0.145994+5.18041e-14j 0.0759884-3.21361e-14j -0.0524652+1.43949e-14j 0.0679982-2.51304e-14j -0.0164452+2.70739e-15j -0.126968+4.60586e-14j -0.0820172+3.31858e-14j 0.0784749-2.48791e-14j -0.0548295+3.52602e-14j 0.034908-4.82826e-14j 0.0540329-2.79527e-14j -0.0208074+3.51486e-14j -0.191509+7.03119e-14j -0.0280436+1.41285e-14j 0.0846071-1.05237e-14j 0.0155634-2.59393e-15j -0.15475+4.68586e-14j 0.119448+5.94266e-15j -0.0113875+3.06843e-14j -0.222511+5.7212e-14j 0.0279087-1.73469e-14j 0.493843-1.28694e-13j 0.0172676+1.93262e-14j 0.00211531+3.24903e-14j -0.0755372+4.89796e-14j 0.167281-3.62587e-14j 0.0960083-1.71943e-14j -0.231236+2.89175e-14j 0.0559795-7.72618e-14j 0.709467-1.25124e-13j 0.369686-1.75774e-13j -0.184095-3.18407e-13j -0.479584-2.29759e-13j 0.169554+6.86487e-14j -0.262242-5.84962e-14j 0.41614+1.20119e-12j -0.38948+1.43389e-13j 0.397473-1.44678e-13j 0.0426107-9.64978e-15j 0.133296-5.03745e-14j -0.00770225+2.37931e-15j -0.0191179+1.51557e-14j -0.22395+7.5773e-14j 0.0838455-4.35874e-14j 0.0453631-1.95618e-14j 0.175642-6.73525e-14j -0.0878069+3.52056e-14j -0.000506166-9.8954e-15j 0.0419029-9.57985e-15j 0.0612169-2.71257e-14j 
