2.22109-1.94809e-11j 0.226717-4.42333e-12j -0.651811+3.47066e-13j 0.25973-2.30153e-13j 0.0755905-2.64605e-14j 0.15762-8.40036e-14j -0.012852-3.55626e-15j -0.0473221+2.94364e-14j -0.0475349+3.12499e-14j 0.0289113-1.2135e-14j -0.0686067+4.71962e-14j 0.0167539-6.05258e-15j 0.0247508-1.49377e-14j -0.0165511+6.07763e-15j 0.0189997-7.62251e-15j 0.0171791-1.65606e-14j -0.0326807+1.81335e-14j -0.0284984+6.80677e-16j -0.0056348+2.32267e-15j -0.0255962+1.11664e-14j -0.0111611+9.79057e-15j -0.0183473+9.30489e-15j 0.00919084-7.02167e-15j -0.036882+6.15925e-14j 0.00820215-6.70889e-15j -0.0162344+1.80812e-14j 0.00167349+2.18408e-15j 0.00908934-1.0202e-14j 0.0169179-8.25395e-15j -0.00281053+3.89968e-15j 0.0129203-7.05564e-15j 0.00522947-1.35158e-14j 0.0186142-2.74552e-14j -0.0174145+4.4073e-14j 0.00726465-9.00453e-15j 0.00997903-6.19899e-15j -0.00317258+6.94757e-16j 0.0237115-1.57084e-14j 0.0288299-1.91e-14j -0.000816655+1.34665e-15j -0.00662787+6.12824e-15j -0.0202206+1.26592e-14j -0.00769922+6.96767e-15j 0.0160538-2.75721e-14j 0.0174464-8.66084e-15j -0.0262521+1.10614e-14j -0.0145682+9.87929e-15j 0.00642323-8.008e-15j 0.00156621-2.51565e-15j 0.00571403+4.79639e-15j 0.0372495-2.62966e-14j 0.0120186+2.36439e-15j -0.00382653+5.15645e-15j 0.0130153-7.19723e-15j 0.0250546-1.99828e-14j -0.011816+2.3473e-15j 0.0426269-1.78477e-14j 0.0257536-1.3963e-14j 0.00227628-6.18898e-15j -0.00910115-1.17032e-14j -0.00458016+3.02731e-15j -0.00392484+3.19721e-15j 0.0109021-8.51566e-15j -0.00703806+3.15979e-15j 0.0496502-2.49476e-14j 0.039059-2.83407e-14j 0.000677556-5.22422e-15j 0.0255114-1.24223e-14j -0.00086685+2.27617e-15j -0.0420286+2.15488e-14j -0.0413838+3.03004e-14j 0.0200639-4.69872e-15j 0.0330564-1.75142e-14j 0.0322548-2.54983e-14j -0.0521552+2.74868e-14j 0.0434863+8.20873e-14j -0.0514597-4.14135e-13j 
-0.0032416+8.33711e-14j -0.0331633+2.02365e-14j -0.0681126-1.31622e-15j -0.0134458-5.0588e-16j -0.000428368+8.34271e-16j 0.124086+6.6707e-15j -0.0861426-1.05756e-15j -0.0757876+3.88129e-15j 0.0234854+3.38346e-15j 0.114339-3.17518e-14j 0.27953-2.00317e-14j 1.53467-8.48647e-15j -0.255086+1.18415e-14j 0.619517+7.37845e-14j -0.120433-5.42573e-15j -0.262708+3.76711e-14j -0.104731-2.11498e-14j -0.228121-1.70826e-13j 0.0514474+1.24235e-14j -0.175803-5.61355e-15j 0.0336181-6.90157e-14j 0.716919+5.35157e-14j -0.251872+1.64299e-14j 0.0976373-1.13015e-13j -0.0919101-1.72012e-14j -0.171041+1.03113e-13j -0.283984+1.45348e-14j -0.0261473-2.25515e-14j 0.0653145-2.13572e-14j 0.0620303+3.97807e-15j -0.0433578-4.52791e-15j -0.0212193+8.21404e-15j -0.0122097+1.1666e-14j 0.0037332-1.50094e-14j 0.0352209+1.26321e-14j -0.0213709+1.98473e-15j -0.0237138+5.52956e-15j 0.0393029+2.38931e-14j 0.134284-1.9926e-14j 0.0350992-1.29544e-14j 0.0343529-8.60348e-15j -0.0578257+9.96289e-15j -0.0309965+4.15716e-15j 0.0272133-2.90352e-14j -0.0111105+4.18889e-15j 0.00601361+5.79479e-15j -0.0248928-4.91928e-15j -0.0265459+1.28952e-15j 0.011755+1.4535e-15j 0.0677948+2.92531e-15j 0.0930044+6.62696e-16j 0.0103706+9.71464e-15j 0.0644405-4.20333e-15j -0.0130581+2.45227e-15j 0.0201176+5.18711e-15j -0.0107115+1.18795e-15j 0.020366+3.26249e-18j -0.0564811+7.80343e-15j -0.0180511+4.60378e-15j -0.00492126-8.61536e-15j -0.0360214+1.09805e-14j 0.0198944+2.81697e-16j -0.0312778+6.51034e-16j -0.0127701+3.64967e-16j 0.0384054-2.85826e-15j -0.0173582-1.8124e-15j -0.0284716+1.05796e-15j -0.019398-3.20888e-15j 0.00928607-9.12314e-16j -0.0163449-2.32165e-15j 0.0268153+6.93119e-16j 0.0164653-1.34703e-15j 0.00393513+8.75632e-16j -0.0307568+4.1484e-16j 0.00915754+7.15008e-16j -0.0213966-6.5778e-14j 0.0356991+2.98045e-13j 
-0.0229124+2.0329e-13j -0.0113492+4.48224e-14j -4.94022e-06-1.79036e-16j -0.0795651-5.87794e-16j -0.0255578-6.41336e-16j -0.0319995-4.50927e-15j -0.163444+1.52724e-15j 0.137487+1.81458e-15j 0.009016-1.35981e-14j -0.127819+1.95748e-14j 0.0507017+2.07821e-14j 0.312498-4.69579e-15j -1.11988-2.08896e-14j -0.633043-1.03258e-13j -0.330259-1.36119e-14j -0.25382+1.09662e-14j -0.198871-7.46404e-14j -0.0601249-3.50896e-14j -0.23427-2.36459e-16j -0.248063+1.48179e-14j 0.913478+1.15361e-13j 0.0604039-7.85139e-14j -0.0197792-2.40772e-14j -0.125639+1.15249e-13j -0.215073+3.04116e-14j 0.23582-1.50877e-13j -0.0305015-2.26548e-14j -0.0157637+1.30948e-14j 0.0376157-5.51107e-15j 0.203997-2.7052e-14j 0.0581699-3.83089e-14j -0.030415+6.826e-14j -0.123867+1.2911e-13j 0.00833113+7.94142e-17j 0.156942+1.28484e-15j -0.0678617-6.53893e-15j 0.0332083-7.31952e-15j 0.0188463-9.64993e-15j 0.00803164+1.24341e-14j -0.0679815+1.4742e-14j 0.0140727+8.0967e-15j 0.0493184-7.86543e-15j -0.149792-2.52394e-15j -0.0588568+4.06536e-14j 0.00461322+4.63445e-15j 0.0385276+1.58384e-16j 0.0130781-2.08092e-15j -0.0516224+1.24418e-14j 0.0112337-4.78624e-15j 0.0266929-6.59207e-16j 0.0104887+2.49225e-15j 0.034645+2.16987e-14j 0.0230599+4.22237e-15j -0.0503575-1.29815e-15j 0.0349678+2.94958e-16j -0.018479+2.83759e-15j -0.0194401-8.26228e-15j -0.0875345-8.24654e-15j 0.0228121+1.09471e-15j 0.00930826+1.35434e-14j -0.0025076+3.01425e-15j 0.038316+2.44988e-15j 0.0371686-2.17829e-16j -0.0305884-3.86802e-16j 0.0215578-6.3289e-17j -0.0279505+1.54895e-15j 0.0597466-1.12264e-15j -0.015971-2.607e-15j 0.0425597-7.49087e-16j -0.0182512+2.00726e-16j 0.0410496-1.06807e-15j 0.000974525-1.65624e-15j 0.0199814-3.4036e-17j -0.0386221-1.14753e-16j 0.0281845+4.26631e-16j -0.0383172+1.23719e-14j -0.0162478-5.60617e-14j 
-0.0136465+7.00703e-14j 0.0226575+1.5206e-14j -0.0172051-5.16995e-16j -0.0267057+1.41844e-15j -0.11045+1.07107e-15j -0.0360038-1.0193e-14j -0.0609651-6.96756e-16j 0.0279484+2.2581e-15j -0.184566+1.1319e-14j -0.0448384-1.88066e-14j 0.0267209-7.67385e-15j -0.366306-1.14552e-14j -0.665934-4.28803e-15j 0.872733+1.08318e-13j -0.630283+9.41434e-15j -0.388799+8.6946e-14j 0.322624+5.57883e-14j -0.0298106-6.11001e-14j -0.227868-5.14773e-14j -0.100431+6.02464e-15j -0.0249938+2.4692e-14j -0.280484-3.29898e-14j -0.602163+1.44825e-14j 0.196411-2.45257e-13j -0.0632499+2.28221e-15j -0.0360314+5.31878e-14j -0.155213-1.15807e-14j 0.122751+9.34178e-15j -0.0837614-2.38276e-14j -0.0693829+6.32996e-15j 0.0912342+6.16259e-15j 0.136135-1.07583e-14j -0.0502314+1.84232e-15j 0.0454255-7.96117e-14j 0.00715513-1.48671e-15j -0.0735802-1.75209e-14j 0.00179622+8.58584e-15j -0.123938-2.64289e-15j -0.0801779-1.05145e-14j 0.0303898-9.02248e-15j -0.0524843+6.11639e-15j 0.00789815+1.05607e-14j -0.124717+2.94926e-15j 0.0240855-2.91295e-14j 0.024749+5.76421e-15j 0.0056619+9.72987e-15j -0.0269268+5.6778e-16j -0.0155685-2.99814e-15j 0.0954321+5.95758e-15j -0.0235342+1.27395e-14j 0.0178708-1.24222e-15j 0.0236776+9.09328e-15j -0.0513839-7.19105e-15j -0.0529882+1.50803e-15j 0.0575047+1.08242e-14j 0.0669272+9.92725e-15j 0.00217856-7.89109e-15j -0.0785291-2.38118e-15j 0.054906-7.73637e-15j 0.00479129+1.30574e-14j -0.0363901+1.75795e-14j -0.0711735+2.68769e-15j 0.0249173+1.08835e-15j 4.84572e-05-2.28103e-15j 0.0741826+1.41018e-16j -0.00386163-4.50355e-16j 0.0472982-2.26265e-15j 0.0114715+1.65923e-15j 0.0271721-2.05461e-16j 0.00687738-1.48625e-15j -0.00855858-2.33939e-16j -0.0286785+1.8515e-15j 0.0123497-1.83019e-16j -0.0125411+1.13227e-15j -0.0107742-2.45455e-16j -0.0109273+3.29687e-14j -0.0225431-1.48893e-13j 
-0.0131544+1.28299e-13j -0.0145798+2.53635e-14j -0.0237427-2.29073e-16j 0.00764312-3.38538e-15j 0.0134077-1.3649e-15j -0.057164-2.19067e-14j -0.0626039+6.41561e-16j -0.031669-6.92895e-15j -0.146735-2.31547e-14j -0.0637623+7.223e-15j -0.0265144+2.7225e-14j -0.0402905-1.61508e-16j -0.175781-3.81285e-14j 0.111124+2.13776e-14j 0.957251+1.455e-13j -0.263897+2.5717e-15j 0.472963+5.89444e-14j 0.322152+3.13009e-13j -0.164306+7.35202e-14j -0.639123-6.44449e-14j 0.108708+5.81683e-14j -0.131091-8.20766e-14j -0.415664-2.6405e-14j 0.243612-2.56697e-13j 0.195021-8.70443e-16j 0.0562069+5.43019e-14j -0.208741-3.57589e-14j 0.146449+4.00797e-14j 0.0101348-1.68942e-14j 0.111472+5.39366e-14j -0.400908-5.05444e-14j 0.0512646-3.19466e-14j 0.0141238-5.67432e-14j 0.153845-2.79568e-13j 0.00850648+1.27194e-14j -0.030549-6.87506e-15j -0.0874074+2.48975e-14j -0.181879+3.51324e-15j 0.0141093-3.23037e-14j -0.0804368-1.23985e-14j 0.101805-1.46296e-14j -0.0358737+1.32392e-14j -0.0735959-2.69376e-15j 0.0321372-3.68815e-14j 0.0280172-8.58633e-15j -0.060442-2.24844e-14j -0.0177628+8.93217e-16j -0.0743665+5.77314e-15j 0.0543605-3.5293e-15j -0.0127791+1.29871e-14j 0.0399041-5.26e-16j -0.0188414-6.408e-15j -0.0526205-7.7721e-15j -0.0407207-1.92328e-15j 0.0177503+1.01187e-14j 0.0265449-5.19752e-17j 0.0425984+6.99581e-15j -0.0396383+7.27125e-15j -0.0343817-1.03392e-14j 0.0372266+7.50943e-14j 0.0290946-3.6841e-15j -0.0310312-1.2498e-14j -0.0274947-6.33306e-15j -0.00693401-5.92856e-15j 0.0249177+3.04685e-15j -0.0163895-2.54588e-15j 0.0141515-9.83132e-15j 0.0282575+7.36403e-16j 0.029481+2.93161e-15j 0.0315191+6.72562e-15j 0.0241276+1.96488e-15j -0.00532891-8.16191e-15j -0.0411601-4.45737e-15j -0.00536339-1.95599e-15j -0.00541008-1.60218e-15j -0.0138388-1.73549e-14j 0.00524729+6.10493e-14j 
0.0144627-1.39864e-13j 0.0167166-2.71706e-14j -0.0358996-2.38998e-15j 0.0329802+7.99641e-15j 0.00217382-3.76907e-15j 0.0330692+2.66179e-14j -0.055439+1.49023e-15j 0.0242318+9.53218e-15j 0.025296+2.67681e-14j -0.0764851-9.28876e-15j -0.156683-2.75792e-14j -0.0292051-3.73699e-15j 0.164905+6.34792e-14j 0.00797009+1.63024e-15j -0.299626-1.23433e-13j 0.540582+1.69723e-14j 0.931464+4.77462e-13j -0.252991-5.35547e-13j -0.93479-3.11153e-13j -0.0551105+6.84092e-14j -0.303161-2.05577e-13j 0.373713+1.41212e-13j -0.102283+1.02763e-13j 0.195185-1.87916e-13j -0.0631535+5.29336e-15j -0.0222865-2.63562e-14j 0.065027+7.70253e-14j -0.143079+1.37467e-14j -0.307518-4.82224e-14j -0.279668-1.58528e-14j 0.0822077+1.37956e-13j 0.0835567-9.89103e-14j 0.26496-1.74023e-13j 0.181502-2.37592e-13j 0.214466+7.67595e-14j 0.122731+3.37741e-14j -0.133337-9.50927e-15j 0.112764+1.86595e-14j 0.0175124+2.63091e-15j -0.0817293-5.57943e-15j -0.0126251+8.98783e-15j -0.0464323+4.66031e-15j 0.0320178+2.42009e-14j 0.0425134-5.14664e-14j 0.00601454-2.06376e-15j -0.001221-8.14718e-15j 0.0316035-4.30961e-15j 0.0605881+5.58813e-15j -0.027718-8.19369e-15j 0.0243288+4.47065e-15j 0.0700689-7.22229e-15j -0.0660705-5.17143e-14j -0.0291085-1.34163e-15j 0.0139377+3.02588e-15j 0.0351457+3.58221e-15j -0.0105233+3.26002e-17j 0.0731415+1.22436e-14j -0.0313476-8.7107e-15j 0.0218463+3.89681e-15j -0.0202733-5.23104e-14j 0.030951-1.33434e-16j 0.0197159+4.91099e-15j 0.0264703+1.17118e-14j 0.0371108+6.69098e-15j 0.025045-1.87591e-15j 0.00371151+6.53234e-15j 0.0469745+1.01871e-14j 0.027047+2.20674e-15j -0.032932-4.28332e-15j -0.0534738-1.32138e-14j -0.00691559-8.33787e-15j 0.0243317+8.11572e-15j -0.00267567+8.03135e-15j 0.00744882+1.34182e-15j -0.00948027+5.74033e-16j 0.0100296+4.95508e-16j 0.0049301+2.03184e-14j 
0.000136636+1.44292e-15j -9.01859e-05+3.51465e-15j 0.028165+2.59147e-15j 0.00672576+4.3671e-15j -0.00638034+4.13541e-16j 0.0838338+3.00053e-14j 0.0212475-6.07997e-17j -0.0132882+8.35802e-16j 0.04671+1.04889e-14j -0.0146185-6.84924e-15j -0.0349371-2.98654e-14j -0.0318312+7.97701e-15j 0.032754+2.44742e-14j -0.0758606-5.78935e-14j -0.0268667-6.65957e-14j -0.842921+4.03555e-14j 0.273206+2.21314e-13j -0.66743-6.71345e-13j 0.538201+6.32473e-14j -0.0956247-2.64461e-14j -0.276937-1.62914e-13j 0.289086+1.60814e-13j 0.155254+2.13822e-14j 0.0048934+5.09698e-14j 0.417816+2.65133e-14j 0.0215136-3.57755e-14j 0.303792+6.99611e-14j -0.146434-2.17909e-14j -0.285993-6.06382e-14j -0.0247048-5.8463e-14j 0.328283+7.09877e-14j 0.192473+3.60558e-14j 0.00463524-2.71637e-14j -0.0685945+1.14522e-13j -0.138876-4.44705e-14j -0.198961-4.88305e-14j 0.0412284-9.36394e-15j 0.0668732+5.60002e-14j 0.0318519+1.34074e-14j 0.00836211-2.23804e-15j 0.126611-2.08937e-14j 0.0152775-4.78055e-15j -0.0150188-1.88158e-15j 0.00499971-1.04753e-14j -0.0235075-1.39059e-14j 0.0106493+7.39327e-17j -0.0649217-9.37249e-15j 0.000909333-2.92699e-15j -0.0507876-3.1918e-15j -0.015199-1.06699e-14j -0.0193592-1.22805e-15j -0.0191217-3.06793e-14j 0.0223842-3.47815e-15j 0.0207903+1.11969e-14j -0.0511992+1.83887e-15j -0.0331057-1.30257e-14j -0.0286272+1.05644e-14j 0.0120066+8.91112e-15j 0.0165167-2.01476e-15j -0.0557242-9.06997e-14j -0.00026342+2.31828e-15j -0.0102929-2.32096e-15j -0.00968141+6.46418e-16j -0.000418898-9.96371e-16j -0.0164311+7.45686e-16j 0.0278454+6.33302e-15j 0.00403524+5.9548e-16j -0.0162495-6.39307e-16j 0.0320842+3.61887e-15j 0.0182488-2.52858e-15j -0.0265669-5.72319e-15j 0.0336449+9.75701e-15j 0.020618+8.0179e-15j -0.00915585-8.45858e-16j 0.0196447+1.9382e-15j 0.00762255+9.65366e-16j 0.00365985+1.54122e-14j 
0.0245818-1.69306e-13j -0.00514605-4.66886e-14j 0.00249969-7.60874e-16j 0.0187128+1.31184e-14j -0.00837873-2.3722e-15j -0.0121232+3.03246e-15j 0.0312908+1.20888e-14j -0.0123293-1.17647e-14j -0.0249869-2.21362e-14j -0.059612-4.60207e-14j -0.0407407-3.1236e-14j -0.0649218-2.83257e-14j -0.0402256-2.65854e-14j -0.0790626-4.78063e-14j 0.106682+3.56582e-14j 0.0101156+3.20734e-14j -0.672539-5.47724e-13j -0.574005-9.22173e-13j -0.682558-5.82009e-13j -0.314255-2.56292e-13j -0.425073-2.91241e-13j -0.420515-2.11381e-13j 0.242432+6.66162e-14j -0.354849+1.20511e-13j -0.315199-2.36106e-13j -0.2694-9.39804e-14j -0.00340042-3.01882e-14j -0.0372415-6.1034e-14j -0.397123-2.98562e-13j 0.170542+8.10543e-14j 0.0649884+3.72316e-14j -0.307036-1.27082e-13j -0.0217481+8.18461e-14j -0.0308302+2.81143e-14j 0.115686+1.16924e-13j -0.0822417-7.15349e-14j -0.171405-1.05942e-13j -0.0996369-1.98647e-14j 0.0768129+4.23553e-14j -0.00203021+2.3381e-15j -0.0801125-4.74854e-14j -0.0924104-5.54536e-14j 0.0536252+4.48371e-14j 0.00361461+6.881e-15j -0.0835235-5.67071e-14j -0.0461948-3.6638e-14j -0.0467552-4.3829e-14j -0.0257612-2.84899e-14j -0.00151054-8.16628e-15j -0.0242068-4.81502e-15j -0.012213+1.30756e-14j 0.0559626+6.16549e-14j -0.0812489-6.16191e-14j 0.0373841+2.19823e-14j 0.0769624+4.92801e-14j 0.00107942-3.47981e-15j 0.0246215+2.82959e-14j 0.083779+5.62131e-14j -0.0185704-5.67139e-15j 0.0205386+2.99626e-14j 0.0196858-5.37472e-15j 0.0179767+1.12749e-14j 0.0320828+7.44939e-15j -0.0400451-2.09976e-14j 0.0254041+2.89666e-14j 0.0180519+1.10568e-14j -0.00787495-4.89327e-15j 0.00509243+1.01748e-14j 0.0260231+2.56324e-14j -0.00197416-6.12189e-15j 0.0103229+9.53964e-15j 0.0136111+1.32237e-14j 0.00439975+1.59484e-15j -0.0092717-8.35104e-15j -0.019219-1.06475e-14j 0.0241362+1.89449e-14j 0.00332868-1.05418e-14j 
0.0126406-7.63403e-14j -0.0122224-1.83396e-14j -0.0186282+3.4977e-15j -0.0196222+7.04363e-16j 0.0405483+2.57352e-15j 0.0654746+8.69069e-15j -0.084841-1.04697e-15j -0.0545522-7.53374e-15j -0.0611872-1.26279e-15j -0.00226477-1.34002e-14j 0.00962843-3.54568e-15j 0.138151+6.61442e-15j -0.0535718-1.92261e-14j 0.0955292+1.34014e-14j 0.0137612+2.28986e-14j 0.324837-4.07833e-14j 0.0792042-1.67956e-15j -0.559655-5.49086e-13j 0.414667+4.42693e-14j -0.489886-5.79294e-14j 0.111177-5.78419e-14j 0.698801-6.43034e-15j -0.689084+8.15383e-17j -0.179128+4.1174e-14j -0.0760039-6.01347e-15j -0.260992+5.37175e-14j -0.406762+1.32788e-14j -0.440357-2.9927e-14j 0.125122+3.16971e-14j -0.215618+5.18564e-14j 0.139745+9.21616e-14j 0.468705-1.31704e-13j 0.105628-2.41068e-13j -0.0518235+7.52963e-14j -0.0682519-3.28767e-14j -0.0502028-2.6759e-14j -0.156781+1.10004e-14j 0.175978+1.25946e-14j 0.127972-9.33319e-15j 0.0868019-2.15323e-14j 0.0955307+1.79716e-16j -0.0630178-1.79068e-14j 0.00113569-2.81187e-15j 0.034689-2.71612e-14j 0.0461318-1.46354e-14j 0.0094945-1.4908e-15j -0.0492441-1.45168e-14j 0.0365121-2.57278e-14j 0.0428279+8.45391e-15j 0.0733668-8.70423e-16j 0.104763+2.56697e-15j -0.0374661-1.20473e-14j -0.0212274-8.69639e-15j -0.00202013+3.44125e-15j 0.0415686+1.2061e-16j -0.0797786-1.03228e-14j 0.0524202-5.24316e-16j 0.00195995+1.25618e-14j 0.0373725-2.5448e-15j 0.019889+3.5239e-14j -0.0362237+4.52624e-15j 0.0437245+7.73766e-16j -0.0688066-5.57638e-15j 0.0187961-4.05157e-15j 0.0679392+3.45679e-15j -0.0504938-3.9804e-15j -0.02451-1.39442e-15j 0.0200074+4.54278e-15j 0.0363674+5.55941e-15j -0.000195506+5.17855e-15j 0.0222074+1.63061e-15j 0.0416442+6.67e-15j -0.0126158+1.50456e-15j -0.0217108-1.55579e-15j 0.00331608-4.20922e-16j -0.0157421-2.69654e-14j 0.0145953+1.34235e-13j 
0.00410595-2.87333e-14j -0.00144117-7.17746e-15j 0.0450935+2.89445e-15j -0.00433701-1.50402e-15j 0.0634972+6.18489e-15j 0.00085471+6.24994e-15j 0.0154028-2.79023e-15j -0.0536812+8.58145e-16j -0.00668851-3.3789e-15j -0.11897-3.68639e-15j 0.101893+5.88013e-15j -0.0456205+4.63799e-15j -0.0406608-4.16077e-15j 0.0535178+1.5643e-14j 0.287706+7.43773e-15j 0.110258+4.49909e-14j 0.0809865+8.51498e-14j -0.579478-5.06925e-13j 0.428773+4.32977e-14j 0.374371+5.59304e-15j 0.594601+2.18159e-13j -0.597251-1.29189e-13j 0.212057-6.13232e-14j -0.56149+5.03907e-13j 0.866349+2.34372e-14j -0.469945+2.23851e-13j -0.238174+4.3274e-14j 0.334123-8.62752e-14j 0.212744-3.9233e-14j -0.137211-2.9594e-14j 0.0814553+9.71938e-15j -0.391906+6.69589e-14j -0.0219027+1.45077e-13j 0.146937-3.02225e-13j -0.149092+3.03999e-14j -0.0085395-2.9384e-15j -0.0393684+5.11115e-15j 0.0758468+7.04938e-15j -0.0610663-1.08904e-14j 0.0290024+2.37898e-14j 0.171633+2.21622e-14j -0.128171+2.00399e-14j 0.0720575-7.37582e-15j 0.0707627-5.00266e-14j -0.0422818+1.32266e-15j -0.0140984-6.49611e-16j -0.0590272+2.61428e-16j -0.0012839-3.60167e-15j 0.105688+7.23707e-15j -0.0241566+1.1945e-14j 0.00482935+3.23834e-17j 0.00411567+2.31747e-15j -0.00782756-4.49251e-15j -0.0169076+2.28915e-15j -0.0402641-2.89502e-15j -0.00386221-8.64496e-15j -0.0487278-1.10864e-14j 0.031026+2.60137e-15j 0.024996+5.00339e-15j 0.0548807+8.89989e-14j -0.0321309+1.09863e-14j 0.045875+8.38629e-15j -0.111769-8.1157e-15j -0.00196231+2.19497e-15j -0.0396049-4.7394e-15j -0.00263575-4.66563e-15j -0.00248045-1.05639e-15j -0.00252338-2.19156e-16j 0.065684+4.17232e-15j 0.0557357-6.11916e-16j -0.0208215-4.47462e-16j 0.0365923+2.52975e-15j -0.0270063-9.83332e-16j 0.016581-3.78427e-16j -0.00497275+1.13775e-15j 0.00195198+1.8518e-14j -0.010487-7.98434e-14j 
-0.0162986+1.4829e-13j -0.0093706+3.07786e-14j 0.0220465-2.12783e-16j 0.00103708+7.35222e-16j -0.0467906+3.20637e-15j 0.0149783+3.27122e-15j -0.0162894-1.3789e-15j 0.119719-4.50097e-15j 0.082646-3.91491e-15j 0.0395549-1.67938e-15j -0.0784076+1.41895e-16j -0.0404493+4.13141e-15j -0.0450851+1.65511e-16j -0.0574777-4.38695e-15j -0.245349+3.68286e-15j -0.264986+5.80197e-14j 0.158458+1.56706e-14j 0.0123158-3.23228e-14j 0.0815774+2.68796e-14j -0.4425-4.16441e-14j 0.429004+7.50347e-14j -0.312193-6.5757e-14j 0.176131+5.7026e-14j 0.120558-1.62311e-13j -0.333942+4.66815e-14j -0.345328+3.19103e-14j 0.793403-7.19883e-15j -0.371658-2.5806e-14j 0.014819+8.52349e-14j 0.26103-9.72176e-14j 0.408428-6.83508e-14j -0.220524+2.88376e-13j -0.710129+6.51838e-13j 0.0403929-6.54414e-14j 0.257474+2.90066e-14j -0.145046+7.26264e-15j 0.239649-4.17285e-14j -0.122362-2.22883e-14j -0.183248+2.22411e-14j 0.00908702+5.85988e-14j 0.05567+6.26158e-15j -0.0510637-3.33119e-16j -0.217459-5.69099e-15j -0.0431135+4.54912e-14j 0.10862+1.29344e-15j 0.0642835+2.00568e-14j 0.0384583+1.04089e-15j -0.0210369+7.92265e-15j -0.0802402+1.62836e-15j -0.0438324-1.42716e-14j -0.110324+1.23402e-14j 0.0136461-9.43368e-15j 0.0396294-3.97733e-15j 0.00193284-8.26278e-15j -0.0694658-4.82525e-18j 0.0298845+3.24483e-16j -0.0641167+4.06025e-15j -0.063263+3.81227e-15j 0.0186572-1.11035e-14j -0.133809-1.98343e-13j 0.034809-1.41277e-14j -0.00675611+5.35816e-15j 0.0902925-2.57879e-15j -0.00184713-1.54936e-15j -0.0317974+4.6127e-15j 0.00675219-8.85024e-16j 0.0652893-3.39466e-15j -0.00179986+6.82201e-16j -0.00928372+4.37897e-15j -0.0220649+1.66219e-15j 0.00349829+9.83433e-16j 0.0115747+2.36864e-15j 0.0284399-2.17145e-16j -0.0205117-1.19874e-15j 0.0488593-1.23165e-15j 0.00213681+1.23138e-14j -0.00660418-5.07205e-14j 
-0.00515336-1.70995e-14j 0.0339617-5.64744e-15j 0.0138584-2.68513e-15j -0.00536476-1.38179e-15j -0.00724722+2.01447e-15j -0.00562502-3.63672e-17j -0.0080433+8.14731e-16j 0.0128339-8.75624e-15j 0.00109146-8.29812e-15j -0.0710555-6.67463e-16j 0.0118616-5.32015e-15j 0.0394066-2.89246e-15j -0.105478+4.16668e-15j -0.073986-1.41802e-14j -0.0738704+2.1254e-14j -0.0401828-2.17416e-14j -0.16693-7.23538e-14j -0.0960738-7.07498e-14j -0.171799-4.95119e-14j 0.483959-5.58931e-15j 0.305303-6.76615e-16j 0.0829914-1.69752e-14j -0.719034+4.46196e-14j 0.461673-5.12592e-13j -0.000334913+4.05933e-14j 0.290686-2.96456e-13j 0.181782-6.9255e-14j -0.497033+2.13563e-13j -0.771312+9.17994e-14j -0.253742+9.44502e-14j -0.090287-4.57663e-15j -0.116655+1.55579e-13j -0.442348+4.6055e-13j 0.207838-3.46328e-13j 0.137112+5.48605e-14j 0.0572617-1.00443e-14j 0.414361-1.06456e-13j 0.451127-4.588e-14j 0.131334+6.0715e-14j -0.173389+5.75194e-14j -0.13948+3.65446e-14j 0.0517578-2.28822e-14j 0.0355588+3.10583e-14j -0.101155+9.45034e-14j -0.235859+3.7912e-14j 0.0115306-3.12417e-14j 0.0354386-2.23189e-14j -0.0171954-8.44222e-15j 0.0779326-1.71699e-14j -0.00306722+9.51643e-15j 0.0369557+1.35061e-14j 0.0404096+2.18168e-14j 0.11101-2.05077e-16j 0.0298133+2.50646e-15j 0.0868785-3.04624e-15j -0.0422821-2.40879e-15j 0.0127564-5.89462e-15j 0.0125428-1.25721e-14j 0.060248-1.97016e-14j 0.0742025+1.10949e-13j -0.0626573+2.19195e-14j 0.0346818-1.21605e-14j 0.036009-2.13793e-14j -0.000503543-2.24256e-15j 0.00885806+3.92244e-15j 0.0308425+4.71582e-15j 0.0287276-3.66423e-15j -0.0135859-1.7213e-15j 0.0239786+2.38374e-15j 0.000242533+7.93898e-16j -0.00731746+1.90569e-15j 0.000251882-3.23138e-16j 0.0160255-5.26361e-16j 0.0105326-2.31479e-15j 0.00481132-2.60184e-15j -0.00137446+5.07963e-14j -0.0309921-2.23757e-13j 
