0.0901194-0.00430829j 0.0322141-0.00501481j -0.0111973-0.00211155j 0.139504-0.00250972j -0.0638282-0.00518881j 0.0533179+0.00233484j -0.0155135+0.00918431j 0.0150494+0.00159837j -0.025557+0.00444546j -0.0464935-0.00105941j 0.0322933-0.000308531j 0.0017305-7.56232e-05j -0.0236024-0.00190103j -0.0180683+0.00177135j 0.0419559-0.0043524j 0.00843685+0.00554592j 0.0290313-0.00544102j -0.0674768+0.0112106j 0.112989-0.0116201j 0.177477+0.00902865j 0.0122257-0.013319j 0.0092341-0.00240873j 0.0215943+0.00741512j -0.0450835-0.00203271j 0.0270063+0.00299309j -0.00257728-0.00391968j 0.0238139+0.000350255j 0.00248399-0.00221289j 0.0459589+0.00240152j 0.00610598+0.000641117j 0.00563397-0.000659603j 0.0090557-0.00290298j -0.0231296-0.000262347j 0.0283903-0.00378515j 0.0653692-0.00174147j 0.0660064+0.0137722j 0.106748-0.000789781j -0.0395807-0.0169767j 0.0323261+0.00374513j -0.0113573+0.0139685j 0.0298223-0.00406764j -0.0557923-0.0243657j 0.00306737+0.00359714j 0.0690995+0.00629019j 0.0197433+0.0010456j -0.00682474+0.00109496j -0.0267353-0.00484847j 0.0356356+0.0100768j 0.0167392-0.0071669j 0.00946233+0.00895559j 0.0292029+0.0102313j -0.0131197-0.0263149j -0.00543955-0.0278521j 0.0143212+0.0202816j 0.0510439+0.00717354j 0.0124432-0.0219003j -0.0233005+0.0364961j -0.0379659+0.00928256j -0.0136742+0.0059404j -0.0109486-0.00960779j -0.0217334-0.010777j -0.0101259-0.00540378j 0.000101858-0.000886505j 0.023492+0.0140701j -0.0135167+0.00758312j -0.0136613-0.00690942j 0.0391653-0.0140765j 0.0261905-0.00471749j 0.00254856-0.000901842j -0.00724597-0.0129456j 0.000389286-0.0183951j -0.0111305+0.000616531j -0.00760153-0.00436342j 0.00323394-0.00745727j 0.0256765+0.0075256j 0.00456669-0.000225218j 0.00310303-0.00184981j -0.0141378-0.00389438j 0.00950888-0.00317328j -0.0246864+0.00607774j -0.0151481-0.00100558j 0.0207461+0.0211602j -0.0211856+0.006214j 0.0240049-0.0289413j -0.0265229+0.00122036j 0.0116521+0.0664783j -0.031434-0.0432459j 0.00723667+0.0253917j 0.00351712+0.0119107j -0.127693-0.0462167j 0.0896051-0.190974j -0.00816187-0.0461791j -0.120383-0.00105553j 0.099643+0.211696j 0.202565-0.0978283j 
0.0171283+0.00892106j 0.00831819-0.0106183j 0.000944749-0.0185892j 0.00129619+0.0043968j 0.00709183-0.0209774j -0.0325194+0.0278916j -0.0290967+0.0215621j 0.00256097+0.0410569j 0.0180768-0.00655878j -0.00289373-0.014381j -0.0116604+0.00168387j 0.00319335-0.0277254j 0.00527127+0.011518j 0.00805419+0.0126195j -0.00228655+0.0175803j -2.03688e-05-0.0301084j -0.00294894-0.000463555j -0.0122959+0.0304926j 0.0232315-0.0120833j -0.0193136+0.0110225j -0.0449869+0.0302116j -0.0342567-0.00291038j -0.000298447+0.0162152j -0.0303034+0.000868346j -0.00616591-0.00876071j -0.0282524-0.00221277j 0.0357759+0.0228492j -0.0117752-0.0233446j 0.0679277+0.0100812j 0.00604748+0.00704968j -0.0257317-0.0064265j 0.00902856+0.0117984j 0.00107095-0.0249749j 0.0150667-0.0445651j 0.0228225+0.00889513j 0.0384476+0.0186922j 0.0143273-0.0162009j 0.0583334+0.00722084j -0.0465485-0.0071982j 0.0755965-0.0326413j 0.0634465-0.0174577j 0.0404099+0.0475588j 0.00490329-0.0490238j 0.0367267+0.00707184j -0.0359257-0.039597j 0.021814+0.0165824j 0.00918118-0.0288621j 0.00581825+0.0218113j 0.0289387-0.0142269j 0.0173302+0.017599j -0.00889701-0.0490727j 0.0169867+0.0154361j 0.00706604-0.00267052j -0.0450695-0.0159349j -0.0283186+0.0464j -0.014978+0.011117j 0.00123304-0.0486401j 0.0272815+0.0371742j -0.0420088+0.0289348j 0.0845615+0.00850088j -0.105259-0.0264017j -0.00930376+0.0398241j 0.0186211-0.0380527j 0.0197768-0.00198205j 0.0746981-0.010608j -0.0195045+0.0526434j -0.0508943+0.0308185j -0.0503478-0.0442807j -0.0271057-0.0258082j -0.0523498-0.00737365j 0.0306149+0.0415611j 0.0361216-0.0720912j 0.00964703-0.0139982j 0.0680017+0.0141521j -0.0279821-0.0162039j -0.0325945+0.105376j -0.0637034-0.124857j -0.04873+0.0806767j -0.000933439+0.106352j 0.0073536+0.0688928j -0.0264273-0.150458j -0.0198497-0.110961j 0.161606-0.0272451j 0.00471835-0.0325855j 0.040515-0.0249856j -0.0973557+0.0193936j -0.167937-0.0264765j -0.0268661+0.0180849j 0.00538765+0.0213352j 0.0266255-0.0221941j -0.0227311-0.0259469j 0.0345359-0.0171867j -0.0217051+0.0194712j 0.00984621+0.00446184j 0.0176055+0.00193738j 
0.00547221-0.0140111j -0.0226673+0.00697797j -0.00329484+0.0423091j -0.00386923-0.00371275j 0.0192191+0.0292714j 0.037575-0.0409723j 0.0236408-0.0343512j 0.00343363-0.0283814j 0.00310628+0.00221634j 0.0135315+0.021726j 0.00652873+0.00792163j -0.00504799+0.00350962j 0.00614593+0.00305129j -0.0098192+0.00773443j -0.00738884+0.0459358j 0.0106343-0.0321111j 0.0112065-0.0101586j 0.00347642-0.0149247j -0.00658268+0.00488783j 0.0110675-0.00663496j 0.0445535-0.0351356j 0.0446496+0.00343104j -0.0153409-0.0104982j 0.0168071-0.0220965j -0.00458985-0.00562378j 0.0134413-0.0115468j -0.0380688+0.00866309j -0.00719339+0.00908109j -0.0157894-0.0160918j 0.0117726-0.0132386j 0.0224338+0.000359444j 0.00212496-0.00295663j 0.0356022+0.000605516j -0.0217622+0.00444007j -0.0378598-0.0129091j -0.0318475-0.0121914j -0.0293057+0.00496901j -0.057487+0.000524673j 0.0437223+0.0161687j -0.0571998+0.0348426j -0.0483016+0.0183643j -0.0302427-0.0358795j 0.00254707+0.0740919j -0.00476094+0.00585609j 0.00719582+0.0186766j -0.0740525+0.0301739j 0.0348389+0.0304287j 0.0374374+0.00926819j -0.0371838-0.0234095j -0.044523+0.0157385j 0.0915424+0.00514973j 0.0509841+0.0120592j -0.0165145+0.0280182j 0.0301994-0.0258526j -0.0676438+0.00139057j 0.00891421-0.0255773j 0.004464+0.0299261j -0.0166167+0.0254423j 0.0559945+0.00680647j -0.0337653+0.0163768j 0.0218316+0.0512823j -0.0334219-0.0100309j -0.0698164+0.00192291j -0.0421448+0.0031182j -0.0154971+0.0357445j 0.0498542-0.0167441j 0.0274994+0.0133111j 0.0121125+0.0737753j -0.00655065-0.0432995j -0.046229+0.0125279j -0.0290596-0.0441151j 0.0321305+0.0394092j 0.0158006+0.0476626j -0.0244138-0.0586139j 0.0851601+0.123481j 0.0481341-0.0617796j 0.09961-0.0409777j -0.0249153+0.0943387j 0.0716827+0.139175j 0.0966578-0.0845659j -0.0233795-0.0273888j 0.00444478-0.0765889j 0.143062+0.0258895j 0.0604871-0.063079j -0.0354187+0.00981515j -0.0217923+0.000597233j -0.0433993+0.0266656j 0.00551606-0.018017j -0.0283979+0.000994952j 0.0171239-0.00586264j 0.0186386+0.00599932j -0.00359995+0.0165245j -0.0303696-0.0315634j 0.00192692+0.000860977j 0.00201303-0.00275792j 
-0.0287717+0.0133325j 0.0271714-0.0176525j -0.0381681-0.0127527j 0.00114255-0.016213j -0.0278041+0.0342491j 0.0282608+0.0122489j 0.000481587+0.0232257j 0.0542471+0.0224984j -0.00462269-0.00633528j -0.00996853-0.0122239j -0.0073413+0.0346144j 0.0123951+0.0109211j 0.0022347-0.00926945j 0.0333627-0.00371199j -0.0202863-0.00927212j -0.00556466-2.31474e-05j -0.0150477-0.00306927j 0.014164+0.0246554j -0.00683708+0.00391902j 0.0508589+0.00590761j -0.0139627+0.0243012j -0.0414824+0.0178773j 0.00168331+0.0253036j -0.0277931-0.0300178j -0.0201421-0.00924468j 0.00257338-0.0213403j 0.0236084-0.014234j -0.0188782-0.00527461j 0.0407372+0.020583j -0.0117042+0.00667035j -0.0277962+0.0180165j -0.0266376+0.00307894j -0.0369382-0.0155249j 0.0636004+0.0248283j -0.00747145+0.00907618j 0.0156388+0.00113245j 0.0347476-0.0509617j 0.0076641-0.0249048j -0.0134965+4.07028e-05j -0.0304114-0.0206453j 0.046092+0.00573649j 0.0328962-0.0465861j 0.00588814-0.0194741j -0.0395378+0.0325908j 0.00690103-0.00957619j -0.0397214-0.0233439j -0.000894047-0.0372965j 0.025495-0.019451j 0.0162295+0.015883j -0.0213013+0.00231769j 0.0199294+0.0263238j 0.0284939-0.00465925j 0.0345547-0.0268649j -0.0060582-0.0151564j -0.00837417+0.0191367j -0.0177823-0.0116894j 0.0338393+0.0111931j -0.00570139+0.00136542j -0.0206652-0.0221217j 0.00846318-0.0244497j -0.0282848-0.0214263j -0.0641215-0.0178771j 0.129356+0.0681058j 0.0720133-0.0297157j -0.0536702+0.0173698j -0.0621975-0.0606507j 0.0798979-0.096328j 0.027407-0.0522478j -0.0146765-0.0172256j 0.0405875+0.00227012j -0.0584165-0.133941j -0.0242297+0.0646401j -0.056954-0.037735j -0.138376+0.0637844j 0.00187985-0.0343674j 0.0175935-0.0836455j -0.00423421-0.111209j 0.00746922+0.058879j -0.0146848+0.00189076j 0.0126266+0.139452j -0.0538467-0.0338459j 0.074169+0.147918j 0.0421914-0.0961448j -0.110092+0.0451671j 0.180835-0.0462469j 0.0406639-0.0713435j -0.00194094-0.0434393j -0.0104231-0.0159757j -0.0211133-0.0306202j 0.041632+0.0221406j 0.0610206+0.0147023j -0.0437683-0.0115721j 0.0834059+0.0211706j -0.00705265-0.00260358j -0.0109466+0.0146262j 
-0.00209845-0.00481834j 0.00670325+0.0343265j 0.00814287+0.0113272j -0.00326356+0.0107153j 0.0284235+0.00877316j 0.0408108-0.0318173j 0.0121343-0.00887616j 0.005071-0.0280247j -0.00776639+0.00153268j 0.000232209+0.00846034j -0.00453775-0.0222108j -0.00886883-0.00828252j 0.00196815+0.0217975j -0.00467761+0.0107779j -0.0122053+0.0171901j 0.00992395-0.000657265j -0.000572638+0.0109292j -0.0211909-0.0244099j 0.00446036+0.0382321j 0.0196078+0.000264654j 0.0475902-0.0631189j 0.0322597+0.00973069j 0.00567745-0.0191235j -0.0145261+0.00199044j 0.00582668+0.00490896j 0.00817129+0.0125768j 0.00159375-0.0102167j 0.0260094-0.0100895j -0.0452695-0.0261663j 0.00504483-0.00878261j -0.00248263+0.00673109j -0.0173517-0.00456345j 0.00993284+0.0075669j -0.0106814-0.0110623j 0.00830511+0.00574699j -0.112108-0.0181966j 0.0341226+0.0418403j -0.0987233-0.0273073j 0.000984499-0.00500567j -0.0728757+0.0231649j 0.0161523+0.0284467j -0.0648957-0.0507866j 0.0269793-0.00515722j -0.00547208-0.00285644j 0.0666998-0.00491043j -0.000611364+0.00226415j -0.0739835-0.0489344j -0.0420381-0.0649931j -0.0800213-0.0351336j -0.0418419+0.0120989j -0.109147+0.0571554j -0.0375892+0.0168091j -0.00875435-0.0287759j 0.0294254+0.0103337j 0.0410685-0.029206j -0.0344438-0.00346494j -0.0119296+0.0395539j -0.0445436-0.00631946j 0.086626-0.074624j -0.0592994-0.029107j 0.026206+0.0155688j 0.0254668-0.031676j -0.0267201+0.00972938j -0.0994891-0.0339009j -0.00991484-0.00351226j 0.043004+0.0605805j 0.0766836+0.0145543j -0.00194319+0.127464j 0.0454719+0.0588976j 0.0340443-0.0187876j 0.0597992+0.0398263j -0.0524962+0.0152346j -0.0194289-0.0441506j 0.0511189-0.0651024j -0.0175033+0.0191411j -0.0776755+0.0675014j -0.0429947-0.165143j -0.0690151+0.0516876j 0.0598421+0.0434314j -0.0105746+0.165163j -0.0513271+0.0555113j 0.0941996-0.015586j 0.196939+0.00742597j -0.0688416-0.0329155j 0.0724132-0.0164616j -0.0303725-0.00356237j 0.0570113+0.0304265j 0.0514196-0.00126739j 0.0272998-0.0364459j -0.00965234+0.0264281j 0.0236632+0.0064865j 0.00791224+0.0269734j -0.0107481-0.00606219j 0.0115479-0.0114824j -0.0216649-0.00945189j 
0.00390798+0.0106461j -0.0160111+0.0207866j 0.0103803+0.0145718j -0.0213612+0.0244131j 0.0708142+0.000125285j 0.0206174-0.0255225j 0.0136106+0.00768979j 0.0227214-0.011821j -0.00631083+0.00281231j -0.0111593+0.00813669j 0.0208188-0.0348074j -0.00502267-0.0112275j -0.0109362+0.0194524j -0.00466963-0.00235906j -0.00164029-0.0101142j 0.00259945+0.0284307j -0.0137104+0.0163019j 0.0134845-0.0143191j 0.0176911+0.0268387j -0.0144045-0.0252723j -0.00609303-0.0509162j 0.0213594-0.00197885j 0.00734359-0.0144066j -0.0421362-0.00267558j -0.00835828-0.0117472j -0.00916511+0.00833089j 0.0345208+0.00619884j -0.0101303-0.00617926j 0.0352508-0.00660742j -0.00722484-0.0136727j -0.0218689+0.010009j -0.0255531-0.0172632j -0.0150441-0.0389389j -0.00224085-0.0446416j -0.0609321-0.0362183j -0.0561868-0.0342215j 0.000198171+0.00158945j -0.048469-0.0153798j -0.0663568-0.0302239j -0.00480186+0.0067865j 0.0285142+0.0133471j -0.03169-0.0137687j 0.0224865-0.0674955j -0.0018089-0.00569184j 0.0176489-0.0491404j 0.00378326+0.0108542j 0.0190741-0.000615206j -0.022894+0.00934023j -0.00799263+0.0141927j 0.0137884-0.00879428j 0.00790901+0.00885244j -0.0378657-0.0258227j -0.011738-0.0116523j 0.0219056+0.0365365j 0.089619-0.037357j -0.000232689+0.0115427j -0.0236638-0.000117321j -0.00961245-0.00136945j 0.0505162+0.0028075j -0.03469+0.0294264j 0.00609142+0.0472267j 0.0744222+0.0166902j -0.0244349-0.0306141j -0.0475145+0.0055072j 0.0187443-0.00748042j 0.0572783+0.084765j -0.0407643+0.0162771j 0.0147243+0.0317595j 0.0316443-0.0108116j -0.043834-0.0240735j 0.0250635+0.0806335j 0.0194587-0.0330222j 0.0227382-0.0264114j 0.0687013-0.0247222j -0.00139622+0.0596133j -0.0725101-0.0141227j 0.0386428-0.0337754j -0.0591558-0.186108j 0.0585587-0.160372j -0.000102935+0.00706205j 0.0792521-0.122849j -0.00946218-0.0530616j -0.126886-0.0141825j -0.202571-0.00924518j -0.0358602-0.0259808j -0.024472+0.0384687j -0.0865834+0.0135686j 0.0338231+0.000325499j -0.0027417-0.0313234j 0.0247768-0.0248503j 0.0398393-0.0213372j 0.0122396+0.0105218j -0.0496292-0.00967188j 0.0155307+0.00660196j 0.0204666-0.00225284j 
-0.0158537+0.00344045j -0.0114833-0.00395863j -0.00705925+0.0161948j -0.00474751-0.00635197j 0.00272819+0.0244211j 0.0256336-0.00824037j 0.016431-0.0167919j 0.0224889-0.0123122j -0.000411215-0.00619741j -0.00270458+0.00636288j -0.000232627+0.0315185j -0.00262323+0.0106262j 0.00262184-0.00140415j 0.00764263+0.00685256j -0.00884072+0.0364778j 0.00692611-0.0164361j -0.00744673-0.0158815j 0.0217449+0.00320949j 0.000866833-0.0135696j 0.0129705+0.00742382j 0.0109957+0.00433179j -0.00633265-0.00942662j 0.000151316+0.00427451j 0.00506277-0.003787j 0.0106264+0.00026726j -0.0193753-0.0166733j 0.0149594-0.00499561j -0.0101379+0.0157291j 0.00593646+0.00958274j 0.00488+0.00487513j -0.0121635-0.00097747j -0.0348589-0.0164181j 0.0214137-0.00866449j 0.00120031-0.00366435j -0.0500172-0.0137963j -0.0339406-0.0231937j -0.0172541-0.0228042j -0.0266813-0.00419252j 0.0267433+0.0123574j 0.00401085+0.00916943j 0.00775078+0.00764493j 0.00687955-0.00107454j 0.00305425+0.0178122j 0.0237873+0.0245507j 0.0124015+0.00799958j 0.0108188+0.0247508j -0.00965373+0.0121006j -0.0326927-0.0152775j 0.00852513-0.00587477j 0.00165597+0.00703154j 0.00688639-0.0140656j -0.00240171+0.00120165j 0.0125913-0.00572159j 0.0282258+0.000218542j 0.0152134-0.00350184j -0.00251057-0.00172942j -0.00189896+0.00538267j -0.0156361+0.0589482j 0.0429796+0.0482999j -0.0404517+0.0428844j -0.0242035+0.04461j -0.0553422-0.0187112j -0.0316566+0.00274888j 0.0388563+0.00820542j 0.0386586+0.0199317j 0.0889786-0.0354249j -0.0151177-0.0178678j 0.0173482-0.00531728j -0.0153024-0.0990978j -0.0727199+0.0232576j -0.0866729-0.0558808j 0.061892+0.0328436j 0.0159779+0.0660374j -0.0863693-0.0341101j 0.0707902+0.0565271j 0.121552-0.0736281j 0.076821+0.10092j 0.0162647+0.100179j -0.0205024+0.0771305j 0.0875679-0.13647j -0.00387266-0.0972651j -0.0236143+0.0310073j 0.0209814-0.0117365j 0.0818164+0.0178116j -0.0430451-0.00853066j 0.107963-0.0106386j -0.0537853-0.0249706j -0.0138095-0.00177762j -0.0274525-0.0143535j 0.0566287-0.0163483j 0.0617799-0.00541274j -0.0231768+0.00691946j -0.0157813-0.00408434j -0.0095191+0.00275237j 0.0125842+0.00675683j 
0.0170443+0.000156907j -1.69518e-05+0.00714296j 0.00568984+0.00920953j -0.000489658-0.0144633j 0.00185012+0.00417329j -0.00910975+0.00228992j 0.0133552-0.0118873j 0.0173497-0.00479261j 0.0162034-0.00350412j 0.0182377+0.00956402j -0.00921093-0.000852683j -0.01029+0.00410874j -0.00560561-0.0114351j -0.00666507-0.00269372j 0.0088572+0.00641572j 0.0166902-0.00169687j -0.0221814-0.00124184j 0.00961484+0.00276183j 0.00851752+0.0169841j 0.0275824+0.00357781j 0.025419+0.00239664j 0.00254434+0.00180214j 0.0012391-0.00162942j -0.00924674-0.0101571j -0.00417599+0.00271415j -0.0261901+0.000253905j -0.0255285-0.0105445j -0.0219024+0.00193074j 0.0207014+0.0103077j 0.00581398-0.00421859j 0.000829714+0.00497859j 0.00225816-0.00256523j -0.00324609-0.00154936j -0.00619334-0.0296087j -0.032961-0.00780376j -0.0106197-0.00422311j -0.0173625+0.00749433j -0.0287326-0.0155215j 0.0263518+0.00804888j -0.0135339-0.00515699j -0.0486735-0.0146675j 0.0199168-0.00516537j 0.00582682+0.0300479j 0.0430685+0.0144089j -0.00914822+0.0578448j -0.0030201+0.00222906j -0.0448793+0.016846j 0.0385931+0.0260958j 0.02655-0.0288574j -0.0219901+0.0234568j 0.00182878+0.00284385j 0.00525875-0.00390258j -0.00976033-0.00989773j -0.00440654+0.0302968j -0.0123339+0.00649596j -0.00787725+0.0043668j 0.0184053+0.00748419j -0.0154583+0.0568873j 0.00460873-0.00471818j 0.0191244+0.00938861j 0.0257401+0.0018669j -0.0411644+0.0124602j -0.0153404-0.000392834j 0.0208809+0.0470847j 0.00282219+0.0435349j 0.0277306-0.00638481j -0.0241316-0.0279489j 0.0557714+0.0107779j -0.0397632-0.0173353j -0.0980751-0.0217986j -0.00747996-0.0117886j 0.101222-0.139445j 0.0212362+0.033546j 0.0087916+0.0450654j -0.120208-0.274285j -0.011765+0.188507j -0.203914+0.0688917j 0.0704604-0.0452475j -0.10962+0.0749159j -0.205557-0.0261531j 0.0451091-0.0543198j -0.0215017+0.0187292j 0.0625024-0.0138659j -0.00142951+0.00198344j -0.0593117-0.00843909j 0.0323576-0.0143934j -0.032411-0.00225188j -0.00967135+0.0189033j 0.0195523+0.00222951j 0.0298888+0.00670384j 0.032043+0.00633978j -0.0232948+0.00819833j 0.0086779+0.00204945j -0.0016847-0.00364779j -0.00812696+0.00142312j 
0.00337561-0.000892258j -0.0153214+0.0219018j 0.0124492+0.00102978j 0.0150125-0.0104887j -0.00502562-0.0279586j -0.0227365-0.00597908j 0.00298071-0.0236329j -0.0119738-0.00949897j 0.0131864-0.0158315j 0.0112169+0.00377649j -0.00778219-0.0105224j 0.0049941-0.012924j -0.00811313-0.00336699j 0.0105672-0.0122628j 0.0111937+0.0144336j 0.0110901-0.0110152j -0.0107342+0.0139947j -4.82006e-05+0.00123295j 0.00706438+0.00645295j 0.00503627+0.0032319j -0.0130593-0.0292938j 0.0255734-0.00357688j -0.0185121-0.0184939j 0.00901557+0.00470138j 0.00424325+0.023399j -0.0166588+0.00492756j -0.0169769+0.00259923j 0.00687877+0.0136188j -0.00841436-0.0157838j -0.0189468-0.00106813j 0.0312342-0.00724629j 0.0207037-0.00381386j 0.0122388+0.0142555j -0.0387592-0.0154124j -0.0297344-0.0112754j -0.0576971+0.0157794j -0.00129978+0.0513603j -0.00694725-0.0190556j 0.0524231+0.00852235j 0.0382061-0.00338898j -0.0113884+0.0122597j 0.00132132+0.0854j 0.0069515+0.0832835j 0.0272814-0.0237722j -0.00666574+0.0374699j -0.0285814-0.00453589j -0.0464421+0.0228816j 0.0518411+0.00139366j 0.0846443+0.00897297j 0.0601682+0.00517158j -0.0160633-0.0233485j 0.00229908+0.039981j 0.00525186-0.0163601j 0.0300267+0.00782451j -0.0378859+0.00137225j -0.0401863+0.0240039j -0.014846-0.0331541j -0.00736347+0.046998j 0.085043+0.0236735j -0.0470195+0.0482712j -0.0334338+0.0132718j 0.0122868+0.0225405j -0.131834-0.0435234j -0.065072-0.0234054j 0.0450508-0.0173072j 0.0234825+0.0374317j -0.0512831+0.107027j -0.0576934+0.0719705j 0.0490477+0.0657913j 0.0305123+0.0425752j -0.0230098+0.0121609j -0.0382179+0.0343951j 0.012649-0.0263293j -0.0130375-0.00612877j -0.0132978-0.0502634j 0.00732778-0.0191479j -0.029936+0.0820487j 0.0012897+0.0631795j 0.00866864-0.0114858j -0.0162198+0.0120399j -0.00678403-0.0204593j 0.00828732-0.013025j 0.00571228+0.000193292j 0.0140632+0.00743936j 0.0170318-0.0101985j 0.0483244+0.0210227j 0.0282448-0.0497185j -0.155608+0.00690554j 0.0205518+0.149606j -0.0104284-0.00419253j 0.00139459-0.0258951j 0.0362419-0.00625162j -0.0470328+0.0299483j 0.00975509+0.00186675j 0.0208137-0.00430786j 
0.0116568-0.00732293j -0.00934769+0.00811891j -0.00210347-0.00505541j 0.0199544+0.0166035j 0.0106951-0.0173817j -0.0208323+0.0020071j -0.01539-0.00127259j -0.00522275+0.0148096j -0.00650284-0.0113919j -0.0107511-0.0157684j 0.00312401-0.00619894j 0.0168333-0.0196867j 0.00204807+0.015157j 0.02406-0.0061032j 0.00289189-0.00663856j 0.00690543-0.00293766j 0.0122334+0.0270749j -0.00819677+0.0255957j 0.00142788+0.000683601j -0.00903045+0.00362824j -0.0220726+0.0035945j 0.0163188+0.00166579j -0.0272553-0.014216j -0.0307176-0.0132498j -0.0245813+0.0116375j -0.0406145-0.00445597j -0.0508679+0.00262701j -0.0161738+0.00912703j 0.0131795+0.00576956j -0.00335497+0.0127896j 0.0391047+0.00376092j -0.00417127+0.00329499j -0.0191786-0.00807232j -0.018708-0.00272918j 0.0041972+0.00164977j 0.0511651+0.0145874j 0.00625211-0.00104006j 0.056308-0.00710489j -0.022834-0.00507054j 0.054194+0.00181508j 0.0518402+0.0145231j -0.00365748+0.0583483j -0.0115282-0.0231853j -0.000568101-0.0198435j -0.0255356-0.0833451j -0.0305425+0.00927448j 0.0687505-0.010264j -0.0259873-0.0121194j -0.0085303+0.0284943j 0.0524798-0.0176854j -0.000747386-0.0363321j -0.00272325+0.0347279j 0.0375274+0.0159947j 0.020077-0.0111207j -0.00957139+0.00968726j -0.00867306-0.00128452j -0.00613155-0.0320906j 0.00981436-0.0314571j -0.0144382+0.0389459j 0.0165912+0.0227897j -0.0698803+0.010079j 0.0721696+0.0180661j -0.103786-0.0544155j -0.115054-0.0118671j 0.0167474-0.0656367j -0.0680519+0.0700277j 0.034404+0.110879j -0.12354+0.0556904j -0.000278621+0.0488989j 0.0213093+0.0165807j -0.0429785-0.136956j -0.0321693+0.0645365j -0.0883262-0.0929201j -0.111404+0.13362j -0.0181486+0.00416369j -0.0244559-0.0838609j 0.00946078+0.0184973j 0.00251993+0.083019j -0.0181781-0.0915305j 0.0198706+0.0512313j 0.00126386-0.0105558j -0.058399-0.0240259j -0.0674175+0.0337594j 0.02318-0.0250689j 0.129492-0.00222226j -0.0489899+0.0349276j 0.00128503-0.00905256j -0.0490282-0.0701084j -0.0811652+0.0481952j -0.000491005-0.024525j -0.0412125-0.0166528j 0.0228572-0.0287272j -0.0250154-0.00616597j 0.00414349+0.00644522j 0.027211-0.00527093j 
0.000120021+0.00436543j -0.00178751+0.00962179j 0.000329935+0.0172638j -0.0129162-0.00349242j 0.0242978+0.00712226j 0.0423926-0.00357113j 0.00809857-0.0169501j 0.0165131-0.0135365j 0.00203105-0.000203886j 0.00813556+0.0157141j 0.0033469+0.00367264j 0.00248752-0.000293948j -0.0102467+0.00277501j -0.00457686+0.000244062j 0.0025045+0.00851381j -0.00134913-0.0117803j 0.00434804+0.0125145j 0.0149326+0.0017941j 0.00288599+0.022887j -0.00148448-0.0116066j 0.0237041-0.0236467j 0.0361761+0.00489382j 0.000415713-0.019087j -0.0321539-0.0213075j 0.0160993+0.00362499j -0.00199626-0.00789951j 0.0377151-0.0025332j 0.0136084+0.0175023j 0.013034-0.00393812j -0.0180113-0.00510763j -0.0146759+0.0116149j 0.002477+0.00196864j -0.00580484-0.0283428j 0.00164883-0.0280257j -0.042663-0.00673604j -0.0520901-0.0207191j 0.0246684+0.0015248j -0.060041-0.00946917j 0.0150252-0.000483629j -0.00622753+0.0129236j -0.0188094+0.0228254j -0.0127709-0.0208711j -0.00392932+0.0302125j 0.0133592-0.0027564j 0.0240808+0.0169632j -0.0244697+0.0067194j -0.0143612-0.00207917j 0.0557326+0.00728107j -0.00487859-0.0200261j -0.0381399+0.0322974j 0.0357613+0.0136437j -0.0255147-0.00191504j -0.0199979+0.0046608j -0.00970846+0.032514j -0.0108078-0.0221946j 0.00411059-0.00406554j 0.0143892+0.00107643j 0.000290137+0.0302738j 0.0172954-0.0100049j -0.0101165+0.00613225j 0.012836+0.0266038j 0.00834145+0.011848j -0.046335-0.00881064j -0.0494841+0.007386j 0.0390986+0.0348902j 0.0475759+0.0162591j 0.0428302+0.0278189j -0.05263+0.0592691j 0.00639947-0.0601118j -0.0364235+0.0287195j -0.0852474-0.128402j 0.026402-0.00283471j -0.116917-0.110798j -0.162731+0.15576j -0.0902471-0.0795823j -0.0356718+0.0460675j -0.0537737+0.03652j -0.00184546+0.0422973j 0.000574999-0.00515879j -0.0774481+0.0188379j 0.0195521-0.04021j -0.027232+0.00988723j 0.0243934-0.00631112j -0.00876317-0.0142159j 0.0354029+0.00684054j 0.0148297-0.0079457j -0.00472941+0.00940859j 0.0306412-0.0271432j -0.0521308-0.0407336j 0.0204971-0.0107021j 0.0331466-0.0143584j 0.0122424+0.0148088j -0.01556-0.00945047j 0.00287711+0.00189029j 0.0111037+0.00477646j 
