0.0901194-0.00430829j 0.0322141-0.00501481j -0.0111973-0.00211155j 0.139504-0.00250972j -0.0638282-0.00518881j 0.0533179+0.00233484j -0.0155135+0.00918431j 0.0150494+0.00159837j -0.025557+0.00444546j -0.0464935-0.00105941j 0.0322933-0.000308531j 0.0017305-7.56232e-05j -0.0236024-0.00190103j -0.0180683+0.00177135j 0.0419559-0.0043524j 0.00843685+0.00554592j 0.0290313-0.00544102j -0.0674768+0.0112106j 0.112989-0.0116201j 0.177477+0.00902865j 0.0122257-0.013319j 0.0092341-0.00240873j 0.0215943+0.00741512j -0.0450835-0.00203271j 0.0270063+0.00299309j -0.00257728-0.00391968j 0.0238139+0.000350255j 0.00248399-0.00221289j 0.0459589+0.00240152j 0.00610598+0.000641117j 0.00563397-0.000659603j 0.0090557-0.00290298j -0.0231296-0.000262347j 0.0283903-0.00378515j 0.0653692-0.00174147j 0.0660064+0.0137722j 0.106748-0.000789781j -0.0395807-0.0169767j 0.0323261+0.00374513j -0.0113573+0.0139685j 0.0298223-0.00406764j -0.0557923-0.0243657j 0.00306737+0.00359714j 0.0690995+0.00629019j 0.0197433+0.0010456j -0.00682474+0.00109496j -0.0267353-0.00484847j 0.0356356+0.0100768j 0.0167392-0.0071669j 0.00946233+0.00895559j 0.0292029+0.0102313j -0.0131197-0.0263149j -0.00543955-0.0278521j 0.0143212+0.0202816j 0.0510439+0.00717354j 0.0124432-0.0219003j -0.0233005+0.0364961j -0.0379659+0.00928256j -0.0136742+0.0059404j -0.0109486-0.00960779j -0.0217334-0.010777j -0.0101259-0.00540378j 0.000101858-0.000886505j 0.023492+0.0140701j -0.0135167+0.00758312j -0.0136613-0.00690942j 0.0391653-0.0140765j 0.0261905-0.00471749j 0.00254856-0.000901842j -0.00724597-0.0129456j 0.000389286-0.0183951j -0.0111305+0.000616531j -0.00760153-0.00436342j 0.00323394-0.00745727j 0.0256765+0.0075256j 0.00456669-0.000225218j 0.00310303-0.00184981j -0.0141378-0.00389438j 0.00950888-0.00317328j -0.0246864+0.00607774j -0.0151481-0.00100558j 0.0207461+0.0211602j -0.0211856+0.006214j 0.0240049-0.0289413j -0.0265229+0.00122036j 0.0116521+0.0664783j -0.031434-0.0432459j 0.00723667+0.0253917j 0.00351712+0.0119107j -0.127693-0.0462167j 0.0896051-0.190974j -0.00816187-0.0461791j -0.120383-0.00105553j 0.099643+0.211696j 0.202565-0.0978283j 
0.00552812+0.0357432j 0.00491618+0.00960258j 1.21972e-05-0.0182534j -0.00293364-0.0137202j -0.025435-0.00627484j -0.00434238-0.0119143j 0.0205402-0.0182541j 0.00692911-0.0260998j 0.00889473+0.0209163j -0.0356614-0.0120073j 0.010125-0.00911077j -0.00118176-0.00474019j 0.0124005-0.0140542j 0.0251271+0.00668371j -0.0226741+0.000578573j 0.010499+0.0138591j -0.00890076-0.0220421j 0.00675558-0.0255377j -0.0123218-0.0155106j 0.00524416+0.00192408j -0.0145302-0.00993488j -0.0525083-0.00930205j -0.039448+0.00623576j 0.0913539+0.0241937j 8.02103e-06-0.00700012j -0.0174703+0.011367j -0.0467009-0.00417775j -0.0240857-0.0171566j 0.025486-0.0180096j 0.0194221-0.0066215j 0.0509125-0.0136197j -0.029305+0.00537172j -0.0364408+0.0665546j 0.0243088+0.0486976j 0.0321779-0.0340827j 0.00233453+0.00628803j -0.038303+0.0115998j 0.0991796-0.0308578j 0.023819+0.0146094j 0.0763976-0.037032j -0.00147713+0.0172372j 0.0351662+0.0426263j 0.0221613+0.024975j 0.0743123+0.00472594j -0.00588808+0.0341431j 0.02837+0.032551j -0.012765+0.0135455j -0.0211002+0.0420518j -0.0100886-0.0339879j -0.0195966+0.0211381j 0.0134272+0.00965018j -0.0140824-0.0206856j -0.0441651+0.0165387j -0.0183631-0.00112638j 0.0226316+0.0185359j 0.0113545-0.00598544j -0.0147057+0.0635184j -0.0152239+0.0170415j 0.0299418+0.00866968j 0.115079+0.0516793j -0.0196013+0.00872623j -0.0272236-0.035356j -0.0428062+0.0393315j 0.00719412+0.0507355j -0.0593303-0.0343848j -0.0178534-0.0116913j -0.0331755+0.0133551j 0.0628797-0.0101147j 0.0289574+0.0993147j 0.0640977-0.0404928j 0.0130668+0.0663766j -0.0332976+0.0633678j -0.138534-0.078049j 0.0316139+0.11765j -0.0196838+0.105975j -0.0808078+0.116935j 0.0202553-0.0309961j -0.0148168-0.0122115j 0.0588145-0.00682218j 0.00941593-0.0700537j 0.0154771-0.00505162j -0.00980225+0.00400386j 0.00553855-0.034535j 0.00414267+0.00263259j -0.0503575+0.0407426j 0.0625969-0.039063j -0.0485869-0.000918349j 0.199798-0.112078j -0.13749-0.194256j -0.0157912-0.0296659j 0.0211329-0.0399165j 0.0563604+0.0444249j 0.0491249+0.0447185j -0.00725046+0.00761327j 0.000213473+0.0121701j 
-0.000426656+0.005203j 0.000334741-0.00702036j 0.0104245+0.00253795j 0.00804938+0.00597253j 0.0155254-0.011787j -0.00148874+0.0259052j 0.000481116+0.00126646j -0.0165904+0.023019j 0.0229869+0.00853293j 0.0237972+0.014653j -0.0065865+0.00262588j -0.00809294-0.0159867j -0.0109438+0.0135101j -0.00634968-0.0108114j 0.0175869+0.0010752j 0.0113203-0.0197825j -0.00614698+0.00622565j -0.00422539+0.0221491j -0.00439642+0.00831932j -0.0139134+0.00165624j 0.0426123+0.0143753j 0.084231-0.0212497j 0.0118493+0.0132396j -0.0156481-0.0367622j -0.00425947+0.00511617j -0.02077+0.00952641j -0.00687916+0.0140725j -0.026221+0.0159169j 0.0360149+0.012005j -0.00314949-0.00594992j -0.0132346-0.00211813j 0.0196314-0.00400997j 0.00752585-0.0324032j -0.0113595-0.0520124j 0.0155336+0.0264595j 0.0255024+0.00061209j 0.0282294-0.0120996j -0.0354137+0.0102087j -0.00529198-0.0139876j 0.0116816-0.0179938j 0.0186644-0.0132656j 0.0167518-0.0091104j -0.00303252+0.0201943j -0.0282733-0.0314461j -0.0181977-0.0340714j 0.00142029+0.00361037j 0.0353022-0.00583898j 0.044766-0.000109639j 0.00376757-0.0101065j 0.00662945+0.0185819j 0.0277133-0.0357624j -0.00527514-0.00351976j -0.00201009-0.00219493j 0.00735584+0.0176526j -0.015954-0.0286675j -0.0278647+0.00827618j 0.0030026-0.0147229j 0.0144053+0.0152266j -0.0607211+0.00241161j 0.0380237-0.0181574j 0.0155829-0.00306897j -0.00582095+0.0269532j 0.00122543-0.0491633j -0.0617917+0.0436559j 0.104754+0.0348206j 0.0806757+0.0561229j 0.0155309+0.0241541j -0.0727576+0.0577834j 0.0340644-0.105222j 0.0077154+0.110629j -0.0950189-0.00354374j 0.0138913+0.0685808j -0.0296015+0.069107j 0.0305197+0.0906487j 0.0368254-0.0128317j 0.0355586+0.0250224j 0.00653943+0.0153948j 0.0328668+0.0349554j -0.0594294-0.0290995j -0.0271011-0.0028356j -0.00587797-0.0380014j -0.0567635+0.0187692j -0.0104708+0.0460261j 0.0245496-0.0550924j 0.0301466+0.00835666j -0.03536+0.0306387j 0.000537049+0.0761946j 0.238012-0.103293j -0.119947-0.203716j 0.0327114-0.0418052j -0.00660823-0.0242826j -0.00881342+0.0266888j -0.0226976-0.048751j -0.00488668+0.00228436j -4.0745e-05-0.00374136j 
-0.00563405+0.0290654j -0.0233105+0.00300287j -0.0116173-0.0147727j 0.00167092-0.0110961j -0.0447211+0.0130522j 0.0225006-0.0295167j -0.0391777-0.00936918j -0.0168395+0.00588773j 0.00535033-0.0127559j -0.00338186+0.00305808j 0.0116854-0.00424743j 0.00598483-0.0165508j -0.0149121+0.0253409j -0.0201137-0.0279391j -0.0117167+0.00342228j -0.0360798-0.0127178j 0.00566179+0.0206989j 0.00948376-0.0151686j -0.0266247+0.0143621j -0.0200494-0.00795475j -0.0369879-0.0191059j -0.0376118+0.002437j -0.0555339+0.0276353j -0.0291384-0.0414765j 0.0337332-0.00115209j 0.0297766+0.0107852j 0.00866582-0.0103377j 0.0201624+0.0245705j -0.0378838-0.0169651j -0.0147752-0.0208748j 0.0486512-0.0109379j 0.0266693+0.00260689j 0.00759939+0.0479446j 0.0379926+0.0379799j 0.0414148-0.00132772j 0.0171861+0.00875814j -0.0227479+0.0111186j 0.0598187-0.0239198j -0.0413381-0.0079899j -0.0137067-0.0404849j -0.0528016+0.0417022j 0.0271662+0.0277467j 0.021501-0.00334274j -0.0437198-0.000484879j 0.0277746+0.0497153j -0.0127484-0.0534848j 0.00419901+0.0271002j -0.0145946-0.0475095j 0.0656827+0.0630271j 0.0941056-0.0299655j 0.00674937-0.0109088j 0.0213635+0.0440005j 0.0144043+0.00477236j 0.0447467-0.0305731j -0.0222368-0.00109413j 0.0127272+0.0477265j 0.0854121+0.0008569j -0.0254274-0.0283041j 0.00942189-0.0441156j 0.034094+0.0312246j 0.0182562-0.0265418j 0.0568397-0.0155693j 0.0134173-0.000144585j -0.0189232+0.00247606j 0.0252513-0.024525j 0.00517542+0.021799j 0.0782582+0.0384094j -0.0148706+0.0191868j -0.0112602-0.0879576j -0.0745991-0.0232296j 0.0365446+0.0174092j 0.0748355-0.0804175j 0.0430183+0.203212j 0.100122-0.0507308j 0.0707472-0.049178j 0.0940641-0.0385063j -0.0245826-0.0238957j 0.0294566+0.0372999j -0.0249976-0.0425568j -0.0300435+0.0365738j -0.0135349+0.0350032j 0.0615681+0.0420024j -0.0195258-0.0152868j 0.00368927-0.0181652j 0.0829568+0.0555957j 0.0507037+0.0391987j 0.0218772-0.0427148j 0.17471+0.0148758j 0.0439404-0.153724j 0.025167-0.0150646j 0.0378388-0.0300784j 0.0300423+0.0628858j -0.0325944+0.0336269j 0.00478747+0.0120389j 0.00736979+0.00659499j 
0.0179101+0.0110717j -0.00514903+0.0052265j -0.0107+0.00212069j 0.00941125-0.00146433j -0.0054803+0.0112375j 0.000508884-0.00620415j -0.00311694-0.00205444j 0.0128121+0.00800164j -0.0021951+0.00474085j -0.0158022+0.00129951j 0.00636587+0.00761713j 0.00748622+0.0085947j 0.00710005+0.00191776j 0.0105459-0.0108112j 0.00400848+0.0154409j 0.0110029+0.00565294j -0.0129726+0.00489688j -0.0136163+0.000155031j -0.000556163+0.0218336j 0.0183038+0.00929443j 0.00748033+0.00644095j -0.0249985+0.0199225j -0.0394793-0.00758443j -0.0519917-0.0213969j -0.0187628+0.00438803j -0.00497186-0.0139085j -0.0481346-0.0107706j -0.0201097-0.00877726j -0.0204164+0.00505763j 0.0203816+0.00482018j 0.0282072+0.00995039j -0.0141689+0.00778225j -0.0104294+0.00849326j 0.0205355+0.00823896j 0.0035566-0.00446909j 0.0391329-0.00189795j -0.0362143+0.00458229j 0.0256653-0.0198249j -0.0246631+0.000657794j -0.0628427-0.0115847j -0.0447089-0.0108467j 0.0091223-0.0212693j -0.0037324-0.0406491j 0.0364026+0.0287065j -0.031997-0.00533329j -0.016463-0.0211963j 0.0625159+0.032113j -0.0531659+0.0114401j -0.0213892+0.0195211j 0.0166511-0.0173243j 0.0389343-0.0184928j 0.0243961+0.0197304j 0.0144964-0.0258216j 0.0201543-0.0136613j 0.0119363+0.0217582j -0.0488768-0.00611769j -0.000899766+0.0333987j -0.0267588+0.0100245j -0.0100466-0.00945749j 0.0808266+0.000663978j 0.0317985-0.0105135j -0.0968421-0.0104627j 0.0387937-0.00705678j -0.0240363+0.0687776j 0.0406389+0.0881905j 0.0923843+0.0348305j -0.0592077-0.00738274j 0.00845323-0.0434827j 0.147699+0.0814407j 0.112935+0.224249j -0.0802191+0.103831j -0.16875+0.197743j 0.100897+0.0334765j 0.0324607-0.0856866j 0.0856187-0.0507472j -0.00123539-0.00686342j -0.0345609-0.00471883j 0.0120476-0.00745786j -0.0227477-0.00458261j -0.0376976+0.0129128j 0.017942+0.00133593j 0.0081516+0.00180252j -0.00391475-0.0147071j -0.00211055+0.007451j 0.0323751-4.64603e-05j 0.0060224-0.00653428j -0.0195342-0.0339615j -0.0467385+0.0338882j 0.0367767+0.0323229j 0.0135298+0.0109245j 0.00724856+0.0116248j -0.00394839-0.000109462j 0.00875799+0.0172932j -0.00175178-0.000113096j -0.00338405+0.0013976j 
-0.00188718-0.0572673j -0.00743206-0.00827547j 0.0171114+0.00934959j 0.0284981+0.00021916j 0.028016-0.00694916j -0.0629501+0.0411027j -0.0607677-0.00128515j -0.0191105+0.0371058j -0.00217617-0.0458802j 0.0332308-0.0309319j -0.0153283-0.000662583j -0.0106151+0.00183529j 0.0131925-0.0285223j -0.00567631-0.00770676j 0.018861-0.017126j 0.0155314-0.00155798j 0.00188606-0.0172655j -0.0352042+0.035161j 0.0350277-0.0208745j 0.0114649+0.0272441j -0.0215853+0.0616658j 0.0338344-0.0352781j 0.0333294+0.0327451j -0.061705-0.0315626j -0.00707015+0.00907761j -0.0468236+0.0136217j 0.0162473+0.031402j -0.000645201-0.0130554j -0.0184357+0.0175216j -0.00194791+0.0084638j -0.0652476-0.0248535j 0.0380336-0.0124449j 0.107623-0.0611708j -0.0369833-0.0532883j -0.0635024+0.0419708j -0.00909602+0.0439933j -0.0290695+0.00563385j -0.0427862+0.0230296j 0.0518652-0.0102435j -0.0889196-0.0272998j 0.0103725-0.0622726j 0.0749986-0.00252211j 0.00599405+0.010683j 0.0443616-0.0261065j -0.0449087-0.00315055j 0.0288258+0.0136287j -0.0163671+0.0234851j 0.0143929+0.0298983j 0.0262079-0.0109404j 0.0156701-0.00289238j -0.0490206-0.0725697j 0.0134981+0.0124972j 0.0479319-0.0170433j -0.00895734+0.00683145j 0.000973486+0.013324j -0.00522128+0.00922917j -0.0552108-0.07708j 0.00788271+0.0451279j 0.0432506+0.021292j -0.152492-0.0352097j -0.119145-0.00548975j 0.0149208+0.00363562j 0.0457518-0.00763715j 0.0271097-0.138009j -0.0653201-0.0889469j -0.0956711-0.00617639j -0.110537-0.0977516j -0.00271563-0.0439708j -0.0214936+0.150475j 0.117119-0.0590528j -0.0444913+0.0459619j -0.0376792+0.114916j -9.24577e-05+0.0832793j 0.0456036-0.0234023j 0.0601205-0.0260608j 0.0271398-0.0101641j 0.0102062+0.00727114j 0.0134128-0.00167345j -0.032623+0.0163344j -0.0164987-0.00797425j -0.00402829-0.0254173j -0.0311569+0.0398423j 0.0588312+0.0315011j -0.0498809-0.0493897j -0.0249005+0.00160027j 0.0236101+0.052615j 0.0368973+0.0434847j 0.126244-0.0255187j -0.0280295-0.111124j 0.0483415-0.00776016j 0.0197171-0.00554799j -0.0465009+0.0184612j -0.0485981-0.0232555j 0.0189366-0.0111432j 0.00246092-0.0147881j 
-0.0126668-0.00680821j -0.0213771-0.00422352j -0.0146185-0.000149619j -0.00779949-0.00419136j -0.00613505-0.00419834j 0.0366969-0.00096977j -0.0318719+0.00279575j 0.0252186+0.0156683j -0.00527916-0.0191124j -0.0237779+0.027163j 0.0118991+0.0506179j 0.00553509+0.00966682j -0.0261117-0.0104053j -0.00862748-0.0239213j -0.015055-0.00686464j -0.0274809-0.00998911j -0.0101778+0.00421023j 0.0211527+0.0195464j -0.000448758-0.00909459j -0.0102033-0.00342217j -0.0200068+0.00499213j 0.0084534+0.00739636j -0.0135479+0.011559j -0.0573042-0.0108458j 0.0131599-0.0103091j 0.0146763+0.017634j 0.0817161+0.0320908j 0.0407463+0.00189617j 0.00397916-0.00764679j -0.0126842-0.00956238j -0.0168547+0.00256786j 0.0220763-0.00272975j -0.00606599-0.0396276j -0.000804357-0.00491315j -0.0110552+0.0144728j 0.0195864-0.0064256j 0.0152919-0.0191044j -0.0062251-0.00908678j -0.0559102-0.0302162j 0.0332095-0.00339529j 0.0208357+0.00646952j 0.00520096+0.0318013j 0.0238889-0.0226917j 0.053182-0.0112313j -0.0117188-0.0173792j -0.0218798-0.0364176j 0.00290098-0.0316029j 0.00258217-0.0052369j -0.0228247+0.000958563j 0.0108553+0.0201937j -0.0456847-0.00435151j 0.0207192+0.0451839j 0.0225993-0.020499j 0.0104688+0.000826938j -0.0434633+0.00883038j -0.00649609+0.0368684j 0.0198752-0.0315439j 0.015456-0.0322281j 0.00109113+0.0359209j -0.164073+0.0108799j 0.139497+0.0513467j -0.19887-0.0432864j -0.0976132-0.0880081j -0.0227448-0.00381759j -0.0748677+0.167933j -0.00961294-0.200956j -0.038198-0.00475182j -0.0398131+0.13503j -0.0779679+0.105512j 0.0264806-0.0700456j 0.0248257+0.0396276j 0.0186582-0.0399047j -0.0139415+0.0220785j 0.0492091-0.0104926j -0.00575354-0.011244j -0.00243744-0.0150654j -0.0235373+0.00993903j -0.0141988+0.0379109j 0.0117725-0.0327852j 0.00406564+0.0191944j 0.00357598-0.0159837j -0.0160624+0.00913366j -0.015697-0.00419645j 0.00360177-0.00475592j 0.0475486+0.00225319j 0.0134497+0.00238952j -0.00856852-0.00543653j 0.0512337+0.0124606j 0.014217-0.0544215j 0.0203278-0.00869821j 0.0162052-0.0145889j 0.00130684-0.0157508j 0.0162129+0.000625403j -0.00453374+0.00421383j 0.0280817+0.00705801j 
0.00202308-0.0278242j 0.0322746-0.0164698j 0.00328935-0.0176654j 0.00684943+0.00418514j 0.00916524-0.00944167j -0.0993152+0.00194342j 0.0184346+0.0317738j 0.00704922+0.0301946j -0.00263089+0.0397147j -0.00433824+0.0489248j 0.00463554-0.00964477j -0.0122537-0.0067704j 0.00450242+0.019049j 0.000283569+0.0147649j 0.00102664-0.0140236j 0.00657516-0.00431496j -0.00424687-0.0166876j -0.00272626+0.0012745j 0.0023663-0.0199145j 0.00803753-0.000890211j -0.0761454+0.0112594j -0.00641296+0.0042474j 0.0838712+0.0274848j 0.0782288+0.0455058j -0.0365662-0.0127812j -0.00400776+0.00947383j -0.010098-0.00705844j -0.00921746-0.00458616j 0.0163535+0.00477106j 0.0113488+0.0112821j 0.00172453-0.0202194j 0.0111725+0.00752848j 0.0152529+0.0361148j 0.00891242+0.00512702j 0.00134062-0.0202855j 0.0177852+0.0409584j -0.000585197+0.0150222j 0.0012452+0.0184403j -0.0683618-0.0214248j -0.0333228-0.0175217j -0.072177-0.0547503j 0.017729+0.0048377j 0.0264968-0.0715959j 0.0127034+0.0201377j -0.0442564+0.049133j 0.0241117+0.0028602j -0.0488513+0.0236799j 0.0512026+0.0778203j -0.0035557-0.0313977j -0.0958536+0.012543j 0.0344256+0.0406153j -0.00628568-0.0877933j -0.0194223+0.0253319j -0.0331855+0.0181496j 0.0825517-0.0155537j 0.053332-0.0267817j -0.0352337+0.0390933j -0.0185485+0.0265445j -0.00887659-0.0147269j -0.0160879-0.0451059j 0.00922702-0.0306851j -0.0866481-0.0178248j -0.0144245-0.0114699j -0.0374421-0.134356j 0.024315+0.0608349j -0.0221807-0.0286676j 0.0875039+0.0651305j -0.140933+0.1135j -0.000771784-0.0211855j 0.000899982+0.0356343j 0.0298502-0.099987j -0.0325752+0.05115j -0.0437267-0.00169309j -0.0234566+0.016877j 0.0103424+0.0253387j 0.027373+0.0324517j 0.0177972-0.0302205j 0.0192529-0.0892727j -0.0129999+0.0447912j -0.000829252-0.0386148j 0.0021809+0.00522008j 0.0416868+9.35968e-05j 0.0204102-0.0103006j -0.0527453+0.011166j -0.0974515-0.00678176j -0.0146264-0.013749j -0.000381128+0.0237321j -0.0191209-0.0297759j -0.0356667+0.0217623j -0.0162369+0.0154813j -0.00557733+0.0196892j -0.0175819+0.00652781j 0.00833406-0.00844624j -4.40838e-05-0.00799688j -0.0271455-0.00136217j 
-0.00470164+0.0134729j 0.0111336-0.00715395j 0.0118102-0.0315187j 0.0111382+0.00959391j -0.0180123-0.051153j -0.0176551+0.0414536j 0.00598355+0.0140202j -0.0341365+0.00604836j 0.0043803+0.0417629j 0.0221394+0.0371686j -0.013465+0.0157549j 0.00693176+0.00169301j -0.00906064+0.0146725j 0.00521338-0.00465372j 0.021832+0.0177244j 0.0131209+0.00759596j -0.0153529-0.000612733j -0.018481-0.0129506j -0.00961349+0.00960484j 0.00174431+0.00577997j 0.0205691+0.0143966j 0.0542083+0.0108856j -0.0492659-0.0187468j 0.0152773-0.00167902j -0.0120826+0.029829j 0.0399615+0.0263713j -0.0324446-0.0119419j -0.00750398-0.0182879j -0.0156515+0.016445j -0.00785465+0.00555459j 0.0354672-0.00253222j 0.00101322+0.000273548j -0.00525789+0.00273702j 0.00365453+0.00550339j -0.0177959+0.00339532j -0.0262707+0.00820698j 0.019654+0.0358375j 0.0555753-0.00776246j -0.0283871-0.00986393j 0.0243089-0.0120726j 0.0444862+0.00140376j -0.00270501+0.0483697j -0.0177724+0.0110534j -0.0297823-0.0506419j -0.0339569-0.0445732j -0.0625555-0.0247569j 0.0201766-0.0389876j 0.0740855-0.00985181j 0.03407+0.0278986j 0.02398-0.0314651j -0.0282233-0.0008551j -0.0350547-0.0197029j 0.0195261-0.00151586j -0.0177886+0.0296886j 0.0511015-0.0135756j 0.0583928+0.0159528j -0.0141506-0.0346422j 0.0254277-0.0063886j 0.0141625+0.0641612j -0.0586093-0.0145623j -0.0299228-0.0161671j -0.119428+0.0068j 0.110197+0.0884677j 0.0774765-0.091224j 0.120184+0.145113j 0.0845928+0.0561063j 0.0757168-0.063037j -0.0400783+0.0380411j 0.0932761-0.168352j -0.0368439+0.0990257j -0.0326879+0.101022j -0.00876736+0.0339053j 0.0537905-0.0347012j 0.0446428-0.0430477j 0.00561582+0.00209443j -0.0487736+0.000804634j 0.0127249+0.0253269j -0.0195451+0.0249498j 0.0166986-0.0331592j 0.00903181+0.0192239j -0.00750991+0.000212493j -0.0344453+0.0196121j -0.0278412+0.00862746j 0.0102667-0.00202324j 0.0144894-0.00622408j 0.0142509+0.0156161j 0.0148349-0.00261878j 0.00925068+0.00162792j -0.00153841-0.00886054j -0.00131587-0.00779477j -0.0122415-0.00475453j -0.00813934-0.00427943j -0.00628736+0.00468515j 0.007973+0.00452695j 0.00561303-0.00941867j 
0.00134959+0.0255148j -0.0159154-0.0110245j -0.0305911+0.0142468j 0.00531683+0.0118392j -0.01386+0.0298557j -0.0461648-0.0588227j 0.0342834+0.0222527j 0.0496222+0.0157727j 0.0213041-0.01704j 0.00809156+0.0201189j -0.00899645-0.026896j -0.0133836-0.0248058j -0.00166329+0.0404172j -0.00267949-0.0126809j 0.0024387+0.00100904j -0.00210311+0.00145369j -0.0404679+0.0165664j 0.0117693+0.0013296j -0.0128439+0.00264244j 0.0260232+0.0119725j 0.00153162-0.0239759j -0.03139-0.00993642j 0.103172+0.0672067j -0.0168982+0.0224463j -0.0420478-0.0104179j -0.0167208-0.0230608j 0.0383592-0.0053798j 0.00908425+0.0215576j -0.00212104-0.0100154j -0.00143465+0.00288962j -0.049786-0.0235748j 0.0183956-0.0100131j -0.00819346-0.00997656j 0.0548713-0.0385447j 0.00871318+0.00138883j 0.0208045-0.0567728j -0.0393889-0.020348j 0.00838955-0.00955371j -0.0616192-0.00416773j -0.0216244-0.0281489j -0.0157855-0.00660883j 0.020098-0.00630845j 0.0476125-0.0714597j -0.00194027+0.047831j -0.0501066+0.0244449j -0.0675099+0.00183828j 0.0144855+0.0348946j -0.0513469-0.0167285j 0.058652+0.0380471j 0.0818702-0.0219399j 0.0333338-0.0229977j 0.0117912+0.00513153j -0.0127-0.0268383j 0.00818004+0.00163213j -0.00555125-0.0145079j 0.00248729+0.0417528j 0.0369449-0.0232229j -0.0464284+0.0289593j 0.0416048-0.0645041j 0.0872597+0.056768j 0.010735-0.0403117j 0.0528598+0.0126789j -0.0382336-0.0515221j -0.0541363-0.00475798j 0.0755675-0.0660081j 0.0273604+0.0166801j 0.0162676+0.104687j -0.0614251+0.0397932j 0.000243413-0.0396773j 0.0302812+0.104624j 0.00801105-0.0538655j -0.0278766+0.0597972j -0.00813508+0.0726973j -0.0292889-0.0157373j 0.0366785-0.0333319j 0.0789217-0.0148541j -0.00173262-0.0159446j 0.0322566-0.0412896j -0.036331+0.00865782j 0.00997942+0.0153914j -0.000384235-0.0119354j 0.0881109+0.0258391j 0.0217685-0.0284931j -0.0604938+0.0181312j -0.0434388-0.00863642j 0.0614329+0.0548554j 0.0101633-0.060286j 0.000625078+0.0323782j 0.0490545-0.000169217j 0.000284662-0.0111912j 0.0368665-0.0058843j 0.0213522+0.0546845j -0.0466223+0.0493924j 0.00564907+0.00660974j -0.0137051+0.00625942j 
-0.00280749+0.0304811j 0.0159908-0.0428269j -0.0200987+0.00185878j -0.0117062-0.0190861j 0.00590715+0.0236243j 0.0519297+0.0247021j 0.0095289+0.000382274j 0.0456834-0.00193558j 0.0138793+0.0132794j -0.0319958-0.00162053j 0.0135508-0.000765073j 0.00694059+0.00719256j -0.00979953-0.0241081j 0.00963041-0.00319875j -0.0147215+0.0104232j -0.0100428-0.00756713j -0.017519-0.0160742j 0.0165543+0.00718821j 0.00541373+0.00946195j -0.0143019-0.0108164j 0.0175679+0.0073046j -0.0414416+0.0158712j -0.0264361-0.00328115j -0.0279642-0.0296666j 0.014795+0.0040813j 0.0149338-0.00721033j 0.0618146+0.0136244j 0.00597284+0.00577057j 0.0296768+0.00232567j 0.0191904-0.00399391j -0.0076953+0.0110826j -0.027168+0.010881j -0.0302819-0.00220509j 0.0519499+0.00334618j 0.0246749-0.000628783j 0.0655395-0.0159779j 0.00430024-0.0193253j 0.00134171-0.0206492j 0.0420295+6.46382e-05j -0.00876635+0.00667569j -0.0619411-0.0182931j -0.00192252-0.0519418j -0.0153363+0.0359847j 0.0339667+0.0296202j -0.020076+0.0272576j 0.00995588-0.0170653j -0.019308-0.00811113j 0.0262041+0.0155709j -0.0291369-0.0167473j -0.0472751+0.0486337j 0.00688019-0.000831603j -0.038306-0.00272273j -0.0201693-0.0470403j -0.0121189+0.0274638j 0.0213784+0.00320202j -0.0851378-0.015566j -0.025089+0.0888234j -0.00544261+0.0188427j 0.00277252+0.0648076j 0.0186092-0.00914576j -0.00374271+0.0282194j -0.0679387+0.01661j -0.0310135-0.0730447j -0.0236712+0.0583965j 0.0254104+0.0444232j 0.0743067+0.00372155j -0.0853922+0.0261281j -0.0172732+0.00367807j 0.0462088+0.0720888j 0.0931894+0.100297j -0.0163437+0.114918j -0.061783+0.105129j 0.0168218-0.0358305j 0.0423241-0.0203148j 0.0164996-0.0179096j -0.00818535+0.0589672j -0.0262529+0.0230072j -0.000405576+0.0227685j 0.0109678+0.00264047j -0.0148869-0.00122578j 0.00411834-0.0271953j -0.00765445+0.00307815j -0.019804-0.0215948j 0.0405655+0.0126918j 0.0114595-0.0137729j -0.019175-0.0665958j -0.0458113+0.00764502j -0.0177738-0.0134905j -0.0251874+0.00732886j -0.0037451+0.00486422j 0.00432136+0.0040123j 0.0112361-0.0268713j 0.0581693-0.010713j -0.0122014+0.0041764j 0.00798224+0.0152872j 
