-0.0124164+0.0140899j 0.0610238+0.0569397j -0.00773982+0.0539568j 0.0253295-0.0316667j -0.00865327-0.0470954j 0.0065907+0.0198712j -0.0444268-0.00789521j -0.0279512-0.0172752j 0.0130777+0.060571j 0.0806618+0.0568971j -0.0863734+0.016614j -0.104668-0.0543808j -0.0160262-0.0635724j -0.0428182-0.0558876j -0.0414067-0.0638101j 0.0430273+0.0498926j -0.0295555-0.0214815j -0.0268895+0.0171513j -0.0231645-0.0220211j -0.0332386+0.0685338j -0.0154978-0.0837429j -0.0134538-0.0408288j 0.0387521+0.0101026j -0.0943285-0.139286j -0.0899265+0.073678j -0.0443558-0.0324583j -0.0499591-0.0493686j 0.0395854+0.0719439j -0.0279306-0.0115798j 0.0108612+0.0127673j 0.00574995-0.0101805j 0.0403989+0.0067701j -0.105609-0.0775235j -0.019617-0.00119997j 0.0364545+0.0114534j 0.0145-0.0438738j -0.0133362+0.0269593j 0.0108512+0.0170111j -0.0078035-0.109582j 0.0106338-0.0197182j -0.00814456-0.0445393j -0.0226408-0.012307j 0.0387914-0.0010761j 0.0435016-0.0107377j 0.0324191-0.0461159j -0.0260518+0.0541522j 0.0162794-0.00761702j 0.0164052-0.0102833j 0.084131+0.0216755j 0.042944+0.0264429j -0.0789935+0.0172755j -0.0391271-0.0129147j -0.0177265+0.0193265j 0.0664912+0.107525j -0.1043+0.0440408j 0.160484+0.202686j -0.0055984-0.0416157j -0.0487198-0.0239451j -0.0456278-0.0338867j 0.0388176+0.00707171j 0.0361489+0.0369778j -0.0337114+0.0148179j 0.150997-0.00756887j -0.013647-0.0177346j -0.0211005-0.0291715j -0.00198022-0.0134882j -0.0404285+0.0447612j -0.000398063-0.0240792j -0.0145114-0.0327812j 0.00676021+0.0384847j -0.00172863+0.0201513j -0.00664841-0.00152044j -0.0623285-0.0855654j 0.0388925+0.0240788j -0.0162747-0.0167859j -0.0086931-0.0220686j -0.0341491-0.0314566j 0.0918856+0.00191589j 0.0571179-0.00627754j -0.0543442-0.0107028j 0.066878+0.0217796j -0.06975-0.0114133j -0.00472706-0.0207261j 0.0776899+0.0666891j 0.0314846+0.0315973j 0.0816715-0.0364805j 0.0300293+0.0195387j -0.0333352+0.0863372j -0.123003-0.0567631j 0.00652138-0.0347413j 0.0598922+0.0176645j -0.064053+0.0735711j 
0.0100299+0.0163519j 0.0108979-0.0130887j 0.0843419-0.006914j -0.0485294-0.0289724j 0.0744667+0.0299421j -0.132638-0.0182361j 0.0127552-0.0141826j -0.000173456-0.0126639j -0.0728105-0.0704539j -0.0217901-0.0531796j 0.0183048+0.0330098j 0.0694082+0.10323j -0.0793176-0.0950786j -0.0254353-0.106207j 0.0447695+0.0216853j -0.0659873-0.0483407j -0.00911473+0.0395599j 0.0780283+0.0126884j -0.00465698+0.138451j 0.0462172-0.00332349j 0.0565745+0.0552834j 0.0386252-0.0160562j -0.148852+0.000840163j 0.0595928+0.0641859j -0.192068+0.0204489j 0.00334485-0.0379451j 0.0214354+0.0664215j -0.00288888+0.025107j -0.0564305-0.0354345j -0.0158163+0.0264374j -0.0116906+0.0307199j -0.0140074-0.0104543j -0.0272448-0.0096809j 0.0267569-0.00104358j 0.000297411-0.00636499j -0.0232478+0.0360173j 0.0316548-0.027219j -0.0470027+0.0231325j -0.103714+0.083467j 0.0233679+0.0239203j 0.0383299-0.0758978j 0.0298029-0.019163j 0.0395414-0.083682j -0.0116743+0.0458985j 0.115704+0.0401397j 0.0195072+0.034258j -0.0243037+0.159206j 0.0765731+0.0991399j 0.0339491-0.174769j 0.106107+0.0322529j -0.108961+0.0309206j 0.0287384+0.128462j 0.0207264+0.0468379j -0.0829128+0.0391658j -0.0796559-0.0396598j -0.0467368-0.160085j 0.0346509-0.0620874j 0.00702435+0.0373012j 0.00215463+0.00774709j -0.0191075-0.0428456j -0.0720212-0.0757077j -0.0294813+0.0486205j 0.0759898+0.0248736j 0.0154084+0.0160124j 0.020786-0.00204437j 0.0323179-0.00687874j -0.0216212+0.0380322j 0.013048-0.0166902j 0.0345128+0.00205288j -0.0456913+0.0238889j 0.0407445+0.0379998j -0.0461642-0.0144743j 0.0491886+0.0443303j -0.0883479-0.130182j 0.0105034-0.00331764j 0.000543788+0.008342j 6.06155e-05-0.00323592j -0.00237775-0.0364672j 0.0441525+0.0183895j 8.01689e-05-0.0291826j -0.01772-0.0450827j -0.0348394+0.0291973j -0.00603615+0.0198735j -0.00574361-0.0110217j -0.0496538-0.0113493j 0.0073457-0.00599982j -0.00938589+0.0260531j -0.0146367+0.0065166j -0.0163341-0.00512887j 0.00437961-0.00494494j -0.00669318+0.00421218j -0.0379513+0.0117705j 
0.0248676+0.00979211j 0.0147078+0.0306331j 0.0136894-0.0770561j 0.012477+0.00361098j -0.0955931-0.0634522j 0.0280288+0.000287151j -0.0354991-0.0898317j -0.0170416-0.0325977j -0.00761363+0.015651j 0.0601597+0.024188j -0.0727007+0.0504554j 0.00155317+0.0358722j -0.00326242-0.0364171j -0.0693469+0.0256965j -0.104581-0.00986565j 0.0571971+0.0568737j -0.00954618-0.0163816j -0.0310049-0.0149634j -0.215287+0.00812957j -0.142967+0.159109j -0.114225+0.149151j -0.0448566+0.0823749j 0.00110065-0.0880894j 0.0290274-0.0611712j -0.125073+0.0700796j -0.00101964+0.0016189j -0.0133395-0.0370217j 0.0616857+0.00493395j 0.00990524+0.0037935j -0.0182834+0.00652984j 0.00485488+0.00343341j -0.0152443+0.0093589j -0.0184123-0.0696007j 0.0188651-0.0346828j 0.0398358-0.021913j 0.0226004-0.0323787j -0.0651924+0.0447087j -0.0173528-0.0224397j -0.0442923-0.0574871j -0.0734968-0.0702359j 0.00704578-0.00563825j 0.0355177-0.02503j -0.0629571+0.0329669j -0.0355915+0.0623816j -0.077406+0.00843947j 0.0412275+0.0118626j -0.0277627+0.0332677j 0.0488457-0.1201j -0.0404689+0.0657221j -0.0403174-0.0440483j -0.114304-0.018576j -0.115302-0.0776062j -0.00739436+0.0417498j 0.0233055+0.0399962j 0.0331694-0.0314942j 0.125188+0.102629j 0.062239+0.0562772j -0.0414968-0.0198756j 0.0258494-0.00208558j -0.0189271+0.0185145j -0.0335617+0.0234278j -0.0188884-0.0196105j -0.039703-0.0499652j -0.00491047-0.0289106j -0.0163646-0.023339j -0.0274835-0.0116432j 0.016233+0.00619838j 0.0487204-0.00835811j 0.0224462-0.00010123j -0.078026+0.0616757j 0.0253004-0.00865607j 0.0250438+0.0349301j -0.0371615-0.034614j -0.0607908+0.0424228j 0.0122153+0.0148944j 0.0103334-0.00869079j -0.0381254+0.0165392j 0.00490262-0.00814006j 0.0198849-0.0118942j -0.0270894-0.019811j 0.00954533+0.0014982j -0.0274713+0.0165461j 0.0136679-0.000838565j 0.0165287+0.0246645j -0.0501308-0.00214751j -0.0278585-8.14141e-05j 0.0177831-0.0014762j -0.0163014+0.0384205j -0.035503-0.00104611j 0.0147034+0.00510791j -0.0267964+0.0135193j -0.00761237+0.0322595j 
0.00618792-0.0196065j 0.00347733-0.0145262j 0.0627185-0.0247828j -0.0180965+0.000280168j 0.0778633-0.0100572j -0.0456809-0.083885j 0.0116097-0.00808705j 0.0120755-0.00864172j -0.00852787+0.0425064j -0.0213457+0.00539529j 0.0952655+0.0288001j 0.00388523+0.0113157j -0.0417855+0.0488699j -0.0180927-0.0261637j 0.0799029+0.156353j 0.0590674-0.029222j -0.0340933-0.0484567j 0.0531263+0.0689521j -0.101822+0.020528j -0.0403351-0.0400619j 0.0138985+0.112871j 0.0448124+0.0641067j -0.0147949-0.0471944j -0.0522749-0.0936222j 0.0482121-0.0522983j -0.0255804-0.0534705j 0.0300491-0.105469j 0.026075+0.0248494j -0.0308921-0.026822j -0.00558329-0.108872j 0.00256899-0.0557784j 0.00235257-0.0317491j 0.00284677-0.0800335j -0.0188486+0.0325567j 0.000569042+0.0642551j 0.0179397-0.0806805j 0.00837465+0.0144306j 0.0521623+0.0010569j 0.0195659-0.0969479j 0.007823+0.00288666j -0.151607+0.0418625j 0.000834169-0.0114859j 0.0417935-0.0396657j 0.0219771-0.0201833j 0.0695351+0.007506j 0.0523936+0.038093j 0.124887+0.102624j -0.00329418-0.0709156j 0.0727757+0.105321j 0.100405-0.0233203j -0.0592428-0.0367952j 0.104624+0.0188485j 0.0265113+0.0218782j 0.107478-0.0571784j -0.074675-0.0141432j -0.0483831+0.00505495j -0.0419029+0.0338251j 0.00460394+0.00454291j 0.045222+0.069919j -0.027137-0.0347202j -0.01365+0.0480208j -0.00304593-0.0230311j 0.0450926-0.000544911j -0.0408453+0.00845602j -0.00355774-0.022361j -0.0185916+0.0039457j -0.0158324+0.0045475j -0.0776821+0.0337688j 0.0196304-0.0154662j 0.0375377+0.0446754j -0.0499973-0.0206132j -0.0543335-0.000731683j 0.105621-0.00254474j 0.0377964-0.0608515j -0.0382133+0.0325503j -0.0515337+0.00205082j 0.0549345-0.0281921j 0.0165251-0.0236134j 0.0390583+0.0148339j 0.022782-0.0129439j 0.0606552-0.0022137j -0.015164-0.0475996j -0.00841284-0.000741604j -0.0280989+0.0142473j 0.0302778-0.0121855j 0.010914-0.00398271j -0.00512722-0.02948j -0.0154151+0.017787j -0.0117903+0.00243577j -0.00753963-0.00917367j 0.0349182+0.00115916j -0.0092499-0.0181796j 
0.0123485-0.0193327j 0.00611693-0.0114989j -0.0121004+0.0240231j 0.0476417+0.0145984j -0.0999065+0.0134517j 0.0591349-0.0135458j -0.00949465+0.0275149j 0.0184966+0.0233311j -0.034544+0.00375116j 0.032882+0.0275782j 0.0531444-0.0463574j -0.0177729+0.103169j -0.0859013-0.11483j -0.102366+0.0721122j -0.0899393+0.0538874j -0.0396621-0.0167655j 0.0179409-0.0292107j -0.00707942-0.0750912j 0.273569+0.134125j -0.0569995+0.0584324j 0.0383157+0.0126761j -0.0208366-0.0462572j 0.0398693+0.000471829j 0.0120508+0.169346j 0.0110197+0.0251994j 0.0201314-0.00233982j 0.0460258+0.0324815j -0.0661275-0.00200711j 0.0219502-0.0491664j 0.0327631+0.0351525j -0.144761-0.0442644j 0.0403662-0.0437433j 0.00945416-0.0136514j -0.00653016-0.0136169j -0.0262892-0.0286202j -0.0101954+0.0536983j 0.0709328-0.0297185j 0.0342818-0.037595j -0.0743432+0.0796908j 0.0199245-0.00966108j -0.0204379-0.0118612j -0.0690828+0.041214j -0.124503+0.168065j -0.0284333+0.0348374j -0.0933394-0.0285994j 0.0543812+0.0174857j 0.0541796-0.0721347j -0.0217589-0.0258433j -0.0404863+0.114163j -0.0982308+0.156426j 0.0714856-0.097951j -0.117254-0.0359111j 0.00942206-0.00885141j 0.0413613+0.0838055j -0.107397-0.0700281j 0.10119+0.148777j 0.0655297+0.0150853j -0.0530675-0.0546733j -0.0600828-0.01635j 0.055951-0.0129365j -0.045636-0.046961j -0.0245499-0.010998j 0.0156133+0.0383337j 0.0215734-0.048925j 0.00583502-0.00608299j -0.0184366+0.00410336j -0.0458698-0.00345812j 0.0672684-0.0445307j 0.0140587-0.00370962j 0.00398239+0.00436874j 0.0744481+0.0259854j -0.00751105-0.0574583j -0.0228811+0.0841554j -0.0899431-0.0269728j 0.00330925-0.0454992j -0.000958933-0.0638974j -0.034581-0.00766313j -0.0275054-0.0128594j 0.0332076+0.0373102j 0.00533489+0.0147266j -0.0330112+0.0266776j -0.00599032+0.000901391j 0.00415312-0.0159096j 0.0479148-0.00451941j 0.00566508+0.023797j 0.0119426+0.0147064j 0.0191237-0.00418885j -0.00173123-0.0176256j -0.0054086-0.0335413j 0.00160473+0.0017477j 0.00162757+0.000261659j -0.0185851+0.00780358j 
-0.0237449-0.0126973j -0.00434695-0.0314463j -0.0323356+0.0583989j 0.0790362+0.00555404j -0.115492-0.0297405j 0.0763526-0.076397j 0.0487667-0.0391583j 0.00881658+0.055531j -0.0495997+0.0239647j 0.0950894+0.0588168j -0.0930082+0.0463402j 0.0243448+0.0451278j -0.00748959+0.00963839j 0.0466065+0.0980448j -0.0644099+0.0680872j -0.0611532+0.00122732j -0.000836916-0.104452j 0.0380276-0.181838j -0.0376454-0.100685j -0.0366309+0.0468245j 0.0624791+0.00857612j -0.0361234+0.0603337j 0.0245546-0.0225542j 0.119362-0.0745386j -0.12686-0.0515432j -0.0116418+0.0968846j 0.0348018+0.00747377j -0.0435567+0.00722016j 0.0257246-0.0546903j 0.0416385+0.000857152j -0.0208693-0.0201005j 0.0330316+0.0088367j -0.0231906+0.0986323j 0.00312384-0.0110986j 0.00573929-0.0119287j -0.00670439+0.0270264j 0.0125026+0.0528703j -0.00958293-0.0799027j -0.0259373+0.00472572j -0.0766771+0.0282219j -0.0811702+0.099524j -0.0618666+0.0263571j -0.0509238+0.0253196j -0.0163415-0.110795j -0.0428729-0.087289j -0.100344-0.00222069j -0.0544375-0.152699j -0.01223+0.0261385j -0.00434279+0.0973427j 0.0110447+0.0135835j -0.0129736-0.0135275j -0.0227303+0.0093365j -0.0128999-0.113085j 0.0266022-0.0801041j 0.0684703-0.0402699j 0.028012+0.0624142j -0.0263985-0.084066j 0.00472599-0.0111949j -0.0120261+0.0221242j 0.033512-0.0258859j 0.0397522+0.0669923j -0.0454484-0.0336867j 0.10548+0.0236578j 0.0260701-0.0147172j -0.0262907+0.0388534j -0.0226097+0.0294358j 0.00490392-0.0320195j 0.0204827-0.0328302j 3.83839e-05-0.00092623j 0.0883563-0.0267296j -1.5916e-05-0.00985664j 0.0249191-0.0036863j -0.0694931-0.0110145j 0.020187+0.0766186j 0.015111+0.0165487j -0.00966081+0.0202276j -0.0309249+0.00751181j -0.0524368+0.00501414j -0.099196+0.00421553j 0.00247749+0.00419873j -0.00568381-0.0096456j -0.00557192-0.0388204j -0.0149936-0.0190404j -0.0219788+0.00722716j 0.0484877+0.0457559j 0.0102034-0.0205552j 0.00991832-0.0445772j 0.0129919-0.0276806j 0.0171411+0.00948689j -0.0257455-0.0253148j 0.0238229-0.00784376j 0.00949895-0.0229338j 
0.00323069+0.0019312j 0.0106993+0.00745322j -0.00338365+0.0149262j -0.0160731+0.027807j 0.0198486-0.00223095j -0.0151358-0.0343522j -0.044399+0.00353654j 0.00187251-0.0200803j -0.079931+0.0626212j -0.00662448+0.0606491j -0.0560752-0.0315999j 0.082254+0.0176436j -0.0640322-0.0276884j -0.0908365+0.127473j 0.0223705+0.0067626j -0.00289317-0.074987j 0.00568034-0.0696437j -0.0620213+0.0833369j 0.0854995+0.0606589j -0.0216184-0.0713958j 0.10511+0.131287j -0.0709515+0.0291982j -0.00137863+0.0279576j 0.0826331-0.0370212j -0.0244941+0.0468299j -0.0219034+0.033207j 0.0702244-0.0256782j 0.102823-0.0948422j -0.0368468+0.0133047j 0.0486053+0.0650644j 0.0853084-0.0305927j -0.0239026+0.0707357j 0.0550251+0.00121891j -0.0194353-0.0467459j -0.000702637-0.0962543j 0.037939+0.0276541j -0.0107475+0.0395527j 0.0700775+0.0416408j 0.0359285-0.0242283j 0.035469-0.169117j -0.0615683-0.0623164j 0.00888391-0.122248j 0.00673021+0.023315j -0.0538961+0.156688j 0.0332675+0.133013j 0.00416574+0.0683418j 0.0694209+0.171984j 0.0557574-0.0930314j -0.00750541+0.00789211j -0.00109541+0.0723103j -0.0213148-0.0333868j 0.0602665+0.0550101j -0.0182809+0.112776j 0.0102379+0.0150717j -0.0324853-0.011242j 0.0310562-0.110608j -0.0527319-0.0192897j 0.0102547+0.00780721j -0.00603772+0.00482586j -0.0308898-0.035562j 0.0307955+0.0210095j -0.0191519-0.0203834j 0.00107404-0.00137933j 0.0120803+0.00274394j -0.0133788+0.0398484j -0.00742266+0.00956965j 0.0482796-0.0617422j 0.00351208+0.00653993j -0.0277285+0.0271813j 0.0211137-0.0276473j 0.00372459-0.0158049j 0.0661331-0.0433228j -0.0451121+0.043097j -0.0270547-0.0246855j 0.0362017-0.0246211j 0.00253879-0.00896327j -0.0288193+0.0632666j -0.0159661+0.0235377j -0.0308798+0.0388898j 0.00969547-0.0103979j -0.0270409+0.023358j 0.00161307-0.0165705j 0.00111277+0.00726127j -0.00743239-0.0046739j 0.0352453-0.00530608j -0.00730272+0.00414563j -0.0156546-0.018063j 0.0131639-0.0194834j 0.00259436+0.0290589j -0.00874152+0.00504511j 0.0049438+0.0123703j 0.0256035-0.0260195j 
-0.022831+0.0261911j -0.0297788-0.000244423j 0.0204666+0.0132861j 0.0388967-0.0238405j -0.0674668-0.0181911j -0.0682547+0.0357643j -0.0622649-0.0295749j -0.0114734-0.0108178j -0.0281483-0.0130672j 0.0799169+0.0141318j 0.104221-0.0902541j -0.0530259+0.0354528j -0.00783398-0.00297358j -0.0130751-0.0125096j -0.0170091-0.1625j 0.118008-0.033365j -0.0920628+0.0154995j -0.0110295+0.0340021j 0.121327+0.0264427j -0.123174-0.0762696j 0.119272-0.0253878j 0.0718214-0.0535808j 0.0108746+0.0490488j -0.0932027+0.00189002j -0.0150107+0.0350976j 0.0551078-5.13866e-05j 0.0441696-0.0130642j -0.0153421+0.0433545j 0.0698635+0.0293108j -0.0551529-0.0305668j -0.00821308+0.0904014j -0.0863791-0.029321j 0.0675106+0.0296983j -0.0041634+0.0347483j -0.0326232-0.0236272j 0.0675749-0.0693029j -0.0319709-0.0598191j 0.0603828+0.0461553j 0.00539842-0.0909451j 0.126712-0.0283187j -0.0430444+0.0449274j 0.0679347+0.0809629j -0.0675878+0.0732154j -0.0292957-0.0257562j 0.0116502+0.0579656j 0.0692511+0.0715286j 0.0392376-0.00686968j -0.0422052-0.0173339j -0.0627877+0.00198851j -0.0395776-0.0506597j 0.0425068-0.0183348j -0.0584823-0.061698j -0.00645601+0.0176292j -0.0103111-0.0183074j -0.0130551+0.126552j 0.0608052+0.126251j 0.0139113+0.0132996j 0.0515269-0.00186912j 0.0384289+0.0107837j 0.0570981-0.00423754j -0.00264459-0.0125597j -0.00851741+6.31311e-05j -0.0423405-0.0395546j 0.0104474+0.0115229j -0.0187407-0.00174712j 0.0443914+0.0310315j 0.0115857+0.0248342j -0.0197523-0.0173262j 0.00422377+0.00752898j 0.0271629-0.0419798j -0.0502599+0.0417023j -0.0124033-0.00659128j 0.00798895-0.0157436j 0.0774951-0.0151388j -0.01601-0.0143717j -0.0219656-0.00592227j 0.0516988-0.0070655j -0.00747619-0.0335657j -0.033685-0.00387686j 0.0125541+0.00593787j -0.00764623-0.018586j 0.0144007+0.00954926j -0.0302537+0.00596609j -0.0172705-0.00217648j 0.00581328+0.0229568j -0.00422037-0.0372777j 0.00686727+0.0140861j 0.0165725+0.00956464j 0.0111156-0.0055656j -0.0171212-0.024825j -0.00647747-0.0231321j 0.00345292+0.00357255j 
0.0134822+0.00197833j -0.0203271-0.0184354j -0.0234112+0.00094263j -0.0542519-0.0476824j -0.152173-0.0181668j -0.0391968-0.0973997j 0.0568249-0.0231207j -0.0669607-0.0662545j -0.124713+0.00954599j 0.0257716+0.0699075j 0.197983-0.0196693j -0.00547464+0.0933917j -0.0173795+0.032149j -0.145959+0.020748j 0.152585+0.055611j -0.0415434+0.0433196j -0.0227655-0.079831j 0.11605-0.00371564j 0.0898374+0.0537307j -0.0208337-0.0628771j -0.0474109+0.123214j 0.0632144-0.0274752j -0.130828-0.102539j -0.00863576+0.0386355j -0.0299664-0.0662906j 0.0575289+0.0204252j 0.0242812-0.0181374j -0.00519372+0.0330748j 0.0287932+0.00575087j -0.0640634+0.00849867j 0.0674797+0.0632803j -0.0248662-0.0437794j 0.0297289+0.0231489j 0.0167608-0.0331771j 0.0507037+0.0138976j -0.0289096+0.0761206j 0.00650977-0.0351026j -0.0684048-0.064036j -0.026436+0.0424774j 0.0502901+0.0292159j -0.0585425+0.0183331j 0.0394215+0.0283929j -0.0574238+0.0581796j -0.0843136+0.00865424j -0.0838146-0.0188526j 0.0204221-0.0288983j 0.104033-0.0170849j -0.0875986-0.00724074j -0.0786987+0.00776519j -0.0296601+0.0068079j 6.31325e-05-0.0168073j -0.0433526+0.0307982j 0.0282295-0.0266381j 0.0494902+0.0221671j 0.0788343+0.0887219j -0.0655904+0.037589j 0.0917174-0.0347423j -0.0475126+0.026481j 0.0504096+0.0303401j 0.00739159-0.0218194j 0.00342229+0.0550944j -0.0184404+0.023814j 0.0183-0.00784114j -0.00779226-0.00433862j 0.0222537-0.0078275j -0.021709-0.00919735j 0.00340878+0.0739676j -0.0298224-0.019266j 0.0335041-0.0028231j -0.00990044+0.044186j -0.0255849+0.0517671j -0.0321183-0.00284278j 0.0705832+0.00483104j 0.0520389-0.0545559j -0.0248253-0.0163173j 0.0067941-0.0226942j 0.0453774-0.0182266j 0.0142117-0.0320006j -0.0024618-0.0392956j 0.014646+0.00244637j 0.0273852-0.0169429j 0.0212674-0.00119282j 0.0135087-0.0214169j -0.0186496-0.0279992j -0.0147074+0.00847019j 0.000185943-0.024338j 0.00984376-0.00152022j -0.0121879+0.0214714j 0.0195419-0.0106683j 0.00482838-0.0206807j -0.00249501-0.00662282j -0.00942233+0.0273384j 
-0.0133242-0.011953j -0.00148005+0.000551532j 0.0316128+0.00968254j 0.0315233-0.0579024j 0.0342507+0.0110021j -0.0470416-0.0241301j 0.00398823-0.02851j 0.0538322-0.0225002j -0.0788171+0.0104133j -0.119547+0.044916j 0.103445+0.0200744j -0.105524-0.0872757j -0.0410871+0.101472j -0.169358+0.0188779j -0.0650869-0.0173878j -0.0553453+0.0519531j 0.0137331+0.101183j -0.187978+0.227584j 0.0979476-0.0724889j -0.00361746-0.0540164j -0.0296194+0.0633652j -0.0145675+0.0645893j -0.045921-0.0170832j 0.0367729-0.0380066j 0.00180553-0.0371072j 0.00128658+0.0275684j 0.0850615-0.0219759j -0.0483201-0.0309648j 0.0180907+0.056162j 0.0857978+0.0124882j -0.0845725-0.0355248j -0.0464484+0.110848j -0.0710486-0.00851446j -0.123429+0.0164645j -0.00557872+0.0353254j 0.172871-0.00787261j -0.112668+0.0295013j 0.026946+0.109489j 0.0282298-0.0292943j 0.0244787+0.150379j -0.00283793-0.0313699j 0.00502631+0.0659336j 0.107535+0.182986j 0.090925+0.0305621j 0.132881-0.0841709j -0.0597716-0.104101j 0.00547304-0.0273237j -0.0428129+0.00271366j -0.039559-0.0227432j -0.00645096+0.126935j 0.0940946-0.0220802j -0.00967451+0.00362471j 0.0315535-0.0398702j 0.0918421+0.0968594j 0.109266+0.0102404j 0.0903072-0.066482j -0.00585889+0.0303307j 0.0343698+0.0719128j -0.0752448+0.00979197j 0.0218328+0.039514j 0.00938227-0.000737107j 0.0441835+0.0886682j 0.0183872+0.0217907j 0.0459078-0.0368747j -0.0250718-0.044405j 0.0172947-0.0125752j -0.0036136+0.0104939j 0.0273753-0.0131356j -0.0222196-0.0170131j -0.00326677+0.0578443j 0.0307234+0.0208182j 0.0248604-0.0317694j -0.0915156+0.0456255j -0.00506085-0.0624306j 0.0235957-0.0176766j 0.0392543-0.0142031j -0.0213964-0.0137953j 0.00574785-0.0164921j 0.0166457-0.0124105j -0.0237638+0.000607883j 0.0174119-0.00359062j -0.0056196-0.00523677j 0.0186935+0.00496782j 0.0318122-0.0197104j -0.00493368+0.0031157j 0.0101457+0.0276267j 0.0175315+0.0168993j 0.0205391+0.00803655j -0.0256484-0.0211116j -0.00281133+0.00950069j 0.000587857+0.0153007j 0.00358504+0.0139685j 
0.0140157-0.0174777j 0.00471998-0.00265101j 0.120141-0.0181905j -0.0511728-0.00147063j 0.181951-0.0576465j -0.00912306+0.0789505j 0.0297224-0.0122054j -0.0420488+0.0653454j -0.0983715+0.00479979j 0.0409137-0.00977731j 0.0774889+0.0648325j -0.0191892+0.00706498j -0.0586749-0.0120078j 0.0210072-0.0861094j -0.213364+0.00134589j 0.0713924-0.00174599j 0.0129445+0.120662j 0.0807157+0.0110655j -0.0630063+0.0666141j -0.121658+0.0437852j -0.0628365-0.00487008j 0.02985+0.0329133j -0.0221692+0.0468645j 0.0498281+0.0121424j -0.0259156+0.0576624j 0.0673059+0.00687107j 0.0341962+0.0262391j -0.00609622+0.0241016j 0.0183188+0.0323626j 0.0578578-0.0678909j -0.0466365+0.0499591j 0.0270945-0.00343149j 0.0235319+0.0634517j -0.075993+0.102229j -0.0805597+0.0723796j 0.129997-0.113336j 0.056455-0.0764438j 0.101222+0.138419j -0.019677+0.00233377j -0.0161342+0.173744j -0.0777253-0.0338054j -0.0146946+0.102708j 0.111023+0.0921406j -0.0104742-0.0655016j 0.0946266-0.0361221j -0.0243289+0.0472305j 0.0318601-0.0288525j 0.0259392+0.00024775j -0.0125076-0.00383594j -0.0139391-0.0197233j -0.0132729+0.0238596j -0.0434037+0.0288134j -0.0176839-0.0413481j 0.0457214-0.0195133j -0.0306282-0.00987777j -0.0172078+0.035073j 0.0647412-0.0328951j -0.0372038+0.0231253j -0.0120273+0.00789149j 0.0500914+0.010717j -0.0252234-0.00469013j 0.00822842+0.0148087j 0.02904-0.0367171j 0.00363966-0.00654926j 0.00432126+0.0168616j 0.00471978+0.00768886j -0.0523453+0.0499364j 0.00828601+0.00891617j 0.0109593-0.0194664j -0.0256858+0.0317456j -0.00563942-0.0182853j 0.0253341+0.0418372j 0.00904236-0.073832j -0.0140046+0.0457212j 0.0126774+0.0301413j 0.00485298+0.00273898j -0.0094419-0.00307701j 0.0197515-0.0296753j -0.00466608-0.0495212j 0.0217099+0.0189318j -0.00972911-0.00773132j 0.00807634+0.0309856j 0.000841343-0.0221295j 0.00744473-0.0208559j -0.00901734+0.0121638j 0.0232827-0.0204239j 0.0133005+0.0018341j -0.0279548+0.0256468j 0.000923801+0.00579435j 0.0180237-0.0233264j -0.00752224-0.0114539j -0.0172657+0.026964j 
