-0.00482682+0.00201894j 0.00975321-0.0548097j 0.0184372-0.0064168j -0.0486841-0.0436958j 0.0062504+0.00177345j 0.0125761+0.027273j 0.01335+0.0507083j 0.00922833-0.00604439j 0.0323932+0.00721596j 0.00827204+0.00379807j 0.016378+0.023381j 0.0197574+0.00821525j -0.0181403+0.0199565j -0.0232026-0.0169295j -0.00304754-0.0288392j -0.00850359-0.0144922j -0.00617297+0.00328704j 0.0219102-0.00628932j -0.00981121+0.0316064j -0.0132876-0.0203557j -0.0271059-8.85335e-05j 0.00914359+0.00615025j -0.0183296-0.0306393j 0.0108604-0.0372679j -0.0196761-0.0176089j -0.0369643-0.00781204j 0.0114481+0.0229662j -0.011651-0.0240956j 0.00293897-0.00600512j -0.00251333+0.0043147j -0.00459642-0.0262597j -0.011809-0.00922282j -0.00705863-0.0187574j -0.0124469+0.0226027j 0.0147189+0.0460412j 0.00778405+0.00728507j 0.0213088-0.0185331j -0.0311013+0.0476866j -0.0263461-0.00159927j 0.00704052-0.00843208j -0.00295812-0.0221021j -0.0141931+0.0608798j 0.0233984+0.0453419j -0.00871325+0.0196432j -0.00220217+0.0370775j 0.00548364-0.0152726j 0.0160539-0.0161816j -0.0300966-0.0222963j -0.0100153-0.0179769j 0.0212502-0.0231571j -0.00327778+0.0054415j 0.00918654-0.0485827j -0.00168146+0.0935753j 0.00793438-0.00772568j 0.0224108-0.0748998j 0.0198925+0.0114476j -0.018998+0.0151823j -0.000589954-0.0116742j 0.0670481-0.0275309j 0.0260892-0.0196585j -0.0181809-0.0393073j 0.0187679-0.0178038j 0.0202628+0.0184466j -0.0475347+0.0530483j 0.104084-0.0157852j 0.0324865-0.0893822j 0.0881434-0.0403853j -0.0535912+0.144647j -0.110147+0.108149j 
0.0267538+0.0610268j -0.032772-0.0259974j 0.0956742-0.0291803j -0.00161028-0.0515859j -0.00379388-0.0165702j -0.00574323+0.0849234j -0.024606-0.0286635j -0.00249461+0.0271168j -0.0082216+0.00493547j 2.85228e-05-0.00104775j 0.035689+0.0099496j 0.00214794+0.00868399j -0.00870111-0.00537103j 0.0238973+0.00656674j -0.0099204+0.0107208j -0.0207624+0.00856428j 0.0147234+0.0017928j -0.00501069+0.0208966j 0.0321496-0.0482637j -0.00670632-0.0266504j 0.0414357-0.00596543j -0.0330973-0.0361566j -0.0285193+0.0629318j 0.0305097-0.0309561j 0.0210436+0.0262556j -0.030231-0.0451467j -0.00420542-0.0211981j -0.0148284+0.0511275j 0.00139853-0.000623692j 0.00645835+0.0333809j -0.00727058+0.0387642j 0.00105928-0.034573j 0.0150956+0.00901049j -0.0219+0.00911573j -0.0181786+0.0265208j 0.00067049+0.00657902j 0.0141768+0.0183742j -0.0106719-0.0046585j -0.0102439+0.0440289j -0.0315539+0.0111676j 0.0401621-0.0294375j 0.0246657-0.0596758j -0.0372504-0.0422251j -0.0790813+0.105374j 0.0829497+0.0061266j -0.0241466+0.066957j 0.0790113+0.0559651j 0.059176-0.000572997j -0.00090144-0.0359462j -0.0111084+0.00498089j 0.0246313+0.000983319j -0.0430867-0.00388608j 0.0434606-0.0131747j 0.0149723-0.033304j -0.01206+0.00908578j -0.0368501-0.0446076j -0.0150687+0.00354377j -0.0703431-0.00871497j 0.0212689+0.0126653j 0.00998618-0.0145842j 0.0464768-0.0572008j -0.0159607+0.0443089j -0.0252228-0.00611234j 0.00261077+0.0300393j -0.012691+0.00158688j 0.0684241+0.0331192j -0.0455335-0.00559591j 0.0418315-0.0148987j 0.0436496-0.0229771j 
-0.00290258+0.00234353j -0.088245-0.0615981j 0.0207045-0.147097j -0.0592514-0.00640175j -0.0159479-0.0297179j -0.0413023+0.0809718j -0.0182317-0.0116417j -0.0246602+0.0294801j 0.00628043-0.0275724j -0.0114457-0.0379294j 0.00371743+0.0345184j -0.0105981+0.0327969j -0.00660178-0.0394677j 0.0209028+0.0289585j 0.0242672+0.0250503j 0.0056516-0.000964222j -0.00974303+0.0404517j 0.0093619-0.0344193j 0.0329227+0.00584767j 0.0160391+0.0181404j 0.0100234-0.00529621j -0.025171-0.118382j -0.00593246-0.0396078j 0.0466229+0.0423102j 0.0378305+0.00699123j -0.0312233-0.0662123j -0.0454067-0.0232275j -0.00413542+0.0573923j 0.00850544+0.003469j 0.0170943+0.0372317j -0.00749264+0.0877703j -0.0311055-0.0939317j 0.00820574-0.0183052j -0.0213648-0.0162202j -0.0231906-0.00601593j -0.00787582+0.0118692j 0.00298318+0.0273044j -0.0165808-0.00214349j 0.0289116+0.0849224j 0.015788-0.00307489j 0.105448-0.0266773j 0.0285066-0.0507209j -0.0447354-0.0568647j -0.106883+0.0859321j 0.0675548-0.0439287j -0.00504677+0.0338565j 0.120612+0.0669673j 0.124175+0.0151095j -0.0116385-0.0277702j 0.0367332-0.00987936j 0.0188249-0.00357986j -0.0300891-0.0373076j -0.00946964-0.0443707j 0.00374751+0.0213461j 0.0469509+0.0436854j -0.0533184-0.0289797j -0.0634298+0.00301845j -0.0913511+0.023872j 0.0656027+0.033197j 0.0412999-0.0317138j 0.0164795+0.0112376j 0.0411891+0.059301j 0.00163216-0.0308852j -0.0303477+0.0172476j 0.00341243-0.04281j 0.0502815+0.0382683j 0.00636555-0.0266124j 0.0370972-0.016077j 0.0287172-0.0195104j 
0.0203732-0.0049455j 0.068396+0.00491852j -0.0345872+0.101143j 0.0169255+0.0060243j 0.0484673+0.00183044j 0.00991211-0.121878j 0.0712869+0.0243659j 0.00899656-0.023335j 0.0234035+0.00946442j -0.00586761+0.0239974j -0.00324606-0.0165721j -0.00584903-0.0358059j 0.0159903+0.0457564j -0.0376538-0.0123451j 0.0251677+0.0391765j -0.0117252+0.00719308j -0.0234379-0.00219582j -0.0116659+0.0318133j 0.0137809-0.0017131j 0.0384398-0.0116304j -0.0190259+0.014689j 0.0115122+0.0757822j -0.0507517+0.0191285j -0.0102597-0.000581705j -0.0320882-0.0206956j 0.0664949+0.0966328j -0.00966156+0.0422896j 0.0250264-0.0775147j -0.000440806-0.0034052j -0.00826579-0.0526427j 0.0346756-0.100525j -0.00111766+0.102675j -0.00993796+0.0359828j 0.018578-0.0141706j 0.0221193-0.0316435j -0.000237809-0.00259918j -0.00537991+0.0029089j 0.00860457-0.0263869j -0.0167463-0.10962j 0.00172801-0.00199242j -0.0881626+0.0701424j -0.0721555-0.0391805j 0.0613037+0.0164281j 0.14585-0.0808304j -0.0542927+0.0467431j 0.0311469+0.00778149j -0.0841007-0.0575252j -0.137467-0.0706318j 0.0466207+0.0640007j -0.0199618-0.00987804j -0.0322621+0.000431377j 0.0148447+0.0183722j 0.00251125+0.0413995j -0.033118-0.00354945j -0.090868+0.0288693j 0.0647516+0.014392j 0.0711519-0.0641292j 0.0858631+0.00416888j -0.0225442-0.00484203j -0.0399083+0.0256908j -0.038699-0.0105944j -0.0261117-0.0192279j 0.0606383-0.0572229j 0.101327+0.0111335j 0.0258758+0.0873171j -0.0202439-0.0161904j -0.00861621+0.0473074j -0.0598069+0.00383505j -0.0244515+0.00716819j 
0.0188788+0.00885847j 0.0347714+0.00356198j -0.0136552+0.0744657j 0.0346844-0.0086574j 0.068423-0.0101257j 0.020538-0.104998j 0.040322-0.00966325j -0.0382558-0.0179278j 0.00022992+0.0100192j 0.000286599+0.0128455j -0.0200582-0.0524984j -0.00544985-0.0249159j 0.0391789+0.0534656j -0.0132492-0.000100894j 0.00520255+0.0399971j -0.0150247+0.0327106j -0.0287301-0.0166429j -0.0135868+0.0316153j 0.011485-0.0300895j 0.0123753+0.00896881j 0.00502527+0.00165777j 0.00794141+0.0553027j -0.0693148+0.0343166j 0.018227-0.0287653j -0.00853482-0.00977515j 0.077908+0.0472389j -0.00624126+0.0380667j 0.00281479-0.0377282j -0.0195297-0.0234342j 0.000194614-0.0421631j 0.0251354-0.0696962j -0.0276711+0.0166378j 0.0112826+0.0418628j 0.00754309-0.00446588j -0.00856856-0.00922769j 0.0230089+0.0011486j 0.00688272+0.00137697j -0.00287564-0.00421258j -0.0173971-0.0431536j -0.0253457-0.024049j -0.0600024+0.0168404j -0.0685557-0.0239275j 0.0308716+0.0083382j 0.0443712-0.0552153j -0.0168459+0.037007j 0.00918025-0.00313099j -0.0483054+0.0293436j -0.0431648-0.0650288j 0.0191858-0.00725403j 0.00545025+0.0477995j -0.00933216-0.00736033j 0.0122601-7.87345e-05j -0.0134073+0.0181925j -0.00626583+0.000570104j -0.0583541+0.0657634j 0.0266299+0.0313139j 0.0243162-0.0253479j 0.0355855+0.0366804j -0.0361507-0.0217026j -0.0109996+0.00841144j -0.0964727-0.0498126j -0.0325995-0.0520025j 0.0498597-0.0358348j 0.0534927+0.0373358j -0.0707114+0.082498j -0.00803594+0.00218779j 0.00383731+0.0113262j -0.0260103-0.0160214j 0.00534858-0.012899j 
0.00167951-0.0463725j 0.0288332+0.0161505j -0.0922146+0.0427692j 0.00615+0.0365845j 0.00889399+8.99464e-05j 0.0124832-0.105475j 0.0529985+0.0333012j -0.00428077-0.0237728j 0.0293102-0.0183611j -0.015964-0.00407367j -0.0468817-0.0429132j -0.00401705-0.0174977j 0.0343927+0.0310601j -0.00605919+0.00559412j -0.0202991+0.0448369j -0.0113397-0.000616443j -0.0430467-0.0143479j -0.0125976+0.00164818j 0.00442327+0.00464556j 0.0186241-0.0107745j -0.020137-0.000928368j -0.0241925+0.0339962j -0.0133917-0.00499881j 0.000324481+0.00895964j -0.0254321-0.0190163j 0.0643192+0.00911126j -0.0169148+0.0110577j 0.00327358-0.0667051j -0.00158253-0.00351632j 0.010915-0.0591372j 0.000868321-0.090166j -0.00527356+0.00743695j 0.017856+0.0327833j 0.0302578-0.0235195j 0.0329985-0.0075207j 0.00275458-0.00176244j 0.0238651+0.00405646j -0.0190435-0.0509595j -0.0105908-0.0582691j -0.0278668+0.0358345j -0.0546911+0.0392149j -0.0714962-0.0367766j 0.0172799+0.0434093j 0.0414621-0.0599884j -0.00944086+0.059137j 0.0112171-0.00130055j -0.054772-0.0292691j -0.0334456-0.063601j 0.0234433+0.0407948j 0.00839781+0.0382856j -0.0418764+0.00615613j 0.0327203+0.0233986j -0.0786315+0.0131147j -0.000410695+0.00770845j -0.0673921-0.00040993j 0.0396611+0.00890006j 0.0242674+0.0211627j 0.0413256-0.00720854j -0.00184112+0.0261133j -0.0302442+0.0319613j -0.059977+0.00771845j -0.00504333-0.0283516j 0.0230223-0.00795476j 0.000969497+0.0109478j -0.0304615+0.0116368j -0.0577787-0.0114805j 0.0145213+0.00176864j -0.0118631-0.0214982j -0.0365604+0.034421j 
0.0024841+0.00961417j 0.0108675+0.0101477j 0.0160942+0.0151957j 0.0314641-0.0172016j 0.0102456-0.00238959j -0.016486+0.00575367j -0.0130964-0.021653j 0.00792839+0.000483433j -0.00961857-0.00282932j -0.0108709+0.0121097j 0.0274665+0.0240129j -0.0206204-0.0108775j 0.0154885+0.00865171j 0.00330437-0.0112653j 0.0104202+0.0134141j -0.000935974-0.00240251j 0.0139478-0.0137999j -0.0202069+0.0466863j 0.034732-0.0268016j -0.0151835-0.0207022j 0.0325086+0.0128884j 0.00577215+0.0122099j -0.0220235+0.0121311j -0.0335418-0.00722767j 0.0017072+0.0111171j 0.00385371-0.0257752j -0.0343663+0.00200697j -0.00215989+0.0205618j -0.0158539+0.00232262j -0.00415051+0.00176306j -0.004954-0.00479668j -0.00240617-0.00570173j -0.00240757+0.0270882j -0.00887421-0.00777826j 0.0125918+0.00737105j 0.00141205-0.0017752j -0.0185771+0.0277034j 0.020301-0.022322j -0.0226397+0.00814946j 0.0253666-0.00971062j -0.0218303-0.01619j 0.024816-0.0468153j 0.0088767-0.0190646j 0.0160183+0.029898j 0.0266658-0.0248676j 0.00616842+0.00852457j -0.0426534+0.013557j 0.0217605-0.0155285j -0.00410796-0.0237751j -0.0219049+0.0331302j 0.00876481-0.00977274j -0.0324761-0.0105959j 0.0180853+0.0294418j -0.0107062-0.004221j -0.00441246+0.0514285j -0.0343609-0.0149304j -0.00260561+0.00278933j -0.0194371+0.0215926j -0.00776082+0.0101806j 0.0132234-0.0110071j -0.0471879-0.0334991j -0.0100368-0.0225456j -0.0142814-0.029173j 0.029577+0.00831037j -0.0225653+0.0281682j 0.00753248+0.0178151j -0.0283943+0.0061185j 0.00456311-0.0215983j 0.0169064-0.0118792j 
0.0082495+0.0505695j 0.0123644-0.00612088j 0.0598484+0.0112857j 0.00344039-0.0332286j 0.0135837-0.0063715j 0.0481052+0.0311323j -0.0273107+0.0344212j -0.00345645+0.00565708j 0.0151022+0.0200862j 0.0229481-0.0299999j 0.043725-0.00195863j -0.00022365+0.012888j 0.00226621-0.000932054j 0.0102776+0.0194293j -0.0253649-0.0222353j -0.00852778-0.0187295j 0.0231118+0.0230224j -0.0217047-0.00282827j 0.0215547-0.00351367j -0.0318326-0.018173j -0.0619913+0.0247507j 0.00224976-0.0210615j -0.0655279+0.00937109j 0.0129458-0.0480699j -0.0479453+0.0389863j -0.0284672-0.0644011j 0.000717332-0.00136492j -0.041221-0.0136722j 0.00221316-0.0209733j 0.0157255-0.0123123j 0.0205788+0.00039831j 0.0167209-0.018828j -0.0217126+0.000677312j -0.0446478+0.0149896j 0.00808256+0.0306067j -0.00769112+0.0193216j 0.00447688+0.0181136j -0.002386+0.0224476j -0.0312146+0.0277507j -0.0186413+0.00965017j -0.0641725-0.0275459j -0.0268037+0.0121928j 0.0142111+0.0219076j 0.00601927+0.0510916j 0.0292596+0.0191924j -0.0075967+0.020464j 0.0328207+0.00398875j -0.0251391-0.0198468j -0.0462705-0.0307915j -0.000719097-0.0124099j 0.0053973+0.0154008j -0.0225044-0.0311449j 0.0451904+0.0593799j 0.0429405+0.0119974j 0.00707271+0.0401577j -0.00763379-0.0274479j 0.018973-0.0206319j -0.0748821-0.0496816j 0.0317347+0.0207601j 0.0194337+0.00780118j 0.00731049-0.0502358j 0.0119727-0.016983j -0.0221145+0.00390232j -0.0320793+0.00601847j 0.011567-0.00343737j 0.0700706-0.0241631j 0.0373307+0.016215j 0.00502749+0.0195452j 0.0157348+0.000934959j 
0.0205972+0.0215362j -0.00275378-0.0532397j 0.0409117-0.0171806j -0.00398197-0.0361672j 0.0152782-0.00554326j -0.00815045+0.027007j 0.0207196+0.0397932j 0.0232947+0.00331455j 0.0252004-0.0161677j -0.010898-0.00375477j 0.0228306+7.17405e-05j 0.0110466+0.00566589j 0.01073+0.0111077j 0.00311344-0.0205408j 0.000179397+0.0274144j -0.0244869-0.0118272j 0.010196-0.00438877j -0.00135335+0.0279393j 0.0484747-0.0365159j -0.0509741-0.0583933j 0.00692959+0.00865976j -0.00415591-0.0551299j -0.0789573+0.0326432j 0.00975307+0.0115199j -0.0212723+8.37882e-05j -0.00838226-0.0680012j 0.00796541-0.028585j -0.0266921+0.00182581j -0.004263-0.0190607j 0.012718-0.0131873j 0.00437927-0.00286223j 0.000210631-0.0433271j -0.0216679+0.0348045j -0.0258632-0.00686017j 0.00397563+0.0333566j 0.0450601+0.00106015j 0.0117414+0.0349147j -0.040696-0.050956j -0.0543375-0.00422231j -0.0220915+0.0250413j -0.0409318-0.0113401j -0.0243813-0.135915j 0.0021597-0.0282626j 0.0459485+0.0665352j 0.103062+0.0509057j 0.0555702+0.0667507j 0.0126855+0.0566932j 0.0192809-0.0800013j 0.000985525-0.037665j -0.000931708+0.0459763j 0.030542+0.00385424j -0.0313062+0.00212388j 0.0313438+0.0497612j -0.0139082-0.0191345j -0.0347064+0.0752575j -0.0183135-0.0411802j 0.0465126-0.0231188j -0.121303+0.0399984j 0.0243315+0.0715557j 0.0191335-0.0119003j -0.063644-0.0350929j -0.0207106+0.0126222j 0.0489125-0.0742406j 0.0520835+0.0888618j -0.00857799+0.0450223j -0.00690365+0.0157023j -0.00363899-0.0239929j -0.00444601-0.0185846j 0.0279766-0.00260783j 
0.0206641+0.0175606j -0.0143274-0.05373j -0.000185378-0.0202809j -0.0390582-0.0279497j 0.0472022-0.0317567j -0.00735249-0.0598196j 0.0560312+0.0188917j -0.0304356+0.00465116j 0.0320877+0.00607607j -0.000916715-0.0262567j 0.0105282-0.0107083j 0.00973602-0.00475422j 0.00832358+0.00229892j -0.0263585+0.00031157j -0.00471459+0.0552567j -0.0272858-0.00988305j -0.019404-0.00195027j 0.0060696+0.00576433j 0.0188074+0.0233981j 0.0443681-0.00836368j -0.0437449+0.00173738j -0.0167943-0.00162606j -0.0476243-0.0381825j 0.0212702+0.0148399j -0.00193601-0.0266968j 0.0313886+0.0105994j -0.0179797+0.0367776j 0.00782836-0.022517j 0.000750168-0.0171126j 0.0250247+0.00765485j -0.00247349-0.0181446j -0.0324503+0.0342306j 0.00592791+0.00315196j 0.0101583-0.0112365j 0.0116538+0.0229777j -0.022619-0.0151301j 0.00594304+0.00603628j -0.0269724-0.00345224j -0.0134919-0.00732924j -0.0180586-0.0132952j -0.00431333-0.00357077j -0.0587301+0.0178576j 0.000825306+0.00228536j 0.00524748-0.0175937j -0.0150758+0.0213714j 0.0283746+0.0124999j 0.0389248-0.00479482j -0.00288743-0.0314151j 0.0044626-0.00177614j 0.0384332-0.0178143j 0.0109408+0.00428323j 0.0175266-0.019185j -0.0252798+0.0109316j -0.00373496+0.0394147j -0.0011287+0.0391287j 0.0501163+0.0279953j -0.0128421-0.0211677j 0.0167739+0.0159348j 0.0170987-0.00693022j 0.00130751+0.0054724j -0.0180566+0.000820126j 0.0209473+0.00973281j 0.0613-0.0300395j 0.0128253+0.0505057j -0.0259926+0.0222592j -0.00687584-0.0246398j 0.0607218-0.03232j -0.00717594+0.00692079j -0.000874165+0.00886016j 
-0.0110344-0.00992263j -0.0134753-0.00527249j 0.00756382-0.0291429j -0.0316793-0.000462074j -0.0135793+0.00908218j -0.00131709+0.0375148j 0.00382712+0.0015626j 0.0138659+0.012448j -0.00655337+0.0031523j 0.00188954+0.0137304j 0.0245447+0.0146034j 0.0112193+0.0071183j -0.0332628-0.0191199j -0.0151007-0.0197786j -0.0101412-0.0219767j 0.00612476-0.00998798j 0.0206-0.0135795j 0.0187028+0.0041207j 0.00028918+0.0163599j 0.000641067-0.00163858j 0.00884571+0.0116223j -0.0145827-0.00554257j 0.000504575+0.00743923j 0.0261849+0.0133143j 0.00503536-0.00847087j 0.0036172-0.0104909j 0.00749329+0.0136264j 0.00107638+0.0156271j -0.0140676+0.00159366j 0.0176332+0.00096957j 0.0165673+0.0159106j -0.0194462-0.00839882j 0.00238733-0.0145686j 0.00597331+0.0022488j 0.0091069-0.000146218j -0.00992137+0.00643883j 0.0110812-0.00578592j -0.0119677+0.00434533j 0.0316463-0.00524336j 0.0228163+0.00448133j 0.041341+0.00674205j 0.0234939-0.0144085j 0.00150266+0.00452437j -0.0273689-0.0105609j -0.00816779-0.0314334j -0.00986868-0.000679787j 0.00794237+0.00351426j -0.0119218+0.0397873j -0.000355937+0.0290726j 0.0255625-0.0117306j -0.0118801-0.0100064j 0.00175675-0.0418424j 0.00573278-0.00860579j 0.00395727-0.00767316j 0.00627168+0.00909215j -0.0184101-0.0140454j 0.00612209-0.0048926j 0.00287579+0.00338444j -0.00639711+0.00927272j -0.00780294-0.013322j 0.0282428+0.00856347j -0.00282314-0.00425966j -0.028193-0.00982609j -0.00123573-0.0129235j 0.0329139-0.0118756j 0.00745352+0.00383774j -0.00427455+0.0161823j 6.7937e-05+0.00704324j -0.00870674+0.00869431j 
0.00849576+0.0184207j 0.014403+0.0101168j 0.0238974+0.0275943j 0.00973366-0.0139152j 0.00686442+0.00289878j 0.010441+0.000308369j 0.0130256+0.00945737j 0.0183182-0.0113979j 0.00315142+0.0133813j -0.00249623+0.00213809j 0.00745366+0.0118894j 0.0130848-0.00354109j -0.00755352+0.0115503j -0.0168372-0.0153119j 0.00195667-0.0109072j -0.0137668+0.016875j 0.00992773-0.00166833j -0.00385593-0.00250536j -0.00520044+0.00258879j -2.57012e-05-0.00758118j 0.0237663+0.0207992j 0.00619277+0.0442574j 0.00456197-0.00138975j -0.00888232-0.0171974j -0.0130437+0.000429924j 0.00699873+0.0313153j 0.00796011-0.00155788j 0.00497073+0.00237127j 0.00995706-0.00247203j -0.0177986+0.00225214j 0.00669118+0.00051906j 0.00534806+0.027194j -0.0112165+0.0126941j 0.001527+0.00457566j -0.0073282+0.0183506j 0.0071404-0.0187048j -0.00949728-0.0190068j -0.012398+0.0367187j 0.00379527+0.00545384j 0.0110448-0.0120412j -0.00761944-0.00962622j 0.0120045+0.0248096j 0.00758289+0.027765j 0.00795198-0.0212476j -0.0205538+0.0251749j 0.0138677-0.0143528j -0.0333047-0.0155281j -0.0253495-0.00356919j 0.0173887+0.0105513j -0.0223991-0.020584j -0.0140121+0.0036314j 0.0142423-0.0101784j -0.0165234+0.0192925j 0.00739359-0.0266953j 0.0118073-0.038128j 0.0138766+0.00964345j 0.00841207+0.00151659j 0.0180204+0.000377582j -0.014595-0.0182932j -0.0255087+0.0118059j 0.0158015-0.0232587j -0.0162074-0.00461252j -0.00710783+0.0203278j -0.0107398-0.00641385j 0.00429624-0.0173385j 0.00421693-0.0177647j 0.0110141-0.000894988j 0.00177012+0.00182149j -0.00206034+0.00576244j 
0.00233317+0.0240704j -0.000861741-0.0249532j 0.0474346+0.00905236j -0.0115655-0.0423815j 0.0146176-0.00450107j 0.00758611+0.0114938j 0.00130733+0.0257038j 0.0204125+0.0136061j 0.0241569+9.26114e-05j -0.00444612+0.0181826j 0.0285148+0.00977886j 0.00681474+2.7427e-05j -0.0118678+0.00548175j -0.0175034+0.00962931j -0.00288495-0.00665365j 0.00683153+0.00590989j -0.0171902+0.00410553j 0.0122208+0.0159022j 0.0122087+0.014695j -0.0133518-0.0140219j -0.00186223-0.00760778j 0.00191065-0.0051715j -0.0108351+0.0146085j 0.00977203-0.0279833j -0.0237463-0.0188142j -0.00693436-0.00809572j -0.00120643+0.0296247j 0.00935539-0.0137604j 0.00443775+0.0086366j -0.0038009-0.0050342j -0.0219343-0.0204484j -0.0269636-0.0178219j -0.0152923-0.0160887j -0.0150837+0.0348319j -0.00244112+0.0518471j -0.00677543+0.0108576j -0.00861653-0.00910679j -0.0331774+0.0252615j 0.00082627+0.01782j -0.0152515+0.0106419j -0.0160299+0.000561216j 0.00605123-0.00985132j 0.0226796+0.0103323j 0.00497005+0.0389476j 0.0240621+0.0177299j 0.0214925-0.000136822j 0.00872488+0.00930125j -0.0243036-0.0305568j 0.00706485-0.0272541j 0.0103491+0.0109812j -0.0119758-0.00773739j 0.00245408-0.000591866j 0.00741322+0.0342177j 0.0197013-0.0165394j -0.025122+0.0184327j 0.0152312+0.00492262j -0.0084128+0.00218013j -0.0343014+0.013285j 0.0198541-0.0139712j 0.0184263-0.00370042j -0.0314339-0.00483407j -0.00210365-0.00376874j 0.0111564+0.00571921j -0.0112391+0.0216418j 0.0230538+0.00370099j 0.0221183-0.0202588j 0.0299953-0.0106756j -0.0153952+0.0381736j -0.0177064+0.0112513j 
-0.00671977+0.0015235j -0.0105672+0.000483862j 0.00725497-0.00551335j -0.00528935-0.00283017j -0.00677865-0.00876814j -0.00655036-0.00182347j 0.00671409-0.00343299j 0.00932046-0.00464215j 0.0138907-0.0114336j -0.00943323+0.00437711j 0.00264006+0.0227865j 0.0158356+0.0068381j -0.0149513+0.00200981j -0.00111954-0.00785709j 0.00446479+0.00665183j -0.0133555+0.00726218j -0.00370425+0.0262703j -0.00535358-0.00866801j -0.00867147+0.00415047j 0.0105754-0.00217507j -0.00634259+0.00336267j -0.0198839+0.011615j 0.0262035-0.0300394j 0.0130952+0.00500201j -0.0269877-0.0134817j 0.00131962-0.0219932j -0.000637972+0.0104416j -0.012228+0.00704291j 0.00959135+0.00544522j -0.00929972+0.0079007j -0.00193343+0.00653831j 0.00830557-0.00987761j -0.000689687-0.0208428j -0.0212773+0.00194995j -0.0168006+0.00732737j -0.00298829-0.00956029j 0.0179442-0.00819647j 0.00821615+0.0102691j 0.0231865-0.0016195j 0.0270934+0.00419313j -0.00844354+0.011244j -0.0135085+0.000945907j -0.0255426-0.0056129j -0.0501711+0.013383j -0.00802955+0.0179868j -0.0255032-7.7069e-05j 0.0333251-0.0161244j 0.0217863+0.0298011j 0.0315034-0.00664384j 0.037585-0.00301144j 0.000640085+0.0052361j 0.0104855-0.0129409j -0.0154226+0.00877909j -0.00876965-0.0162655j 0.0197657-0.0330088j 0.0317931+0.0368022j -0.041337+0.0153461j -0.0417744-0.0259598j -0.00832774-0.0202736j 0.0141625-0.017491j 0.0434442+0.0123887j 0.0116688-0.00107277j 0.0414323+0.0209361j -0.00860812+0.00238387j 0.0191642-0.00672502j -0.0212714-0.0253793j 0.0170969-0.0297132j 0.00369261+0.0100241j -0.00431722+0.0112191j 
0.0033203+0.0202136j 0.0096794+0.00769457j 0.0250934+0.0331514j 0.0182105-0.00983906j 0.0206533+0.00424754j 0.00441667-0.0101477j -0.0169983+0.0108377j 0.00433195-0.00232014j 0.00697238+0.00960101j 0.0198892-0.0106748j 0.0199577-0.00636701j 0.0165918-0.00346935j -0.00395716-0.00728353j -0.00466884+0.0125496j 0.000907025-0.0222181j -0.00455526-0.00264826j -0.0287347+0.0424414j -0.00551095-0.0136627j -0.0118926+0.0123864j 0.0050299+0.00618893j -0.0163177+0.0216147j 0.0164826+0.00934631j 0.00440734+0.00155178j -0.0127227-0.0182555j -0.0292336-0.0108013j 0.00426585+0.0380643j 0.0106759+0.00333844j -0.00260495-0.0107129j 0.0111237+0.00713308j 0.0129193-0.0144058j 0.00866771-0.03096j -0.0131448+0.00496859j -0.0228576+0.0168185j 0.0065851+0.0232542j 0.0136335-0.0265102j 0.0199417-0.00640272j 0.00728166-0.0118626j -0.0271924+0.0613285j 0.0146338+0.00327745j 0.00233071-0.00493173j -0.0240237+0.0118979j 0.00944722+0.0260065j -0.00617609+0.0308493j 0.00404194-0.00880568j -0.0218275+0.0149177j 0.005763-0.015457j 0.0237442-0.0282827j -0.0262128+0.0047622j -0.0134474+0.0116546j -0.0144607-0.0294601j -0.00882695+0.00728613j 0.00137193-0.0176069j 0.0083371+0.0108951j 0.0206245-0.00996065j -0.00471753-0.00416624j 0.00610683+0.00144983j 0.0193167-0.0208322j 0.0371745+0.00274038j 0.00946058-0.012645j 0.0130004+0.00819262j 0.000770922-0.027379j 0.0116823-0.0186912j 0.0174914+0.00799885j 9.78091e-05-0.019228j 0.0240862-0.0110945j 0.0348541-0.0250008j 0.0186685+0.0198165j -0.0110803+0.0335953j -0.0139283+0.00681227j 
