-0.00482682+0.00201894j 0.00975321-0.0548097j 0.0184372-0.0064168j -0.0486841-0.0436958j 0.0062504+0.00177345j 0.0125761+0.027273j 0.01335+0.0507083j 0.00922833-0.00604439j 0.0323932+0.00721596j 0.00827204+0.00379807j 0.016378+0.023381j 0.0197574+0.00821525j -0.0181403+0.0199565j -0.0232026-0.0169295j -0.00304754-0.0288392j -0.00850359-0.0144922j -0.00617297+0.00328704j 0.0219102-0.00628932j -0.00981121+0.0316064j -0.0132876-0.0203557j -0.0271059-8.85335e-05j 0.00914359+0.00615025j -0.0183296-0.0306393j 0.0108604-0.0372679j -0.0196761-0.0176089j -0.0369643-0.00781204j 0.0114481+0.0229662j -0.011651-0.0240956j 0.00293897-0.00600512j -0.00251333+0.0043147j -0.00459642-0.0262597j -0.011809-0.00922282j -0.00705863-0.0187574j -0.0124469+0.0226027j 0.0147189+0.0460412j 0.00778405+0.00728507j 0.0213088-0.0185331j -0.0311013+0.0476866j -0.0263461-0.00159927j 0.00704052-0.00843208j -0.00295812-0.0221021j -0.0141931+0.0608798j 0.0233984+0.0453419j -0.00871325+0.0196432j -0.00220217+0.0370775j 0.00548364-0.0152726j 0.0160539-0.0161816j -0.0300966-0.0222963j -0.0100153-0.0179769j 0.0212502-0.0231571j -0.00327778+0.0054415j 0.00918654-0.0485827j -0.00168146+0.0935753j 0.00793438-0.00772568j 0.0224108-0.0748998j 0.0198925+0.0114476j -0.018998+0.0151823j -0.000589954-0.0116742j 0.0670481-0.0275309j 0.0260892-0.0196585j -0.0181809-0.0393073j 0.0187679-0.0178038j 0.0202628+0.0184466j -0.0475347+0.0530483j 0.104084-0.0157852j 0.0324865-0.0893822j 0.0881434-0.0403853j -0.0535912+0.144647j -0.110147+0.108149j 
0.005614-0.00689768j -0.0109859+0.00237531j -0.00403733-9.99477e-05j 0.0112337+0.00287954j -0.000694531+0.013612j -0.00667859+0.0168866j 0.00242864+0.00863356j -0.00418086+0.00836406j -0.0091599+0.00151355j -0.01243-0.0119211j -0.00179241+0.0105331j -0.0069479-0.0104729j -0.00547068+0.00869846j 0.00345109-0.0140434j 0.0013871+0.0158058j -0.0047882+0.00207259j 0.0104095+0.00970314j -0.00509223-0.00394228j 0.0142374+0.000154908j -0.0101621-0.0203994j 0.000111904+0.00534517j 0.00780243-0.00467271j 0.00360529+0.00419041j -0.00204942+0.00706721j 0.0064989+0.0070312j 0.00245659-0.00622885j -0.0166814-0.000742252j 0.00400782-0.00396918j 0.00433715-0.00754441j 0.0115419+0.0108178j 0.00354319+0.0160233j -0.00714128-0.00201174j -0.003455+0.00311583j 0.0115539-0.0027787j 0.00905682-0.00374027j 0.0100721-0.00922937j -0.00681096+0.00362019j -0.00940885-0.00775732j 0.00446963-0.00422522j 0.0109947-0.00247845j -0.0134087+0.00503113j -0.000468085-0.01255j -0.00226582-0.00769611j 0.00184965+0.00343162j 0.00891584-0.00353356j 0.00488348+0.0070481j 0.00977101-0.00973346j 0.0134183+0.00467257j 0.0124341-0.0125477j -0.00457767-0.00103147j -0.00145633+0.00278695j 0.00238534-0.00556781j 0.00917196+0.0115389j -0.00609951-0.0068513j 0.00909674-0.00754038j 0.00587873+0.00509223j 0.0065518+0.0111391j 0.0022836-0.00693533j 0.00591087+0.00949768j 0.00567011-0.00503043j 0.0178295-0.003647j 0.00735758+0.00437768j 0.015178-0.000521798j 0.0145325+0.00905568j 0.0125546+0.00264947j -2.10096e-05+0.0033279j -0.00403989-0.00453833j 0.0101061-0.00381009j 0.00289977+0.0100371j 
0.00234514-0.0140079j -0.0149126+0.0101364j -0.00992797+0.0139877j -0.0074105-0.0231173j 0.0126965-0.010261j 0.0173105-0.0258187j 0.0306685+0.0191728j -0.0151808-0.0279631j -0.00120222-0.00200987j -0.00902465-0.00855204j -0.00943924-0.0148368j 0.00879724-0.00965817j 0.0176327+0.0182199j -0.0110305+0.00517471j 0.0104008+0.00638885j -0.0071135+0.00587123j -0.0163781-0.0140664j 0.000708274+0.0138346j 0.00783965-0.000840326j 0.0241025-0.000626199j -0.0157979-0.00634522j -0.0100157-0.00053838j -0.0233265+0.0154218j 0.00514669-0.00126337j 0.00400387-0.00450986j 0.00455452+0.00320539j 0.00538356+0.0124476j 0.00386399-0.00592502j -0.00364728+0.000201467j -0.00112453+0.00596504j 0.00548382-0.00740483j 0.00713929+0.00181889j 0.0112423-0.00602654j 0.00865459-0.00598615j -0.00384979+0.00215192j -0.0115214-0.00682067j -0.00255963+0.00368945j -0.0175054-0.00400588j 0.00282809-0.00313666j -9.79582e-05-0.00186508j -0.00302508-0.0030436j -0.0163096-0.00473256j -0.00546591+0.000515855j -0.00218986-0.00342562j -0.00292774+0.00184914j 0.00750839+0.0042946j -3.47447e-05-0.000762836j -0.0216863-0.0149918j 0.00393501-0.00800795j 0.0186654+0.014111j 0.00168248-0.00576109j 0.00668863-0.000608765j -0.00995169-0.000596902j -0.00302134-0.00290943j 0.00336996+0.00864911j 0.00433431+0.001988j -0.0030623+0.00572409j -0.0066042+0.00641147j -0.00545522+0.0121944j -0.0139682-0.00023961j 0.00235305-0.00350628j 0.000625481-0.00381223j -0.0116372+0.00114274j -0.0183457+0.00429883j -0.0141842-0.00146504j 0.000242586-0.00309641j 0.0100654-0.0030693j -0.00268285-0.00549381j -0.00370915+0.0127425j 
-0.00662942+0.00992725j 0.00892759-0.0103676j 0.00139756-0.009438j -0.00390668+0.00427788j -0.00108923-0.0163658j -0.0015237+0.00565492j 0.00330627-0.000241459j -0.000120262-0.00191538j 0.0100464-0.0083312j 0.000929988-0.00519158j 0.00582331+0.0185137j 0.00280436+0.000800923j -0.000868354-0.00300228j -9.17963e-05+0.00635568j 0.00769806-0.00307926j 0.0141862-0.005103j -0.00497177+0.00628263j -0.00577474-0.0107921j -0.00247306+0.00245265j 0.00305037+0.00119444j -0.0132265-0.0105052j 0.0147514-0.0115624j -0.00854209-0.0216775j -0.00135531+0.00261557j 0.00453077+0.0016049j -0.00216216-0.00693481j -0.0125395-0.00269713j 0.00204394-0.008679j 0.00223826-0.000635454j 0.00106902-0.000807932j 0.00268887+0.000721601j -0.00206565-0.0129138j -0.00303938-0.00395707j -0.0059189+0.000138705j -0.00495449-0.00577843j 0.000747586+0.00213079j -0.00621165+0.00285075j 0.00358936+0.00605212j 0.00484651-0.00590075j 0.00626102-0.00936652j -0.00806403+0.00467937j 0.00515668-0.00345294j 0.00899184-0.00323716j -9.66805e-05-0.00277845j 0.0005885+0.000983184j 0.00201785-0.00431258j 0.0119018-0.00330764j 0.000956946-0.000300239j 0.00166887+0.0100907j -0.00162777+0.00662193j 0.000323883+0.00161833j 0.00113814-0.00342997j 0.0103196+0.00295284j 0.0187165+0.00632845j -0.000956416+0.00321858j -0.00826157-0.000997148j -0.00653397-0.000793086j 0.00179072-0.00464599j 0.00948729+0.00394878j 0.00965401-0.00142417j -0.0056712+0.00203248j 3.72265e-05+0.00316609j 0.0130518-0.00162986j 0.00533674-0.00094705j 0.00631111+0.00374687j 0.00436792-0.00514408j 0.0102587-0.00728467j -0.00902565+0.0100932j -0.00608656-0.0042046j 
0.0114127+0.0158273j 0.00709568+0.0136599j 0.0234741+0.0200931j 0.0258867-0.0139108j -0.000302142-0.00872046j 0.00546486-0.00406062j 0.00390473+0.00213771j -0.00286562+0.00732392j -0.000937393+0.00308405j 0.0014722+0.0114325j 0.00771714-0.0147112j -0.00307033-0.0130719j -0.000922595-0.000761772j -0.00826248-0.00941651j -0.00135768-0.00703961j 0.00212431-0.0094439j 0.00515562+0.00226422j 0.00186911-0.00351924j -0.00408889-0.00124585j -0.00352562-0.00540585j 0.00340053-0.00730007j 0.00604082-0.00695883j -0.00757496+0.0197211j -0.0061225-0.00150978j -0.00543943+0.00463654j -0.000966483-0.00618316j -0.000341352+0.00247037j 0.00944544+0.00391144j -0.00236423-0.00688084j 0.00631109+0.00617318j 0.00871397+0.00481525j 0.00659559+0.00690283j 0.00113906+0.00199938j 0.00249137-0.0072841j 0.0200514+0.00649715j 0.00234675-0.00420691j 0.00595588+0.00515608j 0.00294664-0.00962804j -0.00699042-0.000110145j -0.000901591+0.00816951j -0.0155583-0.00371339j -0.00433247-0.0129482j -0.0153376+0.000288828j 0.00991988+0.00287334j 0.00711259+0.00220132j 0.00599088+0.0149262j 0.00711844-0.00795492j -0.0195437-0.00447023j -0.00233217-0.00450479j -0.0071031+0.0051788j -0.00125623+0.0025686j -0.0032059-0.000463002j 0.00750025+0.00134217j 0.00236802-0.00794956j -0.00694886+0.00609523j 0.00207311-0.000461438j 0.00827621+0.00465485j 0.000604167-0.00771266j -0.00450227+0.022353j 0.000879669-0.00307248j 0.00289663-1.84953e-05j -0.00762282-0.00487989j -0.00725485+0.000845637j 0.00619823+0.00125038j 0.0078487+0.00884306j -0.00188625+0.000967473j -0.0172734-0.000505452j 0.0060265-0.0142994j 0.00764073-0.00413177j 
-0.00219093-0.000756411j 0.0144009-0.00871116j -0.00151149-0.0051305j -0.0138312+0.0248555j -0.0147705+0.00814023j 0.0189008+0.02525j -0.00869951+0.0231658j 0.0129721-0.0115553j 0.00270733-0.00309738j 0.000181868-0.000183342j 0.0129091+0.0156424j -0.00668468+0.00704578j -0.00604195+0.0149782j -0.00153801+0.000106069j -0.00652014-0.0142597j 0.00385795-0.00154423j 0.0249488-0.0153022j -0.00892812+0.0228028j 0.0039834-0.000945195j -0.0135355-0.00406626j -0.00111046+0.00346281j 0.00239606+0.00394702j -0.00481414+0.0105237j -0.0022526-0.0125398j 0.0087991+0.0110448j -0.00515006-0.0188794j -0.00115013-0.0144613j -0.00217166+0.00174391j -0.0020223+6.50432e-05j -0.00170623-0.000797597j 5.50106e-05+0.00796075j 0.00313284-0.0068481j 0.000525515+0.000809782j 0.00837547-0.00123886j -0.00497257+0.00527483j -0.00276406+0.00853665j -0.00474947+0.00800902j -0.00876973-0.00243156j -0.0161021-0.00329609j -0.00942904+0.0142225j 0.00868682-0.00379281j 0.0136549+0.000506694j 0.0080612+0.0130576j -0.00943831+0.00435548j 0.0134955-0.00118119j 0.00367288+0.00136708j -0.0164093+0.00934417j -0.00619851+0.00753081j -0.00753881-0.0029679j -0.00206503-0.00534179j 0.00751916+0.00260376j -0.00218561-0.00210127j -0.0059319+0.00457468j 0.00131797-0.00267234j -0.0013337-0.00135591j 0.000735635-0.0065787j 0.00737264+0.00349801j -0.00660354-0.000160473j -0.00597195+0.0100504j -0.000837414+0.00774449j -0.00358143+0.00167939j 0.000191597+0.00374218j -0.00929498+0.000982827j -0.00568423+0.00776822j 0.0124033+0.00394536j -0.00565504-0.00162076j -0.00169721+0.00356503j -0.00162767+0.00317346j 0.00425065+0.00279224j 
-0.00163483-0.00270306j 0.0143031-0.00818895j 0.00216882+0.00021009j -0.017647+0.0151868j 0.00263532+0.0109739j 0.0236091+0.0193875j -0.00388055+0.0152647j 0.0124404+0.00642195j -0.00456271-0.0241751j -0.0038794+0.00325418j -0.00100286-0.0160707j 0.00675226+0.00082603j -0.00912595+0.0149363j -0.00193837-0.0189516j 0.00302965-0.010312j 0.00344836-0.00162828j 0.0167097-0.010863j -0.00454581+0.00202139j -0.00465404+0.00252604j -0.0140329-0.000813876j -0.0110423+0.00178337j 0.00630311-0.00413968j -0.0101878+0.00743736j 2.13061e-05-0.00345184j 0.0168446+0.00939129j -0.0128276-0.0223838j -0.00207262-0.0105018j -0.0084336-0.00293428j -0.00660137+0.00398154j 0.0038243+0.0120431j -0.00738856-0.0022934j 0.00678867-0.00522903j 0.0039919-0.00140259j -0.00925349-0.00197939j -0.0181039+0.00237845j -0.00365322+0.00811774j -0.00930335+0.00718479j -0.00336635-0.00157608j -0.00593756-0.00145504j 0.000459965+0.014032j 0.0189879-0.00217849j 0.0179234+0.00282713j 0.00958735+0.0125392j -0.00400332+0.00319877j 0.0140476-0.000381415j 0.00247563+0.00331238j -0.0162789+0.0119925j -0.0102141+0.00683452j -0.0112501+0.00117784j -0.0048561-0.00506164j -0.0154308-0.00339067j -0.00265075-0.00177178j -0.00221909-0.000133606j -0.000367438-0.00351601j -2.75228e-05+0.00591501j 0.000748393-0.0122498j 0.00696124-0.00277565j -0.0076348+0.00435541j -0.00834356+0.00841589j -0.00212981+0.0111985j -0.00837844+0.0019679j -0.00115717+0.0022618j -0.0120017+0.00118643j -0.00582851+0.00331602j 0.00512827+0.00518403j -0.00275521+0.000750048j -0.00209468+0.00639294j -0.00332001+0.00197833j 0.00868051-0.00137566j 
-0.0157041-0.0146844j 0.0181652+0.000189497j -0.0226615-0.00862603j -0.0168737+0.0253315j -0.00792991+0.0155382j 0.0112037+0.0167932j -0.0101672+0.0119721j 0.00934015-0.000995534j 0.00068507-0.00839703j -0.0129978+0.00280672j 0.00169668+0.0113874j 0.00147696+0.00759131j -0.0100922+0.00819497j 0.00339728-0.0118242j -0.00161372-0.00809183j 0.00233522-0.00431624j 0.00972746-0.00683645j -0.00778939-0.000229036j 0.00466186+0.00917775j -0.00775808+0.00161208j -0.00350062+0.00713145j 0.0132404+0.00972653j -0.00179127-0.0212328j -0.00403285-0.00635611j -0.0023567+0.00739402j -0.00556261-0.0113867j 0.00988792+0.000527157j -0.0130362-0.00611262j 0.00135094-0.00169851j -0.00166511+0.00319966j -0.00817004-0.00662107j 0.00719167-0.00546142j -0.00904815-0.00187754j -0.0104102+0.00111262j -0.00937563+0.00932745j 0.000501242+0.00803313j -0.00943866-0.00129864j -0.00132252+0.00829679j -0.0075524-0.00623923j 0.00136753+0.00663678j -0.00132849+0.00180783j 0.0179933+0.0146571j 0.000760788+0.0192022j -0.00597379-0.00389209j 0.00864624+0.0194719j 0.00520365-0.00453988j -0.0088055+0.0122596j -0.00457113+0.00311134j -0.00809354-0.00893975j 0.000192336+0.00125554j -0.00459375+0.00348549j 0.00581983-0.00197902j -0.00753497+0.00925814j -0.0117098+0.00165603j 0.006198-0.0118473j 0.00132939+0.00434969j -0.00111533+0.017298j -0.00697648-0.00960097j 0.0133539-0.000712877j -0.0042991+0.00354027j -0.0103017-0.0094006j 0.00724144+0.000756088j 0.0172518+0.0012144j -0.0126908+0.0153313j 0.00690656-0.00423705j -0.00898755-0.00349069j 0.0183943-0.00854305j 0.000849891+0.0141726j -0.0189083+0.0243409j 
0.0231905-0.0148268j -8.17667e-05+0.00731413j -0.0103214+0.0297524j 0.0301276-0.00423382j 0.0281205-0.00758152j 0.0136197-0.0397044j 0.00108448-0.00697154j -0.00644238-0.000801056j -0.00563543-0.0217398j -0.0167352+0.00119711j 0.00543928-0.0299085j -0.00553767-0.00834456j 0.013491+0.00211557j -0.00285239-0.0107614j -0.00149907+0.010767j -0.00441999-0.00618069j -0.00188959-0.00760086j -0.0146951+0.00931791j 0.0184057-0.0124113j -0.0163849+0.00221391j -0.00256488+0.0041309j 0.000722362-0.00754358j -0.00984071-0.0112494j -0.0143286-0.0038947j -0.0112734+0.0100154j 0.00953717-0.00945479j 0.0108162-0.00878286j -0.0160442-0.00240004j -0.00763844-0.00086111j -0.00369566-0.00324641j -0.00719791-0.00181761j -0.00388742-0.00238607j -0.00305738+0.011659j -0.00275777-0.0128243j 0.0133234+0.0109764j -0.00181052-0.00674242j -0.00499737+0.00441111j 0.00312032-0.0227337j -0.0103515-0.00215552j -0.000710165-0.000768601j -0.010584+0.00846335j -0.0159272-0.0070071j -0.0161312+0.0115416j 0.0120795-0.0163741j 0.00784016+0.0101983j 0.0140895+0.00985562j -0.0062243+0.00296731j -0.00655178-0.0116019j -0.00862571-0.014226j -0.00352954+0.00818254j -0.00291135-0.00161492j -0.00805535+0.0132307j -0.00337234-0.00548882j -0.019147-0.00114509j -0.00487545+0.0265074j 0.00357146+0.00772383j 0.00554435+0.00913281j -0.00297094-0.010177j -0.0119188+0.0181365j -0.00892637+0.00632027j -0.0119958-0.0238169j -0.00149607-0.0135191j 0.00360877+0.00157927j 0.00677511+0.00748766j -0.0244738+0.00827837j -0.00640387+0.00715335j -0.0109991-0.0122625j 0.0108733-0.0196808j 0.00480768+0.0105074j 
-0.000987133+0.000685928j 0.0136586-0.00562695j 0.00368013-0.00157652j -0.0125184+0.0274317j -0.0179592+0.0203865j -0.00778457+0.0406775j -0.0139404+0.021963j 0.0114904-0.0108408j 0.000981632+0.00806218j 0.00299493-0.00605942j 0.00312346+0.0142948j -0.00523907+0.00704201j -0.00721999+0.0026639j 0.00306945-0.0107851j -0.0038312-0.0107883j -0.0012837-0.00430582j 0.0210189-0.00920249j 0.00272969+0.00651097j -0.00423326-0.00217966j -0.00874702+0.00338373j 0.000647129+0.00127017j 0.00354245+0.00947965j -0.00701558-0.00293504j -0.000414978-0.011397j 0.00369907+0.0132148j -0.0109097-0.0187066j -0.00156106-0.00611986j -0.000449935+0.00361234j -0.00180101-0.00698634j 0.00455719+0.00390769j 0.00164083+0.00692651j 0.0161382-0.0013918j -0.000400191+0.00434498j -0.00541992-0.00251643j -0.0113805-0.000950032j 0.00318453+0.00761544j -0.000144548+0.00338485j -0.00665795+0.00406475j -0.00955761-0.0113485j -0.00347504+0.00292436j -0.00374641-0.00638288j 0.0138032+0.00365045j -0.00672825+0.0133528j 0.0028232+0.00330661j 0.0098249-0.000998465j -0.00535221-0.0110848j 0.0020995+0.00551896j -0.0123299+0.00851517j -0.00933153-0.00207092j -0.00722959-0.00690181j -0.00605898-0.000113242j -0.00309024+0.00534075j -0.00200293+0.00392628j -0.00191156+0.00414078j -0.010612-0.0128805j 0.00308821-0.00586051j 0.00313188+0.0055775j 0.0070876-0.0108502j 0.00936558+0.000800994j -0.00259579+0.00151218j 0.011308+0.00283371j 0.000920839+0.00474717j 0.00512+0.00431363j -0.000262555+0.00311627j 0.0234305-0.0074805j -0.0089801-0.000888632j 0.00567605+0.00455351j -0.00172566+0.00825039j -0.0038022+0.000977345j 
0.00598008-0.00498991j -0.0112101+0.00427135j -0.00688911+0.013463j 0.0137725-0.000986011j -0.00847046-0.00479465j -0.0176866-0.0249251j -0.0182929+0.0116533j 0.00210144-0.00555871j -0.00508836+0.00290213j -0.00586746-0.0258823j -0.0199399-0.0172351j -0.0136059-0.00200235j 0.00799072+0.000175233j 0.0163136+0.00910286j -0.00533554+0.0174227j 0.000380794+0.0120532j -0.000218421+0.000632752j 0.00122611-0.00150608j 0.00986532-0.0163405j -0.00509082+0.00661066j 0.00602836-0.0142178j -0.0067388-0.00801369j -0.00195368-0.00290004j 0.0025773-9.65045e-05j 0.000786204-0.00899372j 0.0098302+0.0071319j -0.00808616-0.00517j 0.00200229-0.0142284j -0.00227319+0.00207911j 0.00245435+0.000566873j -0.00898363-0.00262482j -0.00807844-0.00833843j 0.00985964+0.0023978j 0.0114144+8.02934e-05j 0.000375713-0.00870177j 0.00554969-0.00430885j 0.00470877+0.00224828j 0.0020559-0.003077j 0.00023762+0.000743339j -0.00284865-0.00226839j -0.00923893+0.00151249j -0.00663366-0.00400477j 0.00193551-0.00927439j 0.00309236-0.00393656j -0.000229948+0.000642867j -0.0104461-0.00245828j 0.00611779-0.00483813j 0.0106101+0.00247864j 0.00287283+0.0019532j -0.00754758-0.00105259j 0.00159968-0.00185584j 0.00268235+0.00539103j 0.00182724-0.00591954j 0.0103829+0.0177716j 0.000225959-0.00591376j -0.00694173+0.00122223j 0.0011963-0.00233301j -0.00314249-0.00487168j -0.00257494+0.00656614j 0.00295294-0.000426583j -0.00262752+0.00285082j 0.000721308-0.00262121j 0.000380969-0.000405939j 0.00858841-0.00641569j -0.00681045+0.00268374j -0.00741862+0.0045369j -0.00992618-0.00300762j 0.00466609-0.00674983j -0.00376389-0.00566884j 
-0.0282278+0.0236437j -0.000921348-0.00789964j 0.0339242-0.0171635j -0.0228926-0.0220471j -0.0198726-0.00194066j 0.0132262+0.0214304j -0.00741516+0.00896932j 0.0252698+0.0159969j 0.0106554-0.0106316j 0.00654376+0.00520015j 0.0171443+0.0176047j 0.00873202-0.0044152j -0.0245457+0.00651119j 0.00136729+0.000299708j 0.000585653-0.0225927j -0.00363412-0.00176308j 0.0220714+0.00933169j 0.0119615-0.00891682j -0.0103663+0.00382415j -0.00143784-0.00850092j 0.0171321+0.00957768j -0.000286051+0.00177329j 0.00904651+0.0072936j 0.0085884+0.00978042j -0.00733106-0.0175891j -0.00552619-0.000189855j 0.00536668+0.00109521j 0.00800736-0.00174229j 0.00599633+0.00315616j 0.00527362-0.000328756j -0.00548383-0.00412144j -0.0158505-0.0158042j 4.52101e-05-0.0164054j 0.00608567+0.0132504j 5.5611e-05-0.000102187j 0.00996388+0.00620951j 0.0143915-0.0110158j -0.00945967+0.0215488j -0.00208551+0.00338236j -0.00550536+0.00527399j 0.00797628-0.0102981j 0.00635201-0.00115594j 0.00748094+0.000555797j -0.0132493+0.0210306j -0.00362409+0.00109372j 0.0109292-0.00506362j 0.011371-0.0045694j -0.00219112+0.00761012j 0.00629773+0.00988407j 0.00862576+0.00237781j -0.00235852+0.00198736j -0.000855892-0.0158248j 0.0102171+0.0121505j 0.0128164-0.0116775j -0.0113321-0.0221147j 0.00153904-0.00969063j 0.0011183-0.00327398j 0.00185309-0.00338762j 0.0131291-0.0113792j 0.0092974-0.0048975j 0.0233525+0.00692892j -0.000695667+0.00328086j -0.00214891+0.00199473j 0.00160888+0.00479563j 0.0281545-0.000847511j 0.0135979-0.0050361j 0.00480776+0.0124957j -0.00278872+0.0269871j -0.00633471-0.00600999j 
-0.0115381-0.00710042j -0.00859172+0.00812016j -0.00558854+0.0112125j -0.0177343-0.00550089j 0.00199745+0.0176907j 0.0212935-0.00763708j -0.0070901+0.0167041j -0.00123909+0.000523075j 0.0072245+0.00557257j -0.00510698+0.00306762j 0.00102853-0.0062244j -2.78312e-05+0.000258414j 0.00183514+0.00302115j -0.000818099+0.00101696j -0.0191367-0.013542j -0.00385195-0.0038721j -0.0110466+0.00513807j -0.00379761-0.00610339j 0.00326419+0.00423999j -0.00380702+0.0043075j -0.0153133-0.00063009j 0.00382008-0.00816288j 0.0109395-0.00122827j 0.00270656-0.0178822j -0.015806-0.00185941j -0.00153775-0.00536218j 0.00712348+0.00919859j -0.00706504-0.0163832j 0.00514561+0.00268772j -0.0029043-0.0107255j -0.00711443-0.0156173j -0.00437576-0.00422292j -0.012744-0.00607836j -0.0037173+0.00065961j -8.96959e-05-0.00246479j -0.00169182+0.00630581j 0.000449015-0.00676243j -0.00544953+0.0113832j -0.00849474+0.00114081j -0.00184646+0.0089368j -0.0145656-0.00918931j 0.00284578+0.0183657j -0.00170162+0.0169105j -0.00876037-0.000843215j 0.000942998+0.0068419j -0.00301794-0.0123113j -0.00277923+0.00146806j -0.00693533-0.00950763j -0.0131322-0.00804647j 0.00307405+0.00407917j -0.00689475-0.00304208j 0.00426584-0.0090913j 0.0060434+0.00674703j 0.0158378+0.000417217j -0.00770833-0.0140168j 0.00392756+0.00151309j 0.00606+0.0142716j -0.00389902-0.0131396j 0.0165038-0.00304806j -0.0112609+0.00126391j -0.00779075-0.013333j 0.00191547-0.0088996j -0.0048526+0.0114828j -0.018381+0.00818441j 0.000572435-0.00862693j 0.0131741-0.0075012j 0.013599-8.56279e-05j -0.0132032+0.0207323j -0.0128536+0.00728015j 
-0.00874967-0.020445j 0.00774749+0.000930821j -0.0330102-0.0165352j 0.0145952+0.0121525j 0.00712123+0.0083893j -0.019552+0.00686954j 0.00361984-0.0060182j 0.00697058-0.010051j 0.00029468-0.0104692j -0.00388338-0.0129511j -0.00478871+0.0181759j -0.00314818+0.000519052j -0.0023862-0.00409079j 0.0074574-0.00778367j 0.00308243+0.00735793j 0.00443272-0.00798232j 0.000732287-0.000162119j -0.00835085-0.00473655j 0.00915716+0.00776276j -0.00471825-0.0053265j -0.00495623+0.0132396j 0.00327502-0.00155807j 0.00795369-0.0361134j -0.00139012+0.0173263j 4.41164e-05-0.00425467j 0.00495193-0.00240327j -0.0123512-0.00484078j -0.00122892-0.00703313j 0.00509153-0.00392392j 0.00563038-0.00327129j 0.00395736+0.00543776j 0.000561677-0.0138124j -0.0056649-0.000350968j 0.00654769-0.00984659j -0.00374222-0.00369467j 0.00427511-0.00445501j -0.00682064-0.00261052j 0.0101517-0.0107532j 0.0157477-0.007506j 0.0168697-0.00887596j -0.00841315+0.00670152j 0.0115564-0.0116583j 0.00914685+0.000612319j 0.00721189-0.0045241j -0.00878158+0.00187195j -0.001428+0.00321167j 0.00171532-0.00720996j 0.0401582-0.000522135j 0.00323678-0.00532388j -0.00351042+0.0001407j -0.000662228+0.00135699j 0.0033626-0.00436174j 0.00264081+0.00803234j -0.016578-0.00358762j 0.00975382-0.00115241j 0.00101365+0.00664736j -0.00122234+0.00232693j 0.0093649-0.00719764j 0.00990146+0.00885115j 0.0101474-0.00818376j -0.00104474+0.0106004j 0.00430977+0.0115033j 0.0351378-0.0128477j 0.0168974+0.00890917j 0.012072-0.000357022j -0.0197861+0.00933453j 0.0101305-0.00545381j 0.0105411-0.00931054j -0.00983489+0.0213709j 
-0.00604089-0.0050146j -0.00655612-0.0288712j -0.0129726-0.0240069j -0.0345553-0.0104168j 0.00310154-0.0313669j 0.0161284-0.000354862j 0.0107943+0.00168921j -0.00845357-0.00722093j 0.0127009+0.00667873j 0.00961238-0.0151389j -0.00629805+0.0141613j 0.00603025+0.0165566j -0.00178172-0.00885122j -0.00529147+0.0129163j -0.00134597+0.0115266j -0.00453227+0.00885879j -0.0185547+0.00638617j 0.011526+0.000471675j -0.0140746+0.0079552j 0.0175599+0.0299905j -0.0134806-0.0148948j -0.000382944+2.55609e-05j -0.00634889-0.0186082j 0.00783006+0.00886782j 0.0032548-0.0143435j -0.00375979+0.00474009j -0.00070089+0.0201115j 0.00248787-0.0112546j 0.0029841+0.000434784j -0.00370951+0.00399936j -0.00142648-0.00347815j -0.00230749+0.01818j -0.00303998-0.00795373j -0.00248088-0.00578396j -0.00867571+0.0201403j -0.0069922-0.00283073j -0.00452222+0.00441788j -0.00741886+0.00396481j 0.00341671-0.0151509j -0.00193707-0.00804232j 0.0106498-0.000386901j -0.0133379+0.0154593j 0.00254881-0.00627355j -0.0100424-0.0189921j -0.00721514+0.0114458j -0.00719795-0.0226618j 0.00424495+0.0138111j 0.00343318-0.0192849j 0.00420382+0.00643415j 0.0207591-0.00967911j -0.00413859-0.0010235j 0.0108305-0.00664504j -0.0054964-0.00331804j -0.00341988+0.0192872j 0.00513719-0.00168144j 0.00341936+0.00342019j -0.0165775-0.00276292j 0.0113929-0.000111877j 0.00486107-0.00881903j -0.00803501-0.00990259j -0.00264911+0.00524038j 0.00434822+0.000801563j 0.00211931+0.00368423j -0.0216555+0.00578264j -0.0186813-0.0116519j 0.0140509-0.00456844j 0.024474-0.0170094j -0.00759628+0.0196004j -0.00679998+0.0103097j 
