0.00755332-0.0168089j 0.00657687-0.033927j -0.0213171-0.0220048j 0.0147278+0.00371959j -0.00734495-0.000859644j -0.00764399-0.0058728j -0.0207034-0.0174809j -0.0198819-0.0269578j -0.00797565+0.00378305j -0.00806614-0.02356j -0.0285992-0.011597j -0.00730554+0.00641256j -0.00344469+0.0175367j 0.00175955-0.000553425j 0.014414-0.0311079j -0.0153084-0.0170427j 0.0105521-0.0209973j -0.00978672+0.0146078j 0.00134852+0.0162209j 0.00427041+0.0354376j 0.00614621-0.0114141j -0.0072723-0.0243124j -0.00158822-6.19782e-05j 0.00301394-0.0247237j -0.0290449-0.00609594j -0.0239999+0.00239395j -0.00907449-0.0538656j -0.0211356+0.0108152j 0.00690049+0.00462157j -0.0152978-0.00101503j -0.00158341-0.061131j -0.0113964+0.0156188j 0.00972812+0.0186596j 0.0230658+0.00198099j -0.00383387+0.0258458j -0.00701551+0.0170963j -0.0103667+0.0189089j 0.00103605+0.030393j -0.0438264+0.0252401j 0.0194681+0.00382591j 0.012171-0.0376665j 0.0306445-0.0431472j -0.0211859+0.0160346j -0.00681797+0.0102776j -0.0229276-0.0222181j -0.011517-0.025028j 0.0662376-0.0441254j -0.0420633-0.0168079j 0.0120025-0.0307309j -0.0248836+0.0313735j -0.0461688+0.116777j -0.0945954+0.0818873j 
-0.0383479-0.0175082j 0.0290752-0.00456337j -0.0344237-0.029183j 0.0283354-0.0605191j 0.0443116+0.0927195j -0.0437518-0.0470224j 0.0269919-0.0754804j 0.00488787-0.0523913j 0.000888018+0.0178364j 0.0872662+0.0684904j -0.0867709+0.0842524j 0.0693543-0.16977j -0.131405+0.0498786j 0.0320805+0.0107341j 0.083721+0.011545j -0.0752418+0.0826469j 0.00560301+0.0545395j -0.0413422-0.092482j 0.0733628+0.0677636j -0.0691434-0.0228113j -0.00735855+0.0787181j 0.0672733+0.0902516j -0.182526-0.119966j 0.0221552+0.022614j -0.0161071+0.120369j 0.051386-0.0343491j 0.0318879-0.12432j 0.0536948-0.095163j -0.00345068-0.0877974j -0.173221-0.0222342j 0.0242831-0.0888605j -0.0487776-0.061748j -0.127922-0.19275j -0.0810599-0.0670331j 0.037654+0.135994j 0.0866406-0.0704197j -0.124284+0.0193118j -0.0576129-0.0111708j -0.0317037+0.0345085j 0.153228-0.230965j -0.005054+0.0486509j -0.0139134+0.126633j 0.0698556+0.013246j 0.0354867-0.0383409j -0.0695826-0.0138919j -0.0807423+0.151602j 0.00534155-0.0353575j -0.00654181-0.054252j -0.0267436-0.00436591j -0.0221351+0.0238397j 0.00431283+0.0123515j 0.00488509+0.00250433j 
0.0486083+0.108443j 0.00444761+0.0163438j 0.09979+0.0315785j -0.0406741+0.0741139j -0.0511346+0.0604863j 0.0765533-0.108451j 0.00928468-0.0433641j 0.0450923+0.0711192j 0.0771824-0.012078j -0.103816+0.0390232j 0.00601197-0.0178031j -0.0513319+0.0157745j 0.00312907-0.0552536j -0.0886788-0.0137427j -0.0442532-0.0743155j 0.0700868-0.00611703j -0.0635838+0.0541462j 0.0174249-0.10913j -0.0206495-0.03347j 0.20719-0.134998j -0.0482444+0.141619j -0.0560497+0.129792j -0.138695+0.0569324j -0.140999+0.0367722j -0.00778106+0.00108703j -0.0542772-0.0702893j -0.12518-0.0129279j 0.0791863-0.0020835j -0.0870264-0.0265145j -0.0570216-0.132613j 0.0060235-0.10578j -0.0825272-0.0584492j -0.0495823+0.0818307j 0.0122663+0.00639573j 0.0437171-0.101426j -0.0264543-0.0251919j 0.0499724-0.0466669j -0.0374879-0.0483474j -0.191601-0.0861891j -0.041735+0.144333j 0.0141175+0.0504449j -0.0123642-0.109998j -0.062407-0.0838082j 0.018555+0.00702351j -0.133046-0.00899227j 0.166171-0.118564j 0.0232077-0.0159287j 0.0766395+0.123362j 0.0620055+0.0388542j -0.00342998+0.0798867j 0.0620686-0.0210453j -0.0116785-0.0190298j 
0.0650136+0.0626132j -0.0468273-0.0644545j 0.0900816-0.0383512j 0.052995+0.114407j -0.0469804+0.0342989j 0.0499696-0.00523945j -0.0536673+0.0507669j -0.0126008+0.203437j -0.00485913-0.0453427j 0.0676397-0.0112109j -0.0843478-0.0721986j 0.0243635-0.0339684j -0.101537-0.0169129j 0.0809704-0.143561j -0.0696416-0.169273j 0.127285+0.0892584j 0.0499963-0.0130573j 0.0767216+0.0350523j 0.131158+0.101242j -0.0448594+0.0132461j -0.204904+0.129598j 0.103926-0.107003j -0.00638405+0.0651658j -0.0154995-0.0563714j 0.0570271+0.140372j -0.007122-0.00985817j -0.0687187-0.124146j 0.184543-0.0402484j -0.0893813+0.0847987j -0.0852091-0.162401j 0.0509911-0.0646543j -0.0828536+0.049076j 0.0594699+0.052744j -0.0710696-0.0235385j -0.0423336+0.0184775j 0.0416204-0.0605215j -0.112959+0.0359981j -0.0380697+0.0194178j 0.00133811+0.0737693j -0.103455+0.0440147j -0.0936894-0.114418j -0.0439084+0.0649579j 0.0803805+0.0645434j -0.0396189-0.0570388j -0.027378+0.0412156j -0.0375945+0.0721663j -0.0826732+7.72892e-05j -0.0309647-0.00788127j 0.0279078+0.0253266j 0.0208865-0.00309228j 0.0166073-0.00125549j 0.0387862-0.0261472j 
0.0127994+0.0667315j 0.0109111+0.0300618j 0.0459042+0.0269067j -0.0106684+0.0106007j -0.0210843+0.0245958j 0.0502762-0.0501021j 0.038538-0.0195823j 0.0153986+0.0367746j 0.025429-0.00661825j -0.0343255+0.00444505j 0.00613607+0.0945298j -0.0128458+0.0229239j 0.0361487-0.00890101j -0.0631078-0.0211615j 0.0303015-0.0429665j 0.0176727+0.0731154j -0.0599749-0.0506305j 0.0235009-0.00473911j -0.0147918-0.0925042j -0.0888148+0.0579879j 0.0465535+0.00644461j 0.0166987+0.00630299j -0.0641142+0.0415708j 0.0710219-0.0691395j -0.0133475-0.00412693j 0.0375222+0.0955904j 0.0395925-0.0351971j 0.0394659+0.00852591j -0.0403895-0.0949922j -0.0487234+0.0340321j 0.0860383-0.0644274j -0.00852235+0.0907332j 0.0458809+0.0285892j -0.102743-0.0541446j -0.0399053+0.0359111j 0.000662655-0.0198258j 0.0260893+0.00400941j -0.062203+0.0339645j 0.105294-0.0511917j 0.00946998-0.00903465j -0.00137918+0.0535769j 0.00642124-0.105907j -0.0522162-0.0213547j 0.00636907-0.020748j -0.00819933+0.0248967j 0.00628028-0.0653169j -0.0446776-0.0306127j 0.136235+0.00655687j 0.025215+0.0566073j -0.0033529+0.0507496j 0.0573993-0.0331617j 0.042091-0.0181663j 
-0.0171749-0.0220847j 0.00338752+0.021281j 0.00608655-0.0204254j -0.0424605-0.0333509j -0.0758464+0.0277806j 0.0128001-0.0756847j -0.052151-0.0966495j 0.0753991-0.0207168j 0.00630244-0.017918j -0.0719689+0.0468733j -0.073574+0.0758834j 0.0474411-0.0524601j 0.0094586-0.00763343j -0.0342358-0.0346436j 0.111738-0.0322746j 0.093671+0.123722j -0.0624282-0.0736175j 0.0834376-0.0359658j -0.0144119-0.0852922j 0.0594445-0.00484826j 0.040438+0.0422454j -0.017114+0.0465516j 0.0362794+0.0779503j -0.00411224-0.0149669j -0.0148221-0.0244185j -0.0320391+0.00799548j -0.0545453-0.0565276j 0.0458693-0.0288913j -0.0588866-0.0275455j -0.0597726+0.0649969j -0.0448031+0.0647051j -0.0485683+0.0617278j 0.0786833+0.0114307j 0.0146805-0.0355051j -0.0352034-0.014805j -0.0576301+0.0245486j -0.00212357+0.0530586j -0.0198329+0.00175269j -0.0673305-0.0111417j 0.0184322+0.00932511j -0.134338+0.0293569j -0.00594984+0.0412635j -0.073333-0.0472736j -0.0406618-0.0190566j -0.01382+0.019821j -0.011985-0.0142166j 0.0219523+0.0159723j -0.0405041+0.0975761j 0.0543225+0.00326793j -0.0388685+0.00481434j -0.0684723+0.0357113j -0.0547524+0.00945412j 
-0.00589083-0.0296434j 0.0276374-0.0324044j -0.0541307+0.0597201j 0.0452836-0.0199322j 0.0181437-0.0411573j -0.0285222+0.100009j 0.0462909-0.00962169j -0.0526286-0.0191216j -0.0432722-0.00858087j 0.00802233-0.0816967j 0.0242826-0.0298486j -0.0883585+0.0538939j -0.0528394-0.0192531j 0.0306584+0.0486255j 0.0574334+0.143259j 0.0198898-0.0249055j -0.0932709+0.00376993j -0.0120068+0.0720994j -0.0352574+0.0501384j 0.0774954+0.0639722j 0.0258152+0.125044j -0.0451366+0.0265968j -0.00034332+0.0951929j -0.00674994+0.114087j -0.0477351-0.0141621j -0.0177283+0.0208111j -0.13395+0.124879j -0.00131418-0.0721136j -0.0136065-0.0188066j -0.0441828-0.030603j -0.00837267-0.0268761j 0.0480865-0.060914j 0.0308252+0.16346j -0.0192508-0.0995859j 0.0575439+0.1034j 0.0430874+0.0201431j -0.00181739-0.0564625j 0.0426827+0.0234504j 0.21743-0.0529713j 0.105932-0.0074211j 0.017068+0.00531205j -0.0275715-0.038906j 0.079111+0.015106j 0.140266+0.0585189j 0.131806+0.0291075j -0.0427683+0.00788733j -0.0524003+0.0605984j -0.0727437-0.113521j 0.00961129-0.00701615j 0.0732776-0.0495658j -0.0708446+0.0132725j 0.0604033-0.0212626j 
0.0202571-0.0336419j 0.0178411+0.0425921j -0.00372094+0.0924156j -0.0820621-0.0143394j 0.050459+0.0213269j 0.0728993-0.0765488j -0.020792-0.00743544j 0.0813538+0.109198j 0.0680234-0.0959298j -0.00680826-0.00759066j 0.111407-0.0267654j -0.0266797+0.0566895j -0.0665129-0.0826732j -0.037953+0.0496796j -0.00169145-0.0548391j 0.0219505+0.0916029j 0.0746772-0.0304594j 0.0496977+0.0762298j 0.0154689+0.0365231j 0.166988+0.0655127j -0.000875188+0.141489j 0.0143177-0.046569j 0.000366639-0.0529589j -0.0914216+0.0336229j -0.0717165-0.0468789j -0.0297511+0.0737749j -0.00486142+0.0801847j -0.0488863-0.0764389j 0.00592475-0.0323695j -0.0621059-0.00495907j 0.119744-0.00268619j -0.0946176+0.0174556j -0.0145494+0.0625628j 0.00492487-0.101094j -0.0572149+0.114062j 0.0278169-0.0025731j -0.0487011-0.0608755j 0.0389491-0.0129908j -0.0321699-0.0453127j 0.0819989+0.112798j -0.0228188+0.0416489j 0.115134-0.0599811j 0.0112384+0.000788387j 0.101813+0.0692796j 0.00706414-0.00607101j -0.0871067+0.0782241j -0.0173516-0.00673951j -0.046248+0.00750881j -0.0943947-0.00341491j -0.0417311-0.0204318j 0.0432046-0.0376691j -0.0733209+0.0453414j 
0.0064261-0.0168473j -0.00903805-0.0193757j -0.00376573+0.0488209j -0.0106324+0.0351717j 0.0235825+0.0251026j 0.00226843-0.0265361j -0.0496107+0.0191626j -0.0410758+0.11278j -0.0295456+0.00653661j 0.0416464-0.00367255j 0.0670488-0.130494j 0.00638965+0.0755038j -0.0607024-0.120971j 0.066715+0.0293239j -0.100073+0.0537926j 0.0763649+0.0188037j 0.0967911-0.0378107j -0.0100238+0.0265688j 0.0290911+0.0236122j 0.10791+0.0371081j -0.0653469+0.0594078j -0.034355-0.124904j 0.026919+0.0228487j -0.0834626+0.0264383j -0.0749919-0.0228565j -0.034972+0.110787j 0.0380662-0.0357137j -0.0444686-0.0211919j -0.00240799+0.0139065j -0.0125168-0.0638248j 0.0618774+0.0414591j 0.0126573+0.0690957j -0.0817073+0.0649122j 0.049195-0.217706j 0.0791257+0.107813j 0.0110452-0.0155867j -0.081449+0.0101098j -0.0666574+0.0212828j -0.0255142-0.0797876j 0.0612692+0.0980308j 0.022501-0.0351482j 0.0601269-0.0264408j -0.0292741+0.0372927j 0.0336912+0.000299335j 0.00709504+0.0588186j -0.0693057-0.0123266j -0.0268095+0.0141928j 0.0136785-0.0692209j -0.0183863+0.0141436j -0.0898751+0.0107246j 0.0161024+0.0269924j -0.0560806+0.0418451j 
-0.0263113-6.46012e-05j 0.0102538+0.0071903j -0.0521695-0.0294944j -0.030137+0.0237977j -0.000655573+0.0675912j -0.0431077+0.0512861j -0.112328+0.0167757j -0.0852091+0.100828j -0.00576214+0.0628873j -0.0262614-0.0863244j -0.0365192+0.0161292j -0.0648009+0.0167909j -0.0352574+0.0192225j 0.0643671+0.116674j 0.0230635+0.142253j 0.0117574+0.11809j -0.120403-0.104696j -0.0419743-0.0364358j -0.103627-0.110995j -0.140402-0.0478785j -0.0758469-0.0172042j -0.0982416-0.0399308j -0.10192-0.150275j 0.146648-0.0548277j 0.113767-0.0232687j -0.0699029-0.0642638j 0.07301+0.00288616j 0.0483338+0.0400601j 0.149307-0.0701326j 0.063728-0.00394589j 0.102318+0.0101087j 0.00959665+0.094164j -0.0408542+0.125181j 0.0137137+0.0444142j -0.00916668-0.0497568j -0.0400623-0.00498252j -0.0162843+0.0608636j 0.0835278+0.0135924j 0.0559994+0.104088j -0.133801-0.158481j 0.0714982-0.0815857j -0.0770564-0.0597805j 0.119465+0.0507836j -0.0103325-0.00267748j 0.0765293-0.0710629j -0.0534292-0.0802265j -0.0323644-0.0748741j 0.204491-0.0864446j 0.0279249+0.0111401j -0.034392+0.0481958j -0.00304582-0.0020482j 0.018585+0.0336802j 
-0.031387-0.042852j 0.0314143-0.0162666j -0.0959935-0.00148878j -0.00948654-0.0225712j -0.0784709+0.0719074j 0.00500495-0.0425635j -0.0866912-0.132465j -0.0543496-0.045038j 0.0134204-0.00415656j -0.0380805-0.0511223j -0.0249015-0.0387081j -0.0538131+0.0118712j -0.00814415+0.0157833j -0.0257896+0.0230406j -0.0552958-0.0271639j 0.101465+0.00100633j -0.129106-0.0775345j 0.004589-0.166954j -0.0710005+0.0972133j 0.0801435-0.114429j 0.00452682-0.066447j 0.00802087+0.0118255j 0.0347101+0.0225006j 0.0517433+0.00217997j -0.0543361-0.0219522j -0.127924-0.111174j -0.0119495-0.0667963j 0.111155+0.055207j -0.0458787-0.00689656j -0.0534904+0.0365771j -0.0685091-0.00636845j 0.117508+0.0963128j 0.0209756+0.119122j 0.0648917-0.0537551j 0.0647866+0.123792j -0.0195843+0.0469733j -0.106469-0.0110738j -0.030248-0.0102012j 0.0822968+0.0326452j 0.00129922-0.0628892j -0.0742615+0.000439539j -0.0851681+0.00130814j -0.00119723-0.057044j 0.0308687-0.0207897j -0.0138446+0.0111909j 0.0128865-0.0197961j 0.00904115+0.0178354j -0.0285428-0.0028659j 0.0791583-0.0468939j -0.0344384-0.0110382j -0.184518+0.11393j -0.0666196+0.0192534j 
0.0102533-0.00242994j 0.0161684+0.023366j -0.0322095+0.0568128j -0.0110815-0.0297047j 0.0117509-0.0379576j 0.0236744-0.109397j 0.0833576-0.0396699j -0.0323392-0.0417454j 0.0484856-0.0440942j 0.039967+0.0302567j 0.0596174-0.0803292j -0.0310846+0.017271j 0.0525939+0.0105425j -0.0594173+0.0109177j -0.105176-0.167295j -0.023705-0.100724j 0.0201752+0.00139494j -0.0619368-0.104887j 0.0665738+0.147078j -0.128868+0.0285358j 0.00107801-0.164023j 0.218911-0.0859456j -0.0228294+0.0599301j 0.10833+0.00245259j -0.126124+0.0533242j 0.0375716-0.0251857j 0.16783-0.119786j 0.100154+0.0448144j -0.122071-0.0136611j -0.0791649+0.0201592j 0.0507749-0.0972715j 0.149962+0.0444979j 0.071897-0.0206778j -0.136675+0.0181949j 0.00776751+0.038914j 0.0882626-0.0371182j -0.0695728-0.0429302j -0.145886+0.00664838j 0.169065-0.0565076j 0.0610724+0.0502667j 0.0020742+0.0339786j -0.00240199-0.0195092j -0.0753819-0.0607786j 0.0392416-0.0441001j -0.122656+0.0797214j 0.0322433+0.0433043j -0.0158933-0.0131309j 0.0597367+0.0111939j -0.071208+0.0221957j 0.00389455+0.0336625j 0.0734959-0.0450507j -0.00056009+0.0333386j 
-0.0151681-0.0158066j 0.0107553-0.00119198j -0.00773328+0.0165101j -0.0100052-0.0167425j 0.00752644-0.032505j -0.0959785+0.0267725j 0.0475429-0.0264308j -0.0751435-0.0348496j -0.0612669+0.109814j 0.00198333+0.0475364j -0.0122128-0.0974892j 0.0126246+0.0124931j 0.0208067-0.0813157j 0.122746+0.0848525j 0.0562133+0.143777j 0.0277321-0.0767119j 0.0647665+0.0610817j -0.0844248+0.0438708j -0.0442898-0.0626604j 0.0499242+0.0611735j -0.0268635+0.0610941j -0.0988443-0.032754j 0.0262375+0.118171j -0.0683006+0.0537914j -0.0630159+0.053425j 0.0048582+0.044171j -0.0712869-0.072608j -0.0336734+0.00793918j 0.0340957+0.00907174j 0.0316696-0.0519222j -0.0299284+0.00586004j 0.0338982-0.122156j -0.123007+0.0551992j 0.00302855-0.0249841j 0.102879-0.114428j -0.0663496+0.0531976j 0.0760142+0.0694294j -0.00597238+0.0451677j -0.254635-0.0723768j 0.025256+0.0857442j 0.0687217-0.00726468j 0.000866875+0.0224332j -0.0920488-0.0165898j -0.049919-0.0373137j -0.0644969+0.0403417j 0.0320081-0.0549436j 0.122406+0.0211754j 0.00156758+0.0127534j -0.0388954-0.0110283j -0.0411047+0.054106j 0.0643592+0.0265607j -0.0736824+0.0761026j 
0.0164932-0.000707724j -0.0443486-0.0423926j -0.025528-0.058037j -0.0318927+0.00513179j 0.0351303+0.0514764j 0.0148441-0.0346966j -0.0692489+0.0454355j 0.0935246+0.0516961j 0.00886522-0.0270594j -0.072205-0.00214199j 0.0980314+0.0552052j 0.0733696+0.00635722j -0.0368876+0.0832707j 0.0360866+0.0146664j -0.0768792-0.0816855j -0.0131267+0.0179693j 0.0873285+0.0218477j 0.0304464-0.0921652j 0.0161908+0.0914501j 0.0902975+0.0182664j 0.0570035-0.143081j 0.0727636-0.0632975j 0.0722996-0.0499281j 0.055927-0.107275j 0.0520739+0.083757j -0.0409587-0.015803j 0.102697+0.136978j 0.0175011-0.0997451j 0.0311209-0.0227613j 0.0467398-0.0329085j -0.0295879-0.0106045j -0.198013+0.127787j 0.00683076-0.0263987j 0.130979+0.0334261j 0.18282-0.0523913j -0.024205+0.00766655j 0.0408959-0.00150927j 0.0840895+0.00125557j -0.273172-0.0222622j -0.103733-0.064039j 0.0858224+0.0206836j -0.0372305+0.0312165j 0.0120835+0.077071j -0.013169-0.0679715j 0.0174127-0.0872308j -0.0508904+0.0448368j 0.0330441-0.00832265j -0.0239616-0.0332336j 0.0124247-0.0538425j -0.0675626-0.0120403j -0.0188194+0.017368j -0.0419473+0.00751486j 
0.00807977+0.0360233j -0.0112279+0.0201962j 0.0716904-0.0143147j 0.0138533+0.027958j 0.0247222-0.00624481j 0.0301277-0.0223461j 0.0615314+0.0439776j 0.0503065-0.00240402j 0.00542735+0.00154413j -0.00452045+0.0529284j -0.030943+0.0536872j 0.057144-0.0359492j 0.0407717+0.0268365j -0.034358-0.0278347j 0.011463-0.0251364j -0.0541597+0.0204591j 0.0564169+0.0517005j -0.00442491+0.0143654j 0.0507586-0.0556355j -0.106205+0.0577074j 0.0539037-0.0170661j 0.0491157-0.00708618j -0.0655922-0.00259685j -0.0271099-0.0434035j 0.0172677-0.0185744j 0.0667348+0.0296773j 0.0781834-0.0460708j -0.0469876+0.0150963j 0.0142692+0.000853252j -6.29628e-05-0.00533374j 0.012741-0.0462506j -0.0200664-0.0261229j 0.0167686-0.149794j -0.0467732+0.0564917j -0.0734839-0.0477631j 0.0221573-0.0477894j 0.00969413+0.0227434j -0.0541189-0.0243234j -0.0662941+0.012683j 0.0197225+0.0490507j 0.0159508+0.0138223j 0.0129717-0.0502443j -0.0233455-0.0126461j -0.02784+0.00875134j -0.102843-0.00304163j 0.045036+0.000517893j 0.0271414-0.0460099j 0.0516989+0.0516791j -0.0591311+0.0312804j -0.000443189+0.0448712j 0.0939121-0.0346364j 0.00527964-0.000297613j 
-0.0228417+0.0596415j -0.0324922-0.0161084j -0.0119069-0.01999j 0.0616976+0.0132734j 0.0163397+0.0332635j -0.0221927+0.00425775j 0.0440564-0.0457883j -0.0506077+0.0492065j 0.0248804+0.0752105j 0.00559591+0.0344117j -0.00375966+0.00892885j -0.0438503+0.0476649j -0.0423371-0.0236911j 0.0579047-0.0671365j -0.0977365+0.0658003j -0.0844272-0.0790768j 0.0653004-0.0504531j -0.0561773-9.85621e-05j -0.0241366+0.0630627j -0.0023214+0.109803j -0.0216016+0.0373397j -0.00535474+0.0294678j -0.0685986+0.0158216j -0.0111289-0.0629087j -0.038493+0.0954956j 0.0232419+0.211143j 0.0200539+0.02814j 0.0152123-0.0759432j -0.112528-0.0451185j 0.0821449-0.0488696j 0.0757267-0.112368j -0.0713382+0.0495054j -0.0487106-0.0814029j 0.0250651-0.162298j 0.113977+0.00411705j 0.028739-0.0228124j 0.0079872-0.060538j -0.0640776+0.0872868j -0.0456339-0.0856845j -0.0134071+0.0118101j 0.101219-0.00699114j -0.0128666-0.0895747j -0.0380503+0.0430775j -0.00637122-0.0372405j -0.0141483+0.0208766j 0.0695817-0.0639794j 0.0288987-0.0107002j 0.0488205-0.0613947j 0.0501793+0.00072645j -0.000785801+0.0239368j 0.0274527+0.0561342j -0.00545454+0.00122719j 
-0.00494529+0.00603175j 0.0260628-0.000898384j -0.00413068-0.0494897j 0.057831+0.0157284j 0.0364125+0.0913528j 0.0776428+0.138567j 0.112444+0.0936081j 0.0655505+0.0989224j 0.0627729+0.156659j 0.0893225-0.0614192j -0.0362181+0.154061j 0.0883952-0.0372305j -0.131465+0.012058j 0.00179529-0.0675872j -0.112544+0.00894233j -0.0254218-0.130079j 0.150157-0.0207058j 0.0631998-0.145126j -0.145257+0.075896j -0.104596+0.207131j 0.158682+0.0360512j 0.102056-0.0180055j 0.0118801+0.0513563j 0.0785649-0.0411884j -0.00793404+0.037789j 0.0448951-0.0432026j -0.0801485+0.034831j 0.122612-0.00648289j 0.195824-0.0358437j -0.0827137-0.045536j 0.0136388-0.0520517j -0.0671962+0.0013631j -0.105615-0.0144818j 0.106169+0.0729104j 0.143459+0.183244j 0.140347+0.0780293j 0.120196+0.0119307j 0.0215077-0.00437039j -0.117255+0.0584911j -0.0512442+0.0463962j -0.0585478+0.00764411j 0.0256942-0.00296385j 0.0921087-0.0138732j -0.0529314+0.0127767j -0.0811581+0.0399027j -0.0196233+0.0503692j 0.0628968-0.00530808j 0.00828777-0.0326608j -0.0325036-0.0208423j 0.00805114+0.0156276j 0.0314404-0.0140291j -0.00199574+0.0199006j 
-0.0210655+0.0317808j -0.0699778+0.000343706j 0.046088-0.0279452j 0.0396908+0.0482096j 0.00533472+0.0549827j -0.00581281+0.027915j -0.0220468+0.0485026j -0.0353904+0.0790397j 0.00854804+0.0633425j 0.0486504+0.0300613j 0.0539714+0.0288374j -0.00261827-0.00459371j -0.0545737-0.0656703j 0.00856237-0.0018508j -0.047643+0.125469j 0.0458713+0.0373101j -0.0117709-0.0282082j -0.00322255-0.135601j -0.0483008-0.00591912j 0.0651912-0.0730735j -0.0664636+0.0105397j -0.00473575+0.0187009j 0.0526292+0.0124855j -0.0909802-0.0279508j -0.0155011+0.120416j -0.00894959+0.102823j 0.0644944+0.0671461j 0.0473538-0.00573974j 0.0164257-0.0371472j 0.102124-0.0077574j 0.0411437+0.0989564j -0.0383626+0.0432445j -0.122949-0.0727948j 0.0617021-0.0962225j 0.114795+0.02893j 0.0337227-0.0265501j 0.0625109-0.0503515j -0.0435805-0.0261802j -0.0864072-0.0196017j -0.0599244+0.00314501j 0.0424205+0.0465595j -0.0537463-0.0219027j 0.067903+0.019035j -0.0665362-0.0471342j 0.00503547+0.0561939j 0.114595-0.059243j -0.0521074+0.0414142j 0.0253091+0.0732732j 0.0658436+0.0468026j 0.0395646-0.0240808j -0.0630361+0.0179651j 0.0719864-0.135276j 
0.007369-0.0153082j 0.0291902+0.0118967j 0.0368647+0.0219818j -0.0204241+0.00337463j 0.0737438-0.0877811j -0.0219954+0.0257178j 0.00131506+0.176242j 0.0387282-0.000784793j -0.0687763-0.083057j 0.0151274-0.0826065j 0.102212-0.0667088j 0.0925411-0.0316925j 0.012338-0.011581j -0.000781822+0.132053j 0.107925-0.0406144j 0.058818+0.0482552j -0.0314765+0.125067j 0.0199667-0.014472j 0.0437974-0.0744233j -0.053559-0.102444j -0.0272241-0.055386j 0.0794992-0.124718j 0.0283903+0.0742612j -0.0164058+0.068818j 0.0199631+0.0204651j -0.0239217-0.131703j -0.0262879-0.0110161j 0.0066297+0.101087j 0.101747-0.0199184j -0.0740572-0.0505404j -0.0358871+0.0803578j 0.00207859-0.0923278j -0.0431101+0.178581j -0.0291677+0.130476j 0.0749539+0.00677064j 0.0350681+0.000499577j 0.0588648+0.0757689j 0.00381905-0.071257j -0.0358449+0.0290377j -0.00936482-0.0584594j -0.0433124+0.0225168j 0.0283259-0.000318534j 0.0062993-0.00512052j -0.0648829+0.0043658j 0.00594357+0.0401584j -0.085256+0.000949165j -0.00592304-0.0137928j -0.00114085-0.00701017j -0.0385012+0.04855j 0.0130429+0.0136452j 0.0380412-0.0291251j -0.0263895+0.0226245j 
-0.0347498-0.0514202j 0.056336+0.0280872j -0.00952135+0.0578113j -0.0536175-0.0382897j -0.0138704+0.0626019j 0.0309885-0.0262099j -0.00881693+0.00590599j 0.076811-0.00180557j 0.0364277+0.0022506j -0.00353735-0.013529j -0.0326019+0.0141716j 0.107612+0.0205419j -0.0354975-0.0411012j -0.0475659+0.0613154j -0.034384+0.0332167j 0.0559627+0.0319317j 0.0034222-0.0590885j 0.0210126-0.05966j -0.0987423-0.0457906j -0.0185368+0.00301579j 0.0422162+0.0125325j -0.0381865-0.0194497j -0.00810247-0.0664307j -0.0655054-0.0359004j -0.0239043-0.10364j -0.00687198-0.0671816j -0.0100986-0.106213j -0.014398+0.0490354j 0.118755+0.00665159j -0.0479831+0.0163795j 0.0116044+0.0217565j 0.0693804+0.0394793j -0.0548522-0.024128j 0.104641+0.026785j -0.023659+0.177358j 0.0184468+0.0366092j -0.0300048+0.0348817j 0.022612-0.0491819j -0.0612935+0.0334052j 0.0201504+0.0068852j -0.104536-0.0044997j 0.0301539+0.00076108j -0.0215969-0.0578882j -0.02237+0.0477189j -0.0621144+0.042779j -0.0755254-0.000722985j 0.0569144-0.0517798j 0.0330763+0.0263669j -0.0210423-0.00920706j -0.0870141+0.0278123j -0.0221106+0.0266706j -0.0865413+0.0547247j 
-0.0302683-0.00546522j -0.0260768-0.056353j 0.029878+0.0100901j 0.0558413-0.0202355j 0.087576-0.0965709j 0.014472-0.00595958j -0.0355285+0.195085j 0.0393895-0.0209929j -0.104642-0.12209j 0.0261828-0.11218j 0.149741-0.0439172j 0.110758-0.0125007j -0.029362-0.0647324j -0.0588854+0.127093j 0.0878644-0.0125751j 0.0345489+0.105713j -0.0741877+0.0730552j 0.00245657-0.0616155j 0.0486163-0.0324479j 0.0272959-0.144769j -0.027694-0.036425j 0.120351-0.115311j 0.000916721+0.0591994j -0.0777426-0.0621305j -0.0276884+0.0793006j -0.0277867-0.0364075j 0.0400816-0.00202212j -0.0393571+0.0824184j 0.041634-0.0506605j -0.032346-0.0551251j 0.0206666+0.0801448j -0.072846-0.046107j -0.0448469+0.0977249j 0.0619125+0.00169755j 0.106703+0.0792158j 0.144056-0.0272887j 0.0183833-0.00128326j -0.0300006-0.0762738j -0.0707249+0.0188208j 0.0328665-0.0234974j 0.00132684+0.037936j 0.0252677-0.0604349j 0.00642423-0.005654j -0.0335337+0.00685511j 0.0127041+0.0590246j -0.0886481-0.0337517j 0.0287114-0.040439j -0.00868564+0.00241144j 0.0416749+0.0664767j -0.0490037+0.007646j -0.0130026+0.0275148j 0.03032-0.0451981j 
