0.00755332-0.0168089j 0.00657687-0.033927j -0.0213171-0.0220048j 0.0147278+0.00371959j -0.00734495-0.000859644j -0.00764399-0.0058728j -0.0207034-0.0174809j -0.0198819-0.0269578j -0.00797565+0.00378305j -0.00806614-0.02356j -0.0285992-0.011597j -0.00730554+0.00641256j -0.00344469+0.0175367j 0.00175955-0.000553425j 0.014414-0.0311079j -0.0153084-0.0170427j 0.0105521-0.0209973j -0.00978672+0.0146078j 0.00134852+0.0162209j 0.00427041+0.0354376j 0.00614621-0.0114141j -0.0072723-0.0243124j -0.00158822-6.19782e-05j 0.00301394-0.0247237j -0.0290449-0.00609594j -0.0239999+0.00239395j -0.00907449-0.0538656j -0.0211356+0.0108152j 0.00690049+0.00462157j -0.0152978-0.00101503j -0.00158341-0.061131j -0.0113964+0.0156188j 0.00972812+0.0186596j 0.0230658+0.00198099j -0.00383387+0.0258458j -0.00701551+0.0170963j -0.0103667+0.0189089j 0.00103605+0.030393j -0.0438264+0.0252401j 0.0194681+0.00382591j 0.012171-0.0376665j 0.0306445-0.0431472j -0.0211859+0.0160346j -0.00681797+0.0102776j -0.0229276-0.0222181j -0.011517-0.025028j 0.0662376-0.0441254j -0.0420633-0.0168079j 0.0120025-0.0307309j -0.0248836+0.0313735j -0.0461688+0.116777j -0.0945954+0.0818873j 
-0.0196356+0.00204724j 0.0146139+0.00723879j -0.0041672-0.00166674j 0.000778235-0.00515438j -0.00454201+0.018311j -0.0148314+0.00160637j 0.00201822-0.0113306j -0.0143902-0.00902757j -0.0127703+0.0177984j 0.000187622+0.0251027j -0.00798417-0.00570869j 0.00207671+0.00389195j -0.000427397+0.00310819j 0.000915329+0.000496391j -0.0148922+0.0135578j 0.0134895-0.018501j 0.00240786-0.00718383j -0.000693166-0.010984j -0.0217219+0.00414076j -0.00287136-0.0224057j 0.0136969+0.0162413j -0.0428183+0.0156617j -0.0177657+0.015583j 0.0031594+0.0144725j -0.00586667-0.0154135j 0.00623606+0.000375231j 0.00779014-0.00803234j -0.000681184+0.0156385j 0.0102787+0.00366833j 0.00394053+0.00541115j -0.019249-0.000299225j -1.33829e-05-0.00216511j -0.0049827-0.0205102j 0.00677785-0.0177735j 0.00758651+0.00466558j -0.025588-0.000202648j -0.0164761-0.00319383j -0.00303093-0.00764513j -0.008592-0.000761298j 0.00292097-0.00975027j 0.00141683-0.00536466j -0.00308025+0.0154075j -0.00486316-0.0206643j -0.0124516-0.0211547j -0.0172633+0.00458899j 0.00862888-0.0043j -0.00330456-0.00405322j -0.00494448-0.0151433j 0.0100952-0.00709133j -0.00600738+0.00254353j -0.0168553-0.00164878j -0.00657062-0.00493862j 
-0.0136394-0.0228074j -0.018731-0.00269441j -0.0276353-0.00831122j -0.00641917-0.0190282j 0.00736181-0.0235876j -0.00936213-0.00748224j -0.0172309+0.000945874j 0.005177-0.00972096j 0.0064606-0.0124698j 0.00611802-0.00819505j -0.00275588+0.0163169j -0.0118622-0.00231804j 0.0121487-0.00149617j -0.0133972-0.00735096j 0.0257463-0.0188642j -0.00879232+0.00249209j 0.000220782-0.0214858j 0.00894564+0.0242101j -0.00487155-0.0119319j 0.00693535+0.00484684j 0.00226759+0.0119138j 0.00571227-0.00452039j -0.00877946-0.012884j -0.00872276-0.0145545j 0.0109224-0.00371652j 0.0220123+0.00204509j -0.0114708+0.0019108j -0.00111457-0.00535768j -0.0234417-0.00821942j 0.0332847+0.0284511j 0.00876738+0.0111492j -0.0140623-0.00383044j 0.0216285+0.00506087j 0.0014838+0.00525854j -0.0289074-0.0119885j -0.01599-0.00637258j 0.00222794+0.0100239j -0.00582943+0.0137281j 0.00390868+0.00934544j -0.00262892-0.00757956j -0.0106075-0.00193614j 0.0157967+0.00761506j -8.93155e-05+0.00738347j -0.00435183+0.00662353j 0.00208992-0.00568458j 0.0117439+0.0015233j 0.0192013-0.0083359j -0.00879015+0.0180591j 0.00800224+0.00546943j -0.0061816-0.0148007j -0.00355453+0.00127377j 0.00239042+0.00150719j 
0.0107626-0.00505998j -0.00540806-0.0167063j 0.00923769-0.00480094j -0.00118872+0.00808001j 0.00583737+0.013216j 0.00231852-0.00670483j -0.0190583+0.0271184j 0.0152329+0.0165869j -0.00692608-0.00074936j -0.013942-0.00627246j 0.0181596-0.00808535j 0.0144122+0.0133152j -0.00209341-0.00116522j 0.00541384+0.0114664j -0.012234+0.00631888j 0.0196005-0.0224806j 0.000348466-0.00518431j 0.0123227-0.00376771j -0.0161202+0.00252757j 0.00541003+0.0142385j 0.0267597+0.00882066j 0.00282567-0.0136773j -0.00152425+0.0039718j 0.0016397-0.000698885j -0.0159391-0.0285062j -0.00600863-0.0179737j 0.0163743+0.0376708j -0.00963974-0.00142251j -0.00188539+0.0150412j -0.0153466-0.0319952j -0.00734998-0.0114423j -0.0053666+0.0130492j 0.00661381-0.00471673j 0.0251562+0.000177412j 0.00227508+0.0102728j 0.00517974-0.00743319j -0.0230339+0.00604068j 0.0114134-0.0224251j 0.0101238-0.0146034j 0.0045815+0.0151447j -0.00837506+0.00305473j -0.0173083-0.00416645j -0.00304915-0.0145429j 0.0172392+0.0012291j 0.00342428-0.00915572j -0.0121313+0.00664604j -0.010885-0.00615746j 0.0093094-0.0201715j -0.00973577-0.00733211j -0.0148233+0.00898383j 0.00186199+0.00131259j -0.00413713+0.00185938j 
-0.0269801+0.00929348j 0.0453915+0.0474645j -0.00424279+0.0225324j -0.0191354-0.0258826j 0.0109608-0.00701488j -0.00610134+0.0105981j 0.0339019-0.0117082j 0.0184064+0.00844655j 0.00790299-0.0016773j 0.00797052-0.00607723j 0.00864692+0.0139408j -0.00390529-0.0242204j -0.00167776-0.0140345j 0.00251681-0.0130158j -0.00765957-0.0049682j -0.0210867+0.0185834j -0.000564669-0.000874863j -0.0247258-0.00021435j -0.00204803-0.00352872j 0.00442946-0.00515717j 0.00365083-0.00431088j 0.022405+0.0133465j 0.00916486-0.00731099j -0.0167381-0.000370812j -0.00754627+0.0356331j 0.0243783+0.0570677j -0.0289788-0.0282671j 0.00345787+0.000488413j -0.018312-0.0149145j 0.00203434+0.0495985j -0.00012497+0.0235811j -0.00326403-0.010359j 0.00178288+0.00106059j 0.00519705-0.00400038j -0.000940989+0.0205766j 0.015045+0.0211511j 0.0190973-0.0394103j 0.00305313+0.0110328j -0.0019403+0.0131925j 0.000260909-0.0235765j 0.00191643+0.00412761j -0.00708319-0.0261251j -0.00651005+0.00402428j 0.0165483+0.00831602j 0.00353363+0.0228506j 0.00106098+0.00725589j 0.0137652+0.0187631j -0.0199371+0.029388j -0.0143674-0.00641197j 0.0184262-0.00332972j -0.00838136+0.0110668j -0.0149804+0.00102932j 
0.00100438-0.0251975j -0.0669181-0.0529165j -0.0159812-0.0504888j 0.0443879+0.00961503j -0.00239608-0.00502657j 0.00719745-0.0350369j -0.0219383+0.00789577j -0.00186378-0.00598097j -0.00624824-0.0169273j 0.0244128+0.00381835j -0.0334876-0.0211543j -0.000266621-0.014368j -0.0178395+0.00715687j -0.00982392-0.00800295j 0.0128723+0.00495303j -0.000321323-0.0113431j 0.00186916-0.00184342j 0.0157502+0.0209703j 0.01933+0.0322594j 0.0189533+0.00921841j -0.00841176-0.0248965j -0.00922124+0.0017078j 0.0174416-0.00364302j -0.0259641+0.0139587j -0.02632-0.00193473j -0.012405-0.010087j 0.0203751+0.0303908j 0.016989-0.0193643j 0.00614175+0.00521736j 0.0487444-0.0219049j 0.0513467+0.000859525j -0.033971-0.0115248j -0.0241033-0.0169989j -0.00494375-0.00964154j -0.00829721+0.00358095j -0.00777286-0.00387672j 0.0240356+0.0105104j -0.010551-0.00679446j -0.00201528-0.000763222j 0.00199069+0.00870828j -0.0018567-0.000258699j 0.00792974+0.0204278j 0.0182175+0.0177024j 0.00368805-0.00338746j 0.0128355+0.000650122j 0.0138843+0.0226383j -0.00883065-0.00630872j 0.00313085-0.00991854j 0.0120716-0.00106041j -0.00443204+0.00275628j 0.00883303+0.00658431j -0.00139304-0.00062797j 
-0.00273011-0.00899677j 0.00406714+0.00611352j -0.00448823+0.0093021j -0.00821167+0.00123106j -0.00954826+0.00654722j 0.00187284+0.00782725j -0.00435182-0.0181399j -0.012392-0.00422794j 0.000390323+0.0199045j -0.00243942+0.00910584j -0.00184358+0.00504771j -0.0136501+0.0190243j 0.00120791+4.16882e-05j 0.00408433+0.00275311j -0.00736492+0.00171866j 0.0194971+0.0166518j 0.00348799+0.0036162j 0.00289325-0.00224204j -0.0073238-0.0195347j -0.00628629+0.00538883j 0.0137014+0.0103658j -0.00531205+0.000960953j -0.0128262+0.0176234j 0.0111658-0.0115751j 0.0168152-0.0162047j 0.00958075-0.00118335j 0.000894666+0.000765146j -0.00833157+0.000865666j 0.00155962+0.00254695j -0.00336846+0.0085534j -0.00644407-0.00874809j 0.00260732+0.0136318j -0.00498455-0.00718676j -0.00235795+0.003522j -0.00866511-1.35884e-05j 0.00118238+0.00182353j -0.0122477+0.00121025j 0.00483559-0.00785539j 0.00312811-0.000605146j 0.000215088-0.000955219j 6.50879e-05-0.00713522j 0.00179991+0.00399015j -0.000167153-0.00652315j -0.00612238-0.00848966j -0.0159717-0.00605591j 0.00380115+0.0041229j -0.000859592-0.00209362j 0.00497578-0.00501566j -0.00153151+0.00434295j -0.00214778-0.00390901j 0.00176217-0.00754436j 0.00632287+0.00597006j 
0.0436967+0.0222849j -0.0427387-0.0546485j 0.02454-0.037686j 0.031713+0.0366594j 0.0177641+0.0193672j 0.00630595-0.0132825j -0.0168807+0.0277279j -0.0215651+0.0198543j -0.0117729-0.0109101j 0.00838719-0.0152531j 0.00309439+0.0208173j 0.00371375-0.00895056j -3.88299e-05+0.00875855j -0.00214401+0.0424387j 0.00780173+0.00115454j -0.00281903-0.0217199j -0.0192349-0.0225082j 0.0163728+0.0168445j 0.000994446+0.0168312j 0.00364994+0.0428374j -0.00147363-0.00962293j -0.00591781-0.0147496j -0.00685399+0.00894361j 0.0157401-0.00916954j -0.0221587-0.0093756j -0.0444025-0.0150241j 0.0285447+0.0247329j -0.00517371+0.0018982j 0.0236292-0.00321128j -0.0141382-0.0383491j -0.000720755-0.0286489j -0.0078525+0.0128382j -0.000188978-0.00256362j -0.00581513-0.00495131j 0.0122482-0.00970968j -0.019469-0.0271961j -0.0148386+0.0311075j -0.0105396+0.00805753j 0.00895312-0.00629776j 0.0130575+0.00601244j 0.0097411+0.00115332j -0.00482602-0.0177918j 0.00407832-0.00173054j 0.0138294-0.00493212j 0.0025877-0.0119895j 0.00193339+0.00196664j -0.0251202-0.0157521j 0.00748433-0.0558208j 0.0131722-0.00710516j 0.00966949+0.0229261j 0.0173469-0.0014685j 0.00222519+0.00859558j 
-0.0253811-0.0394685j -0.00234028+0.00645867j -0.0353426+0.0048332j -0.00422163-0.0278234j 0.00762585-0.0303006j -0.0102191+0.0153024j 0.0115247-0.0239777j -0.00527863-0.0199466j -0.0112022+0.00174416j 0.00602908-0.00404956j 0.00190973-0.0214716j -0.0230381-0.0048996j 0.00790976+0.0032762j 0.0186923-0.0128444j -0.00335583+0.00445089j -0.00195546-0.00537792j 0.0124128+0.028379j -0.018214+0.0229496j 0.00860688+0.0117336j -0.00205586-0.0037979j 0.0185564+0.00100871j 0.0139987+0.00684381j 0.0150468+0.0250484j 0.00352358-0.00328909j 0.0135025+0.0137764j 0.00993304-0.0090425j -0.0218514+0.0346724j 0.00465577-0.00907773j -0.0141164+0.00212436j -0.00141403-0.00229837j -0.00142394+0.017883j -0.00983489-0.0227849j 0.0104093+0.00816062j -0.00620639+0.0184429j -0.00805509-0.0022592j 0.00537339+0.0110782j 0.0143131-0.00779763j -0.000126743-0.0024228j -0.000497976-0.0074501j -0.0048693-0.00256504j 0.00993502-0.0115292j -0.00489393+0.00727735j 0.00377038+0.00360031j 0.00612689-0.0038535j -0.00234176-0.000560478j -0.0112022+0.0312791j 0.0123961+0.00498273j -0.0118016-0.00612823j -0.0155475+0.00809945j 0.0102901-0.0161051j 0.0086793-0.00973053j 0.011921+0.0170269j 
-0.0317103-0.0305852j -0.00974874+0.0321972j -0.024855-0.00309005j -0.014707-0.0253829j 0.00704076-0.00546093j -0.0271575+0.000220425j -0.0027228-0.00755337j 0.0260478+0.0149488j 0.01877+0.00185286j 0.0230791+0.0151696j 0.00851173+0.0100406j -0.00207253-0.0143388j -0.0149768-0.0158347j 0.00874838+0.007864j 0.0362106+0.00270898j 0.00686302+0.0190776j 0.01548+0.00793256j -0.0102443-0.0030311j 0.00363383+0.0105408j -0.0156445-0.0112024j -0.00972851-0.00425424j 0.0285903+0.0127761j 0.0170959+0.00014973j 0.00288042+0.0147985j 0.0045243+0.0432488j 0.0229468+0.0249596j -0.0118664-0.0105383j 0.0170058-0.00348679j -0.0240391-0.000130593j 0.0427719+0.0220395j 0.0221065+0.0350036j 0.00737227-0.00551877j -0.0097827-0.0116917j -0.00371041-0.00519463j 0.00403742-0.00755768j 0.00258812+0.00663542j -0.000181795-0.013936j -0.004572-0.00874317j -0.00496922+0.00793019j 0.00550167-0.0084972j 0.00128074+0.00893981j 0.0151515+0.0232671j 0.00392853+0.014065j -0.00376207+0.00304401j 0.00962921+0.0196939j 0.0115582+0.0274974j 0.00560677+0.0181812j -0.00995569+0.0349978j -0.014479+0.00302062j 0.0156414-0.0219845j 0.00536033-0.013782j -0.000442358-0.00206345j 
-0.0249104-0.013504j 0.0171482+0.0232101j -0.00797113+0.016265j -0.0101388-0.0103272j -0.00386123+0.00318808j 0.0137004-0.00398649j -0.00253393-0.0125741j 0.0145653-0.00557497j 0.0115763+0.00406691j -0.0090018+0.00905315j 0.00611938-0.00252072j -0.00547105+0.0243971j -0.00233666-0.00422935j -0.0213053-0.00783354j -0.0070606+0.00943582j 0.00663257+0.0219352j -0.00846102-0.00551496j 0.00639862-0.0124504j -0.0154714-0.0083083j 0.0046979+0.000483846j 0.00832542+0.00714404j -0.0180864+0.00749409j -0.0147059-0.0160412j -0.011076-0.0129601j 0.00957153-0.0262868j 0.0233159+0.00687288j -0.00394807+0.00458797j -0.00535143+0.00410863j 0.000928114+0.000910851j 0.0223215+0.0193859j 0.00875164-0.00332006j 0.00458043+0.00373611j -0.00752657-0.0157718j 0.0104869-0.00122079j -0.0127833+0.00816999j 0.0146875+0.00492183j -0.0117739-0.0150328j 0.0179126-0.0128181j 0.0145001+0.0026351j 0.00165514-0.00650685j -0.00493488+0.00752637j 0.000248253+0.00571224j -0.00547219-0.00352202j -0.00335644+0.00936456j -0.00169337-0.00561912j -0.00876107-0.00410768j 0.00339091-0.000208057j 0.0027061+0.000865452j -0.00258379+0.00199195j -0.0136451-0.0070463j -0.00854-0.00364647j -0.000749155-0.00579734j 
0.0121728+0.000765131j -0.0351231-0.041915j -0.00779323-0.0329357j 0.0332382+0.0168881j -0.00624982-0.00406132j -0.00200434-0.00418753j -0.0332282-0.0151751j -0.0249544-0.0144379j -0.0238749+0.00864732j 0.00342833-0.00260626j -0.0117014-0.019514j -0.0111755-0.0144669j 0.0158591+0.0139958j 0.0148509+0.00979972j 0.0156277-0.00256363j 0.0117647-0.0243751j -0.0170302+0.0111002j 0.0195887-0.0122174j 0.0187984+0.0260082j 0.0116962+0.00533169j 0.00292081-0.0207681j 0.0090339+0.00995863j 0.029346+0.0435688j 0.0147204+0.00308907j -0.00759348+0.00831827j -0.0265964-0.0218692j 0.0193257+0.0332597j -0.019229-0.0117152j -0.00565765+0.0148687j 0.00145721-0.0232023j -0.0125778-0.0099834j 0.00149173+0.0110848j 0.0153956+0.0112874j -0.00657412+0.0162734j 0.000112876-0.0180877j -0.011093-0.0137383j 0.0121959+0.0253749j 0.000783358+0.00138026j 0.00982313-0.00516457j -0.0124067+0.00420295j 0.000971142-0.0142073j -0.0180532+0.00438438j 0.000334454-0.00229369j -0.00255476-0.0102299j -0.00323237+0.00170198j -0.00214465+0.00329852j 0.00539269-0.00246704j -0.00892142-0.0269625j 0.00888202-0.00422358j -0.00128751+0.0117089j -0.00410455+0.0112332j 0.00194975+0.00898637j 
-0.00801145-4.28568e-05j 0.000339086+0.0123953j 0.000959301-0.000667002j -0.011967+0.00687045j -0.0177462+0.0247821j -0.00294354-0.00959214j -0.00221602-0.0056198j -0.00249345+0.0089741j 0.00708161+0.0145505j -0.00680637+0.00755091j -0.0194742+0.00273377j 0.0150099-0.00721939j 0.00375385-0.00184598j -0.0121656-0.00299871j -0.0242341+0.0255069j 0.00949309+0.0138901j -0.0103863-0.0206947j 0.0046785-0.0274596j -0.00925183+0.00421149j -0.0110981-0.00894686j -0.00919004-0.0105281j 0.00649712+0.00890312j -0.0103314-0.0157109j 0.0256495-0.00777022j 0.00740786+0.00271322j -0.00452119-0.00890919j 0.0384974+0.00349188j 0.0265021+0.0119555j 0.0001791-0.00429582j -0.0105008+0.011551j 0.00870412+0.0112573j 0.00774062+0.00594841j 0.00929219-0.0126855j -0.0085699-0.011863j -0.0119463+0.00792047j -0.00251244-0.0267967j -0.0127603+0.0018049j -7.5141e-05-0.00516994j 0.0102138+0.0127689j -0.00572253-0.00181377j -0.00789615-8.56779e-05j -0.0112243+0.0131803j 0.0119514-0.0107384j -0.00366676-0.00398821j -0.0059928+0.0139231j 0.00451319-0.01252j 0.00847604-0.0026881j 0.0244837+0.00622661j 0.0121681-0.00200116j -0.0150459-0.00716106j -0.0165467-0.00903199j 0.00777026-0.0139079j 
0.00892877+0.0240646j 0.0085405+0.00458734j 0.0133511+0.00446559j 0.000462621-0.000346343j 0.00311994-0.00452868j 0.000889779+0.00702871j 0.0171842+0.0148618j 0.0022746+0.00641661j 0.000780165-0.00364467j 0.00689318-0.00957306j 0.00578295+0.0176489j 0.00351333-0.00517803j 0.000323857-0.00695661j -0.0117157-0.00568405j 0.006208-0.00456434j -0.00825171+0.00416104j 0.0127571-0.00908937j -0.00825682-0.00201699j 0.00287313+0.00181723j -0.00495389+0.000656136j -0.00045352-0.0047494j 0.0134487+0.00803784j -0.00144977-0.0188239j -0.0135643-0.00760533j -0.0126964+0.0187598j -0.000550754+0.0334758j 0.00246558-0.023562j 0.0125954+0.0095922j -0.00888106-0.00992662j 0.00137571+0.0107199j 0.00751814-0.00570677j -0.00636181-0.00098142j -0.00283041-0.00179977j -0.00208103-0.00635535j 0.00475715+0.0143545j 0.004875+0.00449649j 0.0086257-0.00285455j -0.0085627+0.00898668j -0.0105287+0.00565764j 0.00928546-0.00103019j 0.0137679+0.00523891j 0.00773057-0.0184871j -0.0155144+0.00592368j 0.00148446+0.00789592j -0.00645606+0.0055401j 0.00436445-0.00829854j 0.00405465-0.000484577j -0.00281551+0.0155989j 0.000889169+0.00256745j 0.00637949-0.00343973j 0.00664059+0.00465527j -0.000579987-0.0084491j 
-0.00962201-0.0240213j -0.0159044-0.0190161j -0.025057-0.00507505j 0.0063813-0.0018998j 0.00225935+0.000401334j -0.0116081-0.00740388j -0.0258521-0.00340043j -0.00211341+0.00579846j 0.00145796+0.00778127j 0.00270484-0.0111079j -0.0111922-0.0311768j -0.00174992+0.000580399j -0.000946329-0.00546683j 0.0151307+0.00172124j -0.0178759+0.0212049j 0.0212903+0.0106199j -0.00187817-0.00025882j 0.00671903-0.00206657j -0.00382815+0.00683259j 0.0411471-0.00670593j -0.0261327+0.00445191j -0.0202509-0.011091j 0.00604144+0.0095013j -0.00795873-0.00219322j -0.00819417+0.000804183j -0.014837-0.0263019j -0.0115705+0.0329118j 0.00012672-0.0142603j -0.00852388+0.0128864j 0.00539572-0.016675j 0.00243876+0.00367079j 0.00241369-0.00384642j -0.018208+0.00732101j 0.0188438-0.00584236j -0.000904601+0.00272846j -0.00566714-0.0174318j -0.0128672-0.00521009j 0.00162353-0.0104907j 0.0138987-0.00813283j -0.00131245+0.000303937j -0.0162692+0.00215117j 0.000944281+0.0096868j 0.00711475+0.00515127j 0.00434682+0.00648081j 0.0265161+0.000783511j -0.00920792+0.0197338j -0.0039964-0.00214143j 0.00570666-0.0157213j 0.00306954+0.00216389j -0.0189789-0.00362815j -0.0210638+0.00641381j -0.00581511-0.00282438j 
-0.0145834-0.0182166j -0.00463284-0.00654416j -0.0113882-0.0101175j 0.00638505-0.0174785j 0.0214063-0.0115945j -0.00703111-0.0200121j -0.00873817+0.0168625j 0.0184987+0.006235j -0.0118885-0.0137093j 0.00325772-0.00192713j 0.00773752-0.00328343j -0.00136749+0.00883738j -0.00640859+0.00456451j -0.00101437-0.0039288j -0.018227-0.00909187j 0.0187025+0.00549846j 0.0106641-0.0042825j 0.0152056-0.00174555j -0.000219898+0.0161108j -0.0242845+0.0202234j 0.0178681-0.00460067j 0.0312973-0.0125046j -0.000897217+0.00905956j -0.0016713+0.0034158j -0.00450448-0.00380154j 6.37617e-05-0.00776682j 0.0316111+0.0259547j -0.0290429-0.00571324j -0.00262907+0.00286736j 0.019407+0.00228199j -0.00522253-0.00108513j -0.0118538+0.0153935j 0.0129342-0.00908695j 0.00638395+0.000223734j 0.00148967+0.0211936j 0.014907-0.00542056j -0.0154781-0.000986699j -0.00419016-0.0175528j 0.014876+0.00251948j -0.00521941-0.00143709j -0.00882783+0.00130703j -0.011259+0.0213114j 0.0178782+0.00191493j 0.00871442-0.0057096j -0.00360066+0.00907358j -0.00716939+0.0191233j -0.0135827-0.00153006j -0.00196445-0.00457593j -0.0157391+0.00173106j -0.0169103+0.00062235j 0.00245917-0.00674486j -0.0010288+0.00054064j 
-0.0290928-0.0414129j -0.00571645+0.0115442j -0.0337428-0.0102891j -0.0123084-0.0203336j -0.00245179+0.0055918j -0.00093776-0.0139038j -0.0071859-0.017972j 0.0201701+0.00326746j 0.0170724+0.00889366j -0.006722+0.00123911j -0.00461538-0.00573154j 0.00125728+0.00201135j -0.0086554-0.00792562j 0.00574964-0.0130428j -0.00237167+0.00145101j 0.00469633+0.00261533j 0.000794834-0.0070922j -0.00130708+0.00533679j -0.00746867+0.0031814j -0.00758581+0.00650839j 0.0155381-0.000419177j 0.00894389-0.0109329j -0.00057979-0.00618361j 0.0154127-0.0127078j 0.0131957-0.000338927j 0.0107934-0.0232063j -0.0038462+0.0139728j 0.0204719+0.00449163j -0.010142+0.00460312j 0.00950691-0.00613779j 0.0107244+0.0115353j -0.00456081-0.00604211j 0.0107058-0.0115701j 0.00103694-0.00450653j -0.00659776+0.00919134j -0.00467929+0.00528762j -0.00888347+0.00349847j -0.0091724+0.0035634j -0.00878051-0.000285628j -0.00564483+0.00690004j -0.00779668+0.000725779j 0.00216631+0.0204463j 0.00571047-0.00158816j -0.00194629-0.00725307j -0.00403175+0.000726379j -0.011543+0.0221922j 0.0100847-0.00592288j 0.0103409-0.00259302j -0.00277708+0.00658061j -0.0172183-0.00706942j -0.00202332-0.0105577j -0.00496986+0.0165044j 
-0.0078678-0.0171632j 0.00350679+0.0217637j 0.00185513+0.0108054j -0.0261276-0.00749141j 0.00558388+2.44553e-05j -0.0102325-0.0082703j 0.0015168+0.0068471j 0.0115428+0.0111306j 0.00418183+0.0113773j 0.0083326+0.0176013j 0.00570192+0.000520579j 0.00946354-0.00192806j -0.00897783-0.0177991j 0.00438779+0.0178171j 0.00725477+0.011219j 0.00983507+0.0128805j 0.0220877-0.0158611j -0.012332-0.00329274j -0.00406424-0.0143496j -0.0102042+0.00300154j 0.00223268+0.00558891j 0.000129629+0.0078019j -0.00495711-0.00249054j -0.0089815+0.0168879j -0.0022426+0.00148146j 0.0154651+0.00981319j 0.0136116-0.00694794j -0.00242548-0.00944275j 0.0108914-0.00648906j 0.00167905+0.00481499j 0.0200512+0.0162503j 0.00229875+0.00368463j -0.00027701-0.000839195j 0.00401832-0.00478412j -0.00439057-0.00403718j 0.00105096-0.00286699j -0.00495858-0.00247628j -0.00407523-0.00395231j -0.00145066-0.00913203j 0.00357101+0.00507724j -0.00618621-0.00438693j 0.0129228+0.00694247j 0.00328479+0.00632763j 0.00167773+0.00170886j -0.00142359+0.00657167j 0.00282272+0.00672453j 0.0027955+0.00491655j 0.0189123+0.0157114j -0.0123511+0.00518849j -0.00443004-0.00304034j 0.018894-0.0147248j -0.0062577+0.0122174j 
0.0198835+0.0312336j 0.0208061+0.00560394j 0.0180426+0.0122858j -0.0137832+0.00403957j -0.00574801+0.0022964j 0.00557469+0.00064833j 0.00972313+0.00323206j 0.00058665+0.00905837j 0.0102769-0.000309608j -0.0169617-0.00239373j -0.00047682+0.0069081j 0.0139715-0.000378805j 0.00127788-0.0105203j -0.00537025+0.00311592j 0.00129338+0.00440846j -0.00892019+0.00319195j -0.00058656-0.0202808j -0.00957359-0.00819686j -0.000177026-0.0115647j 0.00409694+0.00910907j -0.00808814-0.00563496j -0.00607832-0.00031461j 0.00303186-0.02424j -0.00840158-0.00410481j 0.00577663-0.000891421j -0.00581948+0.0141193j 0.0133033-0.0243593j -0.00663011+0.00163602j 0.0174498-0.00933746j -0.0163281+0.00405176j 0.00353697-0.00613451j 0.0069064-0.000593761j 0.0029889+0.0110498j -0.00641743-0.000343011j 0.00291396-0.0120727j -0.00437591+0.00830382j 0.0137028+0.00640208j -0.00243704+0.0131977j -0.0179334-0.00544934j 0.00502152-0.000792023j 0.0108628-0.00200215j 0.00961546-0.0157228j -0.0109944+0.00874114j -0.000584238+0.00672593j 0.00149953-0.00257339j -0.0038001-0.0234464j 0.00914305-0.00418128j 0.0235194+0.0112916j -0.00163765-0.00306107j -0.00752583+0.00395121j 0.0113949+0.00204674j -0.0085367+0.000760782j 
0.00200311+0.00487767j -0.000916675-0.0039734j 0.00232125-0.0104367j 0.00306359+0.00518125j -0.00336964+0.0124018j 0.0109259-0.00632644j -0.000852277-0.00103419j 0.00347062-0.00563812j 0.00680698+0.00232551j -0.00718638+0.00169514j 0.00635454+0.00485255j 0.00627253-0.000953868j -0.00180648+0.00370515j -0.0104727-0.00770749j -0.00194684-0.00961332j -0.00438562-0.0184605j -0.00807346-0.0108056j 0.00281292-0.00365844j -0.0089467+0.00188818j -0.0018373+0.00240198j 0.00755304+0.00692821j -0.00264638-0.00334867j -0.00307426-0.00647267j 8.15648e-05-0.0194157j -0.00813538+0.00183788j -0.00430876-0.0175045j 0.000722617-0.00340514j 0.00526246+0.00876189j 0.00804597+0.00189732j 0.00268226-0.00384039j -0.00347056-0.00530084j -0.0012371+0.00786873j 0.0074908-0.00720452j 0.000257928-0.00548341j -0.0115174+0.00477713j -0.00738991-0.00452282j -0.00439124+0.00694305j -0.00196471+0.0084294j -0.00315231-0.00308261j 0.0106347+0.00956189j -0.0143771+0.00219872j -0.00385723+0.000241172j 0.00072852-0.00505884j -0.00167039-0.00860226j -0.0125554-0.00675389j 0.00110065-0.00236517j 0.00281798-0.00295539j -0.000886724+0.00348551j 0.00783102-0.00177677j -0.00475+0.00533998j -0.00370017+0.00439019j -0.0043141+0.00205715j 
