0.186458-0.138601j -0.143126-0.196721j -0.272182+0.0419118j 0.0136811+0.37734j 0.0171084+0.0636974j -0.221514+0.109298j 0.162535+0.0372764j 0.196595-0.0495264j -0.0989934+0.0526169j -0.0392809-0.100106j -0.155013-0.103169j -0.171292-0.0988041j 0.163537+0.153202j -0.109415+0.441679j -0.361999-0.0620694j 0.174968-0.0137009j -0.0109095-0.180638j -0.1065+0.00525834j -0.00343588-0.117939j 0.0703421-0.0200305j -0.0395075-0.0156974j -0.012124-0.0258622j 0.0287994+0.0284043j 0.0176692+0.00714562j -0.00704023-0.0331209j -0.0156706+0.0185667j 0.00232617+0.00181644j 0.00940598+1.51239e-05j 0.00373455+0.0275147j 0.000876946+0.0214903j 0.0173646+0.0134053j 0.0128555-0.000397835j -0.0103355+0.0213065j -0.00823575+0.0230412j -0.0208487+0.0160783j -0.0420125-0.00242757j 0.000363567-0.0367051j 0.00598262-0.0123944j -0.0129076-0.00606009j 0.0476855-0.0320177j 0.0318714+0.0481978j -0.00308563+0.00172237j 0.0020105+0.00135729j -0.00893487-0.00640065j 0.000514499-0.00888176j 0.0181569-0.0330839j 0.0319602+0.00727627j -0.0157629-0.0213255j 0.000429538-0.0134834j -0.0206526+0.0144859j -0.00154998-0.000348533j -0.00578469+0.00540437j -0.0275728-0.00507135j -0.00179263-0.00539331j -0.00590889+0.000259114j 0.0102103+0.0123363j 0.00302607+0.0183074j 0.0123095+0.00690789j -0.00494816-0.00262715j -0.00072026+0.000821693j 0.00493364+0.00590254j 0.000341448+0.00766782j -0.00655519+0.00232359j -0.000258083-0.00803038j 0.00393841-0.00465177j 0.00565535+0.0186198j -0.00186677-0.00652381j 0.00046727-0.00158293j 0.00217373+0.00836393j 0.0047485+0.0077443j -0.00526389-0.000720096j -0.00524825+0.0112848j -0.0120817-0.000883271j 0.00624576+0.00265353j -0.00250908+0.00316422j -0.00805009+0.00846209j 0.00115965-0.0137418j 0.00488115-0.0043356j -0.00176361-0.00856756j -0.00412218+0.000741364j -0.000325643-0.00107365j -0.00903115+0.0177788j 0.0137077+0.0022363j -0.00196816-0.0033842j 0.0149533-0.0030322j 0.0012642+0.000352079j -0.0141235-0.0208133j 0.0183681-0.0156461j 0.00730238-0.00285336j 0.00637218-0.00345292j -0.00845335-0.0062631j 0.0243372+0.0133623j 0.0127013-0.0243061j 0.0127823-0.00875199j 0.00705756+0.0110848j 0.0184051-0.00748907j -0.00720351-0.0182471j 
0.00295884+0.00423918j -0.00661167+0.0038423j 0.00195316-0.00121296j -0.00235418+0.000778416j -0.000875371+0.00192747j 0.00429853-0.000942171j 0.00202207-0.00291435j 0.00687709-0.00269853j 0.00496972-0.00212814j 0.00252843-0.0067897j -0.00277209+0.00119557j 0.00661802+0.0042235j -0.00329506+0.00290549j 0.0023678+0.00265013j 0.00131352-0.0019776j 0.0027604+0.000621786j 0.00075428+0.00317457j -0.00656274+0.00400612j 0.000398244+0.00254559j 0.00158255+0.00523618j -0.00981501+0.00711489j 0.011059+0.00234998j -0.00547771-0.00133498j 0.00369873-0.00137674j 0.000668096+0.00265919j 0.00175608+0.0018692j 0.0085303+0.0040211j 0.00263568-0.00480736j -0.00264628+0.00307194j -0.000281081-0.00373556j -0.00221468-0.00393656j -0.00239642+0.00204603j -0.00359213+0.00245427j 0.00160434+0.00431689j 0.00393176+0.00106098j 0.00138682-0.00336734j -0.00305209-0.00107113j -0.000152727-0.00249308j 0.00440243+0.00193162j 0.00107277+0.00146181j -0.000151759-0.00242317j -0.00649709-0.00189729j 0.00399261+0.00616465j -0.00168608-0.00737272j -0.000333148-0.00217215j -0.00101615-0.00640837j -0.000500129-0.00214448j 0.00321761+0.00278546j -0.00287441-0.000305894j -0.000369581-0.00583225j -0.00174755+0.00411929j -0.000513076+0.00204143j -0.000932362-0.00200811j 0.000756169-0.000513137j 0.00336714-0.00519784j 0.00133632+0.00247089j 0.000634936-0.00177872j 0.00261193-0.000859351j 0.000927909-0.00792888j -0.00190502-0.00284298j 0.00710429+0.00166425j -0.00524241-0.00136427j 0.00266659+0.00157747j 5.9777e-05+0.00389585j 0.00286552+0.00307594j 0.00173776-0.00707474j 0.000736781+0.00177661j -0.00570624-0.00246808j -0.000931582+0.00229844j 0.00239683+0.000399871j 0.000475897+0.00682386j -0.00259592-0.000727838j -0.00369345+0.000710585j 0.00180352-0.00590305j -0.000634113+0.00462793j -0.00248236+0.00125629j -0.000823485+0.000566521j 0.00337668-0.00249425j -0.00171397-0.00700688j 0.00132043-0.0029334j -0.00127795+0.00172036j 0.00113864-0.00413435j 0.00438461+0.000582496j -0.000402283+0.00258777j 0.000575562-0.00172832j -0.00188742+0.00378066j 0.00193001-0.00318871j -0.00323264+0.000305062j -0.000867971+0.000960318j 0.000698547+0.00213109j -0.000543503-0.00086207j 0.000554912-0.000148319j -0.000430355-0.0007146j 0.00079674-2.25408e-05j -0.00188875-0.000859488j -0.00167482-0.00037229j -0.000340667-0.000878175j 
-0.00123379+0.00553212j -0.00595734-0.00173036j 0.00294077+0.00201376j -0.00272564-0.000364832j -0.00339134+0.000945991j 0.00271008+0.00277456j 0.00289157+0.000801739j 0.00420605+0.00134334j 0.00437312+0.00201771j 0.00354676-0.00153871j -0.00165122-0.00121056j 0.00172286+0.00563582j -0.00296921+0.000263758j -0.00017273+0.00214661j 0.00132517-0.000240153j 0.00209394+0.00164253j 0.000692306+0.00233992j -0.00901168-0.00462771j -0.00627734+0.00330306j -0.00265071+0.00132264j -0.00816948+0.000631348j 0.00592531+0.00565523j -0.0057087-0.00397107j -0.000415509+0.00251281j -0.00298267+0.00255415j 0.00133378+0.00152206j 0.00196738+0.00635923j 0.00523921-0.00147337j -0.00517239+0.000364242j 0.00272993-0.00155097j 0.00186539-0.00147238j -0.00127487+0.000954115j -0.00233773-0.000413821j -0.00230062+0.00413043j 0.00196969+0.00373489j 0.00325265-0.000735721j -0.000412028-0.00223825j 0.00158444-7.13325e-05j 0.00420412+0.00487765j 0.00120171+0.00250966j 0.00159675-0.000515091j 0.0056633-0.00329189j -0.000459534+0.0061833j 0.00885884+0.00120889j -0.00095366-0.00303624j 0.00631306-0.00433703j 0.003662-0.00229789j -0.00177055+0.00356437j 0.00431193-0.00567019j 0.00975508-0.00308873j -0.00363697+0.0068129j -0.00471139-3.1842e-05j 0.00302841-0.00510209j -0.00201628+0.00152486j 0.0120515-0.000742193j 0.00394002+0.00146887j 0.00699459+0.000406908j 0.00386826+0.00142794j 0.00171038-0.00305861j 0.000241207-0.00191835j 0.00705705+0.0047254j -0.00901281-0.00305265j 0.00227632+0.00291914j -0.00179401+0.0030462j 0.00224835+0.00414464j 0.0026547-0.00487579j -0.00397999+0.0023235j -0.000427994-0.00555814j -0.00266192+0.0026421j 0.00134364+0.00338668j -0.00154677+0.00330431j 0.00108209-0.00208207j 0.000281544-0.00174218j 0.00490899-0.00438273j -0.000737033+0.00175951j -0.00125098-0.00290723j 0.000622505-0.000639932j 0.00311652+0.00307542j 0.00520847-0.0044294j 0.00035441+5.62886e-05j -0.0037994-0.000224428j 0.00288421-0.000259701j -0.000872104+0.00219954j -0.00234684+0.00277409j 0.0015092-0.00027236j -0.00626178-0.000252226j 0.00407718-0.000122486j -0.00102253-0.00207406j 0.000280107-0.000396046j -0.00145911+0.000752533j 0.000678967+0.0011537j 0.000336576+0.000473958j 6.70299e-05-0.00109449j 0.00151817+0.00101412j -0.000552342-0.00124865j -0.00110235-0.00151131j 0.000920917+0.000116026j 
0.000296952-0.000542971j 0.000595244+0.00128183j 0.00034524+0.000105594j 3.12842e-05+0.000827951j 0.00088802+0.000732379j 0.000621204-0.00156498j 3.82635e-05-0.00136491j 0.000103849-0.00108709j 0.000686063-0.00194437j -0.00198082-0.000604237j -0.000927728+0.000530134j 0.0015778-0.00127141j 0.00196147+0.000897238j 3.97164e-05-0.00103108j -0.00132785-0.000185889j -0.000428047-0.00365266j 0.00507395-0.00183065j 0.00312695-0.00242972j -0.000419259+0.000649124j -0.00175938-0.000117419j -0.00106874-0.0030486j -0.00335801+0.00550671j 0.00275663-0.00272897j -0.00109482+0.000113357j -0.00110447-0.00105163j -0.00144801+0.000102086j -0.0039654+0.00380076j -0.000507903+0.00182949j -0.00242771+0.000945427j 0.00291267-0.000531785j 0.00237988+0.000381605j -0.000943047-0.000427091j -0.000641464-0.00164921j -0.000240756-0.000557707j -0.000590754+0.000949008j 0.000745921+0.00100532j 0.000687344-0.000563117j 0.00412897+0.00487313j -0.00328405+0.0062985j -0.00164291-0.00150773j 0.000530579+0.00159234j -0.0038032-0.00400599j 0.00296259+0.00287136j -0.00528181-0.00348092j -0.000352118-0.00699101j 0.00579406+0.00399635j -0.00162163-0.00163626j -0.000170421+0.00450187j -0.00480357-0.0066546j 0.00320445-0.000470938j 0.0011128-0.00212867j -0.000637653+0.00175456j -0.00349221-0.00385732j -0.00166561+0.00478584j 0.000140323-0.00123564j -0.0028712-0.00519246j -0.000984291+0.000231937j -0.000857773-0.00394728j 0.0031992-0.00198863j 0.00179741-0.00456356j 0.00222587+0.00411531j -0.000665062+0.00349987j 0.000116339+0.00109437j 0.000105293-0.00712841j -0.00191901+0.0024242j 0.000695876-0.00108633j -0.00204474+0.00626622j 0.000287772-0.00221616j -0.000983453+0.00190005j 0.000481959+0.00169675j 0.000504276-0.00523219j -0.00062846+0.00184499j 0.00413986-0.00215421j 0.00389528-0.00489863j -0.000658087-4.48071e-05j 0.00198301-0.00126496j -0.00141083-0.00203631j 0.00154281-0.00265833j -0.00177728+0.00149962j 0.00342822-0.00293785j -0.00543169-0.000524188j -0.00216979-0.00233182j 0.00114995-0.00140236j 0.000146205-0.00472962j -0.000284818+0.00128326j 0.00174896+3.32036e-05j 0.000213829+0.00121581j -0.00040663+0.00190196j 0.000637925-0.00147741j 0.00104687-7.63982e-05j 0.00249243+0.00262646j -0.000900405-0.000994258j 0.000773936-0.0013355j -0.000778041-0.0018602j 0.0011687+0.00457019j 0.00141208+0.00214829j -0.00185902+0.000126856j 
0.00011348+0.000220536j -0.00194543+8.32109e-05j -0.000177649+0.000472274j -0.000495133-0.000464917j -0.00090106-1.08219e-05j 0.000751676+0.00190917j 0.000619666+0.00106383j 0.000409016+0.00107455j 0.000668831+0.00203404j 0.0018386-0.00151338j -0.000335582-0.00121272j -0.00022333+0.00180938j -0.0018545+0.00113667j 0.0005505+0.00100871j 0.000939771-0.0008877j 0.00278997+0.00315169j -0.00204092+0.00517121j -0.00114463+0.00262667j 0.000166667-0.000999594j 0.000796808-0.000223912j 0.00341377+0.0012237j -0.00196085-0.00434853j 0.000119219+0.00366373j 0.000106274-0.000574314j 0.000731213+0.00111193j 0.000309579-0.000803308j -0.000805764-0.00429525j -0.00110175-0.00204115j 0.00146439-0.00120392j -0.000677794+0.00227967j -0.000620047+0.000513004j 0.00171845-0.00172801j 0.000653443-0.000419581j -0.000770987+0.000143746j -0.00171259-0.000559284j 0.000648981-0.000265241j -0.000402316+0.000377959j -0.00668826-0.000305908j -0.000142035-0.00655204j 0.00190109+0.000813452j -0.00131688-0.00164585j 0.00454523+0.00218038j -0.00452168-0.00132407j 0.00514671-0.000803857j 0.000272433+0.00293438j -0.0060782+0.00115639j 0.00121425+0.00028989j -0.00207173-0.00367686j 0.00536217+0.00529809j -0.00304685+0.00379073j 0.00092914+0.00146808j 0.000552027+0.0015288j 0.00494019+0.000774228j -0.00170148-0.00370689j 0.000385644-0.0011989j 0.00609891+0.00320104j 0.00113383-0.00149534j 0.00281313+0.000951489j -0.00252568+0.000581114j 0.00113401+0.00262371j -0.00384069-0.000850153j -0.00251155-0.000398475j 7.74373e-05+0.00116585j 0.00550755+0.00375543j -0.000241218-0.00194286j -0.00099385+5.9696e-05j -0.00310674-0.0061883j -0.00034046+0.00352152j -0.000150687-0.000645103j -0.000473537+0.000475693j 0.00334343+0.00439757j -0.00141792-0.000433182j 0.00141207+0.00304949j 0.00173134+0.00523651j 0.000750006+0.000737724j 0.000894734+0.000216545j 0.00152665+4.86671e-05j 0.000671835+0.00622196j -0.000627834-0.00332594j -0.0018121+0.00266203j 0.00334218-0.00127668j 0.000465251+0.000937115j -0.000143782+0.000383397j -0.000970118+0.000493761j -0.0023845-0.00302274j 0.000812627+0.000576241j -0.00130851-0.000888758j -0.00106178-0.000610511j -0.000360976-9.22132e-05j -0.00208177+0.00516089j -0.002673-1.10122e-05j 0.0003148+0.00134501j 0.00176492+0.0015561j 0.00328797+0.00136742j -0.000680859-0.000422529j -0.00172789-0.00432649j 0.000518761-0.00172126j 
0.00103641-0.000364483j -0.00168242+0.000913744j -0.000189874+0.000856347j -0.0013566-5.43309e-05j -0.000167697-0.000187664j 0.000569328+0.00132082j -0.000633801-0.000228833j 0.000697087-6.67576e-05j 0.00124922+0.00101841j 0.001394-0.00139711j -0.000173179-0.00152403j 0.00121153+0.00103254j -0.000844793+0.00126949j 0.00088956-0.000217231j -0.000704816-0.000736241j -0.000821561+0.00192259j -0.000478498+0.00137519j 0.000101038+0.000780862j -2.62581e-05-0.00053856j -0.000807493-0.000731628j 0.00154554-0.000411039j -0.00142966+0.00106936j 0.00066217+0.000638221j -0.00110122+0.000453254j -0.00109396+0.0016331j -0.00182047-0.000685607j -0.00366953+0.00135596j -0.000782833-0.00140799j -0.0011671+0.00182825j 0.00264153+0.00137909j 0.00278088-0.00068575j 0.00260104-0.00211738j 0.000368022-0.000405522j -0.000696874-0.00184425j -0.00312069+0.00133091j 0.000526465-0.000672257j -0.000944491-0.000336549j -0.00261751-0.00365637j 0.00286355-0.00100589j 0.00218257+0.0018033j 0.000569328-0.0010348j 0.00485139+0.00060764j 0.000506842-0.00189479j -0.00314111-0.000258609j -0.00157761-0.00187441j -0.00274809-0.000214084j -0.000679101+0.000781203j 0.0032775+0.00142414j -0.00343652-0.000234114j -0.00400186+0.00061766j 0.00104511-0.0005792j 0.0020945+0.00494242j 0.00157849+0.000995893j 0.000478478+0.00161977j -0.00172717-0.000114887j 0.000807457+0.0027126j 0.000608927+0.00236363j -0.000149956-0.00271483j -0.0016167-0.00596048j -4.03538e-05-0.0024393j 0.000205676+0.00395372j -0.00296206+0.000227559j 0.00130913+0.00355662j 0.00360017-0.000754798j -0.00130707+0.00130906j -0.00270752-0.00624571j -0.00250979-0.00259181j -0.0019759+0.00285816j -0.000548276+0.00366299j 0.000453664+0.0055384j 0.00104272+0.000958935j -0.00168396+0.00409201j 0.00688487+0.00073143j 0.00336611-0.00296312j -0.000657771+0.00167323j 0.00438239-0.0038808j -0.000986642-0.0023839j -0.00197245+0.005576j -0.00264039-0.000154696j -0.0018398+0.000482218j -0.0050721+0.003374j -0.00477567-0.00139626j -0.000964692+0.00127593j -0.00420242-0.00340888j -0.000674095-0.00211491j 0.00312698+0.005888j -0.00257284-4.68683e-05j 0.000241342-8.54202e-06j -0.00111374-0.00513171j -0.00301097+0.00412362j 0.0040949-0.00129923j -0.001146+0.000137612j 0.0011164-0.00132775j 0.00075232+0.00303566j 0.00301938+0.0054587j 0.00187722-0.00388949j 0.00137268+0.00290047j 
0.00220488+0.00105184j -0.000456861+0.00258097j -0.00083106+0.00274334j -0.00200079+0.000602863j -0.000659365+0.000567744j 0.00125441+0.0020795j 0.000680789+7.52281e-05j -0.000866652-0.000105838j 0.00142685+0.00207994j 0.00016802-0.00266827j 0.000744089-0.00240738j 0.00202019-0.000388128j -0.000111327+0.00423j 0.00343648-0.00285356j -0.00185056-0.00210135j 0.00278418-0.00483761j 0.00460004+0.00316269j 0.00288704+0.00103368j -0.000344994+0.00033137j 0.00101996-0.0036063j 0.00368278-0.00145339j -0.00650411-0.00165322j 0.00202617+0.00170462j -0.000836137-0.000915703j 0.000986753-0.00267243j -0.0011013-0.00232638j -0.00620004-0.0056232j 0.000900412-3.84748e-05j -0.00260013-0.00237903j 0.000247813+0.00538222j 0.00120737+0.00432566j 0.000706493+0.00211626j 0.00256967-0.00223169j -0.000132441-0.000201861j -0.00111988-0.00206506j 0.000303314+0.00145318j 0.000410802+0.00029556j 0.00385687+0.00307721j -0.00339042+0.00200061j -0.000173449+0.000237027j 0.000387312+0.000507027j -0.00167243-0.000102956j 0.000233284+0.00100227j -0.00145672+0.0022949j -0.00116158+0.00109674j 0.000136027+0.00310913j 0.000320368+0.00163307j -0.000483909+0.00247629j -0.00292754-0.00158415j -0.00262032+0.00350935j 0.00144077-0.00206146j 0.00387403+0.000254959j 0.000299165-0.00202502j -0.00274404+0.000945162j -0.00378259+0.000746988j 0.00160437-0.0028036j -0.00128067-0.000746292j -0.00216877-0.00169554j -0.00291248+0.000176427j 0.00155462-0.000170624j -0.00210618+0.00196301j 0.00377975+0.00427751j 0.00125391+0.00140754j 0.00485333-0.00162475j -8.95141e-06+0.000299939j -0.00124782-0.000467007j -0.000968323-0.000999964j 0.000290257+0.00337852j 0.00017072+0.00290131j -0.00349906+6.99485e-05j 0.00234986-0.000644934j -0.00130442+0.00144494j 0.00300512-0.00194947j 0.001053+0.00472824j 0.000492717-0.000298938j 0.00348633-0.000282506j -0.00106187-0.000407796j -0.000810957+0.000826099j -0.00189591-0.0010279j 0.000157503-0.00223392j -0.00155136-0.00106649j 0.00104606+0.001331j -0.000923027+0.000498859j 0.000250498-0.00220713j -0.000372913+0.00151463j 0.00399048-0.0037368j -0.00115407+0.000133404j -0.000182544+0.0017735j 0.00258672+0.000716082j -0.000383235+0.00106248j -0.00108782+0.000235167j -0.00190986-0.00179036j 0.00120413-0.00151885j 0.00268953-0.000880086j 0.000289358-0.000235523j -0.000574105+0.000460824j -0.000487683+0.000319194j 
-5.88656e-05-0.000768314j 0.00302229-0.00123057j 0.00209412-0.000291105j 0.00148029+0.00131553j 0.000115376+0.000346147j 0.000616531-0.000879681j -0.000355806-0.000465294j -0.000443264+0.000173559j 0.000486372-0.0025253j -0.00180283+0.00135876j -0.00125735+0.00110556j -0.000464805-0.000617179j 0.00247443-0.00176189j -0.0030431+0.00033368j -0.000473668+0.00183841j -0.00288509+0.00114602j -0.00256949-0.00489247j 0.000832612-0.00239015j 0.00147397+0.000355288j -0.00343346+0.000710162j -0.00128629-0.0021594j 0.00225546+0.00453993j -0.00150689-0.00133674j -0.000381145+0.00263175j -0.00230802+0.00251554j 0.000484327+0.000217502j 0.000803438+0.00721544j -1.96153e-05-0.000824906j 0.000568158+0.00400932j 0.00379787-0.00177002j 0.00448689-0.00269899j 0.00203004-0.00297024j -0.000947113-0.000794332j -0.00109429-0.00130706j -0.00222081+0.00266739j -0.000962388-0.000383867j 0.0020201-8.22024e-05j 0.000108122-0.003703j 0.00397314-0.00389459j 0.00138358-0.000702611j -7.49615e-05-0.00076492j 0.000454468-0.00101254j -0.00246945-0.00222619j 0.000352373+0.00147473j 0.00290363-0.00132163j 0.000331704-0.0010775j 0.000171862-0.000465826j 0.00233918-0.00136218j -0.00219302+0.00186128j 0.00166183-0.000902066j -0.00176253-0.00202148j -0.00114879-0.000187848j -0.000187146+0.0017838j 0.00291374+0.00141981j 0.00290841+0.00174363j -0.00260937+0.00084778j 0.00187705+0.00202621j 0.00166+0.00149209j 0.00299346-0.000431222j -0.000451346-0.00267026j 0.00257821+0.00296979j -0.000437296-0.00577458j 0.00125931+0.000659521j -0.000839874-0.0022386j -0.0010398+0.000371404j -0.00333253-0.00188002j 0.000446274+0.000126341j -0.000300308-0.00238972j 0.00172593+2.54902e-05j 0.00391122+0.00662433j -0.00579185-0.00100141j 0.0028866+0.000574101j 0.00218236-0.00117278j 0.00278847-0.00596096j -0.00206297+0.000262897j 0.0025433-0.00433639j 0.00245021-0.000341881j -0.0021387+0.00627044j 0.000628257+0.00183688j -0.000570183+0.00111803j -0.00361589+0.00535328j -0.00356872-0.00186736j 0.00322942+0.00121696j -0.00377564-0.00178656j 0.000207192-0.00325484j 0.000455511+0.00133849j 0.000902688+0.00275732j 0.00162526-0.0011497j -0.00290407-0.00240845j -0.00433379+0.00272401j -7.10899e-05-0.00545864j 0.000771318+0.00178274j -0.00257836-0.00242445j -0.000206516+0.0026205j 0.00371731+0.00429098j -0.0010137-0.00265432j 0.00391671+0.0044334j 
-0.000483346+0.000380134j 0.00023756-0.00157377j -0.000710092+0.000494971j -0.0016323-0.000266967j 0.000448241-0.000312917j -4.87242e-05+0.00224095j -0.0024929-0.000752404j -0.00139003+0.00143609j 0.000418616+0.00212472j 0.0029313+0.000368303j -7.6486e-05-0.00371515j -0.000561271-0.000448716j -0.000877216-0.000539883j 0.0012687-0.00230028j -0.00145696+0.00117389j -0.00374429-0.00210243j -0.000881493-0.00343874j -0.00250866+0.00342261j 0.00151197-0.0029252j 0.00146175-0.000271231j 0.000733047+0.00180569j 0.00159401-0.00363293j -0.00251785+0.00237377j -0.00173841+0.000542775j -0.00214052-0.00215322j -0.00162556-0.00150914j -0.00265583-0.00367434j 0.00362126-0.000410579j -0.00119894-0.000819466j 0.00173177+0.00346291j 0.0017883+0.00374921j 0.00394483+0.0046774j 0.00180193-0.00229496j 0.000814381+0.000553793j -0.00272325-0.00516528j 0.000800411+0.00168078j 0.00155096+0.00189314j 0.0039049-0.00371756j 0.00261556+0.00113012j -0.00219131+0.00196978j 0.000387273+0.000324135j 2.33766e-05+0.00412998j -0.00179602+0.00209465j 0.00251106-0.00124563j 0.001745+0.00307563j 0.00208028-0.00434056j -0.000145326-0.00154934j -0.00165622+0.00261175j 0.00494171+0.00102722j 0.000668969-0.00298268j -0.00105851+0.000639406j -0.00237928-0.000205732j -0.00068521+0.00425845j -0.000495973+0.000474329j -0.00109555-0.00259476j -0.00213555+0.000757242j -0.00374284-0.00107801j 0.0016292+0.00103606j 0.00327407-0.00199543j 0.000340902-0.00133136j 0.000526017-0.000939616j 0.00230799-0.00180474j 0.00177414+0.00208478j 0.00216056+0.00124705j 0.00113321-0.00224181j 0.00391363-0.00187129j 0.00291748-0.00580412j -0.00625351+0.00164204j 0.00229644+0.00425118j -0.00373785+0.00441397j -0.00102393+0.0026209j -0.00786116+1.53037e-05j -0.0018092+0.00242261j 0.00677767+0.00158267j -0.00276928-0.00103284j 0.00409959-0.00364043j -0.00187363-0.00199392j -0.00284566+0.00276101j -0.00410095-0.00195098j -0.00496448+0.000783952j -0.000644723-0.00315722j -0.00146351-0.00541002j -0.000465661-0.00167195j -0.00163713-0.0023959j 0.000155891-5.85547e-05j -0.00484523-3.71931e-05j -0.000143669-0.000988855j 0.00315871-0.0023808j 0.00302507+9.48368e-05j 8.9519e-05+0.00560262j -0.00413023+0.00263084j -0.00036131+0.00179848j -0.00128173+0.00100872j -0.000571023+0.00129159j -0.00650904+0.000830338j -0.00197929-0.00259636j -0.00529142+0.00450885j 
-0.00117252-0.0020645j -0.00393614+0.000931504j 0.000862165+0.00019022j 0.00048633+0.00222538j -0.00080014+0.000586677j 0.00259504+0.000690472j -1.4025e-06+0.00222851j -0.000265097+0.00131347j 0.00117347-0.000759584j -0.000686261-0.00348136j -0.00321889+0.000818875j -0.00108225-0.000475273j 0.000748874+0.00308512j -0.00243509+0.000139044j 0.00085913-0.00103354j -0.00169308+0.00528573j -9.4496e-05+0.00506577j 0.00370276+0.00343171j -0.00329039-0.00256103j -0.000824558+0.00137666j 0.00268848+0.000121515j -0.00273852-0.000429218j 0.0014368+0.00420068j 0.000448655+0.002249j -0.00132452+0.00393223j -0.00179795+0.00126315j -0.00149737+0.00312975j -0.000982366-0.00441279j 0.00294298+0.00133299j 0.00444303-0.000948008j 0.0047054-0.0036386j 0.00363553-0.00686107j -0.00370599-0.00332378j -0.00233514+0.000266128j -0.00449415+0.003628j 0.00313257+0.00124114j 0.00184082-0.00112926j -0.00806197+0.00286724j -0.0023679-0.00206726j 0.00204323-0.000764669j -0.000960167+0.00040353j 0.00201967-0.00113854j -0.000776911+0.00505382j -0.00139559-0.00204436j -0.00200155-0.00246291j -0.000743864+0.00097164j -0.00369261+0.00183346j 0.0014763+0.000325552j 0.00345669+0.00310479j 0.000795625+0.00288225j 0.00056879-0.00136452j 0.00136641+0.00245491j 0.00361666-0.000447798j 0.000654058-4.33955e-05j -0.00298412-0.00466702j 0.000553309+3.48193e-05j 0.00136636-0.00346655j 0.0006874+0.000244865j -0.00204609+0.00112345j -0.00109529-0.00097561j -0.00256753-0.00115066j 0.00148256+0.00222734j -0.000258235-0.0013584j 0.000278109-0.00323826j -0.00200106-0.00477275j -0.00145122+0.00240314j -0.00360078+0.000286983j 0.00216776+0.0021405j 0.00376815-0.00309664j 0.00275931+0.00058638j 0.000326992-0.000311055j 0.00171797+0.0027316j -2.8065e-05+0.000362217j 0.00352942-0.000702629j 0.000249379+0.00202643j -0.0034966-0.0022745j -0.000358464+0.00193648j 0.00174356+0.00368871j 0.000198191+0.00231679j -0.000732449-0.000842209j 3.80514e-05+0.00118435j -0.00258517+0.0005308j 0.000976025-0.00212019j -0.00428332-0.00611467j 0.000859928-0.00332287j 0.00157035-0.00147195j 0.000299124+0.00231515j -0.00126874-0.00486078j -0.00250303-0.00120723j 0.000760633+0.00336798j -0.00336894+0.00352777j -0.000563204+0.00329296j 0.00224254+0.0032646j -0.00188896+0.00362955j 0.0059119-0.00151527j 0.00295279-0.00359925j 0.00276288-0.00783569j 
0.000339725-0.00553483j -0.0073815+0.0012729j 0.000534564+0.000848873j -0.00125753+0.00168831j -0.000419244-0.000594437j -6.66697e-06+0.000881844j 0.000106249+0.00186319j 0.0018131-0.00103349j 0.000993815+0.000808704j 0.000597655-0.00216204j 0.000184203+0.00257751j -0.00034581+0.000608426j -0.000866023+0.00282515j -0.00203639+0.000842055j 0.000205771-0.00304885j -0.00808743+0.00372632j 0.00384064+0.00428487j 0.0010298+0.00253601j -0.000396428-0.00121512j -0.00033667-0.00297342j 0.00526947-0.00117446j -0.00409475+0.00493283j 0.00229318-0.000875071j -0.00228454+0.000507153j -0.00116708+0.00581852j 0.000788082-0.00172328j -0.00168514+0.00160456j -0.00508932+0.00220996j -0.00559574+0.00417958j -0.0020118-0.00163812j 0.00118719+0.00406875j -0.00366019-0.00641166j 0.00473172+0.00604691j 0.00576751-0.00367243j 0.00108221-0.00395111j -0.0087212+0.00475856j -0.00273701-0.00309864j -0.00466742-0.00690146j 0.00509375+0.00281062j 0.00610849+0.00219489j 0.00311022+0.00260777j 0.00860286+0.00114983j 0.00377718+0.00383821j 1.17396e-05-0.000383016j 0.000469148-0.00177127j 0.0015731+0.00291674j -0.00815172-0.0013819j 0.00438257-0.00141674j -0.00484746+0.00169619j -0.0024344+0.000749355j 0.00514329+0.00127563j 0.00126659+0.00047759j 0.000656357+0.00186202j 0.00365531-0.00262701j 0.0020512-0.00277736j -0.000190576-0.00251187j 0.00314468+0.00444807j -0.00206516-0.00581217j -0.00450001-0.00380218j -0.00405497+0.00160599j -0.00251765-0.000169413j -0.00372285+0.0021574j -1.10671e-05-0.00804941j -0.00727902-0.00131692j 0.000888422+0.000467713j -0.00101123-0.00368949j -0.00342733+0.00559982j 0.00746622+0.00106826j -0.00480431-0.00558217j 0.00278153-0.000897281j 0.00466735-0.00425672j 0.00588245+0.00486921j -0.0026516-0.000867072j -0.00758136+3.72798e-05j 0.002133+0.000861401j -0.00500672+0.0078451j -0.00109283+0.00736014j 0.00534371-0.00468287j -0.00397143+0.00409141j 0.000839816-0.00125716j -0.00188952+0.00503261j 0.00264916+0.00280112j -0.00611929+0.00170041j -0.00286306+0.00542634j 0.00333718+0.00741003j 0.000928177+0.00296774j -0.00390884-0.000774622j -0.000456173-0.0028542j 0.000480862-0.00453714j 0.0100024-0.00579868j 0.000709936+0.00437722j 0.00218551-0.000677626j 0.00113312+0.000481664j -0.00959124-0.00412312j -0.00855702+0.00229238j 0.0170476+0.00299285j 0.00089244-0.00787912j 
