-0.17239-0.145289j -0.152311+0.176545j 0.166789+0.0727967j -0.065739+0.181459j 0.125278+0.0941777j -0.0795278-0.0374435j 0.167786-0.116448j 0.106771+0.174225j 0.00935553-0.0337887j -0.156145+0.181579j -0.117982-0.0511489j 0.00632411-0.0274765j -0.169729+0.0509438j 0.0109511+0.0821098j 0.0345247-0.0347373j 0.00439061+0.115363j -0.0178933+0.0711728j -0.246259-0.158115j -0.147366-0.0160106j 0.10055-0.0621334j 0.0593362+0.147142j -0.00538924+0.177095j -0.0218859-0.0745425j -0.0915025+0.111013j -0.0904522+0.0610951j -0.016985-0.0224225j -0.073803+0.247169j -0.227166-0.0336628j 0.152128+0.0622327j -0.0684158+0.17174j 0.268383-0.0870617j 0.0918598+0.275539j -0.0999746-0.0679862j -0.0739088+0.0949828j 0.029896+0.0516491j -0.0130163-0.00790662j 0.061296+0.0329178j -0.0399109+0.074402j 0.0530396+0.00362486j -0.00896435+0.0202832j 0.00117026+0.0178838j -0.00480874+0.00282122j -0.0202356-0.020724j 0.0327934+0.0128631j -0.0149815+0.00852622j -0.0153373+0.0239916j -0.00963723-0.00963727j 0.0207586-0.0208778j 0.00103076+0.00951541j 0.01645+0.00781835j -0.0131987+0.0176621j 0.0229805+0.0260833j -0.011271-0.0325528j -0.00737642-0.0191572j 0.0276944-0.0049276j -0.00996998-0.00724607j 0.0127293+0.00371861j 0.00834961+0.00917039j 0.0241104-0.0301278j -0.0115014+0.0128328j -0.0109081+0.0135975j -0.0283794-0.0172319j -0.0188722+0.0166501j -0.00581778-0.0153833j 0.000163689-0.00784989j -0.0289748+0.000169319j 0.00989875+0.025292j 0.00355404-0.00571975j 0.00141707-0.0266144j -0.0287866+0.00395911j 0.012045+0.0668556j -0.0656846+0.00949251j 
0.00404337+0.00089278j 0.000801749-0.00218512j -0.0025638+0.00472814j 0.00177636-0.0045833j -0.00426558-0.00210544j -0.001412+0.00706534j 0.00695629-2.41451e-05j -2.98743e-05-0.00697697j 0.00247371-0.000411358j 0.00352934-0.00134896j -0.000838529-0.00492232j 0.00412836-0.00399478j 0.00628448-0.00488494j 0.00453505-0.0022157j 0.00497319-0.00119211j -0.001027-0.00506063j 0.00544924-0.00331009j -0.000153422-0.00134727j -0.0018338+0.000248145j -0.00467795-0.0026015j 0.00137562+0.000885177j -0.00369508+0.000272861j 0.00258394+0.00117214j -0.00088825+0.000103731j 0.00532564-0.000717682j 0.00430005+0.00464283j -0.00237216+0.00383452j 0.00233148+0.00282705j 0.0025405-0.000182707j 0.0018207-0.0067562j 0.000576174-0.00300415j 0.00104219-0.00698735j -0.00850808-0.00610056j -0.0051376-0.00166566j 0.000488244-0.00336338j -0.00292295+0.00556335j -0.00326313-0.00689168j -0.000872405-0.00462769j -0.0013541+0.00340815j 0.00155992-0.000799114j 0.00385343-0.00335374j 0.00189782-0.00322794j 0.00034009+0.000377858j -0.00140479-0.00233445j 0.0001154-0.00182603j 0.00338027-0.00180953j 0.00310377-0.00103888j -0.00324272+7.91273e-05j 0.00110733-0.00105784j 0.00140359-0.000759458j -0.00123143-0.00453595j 0.000178562-0.00371593j -0.000508697+0.000174001j -0.000450671-0.00243544j -0.00159297-0.000886209j 0.00357148-0.00407377j 0.00344805+0.00169973j 0.000551645+0.00434225j 0.00119311-0.00436829j 0.00307385+0.00454867j -0.00214383-0.00302891j 0.00439372-3.57905e-05j -0.00531746+0.00435973j -0.00012444-4.07637e-05j 0.00475046-0.00452836j -0.00209298+0.00504653j -0.00157583+0.00612972j -0.00510049+0.00640438j -0.00237462+0.00948952j 0.0118978-0.0116055j 0.00283233-0.00688533j 0.00373089-0.00143071j 
0.00205453-0.00777485j -0.00823703+4.2232e-08j -0.000869788-0.00129907j 0.00633959+0.00929645j 0.000133697+0.00221566j -0.00331939+0.003754j -0.000725643+0.00654311j 0.00128277+0.00129236j 0.00021221+0.00362049j 0.00331267-0.000788966j 0.00494709-0.0048547j -0.0045317-0.00396158j -0.00434566+0.00161175j 0.00570819-0.00962933j -0.00446642+0.00212199j -0.010058-0.00153681j -0.00396197-0.00322716j -0.000469581+0.00314308j -0.0130276+0.00122107j -0.0003706+0.00625441j 0.00249473-0.000699547j -0.0014859+0.00690613j -0.00413525-0.00131049j 0.000724698-0.0008152j 0.00278225-0.00231764j -0.00294532-0.00187261j 0.00751021-0.00324593j -0.00292364+0.00611192j 0.00113685+0.00907284j 0.00303127+0.00250908j -0.00295408+0.00332058j 0.00293893-0.00525192j -0.00146702-0.0115184j 0.00460421-0.00119605j 0.00132031-0.00944953j 0.00555158-0.00167907j 0.00903833+0.00193871j 0.00480266+0.00442052j 0.00113127+0.000169045j -0.0028771-0.0024999j -0.000499884+0.00123867j 0.00269129-0.000481378j 0.00744225-0.00229256j 0.0012265+0.00178531j 0.00119578-0.00653879j 4.96858e-05-0.00108701j 0.00263408-0.00172455j -0.00545-0.00154985j -0.00469243+0.00707394j -0.00368244-0.00831224j -0.00918046-0.00200607j 0.00228579-0.0049849j 0.00267669-0.000398881j -0.00543491+0.0132764j 0.00690615+0.000587156j 0.000201679+1.97961e-05j 0.00184985-0.00297987j 0.00539082-0.00720767j -0.00420116+0.000330934j -0.00488514-0.00460753j -0.00138415-0.00141048j 0.00394095+0.000730429j -4.7576e-05-0.00763215j 0.00824322+0.0011711j 0.00123747+0.00129006j -0.0068104-0.00581901j 0.0030503+0.0151876j -0.00734443-0.011411j -0.00149325-0.00663704j 0.0252588+0.00305384j -0.00873363+0.000553048j 0.0059261-0.0122823j 
0.00577779+0.00629717j 0.00864134-0.00741852j -0.001523+0.00483934j -0.00130083-0.00733835j -0.00259647-0.000528775j -0.000570742+8.36928e-05j -0.00304761+0.000964059j 0.00334266-0.0025482j -0.00289939+0.00111522j -0.00369764-0.00340406j 0.00195364+0.0037483j 0.00690654+5.99408e-05j -0.000703638-0.00226236j 0.00163051-0.00159449j 0.00161517+0.00389429j -0.000289028-0.00582433j -0.000100596-0.00289965j 0.00333996+0.00616428j -0.00574881-0.00253484j -0.000981391-0.00324769j 0.00156624-0.00386767j -0.00569208+0.00628489j 0.00701404-0.000282005j -0.00139968-2.63305e-05j 0.00812491+0.00793382j -0.00251836+0.00466154j -0.0032062-0.00260069j -0.00316458-0.000827589j -0.00625437+0.00139496j 0.00249221-0.00995014j -0.00164624+0.00072338j 0.00193058-0.00200712j -0.00919091+0.00364946j -0.00506219-0.000142635j 0.00223767+0.00827284j -0.000737978+0.00544928j -0.00475397-0.000495883j -0.00170384-0.0101747j -0.00675138+0.00224196j 0.00493451+0.00457002j 0.00598421-0.00579111j -0.00031353-0.00966884j -0.00451678-0.000622018j 0.00568542-0.00537659j -0.00529925+0.00121794j -0.00311503+0.000844537j -0.00394756-0.0102825j 0.00609138+0.000242766j 0.00454045-0.00843086j 0.00220329+0.00556034j -0.00273667-0.00191759j 0.00329122-0.0132018j 0.00242315+0.00530049j -0.00453307-0.00846497j -0.0114612-0.00516356j -0.00940971-0.00276956j 0.00338492-0.0119279j -0.00587443-0.00306552j 0.00308349-0.00957405j 0.0126554-0.00722429j -0.000406757-0.0014561j 0.00946905+0.005185j -0.000163513-0.00524056j 0.00261171-0.0102387j 0.000463724+0.0145845j -0.00222629-0.0063141j 0.0121216-0.0092737j -0.00795396+0.0143472j -0.0115939-0.00533321j 0.004227-0.0199602j 0.00932887-0.00686758j 0.00887491+0.00429056j 
-0.00207407+0.00102856j 0.000908358+0.000474592j 0.00165224+0.00108167j 0.000413369-0.00410157j -0.00142635-0.00134229j -0.000347663+0.00288237j 0.0027366-0.00267048j 0.000590582-0.00446344j 0.00129044-0.000760237j -0.000298724-0.00143666j -0.00362338+0.00015475j 0.0032977-0.00298027j 0.00308588-0.00272668j -0.00153421+0.0020769j 0.00447591-0.000670096j 0.00223903-0.00435463j 0.00243862-0.00295266j 0.000601078-0.00141821j 0.00282198-0.000177971j -0.000250659-0.00620831j -0.000665629+0.00289824j -0.00346454-0.000850292j 0.00498518+0.00231109j 0.00132761+0.00204763j 0.00177608+0.00164715j 0.00165661+0.00572111j -0.00568166+0.00168851j 0.00239803-0.000271793j 0.00445507-0.00535814j 0.000585714-0.00377021j 0.00186888-0.00195341j -0.00040317-0.0028284j 0.00196269+0.0028239j -0.00472781-0.00416079j 0.00151621+0.000993214j 0.00292976+0.000289572j -0.00175669-0.00474483j -0.00245836-0.00410052j 0.00236145+0.00171573j -0.00353043+0.00567655j -0.000242256-0.00464781j 0.00153727-0.00365185j 0.000546513-0.00136628j 0.0042076-0.00020381j 0.00136493+0.0030475j 0.000171565+0.00217601j 0.000568861-0.000990812j 0.00115949+0.00501613j -0.00149287+0.00142839j -0.00297044-0.000150011j -0.00342137-0.000725922j -0.00399261-0.00252926j -0.000560401-0.00236457j 0.00169807-0.00175358j 0.00518992-0.00944288j 0.00189979-0.000125022j 0.00771226-0.00160537j -0.00323997-0.00404605j -0.00393566-0.00143349j 0.0116258+0.00273186j -0.000978575-0.00113549j 0.00291093+0.00225931j -0.00366522-0.00379506j 0.000322989-0.00838285j 0.00501057+0.00262608j -0.0104993-0.00258145j 0.00530098-0.00306446j 0.00491224+0.00277865j -0.00504496+0.00319625j -0.00525252-0.00863265j 0.00287892-0.000103333j -0.00326891-0.000110921j 
0.003122-0.000299287j -0.00117406-0.00173959j 0.00107195+0.000443219j -0.000560802-4.3838e-05j 0.00230899+0.00107731j -0.0021303-0.00152188j -0.00104778+0.000354828j -0.00120611-0.000251689j 0.00245634-0.00145115j 0.00161968-0.000980402j -0.00309703-0.000634018j -1.83158e-05-0.00396189j 0.000331954-0.000989553j 0.000314409-0.00298397j 0.00218121-0.00304397j 0.00116476-0.00170793j 0.000546874-0.00562536j -0.00347997-0.00226344j 0.000804058+7.70552e-05j -0.00268534+0.00274364j -0.00312318-0.00048572j -0.000876439-0.000463359j 0.0018174+0.000323744j 0.00187045+0.0046332j -0.000769529+0.00149715j -0.000536482+4.95102e-06j 0.000469769+0.00299202j 0.00195569+0.00233785j -6.88402e-05-0.000797208j -0.00502275-0.000530518j 0.0012974-0.00247759j -0.000980243-0.00124509j -0.00359234-0.00113913j 0.00486816+0.00029383j 0.00267763-0.00182154j -0.00194551+0.0021583j -0.000327636+0.00237348j 0.00320916+0.000211672j -0.00291591+0.00384459j 0.0070149-0.00763799j 0.00833838-0.00192739j 0.00196739+0.00428593j 0.00161622+0.00317916j 0.00604142-0.000265823j -0.00651527+0.00293598j -0.0111202-0.000855329j -0.00381707-0.00738707j 0.00139127-0.00975194j -0.000409134+0.00184604j 0.00425228+0.00413442j 0.00142738-0.00481635j 0.00356518-0.00474102j 0.00817162+0.00106572j 0.00299018+0.00323698j -0.00234874+0.00950207j -0.0102772-0.000595192j -0.00884679+0.00067804j -0.000528908-0.0079152j 0.000635296-0.00203637j -0.00725493+0.00280751j 0.00777814+0.00128784j 0.00375481+0.00492869j 0.0027082+0.00150545j 0.00998621+0.000427775j -0.00597006+0.00320036j 0.0034135-0.00930867j -0.000123091+0.00336198j -0.000951449-0.00504192j 0.00103983-0.00545862j 0.00493435+0.00443668j -0.00103526-0.00363951j 0.0021828+0.0004576j 
-0.00209418-0.00172889j -0.00322734+0.00189659j 0.00285844-0.00127498j 0.000921963+0.0016345j -0.00239765+0.00263179j 0.00105006+0.00080883j -0.000380858+0.00137033j 0.00117519-0.00371339j -0.000118256+0.000677251j -0.00129847-0.000746433j -0.000946857-0.00124142j 0.00100525-0.00178443j 0.000694273+0.000506256j -0.000456316-0.000387618j 0.00127802-0.00178678j -0.00134224-0.000832933j 0.000989529-0.00125901j 0.000751301-0.000927013j 0.00034382+0.00188313j -0.00169303+0.000679606j -0.00206557-0.00101122j -0.000703486+0.000469699j 0.00046856-0.00108358j 0.00150682+0.000860848j -5.72754e-05-0.000627368j 0.00258002-4.19699e-05j 0.00150032-0.00163989j -0.00241384+0.000864456j 0.00130736-0.000316667j 0.0031696-0.00148565j -0.000389713-0.000309315j -0.000877587-0.00237488j 0.005692-0.00309113j -0.00092117+0.000948556j 0.00486895-0.00251573j -0.00587788-0.00183571j -0.00213954-0.00587297j -0.00248277+0.00179792j 0.00206406+0.0045379j 0.00387051-0.00184613j 0.0049377-0.00765039j 0.000955248+0.00235228j 0.00194671+0.0020315j 0.00272714+0.00466252j 0.00127007+0.00369032j -0.004197-0.00560796j 0.00084066+0.00178625j 0.00185209-0.00323085j -0.00248379+0.00764794j 0.00551232+0.00363279j 0.00480578-0.00767022j -0.00748733+0.00148418j -0.000491661-0.00353159j 0.0109451-0.00139781j 0.00549061-0.00121631j 0.00457291-0.00284955j 0.00602822+0.00547747j 0.000973484-0.000930981j -0.00103888+0.00155838j 0.002166+0.0162283j 0.00404266+0.00170307j -0.00255131+0.000438168j -0.000158831+0.00567427j -0.00118029-0.00328227j 0.00484418-0.00895979j -0.00561541+0.00208308j 0.000366983-0.00434667j 0.00952221-0.000227443j -0.00139223+0.00912251j -0.00468787-0.000632033j 0.000459547+0.000786157j -0.00250074-0.0013893j 
-0.00460439+5.56846e-05j -0.000976519+0.00566521j -0.00190229-0.00205178j -0.00101675+0.00139428j -0.00235296-0.00279234j -9.96147e-05-0.00336296j 0.00277627-0.000288701j 0.00149204+0.00346786j 0.00111203-0.00249383j 0.000780972-0.000560232j -0.00227176-0.00319691j -0.00353878+0.00309713j 0.0016197+0.00111883j -0.0024419+0.00410952j 0.00054591-0.00279865j 0.00205948+0.00538217j 0.00302012+0.00199162j -0.00217011-0.00131508j 0.00695847+0.0022367j 0.00364904+0.0010516j -0.00565176+0.00358757j 0.00530092-0.00534993j -0.00173+0.00049239j 0.00331821+0.00279982j -0.00436427-0.00289948j 0.00252237-4.9542e-05j 0.0025999+0.00607324j 0.00311028-0.00449315j -0.00275283-0.000740862j -0.00266347+0.00809779j 0.00280278-0.0019634j -0.00167401+0.00427581j 0.00112588-0.00219626j -0.00541014+0.00264611j 0.00138843-0.00090454j -0.00181768+0.00184382j -0.00291531-0.00580565j -0.00520226-0.00359201j 0.00413752+0.00424492j -0.00200845-0.00155712j -4.73882e-06-0.00429582j 0.0038023-0.00127698j 0.00170191-0.00406529j 0.000528555+0.00278964j 0.00293235-0.000324478j 0.00423042-0.00126866j -0.000528591+0.00419159j 0.00150466-0.00361853j -0.00181324+0.00250942j -0.00200661+0.000177159j 0.000637015-0.00225785j -0.0077826-0.00469018j -0.00227614-0.00248707j 0.0012043-0.00169828j 0.00067473-0.00589207j 0.0016584-0.00644418j 0.00502418-0.00133022j 0.000892413+0.000199706j -0.00343693-0.00459363j 0.00615495+0.00689321j -0.00239297-0.00026594j 0.00389147+1.19854e-06j -0.00644161+0.00433753j -0.0050031-0.00700162j 0.00894807-0.00403655j -0.00758768+0.00408923j 0.00373114+0.000832346j 0.00155308+0.00333848j -0.000681003+0.00385841j -0.00051509-0.0053495j 0.000138817+0.00331771j -0.00322386+0.00216344j 
0.00594623+0.00194228j 0.00218703-0.00731265j -0.00376955+0.000473327j -0.00142189-0.00925227j -0.00112681-0.00237322j 0.00256022+0.000594099j 0.000660832-0.00486573j -0.00310103-9.53769e-05j -0.00215206-0.000161906j 0.00052767+0.000623619j 0.00309434+0.00196331j 0.0014068+0.00370639j -0.000161534-0.00453582j 0.00304965+0.00628181j 0.000988236+0.000735561j 0.00346328-0.0023409j 0.00371094+0.00379365j 0.00392881+0.00324178j -0.00122693-0.00272276j 0.00171066-0.00572779j 0.00467244-5.30002e-05j -0.00314788-0.000550643j 0.00125269+0.00169233j -0.00346731-0.000994642j 0.00251399+0.00102163j -0.000420677+0.0052131j -0.00242561+0.00157313j 0.00143507+0.00274196j 0.00175528-0.001537j -0.00398831-0.000316614j -0.00120425-0.00445788j 0.00232719-0.00098171j -0.0063456-0.00171454j -0.00704526+0.00334206j -0.00252495+0.000794917j 0.00298044-0.00070506j 0.00314778-0.000998456j 5.62889e-05-0.00252004j -0.00208604+0.000364281j -0.00398363+0.00645214j -0.00251291-0.000216522j -0.000265035-0.00669414j 0.000510217-0.00157547j -0.00405934-0.00584054j 0.00292319-0.00563073j 0.00380512-0.00392295j 0.00437498-0.00315951j 0.00229716+0.0063378j -0.000188199-0.00219548j -0.000339489-0.000958808j -0.00373133+0.0056405j 0.00270803-0.00319739j 0.00226266+0.00349049j -0.00376392+0.00811656j 0.000426717-0.00448937j 0.00664725+0.00818568j 0.00353293-0.00429908j -0.00165032-0.00293363j -0.00775177+0.0022518j -0.00150922-0.00712884j -0.00158947-6.88558e-05j 0.00117303-0.000127606j -7.50123e-05-0.0128194j 0.00536024-0.00217736j -0.000825504+0.00610202j -0.00220028-0.000333671j 0.00424436-0.00252122j -0.00597719+0.000830453j -0.00096427+0.00469409j 0.0106906-0.00321043j -0.000433766-0.00588366j 0.00605361+0.000157788j 
-0.00418436+0.00101832j -0.000837799+0.00496666j -0.0045764-0.00384535j -0.0027788-0.000238085j 0.000507893+0.00223087j 0.000942761-0.00798616j -0.00228549+0.00201449j 0.00222389+0.000545032j 6.59253e-05+0.00139165j -0.00515107+0.00147896j 0.000458615+0.00439799j 0.00149577+0.00298688j -0.00339223+0.00412192j -0.00145557+0.000204164j -0.00492794-0.00272428j -0.00298928+0.00578077j -0.00198973-0.00266236j 0.00561019+0.00306515j 0.00491154+0.000100783j 0.00787545-0.00423948j -0.000223933+0.00444362j -0.00268599-4.17281e-05j -0.00143126-0.000543484j 0.00634578-0.00284469j 0.00235033+0.00471818j -0.00022607+0.00429987j -0.0038404-0.00512646j 0.000251969-0.000527848j -0.000205999-0.00141116j -0.000432817+0.00732201j 0.000167258-0.00103769j 0.00440013+0.000797995j 0.00466965-0.0032911j 0.000137234+0.00223015j -0.000331266-0.00329315j -0.00524152+0.000126237j -0.00287617-0.00260689j -0.000746868-0.00149859j 0.00521099+0.00610925j -0.000323493-0.000692107j -0.00375473-0.000726463j 0.00223618+0.000851908j 0.000781336-0.00315826j 0.00222359-0.00161849j 0.00407938-0.00294182j 0.0017857-0.00286321j 0.0039506+0.0018136j 0.00227591-0.00566239j -0.0015877+0.00618129j 0.000291801+0.000766946j -0.00103243-0.00390099j -0.00610781+0.00179845j 0.00244942-0.00282421j 0.00377606+0.00148485j 0.00804176-0.00635935j 0.00379818-0.00125912j 0.00481082+0.00143552j -0.00215006-0.0057169j -0.00728268+0.000760736j 0.0065688+0.00967622j 0.000443907-0.00325494j 0.00436736+0.00109961j -0.00852316-0.00378066j -0.000510992-0.00793006j 0.00778732-0.00229204j -0.0091703+0.00490818j -0.00173706-0.00215511j 0.00719078-0.0051839j 0.00233196+0.00129325j -0.00175189-0.000126108j 0.000408703+0.00340898j -0.0036265+0.000954885j 
-0.00284035+0.00091413j 0.00040633+0.00540001j -0.00206659+4.83641e-05j 0.000663783+0.00532428j 0.000969528-0.000136083j -0.00406603-0.000294264j 0.00259803+0.00574252j 0.00485183-0.00144442j 0.00550313+0.000344075j 9.53368e-05-0.00142743j -0.00687656-0.00325484j -0.00149494-0.00653684j -0.000476183+0.00317984j -0.00689832-0.00433496j -0.00267403-0.000258485j -0.00695784-0.000116041j -0.00257577-0.0101478j -0.00284127-0.00481636j 0.0032507+0.0014302j -0.00293411+0.00135776j -0.00364009+0.00411126j 0.0021558-0.00292379j -0.00061661+0.000799802j 0.00566907+0.00500872j -0.00177651+0.00214566j 0.00103505-0.000328212j 0.000696778+0.00144253j 0.000788097-0.00111486j -0.00142958+0.00166637j 0.00214872-0.00101368j 0.0018985+0.00124128j -0.000785479-0.00064598j 0.000988897-0.00229734j 0.00359811-0.000755794j 0.00195571-0.000159972j -0.00339557+0.00241585j -0.00106988+7.38182e-05j -0.000116258-0.000641515j 0.00324814+0.00572598j 0.0012843-0.00440122j 0.00254799-0.00146782j 0.00359091+0.00462703j -0.00108298+0.00103402j 0.00606415-0.00154893j -7.53157e-05+0.00471067j -0.00565272-0.000700995j -0.00109311-0.000901497j 0.0034288-0.00414137j 0.000867824+0.00223469j 0.00223744+0.00539792j -0.000454737-0.00201017j -0.00222529+0.000480706j -0.00144439+0.000993558j 0.00467013-0.00782651j -0.00519742+0.00270582j -0.00661925-0.0071918j 0.00176304+0.00138168j -0.00310562+0.00125335j 0.00290095-0.00428208j 0.00516953+0.00555128j 0.00103108-0.00106166j 0.00243087+0.00747128j -1.6318e-05+0.00729148j 0.00345823-0.00492959j 0.00223026-0.00197195j -0.000595467-0.000658159j 0.00061451+0.000626303j 0.00485159-0.0033367j -0.000281284-0.0033503j -0.00320775+0.000666748j 0.00232737+0.00273054j -0.00304965+0.000901654j 
-0.00437459+0.00262096j 0.00148397+0.00658605j -0.00361345+0.00175915j -0.000151928+0.00492873j -0.00438905-0.00408887j 0.000562853+0.0025779j 0.00978476+0.00386437j -0.000591134+0.00074415j 0.000456325+0.00171864j 0.00291718+0.00369366j -0.000790476-0.00306481j -0.00144+0.00437653j 0.00130949+0.00299306j 0.00514026-0.00732733j -0.00428904+0.000413688j -0.00644304+0.00682777j 0.000892381+0.000727466j -0.000373165-0.000131249j -4.04296e-05+0.00192241j 0.00418284+0.00689147j 0.00163226+0.00461356j 0.000417204+0.00254608j -0.00455924+0.0025224j 0.00189617-0.00758461j 0.00462356-0.00869852j 0.00898569-0.00359718j 0.00355988+0.000854239j 0.000774307-0.000485429j -0.00288724+0.00761578j 0.00476196-6.47634e-05j 0.0031094+0.000983919j 0.000369951+0.00209457j 0.00267142-0.00420803j 0.00354869+0.00421909j 0.00117543+0.00287983j -0.00298352+0.00158632j -0.000430937-0.000269582j -0.0028197-0.00174722j 0.00533113+0.00352532j 0.00269717+0.00317412j -0.00630506+0.000260598j 0.00165952-0.00329655j -0.00195008+0.000624105j 0.00207904-0.00686752j 0.00655271-0.00578256j -0.000831425-0.0071049j 0.00367139-0.000546869j 0.00569438+2.80927e-05j 0.00645595+0.00206878j 0.00340162+0.00222724j -0.00183956+0.00218234j -0.00691434+0.00275984j -0.00142755+0.00412596j 0.00614844-0.000999522j 0.00463606-0.0115249j 0.00243521-0.00399501j 0.00580381-0.00477637j -0.00438359-0.0057076j -0.00969602-0.00240639j 0.0111373+0.00866769j -0.00141065-0.00117541j 0.00231049-0.00222249j -0.00582272-0.00904108j -0.00427294-0.0124945j 0.00142673-0.000898664j -0.00414947+0.00400903j -0.00453243-0.00677388j -0.00119979-0.00391491j 0.00339319-0.00379029j -0.00100898-0.000933644j 0.00318878+0.0027017j -0.000306139+0.00149997j 
0.00292714-0.000119998j 0.00165296-0.00411521j 0.00203999+0.0030627j -0.00200464-0.00178735j 0.00100803-9.70627e-05j 1.17094e-05+0.000594441j -0.000995113-0.00154594j -0.00549116-0.00113348j -0.000989262+0.00142731j -0.000808138-0.000305705j 0.00276371+0.00659265j 0.00142967+0.00359614j -0.00073008+0.00296136j 0.00760784-0.00096759j 0.00231058-0.00306603j 0.00341787+0.000845642j -0.00184825-0.00109654j -0.00302118-0.00238296j 0.00138274-0.000210057j -0.0022111+0.0025141j -0.000396272-0.00331763j -0.00438933+0.0028329j 0.00266649-0.00142343j 0.00348821-0.00388491j 0.00342179+0.000394749j 0.000533695+0.000820616j -0.00176712+0.000505111j 0.000987797+0.000522843j -0.00135736-0.00193763j -0.00348067-0.00136218j -0.000912621-0.00164762j 0.000286335+0.000289073j -0.00438785+0.00598749j -0.000255368-0.00187555j -0.00314215+0.00122328j 0.00131177-0.00145867j 0.00538043+3.07627e-05j 0.00266315+0.0043413j -0.000809602-0.00280392j -0.00130268-0.0017022j -0.00296817-0.0063054j 0.00415573-0.000464134j 0.00253223+0.00703511j -0.0124952+3.75653e-05j 0.00452774-0.0102748j 0.00441939-0.0126504j -0.00638479-0.00394007j -0.00145672-0.00457077j 0.0160638-0.0059979j 0.0111913+0.00127787j 0.0102737+0.00787343j 0.00398994-0.00361252j 0.00199441+0.0103359j -0.00297143-0.00584083j 0.000989954+0.00724852j -0.000632165-0.000795637j -0.00691617+0.00121581j 0.00374481+0.0054989j 0.00640821-0.00198214j -0.0138962+0.0129187j -0.00286165+0.00786283j 0.00584361-0.00157445j 0.0121908-0.00255995j -0.00465718-0.00398222j -0.0067879-0.00210344j 0.00459711-0.00530842j -0.00493539-0.000605743j -0.0081344+0.000416248j 0.00062078+0.000725461j 0.000801909+0.000407706j -0.00171888-0.00313374j 0.00210672+0.00047287j 
-0.000787665-0.000987227j -0.00115046-0.000351372j 0.00163141-0.00182631j 0.00138111-0.00210261j 0.00232605+0.00353519j 0.00179817-0.0033806j -0.00383725+0.000615673j 0.00117854+0.000995649j -0.00133701+0.000302791j -0.00271444-0.00205933j 0.00123253+0.00290197j -0.000528167+0.000943019j -0.00268599+0.00341236j -0.00104109+0.000449791j 0.000702507-0.000563965j 0.000825758-0.00104076j -0.00232792-0.000661984j -0.00100015+0.00222822j -0.00205651+0.00147596j -0.00110337+0.00158565j -0.00292678-0.00349243j -5.26029e-05+0.00181271j 0.00253345-0.00388033j 0.0022626+0.000287518j -0.00146715+0.00300214j -0.00396232-0.0017756j 0.00148465-0.00490549j -0.0029823-0.0032704j -0.000143479-0.00200663j 0.00136513+0.000775387j -0.00391728+0.00230367j -1.27225e-05-0.00035071j 0.00224151-0.000687262j 0.000929073+0.00155881j 0.00185258+0.00172561j -0.00592554-0.0025384j -0.00359643+0.00220741j 0.00224281+0.00116903j 0.00214543+0.00379299j 0.000769165+0.00494341j -0.0046702-0.00470197j 0.00224328-0.00447053j 0.00203395+0.00238414j 0.00188519-0.0034056j 0.0016823+0.00169583j -0.00641612-0.00510326j -0.00121588-0.0039503j 0.0056077-0.00681299j 0.00380984+0.0057399j 0.00948716+0.00209338j 0.000886546+0.00192422j -0.0065432+0.00720762j 0.0048749-0.0018013j 0.00944695-0.0003022j 0.0065441-0.00824338j -0.000621497+0.000141244j 0.00176499-0.000695242j -0.00678156-0.0105531j -0.00574352+0.0062812j 0.00710434+0.00535089j 0.00442409-0.0036757j 0.00382961+0.00529063j 0.000556292-0.0129289j 0.00186853-0.00938734j 0.000679231+0.00179365j -0.00889622-0.00253524j 0.00120717-0.00871233j 0.00813836-0.00822577j -0.000404158-0.00128662j -0.00496214+0.0047075j 0.000410875+0.00119275j -0.0015901+0.000150052j 
