-0.17239-0.145289j -0.152311+0.176545j 0.166789+0.0727967j -0.065739+0.181459j 0.125278+0.0941777j -0.0795278-0.0374435j 0.167786-0.116448j 0.106771+0.174225j 0.00935553-0.0337887j -0.156145+0.181579j -0.117982-0.0511489j 0.00632411-0.0274765j -0.169729+0.0509438j 0.0109511+0.0821098j 0.0345247-0.0347373j 0.00439061+0.115363j -0.0178933+0.0711728j -0.246259-0.158115j -0.147366-0.0160106j 0.10055-0.0621334j 0.0593362+0.147142j -0.00538924+0.177095j -0.0218859-0.0745425j -0.0915025+0.111013j -0.0904522+0.0610951j -0.016985-0.0224225j -0.073803+0.247169j -0.227166-0.0336628j 0.152128+0.0622327j -0.0684158+0.17174j 0.268383-0.0870617j 0.0918598+0.275539j -0.0999746-0.0679862j -0.0739088+0.0949828j 0.029896+0.0516491j -0.0130163-0.00790662j 0.061296+0.0329178j -0.0399109+0.074402j 0.0530396+0.00362486j -0.00896435+0.0202832j 0.00117026+0.0178838j -0.00480874+0.00282122j -0.0202356-0.020724j 0.0327934+0.0128631j -0.0149815+0.00852622j -0.0153373+0.0239916j -0.00963723-0.00963727j 0.0207586-0.0208778j 0.00103076+0.00951541j 0.01645+0.00781835j -0.0131987+0.0176621j 0.0229805+0.0260833j -0.011271-0.0325528j -0.00737642-0.0191572j 0.0276944-0.0049276j -0.00996998-0.00724607j 0.0127293+0.00371861j 0.00834961+0.00917039j 0.0241104-0.0301278j -0.0115014+0.0128328j -0.0109081+0.0135975j -0.0283794-0.0172319j -0.0188722+0.0166501j -0.00581778-0.0153833j 0.000163689-0.00784989j -0.0289748+0.000169319j 0.00989875+0.025292j 0.00355404-0.00571975j 0.00141707-0.0266144j -0.0287866+0.00395911j 0.012045+0.0668556j -0.0656846+0.00949251j 
-0.00229865+0.0020185j -0.00338996+0.000144332j 0.00244909+0.000191702j -0.00031393-0.00151279j 0.00108007-0.00108712j -0.00180803+0.00133891j 0.000817568+0.00117435j -0.000744829-0.000290656j -0.000431144-0.00102691j 0.0024245+0.000254603j 0.00222988-0.000180328j 0.00103537-0.00321663j 0.00157643+0.00409106j 0.000926148+0.000156788j 0.000738485+0.00118739j -0.00145286-0.00194811j 0.0024929-0.00342413j 0.00386407-0.00671793j -0.000201186-0.000930222j 0.00233307-0.00447685j -0.00333066+0.000713992j 0.00471795-0.000219676j -0.0023504+0.00208664j 1.0354e-05+0.000877951j 0.00343884+6.62226e-05j -0.00120279+0.00154695j -0.0017383-0.00115635j -0.000902326+0.000832349j -0.00137288-0.00106662j -0.00119605+0.00156882j 0.0027053-5.76405e-05j 0.000176681-0.0019695j 0.00174306+0.00111391j 0.00327461-0.00153035j 0.00371173-0.000516708j -0.00134822-0.00256182j -0.001467+0.00465391j 0.00194451+0.00215481j -0.000203241+0.0022483j 0.00160219+0.00539774j -0.00184735+0.00472814j -0.00143474+0.00196972j 0.00267182+0.00214529j 0.00141156-0.000448838j 0.000315839+0.00528122j 0.00514576+0.00567013j 0.00018057+1.43622e-05j -0.00191967-1.36755e-05j 0.00625574-0.00631125j 0.000972563+0.000605817j -0.00514867-0.00126376j -0.00311249+0.000992721j 0.000407216-0.00082032j -0.00369751-0.00422813j 0.00106252-0.00278679j -0.00222858-0.00148242j -0.00188563+0.00267701j 0.0037291+0.00454431j 0.00100501+0.000833934j -0.00228905+0.00354008j 0.000298456-0.00100329j 0.00251784-9.10961e-05j -0.0012949+0.00356174j -0.000154439-0.00118375j 0.00268974-1.39653e-06j 0.000882263+0.00222181j -0.00335119+0.00319514j -0.00297164+0.000137365j -0.00159163-3.04789e-05j 0.00224377-0.00127879j 0.000165655-0.00145061j -0.000538734-0.0011665j 
0.000469006+0.00169433j 0.00055146+0.000406963j -0.00134515-0.000573865j -0.00177375+0.00396398j -0.00337992-0.00178504j -0.00183529+0.00266659j 0.00573576-0.00366362j -0.00238273-0.0044627j 0.00361025-0.00551786j -0.0041754-0.00373251j -0.0014442-0.000956597j -0.00555268-0.00410072j 0.000659105-0.000289473j 0.00238658+0.00115103j -0.00117108+0.000239364j -0.00302428+0.000847239j 0.00316825-0.00300527j -0.00379155+0.00408376j 0.00527388-0.00234816j -0.0011316-0.00034268j -0.00184587-0.00540643j -0.00113235-0.00144398j 0.00228912+0.00166747j -0.00193145+0.000103104j -0.00533197+0.00143341j 0.00131675-0.002399j 0.00233927-0.000173499j 0.00210187-0.00126644j 0.00056109+0.000914131j -0.000737679+0.00134433j -0.000179223-4.4199e-05j 0.00243873+0.000887391j -0.00116295-0.00104763j -0.000170666-0.00362598j -0.0015636+0.00161871j 0.0031687-0.000792559j -0.00193638-0.000780792j 0.00104159+0.0039146j -0.00192771+0.00295921j 0.00303174-0.0022394j 0.00401514+0.00812309j 0.000646426-0.0048028j -0.00180385+0.000182808j -0.00272941+0.00725166j 0.00510578-0.00308788j -0.00226873+2.41221e-05j -0.00191817-2.48188e-05j 0.00172416-0.00267417j 0.00192661-0.00268118j -0.00541055+0.00232314j 0.000341459-0.00357943j -0.00111531-0.00204181j 0.00181276+0.00116091j 0.000717807-0.00171347j 0.00243487-0.00447646j -0.000200412-0.000341497j 0.00277484+0.00214638j 0.00275016+0.000855926j -0.00258997+9.1084e-05j -0.00257764+0.00424092j -0.000279271-0.00155759j 0.00186219-0.000121125j 0.000370183+0.00285673j -0.000878891-0.000135776j -0.00490794+0.00393641j -0.001725-0.00306785j 0.00177719-0.00203119j 0.000860207+0.000497149j -0.00052285-0.000303921j -0.00356363+0.00210052j 0.000195899-0.000761891j -0.000763474+0.000665894j 
0.00263857-0.00322141j 0.000942337+0.0054697j -0.00247633+0.0017506j 0.00399556-0.00041288j 0.00152581-0.000716208j -0.00351626-0.00140553j -0.00327678+0.00633949j 0.00330565+0.00136575j 0.00645667-0.00648367j 0.00297281-0.00208339j -0.00378887+0.00251354j 0.00329305-0.00209119j 0.00192242-0.000613824j 0.00213071+0.000235252j -0.00138652-0.00448156j 0.0013477-0.00383341j -0.0032494+0.000827484j -0.00113617+0.00388483j 0.00283157+0.00108662j -0.00310107+0.00562873j -9.99255e-05+0.000644194j -0.00150498-0.000663602j 0.00523931+0.000577115j 0.00244278-0.000133436j -0.000526468-0.00438684j 0.00116932-7.08537e-05j -0.000954203-0.00272729j 0.00064502+0.00265767j -0.00110342+0.00275007j 0.00252984-0.00242728j 0.00200638+0.00289591j -0.00069157-0.00212266j 0.00186416+0.00411344j -0.00550673+0.00578563j -0.00837881+0.000978486j 0.00428753+0.00352586j 0.00197816-0.0127709j -0.00635745+0.000385257j -0.00133284-0.00148973j 0.00614775+0.0024517j -0.00342094-0.00328618j 0.0110269-0.000753121j 0.00216097+0.00136324j 0.00624485+0.00209628j -0.00519612-0.00812298j -0.00447237-0.00806767j 0.00302699-0.00940838j 0.00272518-0.000305411j -0.00688339+0.00232738j -0.00254317+0.00487706j -5.24359e-05-0.00318068j -0.00178797-0.00695654j -0.000971334-0.00493125j -0.00695665+0.000483466j 0.00225215-0.00114891j -0.0020581-0.00020147j 0.00163451+0.00017852j -0.00353356+0.00301923j 0.00209672+0.000710763j 0.00135619+0.0005091j -0.00113435-0.00349104j -0.00434103+0.00719885j -0.00165211-0.00216504j -0.000946146-0.00231174j -0.00106197-0.00255004j -0.000658085-0.000388085j 0.00218412-0.00147726j 0.000105758-0.000232722j 0.00359797+0.00160015j 9.44708e-06+0.00295771j -0.000351946+0.000246188j -0.0016827+0.00145947j 
-0.00133606+0.00287071j 0.000696945+0.0021229j -0.00257293+0.00142305j 0.00274159+0.001032j -0.00135145-0.00284904j -0.00231261+0.002897j 0.00460085+0.00103806j -0.00223424-0.00393698j 0.00219035-0.00201781j 0.00101395-0.00279804j 0.00384074-0.0025248j -0.00286026-0.0072142j 0.00221987-0.00118211j 0.00164164+0.00238917j -0.000883782-0.00158467j -0.00121998+0.00108194j -0.00202487-0.00121264j 0.000851704-0.000364116j 0.00339264+0.00207269j -0.00271845+0.000407752j 0.00102051+0.00034604j -0.00214559+0.000814716j 0.00405362+0.00142574j 0.000566984-0.00103608j -0.00174671-0.000526366j -0.000300844-0.000806952j 0.00176646-0.00231279j 0.0008846+0.000125567j -0.00193721-0.000442036j -0.000526742+0.00177899j 0.00223022+0.0019188j 0.00141246-0.00268102j 0.00168939+0.0027473j -0.0036024+0.0012036j 0.00080605-0.00372063j -0.00296974+0.00153115j 0.00327392-0.00157823j 0.00105259-0.00310136j 0.000725135-0.00283688j -0.00143552-0.00382056j 0.00109608-0.00543874j 0.00189046+0.00144463j -0.00336561+0.000179378j -0.00567575-0.00234051j -0.00401061-0.00077536j -0.00123986-0.00303133j 0.00193796-0.00561242j -0.00213853-0.000173539j 0.000750984-0.000518015j 0.00308926-0.00107848j 0.00159258+0.0037102j 0.00236826+0.00258501j -0.00143341-0.00309048j 0.00410577+0.00031975j -0.00315856+0.00109425j -0.00104876-0.00215594j -0.000556195-0.000533297j -0.00186602-0.00187023j -0.00396325-0.000450749j 0.000523835-0.00075568j 0.00126078-0.00212556j 0.000487309-0.00132168j -0.000263532-0.00157286j -0.000203758-0.000352451j 0.000117373-0.00277022j -0.00145647+0.00026483j 0.000722731-0.00037496j 0.00175006-0.000868138j 0.00335159+4.95819e-05j 0.00164538-0.000810837j -0.000584484+0.000743052j -0.000914104-0.000739168j 
0.00201317+0.00162571j 0.000350146-0.00301605j 6.87857e-05-0.00309808j -0.00180597+0.000284374j -0.00286952+0.000138224j 0.000332278+0.00105792j 0.00214349-0.0010581j -0.000776485-0.00135846j 0.00453664-0.000142284j -0.00242567-0.00023461j -0.00360907-0.00394438j -0.000241793-0.000978175j -0.00067502-0.000465702j 0.00236302+0.000674807j 0.000127639+0.00221428j 0.00293854-0.00170742j -0.00145651+0.00137974j -0.00195125+0.00322472j 0.00213125-0.000239593j -0.00108265+0.00306546j -0.00121641-0.00255667j -0.00327351-4.96147e-05j 0.000249189+0.000692511j 0.00145609-0.000272452j -0.000398184+0.0001855j 0.00253279-0.000796428j 0.00211593+0.00158597j 0.00210501+0.000352535j 0.00169392+6.66699e-05j -0.00210875-0.00120246j -0.000797143-0.000682406j 0.00261149-0.000789881j -0.00313777-0.00420003j 0.000957138-0.00223934j 0.00437963+0.00138211j -0.00107693-0.00551829j -0.00531003+0.00520244j 0.00438264+0.000893542j -0.00341193+0.000808569j -0.00451928+0.00389323j -0.00457942-0.000483369j -0.00196124+0.0017173j 0.000247987-0.000557343j -0.00550067-0.000825652j 0.00258059+0.00143778j 0.0023163-0.00442385j 0.00019966+0.00276398j -0.00357213-0.000171682j -0.00264406+0.00422133j -0.00797666-0.0019813j 0.00330699+0.00115j -0.000431645-0.0016336j -0.00136088+0.0009358j -0.001167-0.00121615j 0.000224727+0.00181705j -0.00135487+0.00214193j -0.00213601+0.0025603j 6.42991e-05+0.0034409j -0.00224405-0.00144281j -0.000240759+0.00134397j 0.00281046+0.000521266j 0.00229036+0.000148231j -0.00143144+0.00111522j 0.00456741-0.00148929j -0.00196151+0.00146146j -0.00216779-5.2657e-06j -0.00238383+0.000821065j -0.00184094+0.000363931j 0.00197479+0.00231055j 0.00175161+0.000569506j -0.00065105-0.00258688j 0.00083952-0.000632855j 
-0.00135912-0.00583512j 0.00036836+0.00237699j 0.00380805+0.00404542j 0.000702401-0.00362298j -0.00074508+0.0019376j 0.00544749+1.52044e-05j -0.00373094-0.00269335j 0.00208163+0.00316468j -0.000854925-0.00185431j 0.00334599-0.00374163j 0.00044672+0.00236352j 0.000238399+0.0014781j 0.00301642+0.00168811j 3.83117e-05+0.000724523j -0.00128227-0.00169891j -0.00375478-0.000609262j 0.00241901-0.00486764j -0.00101525+0.00100864j -0.000860122-0.0014502j 0.000543761-0.00387155j 0.000663241-0.00475802j 0.00205751-0.00381968j 0.000982646-0.00193487j -0.000368372+0.00479618j -0.00364557+0.00120722j -0.00398669-0.000273123j -0.00219837-0.00196604j 0.000335395-0.00102641j -0.000425644-0.000807709j 0.0019038-0.00110362j -0.00032445+0.000590495j -0.00390938+0.000361123j 0.00671845-0.000157529j 0.00310077+0.00475835j -0.00629922-0.000455068j -0.000114673+0.0016109j 0.002216-0.00592481j -0.00272356+0.00150296j 0.00412707+0.0029531j 0.00724717+0.000165079j 0.00556288-0.00391827j 0.00583034+0.00254463j -0.00816765+0.000595824j 0.00283253-4.28169e-05j -0.00139757-8.19912e-05j 0.00727174+0.00253236j 0.00464373+0.00242697j 0.00565736+0.00167889j 0.00397424-0.0106474j 0.0117542-0.00210324j -0.00122354+0.000790003j -0.00365392-0.000800538j 0.0050283-0.000807039j 0.00730564+0.00317551j 0.00350944-0.00236471j 0.00111345+0.000455023j -0.0019867-0.00308333j -0.00122138-0.00475654j 0.00436738-0.00215363j -0.0017194+0.00113333j -0.000459233-0.00546285j -0.00097718-0.000795183j 0.00283303+0.00145947j -0.00349798+0.00189896j 0.00354679-0.00242559j 0.00657899+0.000884758j -0.00318277+0.0043377j -0.000190203-0.000267794j -0.000485031-0.00236384j 0.00153823-0.00123687j -0.000392908+0.00165152j -0.00065718-0.0011093j 
0.00394043+0.00301103j -0.00189978+0.0090094j -0.00345882+0.00348972j 0.00261894+0.00289315j -0.000466612-0.0012073j 0.00136372+0.00360491j -0.000534903-0.000507037j -0.000733829-0.00283137j -0.00109318-0.0063138j 0.00278252-0.00586779j 0.00668416+0.00451833j 0.000687544-0.00307987j 0.000773783-0.00413512j -0.00212258+0.000332198j 4.28815e-05-0.00554386j -0.00102794+0.00344913j -0.000140721-0.00105364j 0.00111796+0.000100766j -0.000295388+0.00109294j -0.000162939-0.000289714j 0.00343439+0.00228295j 0.00319469+0.000878704j 0.00222756+0.000168715j -0.00146961-0.00149204j 0.00193399-0.0020298j -0.00299067-6.56498e-05j 9.05552e-05-0.00375594j -0.00346684-0.000575896j -0.0050935+0.0013111j 0.000216395+0.000534953j 0.00259916+0.00133396j -0.00131914+0.00091673j -0.00159324+0.00793979j -0.00698055-0.00153476j 0.00404483-0.00477656j -0.00870966+0.000818355j 0.00239195+0.00450584j 0.00153283-0.00476737j -0.00448159-0.00521288j -5.46017e-05-0.00130579j -0.00110469-0.00131743j 0.000417007-0.000747914j 0.00471859+0.00355302j -0.00232846+0.000337997j -0.00326096+0.000538114j -0.00465058+0.00372991j -0.0032743-0.00609309j -0.00592843+0.000614494j 0.00114294-0.000954796j 0.00229501+0.0012582j -0.000713819+0.00314144j 0.00370527+0.00401061j -0.00303512-0.00465729j -0.00355756-0.000722465j -0.00198134+0.00121283j -1.06093e-06-0.00244046j 2.44676e-05+0.00527089j -0.00162942-0.000216655j -0.0013468-0.00107687j -0.000423257-0.00127977j 0.00024268-0.000601244j -0.00198598+0.00075852j 0.000913768-0.00145835j -0.00120246-0.00151825j 0.000529712-0.0023332j 0.000573154+0.00161192j 0.000254361-0.00150287j -0.00055684-0.000753506j 0.0017763+0.00053619j 8.32876e-05+0.000673236j -0.000327477-0.000717885j -0.000900503+0.00141859j 
0.00281939+0.00351058j 0.00214251+0.00332906j -0.00512715-0.00056006j 0.00442417+0.00398838j -0.000498756+0.00176493j -0.00145575-0.00189684j 0.00201614+0.00216133j -0.00211577-0.00268067j -0.000277114-0.000653883j -0.000977492+6.89721e-05j 0.0014717-0.000960962j -0.00107917-0.000337204j 0.000308667-0.00107918j 0.000976275-0.000604969j -0.00137833+0.00142045j -0.000267009+0.00100046j 0.000884408-0.00258301j 0.000386681-0.000239169j 0.0011704-0.000661921j -0.00115966+0.000242454j -0.00250286-0.00110994j -0.000791377-0.000555623j -2.91992e-05+0.00364243j -0.000348972-0.00129328j 0.00184127-0.000405273j 0.00240433+0.000821861j 0.00280935-0.00160091j -0.00198507+0.00085906j -0.0032658-0.000928605j -0.00105734-0.00180109j 0.00228733+0.00252268j 0.00178613-0.00283176j -0.0032915+0.00426262j -0.0116276-0.00149624j 0.00338962-0.00627691j -0.00421519+0.00215278j -0.00381904+0.00144842j 0.00381916-0.00433112j -0.000456481-0.00147172j 0.00277334-0.00571868j 0.00539202-0.00126112j 0.00580444-0.0103696j -0.000841318+0.00485452j -0.00910504+0.00384629j -0.00280387+0.00256402j -0.00774147+3.73622e-05j -0.00152864-0.00422077j -0.00131664+0.00274116j -0.000758401-0.00583726j 0.00756925-0.00745498j -0.000716299+0.00237932j 0.00610646+0.00352129j -0.00488536-0.00239884j 0.00639056+0.000782571j -0.00236053+0.001534j 0.00256957-0.00155378j 0.00349131+0.00253931j 0.000207435-0.0064749j -0.00147552-0.00412454j -0.0026654-0.00271588j -0.000187072-0.0018037j 0.0016871+0.000381145j 0.00167049-1.05954e-05j -0.000890937+0.000108828j 0.00112005-0.00440633j -0.00275722+0.00586192j -0.000809199+0.00123871j -0.000936366+0.000421977j 0.00472825+0.00289437j 0.00395191-0.00157896j 0.000240494-0.00159136j 0.000431462+0.000573684j 
-3.46528e-05-0.00395001j 0.00438446-0.000430184j 0.000217359-0.000225243j -0.000391577-0.00171535j 0.00402031+0.000381452j -0.00501864-0.000387112j 6.43564e-05+0.0061277j 0.000403845+0.000239418j -0.00411351-0.000485294j 0.00020725+0.00470949j -0.00623789+0.00547757j -0.000123066+0.00385104j 0.000263555-0.0024769j -0.00289861+0.00165873j 0.00190297+0.00278454j -0.00176823+0.00488893j 0.000360582-0.00413589j -0.00275773+0.00422258j -0.0010865-0.00487318j 0.00228283+0.00346765j 0.00129172+0.00219653j 0.0015331+0.00284891j 0.00121802-0.00137283j 0.0015497-0.00441582j 0.00561425-0.000788376j 0.0064464-4.34016e-05j -0.00421316-0.000830218j 0.00119656+0.000750783j 0.000294783-9.22294e-05j 0.00189569-0.00173566j -0.00134787+0.00188273j 0.000960755+0.000824645j 0.00308465+0.000927654j 0.00108355+0.00547856j -0.00422101+0.00389197j 0.000125042-0.000268509j -0.00176622-0.00653616j -0.00230763+0.00221495j 0.000821589+0.00302205j 0.00679278-0.000549291j 0.00371621-0.000842023j 0.00581852-0.00155906j -0.00407224+0.00135932j 0.00112167-0.000224344j -0.000967611-0.002077j 0.000125889-0.00190526j 0.00413146-0.00516867j 0.00314599-0.000754917j 0.00276797-0.00320492j 0.00147938+0.000887041j 0.00149393-0.00056413j -0.0024424-0.000140077j 0.00404409-0.00176557j 0.00481169+0.00105763j 0.00493293-0.00469423j -0.00327988-0.000483581j -0.00114945-0.0014176j -0.00199905-0.00173986j -0.00178265-0.00218025j -0.000551204+0.00358336j -4.52979e-05-0.00695316j 0.000686543-0.00182617j -0.00044401+0.00271088j -0.00161799-0.000229464j -0.00329833+0.00195503j 0.00263819-0.00246335j -0.000642455-0.00294808j 0.00024812+0.000579206j 0.000899603-0.000746146j -0.00166758+5.42248e-05j 0.00110375+0.000447471j 8.9847e-05+0.00129376j 
0.00283502+0.00794932j -0.00502067-0.00170958j -0.00367847-0.0078473j -0.00650026+0.0024382j -0.00146699-0.00132358j -0.00504267+0.00266907j 0.00215497-0.000565997j -0.00078399-0.000372827j -0.00283028-0.0045467j -0.000476195-0.00212096j 0.00161794+0.00305841j -0.00143721-0.0037705j 0.00134664+0.000143719j -0.00149098+0.00186582j -6.79451e-05-0.000369775j -0.00128183+0.00190852j -0.00204294+1.39495e-05j -8.06389e-05-0.000725085j 0.00270151+0.000565701j -0.00151809-0.000714846j 0.000972586+0.00293235j -0.000571597+0.000464013j 0.00271862-0.00130758j 0.00194342-0.00195776j 0.000197516-0.000638273j 0.00051784+0.000574695j 0.00327793+0.00137866j 0.00213327+0.000563647j 0.00100447+0.00534404j -0.00207862+0.000876445j -0.000685125-0.00179735j 0.00133895+0.00339469j -0.0111657-0.00351437j 0.00629042-0.0101879j 0.00597351-0.00281841j 0.00382827+0.000369452j 0.00329187+0.00849914j 0.000678294-0.00249365j 0.00530784+0.00172988j 0.00152203-0.00201574j -0.000455073+0.00957109j -0.00884535-0.00695751j 0.00639263-0.000155533j 0.00152014+0.00469888j 0.00558784+0.00647021j -0.0020685+0.00172328j -0.00096481+0.00969691j 0.000994397+0.00249554j -0.0021128+0.00642074j -0.00725459-0.00265j -0.00222138-0.00494095j 0.00400043+0.0022308j -0.00139395+0.00405451j 0.002752-0.00306257j 0.00153842+0.00332601j 5.38913e-05+0.001048j -0.00408578-0.00198793j 0.00483472-0.00102656j 0.000200931+0.0015402j 0.000178247-0.00295093j 0.000473194+0.00539407j 0.00494454-0.00347785j 0.00412772+0.000806294j -0.00133232-0.00202082j -0.000749934+0.00404489j 0.000409715-0.00252908j 0.00699215-0.00217693j -0.00200986+0.00121355j -0.00297863+0.00130458j -0.00621503+0.00519346j 4.53614e-05-0.00143617j 0.000516556+0.00177164j 
-0.00278843+0.00193823j -0.00605964-0.00282771j 0.00708651+0.000876219j 0.000955889-0.00508495j 0.00173942-0.00231746j -0.0037001+8.68706e-05j 0.000150526+0.00218409j -0.00528142-0.0050039j -0.00072648-0.00362844j -0.00300249+0.00256805j 0.00372035-0.00235315j 0.00273617+0.000617101j -0.00179938-0.00282461j 0.000194768+0.000932978j -0.00118044-0.000854821j 0.00409485-0.000535996j 0.0010225+0.000942056j 0.00168995+0.00151322j -0.000753958+0.000444784j 0.000148728+0.00172033j -0.00373882-0.00175973j -0.000202388+0.00201805j -0.00108589+0.00378287j -0.000720449-0.000988514j 0.00477215+5.69554e-05j 0.00240467+0.00286769j -0.000766564-0.00137035j -0.000393255+0.00501141j -0.00142032+0.00282338j 0.00198206+0.00355653j 0.00154846-0.0076248j -0.00350604-0.00592481j 0.00360654-0.0065488j 0.00519221+0.00700217j -0.00192431+0.00518381j 0.000321575-0.00105985j -0.00355426+0.00264644j 0.00299933+3.67171e-05j 0.00114411+0.00543544j -0.00121141+0.00255312j 0.0062327-0.00281685j -0.00252091+0.00470797j -0.00808008-0.00751086j -0.00127276-0.00395114j 0.000682724-0.00687203j 0.00512368-0.0046035j 0.00360075+0.0040883j 0.00510262-0.00189892j 0.00409262+0.00399007j 0.000107175+0.00669329j -0.00102082+0.0014132j -0.00604124-0.00264134j 0.00124828+0.00234844j 0.0011569-0.00118564j 0.00306724-0.00186902j 0.00246658+0.0108182j -0.000568082-0.00040535j -0.000607132+0.00219492j -0.00161505+0.0025352j 0.000404148+0.00341306j 0.00101916-0.00228997j 0.000697531-0.00410645j -0.00217709-0.00088014j 0.00253607+0.00399111j -0.00186516+0.0034793j -0.00120507-0.00392048j -0.00570068+0.000814846j 0.00146695+0.00138326j -0.00173044+0.00225293j 0.00333788-0.00362192j -0.00117629-0.00186952j 0.000769102+0.000179937j 
-0.00233495+0.00562629j -0.00101022-0.00362329j -0.00199431-0.000570242j 0.0022256+0.0011907j -0.000667857-0.00082128j 0.00356763-0.0010251j 9.53147e-05-0.00334521j -0.00352434-0.000227088j -0.00322748+0.00148762j -0.00240234-0.00370057j 0.000752878-0.00394336j -0.00272672-0.00162818j -0.00355483-0.00274315j -0.00097098-0.00110099j 0.00251392+0.00237095j 0.0011881-9.54939e-05j 0.000350254+0.00039829j -0.00168343+0.000873125j -0.00201788+2.16772e-05j 0.000654781-0.00017737j 0.000554332-0.000617238j -0.00204781+1.66593e-05j -0.00141659+0.00313944j -0.000274407-0.00110127j -0.0012982+0.0021559j -0.00200736-0.00168869j 0.00423616-0.000845084j -0.000161253-0.00212605j 0.00107204-0.000303495j -0.00353301+0.00165595j 0.000536076-0.00022472j 0.00310992-0.000838934j -0.00485626-0.00211913j -0.000782352-0.0014277j 0.000670009+0.00148401j 0.00397383-0.00432489j -0.00650038-0.000251787j 0.0016032+0.000824894j 8.30321e-05-0.00109738j 0.000818768+0.000305303j -0.000345486+0.00192258j 0.00201205-0.00352956j 0.000191622+0.000387507j -0.00180632+0.00214748j -0.000703736+0.000369273j 0.000853798-0.00133458j 0.00134183+0.000573853j 0.00166303+0.00157777j -0.00143085-0.0017783j -0.00148678-0.00263031j 0.00103989-0.00251162j -0.00154064-0.00159889j -0.00022548-0.000110278j 0.00221197-0.000366971j 0.000345091-0.00267535j 0.00168917+0.000914938j 0.000136334+0.000996775j 0.00147133-0.000541432j 0.00227802-0.00126151j -0.000713788+0.000366411j 0.000831231+0.000361635j 0.000781035+0.00161064j 0.00266074+0.0001855j 0.00065725-0.00140967j -0.000502196+0.000540846j -0.00082121+0.00176832j -0.000734432-0.00018752j 8.63238e-05+0.001063j 0.00130155+0.000602464j -0.000426925+0.000777157j 0.00080531-0.00172262j 1.57003e-05-2.21317e-06j 
-0.0101329-0.00899936j 0.00638338-0.00806048j 0.00246708+0.00302336j 0.000984028-0.000524504j 0.00103577+0.000917281j 0.0045596-0.00243654j -0.000327932-0.00362914j 0.00163528+0.00445206j -0.00117132+0.00813322j -0.00108927+0.00145272j -0.00655805-0.00364178j -0.00495313+0.000110132j -0.00182412+0.00371201j 0.000752642+9.83606e-05j 0.00413393+0.00276726j -0.00288435-0.00202726j -0.00170731+0.00047489j -0.00319696-0.00047642j -0.00219468-0.00119947j 0.000791736-0.000194994j 0.00147767+0.00124429j -0.00258407+0.00093344j 0.000274878-0.00290729j 0.00198728+0.000809923j -0.00567731+0.00187264j -0.000335104-0.00384131j -0.00209762+0.000664324j 0.00298983-0.0030012j 0.00460669-0.00431374j -0.000581295+0.00571064j 0.00208734+0.00345551j 0.00386284-0.00360969j 0.00926417+0.000874585j 0.00683186+0.00620218j -0.0055027+0.00142894j 0.0009636+6.53963e-05j 0.00299826-0.000103462j 0.00218105+0.00328541j 0.000910682+0.00124636j 0.00394228+0.00104415j 0.00408002-0.000876446j 0.00302521+0.000791905j -0.00601867-0.00343828j -0.00213703+0.00092563j -0.00515753-0.00649178j -0.000903002-0.000288176j -0.00240003-0.00389592j 0.00465492-0.00411465j 0.00271893-0.00120687j 0.00202037+0.00647208j -0.00148739+0.00239954j -0.00431719-0.00126617j -0.00329434-0.00482404j -0.0015209-0.00423695j 0.00322532-0.00253834j -0.00153596+0.0042587j 6.23547e-06+0.000897582j -0.00179575+0.00296957j 0.000856133+0.00154087j 6.88296e-05+0.00430214j -0.00104543-0.00414316j -0.00116099-0.00154702j -0.000861991+9.44512e-05j -0.00188923+0.00106135j -0.00102233-0.00206744j 0.000978064-0.00606261j 0.000434741+0.00213396j -0.000821003-0.001001j -0.00152798-0.000862066j -0.00127061+0.0016253j -0.000332076+0.000970993j -0.00180498-0.000664981j 
