-0.043134+5.55112e-17j -0.0477286-0.000192786j -0.0305104-0.000168927j 0.0374002-0.00222674j 0.0101232+8.73931e-05j 0.0343355+0.00113227j 0.0357133-0.0028577j 0.022802-0.000221989j -0.00330826-0.00168354j 0.0123003+1.57008e-05j -0.016755+0.00225279j 0.0404321-0.00136524j 0.00702158-0.000471337j -0.00513424-0.000940979j -0.000410017+0.000717307j -0.0135268+0.00173618j 0.0237329+5.53883e-05j -0.00363646-0.000118886j -0.0132009+0.00147787j -0.00766013+0.000686858j 0.00327915-0.000276518j -0.0200312-0.00131742j 0.00352613-0.000156974j 0.0188569-0.000890185j 0.00492837-0.0016599j 0.00446778-3.85211e-05j 0.0165018+0.000493702j 0.0225283+0.00116212j -0.0113824-0.000286007j 0.00104589-0.00188927j -0.0265888+0.001655j 0.00411972+0.000921985j 0.0408235+0.000802171j -0.0110734-0.00394189j 0.0354289-0.00165608j -0.00382015+0.00119701j 0.0371512+0.00482317j -0.0688475+0.0028509j 0.204967-0.00205951j -0.102752+0.00501183j -0.458727+0.00930896j 0.065598+0.0197323j 0.139743+0.000470682j 0.00549857-0.0100394j -0.00964578-0.00301362j -0.0560649-0.000970385j -0.0229042+0.0076422j 0.0618434+0.00240527j 0.00826818+0.00235353j 0.0103691-0.000777887j -0.0135921-0.00352768j -0.0540802+0.00294343j -0.0177859-0.00128268j 0.0133913+0.00436217j -0.0125649-0.000399719j 0.0062245+0.00116152j -0.0207077-0.000802972j 0.0424248-0.000947552j -0.00387562-0.000789843j 0.0210435-7.20104e-05j 0.00943401-0.00383691j -0.00547561-0.00144514j 0.0160735+0.00197028j 0.0135185-0.000347911j -0.000591034+7.95371e-05j 0.00925516+3.66597e-05j 0.014288-0.00133939j -0.00371637+7.44646e-05j -0.00166048-0.00326185j -0.0143909-0.00151669j 0.0143887+2.59964e-05j 0.0167629-0.00365177j -0.013273+0.00175808j 0.0141952+0.00042293j -0.00357865-0.000276043j 0.0166619+0.00112581j -0.00708058-0.00108195j 0.00104839-0.00255326j -0.0148648+0.0029512j 0.0117668-0.00151857j -0.0089643-0.00372712j 0.0170433-0.000717098j 0.00362398+0.00584802j -0.0295746-0.000712449j -0.017337+0.000721831j 0.0147985-0.00657618j 0.0329022+0.0017166j -0.0342788+0.00644718j -0.0206747-0.0166077j -0.0884846+0.00219467j -0.00127421-0.0200119j -0.100823-0.00913327j 
0.0188569+0.000890185j 0.0136081-0.00114407j -0.0030967-0.0024699j -0.0173258+0.00128467j -0.0509338-0.000593042j -0.0302035-0.000271424j -0.0161851-0.0011059j -0.0679862+0.00182935j -0.00648505-0.00105473j -0.0251523+0.000533782j -0.0197822-0.00119051j -0.0805319-0.000668423j 0.0510745-0.000878206j 0.153355-0.000819753j -0.273001+0.000118983j 0.0377993-0.000198321j -0.778254-0.00180273j 0.0999362-7.26519e-05j -0.158722-0.000323734j 0.211264+0.000632719j -0.0331166+0.000694113j -0.175725+7.92808e-05j 0.0727581+0.000257964j -0.0478442-1.68214e-15j -0.0520734+0.00105234j 0.0916108-0.00130315j 0.0699859+0.000576551j 0.0833952-0.000259033j -0.0139068+0.000581704j -0.0149262-0.00103516j -0.0509561-0.000646591j 0.0124126-0.000140638j 0.00172513+0.000218812j -0.0492007+0.000531237j 0.0442109+5.57187e-05j 0.0444309+0.00104349j 0.0321852+0.000171107j -0.0545162-0.000731194j 0.0905745+0.00253796j -0.0619977+0.000797256j -0.0438132-0.00136455j 0.0621704-0.00255839j 0.015331-0.00241587j -0.027536+0.00103425j 0.0244617-0.00107618j -0.0081175-0.00280487j -0.014847-0.00364487j -0.037447-0.00133637j 0.00516866-0.00460738j -0.0105867-0.000723069j -0.0148231-0.00341223j -0.0204739+0.00234414j 0.0305599+0.00266628j -0.0727021-0.00264039j 0.0180356-0.00293358j -0.07583+0.00673236j 0.0612065-0.00735046j -0.0102775+0.00189248j 0.0688662+0.000348182j -0.112952+0.0049584j 0.027728+0.000934831j 0.122393-0.00269092j -0.0208328-0.00182813j 0.00493483+0.00177522j -0.018328-0.00511983j 0.0165625-0.0010063j 0.0489372+0.0031187j -0.00496287-0.00149817j 0.00885845+0.00360096j 0.00193119+0.000960597j -0.0027276-0.00943821j -0.00612252+0.0053617j -0.00534634-0.00306337j 0.00585005-0.00244156j 0.00111384+0.00216659j 0.00105136+0.00211001j -0.00338656-0.00396012j -0.0061936-0.000742392j -0.00147109-0.00285805j 0.00100492-0.00101098j -0.00713736+0.000250629j 0.00354267+0.00287244j 0.00754731+0.000366404j -0.00383589+0.00259573j -0.00217759-0.000784494j -0.000881192-0.00269043j 0.00835081+0.00180288j 0.00262229-0.000685087j 0.00107735-0.00042806j -0.0127212+0.000394565j -0.0031548-0.000500094j -0.00416947+0.000930605j 
0.00492837+0.0016599j 0.00748132-0.00156793j 0.0494545+0.00155721j 0.0363025-0.00277592j -0.0197047-0.000389633j -0.0651985-0.00266448j 0.096811-0.00254122j -0.0416453-0.00171433j 0.122995+9.77888e-05j 0.0722666+0.000379646j -0.120942-0.00128362j 0.163494+0.000100294j 0.00645387+0.000250226j 0.350179+0.000626242j -0.319466-0.000644158j -0.593976-0.00198568j 0.113199+0.00112456j -0.103444+0.00012928j 0.234464-0.000215036j 0.0668993+0.000341455j -0.0984158-0.000609868j -0.103606-8.62029e-05j -0.0602455+0.000218559j -0.0520734-0.00105234j -0.195688-6.28673e-14j -0.0253681+0.000989286j -0.0172485-0.000259203j 0.0878737-0.00041281j -0.0538598-0.000185728j -0.024741+0.000358232j 0.0911399-0.000316476j 0.00767612-0.000574637j 0.00992969-0.00064498j -0.0807229-0.000334385j -0.0185975+9.02209e-05j 0.03393-6.80762e-05j 0.030891+0.00101281j 0.0439341+0.000231843j -0.0220864+0.000350396j 0.0629533+0.000169429j 0.0815385+0.00154009j 0.0853307-0.000123445j -0.0323688+0.00507187j 0.0451662-0.000394042j 0.0050389+0.00229923j 0.0472259-0.00753759j -0.0717108-0.00105658j -0.0131889+0.00940162j -0.0212503-0.00289674j -0.0602035+0.00353148j 0.0149657-0.00306204j -0.0551739+0.00129228j 0.0060718-0.00101571j 0.00966189+0.00246827j 0.0161107+0.00130062j -0.0677917+0.00498853j -0.0204816-0.000368499j 0.213804-0.00727324j 0.0400252-0.00202413j 0.0898496-0.00313206j -0.0180671-0.00137909j -0.0509301+0.00369633j -0.0134944-1.91941e-05j -0.0465218-0.00803255j 0.0064739+0.00344846j -0.012599+0.00520726j 0.0370089+0.011791j -0.0116468-0.00528148j -0.0057888-0.00081473j 0.00675085+0.000274808j 0.00533284+0.00542736j -0.0109003-0.000366021j -0.00738475+0.00225523j 0.00205556+0.00157134j 0.00861787-0.00249066j 0.000745645+0.000723629j -0.00266065-0.00306917j -0.00427298-0.00541452j 0.00271413+0.00166249j 0.00527935+0.00514332j -0.0108157+0.00435357j -0.00554385-0.000200086j 0.000567026+0.00376867j 0.0124641+0.00226461j -0.00833974-0.0019281j -0.0150019+0.00403414j -0.0045706+0.00189521j 0.00911418-0.00180824j 0.0131099-0.000392044j 0.00723334-0.00248452j -0.00293907+0.0010016j 0.00197345+0.000285619j 
0.00446778+3.85211e-05j 0.00324442-9.52129e-05j -0.00281581+0.00127j -0.00587322+0.00043034j 0.028901+0.00125341j -0.0238551-4.2017e-05j 0.00480096+0.00118428j 0.0666192-0.00102368j 0.0357294+0.00142183j 0.00133962-0.00095567j -0.00296068+0.00125054j -0.0816151+0.00119282j -0.0931499-0.000573849j -0.128896+0.000137614j 0.67336-7.7217e-05j -0.50805+0.000201187j -0.335218-0.000638777j 0.0144566+0.000614997j 0.0226812+0.000219515j -0.0674088-0.000127928j 0.020624+0.000640778j -0.0719587+0.000323893j -0.045505-0.00131333j 0.0916108+0.00130315j -0.0253681-0.000989286j -0.0105309+3.81668e-14j -0.0446476-0.00105917j 0.00364858-0.000581765j -0.0313505-0.000172195j 0.0221739+0.00137695j 0.0186625+0.000546874j -0.00751623+0.00047422j 0.0433796+0.00106197j -0.0357415-0.000870279j 0.00750516+0.000402845j -0.0449274-0.000820281j 0.0184099-0.000330095j 0.0389085+0.0012072j -0.0120443-0.000226353j -0.0214968-0.000470565j -0.0156342-8.13374e-05j -0.00298104-0.000517492j 6.23717e-05-0.000354185j -0.00851305-0.000449376j -0.0131739+0.00266167j 0.0336886+0.000781038j 0.0185542+0.000882185j 0.0497031+0.000889216j 0.00756809+0.00670774j -0.00372865+0.000511472j 0.0291683+0.00421561j 0.0436791-0.00156781j -0.102193-0.00854886j 0.0310842-0.00759393j 0.0532351+0.00707997j 0.0140316-0.00400351j 0.100357-0.00883464j 0.0189939-0.00226375j -0.025356+0.00557118j -0.0458205+0.0030748j 0.0658148+0.000738383j -0.125435+0.000825824j -0.043892-0.00401411j 0.0289087+0.00296402j -0.00305242+0.00222125j 0.0144065-0.00451907j -0.0112996-0.00258318j -0.0155789+0.00118268j 0.00350433-0.00563641j -1.5799e-05-0.00324398j 0.00534558+0.00436056j 0.00587259+0.00137955j 0.00696029+0.00250056j -0.00909047+0.00197293j 0.00475645-0.00259283j -0.000940347-0.00447104j -0.00217809+0.000803226j -0.00269292+0.00451182j 0.000446013+0.00306858j 0.00799047-0.000466085j -0.00331358-0.00168837j 0.00356011-0.00434961j -0.00259526-0.00071184j 0.00072239-0.00162154j -0.00544941+0.000486161j -0.00535412+0.00238413j -2.44926e-05-0.000370311j -0.00545492+0.000328624j 0.00231188+0.000742871j 0.00331295-0.00118555j 0.000693434-0.000238041j -0.000997263-8.41601e-05j 
0.0165018-0.000493702j -0.0162125-0.00180156j 0.0364755+0.00123519j -0.0103406-0.00150959j 0.00495105+0.00121938j 0.00217744-0.000905366j -0.0002386+0.000672923j -0.0283917-0.000193035j 0.0511009-0.000529372j 0.0446591+0.0022808j 0.120502+0.00191091j -0.0895512+0.00114952j -0.173664-0.00140589j 0.748691+0.00112762j 0.319272+0.00106928j 0.260823+0.000304885j 0.0623251+0.000139195j -0.208811+0.00039907j -0.114232+0.000166145j -0.0193356+0.000884148j 0.0259723+0.00019336j -0.108385+0.000312885j 0.0525784-0.000511511j 0.0699859-0.000576551j -0.0172485+0.000259203j -0.0446476+0.00105917j 0.0313655+1.65138e-14j 0.00379361-0.000321608j -0.0349893+0.000343824j 0.00808812+5.70975e-05j -0.0260239-0.000521841j -0.0336159+0.000268118j 0.087856-0.000771441j 0.015588-0.000198757j -0.00831189+0.000629075j 0.0193762+0.000601558j -0.0168293+7.13208e-05j -0.0766467-0.000230486j -0.00944634+0.000792133j -0.000556176-0.00168585j -0.0487467+0.00187585j 0.0301629-8.29175e-05j -0.0328652+0.00285873j 0.0169124+0.00278583j -0.00159146+0.00102774j -0.00714303-0.00241603j -0.0201094+0.00257281j 0.00951062+4.05559e-05j -0.00483309-0.00318168j -0.0419542+0.00213318j 0.00191318+0.00626027j 0.0473082-0.000458805j 0.0447085-0.00226158j -0.0121093-0.00693575j 0.17164-0.00950871j 0.136284-0.000602196j 0.0243733+0.000943687j 0.0234148-4.26686e-06j 0.0416306-0.00161198j 0.037972+0.00298887j -0.0138757-0.00433581j 0.00741061-6.58991e-05j -0.00471908-0.00236097j -0.0289346-0.000331283j -0.0359611-0.00220663j -0.0124253-0.00302673j 0.00574086+0.00137138j 0.00485917+0.00381462j -0.00361349-0.00600198j 0.0104826+0.0105853j 0.0141761+0.00350303j 0.000331318+0.00283553j -0.00152801+0.00301991j 0.00249047+0.000720277j -0.00603002-0.00127086j 0.00223352+0.00100355j 0.00012245-0.00187421j -0.000645249+0.00391341j 0.00100264+0.00468932j 0.0076261+0.00239396j -0.00135738+0.0014601j 0.000200361-0.00149408j 0.00358065-0.00109218j -0.00634223-0.00160277j -0.00847633-0.000428901j 0.00293141+0.000777844j 0.00123948+0.0025976j -0.00137178+0.00130621j -0.00338614-0.00189845j -0.00993224-2.01254e-05j 0.00140456-0.000254538j -0.000543822+5.28113e-05j 
0.0225283-0.00116212j -0.0155218-0.00156834j -0.0223895-0.00047763j -0.0348887+0.00209817j -0.0117857+0.00126116j -0.0465614+0.000401484j -0.073364+0.000527523j 0.014961+0.000238352j -0.040715+0.0010325j -0.0615516-0.000477583j 0.160397+0.000534946j -0.447254+0.000259788j -0.659231-0.000317836j -0.112914-0.000459958j -0.277067-0.00050063j -0.199654-3.48846e-05j 0.137582-0.000277701j 0.00926695+2.8127e-05j -0.104036-0.000883775j 0.00100745-0.000301309j 0.0630485+0.000805344j -0.040284-0.000710944j 0.0120163-0.000761491j 0.0833952+0.000259033j 0.0878737+0.00041281j 0.00364858+0.000581765j 0.00379361+0.000321608j 0.0377361-6.85151e-15j -0.00241769-7.83177e-05j 0.0277132+0.000333785j -0.093185+0.000137251j -0.0164963+0.000830274j 0.0639553+0.000155762j 0.0292142-0.000226943j 0.0855712+0.000391391j -0.0192782-0.000334651j -0.0116897+0.000315202j -0.0488272-8.93433e-05j 0.000466094+0.00132731j -0.0711523-0.00186021j -0.0977723+0.000577877j 0.00938452-0.00163454j 0.0272523-0.00371368j -0.0332274-0.000156237j 0.00494797+0.00292067j 0.0293722+0.00114925j 0.0236871-0.0053052j -0.0106574+0.000913644j 0.00875522+0.00189596j 0.014228+0.00441589j 0.0590344+0.0001782j 0.130442-0.00526841j 0.0976684+0.000898587j 0.0428554-0.00501823j 0.0582893+0.00274218j -0.098784+0.00494475j 0.0325965+0.000680058j -0.0140748-0.00222036j -0.0183441-0.00324549j 0.0564297-0.00137336j 0.00684919-0.0010265j 0.00466956-0.00303324j -0.0397931-0.0121219j -0.0367073-0.00498752j 0.0189421+0.0107708j 0.00648926-0.000405832j 0.0231505+0.00337247j -0.000919672+0.007372j -0.012447+0.000430438j -0.00405258+5.298e-05j 0.00871945+0.00097514j 0.0101132+0.00586473j 0.00587001+0.00300078j -0.00116014-0.00345753j -0.00933346-0.00235508j 0.00345173+0.00126524j -0.00031729-0.000516644j -0.00413431+0.000865831j -0.00567251+0.00121942j 0.00190066+0.00194442j 0.00324145-0.00151358j 0.00821737+0.00218989j 0.00451948-0.00181611j -0.0114119-0.000916388j -0.00242813+0.00155797j 0.0071811+2.69178e-05j 0.011356+0.00048468j -0.00756133-0.000379411j -0.00732353-0.000324037j -0.00979842+0.000400608j 0.00227241-0.00115567j -0.00306161+0.000107323j 
-0.0113824+0.000286007j -0.00521578+0.000223428j 0.0320974+0.00214317j 0.0479961-0.00246712j 0.0254727-0.000463073j -0.00173329-0.000844152j 0.0810262-0.00116465j 0.00147882-0.00146465j 0.0955366-0.000790141j 0.184315+0.00115634j -0.0710528-0.000851715j 0.563616+0.00104743j -0.618111-0.00208709j -0.135084+0.000960284j 0.00231273+0.00097253j 0.225263+0.000763827j -0.194056-0.00114946j -0.0393608+0.000518577j 0.0238208+0.000298435j -0.0571852+2.53024e-05j -0.046231-7.3461e-06j 0.0627218+0.000701707j -0.0290236-0.000276786j -0.0139068-0.000581704j -0.0538598+0.000185728j -0.0313505+0.000172195j -0.0349893-0.000343824j -0.00241769+7.83177e-05j -0.0194938-6.73962e-15j 0.0152038+0.000119717j 0.0878667-0.000342969j 0.0139096-0.000525883j -0.0062856-0.000344746j -0.00191326+0.000164845j -0.0255528+7.69922e-05j -0.00283642-9.26594e-05j 0.00469041+0.000273503j 0.0258626-0.000102518j -0.0592363-0.00136771j 0.0771235-9.99185e-05j 0.0691107+0.00164072j 0.000124451+0.00138467j -0.0195586+0.00498728j 0.0552524-0.00132101j -0.0161648+0.0010907j 0.00962495-0.000975235j -0.03873+0.0023519j 0.0118986+0.00414533j 0.0110345-0.00242718j -0.0452295-0.00314623j -0.0570839-4.73293e-05j -0.128344+0.00841372j -0.00933612-0.00166926j 0.160079-0.00179152j 0.0379208-0.00543427j -0.00207346-0.00319402j 0.0237573+0.00136556j 0.0242002+0.00298162j -0.014963+0.000316905j -0.0253592+0.0028335j -0.0231989-0.00491297j -0.00354385+0.00273777j -0.00582232+0.00017015j 0.00117224+0.00561274j -0.0103819-0.00258508j -0.00191711+0.00352797j 0.000228912+0.00256135j 0.00452989-0.00355348j 0.00825735+0.000255656j 0.00241008+0.000588789j 0.00231506+0.00263157j -0.00884712-0.00554818j -0.00525187-0.00234502j -0.00110943+0.00106977j 0.00806277+0.000887204j -0.00351834-0.00203372j -0.00130447-0.00012603j 0.00234978-0.0028462j 0.00136911-0.000315746j 0.00328798+0.00143491j -0.000791553+0.00213288j -0.00508659-0.00249431j -0.00541518+0.00349005j 0.00970503+0.00153306j -0.00325444-0.00101476j -0.00530878+0.00262959j -0.00628957-0.000892732j 0.00399951-0.00062992j 0.00641663-0.000518286j 0.00855327-0.00112255j 0.000470286+0.000980966j 0.00314226-0.00031646j 
0.00104589+0.00188927j 0.0308727-0.000256385j 0.000996419-0.00134793j 0.00431402+0.00154147j -0.0389459+0.000750048j -0.0891937-0.000225068j 0.0116616-0.00109328j 0.00245053+0.00035207j 0.00634878+0.00229916j -0.180339-0.00227571j -0.805177-0.00222776j -0.226355-0.000912641j -0.154558-0.000160292j 0.0285515-0.00145402j 0.0981699-0.00133324j 0.187724-0.000260588j 0.0737972+0.000227351j 0.0107144-0.000416915j 0.101001+0.000564707j 0.0996064-0.000627616j 0.00111267+0.000232494j -0.0756142-0.000696268j -0.0536991+0.00122512j -0.0149262+0.00103516j -0.024741-0.000358232j 0.0221739-0.00137695j 0.00808812-5.70975e-05j 0.0277132-0.000333785j 0.0152038-0.000119717j -0.0642645+3.47352e-14j -0.00364314+0.000572258j 0.0513261-0.000178728j 0.00389279+0.00124385j -0.0696758-0.000184362j -0.0190989-0.000573202j -0.00683313-0.000479258j 0.0421162+1.302e-05j 0.073596+0.000943869j 0.0898301+0.00122528j -0.0156314+0.00182086j 0.0271703-0.0024925j 0.0742371-0.00136656j 0.018442-0.0013999j -0.0275103+0.000195651j 0.0102612+0.000867388j 0.0580591-0.00187454j -0.00528198-0.00455524j -0.0136073+0.00209092j 0.000800229+0.00973628j 0.076258+0.00134054j 0.218614-0.0132129j -0.121728-0.00241941j -0.0250816-0.0042858j -0.0248406-0.00202125j -0.0157953+0.00613607j -0.0310974+0.00173647j 0.0279518+0.00386557j -0.00824467-0.00104625j -0.0229304+0.00254848j 0.01363+0.00330644j 0.021833+0.00760753j -0.00789781+0.0053518j 0.0155485+0.000238019j 0.0160256-0.000596199j -0.0148703-0.0111462j -0.000924259-0.00322926j -0.00889313-0.00222538j -0.00684482-0.000377608j -0.00105601+0.00117398j -0.0014353-0.00681127j -0.0037375+0.000852386j -0.00801341+0.00106101j 0.00483453+0.0025904j -5.22887e-05-0.00142245j 0.00489317-0.00213429j 0.00604115-4.5798e-05j -0.00234601-0.000857427j -0.00760147-0.00202677j 0.00448294+0.000473365j 0.00182142+3.22451e-06j -0.0100345-0.00188898j -0.0014024+0.000544727j 0.00680456-0.000533713j 0.00557192-0.00289053j -0.00424961-0.00059103j -0.0107008+0.000382458j 0.00107771-0.00127789j 0.000285964+9.4229e-05j 0.00978911+0.00116301j 0.00162913-0.00127205j -0.00549581+2.62094e-05j -0.00217838+0.00122644j 
-0.0265888-0.001655j -0.0176781+0.00229598j -0.0590503-0.00306966j -0.0448612+0.00157774j -0.0577941-0.000735922j 0.1177+0.0008231j -0.0826628+0.000868352j 0.0156656+0.00241103j -0.77872-0.00319327j -0.0484561-0.000797759j -0.122854+0.000572982j 0.200618+0.0011754j -0.0965707-0.000746198j 0.199255+0.00128341j 0.0243568-0.000718257j -0.184534+0.000363802j -0.00866869-0.000604961j 0.0435271-0.000544592j -0.00267273-0.00067626j 0.0689456+0.00102786j 0.0375508+0.000285853j 0.10994-0.000450968j 0.029706+0.000180555j -0.0509561+0.000646591j 0.0911399+0.000316476j 0.0186625-0.000546874j -0.0260239+0.000521841j -0.093185-0.000137251j 0.0878667+0.000342969j -0.00364314-0.000572258j -0.0640184+2.06505e-14j 0.0185727+0.000410709j -0.0889678+0.000385146j 0.0640393-4.83837e-05j 0.00398396-7.2592e-05j 0.0551026+5.33812e-06j -0.120057-0.000477491j 0.0203655-0.000119627j -0.0288924-0.00141536j 0.0112386-1.74984e-05j 0.0276975-0.00111928j -0.0852897+0.00334857j -0.00248144-0.00404408j -0.0574698+0.00169043j 0.0496529-0.00351922j -0.0401277-0.0022369j 0.0238374+0.000120011j -0.0325375-0.00516121j 0.135762+0.00151382j 0.204252-0.0121806j -0.091146+0.00173463j -0.0322204+0.00241583j 0.056993-0.00636524j -0.0533138-0.00269746j 0.0201477-0.00813908j -0.0149866+0.000342756j -0.0277468+0.00151318j -0.00826075-0.00422173j -0.0101053-0.00760334j -0.0105318+0.00253438j -0.00659482-0.000509446j -0.0214829-0.00685704j -0.00560286-0.000307587j -0.0121132-0.0051921j -0.0144297-0.00436181j 0.00784226+0.000625123j 0.000666345-0.00397708j 0.00565603+0.000138702j 0.00872528+0.00141237j 0.00402661-0.000756433j -0.00315535-0.00359244j 0.000442704+6.60103e-05j 0.00323532+0.00102495j -0.00406096-0.00486987j -0.0146671+0.00129766j -0.00735403-0.00087784j 0.00648453-0.00212738j 0.00547815+0.00134022j 0.00172516-0.00140427j -0.0176971-0.00166456j 0.0148434-0.00185925j -0.00160924+0.00158554j 0.00233768-0.00213339j -0.00285375-0.00153775j 0.0219362+0.00169207j 0.0103222-0.00110304j -0.00172858+0.00058102j 0.00486122-0.000824168j -0.0165364+0.0022909j 0.0078764+0.00311866j 0.000581015+0.000754253j 0.00286865-0.000665134j 
0.00411972-0.000921985j -0.0213515-0.00119099j 0.0218812+0.000673721j 0.00925301-0.00104263j -0.0231389+0.0016658j -0.0642448-0.00112666j 0.0117794-0.0016812j -0.029555-0.00062668j -0.137052-0.000113855j 0.859909+0.00166183j -0.149161-0.000648843j -0.259329+0.00109978j 0.0915497-0.000640661j -0.0760744+0.00116623j -0.00674096-0.000641599j 0.0387171+0.00110476j 0.011938-0.000180298j 0.0293765+0.00102866j -0.0342279+0.000211157j -0.0200235+0.00103718j -0.000576167+0.000506004j 0.00727777+0.000238195j 0.00920444-0.00012825j 0.0124126+0.000140638j 0.00767612+0.000574637j -0.00751623-0.00047422j -0.0336159-0.000268118j -0.0164963-0.000830274j 0.0139096+0.000525883j 0.0513261+0.000178728j 0.0185727-0.000410709j 0.0354256-4.8247e-15j 0.0392729+0.000488143j 0.0115097-2.62066e-05j 0.0458126+0.000576289j 0.0144905+1.15386e-05j -0.0416039+6.92338e-05j -0.0187472-4.55584e-05j -0.0361299-0.000178675j 0.0299776-0.00170724j -0.00979637+0.00189175j 0.0183742+0.000850789j -0.0155408+0.00284022j 0.0157114+0.000796445j 0.0148364+0.00467648j 0.0483675-0.00376148j -0.0491841-0.00240791j -0.00732821+0.00355933j 0.216001-0.00406591j -0.133384-0.00355598j -0.0161781-0.00172263j -0.0352703+0.00996328j -0.0163812-0.00930478j -0.000461692-0.0100326j 0.0641277-0.000210289j -0.0478039-0.00579047j -0.00511396-0.00346522j 0.0060874+0.00137048j 0.00629107-0.00444077j 0.00317556+0.00584383j -0.0116904-0.00162619j -0.00950635+0.00159957j -0.00539829-0.000663219j 0.000638193-0.00153775j -0.00986174+0.000879335j 0.000236723-0.00274746j 0.00227481-0.000301848j -0.0101947-0.0077789j 0.00272485-0.000125035j 0.0060633+0.00258145j 0.000943981-0.00108287j -0.00132616+0.00163892j -0.00167203-0.000716172j -0.00247908-0.00234143j -0.00173598-0.00141874j -0.00198047-0.000682592j -0.00276492-0.0052874j -0.000353292-0.000272437j -0.000183053-0.000206766j 0.00343409+0.0014447j 0.00423694-0.000155955j 0.00160462-0.00290751j 0.000458969+0.00318188j 0.00232794-0.00018633j -0.00338652+0.000195881j -5.20169e-05+0.00329771j 0.00484855-2.14624e-05j -0.000102896-0.000960534j -0.00325563-0.000408042j -0.00129037-1.04053e-05j 0.00103019+0.000102742j 0.00105503-5.38518e-05j 
0.0408235-0.000802171j -0.0104557-0.00401112j 0.0536512-0.00305009j -0.0919864-0.000754151j -0.193261+0.00224216j -0.171891-0.00333426j -0.282903-0.00248994j -0.676596+0.00125301j 0.000101422+0.00187574j -0.0122401+0.00234615j -0.00291829-0.00180182j 0.180392+0.000881351j 0.00615109-4.98524e-05j -0.136146-0.000566159j 0.157188+0.000165764j -0.0582862-0.00147709j 0.131695+0.00096455j -0.0476166-0.000495579j -0.0934321+0.00015541j 0.0394239+0.00135556j -0.00947686-0.000401801j -0.0370295+8.78185e-05j 0.0321083+0.00112521j 0.00172513-0.000218812j 0.00992969+0.00064498j 0.0433796-0.00106197j 0.087856+0.000771441j 0.0639553-0.000155762j -0.0062856+0.000344746j 0.00389279-0.00124385j -0.0889678-0.000385146j 0.0392729-0.000488143j 0.0275447-4.39766e-16j -0.00984181+0.000560872j 0.0720635-0.000491172j 0.0644123+0.000994256j -0.0328422-0.000450918j -0.114666-0.0015693j 0.107114+0.00328678j -0.0763535-0.00201176j -0.150551+0.000469044j 0.102486-0.00261658j -0.0475808+0.000472683j -0.014061+0.00719691j 0.0623287+0.00445277j 0.0182401-0.00942042j -0.0512614-0.00671231j -0.303917+0.00181774j -0.0411653-0.00875017j -0.0798942+0.00860619j -0.012664-0.00356983j -0.0414967+0.00324795j 0.0544851+0.0058396j -0.00363347-0.0034463j -0.00415225+0.00783871j 0.00473629-0.00406028j -0.00742427+0.00729822j 0.0311372-0.00360157j 0.00172571-0.0029022j 0.0111811+0.00405385j 0.000218295+0.00468495j -0.0133798-0.00252879j 0.0149319+0.00380656j 0.0145042+0.00363393j 0.0017458-0.00534667j 0.0060925+0.00703786j -0.000496986+0.00268272j -0.0038114-0.00546357j -0.00882242+0.000514329j -0.0156407+0.000642317j -0.00124205-0.00181115j 0.00373365-0.00117294j 0.00204943+0.000561093j 0.0109455-0.00478137j -0.00752885+0.000405222j 0.00990175+0.0039918j -0.00089735-0.00279181j -0.0105856-0.00240631j 0.000278623-0.00512074j -0.00134486-0.00122457j -0.00853101+0.00356498j 0.0110865+0.00329124j 0.01374+0.0015073j -0.011162-0.00168939j -1.50953e-06-0.000956944j 0.00530864-0.000804916j 0.0174564+0.00311337j -0.000555125+0.000233818j -0.0107072-0.00184006j -0.026191+0.00123101j -0.0010055-0.00280929j -0.00332138+0.000858531j 
