0.00649472-0.0147029j -0.0151086-0.0150863j -0.020293+0.0167135j 0.00645112-0.000216489j -0.00983366+0.0219889j -0.0109418-0.0115205j -0.00932345+0.00131368j -0.023581+0.0142624j 0.00131195-0.0136389j -0.00196021+0.0288249j -0.00242416+0.0303711j 0.00419539-0.0225608j 0.0352828+0.0390322j -0.0328612-0.00363599j -0.0237875+0.00220873j 0.00672393-0.0426851j -0.0437443-0.0280458j -0.0180943+0.00544972j -0.0245909-0.0175509j -0.0171319+0.00888277j -0.00853146-0.00464985j 0.00257192-0.0152053j 0.0207977-0.0063163j -0.015408+0.026365j -0.00155698+0.0178253j -0.0568503+0.0288593j -0.00354155+0.0475576j 0.0171284-0.0210345j 0.00773385+0.00815994j 0.000288146-0.0283103j 0.00567421+0.00936097j -0.0151465+0.0194562j -0.000684098+0.00255671j 0.00708837-0.0185802j 0.00873902+0.00364154j 0.00761436+0.00493406j 0.0123309+0.0276626j 0.0101487-0.0360878j 0.00326077-0.0148276j -0.00273856+0.0230995j 0.00774666+0.0108566j 0.0146468-0.0138973j -0.0100021-0.0217364j -0.00268435-0.0279117j -0.00638848-0.0132874j -0.000109756-0.0188465j -0.0333673-0.0844499j 0.0202658-0.00581104j 0.00808546+0.00826318j -0.0185467+0.0382454j -0.0219402+0.0251496j -0.0198647-0.0130984j 
0.00179775-0.000822496j -0.00511161-0.00197537j -0.00486107-0.00281297j -0.00446931+0.00481444j -0.00449254+0.00837202j 0.000163627+0.00135162j -0.00376061+0.00146185j 0.000374663-0.00176044j -0.000280634+0.00743898j 0.000741234-0.0040619j 0.00473901+0.00162671j 0.00179852-0.001064j -0.000977639-0.000839256j 0.00169971-0.00467804j -0.00157273+0.000834362j 0.00179409+0.000480339j 0.0015986+0.00567189j 0.00508074-0.0031132j 0.00684312+0.00296002j 0.00286015+0.000239545j -0.000360925-0.0182204j 0.00977629+0.00191594j -8.51633e-05-0.00701252j 0.00242646+0.00336262j 0.00106188+0.00758119j -0.0012664-0.000434553j -0.00698459-0.000479415j -0.00430409-0.00310115j 0.000351994-0.00152477j 0.0037423-0.00310008j 0.00232369+0.000297337j -0.00342049+0.00748232j -0.00151067-0.00501434j -0.00197341+0.00419467j 0.00802773-0.000884943j -0.00250653-0.000814316j -0.00143845-0.00451566j -0.000690994-0.00768394j -0.00374335-0.00186509j 0.00488951+0.000304697j 0.00172558-0.00252804j 0.00801434+0.000856613j -0.000896709-0.00116561j 0.00378703+0.00208008j 0.00383541-0.00522458j -0.00746335-0.00369384j 0.00298785-0.00584201j -0.00116494+0.00595525j -0.00333011-0.0085481j 0.0108515-0.00600673j 0.00216516-0.00220618j 0.00225838-0.00476462j 
-0.00212527-0.00196714j -0.000176647+0.00214498j 0.00161763-0.0035161j -0.00162472-0.000622914j 0.00669483-0.00216014j 0.00337739-0.000837463j -1.67323e-05+0.00211964j 0.00285511+0.00472851j 0.00324987+0.0022464j -0.000450768+0.00282946j 0.00245458+0.0012351j 0.00208637+0.00171742j -0.00395962-0.00426859j 0.00056504+0.00347582j 0.00256523-0.00409476j 0.00144287+0.00788299j 0.00323684+0.000324594j -0.00155967-0.005625j 0.0031808-0.000115479j -0.00393733+0.000709318j -0.00162955+0.00931584j -0.00280107+0.0014546j 0.00124646-0.00353984j 0.00351426-0.00708622j 0.00063395-0.00374552j 0.00438494-0.00111073j 9.10125e-05-0.00139641j 0.00498225-0.00398713j -0.00196847-2.82118e-05j -0.00311926-0.00239901j -0.00320099+0.000803007j -0.00224191+0.00208021j 0.00606204+0.00363231j -0.00400135+0.000497491j -0.00126648-0.00252289j -0.00280152-0.000892034j -3.8134e-05-0.00445359j -0.00169936+0.00198502j 0.0013008-0.00139226j -0.00406555-0.00391515j -0.00174866-0.00141928j 0.00132977-0.00208449j 0.00219605-0.000316083j -0.00192998+0.00439547j -0.000172457-0.00118926j -0.00198132-6.78213e-05j -0.00160771+0.00303873j -0.00166653-0.00470693j -0.00286154-0.00157162j 0.00227222-0.0013479j 0.000740787-0.00258543j 0.00218482+0.00190622j 
-0.00503279-0.00907702j 0.00127889+0.00348774j 0.00646263+0.00597807j 0.00546274-0.00302948j 0.00286811-0.0155766j 0.0046623-0.00125826j 0.00456681+0.00556099j -0.0107233+0.0133213j 0.00456268-0.00909673j -0.00135902+0.0101178j -0.00288428+0.00455106j -0.00401391-0.00503581j -0.00563198+0.00174201j 0.00220016+0.00497413j 0.00283794-0.0016848j 0.0211081+0.0186142j -0.0147268-0.0032188j -0.00679866+0.00713041j 0.000676332-0.000878385j -0.00494789+0.00539496j -0.0100832+0.012893j -0.0129553+5.67947e-05j 0.00589585+0.0182194j -0.00434113-0.00614037j -0.0117675-0.0212257j 0.00250889+0.00849536j 0.00178169-0.00424678j 0.0209389-0.00585716j -0.00898524-0.00349623j -0.0130016-0.00602296j -0.00314829-0.00310863j -0.00457244+0.00456143j 0.0144591+0.00432458j 0.00544055+0.000467221j -0.00530502+0.00299268j -0.00147879-0.000398058j 0.00709043+0.00766553j -0.00231693+0.00715698j -0.00209611-0.00493944j -0.00483554-0.0116561j -0.0138233-0.00153915j -0.00596187-0.0041941j -0.00508807-0.00719297j -0.00478116-0.00364619j 0.0016486+0.0166251j -0.00902513+0.00133294j -0.00187699+0.00889184j 0.00318587-0.0206126j -0.00088525+0.00961548j -0.0237769+0.0164349j -0.00275428+0.0017167j -0.0111807+0.015511j 
-0.000858133-0.00287583j -0.000599992-0.00413653j 0.00538079+0.00106257j 0.000248971+0.00491544j 2.62831e-05-0.00425422j 0.00127561+0.00938102j 0.000413822+0.00296293j 0.00241153+0.00853604j 0.000944661-0.00057272j -0.00745511-0.00128344j -0.00302752-0.00887937j 0.00056806-4.3035e-05j 0.000361623-0.00557225j -0.000616899+0.00149403j -0.00816595-0.011494j 0.00814656-0.000649914j 0.00560156+0.00830707j 0.00358259+0.00324784j 0.00481426+0.00332879j 0.00364161+0.00153782j -0.00300783-0.000596613j 0.00201853-0.000931315j -0.00358979+0.00902863j -0.0027012+0.00152146j 0.00113192-0.00754345j 0.00563693-0.00507654j 0.00662322+0.00244983j 0.00350066-0.00137031j -0.0111207+0.00723269j -0.00303697-0.0127191j -0.00287786+0.000406295j -0.00373449-0.00290558j -0.00205474-0.00073984j -0.00280127+0.00049666j -0.00599973+0.00482014j 0.00514829+0.000387702j 0.000148864-0.00524592j 0.00257536+0.0063409j 0.0124423+0.00351878j -0.00382067+0.00555273j -0.00599954-0.00481741j 0.000792824+0.00261948j 0.0130558-0.00312091j -0.00595625+0.00221681j -0.00864989+0.00765118j -0.00682704+0.000843347j 0.0126275+0.00316133j -0.00437084-0.0036333j -0.00279195-0.00190819j 0.00141772-0.00460712j 0.00732711-0.000379971j 0.00273564-0.0032119j 
-0.00147406-0.00177914j 0.00288527+0.00273912j 0.00435359+0.00114711j -2.3917e-05-0.000561947j 0.00285834-0.00259203j -0.00889218+0.00452245j -0.000908778-0.00372267j -0.00248342-0.00801019j 0.00288933-0.00409072j -0.00306223+0.00725939j -0.0114062-0.00376678j -0.00182584-0.00544405j 0.006926+0.00642767j 0.00498244+0.0130222j 0.00527117-0.00350075j -0.00475577-0.00886014j -0.00675443-0.0127873j -0.00296108+0.00393564j -0.00625764-0.00239084j -0.0122978+0.00560722j -0.00403235+0.0145002j 0.00437535-0.000581305j -0.00747944+0.00532293j -0.00698129-0.00451672j 0.00267593+0.00431532j -0.0123745+0.00169849j 0.00282432+0.0127372j 0.000951296+0.00699494j -0.00320417-0.0130095j 0.000916824+0.00737234j 0.00199748+0.00773089j -0.00800991+0.000508509j 0.00341245+0.00629383j -0.00410483+0.000413073j -0.00246072+0.00695954j 0.00594669+0.000753817j 0.000431193+0.000660328j 0.00375397+0.00120664j 0.010766+0.00743144j -0.00500138+0.00664538j 0.000140402+0.00892623j -0.00350066-0.00331766j -0.00335572+0.0131193j -0.000364154-0.00379641j -0.00404375-0.00741347j 0.010836+0.0139722j -0.00909814-0.00570472j -0.00175715-0.00141344j 0.0015321+0.00855014j -0.000792661-0.00570367j -0.00418381+0.0081832j 0.00225104+0.00100813j 
0.00027209-0.000613152j -0.000783935-0.00351047j 0.00584549-0.0041127j -0.000482986+0.00504493j 0.01205+0.00329013j -0.00361875+0.0102334j 0.00645211+0.00447383j 0.0104818+0.00353879j 0.00161738-0.00485725j -0.00503513+0.00450393j -0.00391492-0.00523948j 0.00540221-0.00437519j 0.00292555-0.0040325j 0.00339101+0.0058174j -0.00238811-0.00990171j 0.00475728-0.00136376j 0.00789905-0.00114958j -0.00660454+0.00541727j -0.000659431-0.00213666j 0.000302776+0.00610249j 0.000264193+0.00750309j 0.00358715-0.000599561j -0.00643175+0.00360413j -0.00618302-0.00465333j 0.00662476+0.00166945j -0.00339236-0.00962107j 0.00618679+0.0172535j 0.00311309+0.00659891j -0.00720512+0.00210055j -0.00245558-0.00942926j -0.00142659+0.00251857j -0.00469509-0.00144214j -0.00572238+0.00243491j -0.00395126+7.50238e-05j -0.00175679+0.00403369j 0.00338994+0.00860789j -0.000428235-0.0076776j 0.0072737+0.0031749j 0.0203929+0.00407637j -0.00466093+0.0133888j -0.0039433+0.000198724j -0.00175157+0.00241409j 0.00928983+0.00493208j -0.00736133-0.00227639j -0.0119029-0.00456253j -0.00255778+0.00329723j 0.00109953-0.00322496j -0.0073619-0.0017804j -0.0035408-0.00575393j 0.012575-0.0130087j 0.00170102-0.000400233j 0.00737378-0.00560604j 
0.000303639-0.00636751j -0.00285855+0.00106828j -0.00658985+0.0021152j -0.00125011+0.00287344j -0.00684472-0.00301325j 0.00253143-0.00769014j -0.0109296+0.0023095j -0.0156102-0.00176868j -0.00306528+0.00829636j -0.00755971+0.00823507j -0.003327+0.0039592j -0.00907418-0.0109716j 0.00707431+0.00741873j 0.0020194+0.00279479j -0.00589107+0.00355257j -0.00325886-0.0087838j -0.00960554-0.00484924j 0.00691373+0.00225949j -0.00382509+0.000252093j -0.00410438+0.00647499j -0.000250854-0.00220578j 0.0136543-0.00591252j -0.00329599-0.0050455j 0.00512044-0.00205054j -4.85217e-05+0.00502518j -0.0123608+0.0118371j -0.00520405+0.00154621j 0.00201457-0.00730159j -0.00157881-0.00755037j 0.00507011+0.00488239j 0.0034736+0.00836184j -0.00476041+0.00990916j 0.00496564-0.00164499j -0.00821641-0.00349326j 0.00232184+0.000205878j 0.00302617-0.0109951j -0.00293883+0.00235123j 0.000915298-0.00408282j 0.00216638-0.00037232j -0.00154144+0.000734633j -0.00402201+0.00528258j 0.00165366-0.00878152j 0.000323174-0.000104931j 0.0051442+0.00177606j 0.0114547-0.00892045j -0.00755528+0.00139188j 0.00111723-0.0124831j 0.00389132+0.00299687j -0.00166572+0.00937131j -0.00697828+0.00143287j -0.00374274+0.0104358j -0.00356024+0.000784038j 
0.00227408+0.0045486j 0.000609349-0.00435916j -0.000106443-0.00314208j -0.00567263+0.0047145j 0.00991059+0.00725317j -0.00615584+0.00303969j 0.00770805+0.00262429j 0.0174532+0.00613207j 0.00055677-0.00126748j -0.000251733-0.0114423j -0.000673668+1.84051e-05j 0.00132632+0.00581584j -0.00665895-0.00552337j -0.00736649+0.00353433j -0.000789521-0.0079347j 7.15094e-05+0.00770041j 0.0116964+0.00425278j -0.00172313-0.00718445j 0.00523005+0.00403479j 0.00690438-0.00464224j -0.00201012-0.00186148j -0.00654684+0.00411817j 0.00122786-0.00638726j -0.00111484-0.00139622j -0.0044132-0.000134937j 0.00831429-0.016249j 0.00244465-0.00247513j -0.00206846-0.00721439j -0.00169561+0.00712146j 0.00358246-0.00250197j -0.00959735-0.000970649j -0.00432849+0.00339853j 0.0018134-0.00246764j 0.00331671+0.00436972j 0.00797002-0.000822311j -0.00880999+0.0116347j -0.000598844+0.00244373j -0.0028634+0.000641975j -0.00470369-0.00445559j 0.000361676+0.00292641j 0.00551641-0.00540612j -0.00221866+0.00399067j 0.000714958-0.007127j -0.000187445+0.00330704j -0.00243701-0.00250634j -0.00176187-0.00943617j -0.00298049+0.00302239j -0.00535915+0.000227521j -0.00398184-0.011565j 0.0171192-0.000894531j 0.000311332-0.0105858j 0.00518728-0.00371816j 
-0.00161271-0.00650077j 0.00164748+0.00234154j -0.00347303+0.00557166j 0.00273522-0.00821365j -0.00710917-0.00917894j 0.000749408+0.00305995j -0.000991165+0.00210777j -0.0141721-0.00913036j 0.00176629-0.0020131j -0.011964+0.0105029j 0.00440877+0.00507018j -0.00124769+0.00130416j 0.00981259+0.00928834j 0.0087274-0.0067525j -0.00200044+0.00553066j 0.000441291-0.00877151j -0.0160118-0.00665064j -0.00149913+0.0124882j -0.0111494-0.00591746j -0.0213176+0.00742758j 0.00743103-0.00429746j 0.00737028-0.00929797j -0.00128112+0.00380671j -0.00150966-0.000340411j 0.00154436+0.000984391j -0.00991976+0.0160686j -0.00131455-0.000112108j -0.000107486+0.000462773j 0.00364088-0.0067296j -8.79246e-05+0.00172602j 0.0127842+0.00292293j -0.00425661+0.00176592j -0.00345342+0.00417084j -0.0103114-0.00376589j -0.0122446+0.00298601j 0.0105385-0.012667j -0.00291644+0.00612346j 0.00232614+0.000548109j 0.0155866+0.00560144j -0.00264701-0.00223454j 0.000411809+0.00952609j 0.00457803-0.0100016j 0.00431231+0.00500195j 0.000847946-0.00375951j 0.000355138+0.000391658j -0.000135899+0.0155971j 0.00678357-0.00710858j 0.0031807-0.00932789j 0.00107058+0.0141422j -0.00978333+0.00377228j -0.00507148+0.0173439j -0.000529596+0.00132151j 
0.00151794-0.00148893j -2.81664e-05-0.00515209j -0.00538285+0.0014519j -0.00328091+0.00169824j 0.00243849+0.00844341j -0.00393465+0.000826556j 0.00699308+0.0075316j 0.00718579+0.00461413j 0.00297284-0.00285183j -0.010889-0.00728803j 0.0102064+0.00332036j -0.00165442+0.00740644j -0.000547813+0.000296913j -0.00213171-0.00808445j -0.00333106-0.000344385j 0.00174772+0.000570061j -0.00300856+0.00495648j -0.0030168+0.00168897j -0.00143056+0.000925102j -0.0131307-0.000657333j 0.00449178-0.0100658j 0.00402248-0.0051378j 0.00508236-0.00132129j -0.00264071+0.0035993j -0.00524547-0.000835936j -0.000535778+0.00224509j 0.00967783-0.00341222j -0.00371662-0.012634j -0.00180529+0.00755847j 0.00485989-0.0060869j 0.00176835-2.31577e-05j -0.00986832+0.00298106j -0.000908282+0.00826628j -0.00542115+0.00594784j -0.000547316-0.00107206j -0.00300968+0.000271235j -0.00487452+0.00672271j -0.00287574-0.00349583j 0.0104903-0.00120017j 0.00263951+0.0068066j 0.00785441+0.000203852j 0.00424645-0.00271514j 0.0058707-0.00885715j 0.00638119-0.000220833j 0.00406098-0.000552888j -0.00392948-0.002002j 0.00657666-0.00356251j 0.00535733-0.00300799j -0.00488306-0.00376409j 0.00721245+0.00296485j -0.00401537+0.00363408j 0.00293054-0.0049227j 
-0.000466214+0.00146183j 0.00284274-0.00138029j 0.00280916+0.0113845j 0.00542754-0.00218004j -0.00680688+0.00490976j -0.00698676+0.000600191j -0.0034958-0.00438536j -0.00143432+0.00720255j 0.00275233-0.00801706j 0.00690981-0.00228086j 0.00944704-0.00391123j -0.00150212+0.01053j -0.00414338-0.00142663j -0.00345403-0.000580417j -0.000312099-0.000652511j -0.00405834-0.00207403j 0.000645256-0.00373143j -0.00196616-0.00283593j 0.00386952-0.00495254j -0.0122766-0.0126761j 0.00230134+0.015717j -0.00387101-0.00119648j 0.002556+0.00317234j -0.00728296+0.00964859j 0.00708004+0.000352344j -0.00120874+0.0153892j 0.00909773-0.00358448j 0.000858348-0.00235654j -0.00378216+0.00213813j -0.00572407-0.000871377j -0.00941253-0.000757366j -0.00133694-0.00975175j -0.000661928+0.0148599j 0.00801743+0.0134639j -0.00149898-0.0103832j -0.00285114+0.000527221j 0.00442148+0.0097042j 0.000670262-0.00415853j -0.00864827+0.00806678j 0.00753037+0.00857527j 0.000951964+0.0027009j 0.00771135-0.00321314j -0.00267292-0.00209564j 0.00842736-0.00175512j 0.000353968+0.00415359j 0.0147911+0.00105466j -0.0016512+0.00347623j 0.0103116+0.00538735j 0.00614465-0.000794229j -0.00706617+0.00593803j 4.4351e-05+0.00298849j -0.00202004-0.000563049j 
-0.00150083-1.17051e-05j -0.000334202+0.00360101j 0.00183452-0.00973546j -0.00306639+0.00151259j 0.00238062+0.00251709j -7.01976e-05+0.000407874j 0.002217-0.0025165j 0.00398408-0.00895357j 0.00127561+0.00342246j -0.00128694+0.00168244j -0.00655234+0.00766824j 0.00284823-0.00586867j 0.00578034+0.0089615j 0.00335883+0.00788524j 0.00340704-0.0103851j -0.00641517-0.000786385j -0.00025851+0.00431003j -0.0015065+0.00453452j 0.00477079+0.00113941j 0.0143715+0.00625826j 0.000568533-0.0159959j -0.00797524+0.00126098j 0.00332789-0.00503321j 0.0142941-0.012437j -0.0108525-0.00514008j 0.00576541-0.0103316j -0.0081959+0.0024181j 0.00143999+0.00277568j 0.0036243-0.000323493j 0.00649321+0.00967346j 0.00863559+0.000234808j -1.2195e-05+0.00220931j 0.0079615-0.00988178j 0.000535943-0.0166503j 0.00688679+0.0120844j -0.00254722-0.000867123j -0.00867211-0.00480917j -0.000380102+0.000802534j 0.00681673-0.00935986j -0.00834138-0.00850792j 0.00225868-3.5708e-05j -0.00646346+0.00744276j 0.00294519-0.000226293j -0.00587076-0.00166302j -0.00428811-0.00562471j -7.21263e-05-0.00183123j 0.00258148+6.00673e-05j -0.000430758-0.0101501j -0.00213359+0.000266778j -0.00349828-0.000613331j 0.00211853-0.00417345j -0.00238494+0.00157981j 
0.000622474-0.00532318j -0.00125508-0.000875826j 0.00510937+0.0061676j 0.00709223+0.0024134j -0.0143539-0.00120103j 0.00100567+0.000385713j -0.00569745-0.0103966j -0.00805286+0.00636664j 0.00115022-0.00214635j 0.00336648+0.00528113j 0.00587365+0.000765161j 0.00344672-0.00258941j -4.57395e-05+0.00684533j 0.00145745+0.000203031j -0.000147441+0.00570421j -0.0040883-0.00391809j -0.00252011-0.00318975j 0.00212562+0.00556205j 0.0066532-0.0138291j 0.00983597-0.0046523j -0.00264818+0.00271173j 0.0031038-0.00488835j -0.00647953+7.49782e-05j 0.00116479-0.000331029j 0.0026148-0.00298429j 0.00236813+0.0161259j -0.00413585+0.00243355j 0.0043786+0.00595301j -0.00127131-0.000931234j 0.00153675-0.00173915j -0.003529+0.0011832j 0.00212997-0.00588009j -0.00460728+0.00390523j 0.00351468-0.00134069j 0.00386038-0.00515112j 0.000430974-0.00508824j 0.000136956+0.0026952j 0.0048543-0.000824658j -0.00227293+0.000250837j 0.000446651-0.00040901j -0.0088069+0.000345038j 0.00711862-0.00260535j -0.00805093+0.00163339j 0.00605325-0.00521352j 0.0060276+0.000736913j -0.000993814+0.00640152j 0.00869009-0.00321046j -0.00497941+0.00556717j 0.000270979+0.000622808j -0.00362692+0.00118921j 0.0040198+0.00564635j -0.00587576+0.0036123j 
0.000800212-0.0066343j -0.00423857-0.00295562j -0.00515416+0.00159623j 0.00232144+0.00552564j -0.00579632-0.00264635j 0.00631488-0.00586132j -0.0015029+0.0061674j -0.0112777+0.0124662j 0.000524656+0.00339295j -0.00200505-0.00617988j 0.00240108+0.000122611j -0.00558471-0.00072752j -0.00387791-0.000672215j -0.00111422-0.00941619j -0.00648931+0.00821874j 0.00536062+0.0029136j -0.00754904+0.00236541j 0.00755346+0.00423544j -0.00317737+0.00089758j 0.00360473+0.00423838j -0.00235408-0.00862317j 0.00814377+0.00131787j -0.00497206-0.00739403j 0.0057962-0.00198264j -0.00320921-0.000716848j -0.00756947+0.00928186j -0.00292252-0.000333037j 0.00503214-0.0027373j -0.00125127-0.00293815j 0.00219906-0.00958562j -0.00328357+0.00382425j -0.00440732+0.00976272j -0.00289365+0.0075869j -0.00464355+0.00344675j -0.00395623-0.0003799j 0.00114206-0.00422655j 0.00446986-0.00187157j -0.000184057-0.00589281j -0.000745192-0.00246353j -0.00418517-0.00425176j -0.000343708-0.00499913j 0.00180043-0.00902339j -0.00318288-0.00480121j 0.00248243-0.00172233j 0.00963941-0.00282737j -0.00677317+0.00347529j 0.00334362-0.00643617j -0.00448809+0.0146243j -0.00214891+0.000689777j -0.00188373-0.00615705j 0.00010647+0.00572164j -0.00269263-0.00162122j 
-0.000295834+0.00431699j 0.00173643+0.00483674j 0.00204481+0.00476265j 0.00270299-0.00517422j 0.00279418+0.00370735j -0.000728023+0.00661356j -0.00908341+0.00535075j 0.00029038-0.0118409j 0.00332891-0.00330501j 0.00857232+0.00980909j 0.000466372-0.00389124j -0.00108399+0.000625349j 0.00621452-0.00494237j 0.00545903+0.00179022j -0.00219842-0.00656781j -0.00272074-0.00963399j 0.00657363+0.00145022j -0.00100763+0.00282976j 0.00342812+0.00938207j -0.0100953+0.000216539j 0.00282027+0.000470293j -0.0152074-0.00167964j 0.00581412+0.0141284j -0.0126864+0.00754572j 0.0158014-0.00322195j 0.00192643+0.00273079j -0.00556504+0.00457942j 0.000214673+0.00378324j -0.00902094+0.00192396j -0.00732224+0.00925725j 0.000963888-0.00323262j 0.0143567-0.00804525j 0.00320827-0.0123118j 0.0106367+0.00667189j 0.00188513-0.0041287j -0.003714+0.00259107j 0.00182939+0.00928741j 0.0119623+0.00195014j -0.0108004+0.00928483j 0.012504+0.00971526j -0.00201355+0.00838371j 0.0051184+0.00212426j 0.00823701+0.00712108j -0.00149134-0.000624565j -0.0114227+0.0126981j -0.00746634-0.00402514j -0.00164325+0.00961297j 0.0086474-0.0135223j 0.00678845+0.0015924j -0.00332475+0.00516417j 0.000971102-0.00301773j 0.00224265+0.00195796j 
-4.30698e-05-0.00201133j 0.00152331-0.00208924j -0.00458787+0.00443368j 0.00160036-0.000769155j -0.000926444-0.00283207j -0.00525394+0.00876887j -0.000842039+0.00285843j -0.00376243+0.00252576j 0.0038301-0.0062763j -0.00211099-0.00429164j 0.00744136-0.0039428j -0.00298628+0.00519682j 0.000891501+0.00689436j 0.00578346-0.000550792j -0.0138701-0.0150605j -0.000206879-0.00345854j -0.00598297-0.00420311j 0.00441055+0.0154591j 0.00491874+0.0107861j 0.0120422-0.000411827j 0.00148262-0.0169697j -0.0146137+0.00559725j -0.00486478-0.000978498j 0.0159778-0.00371508j 0.00565457-0.00277632j -0.000733661-0.00175366j -0.012177+0.00652877j 0.0125575+0.00411865j -0.00963092-0.00189807j -0.00517424-0.000577975j -0.00398962+0.0116088j 0.00840619+0.0118851j 0.0057657+0.00740698j 0.00598989+0.00103087j -0.00435323-0.0107896j -0.00520242+0.00156818j 0.0116622+0.00449553j 0.00845779+0.000140137j -0.0199045+0.00222544j 0.000450925-0.00332383j -0.00297662+0.00133773j -0.00471397-0.00378596j 0.00134526+0.00204947j 0.00676446-0.00579947j -0.00312225+0.00123118j 0.00191477-0.000290547j -0.00148127-0.00344347j -0.00737072+0.00843965j -0.000614948-0.000844377j -8.51035e-05-0.00215999j -0.00151827+0.00272566j -0.00189736-0.00106361j 
0.000857736+0.00537932j 0.00351317+0.000646889j -0.00405075+0.000568505j -0.000198302-0.00200275j 0.00860912-0.00344414j 0.000960149-0.0045333j 0.00719707+0.00223237j -0.00439313-0.000392788j -0.00403057-0.00118525j -0.00268831-0.00250734j -0.00399143-0.00771493j -0.00176221+0.00014218j 0.00986683-0.000424407j 0.00139849-0.00801579j -0.00149637+0.00127361j 0.00014232+0.00392263j -0.00653638-0.00839343j 0.000186845+0.0064019j -0.00877175-0.00585523j -0.000585545+0.00424967j -0.00273421+0.00513815j 9.23024e-06+0.0021109j 0.00142726+0.000489618j 0.00660846-0.000568409j -0.000567731-8.46254e-05j -0.00663781-0.00763644j 1.58263e-05+0.00300293j 0.000281263+0.0036425j 0.010376-0.000453824j -0.00755116+0.00415073j -0.00382761-0.00677093j 0.00771321+0.00335359j -0.00018674+0.0161032j 0.00639234+0.000405817j 0.00072342+0.00334974j 0.00259289+0.00116486j 0.00405099-0.00435339j -0.00301777+0.00695498j -0.0124398-0.00080329j -0.00158082-0.0021754j -0.00182316+0.00287722j -0.00421457+0.00401065j -0.00181239+0.00246839j -0.00349367-0.00425491j 0.00232796-0.00405197j 0.0066946+0.000601961j -0.00231703-0.00034635j -0.00928143+0.0042984j 0.0021232+0.00219902j 0.000661899-2.73966e-05j -0.00383228+0.000568737j 0.000100523-0.00208373j 
0.00245792+0.000804487j 0.000164404-0.0019426j -0.000156633-0.00267396j 0.0021597+0.000216828j 0.00601032+0.00636408j 0.00343943-0.000105848j -0.00482009+0.0016472j 0.00487704-0.00181721j 0.00100022+0.000815654j -0.00113224-0.00260007j -0.00677938-0.00108497j 0.000760843+0.0037809j 0.00032034+0.00122757j -0.00351184+0.00089329j -0.00197282+0.00670803j 0.00262136-0.0064567j -0.00615465-0.0027031j 0.000588113-4.14555e-05j -0.00317149+0.000758637j 0.00445082+0.00169376j 0.000262359-0.00281363j 0.00265186+0.000258573j -0.000417003+0.00324687j -0.00330168+0.00260609j 0.00238852+0.00351559j 0.0003737-0.00755289j 0.00357504+0.00301636j 0.0016062+0.00170896j -0.00454778+0.00286479j 0.00518642-0.00584805j 0.00049714+0.0040544j 0.00319526+0.00128044j 0.00260574-0.000289314j -0.00509008+0.00145579j -0.00378215+0.000512037j -0.00164473+0.00150049j 0.00104321-0.000454603j -0.00117645-0.00242414j -7.38994e-05+4.61142e-05j -0.00111377+0.00321776j -0.000162856-0.00227074j -0.00772138-0.00291795j 0.00323228+0.00225967j -0.000921393-0.000978095j -0.00370879+0.00207303j -0.00306796+0.00250865j -0.00321161-0.00271946j 0.000263311+0.00133213j -0.00302528-0.00243703j 0.00187975-0.000819135j -0.00317921-0.00104926j 1.92987e-05-0.00155294j 
-0.00219422-0.00479674j -0.00646529+0.00220296j 0.00366704-0.00304866j 0.000576267+0.000497944j -0.000435572-0.00661538j 0.00222504+0.00446879j 0.00130419-0.00158754j -0.000385035-0.000304712j 0.000611707+0.00528028j 0.0073171+0.00810387j 0.00215732-0.00193614j 0.000304699+0.0081181j -0.0059594-0.00985492j -0.00606426+0.00442359j -0.00518645+0.0035817j -0.00547913+0.00275026j 0.0125301-0.00237046j 0.00428524-0.00324616j 0.00449707+0.00184586j -0.00653472+0.000984166j -0.00997189+0.00650053j -0.00711015+0.0116247j -0.000187772-0.000753873j -0.0072368-0.0162083j 0.00180034-0.0106746j 0.00340548+0.0158902j -0.0187005-0.00524713j -0.00480374-0.004962j -0.00454633-0.00689938j 0.00650519-0.00523007j -0.0114641+0.00441876j -0.00866985+0.00684487j -0.000815954-0.0166395j -0.00661187+0.0129362j -0.013133+0.0115098j -0.00679921+0.00537227j -0.00215883+0.000477979j 0.00506238-0.0110295j 0.0161836+0.00830853j -0.00651825-0.00188323j 0.0173466-0.00229824j -0.00117401-0.0110209j 0.0014052-0.00454123j -0.00693622-0.00203132j -0.00750701+0.0045989j -0.00329866+0.00659771j -0.00631729+0.00261917j -0.00727064-0.00520729j -4.16441e-05-0.00171645j 0.00359463-0.00220638j 0.00573828-0.00242114j 0.00108503+0.00471718j 
