0.00649472-0.0147029j -0.0151086-0.0150863j -0.020293+0.0167135j 0.00645112-0.000216489j -0.00983366+0.0219889j -0.0109418-0.0115205j -0.00932345+0.00131368j -0.023581+0.0142624j 0.00131195-0.0136389j -0.00196021+0.0288249j -0.00242416+0.0303711j 0.00419539-0.0225608j 0.0352828+0.0390322j -0.0328612-0.00363599j -0.0237875+0.00220873j 0.00672393-0.0426851j -0.0437443-0.0280458j -0.0180943+0.00544972j -0.0245909-0.0175509j -0.0171319+0.00888277j -0.00853146-0.00464985j 0.00257192-0.0152053j 0.0207977-0.0063163j -0.015408+0.026365j -0.00155698+0.0178253j -0.0568503+0.0288593j -0.00354155+0.0475576j 0.0171284-0.0210345j 0.00773385+0.00815994j 0.000288146-0.0283103j 0.00567421+0.00936097j -0.0151465+0.0194562j -0.000684098+0.00255671j 0.00708837-0.0185802j 0.00873902+0.00364154j 0.00761436+0.00493406j 0.0123309+0.0276626j 0.0101487-0.0360878j 0.00326077-0.0148276j -0.00273856+0.0230995j 0.00774666+0.0108566j 0.0146468-0.0138973j -0.0100021-0.0217364j -0.00268435-0.0279117j -0.00638848-0.0132874j -0.000109756-0.0188465j -0.0333673-0.0844499j 0.0202658-0.00581104j 0.00808546+0.00826318j -0.0185467+0.0382454j -0.0219402+0.0251496j -0.0198647-0.0130984j 
0.024278-0.0172081j -0.0241908-0.0467386j -0.0382044+0.037087j -0.00248511+0.0213394j -0.0389257+0.0327993j 0.00507894-0.0160299j -0.0473153+0.0212657j -0.0330604+0.0603643j -0.0096724-0.0127701j -0.0183116+0.0274436j -0.000895718+0.0542784j 0.0214299-0.0391726j 0.0612203+0.0796276j -0.0498092+0.00933315j -0.0300132-0.0187672j 0.0504731-0.0253411j -0.0676931-0.020938j 0.012567+0.0386628j 0.0225524-0.0303083j 0.0123384-0.0325559j -0.0141464-0.0635912j 0.0480316-0.0332968j 0.0291479-0.0377572j -0.00926123+0.0427561j 0.0111894+0.0454815j -0.0688001+0.0120604j 0.0210051+0.0313445j 0.0126443-0.0199673j -0.0358631+0.0282839j 0.00876393-0.0348321j -0.0241687-0.0115155j -0.0585584+0.0429492j -0.0293766+0.0213372j 0.00737144-0.0109123j 0.0405435-0.0165975j 0.00492331-0.00394053j 0.0372415+0.0474612j -0.00744108+0.00235411j 0.0246579-0.0243926j 0.0322615+0.0572514j -0.00713849+0.00342564j 0.0075983-0.0165296j 0.0190206-0.0609366j -0.017007-0.0409471j 0.0155034-0.0193262j -0.0611947-0.0235355j -0.0376066-0.088424j 0.041624+0.045981j 0.00856432-0.00613621j 0.0139063+0.02574j -0.0348887+0.0292795j -0.0132745-0.0221828j 
0.045616+0.0147579j -0.0220768-0.0616116j -0.0236811+0.00620468j -0.0323281+0.0447591j 0.0225434+0.0968966j -0.0120676+0.00125851j -0.0143466+0.0713669j 0.0972825+0.00497809j 0.0111878-0.00914712j 0.0171691-0.0290362j -0.0269681+0.0873383j 0.0158846-0.0493758j 0.00172031+0.0290505j -0.0864045-0.0718056j 0.0258541-0.0048107j 0.0190757-0.0463541j -0.0111254+0.0172813j -0.0410537+0.00637957j -0.0288574-0.0121416j 0.0659417-0.00688663j 0.0135741-0.0877605j 0.00548623-0.0237311j 0.0480022-0.0121197j -0.0535084+0.0219069j 0.00295373+0.0105856j -0.093721-0.0633739j 0.0417458+0.037129j 0.0233126-0.000804848j -0.010034+0.0328705j 0.0246713-0.00336425j -0.0501338-0.0253597j -0.0283233+0.034843j 0.00891551-0.00210357j -0.0265806-0.0314046j 0.0267852+0.0180154j -0.0473511+0.0822596j 0.0124486+0.0428412j -0.0187521-0.057897j 0.047255-0.0508526j 0.0102157+0.00957487j 0.035872-0.0233121j -0.0202413-0.00607052j -0.00237384-0.0328152j -0.0380023-0.0290519j 0.00905189-0.0359658j -0.0798172-0.0436451j -0.0324395-0.0241601j 0.00805606+0.0508882j -0.0322981-0.0685667j 0.0850567-0.021413j -0.0575599-0.0198056j 0.0278021-0.0637028j 
0.0134475+0.0123988j -0.00343215-0.010256j 0.00123875-0.00153675j -0.0154019+0.0344275j 0.0138989+0.0471188j 0.0175336+0.00109734j 0.0185893+0.0454676j 0.0229497+0.0157641j -0.00687165-0.0188248j 0.00744403-0.0419401j 0.0129909+2.16307e-05j -0.0122381-0.041626j -0.0142295-0.0417955j -0.00586207-0.00969934j 0.0315146+0.0419887j 0.0343614-0.0177044j 0.0349216+0.033381j 0.0207676+0.00416916j 0.00551028+0.040064j 0.0376549-0.0354047j 0.0409549-0.0166175j 0.00132601+0.00981374j 0.00205006-0.013301j 0.0153133-0.0351126j 0.00837816+0.00420127j 0.00968082-0.0546154j 0.00590454-0.00455558j -0.0190117+0.00962807j -0.0156988+0.0040596j 0.0114622-0.00348243j -0.00409296-0.0102364j -0.0425299+0.0100825j -0.0138626-0.00439018j -0.00745019-0.00221386j 0.0118046+0.00456103j 0.00144458+0.0393857j -0.0250899-0.00554515j -0.0114344+0.00393965j 0.0286662+0.00247882j 0.00557876+0.0175322j 0.0103162-0.0395346j 0.00346164-0.0112123j 0.0102526-0.00943163j 0.00222627+0.0168448j 0.00259062+0.00136395j -0.04323-0.0076832j 0.0169078+0.028781j -0.00237139+0.0303567j -0.0196216-0.0170062j 0.0479498-0.0389508j -0.00254978-0.0236421j 0.0265612-0.0126601j 
0.0156547-0.00118427j 0.0115985-0.029878j 0.0152291+0.118289j 0.0264198-0.0693995j -0.0544059+0.10927j -0.0312311+0.146587j 0.00951245+0.134733j -0.129092-0.00315219j 0.0977561-0.164152j -0.0512173+0.11433j 0.124072-0.102383j -0.0248023-0.183104j -0.14997-0.0172046j 0.0122594+0.0807311j 0.0580176+0.0640564j 0.0532623-0.0572517j -0.0377594-0.0218779j -0.127387+0.0312118j -0.0445028-0.00466229j 0.253714-0.124048j 0.0266888+0.000471038j 0.119282+0.0544885j 0.0587811+0.0510087j 0.104908-0.0396053j -0.00455759+0.0301908j 0.0849459+0.0138846j -0.0437706-0.0547687j -0.0754507+0.103383j -0.135548+0.000541857j -0.021688-0.0283274j -0.119124-0.00631299j 0.0355591-0.00984329j 0.0299608+0.130826j -0.228687-0.254925j -0.0785786-0.00803496j 0.1053+0.168682j 0.0952309-0.078197j 0.0158438+0.0620475j 0.363632-0.0657696j 0.0654652-0.0980652j -0.189543+0.0347895j 0.064728-0.0358256j 0.00691595-0.045015j 0.106873+0.0295569j 0.0650563+0.0350517j 0.0436443+0.00453193j -0.0262302-0.000257678j -0.0131243-0.00227093j 0.0424132+0.0409409j -0.0639733+0.0161647j 0.00768117+0.0172406j -0.00526862+0.0259709j 
-0.0275813-0.0124842j 0.0213554+0.0354733j 0.0132641-0.0066025j 0.0398088-0.038661j -0.00420383-0.0634663j 0.00118115-0.0520149j 0.0279338-0.0781194j -0.0624375-0.00633241j 0.0156039+0.00906501j 0.0134871+0.0323321j -0.035528-0.00451318j 0.0114132+0.0670203j 0.0723199+0.063j 0.0264685-0.0164899j -0.0577287-0.0437567j -0.0472641-0.0251323j -0.00746292-0.0529139j 0.0109726-0.000321984j -0.00747839-0.0218173j -0.115599+0.0328658j -0.0379228+0.0888647j -0.0385759+0.00270893j -0.0510652+0.0356581j -0.0535566-0.00241979j -0.00327873-0.0367946j -0.0109512+0.0887266j -0.0190165-0.0149244j 0.0043079-0.0257304j 0.0974483-0.00640458j -0.0138519+0.01663j 0.0238232+0.0516453j 0.0261521-0.0243721j -0.0314786-0.0175663j 0.0776889+0.0683799j 0.0161206+0.0320946j -0.00306178-0.0939375j -0.0181013+0.0297865j 0.0296049+0.0118952j -0.104245+0.0643449j -0.0156699+0.0139771j 0.0499091+0.0160507j -0.0107009+0.0229938j -0.034622+0.0424596j -0.0441262-0.0318819j -0.0176965+0.0373789j 0.0769148+0.0215242j -0.0133395-0.0101693j -0.0159414-0.0424602j 0.0492362+0.0604319j -0.0636474+0.0534273j 0.0177082+0.0304455j -0.0303726+0.0271093j 
0.0348984+0.0320191j -0.0283667-0.0187299j 0.020019-0.0422301j -0.0599726+0.0939341j 0.0486785+0.0546652j 0.0344392-0.0158628j -0.0278459+0.0663777j 0.185654+0.0116373j -0.0295908+0.0588071j 0.0400743-0.142199j -0.0261918+0.0420408j 0.0199684+0.026285j -0.0533003-0.0792318j 0.0115712-0.0481105j 0.083642-0.0077241j 0.00929105+0.101001j 0.0689582+0.119114j 0.0307562+0.0164354j 0.0412096+0.0470479j 0.0608538+0.0158349j 0.023084-0.0939352j 0.0158902-0.00450873j 0.046562-0.00684772j -0.0116015-0.0261273j 0.0230056+0.01959j 0.00544877-0.14574j 0.0545962-0.0202227j -0.0156617+0.0183003j -0.0348339+0.00276249j 0.012592+0.0333577j -0.0165892-0.0429885j 0.000238496+0.0158554j 0.014127+0.000846247j -0.0182095+0.0186293j -0.00108491-0.00668219j -0.0480665+0.0356811j -0.0270682-0.0394782j -0.0603754-0.0259532j 0.000151261-0.0499492j 0.0356378-0.0025562j 0.0296682-0.0794766j -0.0333748-0.0342401j 0.057459-0.0227379j -0.0122445+0.0320115j -0.0170209-0.0314584j -0.128507-0.0213132j 0.0683423+0.0643353j 0.0110117+0.0914387j -0.107615-0.0787555j 0.163455-0.0935589j -0.0170669-0.0827253j 0.0822058-0.0430956j 
0.0276901+0.0209008j -0.0115282-0.0266464j 0.0158682-0.0245581j -0.0313324+0.0331007j 0.0441865+0.0468436j -0.0106054+0.0154915j -0.00859608+0.0399054j 0.0998767+0.0234461j -0.00377348+0.0108777j 0.0151465-0.0367927j 0.033027-0.0107343j -0.0232486-0.038589j -0.0539342-0.035684j 0.00218487+0.0023928j 0.0367938+0.0221999j 0.00268002+0.0497261j 0.0237379+0.0781993j 0.0217413+0.00972907j 0.0360329-0.00691986j 0.0973366-0.0251939j 0.0291135-0.0759027j 0.0305761-0.0102963j 0.00946806+0.00283211j 0.0375908+0.00422642j 0.00175689+0.0122629j 0.0346791-0.100938j 0.027113-0.023307j -0.00812525+0.00662023j -0.0504034+0.00278271j 0.0353188+0.0348547j -0.0457027-0.0353516j -0.00334299+0.00268468j 0.00520296+0.00537148j -0.046351-0.00582709j 0.00687718-0.0364674j -0.0319317+0.0446711j -0.00582481-0.0186233j -0.0331549+0.0109121j 0.0490391-0.011804j 0.0158077-0.0164275j -0.0150267-0.0303006j -0.0289484+0.0234021j 0.037602-0.0233844j 0.0222617+0.0123606j 0.0102669-0.0143768j -0.0491382-0.0098639j 0.0501407+0.0520027j 0.0056586+0.032503j -0.0477987-0.0449298j 0.0795418-0.0732194j 0.00845184-0.0392541j 0.0374308-0.0125921j 
0.0315431+0.0117592j -0.00202844-0.0285981j -0.0123183-0.0102715j -0.00946641+0.0299156j 0.031801+0.0177136j -0.00803038-0.0236013j 0.0174461+0.0272664j 0.0619676+0.0170007j -0.00947652-0.0120379j 0.00739341-0.0296091j 0.00174837+0.0394889j -0.0246181-0.0344176j 0.0146473+0.0156591j -0.026699-0.0127652j 0.00242368+0.0100944j -0.00481685-0.011733j -6.21036e-05+0.0125982j 0.0113733-0.00692711j 0.0062975-0.0173835j 0.0249566-0.00601005j 0.014896+0.00865266j -0.00605361-0.0142901j 0.0436602+0.0185544j -0.0208684+0.0151268j 0.0212857+0.0171248j -0.0403578-0.0559973j -0.0071776+0.0279297j -0.000891507-0.00334475j -0.0120493+0.00385068j 0.0125496-0.00213442j -0.0468896-0.0141236j -0.00599759+0.0134932j -0.0112844-0.0179497j -0.00383328-0.00138478j -0.0324103+0.0152051j -0.0203592+0.0202629j -0.0118094-0.00330805j -0.0350914-0.0164722j 0.0206719-0.0143924j 0.0123991+0.014036j 0.0378886-0.0360419j -0.025766-0.0153985j 0.0272167-0.0168476j -0.0243476-0.000769277j -0.0242996-0.00911655j -0.0354278-0.0294576j -0.013096-0.031951j -0.0110458+0.0399883j -0.0259583-0.0206293j 0.0385112+0.00789278j -0.0402771-0.0229159j 0.0195301-0.024469j 
0.00783549-0.00488142j -0.016276-0.00668081j -0.0072999+0.00199954j -0.00578113+0.0214586j 0.0167971+0.0406286j -0.00803448-0.0051828j -0.00987988+0.0147878j 0.0147832+0.0115581j -0.000993517+0.00977933j 0.00651433-0.00360468j 0.0208338+0.0127595j 0.0141523-0.00213363j 0.00282039+0.00145347j -0.0117702-0.0107014j -0.00779525+0.000253844j 0.01656+0.00945158j -0.0166392+0.00875913j -0.0157594+0.0199718j 0.00680307-0.00905114j -0.0114635+0.0256764j 0.0247969-0.0176814j 0.00427128-0.00280328j 0.0196235-0.0258556j 0.00645679+0.00970448j 0.0101477+0.0188279j -0.0237142+0.00115714j 0.00780506+0.0342733j 0.0157896-0.00610569j -0.00930776+0.0118901j -0.00384896-0.0166677j 0.0210033+0.0159727j -0.00518414+0.00273113j 0.00756674+0.0218883j 0.0119253+0.00708526j 0.0231657-0.00949106j -0.00260742+0.00952182j -0.0100499+0.0044176j 0.00682667-0.0384706j 0.0037112-0.0102954j 0.00428962+0.0250023j -0.000536159-0.0142456j 0.00762114+0.00633707j -0.0017505-0.0286339j 0.00410003-0.00455412j 0.00334832-0.0363386j -0.0194815-0.00801978j 0.016639-0.0396108j 0.0188788-0.00275104j -0.0246845-0.0366577j 0.00911945-0.00537668j -0.0144857-0.00185985j -0.00653547-0.0152251j 
-0.00881336+0.0051482j 0.0150622+0.0133317j 0.00342064-0.00836119j 0.00670509-0.0128477j -0.00625602-0.0372133j 0.00922138-0.0121689j 0.0138507-0.0264458j -0.00637872-0.00444919j 0.0218407-0.00803598j -0.0110883-0.00215213j -0.0102505-0.0124408j -0.00523856+0.0158342j 0.0343796+0.00858361j 0.00499809+0.000332831j 0.0140702-0.0113205j -0.0197122-0.02293j -0.00365247-0.0383465j -0.000313603+0.00280074j -0.00939398-0.0115747j -0.0134378-0.0116636j -0.032179+0.0260687j -0.0180664+0.0112392j -0.000223553+0.0272532j -0.0170539-0.00434095j -0.0129247+0.00149117j 0.00293324+0.0222059j -0.00621624-0.00447357j -0.0278352+0.040756j -0.00443204-0.00838211j -0.0180099-0.000409016j -9.45405e-05-0.00907077j -0.0179936-0.0164011j 0.0282907-0.0111053j 0.00932368+0.00464755j -0.030752+0.00118875j -0.00692456-0.0106189j 0.0103373-0.0205767j -0.0185217+0.0193787j 0.00522427-0.00741526j 0.0103663-0.00300015j 0.0364795+0.00657351j -0.00931274+0.00611509j -0.0152671+0.0247469j 0.00704966+0.0171225j 0.00623256+0.0324562j 0.021208+0.0111782j -0.00658052+0.0135903j -0.0057859-0.00792831j 0.0255481+0.0255576j -0.029725+0.0174205j 0.00447226+0.00234372j -0.00467413+0.0083951j 
-0.0118975-0.00941858j 0.0070968+0.00970238j -0.000648995+0.0187512j 0.0260229-0.0162611j -0.017746-0.00896515j -0.00420779+0.00796561j -0.00348821-0.00527523j -0.0472944-0.00191384j 0.0195027-0.0121261j -0.0169634+0.048646j -0.00989898-0.0185782j -0.00818057-0.00733681j 0.0207178+0.0265803j 0.0283192+0.0130542j -0.0150125-0.00466973j 0.0141923-0.0108501j -0.00670125-0.0203816j -0.00609242-0.00805513j -0.00661946+0.00654525j -0.0229741+0.0110593j -0.00949466+0.00991216j 0.0304011+0.0172964j -0.00876407+0.016482j 0.0108669+0.00529141j -0.000842701-0.00434531j 0.00327522+0.0377289j -0.0233153+0.00773052j -0.017365-0.0140544j 0.0182688-0.0241123j -0.00314823-0.0268607j -0.0203327+0.00318481j -0.00508734+0.00428423j 0.00540633+0.000462233j -0.0177174-0.00629157j -0.00918401+0.0104661j 0.0257853-0.00544319j -0.0033905-0.0227715j 0.0132595-0.00378211j -0.00592805+0.00398454j -0.00882761-0.0266041j -0.0346512+0.0204627j 0.0217942-0.0177517j -0.010458+0.00693172j 0.00475363+0.00223078j 0.00168433+0.0118648j 0.0385476+0.00537136j -0.0277187+0.00273701j 0.000690921-0.00346486j 0.0324914+0.0319183j -0.0511844+0.0232548j 0.00445112+0.0195482j -0.0163366+0.0113402j 
0.011086-0.00331822j -0.00666758-0.0104501j -0.00588584+0.00291249j -0.00500768+0.00884197j 0.00451531+0.0246139j -0.0275934-0.0024341j -0.00212539+0.00218315j 0.00218371-0.00112651j 0.0228606-0.0030282j 0.0106043+0.00506268j 0.00938232-0.0048953j 0.0134449-0.0184742j -0.00962373+0.00827272j 0.0190348+0.00167993j -0.002357+0.00913157j 0.0108432-0.00396083j -0.0138024+0.0318927j -0.00751778-0.0224026j 0.0063795+0.0133267j -0.00152048-0.00726157j 0.00483389-0.0297175j 0.0167687+0.0155595j 0.032499+0.0193607j -0.00577607+0.0286501j -0.000108463-0.00582055j -0.000651461-0.00441292j 0.00899719+0.0271326j -0.0155301+0.00852749j -0.000923042-0.0137146j 0.0163584-0.00411211j -0.024559-0.00102115j -0.0374825+0.024427j 0.00529526+0.0221763j -0.0278577+0.00993149j 0.0286066+0.00318435j 0.00460296+0.0166671j 0.00229266-0.013913j -0.032533-0.00328036j -0.00413591+0.00633382j 0.0149211-0.00344155j 0.000932875-0.0100932j 0.0244673+0.0084511j -0.00873331-0.0159661j 0.0136163-0.0258018j -0.012063-0.00146145j -0.00662369+0.00583498j 0.00931868-0.018212j 0.00427107+0.0128036j -0.00827013-0.0123453j 0.00824478+0.00148614j -0.00858699+0.0003485j -0.00299587-0.0053625j 
0.00138713+0.00343679j -0.00378787-0.00167275j 0.00175034-0.00262578j -0.0111831+0.0138332j -0.0144161+0.00108511j -0.00537455-0.00812365j -0.0132081-0.00174017j 0.0189783+0.0101977j -0.00475128+0.00852149j 0.00984961-0.0193963j -0.00425588+0.0190498j -0.0010208-0.000329745j 0.000441983+0.00321928j -0.00732003-0.0193257j -0.00140996+0.0128769j 0.00251463-0.000228012j -0.00766635+0.00711526j -0.0124468+0.00453938j 0.0134554+0.000127911j -0.00317555-0.00220284j 0.00993735-0.015868j 0.0146185-0.00441734j 0.0047898-0.000318469j -0.00725274+0.00794734j -0.0210201-0.00101352j -0.0230443-0.00130463j 0.00656643+0.0166647j 0.00874161+0.00912675j 0.00861824+0.00812951j -0.00014239+0.020388j 0.0113628-0.0115888j -0.0105133-0.00150905j 0.000975269-0.0121158j 0.00474943+0.0111512j -0.0162133-0.0136988j -0.00640825+0.00639261j 0.0160164+0.00301206j -0.00452044+0.00548731j -0.00643731-0.0183841j -0.000425119+0.0109506j 0.022077-0.0099542j -0.00157492-0.00100616j 0.00341454-0.000574008j -0.00912177+0.00866342j -0.00927016+0.00520733j 0.00597925+0.0105039j -0.00117148-0.011443j 0.00464935+0.00934124j -0.00352719-0.00503977j -0.00234728-0.0104442j -0.00420027-0.0024591j -0.000300157-0.0106567j 
-0.00161317+0.0048886j 0.00159347+0.00752792j -0.00386343-0.00584166j -0.00446625+0.00966237j 0.0126072-0.00802554j -0.00288885-0.00418102j 0.00839252-0.000893263j 0.0200781-0.0203058j -0.0184173-0.00749421j 0.00472893-0.0142156j -0.0413984-0.00344499j -0.0162071+0.0209271j 0.0198961-0.0114689j -0.00818551+0.00226872j -0.00781251-0.00849438j 0.0108394-0.016052j -0.0185765+0.00562865j 0.00572147+0.0486157j -0.0100558+0.00591609j -0.0160091-0.00305255j -0.0131808-0.00613823j 0.00957708+0.00658055j -0.0151243+0.0220755j -0.0152358-0.00639605j -0.00594625-0.00164712j -0.000866362-0.00643268j 0.00175251+0.00570224j -0.00322225+0.017669j 0.0129637-0.00547403j -0.0149031+0.00849521j 0.00130374+0.0036598j -0.0282667+0.00819074j -0.0138241-0.000103417j 0.0266057+0.0279718j 0.0161466+0.00343741j -0.026849-2.47101e-05j 0.000177378-0.00264868j -0.0123753-0.0179908j 0.0022202+0.00606961j 0.00471731+0.00511196j 0.00355256-0.00225047j 0.00382813+0.00218325j 0.00597905-0.0124358j -0.00382295-0.00447631j -0.00726288-0.00276361j 0.000364383+0.00700835j -0.00106764-0.00179902j 0.000174172-0.00497006j -0.000450983+0.000829342j -0.00424832-0.000719663j -0.00246455-0.00519298j 0.00132995-0.0026138j 
0.00229708+0.00274473j -0.00297294-0.00242683j 0.00481591+0.00756588j 0.0075223+0.00458787j -0.00167243+0.000141751j 0.0129308-0.00480885j -0.0108612-0.000977437j 0.0162213+0.00806263j -0.00290702-0.0129585j -0.00205783+0.00665041j -0.0279563-0.00519172j -0.00973408-0.000133063j 0.0181267+0.00330235j 0.00922436-1.33263e-05j 0.00915151+0.00356461j 0.0012317-0.00447994j -0.00298517+0.00932155j 0.0153212+0.0167218j -0.0212538+0.0105924j 0.00447812+0.00329293j 0.00673386-0.00376912j 0.00604237+0.00481909j -0.00361869+0.000359635j 0.00206922+0.00159645j 0.0051521+0.00881718j -0.00921881-0.0179709j 0.00319692+0.00151589j -0.0167823-0.00633098j 3.70994e-05-0.0128984j -0.0038514-0.00276362j -0.00958656-0.013451j 0.00158827+0.00347897j 0.00518321-0.0094478j -0.00045575+0.00398521j 0.00317289+0.00939354j -0.00468583+0.00186463j -0.00133386-0.00140221j -0.0116688-0.00360207j -0.00580838-0.00106996j -0.00996485-0.0215979j -0.0109065-0.0133669j -0.00239361-0.0191978j 0.0150683-0.0189839j -0.0117799+0.00421366j -0.00693817+0.00450658j -0.00635953+0.00927228j 0.0145263-0.000925928j 0.00722601+0.00317543j -0.00121839+0.0120909j -0.0172254+0.00237396j 0.00181813+0.000127274j -0.00189718-0.00129212j 
0.00310356-0.00229022j -0.000781784-0.0032017j -0.00410906+0.00498238j 0.0127887+0.00243281j -0.000573244-0.016141j 0.00846524-0.00766731j 0.000438318+0.00616752j 0.00436619+0.000670968j -0.00849122-0.0121811j -0.00525276-0.00240498j -0.0203682-0.000194306j -0.00372422+0.00381518j 0.0175932+0.00634592j -0.00153107-0.00982089j -0.011889+0.000368505j -0.0101023-0.00662465j -0.00491587+0.00347233j 0.00795613+0.0251436j -0.0266633-0.0058739j -0.00147006+0.00331102j 0.00172533+0.00164235j -0.00793091-0.0125021j -0.00961501+0.00501141j -0.0199399+0.00195066j 0.00809856-0.00124741j -0.0028251+0.0112857j 0.0042844-0.000238165j 0.00627544-0.0110286j 0.000290914+0.000265779j -0.00638625-0.00546043j -0.00132532-0.00580106j 0.00892029+0.00779644j -0.0111578-0.00204507j 0.0156338+0.00369356j 0.0146092+0.0152865j -0.00412834-0.00574367j 0.0051813+0.00596038j 0.00280035+0.00383318j -0.00981233+0.010213j -0.00324568-0.00159726j -0.0152448+0.000731552j 0.00838156-0.0013585j 0.000779118-0.00931865j -0.0103101-0.00959953j 0.0054441-0.0062689j -0.0152002-0.0055311j 0.0084386-0.00584157j -0.0070427+0.0154211j 0.00809326+0.00993595j -0.00572771+0.00231298j 0.00127936+0.00533447j -0.00439573-0.000515496j 
-0.00146205+0.00841451j 0.0108805+0.00387256j -0.00156514-0.00234464j -0.00967165-0.000597883j 0.00975121-0.0115645j -0.0128377+0.0123899j 0.0176823+1.07487e-05j 0.00521398-0.0258754j -0.0276876+0.0108293j -0.00724309-0.00627467j -0.0256782+0.00572907j -0.0133649+0.0136708j -0.00914459-0.00257428j -0.00453977+0.0137931j -0.0226808-0.0138253j 0.0012736+0.00110871j 0.0115557+0.00532088j -0.00645499+0.00291984j 0.00606883+0.00220114j -0.0108954+0.00160809j -0.0133603+0.0146462j 0.00364098+0.00438101j -0.0101488+0.00929049j -0.00405997-0.0143526j -0.00582071-0.0190241j 0.0187387-0.013151j -0.00192669-0.00932924j 0.0193931-0.00916533j 0.0183884-0.00826459j 0.00258957+0.0247571j -0.0104571+0.00603619j 0.00190721+0.0120491j -0.0272297-0.000231948j 0.0116249+0.011612j 0.000497275+0.0151895j -0.0140572-0.00143209j -0.00761876+0.0102757j 0.000364587-0.00132997j -0.00492547+0.0137075j -0.00129554-0.00438297j -0.000580188+0.0118952j -0.0106207+0.00492896j 0.01199+0.000189008j -0.0158622-0.00633065j -0.0111233-0.013675j 0.0133296-0.00460016j -0.0128587+0.0127073j -0.0188009-0.00802959j -0.00354222-0.00217868j 0.0133361+0.00388092j -0.00292256-0.0064304j 0.00625525+0.000317222j 
-0.0108612-0.0105485j 0.000183768+0.010467j -0.00319462+0.00302063j 0.00827716-0.0148278j -0.011468-0.0241721j 0.0028979-0.000943162j -0.000161542-0.00819319j -0.0402814-0.00910767j -0.00322831-0.00875707j 0.000657316+0.0170332j -0.00826301-0.00936528j -0.00644231-0.011933j -0.00353637+0.00609424j 0.00873738+0.0140886j -0.0144608+0.0108902j 0.0103343-0.0141094j -0.0236108+0.00258265j -0.0074753+0.00467028j -0.0140351+0.00950223j -0.00475027+0.016837j -0.000349973+0.0178772j -0.0145198+0.0121061j 0.000881468-0.0106057j 0.00704746-0.00229624j -0.00221176-0.00111303j -0.00333654+0.0182305j -4.40029e-05+0.0024163j 0.000263275+0.00123786j 0.0141123-0.00599182j -0.00887363-0.00107684j 0.0109111+0.01977j 0.00741171+0.000233127j -0.00696862+0.00257436j -0.0108102-0.00392971j -0.00415854-0.00360372j 0.0069861-0.0141244j 0.0120255-0.00156087j 0.0245285+0.000334647j 0.00295826+0.00591006j 5.08953e-05-0.00099719j -0.011664+0.00525751j -0.000802663-0.00509928j 0.0031587-0.00431636j 0.000955431+0.00357705j 0.00439225+0.00965517j 0.0188716+0.00339228j -0.00785741-0.00754994j 0.0111973-0.0183878j 0.0194571+0.0160023j -0.0578173+0.0034177j 0.00629518+0.0153278j -0.0203382+0.0107558j 
0.0027369-0.00191495j -0.00170306-0.00529662j -0.00122394+0.00621719j 0.00205762-0.00157408j -0.00461822-0.00467024j 0.00224769-0.00672238j -0.00326102-0.000943353j -0.00758676+0.00955907j -0.00507974-0.00280836j -0.00808671+0.0149441j -0.00631196+0.0121173j -0.00580514-0.0206117j 0.0117126+0.0190069j 0.00175122-0.000278987j -0.0173467+0.00445904j -0.00252021-0.0094536j -0.0132621+0.000113249j -0.0066828-0.0121089j -0.0136203-0.00452139j 0.00113985+0.0165578j 0.00496425+0.0136239j -0.00884209-0.0064942j 0.0161146-0.0154591j 0.00206733+0.00138595j -0.00121328+0.000170465j -0.017148+0.00114984j 0.00533042+0.0148612j 0.00141423-0.0113035j 0.00470792-0.00248018j 0.00241266+0.00393199j -0.006787+0.000230534j 0.0148274+0.00103761j -0.00378708-0.00623908j -0.0083186-0.0115965j -0.0106171+0.00246519j 0.00173274+0.00168913j 0.00413491+0.0151556j 0.00904683+0.00235721j 0.000422982-0.00954712j -0.00657238+0.00223297j -0.00202727-0.00300833j -0.0181985-0.00843519j 0.0122327-0.00857119j -0.00614869+0.000273078j -0.00102437-0.00644721j 0.00596361-0.0100391j 0.00664486-0.0224614j 0.00399681-0.00276161j 0.00339592+0.00836922j -0.0325953+0.01081j -0.00484239+0.00862351j -0.0144031-0.00370891j 
