-0.0063954+0.0105123j -0.00818293-0.042328j -0.00363321+0.0648535j -0.00290611-0.0635441j -0.0157149-0.00979991j 0.0260724-0.0419582j 0.00544225-0.0850168j 0.0174962+0.000410109j 0.0503098+0.00829689j 0.060792+0.151237j -0.0250352-0.0705505j -0.0256414+0.103636j 0.0238738-0.0204378j 0.0474964-0.198081j 0.0737724-0.059181j -0.160129+0.129058j -0.0600693+0.0339274j -0.115042-0.068537j 0.060232+0.138827j -0.0316305-0.153675j 0.0650519-0.0879785j 0.0242071+0.0412877j 0.0162071+0.0452949j 0.140603+0.0935295j 0.027006+0.115584j -0.0731945+0.118127j -0.147589+0.271371j 0.0527051-0.00560861j 0.0524178+0.0224985j -0.0625148+0.153357j -0.0536225+0.0490326j 0.0295724-0.23302j 0.214792-0.0530311j -0.011764+0.050621j -0.151785-0.0691166j 0.010713-0.0384479j -0.116899+0.0411595j -0.446077+0.00094722j 0.0928291+0.0206146j 0.142792-0.0298841j 0.0182284+0.139834j -0.0876738+0.306499j -0.0412014+0.263323j 0.0563482+0.27822j -0.0649179-0.346944j -0.287642-0.187658j -0.0565633-0.342598j -0.0726737+0.0266339j -0.0381431+0.124306j 0.265083-0.185141j -0.52101+0.144362j -0.0121894-0.220668j -0.254967-0.00449003j -0.205506-0.388309j -0.292779-0.386217j -0.397893+0.0670121j 0.196698-0.541445j -0.228359+0.259061j -0.220479+0.336405j -0.468321-0.0253891j 0.299945-0.377306j -0.0736401+0.268074j 0.101412+0.139984j 0.628458+0.290271j -0.514039+0.0305634j -0.0809868-0.0560813j 0.203112+0.394476j -0.224909+0.643696j 0.338428+0.550074j -0.313678+0.313261j 
-0.231994+0.0642184j -0.524383+0.106835j -2.27108-0.0618521j -0.0653248-0.0153703j -0.237231+0.00229744j -4.32615-1.02364j 0.71019+0.377618j 3.0723-0.302113j -4.25111-0.540196j 6.01281+0.858608j -1.10329-0.117625j -7.7642-0.964072j 3.41499+0.31218j 0.373205+0.060096j -2.80613-0.212816j -10.6066-0.358696j 9.43273-0.105725j -11.0841-0.638564j -8.20232-0.555229j -0.456824-0.239762j -3.82773+0.0654441j -13.8388-0.515576j -11.0652-0.807611j -6.48587-0.75403j -9.18519-0.339232j 21.5816+1.18043j 3.21227-0.107691j 5.34586+0.551702j -1.32919+0.237418j 11.6984+0.782209j 6.79807+0.281115j -14.0145-0.657441j 13.4421+0.596433j -6.10804+0.0361285j -12.7465+0.04156j 0.144791+0.158908j 5.95409+0.239501j -13.8392-0.865839j 14.7121-0.324237j -6.98256-0.0452955j -11.7328-0.214997j -1.51829-0.190657j 6.22863-0.0299658j -3.01571-0.185243j 21.3649+0.528672j -9.2242+0.331994j 6.53487-0.194904j -11.439+0.60097j 13.5415+0.403774j -4.11836+0.205437j 0.0644697+0.152562j -8.42167+0.542114j 11.3713-0.31857j -10.5543+0.515821j 10.9625-0.607745j -3.48294+0.135407j 0.736907+0.353623j -3.43803-0.487787j 8.7404-0.0126792j -1.14151+0.0180254j 6.05514+0.10534j -4.56153+0.493649j 2.93938+0.120814j 0.411511-0.0482936j 3.95215-0.422213j 0.0108077+0.272475j -0.0388839+0.303952j 2.14168-0.0194643j 1.05017-0.116242j 0.0241408-0.178058j 
-0.0874281+0.371501j -0.381063+0.319172j -0.402154+0.0703783j 0.0825799+0.344825j 0.371111+0.237457j -0.791514+0.126389j 0.486611+0.115099j 0.483015-0.0790532j -1.35721-0.0111783j 0.46498-0.0163823j -0.127025+0.180011j -1.83626-0.268569j 0.343154+0.213845j -0.140611+0.28142j -0.775353-0.0480393j -1.61752+0.0353634j 1.8278-0.393895j -2.32015+0.100641j -2.04638+0.23478j -0.321356-0.22436j -0.65012-0.403456j -2.36593+0.450137j -1.67099+0.133494j -1.06552+0.291932j -1.33156-0.123905j 3.74659-0.0729637j 0.188433-0.123143j 1.07609+0.0563793j 0.0663296+0.077037j 1.89227-0.122092j 1.1034-0.332711j -2.66155-0.24141j 2.58064-0.0994344j -0.840933+0.48196j -1.90685+0.492233j 0.415923-0.310527j 0.867848-0.328276j -2.15713+0.366171j 1.8645+0.308564j -1.25686-0.427149j -2.10068-0.247013j -0.753226+0.265366j 0.798028+0.022288j 0.0299999+0.675398j 4.2147-0.898081j -1.47285+0.107102j 0.833954-0.31332j -1.93738+0.759565j 2.08353-0.676611j -1.25364-0.14373j -0.035571+0.476333j -1.69187-0.321132j 1.43403-0.417525j -1.58415+0.170882j 1.93807-0.317948j -0.630617-0.404721j 0.286348-0.086197j -0.266025-0.104057j 1.71809-0.306947j 0.126474+0.00679833j 0.593034-0.62018j -0.986807+0.358579j 0.731532+0.14012j -0.0065101+0.053226j 0.998359+0.0758858j 0.260683-0.599678j 0.197507+0.224514j 0.307542-0.507444j 0.211212-0.0892215j 0.39692-0.148669j 
-0.0564143+0.141575j -0.309749+0.365321j -0.40004+0.0259377j 0.113646+0.531424j -0.230494+0.411071j -1.18047+0.129548j 0.506767-0.284359j 0.816779+0.124178j -0.987647+0.290077j 1.34573-0.13576j -0.212117-0.25741j -1.91528-0.0037143j 0.289735-0.458792j -0.0113945-0.405453j -0.870235+0.103259j -2.42173+0.188089j 2.14671+0.189397j -2.859+0.30466j -1.58013-0.0308072j -0.325349-0.146713j -0.633967+0.046259j -3.34434+0.265365j -2.4034+0.815031j -1.03982+0.0434144j -1.77746+0.185585j 4.81843-0.708093j 0.409532-0.179239j 1.34693-0.0911359j -0.224224-0.377327j 2.91861+0.0336449j 1.16784+0.105324j -2.92017+0.151733j 2.69272+0.0489549j -1.12086-0.441316j -2.34817+1.09753j -0.877409+0.209434j 1.03503-0.557152j -2.69328-0.0916654j 2.84155-0.781481j -2.26389+0.324612j -2.29933+0.444965j -0.189643+0.642439j 1.45041+0.0890391j -0.608593+0.112056j 4.64061-0.503277j -2.36444+0.989386j 1.53397-0.580136j -2.75597+0.346104j 2.42673-0.69495j -0.14691+0.670855j -0.773836-0.414276j -2.10023+0.359414j 2.71753-0.314072j -2.33597+0.278692j 2.24602-0.261067j -0.322339+0.335327j -0.112654+0.0998328j -0.914328+0.114003j 2.05222-0.608017j -0.754119+0.26096j 1.13628-1.03914j -0.667469+0.25195j 0.737851-0.271093j 0.282624+0.415833j 1.04953-0.124505j 0.0284701+0.00317966j 0.159368+0.165571j 0.526528-0.29679j 0.454778-0.0683319j 0.378288+0.0315823j 
-0.0508721+0.0841941j 0.072258+0.048104j 0.0185539-0.183963j -0.113371+0.2245j -0.0700084-0.240397j -0.0940217+0.0373847j -0.060886-0.106892j -0.428372+0.448954j 0.641522-0.477325j -0.263833+0.240128j 0.214798-0.0591092j 0.246643-0.765165j 0.0490037+0.0377108j -0.0514199-0.216657j 0.467265+0.0769377j 1.13722-0.674238j -0.728762+0.920512j 0.441673-0.627536j -0.366017-0.859238j -0.526519-0.207454j 0.0963935-0.102208j 0.897958-1.11996j 0.0853727-0.55574j 0.0288567+0.419083j 0.691792-0.852474j -0.999108+1.04956j -0.0569107+0.4011j -0.172713+0.190515j 0.501468-0.30469j 0.0406302+0.443284j -0.388174+0.808339j 0.698438-0.848593j -0.144638+0.740315j 0.465855-0.438496j 1.32004-1.10627j -0.0710775-0.961853j -0.0224171+0.538109j 0.52483-0.383185j -1.63243+0.338819j 0.393294+0.186337j 0.173715-0.260167j 0.476215+0.449401j -0.121867-0.571613j -0.321154+0.000327291j -0.967733+1.04792j 0.493719-1.03152j -0.358063-0.283763j 0.833283-0.688509j 0.0663185+0.693204j 0.91158-0.117889j -0.0130919-0.124968j 0.474458-0.89204j -0.709139+0.423819j 1.25392-0.271455j -1.16944+0.303927j 0.210953+0.0582152j -0.198453-0.386652j 0.127907+0.195789j -0.264757+0.92054j 0.0226186-0.0407653j 0.229348+0.384482j 0.218555-0.455553j -0.276685+0.10479j 0.245524+0.384104j -0.278357+0.30517j -0.175167-0.334408j -0.00475822+0.26195j -0.149044-0.0570454j -0.0483305-0.257946j 0.0273156+0.0212782j 
0.304441+0.013593j 0.77103-0.21303j 2.57438+0.378642j 0.0119941-0.500649j 0.305983+0.264711j 4.69678+0.707334j -0.76652-0.2892j -3.68801-0.113307j 4.76962+0.662184j -6.93615-0.531973j 1.26732+0.273524j 9.25166+0.214941j -3.47279-0.182917j -0.378858-0.0481606j 3.09306-0.0131215j 11.9161+0.398971j -11.5302+0.13305j 12.9011+0.232191j 10.3158+0.184955j 0.698716+0.0898983j 4.52786+0.135639j 15.9489+0.366355j 12.858+0.254136j 6.90131-0.0865387j 10.6016+0.320728j -24.4347-0.997031j -4.10428-0.206618j -5.43313-1.19516j 0.947068+0.652239j -13.1841-0.469158j -7.45384-0.714419j 15.7887+0.266906j -15.7209-0.332434j 7.36374+0.0165692j 14.6725-0.241725j 0.347592+0.412341j -6.93214+0.316243j 14.9055+0.44802j -16.0537+0.0502777j 7.90599-0.0566372j 13.4293-0.00816077j 0.830572+0.771686j -6.06192-1.00755j 3.60801-0.423653j -24.0604+0.329941j 10.9505-0.244911j -7.24573+0.533846j 13.0595-0.280305j -15.8285+1.00246j 4.06594+0.213138j -0.307553+0.267518j 10.1877-0.416478j -12.7584+0.725817j 11.4965-0.0301457j -12.1993+0.556278j 3.61426+0.165596j 0.048401-0.261413j 3.50446+0.399084j -9.71983-0.0272229j 0.973425-0.0344672j -6.7137+0.580778j 5.2065-0.346288j -3.16524+0.14172j -0.617284+0.20004j -4.5146+0.718486j 0.471255-0.0417736j 0.0263548-0.314869j -2.39562+0.0858242j -1.03296-0.0934792j -0.316463+0.125372j 
0.0385892-0.0267818j 0.0358085+0.0250841j 0.0664541+0.141901j 0.120173-0.11818j -0.125111-0.0113155j 0.305778+0.0944394j -0.137231+0.0572771j 0.0388276+0.0194426j -0.334234+0.17419j -0.375092+0.1155j -0.0818128-0.0221682j 0.592439+0.0679433j -0.0373604-0.0387829j -0.220483-0.134649j -0.145178-0.102647j -0.0757393+0.459066j -0.598287-0.639394j 0.420527+0.203661j 0.499396-0.29848j 0.278485+0.351102j 0.0605478-0.124311j 0.400045-0.171676j -0.367744-0.262461j -0.308483+0.0187264j 0.782028+0.335825j -1.78986-0.707014j -0.127821+0.388835j 0.19006+0.862423j -0.150483-0.587937j -0.0966534-0.396601j 0.365288-0.674984j 0.547069+0.329223j 0.0611889-0.224881j 0.224496-0.0258017j 0.74026-0.0332887j 0.0597105+0.0811495j -0.26949-0.0430212j 0.112085+0.564644j -0.351324+0.0352522j -0.594894+0.317749j 0.0121095+0.193663j 0.497428+0.506199j -0.90262-0.829556j 0.446019+0.193782j -0.865313+0.914045j 0.366455-0.410187j 0.0374658-0.485273j 0.33788+0.933752j -0.713382-0.319231j 0.207864+0.16146j 0.203874+0.372159j 0.700643+0.0920627j -0.306988+0.018234j 0.00828693-0.470968j 0.153459-0.229352j 0.164566+0.23134j 0.00822362+0.235241j 0.0715722+0.107883j -0.542301+0.155107j 0.0347815+0.134556j -0.484082+0.000765986j -0.141308+0.362946j -0.0535526-0.173792j -0.163511+0.0525551j -0.176537+0.115344j -0.0385422+0.144459j -0.140431+0.0152334j 0.0458137+0.0183272j -0.0207387+0.0331857j -0.0287228+0.0110846j 
0.14863+0.17776j 0.622986-0.0916185j 1.36625+0.375591j 0.388786-0.452968j -0.141685+0.37973j 3.22911+0.221984j -0.615866-0.0988687j -2.17321+0.0301878j 2.95387+0.0455592j -4.82475-0.183447j 0.894651+0.0910814j 6.45953-0.323767j -2.15726+0.0297483j -0.37686+0.0419403j 2.3054-0.295534j 7.75993-0.448386j -7.59279+0.180554j 8.66435-0.227586j 6.77293+0.670566j 0.350986+0.271026j 2.97087+0.219707j 10.241-0.209235j 8.56817+0.254889j 5.25996-0.337623j 6.8396-0.259331j -15.9218+0.181256j -2.33019-0.612748j -2.83108-0.831672j -0.174248+0.0799992j -8.61646-0.307689j -4.17298-0.0756051j 10.301-0.580384j -10.3183-0.491717j 4.84221+0.0321011j 9.53841-1.0596j -0.666837+0.320149j -4.54757+0.203045j 9.74192-0.434415j -10.4514+1.12452j 5.63735-0.0536395j 9.00603+0.148696j 0.307578-0.0970107j -3.54879-0.409098j 2.76847-0.0321759j -15.687+1.1504j 6.72754-0.189789j -5.18097+0.620243j 8.33595-0.518375j -11.2232+0.701744j 2.28395-0.461469j -0.613239+0.0956451j 6.42172-0.189117j -8.61175+1.03559j 7.06528-0.730739j -7.93163+1.14297j 2.09554-0.0746282j 0.0283588+0.345297j 2.43134-0.015918j -5.78454+0.350424j 0.518134-0.31938j -4.3607+0.599308j 3.12279-0.309489j -2.24985+0.504267j -0.344601+0.163897j -3.08436+0.829921j 0.187228+0.448441j 0.143426-0.0692021j -1.63449+0.0232728j -0.603437-0.142359j -0.250956-0.132739j 
0.219387-0.0778215j 0.6522-0.137305j 1.69539+0.158107j -0.0580373-0.141184j 0.127957-0.294955j 3.18474+0.839738j -0.296815-0.204285j -2.28315-0.467176j 3.06638+0.334217j -4.60109-0.471989j 0.491623+0.392586j 5.97142+0.396291j -2.45306-0.0878124j -0.0953986-0.383569j 1.95846+0.0235749j 8.08579+1.01442j -7.38276-0.845107j 8.94574+0.97471j 6.54602+0.407014j 0.814908+0.193572j 2.40444+0.522365j 11.4674+0.666156j 8.50561+0.715813j 5.37576+0.357595j 6.93345+0.286837j -16.3888-1.36613j -2.76349-0.0346051j -2.99163+0.219614j 0.0720672+0.104678j -9.09709-0.158789j -5.45838-0.183296j 10.7739+1.16106j -10.0389-0.856075j 4.80645+0.226817j 9.94245+0.96933j 0.336661+0.971411j -4.99779+0.0222659j 10.4202-0.255926j -10.5911-0.485205j 4.24168+0.312477j 8.85815-0.126894j -0.195273+0.0962618j -3.05218+0.259604j 2.46551-0.545038j -16.3221-0.238697j 6.90497+0.369383j -5.5314-0.34129j 8.83831-0.234311j -10.8712-0.327467j 2.85648-0.26855j -0.19448+0.341042j 6.75526-0.667583j -8.80785-0.0581396j 7.6336+0.0316735j -7.93582-0.407159j 2.43562+0.340744j -0.261408+0.0556594j 2.31844+0.124751j -6.57084-0.32172j 0.802649-0.0619886j -4.99805+0.203771j 3.13478+0.0496707j -2.14158-0.0273868j -0.609911+0.0959071j -3.26543+0.304371j -0.0708865-0.17581j -0.277222-0.326705j -1.40794+0.246183j -0.63219-0.0895288j -0.163228+0.105145j 
0.0753426+0.0468075j 0.188425-0.00656516j 0.327058+0.1176j 0.23423-0.063573j -0.0818763-0.0811717j 0.99823+0.266262j -0.275331-0.128262j -0.646659+0.141623j 0.576694-0.325363j -1.6756-0.104606j 0.23856-0.0663589j 2.10137+0.196211j -0.637314+0.0749337j -0.110008-0.273941j 0.682872-0.27186j 1.84581-0.224264j -1.90709-0.556169j 2.55765+0.0620411j 2.36574+0.123117j -0.0566859+0.441403j 0.954354-0.0438289j 3.39644-0.268789j 2.47662-0.770644j 1.35276-0.522877j 2.0928+0.466676j -4.89847-1.16921j -1.07306+0.11189j -1.58121+0.628597j 0.508085-0.460883j -2.17549+0.111682j -0.550377+0.263494j 3.02997+0.112062j -2.68446+0.291298j 1.48049-0.0261202j 3.21853+0.0401225j -0.10538+0.170593j -1.39752+0.00322744j 2.38822-0.25019j -3.21304+0.417827j 0.915896-0.538422j 2.33064-0.320834j -0.104951+0.676634j -0.709682-1.0453j 0.778313+0.359824j -5.79237+0.742399j 2.47742-0.253823j -1.04907+0.115387j 1.73668+0.191476j -3.24988-0.151747j 0.679812+0.0276217j -0.341783+0.418338j 2.0892+0.22895j -2.62312+0.354215j 2.428-0.740709j -1.94886+0.590715j 0.500801+0.12243j -0.251993+0.196859j 0.667057+0.00244319j -2.11088+0.0560093j 0.0939748-0.0143374j -1.51987-0.00748238j 0.475253-0.185156j -0.526163+0.04105j -0.285331-0.0118639j -1.11475+0.276661j -0.122453+0.116912j -0.11374-0.132296j -0.436905+0.12367j -0.189844-0.0166386j -0.0925989-0.0466704j 
-0.0881895-0.101613j -0.527987+0.270984j -1.2714+0.0170441j -0.00231949-0.0458998j -0.150646-0.281239j -2.3621-0.679956j 0.0954651+0.476349j 1.62778+0.233011j -2.58707-0.503254j 3.06529+0.592796j -0.42627-0.0412087j -4.81206-0.672731j 1.77048-0.327948j 0.0179935-0.367151j -1.78739+0.168783j -6.6793-0.520905j 6.39979+0.315831j -6.68552-0.694949j -5.2713-0.927996j -0.345818-0.0956136j -2.52648+0.0800627j -7.55248-1.11864j -6.94383-0.591255j -3.74855+0.0580542j -5.61292-0.937604j 12.1988+1.21957j 1.47024+0.201482j 2.72476-1.10471j -0.578438+0.867458j 6.59189+0.278306j 3.92265-0.0927039j -8.905-0.298036j 7.4067+0.235065j -3.3683-0.660681j -8.11519-1.03953j -0.606109+0.269238j 4.0056+0.364227j -7.57287-0.544901j 7.94715+0.604475j -3.79269-0.411026j -6.21227-0.183871j -0.698184+0.173055j 2.50261-0.437458j -2.06707-0.189136j 12.4767+0.436652j -5.60664-0.619833j 3.25878-0.267721j -6.21289-0.382639j 8.35385+0.79118j -2.26745-0.0271083j -0.113303+0.147469j -4.7091-0.640246j 6.45623+0.397338j -6.11894-0.787976j 6.43719+0.356514j -1.79691-0.0137183j 0.218967-0.219165j -1.62686+0.0515836j 4.66491+0.654117j -0.790712+0.123287j 3.616-0.00719088j -2.69383-0.0117036j 2.07395+0.24676j 0.389519-0.167575j 2.1462-0.324713j -0.0910689-0.0262843j -0.0926589+0.0451951j 1.23403-0.0437045j 0.394146+0.0316659j 0.0943453-0.084115j 
0.255732+0.0947715j 0.870657+0.0213376j 1.90735+0.10795j 0.00200998-0.440571j 0.573793-0.21176j 3.40831+0.570583j -0.534211-0.118989j -2.44891-0.212786j 4.09129-0.110535j -5.79675-0.128407j 0.598872-0.00850317j 7.80901-0.579799j -2.65011+0.24251j 0.192226-0.157049j 2.70942-0.160584j 9.19767+0.293068j -8.55064+0.0342491j 10.1373+0.534423j 8.0697-0.0764242j 0.488876+0.408794j 2.82735-0.226042j 13.4265+0.791835j 10.1572-0.160043j 5.76299+0.3898j 8.71663-0.376026j -19.2034-0.108355j -3.31616-0.344592j -4.40422+0.726914j 0.291697-0.590463j -10.8875+0.0724623j -6.17158-0.0422275j 12.1806+0.0565386j -11.7842+0.294954j 5.88151-0.00750037j 11.5754-0.101584j -0.56022+0.756325j -5.88896+0.10835j 12.7442-0.661154j -12.4208+0.501074j 5.5228-0.943102j 10.7232-0.690938j 0.176205-0.516849j -4.15703+0.848567j 3.45083-0.463457j -19.6305+1.22434j 8.26515-0.514932j -5.7743-0.554932j 10.5247-0.593942j -12.7046+0.707645j 3.63954-0.172353j -0.706751+0.306558j 8.63081-0.593266j -10.2055+0.482195j 9.09745-0.44772j -9.01009+0.659832j 2.31143+0.0748915j -0.265235-0.0366756j 2.93212-0.101289j -7.43028+0.376958j 0.865996-0.161864j -5.70706+0.533145j 3.55942-0.775214j -2.64799+0.308917j -0.645487+0.203609j -3.87596+0.488145j 0.264093-0.359385j -0.107461-0.490851j -2.06441+0.408979j -0.540245-0.16635j -0.31871-0.0484987j 
0.247405-0.0682313j 0.436361+0.077249j 0.485204+0.2233j 0.128417-0.110026j -0.0040106+0.150907j 0.828388+0.195138j -0.234769+0.308128j -0.570037-0.311869j 0.510299+0.23127j -1.00816-0.858493j 0.808374+0.0882685j 1.67445+0.510987j -1.05306-0.128519j 0.215875+0.0222159j 0.238815+0.418981j 1.85855+0.349674j -1.99918-0.0876743j 2.50767+0.311586j 1.856+0.421462j -0.602033+0.614313j 0.0588452+0.665869j 2.05615+0.811294j 2.49207+0.231892j 1.40612+0.469677j 2.19213+0.783062j -3.78578-0.576342j -0.703597-0.115847j -1.29149+0.22508j 0.110973+0.391359j -1.91794-0.466342j -1.93417-0.154774j 2.56768+0.838443j -2.15343+0.0772113j 0.923593+0.634514j 2.16758+1.16625j -0.401955-0.741956j -0.931095+0.353604j 2.25585-0.00813725j -2.4146-0.279781j 0.807917+0.0123814j 2.5098-0.0177341j 0.0647643-0.418636j -1.05746+0.0150094j 0.466255+0.202703j -4.11808-0.553407j 1.52331+0.351734j -0.859429-0.0487539j 2.2233+0.757665j -2.81408-0.146872j 0.5805+0.144205j -0.260156+0.0612814j 1.25708+0.00419252j -2.37212-0.287776j 1.80252-0.0848004j -2.02825-0.252542j 0.789116+0.144146j -0.0932293-0.380466j 0.391212+0.493716j -1.62885-0.121464j 0.128293-0.231657j -1.28253-0.138448j 0.886649+0.296542j -0.680679+0.0965688j -0.343842-0.196386j -0.933947-0.0623676j 0.236122+0.2466j 0.020259-0.378615j -0.350586-0.0133844j -0.217426-0.254828j -0.0135212-0.0945187j 
0.40933+0.10632j 0.170605+0.257764j 0.198143+0.51957j 0.260853-0.185872j -0.173942-0.568784j 0.649056-0.0391491j 0.166762+0.0461498j -0.42206+0.0871347j 0.47734+0.392455j -0.0698406-0.810663j -0.0604236-0.0270576j 0.736446+0.40853j -0.0681617+0.0301059j -0.0790827-0.0230485j 0.136421-0.388077j 1.07656+0.261827j -0.771207-0.305072j 0.556651+0.529274j 0.735386-0.346381j -0.190998-0.28749j 0.6654-0.275727j 0.711015+1.02227j 0.971546+0.645565j 0.350306+0.278217j 0.652569+0.256089j -2.14057-0.973364j 0.208352-0.707913j -0.449626+0.138032j 0.516641+0.059962j -0.885618+0.133884j -0.646127+0.331838j 0.243745-0.148999j -0.876344-0.5201j 0.338303+0.615861j 0.803138+0.831293j 0.145131+0.339048j -0.461255-0.425568j 1.18888+0.170184j -1.11744+0.213521j 0.459409+0.376689j 0.775772+0.248683j -0.186716+0.0939955j -0.575242+0.0982149j -0.153835+0.195744j -1.74601-0.357739j 0.307753+0.140461j -0.464505-0.370882j 0.663803+0.422476j -1.1872-0.509684j 0.227542-0.330556j -0.258967+0.337244j 0.978158+0.203349j -1.34459-0.0888251j 0.937498+0.290843j -0.69848-0.210809j 0.497251+0.00696742j 0.240914+0.0798053j -0.0288917-0.0682558j -0.970136+0.082927j 0.0939708+0.107441j -0.0581416-0.154669j 0.840235+0.0799788j -0.250511-0.0240296j -0.34156+0.0709071j -0.362207-0.222085j -0.232165+0.203341j 0.049372-0.267785j -0.2467-0.10855j -0.224883-0.211981j -0.0129264-0.297244j 
-0.0331948-0.16401j -1.09091-0.109508j -2.10104-0.0889889j 0.0355398+0.422651j -0.0236603-0.20967j -3.75502-0.333752j 0.303507+0.0575137j 2.76262+0.0235695j -4.50825-0.403876j 5.9476-0.175872j -1.08937+0.0610543j -8.51685+0.275403j 3.31575-0.583773j 0.485488-0.375674j -3.3424-0.176697j -10.7638-0.896588j 10.4143+0.71243j -11.1112-0.369203j -8.23458-0.608067j -0.316778-0.00141029j -3.82456-0.199962j -13.1669+0.203637j -11.4077-0.522855j -6.54235-0.0325519j -8.99814-0.329849j 20.9858-0.186j 2.88396-0.0751443j 6.15285-0.564729j -1.58801+0.587835j 11.5585-0.228148j 6.88185-0.0856483j -14.3912-0.349694j 13.3402-0.646612j -5.63822+0.0623176j -12.6426-0.401481j -0.492088-0.249085j 6.14169+0.314978j -13.1458+0.601333j 13.4684-0.570867j -6.62885+0.203738j -11.357+0.929607j -1.13852-0.0950399j 4.97392-0.863043j -3.2333-0.147289j 21.3289-1.2103j -8.8645+0.173035j 6.30923-0.606036j -10.7904+0.802859j 13.5817-0.440514j -3.80508+0.0223236j 0.374295-0.25251j -8.10485+0.520776j 10.8017-0.634468j -9.24091-0.277968j 10.1207-0.334147j -2.67074+0.152504j 0.368005-0.0247179j -3.245+0.232366j 7.61876-0.80168j -1.13399+0.134629j 5.99869-0.797016j -4.13757+0.492803j 3.03265+0.187156j 0.751304-0.383673j 4.20947-0.92539j -0.218261+0.0336542j 0.120722+0.0523913j 2.21904-0.0753366j 0.487419+0.0783501j 0.265977+0.118448j 
0.132831+0.0453349j -0.0757884+0.0920934j 0.14975+0.169709j 0.00584118+0.0339403j 0.376942-0.257287j -0.222999+0.118425j -0.0646171-0.0904264j 0.502454+0.127372j 0.17861-0.372606j -0.0329985-0.0749769j -0.0811839-0.429806j -0.138959+0.01235j -0.698529+0.545937j 0.596477-0.166608j -0.272146-0.33155j 0.39621+0.134554j -0.652869-0.0861472j -0.0937907-0.550271j 0.104751-0.0709972j 0.384409-0.119739j -0.507324+0.441904j 0.113167-0.987885j 0.201891-0.347338j -0.356402-0.915066j 0.547973+0.564659j -1.28309-0.011116j 0.0977439-0.644797j 0.274954-0.346714j 0.0532003-0.278526j -0.763407+0.312228j -0.160687-0.307804j 0.44555-0.227313j -0.409169-0.160515j -0.5339+0.623114j -0.00852723-0.33813j -0.140034-0.0965656j -0.0943602+0.74077j 0.208962+0.20389j -0.221471+0.438937j 0.917223+0.157606j 0.521556-0.263516j -0.0805587-0.270953j -0.0614957-0.196953j 0.142991-0.0452134j -1.32782+0.409686j -0.0133913+0.13835j -0.265427-0.331909j -0.115851+0.0257538j -0.267518+0.44168j 0.0910274-0.323605j 0.202594-0.0920125j 0.0597005-0.0763573j -0.138592+0.301306j 0.628935+0.116771j -0.303594-0.173292j 0.294554+0.25744j -0.089006+0.143901j 0.174428+0.0788339j -0.300616+0.338881j -0.00390348-0.00230167j -0.312242-0.23082j 0.0172212-0.0464516j -0.171031+0.263796j -0.0131349+0.0126854j 0.0617917-0.0734559j -0.0185896-0.248656j 0.0604837-0.00106654j -0.132623+0.0271748j 0.0189655-0.0306555j -0.0250055-0.0424996j 
0.0425349+0.169806j 0.522218-0.0287464j 0.843943-0.0855984j 0.181156+0.0441317j 0.0412846+0.0660339j 1.74616+0.539696j 0.148567-0.276205j -0.722222+0.134391j 1.51781+0.315732j -2.51379-0.56907j 0.277917-0.230372j 4.06381+0.665719j -1.4037+0.497876j -0.308968+0.126962j 1.25048-0.568534j 3.93672+0.251785j -4.00099-0.541745j 4.45413+0.394416j 3.31557-0.497198j -0.167998-0.273525j 1.94042+0.0480434j 6.02116+0.540088j 4.17999+0.846941j 2.22714+0.575302j 4.24476+0.614921j -8.33262-0.649973j -1.01962-0.398946j -1.48862-1.39413j 0.457258+0.49627j -4.85607-0.393508j -2.27241-0.174123j 5.67847+0.791266j -4.65995-0.0830064j 3.01217-0.0193213j 5.06523+0.105849j 0.398424+0.0323924j -1.94054+0.461589j 5.37634+0.633119j -5.58025-0.0342246j 2.4491+0.857048j 4.73336+0.252015j 0.266069-0.123887j -2.22709-0.12927j 1.12444+0.113255j -8.83217-0.75689j 3.74757+0.4488j -1.96304-0.367259j 4.71716+0.403394j -5.75136-0.610473j 1.38298-0.0041821j -0.164309-0.0518139j 3.50754+0.590923j -4.44341-0.250219j 3.93734+0.306528j -4.46244-0.249394j 1.36806-0.106319j 0.0314741+0.368166j 1.14546-0.0796039j -3.37098-0.231264j 0.46058+0.127463j -2.48679-0.301924j 1.62572-0.252496j -1.24194-0.286289j -0.51947+0.0874955j -1.70268+0.193566j 0.0485168-0.13156j -0.0641993-0.0359691j -0.793656-0.0274171j -0.294005-0.0629088j -0.0505978+0.0129991j 
