-0.0063954+0.0105123j -0.00818293-0.042328j -0.00363321+0.0648535j -0.00290611-0.0635441j -0.0157149-0.00979991j 0.0260724-0.0419582j 0.00544225-0.0850168j 0.0174962+0.000410109j 0.0503098+0.00829689j 0.060792+0.151237j -0.0250352-0.0705505j -0.0256414+0.103636j 0.0238738-0.0204378j 0.0474964-0.198081j 0.0737724-0.059181j -0.160129+0.129058j -0.0600693+0.0339274j -0.115042-0.068537j 0.060232+0.138827j -0.0316305-0.153675j 0.0650519-0.0879785j 0.0242071+0.0412877j 0.0162071+0.0452949j 0.140603+0.0935295j 0.027006+0.115584j -0.0731945+0.118127j -0.147589+0.271371j 0.0527051-0.00560861j 0.0524178+0.0224985j -0.0625148+0.153357j -0.0536225+0.0490326j 0.0295724-0.23302j 0.214792-0.0530311j -0.011764+0.050621j -0.151785-0.0691166j 0.010713-0.0384479j -0.116899+0.0411595j -0.446077+0.00094722j 0.0928291+0.0206146j 0.142792-0.0298841j 0.0182284+0.139834j -0.0876738+0.306499j -0.0412014+0.263323j 0.0563482+0.27822j -0.0649179-0.346944j -0.287642-0.187658j -0.0565633-0.342598j -0.0726737+0.0266339j -0.0381431+0.124306j 0.265083-0.185141j -0.52101+0.144362j -0.0121894-0.220668j -0.254967-0.00449003j -0.205506-0.388309j -0.292779-0.386217j -0.397893+0.0670121j 0.196698-0.541445j -0.228359+0.259061j -0.220479+0.336405j -0.468321-0.0253891j 0.299945-0.377306j -0.0736401+0.268074j 0.101412+0.139984j 0.628458+0.290271j -0.514039+0.0305634j -0.0809868-0.0560813j 0.203112+0.394476j -0.224909+0.643696j 0.338428+0.550074j -0.313678+0.313261j 
-0.281622-0.111785j -0.330462+0.0315383j 0.0573282+0.133551j 0.202294-0.0881311j 0.514271+0.192445j -0.00583016+0.0831903j -0.0549647+0.474087j -0.0381898-0.0124686j -0.0394872-0.130562j 0.0859266-0.111455j -0.160549+0.274789j -0.0742186-0.0494977j 0.17466-0.242249j 0.0208242-0.0206784j -0.00879721-0.133327j 0.382967+0.00858285j -0.177751-0.372413j -0.525647+0.396038j -0.658374+0.0609612j -0.107146+0.457036j -0.112479-0.317005j -0.20146-0.314849j 0.576559+0.132312j 0.289426-0.405086j 0.148779+0.648394j -0.0115628+0.0946536j 0.0335745+0.179839j -0.0444419-0.0602908j 0.221843+0.245731j 0.306589+0.139391j 0.186765-0.0963055j 0.0890419+0.0750552j 0.410104+0.0101209j 0.116946-0.117982j -0.228457-0.533467j -0.211756+0.27252j -0.123647-0.121791j -0.188679-0.0639181j 0.13558-0.0671966j -0.306045+0.0566797j 0.0464023-0.0122045j -0.168417+0.268034j -0.16167+0.233096j -0.493265-0.0445579j 0.527911-0.38361j 0.171292-0.0332228j 0.11859-0.108933j 0.0856009-0.113191j -0.0572332-0.0350536j -0.23559-0.26123j -0.128386+0.30575j 0.0549381+0.260616j -0.0668925-0.0639713j 0.0210902-0.0766462j 0.246186+0.00880239j 0.262568-0.173911j 0.208506+0.237985j -0.14514-0.164957j 0.129543+0.184428j -0.0222418+0.168336j 0.231439-0.213362j 0.0488409-0.184061j -0.0448297-0.0543271j 0.230606+0.12551j -0.0479696-0.0808039j -0.00966249+0.232153j -0.151593-0.196484j 0.226523+0.21417j -0.0450953-0.109529j 0.0130915+0.0105235j 
0.0963258+0.352673j 0.13395-0.224298j 0.0320875-0.347526j -0.0487077-0.489911j 0.288066+0.0732639j 0.188504-0.0986689j -0.108521-0.124386j 0.385107-0.00275668j 0.116756-0.101947j -0.138878+0.0830728j 0.595994+0.574099j 0.11674-0.029558j -0.0681688+0.179147j -0.271013+0.0117623j 0.29953+0.0344747j -0.0171541+0.082201j 0.195867+0.124301j -0.0205317-0.423149j 0.381637-0.409904j 0.0452929+0.0879455j 0.372007-0.0935967j 0.13155+0.301436j 0.243028-0.100681j 0.0741608+0.322984j 0.0414817-0.0878093j -0.191255-0.0648832j 0.262316+0.331374j -0.293476+0.443285j 0.114857+0.228163j -0.265642+0.0490041j -0.0784595-0.483821j 0.157571-0.0810708j -0.0699575+0.27055j -0.0266826+0.00494459j 0.322989-0.404018j 0.371299+0.136769j 0.107294+0.0814671j 0.734929+0.261081j -0.0458484+0.142733j 0.112358+0.0233124j 0.499697-0.0542735j 0.191992+0.0451637j 0.0674797-0.06636j -0.0649005-0.114979j -0.151828-0.161262j 0.327167-0.16062j -0.504024+0.284882j -0.00360206+0.0598592j -0.488189+0.0733648j 0.254456-0.00246357j -0.357858+0.165105j 0.429013+0.166264j 0.198892+0.430094j 0.326091-0.064897j 0.0590401+0.000385517j -0.0266475-0.0687837j -0.0111929+0.144252j 0.085269+0.108643j 0.221916-0.233868j 0.116287-0.0869769j -0.26849+0.0165287j 0.277556+0.0905887j 0.123656-0.00627975j -0.0570528+0.00828465j -0.168255+0.0524288j -0.0912225-0.165042j -0.0295044+0.198388j -0.127698-0.180636j 0.0634547+0.151662j 0.0395207+0.0632294j 
-0.230269+0.483114j 0.15468-0.313379j -0.39337-0.278275j 0.126486+0.352113j 0.0686766-0.0189134j -0.00514903-0.389441j -0.370521+0.230969j -0.506346+0.00599841j -0.241614+0.04356j 0.0426789-0.222057j -0.115649-0.599863j -0.37387-0.546227j -0.26531+0.231098j -0.0497569-0.121591j -0.196471-0.537369j 0.199008-0.00311874j -0.0482511-0.193082j -0.139139+0.273976j -0.382365+0.0401669j -0.0315572+0.259255j -0.0130197+0.0141849j 0.355497+0.125806j -0.275657+0.32163j 0.523298-0.216046j -0.234023-0.304667j -0.275269-0.0670634j 0.155846+0.487415j 0.0813541-0.0141079j 0.159475+0.21663j -0.437563-0.0105983j -0.177643+0.0401913j 0.204656-0.00283711j 0.291149+0.606444j -0.0231885+0.110435j 0.188491-0.219531j -0.0743015+0.0317933j 0.473153-0.103002j 0.236651-0.186677j -0.0874263+0.136992j -0.0524161+0.00225867j -0.134304+0.0803645j -0.120791-0.221188j 0.101199-0.281368j 0.454353-0.0719328j 0.104336-0.136347j -0.06627-0.107299j -0.00337058+0.263889j -0.0759314+0.0985373j -0.0126464-0.151639j 0.157995+0.210666j -0.0845804-0.317019j -0.0936495-0.00687441j -0.104523-0.0472164j 0.254602-0.0516262j 0.0774382-0.212149j 0.0573944-0.0935573j 0.249188-0.0612955j -0.0710316+0.0618663j 0.169897+0.0683711j 0.19614+0.0438674j -0.423808-0.0660907j -0.0207028-0.125172j -0.0449013+0.0216213j 0.197108-0.106931j -0.139602+0.0596643j 0.134618+0.0307558j -0.267596+0.00173088j 0.106202-0.0255903j -0.096654-0.00377383j -0.0677407-0.0348345j 
-0.038474+0.526041j -0.465373+0.153396j 0.073926+0.368169j -0.21069+0.233395j 0.0200865-0.0206988j 0.476922+0.0159775j 0.39792-0.284513j 0.0578794-0.208089j -0.157599-0.285115j 0.29587+0.334116j -0.42945+0.197952j 0.206483+0.163355j 0.398361+0.268384j 0.246388+0.37807j -0.482154-0.0551658j 0.139296-0.307655j 0.145493-0.524737j 0.208386-0.0447763j 0.192029+0.316589j 0.580778+0.100548j 0.35298+0.216092j 0.155589+0.231232j -0.0555901-0.0484463j 0.124506-0.37377j -0.268766+0.236149j -0.137981+0.541261j -0.0234355+0.432556j -0.0923363-0.274111j -0.094869-0.350547j -0.0683204+0.219813j -0.197332-0.00544367j -0.117262-0.0409244j 0.58641-0.0122522j 0.114475+0.0355135j -0.160093+0.0356808j 0.116937-0.0077999j 0.020603+0.118188j -0.301246-0.0679289j 0.0314396-0.302403j 0.121485+0.0396765j 0.0662741+0.227096j 0.07972-0.0476303j 0.0877762-0.0140403j 0.120555+0.394557j -0.0816611-0.185051j 0.0680468-0.105842j -0.229875+0.0961077j 0.0287281-0.0309613j -0.0866445+0.0340756j 0.058785+0.148933j 0.083188-0.168937j 0.113033-0.126132j 0.124105-0.0602449j 0.0585937+0.0578432j 0.164995+0.213193j 0.116294+0.0774988j 0.0115541+0.231337j -0.0520196+0.0149458j 0.0256443+0.126412j -0.0163372+0.0692295j 0.07207-0.16803j 0.0719116-0.0104327j 0.0320797+0.0025128j 0.0290876+0.150509j -0.073068-0.058761j -0.0169505+0.0356917j 2.88596e-05-0.106551j -0.060881+0.128117j 0.0929231-0.0231553j -0.000535552+0.0518261j 
0.0190527+0.0317135j -0.0730059-0.027456j 0.0657664+0.103611j -0.0389193-0.0829632j -0.0031602-0.0263148j 0.0125733-0.0660949j -0.0424203-0.0976304j -0.0139456-0.0202875j 0.0360689-0.037156j 0.205098+0.0768008j -0.103458-0.0389945j 0.129779+0.138072j 0.0108014+0.0109541j -0.174082-0.194833j 0.0254919-0.108592j 0.0594193+0.251518j -0.0176091+0.0967661j -0.0777719+0.0338122j 0.202156+0.0967512j -0.218067-0.159361j -0.0951656-0.19247j 0.11869-0.00408567j 0.107006+0.0378978j 0.29106-0.085721j 0.172009+0.0589761j -0.13415+0.219434j 0.0101706+0.510736j 0.0133871-0.0915541j 0.0343599-0.0517086j 0.00945118+0.284406j -0.152886+0.012537j -0.103472-0.312867j 0.450882-0.0354843j 0.17929+0.218966j -0.165618-0.0023022j -0.128403-0.0649769j -0.145186+0.0569338j -0.487339-0.182758j 0.139828-0.104415j 0.222855+0.17356j 0.0618632+0.281967j -0.0750771+0.327167j -0.159833+0.220889j -0.0298828+0.401054j -0.302338-0.641926j -0.0747625-0.251627j -0.0592627-0.115346j 0.132006+0.0670834j -0.307269+0.243329j 0.397163-0.166752j -0.293183-0.212001j 0.540704-0.500236j 0.113122-0.117053j -0.000825695-0.741108j 0.179315+0.0751845j -0.184391+0.123321j 0.413883-0.0538062j -0.791687+0.00215694j -0.390198-0.540431j -0.114928-0.646623j -0.0294898+0.408644j -0.682066+0.33778j -0.120378+0.477749j -0.996746-0.187353j 0.138114-0.413258j 0.162049+0.827277j -0.471109-0.745696j 0.8802-0.525218j 1.45049-1.11232j 0.659998+1.04097j 
0.0966853+0.0143281j 0.0239445+0.0971475j -0.00859977+0.0588322j 0.295702-0.232091j 0.0941312-0.124825j 0.228792-0.0435397j 0.285241-0.152682j 0.00918679-0.000556327j 0.0694357+0.126879j -0.483241+0.306307j 0.249432-0.0982283j -0.168746+0.139466j 0.246841+0.0428918j 0.317917-0.0104723j 0.227227+0.0914185j -0.270163-0.185719j -0.110504+0.0232041j 0.201795-0.243977j -0.175591+0.0988396j 0.0758966-0.37596j 0.125249-0.232411j -0.0860096-0.149296j -0.103102-0.0573309j -0.235598+0.314655j -0.0803243+0.0407925j 0.16638+0.101158j -0.272675+0.0189126j 0.00186238+0.304666j -0.158923+0.273146j 0.125302+0.0460733j -0.0920342+0.00970605j 0.118306+0.054159j 0.00653014-0.241782j -0.419768-0.138151j 0.284956+0.440518j -0.276347+0.0555053j -0.0687352+0.140233j -0.44703+0.157688j -0.255587+0.078618j 0.362316+0.242778j 0.510747+0.0548432j 0.0121307-0.292139j -0.156364-0.070862j -0.409513+0.529403j -0.33805+0.00861366j -0.272462+0.162102j 0.161057-0.47524j -0.123267-0.560284j -0.398334+0.3897j -0.0535663-0.0497305j -0.180709-0.030843j -0.742408-0.681497j -0.40027-0.0908001j 0.108454-0.211368j 0.497445-0.332527j 0.321396+0.15911j 0.107543+0.353813j -0.509667+1.0997j 0.0176127-0.0918935j -0.604136+0.308583j 0.0651841+0.101799j 0.428318-0.108166j 0.0847298-0.239376j -0.406595+0.407793j 0.0530497+0.329827j -0.269492-0.552427j 1.22316-0.151077j 0.622514-1.29438j -0.774778+0.229017j 0.751945-0.335749j 
0.0717047-0.00860081j -0.00816982-0.175118j 0.00668863+0.363707j -0.0253569-0.337915j 0.0174478-0.296082j 0.00962341-0.00869632j 0.152395-0.18923j -0.221851+0.0994268j -0.0692498+0.238313j 0.125907+0.228914j -0.146043-0.111472j 0.560303+0.220304j -0.00945049+0.0456276j 0.0126207+0.178234j 0.0799734+0.153836j 0.39267-0.217797j 0.0572794+0.184184j 0.658523-0.367151j -0.0838769+0.0633326j -0.379582+0.0108428j -0.365231+0.0392014j 0.0140771-0.106533j 0.260741+0.058665j -0.110765-0.435022j 0.193061-0.124687j -0.416305-0.111069j -0.294513+0.0150679j -0.121886-0.177884j -0.117377-0.0908587j 0.1595-0.189898j -0.037564-0.402802j 0.368067-0.165128j 0.333422+0.376706j 0.301215+0.176391j 0.116577-0.246269j 0.171288+0.368005j -0.0122299-0.401612j 0.813892-0.290495j -0.414127+0.0741075j -0.116581+0.443785j 0.252693-0.181411j 0.125379-0.179045j 0.20291-0.0310312j 0.226288-0.174521j -0.176281-0.648425j 0.0402944-0.172659j 0.300105+0.485996j 0.454201-0.0283011j -0.0529099-0.711139j 0.752091+0.0495521j -0.167027+0.0443967j -0.0956632-0.646507j 0.0131957+0.231079j 0.462407+0.0841362j -0.32065-0.508723j 0.228102+0.0916549j -0.171637-0.505846j -0.33656-0.581306j -0.324411+0.524245j -1.28027+0.256462j 0.311882-1.21667j 0.250254+0.628872j 0.122843-0.565059j 0.3987-0.655409j 1.07464-0.0821275j -0.517272-0.15366j 0.738203+0.649106j 0.748822-0.313418j 0.314565+0.0949862j -0.706476-0.546741j 
0.0897872+0.13333j -0.0556991-0.0356776j 0.0243341+0.377691j 0.0818176-0.30155j -0.113776-0.272304j 0.143493-0.099653j 0.231829-0.389782j 0.0138289+0.0682528j 0.205077+0.226041j 0.0514712+0.298213j 0.0137611-0.108776j -0.101142+0.247341j 0.0136034+0.00773444j 0.133781-0.18151j 0.222549+0.240121j -0.210011+0.015546j -0.319344+0.0644636j -0.0327356-0.103445j 0.342172-0.284928j -0.0126995+0.139881j -0.268801+0.207171j 0.25216-0.104633j 0.13766-0.00203044j 0.264428+0.111732j 0.464883+0.180892j 0.46122+0.508987j 0.0210101+0.188334j 0.0131469-0.191112j 0.0448161-0.244981j -0.335782+0.15761j 0.487117+0.0841339j 0.0343279-0.0607245j -0.103338-0.214022j 0.0860767-0.0267323j -0.369443+0.346683j 0.396911-0.051893j 0.418552-0.441894j -0.305381+0.111379j -0.618128-0.0748285j -0.349267-0.263322j -0.313435+0.10829j 0.60738-0.252342j 0.375665-0.230972j 0.466085-0.643488j -0.18811+0.0810339j 0.305719-0.139229j -0.0949092-0.292187j 0.94039+0.133299j 0.239959-0.333124j -0.719681-0.271622j 0.146321+0.0555005j -0.127481-0.750701j 0.0685859-0.489438j 0.0722317+0.366898j 0.711823+0.357643j -0.442897-0.706818j 0.219836+1.00389j 0.95777-0.195248j -0.217741-0.154373j 0.0803584-0.410507j 0.606269+0.141692j -0.0204538+0.371941j 0.26848+0.333455j -0.759104-0.366541j 0.304105+0.261961j 0.240815-0.912189j -0.544953-0.0852042j -0.347703-0.0928545j 0.0284108-0.256919j -0.0326229-0.640702j 
-0.0482502+0.0569876j 0.297928+0.111979j -0.149828-0.0594113j 0.0620081-0.297133j 0.176963+0.202983j 0.0554239-0.219625j -0.0658783-0.0210015j -0.163311-0.0445608j -0.163136-0.526518j -0.203801+0.0579536j 0.121762-0.0565215j 0.330898-0.118292j 0.350674-0.129649j -0.188364+0.0713282j 0.136101-0.0454406j 0.359587-0.308859j 0.207983-0.0373166j 0.575995-0.186378j 0.283455+0.105983j 0.359359-0.490029j -0.270104+0.508768j 0.385591-0.0190651j 0.525806+0.332868j 0.101093-0.0545552j 0.278211-0.133739j -0.921604-0.0241567j 0.107803-0.0918736j -0.233048-0.214272j 0.140322-0.572376j -0.47176+0.982506j -0.159259+0.120981j 0.943628-0.114665j 0.267535-0.203899j 0.0835138-0.282787j 0.439546-0.130916j 0.217877+0.20104j -0.286965+0.068687j 0.681791+0.150463j -0.452208-0.233081j 0.176441-0.169666j 0.30431-0.244887j 0.446919+0.130624j -0.340393-0.124161j 0.0274525-0.231727j -0.77592-0.757707j -0.277818+0.546878j -0.264389-0.897991j 0.396162-0.160415j -0.0909946-0.425871j 0.108088-0.192689j 0.65784-0.271365j -0.14146+0.722484j 0.143155-0.24207j 0.490704-0.0494683j -1.0656-0.553336j 0.158566+0.320785j 0.352821-0.109397j 0.0431417+0.293308j 0.0619943-1.05777j 0.988784+0.958719j -0.303818-0.204743j 0.654611+0.141738j -0.267078+0.182005j -0.20819-0.339658j -1.45345-0.480293j -0.155831+0.162464j 0.208819-0.152269j 0.270171+0.33321j 0.504595+0.402211j -0.00563119-0.519027j 
-0.0267069-0.10856j -0.381832-0.217506j 0.155913+0.209638j -0.259012+0.0831077j -0.300636-0.125238j -0.16319+0.0319817j 0.261914+0.0950841j 0.137803+0.00781146j -0.166794+0.273324j -0.0150273-0.454067j -0.160908+0.151582j -0.0532714+0.083492j -0.331583-0.0629825j 0.108753+0.0348722j -0.00610461-0.334324j -0.290497-0.263055j 0.184506-0.0645044j -0.724008+0.0316379j -0.188683+0.30786j 0.252644-0.216973j -0.279035+0.250962j -0.589643+0.00155822j 0.00265469-0.0239555j 0.154359+0.799189j -0.451132-0.07445j 0.385246-0.507779j 0.0855672-0.047846j 0.0866366+0.0188726j -0.052448+0.337052j -0.08933+0.561841j 0.686665+0.40344j -0.255474+0.354576j 0.269899+0.245918j -0.303734-0.0640629j -0.492646-0.33917j -0.227909-0.495889j 0.084034+1.13472j -0.277234+0.0592436j 0.371069-0.0326684j -0.835123+0.287467j -0.164856-0.123788j 0.493709+0.0245924j -0.568153+0.215138j -0.0103473-0.333511j 0.662479+0.19327j -0.105273+0.168512j 0.35852+0.391589j 0.0116571-0.138036j 0.738539+0.74546j 0.781248+0.229988j 0.0199733-0.450637j 0.295662-0.735561j 0.0149976+0.161594j -0.0200784+0.337652j -0.144354-0.413432j -0.489421-0.279051j 0.158414+0.344407j 0.965634+0.321857j -0.251907+0.0804458j -0.0537073-0.210599j 0.839626-0.557776j -0.373291-0.0574291j 0.0317017+0.144383j 0.0224272-0.619049j -0.530606+0.0136189j -0.410533-0.183811j 0.18079-0.290736j 0.0488018-0.209705j -0.498709-0.0292439j -0.374507+0.492927j 
0.0475733-0.00220986j 0.0318867+0.00129988j 0.0487993-0.0125036j -0.057674-0.0504171j 0.201998-0.0807294j 0.0688861+0.0480838j 0.00900696-0.0905411j 0.0985678+0.117661j 0.249157+0.229013j 0.283776-0.0232881j -0.108538-0.00295637j -0.119192-0.125795j -0.0823614-0.168768j -0.571692-0.0682669j -0.271518-0.154321j -0.348131+0.000136098j 0.205972-0.234178j 0.408857+0.423981j -0.438195-0.156423j -0.179373-0.296765j 0.295347-0.012468j -0.163214-0.19436j -0.0597753-0.0606441j -0.335863+0.189163j -0.313381+0.0479036j 0.503976+0.0703753j -0.416082+0.244865j 0.403862+0.231032j 0.18263+0.349085j -0.158814-0.341807j 0.0134609+0.0908796j 0.304865-0.108247j 0.61224-0.16459j 1.03971+0.254428j -0.0312748-0.30485j -0.167053-0.0782912j -0.0230423+0.180492j -0.230291-0.0124961j 0.577458-0.0653485j -0.848495-1.02115j 0.520472+0.381793j 0.529856-0.947353j 0.225343-0.108827j -0.120336-0.300666j 0.250139+0.33163j 0.0332216+0.0378178j 0.283232-0.670459j -0.703524+0.0125861j 0.0117296+0.266026j 0.0131802-0.210776j 0.441272-0.115368j -0.186587-0.543778j 0.338189+0.506592j -0.0946654-0.318202j -0.010172-0.155127j -0.279791-0.345693j 0.294268+0.164151j -0.596735-0.378605j 0.0454862+0.0316821j 0.347053+1.11771j 0.52403+0.607607j -0.347289+0.0425821j 1.45456-0.35946j 0.378356+0.189878j 0.030372+0.195892j 0.25138+0.0112033j 0.102807+0.0696815j -0.0404942-0.227221j -0.0174276-0.0540162j -0.000467566+0.0750946j 
-0.192068+0.0847272j -0.0106899+0.189526j -0.273173-0.039069j 0.395043+0.133558j -0.295018-0.0440306j -0.176836-0.175069j 0.0755001+0.107251j -0.297058-0.27063j 0.269157-0.525276j -0.245453+0.115958j 0.0981345-0.00675592j 0.609928-0.384319j 0.260925+0.151068j 0.0569614-0.171615j 0.257465+0.0798392j 0.636957-0.023271j -0.359476-0.307451j 0.496479-0.441885j 0.454648-0.332194j 0.118769-0.53761j -0.539982-0.0115202j 0.326069-0.00096074j 0.434259-0.652159j 0.181514+0.0148828j 0.551939+0.197713j -0.381165-0.559525j -0.0736752+0.142711j -0.116416-0.304814j 0.533238-0.0106435j -0.285282+0.0153709j -0.302013-0.1602j 0.815838-0.342629j -0.775065-0.871255j 0.0700496+0.431687j 0.902995+0.720417j 0.284638-0.298617j -0.0267348+0.43928j 0.600297-0.424474j -0.198267-0.386065j 0.156194-0.0515853j 0.254331+1.09584j 0.090242-0.59173j -0.25912+0.780187j 0.248223-0.113474j -0.778515-0.391092j 0.61596+0.624926j -0.179606+0.464587j -0.00783065+0.542419j -1.16318-0.437418j 0.756573+0.269498j 0.203274+0.169153j 0.674119-0.0284837j -0.871658-0.166217j 0.249052+0.486057j -0.571656+0.15775j 0.195849-0.422846j 0.0796207-0.188444j 0.0259959-0.500846j -1.02555+0.495001j 0.395787-0.316818j -0.522562-0.108112j 0.0426853-0.190121j -0.337332-0.440109j -0.431165-0.725085j -0.0910256-0.786436j -0.32728-0.2401j -0.367443+0.197992j 0.196332+0.212266j 0.299053+0.381894j 0.386718-0.0162371j 
-0.120688+0.0902268j -0.49769-0.0811596j 0.158691+0.479013j -0.0813225-0.338635j -0.451664-0.0400588j 0.0435112-0.208305j 0.253802-0.0726244j -0.00229759+0.0259387j 0.159676-0.421778j 0.32218-0.302234j 0.0343892+0.0925257j 0.309471-0.0802768j 0.36499-0.0652567j -0.128831-0.103953j 0.0785965+0.0406247j 0.068035+0.184129j -0.145384+0.0559004j 0.648427+0.00561097j 0.351681+0.324729j 0.268324-0.23219j 0.495969+0.107268j 0.371044-0.150926j -0.182255-0.0533272j -0.346535-0.127966j -0.0180554+0.135067j -0.388436+0.26837j 0.0198113-0.829947j 0.234194+0.596481j 0.150697+0.290231j 0.318744-0.0494347j -0.565445+0.652436j 0.274878+0.49782j -0.333901+0.0657368j -0.191663-0.0740249j -0.4016-0.032002j -0.472481+0.333686j 0.0378492-0.420293j 0.203688+0.757395j -0.584767-0.601903j -0.115553-0.055938j 0.309311-0.00865071j -0.365974-0.167398j -0.454182-0.21802j 0.576493+0.286468j -0.996848+0.0446386j 0.61339-0.303823j -0.129621+0.225574j -0.328668-0.0424734j -0.00576795+0.384073j -0.152316-0.0384759j 0.130181-0.605984j 1.06911+0.181215j 0.000312596+0.154523j -0.100455+0.612858j -0.214171+0.0576519j -0.210436+0.319051j -0.572532+0.348014j 0.280283-0.368303j -0.585417-0.0595998j 0.22222+0.165j -0.00706032+0.664321j 0.659918+0.395385j -0.0199913-0.0541465j -0.132409-0.263896j 0.0108278-0.281133j -0.382295+0.598825j -0.158353-0.089597j 0.103592-0.096053j -0.478597-0.099514j -0.0654064-0.321522j 
-0.097606+0.0180997j -0.0362296+0.112877j -0.0418165-0.0318444j 0.167032-0.0352493j 0.211315+0.216614j -0.299642-0.306052j -0.0731669+0.202154j -0.0799226-0.418232j 0.284746-0.0981823j -0.349933+0.373326j 0.0372187+0.0769118j 0.732715-0.0707426j 0.0977907+0.399554j 0.17329+0.44603j 0.042679-0.320781j -0.263198-0.0860267j -0.334486+0.396371j -0.0871848-0.0698956j 0.109971+0.362518j -0.506627-0.191154j 0.198134+0.13568j 0.770139+0.620244j -0.0070563+0.315756j -0.549628-0.313967j 0.351251+0.428531j -0.626958+0.406674j 0.211107-0.00999821j 0.570017-0.177852j 0.120411-0.0427446j -0.0364842-0.298336j -0.140249-0.144942j 0.0799565+0.120719j -0.758388+0.399605j 0.36241-0.22017j 0.867053+0.431105j 0.309424+0.145668j -1.11555+0.462699j 0.22735-0.168867j 0.0263243+0.0269597j -0.695465-0.192327j 0.278423-0.398852j 0.259188+0.548927j -0.624624-0.80829j 0.333746+0.0238943j -0.707299-0.51048j -0.116613+0.293029j 0.125589+0.0382693j 0.161788-0.535919j -0.644805+0.256788j 0.0461658-0.37725j 0.230269-0.43832j -0.303971+0.473125j 0.51743-0.0883846j 0.178629-0.464192j -0.826087+0.176047j 0.44359-0.950247j 0.40908+0.546438j 0.224582+0.392325j -0.0475005+0.323034j 0.0947396-0.195144j -0.475084-0.126913j 0.198649+0.577643j -0.0497535+0.119393j 0.0616633-0.209239j 0.183079-0.149418j -0.0103557+0.505621j 0.152432+0.240235j -0.134934-0.103125j 0.10149+0.351884j 0.200233+0.0526135j 
-0.368748+0.189804j -0.406913+0.353403j -0.154838-0.165106j 0.242119+0.492449j 0.0554386+0.100551j -0.181311-0.0879368j -0.124951-0.123426j 0.150336+0.281702j 0.437998-0.198231j -0.0308753+0.286218j 0.0175821-0.535227j 0.356737-0.0179847j -0.103442-0.355285j -0.0443576-0.20074j 0.351955+0.403954j 0.0766849-0.133709j 0.218526+0.0240147j 0.492995+0.283487j -0.309661-0.194381j -0.147965-0.507422j 0.224645-0.566654j 0.0648471+0.355449j 0.649971+0.514605j -0.0635484+0.200087j 0.185205-0.335147j -0.289279-0.134011j -0.439716+0.122076j -0.207662+0.207663j -0.836112-0.66345j -0.124374+0.00184881j 0.370712+0.198962j 0.0657039-0.37835j -0.137999-0.0985448j 0.14246-0.0364872j 0.175436-0.263158j 0.488423-0.93839j 0.204992-0.371582j 0.261387+0.348726j -0.145653-0.644255j 0.0612081+0.306088j -0.0190796+0.0131444j -0.85792+0.664635j -0.0196683-0.137243j 0.340223+0.244806j -0.179151+0.13048j 0.501371+0.0557513j 0.221699+0.210883j 0.87085-0.509873j 0.154206+0.384522j 0.000583022+0.677812j 0.499492-0.596061j -0.152206-0.00806014j -0.523968+0.405988j -0.277534+0.131233j 0.0487754-0.193625j 0.203134-0.15125j -0.151751+0.0160135j 0.0517765-0.28446j -0.502805-0.25142j -0.00825775+0.420791j 0.0630396-0.327521j 0.56152+0.176161j 0.228716-0.0937476j -0.191889+0.158419j 0.309898+0.0359472j 0.169123-0.263598j -0.509453+0.475166j 0.307957-0.12323j 0.185922+0.524382j 0.185194+0.365473j 
0.0855156+0.105081j 0.00322225-0.159905j 0.048554-0.0391762j -0.103989+0.189793j 0.17358+0.168741j -0.231475+0.478052j 0.00266944-0.44124j -0.310971+0.113188j 0.25778-0.139946j 0.518904-0.234985j -0.0430468+0.0597319j -0.63415+0.358761j -0.184449-0.147603j -0.0893598+0.161498j 0.251226-0.303904j 0.155961-0.73312j 0.19694+0.532835j -0.0982888-0.250194j -0.481214+0.60743j -0.435178+0.258556j 0.105485-0.309367j 0.160623+0.698948j -0.613136+0.135666j 0.0277696-0.175176j 0.0477498+0.183739j 1.33369+0.314249j -0.231592-0.15066j -0.583885+0.130136j 0.15783-0.0408904j 0.544528+0.707922j 0.0257248-0.127127j -0.0141179-0.164523j 0.0440313-0.0234369j -0.277601+0.0611758j -0.797718+0.184584j -0.0987143+0.488716j 0.0317063+0.166093j -0.159661-0.187781j 0.232124-0.185079j -0.233814-0.186326j -0.585166+0.523164j 0.063397-0.0460111j -0.705364+0.023786j 0.457179-0.132772j 1.25046-0.202829j -0.094135+0.116813j -0.0594212+0.0106934j -0.720916-0.220168j -0.228666+0.672872j 0.111467+0.332461j 0.563784+0.321988j -0.605689-0.402834j 0.223352-0.184351j -0.435255+0.664627j -0.166227-0.759924j 0.18438+0.107289j -0.0889504+0.033685j 0.340669-0.383217j 0.895171+0.551271j 0.081624-0.113781j 0.497767+0.406152j 0.230841+0.0824906j -0.368775-0.16701j -0.143747+0.438826j 0.0902057+0.540434j 0.167084-0.0118542j 0.117106+0.278881j -0.0711676-0.0366348j 0.111688-0.128125j -0.110616+0.0241997j 
