0.0121116+0.00265859j -0.00405228-0.011844j 0.00527779-0.0115544j 0.0149564-0.0255148j -0.012395-0.00332067j -0.00318626-0.00474602j 0.00609559-0.0229996j -0.0077822-0.00390558j -0.00667122-0.0297874j 0.00239082-0.025731j -0.00796426-0.0162336j -0.00431326+0.00361358j -0.000565293-0.000733392j -0.00173524+0.00453492j 0.00581943-0.00342157j 4.81487e-05-0.0048291j -0.000374593-0.00731298j 0.000292082+0.0111869j 0.000171872+0.00641843j 0.00485832-0.00623063j 0.000312407-0.0104141j 0.00414678+0.00299227j 0.000309349-0.00496538j 0.00795188+0.00366322j -0.00241429-0.000777523j -0.000758861-0.00694173j 0.0107259+0.00227001j 0.0113416-0.000425511j -0.0034257+0.01958j -0.000876719-0.0057583j 0.00664166+0.000729909j 0.00646898+0.0128677j 0.002571-0.0131943j -0.00791864+0.00208696j 0.00391147+0.00277593j -0.00188265-0.00501447j 0.010223-0.000914334j 0.00429726+6.11925e-05j -0.00776765-0.000903302j -0.0184742-0.00409467j 0.00602301+0.00116928j 0.00581449+0.0103976j 0.0027688-0.00849847j -0.000884529+0.0087986j -0.00900443-0.00720638j 0.00351676-0.00408558j 0.00608772-0.00582291j -0.00359568-0.00166262j 0.00744967-0.0103758j -0.0013081+0.00525892j -0.00184045+0.00155935j -0.00175531+0.00249452j 0.000135919-0.00296399j 0.000478729-0.00394112j -0.00174901-0.00106779j -0.00113663+0.00190585j 0.0011761+0.00101939j 0.000887395-0.000982519j 0.00128814-0.000157979j -0.00278592+0.00173572j 0.0028833-0.0028318j 0.000442117+0.000609505j -4.13671e-05-0.000115086j 0.000489079-0.00218007j 0.00192419+0.000125277j -0.000497889+0.000936459j 0.000940884+0.000321484j -0.00112199-0.000436483j 0.000568566-0.00378119j -0.00194959+0.000875699j -0.00168518+0.00373635j 0.000327708+0.000174917j -0.00412658+0.00239231j -0.000643374+0.000720539j 0.00539274+0.000249102j 0.00109538-0.00174582j -0.000778239-0.000493198j 0.00248504-0.000676419j 0.00148696-6.12926e-05j -0.000714656-0.000814453j 0.00147546-0.000332701j -0.000856201+0.000101922j -6.02235e-05-0.000144572j -0.000239917+0.000956491j 0.000143278-0.00112622j 6.7686e-05+0.00128437j -0.000601128-0.000973537j 0.000663159-0.000231418j -0.002218+0.000713401j 0.000887919+0.000615821j -0.00113963+0.00230713j -0.000196557-0.00155899j -0.00174533+0.00110636j 0.000417028-0.00033978j -0.000403975+0.000430968j 
0.0197767-0.0381351j 0.0139834+0.0236825j 0.00933214-0.0111941j 0.0122805-0.0330277j -0.01582+0.0490826j -0.0132488+0.00172446j 0.00530056-0.0181177j 0.00279042+0.00201207j -0.0250912+0.0205848j 0.00868571-0.0194175j -0.00226482+0.0202637j -0.00383182+0.016126j 0.0129365+0.00495018j -0.00599768+0.0118801j -0.0132507-0.000169847j -0.00355762+0.00921162j -0.00100405+0.00999933j -0.00807732-0.0027306j 0.00677427-0.00543492j 0.00638912-0.00143688j -0.0073835-0.000131636j 0.0156084-0.0068481j -0.000900826-0.00155634j 0.00338294-0.0121883j -0.00883671-0.00354702j -0.000703446+0.00627863j 0.0123957-0.00387334j 0.00064541-0.000194988j -0.00628913+0.00107916j -0.0104141-0.00669217j -0.00186336-0.00234047j -0.000464507+0.00564184j 0.00145499+0.0133331j 0.0153525-0.024656j 0.0109215-0.0112543j 0.0141005-0.0248607j 0.00652891-0.00728021j -0.00791536+0.00507487j -0.00624567+0.0133778j 0.00441314+0.00325084j 0.000598836-0.00227338j 0.00693709-0.00165853j -0.00494925+0.00097065j 0.00227564-0.00166244j -0.00535321+0.00354678j 0.00255479+0.000568682j -0.0017361-0.00250408j 0.000716478+0.00260245j -0.00108847+0.00544909j 0.0014886-0.00338086j -0.000872183-0.000296033j -0.00388768+0.000299374j 0.0046556-0.000340413j -0.000967405+0.00131883j 0.00212077-0.00117015j -0.000350073-0.00203829j -0.0027238-0.000414872j -0.0028974+0.00079156j -0.00174478-0.00120206j -0.00154034-0.00292085j -0.00264673+8.33728e-05j 0.000488457+0.00146151j -0.00723136+0.00119426j 0.00213028-0.000420011j 0.00234375-0.000608566j 0.00212808+0.000216096j 0.00132028+0.00236529j -0.000749482-0.00208737j -0.0029465-0.00119242j -0.000230172+0.000727577j -0.000262845+0.000242604j 0.00396249+0.00190448j -0.00186027-0.00109919j 0.00185091-9.91798e-05j 0.00184054-0.00119488j -0.00397867+0.00196493j 0.00343123+0.000776967j -0.0035144+0.00068113j -0.0010544+0.000578658j -0.000776587+0.000374631j 0.000162752+0.000543391j -0.00089227-0.00103796j 0.000641155-0.00191302j 0.00189287+0.00121524j 0.00244903+0.0023306j 0.00118628+0.000335251j 0.000376444+0.000255535j -0.00224829-0.000745094j 0.00140265-0.00137639j 0.000342482-0.0016474j 0.000611137-0.00274617j 0.00143455+0.00325476j 0.00219085-0.00262752j -0.00090482+0.000286381j -0.000190253-0.00082346j 
-0.0020763-0.000980729j 0.00654982-4.78906e-05j 0.00310915-0.0121806j 0.00224273-0.0236656j 0.00788718-0.0223723j 0.0214868-0.0293075j 0.0164658-0.0276594j -0.0035574-0.00065335j 0.00315731-0.00818097j 0.00390163-0.00055135j 0.0136713+0.0014078j -0.00670308-0.00100543j 0.0119546+0.00104519j 0.0123511+0.00319807j 0.0101543-0.00156504j 0.00999516+0.00632335j -0.00283301-0.0041026j 0.0113497+0.000502926j 0.000651723-0.00125887j 0.000694195-0.00688535j -0.00349611-0.00551731j 0.0106708-0.00359738j 9.7091e-05+0.00106774j -0.00163118-0.00389257j -0.00656575+0.0022255j 0.0226173+0.00128219j 0.00578657-0.00205582j 0.00849749-0.00752089j -0.00798968+0.00111667j -0.00145811+0.00105286j -0.0054545-0.00357582j -0.00210365+0.00073418j -0.00261121-0.000298609j 0.0052266-0.000913838j 0.000283611+0.00201638j 0.000666485-0.000148309j -0.0151542-0.00100877j -0.00050753+0.00277483j -0.00849066+0.00189684j -0.00537853-0.00173093j 0.00243474-0.00150845j -0.00955468-0.00155173j -0.00617359-0.00277316j 0.00835038+0.00221519j -0.00770666-9.16692e-05j 0.00220429+0.00455885j -0.00310527-0.000793307j -0.000557411+0.00203289j -0.00301086+0.00279088j -0.00292375+0.000169401j 0.00358772+0.00326933j 0.000704754+0.000917303j 0.000371338+0.00534206j -0.00205479+0.00488315j 0.00312532+0.00247713j -0.00636288+0.000870111j 0.00631308-0.00462623j 9.7454e-05-0.00218591j -0.00128485+0.00187596j -0.00193106-0.00152812j 0.00420509-0.0011956j -0.000504461-0.00058767j 0.00632335-0.00934902j -0.00294259+0.00109901j -0.00217323+0.00216116j -0.00239891-0.000125226j -0.00452072+0.00446846j -0.000601664-0.00409492j -0.00165211+0.00676741j 0.00272212+0.00145032j -0.00618904+0.00309968j 0.00164186-0.000616966j 0.00495715-0.000948888j -0.00602469+0.00464964j 0.00339721+0.0006614j -0.000202849+7.89106e-05j 0.00364205+0.00143611j -0.00117097+0.00161481j 0.00116572+0.00119398j -0.00216891+0.00147031j -0.000363888+0.00182519j 0.00177994-0.00290233j -0.0341431+0.0304615j -0.0045588+0.0034615j -0.0063852+0.0038541j -0.00128558+0.00282533j 0.000900448+0.00167193j 0.000253619-9.08069e-05j 0.000567935-0.00223649j -0.00141808-0.00399254j 0.00298966-0.00141631j 0.00174084+0.00127833j -0.000894268+0.00145418j -0.000866842+0.000283109j -5.531e-05+0.00154616j 
-0.00677608+0.0119515j 0.0392076+0.000905385j -0.0253941+0.00049472j -0.0121307+0.0140247j -0.0309115-0.00768305j 0.0135532+0.00658418j 0.0365156+0.0158401j -0.00110063+0.00379568j 0.00217735-0.00669725j 0.0168688+0.00118768j 0.0358871-0.00548015j -0.0380114-0.010498j 0.00825924-0.00152608j -0.00371757-0.0107184j 0.00637849-0.00636681j 0.0466493+0.00160984j -0.0169565-0.0204666j 0.0305878+0.00146177j 0.000609068+0.00782283j -0.024329+0.00397965j -0.0227195-0.00367281j 0.0113127+0.0156601j 0.00425644+0.00367967j 0.015605+0.0146975j 0.00200165-0.00225813j 0.0030486-0.0121287j -0.00101076+0.008268j 0.0123863-0.0104086j 0.00676977+0.00746247j 0.0220324-0.00236733j -0.00915312+0.00276389j 0.000514356-0.00237329j -0.00254403+0.000655349j -0.00209494-0.00164634j -0.000604274+0.00101989j -0.00397885-0.00421722j 0.00783752-0.000866304j -0.00326086+0.0018166j 0.005723+0.00479231j 0.00107804-0.00103524j -0.00349781-0.00201986j 0.0121436+0.00393601j 0.00494692-0.000792328j 0.000353244-2.26706e-05j 0.0041883-0.00260468j -9.56597e-05-0.00792113j -0.00187177-0.00362809j -0.00163654-0.00201228j -0.00601898-0.00312892j -0.0160683+0.00310381j 0.0142266+0.00746324j 0.00546883+0.00337759j -0.0103335-0.0010186j -0.0024072+0.000615717j 0.0105761+0.00490797j -0.00718789+0.000575712j 0.00462431+0.00116111j -0.00501614-0.00278542j 0.0108656+0.0121664j -0.00959219-8.22688e-05j -0.00225865-0.000412986j -0.00635996-0.00467779j 0.00094617-0.00441407j -0.00350993-0.00628626j 0.00476703+0.0029291j -0.00646291-0.00874891j 0.0020856-0.0049016j -0.00385685-0.00228374j -0.00382489+0.000139132j 0.00306868+0.0105719j 0.00566522+0.00357704j -0.00597806-0.00484871j 0.00176862-0.00141606j 0.00127325-0.000250082j 0.000128261+0.0018247j -0.000857217-0.00159304j -0.00275096+0.00081163j 0.00559515-0.00103964j 0.00183802+0.00135387j 0.000473976-0.000855132j 0.000779981-0.00112434j -0.00168983+0.00013037j 0.00639708-0.0128095j 0.0068341+0.00617382j 0.013019+0.00698205j 0.00705217+0.00332332j 0.0015897-0.00232457j -0.00318351-0.00145307j -0.000742744-0.00273025j -0.00145058+0.000228472j 0.00163314+0.00230717j -0.000943759-0.0022638j -0.00310877+0.00159922j 0.000558402+0.000169025j 0.000399853+0.00137321j 
-0.000721454+0.010151j -0.00388709+0.0129585j 0.0102925+0.00349651j 0.0110388+0.0172115j 0.0107613+0.00284293j -0.00401136-0.00744845j 0.00878453-0.0152422j 0.014778-0.00235548j 0.00944723-0.000591854j -0.00696407+0.0233115j -0.0132933+0.0028667j 0.0012705-0.0105236j -0.0186217+0.00870173j -0.00090423-0.00442368j -0.00218323-0.0164515j 0.0134846-0.038533j 0.0111064-0.0116792j 0.00399289-0.0129075j -0.0209143+0.0274695j -0.0167128+0.0213402j 0.00152502+0.00288831j -0.0167774+0.0334852j 0.010194-0.00568099j -0.0336329+0.03669j -0.00125589+0.000615705j -0.00177772+0.000839617j -0.0130276+0.0144621j -0.0198128+0.0026291j 0.0144461-0.00863502j 0.015191-0.00460501j 0.0135854+0.00297514j -0.00531811-0.00471j 0.010238+0.00614225j -0.00541635-0.00451395j -0.0183119-0.00658319j 0.00660094-0.0121191j 0.00564473-0.00025436j 0.00680437-0.0010832j 0.000232281+0.00671031j -0.00846684+4.87272e-06j -0.000290001-0.00235054j 0.00236293-0.000514636j -0.00304753+0.00245407j 0.00937874-0.00491404j 0.00620982-0.00901542j -0.00656465-0.017565j 0.00094819+0.00226387j -0.00899454-0.000795966j 0.00218474-0.0180193j -0.00312165+0.00814092j -0.00129624+0.000527031j -0.00187792-0.000793891j -0.000793378-0.0039986j 0.00931453-0.00583866j -0.000599529-0.00257672j -0.00176901+0.00753088j 0.00455659+0.0058056j 0.0033038-0.00312214j -0.00190889+0.0049427j -0.00577173+0.00897492j -0.00179277+0.00337831j 0.00315734-0.000498644j -0.00147295+0.00327161j -0.00191035+0.00485712j -0.0017812-0.00708836j 0.00249279-0.000324213j -0.00162482-0.00248074j 0.00100009-0.00115794j -0.0135082+0.00663254j -0.00169859-0.00207272j 0.00907956-0.00186618j -0.000295803-0.00432066j 0.000544516-0.000937776j 0.00312804+0.00143127j -0.00507685-4.13163e-05j 0.00571577-0.00194603j -0.0110799-0.0073396j 0.00841437+0.00137546j 0.0021242-0.000763008j 0.00874259-0.00166067j -0.00481078-0.00182026j 0.000842046+0.00201408j -0.00821344+0.0104248j -0.000500865-0.000885102j -0.00284127-0.00165326j -0.00784967+1.30162e-05j -0.0033717-0.00132919j -0.00375121+0.000169214j 0.000925012+0.00590545j -0.00159427+0.00784627j -0.00163616+0.00819881j -0.00368955-0.00879292j -0.00388193+0.00494128j 0.00286551-0.000320837j 0.00103337+0.000170548j 
-0.00360261+0.0135031j 0.00244349-0.00108665j -0.00263198-0.00301036j -0.0132985+0.0103284j 0.0231153+0.0120335j 0.0139773+0.00349287j -0.0278805-0.00325655j -0.016478+0.0217078j 0.00374068-0.000657732j 0.00897657-0.00872064j 0.0247153-0.0042524j -0.0201801-0.0031083j 0.0294411-0.00384788j -0.00813319-0.00641216j 0.0115505-0.0135685j 0.0198404+0.0200665j 0.0122145-0.00666222j 0.00555095+0.00498254j 0.0233786-0.0151689j -0.000728041-0.00963664j -0.00952045-0.00657804j 0.00490864+0.0110845j -0.00454098+0.00666987j 0.0156771-0.0114927j 0.00754929-0.00506971j 0.0224762-0.013058j -0.0123185+0.00181156j 0.0222617-0.0149187j -0.00423174+0.00756322j 0.0072544-0.00429935j -0.00784714-0.00163508j 0.00634011+0.00114421j -0.0136794+0.0050858j -0.0105665-0.00236688j -0.0156508-0.000400982j 0.00425425-0.00122444j -0.0030447+0.00439814j 0.00819255+0.0101052j -0.00284577+0.00352955j -0.00218482-0.000634405j -0.00147602+0.0038695j -0.00670487+0.00485862j -0.00434566+0.000555601j 0.00278663-0.000273167j 0.00986497-0.00598543j 0.00019032-0.00146754j -0.00120791-0.00253863j -0.000700408+0.00615085j -0.00361624-0.00138997j -0.0104542+0.0017176j 0.00782852+0.0084198j 0.000819359+0.00843768j -0.00439923+0.00314317j 0.00587159+0.00765661j 0.00590635+0.00188765j 0.0104168+0.00222571j 0.00858979+0.00654698j 0.00411171+0.00271682j -0.00291206-0.00959946j 0.00118765-0.000333423j 0.00862007+0.00398283j 0.000183609+0.00440255j 0.000160561-0.0026034j -9.61297e-05+0.00125609j -0.0033537-0.00569931j -0.000532307-0.00218006j -0.000739521-0.00645663j -0.00311405-0.000182018j 0.00148474-0.000948209j -0.00392961+0.00165702j 0.00238233+0.000295154j -0.00586646-0.00177523j 0.00427901-0.00084101j -0.00158011+0.00122493j 0.00310819+0.00086392j -0.00167603+0.000516967j -0.000762973+0.00291116j 0.00642115-0.00104798j 0.00319666+0.0011915j -0.00575305-0.000634543j 0.00337587-0.00127408j -0.000535261-0.000812051j 0.0102159-0.00309829j -0.00429581-0.00369421j -0.00793718-0.00824547j -0.000313864-0.00397265j 0.00242211-0.00141562j 0.000322464+0.00375769j 0.00124219-0.00222628j -0.00413333-0.000216059j 0.00657391+0.00907752j -0.00221311-0.00786406j -0.00752848+0.0085835j 0.00125704+0.000193761j 0.00102353+0.00467242j 
-0.0060085-0.00155487j 0.00217838+0.00522083j 0.012343-0.015123j -0.00938418+0.00450038j -0.00051218-0.00712152j 0.0101681+0.00471792j 0.0044182+0.0132231j -0.00843259-0.00814028j -0.000462581-0.00378946j 0.00731536-0.00536703j 0.00727351-0.00458891j 0.0132246+0.00430992j 0.0223746-0.00867261j 0.0207502-0.00303102j 0.0134017-0.00377646j 0.00299712-0.0337443j 0.0302751-0.0100785j -0.00354033-0.0137871j -0.0067138+0.0159283j -0.00625285+0.0115915j -0.00287182+0.0128838j -0.0334904+0.0114114j -0.00576201-0.0069423j -0.031018+0.0159312j 0.00392357-0.00391044j 0.0257146-0.0102266j -0.0114503-0.00379849j 0.0244165-0.0210873j -0.0165062+0.00714096j -0.0162081+0.0097182j -0.00367449-0.00383374j -0.00234363-0.00311944j 0.00439808-0.000693067j 0.0035425+0.00351968j -0.000312205+0.000274797j -0.00515206+0.00467936j 0.00276569+0.000336403j -0.0164747-0.000830054j 0.000824969-0.00137726j 0.0072131+0.000839419j 0.000757425-0.000797319j 0.00530996-0.00132073j 0.00989811+0.000703538j -0.000461843-0.00219566j -0.021576-0.000676071j 0.00221669-0.000636317j -0.000540144-0.00184525j 0.00756783+0.00159552j -0.00209262+0.00683405j 0.0036298+0.00846928j -0.00753106+0.00395965j -0.00183745+0.0107519j 0.0104067+0.00354886j -0.00374206-0.00370931j -0.00320117-0.00737333j -0.000805434+0.000397464j -0.00185672-0.00191594j 0.000558862-0.000874788j -0.00190593+0.0034986j -0.00532839+0.0031851j -0.00145932+0.00328661j -0.00245627+0.000152737j -0.00690872+0.00531336j -0.000171749+0.00326068j 0.000718064-0.000868839j 0.00310254-0.000759999j 0.00377803+0.00241511j 0.00204908+0.00169471j -0.00507026+0.00554835j -0.00719378+0.00436904j 0.00324239-0.00946223j 0.00447792+0.00726344j 0.00318397-0.00325774j 0.00876528-0.00104278j 0.000167387+0.000742108j 0.000247711+0.00485886j 0.00529994+0.00415297j -0.00179423-0.000550433j 0.00255052+0.00210021j 0.00172853+0.000763117j 0.00195534+0.000447056j -0.00168928+0.00148494j 0.000696822-0.00200321j 0.00218107+0.00091207j -0.000677947+0.00216899j 0.00707628-0.0013099j 0.00108823+0.000508517j -0.00591775-0.0052466j 0.00248014-0.00207163j -0.00233071-0.0090981j 0.00485613-0.0052481j 0.00879334+0.011836j 0.000271348+0.00114747j -0.00330217+2.38018e-05j -0.00114541-0.00027056j 
-0.0153898-0.0184541j 0.0195619-0.0100754j -0.0031029-0.0204769j -0.0110185-0.0109153j 0.0292657+0.0121544j -0.00425504+0.0046189j -0.005686-0.00736005j 0.00549681-0.00597858j 0.00365037+0.0190448j -0.0110812-0.0167123j 0.0171918+0.000573269j 0.000347588+0.00390041j 0.0128983-0.00412407j -0.00473383+0.00493395j -0.00992422+0.0164201j 0.0229801-0.010857j -0.00630493-0.00823621j 0.00848465+0.00791061j 0.000929434+0.0098247j -0.00399226+0.00381456j -0.00979664+0.0082722j 0.0174595-0.00447767j 0.00651024-0.00356484j -0.00345532+0.0140445j 0.00070608+0.0104456j -0.000409631+0.000201045j 0.0137888-0.00592025j -0.00316533+0.000914949j 0.00369746+0.00233107j -0.0014255+0.00660747j -0.00648633+0.00171154j 0.00170164-0.00025754j 0.000877555-0.0191982j 0.00984398+0.00982219j -0.00819198-0.0110873j 0.00812416+0.0368863j 0.00416295+0.00713379j -0.00217208-0.00484971j -0.00442224-0.0203605j -0.00134728-0.000352788j 0.00277544+0.00362234j 0.00517752-0.0064869j 0.00425843-0.00611319j 0.00679097-0.00686864j -0.0119975+0.0043359j -0.00198938+0.00195397j 0.0035362+0.00525616j -8.30872e-05-0.00105162j -0.00536156+0.00597829j -0.00642544-0.00199363j 0.00698577+0.00171784j 0.00167821-0.00209229j 0.000471166-0.00558389j 0.00490035-0.0021876j 0.002558+0.00721752j 0.00129838+0.00580985j 0.00594531+0.00264821j 0.000266735+0.00153278j -0.000669517-0.000290033j -0.000243159+0.000669997j 0.00191808-0.000305855j -0.000901628+0.00227745j 0.00184335-0.00322385j 0.00128311-0.00244446j 0.00151131+0.00434521j -0.000734344-0.00320814j 0.00073768-0.00202589j 0.00442924-0.00415204j 0.000873679-0.00179488j -0.00203951+0.00274867j 0.000664665+0.00133619j 0.00098993-0.00323372j 0.00120925-0.00118371j -0.00179528-0.00110014j -0.00349153+0.0018247j -0.00084647-0.00221987j 0.00110802-0.000283313j -0.00262947+0.000521245j -0.000606562+0.000429433j 0.00233039+0.000199462j 0.000144585-0.000585149j 0.00161401-0.000411423j -0.00145303+0.000629795j -3.3136e-06+0.00295722j -0.00057749-0.000409789j -0.000298286-0.000698276j -0.00048705-0.00059534j 0.00142987-0.00311743j -0.00170518+0.000348592j 0.00100601-0.00221127j -0.00354668-0.00573064j 5.95706e-05+0.00385609j 0.00327335-0.00537735j -0.000763682+0.000405208j -0.000186552-0.00154195j 
0.00963239+0.0059667j -0.0121993+0.00856848j -0.00291946-0.0300634j 0.00888064+0.0118748j -0.00907856-0.015443j 0.00985302-0.00418961j 0.0105708+0.0126258j -0.00696937-0.00144972j -0.00879287-0.00516864j -8.04608e-05-0.0104925j 0.00746789-0.00449462j -0.0214707-0.00606291j 0.00728279+0.00202495j -0.0108776-0.00345154j 0.00476543+0.00628058j 0.0276022-0.00989609j -0.0269566-0.00559956j 0.0285237+0.00325305j 0.0035548+0.0138663j -0.00845385+0.00214748j -0.00922531+0.00247775j 0.0167361+0.00262364j 0.00507245-0.00507641j 0.00937088+0.00928232j 0.019222-0.000567553j -0.00386652+0.00106441j 0.0215431-0.000876897j 0.0146671+0.00239796j 0.00583897+0.00267988j 0.010867+0.0032664j -0.00871142+0.00496073j -0.00484951-0.00460755j 0.00146765+0.000710367j 0.0111348-0.00108803j 0.0176047+0.00748942j -0.0065308-0.0113383j -0.000829652-0.00731404j -0.0141475-0.0060813j 0.00708832+0.00813722j -0.00461631-0.00211178j -0.00697798-0.00546128j 0.0114673+0.000374346j 0.0033894+0.000354541j 0.00666229+0.000164143j -0.00903913+0.00971022j -4.34159e-05+0.004432j -0.00666016-0.00333205j 0.00679093-0.00587626j -0.0103392+0.00802015j -0.00834191-0.00364523j 0.0109488+0.00371398j 0.00350214-0.00470381j 0.000301091-0.00388843j 0.00975808-0.00086279j 0.00538291+0.00273372j 0.0121712+0.00457447j 0.00199633+0.01257j 0.0016989+0.00460706j -0.000990384-0.0033899j -0.00150769-0.000154108j 0.00160494+0.00171437j 0.00141075+0.00661417j -0.00787715+0.00200538j 0.00323104-0.00157385j 0.00284973+0.0011388j -2.88483e-05-0.00291604j -0.00299167+0.00232469j 0.00177248-0.00146003j -0.00450086+0.00388817j -0.00578535+0.00164068j 0.000851981+0.0001423j 0.00553253+0.000275381j -0.0033606+0.00437866j -0.00107098-0.00204316j -0.00238852-0.00118393j -0.00439224-0.00132523j 0.00454014+0.00339588j -0.00602375-0.00114191j -0.00132893+0.000946992j 0.00304074+5.66957e-05j -0.000224029-0.000734046j 0.000472315-0.000873992j -0.00704026+0.00812965j -0.0029953+0.00182788j -0.00459475-0.0032531j -0.00218029-0.00211116j -0.00244695-0.000274811j -0.000678195-0.00477451j 0.00068858-0.00201726j 0.00131936-0.00492055j -0.0029674-0.0110754j 0.00162304+0.00848933j 0.00661535-0.00946781j -0.00205705+0.00073213j -0.000378461-0.00247072j 
-0.00102904-0.00371266j 0.0134879+0.0186624j -0.0286982-0.000380925j 0.00174653-0.00651161j 0.00923042-0.0218741j -0.00171546+0.00152095j -0.011777+0.0278854j 0.0102764+0.0122788j 0.00993765+0.00402916j -0.00937034+0.0112599j 0.00445982+0.0101822j -0.00259596-0.0058404j -0.00166709-0.00190015j 0.0234357-0.00278285j -0.00512455-0.000150122j -0.0180562+0.0204798j 0.00280901-0.00638104j 0.0061664+0.00522115j -0.00843377-0.00647701j -0.0120951-0.00464775j -0.00504493-0.0051487j 0.0065663+0.000240595j -0.0049696+0.00360258j 0.00736505+0.000658206j -0.014327-0.00554367j 0.00166466-0.0039213j 0.000774307+0.00203948j 0.00523721-0.00483j -0.000970621-0.000352562j 0.000736072+0.000106062j -0.00134661-0.00314489j 0.00014971+0.00028617j -0.00500503-0.000999326j -0.00531394+0.00294843j -0.00478559-0.000597753j 0.000476985+0.00536063j 0.0138042+0.0038351j -0.00118283+0.00243928j 0.00754978-0.00117622j 0.0116494+0.00167304j -0.00136612+6.90913e-05j 0.00783524+0.00369015j 0.00494038-0.000718909j -0.014848-0.000502303j 0.0075815-0.0013374j 0.00411012-0.00090085j 0.00305312+0.000931642j 0.000317646+0.000349682j 0.00360493-0.00152762j -0.00124978-0.00163527j -0.000542318-7.3751e-05j 0.00184749+0.00338367j -0.00311117-0.00139676j -0.000807137-0.00600275j 0.000752616-0.00133555j 0.0104324-0.014965j -0.0123505+0.00728295j -0.000912262-0.00424862j 0.0107347-0.00515604j 0.000574004-0.00278657j -0.000745791-0.0023247j -0.00898871+0.0038306j -0.00711046+0.00516048j -0.00172055-0.00124215j 0.00490005-0.00131321j -0.00341705-0.00229026j -0.00232618+0.00135054j 0.0050294-0.0043092j -0.00164165+2.15414e-05j 0.00208682+0.00185311j -0.000623105+0.003992j -0.000907931-0.00300382j -0.000780689-0.00256977j -0.00131768+0.00352815j 0.00117806+0.00156971j 7.83665e-05+0.000629868j -0.00079642-0.000232859j 0.00134186+0.00177559j 0.000648552+0.000282466j -0.00128515-0.00110192j 0.000517194+9.47317e-05j 0.000438238+0.000226789j -0.0166907+0.0126402j -0.00111414+0.00320982j 0.00229647+0.00477028j 0.00142173+0.00287196j -0.00158294+0.000862695j 0.00108691+0.000600866j -4.08303e-05-0.00178848j -0.000321548+0.00176623j 0.00129072+0.00365425j -0.000791225-0.00357221j -0.00229365+0.00213116j 0.000443689+5.65744e-05j -3.60035e-05+0.00120279j 
0.000160251+0.0159499j -0.00223228-0.0241717j -0.0166635+0.0345868j 0.00383381+0.0128291j 0.011581+0.00297531j -0.00842943-0.0236574j -0.00240915-0.00402177j -0.000244461+0.0171974j -0.0144189-0.0196284j -0.0304457-0.0113164j -0.00435484-0.0169527j -0.0181131+0.0252444j 0.0166754-0.000243903j 0.00192407+0.0121632j 0.000532163-0.00751707j 0.0132182-0.024257j -0.00480195+0.0221829j 0.0187347-0.0324702j -5.40288e-05+0.000752214j 0.00209596+0.00498685j -0.00625298+0.0031039j -0.00632396-0.00613312j 0.000133691-0.00899793j -0.00309566-0.0168258j 0.00792622-0.0229653j -0.000656612+0.0029403j 0.015301-0.0169965j 0.0144344-0.0253807j 0.00430725-0.00353847j 0.000962001-5.45274e-05j -0.00188298+0.000471938j 0.0158774-0.00404862j 0.00587075+0.000812299j -0.00769683-0.00882505j -0.0259831+0.000710444j -0.00146065-0.00584726j 0.00112341-0.00176317j -0.00226892-0.00668472j -0.00733956-0.00180788j 0.00655072+0.00870165j 0.00618672+0.00415647j -0.00611244+0.000571708j 0.00172154+0.00019203j -0.0113349-0.00115616j -0.0161495+0.00993576j 0.000436117-0.0024582j -0.0038251+0.00129266j 0.013716-0.0104456j -0.00184494+0.01163j 0.00034521+0.00744375j 0.000333418+0.00154963j 0.00723898-0.00766666j -0.00270611+0.00300278j 0.00481563-0.00428087j -0.00143745+0.00654641j -0.00717901+0.00202537j -0.00562576+0.00466296j 0.0009512+0.00609943j -0.00272319+0.00363854j -0.00139508-0.000744051j -0.00459538+0.00235125j 0.001297+0.00219891j 0.00371743+0.00260751j -0.00181941-0.000959305j 0.00126434+0.00603564j -0.00192141-0.00814575j 0.0012333+0.00216546j -0.00418201-0.0037738j 0.000905353+0.00368264j 0.00323126+0.00119904j -0.00356965-0.00582648j 0.00363368+0.000198905j -0.00782122-0.00402739j -0.00219836-0.000204496j -0.002565+0.00249728j -0.00824525+0.00745343j 0.00820266+0.0050228j -0.00963181+0.00181907j -0.00436873+0.00210327j -0.00216401-0.00292867j 0.00213013+0.00110523j -0.00124364-0.00308829j 0.00135181+0.000713689j 0.00321887+0.00259158j 0.0024051-0.000632452j 0.00396406-0.00268263j 0.00119077+0.00070147j -0.00221313-0.00497796j 0.00116305-0.00575653j 0.000662993-0.00335494j -0.00136002-0.00913461j 0.00761529+0.0151438j 0.00824422-0.0101424j -0.00402296+0.000442148j -0.00084839-0.0053644j 
