0.0121116+0.00265859j -0.00405228-0.011844j 0.00527779-0.0115544j 0.0149564-0.0255148j -0.012395-0.00332067j -0.00318626-0.00474602j 0.00609559-0.0229996j -0.0077822-0.00390558j -0.00667122-0.0297874j 0.00239082-0.025731j -0.00796426-0.0162336j -0.00431326+0.00361358j -0.000565293-0.000733392j -0.00173524+0.00453492j 0.00581943-0.00342157j 4.81487e-05-0.0048291j -0.000374593-0.00731298j 0.000292082+0.0111869j 0.000171872+0.00641843j 0.00485832-0.00623063j 0.000312407-0.0104141j 0.00414678+0.00299227j 0.000309349-0.00496538j 0.00795188+0.00366322j -0.00241429-0.000777523j -0.000758861-0.00694173j 0.0107259+0.00227001j 0.0113416-0.000425511j -0.0034257+0.01958j -0.000876719-0.0057583j 0.00664166+0.000729909j 0.00646898+0.0128677j 0.002571-0.0131943j -0.00791864+0.00208696j 0.00391147+0.00277593j -0.00188265-0.00501447j 0.010223-0.000914334j 0.00429726+6.11925e-05j -0.00776765-0.000903302j -0.0184742-0.00409467j 0.00602301+0.00116928j 0.00581449+0.0103976j 0.0027688-0.00849847j -0.000884529+0.0087986j -0.00900443-0.00720638j 0.00351676-0.00408558j 0.00608772-0.00582291j -0.00359568-0.00166262j 0.00744967-0.0103758j -0.0013081+0.00525892j -0.00184045+0.00155935j -0.00175531+0.00249452j 0.000135919-0.00296399j 0.000478729-0.00394112j -0.00174901-0.00106779j -0.00113663+0.00190585j 0.0011761+0.00101939j 0.000887395-0.000982519j 0.00128814-0.000157979j -0.00278592+0.00173572j 0.0028833-0.0028318j 0.000442117+0.000609505j -4.13671e-05-0.000115086j 0.000489079-0.00218007j 0.00192419+0.000125277j -0.000497889+0.000936459j 0.000940884+0.000321484j -0.00112199-0.000436483j 0.000568566-0.00378119j -0.00194959+0.000875699j -0.00168518+0.00373635j 0.000327708+0.000174917j -0.00412658+0.00239231j -0.000643374+0.000720539j 0.00539274+0.000249102j 0.00109538-0.00174582j -0.000778239-0.000493198j 0.00248504-0.000676419j 0.00148696-6.12926e-05j -0.000714656-0.000814453j 0.00147546-0.000332701j -0.000856201+0.000101922j -6.02235e-05-0.000144572j -0.000239917+0.000956491j 0.000143278-0.00112622j 6.7686e-05+0.00128437j -0.000601128-0.000973537j 0.000663159-0.000231418j -0.002218+0.000713401j 0.000887919+0.000615821j -0.00113963+0.00230713j -0.000196557-0.00155899j -0.00174533+0.00110636j 0.000417028-0.00033978j -0.000403975+0.000430968j 
-0.00435591-0.0285703j -0.023086+0.0212402j 0.0091289-0.0015391j 0.0117758-0.00851535j 0.0303636+0.012666j -0.00718027+0.00423902j -0.0126499+0.00424794j 0.000867902-0.0111515j 0.0136293+0.0100548j -0.00572515+0.0059881j 0.0325136-0.015588j -0.102951+0.000264854j 0.034602-0.0067211j -0.0134799-0.00303685j 0.0212573-0.0449911j 0.1252-0.0708971j -0.0331737+0.0130075j 0.0561586-0.0041668j -0.0105658+0.0163533j 0.00741738-0.00872365j -0.0749996+0.0200882j -0.0101445-0.00483509j 0.0347385+0.0230803j 0.0121777-0.0158197j 0.0114586+0.0477054j 0.0080317+0.0108559j 0.0349389+0.0147288j 0.0472231+0.00257801j 0.00170846+0.00900059j 0.0416204-0.0151507j -0.0216358+0.000291886j 0.0362521-0.01107j 0.00402003+0.0127121j 0.012762+0.00390727j 0.000666021-0.00192824j -0.00699444+0.00122936j -0.0128946+0.00380688j -0.0259522+0.0152043j -0.015738+0.00217603j 0.00957407+0.00820886j 0.0118971+0.0104944j -0.0059701-0.000228555j -0.0014253-0.00360314j -0.0182801-0.00806953j -0.0185832-0.0043405j -0.00939603-0.015858j -0.0208333+0.00157558j 0.00754375+0.00309814j 0.0214442-0.00224895j 0.016281+0.00976689j 0.0175907+5.06083e-05j 0.0110216+0.0160469j 0.00760574+0.00893998j 0.0028047-0.00248462j 0.00873296+0.00301833j -0.00111989+0.00240669j -0.00688171-0.00242017j 0.0114533+0.000848288j 0.000764818-0.00329605j 0.0124097+0.00895188j -0.0141714-0.00759256j -0.0037195+0.00703384j 0.00440099-0.000751354j -0.00184426-0.0121817j -0.00785988+0.00683517j -0.0014663+0.00498556j 0.0106791+0.00457086j -0.000986488-0.00140209j 0.00394361+0.00626733j -0.00329025+0.00458754j 2.54836e-05-0.00566388j 0.0010016+0.00468272j 0.0028293+0.000789686j -0.00412609-0.000373586j 0.00782168-0.00175965j -0.0153836+0.00912799j 0.00166836-0.00551495j -0.00906803-0.0109801j 0.0120663+0.0128487j -0.00389662-0.00550689j -0.00603388-0.0111125j 0.0122302-0.000212809j 0.000337383-0.000840289j 0.0122856-0.00254633j -0.0114519-0.00551002j 0.00893532+0.0148168j -0.00916295+0.00618884j 0.0117136-0.00919748j -0.00587007+0.0124023j 0.00593171+0.00368801j -0.0030896-0.0125302j 0.000931747-0.00738758j -0.00350214-0.00968035j 0.00211585-0.00446945j -0.00490841+0.00188301j 
-0.0434307+0.0219589j -0.000350422-0.0330351j 0.0012682+0.00564844j -0.0199503-0.0062045j 0.0219898-0.0125727j 0.0074542-0.00645878j -0.00316018+0.000529866j -0.00615348+0.0134717j 0.0158583-0.00605738j 0.0085156-0.0162608j -0.00326272+0.0315701j -0.0856671+0.00911527j -0.0180092+0.00886515j -0.0551479+0.0259661j -0.0106508+0.131503j 0.0132247+0.0718288j -0.0760948+0.0143036j 0.0449365-0.0615994j 0.0222294-0.0297375j 0.0189075+0.0768015j -0.0117836-0.0498919j 0.0695815-0.0191549j 0.021682-0.0686909j 0.0634944+0.033296j 0.0142054-0.0923374j -0.0474762+0.000989586j 0.0465752-0.027408j -0.0166954+0.0249976j 0.026605-0.0353224j 0.0571283-0.0392868j 0.0103344-0.0140184j 0.0153984-0.0186347j 0.0196103-0.0420028j 0.00925968-0.0131957j -0.0070256+0.00952863j 0.0047959-0.000772449j 0.000331936-3.3386e-05j -0.00656813+0.0146767j 0.00499037-0.00060156j -0.00729996-0.00441305j -0.00165486-0.0046118j 0.00290887-0.000238462j -0.000854653-0.00410187j -0.0084196+0.00748772j 0.00576541+0.0013218j -0.0229581+0.00447912j -0.00221469-0.00715702j 0.0012767+0.00291866j -0.0157957+0.00804574j 0.00268319-0.00684412j 0.00857982+0.0169105j -0.00100916+0.00173592j -0.00707039+0.00842977j -0.00439-0.00998144j 0.00513746-0.00261555j -0.000416525-3.83809e-05j -0.00364163+0.00579994j -0.0117584+0.008404j -0.00421268+0.00504889j 0.0136315-0.00938899j -0.0090278+0.0114515j -0.00254546-0.0130807j 0.000226563-0.000100593j 5.3388e-05+0.00583512j 0.00568807-0.0173481j 0.00511052-0.000133673j -0.00481401+0.00513197j -0.00160572-0.00206099j -0.000436736-0.00719025j -0.00857551+0.000480732j -0.00417701+0.00351879j -0.000447053+0.00625033j 0.00286579-0.00224359j -0.000761957-0.00147843j 0.00268866-0.000197172j 0.000204715-0.0128526j -0.00515324+0.0130693j 0.00553166+0.00668086j -0.00346816-0.00891124j 0.0120565+0.00240712j 0.00310439+0.0290406j 0.0389732-0.0013854j 0.00141131-0.00075989j 0.0142438+0.00725083j -0.00872177-0.00601756j 0.00176543+0.00172668j -0.0139062-0.00256585j -0.00458355+0.00252265j 0.000417308-0.00695107j 0.000492211-0.00297026j -0.0127076-0.00400338j 0.00314511-0.0144638j -0.0017849-0.00673952j 0.000654812+0.000231652j -0.00349936+0.0070075j 
-0.00901712-0.022836j 0.0110501-0.033478j -0.00488332+0.0157614j -0.000746894-0.0316527j -0.0128874+0.000423349j -0.0110389+0.000688988j -0.0133494-0.00336859j -0.00669011+0.00528805j -0.0160012+0.0122309j 0.00964329-0.00697397j -0.00491076-0.00279744j 0.0120153-0.0122934j 0.0403028-0.0218025j -0.0156275-0.00198285j -0.0698711+0.0422811j 0.0475423-0.0804362j 0.065993-0.0327542j 0.100032-0.0454185j -0.0239804+0.0546914j -0.136765+0.0658098j 0.0666648+0.00712722j -0.0140339+0.0412105j 0.0499298-0.0380012j -0.0990652+0.101884j 0.00146248-0.011911j 0.034776-0.0171267j -0.0248536+0.014346j 0.00170555-0.0107295j 0.00226568-0.0125212j -0.00875608+0.0179375j -0.00796641+0.000209685j 0.0175596-0.0153764j 0.023728-0.0141362j 0.00744608-0.00717765j 0.00425215+0.00644154j -0.00359492+0.00767547j 0.00479372+0.000926802j 0.00357635-0.00742996j -0.00240729+0.00998426j 0.0053492-0.0196434j 0.0156383-0.0170527j 0.000177254-0.00262188j -0.0020878+0.00451487j -0.00698691-0.00672529j 0.0109222+0.00790494j 0.00143755-0.0133582j 0.00731332-0.00243801j -0.00777705-0.000668197j 0.00982546-0.0096121j -0.00254628+0.0103454j 0.00250371+2.1015e-05j -0.00268572-0.00787269j 0.00136077+0.00343254j -0.0037746+0.0123774j 0.00255797+0.00402796j -0.00649637-0.00937863j -0.00127709-0.000457845j 0.000540586+0.00305736j 0.000286079+0.00282534j -0.00820626+0.00746576j -4.10394e-05-0.00151429j 0.00501827-0.00292036j -0.00163258+0.00346167j -0.00693728+0.0109031j 0.00800367+0.00227474j -0.006926-0.00483897j 0.00750057-0.00315156j 0.00199218-0.00791498j 0.00525342-0.00524148j 0.00301841-0.00510717j -0.00483633-0.000909551j 0.00525681+0.00432398j 0.00280349-0.00122145j -0.00582997+0.00281873j -0.00051937-0.000767883j 0.00589413+0.00894046j 0.00895344+0.00545604j -0.00663566-0.00450656j 0.00297277+0.00193658j 0.00987211-0.0102799j 0.00275914-0.00224966j -0.00712122+0.00865008j 0.0010823-0.000170864j 0.0182809+0.0132242j -0.00717947-0.00701669j -0.00126709-0.00252344j -0.016942+0.00544974j 0.000548912-0.00232087j 0.00281614+0.0112347j -0.00196977+0.0191239j 0.00264245+0.0208756j -0.00089736-0.015981j -0.0123739+0.00689919j 0.00466038-0.000757959j 0.000266899+0.00166723j 
0.0322575-0.00235954j -0.0285307-0.0167557j -0.000217988+0.0209192j 0.00737825-0.0262989j -0.00806294+0.0157292j 0.00321955+0.0247691j -0.0105466-0.0219176j 0.0126325+0.00705079j -0.00459068-0.00573002j -0.0118358+0.0154796j -0.00389066-0.0259151j 0.0594864+0.000762508j -0.00679421-0.121123j 0.0223669-0.0267277j 0.0534294+0.101092j -0.067791+0.133242j 0.0546147-0.04186j -0.0611911-0.0597787j 0.00788935-0.10545j 0.037856+0.0722714j 0.0360279-0.0802099j -0.00263195-0.0143378j -0.0486389-0.00288941j 0.02444+0.00855937j -0.0449936-0.0711767j 0.0247928-0.0853667j -0.0279877+0.0570757j 0.0223323-0.00618767j -0.0290534+0.0214953j -0.0405228+0.0268241j -0.0106629-0.0101517j -0.0338508+0.0246424j -0.000605161-0.00613754j -0.00333547-0.0112025j -0.00481393+0.00294017j 0.00334015+0.00549128j 0.0110004-0.00278653j 0.00635028-0.00432141j 0.010158-0.00775175j -0.00751442-0.000405732j -0.00579996-0.0081851j 0.00485454+0.00158556j 0.00234394-0.00224703j 0.00402287+0.0193364j -0.0062579+0.00205974j -0.0136126+0.0144878j 0.00106888-0.00170746j -0.00758989-0.0102903j -0.0120051+0.0118707j 0.00574414+0.00739496j -0.00119733-0.012652j 0.00762786+0.00803465j 0.00642335-0.0126677j -0.00618913+0.00843701j 0.00525474-0.00467374j -0.0029033+0.0031603j -0.00809983+0.00490209j 0.00290212-0.00856787j -0.00447267+0.00329485j 0.00630044+0.00666274j 6.64263e-05-0.0195575j -0.00666875+0.0170083j 0.00420236+0.00366283j 0.000930824-0.00432103j -0.00388243+0.0127637j 0.0025948-0.0110508j -0.00161915-0.0116575j -0.0129737+0.0051367j -0.00578769+0.00312505j -0.000713137-0.00205684j 0.00147253+0.000579987j 0.00128849-0.00145606j -0.00154565+0.00242519j -0.000569155+0.00134191j 0.00327132+0.00628473j -0.00926557+0.0126023j 0.0018019-0.0113125j -0.00384289-0.0109802j 0.00399009+0.00587353j -0.014517+0.0269546j 0.027676+0.0170367j 0.0451735-0.00066605j 0.00225004-0.000796028j 0.00361609+0.0126243j -0.000999083-0.00991953j -0.00172645+0.00349195j -0.0131235-0.00297884j -0.00121076+0.00676969j 0.00388262-0.00303914j -0.00634135+0.00996851j 0.000391335+0.00448843j 0.00015574-0.000261939j -0.0141449+0.00549181j 0.00561823-0.00310763j 0.000342416+3.13754e-05j 
-0.0328285-0.00164919j -0.0145951+0.0560294j 0.0353377-0.0206702j 0.00730646+0.00374244j 0.00586879-0.00123027j -0.00524034+0.0135907j 0.0218863-0.00517302j -0.0179948-0.015614j 0.00448265-0.0240247j 0.0105367+0.022608j 0.011714-0.0158967j -0.0235922+0.019175j 0.0560698-0.0156414j 0.011384+0.00463203j -0.0625411-0.0495074j -0.0527966+0.110351j -0.0163982+0.0238724j 0.0216446+0.0690454j 0.0540617-0.0654754j -0.00273841-0.114779j -0.0115625-0.00208745j 0.00445384-0.0601687j 0.0221681+0.0437624j 0.0101074-0.12115j 0.0764653-0.00265125j 0.035907+0.00590941j 0.0121041-0.0701174j 0.0204976-0.0467382j -0.00303188+0.00101111j 0.0207872-0.0319623j -0.0133752-0.00232642j -0.0198122+0.010402j -0.0183968+0.012865j -0.0142834-0.00217311j -0.0112134+0.012683j 0.00664726+0.000295824j -0.00583509+0.00684936j 0.00658127-0.00580471j 0.0086974-0.00538152j -0.00107663-0.010653j -0.00117689+0.00731245j 0.0155015-0.00203022j -0.0137608+0.00715995j 0.0230072-0.0116418j 0.0391088-0.00286867j 0.0241726-0.0194651j 0.00281962+0.000244995j -0.011937-0.0278051j 0.00652081+0.0325994j -0.0142152+0.0113841j -0.00102295-0.00203058j -0.0165083+0.00722321j -0.0108958+0.00334413j -0.00293775+0.00272005j -0.00387292+0.00396079j 0.000395822-0.00670801j -0.00408985+0.00931531j -0.00259349-0.0104635j -0.00501743+0.00555919j -0.00078498-0.000145792j -0.00367164-0.00111467j -0.00190788+0.00243444j -0.000496261-0.00329215j 0.00723931+0.00630583j 0.00518936-0.00315245j 0.00569194-0.0114035j 0.0012714-0.0109074j -0.00244759+0.00998551j 0.000987725+0.00431886j -0.00497758+0.00376281j -0.0067154-0.000278052j -0.0040997-0.00371384j -0.0046252-0.00461794j -0.00291237-0.00499095j 0.00735212-0.00126635j -0.0111768+0.0108696j 0.0113938-0.00895806j -0.00689073+0.00882197j -0.00177854-0.00126315j 0.00380455-0.00252331j 0.01554-0.00956249j 0.00280172+0.020012j -0.000238207+0.00155531j -0.0241863-0.0117177j 0.0063604+0.00401047j 0.0127577+0.00964261j 0.0097606-0.00544765j 0.0106061+0.0051925j -0.0166896+0.00084609j 0.00165314+0.0033105j -0.00325171-0.00426797j -0.00659269+0.000313724j -0.0171019-0.000404117j 0.00434168-0.00154727j 0.00117811-0.00123614j 
-0.0440408+0.00887353j 0.0010897-0.00904818j 0.0217663-0.00144064j -0.0387598+0.0253163j 0.00886848-0.012511j 0.0263994-0.024481j -0.000262827+0.0256186j -0.0043746-0.00328486j 0.00494937+0.00225148j 0.024165-0.0190777j -0.0484953+0.048782j 0.0184934-0.0466839j -0.116668+0.132392j -0.0399702+0.0143782j -0.00675119-0.0488968j -0.0586764-0.0196626j -0.0268929-0.0189193j -0.0632591+0.0679112j -0.046002+0.0937209j 0.0491252-0.025984j 0.00628474+0.000922427j 0.0318171+0.0344313j 0.0107367-0.0033696j 0.009046+0.0405135j -0.00220802+0.0429714j -0.0783946+0.0613445j 0.0500808-0.0182747j -0.049076+0.0338187j 0.035973-0.0161208j -0.0297682+0.0418403j 0.043714-0.0419887j -0.0178317+0.00787516j -0.00246937-0.00581368j -0.00966058-0.00531254j 0.0106068-0.0127048j 0.00989213+0.00558834j 0.000104949+0.000765074j 0.0123281+0.00795505j 0.00359165+0.0119561j -0.00566986-0.00807612j 0.00203099-0.00692581j -0.00631594+0.0126949j -0.00601122-0.00790726j -0.0192853+0.0233463j 0.0106438+0.0309509j -0.0302475+0.0269761j -0.00218254+0.00755407j -0.0051492+0.00543867j 0.00779627-0.00125282j 0.0167262-0.00801163j 0.00307937-0.00543514j -0.00161886-0.0306546j -0.00623022-0.0171594j 0.00450228+0.00588522j -0.00492936-0.00276797j -0.000789116-0.0131573j -0.00146543+0.0019493j -0.00140925-0.00133753j 0.00155708-0.000375005j 0.0118183-0.0177203j -0.0141972+0.000557755j 0.000544908-0.00816446j 0.00282067-0.00157566j -0.00310098+0.00258605j -0.0116629-0.0124135j 0.00752528-0.00425937j -0.0022188-0.000932072j 0.00530903+0.00877239j -0.00238526-0.00108911j -0.0015349-0.00675259j 0.00744773-0.00042856j -0.00246215+0.00041526j 0.00813746+0.00264756j 0.00788128-0.00493866j 0.00234262+0.00910378j 0.000808217-0.0026239j 0.00640003+0.00360205j -0.0147194-0.00732448j 0.0103209+0.000890636j -0.00152955-0.00866708j -0.0194882-0.00262761j -0.00760536-0.00720381j -0.000947583+0.000395697j 0.00327097-0.000155266j -0.00225715-0.000455404j -0.000965238+0.00586257j 0.00448753-0.00487573j -0.00527635+0.00858251j -0.011277+0.00698459j -0.00821004-0.0064017j -0.000569697-0.00276446j 0.00552137-0.033478j -0.0102975-0.00469915j 0.00389095+0.00283339j -0.00532197+0.019474j 
0.0319649-0.0162158j -0.0281511+0.0337451j 0.00524425-0.00222705j -0.0113144-0.00563328j -0.0265621-0.00313509j -0.00861716+0.00379603j 0.00110643+0.0136095j 0.0146903-0.00344741j -0.0101758+0.000206908j -0.0187904+0.00332954j 0.0259913-0.0444026j 0.0386465+0.0580157j 0.0246035+0.00015704j 0.0347592+0.0031519j 0.0966848-0.0294518j 0.0470051-0.170216j 0.0161953+0.0193464j -0.0404636-0.061765j -0.00640389+0.0675143j 0.0364849+0.0380373j -0.0301681+0.0517025j -0.0264945+0.0370435j -0.0536094-0.0334231j 0.0222593+0.0407179j -0.057418-0.00573217j 0.0197535+0.0153939j -0.0262264-0.0222175j 0.0336702-0.0211749j -0.0234923-0.0319746j -0.016491-0.0366685j -0.023348+0.00258202j 0.0122764-0.0294949j 0.00223247-0.0140362j 0.0122748-0.00996526j -0.00193952+0.00603792j 0.00261491-0.0085884j 0.0144827-0.0185009j 0.0248111-0.0205729j 0.00989459-0.00853902j -0.0151792+0.0181029j -0.0082696+0.00529814j 0.00311445-0.0215425j -0.00362879+0.00293255j 0.0103282-0.0232566j 0.0410933-0.00583803j -0.010445-0.0128667j 0.0146222-0.00609626j -0.0152985-0.0131834j -0.0240469+0.032157j -0.0139401+0.00897585j 0.00684818-0.0127906j -0.0277264+0.00218382j -0.0218914-0.00484893j 0.00782986+0.00166093j -0.00789987+0.00062241j -0.00259655-0.00260797j 0.00386751-0.000158833j 0.00303957-0.00234205j 0.00534034-0.00475223j -0.0173409-0.0054389j 0.0224552-0.0152318j -0.0147757+0.000404731j 0.00334058-0.00279496j 0.00709332-0.00288924j -0.006817+0.00176176j -0.000742198+0.00221373j 0.00958762+0.00902075j -0.00624559+0.00752733j -0.00571321-0.00289392j -0.00603742-0.00799323j -0.00517536-0.00905373j 0.00542674+0.0101801j -0.00668042-0.00126285j 0.00632958+0.000677968j -0.00242411-0.00652219j 0.00449643+0.0126488j -0.00204042+3.79067e-05j -0.002019-0.00102791j -0.00474125+0.0122467j -0.00873428-0.00514951j -0.00557885+0.0120138j 0.00762321-0.0139806j 0.000208426-0.000881444j -0.00816104-0.00895723j 0.00608315+0.00549775j -0.00295456-0.00109223j 0.00898956+0.00905222j -0.0111387+0.0088449j 0.00806233+0.0113434j -0.0121112+0.017243j 0.00117402+0.0156215j -0.0122739-0.0040272j -0.0134722+0.005724j 0.00399754-0.0013594j 0.00318189-0.00169383j 
0.0164812+0.0218839j -0.0164175+0.0313654j 0.0121629-0.00763562j -0.0144636+0.00209299j -0.0115517-0.0201067j 0.0028141+0.00157539j -0.00842394+0.00447163j 0.0033744+0.00479934j -0.0107551-0.0159099j 0.000489819-0.00336069j 0.0154799-0.0463445j 0.0440505+0.11339j -0.0185401-0.013897j 0.0141303+0.0325511j 0.0450102-0.00165738j 0.0795378-0.0731363j 0.0176297+0.066786j -0.0162107-0.0594466j -0.0592534-0.0143384j -0.00650717+0.00146096j -0.0242892+0.0386577j -0.0313583-0.0351661j -0.00798719-0.0271673j -0.0341524-0.0455722j -0.0293371-0.0272685j -0.00444138+0.0240781j -0.000679966-0.0319327j 0.020556+0.00362452j 0.00668122-0.0201782j 0.0367371-0.0205163j 0.0214514-0.0394866j 0.0392073+0.0351216j 0.0108023+0.0193459j -0.000305587-0.00401164j -0.013087+0.0209093j -0.00848754+0.0105541j -0.0122664+0.00343624j -0.0508204+0.0275612j -0.0187258+0.00931425j 0.0122761-0.00323598j -0.000565088-0.0059975j -0.00216231-0.0117716j 0.0112491-0.0017937j 0.01275+0.00419833j -0.010793+0.0230685j 0.0109548+0.026419j 0.0060585+0.0203357j -0.0151708+0.0096978j -0.00752182-0.00789058j -0.0152073+0.00789347j -0.0287007-0.00876429j -0.00482512+0.0113881j -5.83704e-05+0.0161395j 0.0036066-0.00019155j -0.00137689+0.00195202j 0.000986288-0.00331085j 0.00440732+0.00197585j -0.0066439-0.00306643j 0.00306599-0.000646736j 0.00820747-0.00294642j -0.0088697-0.0108866j 0.0137087+0.00587827j -0.00100146+0.00651528j 0.00160747+0.00691765j 0.0145009+0.0158077j -0.00704238-0.0151893j -0.00492754+0.00205034j 0.00458681-0.00137916j 0.00619372-0.000315786j 0.00287048-0.00745265j -0.00099686-0.0157802j -0.00240813+0.0058255j -0.00242317-0.00895242j -0.0075586-0.00388736j -0.00837606-0.00361769j -0.000291811+0.00911765j -0.00966469-0.00668797j 0.00462963+0.0113187j 0.014057-0.00573266j -0.00189062+0.0166489j -0.0258435+0.00354612j 0.000689566-0.0135987j 0.000114807-0.00161007j 0.0166654+0.0105768j -0.00893999-0.00816008j 0.00117775+0.00340503j -0.0117135-0.00201423j 0.00359981-4.30702e-05j -0.00327204-0.00078193j 0.0121333+0.00700959j -0.00637293-0.000218278j 0.00244287+0.00257188j -0.00558116-0.00165117j 0.00189189+0.000137455j -0.00056218-0.0114503j 
0.00784483-0.0284759j -0.00105487+0.000404839j 0.00238465+0.00458478j -0.0110322-0.0174465j 0.0048101+0.0096527j 0.0169929-0.00711386j -0.02625-0.00020949j 0.00208482-0.00290996j -0.0157695+0.0094822j 0.0209481+0.00149426j -0.00677918+0.0140704j -0.0194246-0.0506021j -0.0685174-0.00347109j -0.0156634-0.0312482j 0.0383657+0.00764376j 0.180225+0.0672199j -0.0177548-0.0329295j 0.02636+0.0293483j -0.103146-0.0283688j -0.0355422-0.00034178j -0.0589345-0.0240612j -0.0454155+0.0164612j 0.0315789+0.0173709j -0.0646212-0.00733007j -0.0344163-0.0162101j -0.0459056-0.039211j 0.00321403+0.0263763j -0.0224654-0.0150083j 0.0190716+0.0237145j -0.00666159+0.0083582j 0.00496262+0.048422j -0.00186485+0.0434704j -0.012827+0.0104683j -0.00990333+0.0255188j -0.00406045+0.0220766j -0.00756034-0.0059336j -0.00369895-0.00641437j -0.0266843+0.00793334j -0.0177616-0.00727645j 0.00652569-0.00128378j 0.00676907+0.008865j 0.00794338-0.0244777j 0.004613-0.000679323j 0.00492882-0.037111j -0.0301615+0.0237616j 7.85183e-05-0.0215925j -0.016766+0.003165j -0.0201656+0.0123133j 0.0240258+0.00157328j -0.00837217+0.0103655j 0.00633351+0.0059552j 0.0132677-0.0143387j 0.00932164-0.00982334j 0.00476922-0.00971736j 0.0016141-0.00519182j -1.02673e-06+0.00229321j 0.0078193-0.0025292j -0.00793599+0.00691249j 0.00299383+0.00263811j 0.00305604-0.000617647j -0.00218545+0.00726468j 0.00548274-0.00318186j -0.00527835+0.00144319j 0.00238345+0.000298888j 0.0101453-0.0102255j -0.00250451+0.000916692j -0.00230212+0.00260176j 0.00466058+0.00190492j 0.00436368-0.000119265j 0.000173056+0.00352814j -0.00541596+0.00631284j -0.00196052-9.80528e-05j -0.00514206+0.00214329j 0.00193164-0.00383194j 0.00640893-0.00392324j 0.00523811-3.16744e-05j 0.0169522-0.00409311j -0.00374893+0.00100585j -0.0157823+0.00480216j -0.013121+0.0302965j 0.000561118-0.002355j 0.0150831-0.00713435j 0.00159644-0.000493802j -0.00406578+0.00188657j 0.00351868-0.000562834j 0.00145303-0.000973907j -0.00556521+0.00519844j 0.00844396+0.000152005j 0.00034958+0.00292263j -0.000785564+0.00613311j 0.00921126+0.0114104j 0.0112711-0.00192234j -0.00604519+0.0114787j 0.00373348+0.00189156j -3.43726e-05+0.00204474j 
-0.00244175-0.000382532j -0.015803-0.00192864j 0.0116921+0.00364365j -0.000493447+0.00748416j -0.00479556+0.00109306j -0.00754211-0.00906119j 0.007125+0.00277549j 0.000221241-0.00195946j 0.00227094+0.000337267j -0.00585601-0.00309905j 0.0113447+0.00736656j 0.0207209-0.0100558j 0.0208466+0.0178143j 0.0174582+0.00373761j 0.0169722-0.012562j -0.0346792+0.01248j 0.023323+0.00509166j -0.0279412+0.0134415j 0.00620582-0.00292736j 0.0174737-0.00994421j 0.0072534-0.0025654j -0.012518-0.00969914j -0.0163129+0.00823251j -0.00351253-0.0157631j -0.00472795+0.0096608j 0.0119581+0.0069229j -0.0022047+0.00130723j 0.0112911+0.00395133j -0.00336116+0.000774852j 0.00442394-0.00947058j 0.0826533-0.0125397j 0.0240896-0.0270339j -0.0145929-0.0171038j 0.00521027-0.0175304j -0.00764588+0.0123255j -0.0204911+0.0190695j -0.0349775+0.0211058j -0.0820919+0.0650366j -0.0264588+0.0244831j 0.0246742-0.0240428j 0.0128229-0.0119052j -0.0211413+0.0216174j 0.0167748-0.0178769j -0.0310558+0.031597j -0.0297859+0.0413352j -0.033463+0.0414364j -0.014431+0.0126976j -0.00578363+0.0171956j 0.00112256-0.0109996j -0.0127239-0.0223985j 0.0126027+0.0277296j 0.0121555+0.0378265j 0.0329736+0.0610656j -0.0186702-0.0219691j 0.00978666+0.00202666j 0.00022205-0.00200965j 0.00347338-0.00611541j 0.0163499+0.0106994j 0.00171007-0.0006162j 0.00550785+0.00628175j -0.00221158-0.0100248j -0.00948599+0.0103302j 0.00155359+0.00428132j 0.0146363+0.0144174j 0.0017156+0.012896j -0.00141386-0.00867741j 0.0187371+0.00350189j -0.0110922-0.00215254j -0.0086521+0.000434463j 0.00205416+0.00308772j -0.0124904-0.000884155j 0.017369+0.000469309j -0.0141677-0.0062218j -0.0144838-0.0174415j -0.0244654-0.007902j -0.015624-0.0152924j -0.0129965-0.00494956j 0.0264371+0.00857149j -0.00432452+0.0143875j -0.0157148-0.017893j 0.00845474+0.000313679j -0.000209079-0.00610574j -0.000375651-0.000201616j -0.00659182+0.00649454j 0.00246408-0.0049635j 0.000291329+0.00314573j 0.000715826-0.0075411j 0.00880018+0.00947195j -0.0019993-0.00234852j 0.0270492+0.0104591j -0.000686005-0.000225775j 0.0289103+0.0056491j -0.00276164+0.00764013j 0.00374407+0.00126502j 0.000564724-0.0220657j 
