0.00215047-0.000331293j 0.00660777+0.00517381j 0.0190354-0.0039737j 0.00737693-0.00210101j -0.0274935+0.00558286j -0.0112381+0.00302678j 0.00917023-0.00306479j 0.00430871-0.00111724j 0.00488918-0.00166461j -0.0343806-0.00715717j -0.00847954-0.0102945j 0.00966902+0.00632382j -0.00235819-0.00205643j 0.00123688-0.00621867j -0.00667441-0.0211269j 0.00379753+0.0105315j -0.00317761+0.0072827j 0.00140737-0.00167368j 0.000473143+0.00461371j -0.000543147-0.00376099j -0.00136066+0.00766889j 0.001361-0.0126015j -0.000838128+0.0112586j -0.000689155-0.000781294j -0.003816-0.00642605j 0.000224761+0.0044904j 0.00318247+0.00355813j 0.000161328+0.0172295j 0.00105536+0.012305j 0.00227337-0.006981j 0.00125551-0.017014j 0.00597292-0.00443371j 0.00432334-0.0142296j 0.000955915+0.00944413j -0.00219093+0.00651121j -0.000737739+0.00283684j -0.000357072+0.00354085j 0.00371381-0.00287892j 0.00123919-0.00175303j 0.00101315+8.43129e-05j -0.000870458+0.000697651j 0.000773471+0.00148151j 0.000941499-0.00116125j -0.00313797+0.00348006j 0.00108212-0.000135473j 0.0012792+0.000142029j 0.00105539-0.00174552j 7.52123e-05+0.00170779j -0.000872947-0.000543816j -0.00171712+0.00213314j 0.00189981-0.000656181j 0.00124798+6.56606e-05j 0.00358386-0.000839403j -0.00231731-0.00216466j -1.92975e-05-0.00255702j -0.00356213+0.00438195j 0.00333909+0.00405617j -0.00065948+0.00589692j -0.00235219+0.000187843j -0.00131801+0.00286323j -3.32411e-05-0.000891197j 0.000298342-0.000500905j 0.000766948+0.00160863j -0.00184593+0.00117697j 0.00142023-0.00111257j 0.000691877+0.00338973j 0.00162277+0.00333482j -0.00108578+0.00233361j -0.000234456-0.000850225j 
-0.0025474+0.00106078j 0.00287074-0.00288979j -0.00279813+0.000400908j -0.000792107+0.000621689j -0.00846593+0.00142779j -0.00774562-0.00067039j -0.00253467+0.000992528j 0.0132307-0.00109302j 0.00320076+0.00317181j 0.00315587-0.00205556j -0.00374285+0.00127313j -0.00264429+0.00584242j 0.00841231+0.00441533j 0.0122503-0.00959087j -0.0150831+0.000375933j -0.00141136-0.00772485j -0.0029266+0.00175563j -0.0151478-0.00251104j -0.00899718+0.00469195j -0.0267007-0.00520733j -0.0176166+0.00201555j 0.00231667-0.00939204j -0.00635635+0.00454689j 0.0186417+0.000133969j 0.00365753+0.00176382j 0.00252509+0.000648506j -0.00585586+0.00102728j 0.00652809-0.00864351j 0.00123571+0.00424848j -0.00196244+0.00620092j 0.00328762+0.00618577j 0.00455528-0.00420725j -0.0049521-0.00903786j 0.000470857-0.00267319j 0.00524752-0.00518242j 0.00248228-0.0054159j -0.00441867+0.018833j 0.000119559-0.00255243j 0.00250395-0.0189554j 0.0147649+0.00294316j 0.00135631+0.0127842j 0.00939839+0.0218445j 0.00401323-0.00175939j 0.00822409-0.00261208j 0.000774988-0.000296089j 0.0151206+0.00534611j 0.00884765-0.00314746j -0.00490677+0.00339984j -0.00451575-0.00088191j 0.00863566-0.00213889j -0.00269273-0.00184022j 0.00131365-0.00149367j -0.00312823+0.0123646j 0.00257191-0.000452717j -0.00483435+0.00189763j 0.000549645-0.000499197j -0.00097096-0.00223061j -0.00684336-0.00142354j -0.00264547-0.0021487j -0.00576211-0.000288647j 0.00115988-0.000928196j 0.000776139+0.00195533j -0.00331025+0.000881682j -0.0025271-0.000217331j 0.000659509+0.00237162j -0.0013379-0.00143529j -0.00320258+0.00273542j -0.0042164-0.00253018j 0.00179495-0.000962881j 
0.00122246+0.000578799j 4.61373e-05+0.00455186j -0.00245505-0.00210176j 0.0066598-0.00151857j 0.00872784+0.0034841j 0.00879201+7.01687e-05j 0.006149-0.000445329j -0.0083315+0.000329096j -0.00369822+0.00095172j 0.00197103-0.00109027j 0.00486301-0.000717937j -0.0162208-0.00962583j -0.00557981-0.0033852j 0.014089+0.0113629j -0.0108219-0.00309122j 0.0199463+0.00845122j 0.0102071-0.00491408j 0.00292696-0.00772932j -0.0161654-0.00317781j -0.00384925+0.00101056j -0.0168832-0.00315395j 0.00547989+0.00592357j -0.0023029-0.00503693j -0.00478495-0.00108903j 0.000190919-0.000831365j -0.00277478+0.00111423j -0.00473686-0.00201626j 0.0231457+0.0163937j 0.00109538+0.00814812j -0.00242492-0.00443406j -0.000462603-0.00142656j -0.00101562-0.00543641j -0.000912+0.00596267j 0.000148858-0.00411207j -0.00811222-0.00438906j -0.00446233+0.00485616j 0.0114262+0.0142771j 0.000862469-0.00635364j -0.00163374-0.0107888j -0.00462605-0.0233981j -0.000310216-0.0109396j -0.00380447-0.00071495j -0.000745461-0.00560662j -0.00922152+0.000146609j -0.00479643-0.0109796j -0.00596582+0.00575768j -0.00511384-0.00950127j 0.00401963+0.00767607j 0.00744474+0.00640084j -0.00323805+0.00127522j 0.000593826+0.00389056j 0.00190848-0.0078786j -0.00292595+0.0220754j -0.00288854+0.00239923j 0.00175088-0.00172723j -0.000711641-0.00572206j -0.000648396-0.00622214j 0.00335282-0.0047564j -0.000160522-0.00490866j -0.000232605-5.7523e-05j 0.00213768+5.21636e-05j 0.000219955-0.00148326j 0.00316697+0.00295434j -0.000940239-0.00272861j 0.00268913+0.000501546j 0.00060798+0.00259746j 0.000370319+0.00441011j -0.00269929-0.00267623j 0.000637718-0.000814633j 
0.00220191-0.0039067j -0.00210235-0.00598877j -0.0147564+0.00207241j 0.00915222+0.00067971j 0.00588872-0.00203044j 0.0113931+0.00257627j 0.0280185-0.00265342j -0.00732089-0.00148568j -0.00911247-0.000344533j 0.0132455+0.0025866j -0.000584008-0.00732753j 0.0030083+0.00367737j 0.00385051+0.00154233j -0.0117183-0.0187519j -0.00578735+0.00171003j -0.00216754-0.00482087j -0.0103435-6.99818e-05j 1.40266e-05-0.00692071j -0.00242561+0.00406224j 0.00694174+0.00599628j -0.0114789-0.00123724j -0.0142241-0.00480691j 0.000128367+0.0103075j -0.0159584-0.00215844j 0.0140769+0.00942344j -0.00644024+0.000456443j -0.00158898-0.00168505j -0.0017694-0.0100441j 0.00737644+0.00508082j -0.00423035-0.00580049j 0.00571593+0.0107951j 0.00493693-0.00327026j -0.00954206-0.00622196j 0.000714387-0.0111689j 0.00943288-0.00325142j 0.000774963-0.00158637j -0.0124635+0.00242077j 0.00356223+0.000103974j 0.0117284+0.00531582j 0.01109-0.000622394j -0.00242624-0.00761665j -0.00824263-0.00613859j 0.0029762+0.00131152j -0.00158285+0.00177037j 0.00443348+0.00148245j -0.00476223-0.00286716j 0.00141161-0.00125361j -0.00127919+0.00105818j 0.00414604-0.00328177j -0.00260743+0.00101421j 0.00143833-0.00199333j 0.00475622+0.00201226j -0.00732045-0.00810571j 0.000459091+0.000731216j 0.00223048+0.00108862j -0.00561087+0.000867241j 0.00252372-0.00116432j -0.000150303+7.31522e-05j -0.00137901+0.000982059j -0.00195111+0.000911806j 0.00199904+0.000966755j 0.000679897-0.000259069j -0.00129037-0.00307704j -0.00107236-0.00207479j 0.00288385+0.00110063j -0.00175016+0.000861237j 0.00116475-0.00261431j 0.0008825+0.000677243j -0.00128123+0.000983093j 
-0.000551871+0.00742178j -0.012162-0.00152965j 0.0188551-0.000749594j 0.0269018-0.000613066j 0.00884583-0.00249277j -0.00618639-0.00293262j 0.0138149+0.000264423j 0.0116743+0.00412199j 0.020583-0.0014116j -0.00896071-0.00583528j -0.00657638+0.00668486j 0.00117401+0.0120832j -0.00638761-0.000393449j 0.0102022-0.00336202j 0.0170422-0.0018705j 0.0085756-0.00101906j 0.00628667+0.00371328j 0.00783046+0.000366392j 0.00272958+0.00080998j 0.00903706+0.00300445j 0.0141743+7.82551e-05j -0.004585-0.00199682j -0.0128824+0.00530439j -0.0142967-0.00275416j -0.0138509-5.44426e-05j 0.0048258+0.00131595j -0.00135108-0.00230566j 0.00829833+0.000252793j 0.00654378-0.00479858j 0.00498305+0.0092039j -0.0057763-0.00164895j -0.00769226+0.004257j 0.00616908-0.0110266j 0.00659186+0.00539512j 0.00165363-0.00174071j 0.00404909-0.00584396j -0.00362019+0.0089008j 0.00864186+0.000567572j 0.00167309-0.00015903j -0.00168733-0.00627342j -0.0074693-0.00448028j -0.00484903-0.00352828j -0.00146591-0.00208599j 0.00456672+0.000535997j 0.00691485-0.00325224j -0.00504909+0.000155765j -0.00362339-0.00304983j 0.00276292+0.00170345j -0.00304374+0.00147219j 0.00347165-0.00105998j -6.09264e-05+0.00182073j 0.000469222-0.0034602j 0.00252988+0.00509429j -0.00129837+0.000425413j 0.000120396-0.000231119j 0.000792278+0.00245519j -0.000230102+0.00128463j -0.00544994+0.000562073j -0.00065446-0.000182774j -0.0025643+0.000790328j -0.000482195-0.000319586j 0.000307013-0.000890053j -0.00251077-7.26245e-05j -0.000589798-0.000522078j 0.000184284-0.00116j -3.27124e-05-0.000349842j -0.00291081+0.00192069j -0.00198948-0.000430997j 0.00145655-0.000605266j 
-0.00265145-0.000851762j 0.00260075+0.00250007j -0.00641161+0.00327051j -0.00280076+2.07085e-05j -0.00128257+0.00156031j -0.00366368+0.00298312j -0.00104652-0.000640699j 0.00162397+0.00723873j -0.00230948+0.00224657j 0.0107245-0.0113923j 0.00650774-0.000907207j -0.00642207+0.00196281j -0.00855397+0.00310636j 0.00958593+0.000107107j 0.00226502+0.00131276j -0.00909692+0.00257626j -0.00664395+0.003012j -0.00848669-0.00187009j -0.00698746-0.0032979j 0.00917595-0.00220707j 0.00249167-0.00741275j 0.00210072+0.00172j -0.0120524+0.000533839j 0.003981+0.000271943j -0.000707193+0.00452285j -0.00190837-0.00329129j -0.00254-0.00511279j -0.00391957-0.00384208j 0.00217243+0.0101515j -0.0230733-0.00239335j -0.00292154-0.0103447j -0.00340665-0.00246469j 0.00924009-0.0194322j 0.013406+0.00452816j 0.00356311-0.00693994j -0.00661356-0.00551538j -0.00923156-0.00904437j -0.00122368-0.00454208j -0.00861505-0.00362016j -0.00804041-0.00518482j -0.00583309+0.00113411j 0.0084382+0.00171085j 0.00824519-0.00430858j -0.00112445-0.00415869j -0.000694761-0.00952758j -0.0121391+0.00168966j -8.87452e-05+0.00125828j 0.00166512+0.000725184j 0.00688941+0.012594j 0.00331625-0.00665859j 0.000348266+0.0066835j 0.0016606+0.00752095j -0.00339668-0.0229525j 0.00398406+0.0117079j -0.00698598-0.00459142j 0.00256416+0.0101332j 0.0201778-0.000197553j 0.0161167+0.0157992j 0.00293346+0.00932131j 0.0144013+0.0133161j 0.00665927+0.0107953j -0.00014113-0.00161165j -0.00159221+0.000789191j 0.00150165+0.0110231j -0.00195264-0.0084696j -0.00133474+0.00514653j 0.00629173-0.0226806j 0.0218245+0.0113434j -0.00884824+0.00951514j 
0.00159982+0.00346558j -0.00164819-0.0039053j -0.00164925-0.00215625j -0.00424204-0.00619951j 0.00634301-0.00414912j 0.00450633+0.000636259j 0.00392972+0.00129j -0.0109882-0.0122406j 0.00573512+0.000502111j -0.00693946+0.0239444j 0.000889251+0.0033359j 0.00214434+0.00373009j 0.000732802-0.00105549j 0.0102393+0.00357055j 0.00761075+0.00413563j 0.0110823-0.00176314j 0.00175712-0.000891866j -0.00878108-0.000749114j 0.00482662-0.00393236j -0.0049362+0.000892662j 0.00650183+0.0032879j 0.0116817+0.00282764j -0.00223352-0.00395525j -0.000467269+0.00312163j -0.00756216+0.00168509j -0.00211837-0.0053666j 0.0102549+0.0043866j 0.0111848+0.00305638j 0.00212845-0.0159227j 0.0139578-0.00180774j -0.0202026-0.00897487j 0.0109712+0.0125072j 0.00832895+0.0067756j -0.0124659-0.000293039j -0.00313379-0.0154394j -0.0139495-0.00426518j -0.00940817-0.00156754j -0.003117-0.00461617j -0.00390053-0.00879074j -0.0112812-0.00665589j 0.00120934-0.00185506j -0.00165946+0.0042279j 0.00248177+0.00865973j -0.0105466-0.00703539j 0.00513973+0.00416843j 0.0158149+0.00184095j 0.00488506-0.00295126j -0.00363349+0.0047016j -0.00998539-0.006254j -0.00932518+0.00578644j -0.00375034-0.0112871j 0.00457028+0.0111155j -0.00623974-0.0137455j 0.00498272-0.00471218j 0.020867+0.00590482j -0.00279436-0.0134588j 0.0215929+0.0116831j -0.000480285-0.0101856j 0.0117969+0.00329612j 0.014865+0.0087279j 0.00333348+0.00792922j 0.000612368+0.000474398j -0.00310749-0.000179642j 0.00139381-0.00521903j 0.00127345+0.00560145j -0.00379801+0.0142843j -0.00364152-0.0252589j 0.0223263+0.00247968j -0.00575778+0.013498j 
0.00117089+0.00269994j -0.00469529-0.000667375j 0.000528081+0.00530934j 0.00938771+0.00774709j -0.000628394+0.000901203j -0.00777392-0.00639061j 0.000924631+0.00400413j 0.00874581+0.0140507j 0.00367282-0.000874002j -0.00324476-0.0108912j -0.000291105+0.00137162j 0.00354648+0.00150263j 0.0108556+0.00371997j -0.00681367+0.00484489j -0.0163554-0.00333083j 0.00336449+0.0028528j 0.00409214-0.00936077j 0.0100548-0.000648299j -0.00246296+0.00286842j -0.00518434-4.60686e-05j -0.00645916-0.000988218j -0.00738199+0.00361218j 0.000775385-0.00550478j -0.00876442-0.000281567j 0.0119224-0.00494518j -0.00633619-0.00525374j -0.00433498+0.00179329j -0.00606789-0.000156682j 0.00106186-0.0082461j 0.0173655+0.00106426j 0.00794231-0.0124908j 0.00955826+0.00728103j 0.000869512+0.00906578j -0.00974777+0.00554387j 0.00512127+0.00211372j -0.012241-0.00982975j 0.00080126-0.000129364j 0.00341413-0.0017233j 0.0018388-0.00425342j 0.00353763-0.0088018j -0.00918284+0.00220861j 0.00514508-0.00104468j -0.00458875+0.0065325j -0.00425669-0.00457693j 0.00315044+0.00180654j 0.0054143-0.00371562j 0.00608262+0.0124131j -0.00444812-0.00813019j -0.00522499+0.00835236j -0.00143515-0.00185911j 0.0134049+0.000329208j -0.00152473+0.00950877j 0.00454787+0.000334528j -0.029635+0.00960214j -0.00973196+0.00845128j -0.00253972-0.0183859j 0.0167508+0.035983j 0.0172217+0.011437j -0.00692925+0.000657306j 0.00533602+0.00771295j -0.00875432-0.00437685j -0.000835875+0.001455j -0.000507819-0.00271825j -0.00134583-0.00144526j -0.000644633+0.00285178j 0.00900454+0.00345979j 0.00990592+0.00995034j 0.000525267+0.009886j 0.000960386-0.00459151j 
-0.00359572+0.0105933j 0.00514949+0.00262919j -0.00310083+0.00488517j 0.0053818-0.0024434j -0.00320241+0.000758862j -0.00401813-0.00612518j 0.00174018+0.00318727j 0.0181938+0.0107838j 4.18267e-05+0.0142901j -0.0131274+0.00223309j 0.0124076-0.00255881j -0.00292819-0.0012568j -0.00853371+3.87421e-05j 0.0147835-0.0092268j -0.0026618+0.00323659j -0.0022435+0.00366321j -0.007318-0.00797447j -0.00409937-0.00226717j 0.00473432-0.00432182j 0.00933488-0.00507415j 0.0090366-0.0157199j 0.0137264-0.0100438j -0.0131199+0.0042009j -0.00666039-0.0050165j -0.00485205+0.0108439j -0.00824435-0.00440998j 0.0137411+0.000515136j -0.00369452+0.00527243j -0.00257078+0.00149936j 0.000125399-0.0124234j 0.00840975+0.0109696j 0.023162+0.0021932j -0.00260393+0.00138228j 0.00671331-0.0128004j 0.00603193+0.00319971j 0.00583503-0.00153577j -0.001208+0.00621738j 0.00728786+0.00397865j 0.00161271-0.00040199j 0.00178336+0.00717811j 0.00239441+0.00214026j 0.00839913-0.00549363j -0.00557909-0.00427855j 0.00258304+0.00173928j -0.00815327-0.000567629j 0.0038668+0.000493142j 0.0064357+0.000133542j -0.00325813-0.000323075j -0.0012009-0.000753473j -0.0064064+0.00444591j 0.00855997-0.00369878j 0.00749766-0.0029582j 0.010375-0.000411098j -0.00521658+0.00158022j 7.10362e-05+0.0121102j 0.0021334+0.00229735j -0.0169265-0.0188367j 0.00696456+0.0087346j 0.000242073+0.00782264j -0.0008723-0.00179297j -0.00256728-0.00229938j 0.000793556+0.00470709j -0.00209421-0.00525203j -0.0024589+0.00535952j -0.00169462+0.00324894j -0.000569704-0.0243272j -0.00147735-0.00240199j -0.00384916-0.00810148j 0.00287233-0.00373898j 
-0.00197857-0.00424139j -0.000209277+0.00724255j -0.000793724-0.0177356j 0.00124902-0.00913518j 0.00372115+0.0140256j -0.00176233+0.000337783j -0.00304136+0.00366785j -0.0100777-0.0136376j -0.00252509+0.000457344j 0.00909873+0.0112208j 0.00475562+0.00660721j -0.00457621-0.00713687j -0.00413167-0.00361937j -0.00531192+0.000634785j 0.0113775+0.00299665j 0.00179266+0.000442053j -0.000166411-0.00312349j 0.0037157-0.000723884j 0.000644451-0.000714378j -0.00921176-0.000340809j 0.00833487+1.3149e-05j 0.000842094-0.000748142j 0.0184836-0.000437658j 0.00932977-0.000293733j -0.00360571+4.04035e-05j -0.00195831-0.00461523j 0.0104894+0.0020057j -0.00250933+0.00296752j 0.00506586+0.000362371j 0.00521687-0.00637547j 0.0102542+0.000591305j 0.0162673+0.00326036j 0.00859213+0.00782138j 0.0134409-0.00243738j 0.010973+0.00551881j 0.000489794-0.00180356j 0.00588911-0.00361612j -0.000792783-0.00393984j -0.00214966-0.0067802j 0.00758667-0.000167972j 0.00389457-0.00784703j -0.0113148+0.0078412j -0.00717104-0.00927326j 0.00806711+0.00366733j 0.00565091-0.00119203j 0.00118721-0.00301891j -0.00678246+0.0105245j 0.00278718-0.00706124j 0.0142439+0.0119795j -0.000665577-0.000770361j -0.0143414-0.00294918j -0.00907171+0.0089269j -0.00636451-0.00450156j 0.0240221+0.0110938j 0.023688+0.0049004j -0.0241895-0.0204644j -0.0205537+0.0119771j -0.000141343+0.0103581j -0.0190166-0.0037965j -0.00154098+0.00337015j -0.00237437-0.00119861j 0.00130052-0.00249371j -0.00151862-0.00939464j 0.00150345-0.00292176j 0.00706686-0.000875294j -0.0112976+0.00128741j 0.00491202+0.00110585j -0.00605081+0.000353812j -0.00112186+0.000309662j 
0.0195127+0.0103021j -0.015469+0.00159507j 0.00736038-0.000898728j -0.00440532-0.00302346j -0.0162883-0.00271828j 0.0182887+0.00481129j -0.0104448+0.00151323j -0.0366359-0.000839444j 0.00505276-0.000577179j 0.0335698+0.00762111j -0.00922686+0.00559702j -0.00145426-0.00167085j -0.011131-0.00182017j 0.00624333+0.00535045j 0.0053322+0.00427467j -0.00989748-0.00243438j 0.00188916+0.00278213j -0.00468059-0.00477231j -0.00422057+0.00535725j 0.00830587+0.00313871j 0.00873071+0.0105502j 0.00762824+0.00101681j -0.00609482-0.00249454j 0.00372185+0.000376486j 0.00277585-0.00952235j -0.00212253-0.000784737j 0.00565772+0.00377603j -0.00130415+0.00250043j -0.000511674-0.0178334j -0.0233444-0.00338146j 0.0173234-0.0068504j -0.00698792+0.000469924j -0.0130263+0.0132533j 0.00229493+0.00472786j -0.00266412-0.000689985j 0.0046592-0.000726669j -0.00682883-0.00162346j 0.00172884+0.0032261j -0.000416036-0.00367384j 0.000763101-0.00139503j 0.00396176-0.00307509j 0.00489503+0.00188493j 0.00616802-0.00169838j 0.00165081-0.000423135j -0.00910866-0.00202828j 0.000426429-6.62535e-05j -0.00505078+0.00209375j 0.00498552-0.00124785j 0.000441212+0.00635571j 0.00430319-0.00133873j 0.00411371-6.51267e-05j 0.000508919-0.00242907j 0.00348258+0.000411995j -0.00233397-0.00105413j -0.00494706+0.00109388j 0.0116912+0.00158895j -0.00481305+0.00305971j -0.00145113+0.00373957j 0.00124046+0.00303984j 0.000238175+0.000649628j -0.000933189-0.000759091j -4.48039e-05+0.00155627j -0.000999682-0.00259709j 0.000713106+0.00281122j -0.00256074-0.000200973j 0.00308533-0.00507056j -0.00263558+0.00367464j -0.00384765+0.00348366j 0.00291195-0.00330492j 
-0.0185249+0.00308507j 0.00135414-0.00412373j -0.0138513+0.0128881j -0.0138468-0.00183367j 0.00206157-0.0042141j 0.00820851+0.00935151j -0.0013936-0.0107813j -0.0307545-0.00112328j 0.00182436-0.00724147j 0.0331495-0.0155651j 0.0048942-0.00478472j -0.00512121+0.00517674j -0.00589598+0.000441057j 0.00229761-0.00330282j 0.00053118+0.00924856j -0.000656404+0.00472508j 0.00569082-0.00577235j -0.00442772+0.0136579j -0.00448413+0.00223253j 0.00207571-0.00219331j 0.00167605-0.00258112j 0.000616145+0.0036379j -0.00361449+0.00307118j -0.00390068+0.000135854j -0.0012622-0.00727509j -0.00146824+0.00486751j 0.000331017+0.000589434j -0.00466741-0.00713039j 0.0059175+0.023508j 0.00951438+0.00958224j 0.0137574+0.00193799j 0.0231462-0.00426966j 0.0193831-0.0101486j -0.00798217-0.000378184j -0.00555583-0.00189686j 0.000804292-0.00221723j -0.00260347-0.00173974j -0.000168001+0.00429445j 0.00429749+0.00283215j 0.00150564-0.00204904j -0.00805963+0.00195693j 0.00362045-0.0017996j -0.00359518+0.00569137j -0.00946274-0.00327175j 3.46124e-06-0.00132708j 0.00371541-0.00030418j 0.00578639-0.000679425j -0.00538142+0.00242293j -0.00210076-0.00497967j -0.0115519+0.00259906j 0.00431229+0.00410669j -0.00117466+0.00381041j 0.00145586+0.00535413j -0.0203773-0.00413818j -0.00292071-0.000865299j -0.00169776+0.00514529j 0.00279289+0.00383024j -0.00413915-0.00270687j 0.00290042+0.00234644j -0.00350557+1.92455e-05j 0.000523185+0.000210099j 0.000532201+0.00078418j 0.00132491+0.00262686j -0.00134717+0.000419307j 0.000886678+0.00117481j 0.00373087-0.00192387j -0.000123715-0.0011661j -0.00111721+0.000729284j 0.000499137-0.000348621j 
-0.00190783+0.01509j 0.00549551-0.0097583j -0.00379413-0.00162304j -0.00283644-0.00410792j -0.00310115-0.00312296j 0.0101248+0.00791995j 0.0093969-0.0120934j 0.00893276-0.0277104j 0.00736177+0.00234611j -0.00707101+0.0249369j 0.00756314-0.00362438j 0.0127105+0.000957272j -0.0027241+0.00227718j -0.0014695-0.00174708j 0.00240182-0.00370601j -0.00241149+0.00370535j -0.000929931-0.00433859j -0.000356192-0.000467584j 0.00629043-0.00154788j -0.00404611-0.000788451j -0.00301592-0.00428294j -0.00142174-0.00799313j 0.011725-0.00181259j 0.00356842-0.00584817j -0.0120132+0.00406349j -0.00390114-0.00229998j 0.00769193+0.000782096j 0.00921553-0.00081249j -0.0102011+0.012365j -0.00186899-0.00682799j -0.00480113+0.0034253j 0.0159467+0.00189063j 0.00625278-0.0064554j 0.0118302+0.00212996j -0.00104753+0.00189216j -0.00589294-0.00223338j 0.00901577-0.00173911j 0.0134699-0.011801j 0.00375065-0.0024575j -0.00292298-0.0040825j 0.0231052+0.00333876j -0.00825716-0.00189403j 0.0150532-0.00692177j 0.000416203+0.00440993j -0.00471679-0.00196744j -0.0136967+0.00167924j -0.000764285-0.00065574j 0.000647634+0.000284011j -0.0205918+0.00789417j 0.0138825-0.00140539j 0.0127375-0.00183293j 0.00630673+0.00492205j 0.00715315-0.00284814j 0.0127222+0.00953948j 0.00652455+0.00304424j 0.0309983+0.000963724j 0.00608471+0.0064639j 0.00774935-0.00591003j -0.00078202+0.00585835j -0.00193693-0.00303096j -0.00184963-0.00296121j -0.000136056+0.00298024j -0.00156581-0.000294792j 0.00628276+0.00139208j -0.00873316+0.000998664j 0.00477212-0.00753017j 4.23624e-05+0.00924536j -0.00630529+0.00482142j 0.00377868-0.00681658j 
-0.00273255-0.0120778j -3.58732e-05+0.00390957j 0.000785198-0.00230467j -0.000489728-0.0051885j 0.00679056+0.00356922j -0.00842417-0.00118782j 0.00300895-0.000539062j 0.0032652-0.00328556j -0.00495622+0.00492718j -0.00114108+0.00202939j 0.00229401+0.00521176j 0.00443921-0.000497644j -0.00378212+0.000423538j 0.00274551+0.000449226j 0.00271767-0.00181136j 0.00114341+0.00086419j -0.00565087-0.00171115j 0.00186306-0.00431241j 0.00666741-0.00143586j 7.20581e-05+0.00139668j 0.00330577-0.000180184j 0.00933163-0.00730676j -6.46311e-05+0.00180649j 0.00416989-0.00235638j -0.00313781+0.000949183j 0.000380827-0.00797206j 0.00487034+0.000528365j 0.00358135+0.0044744j 0.00754965-0.0161684j -0.00374157-0.00770469j 0.00461909-0.00183116j 0.00450273+0.00893158j -0.0148915+0.00205388j 0.00752748+0.004573j 0.000197097-0.00260725j 0.00191324+0.00355431j 0.00375217-0.000564683j -0.00656322+0.00206345j -0.00552282-0.00092906j 0.0115198+0.00596956j -0.00900677-0.00197606j -0.00971028+0.00187388j 0.0224271+0.00298125j -0.008944-0.00842263j 0.0210607-0.00656826j 0.00193582-0.000449201j -0.0114788+9.07589e-05j 0.00596352+0.00158804j 0.0394443+0.000279247j 0.00371718+0.00340654j -0.0148654+0.000392466j -0.0499943-0.00672441j -0.0208335+0.00174614j -0.0345512-0.0098352j 0.00752836-0.000714713j -0.0109402+0.00304801j 0.0216731-0.00192351j -0.00189562-0.00643794j 0.00842575+0.00129307j -0.00151222-0.00421597j 0.00450953+0.00378979j 0.00257725-0.00808257j -0.000842332-0.00335386j 0.00720693-0.00892302j 0.0118977+0.00109243j 0.00731462-0.00471032j -0.000810278+0.00752548j 0.00117731+0.00365804j 0.000484481-0.00539553j 
0.0053941+0.00854167j 0.00728-0.00570148j -0.00426141+0.000448337j -0.00537727-0.00448454j 0.00313371-0.015959j 0.00885719+0.00359438j 0.00943645-0.00493997j -0.000787075-0.00782894j 0.00929282+0.000949541j -0.00195981+0.0288333j 0.00494136-0.00600309j -9.02199e-05-8.02313e-05j -0.00444601-0.0014801j -0.00836572-0.00113006j 0.00654654+0.00304723j 0.00561882-0.000637711j -0.000415222-0.00111035j 0.000123933+0.00254844j -0.00851826+0.00265047j 0.0115612+0.00388448j -0.0127026+0.00582028j -0.00169886+0.00513763j 0.0127215-0.000971313j 0.00170599+0.0028544j -0.0196105-0.00357757j -0.00227915+0.00210182j -0.00862066-0.00325945j -0.0025945-0.00493846j -0.00203946+0.0107189j -0.00820038-0.000553752j 0.00094524+0.00217552j -0.00675896-0.000943978j 0.00463226+0.0094243j -0.00160771-0.00521793j 0.00281082-0.00346221j -0.00301896-0.00869209j -0.00120601-0.00141531j -0.00087692-0.00142426j -0.00324806-0.000850084j 0.0089985-0.00590976j -0.0163573+0.00111574j 0.00176311-0.000133444j -0.00784493-0.00322363j -0.00650637+0.00456941j 0.0108755-0.00467838j 0.0181446-0.00128134j 1.03252e-05+0.000691444j -0.00272086-0.00215979j 0.0136577-0.00278124j -0.0114156-0.00348414j -0.00323491+0.00739188j -0.0140488+0.00833556j 0.00259247-0.00119611j -0.0280407+0.00330185j -0.00411611-0.00168031j -0.0166268+0.00479222j 0.00188625+0.00885111j 0.00478897+0.00596189j -0.0128153+0.00416359j 0.00144463+0.00152611j -0.00577561-0.00552441j 0.00563514+0.00449045j 0.000237927+0.001065j -0.000543718+0.00980534j 0.00415276+0.000799213j 0.00164451+0.000810659j 0.00313498+0.000255772j -0.00508577-0.000974477j 0.00235485+0.000566212j 
