0.00215047-0.000331293j 0.00660777+0.00517381j 0.0190354-0.0039737j 0.00737693-0.00210101j -0.0274935+0.00558286j -0.0112381+0.00302678j 0.00917023-0.00306479j 0.00430871-0.00111724j 0.00488918-0.00166461j -0.0343806-0.00715717j -0.00847954-0.0102945j 0.00966902+0.00632382j -0.00235819-0.00205643j 0.00123688-0.00621867j -0.00667441-0.0211269j 0.00379753+0.0105315j -0.00317761+0.0072827j 0.00140737-0.00167368j 0.000473143+0.00461371j -0.000543147-0.00376099j -0.00136066+0.00766889j 0.001361-0.0126015j -0.000838128+0.0112586j -0.000689155-0.000781294j -0.003816-0.00642605j 0.000224761+0.0044904j 0.00318247+0.00355813j 0.000161328+0.0172295j 0.00105536+0.012305j 0.00227337-0.006981j 0.00125551-0.017014j 0.00597292-0.00443371j 0.00432334-0.0142296j 0.000955915+0.00944413j -0.00219093+0.00651121j -0.000737739+0.00283684j -0.000357072+0.00354085j 0.00371381-0.00287892j 0.00123919-0.00175303j 0.00101315+8.43129e-05j -0.000870458+0.000697651j 0.000773471+0.00148151j 0.000941499-0.00116125j -0.00313797+0.00348006j 0.00108212-0.000135473j 0.0012792+0.000142029j 0.00105539-0.00174552j 7.52123e-05+0.00170779j -0.000872947-0.000543816j -0.00171712+0.00213314j 0.00189981-0.000656181j 0.00124798+6.56606e-05j 0.00358386-0.000839403j -0.00231731-0.00216466j -1.92975e-05-0.00255702j -0.00356213+0.00438195j 0.00333909+0.00405617j -0.00065948+0.00589692j -0.00235219+0.000187843j -0.00131801+0.00286323j -3.32411e-05-0.000891197j 0.000298342-0.000500905j 0.000766948+0.00160863j -0.00184593+0.00117697j 0.00142023-0.00111257j 0.000691877+0.00338973j 0.00162277+0.00333482j -0.00108578+0.00233361j -0.000234456-0.000850225j 
-0.00127949+0.00193185j -0.00130827+0.00386032j 0.00330388-0.00190681j -0.000449743-0.00128288j 0.000251138-0.000511549j -0.00122067+0.00234369j 0.00149494-0.00219627j 0.000181448+0.000266281j 0.000608078-0.000105619j 0.00169527-0.00236225j 0.00229161-0.000396219j 0.00133679-0.00158512j -0.00304149+0.00941882j 0.00272849-0.00342978j 0.00777851-0.0179565j 0.00657095-0.0161798j 0.00949872-0.0142648j 0.00826465-0.0187109j 0.00616513-0.012001j -0.00424077+0.00271267j -0.00110152+0.00354889j 0.000611601+0.000692966j -0.00157124+0.00191553j -0.00323259+0.00484942j -0.00271604+0.006564j 0.00913557-0.0156758j 0.00280421-0.00252151j -0.0103288+0.0177368j 0.00686749-0.016529j -0.0027493+0.0055544j -0.00359984+0.00414316j -0.00049101+0.000646594j -0.00083053+0.00282138j 0.000233312+0.00226566j 0.00382218-0.00713395j -0.000116033+0.00608593j -0.000958441+0.00673337j -0.00404148-0.00838811j -0.0062805+0.000293301j 0.0102964-0.00206858j 0.00680487+0.00419163j 0.00954394-0.000789203j -0.00870797+0.00718126j -0.0067849-0.00751152j 0.00223418-0.000728887j -0.0001133-0.000848845j 0.0025903+0.00174818j -0.00281255-0.00155041j 0.00355351-0.00109487j 0.0122905+0.000684233j -0.00930969-0.00913504j 0.00983361-0.00164916j 0.0047075-0.00495256j -0.00110075+0.000668945j 0.00696142+0.00541647j -0.00384644+0.00483058j -0.0019099-0.000907019j 0.00386347-0.00470506j -0.000947893-0.0011593j -0.000767363+0.00293671j 0.00279109+0.00295107j -0.0211284-0.00887285j -0.0156027-0.00230208j -0.0241173-0.00886562j -0.0143071-0.00733536j 0.00264241+5.63433e-05j 0.00270427-0.0021374j -0.000906654-0.00172467j 0.000132777+0.000459278j 
0.00129239-0.00197004j 0.000425081-0.0066126j 0.00357189+0.00367485j 0.00356851+0.000601559j -0.00129479+0.00158675j -0.000182947-0.00549156j -9.86882e-05+0.00265882j -0.000851-0.000690614j 0.000266226-0.00294866j 0.00184061+0.00311471j 0.00216065+0.000952599j -0.0071976+0.00474186j -0.00163703-0.00577717j 0.000223671+0.000520719j 0.00148807+0.0177663j 0.00567476+0.00159944j -0.000859436-0.00504707j 0.00549502+0.00535666j 0.00197565-0.000806272j -0.000685877-0.00532586j -0.00021801-0.00881117j 0.000157772+0.0027211j -0.000281847+0.00105939j -0.00167627-0.00121133j -0.00201878-0.00223034j -0.000854246+0.00180748j -3.22214e-05+0.00413334j -0.00320934+0.000509017j 0.00520368+0.00135284j -4.73259e-05-0.00251308j -8.81404e-05+0.00183256j -0.00213487-0.00158982j -0.00230897-0.000613636j -0.00236718-0.00399188j -0.00309998-0.000623941j -0.00145684-0.018609j -0.00105147-0.00153058j 0.0171371+0.0044481j 0.00215933-0.00164565j 0.00130576+0.0168456j 0.0089286-0.00126359j -0.00729526+0.0168363j 0.00420405-0.00476747j -0.00537802-0.0116822j -0.000966876+0.00503479j 0.000858601+0.0012844j -0.00280184-0.000101523j 0.00204141-0.00224287j -0.00485669+0.00353741j 0.00252504+0.0145729j 0.016664+0.00416817j -0.00468205-0.00465248j 0.00642596+0.0141344j -0.0180616-0.0362122j -0.00819901-0.0112116j 0.00963862+0.0278586j 0.0141049-0.0030838j 0.0078942+0.00484154j -0.0137166+0.0109015j -0.00265373+0.0034393j 0.00856376-0.00592737j -0.0053668-0.0034654j 0.0170468-0.007582j 0.019503-0.0274932j -0.00834022+0.0156462j -0.0246545+0.0252055j -0.0132299+0.0163673j -0.00867163+0.00453388j -0.00326871-0.000805486j 
0.0020607+2.97855e-05j 0.00180991-0.00282327j 0.000615954-0.00076844j -0.000353541+0.000118072j -0.00145806-0.000241917j 0.00113513-0.000493093j -0.00155738-0.000563956j -1.03481e-05-0.000321725j -0.000286788-0.00183591j -0.000989666-0.000969472j 0.000936126+0.000707868j -0.00153093+0.00461732j 0.00831973+0.00360042j -0.00222316-0.00158662j -0.0119492-0.00356336j -0.0104079-0.00979083j -0.0121829-0.0121425j -0.013167-0.0122717j -0.00861139-0.0106029j -0.000436349+0.00126064j -4.58044e-05-0.00334952j 0.00144851+0.00224701j 0.00134174+0.00150314j 0.00317321+0.005281j 0.00561301+0.0068457j -0.013188-0.0119913j -0.000562859-0.000919231j 0.0118878+0.0143227j -0.011357-0.0143986j 0.00180058-0.00162614j 0.00254755+0.00316556j -0.00116432+0.00114426j 0.00110001+0.00229655j -0.00153597-0.00476226j -0.00371674+0.000104721j 0.000924504-0.0100671j 0.0033732+0.00285303j 0.00166055+0.00391988j -0.0041985+0.00192584j 0.00626047-0.00202207j 0.00208752-0.0064956j 0.00449286+0.00126125j -0.000862574-0.00638596j -0.00815427+0.0101117j 0.000218691+0.0028649j -0.00018147+0.00100778j 0.00181413-0.00235953j -0.00206346+0.000491914j 0.00173876+0.00126822j 0.00760297-0.00309231j -0.00227968+0.0110511j -0.00217344-0.00547551j 0.00310906+0.00715911j -0.0134397-0.00983075j 0.00040652-0.0114506j 0.000623953+0.0106939j 0.00327693-0.00563668j 0.00137647+0.00486945j -0.00747633+0.00228268j -0.00103213-0.000331644j 0.00262081-0.00294871j -0.0115042+0.0182009j 0.00133601+0.00370282j -0.0130566+0.00468986j -0.0306791+0.0273179j -0.00613114+0.00850249j -0.00250817+0.00725118j -0.00243581+0.00158639j -0.00143032-7.53949e-05j 
-0.00219215+0.00100027j -0.00311689+0.00235004j -0.00496955-0.000238681j -0.000270722+0.00065925j 0.000497104-7.36807e-06j -1.57337e-05+0.00122298j -0.000227327-0.000686329j -0.00108613+0.000310504j -0.000685544+0.00167812j 0.000872833-0.000577903j -0.0017945+0.000188599j 0.00581155-0.00395683j 0.00276886-0.00317256j 0.00104338-0.00107861j -0.00358409-0.000819254j -0.00121792+0.00263858j 0.000919096-0.000175316j -0.00463008+0.000585389j 0.00051543+0.00279486j -0.000791812+0.00106695j -0.00711806+0.00178907j 0.00024848-0.00119074j -0.000432382+0.000632486j 0.000540289-0.000452368j 0.00355377-0.000974905j 0.00324751+0.00303367j 1.88736e-05-0.00107614j 0.0014718+0.000650586j -0.00410035+0.00272596j -0.00430226+0.00166662j 0.000206489-0.000413656j 0.00179893+0.00131962j -0.000553275-0.00163761j -0.00234264-0.000988905j -0.00183972-0.00671515j 0.00214072+0.00554601j -0.00946172+0.0028284j 0.0230117-0.014678j -0.0149629+0.0134146j -0.0133268+0.00138416j 0.0114197-0.0217114j -0.00355149+0.00226461j -0.00690747+0.0192245j 0.00294454-0.00570782j 0.00535531-0.0118822j -0.000164141-0.000530539j -0.00254655+0.00212803j 0.00220878+0.00109303j -0.0120192+0.00524884j 0.0103856-0.0144827j 0.0250147-0.0064346j 0.0178326-0.0210984j 0.00983545-0.0118421j -0.00272746-0.0146562j -0.00265228-0.0111067j 0.0107465-0.00475979j 0.000753737+0.0110053j 0.00233791-0.00182738j -0.00306091-0.0020311j -0.00047022+0.00324583j -0.00333754+0.00428121j -0.0551792+0.00333423j -0.00584018+0.00176586j 0.021576+0.0066127j 0.0224594+0.0197803j -0.0059628-0.000823688j -0.00120811-0.00432277j 0.00231154-0.00198666j 0.001296+0.000408663j 
-0.00385073+0.000372053j -0.00537867+0.00528386j -0.00500112-0.00807572j 0.00148101+0.0016818j 0.00292847+0.00188393j -0.00312305+0.00201175j 0.00196898-0.000486844j -0.00148424-0.00146579j 0.000118354+0.00225199j 0.00402991+0.0012897j -0.00402358-0.00584821j 0.00621615-0.010018j -0.00349921-0.00315813j 0.000965013-0.0020189j 0.00424061-0.0107291j 0.00399075+0.00163414j 0.00155787-0.00133498j 0.0018045-0.0038369j 0.00320195+0.0056578j -0.00213528+0.000841603j -0.00904806-0.00282878j -0.00301485-0.00390602j 0.0012032+0.000492696j -0.00254762-0.00172867j 9.10731e-05+0.001761j 0.010739+0.00728413j 0.00138456-0.00109556j -0.000644448+0.00191768j 0.00750415+0.00113792j -0.00309226-0.000280249j 0.00259161+0.00415241j 0.00081735+0.00243656j -0.00449403-0.00250425j -0.00292348-0.00167034j -0.00739309-0.0187124j 0.00359118+0.0149105j -0.0073311-0.0127211j 0.00542815+0.0147763j 0.000858969-6.41659e-06j -0.00350782-0.0223501j -0.00175858+0.0034127j -0.000816653-0.0123685j 0.0151659+0.0327913j -0.0136174-0.01773j -0.00476655+0.00323005j 0.00165724+0.00223898j -0.00239679-0.00755902j 0.00334254+0.00928412j 0.00139964-0.0151986j 0.00120561-0.00246752j 0.0110493+0.029023j -0.0116764-0.0073145j 0.00318991-0.0103689j -0.0329629-0.0327426j -0.0128603-0.0163574j 0.00205865+0.0252439j 0.0144878+0.0318463j -0.00377456-0.00171886j -0.000175389-0.00806235j -0.0032504+0.00933997j 0.0106963+0.012185j 0.0178297+0.00993459j 0.0160079-0.00143537j 0.0103748+0.00580056j -0.0314547+0.00549284j -0.00401322-0.0157004j -0.0106234-0.0143848j 0.00142063-0.00190771j 0.00442674-0.000577538j 
-0.00240939-0.000627612j -0.0100029-0.00406766j -0.00548359+0.00604125j -0.00383555+0.00144046j 0.000417523-0.00369007j -0.00109227+0.0016122j 0.000256115-0.00179613j -0.00285225-0.00271175j -0.000922193-0.000459262j 0.00117049+0.0031808j -0.000404065+0.0182734j 0.0202286+0.00461313j 0.00652568+0.00927965j 0.0120076+0.00283268j -0.00177645-0.0021188j 0.00444816+0.00866465j -0.0042283+0.0013931j 0.00242311+0.000142354j -0.000263225+0.00146732j 0.00085318-0.00139168j 0.000962308+1.95557e-05j 0.00334143+0.00156576j -0.00276917-0.000207709j 8.53737e-05+0.000403848j -0.00322192+0.00171319j -0.00032444-0.00353566j 0.00264513-0.000234216j 0.00134874-0.0022269j -8.78675e-05-0.000340894j -0.00672879-0.00448793j 0.00171709-0.00746128j -0.00723908-0.003966j 0.00573372-0.0109079j -0.0107821-0.00625067j 0.00924846-0.0194537j 0.00292088+0.0387838j 0.0101799+0.0291542j 0.00619303+0.0215294j 0.0144323+0.00392939j 0.00864934-0.00711824j 0.00245515-0.000994561j -0.00807035-0.000854325j 0.0175314+0.0283825j -0.00337819-0.0135585j 0.0144704+0.0206648j -0.00561231-0.0169234j 0.00384467+0.0374778j -0.00629828-0.0275453j -0.0225998-0.00550907j -0.000945642-0.0041601j -0.00711837+0.00523817j -0.0256943-0.0117799j 0.0157936-0.0107108j -0.00400029-0.00971529j 0.0099231-0.000428927j 0.00473983+0.00280926j -0.0136539-0.0311563j 0.0315458+0.013133j -0.0253669-0.0296112j -0.00100651+0.00299155j -0.0136076-0.0132055j 0.00407574-0.00610826j -0.00764418+0.0344422j -0.000548526+0.000277323j 0.000460804-0.00412399j -0.00686502-0.00158562j 0.0108595+0.00625149j 0.0135507-0.00847679j 0.00228766+0.00559818j 
0.000503764-0.000706096j 0.00502022+0.00104018j 0.0029085-0.0100992j 0.000178934-0.00112343j 0.000477234+0.00314156j 0.00232397-0.000720083j -0.000838459-5.24835e-05j -0.00106418-0.000190094j 0.00184587-0.000736186j 0.00121719-0.00214064j -0.00210271-0.0160232j -0.00966323-0.00131363j -0.00406698-0.0052781j 0.00630829+0.00469569j -0.0048931+0.00143225j 0.00512279-0.00246681j 0.00652507+0.00380587j 0.00655739+0.00257826j 0.00180812-0.0082637j 0.00160061+0.00134728j 0.00764409+0.00494824j 0.000100437+0.00102732j -0.00096006-0.000401088j -0.000244477+0.00297841j -0.00238555+0.00174415j 0.000888505+0.00205383j 0.000956269+0.00143498j -0.00579216+0.00208437j 0.000457137+7.20997e-05j -0.000286715-0.00582391j -0.00132461+0.00850174j -0.00151171-0.00501027j -0.00362246+0.0106119j 0.00433775-0.00247328j -0.013311+0.0127918j 0.000992436-0.0459159j 0.0233535+0.00366437j -0.00880375+0.0058464j 0.0132117+0.0224636j -0.00560736+0.00990126j 0.012176+0.0226261j -0.0145943-0.0235507j 0.0309669+0.00622063j -0.0158247+0.00163071j 0.0080172-0.0100952j -0.0070356+0.000973505j 0.0139116-0.00826003j -0.0109344+0.000656511j -0.00702655-0.00699421j -0.00653792-0.0112283j -0.00371064-0.00518065j -0.00859322-0.0305443j -0.0117608+0.0258687j -0.00131271+0.00602997j 0.00466653+0.0123319j 0.0168114+0.0126024j -0.00903986+0.0104757j 2.87119e-05+0.0194726j -0.0219429+0.0195311j 0.0108947-0.00874883j 0.0144141-0.0138691j 0.00379059+0.00299439j -0.0231293+0.0223135j -0.00902544+0.0185771j 0.0085731+0.00810967j -0.0140123+0.00248105j -0.00501401+0.00213006j 0.0041966+0.00213689j 0.00152844-0.000651426j 
0.000438696-0.00349447j -0.00127679-0.0124328j 0.0114656+0.00491198j 0.00307304+0.00388188j -0.00107883-0.00203879j 0.000405835-0.00206417j 0.000506601+4.10616e-05j 0.000909986-0.000942312j 0.00229335-0.00188321j 0.000126801+0.00128343j 0.00496625+0.0127205j -0.00991074+0.0145025j -0.00865258-0.00506419j 0.00595718+0.00137378j 0.00968458+0.0152329j 0.00822414+0.00528239j 0.00687629-0.00518222j 0.0124274+0.0033949j 0.00233545-0.00105958j -0.00177189-0.00270007j 0.00355659+0.000133099j 0.00351925+0.0040009j -0.00174645-0.000203584j -0.0016173+0.00212376j -0.00504377+0.0023858j 0.000137201+0.000300004j 0.00147586+0.00100697j -0.0055339+9.0686e-05j 0.00311997+0.000499454j -0.000299195-0.00161028j -0.00161212-0.00683679j -0.00305269+0.00322132j 0.00375382-0.00521352j -0.000215317-0.00735687j 0.0111768+0.00921779j -0.0171756-0.00255354j 0.00516821+0.00875243j -0.00262087+0.000148346j -0.0021525+0.00833151j 0.00383877-0.00870379j -0.00522668-0.0145966j -0.00146927+0.00762681j -0.0171362-0.0230943j 0.017938+0.0357825j -0.00266945+0.00701616j 0.00215763-0.00109306j -0.00630711+0.00314148j 0.00316619-0.0026584j 0.00192199+0.00745963j -0.00167704-0.0111921j -0.00608753+0.0126561j 0.00312569+0.00697268j 0.00831516+0.00667105j 0.012423+0.010885j 0.00199979-0.0184965j -0.00801556-0.00915002j -0.00314278-0.0207437j 0.00604086+0.0104248j -0.000158063-0.00476833j -0.00215439-0.00624536j -0.0139684+0.00723924j 0.00598037+0.0190926j -0.00215205-0.00087021j -0.000221629+0.0216469j -0.00263038+0.0487272j -0.00144223+0.00799198j 0.00979042+0.00418262j -0.00115119+0.00120113j -0.00676684+0.00265647j 
-0.00236638-0.0011685j -0.00960841-0.00196167j -0.000272709+0.000495324j 0.000754998-0.00419849j -0.00202483+0.000645133j -0.00161-0.000236552j 0.00027983+0.00256808j -0.00140559-0.000500309j -0.000839173+0.000877264j 0.00216009+0.00082611j 0.00128016+0.00261308j 0.0166375+0.0118502j 0.00579861+0.00357405j 0.00164001+0.0045193j 0.00469494+0.00735068j 0.00322461-0.00356612j -0.00604598+0.00889212j -0.000390963-0.00391855j 0.000401931-0.0090073j -0.00209128+0.00228008j -0.00528954+0.00428129j 0.000801521+0.00225405j 0.000647569-0.00304882j -0.000489293+0.00300242j 0.00014466+0.00596198j -0.00289177-4.23845e-05j 0.000882168-0.0015925j -0.000195122+0.00310699j 0.000855346+0.00547672j -0.0027175-0.00870978j -0.00658052-0.000907707j -0.000955886-0.00877604j -0.00910636+0.0015552j -0.00526295-0.0128697j 0.00202698+0.0243428j 0.00263066-0.0258851j -0.00315535+0.0104463j 0.0196903+0.00312808j -0.0118805+0.00133377j -0.000481811+0.0212102j -0.0214256+0.00376657j 0.0183169-0.0026427j -0.0147839-0.0336181j 0.0116555+0.0198783j 0.0105528-0.00517482j -0.00627314-0.00112661j 0.016725+0.00288771j -0.0113544-0.00766048j 0.00605172+0.0095738j 0.00456029+0.0055262j 0.0120906+0.00926721j 0.00622898-0.00676094j 0.00408885+0.038303j -0.00717025-0.00330782j -0.0123647+0.0012405j -0.0260008-0.0245019j -0.0280424-0.0018651j 0.00328886+0.0395744j -0.0243116-0.00625526j -0.00712189-0.0201501j -0.0287341+0.0245143j 0.00510532-0.00208562j -0.00822777+0.00199509j 0.0175447-0.0142861j -0.0150471+0.00129612j -0.0041368-0.00249671j 0.0192134-0.0065237j 0.0209776-0.0117253j 0.00407636+0.0060761j 
0.000295757+0.000268632j -0.00137492+0.00128146j -0.000898573+0.00131367j -0.00338075-0.00429653j -0.00166195+0.00169165j 0.00207942+0.000197286j -0.00231048+0.00151839j -0.00297059+0.000941458j -0.00165486+0.00037744j 0.000432765-0.00118764j 0.00693975-0.00500649j 0.00520347+0.00571935j 0.0068909-0.00463138j 0.00870836+0.00829926j -0.00633216-0.00171313j 0.00772739-0.000719047j 0.00189244+0.00333104j 0.0051052+0.0068578j -0.00279619-0.00419977j -0.000148295+0.00283666j 0.00666904+0.0093047j 0.0038222+0.0025323j -0.00166381-0.00229874j 0.00214147+0.00169141j 0.000636056+0.0016718j -0.00673695-0.00105029j 0.00119553+0.000467076j -0.00215646-0.00272498j -0.00391774+0.000550946j -0.00596509-0.0022312j -0.00221784+0.00603601j -0.00529705-0.00256623j -0.000357918+0.00492968j -0.00430234-0.0044575j -0.00974323+0.00559269j 0.0261727-0.0112845j 0.0233675+0.0135492j 0.000787584-0.0239893j 0.0108376+0.0142894j -0.00482601+0.00871444j 0.0090713+0.00384745j -0.00869517-0.00907946j 0.0249633+0.00970425j -0.00944552-0.00121192j 0.0163144+0.0106954j -0.0113911+0.00158618j 0.0227971-0.0088383j -0.0183916+0.00373452j -0.00799921-0.0146787j -0.00490575+0.00287588j -0.00216692-0.000778629j -0.00702592-0.00645063j -0.00509408+0.00922889j 0.00545383-0.00173369j 0.00708112+0.00487933j 0.00291722+0.0177426j -0.00757256-0.00943159j 0.00789469+0.0233694j 0.00130565-0.0328714j -0.0079595+0.00304311j 0.0211173-0.0082747j -0.00402196+0.00858764j -0.00681902-0.0603319j 0.0170389-0.0324631j -0.00810925+0.0242744j 0.0153315-0.0270602j -0.00716394+0.0165317j -0.00500185+0.00619559j -0.00699944-0.00567028j 
-0.00157542-0.000691213j 0.00133024-0.00311418j -0.0110257-0.00893607j -0.00394769-0.00470044j 0.00413996+0.00137375j -0.000868214-0.000345641j 0.00121315+0.000723505j -0.000876177-0.000825287j -0.000553995+0.000401435j -0.00013199-0.00114602j -0.016909-0.00933314j 0.00589437+0.0138878j -0.00301994+0.00715971j 0.00446041+0.0100859j 0.0010782-0.00425175j -0.00605139+0.00239246j 0.00604496+0.000307232j -0.00185986+0.00332139j -0.00845849-0.00372137j 0.00252686+0.00241676j 0.00217432+0.00622554j -0.000384308+0.00169297j -0.00121764-0.00229709j 0.00227891+0.00126908j 0.00326251-0.00069718j 0.00374259-0.000115868j 0.000122089+0.00149419j 0.00264625+0.00170262j 0.00159379+0.00297167j -0.00398258-0.0095061j 0.00375864+0.00816018j -0.00221981-0.0119576j 0.00243044+0.0128659j -0.000583182-0.0128966j 0.00560567+0.0217036j -0.0393121-0.0129908j -0.00697152+0.010299j -0.00457701+0.00960298j 0.00819391+0.0150191j 0.00675944+0.0225832j 0.0176892+0.00821827j -0.0135427-0.0130483j 0.000894345-0.00481576j -0.0065172+0.00841384j -0.0131152+0.00354772j 0.00562733-0.00396122j -0.0139483+0.00147012j 0.00764647-0.00786454j -0.000926021-0.0109434j -0.000656141-1.66223e-05j 0.000407191-0.00254891j -0.0142435-0.0256477j 0.0194168+0.0370647j -0.00423729+0.00276346j 0.00633575+0.0149492j 0.00418919-0.00796726j 0.00873954+0.00866838j 0.0228289+0.0356623j -0.0119224+0.0225109j -0.0197136-0.016337j -0.0591875+0.0572333j 0.0100451-0.00916178j -0.0496715+0.0362921j 0.00871987-0.0068264j -0.00289646-0.00583428j -0.0360083+0.0350717j 0.0290658-0.0368943j 0.00435998-0.00429626j -0.0250333+0.0233069j 
0.000673339+8.6964e-06j 0.000514752+0.00206134j 0.00921619+0.000978976j 0.00420862-0.000621236j -0.00232613-0.00130726j 0.000895087+0.00225935j -0.0012691-0.000580327j 9.52916e-05-0.00155619j -0.000142762+0.00145j 0.00172766+0.00190508j 0.0179677-0.0016881j -0.00875694+0.00309044j -0.00148055+0.00596296j -0.00985394+0.00546307j -0.00103712-0.0036272j 0.000432137+0.00505433j -0.00405149+0.00262118j -0.00445472+0.00133286j 0.00884772-0.000828185j -0.0022339+0.00152306j -0.00733422+0.00566255j -0.00216833-0.000218116j 0.0018948-0.000132573j -0.00277232+0.000652132j -0.00109907+0.000550191j 0.000829046-0.00337613j -0.00161997-0.00028046j -0.00146479-0.00288983j -0.00265832+0.000777121j 0.0095788-0.00191108j -0.00731803-0.0069708j 0.0100618-0.00174989j -0.0106734-0.0107119j 0.00699067+0.00232702j -0.0259851-0.00725419j 0.0450798+0.00492823j -0.0125296+0.0247672j -0.00737592+0.00928851j -0.0130304+0.00185223j -0.0220216-0.00065539j -0.00967137-0.00268217j 0.0118711+0.000407213j 0.0173336+0.00423245j -0.0156403+0.00117013j 0.00163355+0.0104433j 0.00349353-0.0111062j -0.00350506+0.0270061j 0.00955061-0.0203513j 0.000169678+0.00676469j 0.000659151-0.00148294j -0.00177146+0.00949558j 0.0174939+0.00397502j -0.035723-0.00560767j -0.00435984-0.00262707j -0.00805905-0.00587311j 0.0122367-0.00976254j -0.00291896-0.0150559j -0.016847-0.0117038j -0.0209961+0.000710026j 0.00847743-0.000276451j -0.0516091+0.0582816j 0.00406748-0.00340252j -0.0106726+0.0134508j -0.00613311+0.00358185j 0.00361443-0.00465228j -0.0167802+0.022655j 0.0177284-0.0292412j -0.00611156+0.00343286j -0.0169575+0.0189351j 
0.00546694+0.00294392j 0.018367+0.00722889j -0.00516664+0.0198433j 0.00149374+0.00019918j 0.00296233-0.00275404j 0.000573676+0.00291571j 0.000150187+0.00159628j 0.00287152+0.00161076j 0.00056072+0.00165522j -0.00367248+0.00137209j -0.0149068+0.0213324j -0.0324415-0.0198598j -0.00918498-0.00622864j -0.00527554-0.00907934j -0.00700476+0.000324086j -0.00257911-0.00218639j 0.0028449+0.00454222j -0.00168033-0.00113987j 0.00122439+0.00366821j 0.00151115-3.6491e-05j 0.00205425+0.00242449j -0.00235413+0.00147041j 0.000387533-0.000938488j -0.000325441+0.000172838j -0.000208388+0.00269266j 0.00383338-0.00355403j -0.000475099-0.00275534j 0.00288042-0.00236252j 0.000949658-0.00163872j 0.000561234+0.00373715j 0.00838399-0.0041596j -0.00127077+0.00260865j 0.00798698-0.0057364j 0.00441109+0.00318013j -0.00296463-0.00615406j -0.0247154+0.0189136j 0.00104473+0.0141015j -0.00491106-0.0275365j 0.00582066+0.00110081j 0.00150174-0.00685965j 0.0141464+0.00399786j -0.0121519-0.00339241j 0.00547016+0.00612174j -0.00487773-0.0035076j -0.00395962+0.00561116j 0.000309191-0.00166976j -0.0025391+0.00631669j -0.000423031-0.00366275j -0.0025522+0.00300023j -0.00157054+0.00106119j -0.000993062+0.00437993j -0.00715982+0.014411j 0.00603794-0.0158472j 0.00188496-0.000868186j 0.00564375-0.00322795j 0.00783761+0.0122324j 0.0056818+0.0113933j -0.00300377-0.00753456j 0.00782548+0.0118913j -0.00333196+0.0103483j 0.0187367+0.0464898j -0.00368194-0.0109229j 0.0066418+0.000259924j -0.00183546-0.0173469j -0.000435586+0.0197504j 0.00310795+0.012284j -0.0169035-0.0149256j 0.00827216-0.0136885j 0.0226069+0.0117782j 
0.00180438+0.000526841j 0.00594784-5.78526e-05j -0.00260274+0.00659534j 0.000415926-0.00114034j 0.00151531-0.00177134j -0.000221107+0.00131061j 0.000338047+0.000466873j 0.00129947-0.000561332j 0.000128208+0.000634516j -0.00158581+0.00116602j -0.00677139+0.00982521j -0.011275-8.34589e-05j -0.0043978+0.00333193j -0.00237221+0.0016907j -0.00196456-0.000969302j -0.00198621+0.00306735j -0.000255838+0.000671829j -0.000933459+0.000942402j 0.00129898+0.000846796j 0.000360902+0.000530286j -0.000963146+0.00383944j -0.00103125+0.0018809j 0.000212073-0.00106289j -0.000698598+0.000731753j -0.000942844+0.000578222j 0.00236539-0.00303432j 1.44685e-05-0.000135408j 0.00144106-0.000683074j -0.000314884+0.000247515j 0.00144547-0.00364323j 0.00394411-0.00138164j 0.000706599-0.00493851j 0.00418077-0.000931868j 0.002458-0.00524318j 0.00268451+0.00419332j -0.0114071+0.0110931j -0.00386561+0.0236309j -0.00266552+8.78315e-05j 0.000202709+0.00770169j -0.00127771+0.00705066j 0.00467025+0.00164381j -0.0031608-0.00424692j 0.00341753-0.000388293j -0.0048742+0.00578051j -0.00412055+0.00983287j 0.00340941-0.0078442j -0.00813144+0.0161972j 0.00657335-0.0146435j -0.00249863-0.000398422j 0.000838388-0.000314015j -0.000818998+0.00394693j -0.000406334-0.00334801j -0.00431841+0.00710723j -0.0037731+0.00027205j -0.00143515+0.000926035j 0.00992203-0.00456025j -0.000723727-0.00171535j -0.0145172+0.00538183j -0.00918009+0.0257868j 0.0161927-0.00208805j -0.025312+0.0836315j 0.00344493-0.0123753j -0.0176+0.0333028j -0.000169362+0.000633379j -6.61518e-05+0.00205587j -0.0331245+0.0565493j 0.0344814-0.0520413j 0.000850618-0.025289j 0.00284976-0.00761026j 
