-0.101445+0.0359666j 0.204046-0.100404j 0.491058+0.054713j -0.254279-0.209539j -0.338457-0.0479424j 0.344903-0.59889j 0.183484-0.111501j -0.358823-0.414241j 0.828647-0.365117j -0.272804+0.0374395j -0.415844+0.282669j 0.188228+0.822409j -0.0868201+0.618316j -0.50022-0.0633389j 0.156046-0.0978208j -0.040814-0.278017j 0.110554+0.0936389j -0.339437+0.173496j -0.229046-0.193562j -0.0242354+0.0529035j -0.397083-0.734195j 0.286736-0.0427811j -0.118985-0.0563079j -0.437+0.113124j -0.0617106-0.13349j -0.0218846+0.152027j 0.220655-0.136352j 0.239851-0.597838j -0.214808+0.164167j -0.815551-0.463186j -0.0150106+0.681823j 0.132847-0.740391j -0.267776-0.183265j -0.347019+0.43051j 0.571332+0.171478j -1.38436-0.585683j 0.0827372+0.0019978j 0.084348+1.21859j 0.90433+1.41847j 0.0270594-0.109905j -0.710532+0.339435j -1.13446+0.168612j 0.756651-1.44514j -0.160688+0.18533j -0.62319+0.168877j 0.354986+0.164347j 0.2542+0.107152j 0.0555027-0.26499j 0.296453-0.324638j -0.499047-0.0660887j 0.151631+0.0831221j -0.7857+1.05705j 0.296766-0.297574j 0.125804-0.302904j 0.0967287-0.942146j 0.297172+0.118322j -0.454812-0.191423j -0.451191-0.162169j -0.79758-0.453006j -0.47892+0.083287j -0.26789+0.507736j -0.612823-0.393452j 0.339442-0.190463j -0.0190113+0.295315j 0.205021+0.0654094j -0.316881-0.121706j 0.0738538+0.372414j 0.402494+0.825896j 1.19978-0.673129j 
0.00829186-0.101029j -0.124597+0.0737428j 0.0114839-0.139992j -0.280146+0.0894406j -0.119011-0.122753j 0.324411-0.319933j 0.210662-0.0456249j -0.353825-0.173104j 0.382608-0.090289j -0.114856-0.0139716j 0.165056+0.237592j 0.565526-0.351572j -0.0897903+0.318145j 0.146027+0.383761j -0.0770934-0.0669498j -0.517532-0.0446069j 0.390112-0.172614j 0.511303-0.466413j -0.299206+0.358645j -0.102566-0.0991978j 0.153616+0.366978j 0.833693+0.207098j 0.532618+0.597129j -0.0235406-1.00951j -0.812557+0.301639j 0.867516-0.0686645j 0.233377-0.557908j 0.485668+2.13318j 0.00376868-0.132877j 1.58327+0.73967j 0.0506093-0.0166315j -0.138872+0.0674511j 0.126343+0.0103714j -0.153135-0.0349309j 0.163424+0.00827295j -0.190838-0.0549871j 0.0138175-0.00469042j -0.0397936+0.146883j 0.15271+0.290306j 0.0374248+0.0232942j 0.332252-0.0468275j -0.280396-0.0500828j -0.329774-0.217958j -0.0976485-0.00475509j -0.237527+0.425717j 0.0575398-0.187057j -0.0231842-0.260664j -0.0898339-0.316416j -0.683561-0.404454j 0.313036-0.0116576j -0.159658-0.139135j 0.149521-0.0770592j -0.143672+0.0152038j 0.195057-1.08218j -0.156333+0.363418j -0.149719-0.103193j -0.408261-0.388042j 0.346959-0.65102j 0.814555-0.0595416j 0.307564-0.153068j 0.746462+0.686008j -0.054982-0.439889j 0.508134-0.17799j -0.0340843+0.636707j 0.885698-0.335525j 0.30943-0.590005j -0.342441-0.662847j -0.47021-1.19183j -0.821563+0.465763j 
0.0784664-0.0702161j 0.0148081-0.230487j 0.536377-0.13035j -0.0582944-0.212771j 0.352008-0.291191j 0.798731-0.0172145j 0.0337133-0.19831j 0.423615+0.157122j 0.285243-0.198981j -0.261789+0.433244j -0.389657+0.293439j 0.54609-0.873126j -0.133953-0.587833j -0.331772-0.405403j -0.453066+0.116466j -0.533672+0.527772j -0.419999+0.474536j -0.40686-1.12558j 1.54212-0.708087j 0.354541-1.14404j 0.0604511-0.477582j -0.357956-0.20463j -0.821598+0.436858j -0.196534+2.03642j 0.246664+1.05601j -0.384672+1.0804j 1.68497-0.186817j -0.291884-0.16696j 0.144262-0.029878j 0.765693+0.137692j 0.23348-0.213957j -0.279977-0.0402377j 0.105906+0.0601593j -0.32129+0.275398j 0.236996+0.098231j -0.189312-0.230441j -0.00213139+0.0154914j -0.197738+0.18845j 0.213366-0.114809j -0.224799+0.178056j 0.342956-0.322468j -0.0574428-0.196485j -0.0144393-0.192534j -0.0456479-0.147432j -0.0301263+0.0655421j -0.383864+0.129888j 0.0231141-0.0244473j -0.255247+0.10155j 0.148692+0.0663127j -0.445462-0.510611j -0.348295+0.169641j -0.0829327-0.0863035j -0.19402+0.330685j -0.167918+0.27516j -0.456277-0.182087j 0.0396989-0.325007j 0.00610259-0.0384687j 0.147264+0.638532j -0.132816+0.541751j -0.350512-0.144482j 0.131906-0.0742999j 0.639817-0.304965j -0.175526-0.391696j -0.203612-0.32826j 0.456347+0.171897j 0.0840816-0.745896j 0.454602+0.301479j -0.0637684-0.352649j 0.112889+0.0257127j 
-0.115029+0.0738414j 0.273209-0.13066j 0.0907962+0.00465544j 0.389944+0.190786j 0.0905158-0.225056j 0.0916381-0.0598613j -0.0599776-0.297455j 0.397316+0.308903j 0.256933-0.166316j 0.0529127+0.143068j 0.646217-0.0246361j 0.0727628+0.0619099j -0.229726+0.0826898j -0.640785+0.630034j 0.494588-0.157384j 0.434497+0.444248j 0.406416+0.0437991j 0.48632-0.00637519j -0.340067-0.384228j -0.0431662+0.0814815j 0.223532+0.0809739j -0.342911+0.251076j 0.548122-0.728757j -0.568529-0.288876j -0.139665+0.591362j -0.180873+0.11804j 0.526506+0.884645j -0.459677-0.26784j 0.105899-0.0979988j -0.297392-0.12098j 0.438184-0.241537j -0.132109-0.102473j -0.23455-0.57563j -0.488052+0.394062j 0.153965+0.384874j 0.0879372+0.0165683j -0.0751945+0.0155251j -1.00754-0.850974j 0.223847-0.426834j -0.189807+0.278825j -0.766381-0.0651495j -0.352145-0.235752j -0.81605+0.339035j 0.172571+0.150794j -0.81821+0.425691j 0.599407+0.109254j 0.146293-0.0960137j 0.0401761+1.13527j -0.9672-0.434342j 0.158131+0.46803j 0.352706+0.0037396j 0.444728+0.548118j 0.147873+0.587589j 0.225853-0.202334j 1.00736-0.156092j -0.896142+0.304182j 0.258093-0.874274j -0.921092+0.274298j -0.0982039-0.626609j 0.331482+0.723561j -0.133821-0.859905j -0.853998+1.75651j 1.00525+1.06662j -0.866404+0.606985j 0.79397+0.202628j 0.584259+0.268601j -0.546208+0.426975j -0.228094-0.855931j 0.158425-0.815006j 
-0.0478532-0.00400283j -0.172014+0.0128623j -0.198845-0.337638j -0.0894851+0.0772805j -0.322944-0.147612j -0.197647-0.467144j -0.0789131-0.00595392j 0.0407419-0.332153j -0.169289-0.141249j 0.259758+0.109042j 0.0831752+0.0702479j -0.607728-0.00982707j -0.326572+0.176109j -0.0870623+0.223471j 0.148336+0.181227j 0.419781+0.176852j 0.296133+0.0833951j -0.50454+0.37474j -0.590442-0.592154j -0.526988+0.00580573j -0.359307+0.17326j -0.100733+0.145927j 0.326246+0.308441j 0.981159-0.179475j 0.724126-0.259053j 0.636247+0.383913j -0.230963-0.918665j -0.201416+0.329841j -0.00508127-0.0286413j -0.172121-0.346728j 0.0940714-0.123018j -0.210709+0.0207606j 0.0463083-0.0738436j -0.327376+0.210058j 0.218228+0.122933j -0.244704-0.28903j -0.00638016+0.0225601j -0.261269+0.0117876j 0.311588-0.0542483j -0.239182+0.256061j 0.177489-0.260211j -0.168996-0.235946j -0.190609-0.0780801j -0.240518-0.137652j -0.194535+0.00386538j -0.334548+0.146991j 0.0840195-0.107978j -0.250663+0.279086j 0.254887-0.0976856j -0.322152-0.558793j -0.270967-0.00511957j -0.219933+0.0600554j -0.115791+0.340499j -0.263418+0.355843j -0.394007-0.150202j 0.0694751-0.397341j -0.0619563-0.0878521j -0.0820871+0.829458j -0.11135+0.541221j -0.363278-0.00506816j -0.0524586-0.112364j 0.57367-0.0677964j -0.0502776-0.42218j -0.301907-0.462593j 0.453626+0.728864j 0.704605-0.592457j 0.115255+0.565811j 0.367543-0.523612j 0.329927-0.190055j 
0.0662489-0.00413153j -0.0587793-0.0938188j 0.128067-0.0349798j -0.106679-0.197741j 0.0712581-0.126668j 0.324111+0.112733j 0.0810011+0.123941j 0.0519096-0.287861j 0.177138+0.199557j -0.0358613-0.0792495j -0.162025+0.148244j 0.3175+0.317045j -0.208406+0.00488174j -0.245647+0.135141j -0.00505512-0.0687948j -0.0726752-0.333922j 0.158382+0.224437j 0.361951+0.19885j -0.207946-0.194712j 0.0991618-0.134626j -0.197081+0.0992512j 0.0423145+0.545616j -0.372201+0.313412j 0.642507-0.0872549j -0.164177-0.403413j 0.130153+0.706783j 0.431884+0.187115j -1.72636+0.679418j 0.0585247-0.00943122j -0.292238+1.30416j 0.000578579+0.0396393j -0.136177-0.15374j -0.00834196+0.135841j -0.019298-0.14687j 0.0432476+0.190313j -0.0209745-0.267081j -0.00138773+0.0141201j -0.204619-0.000331215j -0.308994+0.224081j -0.0304952+0.0192618j -0.0173058+0.376888j 0.0555974-0.356855j 0.276472-0.376435j -0.0180542-0.0983956j -0.52609-0.310141j 0.209992+0.0684177j 0.320565+0.0119247j 0.408792-0.109587j 0.461426-0.786642j 0.0248688+0.262664j 0.082845-0.167487j 0.0750043+0.272122j -0.0600001-0.182908j 1.19257+0.193461j -0.397272-0.253124j 0.0820258-0.113952j 0.556415-0.534489j 0.673412+0.59367j 0.0822166+0.871481j 0.0824617+0.335539j -0.961112+0.703019j 0.477608-0.021123j 0.0577714+0.639418j -0.880749-0.172202j 0.411128+1.35322j 0.851209+0.566844j 1.1037-0.513945j 1.86328-0.706004j -0.575299-1.15934j 
0.0344138+0.0422541j 0.246858-0.0453763j 0.234759+0.381178j 0.153314-0.047028j 0.21894+0.157673j 0.0165105+0.672893j 0.0275136+0.00602794j 0.09825+0.404953j 0.217536+0.265041j -0.308772-0.168677j -0.0898875-0.48114j 0.833528+0.441551j 0.255823-0.0455261j 0.456188+0.0278971j 0.0320769-0.385204j -0.503515-0.38784j -0.197131-0.457845j 0.929418-0.380859j 0.409029+1.24211j 0.799206+0.454801j 0.34894-0.00821858j 0.179125+0.160233j -0.37756-0.582013j -1.66515-0.181035j -0.997217+0.282326j -0.927241-0.722362j 0.160001+1.55496j -0.0386908-0.200525j 0.000782586+0.10114j -0.0852225+0.651904j 0.0160154+0.280814j 0.165416-0.0711065j 0.0507985-0.0192441j 0.387373-0.400051j -0.40962+0.0594139j 0.453712+0.10057j -0.0231941-0.0158913j 0.11608-0.40788j -0.303449+0.388709j 0.127837-0.421096j -0.24583+0.804821j -0.0710943+0.0674326j 0.455361+0.259794j 0.241616+0.176755j 0.175874-0.0350002j 0.623774-0.205866j -0.106924+0.136994j 0.0715597-0.307919j -0.32083+0.40308j 0.780477+0.454434j 0.427979-0.536589j 0.451792-0.148065j -0.0747968-0.767593j 0.216547-0.757469j 0.657029+0.0937393j 0.162334+0.470342j -0.0317975-0.110869j -0.210774-0.910956j -0.262544-0.492828j 0.388386-0.066383j -0.229421+0.341609j -0.468246+0.484992j 0.249451+0.490415j 0.70856+0.649542j -0.721879-0.363646j -0.152046+0.894242j -0.531315-0.613248j 0.0840787+0.409874j -0.384601+0.164408j 
-0.0218277+0.109957j 0.167556-0.166008j 0.2664+0.0810783j -0.0263991-0.205961j 0.12668+0.0677553j 0.00936374-0.174724j 0.1344+0.316753j -0.115135-0.0474662j -0.0618369-0.272254j 0.150351-0.547996j 0.574636-0.259452j 0.0545361-0.444614j 0.0559178+0.301674j 0.682304+0.290843j 0.156118+0.172712j 0.354944-0.19958j 0.285815-1.07324j -0.00670305+0.234501j 0.142161+0.119427j 0.166923+1.18985j 0.126079-0.631555j -0.462135-0.0615673j -0.0522055+0.563681j 0.0449967-0.525208j 0.383199-0.265011j -0.438753+0.216582j 0.344121-0.785514j -0.292274-0.0354358j 0.179625-0.00101444j -0.163447-0.0068019j 0.581404+0.0608246j -0.306813-0.256034j 0.120483+0.266858j -0.642394+0.057056j 0.0438186-0.276188j 0.11558-0.33j 0.214129-0.145486j -0.416586+0.390559j -0.0712537-0.312246j 0.216296-0.75319j -0.113063-0.75694j -0.567978+0.0916159j -0.077967+0.340129j 0.797041-0.124099j 0.610998+0.47641j 0.169417+0.111355j -0.0441482+0.485199j 0.134074-0.315259j 0.412525+0.518494j -0.500145+0.908424j -0.134106+0.392361j 0.899707+0.573202j -0.486231-1.11736j 0.338409+0.408969j 1.05683-0.870211j 0.388138+0.944522j 0.796946+0.142128j -0.178356-0.350435j 0.613954+0.999355j -0.190018-1.23597j 0.75387-0.0178353j -0.44453-0.0850621j 0.179313+0.320965j -0.13455-0.00570093j -0.853708+0.599388j -0.404814-0.709691j 0.578476-0.113098j -0.133249-0.0658745j 0.153234-0.289682j 
0.0696072-0.0218987j -0.176029-0.22434j 0.0933531-0.451171j 0.00865125-0.228859j -0.4074-0.247056j -0.52653-0.125335j -0.596502-0.128839j 0.680909-0.136509j -0.0712595-0.0996151j 0.348221+0.154546j 0.00775-0.738164j 0.0988769+0.231484j -0.672643+0.286752j 0.783787+0.980698j 0.249563-0.280235j 0.0916204-0.137002j 0.242781-0.667254j -0.430441-0.570088j -0.622637+0.450576j -0.0818875+0.261236j 0.00968493-0.051881j -0.0477142+1.2384j -0.608024-0.153657j -0.300469+0.762042j 1.06479+0.672314j 0.271641-0.123401j 0.50356-0.440004j -0.564873+0.453236j -0.0903505-0.0181549j -0.283456+0.0548524j 0.00508816-0.257758j -0.417155+0.33351j 0.22956-0.154965j 0.620288+0.456132j -0.0378276+0.256786j 0.145788-0.118064j -0.00489384+0.129682j -0.371559-0.383999j 0.0455632+0.195807j 0.217542+0.14945j 0.084854+0.645551j -1.26985-0.339748j 0.247067+0.314959j -0.322683+0.422044j -0.0108909+0.664046j 0.505638+0.526298j 0.102211-0.158621j -0.411366+0.361633j 0.275221+0.902389j -0.0243986-0.386913j 0.609889-0.740798j 0.398166-0.534379j 0.268348-0.0124413j -0.194656-0.26507j -0.0259773-0.171331j -0.119361+0.0193024j -1.31146-0.753434j 0.655336+0.531273j -0.519481+0.87858j -0.316289+0.428574j -1.08341+0.0284781j 1.99191-0.23227j -0.369233-0.796961j 0.831575+1.14073j 0.439126-0.336027j 0.324119-0.810034j 0.00693567+0.116304j -0.0191168-0.518237j -0.1011-0.206771j 
-0.146757-0.288017j 0.218733+0.389744j 0.127671-0.182902j -0.473117+0.731298j 0.362602-0.130609j -0.0754104+0.221464j 0.33547-0.233694j -0.147078+0.794795j 0.414694+0.395678j -0.195132+0.0554961j 0.0746934+0.648677j -0.0935401+0.255704j -0.577892-0.25181j -0.672886-0.797035j 0.69247+0.798221j -0.721961+0.992894j -0.0834647+0.137948j -0.474549+0.480234j 0.734212-0.307622j -0.000220871+0.446789j -0.35394+0.334642j -0.393286+0.187188j 1.08696+1.56471j 0.472956-0.419614j -0.315124-0.0262278j -0.133415-0.157959j -1.57245+0.35886j 0.0267903-0.733273j 0.0771776+0.223334j 0.24926-0.592487j 0.396776+0.208424j -0.269189+0.255158j 0.858083-0.499807j 0.19275-0.0684935j -0.135671+0.180109j 0.105123-0.136409j -0.0171492+0.0300349j -0.0136228-1.02374j 0.130677+0.256743j -0.39427-0.231166j -0.0163903+0.0348315j -0.559319-0.475714j 0.203325-0.351568j 0.247219+0.21713j 0.177834-0.245824j 0.54726+0.798342j -0.108114+0.199238j -1.27949+0.261143j 0.152892+0.30252j -0.742918+0.222546j 0.191841-0.292375j 0.39479-0.247524j -0.674873-0.378617j 0.397662-0.1229j 0.00538933+0.392463j -0.25783-0.562063j 0.230803-0.450788j 0.0884608-0.604129j -0.0436325+0.759662j -0.912323+0.326811j 0.183713-0.175365j -0.0117189-0.755022j -0.911402+0.406343j 0.0711135+0.524989j -0.0516905+0.388621j -0.302036+0.0790861j -0.435498-0.534277j 0.486298-0.611059j 0.600917-0.202709j 
0.0940893-0.12517j -0.205231+0.155469j -0.0828037-0.142632j -0.360719-0.0586395j 0.20582+0.0763945j 0.0361014+0.238618j 0.185242+0.147199j -0.389751-0.076478j 0.00451856+0.0860939j -0.236186-0.307945j -0.468368-0.0644447j -0.241061-0.0881719j 0.425939+0.0870824j 0.499063-0.939741j -0.124684-0.0995129j -0.267968+0.0291205j -0.835216-0.135363j -0.291064-0.138183j 0.563561+0.158313j 0.603593-0.09783j -0.514287-0.193894j 0.69824-0.00657738j -0.0435582+0.677539j 0.515823+0.436923j 0.240345-0.667781j -0.132652+0.293767j -0.504365-0.727905j 0.328439+0.207166j -0.0761575-0.018019j 0.370741+0.194692j -0.091293-0.251843j -0.119599+0.158008j -0.197896-0.0785641j -0.0307361+0.214489j 0.209765+0.173219j 0.012409-0.046368j 0.0329582+0.0557123j -0.503803+0.146618j -0.0638623-0.110482j 0.0822755+0.0728891j -0.254185+0.237116j -0.113188+0.274815j 0.00126093+0.129663j 0.219833-0.102249j 0.0451864+0.241635j 0.135932-0.323978j 0.0701148+0.0322294j 0.448339+0.404267j -0.244919+0.243359j 0.287074+0.111896j 0.0318526-0.264987j 0.403168-0.272085j 0.116171+0.275416j -0.00101018-0.200913j -0.0730798-0.581541j -0.00713915+0.357197j -0.472784-0.313237j -0.248701+0.241847j -0.188087-0.0977706j 0.435301+0.310537j -0.351891-0.145937j 0.349752+0.622538j 0.701725+0.0421063j 0.129802+0.295568j 0.306076-0.146729j 0.195667-0.00333507j -0.209064+0.231073j -0.423302-0.207593j -0.264097-0.297289j 
-0.000441504-0.162522j 0.0116654-0.172028j 0.232753-0.43082j 0.0424231+0.0527096j 0.176083-0.686634j 0.0163326-0.00712029j -0.126288-0.375129j 0.268318+0.492412j -0.0536614-0.512752j -0.358194-0.228537j 0.364866-0.846821j -0.558244+0.205093j 0.394223-0.0217827j 0.48543-0.584269j 0.170616-1.23072j 0.677806-0.328393j -0.708911-0.368946j 0.208419-0.559546j 0.00282341-0.46311j 1.75671-0.548145j -1.07817-0.61953j 0.272906+0.239676j 0.889989-0.517835j 0.00970068-0.457611j -0.0442387-0.471372j 0.178348+0.614204j -0.723063+0.0168847j -0.53145+0.221737j -0.0661743+0.13747j -0.109098-0.256117j 0.0704627+0.139915j -0.31366+0.289754j 0.568361-0.27202j -0.350692+0.476803j 0.284966+0.322353j 0.3897-0.30076j 0.13216+0.0428575j 0.37691-0.446457j 0.456006-0.286004j 0.194941-0.385007j -0.935143+0.0951276j 0.0787102+0.128373j -0.0340703-0.503404j 0.31512-0.599729j 0.334794-0.454686j -0.29822-0.550802j 0.545805+0.445772j 0.814071+0.519471j 0.295756+0.10549j 0.35831-0.0641731j 0.057715+0.284055j 0.740769-0.671188j 0.138995+0.534611j 0.27053+0.139681j -0.822661-1.19291j 1.00733-0.321359j -0.677926-0.264248j 0.227126-0.558785j 0.432944-0.641477j 0.172616+0.363126j -0.0922538-0.115517j 0.457849+0.261681j 0.413164-0.141226j -0.227203-0.415143j 0.0128876-0.0994567j -0.812961+0.0740396j -0.119601-0.417665j 0.104258-0.31495j 0.345099+0.0864933j 
0.197775+0.331646j -0.19575-0.491328j 0.125925-0.328151j -0.116828+0.0929055j -0.0708109-0.0631782j -0.317947-0.306987j 0.685015-0.360693j 0.00581155+0.0129239j -0.496991+0.389881j -0.807185-0.100699j -0.445319-0.700443j -0.59472-0.209633j 0.192071+0.128717j -0.214497-0.111548j 0.785925+0.24897j -0.603647-0.273164j -1.42068-0.0527369j 0.717882+0.394439j -0.243026-0.55052j 0.921784+0.374515j -0.316741+0.295112j -0.631777+1.11645j 0.96967-0.105143j -1.27549+0.0231153j -0.640395-0.0228761j 0.0484319+0.501579j -0.636445-0.292986j -0.191613+0.365019j 0.0811829-0.450562j -0.279191+0.381194j -0.0531559-0.83091j -0.0295269+0.0459309j -0.282976+0.165048j 0.379606+0.265759j -0.691719-0.271883j -0.588788+0.185672j -0.152359-0.200373j 0.283775+0.661567j -0.519229+0.312378j -0.590654+0.142291j 0.113009-0.0221726j -0.186405+0.2402j 0.196942+0.452692j -0.543718-0.0380152j -0.0565271+0.0246619j 0.403156+0.188798j 0.0678601-0.312917j -0.784733-0.378592j 0.534453-0.674652j 0.708288+0.603408j 0.402894-0.0625289j -0.259974-0.017559j -0.889005+0.0327124j 0.0692058-0.319559j 0.268548+0.264998j 0.162933+0.0534682j 0.668102-0.514366j -0.429838+0.586873j 0.80799-0.0977568j -1.06269-0.136659j -0.192289-0.478588j -0.44879+0.0904578j -0.058552-0.130079j 0.287013+0.419242j 0.638005+0.715015j 0.242564+0.235875j -0.0108598-0.224262j -0.0472513+0.426923j -0.580479-0.164106j 
0.235238-0.117569j -0.0416607+0.217397j 0.540678+0.271931j -0.56555-0.353005j 0.366861-0.0498531j -0.417494-0.709209j 0.266069-0.304655j -0.740761+0.924004j -0.37122+0.382785j -0.243505+0.0399567j 0.419132+0.113671j -0.73255+0.431875j -0.114741-1.37059j -0.414549+0.179136j -0.527281+1.06386j -0.623859-0.985931j 0.805436+0.196601j 0.186024-0.59619j -0.78164-0.036101j -0.964605-0.0659696j -0.415079-0.201989j -1.73668-0.614059j -0.95212+0.188431j -0.206491-1.14197j -1.02885+0.335807j 0.780046-0.126493j -0.833082-0.864205j 0.352272-0.659746j -0.0995486+0.0968823j 0.34602-0.217191j 0.0971327+0.151586j -0.316402-0.125604j 0.390681+0.289428j -0.0794027+0.52414j 0.118079-0.141661j 0.0986279+0.13025j -0.0963515-0.030795j 0.37942-0.32036j -0.357044-0.131215j -0.234876-0.00464577j -0.705225-0.0749939j 0.649636-0.79714j 0.000894952+0.0967154j -0.0317667-0.172242j -0.0137613-0.0857466j -0.566608+0.551171j -0.218252+0.0772485j -0.142508-0.656157j -1.22219+0.0860488j -0.445283-0.0261829j 0.415038+0.604093j 0.573011+0.402256j 0.329536-0.0917674j 0.754815+0.0696043j -0.543202+0.160371j -0.0272424-0.201103j 0.852218-0.57857j 0.148762+0.0584104j -0.815565-0.388047j -0.302599-0.275665j 0.199938-0.637882j 0.0590235+0.765366j 0.0341062-0.325551j -1.08744+0.732637j 0.149684-0.0472193j -0.148621+0.201492j 0.199991-0.464911j 0.325118-0.0574981j 0.257681-0.0169869j 
-0.12016+0.017962j 0.114446+0.158544j -0.3371+0.189055j 0.147738+0.243436j -0.177597+0.16037j -0.276544+0.284916j -0.0193681+0.100817j -0.0867513-0.103849j -0.033163+0.0918266j 0.0813513-0.197577j 0.177494-0.0126632j 0.0426932+0.465314j 0.0275143+0.41214j 0.0263244+0.153735j 0.294936-0.239531j 0.280336-0.130763j 0.0357931-0.100559j 0.253528+0.795605j -0.416401+0.295228j -0.0426203+0.404043j 0.0937158+0.324494j 0.300555+0.186388j 0.639814-0.213371j 0.124894-0.836899j -0.134729-0.933584j 0.432768-0.750465j -0.997553+0.521909j 0.0800642+0.143192j -0.0531685+0.00570126j -0.399914+0.0734714j -0.35904+0.0253353j 0.276739+0.317865j 0.0350573-0.171814j 0.578183+0.121206j -0.0511481-0.379717j -0.179668+0.388987j 0.0559461+0.0123912j 0.350603+0.251147j -0.216739-0.27033j 0.485961+0.0841672j -0.477157-0.275231j -0.293976+0.368648j -0.129987+0.216477j -0.0584368+0.288703j 0.209795+0.0876723j 0.481723+0.376669j -0.0747526-0.155264j 0.389292+0.335168j 0.194754-0.448334j -0.57779+0.836513j 0.264671+0.269362j -0.125442+0.167009j 0.513559-0.0525246j 0.623974+0.254258j -0.0990346+0.700611j -0.558079+0.0295161j -0.238724+0.323448j 1.37335-0.437569j 0.961195+0.00208796j 0.0725751+0.788506j -0.364114+0.304795j -0.599965-1.26085j -0.939553+0.57981j -0.28318+0.489344j 0.454453-1.03537j -1.47327-0.238315j 0.725673-0.716829j -0.64427+0.0317552j -0.414158-0.281563j 
-0.237104+0.184311j 0.308915-0.231506j -0.0700056-0.0600062j 0.777876+0.422445j -0.13727-0.401589j 0.250245-0.20934j -0.129272-0.521265j 0.703786+0.29432j 0.262852-0.324793j -0.00673643+0.452688j 0.677823+0.0822247j 0.15911+0.152728j -0.420464+0.107287j -1.25339+0.885761j 0.542678-0.372447j 0.706432+0.510256j 0.501552+0.513453j 0.523246+0.448199j -0.471646-0.990682j 0.124257-0.323623j 0.306096+0.402728j -0.502821+0.0692636j 1.44153-1.22289j -0.660901-0.655417j -0.516427+0.76784j 0.147419+0.128605j 0.33897+1.72201j -0.690925-0.196515j 0.253873-0.0259715j -0.646273-0.401269j 0.322732+0.061974j 0.137243-0.0289678j 0.292455-0.452573j -0.452223-0.344511j -0.367129+0.0814382j -0.100092-0.0399398j -0.00204947-0.0997771j 0.479982-0.654867j 0.378567+0.11076j -0.283009-0.206957j -0.0375045-0.509494j -0.0839045-0.0710779j -0.457928-0.637185j -0.178127-0.0668712j -0.45402-0.655615j 0.0560206+0.337919j 0.363563+0.0972817j -0.829246+0.212404j 0.768021-0.698244j -0.132017+0.236268j -0.00917021+0.229218j -0.439704+0.0527234j -0.772419+0.230284j 0.0664345+0.102646j 0.164621+0.573109j -0.0424867-0.758955j 0.51636+0.0830643j -0.371169-0.622423j 0.797219-0.076394j -0.839431+0.182759j 0.637618-0.154116j -1.35116-0.544537j -0.656822+0.695254j -0.252087-0.771932j -0.0610374+0.785017j -0.248897+0.429973j -0.331362-0.285693j 0.534223-0.292535j 0.611124-0.043488j 
-0.161315+0.0129747j -0.370419-0.0994841j -0.453065+0.0175616j 0.343812+0.0248112j 0.357976+0.350554j 0.293687+0.0785347j 0.14928+0.257261j 0.102918+0.103221j -0.0591694-0.395764j -0.224662+0.593385j 0.183181+0.17624j -0.0803124+0.764826j 0.498109+0.551713j -0.28599+0.3516j -0.554927+0.717356j -0.662625-0.671886j 0.0236576+0.188527j -0.667761-0.251037j -0.375925+0.315675j -0.110662-0.114622j -0.0268714-0.825864j 0.0916341+0.29935j 0.100071+0.360281j 0.980174+0.44623j -0.140595-0.0530696j 0.232209-0.0227128j 0.211416+0.0455306j 0.201488+0.315926j 0.261713+0.07863j -0.0739532+0.209123j -0.459844-0.609263j 0.308854+0.220519j -0.0578175+0.0729607j -0.674956-0.715934j 0.0775114-0.573889j -0.392814-0.238946j 0.0994134+0.105235j -0.172725+0.121974j -0.225277-0.339428j -0.454348+0.330814j -0.829756+0.24976j 1.00724+0.93698j -0.674416-0.5888j -0.168328+0.649225j -0.111331+0.608885j -0.245914+0.0576518j -0.178553+0.708281j -0.335336-0.894095j -0.185468+0.797059j -0.542075+0.0537999j -0.0562488-0.763047j 1.33792+0.892001j 0.0644933-0.00920595j 0.369045-0.459232j -0.330438-0.553338j 0.364709-0.0462469j -0.193187-0.551137j -0.00767936+0.0212451j -1.04722+0.23266j -0.614502-0.611532j -0.208819-0.413952j 0.518216+0.340979j -0.224506+0.409862j 0.116391-1.2931j -0.275207+0.309182j 0.1286+0.299028j 0.26989+0.111253j -0.361243+0.0999782j -0.249137-0.115072j 
