-0.101445+0.0359666j 0.204046-0.100404j 0.491058+0.054713j -0.254279-0.209539j -0.338457-0.0479424j 0.344903-0.59889j 0.183484-0.111501j -0.358823-0.414241j 0.828647-0.365117j -0.272804+0.0374395j -0.415844+0.282669j 0.188228+0.822409j -0.0868201+0.618316j -0.50022-0.0633389j 0.156046-0.0978208j -0.040814-0.278017j 0.110554+0.0936389j -0.339437+0.173496j -0.229046-0.193562j -0.0242354+0.0529035j -0.397083-0.734195j 0.286736-0.0427811j -0.118985-0.0563079j -0.437+0.113124j -0.0617106-0.13349j -0.0218846+0.152027j 0.220655-0.136352j 0.239851-0.597838j -0.214808+0.164167j -0.815551-0.463186j -0.0150106+0.681823j 0.132847-0.740391j -0.267776-0.183265j -0.347019+0.43051j 0.571332+0.171478j -1.38436-0.585683j 0.0827372+0.0019978j 0.084348+1.21859j 0.90433+1.41847j 0.0270594-0.109905j -0.710532+0.339435j -1.13446+0.168612j 0.756651-1.44514j -0.160688+0.18533j -0.62319+0.168877j 0.354986+0.164347j 0.2542+0.107152j 0.0555027-0.26499j 0.296453-0.324638j -0.499047-0.0660887j 0.151631+0.0831221j -0.7857+1.05705j 0.296766-0.297574j 0.125804-0.302904j 0.0967287-0.942146j 0.297172+0.118322j -0.454812-0.191423j -0.451191-0.162169j -0.79758-0.453006j -0.47892+0.083287j -0.26789+0.507736j -0.612823-0.393452j 0.339442-0.190463j -0.0190113+0.295315j 0.205021+0.0654094j -0.316881-0.121706j 0.0738538+0.372414j 0.402494+0.825896j 1.19978-0.673129j 
0.105952+0.126903j -0.0547165-0.193468j 0.0948946-0.443028j -0.131989+0.00116662j -0.370088-0.0266661j -0.156357-0.596606j -0.245291-0.282559j 0.310474-0.193101j -0.0518482-0.450838j 0.261387+0.557171j -0.61531-0.977853j -0.3669+0.204666j -0.474442+0.0387329j 0.814667-0.209382j -0.194784+0.323684j 0.114972-0.145952j 0.577165-0.265514j 0.110586-0.566719j 0.823296-0.510431j 0.033586+0.0666773j -0.85716+0.785607j -0.630282-0.188355j -0.715352+0.298226j -0.0156106+0.545911j -1.05353-0.26965j -0.217438-0.628694j 0.5673-0.0986485j 0.604061-0.606777j 0.0751777+0.126507j 0.796417-0.395826j 0.514842+0.168469j -0.461113-0.134942j 0.156628-0.157931j -0.784396+0.51476j 0.233136+0.293932j -0.47093-0.390432j -0.113785+0.0322692j -0.560927-0.212703j 0.602867+0.0248696j -0.70706+0.38664j -1.10713+0.333578j -0.14681-0.311971j 0.220175+1.50186j -0.570112+0.174372j 0.408506-0.264084j -0.318009-0.00869578j -0.447768-0.0293067j 0.100677+0.40048j -0.898792-0.180716j -0.229435-0.53708j -0.64494-0.264906j 0.47508+1.15623j 0.411172-0.39327j -0.614896+0.363646j 0.103569+0.860675j 0.398622+0.394308j 0.843677-0.0184572j 0.450795-0.0385562j -0.0636852+0.245983j 0.186787-0.192184j 0.33688+0.251261j -1.33862+0.665947j 0.774174+0.126029j -0.0101629-0.320439j -0.505709+0.1333j 0.350681+0.232786j -0.793483+0.761799j 0.09083+0.661343j -0.319393+0.971034j 
0.345209-0.265383j 0.160406+0.22347j 0.316761+0.193257j -1.32874-0.179514j 0.359311-0.498874j -0.503833+0.212137j 0.0584858+0.378913j -0.0713853+0.863692j 0.651983-0.461582j -0.811969+0.0507498j -0.402661+0.0960162j 0.249708+0.576979j 0.320043+0.0634018j 1.05069+0.674795j 0.62821+0.177554j -0.136151-0.490897j 0.0370028+0.259748j -0.116348+0.134177j -0.0926922-0.447282j -0.0999534-0.563141j 0.0948224+0.726771j -0.765588-0.0231125j -0.0577045+0.374801j 1.10897+0.990019j -0.133836+0.161511j 0.343561-1.45807j -0.120707-0.563553j -0.241223+0.829566j -0.306794-0.0177175j -0.48924+0.519262j -0.251863+0.518229j -0.0733855-0.137448j 0.970716+0.703567j 0.574677+0.548431j 0.220335-0.393155j 0.588805-0.356801j -0.113115-0.00277715j 0.705132-0.400979j 0.821381+0.15306j -0.510708-0.758596j -0.189236+0.452586j 0.358598+0.115852j 0.300018+0.0808175j 0.248738+0.101676j 0.222185+1.01994j 1.00552+0.24111j -0.246131-0.0676608j -0.398076-0.39928j 0.420875-0.1519j -0.262641+0.204441j -0.54926+0.577967j 0.328144-0.11798j 0.170148+0.442825j 0.329796+0.00205828j 0.663702+0.0617437j 0.134252+0.0292766j 0.312955-0.233426j -0.0555458+0.0386131j 0.500505+0.245692j 0.501664-0.378166j 0.191902-0.701626j 0.841505+0.736376j -0.234311-0.0907921j 0.677172-0.537158j -0.944561-0.483509j 1.06952-0.0046831j 0.421026-0.347169j -0.722477+0.173978j -0.43419-0.473871j 
0.326957-0.24485j 0.0624113+0.405787j -0.587839+0.349128j 0.186485-0.0889386j 0.633521-0.764213j 0.704697+0.823084j -0.316267-0.538107j -0.0592028+0.182979j 0.0703753-0.260865j 0.609533+0.603017j -0.270388-0.609437j -0.172187+0.0939363j -0.615459+0.238345j 0.154816-0.718917j -1.31961+0.575199j -0.609579-0.160033j -0.759164+0.450697j 0.208323+0.144534j -0.0927273-0.775187j -0.698897-0.192966j 0.00837288-0.791369j 0.405924+0.523604j -0.0233906-0.315266j 0.0264669+0.792471j -1.40037-0.203328j -0.175203+0.141197j -0.697228+0.418965j 0.418819+0.209533j -0.359159-0.193771j -0.450196-0.163559j -0.753417+0.160733j 0.638832+0.324065j 0.741892-0.269798j -0.57756-0.0897974j 0.000190314+1.12394j 0.495563-0.610923j -0.283572+0.0848392j -0.202532+0.0704877j -0.16224+0.0455546j 0.321257+0.22557j -0.0137738+0.273485j 0.189848-0.048221j 0.569764-0.125197j -0.269254+1.31088j 0.249086-0.0436634j -1.1569-0.213724j 0.771937+0.263218j -0.0552677-0.0587605j 0.168906-0.191458j -0.180307+0.329565j 0.295545-0.192755j 0.4561+0.590493j 0.423672+0.560229j -0.0300739-0.351708j 0.99277-1.09201j 0.386594+0.54707j -0.288022-0.239015j -0.624146+0.396324j -0.332463+0.00206851j -0.179737-0.104591j 0.064357+0.173519j -0.188148+0.119396j 0.475921-0.745108j 0.847019-0.282259j 0.336326+0.822553j 0.00778353+0.827462j -0.335471-0.54831j -0.0450932+0.53525j -0.0142515-0.434785j 
-0.345481-0.0558839j 0.0773728-0.187312j -0.0405967-0.327312j 0.526154+0.953249j -0.586744-0.0400391j 0.283958+0.388678j 0.239332-0.316255j 0.788226-0.380176j -0.645019-0.334117j 0.408433+0.672264j 0.218637+0.364487j 0.344645-0.448583j -0.140799-0.363396j 0.0883949-1.24526j -0.194649-0.624317j -0.415448+0.342608j 0.074162-0.236544j 0.0922751+0.0852934j -0.30306+0.242766j -0.475446+0.279344j 0.646747-0.277613j 0.375987+0.754721j 0.472718-0.103278j 0.391198-1.32512j 0.148737-0.07011j -1.33733+0.495952j -0.363941+0.266625j 0.657586-0.195565j -0.0571698+0.279937j 0.613459-0.0196914j 0.371597+0.399482j -0.235366+0.13241j 0.983531-0.591373j 0.632891-0.0926553j -0.441159-0.384647j -0.188746-0.624247j -0.000426561+0.0295442j -0.130005-0.931121j 0.664866-0.662435j -1.08681+0.215618j 0.294804+0.579953j 0.255148-0.249108j 0.334585+0.0266234j 0.104454-0.187872j 1.12161+0.279497j 0.917168-1.00936j -0.292207+0.288379j -0.405854+0.269047j -0.014362-0.48264j -0.146295+0.251398j 0.0681112+0.894408j 0.246773-0.169733j 0.401909-0.158622j 0.151311-0.0916071j 0.506588-0.527087j 0.163547-0.249278j 0.065609-0.453482j 0.0395523-0.15601j 0.49696-0.366851j -0.210456-0.667065j -0.478206-0.432708j 1.16368-0.270016j -0.264533+0.204476j -0.136077-0.826684j -1.03438+0.803205j 0.403751-0.97894j -0.0962938-0.461548j -0.0465774+0.757278j -0.472431+0.381564j 
0.312857-0.00606914j -0.359458+0.0813792j -0.641823-0.265615j 0.390204+0.270979j 1.11882+0.184951j -0.245975+0.758764j 0.243924-0.324656j -0.321275+0.272262j 0.399479+0.134646j -0.163688+0.731265j 0.413832-0.696118j -0.161096-0.0846574j -0.337646-0.210921j 0.696274-0.0927298j -1.06726-0.633572j -0.103323-0.926934j -0.777685-0.421234j 0.00454931+0.167608j 0.748116-0.496624j 0.134737-0.787732j 0.642793-0.496781j -0.429826+0.318019j 0.247471-0.196661j -0.614374+0.558949j -0.374027-1.26832j -0.329454+0.15821j -0.794449-0.286393j 0.0852291+0.402351j 0.228808-0.154808j -0.116694-0.451094j 0.204454-0.93024j -0.439419+0.375672j -0.127959+0.597335j 0.248129-0.624306j -0.916154-0.62675j 0.362214+0.828664j 0.126274-0.246696j 0.20415-0.266989j -0.152055+0.028617j -0.168081+0.252554j -0.0217083-0.169949j -0.094864+0.481791j -0.218348+0.29898j -1.19066-0.955557j -0.159818+0.337996j 0.75573-0.686035j -0.633948+0.68894j 0.112939-0.163796j 0.0401587+0.174698j -0.255766-0.24007j -0.0829476+0.232255j -0.906714+0.16951j -0.47763+0.274174j 0.580878+0.135667j 0.459676+1.48649j -0.571017+0.190539j 0.524125-0.146919j -0.188444-0.72035j 0.0563158-0.326497j 0.279956+0.0268486j -0.0357121-0.185053j -0.0425648-0.317455j 0.39292+0.888765j -0.0602633+0.908826j -0.65938+0.0275523j -0.90887-0.55011j 0.561676-0.113463j -0.407925-0.351965j 0.318997+0.151115j 
-0.579465-0.300451j -0.341314-0.410969j -0.162621-0.173221j 0.906187+0.671702j 0.0622327-0.213847j 0.30775-1.00083j 0.361054+0.756068j -0.13907+0.719187j 0.506293+0.374831j 0.339052-0.116806j -0.126115+0.0103272j 0.139282+0.111238j 0.426338+0.367216j 0.203003+0.123602j 0.135262+0.74837j -0.129048-1.20909j -0.277472+0.318608j -0.180757-0.513965j -0.150714-0.0673613j 0.839645-0.720072j -0.232117-0.299461j -0.95599-0.666829j 0.404858+0.182521j 0.643596+0.401646j 0.667831+0.17894j -0.655037+1.25336j -0.247085+0.649566j -0.0190639-0.215854j 0.242752+0.683423j 0.324492+0.189046j 0.00507825-0.539695j -0.020073+0.197388j -0.04509-0.9728j -1.1-0.515819j 0.295296-0.951834j -0.152091-0.513402j 0.684377+0.507671j 0.341392-0.533976j 0.0543097+0.734489j 0.64969+0.0173199j 0.254599+0.475385j 0.437943+0.401321j 0.196014-0.087751j -0.170733+0.265233j 0.321019+0.0910918j 0.270878+0.551339j -0.0650086-0.337194j -0.021474-0.822048j -0.0797228+0.160746j -0.18413-0.0269599j -0.695738-0.24032j 0.558883+0.463213j 0.748502+0.733303j 1.01672-0.153299j 0.100415-0.515526j -0.291255+0.214527j 0.31804+0.325328j 0.171483-0.356831j -0.90013-0.230521j 0.861657+0.622643j 0.331125-1.04062j -0.136441+0.216579j -0.531886+0.295757j 0.675986-0.42439j 0.579408+0.203867j -0.584383-0.677601j -0.473785-0.124298j 0.648839+0.00820858j -0.270604+0.262023j 
-0.0406532-0.625971j 0.148985-0.598044j 0.0568874-0.456741j -0.153508+1.43388j 0.308497+0.0598781j 0.907286-0.190592j -0.336528+0.850685j -0.868276+0.0538983j -0.115442+0.805621j 0.177003+0.327226j 0.0195404-0.00756506j -0.0538795+0.179086j -0.163378+0.451085j 0.0221732+0.377904j -0.553354+0.259288j 1.22406-0.75016j -0.391421-0.210065j 0.320186-0.423426j 0.00436915-0.0567726j 1.15303+0.337713j 0.316577-0.317026j -0.0256716-1.2264j 0.129973+0.480137j -0.258972+0.615696j 0.41238+0.516301j -1.50057-0.104269j -0.644264-0.0842893j 0.0767148-0.188492j -0.574192-0.0298662j 0.11213+0.315898j 0.598782+0.429863j -0.265211-0.251988j 0.795786+0.246807j 1.0732-0.457037j 0.860868+0.486955j 0.329607-0.120349j -0.826891+0.516165j 0.23403+0.524367j -0.474247-0.482455j -0.474522+0.444964j -0.413906+0.0128588j -0.609548+0.0798856j 0.119702+0.103921j 0.357947-0.287523j -0.14862+0.208605j -0.624365+0.078027j 0.181211-0.147655j 0.667154+0.339717j -0.239159-0.274502j 0.264852-0.194797j 0.559993-0.381457j -0.575063+0.0286326j -1.04054+0.238317j -0.386997+1.03676j 0.106221+0.11926j 0.0362024-0.422991j -0.335279+0.198462j 0.363405+0.491771j 0.740918-0.581449j -0.88431+0.412212j 0.694219+0.693286j -0.032116-0.195055j -0.17301-0.593702j -0.244965+0.599251j -0.329032+0.247103j 1.03432-0.267651j 0.217832-0.156391j -0.0903752+0.529378j -0.172165-0.232537j 
0.572024+0.480313j 0.0916875+0.562425j -0.638342-0.218342j -0.0156835+0.178433j -0.605368-0.27547j 0.402964+0.0585086j 0.296489+0.553544j -0.663018+0.362888j 0.612776+0.448439j 0.718643+0.830052j 0.566183+0.574977j -0.0559628+0.606965j -0.362685-0.0893388j 0.512781+0.232146j 0.478111+0.465012j 0.624281-0.0466458j 0.670756-0.0230186j -0.620689-0.231026j -0.923703+1.08849j -0.207319+0.484695j -0.233768+0.238455j 0.424376+0.530132j 0.40881-0.909339j 0.00698149+0.49637j -0.594376-0.0647381j -0.120683+0.198966j -0.227062-0.507127j -0.174871+0.15808j 0.100699-0.987297j 0.107659+0.033928j -0.297246+0.347301j 0.648538+1.12929j 0.367578-0.218572j 0.102157+0.0642111j -0.0533567+0.0042185j -0.608392+0.00803791j 1.35116+0.684754j 0.597383-0.405552j 0.0116988+0.00694546j 0.303921+0.447733j -0.327149-0.0428559j -0.848333+0.17934j 0.129285-0.162061j -0.447127-1.04668j 0.77373+0.223204j -0.332109+0.0650551j 0.298367-1.23227j 0.504226-0.39024j 0.590329-0.148054j 0.161033-0.869883j -0.339829+0.360097j -0.264522+0.109331j 0.609791+0.251009j -0.047093-0.450724j -0.535911-0.00202639j 0.175129-1.50147j 0.148965-0.113487j 1.10216+0.333954j 0.244735+0.368248j -0.468405-0.033191j -0.613202-0.0848769j 0.0553825+0.0984765j 0.58252-0.119207j 0.580151-0.160626j 0.594707+0.622879j -0.196043+0.216445j 0.525256-0.163241j -0.508565-0.0891547j 0.16494+0.00611507j 
-0.1449+0.9151j -0.639435+0.46422j -0.215631-0.875421j -0.210788-0.0339825j -0.109069-0.892629j 0.179446+0.445793j -0.176757+0.613134j -0.628473-0.438461j -0.0574502+0.783221j -0.413068+1.11139j -0.334921+0.934388j -0.699155+0.248046j -0.176701-0.571565j 0.041772+0.576815j -0.241362+0.659334j 0.36131+0.557246j 0.213471+0.726911j -0.165798-0.742612j -1.59181-0.340224j -0.602567-0.00528244j -0.364515-0.150742j -0.356733+0.758392j 1.14437-0.0733293j -0.447971+0.297419j -0.236582-0.564037j -0.260542+0.0385177j 0.506256-0.478697j -0.298001+0.0197756j 0.719202+0.450613j 0.0466503+0.048319j -0.130346-0.450291j -1.11508+0.119673j -0.172648+0.478704j -0.200901-0.0485044j -0.145847-0.317734j 0.18093-0.458596j -1.08675+0.844598j 0.098002+0.439613j 0.106856+0.112853j -0.255707+0.0805978j 0.0668965-0.322123j 0.26699-0.854195j -0.0509988+0.216481j 0.906134+0.125073j -0.366219+0.496971j 0.344642-0.330011j 0.80321+0.7118j 0.150479+0.60087j -0.222673+0.737019j 0.643426+0.418786j -0.0850144-0.391802j 0.0108428-0.247697j -0.497409+0.316067j 0.493565+0.0686579j 0.340913-0.309145j 1.0233+0.78716j -0.0293078+0.203383j -0.7247+0.681024j -0.415248-0.0890906j 0.325322-0.259004j 0.308513-0.430544j -0.138167-0.0225156j -0.16648+0.478861j -0.0733133+0.531193j -0.730695+0.180583j -0.110248-0.172291j -0.125225+0.466544j 0.248396-0.364024j -0.00863649+0.13764j 
-0.18161-0.850753j -0.45625+0.204426j -0.381295-0.261093j -0.395795-0.361689j -0.267875+0.586107j 0.487728-0.4231j 0.663871-0.297362j 0.592624+0.238033j -0.417402+0.486404j -0.188758+0.904155j 0.264826+0.820934j -0.698951+0.162384j -0.629276-0.0960132j -0.96572+0.783468j 0.118014-0.123795j -0.251156-0.404284j 0.596948+0.134648j 0.983047+0.473946j 0.237643-0.59298j 0.345578-0.38275j -0.213308+0.100852j 0.000632586+0.518311j -0.69579+0.185669j 0.418367-0.0397338j 0.0376886+0.167681j -0.254926+0.280713j -0.245067-0.000470766j -0.254514+0.213915j -0.440504+1.26165j 0.136401+0.011064j -0.861262-0.183382j 0.00502418+0.345875j 0.283762+0.463973j 0.113656+0.334039j 0.10362+0.276267j -0.95307+1.11111j 0.610802+0.779825j -1.42206-0.178417j 0.00418022+0.148247j -0.221953-1.10149j -0.411099+0.0113793j 0.138798-0.543572j -0.322437-0.950979j -0.143077-1.09086j 1.10486+0.164595j -0.345513+0.155283j 0.983766+0.670317j 0.0157157+0.418302j 0.225565-0.0300833j 0.794489-1.07011j -0.365063-0.698393j 0.0907625+0.0645126j -0.433846-0.831937j 0.680961+0.883551j -0.265253-0.138363j -0.112545+0.567043j 0.466552-0.727644j -0.848451+0.211638j -0.0894095+0.154798j 0.237647+0.637936j -0.476689-0.0819543j 0.0199019+0.0143167j 0.058267-0.408081j 0.12875-0.397507j 0.0164146-0.364633j 0.0414529-0.145238j 0.114421-0.226202j 0.0959242+0.153133j -0.150796-0.0884687j 
1.09945-0.840773j -0.637505-0.541686j 0.161085-0.695749j 0.292438-0.777877j -0.878163+0.0461225j 0.862431+0.339668j 0.832995+0.571504j 0.254596+1.01953j -0.780163-0.206763j -0.99294+0.146685j -0.820629+0.858066j -0.653299-0.639907j -0.130768-0.812551j -1.3749-0.769511j 0.186098+0.0380747j 0.306462-0.493806j 0.0253268+0.776628j -0.0256452+1.3151j 0.716945-0.0797859j 0.644541+0.351484j -0.207043-0.242348j -0.636718+0.221739j -0.480097-0.802765j 0.202069+0.492729j -0.141175+0.119173j -0.42175-0.159767j -0.141685-0.322645j -0.20021-0.218218j -0.696774-0.675992j 0.0317142+0.138734j 0.427315-0.468417j -0.127514-0.0384122j -0.40499+0.181658j -0.214299-0.0287866j -0.193352+0.0201992j -0.724574-0.953973j -0.65985+0.141367j 0.629714-1.17225j -0.21926-0.0913307j 0.886269+0.378472j 0.025096-0.393436j 0.295635+0.351051j 0.881478-0.0131957j 0.673156+0.308027j -0.506926+0.82232j -0.0169137-0.232316j -0.756379+0.219732j -0.298335-0.106696j -0.215138+0.112657j 0.431429+0.917856j 0.536829+0.0640987j -0.0680322-0.00267869j 0.648051+0.0387475j -0.74658+0.0867864j 0.153296-0.0573385j -0.320761-0.223694j 0.212535+0.545871j 0.165591-0.571456j -0.0260186-0.127155j -0.521313-0.107809j 0.255568-0.222208j -0.0187843-0.0265005j 0.2132+0.210659j 0.173149+0.225201j 0.245877+0.145825j 0.0916996+0.0749386j 0.0918699+0.124116j -0.164153+0.0314082j 0.124371-0.0715021j 
0.0428713+0.10601j 0.0841046-0.158041j 0.093623+0.190892j 0.129085-0.313842j 0.207533-0.0131165j -0.00949414+0.614369j -0.123469+0.20726j 0.387239-0.150116j -0.169627+0.48035j 0.152785-0.101675j -0.305409-0.0431818j 0.139739+0.925866j -0.266076-0.267476j -0.333655+0.0657933j 0.215858-0.149385j 0.582894-0.687756j 0.243337+0.597638j 0.946509-0.0595472j -0.0244457+0.647213j 0.0283651-0.0802655j -0.784659+0.0635299j -0.0245386+1.11345j 0.967641+0.524747j 0.512089-0.671532j -1.18153+0.55189j -0.374515+0.182262j -0.256675-1.11383j 0.115974-2.08357j -0.108751+0.316301j -1.27144+0.0929686j -0.0834841+0.190895j -0.0237856-0.0846429j 0.0388738+0.0750482j -0.00874451-0.230799j 0.0614862+0.154671j 0.00626011-0.158517j 0.00154503-0.00501363j -0.199252-0.0104566j -0.12968+0.36586j 0.065897-0.0249606j 0.214229+0.344009j -0.16478-0.210829j -0.00810688-0.246361j -0.060514-0.00950109j -0.484857+0.232437j 0.321803-0.234728j 0.0850225-0.105811j 0.271145-0.363069j -0.514728-0.325054j 0.290527-0.412078j -0.294378-0.159955j 0.474543+0.0821132j -0.192091-0.126777j -0.038751-1.03376j -0.203931+0.398794j -0.303755-0.00167961j 0.171592-0.385148j -0.403925+0.101412j 0.848969-0.593145j -0.385927-0.265667j 0.0374681-0.443847j -0.428278-0.166156j -0.506107-0.56745j -0.317683-0.254591j 0.196013+0.503278j -0.258629+0.53539j 0.817166-0.284516j 0.807146-0.716856j -0.864282-0.420701j 
0.0720265-0.0744457j -0.188941-0.0200493j 0.0810818-0.224556j -0.35046-0.000868454j -0.124114-0.19369j 0.506228-0.345643j 0.25606+0.0158195j -0.368043-0.324706j 0.523935-0.106574j -0.12082-0.103399j 0.0542373+0.193584j 0.631435-0.48382j -0.103652+0.4435j 0.344542+0.249932j -0.228246-0.0869258j -0.888094-0.130983j 0.448899-0.633672j -0.180145-0.785336j 0.515837+0.171191j 0.116484-0.00189736j 0.461023+0.652371j 1.07208-0.343484j 0.464707-1.02244j -0.951278-0.377442j 1.09438+1.41461j 0.61601+0.397181j -1.30786+0.620732j -2.50387+0.877879j 0.237475+0.0776055j 0.671835+1.26847j 0.103509+0.112557j -0.212609+0.0297114j 0.143756+0.0586507j -0.20722-0.205712j 0.222178+0.0496973j -0.215316-0.181677j -0.00354156+0.0271678j -0.219669+0.207501j 0.204966+0.517973j 0.0623404-0.0928005j 0.580779+0.105214j -0.428257-0.0903441j -0.335539-0.203935j -0.0642722+0.0661019j -0.15657+0.847469j 0.140588-0.619701j -0.0235451-0.236302j -0.0292458-0.710729j -1.05287+0.158027j 0.0461289-0.734335j -0.480667+0.0214376j 0.645076-0.471456j -0.303749-0.126723j -0.972388-1.28857j 0.275926+0.704316j -0.300349+0.121769j -0.131268-0.427516j -0.731546+0.258735j 0.533994-1.59997j -0.786753-0.247558j 0.0857905-0.731223j -0.680526+0.220292j -0.960943-0.811027j -0.355807-0.22513j 0.27794+0.276721j -0.49717+0.743601j 0.751589-0.336543j 0.326548-0.954265j -1.19698+0.0612145j 
0.00253252-0.0126501j -0.136239+0.111185j -0.440151-0.145103j 0.0444178-0.026703j -0.216899+0.191602j -0.65109-0.0252165j -0.196931+0.198812j -0.0672672-0.42756j -0.352656+0.0857514j 0.433845-0.242399j -0.92912-0.192079j -0.303487+0.856491j -0.0197424+0.381817j 0.44106-0.25089j 0.202552-0.0451189j 0.317313-0.620859j 0.157614-0.682841j -0.0400107+0.0316033j -0.168563+1.1315j 0.60314+0.514532j -0.106362+0.687461j -0.191817-0.443928j 0.112605-0.192442j -0.553848-0.689358j 1.25464-0.0375554j 0.218809+1.36724j 0.0829072-0.633045j -0.391196+0.73693j -0.106154-0.156103j -0.743031-0.108955j -0.440735-0.0168501j 0.364486+0.164027j -0.074795+0.0952834j 0.637635-0.130948j -0.222688-0.148041j 0.208841+0.181339j 0.0456827-0.0103933j 0.29295+0.158596j -0.402429+0.0457363j 0.222646-0.224811j 0.187777+0.688319j 0.273047+0.293712j 0.770976-0.229108j 0.468381-0.00662565j 0.166423-0.132154j 0.427069-0.317571j -0.0489092+0.166707j 0.421932-0.393932j 0.00207954+0.845802j 0.0376043-0.114494j -0.120566+0.0848962j 0.465434-0.568186j -0.953552-0.395372j 0.0393828-0.344964j 0.410056-0.495875j -0.647726-0.468097j 0.444955-0.170063j 0.648465+0.142191j -0.897039-0.450095j -0.306494+0.249269j -0.182948+0.708644j 0.405285+0.890588j 0.431871+0.354482j -0.577833+0.744027j 0.420974-0.829865j -1.04388-0.395175j -0.354467-0.555227j -0.920325+0.241351j -0.534333-0.379105j 
0.0811262+0.0113621j -0.109482-0.14763j 0.132463-0.227723j -0.112549-0.18934j -0.00720046-0.160594j 0.214401-0.0891729j -0.00314172+0.0506261j 0.142531-0.359903j 0.17908+0.102498j 0.171862+0.0270574j -0.132169-0.182617j 0.0686462+0.275514j -0.447466+0.180132j -0.0136601+0.342903j 0.0867589-0.0296999j 0.107799-0.383706j 0.655468+0.105605j 0.38175-0.267477j -0.545899+0.298005j -0.146416+0.348643j -0.367134+0.407386j 0.709612+0.503138j 0.816318+0.153814j 0.321591-0.944365j -0.526144+1.57869j -0.628985+0.737062j -0.485372-0.736558j -1.55401-1.34075j 0.0286061+0.156668j -0.624958+0.448942j 0.0712161+0.0290566j -0.237824-0.152523j 0.0274164+0.0614695j -0.114518-0.0137513j 0.122743+0.213113j -0.141389-0.292484j -0.0252179+0.0150478j -0.354212-0.0882135j -0.187215+0.263557j 0.0286046+0.203243j -0.202067+0.280662j -0.232578-0.486837j -0.0581469-0.211383j -0.29024+0.0481154j -0.794778+0.0608869j 0.424648+0.236385j 0.166085-0.0994834j 0.455447+0.0745193j -0.392746-1.23412j 0.568227+0.0366761j -0.0393937-0.426263j 0.321555+0.784621j 0.5268-0.24266j 1.00521-0.924511j -0.576561+0.573197j 0.125396-0.0750581j 0.123581-0.121475j -0.617713-0.782617j 1.94869+0.287018j 0.172343-0.845365j 0.779147-0.309813j -0.548083-0.935418j 0.413986-1.258j 0.333422-0.695192j -0.423758+0.580612j -0.650354-0.201467j 0.724466+1.04235j 1.33462+0.16285j -0.0574952-0.976533j 
-0.0556862+0.0611501j 0.233135+0.0282752j 0.145729+0.528277j 0.0362007-0.0690452j 0.205946+0.0814988j 0.480179+0.622181j 0.279273+0.192802j -0.23546+0.0611641j 0.261145+0.37013j -0.497551-0.31104j 0.0639055+0.764917j 1.06532-0.0987264j 0.423044-0.215405j -0.253975-0.281034j -0.286803-0.360423j -0.888435-0.322148j -0.523494+0.0337747j 0.178704-0.0710978j 1.54518-0.167172j 0.456192-0.924552j 0.388922-0.1502j -0.456313+0.335193j -0.157614-0.13003j -0.810295+0.734241j -0.761457-1.34408j 1.55441-0.729994j -0.809289+0.115306j 0.674589-0.1977j -0.168879+0.0824014j 0.207783+0.981935j -0.277295+0.2934j 0.260653-0.205025j -0.0901825+0.171048j 0.357737-0.638367j -0.166567+0.11897j 0.302174-0.129541j 0.0269713-0.0497036j 0.124146+0.0133168j -0.468651+0.449641j 0.0757882-0.433696j 0.680773+0.611463j 0.339554+0.0310262j 0.455402-0.714308j 0.440258-0.385513j -0.229183-0.195663j 0.260081-0.705414j 0.181214+0.0917903j 0.319089-0.824476j 0.282741+0.479411j 0.275408-0.327348j -0.19339+0.0104204j 0.256092-0.689486j -1.2183+0.140532j 0.00678971-0.821857j -0.280961-0.692411j -0.774847-0.0983054j 0.352293-0.470369j 0.179447-0.25414j -0.625873+0.00906213j -0.170791-0.0112054j 0.450532+0.645261j 0.731632+0.320352j 0.832368-0.409201j 0.0393369+0.577686j -0.123668-0.516371j -1.06699-0.0116462j -0.418443-0.0075492j -0.240286+0.345896j -0.859033-0.528023j 
