0.010748-0.0111952j -0.0179632+0.0400878j 0.0628299-0.0798261j -0.0765285+0.072776j 0.0101527+0.0581949j -0.0810484+0.00756317j -0.118704+0.0684922j 0.00418617-0.0383989j -0.0393247-0.109731j 0.0987991-0.193341j -0.039123+0.0735096j 0.113314-0.0586836j -0.00809457+0.0182682j -0.24031+0.173461j -0.0735539-0.00335258j 0.271958-0.0166242j 0.150349+0.00245796j 0.165127+0.0746198j -0.083986-0.158357j 0.00600563+0.130194j -0.122832+0.0174396j -0.0183514-0.0997878j 0.0243174-0.0497848j -0.319774-0.242914j -0.0800889-0.225507j 0.0841833-0.0651322j 0.372089-0.360353j -0.180987+0.0984094j -0.163864+0.0618743j 0.131116-0.175876j -0.105562-0.0271257j -0.161554+0.334066j 0.0267+0.0376262j 0.0766724-0.235428j 0.315071+0.169096j -0.310954+0.232893j 0.216231+0.0101518j 0.0812675-0.381973j -0.1195-0.099191j 0.125878+0.278606j -0.0525595+0.110488j 0.0528455-0.325836j -0.0408487-0.143943j -0.426036+0.308078j 0.255708+0.225642j 0.559864-0.102826j 0.305308-0.210178j 0.170498-0.170935j 0.0492641+0.145868j 0.253656+0.334635j -0.213799-0.410609j -0.251535+0.223736j 0.303574+0.0706841j 0.150012+0.0841209j 0.159057-0.467395j -0.216432-0.581772j 0.196639-0.185789j 0.445993-0.326474j -0.54151-0.0978652j 0.0793659-0.11253j 0.265852-0.344495j -0.123545+0.436112j 0.0260767+0.32166j 0.295335-0.0217123j -0.402037+0.115123j 0.052113+0.0477935j 0.175456+0.109262j 0.273552+0.314918j 0.288821-0.273135j 0.317191+0.0800275j 
0.0318236+0.146773j 0.322855+0.103552j -0.548594-0.12064j 0.214264-0.0373798j 0.338844+0.00638578j -0.586605-0.0106578j -0.193594+0.028457j 0.328011-0.0218191j -0.642702-0.242557j 1.13455+0.465849j -0.042193-0.235901j -1.35227-0.0566271j 0.788285-0.165206j -0.0371143-0.00769217j -0.359884+0.350176j -1.39571+0.431605j 1.26031-0.121603j -1.09413-0.145207j -1.20297-0.297173j -0.532059+0.253439j -0.133101-0.328363j -1.56215+0.0648845j -1.7352+0.0346504j -1.3641-0.659888j -0.989975+0.121163j 3.12992+0.404743j 0.357687+0.0123883j 0.603329+0.0468302j -0.268396-0.283864j 2.02966-0.966194j 0.242262-0.440152j -2.14687-0.353934j 1.49332-0.52796j -0.728266+0.136809j -1.44862+0.535724j 0.368929+0.343897j 0.653175-1.18304j -1.77164+0.045158j 1.8313-0.121485j -0.227849-0.430192j -1.54222+0.408501j -0.74542+0.0240441j 1.27176-0.421266j -0.433089+0.501802j 2.48636-0.31458j -1.20876+0.0422687j 0.272878-0.201461j -1.78182+0.371022j 1.06723-0.85028j -1.4153+0.109841j 0.0363321+0.348257j -1.23875+1.10747j 1.55325-0.465407j -1.65365-0.161615j 1.87711+0.464547j 0.278499+0.164358j -0.304302-0.412512j -1.45635-0.151413j 1.22098-0.253904j 0.0724091-0.135545j 0.156616+0.664592j -0.391223+0.0376557j 0.518953-0.197239j 0.195407+0.689351j 1.42652+0.156411j 0.518417+0.164295j -0.279398+0.390552j 0.335998+0.0509999j 0.664625-0.230412j 0.230487-0.456888j 
0.0834105-0.0305284j 0.0760985-0.0726716j 0.302247-0.0112851j -0.139842-0.0473849j 0.255458-0.180273j 0.522598+0.0679369j -0.0983746-0.129989j -0.150575+0.154524j 0.772057+0.311812j -0.356338-0.155162j -0.0469756+0.0467716j 0.728711-0.100016j -0.574553-0.154788j -0.647882+0.108586j -0.0595664-0.116792j 0.677543+0.0440088j -0.904496-0.295517j 1.69349+0.27293j 0.376064-0.0445326j -0.282933-0.291317j 0.791041-0.102872j 1.23222-0.245817j 1.15735-0.127614j 0.382169+0.302915j 0.627873+0.0804704j -1.68921+0.0918583j -0.716889+0.384544j -0.000402597+0.18689j 0.263641+0.355481j -1.36932-0.189243j -0.597244+0.193413j 1.75677-0.294817j -0.790149-0.253314j 1.78013-0.0483186j 1.1846-0.47975j -0.197748-0.11328j -0.640621+0.350738j 1.15152-0.0872479j -0.899095-0.0468884j -0.584673-0.894878j 1.84799+0.104929j 0.446343-1.20872j -0.341877-0.106281j 0.0735231-0.349052j -1.91034+0.629287j 1.10045-0.0651666j -0.640879-0.722014j 0.423095+0.0178502j -1.37836+0.49659j 0.331444-0.245829j 0.320624-0.364881j 0.617715-0.673542j -0.694606+0.577214j 0.83305-0.465626j -1.20153+0.0326151j -0.127828-0.373277j 0.349046+0.113054j -0.298935-0.221022j -0.977265+0.142909j 0.851795+0.948502j 0.169528+0.632091j 0.056156-0.037143j 1.28764-0.766844j 0.388054+0.196628j -0.418215+0.542087j 0.319417-0.0481435j 0.103486-0.00642062j -0.325398-0.303759j -0.123278-0.146157j -0.09856+0.148137j 
0.00388736+0.0458644j 0.064301+0.277637j 0.0781648-0.260615j 0.0710012+0.105816j 0.107054+0.239574j 0.113136+0.0904591j -0.0423339-0.218758j 0.0624112+0.00457541j 0.120564+0.00234656j -0.13643+0.29189j 0.123614+0.0330598j -0.248042-0.072456j 0.0869217+0.271299j -0.026601-0.0630206j -0.349318+0.0772349j -0.292651+0.126536j 0.123352+0.10638j 0.0581488+0.343873j 0.0526311-0.105063j -0.223905+0.0843286j 0.270065-0.0462428j -0.106407+0.0954614j -0.285364-0.111993j 0.368061-0.545808j -0.120668+0.123863j 0.0255281+0.423245j 0.0183772+0.0126663j 0.0620206+0.0834835j 0.162578-0.0910768j 0.634464+0.0448878j 0.142298-0.498138j -0.0575242-0.142946j 0.49162+0.0865509j -0.0712125+0.0774104j -0.442077+0.138054j -0.301072+0.44367j 0.84567-0.516925j -0.226865+0.0159566j 0.183391+0.0720494j 0.407247+0.24821j -0.298455-0.195737j -0.171811-0.271951j 0.48502+0.245445j -0.323457+0.171767j 0.469877-0.0966535j -0.173079-0.18628j 0.203877-0.374328j -0.378043-0.192366j 0.700837-0.558921j -0.366587-0.69239j -0.336232+0.299968j -0.84556+0.00648988j 0.436029+0.140736j -0.0522753-0.38405j 0.138718+0.394902j -0.0352796+0.515139j 0.13043-0.267977j -0.287211-0.79447j 0.55948+0.175243j -0.153844+0.159567j -0.497039-0.167596j -0.00940594+0.183625j 0.235618-0.00240099j -0.274507+0.423463j 0.375565+0.553001j 0.159577+0.330657j -0.183594-0.0259347j -0.175057+0.107459j 0.164409+0.257364j 0.456417+0.0201156j 
0.239014-0.174895j 0.187669-0.316046j 0.77798-0.105907j -0.443006-0.082387j 0.425716-0.091207j 1.34365+0.160654j -0.34574-0.132507j -0.385446+0.296276j 0.995798+0.658805j -1.40497-0.232392j 0.141216+0.0870374j 1.69897+0.525747j -1.2063+0.0502622j -0.000197374+0.265297j 0.486998+0.00270061j 2.12847-0.0525165j -2.10864+0.401217j 2.47056+0.207924j 1.84841+0.452538j 0.221044+0.660232j 1.36125-0.257987j 3.29475-0.185213j 2.71474+0.628174j 1.49151-0.0511891j 1.87979-0.268905j -4.92378+0.80773j -0.654733-0.054812j -1.08173+0.221445j -0.448355+0.0384583j -2.70103+0.343163j -1.33987+0.308926j 2.84223+0.188395j -2.48715+0.912968j 1.25301-0.69389j 2.2156-0.832671j -0.0630869+0.363671j -1.80527-0.149184j 2.91526+0.143847j -3.34056+0.819639j 1.56948+0.135981j 2.24193-1.47952j 0.210107+0.741108j -1.20355-0.696663j 0.538556+0.119515j -4.54473+0.871449j 1.53097-0.722677j -1.77193-0.254383j 2.87912-0.908467j -2.403+0.581398j 0.0540644-0.0105331j -0.473434-0.0425609j 1.51695+0.04961j -2.01824+0.180406j 2.08963-0.771695j -2.13471+0.0149287j 0.684099+0.367452j -0.15872+0.152589j 1.12515+0.784138j -1.24742-0.489836j 0.0345564+0.12454j -0.938697+0.200944j 1.12995-0.169447j -0.566096+0.341244j 0.517899+0.689773j -0.854234+1.02421j 0.453004+0.0166544j 0.35286-0.371497j -0.820435-0.0808619j -0.531598-0.397967j -0.501446+0.11179j 
-0.0579459+0.00319293j -0.0492632+0.00855787j -0.216871-0.0178187j 0.0465819+0.0830818j -0.212022-0.0791131j -0.356939-0.125973j 0.0139404+0.0708014j 0.187706-0.148927j -0.279364-0.401845j 0.269497-0.0694099j -0.00866792+0.0437095j -0.585653-0.0151906j 0.194968+0.13635j 0.247973+0.37895j -0.135051+0.236943j -0.490119+0.172553j 0.352858-0.020895j -0.683579-0.620693j -0.466071+0.222655j -0.193971+0.178619j -0.461662-0.167804j -1.0411+0.156772j -0.797662-0.147377j -0.128639+0.0902521j -0.412841+0.168658j 1.21558-0.35487j 0.591444+0.180223j 0.231255-0.388519j 0.175124-0.305847j 0.666801+0.302774j 0.5113-0.077032j -1.10816-0.2732j 0.4009-0.380791j -0.754759-0.721433j -0.930847+0.216528j 0.0230967+0.065657j 0.632093-0.0278444j -0.803037+0.0595452j 0.642165-0.385512j -0.714492+1.02234j -0.724373-0.367286j -0.959273+0.000214167j 0.184843+0.0581664j -0.339926+0.209241j 1.47843-0.341851j -0.515962+0.027486j -0.114593+0.234011j -0.426128+0.553098j 0.975912-0.20343j -0.270251+0.0690172j -0.237343-0.215638j -0.766191+0.354054j 0.82824-0.463189j -0.78552+0.304793j 0.581395+0.150274j -0.292991+0.297081j -0.0112122-0.315929j -0.212635+0.458035j 0.429693+0.0554474j 0.526464-0.813657j 0.458087-0.679586j -0.140787+0.216739j -0.798322-0.850061j -0.162398-0.464138j 0.330719-0.226596j -0.205873-0.16722j -0.0607759-0.0271591j 0.0651607+0.158179j 0.0960968+0.0957893j 0.124704-0.0581261j 
-0.0652642+0.0956153j -0.551787+0.0467764j 0.278226+0.496268j -0.243001-0.39557j -0.503713+0.0578498j -0.129456-0.24019j 0.317547-0.154664j 0.158168+0.026411j -0.125171-0.425925j 0.487061-0.432357j 0.0432872+0.116975j -0.0322805-0.104799j 0.46002-0.185294j -0.183466-0.0145339j -0.10056+0.0369924j -0.332259+0.241291j 0.228742+0.143251j 0.222382-0.111302j 0.225759+0.318064j 0.146849-0.28106j 0.509133-0.0151438j -0.186559-0.264983j -0.693608+0.119327j -0.657404-0.00628689j -0.333115+0.216556j 0.490004+0.469975j -0.153006-0.868185j 0.658503+0.509519j 0.184144+0.257992j 0.769678-0.246593j -0.100827+0.884082j -0.133471+0.580119j 0.24945+0.243702j -0.416692-0.0528j -1.1067+0.114977j -0.460865+0.651166j 0.047877-0.500388j -0.0828568+0.853044j -0.2955-0.35754j -0.418071+0.130531j -0.185279-0.181326j -0.391061+0.0358223j -0.339637-0.243669j 0.558014+0.0752763j -0.21471+0.267642j 0.107828-0.583636j 0.184703+0.130519j -0.73318+0.0497852j 0.794323+0.294664j -0.425766-0.018664j -0.115551-0.702616j 0.780853-0.155123j 0.578556+0.117435j -0.227458+0.665211j 0.211823+0.0585456j -0.243161+0.419226j -0.485765+0.614489j 0.0369323-0.422875j -0.2469+0.0176104j 0.17866+0.0939232j 0.504996+0.69916j 0.660527+0.346175j 0.135191-0.057866j -0.101359-0.156053j 0.136619-0.254435j -0.221191+0.773302j -0.108997-0.0918214j 0.0740199-0.128559j -0.538557+0.014804j -0.183696-0.337994j 
0.158955+0.0428378j 0.186421-0.055721j 0.362849+0.220411j -0.114805-0.342108j 0.162478+0.200958j 0.519625+0.287537j -0.103152-0.141469j -0.375674+0.278237j 0.0581249+0.257872j -0.619215-0.0758805j 0.0752223-0.0216311j 0.510699+0.0276317j -0.426262-0.269412j -0.145689+0.0521493j 0.266667-0.087164j 0.929738-0.144579j -1.20377+0.171764j 0.818289+0.165867j 0.628075+0.0306477j -0.342022+0.177171j 0.740913+0.456579j 1.56969+0.0268806j 0.774358+0.31995j 0.677043-0.0438115j 0.978258-0.3159j -2.85896+0.197105j -0.277265-0.0837277j -0.699525+0.158583j -0.241717-0.36755j -1.25251-0.0203974j -0.743879+0.165651j 1.09093-0.173502j -1.76843+0.756562j 1.02887-0.177249j 1.63982-0.788925j -0.31137-0.0191246j -0.509714-0.321045j 1.08028+0.0260163j -1.86853+0.224407j 0.759855-0.0156652j 1.95614-0.643122j -0.327694+0.290655j 0.124877-0.30379j 0.15301-0.0750783j -2.52264+0.488001j 1.17912-0.656872j -0.348426-0.244736j 1.7394-0.223377j -1.38368+0.841312j 0.16825-0.602957j -0.0537233-0.255734j 0.646236-0.317661j -1.01621+0.562846j 1.38964-0.389888j -0.855771+0.201897j -0.00264703+0.125124j -0.179464+0.0586478j 0.0315752+0.357236j -0.18268+0.270979j -0.283472-0.0711032j -0.540667+0.336402j 0.372313+0.0753144j -0.460579+0.481159j -0.280012+0.731547j -0.97069+0.511361j 0.063863+0.334548j 0.294596+0.0559291j -0.22673-0.276279j -0.00692633-0.399217j -0.249786-0.231277j 
-0.145902+0.04538j -0.141981+0.147152j -0.389661+0.0388757j 0.177349-0.0357888j 0.25946+0.151252j -1.0602-0.24696j 0.11513+0.340232j 0.272335-0.439824j -0.425554-0.133816j 0.737632+0.52984j -0.0986384+0.0390902j -0.590527-0.248261j 0.724666+0.278245j 0.398187+0.421864j -0.548934-0.333645j -1.96022+0.228216j 1.35787+0.41509j -1.89154+0.200294j -1.18527+0.444045j -0.687638+0.0172436j -0.234376+0.130371j -1.23186+0.543288j -1.61757+0.524289j -1.56564+0.0442186j -0.997366+0.383618j 2.77257+0.31088j 0.755786-0.131305j 1.24589-0.444845j -0.147442-0.0287074j 1.60933-0.458626j 0.838401-0.298345j -2.1047+0.38418j 1.50536+0.453888j -0.714089-0.28027j -0.995688+0.262414j 0.325916-0.0678868j 0.123368+0.701427j -1.94024+0.049808j 2.27112-0.38132j -1.83128+0.221917j -1.66894-0.348072j 0.367961+0.537195j -0.226757-0.743256j -0.153546+0.0525556j 2.41855-0.756102j -1.42475+0.55015j 1.15827-0.165302j -1.73007-0.330129j 1.74814+0.14812j -0.732318-0.365298j 0.119769-0.61861j -1.47329+0.891899j 2.25209-0.54768j -1.54424-0.38762j 0.854151+0.217442j -0.310965-1.0759j 0.645434+0.419219j -0.142661+0.383183j 1.38739+0.0339909j -0.147114-0.130445j 0.38749-0.266176j -0.300122+0.795262j 0.500674+0.107644j 0.113854-0.284915j 0.847145-0.316873j 0.0982644+0.515274j 0.220672+0.220008j 0.187313-0.121701j 0.298178+0.328758j 0.263855+0.0276392j 
-0.130843-0.0253961j -0.275853-0.401282j -0.236242+0.396687j 0.134551-0.222141j -0.277344-0.271901j 0.0768231-0.0962973j 0.200494+0.0472726j 0.0653963+0.0687961j 0.268146-0.183325j 0.553631+0.030047j -0.0713157+0.0371035j -0.0214899+0.132596j 0.312024+0.130028j -0.027421-0.164743j -0.00505957+0.110803j -0.305251+0.057525j 0.0856457-0.00696436j 0.17938+0.365047j -0.183064+0.364305j 0.308776+0.0500394j 0.146929+0.335063j -0.0563294+0.0549156j -0.315781-0.20042j -0.212356-0.310085j -0.273275-0.0335337j 0.161907-0.0405941j 0.568243-0.451449j -0.167202+0.573132j -0.125372+0.267892j 0.481289+0.252627j -0.592988+0.0910145j -0.414027+0.393871j 0.0899572-0.118111j -0.222248-0.206518j -0.559832-0.258389j -0.478191-0.0924876j 0.440467-0.256808j -0.622617+0.57614j 0.324497-0.643795j -0.136614-0.123392j -0.0565846+0.196136j -0.19961-0.393653j -0.021221-0.376135j 0.114612+0.505838j -0.139254-0.506373j 0.39239+0.125373j -0.100388+0.0908022j -0.379439-0.277154j 0.0402065+0.275948j -0.131308-0.0674417j 0.50714-0.258052j 0.284267+0.667515j 0.128261+0.197739j -0.632968+0.342696j 0.0887103-0.122519j -0.42784+0.130266j -0.626355-0.154685j 0.278974-0.10831j -0.131387-0.369334j -0.0307126+0.238607j -0.239441+0.427819j 0.0971631+0.624715j 0.0926954-0.051907j 0.0845704-0.224194j 0.251468-0.129385j -0.626737+0.112489j -0.0507298-0.160937j 0.18601+0.0287033j -0.225968-0.389035j 0.115804-0.240026j 
-0.34126+0.289594j -0.473616+0.529064j -0.498965-0.0569355j 0.380202+0.538379j 0.0565568+0.0515029j -0.874468+0.00260082j -0.057243-0.0557967j 0.714525+0.217345j -0.328654-0.36803j 1.01284+0.172485j -0.334338-0.604773j -1.09401+0.0764667j 0.193892-0.483313j -0.0878093-0.178538j 0.11765+0.304155j -1.61427-0.0407968j 1.76689-0.254633j -1.23986+0.288201j -1.82057+0.0447089j -0.435557-0.363273j -0.537888-0.562145j -1.99196+0.641311j -0.973511+0.584027j -0.888336+0.320315j -1.55047-0.228539j 3.08846-0.425174j 0.0632712+0.245398j 0.611551+0.358608j -1.1756-0.325516j 1.68266-0.0904172j 1.45754-0.182639j -2.31215-0.0570641j 1.97705-0.38028j -0.840925+0.0666577j -2.07228-0.0542492j 0.0159813-1.07965j 1.10019-0.709418j -1.68606+0.578463j 1.77909-1.0327j -0.861075+0.377428j -1.87711+0.251938j -0.722904+1.06284j 0.670075-0.241165j -0.040853+0.219624j 3.3902-0.473122j -0.924254+0.0877884j 1.37377-0.0892287j -1.09309-0.529152j 2.55273-0.0487063j -0.320294+0.78945j 0.441688-0.809504j -1.55621+0.167395j 1.36851+0.239668j -1.74561+0.560194j 1.63893-0.604855j -0.212524-0.0613296j -0.166753+0.0648218j -0.643482-0.264772j 0.789211-0.381605j -0.0252452+0.492132j 1.00865-0.696946j -0.0348866+0.24031j 0.638042-0.222816j -0.0475787+0.226563j 1.0043-0.185662j 0.105839-0.354596j -0.352062+0.659723j 0.642394-0.307303j 0.393818+0.464604j 0.30315+0.341251j 
-0.122989-0.0762603j 0.0030722+0.166564j -0.217711+0.11318j 0.00204608-0.182777j -0.26915-0.197203j -0.297793-0.414527j 0.257732+0.421272j 0.443792-0.152001j -0.612287+0.228773j 0.265793+0.330891j -0.0616485-0.130296j -0.438477-0.51849j 0.494125-0.139909j 0.0854583-0.327372j -0.37625+0.498031j -0.657991+0.949006j 0.600516-0.581414j -0.716358+0.418962j -0.494208-0.761725j 0.300922-0.246052j -0.268588+0.286247j -1.5993-0.665729j -0.332186-0.240916j -0.375397+0.435373j -0.951687-0.228383j 0.594412-0.0230491j 0.433621-0.00555976j 0.651091-0.398627j -0.286286+0.0990787j 0.0914362-0.517324j 0.606875+0.0118314j -1.10619+0.321652j 1.34669-0.163848j -0.354546-0.0850024j -0.568969-0.598265j -0.221433-0.60643j 0.774955-0.254208j -0.929852+0.332689j 0.992878+0.00775828j -0.0596053+0.28976j -0.75281-0.46148j -0.0193949-0.061949j 1.07237-0.122011j -0.727053+0.306529j 0.758096+0.509266j -0.636413-0.0889433j 0.577762-0.251554j -0.281636+0.207325j 1.28326-0.915103j -0.655193-0.117048j -0.739699-0.0724361j 0.14485+0.265348j 0.599781-0.0334993j -0.759301-0.542397j 1.54038+0.497934j -0.672877+0.241857j 0.0715103-0.300176j -0.484062+0.424386j -0.380528-0.487792j -0.176996+0.269142j -0.0454582-0.279003j -0.533561+0.0183414j 0.70689-0.0344574j 0.00746926-0.446164j 0.052467-0.585364j -0.0948186-0.0973006j -0.238899-0.298088j 0.297988+0.0300526j 0.0293814+0.0644703j 0.0850499-0.0806851j 
0.102895+0.0668411j 0.119794-0.0628019j 0.20091+0.0465408j -0.081086-0.0377916j 0.0783941-0.205583j 0.468253+0.563507j -0.0227289-0.231507j -0.619719+0.390104j 0.302275-0.131369j -0.139934-0.231104j 0.132885-0.0399256j 0.376251-0.154091j -0.221351-0.319773j 0.0823278-0.284172j 0.175559+0.0834589j 1.21032+0.0668732j -0.539445+0.0364086j 1.23734+0.0562741j 1.03982-0.0132362j 0.104546+0.485845j 0.34425-0.276901j 1.60848-0.569136j 1.27549-0.0204885j 0.789322+0.492466j 1.16237-0.38853j -1.34512-0.0342679j -0.573751-0.115763j -1.11132-0.169308j -0.0237651-0.10689j -1.17213+0.302682j -0.73935+0.152348j 1.55185-0.18206j -0.807578+0.144098j 0.241193-0.0194327j 1.00175-0.552396j -0.0352053-0.168988j 0.29989+0.395015j 1.18823-0.0834096j -1.53336-0.125668j 0.957201+0.492524j 0.790525+0.371153j 0.220301-0.415316j -0.824503+0.936915j 0.279937-0.319499j -1.92178+0.554387j 1.28053-0.0813516j -0.779557-0.072004j 0.60636+0.229795j -1.03591+0.486766j 0.239937+0.344533j -0.225074+0.11272j 1.16476-0.140623j -1.59827-0.30038j 0.665899+0.433349j -0.711644+0.201506j -0.447706+0.289916j 0.0129643-0.54241j 0.463908-0.540303j -0.423966-0.0532768j -0.0152764+0.00525295j -0.261846+0.481405j 0.821754-0.528954j -0.381496-0.0809565j -0.256172+0.289507j -0.586855+0.169725j 0.361312-0.334932j 0.0749286-0.165211j -0.205387+0.130941j 0.140463-0.316952j -0.116218-0.140924j 
-0.310936-0.027516j -0.449456-0.0734284j -0.121635-0.210751j -0.115097+0.400198j 0.00339554+0.210891j -0.268842-0.166254j 0.0743237-0.195676j 0.258871+0.282734j 0.0221966+0.219345j 0.328782+0.234688j 0.165866-0.365199j -0.305319+0.00451386j 0.375529-0.340341j 0.069107-0.0523688j -0.420513+0.299893j -0.837892-0.0902968j 0.850981+0.220745j -0.459697+0.434432j -0.555877-0.313779j 0.331083-0.387186j 0.185173-0.35665j -1.42076+0.171666j -0.565638+0.481268j -0.5681+0.121646j -0.274853-0.125693j 1.46112-0.39167j 0.0167465-0.164433j 0.257952-0.170021j -0.263651-0.763941j 0.817218-0.0438742j 0.498254+0.619078j -0.709754-0.237533j 1.0107+0.0244324j -0.526301+0.0455705j -0.748412+0.125707j 0.966603-0.450877j 0.901148-0.14278j -1.12876+0.39922j 1.24283-0.48761j -0.716548+0.336578j -0.787364-0.058098j -1.11609-0.073818j 0.297661+0.0311112j -0.112571+0.386894j 1.39263+0.133323j -0.367463+0.436279j 0.372286+0.503296j 0.225959+0.198821j 1.13959+0.0069269j -0.617167+0.518026j 0.583509-0.0330016j -0.665231+0.013062j 0.247121+0.111076j -1.00652-0.178777j 0.864821+0.018087j -0.0976735-0.0696843j -0.0687602+0.0352302j -0.0254436-0.355294j 0.582905-0.540199j -0.319021+0.26675j 0.771752-0.183256j -0.157303+0.305519j 0.490134-0.0534737j -0.127268-0.00109965j 0.415012+0.279016j 0.215629-0.0499821j -0.544708+0.043318j 0.363972+0.0824631j -0.160728+0.431581j -0.0991388+0.339163j 
0.219827+0.160364j 0.319852-0.199858j 0.100653+0.0244739j 0.16234-0.319726j 0.230599+0.46087j 0.636558+0.17565j -0.0437275-0.242209j -0.1815-0.116285j 0.511888+0.499358j -0.277003-0.0301663j -0.243002+0.0310925j 1.01573-0.590623j -0.194814-0.200404j -0.357328+0.474009j -0.0910623-0.558245j 0.615526-0.0609342j -0.980035+0.258559j 1.98272-0.155401j 1.36358+0.153835j 0.241702-0.0255526j 0.248535-0.396539j 0.83832+0.054617j 1.26958-0.832683j 0.80131+0.167757j 1.45477-0.0409783j -2.16415-0.202566j 0.127455+0.046663j -0.0987477-0.880273j -0.10686+0.595161j -1.03215+0.301506j -1.24163+0.869402j 1.59611-0.285854j -1.31917+0.551447j -0.290363-0.156758j 1.24587+0.602568j 0.192559-0.452462j -0.507862+0.189697j 1.00743-0.343786j -1.68985+0.105068j 0.482339+0.141957j 1.33256-0.142541j -0.111772+0.292918j -1.12311+0.210862j 0.673951-0.0277395j -1.92535+0.768799j 1.04939+0.415177j -1.047+0.801319j 1.48027-0.349397j -1.07299-0.908548j 0.611288+0.181241j -0.608568+0.29294j 1.10145+0.353957j -1.10733+0.501095j 0.686407-0.383251j -1.4311+0.38632j 0.0100116-0.533082j -0.00151112+0.572413j 0.415456-0.632705j -0.355643+0.310684j 0.259207+0.0121481j -0.453346+0.47848j 0.152824-0.531958j -0.38175-0.543858j -0.0154308+0.168662j -0.897348+0.426478j -0.184684+0.264j 0.294222+0.168476j -0.384874-0.0571889j 0.0639714-0.138989j 0.00768784-0.132027j 
0.0458192-0.102942j -0.0756158+0.0823979j -0.189201+0.00817918j 0.188154-0.114098j 5.05764e-05-0.195533j 0.228521-0.226103j -0.219702+0.33594j 0.482662+0.0985781j -0.533004-0.0595067j -0.0503147-0.0903741j -0.0394356-0.00909046j 0.0981272-0.0181465j 0.203645+0.220859j 0.137911+0.0233502j -0.586203-0.0393054j -1.23646+0.389045j 0.792309-0.421616j -0.690357+0.102365j 0.215674-0.138686j 0.426998+0.123436j -0.5187+0.0971043j -0.636132-0.647431j -0.16534+0.105977j -0.444782+0.109634j -0.512138-0.21574j 0.578527-0.932402j 0.349092+0.280344j 0.797438+0.17192j -0.185583+0.0774927j 0.766265-0.763775j 0.260246+0.160861j -0.9344+0.0768537j 0.805826+0.0886831j -0.265998+0.092074j -0.183603+0.366741j 0.285735-0.32285j 0.470403-0.128215j -0.867675+0.153885j 0.525241+0.0627243j -0.346207+0.258964j 0.0183262-0.0358539j -0.0304473+0.016955j 0.71197+0.426521j -0.577178-0.191862j 0.379115-0.509737j -0.464366-0.0145266j 0.383668+0.0975586j -0.324324+0.50651j 1.46577-0.491731j -0.0613409-0.316012j -0.310616-0.498549j -0.303896+0.681655j 0.471155+0.00420379j 0.0888885-0.266037j 0.265896+0.678379j -0.28022-0.234287j 0.11474+0.0821132j -0.661329+0.0308564j 0.276895-0.896788j -0.143159+0.0493771j 0.275253-0.572078j -0.436428-0.212247j 0.324629+0.233897j 0.431436-0.250286j 0.461325-0.441701j -0.18347-0.043039j 0.178128-0.223826j 0.117033+0.0538109j -0.0946012-0.0204895j 0.10826+0.0174864j 
0.203309+0.366033j -0.00530954-0.0814375j 0.533917-0.195121j -0.274531+0.00980713j 0.426516+0.0520688j 0.559609+0.631095j 0.0553764-0.694844j 0.0542037-0.316307j 0.223744-0.0548557j -0.544496+0.420661j -0.363142+0.22729j 0.589164-0.0598455j 0.0495122+0.467293j 0.245114-0.269838j 0.366604+0.202902j 0.929837-0.331788j -1.43806-0.431015j 0.889253+0.0279326j 0.1437+0.526356j 0.430805+0.0317564j 0.208048+0.131764j 1.1188-0.192475j 2.11267-0.217875j 0.276487-0.479856j 0.772275+0.360983j -1.88373-0.102485j 0.0916634-0.187774j 0.335987+0.247714j -0.019742-0.533277j -1.61767-0.436242j -0.373266+0.0336083j 1.62954+0.479178j -1.4983-0.0903431j 1.07937-0.189107j 1.69584-0.0407977j 0.00239843-0.178305j -1.19655+0.201707j 1.41319+0.557756j -1.08803-0.0124935j 0.290187+0.137473j 1.52268-0.564722j -0.256204+0.0187138j -0.45983+0.121679j 0.586782+0.515657j -2.58115+0.272202j 1.01087+0.144503j -0.622697+0.306813j 1.03522-0.677131j -1.15534+0.354273j 0.641784-0.0152549j 0.519657+0.0927079j 0.655675+0.0231219j -0.333321+0.337179j 1.15121+0.123487j -0.619442+0.0683911j 0.248023+0.0754444j -0.213341-0.211085j 0.972373-0.341237j -0.509162+0.549411j 0.0650659+0.0113547j -0.949289+0.0669253j 0.0655625-0.999477j -0.0522856-0.0859718j -0.357262+0.0665317j -0.639348+0.283704j 0.483331-0.135197j 0.268836+0.0882603j -0.486444-0.196445j -0.283969-0.011992j -0.217212-0.111416j 
