0.010748-0.0111952j -0.0179632+0.0400878j 0.0628299-0.0798261j -0.0765285+0.072776j 0.0101527+0.0581949j -0.0810484+0.00756317j -0.118704+0.0684922j 0.00418617-0.0383989j -0.0393247-0.109731j 0.0987991-0.193341j -0.039123+0.0735096j 0.113314-0.0586836j -0.00809457+0.0182682j -0.24031+0.173461j -0.0735539-0.00335258j 0.271958-0.0166242j 0.150349+0.00245796j 0.165127+0.0746198j -0.083986-0.158357j 0.00600563+0.130194j -0.122832+0.0174396j -0.0183514-0.0997878j 0.0243174-0.0497848j -0.319774-0.242914j -0.0800889-0.225507j 0.0841833-0.0651322j 0.372089-0.360353j -0.180987+0.0984094j -0.163864+0.0618743j 0.131116-0.175876j -0.105562-0.0271257j -0.161554+0.334066j 0.0267+0.0376262j 0.0766724-0.235428j 0.315071+0.169096j -0.310954+0.232893j 0.216231+0.0101518j 0.0812675-0.381973j -0.1195-0.099191j 0.125878+0.278606j -0.0525595+0.110488j 0.0528455-0.325836j -0.0408487-0.143943j -0.426036+0.308078j 0.255708+0.225642j 0.559864-0.102826j 0.305308-0.210178j 0.170498-0.170935j 0.0492641+0.145868j 0.253656+0.334635j -0.213799-0.410609j -0.251535+0.223736j 0.303574+0.0706841j 0.150012+0.0841209j 0.159057-0.467395j -0.216432-0.581772j 0.196639-0.185789j 0.445993-0.326474j -0.54151-0.0978652j 0.0793659-0.11253j 0.265852-0.344495j -0.123545+0.436112j 0.0260767+0.32166j 0.295335-0.0217123j -0.402037+0.115123j 0.052113+0.0477935j 0.175456+0.109262j 0.273552+0.314918j 0.288821-0.273135j 0.317191+0.0800275j 
0.361888-0.574732j -0.237815+0.386889j 0.236731+0.263164j 0.041287-0.366962j 0.191294+0.481475j 0.983406+0.381053j 0.286872+0.439753j 0.206177+0.030057j 1.45906-0.401686j -0.914983+0.180473j 0.0598415+0.608473j 1.591+0.0747534j -0.539785-0.444825j 0.611336+0.143625j 0.472882+0.250651j 1.98324-0.186617j -1.6024-1.0995j 1.78167+0.279453j 1.54707+0.510611j 0.142115-0.0680783j 0.376574-0.228892j 1.81322+0.445147j 1.70265-0.132642j 1.28278-0.108882j 1.71987+0.0300979j -2.77372-0.995462j -0.267347-0.0472232j -0.502818-0.287426j -0.25068-0.409629j -1.211+0.0197453j -1.23118-0.127563j 1.71146+0.0145752j -1.8838-0.187028j 0.628547+0.379238j 1.99669+0.349343j -0.0860105+0.15261j -1.07144-0.198036j 2.37462+0.58363j -1.93764-0.203284j 0.823301+0.44374j 1.9657+0.121807j 0.405542-0.260276j -0.535052-0.330465j 0.153055+0.0145795j -3.12477-0.568779j 1.2547+0.244607j -0.850714+0.0977691j 1.46304+0.141734j -2.07862-0.29872j 0.305317+0.270474j -0.269911+0.0545641j 1.34535+0.126382j -1.63192-0.173004j 1.49905+0.380845j -1.62201-0.154056j 0.336072+0.00354126j -0.0334682+0.170735j 0.421681+0.175419j -1.07243-0.0547201j 0.296871+0.0420915j -1.13052-0.188695j 0.674701+0.205289j -0.473081-0.041086j 0.00169873+0.125227j -0.70289-0.217593j 0.148079-0.080615j -0.281226-0.153912j -0.229654-0.15396j -0.260456+0.198216j -0.0251954+0.00409073j 
0.182178-0.153656j 0.278311-0.0704081j 0.162199-0.0528696j 0.159257+0.565973j 0.239285+0.327392j -0.312854-0.333909j 0.706563+0.556934j 0.101504+2.1867j -0.36846-0.511319j 0.805291+0.335869j -1.72977+0.716907j -0.166251-0.713396j 1.015+0.628545j -0.325085-0.147484j -0.58275+0.825224j -1.12505-0.182067j 0.386699+0.75517j -1.21369-0.294501j -0.878489+0.222725j 0.251507-0.784444j -0.340948-0.139702j -2.24892-0.140767j -0.727642+0.459033j 0.111315+0.753244j -0.569245+0.205462j 1.6721+0.257619j 0.437548-0.124467j -0.104497-0.590465j -0.27621+0.308819j 1.27012-0.272552j 0.576842-0.961609j -1.19845+0.35466j 0.689125-1.0998j -0.901419+0.450742j -1.01846+0.200399j 0.542212-0.200743j 0.694613+0.360764j -0.684726+0.17937j 0.490261-0.174615j -0.480403+0.235644j -1.70231-0.129424j -0.250627-0.173855j 0.408701-0.399317j -0.597596-0.124883j 1.81662-0.778451j -0.801684+0.487363j 0.374242-0.491967j -0.974121+0.474557j 0.984153-0.506845j 0.207375-0.0999524j 0.581988-0.170914j -0.567401+0.69572j 0.847549+0.222758j -0.588291+0.0482473j 1.06397-0.363074j -0.311376+0.0711498j -0.522247+0.0995982j -0.444031-0.222369j 1.04361-0.430752j 0.0603861+0.154864j 0.396721-0.514497j -0.327705+0.0936377j 0.355147-0.152685j -0.0391049+0.0391852j 0.2347-0.261153j 0.186502+0.0754671j 0.230149-0.113625j 0.0991598-0.0716531j -0.0829857-0.0036485j -0.074027+0.10772j 
-0.930757+0.46085j -0.65828+0.317484j -2.81915+0.0852616j -0.488409-0.0789668j -0.529376+0.0677197j -5.83275-0.648465j -0.0195229+0.787791j 5.2161+0.869689j -6.30716-0.399898j 8.29394+1.82038j -1.49231-0.74975j -13.0778-1.11644j 5.77769-0.0853838j 0.822209+0.634481j -4.75419-1.37924j -14.732-0.784173j 15.3774+1.67977j -15.882-2.01457j -13.0905-1.22193j -0.267039+0.575546j -5.82307-0.466944j -21.1238-1.33611j -15.8312-2.04502j -8.73127-0.873482j -13.6229-1.10711j 32.1468+2.28803j 4.34334+0.876418j 5.66914+0.998595j -1.67072+0.0236125j 17.2072+1.89176j 9.78316+0.33766j -20.5888-1.11108j 20.2619+0.655729j -8.68556-0.859515j -19.7566-1.31615j 0.20222+0.0675874j 8.90473+0.489264j -19.8961-0.785484j 20.8535+1.55393j -10.5308-0.198861j -17.0234-0.876441j -1.71656-0.587302j 6.3432+0.288525j -4.30282+0.131106j 31.8906+1.22352j -13.6979-0.231652j 9.38216+0.656918j -16.095-0.518789j 21.0057+0.379822j -5.79037-0.223045j 1.20573-0.0179003j -12.888-0.322348j 16.8448+0.559994j -14.7338-0.588721j 16.0137+0.0720479j -3.90689+0.501029j 0.300982+0.0189406j -4.93177-0.679455j 12.7036+0.18071j -1.39679+0.149581j 8.79945-0.0753974j -5.97703-0.180227j 4.82089+0.250082j 0.962291-0.341237j 6.04515-0.0402716j -0.451919+0.153425j 0.927562+0.60212j 3.03431-0.089388j 0.952976-0.217087j 0.211214-0.185477j 
-0.183345-0.0354835j -0.29752+0.276637j -2.31829-0.0375147j -0.392053+0.861114j 0.15089+0.0120801j -4.47968-1.43029j 1.25837+0.686633j 3.03061+0.336172j -3.52415-0.717578j 5.56203+0.418412j -1.3384+0.408212j -6.9815-0.58886j 3.71175-0.340765j 0.0817532-1.15513j -2.33023+0.203033j -8.50046-2.20168j 8.62933+1.06744j -10.2129-0.983227j -8.15757-0.767831j -1.83273-0.314586j -2.49375-0.502078j -12.1113-1.49069j -10.2816-0.753072j -5.90153-0.686134j -7.56159-0.634709j 19.303+2.38215j 2.28196+0.256905j 4.11488+1.43718j -1.11204+0.0402114j 9.91225+0.79406j 5.65772+0.99448j -12.2364-2.03764j 11.3192+1.3851j -5.92948-0.225571j -12.5872-1.36883j -0.118435-0.255336j 5.69025+0.45298j -11.8557-1.18484j 13.1543+1.4822j -6.43548-0.829563j -10.8792-1.31145j -0.707875-0.262087j 4.24499+0.0217043j -2.79308-0.445432j 19.414+1.10743j -8.74459-0.623764j 5.51744+0.327536j -10.2598-0.822211j 12.9152+1.00117j -3.41198+0.194081j 0.598342+0.355384j -7.63485-0.632868j 10.3294+1.02139j -9.08451-0.597743j 9.55545+0.855119j -2.73133-0.0543218j 0.183449+0.00952843j -3.06042-0.484852j 8.0957+0.777105j -0.773587+0.130226j 5.48163+0.0367265j -4.03447-0.229642j 2.96273+0.386642j 0.789454-0.309453j 3.64952-0.0295702j -0.0614773+0.0390694j 0.444186+0.481062j 2.04101+0.0258489j 0.741914-0.0265961j 0.159034+0.0951849j 
0.0224017+0.215615j 0.0147771-0.261753j 0.0371548+0.921729j -0.0376194+0.74931j 0.568669+0.543986j -0.603173-0.810103j -0.000319718-0.188553j 0.718656+0.0353029j -0.755877-1.08526j 1.76949+0.642908j -0.371848-0.133224j -2.09636-0.357675j 0.223491+0.0814722j 0.527242+0.362639j -0.670539-0.145551j -2.23936-0.487684j 2.79577+0.287456j -3.13092+0.218644j -1.68328-0.395344j -0.508441+0.0457134j -0.476476+0.221069j -3.42899-0.970126j -2.36337-0.416788j -1.70246+0.543062j -2.20428-0.0475859j 4.49784+0.363119j 0.659737+0.54863j 1.15261-0.188011j -0.336005+0.170549j 3.08378-0.337121j 1.64577-0.125155j -2.85416-0.495289j 3.41935-0.319889j -1.92308-0.171713j -3.17169-0.0243359j -0.527167-0.156839j 1.345+0.27123j -3.36121-0.560652j 3.38852-0.114429j -1.51508-0.126172j -2.58894-0.762641j -0.372415-0.198182j 1.14812-0.0306917j -0.254589-0.0283593j 5.4357-0.326359j -2.32691-0.304504j 1.59462+0.0913491j -2.86434+0.017485j 3.43801+0.0607876j -0.863772+0.234559j 0.444076+0.258309j -1.94165+0.0268637j 3.10722-0.39142j -2.01886-0.0923554j 2.73102-0.0130706j -0.655884+0.00357159j 0.138065+0.0227292j -0.777489-0.227201j 2.17599-0.0654971j -0.21977+0.144642j 1.57986-0.289426j -0.691373-0.124074j 0.806481-0.0231323j -0.057027-0.0422366j 0.924882-0.00304213j -0.110206+0.203968j 0.162342+0.053241j 0.493515-0.0204159j 0.00255806-0.215261j -0.0277229-0.0987604j 
-0.854226-0.226746j -0.0094521+0.126678j -0.5941-0.290192j 0.33501-0.824986j 0.661092-0.209104j -1.01416+0.571085j 0.124761-0.271015j 0.853048+0.497524j -1.75715-0.148971j 1.86725-0.544269j -1.28011-0.101522j -3.23076-0.803434j 1.56597+0.636577j -0.200498-0.435516j -1.35194-0.812761j -4.08826-0.402157j 2.57955+0.760457j -3.92262-1.1862j -3.37753-0.124545j -0.0300386+0.442341j -1.41168-0.586394j -4.64896-0.729872j -4.46529-0.426847j -2.15348-0.118811j -3.16295-0.542781j 7.77188+1.66565j 0.897366+0.320358j 1.63003+0.501852j -0.486075+0.220293j 4.17749+0.822403j 2.61444+0.566459j -5.82275-0.37411j 4.70436+0.448317j -1.82054-0.258634j -5.03738-0.524348j 0.329303+0.176169j 2.12266+0.350387j -5.15577-0.100468j 5.12581+0.57722j -2.22313-0.473447j -4.10267-0.567831j -0.145407+0.00885404j 1.4761+0.328583j -1.44259+0.0995388j 7.37026+1.20207j -3.53693-0.121924j 2.46205+0.117425j -3.94144-0.379867j 5.18186+0.836575j -1.24238-0.585489j 0.194715+0.447055j -3.29368-0.472504j 3.87314+0.825468j -3.83817-0.580236j 4.0357+0.40944j -0.968515-0.0526183j 0.0373299-0.26915j -1.20261-0.0993782j 3.30276+0.0894894j -0.365533-0.235646j 2.19948+0.57327j -1.57843+0.0397306j 1.2711+0.16893j 0.439157-0.146776j 1.40547+0.143931j -0.16561-0.1577j 0.279015+0.339687j 0.720901+0.0541028j 0.605271+0.124876j 0.208109+0.146274j 
0.180528+0.048906j 0.345036-0.319817j 1.58164+0.0147939j 0.641221-0.428958j 0.710607+0.0524182j 3.13095+0.551503j 0.0997973-0.705005j -0.385179-0.595694j 3.11393+0.402251j -3.9074-0.952439j 0.967985+1.30982j 5.68673+0.505633j -2.41589-0.806786j 0.176486+0.204601j 2.29435+0.624555j 7.8189+0.864321j -6.56254-0.975158j 7.5206+1.11098j 6.59578+0.924452j -0.0664346-0.430482j 2.71186+0.415868j 10.5282+1.59652j 8.19159+0.480677j 4.90084-0.178797j 6.99133+0.578639j -15.6363-1.59324j -2.15205-0.309538j -3.18616+0.0852762j 0.969781+0.0921744j -8.36765-0.992329j -5.59785-0.305609j 10.6506+0.731527j -10.6693-0.569299j 4.61891+0.532995j 9.84915+0.786552j -0.21675-0.517295j -4.28292-0.406525j 9.90033+0.466005j -10.158-0.301897j 5.41549+0.460276j 8.76363+0.86273j 0.669212+0.268191j -3.38045-0.102377j 2.27906+0.426007j -16.234-0.969651j 7.10391+0.334744j -4.79658-0.170734j 8.42642+0.282928j -10.7336-0.387922j 2.55842-0.189037j -0.754-0.312238j 6.84016+0.206105j -7.97287-0.524157j 7.24724+0.309062j -8.04315-0.606838j 2.21467-0.0321614j 0.0179225+0.394259j 2.35387+0.342106j -6.64253-0.467287j 0.714298-0.0961543j -4.62706+0.0311654j 3.08324+0.00610244j -2.43461-0.276384j -0.445343+0.127175j -3.1441+0.0441523j 0.183338-0.132889j -0.370981-0.382671j -1.62972+0.0362206j -0.455272+0.0290536j -0.0334038+0.0330088j 
0.703007+0.184139j 0.401753+0.143089j 1.73987-0.511803j -0.0295155-0.53827j 0.096058+0.432334j 4.18541+0.634822j -0.403959+1.04349j -3.33188-0.00850929j 4.22644+1.10907j -4.7436-0.85506j -0.699805-0.142732j 8.01746+1.62554j -2.86705+0.329817j 0.539769-0.619495j 1.30627+0.9171j 9.89784+1.0388j -9.07651-1.82718j 9.5788+0.517958j 7.24269+1.1454j 1.20237-1.00363j 3.57433+0.473538j 12.5284+1.5199j 8.91156+0.993769j 5.49669+0.654435j 8.05825+1.36495j -18.5507-1.84553j -2.19054-0.617691j -3.76924-0.0853931j 0.92327-0.224528j -9.66922-0.954107j -5.8738-0.608579j 12.3227+1.22725j -12.0848-1.6991j 4.8304+0.234979j 11.5406+0.881196j 0.503375-0.00881866j -5.26138-0.304477j 11.8645+1.6965j -12.3113-0.9739j 6.08113+0.546793j 10.4092+0.435167j 1.09086+0.418463j -3.47111+0.043449j 2.60575-0.140771j -18.5221-1.24353j 7.95696+0.46395j -5.1666-0.601512j 9.77083+0.303365j -12.4441-0.843549j 3.06983+0.262512j -0.880941-0.00103194j 7.4686+0.664556j -10.3238-0.456923j 8.37584+0.573137j -9.46306-0.637919j 2.53959-0.302588j -0.319174-0.279667j 2.92898+0.229251j -7.52182-0.122591j 0.728957+0.0378059j -5.05193-0.0811263j 3.2946+0.0529475j -2.8085-0.185353j -0.437428+0.172256j -3.40139-0.206277j 0.327853+0.183981j -0.345821-0.335136j -1.79682+0.052372j -0.573532+0.0779677j -0.260554+0.0908689j 
-0.852182-0.0312251j 0.640504+0.343266j 0.274559-0.429124j -0.978187-0.0465961j 0.519388-0.633059j 0.0108807-1.09768j 0.693473-0.135448j 0.451722-1.22981j -1.57885-0.910234j 1.26556+0.260701j 0.75957+0.197326j -1.34871-0.0907331j -0.0132173-0.0452989j 0.357114-1.29465j -0.593372+0.205694j -1.3778-0.540921j -0.203795+0.277407j -1.24289-0.154474j -0.445572-0.387748j 0.0908773-0.327517j -0.753169+0.585512j -1.14454+0.675174j -1.68026-0.0747513j -0.845709-0.701096j -1.29473-0.356985j 1.13832-0.556788j 0.556207-0.40168j 0.0248497+0.168084j -0.328018+0.781716j 1.34871-1.08205j 0.485531+0.19741j -1.24243+0.804513j 0.795584-0.416172j -0.142933+0.227993j -0.99123+0.00281033j 0.393916+0.058454j 0.549916+0.24137j -0.6383-0.357881j 1.18276-0.2588j -0.0502659+0.276916j -1.3165-0.270205j -0.690914-0.134691j 0.0221654-0.0126678j -0.0945956+0.421691j 1.45512-0.272343j -0.436976+0.25625j 0.86588-0.364936j -0.846514+0.26715j 0.963841-0.263723j -0.155935+0.386116j 0.246026+0.064912j -0.704673+0.036888j 0.806869-0.282689j -0.624718+0.05013j 0.658416-0.311155j -0.0538579+0.0543344j 0.259367-0.0559958j -0.291349+0.131945j 0.530397-0.418057j -0.0595915-0.209923j 0.335257+0.284775j -0.162224-0.184593j 0.252726-0.104713j 0.14714-0.176734j 0.169252+0.157445j -0.122812-0.0428596j -0.029837+0.209987j -0.07924-0.0767201j 0.294839+0.203579j -0.0492204-0.0264786j 
0.144747-0.259234j -0.24399+0.0384367j 1.54434-0.5114j 0.982487-0.396124j 0.35376-0.347689j 0.40176+0.578633j -0.630585+0.116917j -0.895617-0.64107j 0.334826+0.263045j -1.34798-0.684253j 0.346991-0.300885j 2.37599+0.567787j -1.20189+0.540165j 0.429729-0.472502j 0.824565-0.274926j 2.61573+0.378147j -2.90382-1.11953j 4.21809+0.383654j 2.15726+0.148086j 0.457411+0.508239j 1.06542-0.265108j 3.80012+0.768094j 2.99965-0.320298j 2.15363+0.0496319j 2.79229+0.208536j -6.33407-0.134465j -0.507104-0.106932j -1.6065-0.0785195j 0.33833-0.00624697j -3.87424-0.234497j -2.3129+0.087628j 3.79205-0.0992607j -4.1585-0.430001j 1.93813+0.392166j 4.12358+0.0909627j -0.0373513+0.680984j -1.79464-0.0292545j 3.45766+0.481876j -4.36464-0.30643j 2.00011+0.123522j 3.19592+0.276181j 0.171119+0.263416j -1.47624-0.027299j 0.87119-0.299575j -7.02039-0.459218j 2.64581+0.0997249j -1.82488+0.0310104j 3.55492+0.207945j -4.32626-0.159883j 1.31705+0.0670607j -0.242285-0.384675j 2.62143-0.176177j -3.86756-0.507965j 2.92593-0.223264j -3.24119-0.262354j 0.843702+0.0153317j 0.159427-0.122597j 0.987193+0.131189j -2.67617-0.0550138j 0.389364-0.0574344j -2.219-0.0136376j 0.980861-0.307148j -1.04029-0.0414555j -0.0456931+0.264293j -1.17195+0.0524998j 0.223419+0.0221516j -0.23009-0.0699931j -0.638681+0.0130753j -0.326814+0.243759j -0.129795+0.0801015j 
0.0791487+0.366797j -0.142621-0.239481j 0.344701+0.59873j -0.234334+0.183441j 0.155801-0.720056j 0.235983-0.115914j -0.509869+0.274922j 0.291618-0.231087j 0.171292+0.0186128j -0.783628-0.539724j 0.154932+0.183974j 0.803417+0.633272j -0.210706+0.181438j -0.35768-0.286403j 0.479004+0.286959j 0.486631+0.0630725j -0.850996+0.060897j 0.719377+0.214051j 0.186902+0.25819j 0.125684-0.498463j 0.135092-0.358998j 0.63057+0.301299j 0.46592+0.524316j 0.286533-0.280249j 0.523885+0.104597j -1.10984-0.540159j -0.0472873+0.0566802j -0.41834-0.28686j -0.101735+0.00822208j -0.881152-0.592368j -0.605197-0.294019j 0.958095+0.674987j -0.80617-0.0850583j 0.403965+0.232697j 1.139+0.464609j -0.120522+0.148513j -0.385799+0.0386313j 1.05529+0.395069j -0.979686-0.493835j 0.446813+0.0733844j 0.519941+0.216675j 0.129361-0.0815078j -0.145829-0.107158j 0.283116+0.201098j -1.3582-0.267927j 0.854393+0.0992981j -0.710818-0.224527j 0.710582+0.0816408j -0.834373-0.219315j -0.131774+0.263924j 0.386885-0.187777j 0.622061+0.117079j -0.652762-0.169145j 0.516022+0.365312j -0.769639-0.136012j 0.054425-0.0661547j -0.196756+0.0482207j 0.320281+0.091303j -0.775869-0.0289583j -0.147601+0.148438j 0.0543314-0.364716j 0.157287+0.0813069j -0.272965-0.085282j -0.0682787-0.0756623j -0.122799-0.0409915j -0.0141226+0.16178j 0.114432-0.217127j 0.00261811+0.182734j 0.0143138-0.366134j 0.108772-0.0393944j 
0.544527+1.04188j 0.171469-0.338662j 1.11802-0.96442j -0.261646-0.298366j -0.674273-1.2434j 2.05647-0.266893j -0.793017-0.103656j -2.60808-0.463173j 2.05333+1.57522j -4.23515-0.771416j 1.16282+0.70761j 4.91961+1.61169j -1.66096-0.166099j -0.857423-0.017651j 1.24644+1.00531j 6.30745+1.42449j -5.20341-0.540807j 6.62385+1.79353j 5.37989+0.503181j 0.620524+0.184696j 2.38117+0.330211j 8.40731+0.994442j 6.80945+1.58803j 3.94187+0.712817j 5.44365+0.989595j -12.3979-1.57568j -1.37625-0.442015j -2.23715-0.491348j 1.34757-0.116818j -7.60763-0.922408j -3.74104-0.510295j 8.77566+1.17818j -8.54599-0.542108j 3.67696+0.34719j 8.10295+1.02581j 0.152638-0.0445224j -3.26099-0.606716j 8.16449+1.22768j -8.52665-1.087j 3.79054+0.00713252j 6.41561+0.888664j 0.607689+0.28473j -2.44185-0.197169j 2.06014-0.11309j -12.778-1.15523j 5.5425+0.680889j -3.94371-0.619347j 6.76081+0.702345j -8.25389-1.02338j 2.20518+0.10578j -0.181627-0.260912j 5.04741+0.586525j -6.81856-0.917286j 5.69662+0.688107j -6.49849-0.807885j 1.64682+0.00928155j -0.217529-0.147274j 2.07256+0.236675j -5.56231-0.451046j 0.391892+0.100583j -3.35125-0.350875j 2.32214+0.0264557j -1.98085-0.303169j -0.573443-0.0222909j -2.27248-0.0767637j 0.157981+0.125433j -0.0778085-0.27499j -1.29183-0.0297483j -0.464106-0.321897j -0.106316-0.166166j 
0.0232783+0.242248j 0.75896-0.389548j 0.632489+0.493738j 0.884044+1.09333j -0.390134+0.913828j 0.980148+1.19881j -0.0324735-0.649561j -2.27453+0.19796j 2.03039+1.39331j -2.20283-1.01524j 0.037263-1.26941j 4.81923+1.11903j -2.334-0.0892846j -0.774405+0.155386j 1.96444+0.215898j 5.15469+1.34124j -4.96538-0.591126j 6.16871+0.663278j 4.048+0.676515j 0.342132-0.292912j 2.58337+0.667231j 8.14705+1.64856j 5.98853+0.932382j 2.66266+0.81383j 4.66649+1.35353j -12.2053-1.60064j -2.19098-0.417104j -2.48479-0.103087j 0.729797+0.160991j -6.5886-0.791484j -3.62399-0.501201j 7.98739+1.01849j -7.10344-1.17556j 3.44944+0.262654j 7.10488+0.886539j 0.174931-0.335522j -3.2986-0.468506j 6.72724+0.368112j -7.68345-0.95487j 3.93953+0.646411j 6.43078+1.391j 0.266932+0.684826j -2.60618+0.00813546j 1.71356+0.154408j -11.7968-1.39413j 5.26354+0.338106j -3.57429-0.504301j 6.33422+0.621673j -8.084-0.844544j 2.499+0.0363878j -0.638061-0.290797j 4.83329+0.623841j -6.21797-0.514611j 5.48899+0.400244j -5.74776-0.399789j 1.68301+0.0856105j -0.0513152-0.100071j 1.95604+0.241876j -4.72258-0.268982j 0.378455-0.0356092j -3.1558-0.0167479j 2.01967+0.0779143j -1.70835-0.151731j -0.397549+0.0111574j -2.11257-0.0930355j 0.0676559+0.043138j -0.100265-0.00283096j -1.27977+0.0804854j -0.0906165-0.0515053j -0.165045+0.127235j 
0.256067-0.344834j -0.278518+0.410946j -0.718475-0.853019j -0.494416+0.500449j -1.23398+0.244667j -1.43582-0.305761j 1.18163+0.613141j 0.310606-0.01714j -0.987727-0.284599j 1.53864+1.6285j 0.177955-0.520838j -1.85572-0.857329j 1.26515-0.223311j -0.389465+0.299671j -0.471587-0.282665j -2.75149-0.695101j 2.47089+0.898118j -2.83278-1.00881j -2.08155-0.492297j -0.442353-0.0825068j -1.41003+0.205623j -3.65721-0.578551j -2.654-0.59778j -2.19851-0.514113j -2.62317-0.70305j 5.59229+1.00757j 0.783072-0.267937j 0.919741+0.487295j -0.409008+0.0784066j 2.89398+1.0764j 1.81596+0.70309j -3.4802-0.863884j 3.74197+0.851511j -1.39781-0.457872j -3.47511-1.24436j 0.428599+0.0810005j 1.67371+0.316423j -3.17639-1.05499j 3.51567+1.06889j -1.91163-0.277205j -3.09268-0.353859j -0.468235-0.193991j 1.01038+0.0740857j -0.84925-0.249061j 5.84585+1.32018j -2.4646-0.665296j 1.69281+0.600794j -3.08313-0.610188j 3.70276+0.622973j -0.644076+0.216911j -0.160599-0.330401j -2.48957-0.448572j 2.81816+0.808324j -2.36669-0.38569j 2.73259+0.777636j -0.8092+0.0390289j 0.122575+0.172318j -0.911373-0.237133j 2.48387+0.735702j 0.00554419+0.0741259j 1.08921+0.0828317j -1.07926-0.0648501j 0.810546+0.31681j 0.217111+0.0363858j 1.01298+0.048012j 0.126822-0.123271j -0.244061+0.033452j 0.708611-0.115083j -0.14893+0.259025j -0.0788937-0.0500294j 
-0.555244+1.16178j -0.453283-0.839005j 1.21308-0.641684j 0.617872-0.0593789j 0.786536-0.341181j 1.46306+0.420917j -0.128265-0.317751j -0.576504-0.197378j 0.911566+0.266659j -1.02525-0.468218j -0.149962+0.255313j 1.06978+0.47039j -0.656483+0.0618118j -0.471594-0.234293j 0.0287429+0.0812491j 2.01967+1.00179j -1.99367+0.0456451j 1.78153+0.694005j 1.87075+0.240227j -0.120248+0.167131j 0.564259-0.0887227j 2.96895+0.340691j 1.87025+0.485143j 1.18361+0.267202j 1.94193+0.408212j -3.62258-0.342783j -0.128451+0.106685j -0.732919+0.11045j 0.292109+0.235725j -2.0748-0.284658j -1.15124+0.113699j 2.59211+0.501288j -2.68292-0.891325j 1.23589+0.16763j 2.40981+0.316806j 0.252317+0.0022473j -0.900427-0.053867j 2.24605+0.702823j -2.67528-0.463621j 1.44712-0.0218784j 2.31559+0.224651j 0.194163+0.0580026j -0.786385-0.0643074j 0.828113+0.162457j -4.08218-0.491004j 1.55733+0.0975065j -1.08226+0.0145253j 2.02654+0.211537j -2.54476-0.208548j 0.844671+0.141918j -0.241074-0.162617j 1.52525+0.0413238j -1.95427-0.319173j 1.78904+0.167204j -1.69086-0.276103j 0.563114-0.00298619j 0.0470202+0.0216806j 0.643188+0.102492j -1.43317-0.173248j 0.192967+0.0689762j -1.17371-0.250346j 0.77182+0.0784724j -0.527322-0.0780121j -0.0113193-0.040501j -0.821491-0.0595699j 0.12984+0.0885016j -0.167567-0.0952281j -0.237091+0.0252782j -0.084294-0.212541j 0.0726801-0.0109672j 
-0.106665+0.136573j -0.113294-0.463785j -1.85508+0.283263j -0.934558+0.912931j -0.0681077+0.555342j -1.51095-0.404799j -0.0742549-0.0871202j 0.869515+1.01869j -0.240758-0.401526j 2.04875+0.742697j 0.486814-0.776928j -2.08921+0.423336j 0.364744-0.348649j 0.107771-0.336458j -0.0733998+0.715393j -2.0474-0.842398j 1.64589-0.188014j -1.61648-0.122387j -2.24834-1.08864j 0.587787-0.186558j -0.35854-0.340747j -3.35718-0.563256j -2.32853-0.673594j -0.98633-0.981293j -2.06471-0.42853j 4.87564+0.43495j 0.677547-0.0921168j 0.859378-0.340864j -0.494851-0.534254j 2.80087+0.361161j 1.45857-0.202685j -3.34058-0.314135j 3.26626+0.640928j -1.46755-0.042956j -2.92314-0.141994j -0.1958-0.0488059j 1.03752-0.115637j -2.67628-0.384878j 3.11388+0.0783434j -1.70132+0.144671j -2.62108-0.037699j -0.235578-0.161549j 0.879681-0.0916343j -0.863001-0.0842333j 4.53745+0.198009j -1.62431+0.0705174j 1.29376-0.091665j -2.20883-0.138684j 2.81793+0.0704364j -1.03958-0.0280132j 0.388759+0.0865027j -1.72184+0.0142576j 2.15969+0.265563j -2.10557-0.0191152j 1.96535+0.210882j -0.593358-0.124905j -0.0933405-0.0508487j -0.72692+0.125614j 1.64393+0.174408j -0.266953-0.128792j 1.40423+0.277798j -0.938003-0.170597j 0.603172+0.0163708j 0.233313+0.0696106j 0.88308+0.119606j -0.141414+0.0123155j 0.104587+0.0379626j 0.243597+0.270855j 0.363242+0.129007j -0.0635434+0.156473j 
