0.00207525-0.000770851j -0.000270769+0.00353768j 0.0129621+0.00138631j 0.00542308-0.000337002j -0.0155673-0.00442394j 0.0160203+0.00559785j 0.0023887+0.007857j -0.00284403-0.000340215j -0.00186229+0.00167814j -0.00483313+0.00932257j 0.0169446-0.0070806j -0.00184269-0.00118846j -0.0181798-0.00378004j 0.0053912+0.00213784j -0.00811679-0.013621j -0.00719563-0.0108936j -0.00432043-0.00387398j -0.0169307-0.00233966j 0.00287275+0.00293447j -0.00493145+0.000806128j -0.000994071+0.00151683j -0.0108769-0.00263527j 0.0172484-0.00553436j 0.0142433+0.00123332j -0.0136915-0.00242j 0.0217096-0.00269049j -0.00311319+0.0104019j 0.00516693+0.00146413j -0.00213307+0.000477923j -0.000957151+0.00224621j 0.000504789-0.0022855j 0.000967944-0.00319179j 7.58016e-05-0.0012338j 1.73106e-05-0.00294427j 0.00109913-0.000225862j -0.000750662-6.28023e-05j 0.000982581+0.00311241j -0.000990679+0.00140305j 0.000175197+0.00172128j 0.000829436+0.00149749j 0.00350435+0.000771464j -0.000501397+0.00131112j 0.00478855-0.00312819j -0.00173671-0.0028054j -0.00128685-0.000375979j -8.25797e-05+0.00191388j -4.2894e-05-0.000363371j -0.00214105-0.000233763j -8.22217e-05+0.000872316j 0.000862017-0.00340033j -0.00177141+0.000111375j 0.000177331-0.000465221j 
-0.000859308-0.000222431j -0.00144587+0.0015504j 0.00353023-0.0018997j -0.00299861+0.00251665j 0.00125702-0.00243376j 0.00232981-0.000773485j -0.00125754-0.00194421j -0.00434298+0.00208646j 0.0166098-0.00497247j -0.0170719+0.00346991j -0.0151811+0.00242942j 0.00564208+0.00165525j -0.0135962+0.00117868j -0.00664304-4.0339e-05j 0.0099456-0.00210766j -0.000287218+0.000269236j -0.00581851+0.000197175j -0.0117268+0.000991706j -0.00673311-0.00125165j 0.0172366+0.00243552j 0.00672376+0.00149105j -0.00459942-0.00200514j -0.00791617+0.00149342j -0.00527884-0.00185513j -0.0172298-0.00513829j -0.0113074-0.00531181j 0.00799789+0.00175702j 0.00154146+0.00456339j -0.00181809-0.00209997j -0.00526357-0.00728548j 0.00120887+0.00742438j 0.000548324-0.00779292j 0.00134696+0.000433387j 0.0018569+0.00423542j -0.000155766-0.00272879j 0.00149114+0.00109609j -0.00177555-0.00223256j -0.000124403+0.00326399j -0.000392675-0.00133172j -0.000341156-0.00145301j 8.24262e-05+0.0056405j -0.00174453-0.00941195j -0.00144844+0.00512255j -0.00417921+0.00371575j 0.000156014+0.00318117j -0.000925869-0.00150839j 5.6685e-05+0.000939063j 0.00238118-0.00214905j 0.00342542+0.000215557j 0.0016389+0.00104802j -0.000839605+0.00264146j -0.000282148-0.000814116j 
0.000313341+0.000209458j 2.47861e-05-0.000998552j 0.000138472-0.00145022j 0.000888137-0.00158295j 0.00182765-0.00273927j 0.00124065-0.000646718j 0.00315574+0.000760493j -5.53065e-05+0.00130129j -0.00132114+0.000539779j -0.00633726+0.0015014j -0.000319602-0.000679091j 0.0168414-0.00377777j 0.00632208-0.00308476j -0.0110283+0.00103798j -0.00566841-0.00165526j -0.0201309+0.00325739j 0.022738-0.000816719j -0.0075833-0.000500155j -0.0168999-0.00383078j -0.00753447-0.00272021j 0.0180425+0.00206259j 0.0169445+0.00495527j 0.0104552+0.00142943j -0.00572074-0.00305528j -0.00441963-0.000610047j 0.000405763+0.00156322j 0.00357111+0.00122614j -0.00245295-0.00492565j 0.00195273+0.00231153j 0.000124318+0.000946041j 0.00130462+0.00162011j -0.00239741+0.00683564j 0.000255391+0.00462056j -8.06419e-05-0.000175576j -0.00264317-0.00857535j -0.00113657+0.000919327j 0.00133465+0.00167793j 0.000471882-0.00572998j 0.000805936-0.000885642j 0.000445322-7.43897e-05j 0.000750886+0.00275276j -0.000533489-0.000711172j 0.000735981-0.00293057j 0.00150174-0.00329998j 0.000108657-0.00293837j 0.000107278+0.000420433j -5.78732e-05-0.000608773j -0.000139461-0.000499024j -0.00124747-9.893e-05j 0.00114657-0.000463148j 0.000605693-0.00277545j 0.000248247+0.000750171j 
0.000420118+0.000285769j 0.000208119-0.00200017j -0.000798027-0.000760917j -0.00109292+0.00137657j 0.00119687-0.0011766j -0.000446758+0.000657593j 0.0146886+0.000597917j 0.00819844+0.00409488j -0.0014137-0.00193876j -0.00672666-0.00120932j -0.0114979+0.00205574j -0.00140231-0.00196131j -0.00918794+0.00145533j 0.000608909-0.00394153j 0.00219718-0.00207042j 0.00661837-0.000275757j -0.00108754+0.00089191j 0.00687649-0.00053163j 0.0102817+0.000534517j 0.0111906-0.000311908j -0.0079896-0.00215223j 0.000108768+0.000194774j 0.00158445-0.00393241j 0.0047628-0.0001477j -0.00618608-0.000598213j 0.00143538+0.00304725j 0.00416329+0.00320568j -0.00469716-0.0137158j 0.00653498+0.00805525j -0.00178474+0.000835914j -0.000339597+0.00361212j -0.00647147+0.0210546j -0.00164989+0.00117992j -0.0025037+0.0039394j 0.000209665+0.00341302j 0.000478858+0.00187114j 0.00383135+0.00952406j 0.000513111-0.000153425j -0.000524425+0.00158441j 0.00115031-0.00171399j 0.00199154+0.00554191j -0.000798835-0.00687818j 0.00150205-0.00893068j 0.00419814-0.0118136j -0.000278763-0.0095707j 0.000591081+0.00169715j 3.98168e-05+6.26346e-05j -0.000473359-0.00176401j -0.0030993+0.000723344j 0.00412742-0.00211506j 0.000894237-0.00861562j 0.00079996+0.00201193j 
0.000243845-0.000118437j -0.00060326+4.81347e-05j 0.00140793+1.67783e-05j 0.000730105-0.000426684j -0.0018151-0.000499769j 0.00251531-0.000503794j 0.00289939+0.000723091j 0.00656271-0.00351118j 0.012614-0.00605665j 0.0219403-0.00332735j -0.00859404-0.00174467j -0.00473341-0.000613381j 0.0196848+0.00313449j -0.0138807+0.000304051j 0.0165499+0.00201432j 0.00607959+0.000492671j -0.00463815-0.000264216j -0.0219662-0.00214685j -0.0169882-0.0032874j -0.00667203+0.00188978j -0.0119912-0.00273364j -0.00812196-0.00138371j 0.00296492+0.000531197j 0.00619284+0.000636993j -0.00246729+0.00128118j 0.00388412+0.00160698j 0.000356892+0.000400808j -0.000751221-0.00406869j -0.000168885-0.00145902j -0.000689051+0.000333541j -0.000769403+0.00097812j -0.000216503+0.00454769j -0.00107788-0.00279872j -0.000545683-0.000202081j -0.000995867-0.00322674j 0.00188585+0.000510016j 0.00136439+0.00337206j 0.000446487+0.00075841j -0.000140587-0.00508164j -0.000269398-0.00145338j -0.000118814-0.00107334j 0.000524627-0.00216179j 0.000134325-0.00303522j 0.00109923-0.00162906j -2.4156e-05-0.00224249j 0.000109691+0.000182401j 0.000129082+0.000605501j 0.000181827-1.17645e-06j -0.000660054+0.000301273j 0.000423109-0.000252949j 0.000372822-0.00147745j 0.000124456+0.000348862j 
0.000820755+3.36122e-07j 0.00436072-0.00225825j 0.00130721+0.00275699j -0.00110533+0.0011131j 0.00086807+0.00037483j -0.00130508-0.00127862j 0.0178323-0.0048231j -0.0145038+0.00429364j 0.00533146+0.00172093j 0.0047074+0.00047138j 0.0238475+0.00105151j 0.0111535-0.00113346j 0.00351252-0.00146974j 0.00290373-0.00171193j 0.019823+0.000344825j 0.0166202+0.00142962j 0.00037246+0.000748015j 0.00943537+0.00336702j -0.00459062-0.00221212j -0.00230347-0.000422885j 0.0170337+0.00212594j -0.00684315-0.00151916j -0.00169887+0.00172452j 0.00103237+0.003322j -0.00461253-0.00210516j -0.00347168-0.00332763j -7.65529e-05+0.00243966j 0.00303532+0.0048407j 0.00568118+0.0113283j 0.00156586+0.0010583j -0.00185926-0.00462426j -0.00191328-0.00016952j -0.000799197+0.0026934j -0.0013404+0.00355381j -0.000151502-0.000724636j -0.000850591-0.000641807j -0.00245319-0.00179607j 0.000678915+0.000399662j -0.00050775+0.00388454j 0.000517525-0.0070905j 0.00111514+0.0019656j -0.000286816+0.000694222j -0.000767736-0.000609222j -0.00171697-0.00319508j -0.00110504+0.000448538j 0.000807396+0.00158203j -5.54935e-06-0.000163973j -0.00235692-0.000189597j 0.000107963+0.00118915j 0.000193704-0.00196408j -0.00192167-0.000489507j 0.000135132-0.000278794j 
-5.09372e-05-0.00123729j -0.00293192-0.00159855j 0.005221+0.00205444j -0.00277784-0.000195037j -0.00526683+0.00558148j 0.00333244-0.0122967j 0.00539109-0.00322658j 0.00414044+0.0015603j -0.00761693-0.00396752j 0.000120539-0.00236213j 0.00168031+0.00422398j -0.000867816+0.000650654j 0.00301916+0.00308779j 0.00274049+0.00278313j 0.00126834+0.00145158j 0.000583084+0.0051305j 0.000845957-0.0018277j 0.00350745-0.000617728j 0.00336324-0.00310248j -0.00455672+0.00168877j 0.00664401+0.00706271j -0.00475937-0.00587165j 0.00599304+0.0110404j 0.0109781+0.00551668j -0.0107821+0.00190217j 0.00678699-0.0241569j 0.0112754-0.0182495j 0.00226643-0.00139433j 0.00373992-0.000569628j 0.00149765+0.0026838j -0.00232215+0.00090672j -0.00156887-3.04973e-05j -0.000367304+0.000713456j -0.00326081+0.00173881j -0.00330528+0.00167272j 0.00276765-0.000428808j 0.00185871-0.00201814j 0.00642129-0.00374023j 0.00612927-0.00336654j -0.00281142-0.00420981j 0.000527585-0.00322089j 0.00415371-0.00293575j -0.00726467+0.00288835j -0.000835379+0.00422018j 0.000457854+0.00231283j 0.00269069-0.000155205j -0.000675952+0.00140498j 0.000315487+0.00227879j 0.000421629-0.0016792j -0.00112335+0.00238729j 0.00108736+0.00031215j -0.000153266+0.000795305j 
0.00207202+0.000922059j 0.000193367-0.000235403j 0.00262033-0.00562584j 0.0025385+0.00574102j -0.000826744+0.00954164j -0.00439782+0.0125776j 0.000326236+0.00144514j 0.000572107+0.00353259j -0.00235766+0.00176513j 0.00440658+0.000737561j 0.00250939+0.00135638j 0.0069028+0.00307136j 9.75446e-05-0.00290476j 0.00464649+0.00244442j 0.00536471-0.00100833j 0.00484287-0.000927088j 0.00433951+0.001621j 0.00390825-0.00123441j 0.0015123+0.00287001j 0.00648622+0.00738564j 0.00071786+0.00187204j 0.00298626+0.00324991j 0.0145628+0.00502315j 0.00705783-0.016027j -0.000977898+0.0114565j -0.0128268+0.0112108j 0.000355499-0.0102678j -0.00943481+0.0062557j 0.00694204-0.00499432j -0.000139838-0.000636321j 0.00274063+0.000197401j -0.00414417-0.00154529j 0.00014749-0.00205954j -0.000390302+0.00074469j 0.000605178+0.00219658j 0.0031498+0.000241153j 0.00322869-0.00177955j -0.00340894-0.00550829j 0.000286368-2.17094e-05j -0.00556943+0.00158722j -0.00500642+0.000593032j 0.000300628+0.000804531j -0.00186759+0.0110746j 0.00659311+0.00435945j 0.00280504+0.00534114j 0.0012154+1.37826e-05j 0.000607376+0.000653604j 0.00299649+0.000813134j -0.00317998-0.00714999j 0.00427398+0.00510067j 0.00490669-0.0028628j 0.000666308+0.00280088j 
-0.000126328-0.00104871j -0.000213057+0.00211905j 0.00118559+0.00380127j -0.00217646+0.00327341j 0.00300451+0.0166407j -0.000493216-0.0258696j 0.000852596-0.00202609j -0.00524763+0.00515477j -0.00339264-0.000487481j 0.00126091-0.000652316j 0.0028772-0.00594069j -0.00481651+0.00090782j 0.00442563+0.0010198j -0.00200935+0.00549029j -0.00352243+0.00452749j -0.0041879-0.00170859j -0.00112844+0.000243069j 0.00364271-0.00264448j -0.000630592+0.00449564j -0.00591852+0.000172084j -0.00464744-0.00425919j -0.00318767+0.00993481j -0.000710321+0.00557276j 0.0150963-0.00853795j -3.62801e-06-0.00285895j -0.0148491+0.00481928j -0.00673181+0.00306744j 0.00380668-0.00233946j -0.00208701-0.00158174j 0.00377602+0.000555823j -0.00438851+0.00271526j 0.00285566-0.000529752j 0.000549257-0.00138007j -0.0041405+0.000909062j 0.00225427-0.000170789j 0.0049359+0.00194046j -0.00417319+0.00288262j -0.00150667-0.005236j -0.00405195-0.000609266j -0.000667745-0.00321247j -0.00253707-0.00197304j -0.00201914-0.00304419j -0.0036055-0.00288751j 0.00168001-0.000200025j -0.000801902-0.00243085j 0.000892281-0.000478787j 0.000617175+0.00254429j 0.000964013-0.000257958j 0.00211983+0.00429022j -0.0025822-0.000530015j -0.00111244+0.00127336j -0.000451476-0.00142598j 
-0.000727946-6.72705e-05j -0.000283566-0.00261224j 0.00315218+0.00698527j -0.00044825-0.00411541j 0.00247036-0.00939195j -0.00562894-0.00917388j 0.00162058-0.00325892j 0.000824456+0.00107396j 0.00308148-0.00375835j 0.00389078-0.00145758j -0.00643802+0.00426741j -0.000458047-0.000800849j -0.00296602-0.00199575j 0.00282922+0.00324987j 0.00201923+0.0048623j -0.00367337+0.00320235j 0.00217035+0.00389711j -0.000869035-0.00294353j 0.00396258+0.00300666j -0.0037259+0.00188407j -0.00912601+0.0120722j 0.0124573+0.00268675j -0.00528593+0.00825068j -0.00282557-0.0125991j -0.00547345+0.00161087j 0.0171171+0.00922686j 0.0155032+0.0113821j -0.00145317-0.000147535j 0.00281805-0.00112673j -0.000677634-0.00111192j -0.000253053+0.000989107j -0.00309775+8.54139e-05j -0.00163521-0.00017255j -0.00246563+0.00147329j -0.00139508-0.00392514j 0.00184744-0.000204262j 0.00718057-0.00244853j -0.000937509+0.00412148j 0.00101722+0.00801931j -0.00197975-0.00333321j 0.00209655+0.00123649j -3.24819e-05+0.00466308j -0.00202442-0.000344698j 0.00046402-0.000200477j 0.000351331+0.00282235j 0.0017722+0.000631342j 0.000413261-0.00069041j -0.000605687+0.001055j -0.00117467-0.00264068j 0.000520536+0.00131719j 0.00157163-0.00129365j 0.00015564+0.00126842j 
-0.0011969-0.000417865j -0.0026198-0.000427436j -0.00223415+0.000487011j 0.00116715-0.00321708j 0.00129659-0.00399724j 0.00178783-0.00940836j 0.00246515-0.00105939j -0.00179779-0.00137893j 0.0040874-0.000721469j 0.00187227+0.00152405j -0.00101545-0.000500373j 0.00335144-6.9894e-05j 8.71432e-05+0.00135132j 0.000133336+0.000538866j 2.78501e-05+0.00290339j -0.0011725-0.000465732j -0.00229972-0.00269042j 0.00281161-0.00594638j -0.00139416+1.72817e-05j -0.000754205-0.00644382j -0.000138289-0.0104727j -0.00162329+0.00340443j -0.00504066-0.015388j 0.00600598+0.00589304j -0.00426063-0.000590762j 0.00384033-0.000241749j -0.0036822+0.00412031j -0.0137373+0.0083392j 0.0182932-0.00452816j -0.00279658+0.000915406j 0.00264211-0.00481888j -0.0109353-0.00198433j -0.00188482+0.000903988j -0.00126872-0.000961116j -5.60866e-05-0.00124237j -0.00382511-0.000614695j 0.0154576-0.00280508j -0.00160787+0.00333196j -0.00219546-0.000247452j 0.00268858-0.00186166j 0.000783274+0.000695126j 0.00202941+0.00280818j 0.00495742+0.00409886j 0.00415951+0.00885008j 0.0027376+0.0116195j 0.00300556+0.00304697j -0.000565113-0.00126742j -0.000396439+0.0039174j -0.00963071-0.0130052j 0.0050727+0.00520296j 0.00725064-0.00400098j 0.00158891+0.00521437j 
0.000387566+0.00132146j -0.000254675-0.00193294j -0.00285553+0.0111163j -0.00224847+0.000373136j 0.00360314-0.00957029j -0.000385829+0.000391292j 0.0007712-0.00135096j 0.00292944-0.00342382j 0.00633229+0.000643569j 0.00164254+0.00327559j 0.00210711+0.000299415j -0.00235498+0.00084403j -0.0076477-0.0135335j 0.00226761+0.00603805j -0.00483276-0.00552517j 0.0031726+0.0037014j -0.00308766+0.000600474j 0.00388606+0.00592488j -0.00523236-0.0062947j -0.00665588-0.0182777j 0.00478115+0.0140831j -0.00192758+0.0123498j -0.00158293-0.00349755j 0.00179813-0.0116463j -0.00533581-0.00173686j -0.0105664+0.00174004j -0.00469231-0.000305068j 0.00113948-0.00174992j 5.20693e-05+0.000422176j 0.00337623-0.00410655j 0.00361213-0.00213909j -0.00139306+0.000194487j -0.0013365+0.00180694j 0.00882289-0.00151353j -0.00241871+0.00226576j -0.016899-0.00177462j 0.00137636-0.000758311j 0.00328702-0.00572347j 0.000476695-0.00195324j 0.00399679-0.00017797j 0.00236091+0.0052162j -0.00170242+0.00332685j -0.000452408-0.000990729j -0.00123448+0.00123254j 0.000168811-0.000232544j -0.00142368-0.000418086j -0.000358075-0.00661184j -0.00148655-0.00106634j 0.000497964+0.000364852j -0.000874907-0.000715202j -0.000490164+0.000986015j -0.000252252-0.00044626j 
0.0013416-0.000838009j -0.000784239+0.00144472j 0.000218723+0.000676409j -0.00130452+0.0037529j 0.00164282+0.012006j 0.000897777-0.0101414j 0.000737639-0.00160275j -0.00372986+0.00285071j -0.0026085-0.00012164j -0.00153798+0.00123874j 0.00518036+0.00234607j -0.00552515+0.00657107j 0.000942142-0.00111994j -0.0012254+0.0021304j -0.000920285+0.0046739j -0.00950269+0.00448857j 0.00791194-0.0048096j 0.00802357-0.0023631j 0.00655536-0.00120217j 0.00273721-0.00315034j 0.0170329-0.00388278j 0.002587+0.00174315j 0.0176833-0.00603437j -0.0151945-0.00265471j 0.00444302+0.00227261j 0.0100851+0.00292064j -0.000311927+7.17579e-05j 0.000990333-0.00106375j -0.000568778-0.000421793j 0.00381662-0.00157064j 0.00168275+0.000898509j -0.000313622+0.000166178j -0.00237617+0.000172069j 0.00399773+0.00250689j -0.000388061-0.000342839j -0.0089215-0.00352463j -0.000369777+0.00087016j -0.0031582-0.000130001j 0.000806006+0.000493879j 0.00238991+0.000554151j 0.00143324+0.00116458j 0.00102917+0.00177646j -5.29741e-05-0.000823186j -0.000528948+0.000345808j -0.000182197-0.000418383j 0.00026572-0.000556497j -0.000654833-0.00296488j -0.000515411-0.000319621j 0.000230783+0.000602116j -0.00147213-0.000186289j -0.000350079+0.000599295j -0.000160166-0.000336279j 
0.00351831+0.000814693j 0.000773932+0.00134627j -0.00402446+0.0115648j 0.000415738+0.0122318j 0.00127547+0.0104766j -0.00124015+0.0139789j 0.00113603-0.0018875j -0.00323748-0.00135906j -0.000331556-0.00500493j -0.00419391-0.00529964j -0.00993464-0.00318853j -0.0140715-0.00538244j 0.00485993+0.00200665j -0.00552489-0.00232696j -0.00659312-0.00729845j -0.00642751-0.00787338j -0.00306889+0.00431165j 0.00465977+0.0106939j -0.000981572+0.00094682j 0.000354823-0.0102778j 0.0030328+0.00562637j 0.00294399-0.00436494j 0.00251411+0.00629846j 0.00052128+0.00267464j -0.00477605-0.0082756j 0.00631587-0.0031306j 0.00176845+0.00647126j -0.00292863+0.00229756j 0.0075629+0.000249577j -0.0049668+0.00513892j -0.00382588-0.000797285j -0.00277393-0.00171182j 0.00137946-0.00115228j -0.00930436-0.00136096j 1.63e-05+0.00159795j 0.0183292-0.00148314j 0.00382566-0.00113849j 0.00245338-0.00282867j 0.00096564+0.000502995j 8.28793e-05-0.00059609j -0.00151546-0.000210764j -0.00205155-0.0021842j 0.00258165-0.00217799j -0.000852181+0.00362919j 0.00025535+0.00433412j 0.00206965+0.00173109j 0.00154684+0.00472366j 1.80243e-05+0.00217143j -0.00306023-0.00371657j 0.00133375+0.00112533j 0.00198466-0.000872175j 0.000558998+0.00165494j 
0.000566029-0.000157913j -0.000644365+0.000347216j -0.000689294-0.00311314j 0.000501038+0.000467863j -0.00157425+0.00336396j 0.00386249+0.00172032j -0.00262789+0.00109052j 0.0021013+0.00400198j -0.0061038-0.00473048j 0.00146887+0.000725019j -0.0137318-0.00953584j -0.00436502-0.00170662j -8.46902e-05-0.00122224j 0.00269125+0.00427913j -0.00680544-0.00209272j 0.00580003+0.0146482j -0.000358342-0.00718925j 0.000600584-0.00901972j -0.0027173-0.0119721j -0.00462733+0.00237409j -0.00350117-0.0102679j 0.00402413+0.00888307j 0.00739154+0.0154032j -4.5506e-05+0.0049907j -0.00159977-0.00573825j -0.00161559-0.00343332j 0.00230402+0.00447833j -0.00280365+0.00132949j 5.12885e-05-0.00330052j 0.00206773-0.00200536j 0.00327202+8.74804e-05j -0.0014263-0.000993682j -0.000275202+0.00063463j 0.00529664-0.0027727j -0.00321209+0.00324053j -0.00972555-0.00139326j 0.00726074+0.00257722j 0.00605977-0.00584672j 0.00481928-0.00660206j 0.00113938-0.00316942j 0.000624721+0.00173271j 0.00307236+0.000409643j -0.000819-0.00055075j 0.0022436+0.000241252j 0.00019801+0.0011673j 1.48827e-05+0.000490768j -0.00106522-0.00284354j 7.39172e-05-0.000359769j -0.00146023-0.00130399j 0.00157103+0.000495529j 0.00100881-0.0014952j 0.000337017+0.000712707j 
0.00262504+0.000679855j 0.0015187+0.00182215j -0.00197721-0.00348891j 0.00108774+0.00628503j 0.000730024+0.0145257j 0.000450574+0.00648865j 0.000832881-0.000586093j -0.0016467+0.00579838j -0.00683039+0.00487644j -0.00317362+0.00320704j -0.00196676+0.00974091j 0.000161613+0.0104491j 0.0123903-0.0113578j -0.00556685+0.00709689j 0.00924089-0.00208159j -0.00233718+0.00999519j -0.00170748-0.00385732j -0.00854456+0.00120893j 0.00578852-0.00578441j 0.0166462-0.00859288j -0.0158704+0.00090105j -0.00839437+0.00371916j 0.00235016-0.0078654j 0.0146529-0.00404945j 0.000299742+0.000305182j 0.000198488-8.07417e-05j 0.00382142+0.000232618j 0.00137222-0.0014565j -0.000523641+0.00068535j 0.00491195-0.00202281j 0.00176496-0.000196757j -0.000458354+0.000992318j -0.00203332+0.00118744j 0.00347741+9.62074e-05j -0.00149682-0.000632379j -0.00786476+0.00244326j 0.00115148-0.00105791j 0.00193512+0.0025424j 0.00035481+0.00272186j 0.00159121-6.06705e-05j -0.00115525-0.000247652j -0.00124302+7.87783e-05j -0.00150551-6.56292e-05j -0.00111843-0.000270428j -9.73645e-05-0.000392658j 0.000193962-0.000425436j -0.000328087-0.00213751j 5.26543e-05-0.000145444j 0.000605129+0.000170407j -0.000936158-0.000166646j -0.000217186+0.00032883j -0.0001472-0.000141823j 
-0.00200324-0.00114594j -0.00105888+0.00179278j -0.00191569-0.0135812j 9.36214e-05-0.00662335j 0.000688126+0.00263177j -0.0010483-0.0115926j -0.00208443+0.00135706j 0.00010379+0.00439477j 0.000352381+0.0031305j 0.00322705+0.00144572j 0.0126384-0.010576j 0.00744889-0.00886668j -7.90361e-05-0.00214564j 0.00354059+0.00141162j 0.00553734-0.0133049j 0.00174811+0.00303084j 0.00143903-0.00100487j -0.0035083+0.00563884j 0.00592422-0.00874163j 0.0055948-0.0108343j 0.00206129+0.00475354j -0.00194083+0.0108745j -0.00671629+0.00800443j -0.00669585-0.00684457j 0.0135786-0.0045917j 0.00638746+0.00101948j -0.00676827+0.000210426j -0.00360845+0.00304227j 0.00257411-0.00203493j -0.00222818-0.000454904j -0.00050081-0.00010904j 0.00081943-0.000684622j 0.00149543+0.00176418j -0.00200188+0.000400099j -0.00286562-0.000811117j 0.01114+0.000143235j -0.000725584+0.00263293j 0.00709824+0.0037234j 0.00572181+0.000853837j 0.000529879+0.00118865j -0.00428297+0.000265324j 0.000310712-0.000366173j 0.00416814-4.59101e-05j 0.000758183+0.00112896j 6.01416e-05+0.00140996j 0.000521377+0.000355672j 0.000913838+0.00280002j 0.00083912+0.00016428j -0.00226926-0.00154452j 0.00133573+0.000711723j 0.000946674-0.000895759j 0.000491833+0.000680589j 
0.00182538-0.000855244j 0.000297826+0.00113566j -0.00169669+0.00120177j -0.000399933+0.00337252j 0.000950299+0.00670297j 0.00224236-0.00393142j 0.00106592-0.000630476j 0.000381838-0.000575564j 0.00295567+0.00492343j 0.00785089+0.000693569j 0.0031802+0.0080129j -0.00337153+0.00231348j -0.0145075-0.00323301j 0.0111085+0.00625782j 0.00348061+0.00239638j 0.0205903+0.00496399j -0.00981815-0.00223677j -0.00728639-0.00115903j -0.0105287-0.00615187j -0.00291505-0.0066156j 0.00140568-0.000336467j 0.0159979+0.00835164j 0.00361452-0.0130961j -0.00836477-0.00770947j 0.000596113+0.000443134j 0.00453817+0.00513275j 0.00314641+0.00287356j 0.000995036-0.00115953j -0.00231969+0.00120084j -0.00381109-0.00185725j -0.00378572-0.000819189j 0.00192062+4.89149e-05j 0.00208663-0.00158275j -0.00723487-0.00166363j 0.00324377+0.00220121j 0.0164749+0.000783907j -0.00387261-0.00123423j -0.000855629-0.00561405j -0.000657062-0.00509429j -0.00398208-0.00185643j -0.00197323+0.000630903j -0.00362171+0.000939906j 0.000306933-7.93585e-05j -0.00114783-0.000106712j -0.000278633-0.000801354j 0.000247677-0.000204764j 0.00111478+0.0059545j 0.000101439+3.57252e-05j 0.00123653+0.000961832j -0.000925121-0.000402737j -0.000706915+0.000772526j -0.000232574-0.000468813j 
-0.00451087-0.000485157j -0.00207857+0.000804544j -0.000941787-0.0099339j -0.000830263-0.0119093j 0.00111512-0.00960441j -0.00115253-0.0177169j 0.00105182+0.00281294j 0.00668015-0.00364456j -0.00691287+0.00907204j -0.00126478+0.000747345j -0.0103124+0.00649882j -0.00417114-0.00154045j 0.00691622-0.00141763j -8.12088e-05-0.00604682j -0.00390478-0.00146068j 0.00451313-0.00748264j -0.00026057+0.00262066j -0.00429959+0.00432641j -0.00312325+0.0013112j 0.011019-0.000545424j -0.00350739+0.00643178j -0.00110394+0.000363246j 0.0236429+0.00332661j 0.00569855-0.00220648j -0.000996299-0.00129154j -0.00329819+0.00219627j -0.0052451+0.000295351j -0.00101523+0.000717904j 0.00106036+0.00235505j -0.000473048+0.000745204j 0.00137639-0.000578113j -0.00213813-0.000725484j -0.000205189+0.00031988j -0.00182571-8.64835e-05j 0.00149256+0.00147703j 0.000957975-0.000262028j 0.00451983-0.00232203j -0.00269792-0.00402249j -0.00305552-0.00342085j 0.000392041+0.00164546j -1.30636e-05+0.000433575j -0.00131691-0.00315652j 0.00186251+0.000441529j -0.000540865+0.000511148j -0.00010386+0.00179868j 0.000775953+0.000442206j 0.000338039-0.000177246j -0.000767717+0.000487955j -0.00138285-0.00215728j 0.000441898-8.42451e-06j 0.000504203-0.000452855j 0.000231348+0.000782755j 
-0.0003886+0.00114583j -0.00207661-0.00219933j 0.00244339+0.0126737j -0.00231266+0.000602039j 1.34856e-05-0.0106058j 0.000492638-2.8113e-05j 0.000433679-0.00118501j -0.00205673-0.00469925j 0.0102172-0.00581575j 0.00800491+0.00059861j 0.000403518-0.00414269j -0.0220668-0.00747113j -0.00177457+4.18575e-05j -0.00424+0.000477709j 0.0153414+0.00483778j -0.00332561+0.00542529j -0.00681787-0.00455282j -0.00481071-0.0056854j 0.00492872-0.000796687j 0.0160692+0.00423036j 0.0034347+0.00101656j -0.00458297+0.00435628j 0.00129512+0.00316095j 0.000320693+0.00120354j 0.00331474+0.00147744j -0.00605191-0.000430575j -0.00515429+0.00166099j -0.000862001-0.000185749j 0.000928936-6.03729e-05j -0.000309874-0.000642422j 9.34459e-05-0.00140932j -0.000121654+7.18289e-05j -0.0020326+0.000509063j 0.00332563-0.00174495j -0.00114473+7.69548e-05j -0.000779981+0.00324616j -0.000354061-0.00069239j 0.00163332+0.00157115j 0.00178089+0.000809558j 0.000692472-0.0008729j 0.000111614-7.63593e-05j -0.000832463-0.000911035j 0.00153881+0.000283434j -9.07365e-05-0.000269698j 0.000158434+0.000225131j -0.000775022+0.000187232j -0.000189279+3.07261e-05j -0.000571047-0.000207145j -0.00015916-6.68119e-05j 0.000781386-0.000124543j -0.000118066-5.91727e-05j 3.73407e-05+9.75851e-06j 
