0.00207525-0.000770851j -0.000270769+0.00353768j 0.0129621+0.00138631j 0.00542308-0.000337002j -0.0155673-0.00442394j 0.0160203+0.00559785j 0.0023887+0.007857j -0.00284403-0.000340215j -0.00186229+0.00167814j -0.00483313+0.00932257j 0.0169446-0.0070806j -0.00184269-0.00118846j -0.0181798-0.00378004j 0.0053912+0.00213784j -0.00811679-0.013621j -0.00719563-0.0108936j -0.00432043-0.00387398j -0.0169307-0.00233966j 0.00287275+0.00293447j -0.00493145+0.000806128j -0.000994071+0.00151683j -0.0108769-0.00263527j 0.0172484-0.00553436j 0.0142433+0.00123332j -0.0136915-0.00242j 0.0217096-0.00269049j -0.00311319+0.0104019j 0.00516693+0.00146413j -0.00213307+0.000477923j -0.000957151+0.00224621j 0.000504789-0.0022855j 0.000967944-0.00319179j 7.58016e-05-0.0012338j 1.73106e-05-0.00294427j 0.00109913-0.000225862j -0.000750662-6.28023e-05j 0.000982581+0.00311241j -0.000990679+0.00140305j 0.000175197+0.00172128j 0.000829436+0.00149749j 0.00350435+0.000771464j -0.000501397+0.00131112j 0.00478855-0.00312819j -0.00173671-0.0028054j -0.00128685-0.000375979j -8.25797e-05+0.00191388j -4.2894e-05-0.000363371j -0.00214105-0.000233763j -8.22217e-05+0.000872316j 0.000862017-0.00340033j -0.00177141+0.000111375j 0.000177331-0.000465221j 
-9.02822e-06-0.000783099j -0.000321667-0.000315736j 0.000487238-0.00165062j 0.00104443-0.00111682j -0.00118937+0.00113053j 0.0083502-0.0013343j -0.000661914-0.00171468j -0.000546566+0.000862722j 0.00307015-0.000994994j -0.00303522+0.00153077j 0.00297278+0.000985722j 0.000714052+5.82411e-05j 0.00622123+0.00144637j -0.00277474+0.000547203j 0.000683726-0.00197695j 0.00123569-0.000922406j -0.00253356-0.00143019j -0.0034049-0.000960001j -0.0121918-0.000954188j -0.00281183+0.000519824j 0.00184417-0.00264824j 0.0132154+0.00279054j 0.0100791+0.00281815j -0.00186131-0.000856901j -0.00974567-0.000730154j -0.00929489-0.00260055j 0.00452588-0.00171057j -0.00138804+0.000668321j 0.00167277+6.88883e-05j -0.000845307-0.00254854j -7.29232e-06+0.000863164j -0.00229889-0.00128569j -0.000613642+0.00278462j -0.00163784+0.00264774j -0.0212419+0.000259258j 7.53354e-05-0.000144104j -0.00248873+0.00322336j -0.0150348+0.00192379j -0.0172734-0.00521901j -0.0063989-0.00370815j -0.000230358-0.000153307j -0.00161586-0.00470149j 0.000361458-0.00272421j 0.00192471-0.00130443j -0.00141487+0.00209583j -0.000180653-0.000374413j -0.00075964+0.000268267j -0.00158625-0.00133509j 0.0025765+0.00262277j 0.000179215-0.00124323j -0.000550055+0.00296109j -0.00108022-0.00129459j 
-0.000809436-0.000525746j 0.00339037-0.000332554j -0.00220849+0.000120973j 0.00121113-0.000430306j 0.0038516+8.32333e-05j 0.000848311+0.000272323j -0.00427829-0.00111719j 0.00402311-0.000839488j -0.00163284+0.00138745j -0.00053928+0.000996363j 0.00478276-0.0027457j -0.000260645-0.000165673j 0.00117533-0.000320484j -0.0036202+0.000720726j 0.00806709-0.00198697j 0.00163493-0.00328125j 0.00377348-0.00182068j 0.00212595-0.00215442j 0.0030781+0.000285565j 0.00126746+0.000564438j 0.00903244-0.00364162j -0.00463419+0.000253963j -0.00599595-0.000882065j 0.0014458-0.00400091j -0.00967696+0.00183243j -0.00308651+0.00259711j 0.0290973+0.00665841j -0.00225718-0.00247873j 0.0011602-0.00209705j -0.000488277+0.000468721j 0.00135458-0.000770172j -0.00110256-0.00141926j 0.00194125+0.00123229j 0.0048666+0.00141285j -0.00900212+0.000598219j 0.00140263+0.000488683j -0.00302646+0.00105176j 0.0183379-0.00232518j 0.0143782+0.000196474j 0.00104733+0.00246936j -0.00169717-0.00723494j 0.000717596+0.00336873j -0.0078159-0.00827031j -0.00326979-0.000525602j 0.00137897+0.00293938j 9.39864e-05-0.0012598j 3.48564e-05-0.000152657j -0.000743531+0.0046547j 0.0025841-0.000986792j 0.00123754+0.000479847j 0.000678963+0.000181382j -0.000442945+0.000881502j 
-0.000268253+1.50399e-05j -0.000653698+0.000283197j -0.00128222-0.00207454j -0.00138301+0.000515208j -0.00116441-0.000167018j -0.000126716+0.000133724j -0.00356337-0.00843113j -4.46519e-05+0.00335586j 0.000872623-0.00396497j 0.0018032+0.002281j -0.000714518-0.000265227j 0.00444601-0.0021059j -0.00355135+0.00269794j 0.0027732+0.00224726j -0.000498195-0.000898491j 0.00552936-0.000480626j 0.000691629+0.00158089j 0.00257945-0.00308241j -0.00159299+0.00276925j 0.00354935-0.00207037j -0.00181251+0.00132917j -0.00216679-0.00178012j 0.00718492+0.000519574j -0.000853026+0.00135843j 0.00290413+0.00306866j -0.00315688-0.00257104j -0.00189045-0.00126283j -0.00251658-0.00384822j 0.00298561-0.0010156j -6.37609e-05+0.00156813j -0.00486324-0.00651928j -0.00244319-0.00404913j -0.000390711+0.00150883j -0.00191042+0.00256916j 0.0111276+0.0001577j -0.0024595+0.00119708j -0.00649492-0.00218758j -0.000101912-0.000273646j -0.00265521-0.00332663j 0.00530573+0.00705208j 0.00275258+0.0159762j 3.95189e-05-0.0155567j -0.000127018-0.00379472j 0.000648595-0.0147455j -0.00320414+0.0149862j 0.000853379+0.00374287j -0.000251523+0.000309845j -0.00545304-0.00160143j 0.0205117-0.00227465j 0.0126449-0.00130614j 0.00290734+0.003585j -0.00566316+0.00135701j 
7.02149e-06-0.000458111j -0.0014628+0.000453383j 0.00251259-0.00208186j 0.00154435+0.000631317j -0.00110866+0.000851064j 0.00225025-0.00083866j -0.00313942-0.00188665j 0.00296313+0.000508196j 0.0033845-0.00208265j 0.00189155+0.00174718j 0.0027495+0.00316768j 0.00444625-0.00250695j 0.00533604+0.00237753j 0.000187925-0.000210989j 0.00617347+0.00259069j -0.0110487-0.00183136j 0.00236507+0.00114464j -0.00513922+0.000393082j 0.0118402+0.00379745j -0.0039189-0.00261111j -0.00402405+0.000903761j 0.00337619+0.00247258j -0.0029367-0.00401709j -0.00059945+0.00139265j 0.00196816-0.00410759j 0.00239803+0.0007278j -0.00547043+0.00320691j -0.000632308-0.00122757j -0.00171027+0.00423105j 0.00029588+0.00089697j -0.00395412-0.00777276j 0.0016629+0.000590764j 0.00095283+0.00112956j 0.00709793+0.00581769j -0.0272419-0.00137471j 0.00307154+0.00118564j -0.00036988-0.0068212j 0.00544986+0.000716755j -0.000663116-0.0018385j -0.00141142+0.00833182j -0.00277215+0.00687178j 0.00106911-0.00652631j 0.00038017+0.00252553j -0.00114584+0.000862276j -0.00118188+0.00301513j -0.00156225+0.00145155j -0.000431805+0.000238592j 0.00200444-0.00203835j 0.00649335-0.000822187j 0.00542273+0.00301123j 0.00144885+1.82418e-05j -0.00134359+0.000650983j 
-0.000521722-0.000334923j 5.95509e-05-0.000695805j -0.00172585-0.000920492j -0.00056007-0.00102408j -0.000699257+0.00180868j 0.00750227-0.00293668j -0.000229216+0.000148389j -0.00168537-0.000590483j 0.00261027+0.00161358j -0.0040099+0.00104928j 0.000303257+0.000299825j 0.0013129+0.0011799j 0.00699802-0.00055329j -0.000134777-0.00224252j 0.00480578-0.00332352j 0.00500497-0.00114228j -0.00212066+8.60003e-05j -0.00618123+0.000477667j -0.0119412-0.000413447j -0.00700252+0.00192444j 0.00523957-0.00391439j 0.0183495+0.0021414j 0.0162135+0.00288818j -0.00140839-0.00150219j -0.0155669-0.000653005j -0.016284-0.00237098j 0.007425-0.00316584j -0.00267016-0.000440567j -0.00142034-0.00219447j -0.000689265-0.00245821j 0.00080845+0.0031657j -0.00200478+3.75053e-05j 0.000286304+0.0024911j -0.00116785+0.00222747j -0.0213802+0.00102916j 0.00055359+0.000264564j -0.00274739+0.00134746j -0.0209093+0.00114067j -0.0190397-0.00100718j -0.00912774-0.000117998j 0.000154741-0.00363705j -0.00347149-0.000241501j -0.00286932-0.000404553j 0.00278477+0.00105919j 0.0011144-2.71629e-06j -0.000648061-0.0018788j 4.13602e-05-4.70541e-05j -0.000905729+0.000701909j -0.000554247-7.90423e-05j -0.00107853+0.000765426j 0.000659892+0.000286446j -7.3072e-05+1.30186e-05j 
-5.89155e-05+0.000392027j -0.000321539+0.00149183j 0.000667458-0.000830597j -0.000518322+0.00118852j -0.000294649+0.000271655j 0.00133174-0.00269193j 0.000333511+0.000273416j 0.00247548-0.00114513j -0.00268844+0.000469778j 0.00107457+5.04945e-05j -0.000465843+0.000298819j 0.00348895-0.000335379j -0.000945756+0.00258857j 0.00127863+0.000275251j 0.00257731-0.00098603j 0.00347455-2.90369e-05j 0.00411132+0.00104699j -0.00394545-0.00132667j -0.00869632+0.00303038j 0.00188441-0.000885229j 0.00321046-0.00118919j 1.0391e-05-0.00173443j 0.00804243+0.000799948j 0.00326078+0.0013416j 0.00178256-0.000502971j -0.00756641-0.00515885j -0.00128549+0.00758334j -0.00390813-0.00564512j -0.00313489-0.00141906j 0.00309232+0.00847785j -0.00436992-0.00939569j -0.00248571+0.00055622j 0.00217609+0.000807679j 0.0031412+0.0045956j -0.00215939-0.0039904j 0.00211507+0.00492448j 0.00404323+0.000236468j 0.0109961-0.00841984j 0.0056825+0.012159j 0.00437611+0.0107637j -0.00132994+0.0152475j -0.0011854-0.00495591j -0.000166289+0.018519j -0.00902815+0.0103926j 0.00284346-0.00946729j -0.00603448+0.000533944j -0.000272683-0.00100085j 0.0133562-0.00575307j -0.00274044+0.00298372j 0.0073446-0.00139884j -0.00470534+0.00031574j 0.00323207-0.00244606j 
-0.00055464+0.000285612j 0.000488585-0.00180085j -0.00366523+0.00225648j -0.0019493-0.000295097j 0.000337839-0.00197298j 0.00192991+0.00155725j 0.000528703-0.00118246j -0.00216443-0.00140798j -0.00342974+0.00038156j -0.00112965+9.31955e-05j -0.00700767-0.00287206j 1.40047e-06-0.000629031j -0.00642782-0.000508003j 0.00576494-0.00170519j -0.00190017-0.00496699j 0.0202814+0.00229485j -0.00183903-7.76535e-05j 0.00333413-0.000882349j 0.00574357-0.00167312j 0.00304509+0.0015433j 0.00578648-0.00269203j -0.00694956-0.00202435j 0.00775059+0.00271625j 0.00261548+0.00121288j -0.0037437+0.00189697j -0.00911181-0.00263745j 0.00633549-0.00345889j -0.00142616+0.00208062j 0.000195534+0.00104638j 0.00163664-0.00131512j 0.00281844+0.0086948j -0.00271165+0.00153354j -0.00312803-0.000795267j -0.00684715-0.00101699j 0.0373015-0.00197553j -0.00470106+0.00263909j 0.000709506-0.00255062j -0.0106403-0.0126585j -0.00185165+0.0131913j -0.00107781+0.00548589j 0.000438285-0.00205204j -0.00477752+0.00735306j 3.1588e-05-0.00326618j 0.00476152+0.00157417j -0.00118308-0.000275754j -0.000534208-0.00219041j 0.000475888-0.00154233j -0.00187575+0.000760503j -0.000603312+0.00241521j -0.00465873+0.00166031j 0.00153107+0.00213863j -0.000891688-0.000857457j 
0.000484067+0.000306093j 0.00135899+0.000858514j -6.45383e-05-0.00022405j -0.00117232+0.00104555j -0.000410822+0.00113055j -0.00220384-0.00138475j 0.00329066-0.000366062j -0.00376122+0.000361603j -0.00388907+0.00233746j -0.00279214+0.000328492j -0.00106376-0.00349822j -0.00484652+0.00140245j -0.00709862-0.00188319j 0.00052589+0.00175935j -0.00284383-0.00100111j 0.00546787-0.00026992j -0.00256779+0.000873493j 0.0103546-0.00218125j -0.0262651-0.000655314j 0.00198157-0.000378304j -0.00123817+0.000590604j 0.000478762-0.00263492j 0.00855764+0.00251063j -0.00174032-0.000696162j -0.00138246+0.00725054j -0.00200442+0.00115027j 0.00327849+0.000555166j -0.000760675-0.00430688j 0.000355799-0.00345557j -0.00197105+0.00170339j -0.00241286-0.00728236j -0.00174821-0.000203754j 0.000135489+0.00172839j -0.00434065-0.00195841j 0.0202983+0.000928996j -0.00264807-0.00373547j -0.00135379+0.00377216j -0.00624619+0.0155787j -0.00309198-0.0140836j 0.00482148-0.00807064j 0.00608435+0.00228132j 0.000907629-0.00590167j -0.00117916+0.00495827j -0.00501411-0.000573394j 0.00231827-0.000659583j 0.000113182+0.00100935j -0.000552444+0.00165312j 0.00263958+0.000185057j 2.79989e-05-0.00318061j 0.00392191-0.0028301j -0.00152545-0.00167417j 0.00118353+0.000826114j 
-0.000884438-7.6793e-06j -0.000241686-0.000760879j -0.00324477+0.000977452j -0.000599303+0.000392955j 0.000724542-0.000182899j 0.00283967+0.000764297j -0.00510044-0.000562157j 0.00135974-0.00274445j -0.00237227+0.000209869j 0.00544604-0.000220549j -0.00854669+0.000398191j 0.00579529-0.00317097j -0.00429271-0.00142517j 0.00900387-0.00542566j 0.0115508-0.00112143j 0.00516777-0.000379833j 0.00679215+0.00249095j -0.00781407+0.00386207j 0.023759-0.000740628j -0.00702857-0.000295539j 0.00861037-0.000593229j -0.00248611-0.00116788j 0.00355993-0.00252692j 0.00208237+0.00295863j -0.000641998-0.00151191j -0.00658054+0.00124038j 0.00310598+0.000826878j -0.00411539-5.79355e-05j -0.0053782-0.00404295j -0.00158345-0.00226619j -0.000315256+0.0051966j -0.00068549+0.000343203j 0.00139572+0.000323147j 0.00432099-0.000532415j 0.0114523+0.000848847j -0.000284047-0.0012478j 0.000785376+0.00099743j 0.00522594+0.00226624j 0.00857239-0.001167j -0.000929031-0.00728767j 8.17409e-05-0.00325578j 0.00115269+0.00129411j -0.00339829-0.00170795j 0.00330757+0.000620489j 0.00155317+0.00110086j -0.000629314-0.00178498j 0.000151403+0.000457609j -0.000488968+0.000638831j 0.00143752-0.000303991j 0.0010595+0.00299063j 0.00166803-0.000535977j -0.000502046+0.000554119j 
-0.000142175-0.00034019j -0.00089084-0.000272922j -0.00215131-0.000302228j -0.000736514+0.000538325j -0.000356939+0.000851879j 0.00366421+0.000454914j -0.00181367-0.00148978j 0.00427281-0.00205413j -0.00112029-0.00184356j 0.00387267+0.00111722j -0.00257656-0.00106338j 0.00620507-0.000956737j -0.00407953-0.0015806j 0.0047138-0.00211623j 0.00548234+0.000552257j 0.00508683-0.00107097j 0.00403538+0.00248837j -0.00366775+0.00142409j 0.00965857+0.00084999j -0.00183183+0.000602988j 0.00691745+0.00125682j 0.000329206-0.00297258j 0.00646808-0.000605534j -0.00168628+0.00186132j -0.00109292+0.00122486j -0.00525125+0.00073747j 0.000842953+0.0032681j -0.00268392+0.00137194j -0.00269436+0.00335045j -0.00565713-0.00557725j -0.00178783-0.000408182j -0.000136941+0.00209762j 0.000741102+0.00287236j 0.00351414+0.00165722j 0.00406936+0.00444315j -0.00060094-0.00476804j 0.00302057+0.00132415j 0.00138295+0.0156706j 0.00130023-0.017984j 0.000649036-0.0121698j 0.0030755-0.00591833j 0.00411017-0.00234218j -9.34019e-05+0.000540912j 0.00273108+0.00724923j -0.00106771-0.00469986j -0.0017777-0.00312231j 3.56046e-05+0.0025653j 0.00499008-0.00320511j -0.00234052+0.00578484j -0.000598923+0.0026671j -0.0018353+0.00243903j 0.000907975-0.00270061j 
0.000222955-0.000273521j -0.00165077-0.00138178j 0.00343683+0.000127368j -0.00231043-0.000458633j -0.0034233-0.00168277j 0.000367847+0.00170912j 0.00132719-0.00279871j 0.00343146+0.00404233j 0.0060422-0.00169703j -0.00704076-0.00126926j 0.00424871+0.0010115j 0.00757455+0.00180631j -0.00122967+0.000648072j 0.00293167-0.000338797j 0.0019608+0.00197046j 0.00288387-0.00191903j -0.00852004-0.00114176j 0.0117865+0.000435577j 0.00816232-0.000985898j 0.00575649+0.000255678j -0.0120595-0.00231436j -0.0044036-0.00153108j 0.00617609+0.00216084j -0.00754938-0.00127029j -0.00217724-0.000407871j -0.00118099-0.00182406j -0.00962065-0.00179587j 0.000570534-0.000430903j 0.00155782-0.00212607j -0.000759004-0.000394941j 0.00298151+0.0106568j 0.00161908+0.000231386j 0.00129432-0.0133879j 0.00443297-0.0022358j -0.0101-0.000938611j 0.00351174+0.000856217j -0.00162712-0.00419162j 0.0128593-0.00219782j 0.00513154+0.00781867j 0.00359239-0.00598249j -0.00134089-0.00776967j -0.00147238+0.00337656j -0.000952365-0.00184297j 0.00267533-0.0052238j -0.0012547+0.00247288j -0.00221735-0.00111362j 0.000227837-0.000514441j -0.0112082-7.7736e-05j -0.00274061-0.00186839j -0.00615508-0.0018712j 0.0010843+0.000607448j -0.00116807+0.000394677j 
-1.0623e-05+5.73811e-05j 0.00188584-0.000254412j -0.00143879+0.00224578j 0.00215373+5.07655e-05j 0.00129009-0.00100607j -0.00159763+0.0018722j 0.00111657+0.00253557j -0.00655751-0.00233076j -0.00128238-0.000385954j 0.00194137+0.0031165j -0.0018035-0.00112549j -0.0129489+0.000991334j 0.00541034-0.00360892j -0.00315955+0.000367789j -0.0178529-0.00184966j 0.00964284+0.00229134j -0.00549185-0.00054581j -0.00296126-0.000533257j 0.0187552-0.00181609j -0.00289697+0.00153109j 0.00563076-0.000272807j -0.00160414+0.00361607j -0.0140253+0.000343479j 0.00376114-0.00264358j -0.000424633-0.00244233j 0.00649895+0.00150021j 0.00943889-0.00464914j 0.00126957+0.00148542j 0.00160007+0.00315686j 0.00342554+0.00419591j -0.0010049-0.00583014j -0.00233418+0.000262625j -0.0049669+0.00408811j -0.0098809-0.00116597j 0.0123485-0.00085127j -0.00426913-0.000276416j -0.000316735+0.000696372j -0.0233831-0.000760694j -0.0146211+0.000701374j -0.00598386+0.00446154j 0.00088078+0.000881772j 0.000268562+0.00109377j 0.000664941-0.00198244j -0.000195245+0.00119541j 0.000132494-0.00037268j 0.00142837+0.00161791j 0.000129595-0.000324994j 0.0028996+0.00210432j 0.000797927+0.00128412j 0.00120748+0.000391331j -0.000485928+0.000236454j 0.000265699-0.000162609j 
-0.000113153-0.000743755j 0.000304012-0.000629349j 9.00932e-05-0.00116333j 0.00234913-0.00131955j 0.00374758-0.000762769j -0.000750082-0.000293664j -4.59993e-05-0.000249265j -0.000176829+0.00294241j -0.00225271-0.000178255j 0.0101462-0.00406475j -0.00596795+0.000906014j 0.00726085+0.00156287j -0.00229522+0.000327322j -0.0092467+0.00111113j -0.00311409+0.00251811j -0.00278409-0.000862428j 0.0182786-0.00274536j -0.0238159+0.00169122j -0.0169812-0.000852678j 0.00625682+0.00104511j 0.0200353-0.000798702j 0.00176898-0.000521073j -0.0014993+0.00124648j 0.00899389-0.000303165j 0.00817285-0.000303861j -0.00273457-0.00139979j -0.000261352-0.00396479j 0.00103635+0.000298059j 0.00114538-0.00102161j 0.00171012+0.0025756j 0.00221424+0.00805932j 0.00125575+0.000760828j -0.000152005-0.00969516j -0.00174261-0.00785928j -0.00168828-0.00153434j 0.000316328-0.0010294j -0.000603916-0.00326945j 0.00386921-0.00273439j 0.00331354+0.0100065j 0.000960383-0.00865832j -0.000144563-0.00318472j 0.00176651+0.00711846j 0.000132799-0.00324734j 0.00171746-0.00321146j -0.00100403+0.00120599j -0.00052502+0.00085176j 0.000833823-0.000608462j -0.00594364+0.000775215j -0.00172168-0.000247345j -0.00319235-0.000627621j 0.000328555-1.00362e-06j -0.00052157+0.000207829j 
-0.0007001+0.000243567j 0.000588485-0.00124032j -0.0039891-0.000770838j 0.00036054-0.00177398j 0.00137328+0.00148615j 0.000593739-0.0011993j -0.00480354+0.00182712j -0.00353639+5.67892e-05j -0.0035683+0.00524559j 0.000911475-0.00313813j -0.00371643-0.000859933j -0.00212324-0.00108018j -0.000524366-0.000788472j 0.000221483-0.000962434j 0.0226673-0.00108645j -0.0235181+0.00432279j 0.0111042+0.000101639j -0.00234915+0.00226375j -0.0110156-0.00271257j -0.0105225-0.00141309j -0.000699407+0.00166172j 0.0020598+0.00276449j -0.0077556-0.000447779j 0.0049985+0.00261818j -0.000907415+0.000703762j 0.00469432+0.00424194j 0.00829433-0.00227156j -0.000182569+0.00442923j -0.00143548+0.00281213j 0.00113441-0.0012628j 0.00083133+0.00194323j -0.00155475+0.000736943j 0.00190925+0.00183243j -0.00122744+0.0029959j 0.010513-0.000211637j -0.000620133+0.00135003j 0.000703791-0.00156468j -0.0141924-0.00413265j -0.00373107+0.00289227j -0.00245223+0.00539835j -0.000832484-0.00761417j -0.00132076+0.00415819j -0.000499591-0.00706466j 0.00566314+0.000140157j -0.000472369+0.00223553j 0.000976055-0.00225182j -7.86805e-05-0.00067401j -0.00191913+0.00113123j 0.00145571-1.53899e-05j -0.00227124+0.00319586j 0.00274179+0.000186226j -0.00122376+0.000533091j 
-0.000144638-0.000448098j 0.000511397-0.000162314j -0.0021206-0.000675133j 0.00213817-0.000718993j 0.00523846+7.10641e-05j -0.000840854+4.62716e-05j 0.000715472+0.000446616j 0.00168088-0.00112047j -0.00208035-0.00119475j 0.00951028-0.00257933j -0.0035752-0.000772319j 0.00572106-0.000195923j -0.00256706+0.00148534j -0.00644365+0.000886479j -0.00275322+0.000678114j -0.000311265-0.000659533j 0.014414-0.000545185j -0.0172352-0.000418364j -0.00968849-0.000383887j 0.00637215+0.000634842j 0.0158521+0.00121683j -0.000952802-0.000198382j -0.00284952-0.00020126j 0.00723539+0.000446058j 0.00745808+0.000318117j -0.000762348-0.000134161j 0.00130957-0.000776222j 0.00241115+0.0028582j 0.00108212+0.00386743j 0.000110811-0.00275744j 0.00273868+0.00593372j 0.00246878+0.00117473j 0.000791616+0.0030843j -0.0020804-0.00274733j -0.00310611+0.000207312j -0.000236723-0.00126704j -0.000189716-0.00408078j -0.00493783-0.00157932j -4.19212e-05+0.000827366j -0.00135283+0.00102873j 0.000967995-0.00201112j 0.00114266+0.00360537j 0.00211566-0.0046204j 0.00345632+0.000113018j -0.00238974+0.00106539j 0.00292872-0.000522685j 0.000289459-0.00026468j 0.000613737+0.000651698j 0.00118103+0.00028242j -0.00259424+0.00302311j 0.00223954-0.000480611j -0.000831031+0.000514702j 
0.000215615+0.000219049j 0.00138982+0.000194732j 0.00177657+0.000398114j -0.000905211+0.0009394j 0.000245902-0.00133207j -0.00404156+0.00160329j 0.00418834-0.00148238j -0.00163246-0.00345662j 0.00575709+0.00340727j 0.00288511-0.00321789j 0.00126717-0.0016896j 0.0130738-0.00240777j -0.0101815+0.00268757j -0.00340615-0.00232731j 0.00663465-0.00278386j -0.00296512-0.0012861j 0.00899562-0.00212916j 0.00726198+0.000181696j 0.0101084-0.00257332j 0.013781-0.00276124j -0.0018698-0.00550542j -0.0186877+0.00294232j -0.00842039+0.00238697j 0.00111968-0.000979155j 0.00939152+0.000572679j 0.00931146-0.000345868j 0.00491663-9.63322e-05j -0.000370847-0.00180197j 0.000388555-0.00202382j -0.00011624+0.000863977j 0.000767339-0.000765068j -0.00177581+0.000999357j -0.00237676-0.00573519j -0.00545673-0.000605752j -0.0204491-0.000482252j -0.000382101+0.000931247j -0.00432442+0.000319525j -0.0246549-0.000148306j -0.020497+0.00305519j -0.0061459-0.000308923j 0.0024022+0.00190501j -0.00150954+0.00101253j -0.000885565+0.00196799j -0.00104346-0.000892513j 0.00064568-2.52746e-05j -1.67667e-05-0.000104275j 0.000305783+0.000130789j 0.000203546+0.00099832j 0.000424661-0.000915075j -6.43897e-05-0.00120909j 0.000128701+0.000297413j -4.60681e-05+0.000197954j 
-0.000368591+0.000288343j 0.000131463+0.00025505j -0.00184969-0.000804204j -0.000620003-0.0010315j -0.00107433+2.94962e-05j 0.000801303-0.000802281j -0.000634611+0.00188638j -0.00210894-0.00411288j -0.00482683-0.00174933j -0.00372703+0.000548943j 0.000949947-0.0028449j -0.00204174-0.00140145j 0.00401198-0.00190936j 0.00105227+1.08247e-05j 0.00418694-0.00288631j -0.00567086+0.00288055j -0.00180981+0.0012112j 0.00611814+0.00101136j 0.00139068-0.00348227j -0.00459121-0.0019584j -0.00399738+0.00237677j -0.00100079-0.000392876j -0.000128805-0.0010499j 0.00129356+0.00335012j -0.00367255+0.00182319j -0.000642967+0.00214104j 0.00181035+0.00328774j -0.000702012+0.0030168j -0.00191076+0.00323784j -0.0078669-0.0108131j -0.000563105-0.00602926j 0.000411471+0.001832j 0.00198052-0.0311335j 0.00154815+0.0267146j 0.00355866+0.00194097j -0.00136173+0.0101317j 0.00164784-0.000131265j -0.00327968-0.00285084j -0.00268424-0.00457531j -0.000355942+0.00646783j 0.0053955-0.0085619j 0.00525959-0.00552744j 0.000446306+4.4142e-05j 0.00270826+0.00269977j -0.00195975-0.000663087j 0.00446987-0.00269106j -0.000667515+0.00392562j 0.0064911-0.00146295j 0.00277007+0.0017731j -0.000404313+0.00198874j 0.00121041+0.00107851j -0.000475249-0.00068645j 
0.000269594+0.000773716j -0.00143027-0.000226367j -0.000287986-0.000232097j -0.00273384-0.000695566j -0.00388927+0.00161888j 0.00267599-0.00127901j -8.298e-05-0.000256406j 0.00178012-0.000493872j 0.00756458+0.00256955j -0.00555027+0.000386688j 0.00589716+0.000478001j 0.00445499-0.000838471j 0.0041488+0.000724475j 0.00185456-1.20184e-05j 0.0168226-0.00116315j -0.0132226+0.00157158j -0.00154098+0.00139706j 0.00575617-4.10705e-05j -0.00146294+0.00176968j -0.00455369-0.000853954j -0.0101208-0.000933909j 0.00694708+0.00135174j 0.00265545+0.000186632j -0.00400669+0.000627452j -0.00683598+0.000289258j -0.000386545+0.000421312j 0.00152956+0.00221205j 0.00038053+0.00564431j 0.000368203+0.0051668j 0.000557071+0.000593418j 0.0016775+0.00728599j -0.000498708+0.000387418j 0.000651363+0.0180216j 0.00237354+0.00121818j 0.0193034+0.00106037j 0.00110141+0.000330251j 0.00284817+0.000501845j 3.86428e-05-0.0032548j 0.00336326-0.001383j 0.000741333+0.0114089j -0.000839025-0.0050994j -0.00382529-0.00432277j 0.00250881-0.00165817j 0.00565532+0.00438637j -0.00253813-0.00199476j -0.000611543-0.00441973j -0.000238002-0.00166528j 0.00252998-0.00353584j 0.00074605+0.00283637j -0.00313285+0.00268868j 0.00244305+0.00199093j -0.00101089-0.00128494j 
0.000886812-0.00112632j 0.000869324+0.00208556j 0.00717188-0.00437177j 0.00229021+0.000724345j 0.000858774+0.0019152j -0.00193421-0.00264337j 0.00591763-0.00119415j -0.00061018-0.00439241j 0.017758-0.00472125j 0.00101481+0.00246634j 0.0124496-0.00400891j 0.0171995-0.00290432j 0.0107569-0.0030589j -0.0156399-0.000640662j 0.00070455-0.00366496j -0.0139424+0.000400562j 0.00686738+0.00110906j -0.00980293-0.000903152j 0.00252827-0.000971335j 0.0102275+0.00047885j -0.00150167-0.000509153j 0.00898361-0.000860989j -0.00373333-0.00154831j -0.00273383-0.000100547j -0.00224207+0.000943712j 0.00168433+0.00034576j 0.000469701+0.00115243j -0.000215772-0.00364509j 0.000726122-0.00213166j -0.00102609+0.000450734j -0.00117751-0.00627542j -0.00164035+4.23867e-05j -0.0049374-0.00903646j -0.00495332+0.00209629j 0.0261297-0.00160823j -0.00352005+0.00103015j -0.000929518+0.000175965j -0.00194791+0.00210513j 5.82501e-05-0.00100058j 0.00425073-0.00122062j 0.002247+0.00420137j 0.000125186-0.00146057j -3.94817e-06+0.00362246j -0.0039335-0.00166932j 0.000894613+0.000242745j -0.000484184+0.00186666j -0.000429435+0.000897866j -0.000861356+0.00133622j -0.000345304-0.000983667j 0.00121579-0.00229228j -0.00151104+9.77266e-06j 0.000459138+0.000181751j 
