0.0064822-0.00113811j -0.00113127-0.00616206j 0.00259429+0.00371983j 0.00526061-0.00213861j -0.00143937-0.00250762j 0.000880756+0.00367755j -0.00498035+0.00134478j -0.00124172-0.000848694j 0.00110713-8.89487e-05j -0.00142355+0.0029881j -0.00304439-0.00352425j -0.00325248-0.00453662j 0.0053629-0.00372993j 0.000637724+0.00185589j 0.00154538+0.00274334j 0.000914268-0.00205432j -0.000299216+0.00137083j -0.00238348+0.000580604j 0.0049837+0.0046877j -0.000525711-0.00248639j -0.00122938-0.000648597j -0.00224157-0.00174912j -0.0013454-0.00266932j -0.00118567-0.000732045j 0.00249467-0.000975753j 0.00387677+0.000808263j 0.0043778+0.000814052j 0.00200559+0.00156995j -0.00129476+0.000208526j 0.00373328-0.000175919j -0.00306831-0.0016151j 0.00096829+0.00154499j 0.000414826+0.000693518j 8.81866e-05+0.00435827j -0.00180129-0.00233215j -0.00462765+0.00187134j 0.00123448-0.00111935j -0.000614153+0.000430389j -0.00208297+0.000545321j 0.00444106-0.00510361j 0.00213173-0.00150197j -0.00240176+0.00299734j 0.00137114+0.001093j 0.000292069-0.000542307j -0.00279602-0.00113353j 0.0010404+0.00141614j 0.00294959+7.09073e-05j 0.00196447+0.000137229j 0.000123623-0.000702653j -6.72277e-06+0.000115494j 0.000539375+0.00197235j -0.00184055-0.0017345j 0.000662557-0.00246207j 0.000665135-0.00212891j -0.000336551-0.000627206j 0.000954098+0.00202407j -0.00115049-0.00206758j -0.00254055+0.00195825j 0.000987031-0.00942919j 0.0127167+0.00374249j -0.00482165+0.0079693j -0.00161537+0.00311545j -0.00135229-0.00500782j -0.00360999-0.00437486j 0.000633245+0.000684858j -0.00143518+0.00139601j -0.00498887-0.00207417j -0.000387919-0.00824049j 0.00658447-0.00101736j -0.00203958-0.00072051j -0.00818676-0.0231374j -0.0227771+0.00582271j 
0.000777791+0.000786139j 0.00346253+0.00365231j 0.0013539-0.00251322j 0.00439667-0.000103122j -0.00158951-0.00600556j 0.00253543+0.00428432j 0.00316822-0.00216267j 0.00249368+0.000136654j 0.0104095-0.00438994j 0.00313836+0.00434798j 0.00203505-0.00120035j 0.00516137-0.0115013j -0.00252165+0.00114089j -0.00435587+0.00420931j -0.00267669-0.00871691j -0.00324972+0.00563737j 0.00147963+0.00561277j 0.000270906+0.0013598j -0.000421233+0.000915545j -0.00100963+0.000237623j -0.00323083-0.00416388j 0.00115115-0.00101148j -0.00579281+0.00477387j 0.0117212+0.00127754j 0.00182499-0.0019793j -0.00115018+0.0013832j 0.00194045-0.00138654j 0.00397546-0.00147591j -0.00280137+0.000877584j -0.00574159-0.00375757j 0.00147994+0.00263396j 0.00520713-0.00321521j -0.00741771-5.78375e-05j 0.0011675+1.54639e-05j 0.00404464-0.000340014j -0.00432994-0.00254549j -0.00426059+0.00260446j -0.000278141-0.00582196j -0.0019697+0.00114535j 0.000668501+0.000922069j 0.00213806+0.00195447j -0.00432468-0.000258104j 0.00103264+0.00216423j -0.00532622+0.000779065j 0.00211418+0.00035742j -0.000141175-0.00288392j 0.004145+0.00113356j 0.000383108+0.00253397j -0.00281989+0.00316364j 0.000668212+0.00127057j -0.00443877+0.00520846j 0.00419122+0.0029383j 0.00151718-0.000377108j -0.00165486+0.000527557j 0.00148285+0.0040215j 0.000502687+0.00113424j 0.000678118+0.00034467j -0.00504714-0.0036423j 0.0018422-0.00154143j 9.59855e-05+0.00036429j 0.0019219+0.000638604j 0.00408183-0.00158702j 0.000166504+0.000580673j 0.00429838+0.000169378j -0.000464424-0.000565919j -0.000281499+0.00128153j -8.25015e-05-0.0029334j -0.000585433-0.000251249j 0.000439656-0.0016799j -0.00169722-0.0015188j -7.00619e-05+0.000862748j 0.000275689-0.000797969j 
0.00512777-0.00300499j 0.00246338+0.00126122j 0.00228059-0.000992743j 0.00496604-0.0018166j -0.00082395-0.000413996j 0.00285096+0.00276017j -0.00262283-0.00486553j 0.00371012-0.00143724j -0.00627329+0.000153935j -0.00591275+0.00241814j -0.00769625+0.00853106j -0.000286613+0.00306695j -0.013374-0.00723749j 0.00636313-0.00122254j -0.00161491+0.00202432j -0.00792392-0.00335814j -0.00743276-0.00130997j 0.00472925+0.0034009j -0.00674249-0.00629142j 0.00531201+0.0048598j -0.000126211-0.00277724j -0.00298938+0.00505602j -0.000153565+0.000442087j -0.00406252+0.00760523j 0.00187623+0.00069428j -0.00230139-0.000429109j -0.00166644+0.00707841j -0.00423422+1.65488e-07j -0.00140425-0.00333856j 0.00333186-0.00229717j 0.000873001-0.00127009j -0.00107773+0.0035326j 0.00408499-0.00455201j -0.00212745+0.000933002j 0.000691423+0.00414588j 0.00106267+0.00030735j 0.000644484+0.00186857j -0.00432199-0.00347471j -0.000336831+0.0034122j 0.00258582-0.00315611j -0.000389491+0.000618646j -0.00228266+0.00213539j 0.000298015-0.000189851j 0.00305752-0.00172215j -0.00398906+0.00133182j 0.00355794-0.000655572j -0.00335312-0.00450845j -0.00175662-0.00144924j 0.00436412+0.00115072j 0.00270059+0.000968697j 0.00366678-0.000336233j -0.00472886+0.00303158j -0.000911812+0.00150958j -0.000863712+0.0021809j -0.00467597+0.00218985j -0.00713787-0.00213718j 0.000972523+0.000686262j 0.00144254+0.00111074j 0.00149155+0.0034707j 0.000595236+0.00254368j 0.000113554+0.00280459j -0.00208901-0.000317075j 0.00420934+0.00431794j 0.00396063-0.000619354j 0.00581014+0.00244182j 0.000479737+0.000107927j 0.00148665-0.00208068j 0.0013598+0.00207593j 0.00117203+0.00213634j 0.00343131+0.00149161j -0.00395247+0.00408313j -0.00202835+0.00254657j 
0.000663342-0.00287661j 0.00200182-0.00402271j -0.00366431-0.00109479j 0.00443906-0.00345749j 0.000415452+0.00446201j 0.00217478-0.00700628j -0.00656035-0.00146362j -0.00477347-0.00368963j 0.00613105+0.00337047j -0.00113686+0.00737451j -0.00342014+0.0066605j -0.0107353-0.00163088j -0.00335577+0.0100687j -0.0017069+0.000833517j -0.00371212-0.000122868j -0.00897253-0.00241163j 0.00452442-0.00218087j 0.00885594+0.00282098j -0.00207619+0.000115048j 0.00185021-0.00284915j 0.00177878+0.0084135j 1.3857e-05+0.00180378j -0.000661273+0.00194058j 0.00325763+0.000842547j -0.00225423-0.00180965j 0.00211784+0.00156693j 0.00228315-0.000468318j -0.00210354+0.000517623j -0.00781825-0.00139804j -0.00646512-0.000335709j -0.000321482-0.00274896j 0.000569108+0.00137242j -0.00317732+0.000596202j -0.00012125+0.00151968j 0.00469214+0.00358905j 0.000600509+0.00329618j -0.00134853+0.00189965j -0.00183539+0.00110373j -0.00016523+0.00326293j -0.0023303-0.000155225j 0.00186056+0.000615636j 0.00133443+0.0023529j 0.00451966+0.00152j -0.00374279+0.001122j 0.00130653-0.000541769j -0.00379542-0.00148673j -0.00283271+0.000673154j 0.0019364+0.00148828j 0.00189603-0.000248789j 0.000734354-0.00210178j 0.00135555+0.00147013j 0.00387966+0.00435612j 0.00149993+0.000946407j -0.00210105+0.00384841j -0.00101246+0.00217782j -0.000606332+0.00455589j 0.00121856+0.000720326j -0.00187179-0.000427938j 0.00159818-0.000246083j 0.00198+0.00174088j 0.00478952+0.00308559j 0.0025037+0.000326642j 0.00146223+0.00375823j 0.00850522-0.00063551j 0.00346991-0.000839713j 0.00117483+0.0021079j -0.000280571-0.00142014j -5.6766e-05+0.00307219j 0.00215247-0.00184169j 0.000815939-0.000521651j 0.000201948-0.000210831j -0.00165423+0.000546449j 
0.00260787-0.000288186j -0.00268076-0.00352193j 0.00406986-0.00319677j -0.000240393-0.00458464j -0.0025959+0.00703562j -0.00102965-0.00377911j -0.000159278-0.00331324j 0.00145584-0.00778989j 0.00308666-0.00656232j 0.000636895-0.00193905j -0.00382659+0.00301834j -0.00443625-0.00679577j -0.000744664-0.00244971j 0.00747977+0.000532954j -0.00362036+0.00577936j 0.00546666-0.00277811j 0.00933075+0.00730132j -0.00213872+0.00562682j -0.0109172+0.00318773j 0.00838107-0.000259996j 0.00110285+0.00443323j -0.0019271-0.00265196j 0.00613181-0.00283932j -0.00195306-0.00811397j 0.00153595+0.000603612j -0.00325915+0.00696083j 0.00207719-0.000633023j -0.00129188+0.00316072j 0.000260021-0.000917081j -0.00456791+0.000699382j 0.00177339+0.000728246j -0.00310758+0.0028524j 0.00330278+0.00040694j 0.00163394-0.000462667j -0.00260655-0.000977775j 0.00347317-0.00157876j 0.00156772+0.00133372j -0.00698698+0.000163185j 0.00132067+0.000798562j 0.00121356+0.00278721j 0.00121059+0.000551125j -0.00156781+0.00078343j 0.000319902-0.00400034j 0.0018922+0.00477678j 0.000585196+0.00123309j -0.00267021-0.000318523j -2.70979e-05-0.000133928j -0.000749151+0.00144446j 0.000725888+0.0017056j 5.81291e-05-0.000121869j 0.000220658+0.00333957j -0.00193952-0.000667662j 0.00145283+0.00166292j -0.0043441+0.00325383j 0.00105241-0.00210444j -0.000394524-0.00409068j 0.000378641+0.00196743j -5.55984e-05+0.00119576j 0.00193274+0.00363896j -0.00102444-0.000400264j -0.000503979-0.000525624j -0.00108166+0.000633761j 0.00215434-0.00118447j -0.000283491+0.00125757j 0.00161629-0.000366024j -0.00085554+0.00376167j -0.000373699+0.000528579j -0.000211963-0.00247556j -0.000744486+0.000716722j 0.00113985+0.000394265j 0.00128496-0.00170365j -0.000594965-0.000407191j 
-0.00282306+0.00111896j -0.00494149+0.00272797j 0.00408359-0.00171241j -0.00153919-0.00294857j 0.00175465+0.00020371j -0.00285764-0.00358519j -0.00340387-0.00715147j -0.000296438-0.00370016j -0.00324831+0.00455842j -0.00388718+0.000614026j -0.00300591-0.00333487j -0.001961+0.00580552j 0.00238656+0.0050949j -0.00637431+0.00327248j 0.00379362+0.00432058j 0.000749672-0.00113019j -0.00307894+0.00173473j 0.00194669+0.0036015j -0.000807502-0.00337574j -0.00478931+0.0017088j 0.00634075+0.00486814j 0.00273664-0.00233063j -0.000426272+0.00603721j -0.00142191-0.0039411j -0.000413382+0.00281868j -0.00165173-0.00284793j -0.00184967-0.00215915j -0.00153496-0.00190652j -0.00089656-0.00287714j 0.00182212+0.00264342j 0.000480272-0.00532184j 0.00195963+0.000481803j 0.00150245+0.000975396j -0.00234489+0.00441367j 0.0016334+0.000741313j 0.000203861+0.00481931j 0.000496331-0.00532408j 0.00290119+0.0006547j -0.00184578-0.000198182j 0.00195822-0.00174262j -0.00236618-0.00201324j -0.00134442-0.000120673j 0.00478277-0.00206024j 0.000582515+0.000932162j -0.00123657-0.00306077j 1.70628e-05-0.000227321j -0.0036966+0.00173921j 0.00141772-0.00535017j -0.00121895-0.0002829j 0.00014359-0.000302274j 0.00114657-0.00527345j 0.00342559-0.00276114j -0.00124996-0.000401295j 0.00427187-0.00413553j -0.00224334+9.67679e-05j 0.00153149+0.00372462j -0.00144761-0.00152967j 0.00274722+0.000109629j -0.00287482-7.2392e-05j 0.0024541-0.00209028j -0.000778098+0.00219298j -0.00065056-0.000666407j -0.00145543+0.0068305j 0.00246208+0.00103209j -0.00159118+0.00264352j -0.0016453-0.00258264j 0.000313035+0.002237j 0.000736583-0.00046245j 0.00292951+0.000841607j 0.00259182-7.3104e-06j -0.0021285+0.000302728j 0.00230083-0.000815048j 
-0.00303808+0.00593295j 0.00455235-0.000625525j -0.00415149-0.00101615j 0.00226078-0.00668649j -0.00484053+0.00238366j -0.00378797-0.00604431j -0.00299767+0.00378502j -0.0163013-0.00318144j -0.00697853+0.00563789j -0.00835566+0.00360518j -0.0100997-0.000965689j -0.0123659+0.00804197j 0.00219743+0.00508196j 0.00386555+0.00391443j 0.00447042+7.09709e-05j -0.0069152-0.00308712j 0.00315848-0.000250171j 0.000951883-0.00307903j 0.00261372+0.00542848j 0.000434742-0.00677789j 0.010851+8.44148e-06j 0.00677697+0.00200051j 0.00201268-0.00111374j -0.00453891+0.000877168j 0.00261056-0.000493002j -0.00110482+3.20127e-05j 0.00423667-0.00232316j 0.000217503+0.000968047j -0.00232498+0.00166191j 0.00195607+0.00305738j -0.00278225-0.0010473j 0.00214483+0.001275j -0.00209404-0.00179465j 0.00179852+0.00158178j 0.00466256+0.000804521j 0.00842066+0.00108437j 0.00358713-0.0038393j 0.00368409+0.00446503j 0.00224296+0.00147202j 0.000309274+0.000740272j -0.00172861-0.00134203j -0.000788585-0.00225414j 0.000951592-0.00070284j 0.00487063-0.0016447j -0.00365798-0.000906527j 0.000340382+0.00352528j -0.00683757+0.00387092j 1.1898e-05+0.000186776j 0.0018028-0.00439455j -0.00480627+2.97415e-05j -0.00105285-0.0037443j 0.00517664-7.88359e-05j 0.00196038-0.000607723j 0.000939394-0.00232336j -0.00215312+0.00132987j -0.000999097-6.53475e-05j 0.00165605-0.000114131j 0.00441776+0.000432663j -0.000123144+0.00161353j -0.00133832-0.00110534j -0.000232786+9.34596e-05j 0.00149853+0.00473025j 2.9326e-05+0.000701145j 0.000378048-0.00404141j 0.000435752-0.00404907j 0.00347067+0.00131405j 4.42463e-05+0.00239758j -0.00225641+0.00173268j 0.00281113-0.00192859j 0.00125419-0.00120859j -0.00113836-0.00212781j -0.000257241+0.000295872j 
-0.00188587-0.00309195j -0.00770561-0.000135835j 0.00183685+0.00247432j -0.00127689+0.000393547j 0.000259656+0.00610954j -0.00461549+0.00303607j -0.00291701+0.00491882j -4.08942e-05+0.0111481j 0.00267717+0.00916585j -0.00458716+0.00415377j 0.00122127+0.00486444j 0.00531161+0.000108761j 0.0111506+0.00629621j -0.00308644-0.000502391j 0.00353938-0.00795429j 0.000339659+0.00172954j 0.00477272-0.0057173j -0.000267823+0.0036083j 1.69806e-05-0.00237002j 0.00224465+0.00285831j 0.00231942-0.00479923j 0.00176609-0.00512097j 0.00483559-0.00394661j -0.00189781+0.00359505j -0.000105973-0.00587665j -0.0015008+0.00125291j -0.00447252-0.00132933j -0.000755416+0.000274644j 9.10055e-05+0.000885984j 0.000424401-0.00539304j -0.00156837+0.0056142j 1.12547e-06-0.000560452j -0.000388674+4.96903e-05j 0.00147447-0.00178815j 0.00259515-0.00237144j 0.0026357-0.0058293j -0.0064739-0.000805896j 0.00172564-0.00231537j -0.00054604+0.00132308j -0.00127358+0.000922042j -0.00178903+0.0026408j -0.000364993-0.00189913j -0.00010895+0.0024688j -0.002544-0.00165404j 0.000123655+0.0021611j -0.000632172-0.0028936j -0.000374502+0.00292546j -0.000864242+0.0004966j -0.00608594-0.00237591j 0.0010387+0.00329747j -0.00463113+0.00108594j -0.00068572-0.000732321j -0.0020309+0.00235158j -0.00453889-0.000129512j 0.000934098-0.00264701j 0.00122321-0.00251628j -0.00378881-0.000117016j 0.00117008-0.000417128j -0.00258047+0.00103101j -0.00337537-0.00143865j -0.000921642-0.00282239j -0.000171561-0.00211295j 9.91297e-05-0.000479696j 0.00170082-0.00143892j -0.000717723+0.00148675j -0.00502143+0.00029198j 0.00136712-0.0027534j -0.00215853+0.00150731j 0.00305076-0.00448272j -0.00180168-0.00183591j 0.000738437+0.000212567j 0.00111347-0.00308935j 
0.00170854+0.00412694j -0.000787164-0.00523602j -0.00258516-0.000909827j -0.000966055-0.00442307j -0.00375921+0.00109196j 0.000400787-0.00377477j 0.00674818+0.00278055j -0.000959617+0.00268281j 0.0118062+0.00733322j -0.00237007-0.00335172j -0.00810371-0.00256852j 0.00390953+0.00229191j -0.00112113-0.00382882j 0.00499577+0.00354963j -0.0118205-0.00297675j 0.00253342+0.00683391j -0.00467652-0.000659013j -0.00773531+0.000144352j -0.00330629-0.0117286j 0.000149628-0.00183458j 9.42901e-06-0.00106823j 0.000791553-0.00134446j 0.00163528+0.00538426j 0.00475238-0.00170475j 0.00242246+0.00195387j -0.00504524-0.00570725j 0.00504965-0.00188658j -0.000550789+0.000162353j 0.00330436+0.00269423j 0.00145668+0.00133813j -0.00121277+0.00460513j -0.000850933+0.00429757j -0.00127111+0.00252874j -0.000684229-0.000883936j 0.000692359+0.00083788j -0.00142676+0.000652512j -0.00137123-0.00046407j 0.00404596-0.00425239j 0.000423394-0.00222697j -0.000440501+0.0065871j 0.000257545-0.00184799j -0.00356637-0.00509778j 0.00264089+0.00301525j -0.0033232-0.00108152j 6.17707e-05-0.00357659j 0.00414888-0.000498112j 0.000537783+0.00187764j 0.00081353-0.000452504j 0.00145834-0.000777346j 0.00219206+0.00189858j 0.00069069-0.000917207j -0.00123502+5.73499e-05j -0.00387513-0.0019124j 0.00126909-0.00146626j -0.0020444+0.00261139j 0.0024326-0.000926839j 0.00204312-0.000602371j -0.000684889-0.000221196j -0.000741278-0.000595546j 0.00155361+0.00342925j -0.000648674+0.000417631j 0.00379713+0.000256967j -0.00192051+0.00236824j -0.00202635-0.00347171j -0.00130023-0.00122028j 0.00133122+0.00160704j -0.000395106+0.00121188j 0.000810332+0.00450878j 3.94502e-05-0.00520052j -0.00100478+3.56284e-05j -0.00127503+0.00182364j 0.00348617+3.18073e-05j 
0.00660327+0.00387984j 0.00322643+0.00263249j 0.00131936-0.00112753j 0.000918415-0.00183389j 0.00771466+0.0033304j 0.00353777-0.000464361j -0.00412467+0.00181008j -0.00603907-0.0066107j -0.0018188+0.00796357j -0.00770911+0.0152339j 0.00304192+0.000860276j -0.0138222+0.00296334j 0.00509052-0.00379698j -0.000881429+0.0015126j 0.005131+0.00358623j -0.00387003-0.00109696j 0.000350333+0.000353761j 0.0106334+0.000936308j -0.00555102+0.00424056j -0.00205508+0.000295999j 0.00028375+0.00244499j 0.00527432-0.00124271j -0.00261148-0.0062972j 0.000743434-0.000966024j -0.00308528-0.000503353j -0.000921034+0.00560781j -0.00679738+0.00179493j 0.00237401+0.00323897j -0.00411529-0.00106114j -0.00227181-0.00188114j 0.00322989-0.0011637j 0.00424248-0.00042949j -0.00214153-0.00175293j 0.00103341+0.000292625j 0.00407338-0.0030615j 0.00299912-0.000164806j 0.000636589-0.00118557j -0.00231579+0.00116113j 0.000163603+0.00248183j -0.000963503-0.00264128j 0.00125584+0.000734418j -0.000190994-4.81222e-05j -0.000392605-0.00156179j 0.00409717+0.000984048j -0.00141255+0.0053441j -0.00712659+0.00158516j -0.00465957+0.00648027j 0.00155666-0.000838334j 0.00187795+0.00132351j 0.00176965-0.00207361j 0.000808195-0.000972375j 0.00272971+0.00230708j 0.000486196+0.00120138j 0.00277169-0.000390529j -0.00231623+0.00193011j -0.00198785+0.00167532j -7.98248e-06+0.00315583j 0.00851589-0.00166925j -0.000139647+0.00519727j -0.00163444-0.00130037j 0.000691277+0.00194309j -0.00466655+0.00470606j 0.00221631+0.00515772j -0.000584015+0.00270676j 0.00214994-0.0019962j 0.000461733+0.00414592j -0.00193525+0.000638883j 0.0017041+0.000332264j -0.00146278-0.00110982j 0.0020564-0.000698751j 0.00229385-0.0011008j -0.00554422-0.00433535j 
0.000292734+0.00467905j -0.00112557-0.00453414j -0.000425704+0.00204233j -0.00357342+0.00538591j -0.00406141+0.0103309j -0.00263021+0.00247695j -0.00273124-0.010222j 0.00788343-0.00446088j -0.00196872-0.00570942j -0.00684261+0.00371753j -0.0144756+0.00224541j -0.00642335-0.000536212j -0.00574593-0.00533192j -0.00143175-0.00236779j 0.00106157-0.00323177j -0.00755983-0.00473294j 0.0023054+9.73532e-05j -0.00200633+0.00740955j 0.00287286-0.00405806j 0.000751977+0.00204623j 0.00143547-0.00018492j -0.00368789+0.00513047j 0.00674431-0.00151886j -0.0022398+0.000462239j 0.000590618-0.00418643j -0.00206382+0.00255172j -0.00137007-0.00108828j -0.00213251-0.000243921j -0.000566814-0.00412146j 0.00528001-0.00197906j -0.00339994+0.000863533j -0.00458483+0.000809034j 0.00625069-0.000708962j -0.00084957+0.00152629j 0.00332776+0.00226406j -0.00113509+0.00443362j -0.00256018-0.000548416j -0.000797764-0.00322265j -0.00320832+0.00109737j 0.00210472-0.0015956j -0.000385036+0.00135291j 0.00181305+0.00097474j 0.00415401+5.73144e-06j -0.00155375+0.00171855j -0.00353012-0.0024429j -0.00388952-0.00284092j -0.00482754-0.00265149j -0.00152582+0.000964921j 9.26795e-05+0.00433062j 0.000259065+5.4418e-05j 0.00217838+0.00147736j -0.00203095-0.00166232j -0.000485951+0.00279129j -0.00179629+0.0035195j -0.00227438-0.00306241j 0.0024846-0.00140147j -0.000540788+0.000890461j -0.00497297+0.00231738j -0.00326934-6.98309e-05j 0.00292815+0.000927848j 0.001007+0.00406359j 0.00260582-0.0077468j -0.0050686+0.00510569j 0.00283762+0.00240857j 0.000538387+0.00310087j 0.000448853-0.00504562j 0.00569506+0.00105237j -0.000174572+0.0027286j -0.00283381+0.00376674j -0.000692286+0.00536878j -0.00193525-0.00473828j 0.000863062+0.000547578j 
0.00269355-0.00565944j -2.79902e-05-0.00388133j -0.00338988-0.00244101j -0.00343721+0.00204822j -0.00409375-0.00517127j -0.00765535+0.00258368j -0.00967319-0.0130435j -0.00314415+0.00446826j -0.00208185+0.00956472j -0.00600147-0.00220125j 0.00185967-0.0012471j 0.00112661-0.00348576j 0.00652025+0.00419223j 0.00297752+0.00231006j 0.00422163-0.00198897j 0.00129712+0.00571343j 0.00255431+0.00179053j 0.00419811+0.00152959j -0.000621343+2.03182e-05j -0.00115963+0.00402588j 0.00304247+0.00315536j -0.00129479-0.0075099j 0.00482059+0.00783667j -0.00441195+0.000127663j 0.000491054+0.00111457j 0.000155916-0.0018294j -0.0028162+0.000818839j -0.00142419-0.00263702j -0.00165731+0.000233291j 0.000680414-0.00452273j -0.00286023-0.00407305j -0.0017163-0.00188187j 0.00109621+0.00341736j 0.0014674-2.83433e-05j -0.00142396+0.00208224j 0.00367751+0.00338907j -0.00187088-0.00598854j 0.000751636-0.00259565j 0.000670649-0.000228955j -0.00100062-0.00154888j -0.00259095+0.000147783j 0.00321716+0.00130953j -0.000764623-0.00190995j 0.000718632-0.00324566j -0.000387666-0.00150794j -0.000286773-0.00912942j 0.000491734-0.00162121j -0.00423299-0.00404751j -0.00224753-0.000564797j -0.000513381-0.00131126j -0.00252731-0.00237867j -0.000886996-0.000685572j -0.00300836-0.000338112j -0.0044404+0.00192926j 0.0017237+0.00103856j -0.000544276+0.00396722j -0.000986563+0.000763497j 0.00153254-0.000269906j 0.000692763+0.00138618j -0.00121033-0.00187557j 0.00257062+0.000932561j 0.00107793-0.00166899j 0.00256547-0.00285555j -0.000860625-0.000202945j 0.00146754+0.00063344j -0.000278439-0.00354197j 0.00295798+0.00136841j -0.00255439+0.00165985j 0.000288606-0.000702299j -0.000335049-0.000749828j 0.00158044-0.00070141j -0.0021784-0.000227885j 
0.0043447+0.000400037j -0.00452773-0.00038403j 0.000507037-0.00495189j -0.00517266+0.0060686j 0.0055591-0.0149398j -0.00466023+0.00946481j -0.00941792-0.00481375j -0.0039273-0.00759393j 0.00253497+0.0102072j -0.00330693+0.00231941j 0.000608692-0.0128675j 0.00015151-0.00534765j 0.00102201-0.0105093j -0.00674748+0.00641501j 0.00717904-0.00780679j -0.00269124+0.00511041j 0.000109103+0.00576987j 0.00362728-0.000684281j -0.00387845-0.00169434j 0.00138691+0.00555365j 0.00584535-0.0011027j -0.00152096+0.00109243j 0.00139154+0.00650756j -0.00406824+0.00106365j 0.00168749+0.0011502j 0.000858661-0.00186244j -0.00482001+0.000358538j 0.00196159-0.00327778j -0.00414204-0.00241804j 0.000815093-0.00647924j -0.000316048-0.00141288j 0.000814549-0.00215659j 0.00171222+0.000305478j 0.000351688+0.0024414j 0.00246903+0.000211865j 0.00618127+0.00466281j -0.00217865-0.00147249j -0.00500662-0.00287458j -0.000863638+0.00219294j 0.00142014-0.00202059j -0.000137783+0.00264939j 0.00127275+0.000313316j 0.000678603-0.00054657j 0.000960939-0.000227379j -0.00260923+0.000716751j -0.0046516-0.0044079j -0.0027515+0.00334529j -0.00227282-0.00285817j 0.000465881+0.00183508j -0.00185022-0.00501095j 0.000168647-0.00308308j -0.000508183+0.00159592j -0.000945862+0.00181676j 0.000399372+0.00110813j -6.12608e-05+0.000638317j -0.000608955+0.00190176j 0.000465472+0.00168799j 0.00431846+0.00154874j 0.00152539+0.00276342j 0.000128536-0.00426802j 0.00367752+0.00117916j -0.00315178-0.00358914j 0.00225696+0.0045218j 0.000827889-0.00122359j 0.00275327+0.000454712j -0.00283094-0.0014173j 0.00438727+0.000426292j 0.00114904+0.00255116j 0.000754684-0.000436482j 0.00144254+0.00160214j 0.00208286-0.00343238j -0.00202915-0.00242479j 
0.000337782+0.00149137j 0.00370537-0.00291279j 0.000545608+0.00211199j 0.00119246-0.00600839j -0.0113346+0.00100297j 0.00168838+0.0104305j -0.0161235+0.00272112j 0.000224593+0.00724319j 0.00376602+0.00201198j 0.000679667+0.0023456j -0.00155163+0.00387186j -0.00219426+0.00195936j -9.70731e-05-0.005073j 0.00862123-0.00295767j -0.00149351+0.000796018j 0.00893316+0.00572368j 0.0034905-0.00174796j 0.00506057-0.00296344j -0.000776141+0.000836549j 0.000162161+0.00144538j 0.000676801-0.00225558j -0.0056064-0.00549882j 0.0119916+0.00170014j -0.00077089+0.00170072j 0.00218058+0.00215039j -0.0024031-0.000372684j -0.00202586+0.000368327j -0.00518995+0.000319075j -0.000924941+0.0026021j -0.00483354-0.00226855j -0.00528153+0.000855078j -0.00217806+0.00012559j 0.00253674+0.00240813j 0.0036129-0.00245355j -0.0010637-0.000917931j 0.00603969-0.00277099j -0.00341652+0.00156532j -0.00311787-0.00432597j 5.41364e-05-0.00189353j -0.00418595-0.000184651j -0.00182434+0.0018411j 0.00110434+0.00134659j -0.00257378-0.00130641j -0.00154714-0.00293508j -0.00140285+0.00221529j -0.00512791-0.0036375j 0.00162208-0.00156541j -0.00600016-0.00121698j -0.000733631-0.000109251j -0.00369348-0.00289863j -0.004665+0.00102971j -1.45373e-05-0.00236778j -0.00280079+0.000631248j -0.00133417+0.00282606j 0.00253149+0.000231241j 0.00332362+0.00279718j -0.000325461+0.00101864j 0.000195487-0.00155981j 0.000228386+0.000908879j -0.00305155-0.0034011j 0.0036459-0.00187903j -0.0020512-0.00107232j 0.00231585-0.00506517j 7.22424e-05-0.00183968j 0.00212779+0.00106664j -0.00510322-0.000322168j 0.00149533-0.00276141j -0.00147749+0.000856761j 0.00256444-0.00267459j -0.0016541-0.00262592j 0.00212458+0.000264322j -0.00104418+0.000102974j 
