0.0064822-0.00113811j -0.00113127-0.00616206j 0.00259429+0.00371983j 0.00526061-0.00213861j -0.00143937-0.00250762j 0.000880756+0.00367755j -0.00498035+0.00134478j -0.00124172-0.000848694j 0.00110713-8.89487e-05j -0.00142355+0.0029881j -0.00304439-0.00352425j -0.00325248-0.00453662j 0.0053629-0.00372993j 0.000637724+0.00185589j 0.00154538+0.00274334j 0.000914268-0.00205432j -0.000299216+0.00137083j -0.00238348+0.000580604j 0.0049837+0.0046877j -0.000525711-0.00248639j -0.00122938-0.000648597j -0.00224157-0.00174912j -0.0013454-0.00266932j -0.00118567-0.000732045j 0.00249467-0.000975753j 0.00387677+0.000808263j 0.0043778+0.000814052j 0.00200559+0.00156995j -0.00129476+0.000208526j 0.00373328-0.000175919j -0.00306831-0.0016151j 0.00096829+0.00154499j 0.000414826+0.000693518j 8.81866e-05+0.00435827j -0.00180129-0.00233215j -0.00462765+0.00187134j 0.00123448-0.00111935j -0.000614153+0.000430389j -0.00208297+0.000545321j 0.00444106-0.00510361j 0.00213173-0.00150197j -0.00240176+0.00299734j 0.00137114+0.001093j 0.000292069-0.000542307j -0.00279602-0.00113353j 0.0010404+0.00141614j 0.00294959+7.09073e-05j 0.00196447+0.000137229j 0.000123623-0.000702653j -6.72277e-06+0.000115494j 0.000539375+0.00197235j -0.00184055-0.0017345j 0.000662557-0.00246207j 0.000665135-0.00212891j -0.000336551-0.000627206j 0.000954098+0.00202407j -0.00115049-0.00206758j -0.00254055+0.00195825j 0.000987031-0.00942919j 0.0127167+0.00374249j -0.00482165+0.0079693j -0.00161537+0.00311545j -0.00135229-0.00500782j -0.00360999-0.00437486j 0.000633245+0.000684858j -0.00143518+0.00139601j -0.00498887-0.00207417j -0.000387919-0.00824049j 0.00658447-0.00101736j -0.00203958-0.00072051j -0.00818676-0.0231374j -0.0227771+0.00582271j 
0.00066758-0.0021592j -0.00458588+0.000543483j 0.000570283+0.000123941j -3.37409e-05-0.00234339j 0.00232146+0.00174338j 0.000287165-0.00166141j 0.000516091+0.00184195j -0.00372477+0.00339907j -0.00246601-0.00394094j -0.000603916-0.00059059j 9.88208e-06+0.00182736j -0.00188614+0.0022465j 0.000136403-0.000795666j 0.0019081-0.00106668j -0.00272828-0.00359913j 0.00047235-0.00416086j 0.00220808-0.000912853j 0.00419657-0.00230738j 0.00129483+0.00592582j 0.00131863-0.000410115j -0.00550386+0.00113755j 0.00139073-0.00346051j 0.000317702+0.00315253j -0.00434867-0.00524894j -0.00204029+0.00268117j -0.00339041+0.00746854j 0.000172094-0.00124977j -0.000158815+0.000304258j -0.00227643+0.00751512j 0.0036129-0.00218112j -0.00310367-0.00154169j -0.00576799-0.0113432j -0.00337851+0.00891308j -0.00298122+0.00238656j -0.005155+0.00411588j 0.000706649+4.98852e-05j -0.000892007+0.00294801j -0.00493311+0.00151582j -0.00116687+0.00362801j 0.00571007+0.00396794j 0.00175346-0.00628732j -0.00242903+0.00187966j 0.00494582-0.00241134j -0.000731701+0.000125584j 0.00457553-0.00757423j -0.00343369+0.00216766j -0.000494071-0.004043j -0.00134075+0.00345365j 0.0049979-0.000352236j 0.00260833+0.00365995j 0.00174622+0.00482263j 0.000450516-0.00417512j -0.00281754+0.0054844j 0.00223463+0.000972936j -0.00220332-0.00205869j 0.000113209-0.00197799j 0.00186964+0.00217836j 0.00181881-0.00125853j -0.00405625+0.000607669j 0.00223366+0.00106804j -0.000584065+0.000752231j -0.000966607-0.0011847j -0.0010995+0.00269136j -0.00312624-0.000203509j 0.00115243+0.00376318j -0.00243685+0.00361815j 0.000923354-0.00240603j -0.000105549-0.000184147j 0.0024719-0.00136792j -0.00188429+0.000592482j 0.00150193-0.000304671j 9.31225e-05-0.00333722j 
0.00107724-0.00103022j -0.00126035-0.000187752j 0.00207558-0.000439374j -0.00090618-0.00062723j -6.57676e-05+0.00178408j 0.00222332-0.000310941j 0.0012299+0.00298126j -0.000312395-0.00106923j -0.00114826+2.86247e-05j 0.0043433+0.00494611j 0.00471836-0.000642252j -0.0022082+0.00252736j 0.00280171+0.000154878j 0.000374145+0.000544738j -0.00514678-0.00220767j -0.00107855-0.00571635j -0.000125566-0.000741669j -0.00163301-0.00114146j 0.00426187+0.00458007j 0.00300092-0.00175234j -0.00626583+0.00380242j -0.00456974+0.00869352j 0.000789552+0.004208j 0.00415109+0.00160768j 0.00583685-0.00123502j 0.000246362+0.0104876j -0.00585774-0.0015971j -0.00374659+0.0105831j -0.0020092-0.000537143j 0.00528615-0.0132607j -0.00537104+0.00234795j -0.00628443-0.00489882j 0.001933+0.003111j 0.00509352-0.00234933j -0.00178647+0.0102384j -0.00236367+0.000771116j -0.00343004+0.000406298j -0.00584239-0.000419191j 0.0014252+0.00205624j 0.00347964-0.00150282j 5.61353e-05+0.000773245j -1.39529e-05-0.00143229j 0.00209099+0.00332075j -0.00159744-0.00239111j 0.000297482-0.00407822j -0.0014429-0.0031911j 0.00395981-0.00318421j -0.00142247-0.00248722j 0.00172889+0.00133387j -0.00146685+0.000362124j 0.00536628+0.00115893j 0.00428325-0.00704824j 0.00043847+0.00109613j -0.00482471+0.00298696j 0.000506986+0.000570237j 0.00047823+0.000310635j -0.00448806+0.000791617j 0.00370484-0.00424427j -0.00210161+0.00242124j -0.00105509+0.00129057j -0.000207085+0.000194847j -0.00460818-0.000657493j -0.00331468+0.0027877j -0.00381432-0.00148798j 0.000365349+0.000749098j -0.00118315+0.00294869j -0.000188403-0.00119253j 0.000209911-0.00129006j 0.000207647-0.000390745j -0.0026475-0.000179163j 0.000449239-0.000213566j -0.00120101-0.00108954j 
-0.00160373-0.000976343j -0.00308786-0.00155318j 1.72246e-05-0.00185312j -0.00195368-0.00147965j -0.000624124-0.000924558j -0.00169859+0.000774001j 0.00334267-0.000665325j -0.000859389+0.00171539j -0.00298722+0.00163301j 0.00129327-0.00416304j -0.00510952-0.00150066j -0.0032472-0.000888448j 0.00217096-0.00199227j -0.000198397-0.000377702j -0.00235819+0.00136463j 0.00101034+0.00231847j 0.00264539+0.00254294j 0.00171465-0.00121475j 0.00128979-0.00142735j 0.00401563-0.00255288j -0.000404441+0.00310593j -0.00123074+0.00300814j -0.00103375+0.00151392j -0.00622766+0.00279991j -0.00219932+0.00345242j 0.00154025-0.00350051j -0.00264706-0.00248678j 0.00221557+0.00162092j 0.00324667+0.00173172j 0.00492608+0.00152474j 0.00221621-0.0072671j -0.00575701+0.00393831j 0.00589375+0.000644913j 0.000334346-0.00124579j 0.00169821-0.0013095j -0.00679008+0.00492523j 0.000255643+0.00532927j 0.000106499+0.00271018j -0.00642059+0.00590579j 0.00909459-0.00266199j 0.00631643-0.00752998j -0.00525593+0.000546023j 0.00505978-0.00175167j 0.00508786-0.00023773j -0.00287772-0.00288127j 0.0109763-0.00154132j -0.000126948-0.00322372j -0.000621633-0.00186742j 0.00108686+0.00116259j -0.00126076+0.000926722j 0.000124856+0.00398848j -0.00162788-0.000767599j 6.64393e-05+0.00423573j -0.00298681-0.00203475j 0.00013934+0.00104412j -0.00123343+0.000108867j 9.73447e-05+0.000637938j 0.00220663-0.000140047j -0.000278256-2.89952e-05j 0.000131035+0.00354304j 0.00102417+0.000144791j -0.000176867+0.00125166j -0.000823184-0.000125284j 0.000964124+0.00217839j -0.00123965+0.000212506j -0.00228248+0.00242761j -0.000549232-0.000289529j -0.000715488+0.000129055j 0.000753055+0.00109721j -0.00223626+0.00170578j 0.0012428-0.00261377j -0.00162489+6.07131e-05j 
0.000813465+0.000834868j -0.00260589+0.00159186j -0.000101316+0.000584595j 0.00177548+0.00102502j -0.00108275-0.0014949j -3.08731e-05+0.00361235j 0.000234652-0.00189642j -0.00433978-0.00102926j -0.00138377+0.00228128j -0.00186519+0.00369878j -0.00305868+0.00340763j -0.00106969+0.00365814j 0.000980216-0.007349j 0.00469925+0.000304879j -0.00175171-0.00308692j -0.00501319+0.000658647j -0.000615839+0.00173465j 0.00246375-0.000975161j 0.00220431+0.00337657j -0.00122886+0.00196882j -0.000181227-0.00344917j 0.00530005+0.00155996j -0.00230211+0.00390341j -0.00766753+0.00642847j -0.000116111+0.00223419j 0.000622874-0.00706287j 0.000857452+0.0099225j -0.0038194-0.0013731j -0.003262-0.00535557j 0.00364142-0.00337847j 0.00012679+0.000610577j -0.00331941-0.000185648j -2.55261e-06-0.00446065j 0.00115438-0.00314036j 0.00300642+0.00711528j 0.0028327-0.00255236j -0.00106699-0.00865735j 0.00277736+0.000264596j 0.00219039-0.00794983j 0.00300075-0.00123091j -0.00364246+0.00939238j 0.000710812-0.00444129j -0.00357108+0.00503905j -0.000674846+0.0020692j 0.0022398+0.00220118j -0.00514188-0.00169948j -0.00258384+0.00544235j 0.00613678+0.00293592j -0.000685615-0.00228873j 0.000892125-0.000142158j -0.003058+0.000346085j 0.00397644-0.00212971j -0.00177954+0.00314479j 0.000408362-0.000289064j 0.00309097-0.00414604j 0.00153618+0.00044657j 0.00204731+0.000839976j -0.000332022-0.00173335j -0.00540837+0.00417809j 0.00266265-0.00120124j 0.00309401-0.000789706j -0.00144835-0.000572977j 0.00052556+0.00310896j -0.00214425-0.00407446j 0.00307077-0.00269661j -0.00028762-0.000945457j 0.000379482+0.000183069j -0.00143654+0.00113858j -0.00115861+0.00123286j 0.000509759+0.000148063j -0.00134031+0.000702057j 0.00246472-0.00104234j 
0.00216496-0.000974708j -0.00195838+0.00201343j -0.0023464+0.000166039j -0.000699626-1.46805e-05j 0.000533771-7.16457e-06j 0.000711128-0.00160849j -0.00197149+0.00115872j -0.00146674+0.00103401j 0.00255589-0.00437339j 0.000164284-0.00699197j -0.00667482+0.000991702j -0.000906953+0.00220762j 0.00506332-0.00567468j -0.00138598+0.00317063j 0.00280924+0.00653541j -0.00703547+0.000144503j -0.00124024-0.00336997j 0.000301617-0.00910508j -0.00518641-1.31417e-05j 0.0015397+0.00209341j 0.00440371+0.00457879j 0.0082896+0.00345185j -0.00236939-0.00286893j -0.00282864+3.92033e-05j -0.00371137-0.000684605j -0.0033996-0.00489888j -0.00500712+0.00351545j -0.00195106-0.0110866j -0.00235562+0.00478736j 0.00756747+0.00702899j -0.00281239-0.00636848j -0.00169892+0.00839213j -0.00290666-0.00352057j -0.000813095-0.00478635j 0.00399639-0.00618796j -0.000535991-0.000572686j -0.000330903-0.00488786j 0.00189779+0.00213943j -0.00529501-0.000213214j 0.00760914-0.000216651j -0.00069102-0.00137711j -0.000845107+0.00189746j -0.00110495-0.000375306j -0.00362201-0.00206075j 0.000102134-0.00295843j 0.00223571-0.00139293j -0.00137974+0.00257761j 0.00701149+0.00337316j 0.00203365-0.00170265j 0.000699125-0.0029517j -0.00332953-0.00140278j 0.00122103-0.0018113j -0.00311171-0.00259512j -0.00137314+0.000136241j 0.00198575-0.00437481j 0.00362785+0.00176943j 0.00302352-0.0010313j -0.00205472+0.00152698j -0.00180186+0.00551251j 0.00178831-0.00338981j 0.00176875+0.00101392j -0.00139505+0.00539598j 0.00311791-0.00117526j -0.00050736+0.00174618j -0.0011109+0.00169963j 0.00216352+0.000435333j -0.00199149+0.000111677j 0.00159154+0.000435707j 0.000866358+1.36804e-06j 0.00237602-0.000199089j -0.000720833+0.000180664j 1.4384e-06-0.00333529j 
0.00141503+0.00132363j -0.000608459+0.00138264j 0.00177952-0.00288084j 0.000758291-0.00133012j 0.000168329+0.0003591j 0.000772185+0.000252275j -0.00267179-0.00293651j -0.00198621-0.0036101j -0.00123032-0.00408787j 0.00281116-0.00461266j 0.0026076-0.000704686j -0.00252656-0.00379904j 0.00660961-0.00274878j 0.00288287+0.00272125j -0.0034224+0.0069739j 0.00379536+0.00235783j 0.00257942+0.00283419j 0.00231961+0.00351354j 0.00297695-0.00293423j -0.000472795+0.00257755j -0.00220017+0.0108406j -0.000654007+0.00466093j 0.00379936-0.00107243j -0.0082648-0.00410808j 0.00920563-0.00248861j 0.0113372+0.00328794j -0.00590224+0.0063112j -0.000946699-0.00593388j 0.00741259-0.00444591j -0.006471+0.00466292j 0.00481609+0.00683775j -0.00866958+0.00930229j 0.0078951+0.000850382j -0.000460632+0.000999465j 0.00152462+0.00427339j 0.00335235+0.000165995j 0.00543069+0.00127628j 0.0025264+0.000688056j 0.00449357+0.000518666j -0.00205088-0.000523112j -0.00533006+0.00278775j -0.0046944+0.00225259j -0.00864999-0.00303239j 0.00216929+0.00434848j 0.00315012+0.00141879j -0.00104539+0.0028121j 0.00221943+0.00313764j 0.00399108+0.00182353j -0.000564988-0.000269955j 0.000671453-0.00102781j -0.00296171-0.000617491j 0.00290239-0.00101392j -0.00278797-0.00463858j -0.00360624-0.00336967j -0.00280979+0.00199242j -0.00156726+0.00273766j 0.00206385-0.00375247j -0.00433037-0.00105505j -0.00328228+0.00431679j 0.00399959-0.00675257j 0.00272017-0.000627625j -0.00198066-0.000729195j 0.00296862-0.00435343j -0.00223634+0.00138284j 0.000135255+0.0021725j -0.00021702+0.00266334j -0.00219177+0.000220226j -0.00212964+0.000517012j 0.000741395+0.000135227j -0.00113366+0.00131361j -0.000802306-0.00040832j 0.000795087-0.00199722j 
0.001138-0.00271126j 0.00322714+0.00135144j 0.00169397-0.000773644j -0.00101978+0.00185361j -0.00397798-0.000281377j -0.00152638-0.000554881j 0.00360519+0.00227642j 3.388e-05+0.000825353j -0.00429462+0.0012498j -0.00404315+0.00128621j -0.00508134-0.00164419j -0.00531028-0.00128448j -0.00203491-0.00596032j -0.000976202+0.00477799j 0.0044231-0.00426452j -0.00557878+0.00251584j -0.000440239+0.000988946j 0.00365851+0.00159168j -0.00217226+0.000801483j -0.00283127-0.00140257j 0.00911631+0.00252299j 0.00182527+0.00116449j -0.000327198-0.00207735j 0.00232718+0.00114845j -0.00562066-0.000770496j 0.00181535+0.00325752j 0.000871678+0.00561288j -0.00116869+0.000564917j 0.0022807-0.002295j 0.00553173-0.00184069j -0.000695083+0.0011544j 0.000625798+0.00927003j 0.00118172-0.00320081j -0.0064464-0.00208652j 0.00262414-0.00291897j -0.00196969-0.00230853j 0.00526664-0.00455835j -0.00302193-0.00180654j 0.00100428-0.00264444j 0.00815584+0.00150411j 0.00082057+0.00308169j -0.00417214-0.00296214j -0.00613254+0.000752811j -0.00274683-0.00430004j 0.00432849+0.00729412j -0.000754048-0.00589335j -0.010186+0.00527126j 0.000999338-0.00110996j -0.00206718-0.00124503j 0.000650246+0.000753716j 0.000148161+6.57659e-05j -0.00104095+0.000699509j -0.00112003-0.0030866j -0.00262244-0.000544224j -0.00831133-0.00207549j 0.0013538-0.000400353j 0.00264595+0.00178978j 0.00161936-0.00514022j 0.00234363+0.00116924j -0.00447034-0.00721323j 0.00360028-0.00118197j 0.000224554+0.000920783j 0.00418494-0.0032195j -0.00415127+0.000951937j 0.00128067+0.00151739j -0.00219218+0.000370722j 4.24142e-05+0.000924502j -0.000603329-0.00175155j -0.00175304-0.00053649j 0.000124671-0.00257347j 0.000226315+0.00160384j -0.00204389-0.000601646j 
0.000996617-0.00041782j 0.00121403+0.00170167j 0.000336568-0.00263057j 0.000766796+0.00207716j -0.00115144-0.000250153j 0.00135234+7.66593e-05j 0.00116054-0.00217339j -0.00300207-0.00313421j -0.00520239+0.00367099j -0.00541508+0.00554888j -0.00539471+0.00291836j -0.0058546+0.00154211j -0.00842954-0.00469951j 0.00216273+0.00416612j 0.000506235-0.00466708j -0.00599179+0.00986955j -0.00495378+0.00461996j 0.000933447-0.00106081j -0.00613994+0.000710496j -0.00114519+0.00124353j 0.00775186-0.00600332j 0.0021646-0.00448936j 0.00172381-0.000433683j -0.00184229+0.00257145j 0.00631-0.00484447j 0.00586597-0.00504842j 0.00199778+0.00697566j -0.00455895-0.00188157j -0.0043313+0.00709544j 0.00308634-0.00103273j 0.00272486+0.000594479j -0.000745079-0.00567377j 0.00496119-1.18222e-05j 0.00038317+0.0015452j 0.00661514+0.00223424j 0.000888786-0.00123558j -0.00523523+0.00547037j -0.00349004-0.00231525j -0.00391026+0.00229124j -0.00476176+0.00325248j 0.000587368+0.00105339j 0.00245003-0.00158289j 0.00895628-0.0127286j 0.00199189-0.000278309j -0.00120903+0.00236591j 0.00390481-0.000152761j -0.000843439-0.00342116j -0.00506654+0.00454504j 0.00425329+0.000139512j 0.00396394-2.57957e-05j 0.00525075+0.00280211j -0.000671256+0.00294537j -0.0002053+0.00647211j 0.000330799-0.00360878j 0.00194451-0.00289142j -0.00339162+0.00279183j -0.00472828+0.00789915j 0.00506388+0.000245054j -0.00321361-0.00154747j 0.00184738+0.00310178j -0.000870903+0.00687399j -6.18702e-05-0.0018523j -0.00345447+0.00726344j 0.00441442-0.00505239j 0.00290984-0.000205169j 0.00144064-0.00249065j -0.000533869-0.00108983j -0.00126571-0.00126447j -0.00289376+0.000406635j -0.000489069+0.000550911j -0.00144737+9.18538e-05j -0.00039185-0.00148827j 
0.000352116+0.00141978j 0.00108298+0.00077981j -0.000780244+0.000493971j -0.000673053+0.000118354j 0.000227154-3.70977e-05j -0.00321909-6.95298e-05j 0.00380206+0.000811475j 0.00112358-0.000453332j -0.00111153-0.000452163j -0.00298336-0.00192722j -0.00148201-0.000774456j 0.00230328-0.00389088j 0.00347915+0.000458818j 0.00032178-0.000482308j -0.000114197+0.00112326j -0.00260911-0.00161063j -0.0014681-0.00238906j -0.00349884+0.00237366j 0.00099097-0.00624149j -0.00277066+0.00062735j -0.00320516-0.00139183j -0.00366403+0.00104701j 0.00384508-0.00279934j 0.00233347-0.000505616j 0.00347666+0.00176948j 0.00154879-0.00167729j -0.000671739-0.00371187j 0.00271653+0.000975255j 0.00386479-0.00178308j -0.00166769+0.00243395j 0.00694045-0.00338475j -6.7719e-05+0.00331094j 0.00205889-0.00140866j -0.000753911-0.000348881j 0.00539121-0.00715451j -0.00456236+0.00530162j -0.00367603+0.00232926j 0.00380793+0.000160106j -0.000534373-0.000869709j -0.00475078-0.000662248j 0.00342927-0.00142402j -6.24192e-05+0.00124771j 0.000391424+0.00523569j 0.00301186+0.00383746j -0.00160749-0.000545443j 0.002085+0.000125667j -0.000264133-0.00116226j -0.00392802-0.00355567j -0.00233958+0.000997922j 6.94193e-05-1.87459e-05j 0.00127009+0.000934655j -0.00207203+0.00116062j 1.17443e-05-0.00394721j -0.00315199-0.00294426j 0.00194218+0.00107624j -0.000322356-0.00212962j 0.000752345-0.0034651j 0.00181212+0.00251991j 0.00294787-0.00192096j -0.000702076+0.000664723j -0.00177971-0.0018698j 0.000937921+0.000307378j -0.000370868-0.000718628j -0.000202353+0.00025327j -0.00219657+0.00110286j -0.00266871+0.000473852j 0.00136356+0.00140294j 4.64958e-05-0.000539245j 0.00042994-0.000646405j 0.000272965-0.000474608j -0.000494113+0.00129991j 0.000676924+0.000163262j 
0.00158474-0.00141228j -0.000366143+0.00118694j 0.000455072+0.000185603j 0.000111449-0.000691237j -0.00140176+0.000368228j -0.00312903-0.00339274j 0.000173253+0.000465743j 0.00178294+8.47426e-05j 0.00407656-0.00309742j 0.00479345-0.00034973j 3.50349e-05+0.00314349j 0.00252467+0.000380829j 0.00676519+0.00477781j 0.00140174-0.00189076j -0.00555573+0.0026267j 0.00388013-0.00110465j 0.00311065+0.00345632j -0.00157628+0.000436059j 0.000866862+0.00573739j -0.00230146-0.00278976j -0.00870257+0.00216703j -0.00864616-0.000652593j -0.00697392-0.00186236j -0.000844828-0.00534667j -0.00198056-0.00224943j -0.00534416+0.00350842j -0.00416756+0.00217767j 0.00565698-0.00411409j 0.00476013+0.00143743j -0.00577912+0.00235572j 0.000787878-0.000196108j -0.000874575+0.0047906j -0.00103745-0.00298092j 0.00506294-0.00577808j -0.00729797-0.00700254j -0.00633864+0.00128167j -0.00701756-0.00287637j 0.00684175+0.000466586j -0.0041147+0.000343374j -0.00139298+8.37394e-05j 0.0018252-0.000428013j 0.00100733-0.00151577j 0.00571595-0.00284655j 0.00574163+0.00251234j -0.00638371+0.00219517j 0.00544266-0.0073781j 0.00324482-7.58694e-06j -0.00592706+0.000345607j -0.000314431-0.00312429j -0.0070532+0.00172772j -0.00207963+0.00218396j -0.00491302+0.00179317j -0.0013667+0.00717144j 0.00167354+0.00482019j 0.00571561+0.00125825j -0.00136257-0.00100744j -0.00453573+0.000430939j 0.00505419+0.00182j 0.00511468-0.00480873j 0.000217993+0.00361406j 0.00173864+0.003425j -0.00168901+0.00293235j -0.0033684+0.00317295j 0.00257118-0.00081168j 0.000551204-0.000758708j 0.000958746-0.00158291j 0.000668528-0.00119044j 0.00411476-0.00189013j -0.00119411-0.001623j 0.00265651-0.00176103j 6.37173e-05+4.3333e-05j 0.00156424-0.00219476j 
-0.000491619+0.00121008j -0.000361404-0.00118199j 0.00174879-4.77638e-05j -0.000268755-0.000421025j 0.000792451+6.41351e-05j 0.00052185+0.00216344j 0.0028258+8.5576e-05j 0.000627727-0.00111845j 0.000904698+0.00209689j 0.00173719+0.00119076j 0.00269668-0.000420849j 0.00368052-0.00172978j 0.000288199-0.00478333j -0.00212976+0.000757802j 0.00249657-0.000521436j -0.00226642-0.00138288j -0.0012366-0.000435934j -0.00258437-0.00241299j 6.41453e-05-0.00330022j 0.00245517+0.00132275j 0.00100328-0.00163683j 0.00236859+3.00713e-05j -0.000716317+0.000673325j 0.00351209+0.00752644j 0.00168251+0.00060887j 0.000821385-0.00261875j 0.000164019-0.00234964j -0.0008072+0.00364489j -0.00235283-0.00167498j 0.00120218-0.00182636j -0.00177331-0.00151042j -0.00139885-0.000525059j -0.000835864-0.00038999j 0.00410949-0.000571717j 0.00292474+0.00112925j 0.000847783+0.00194451j 0.00395638+0.00294714j -0.000919236-0.000679271j 0.00197192+0.00121884j -0.000535827+0.000319306j -0.00235327+0.00183894j 0.000755672+0.00032189j -0.00232642+0.00297703j -0.000461114-0.000139002j -0.0022898+0.000714361j 0.00297115+0.00160059j -0.000625768-0.00128316j 0.00366634-0.00113982j -0.00164547-0.000869479j 0.00182985-0.0012368j -0.000164019-0.000690325j 0.00178175+0.000394553j 0.00179583-0.00270133j -0.0025447-3.62453e-05j 0.00133223-0.00112613j 0.00228941+0.000933872j 0.000917891-0.0021001j -0.00278706+0.000366053j -0.00126527+0.00264368j 0.0025787-0.00138088j -0.00142209-0.00229634j -9.08224e-05+0.000999153j 0.000895664-0.00140927j 0.00129539-7.16452e-06j -0.000698654-0.00202451j -0.00165647+0.00063554j -0.000207698+0.000639356j -0.000235986-0.000137905j -1.85151e-05+0.000512712j -0.00186208+0.000588652j 0.000656465-0.000227077j 4.60542e-05+0.00154897j 
-0.00073656+0.000239677j 0.00126631+0.00137395j -0.00157165-0.00521166j 0.00118244-0.00170993j 0.00114608+0.00021824j -0.000703378-0.00160391j 0.00084012-0.000516268j -0.000383853-0.000989714j -0.00137186+0.0010156j -0.00336849-0.00203222j -0.00301514-0.00383076j 0.00167661+0.00182605j -0.00403584+0.000521432j 0.00365437+0.00449269j 0.00111621-0.00013468j -0.00131871+0.00342532j -0.0015666-0.00329293j -0.0014302-0.000485989j -0.0018519-0.00402493j -0.00187528-0.0038729j 0.00647712-0.00184561j -0.000604502-0.00350054j 0.00177205+0.000174616j 0.000289261-0.00172884j 0.002027+0.00201379j 0.00611197-0.00547686j 0.00292874+0.00488497j -0.00602289-0.00419356j 0.000858088+3.45941e-05j 0.00158433+0.00412905j 0.00447157+0.00535609j 0.00185566+0.00122025j 0.00339092-9.66765e-06j 0.000288973-0.00407248j 0.00466113+0.000121231j -0.00260691+0.0026376j -0.0024735+0.0033166j 0.00297077+0.00133741j 0.000309309-0.00022135j -0.00457095-0.00283147j 0.00185503-0.000595904j -0.000308932+0.00130912j -0.0040119-0.0017502j -0.00280853+0.00616565j 0.000836041+0.00392348j 0.00105604-0.0053724j -0.000907881-0.00334584j -0.00329357+0.00121993j -0.0017824-0.000455596j 0.00371195+0.00336929j 0.000175786+0.0043622j -0.00252401+0.00103365j 0.00223138+0.00162624j 0.000110728-0.00431385j 0.0018363+0.00390074j -0.000648286-0.00171263j 0.000525755+0.00168244j -0.00170097+0.0014022j 0.00357936-0.000257051j -0.000102176+0.00102205j 0.00136631+0.00114387j 0.00312096+0.00234972j -0.00221185+0.00293556j 0.00566679-0.00227792j -0.00205954-0.00280162j 0.000190575-0.00284985j -0.000945283-0.00142168j -0.00125479-0.00035222j 0.00102353+0.000980615j -0.000174396+0.0018252j -0.00159206+0.000660552j 0.00048443-0.000124401j 
0.00321818-0.0015245j -0.000389112+0.00055812j -4.66572e-05-0.00128962j 0.00262979+3.76708e-05j 0.00109486-0.000598499j 0.00396238-0.000580531j 0.00226806-0.0053936j -0.00246947+0.00160479j -0.000746737+0.00230929j 0.0026653-0.00161955j 0.00170949-0.00153351j -0.00914188-0.000281328j 0.00043473-0.00278541j 0.00496208+0.00661312j -0.00322966+0.00314819j -0.00057832+0.000334524j -0.0024802+0.00357j -0.000397281+0.00947039j 0.00444215+2.5251e-05j -0.00495323+0.0120944j -0.00168216+0.00341115j -0.0037029+0.00195588j -0.00413602+0.00987741j 0.00230983-0.00103136j -0.00614776-0.00517132j 0.00355893-0.000805543j -0.000399561+0.00540407j -0.00132304+0.0010246j 0.0021714-0.00477249j 0.00143049+0.00453617j 0.0096529+0.00077677j -0.000986225-0.00248464j 0.00174176+0.00475269j -0.00593222-0.0035598j 0.00272483+0.0061092j -0.00836849+0.000238172j -0.00301228-0.00011064j -0.00226423-0.00106513j -0.00218023-0.000327327j -0.000958234-0.000899954j 0.00916833+0.00871349j -0.00306203-0.00488484j 0.00118394+0.00142325j -0.00147934+0.00104814j 0.00369208+0.00497055j 0.00163134+0.00613364j -0.000391659+0.00317731j -0.000982509-0.000995848j -0.00151995+0.00337222j -0.000647044-0.00091427j 0.00236134+0.0011509j 0.00168253-0.00580377j -0.00116751+0.00326651j 0.00362052-0.000913102j 0.00114602-0.00562617j 0.00226475+0.000329253j -0.00312598+0.00514554j 0.00329685+0.00149597j -0.000251191+0.00587574j -0.0030072+0.00223346j 0.0035892+0.00204657j 0.000445494-0.0011446j -0.00113773-0.00109028j -0.00294929-0.00426509j -0.00123033-0.00200267j -0.00170626-0.00158381j 0.000137031-0.00243724j -0.000994462+0.00105361j -5.91247e-05+5.38676e-05j 5.01572e-05-0.00132556j -0.000876179-0.000821982j 0.000576428-0.00277402j 
