0.00543542-0.00240883j -0.000208534-0.00318029j -0.00761179+0.00112927j -0.003864+0.00378211j 0.00491824-0.00172163j 0.00963097-0.00344387j 0.0019973+0.00425302j 0.0122392-0.00174477j 0.00246132-0.000128284j 0.0104186-0.00434933j 0.000291104-0.000955262j 0.0106063-0.00025669j -0.00497232+0.00254321j -0.00129145-0.000120315j -0.00482866-9.43013e-05j -0.010043+0.00201604j 0.0120793-0.00266562j 0.00375241-0.000418689j 0.00179647-0.00128442j -0.00397749-0.000606717j 0.00900723-0.000157192j -0.00414932+0.00163997j -0.00330266-0.000674993j 0.0154037+0.000729176j -0.0106114-1.72501e-05j -0.00950339-0.000818115j -0.0059682-0.00169742j 0.00642176-0.00102361j -0.00686411-7.97408e-06j 0.00603498+0.00177391j -0.0109176-0.0012238j -0.00603689-0.00105898j -0.00085742-0.00387659j 0.00751964+0.00211634j 0.0135447+0.00107482j -0.00577234-0.00371824j 0.000139103-0.00109414j -0.00420267-0.00063026j -0.0100251+0.00101208j 0.00532452+0.00738905j 0.0146178+0.00576576j -0.00819699+0.00320628j -0.00194007-0.000538394j -0.00370373+0.000294373j -0.00100781+0.000638072j -0.00206781+0.00105583j 0.00209522-0.000496853j 0.0037001-3.40256e-05j 0.00194995-0.00106215j -0.00158766+0.000445202j -0.000702314-0.000162776j -0.00189106+0.000627945j 0.0017031-0.000633667j 0.00241792-0.000209666j -0.000369338-0.000347657j -0.000807303+0.000148316j -0.000935083+0.000132321j 0.00252393-0.000385274j 0.00148459-0.000171875j 0.00221684-0.000481469j -0.000674432-0.000186158j -0.000723762+0.000541304j 0.00144235+5.84426e-05j -0.00110012+1.97574e-05j -0.0017197+0.000151965j 0.000815957+2.00708e-05j 0.000402621+0.000662864j -0.000634568-2.67929e-05j 0.000907927-0.000122755j 3.76873e-05+0.000387969j 0.000144622+0.000328723j 0.000568582-2.35303e-05j -0.00156385+0.00035079j -0.000224608-0.000590362j 0.00263842+6.27055e-05j 0.00185796+0.000161768j -0.000359525+0.00014942j 0.00155635+7.26698e-06j -0.000558151-0.000269414j 0.00154171-0.000147699j -0.00216542+0.000143499j -0.000322253-0.000597799j -0.000286653+0.000150952j -0.00282592-0.000561184j 0.000464802+0.000821147j -0.000107835-0.000457379j 0.00317461+0.00026496j -0.00105905-1.82859e-05j 0.00129966+0.000538054j -0.00219882-0.00027109j 0.00152806+1.23538e-05j 0.00341117+5.68588e-06j 
-8.51135e-05+0.000324743j 0.00198568-0.000684202j 0.00197526+0.00255625j -0.00127075+0.002462j -0.00310283+9.61812e-05j -0.00322036+0.0017191j 0.000685261-0.00392496j -0.0016351-0.000959953j 0.00176291-0.00242733j -0.00188519-0.000531265j 0.00126862-0.00246812j -0.00522675-0.00525571j -0.000120408-0.00266064j 0.00229981-0.000189686j 0.00370533+0.00191109j 0.00254612+0.00130354j -0.00319952+0.00212035j 0.0031278-0.00171739j -0.00229852-0.00316526j 0.00749156+0.000198511j -0.00238579-0.00407398j 0.00368561+0.00120886j 0.000141828+0.00478126j 0.00253942+0.00133389j -0.00270749+0.00167973j 0.00131643+0.00426615j -9.84723e-05-0.005927j 0.00308962-0.0125321j -0.00396098-0.00535915j -0.0129165-0.0169035j -0.0142262-0.0131327j -0.00736623+0.00465948j 0.0077175+0.00424479j -5.15474e-05-0.0110712j -0.00208327+0.00521239j -0.000315853-0.0143498j -0.00092664-0.00495487j 0.00280853-0.00330229j -0.00181971+0.00208947j 0.00336809+0.00576769j 0.00241962+0.00598965j -0.00214406+0.00107537j 0.00267319-0.0020682j 0.000766282+0.000290033j -0.000153505+0.000766467j 0.00187141+0.00119858j -0.00348239+0.00209187j -0.00167203-0.000481134j 0.00085818-0.000294839j -0.00289505+0.000263348j -0.002779+0.00138377j -0.00203606+0.00222197j -0.000194378+0.000401972j -0.00476427+0.000522603j 0.00185666-0.000510845j 0.000689192-0.00146059j -0.000994511-8.82234e-05j -0.00143685+0.000897858j -0.0040517+0.00383944j 0.00268218-0.00413333j 0.00323853-0.00176991j -0.00117581-0.00160327j 0.002123-0.000668495j 0.00183834+0.000757961j -0.00132402+0.0029855j -0.00232933-0.00258839j 0.000122609+0.000169533j -0.00200586+0.0021183j -0.00429364-0.00119238j -0.00242331-0.00221216j 0.00446152-0.00467857j 0.00616218+0.00017817j 0.00248921+0.0010573j -0.01434+0.00716299j 0.0090761-0.00124647j -0.000235063-0.00159879j 0.00495662-0.00220139j -0.00422552-0.000161946j 0.0118271-0.00177836j -0.00548774+0.00165898j 0.00824698+0.000499388j -0.00635049+0.000651175j 0.00592219-0.00117449j -0.00551614-0.00145629j 0.00342284+0.00227556j -0.00754219-0.00271646j 0.00320278+0.00255781j -0.00345209-0.000922813j 0.00416035+0.00125755j -0.00259641+0.000164025j 0.00241522+2.64894e-05j 0.00292574+0.00111916j 
0.00136642+0.00236431j 0.00139079+0.000814927j 0.00276235+0.00117564j -0.00175597-0.000550834j 0.00254977-0.00199585j 0.00178064-0.000831164j -0.00667716+0.00301102j 0.00275224-0.000257144j -0.00648362+0.00155898j 0.00222977-0.00143628j -0.0016219+0.00238225j -0.000222943-0.00095311j -0.00397639-0.00034257j -0.00832216+0.000532553j -0.00271279+0.00596798j -0.00425783+0.000844373j 0.0024112+0.00431423j -0.00777047-0.00417906j 0.00481118-0.0017705j 0.00767501+0.00339367j -0.000594174+0.000364964j 0.0027293-0.00661395j -0.00641058+0.00224434j -0.00807213+0.00070566j 0.0105925+0.00288926j 0.000770037-0.00434647j -0.0035377-0.00142882j 0.00509716-0.000480495j 0.00500085-0.000408764j 0.00860568-0.00384444j 0.00710308-0.000801998j -0.00307192+0.0026648j 0.000791026+0.00324572j 0.0038795-9.07603e-05j 8.29438e-05-0.00379764j -0.00122905-0.008104j -0.000623081-0.00293888j -0.0016313+0.00171177j 0.00558674+0.00320553j -0.00115067+4.62842e-05j 0.00367871+0.00346025j -0.00208627+0.00610917j -0.00542571+0.00034841j -0.000472079-0.00358673j -0.000135439+0.00145693j -0.00562623-0.000513505j 0.00430129+0.00101122j -0.00129473+0.00101348j 0.000471706-0.00371867j 0.00697535-0.000352669j 0.00556543-0.0018706j -0.00697509+0.00203129j 0.00224509-0.00334143j 0.00494575+0.000249991j -0.00138749-0.00133435j -0.00360589+0.000402725j 0.00147151+0.002414j 0.00283177+0.000490913j -0.000489064+0.00449822j 0.00525844+0.00108875j -0.00224012-0.00226222j 0.00566304-0.000352119j 0.00147223+0.00228456j -0.00402049-0.00387759j -0.00483139-0.000409104j 0.00629286+0.00252958j 0.00148304+0.00224334j -0.000596357+0.00200387j 0.0109445-0.00232259j 0.00289115-0.00271481j -0.00278912-0.00470753j 0.00266138+0.00992544j -0.00173295+0.00313391j -0.00692582-0.000652959j 0.00200305-0.00147191j 0.00264348+0.00105396j 0.00560866+0.00187751j -0.00603475+0.00215393j -8.94728e-05-0.00190057j -0.00689099+0.0040649j -0.00707787-0.00597988j -0.00646375+0.000345835j 0.00638391+0.00384411j -0.000597703-0.00225904j -0.00116476+0.0010102j -0.00250084-0.00122801j -0.00144089-0.00379894j -0.0014726+0.000960993j -0.00244131-0.00165662j -0.00242874+0.00111184j -0.00258541-0.00087554j 0.00158379+0.000135469j 
0.00300376-0.0025921j 0.000990734+0.00231233j -0.00213925+0.000694899j -0.00352566-0.00320881j -0.00179941+0.000947253j -0.00432666-0.00157194j -0.0001495-0.00219959j 0.00260873+0.000761352j 0.00476502-0.000367725j -0.00460415+0.00144971j 0.00348755-0.000110672j -0.00415588-6.50948e-05j 0.000999425-0.000250497j -0.00052851-0.00119582j 0.00409088-0.00252935j 0.000173848+0.000229536j 0.00017479-0.00215097j 0.00350629-0.0013683j -0.00344123+0.00379118j 0.003784+0.00817397j -0.00318694+0.00208005j 0.00456303+0.00339818j 0.00319549-0.00525042j -0.00547085-0.00785999j -0.00418628+0.00134171j 0.00156257-0.000394953j 0.0100344+0.00793647j 0.00993519+0.0152658j -0.00618195+0.00225131j 0.00359893+0.00503928j -0.00728615-0.00798214j -0.0104117-0.0103938j 0.00433729+0.00985637j 0.000308609+0.00828936j 0.000955103-0.0046029j -0.00248952-0.00469687j -0.00103442-0.00807433j 0.000545344+0.00504542j 0.00218245+0.00860126j 0.00426827-0.000145744j -0.000485951+0.00177006j 0.00289496+0.00344879j 0.000290273-0.000822714j 0.00257403-0.00309902j 0.00162416-0.00296145j 0.00402369+0.000140594j -0.00425036+0.00248198j -0.000506987+0.00174019j 0.00147138+0.000409785j -0.000915586-0.00296915j 0.000474687-0.00260076j 0.00133761+0.00268646j -0.000509106-0.000126955j -0.00658467+0.00226301j 0.00236742-0.000230366j 0.00084663-0.000264966j 0.00102522-0.000376964j -0.00486992-9.20668e-05j -0.000497848-0.000814322j -0.000390534-0.0046332j 0.00604318+2.30311e-05j -0.00438435+0.00114267j -0.00330033-0.00255181j 0.00309764-7.30329e-05j 1.06392e-05+0.0023695j 0.000253148-0.00245032j 0.00120517-0.00206723j -0.0023555-0.000199732j 0.000208445-0.00332608j 0.00860921-0.000124487j 0.000800866+0.00274861j -0.0168185+0.000479176j -0.00487424+0.00324903j 0.000199487-0.000666194j 0.00041995-0.00168102j 0.01117-0.00263116j -0.00162088-0.00192527j -0.0065204+0.00119976j -0.00216391+0.00163918j -0.00214312+0.000910776j -0.00463902+0.00430731j 0.00466176+0.00175015j -0.00216307-0.00557458j 0.00258374-0.000196952j 0.00136627-0.000514948j 0.000142065-6.45806e-05j 0.00505316+0.00144103j -0.00373993-0.00318534j -0.00369277+0.000367412j -0.00544401-0.00265469j -0.00214539+0.000749059j 0.00470891+0.000449751j 
0.00141274+0.00259918j 0.000476841+0.00127622j 0.000248389+0.00240831j 0.000437097-0.00116571j -0.00150268-0.000611919j -0.000884221+0.000134279j 0.00254236+0.00125911j -0.000223053+0.00143493j -0.00103338+0.00169264j -0.000513431+0.00369493j -7.66114e-05-0.00713336j 0.00245473-0.00145116j -0.000345309+0.00273642j -0.000517401+0.00862456j 0.00336211+0.00544928j 0.00195447+0.00448769j -0.00183183+0.00220174j 0.004079-0.0151807j 0.000107786-0.00188813j -0.00355841-0.000476838j 0.00159971+0.000686194j 0.00211469-0.00757119j 0.00214772+0.00227165j 0.0038559-0.00139848j -0.00243241-0.00113325j 0.00293253-0.0107732j 0.000896781-0.00691826j 0.00149827-0.000133661j 0.00519685-0.010124j -0.00552864+0.00326812j 0.00699742-0.000496185j -0.00700509+0.00921243j -0.000319066-0.00562951j 0.00242901-0.00487991j 0.00608225-0.00607209j 0.001221+0.00224165j -0.000767922+0.00274657j 0.000464072-6.7274e-05j -0.000550267-0.000917413j -0.00085706+0.00117313j -0.00165671+0.00020735j -0.000263994-7.71259e-06j 0.00218162+0.000288155j 0.00104877+0.00137459j -0.0012299-0.000960217j 0.000393763-0.00404018j 0.00129884+0.00110505j -0.00102861-0.00011191j -0.000934818+0.000648983j -0.000287161-0.000810324j -0.00202644-0.000910447j 0.00193094+0.000267365j -0.00479406-0.00442006j -0.00121611-0.00297849j 0.000993306+0.00242953j -0.00206955-0.00200605j 0.00167536+0.00435549j -0.00259858-0.00228463j 0.00550941+0.00660122j 0.00173568+0.000108408j 0.00102388+0.00230767j -0.00150457-0.0068253j -0.00134052-0.00533636j 0.000660765-0.000993749j 0.000206277-0.00307793j -0.000655877+0.00311151j 0.00133511+9.47991e-05j 0.000943815-0.00270237j -0.00298587-0.0114363j 0.000678638-0.000987848j -0.00180031-0.00623435j 0.00124639-0.00371129j -0.00185452-0.00442495j -7.61862e-05+0.00315653j 0.000274827-0.00586527j -4.70164e-05+0.00604083j 0.00161689-0.00187668j 0.000853469+0.00161271j -0.00113551-0.000431867j 0.000414988+0.0071143j 0.000213451+0.000519773j -0.000709906+0.00587053j -0.000910861-0.00201847j -0.000332313+0.00336973j -0.000305366+0.0045068j 0.00240153+0.000660788j 0.00265183-0.00466208j -0.00123181+0.000146189j 0.000800838+0.00105279j 0.00104667-9.27552e-05j 0.000390983+0.00118459j -0.00128867+0.00190506j 
-0.000305719+0.00318939j 0.000432297+4.71116e-05j 0.00086765+0.00196461j -0.000225628+0.0033499j -0.000148595-0.000237933j -0.000687734-0.000975797j 0.00094071-0.00172996j -0.00218353+0.00230044j -0.000114087-0.00382704j 0.00604677-0.00238679j 0.00521689+0.00188911j -0.00389048+0.00452467j -0.0016729-0.000626934j -0.00736582-0.00349972j 0.00216608-0.00287126j 0.00678098-0.00241009j 0.00110444-0.000288588j 0.00196114+0.00728568j -0.000380898+0.000510357j -0.000130216+0.000905276j 0.00280315+0.00162258j 0.00170058+0.00213236j -0.00218954+0.000348411j 0.00733699+0.00290677j 0.00776368+0.000336345j -0.00442025+0.0036943j 0.00382942+0.0043435j -0.00890454+0.000127477j -0.00326173+0.00269036j 0.00158288-0.00196837j -0.00131819+0.00661516j -0.00259086-0.00537016j -0.00325688+0.00202313j -0.0014952-0.00222356j -0.00231715+0.000642664j 0.00126938-0.000432516j -0.001156+0.00269258j -0.00123433+0.00141406j 0.00200214-0.00175519j -0.00226672-0.000506876j 0.00243183+0.00154514j -0.00281432+0.0030371j 0.000857397-0.000359919j -0.00127125+0.00208692j 3.93587e-05+0.00142461j -0.00298421-0.00325881j 0.000131845+0.00170139j -0.0028588+0.000700253j 0.00319219-0.000891822j -0.00416554+0.000278557j -0.00167755-0.000712721j 0.00281815+0.000960328j 0.00325604+0.00166659j 0.00335737-0.00181559j -0.00480404+0.00379511j 0.00585935-0.00181422j -0.00175475-0.00199585j 0.0035751+0.00586281j -0.00369858-0.00198896j 0.00335409-0.00259752j 0.0023195+0.00314776j 0.00450747-0.00196127j -0.00268283+0.00487868j 0.00610495+0.00280031j 0.00142636+0.00443425j 0.00175971+0.00331478j 0.00296098-0.000919323j -0.00387784-0.00101179j 0.00336783-0.000850704j -0.00124775-0.00120779j 0.00554765+0.00185168j -7.88938e-05+0.0016202j 0.00593907+0.00315675j -0.00250815+0.000483886j 0.00030483+0.000946538j 0.00120417-0.00119827j 0.00658718-0.00495802j 0.00534511-0.00277083j 0.00464536+0.00213642j -0.00596102-0.00552251j 0.000335755+0.00045662j -0.000759614+0.00136006j 0.000127955-0.00284171j 0.00194873-0.00115089j 0.00142051-7.45895e-05j -0.000977746-0.00310616j 0.000516026-0.00489673j -0.00068309+0.00200238j 0.00230276+4.66199e-06j 0.00184561-5.47459e-05j -0.000941688-0.000171397j -0.000793632-9.86534e-05j 
-0.000808011+0.000204955j -0.00068997-0.00144098j -0.000502025-0.00215398j -0.0025886-0.000655685j -1.59135e-05-0.00556498j -0.000156379-0.00198173j 0.00161216+0.00156315j -0.00328304+0.00397933j -0.000929693+0.000372625j 0.00597277+0.000652004j 0.00561008-0.00227472j -0.000911195+0.00124883j -0.00378057+0.00267811j -0.00772137+0.00781536j 0.00593247+0.00358258j 0.00492793-0.000122589j 0.00366486-0.000947807j 0.00129612+0.00105995j -0.00207033+0.00254811j -0.00235514+0.00707986j 0.00201892+0.00182831j 0.000465336+0.00252537j 0.0044876-0.00273066j 0.00830876-0.00321908j 0.0127885-0.000825052j -0.00251663-0.00509553j 0.00463051-0.000451986j -0.00860161+0.00319652j 0.000211535-0.00257338j 1.19265e-05-0.00069248j 0.00468108-0.00113795j -0.00757234-0.00114342j -0.00366537-0.000821273j 0.000152836-0.00167779j 0.00198116-0.00153271j -0.00256809+0.00462164j 0.00398698-0.00503751j 0.00127517-0.00256921j 0.00272024-0.000735885j -0.00071928+1.54595e-05j 0.00131848-0.000500757j 2.09724e-05-0.000517291j 0.000426492+0.00293098j -0.00414186-5.81966e-05j 0.00185211+0.00196757j 0.00031593+0.00254298j -0.00244096+0.000524594j -0.00623521+0.00156739j 0.00362929-0.000362512j -0.00273852-0.000643684j -0.00394215-0.000366715j 0.00177784+0.000294748j -7.19894e-05+0.000638734j 0.00347253-0.00145306j -0.00703407-2.1706e-05j 0.00645565+0.000825562j -0.00186872-0.00149183j 0.000610803+0.00218484j -0.00127925+0.00165115j 0.00726158+0.0014417j -0.000293239+0.000728063j 0.00440626-0.00055972j -0.00411463-0.000623337j 0.00773661+0.00208568j -0.00100801+0.00218547j 0.000326434-0.0025313j 0.00413046+0.00218078j -0.00314744-0.00163076j 0.00360165-0.00181002j -0.00252393-0.00315272j 0.00674977+0.00220369j 0.000244079-0.000960849j 0.00300734+0.00345541j -0.00349891-0.000991726j 0.000205762+0.0010121j 0.00244016+0.00234997j 0.00582112+0.00108544j 0.00498163+0.00285098j 0.00550765+0.00344912j -0.00441209-0.00176718j -0.000653673+0.00093151j 0.000483445+0.00258895j -0.000140616-0.00181186j 0.00257959+0.0018349j 0.00291513+0.00293068j -0.00170806-0.000248669j 0.000268099+0.00208079j 0.00195499-0.000290433j -0.00129811+0.00146191j -0.000147866+0.00262084j -0.000839336-0.00160549j -0.00158425+0.000285556j 
-0.00139435-0.00137212j 0.000782748-0.00122577j -0.000465755-0.00280451j -0.00086797+0.00228883j 0.00134805-0.00190484j 0.0002222-5.22148e-05j -1.11007e-05+0.0015678j -0.00285241-0.00181357j -0.00135492+0.0109514j -0.0057828-0.00441768j 0.00400886+0.00714727j 0.0054243-0.00634994j -0.00684822+0.00757551j 0.00141854+0.00927464j 0.00406877+0.00239683j -0.00431356+0.00667473j -0.00227894-0.00434104j -0.00493267+0.00508829j -0.0045898-0.00396076j 0.00167551+0.0004529j 0.0036728-0.000770139j -0.00584874+0.00059394j 0.00607166+0.00856897j 0.00382004+0.00198174j 0.00384074-0.0113297j -0.00246241+0.00156278j -0.0119855+0.00884895j -0.000856069+0.000979754j 0.00432206-0.00227561j -0.003621-0.00728051j 0.00854397-0.0145984j 0.00426457-0.00227322j -0.000524916+0.00534536j -0.00182843+0.00651286j 0.00112294+0.00274085j 0.000157735-0.00357116j -0.000335286+0.000496939j -0.00153979+0.00276326j -0.000872656-0.00212062j -0.000581503+0.000384586j 0.00200952-3.05336e-05j 0.000469686+0.00126147j 0.00100807+0.00150148j -0.00134901+0.00130508j -0.00121756+0.000626862j 0.0012197+0.00300741j -0.00154203-0.00180171j -0.00341993-0.00110218j -0.00443968+0.000503193j 0.00320567-0.00283871j -0.00252276-0.00118517j -0.000837355+0.000455356j -0.00617074-0.000299341j 0.00365279-0.00144951j 0.00287951-0.0043771j -0.00147273+0.00186476j -0.00798846-0.0028426j -0.00131672-0.00320103j -0.00178784-0.000445045j 0.00562493+0.00391334j 0.00116744-0.000414363j 0.00533651+0.00346559j 0.000154448-0.00250937j 0.00663931+0.00520039j 0.00264653+0.0014786j 0.00121664-0.00425612j -0.000558693+0.000337706j 0.00722402+0.00198849j 0.00215856+0.00245202j 0.00775626+0.00251581j 0.00382129+0.00544486j -0.000706913-0.00266348j -0.00361867-0.00489123j -0.00630045-0.00535856j -0.0043137-0.000482313j -0.00423122-0.00261848j -0.000505865+0.00506195j -0.00312612+0.000768624j 0.00344303+0.00427403j 0.000539112-0.000162447j -0.00442291-0.000698357j 0.00127664+0.00168684j 0.00280611-1.46367e-05j -0.00213922+0.0012821j 0.00061762-0.000268425j -0.00133137+0.00024272j -0.0017378+0.00482625j 0.000966047-0.00139939j 0.000386577+0.00142896j 0.00147343-0.00133689j -0.000116734+0.000541266j 0.000447699-0.00197648j 
0.00162222+0.00270532j -8.65836e-05+9.57501e-05j -5.78501e-05+0.00144565j 4.54614e-05-0.00132967j -0.000749175-0.00320068j -0.000889835-0.00215434j 0.00129846+0.00385583j 0.000205416+0.00255652j -0.00494144+0.000504179j -0.00207791+0.00638537j 0.00156488-0.00642842j 0.00507704+0.000268299j -0.00481329+0.00262139j 0.00165688-0.00206428j 0.00528147+0.00564249j -0.000624782+0.000141875j -0.0040916+0.00220049j -0.00309166-0.00428002j -0.000864945+0.00220558j -0.00275674-0.0011615j -0.00123397-0.00167377j -0.00320774-0.00231632j 0.00682192-0.00424088j -0.000458391+0.00121073j -0.00124415+0.00245851j 0.00155525-0.0064175j -0.00844861-0.00609545j -0.0012072+0.00377301j 0.0034132-0.00561981j -0.00429773-3.31553e-05j 0.00150716+0.00444905j -0.000687051+0.00198681j -0.00198096-0.0034369j 0.00477283-0.00778584j 0.00422876-0.00472838j -0.00205055+0.00504858j 0.0012188-0.00067172j -0.00042995-0.000964263j 0.00058564-0.000222751j -0.00153696+0.000481086j -0.000418632-0.000450845j -9.63378e-05+0.000726235j 0.000685684+0.000526065j -0.000514095-0.000726862j -0.000719158+0.00112005j -0.000792236-0.00136848j 0.00134901-0.000108576j -0.00125884+0.00288424j -0.00318892-0.000365614j 0.00111768-0.00330505j -6.67347e-05+0.00158348j -0.000548129+0.00150391j -0.00405573+0.00088j -0.00150985-0.00375953j 0.00694372+0.00528117j -0.00334445-0.00348038j -0.0034138-0.000791523j 0.000775583+0.00307739j 0.00188757-0.00209307j -0.000892202-0.00594831j 0.00113114+0.00219502j -0.000145633-0.0054644j 0.00315759+0.00744879j 0.00104072-0.00160975j 0.00298074+0.00467005j 0.00037945+0.00126331j -0.00189787-0.00365024j 0.00346273+0.00455785j -0.00267174-0.00648538j 0.00371906+0.00212001j -0.00285311-0.00390853j 0.00136781+0.000737654j -0.00505881-0.00215974j -0.00336036+0.00226508j -0.000174272-0.000136399j -0.00158883-0.00438194j 0.000920229-0.0070741j 0.00120647-0.00741499j -0.000174729-0.00326287j 0.00182943+0.00103169j -0.00180053+0.00225327j 0.00163175+0.00272655j 0.00286731-0.0032864j 0.000701621-0.00359519j 0.00152099+0.00197077j 0.00113632-0.000259632j 6.87812e-05-0.00214916j -0.000675202+0.00150595j 5.81762e-05+0.000112427j -0.00032894+0.00148095j -1.35245e-05+1.992e-05j -0.00110008+0.00145849j 
0.000589166+0.00173985j 6.02845e-05-0.00125787j -7.64866e-05-0.000571416j -0.000242357-0.000241309j 6.76182e-05-0.00215734j -0.00122595-0.00293274j 9.2403e-05+0.00159017j -0.000222148+0.00170621j -0.00419245-0.00103589j -0.00199337+0.00348431j 0.00301716+0.00124396j 0.00401859+0.00132286j -0.0067707+0.00118824j 0.000533844-0.0150306j 0.00206946-0.00294909j -0.00396606-0.00547632j -0.00424184-0.000443147j -0.00486488+0.0170583j -0.00186711+0.00465033j 0.000219986-0.00280323j -0.00210829-0.00239483j -0.00568911+0.00904517j 0.00453503-0.00738329j -0.00223323+0.00489416j 0.00103152+0.00376232j -0.000964193+0.00911578j -0.0113788+0.00541013j -0.00286789+0.00554087j -0.00149686+0.00764544j -0.000630554-0.0044851j -0.00536438+0.00958802j 0.00654487-0.0123287j -0.00106433+0.00259964j 0.00112306-0.0021606j -0.00276861+0.0034358j -0.00186643+0.00338224j 0.00126613-0.00262554j -0.000832888+0.00030863j -0.000128775+3.83517e-05j 9.64302e-05+0.000191619j 0.00102736-0.000887844j -0.000133979+0.000136933j 0.000560361+0.00115841j -0.000840064-0.000237808j -0.00105616+0.00103551j -0.00165504-0.000833417j 0.0012216+0.000247019j -0.0020895+0.00141812j -0.0030722-0.000814913j 0.00143183-0.00135052j -0.000862441+0.00107724j -0.000752463+0.000401333j -0.0033689-0.000766457j 0.000595393-0.00195553j 0.00519283+0.0022297j -0.00354279-0.00251211j -0.00365014-8.3329e-05j 0.000895126+0.00148254j 0.000919777+0.00032081j 0.00107495-0.0015611j 0.00171218+0.000956536j 0.00116698-0.00264949j 0.00170547+0.00408791j 0.00179377-0.00169251j 0.0021298+0.00234953j 0.00154548+0.000970735j -0.00129042-0.00231295j 0.0030035+0.00328594j -0.000937197-0.00402726j 0.00428603+0.00127499j -0.000745666-0.00321495j 0.000856871+0.00151275j -0.00371744-0.0027705j -0.00410764+0.000349614j -0.000957579-0.00107227j -0.00184625-0.00313148j 0.000413544-0.00305123j -0.00070649-0.00411028j 0.00151896-0.00106247j 2.89977e-05+0.00193236j -0.0019547-0.000359231j 0.000288573+0.00292009j 0.000712851+1.03407e-05j -0.000105967-0.00221554j 0.00153289+0.0019752j 2.6591e-05-0.000435263j -0.000322776-0.00217626j -1.15187e-05+0.000259887j 2.38645e-05+0.000339173j -0.000623397+0.000988178j 0.000223699-0.000270439j -0.000977904+0.00166797j 
-0.00108665-0.000271268j -0.000898043+0.00068792j -3.00253e-05+0.00334403j 0.000545094+0.00206111j 0.00132017+0.00127292j -0.00127924+0.00851815j -0.00337111-0.00750385j -0.00199719+0.00338244j -0.000718781-0.00466936j -0.000441427+0.00435721j 0.00252104-0.00883087j 0.00142544-0.000683522j -0.00779223+0.00228833j 0.00428063-0.00289019j 0.00820537-0.00910196j 0.00483861-0.00658812j -0.00655125+0.00615082j -0.00706695-0.00919737j -0.00699359+0.008478j -0.000962691+0.00664574j 0.00222338-0.00160695j -0.000513393-0.000295456j 0.0103779-0.00871956j 0.0041113-0.00782184j 0.00215257+0.00944771j -0.00376401+0.000874808j -0.00762664-0.00807348j 0.00202598-0.00118804j -0.00674342+0.00250917j -0.00421476+0.00768929j -0.00896555+0.0063879j -0.00615615+0.00844898j -0.0012896-0.00304816j -0.00100176+0.000522259j 0.000959073-0.00127749j 0.00200855-0.00291684j -0.000612791+0.000779256j 0.00258602-0.00388344j 0.00272115+0.000372419j -0.000947772-0.00141747j 0.000809055+0.000793393j -0.00103709+0.000754407j 0.000939231-0.00271861j 0.000349277+0.00175671j -0.000672525+0.000563223j 0.000262993-0.0037556j 0.00102656+0.00390926j -0.00662761+0.000191965j -0.00270505+0.00186847j -0.000242137+0.00265051j -0.00290031+0.00231449j -0.000907933-0.00189723j -0.00360659+6.02665e-06j 0.00700976+0.00408778j 0.00402836-0.00332979j -0.000755663-3.74646e-05j -0.00609769-0.00168231j -0.000567693+0.00206756j -0.00452771-0.00106267j 0.00370529+0.00551317j -0.00206974-0.00370258j 0.00561271+0.00517776j 5.68987e-05+3.70377e-05j 0.00863806+0.00283711j 0.00277474-0.00194373j -0.000819935+0.00268539j -0.00191933+0.00224767j 0.0037572+0.00182788j -0.00209937+0.00582303j 0.00265135+0.000964949j 0.0020326+0.00207397j 0.00219187+0.00386117j -0.00176671+2.86071e-05j -0.00492519-0.00730152j -0.00132217-0.00085725j -0.00610518-0.00268075j -0.000126277+0.00502507j -0.00190895-0.00016374j 0.00317503+0.0031088j 0.000177337+0.000242963j 0.00215517-0.00275775j 0.0013694-0.00112211j -0.00181617+0.00293218j 0.000753342+0.000558403j 0.00368113-0.000248359j -0.000179591-0.000297756j 0.00143975-0.00224118j 1.91686e-05+0.000161321j 0.00193969-0.000383196j 0.00036034+2.23336e-05j -0.00153642-0.000993493j -3.47231e-05-0.00145935j 
